[00:00.000 --> 00:02.000]  You
[41:34.300 --> 41:38.380]  I got to go bathroom, I got to go bathroom and just saying really embarrassing stuff
[41:38.380 --> 41:41.100]  they didn't want to repeat, they just said yeah you've seen what he says about getting
[41:41.100 --> 41:44.820]  his butt wiped right, well he's really kind of upset about it, ashamed of it, he makes
[41:44.820 --> 41:49.220]  jokes about it, he's in a whole other part, not in the residence area at night where
[41:49.220 --> 41:52.980]  they're operating the phones and stuff, low level people and he's stumbling around saying
[41:52.980 --> 41:56.140]  I need to find the bathroom, help me find the bathroom, they have to lead him back to
[41:56.140 --> 42:00.180]  his quarters on the other side of the White House and it's just a disaster ladies and
[42:00.180 --> 42:06.220]  gentlemen and then that's the thing they have to cut him off about now with the mics is
[42:06.220 --> 42:13.060]  he starts saying man you know my brain got taken out in the surgery and I've been, yes
[42:13.060 --> 42:21.060]  I, he'll say SH-T myself, he'll say why am I here, why am I here, who am I and you've
[42:21.060 --> 42:25.420]  seen him in public say who am I, why am I here, that's what he does when he shifts into
[42:25.420 --> 42:28.900]  the gear and anybody who's had family who's had Alzheimer's or dementia knows, you're
[42:28.900 --> 42:33.420]  sitting there coming to visit grandpa, they're fine, you're eating a hamburger with them
[42:33.420 --> 42:39.940]  and I got to take my clothes off, I got to go to the Boy Scout, I got to put my uniform
[42:39.940 --> 42:43.860]  on, they just go and that's what's happened with Biden, I didn't think these globalists
[42:43.860 --> 42:49.140]  had him there so he takes the blame when America goes down, we'll be right back in FullWars.com
[42:49.140 --> 42:52.700]  tomorrow's who's today and on my children that happened and that's what we were told
[42:52.700 --> 42:56.220]  by the Secret Service, that's real, that's going on, just like we broke, the Haitians
[42:56.220 --> 42:58.780]  slam into McCallan, that's not mainstream news.
[42:58.780 --> 43:04.620]  We've all heard about the pastor and his famous statement from inside a concentration camp
[43:04.620 --> 43:09.100]  in World War II that when they came for one group he wasn't part of that group so he didn't
[43:09.100 --> 43:12.580]  stand up and then when they came for another group he wasn't part of that group so he didn't
[43:12.580 --> 43:17.580]  stand up and finally when they came for him there was nobody else to stand up.
[43:17.580 --> 43:21.220]  Well the Global Social Credit Score that China is putting in that's banning people to three
[43:21.220 --> 43:26.620]  hours of video games a week and if you criticize the government you can never buy or sell again.
[43:26.620 --> 43:31.060]  Well that's being brought here and all over the world under the guise of COVID, vaccine
[43:31.060 --> 43:35.060]  passports, they even admit it, now Thursday there's going to be a carbon tax attached
[43:35.060 --> 43:38.300]  to it, they're going to track where you go and what you do and decide where you can
[43:38.300 --> 43:39.300]  go and what you can do.
[43:39.300 --> 43:44.140]  That's what the lockdowns are about, you'll accept that, you'll accept anything.
[43:44.140 --> 43:48.300]  So again, the left is having fun right now with all the censorship and tyranny pretending
[43:48.300 --> 43:51.620]  like they're part of the power structure but they're all going to be targeted by this nightmare
[43:51.620 --> 43:52.620]  as well.
[43:52.620 --> 43:56.380]  We need to get back to basic human rights and promote them or all of us will be enslaved
[43:56.380 --> 44:00.100]  by this horrible technocracy run by the globalists.
[44:00.100 --> 44:07.020]  There is very little contemporary study in the world of the planet's ruling class, not
[44:07.020 --> 44:12.540]  in communist China, not in Mexico, not in the United States, not anywhere.
[44:12.540 --> 44:17.900]  Is there a real study of the planet's ruling class and that's done by design.
[44:17.900 --> 44:23.940]  The large central banks that basically control the planet will penalize and target any academics
[44:23.940 --> 44:28.820]  that look into say the Anglo-American establishment, the founder of the Bilderberg group, the trilateral
[44:28.820 --> 44:33.980]  commission of the United Nations, the whole project of the Rothschilds and the Rockefellers.
[44:33.980 --> 44:38.700]  Until 10 years ago the media said the controlled corporate media, the Bilderberg group, didn't
[44:38.700 --> 44:39.700]  exist.
[44:39.700 --> 44:44.060]  Well now the Bilderberg group is public and its former head, still on the steering committee,
[44:44.060 --> 44:50.100]  is Klaus Schwab and he has set up the great reset in global government and if as a liberty
[44:50.100 --> 44:54.740]  movement worldwide we don't address the globalist head on about the fact that they are a worldwide
[44:54.740 --> 44:59.780]  authoritarian corporate takeover, we don't have a shot, we do expose them, we can beat
[44:59.780 --> 45:00.780]  them easily.
[45:00.780 --> 45:06.940]  It's already halfway through September 2021, it's just incredible and now the world is
[45:06.940 --> 45:10.740]  waking up that Info Wars was the tip of the spear and was dead on.
[45:10.740 --> 45:13.980]  That's why it's more important than ever to keep us on air and I thank you all for your
[45:13.980 --> 45:18.380]  support, your prayers and your word of mouth that is key to circumvent and override the
[45:18.380 --> 45:24.420]  sensors and to get great products at infowarstore.com at the same time that are 50% off that make
[45:24.420 --> 45:28.700]  you healthier, wiser and overall a stronger immune system.
[45:28.700 --> 45:33.820]  We have winter sun, 50% off, vitamin D3, back in stock, we have ultra 12, high quality
[45:33.820 --> 45:37.420]  vitamin B12, take it out of the tongue again, back in stock, 50% off, we have our incredibly
[45:37.420 --> 45:41.940]  strong turmeric extract concentrate, back in stock, 50% off, we have our great sleep
[45:41.940 --> 45:47.020]  aid, knockout, back in stock, infowarstore.com and the hair and beard formula for men, it's
[45:47.020 --> 45:52.300]  also great for women, it's really a multi-vitamin, back in stock, all 50% off at infowarstore.com.
[45:52.300 --> 45:57.220]  We can't stay on air without you, please continue to support us, I want to thank you
[45:57.220 --> 46:00.340]  from the bottom of my heart, plus these are great products, please take action.
[46:00.340 --> 46:05.140]  The scientific dictatorship that I've been warning you about for 27 years has now gone
[46:05.140 --> 46:07.860]  for beta testing to operational.
[46:07.860 --> 46:12.620]  The globalists are out in the open with their planetary depopulation takeover, their robot
[46:12.620 --> 46:13.620]  takeover.
[46:13.620 --> 46:17.020]  But the good news is we've been working and you've been working and others have been working
[46:17.020 --> 46:21.660]  across the planet for decades to get ready for this, to be able to find it off.
[46:21.660 --> 46:25.780]  Humanity is strong, we're incredible and if we're aware of the attack that's happening,
[46:25.780 --> 46:29.940]  we have a real chance of defeating it, if we ask God for guidance, we will defeat it.
[46:29.940 --> 46:34.180]  So prayer is essential, research is essential, getting prepared is essential and warning
[46:34.180 --> 46:35.820]  others is absolutely essential.
[46:35.820 --> 46:40.420]  And at the same time, supporting info wars by buying high quality products to keep us
[46:40.420 --> 46:44.060]  on air is essential because they're great products for you and your family and they're
[46:44.060 --> 46:46.540]  also funding our operation.
[46:46.540 --> 46:52.020]  infowarstore.com, infowarstore.com is incredible, a lot of our products that have been sold
[46:52.020 --> 46:56.220]  out because the supply chain breakdowns are back in like bodies, vaso beats and others,
[46:56.220 --> 47:04.180]  so get them today at infowarstore.com and I thank you for being part of the resistance.
[47:04.180 --> 47:11.700]  You're listening to the Alex Jones show.
[47:11.700 --> 47:24.940]  All right folks, final segment here that I'm going to host and then we've got a bunch
[47:24.940 --> 47:29.860]  of special reports that are extremely powerful, like the vaccine genocide must end, that's
[47:29.860 --> 47:33.340]  going to be at the start of the hour, six after Owen's going to be hosting, he's at
[47:33.340 --> 47:38.460]  a big medical doctor, one of the most prominent names that's been vindicated by what top regulators,
[47:38.460 --> 47:42.180]  not just here, but around the world have come out and said they're now inditing people
[47:42.180 --> 47:46.460]  in the government of India that work with Bill Gates, they've done that before five
[47:46.460 --> 47:51.020]  years ago and banned Bill Gates and his dad from the country, so he just bought off the
[47:51.020 --> 47:52.020]  federal regulators there.
[47:52.020 --> 47:56.460]  I mean, this is a bold assault, people go, why would the globalist assault us like this?
[47:56.460 --> 47:58.860]  They'll end up going to prison.
[47:58.860 --> 48:02.180]  Why did Hitler attack all of Europe and then attack the Russians?
[48:02.180 --> 48:09.060]  And this general staff told him, don't do it, it's called megalomania and these people
[48:09.060 --> 48:12.300]  have it and they've never gotten in trouble and it's a thrill to them and they want to
[48:12.300 --> 48:13.300]  depopulate it.
[48:13.300 --> 48:18.500]  When you look at Fauci, oh, I'm going to shoot a special report on this, I mentioned this
[48:18.500 --> 48:22.220]  last night when people discover this about Fauci, they don't believe me, so I'm not going
[48:22.220 --> 48:26.580]  to say it on ear, I'm going to get off here in like eight minutes, I'm going to go shoot
[48:26.580 --> 48:32.540]  the special report and then we will have it by the start of the fourth hour today.
[48:32.540 --> 48:38.980]  It's going to be short, it's going to be sweet, but it's going to be very, very powerful.
[48:38.980 --> 48:41.860]  And again, I'm getting on a plane at 8 a.m. in the morning, I should be back at the start
[48:41.860 --> 48:47.500]  of the show, regardless, there's no delays or anything, I will be there tomorrow and
[48:47.500 --> 48:50.980]  of course, you've got Owen and Harrison Smith did a great job with their own respective
[48:50.980 --> 48:56.380]  transmissions at Band-Aught Video, so remember, all of you that took all the heat were exposing
[48:56.380 --> 49:00.540]  the poison vaccines, all of you that took all the heat were being demonized and being
[49:00.540 --> 49:05.540]  attacked, all of you that went out and told the truth and all the nurses and doctors and
[49:05.540 --> 49:10.420]  scientists that told the truth in the last 18, 19 months, you've been vindicated and
[49:10.420 --> 49:13.500]  it's not about you getting pat on the back, I know you don't care, you care about life
[49:13.500 --> 49:16.420]  and justice and freedom in the future.
[49:16.420 --> 49:19.060]  Everybody that got in your face and everybody that told you you were wrong and said, oh,
[49:19.060 --> 49:24.660]  where's your experts and wouldn't let you talk, we have the two top scientists, we have
[49:24.660 --> 49:28.740]  them specifically saying it wasn't just about boasters, it was about the vaccine in general
[49:28.740 --> 49:33.300]  being a bad drug and then it's going to, quote, discredit vaccines for generations, because
[49:33.300 --> 49:38.380]  you could make clean vaccines that were tested and actually work, but they lower immune systems
[49:38.380 --> 49:41.780]  still when you do it, but there's something out there killing 5% of people, I want the
[49:41.780 --> 49:46.980]  vaccine, I want a clean vaccine, I want it tested, but they don't want that, they want
[49:46.980 --> 49:50.300]  the power to do what they want when they want, I'm all about technology, I wouldn't look
[49:50.300 --> 49:54.580]  up Regeneron, the company's been around since 88th, they're the most profitable company
[49:54.580 --> 49:58.980]  per capita, they're a small company, but they're the most profitable per capita, everything
[49:58.980 --> 50:03.100]  they've done has been a winner because they test the hell out of it for up to 5 years
[50:03.100 --> 50:08.620]  on animals and they have a lot of failures, but tested on rats and tested on guinea pigs
[50:08.620 --> 50:13.220]  and tested on pigs and yeah, then I don't like doing it myself, I mean, monkeys are
[50:13.220 --> 50:17.420]  really cool, but they test on primates too, it's come out because they want to know what
[50:17.420 --> 50:22.860]  it's going to do and these are therapies that then save millions of lives and it works,
[50:22.860 --> 50:27.420]  the thing is then it mutates, I've got to make a new one, but then Biden's trying to
[50:27.420 --> 50:32.060]  block that, that's not Biden, it's the cold blooded evil people at the big pharma companies,
[50:32.060 --> 50:37.220]  it's the Pfizer head who said on TV, he's not taking the shot, so they tell you what
[50:37.220 --> 50:43.220]  they're doing to your face, I want to just say this here though while we have the time
[50:43.220 --> 50:46.100]  and I want to take this little clip and put it on the last segment once we archive this
[50:46.100 --> 50:52.900]  video with this big Biden announcement, do you realize how dangerous it is to have someone
[50:52.900 --> 50:58.100]  who is in the middle stages of dementia, who they then use drugs to dial up and put teleprompters
[50:58.100 --> 51:02.940]  in front of, because he's able to read out the teleprompter, how that makes our enemies
[51:02.940 --> 51:07.300]  think A, we're foolish and bad and crazy and overrun and controlled, they don't respect
[51:07.300 --> 51:12.740]  that and scares them what could Biden and his controllers end up doing, this is not
[51:12.740 --> 51:17.460]  a message of strength, it's a message of weakness, which the globalists want to further demoralize
[51:17.460 --> 51:21.020]  and break down the country in the process of globalization.
[51:21.020 --> 51:26.120]  So this is a very destructive, very dangerous gamble, just like the globalists did Klaus Schwab
[51:26.120 --> 51:31.140]  and Bill Gates and they're running it, all the old money's dead now, they run it to depopulate
[51:31.140 --> 51:35.060]  us, I mean these are crazy people, they're very neurotic, they're very organized, they're
[51:35.060 --> 51:40.380]  very smart, but I can show you a really smart person that's a serial killer, in fact most
[51:40.380 --> 51:44.300]  serial killers have high IQs and they're the ones that get caught because they kill people
[51:44.300 --> 51:51.020]  by grabbing women out of the back of their yard or out of their house or at a car wash
[51:51.020 --> 51:56.820]  at night, no, no, the smart serial killers are called high functioning serial killers,
[51:56.820 --> 52:02.140]  high IQ and they always gravitate towards government and management and particularly
[52:02.140 --> 52:06.580]  medical research fields, because then they can get away with all sorts of stuff and I'm
[52:06.580 --> 52:12.740]  telling you, when I break this news at the end of the show today about Fauci and I'll
[52:12.740 --> 52:16.660]  just say it and I'll let it out now, because if I tell you it nobody cares, but if it's
[52:16.660 --> 52:23.180]  like an esoteric Q thing, except this is real, you follow breadcrumbs here, this is how Q
[52:23.180 --> 52:28.580]  would do it, it's something about Fauci, something about him that's very closely associated
[52:28.580 --> 52:31.340]  with him, what is it?
[52:31.340 --> 52:36.500]  And then a group affiliated with the Q disinfo op will go, it's his name, it's the name
[52:36.500 --> 52:39.620]  Fauci, what's that mean?
[52:39.620 --> 52:43.060]  And then they already know there's something similar in the media that is going to say
[52:43.060 --> 52:47.740]  that so they can then get your confidence that they know secret knowledge and then con
[52:47.740 --> 52:52.260]  you down the road, but you already have the magic relationship with Trump and the intelligence
[52:52.260 --> 52:56.580]  agencies, but you don't, you have a relationship with a globalist intelligence agency running
[52:56.580 --> 52:58.980]  a Soviet style operation trust on you.
[52:58.980 --> 53:03.740]  So if I say go look up operation trust, nobody looks up operation trust in the 1920s in Russia,
[53:03.740 --> 53:09.140]  how they rounded up the resistance, but if I say it has to do with an operation, with
[53:09.140 --> 53:14.620]  a name that means you should believe in someone, that you should put your faith in someone,
[53:14.620 --> 53:15.620]  what is that word?
[53:15.620 --> 53:16.620]  What is the operation?
[53:16.620 --> 53:20.580]  And then everybody would run around eight-channon, four-channon, oh my God, what is the, and
[53:20.580 --> 53:27.500]  the word's trust, we found the Soviet document, that's a Q is operation trust, 2.0.
[53:27.500 --> 53:30.900]  I'm telling you look up his name and it's all right there.
[53:30.900 --> 53:36.900]  His name, his name, his name.
[53:36.900 --> 53:37.900]  What does his name mean?
[53:37.900 --> 53:41.660]  See if I just told you no one would care.
[53:41.660 --> 53:44.660]  I even said what it meant last night on my show.
[53:44.660 --> 53:48.340]  No one cares, so I guess give you everything up front, but if I tell you look up his name
[53:48.340 --> 53:55.580]  and the county came from and what the family did and then where the grim reaper came from
[53:55.580 --> 54:07.500]  during the black plague in Italy, oh, ooh, ooh, so that's coming up into the show today
[54:07.500 --> 54:08.500]  with Owen Schroer.
[54:08.500 --> 54:12.220]  I'm gonna go get that done right now with my great crew, but like I said, there's just
[54:12.220 --> 54:13.220]  so much to break down.
[54:13.220 --> 54:16.340]  I'll say this and then get Owen's taking what I've been saying, he's about to take
[54:16.340 --> 54:17.340]  over.
[54:17.340 --> 54:22.820]  We can't operate without your support, you know we just keep winning thanks to God and
[54:22.820 --> 54:23.820]  your prayers.
[54:23.820 --> 54:28.540]  All the glory goes to God spiritually, but when it comes to you taking action, thank
[54:28.540 --> 54:29.540]  you so much.
[54:29.540 --> 54:35.420]  We're all in a better position now, we've come so far on a scale of one to 10, the globalist
[54:35.420 --> 54:39.500]  wanted to be at a 10 defeating us, a zero as we defeated them.
[54:39.500 --> 54:44.700]  They ran the tables at first and ran it out to about a seven, but hey, that's not the
[54:44.700 --> 54:45.700]  end of the race.
[54:45.700 --> 54:50.020]  We pushed that back to like a three right now with all these scientists coming out and
[54:50.020 --> 54:51.020]  everything.
[54:51.020 --> 54:54.540]  It's a big problem spitting this probably release a more deadly bio weapon to cover
[54:54.540 --> 54:58.700]  it up or launch a war or crash the stock market or have a cyber attack and you see that starting
[54:58.700 --> 55:00.220]  to happen right now today.
[55:00.220 --> 55:05.020]  So don't think we're out of the woods, but once we don't trust them and here's the key.
[55:05.020 --> 55:08.700]  Once we know this is a covert war by the globalists and who they are and once we get world leaders
[55:08.700 --> 55:12.900]  like the president of Austria has come out and said this is all new world order.
[55:12.900 --> 55:16.180]  All these other leaders are saying it's all new world order.
[55:16.180 --> 55:19.540]  Lands it saying Fauci released the virus himself, all the rest, you know, it's basically all
[55:19.540 --> 55:24.860]  coming out that Fauci is the main suspect and Fauci lied and created gain of function.
[55:24.860 --> 55:29.460]  Once that happens and once we identify them and once we make the sleeping giant wake up
[55:29.460 --> 55:33.740]  and see what's attacking it, it's game over and now they won't be able to pull more stuff
[55:33.740 --> 55:38.660]  because we'll say Kibono in Latin who stands the game.
[55:38.660 --> 55:43.980]  And so we're going to lay all that out here, ladies and gentlemen, but that's the key is
[55:43.980 --> 55:49.060]  getting everybody to recognize the globalist, want to be populist, want to take control,
[55:49.060 --> 55:52.780]  want to kill off the pensioners in their own words and are doing all this.
[55:52.780 --> 55:55.020]  And again, realize it's an undeclared war.
[55:55.020 --> 55:56.780]  It's a psi up.
[55:56.780 --> 56:01.180]  It's a disinformation up perfectly tailored so people never know what's hitting them so
[56:01.180 --> 56:05.580]  that while they attack us, they pose as saviors and get more control while they depopulate
[56:05.580 --> 56:07.620]  us and tell us, oh, global warming's coming.
[56:07.620 --> 56:08.620]  The third world's going to collapse.
[56:08.620 --> 56:10.540]  They're going to flood you.
[56:10.540 --> 56:12.060]  You didn't pay carbon taxes.
[56:12.060 --> 56:15.780]  That's the reason the third world's collapsing when it's cutting all the resources off and
[56:15.780 --> 56:19.540]  having a year and a half lockdown still going on in Africa and Latin America forces all
[56:19.540 --> 56:22.940]  these people up here to then invade us and be controlled.
[56:22.940 --> 56:23.940]  It's economic war.
[56:23.940 --> 56:25.660]  And they admit all this in their white papers.
[56:25.660 --> 56:27.460]  They admitted the replacement migration.
[56:27.460 --> 56:28.460]  This is their plan.
[56:28.460 --> 56:33.580]  Secret documents came out in 2007 from the Banff-Canada meeting where they said we're
[56:33.580 --> 56:38.620]  going to use viruses, the fear of viruses, collapsing third worlds and currency collapses
[56:38.620 --> 56:40.940]  to take over and set up a world government.
[56:40.940 --> 56:42.740]  We know we have their battle plans.
[56:42.740 --> 56:44.500]  We have their damn playbook.
[56:44.500 --> 56:47.300]  But our congressmen and senators need to get into the playbook.
[56:47.300 --> 56:48.300]  We need to get into the playbook.
[56:48.300 --> 56:53.220]  We need to understand this broadcast is not some weird flavor or political theory or some
[56:53.220 --> 56:54.980]  new denomination of a church.
[56:54.980 --> 56:58.740]  This is people studying the globalist operation and understanding what they're going to do
[56:58.740 --> 57:01.500]  and then trying to warn others to build up their resistance.
[57:01.500 --> 57:04.500]  So the sale is going to end on Sunday.
[57:04.500 --> 57:06.540]  It has to because a lot of the T-shirts are about to sell out.
[57:06.540 --> 57:07.540]  Some already have.
[57:07.540 --> 57:09.220]  We've got over 100 different designs.
[57:09.220 --> 57:11.820]  The new designs, the old designs, summer designer.
[57:11.820 --> 57:15.460]  Some are just low-cost, still high-quality.
[57:15.460 --> 57:23.060]  Some are limited edition, $9.95 for the lower-cost, $14.95 for the more expensive.
[57:23.060 --> 57:24.580]  That sale is going to end.
[57:24.580 --> 57:27.700]  Also ultra-12, 50% off, winter, some 50% off.
[57:27.700 --> 57:29.260]  That's going to end on Sunday.
[57:29.260 --> 57:32.260]  So take advantage of those sales and fund the InfoWar at InfoWarStore.com.
[57:32.260 --> 57:33.500]  These are great products.
[57:33.500 --> 57:37.500]  They boost your immune system and they make everything we've done here possible, so I thank
[57:37.500 --> 57:38.500]  you all.
[57:38.500 --> 57:39.500]  Tell everybody tune in now.
[57:39.500 --> 57:41.660]  We're starting to turn the tide together.
[57:41.660 --> 57:44.620]  The regulators worldwide are covering their ass and going public.
[57:44.620 --> 57:46.340]  The wheels are coming off.
[57:46.340 --> 57:48.860]  They're also admitting the vaccines are creating a new variance.
[57:48.860 --> 57:49.860]  We are winning.
[57:49.860 --> 57:50.860]  Thank God.
[57:50.860 --> 57:51.860]  I'll tell you what's often death.
[57:51.860 --> 57:56.380]  If you don't have freedom of speech, if you don't have the right to be able to communicate,
[57:56.380 --> 57:58.740]  then you don't have a future.
[57:58.740 --> 58:02.140]  Always when governments take away speech, they then enslave the population and then
[58:02.140 --> 58:04.300]  they finally start exterminating the population.
[58:04.300 --> 58:08.700]  And America, the entire world is going down the tubes because the UN Global has directed
[58:08.700 --> 58:09.940]  great reset.
[58:09.940 --> 58:13.260]  That's why it's more important than ever that InfoWar stay on the air and that all of us
[58:13.260 --> 58:14.260]  stay healthy.
[58:14.260 --> 58:18.740]  That's why I'm offering a bunch of our best selling products at 50% off for a limited
[58:18.740 --> 58:22.340]  time only until the end of the month of September.
[58:22.340 --> 58:26.180]  That's only about 12, 13 days as of the time we're taping this.
[58:26.180 --> 58:28.420]  And that means all of these amazing products.
[58:28.420 --> 58:31.740]  We have ultra 12, highest quality B12 taken out of the tongue.
[58:31.740 --> 58:35.660]  We have winter sun, highest quality organic vitamin D3 taken out of the tongue.
[58:35.660 --> 58:36.660]  Amazing.
[58:36.660 --> 58:37.660]  We've got knock out the sleep babe.
[58:37.660 --> 58:40.180]  We've got hair and beard formula that's got all the vitamins and minerals as well and
[58:40.180 --> 58:41.180]  not just your hair and beard.
[58:41.180 --> 58:46.500]  And we've got our great liquid turmeric formula all 50% off at infowarstore.com and it keeps
[58:46.500 --> 58:47.500]  us on the air.
[58:47.500 --> 58:48.500]  Take action.
[58:48.500 --> 58:49.500]  And I thank you.
[58:49.500 --> 58:50.500]  General Lee.
[58:50.500 --> 58:51.500]  It's General Milley.
[58:51.500 --> 58:58.580]  I just want you to know that Trump tried to overthrow the US government two days ago
[58:58.580 --> 58:59.580]  on January 6th.
[58:59.580 --> 59:04.140]  And I just want you to know I've taken control of the nuclear weapons and if Trump tries to
[59:04.140 --> 59:07.260]  launch an attack on you, we'll let you know first the attacks coming.
[59:07.260 --> 59:10.260]  That is from the transcript.
[59:10.260 --> 59:14.980]  Then he called Pelosi, Schumer and others to say, I'm loyal to you.
[59:14.980 --> 59:17.380]  I'm going to protect Trump from using nuclear weapons.
[59:17.380 --> 59:21.460]  When Trump was going for detente with China and North Korea at the time and Trump's responded
[59:21.460 --> 59:22.740]  saying it's a total lie.
[59:22.740 --> 59:24.860]  Pelosi's come out and admitted it happened.
[59:24.860 --> 59:29.780]  Hell, she bragged back on January 8th that it took place then and is saying that she
[59:29.780 --> 59:33.740]  honors Milley and that he's this courageous person, so we're all these other Democrats.
[59:33.740 --> 59:37.980]  So this is the permanent deep state coup that's been in control for a long time now coming
[59:37.980 --> 59:39.780]  out of the shadows publicly.
[59:39.780 --> 59:43.620]  Remember, these people literally hate you and your family, now they're injecting you
[59:43.620 --> 59:46.860]  with poison soft kill injections.
[59:46.860 --> 59:53.540]  Wake up America or be destroyed.
[59:53.540 --> 1:00:07.780]  We're listening to the Alex Jones show.
[1:00:07.780 --> 1:00:12.420]  Okay, ladies and gentlemen, we are in our two of the Alex Jones show.
[1:00:12.420 --> 1:00:15.860]  Owen Schroyer here in the Info Wars World Headquarters in Austin, Texas.
[1:00:15.860 --> 1:00:18.900]  I'm going to be taking over from here on out.
[1:00:18.900 --> 1:00:25.180]  Alex Jones is going to be filing some special reports from DC and then you may be seeing
[1:00:25.180 --> 1:00:33.340]  and hearing from him again, maybe be doing some podcasts later on today as well.
[1:00:33.340 --> 1:00:36.500]  So be on the lookout for that.
[1:00:36.500 --> 1:00:40.740]  Let me just kind of hit the reset button on the broadcast here and tell you what I'm going
[1:00:40.740 --> 1:00:47.740]  to be doing for the remainder of this transmission until the fourth hour host takes over.
[1:00:47.740 --> 1:00:52.020]  Who is hosting the fourth hour today, guys?
[1:00:52.020 --> 1:00:58.220]  The always entertaining and informative Gerald Salente.
[1:00:58.220 --> 1:01:02.620]  So let me just tell you the waterfront of news here and then in the third hour, we're
[1:01:02.620 --> 1:01:09.940]  going to have a medical doctor in studio and I just got to tell you, I mean, it's an honor
[1:01:09.940 --> 1:01:13.460]  and a privilege to be meeting all these wonderful doctors and getting them on air.
[1:01:13.460 --> 1:01:21.540]  The frustrating aspect is I've probably now interviewed a dozen, two dozen doctors in
[1:01:21.540 --> 1:01:25.340]  the last year and a half and they all say, for the most part, the same thing.
[1:01:25.340 --> 1:01:29.180]  There might be a little differentiate over here or, you know, a different topic over
[1:01:29.180 --> 1:01:30.980]  here, but it's pretty much over all the same thing.
[1:01:30.980 --> 1:01:33.100]  The vaccines are neither safer or effective.
[1:01:33.100 --> 1:01:34.220]  Here's the truth about COVID.
[1:01:34.220 --> 1:01:37.900]  Here's the truth about the treatments and everything the mainstream is telling you is
[1:01:37.900 --> 1:01:38.900]  a complete lie.
[1:01:38.900 --> 1:01:40.420]  But it doesn't matter.
[1:01:40.420 --> 1:01:45.220]  I could interview 100 medical doctors and it still wouldn't make a difference, which
[1:01:45.220 --> 1:01:46.220]  is really frustrating.
[1:01:46.220 --> 1:01:51.900]  Or maybe it is making a difference and I'm just impatient or I'm just expecting more.
[1:01:51.900 --> 1:01:55.300]  But here's what we have coming up.
[1:01:55.300 --> 1:02:01.420]  I don't think it's irrelevant or old news to cover the lies from the Hillary Clinton
[1:02:01.420 --> 1:02:09.660]  campaign in 2016 and where the criminal indictment of her lawyer could potentially go.
[1:02:09.660 --> 1:02:13.380]  I understand most people sit there and they've been seeing the Durham story for four or five
[1:02:13.380 --> 1:02:15.620]  years now and they've just given up.
[1:02:15.620 --> 1:02:17.860]  I agree, completely agree.
[1:02:17.860 --> 1:02:22.940]  But the developments and now what we have the receipts on, I think are very significant.
[1:02:22.940 --> 1:02:24.220]  We'll talk about that.
[1:02:24.220 --> 1:02:28.780]  I've got this whole stack of COVID and vaccine news, people that are fully vaccinated, being
[1:02:28.780 --> 1:02:36.660]  hospitalized in the state of Washington, they're announcing quarantine camps, Australian style,
[1:02:36.660 --> 1:02:45.420]  all of that and more in this big stack of news, the latest debacles from the Biden administration
[1:02:45.420 --> 1:02:51.700]  where they've now confirmed what we already knew that the airstrike that Biden ordered
[1:02:51.700 --> 1:02:58.420]  in Afghanistan actually killed seven kids, seven children murdered by that airstrike
[1:02:58.420 --> 1:03:01.940]  and three civilians, none of which were the terrorists they claimed that they striked.
[1:03:01.940 --> 1:03:05.220]  And then they launched the strike, they said, look, we got a terrorist and they followed
[1:03:05.220 --> 1:03:09.700]  up saying we killed this terrorist and that turned out to be a lie.
[1:03:09.700 --> 1:03:14.060]  And it was all to save face because of the disastrous pull out from Afghanistan that
[1:03:14.060 --> 1:03:22.180]  resulted in dozens dead, including U.S. armed servicemen and women.
[1:03:22.180 --> 1:03:26.300]  So they launched the airstrike, they killed seven kids, they killed three innocent civilians
[1:03:26.300 --> 1:03:31.340]  and what is Joe Biden doing this weekend, he's riding around on a bike like a five-year-old
[1:03:31.340 --> 1:03:37.180]  that just got the training wheels off because that's his mental capacity.
[1:03:37.180 --> 1:03:42.220]  We've also got updates from the border.
[1:03:42.220 --> 1:03:47.540]  That is just a surrender of the United States sovereignty is the wide open southern border
[1:03:47.540 --> 1:03:48.540]  by Joe Biden.
[1:03:48.540 --> 1:03:55.020]  He surrendered the U.S. for an invasion at the southern border and you see that happening
[1:03:55.020 --> 1:04:04.540]  now we continue to be teased on election audit news coming out of Georgia and Arizona.
[1:04:04.540 --> 1:04:09.500]  But we're told that we'll have Arizona by the end of this month and we're told that
[1:04:09.500 --> 1:04:12.220]  we'll have Georgia by the end of next month.
[1:04:12.220 --> 1:04:17.100]  Again, it will have any consequence, I'm not sure, but we'll cover that.
[1:04:17.100 --> 1:04:25.700]  But of course, remember the media and the Democrats and the Capitol Police and the federal government
[1:04:25.700 --> 1:04:30.260]  built up a big event this weekend that was happening called Justice for J6.
[1:04:30.260 --> 1:04:37.060]  A couple hundred people showed up, all peaceful people and there was one arrest made and what
[1:04:37.060 --> 1:04:42.380]  is the, what are the odds or is it a coincidence that the one arrest that was made was a federal
[1:04:42.380 --> 1:04:43.380]  agent?
[1:04:43.380 --> 1:04:44.380]  That's right.
[1:04:44.380 --> 1:04:49.620]  It was a federal agent and who are the unindicted co-conspirators from January 6th?
[1:04:49.620 --> 1:04:52.100]  Are those also federal agents?
[1:04:52.100 --> 1:05:00.460]  Just like we saw this weekend, the only arrest of federal agents, hmm, very interesting.
[1:05:00.460 --> 1:05:04.780]  We're already halfway through September 2021.
