[00:00:05.111 --> 00:00:06.632]  Ladies and gentlemen,
[00:43:45.133 --> 00:43:46.293]  All of you know the truth.
[00:43:46.293 --> 00:43:47.294]  Here's the toll-free number.
[00:43:47.294 --> 00:43:47.474]  800-259-9231.
[00:43:47.474 --> 00:43:50.015]  Guys, will you launch the phone system for me?
[00:43:50.015 --> 00:43:50.435]  Thank you.
[00:43:50.435 --> 00:43:52.737]  800-259-9231 is the toll-free number to join us on air today.
[00:44:00.481 --> 00:44:07.624]  I'm just going to take calls for 20, 30, 40 minutes and just try to regroup here because I've got a whole bunch of video clips and audio clips I want to play.
[00:44:07.624 --> 00:44:09.965]  I've got whole stacks of research and documents.
[00:44:09.965 --> 00:44:19.048]  If you're a radio listener, if you were watching on PrisonPlanet.tv, no exaggeration, I would guess there are 300 plus articles and documents in here in front of me.
[00:44:19.048 --> 00:44:24.110]  And I have looked and read almost all of them just in the last two days and I want to cover it all.
[00:44:24.110 --> 00:44:26.151]  It is all off the charts crazy.
[00:44:26.151 --> 00:44:26.191]  800-259-9231.
[00:44:32.375 --> 00:44:33.796]  And it makes my head spin.
[00:44:33.796 --> 00:44:34.978]  I just had the article.
[00:44:34.978 --> 00:44:37.220]  Here it is.
[00:44:37.220 --> 00:44:40.683]  This was ABC News and RT.
[00:44:40.683 --> 00:44:49.092]  We reported on this over a year ago because independent journalists and others went into the area at their own risk.
[00:44:49.092 --> 00:44:53.776]  We first saw that they weren't reporting any radiation in and around Fukushima, but in other areas they were.
[00:44:54.933 --> 00:45:02.821]  And it turns out the radiation is many times what they said it was, and eight times what they said it was hitting the West Coast.
[00:45:02.821 --> 00:45:10.668]  And it turned out, of course, giant tuna caught last year, just three months after the event, had high levels of radiation.
[00:45:10.668 --> 00:45:12.530]  And milk and food all over the U.S.
[00:45:12.530 --> 00:45:13.551]  has been found with it.
[00:45:13.551 --> 00:45:15.593]  That's actually been in the news, but back of the paper.
[00:45:17.335 --> 00:45:24.437]  Fukushima contractor forced workers to fake radiation readings and to say that there was low radiation when it was actually high.
[00:45:24.437 --> 00:45:42.301]  That's RT, a company charged with decontaminating the devastated Fukushima nuclear power plant, encouraged its workers to falsify lower, falsely lower their radiation dosimeter readings by covering the devices with lead, according to a leaked tape of an internal meeting.
[00:45:42.301 --> 00:45:44.062]  This is all over the Japanese news right now.
[00:45:45.526 --> 00:45:47.207]  We first posted it a couple days ago.
[00:45:47.207 --> 00:45:52.531]  There were commenters on InfoWars.com and normal people saying we've made it up and it wasn't real.
[00:45:52.531 --> 00:45:54.312]  And again, that's a psych warfare tactic.
[00:45:54.312 --> 00:45:57.455]  We've tracked a lot of their IP addresses, Department of Defense.
[00:45:57.455 --> 00:46:11.805]  They have to at least just say it isn't true up front because then the mind mitigates that and somehow creates denial even though you know it's true.
[00:46:11.805 --> 00:46:12.585]  And so that's all.
[00:46:14.175 --> 00:46:21.080]  Alright, I'm gonna go to your phone calls here because, again, I'm just completely overwhelmed with news.
[00:46:21.080 --> 00:46:22.560]  Suspect arrested in L.A.
[00:46:22.560 --> 00:46:25.963]  homeless stabbings.
[00:46:25.963 --> 00:46:27.584]  You know what the answer is to that, of course.
[00:46:27.584 --> 00:46:30.886]  Banned knives because someone used it to kill people.
[00:46:30.886 --> 00:46:36.790]  And, of course, Piers Morgan, Felipe Calderon,
[00:46:43.709 --> 00:47:03.903]  Bloomberg, ABC News, The Usual Suspects, Michael Moore, they're all running around saying right now that we have got to restrict our guns because of what this supposed person did.
[00:47:03.903 --> 00:47:09.147]  Everybody's just officially buying the story in the media that they say it's him, that's it, he's the gunman.
[00:47:09.147 --> 00:47:11.569]  He's in a jail cell flopping around screaming he's the Joker.
[00:47:12.875 --> 00:47:19.897]  I mean, they can commit a mass shooting and give me a drug that totally fries my brain, where I'm flopping around, and then just say I did it.
[00:47:19.897 --> 00:47:33.122]  I mean, this is the oldest trick in the book, and they describe in Operation Northwoods how to frame patsies for mass shootings at, you guessed it, what they do in Operation Gladio, movie theaters, bus stations, things like that.
[00:47:33.122 --> 00:47:37.183]  And now they're calling for the TSA in the bus stations and all the rest of it.
[00:47:37.183 --> 00:47:38.284]  We told you that was coming.
[00:47:38.284 --> 00:47:39.204]  So what I'm going to do is this.
[00:47:40.282 --> 00:47:44.384]  I'm going to come back, take calls for 30-40 minutes.
[00:47:44.384 --> 00:47:50.786]  Then I'm going to try to do a focused news blitz on world news and more.
[00:47:50.786 --> 00:48:03.512]  And when our two guests join us that are experts on false flag terror, and specifically the Oklahoma City Inside Job event, we're going to tie it into this event because the prime suspects, if it's a false flag,
[00:48:07.765 --> 00:48:14.008]  Is the very Justice Department caught running the false flag of Fast and Furious to blame the Second Amendment?
[00:48:14.008 --> 00:48:19.390]  It's the very same crew and I had on researcher and former Marine
[00:48:25.794 --> 00:48:31.475]  Grabbing the DVD here from A Noble Lie, Holland Vanden Neuwenhoff and Chris Emery.
[00:48:31.475 --> 00:48:37.977]  I had them on just a few months ago, so I would suggest they go get the last interviews where we said false flag alert.
[00:48:37.977 --> 00:48:45.118]  I remember discussing with them what type of false flags we expected, and we said shopping malls, grocery stores, movie theaters.
[00:48:45.118 --> 00:48:45.718]  I remember that.
[00:48:45.718 --> 00:48:47.979]  If it wasn't the last interview, it was the one before that.
[00:48:49.246 --> 00:48:54.391]  Because we were all very concerned that they were about to pull one with the UN Treaty and the rest of it.
[00:48:54.391 --> 00:48:56.473]  So, they're experts.
[00:48:56.473 --> 00:48:59.495]  Probably even more so than I am on Oklahoma City because they focus on it full-time.
[00:48:59.495 --> 00:49:01.918]  I mean, I've forgotten so much about it.
[00:49:01.918 --> 00:49:02.858]  There's so much proof.
[00:49:02.858 --> 00:49:04.100]  It's like an ocean of it.
[00:49:04.100 --> 00:49:05.861]  They're going to be joining us.
[00:49:05.861 --> 00:49:15.810]  That's why we kept saying in articles and on the air, this film is important because they're getting ready to stage mass shootings to blame it on the Second Amendment and the Patriot Movement.
[00:49:18.407 --> 00:49:26.710]  We said in the last three or four interviews that that's why they put the film out now was because the very same crew that carried this out is now in the White House.
[00:49:26.710 --> 00:49:29.911]  The people that run Obama ran this.
[00:49:29.911 --> 00:49:35.853]  They even put out... Remember Glenn Beck going on air and saying they're going to stage a new Oklahoma City and blame it on me?
[00:49:35.853 --> 00:49:40.494]  He pointed at himself because in the fundraising memos they mentioned Glenn Beck.
[00:49:40.494 --> 00:49:46.336]  Well on Media Matters they say Alex Jones, Glenn Beck, Rush Limbaugh, Matt Drudge, people like that.
[00:49:48.783 --> 00:49:54.206]  I mean, they think we're so dumb, they say, without a new Oklahoma City or 9-11, Obama will never get re-elected.
[00:49:54.206 --> 00:49:56.267]  Oh my gosh, I just remembered that.
[00:49:56.267 --> 00:49:59.608]  We haven't even had an article about, was this the false flag?
[00:49:59.608 --> 00:50:00.969]  That we kept warning about.
[00:50:00.969 --> 00:50:04.451]  I mean, they say they're going to have a false flag.
[00:50:04.451 --> 00:50:09.493]  Even Glenn Beck has to, even Michael Savage comes out and says they may stage one.
[00:50:09.493 --> 00:50:12.875]  And then they have the classic lone nut.
[00:50:12.875 --> 00:50:15.036]  Get a Noble I, available at Infowarshop.com.
[00:50:16.647 --> 00:50:25.112]  But again, I just start ranting about how they have a history of false flags instead of even pointing out that this is exactly what we predicted they would do.
[00:50:25.112 --> 00:50:28.214]  Wow, that just made my head spin right there.
[00:50:28.214 --> 00:50:31.275]  That just made my head spin right there.
[00:50:31.275 --> 00:50:31.936]  That's another problem.
[00:50:31.936 --> 00:50:41.481]  I'm so busy with management, personnel, hiring people, that it's really got me off balance running this whole place, trying to stay focused on the news and information.
[00:50:41.481 --> 00:50:43.843]  I don't know what I'm going to do.
[00:50:43.843 --> 00:50:45.284]  I don't know what I'm going to do, ladies and gentlemen.
[00:50:47.833 --> 00:50:54.301]  I've got to get back focused on the info because I can't just get up here and say I think it's an inside job.
[00:50:54.301 --> 00:50:56.884]  I've got to give you all the reasons it's an inside job.
[00:50:56.884 --> 00:50:59.387]  I'd be crazy if I didn't look at this as an inside job.
[00:51:01.189 --> 00:51:02.410]  Let me ask you a question.
[00:51:02.410 --> 00:51:03.911]  What does freedom mean to you?
[00:51:03.911 --> 00:51:04.792]  The freedom to choose?
[00:51:04.792 --> 00:51:05.733]  The freedom to vote?
[00:51:05.733 --> 00:51:06.734]  The freedom to worship?
[00:51:06.734 --> 00:51:08.935]  How about the freedom to take control of your own future?
[00:51:08.935 --> 00:51:14.400]  My friends at eFoodsDirect are celebrating freedom this month while helping you take control of your greatest dependency, food.
[00:51:14.400 --> 00:51:21.826]  Right now, you receive one of their new Patriot Packs free with every $289 you spend on their highly nutritious and great tasting food.
[00:51:21.826 --> 00:51:25.429]  The Patriot Pack is a 30-day supply of eFoods quick fix, easy to store food.
[00:51:25.689 --> 00:51:30.573]  For example, purchase a one-year supply and get five Patriot Packs, which is five months of food free.
[00:51:30.573 --> 00:51:34.357]  Use the extra food for everyday use and save hundreds off your grocery bill.
[00:51:34.357 --> 00:51:39.822]  Give your free Patriot Pack as a gift to a friend or relative, or simply add more food to your long-term supply for free.
[00:51:39.822 --> 00:51:45.767]  Call 800-409-5633 or go to efoodsdirect.com forward slash alex and get your free Patriot Pack with purchase.
[00:51:46.067 --> 00:51:47.388]  Operators are standing by.
[00:51:47.388 --> 00:51:51.811]  Call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[00:51:51.811 --> 00:51:55.253]  eFoods is so affordable, the more you store and eat, the more you save.
[00:51:55.253 --> 00:52:00.517]  Go to eFoodsDirect.com forward slash Alex or call 800-409-5633 right now.
[00:52:00.517 --> 00:52:05.280]  Hello, this is Ty Bollinger, author of the best-selling book, Cancer Step Outside the Box.
[00:52:05.280 --> 00:52:07.402]  I want you to know some very important information.
[00:52:08.312 --> 00:52:17.278]  In 1985, President Ronald Reagan requested that Carnivora be sent directly to the White House, at a time when only the President could obtain this world-class healer.
[00:52:17.278 --> 00:52:22.181]  Now, 27 years later, Carnivora capsules are used around the world to keep people healthy.
[00:52:22.831 --> 00:52:34.195]  Now you can protect yourself and your loved ones in this age of superbugs with 17 naturally occurring compounds that instinctively respond to abnormal cells only without harming a single normal cell.
[00:52:34.195 --> 00:52:41.198]  If you want to stay healthy, now's your chance to literally wake up your critical immune cells to attack harmful invaders that don't belong in your body.
[00:52:41.878 --> 00:52:46.182]  Call 1-866-VENUSFLY or order from carnivora.com.
[00:52:46.182 --> 00:52:49.786]  That's C-A-R-N-I-V-O-R-A dot com.
[00:52:49.786 --> 00:52:57.052]  That's 1-866-836-8735, 1-866-VENUSFLY or visit carnivora.com.
[00:52:57.052 --> 00:52:58.314]  Protect your immune system.
[00:52:58.314 --> 00:52:59.355]  It's the only one you've got.
[00:52:59.895 --> 00:53:05.356]  American gardeners and fellow Patriots make the right choice with your money, time, and your family food supply.
[00:53:05.356 --> 00:53:10.537]  Choose 100% pure heirloom seeds in the Survival Seed Vault from MyPatriotsupply.com.
[00:53:10.537 --> 00:53:11.517]  Why spend more?
[00:53:11.517 --> 00:53:19.559]  The Survival Seed Vault from MyPatriotsupply.com is only $37.95 and includes 20 varieties of pure, hearty, easy-to-grow heirloom seeds.
[00:53:19.559 --> 00:53:20.079]  Yes, only $37.95.
[00:53:20.079 --> 00:53:21.660]  That's 70% less than our competitors.
[00:53:23.720 --> 00:53:27.123]  You could buy three Survival Seed Vaults for less than one of theirs.
[00:53:27.123 --> 00:53:33.768]  The Survival Seed Vault from MyPatriotSupply.com includes detailed planting and seed saving instructions and ships same day.
[00:53:33.768 --> 00:53:36.590]  Plus, all orders over $49 ship free.
[00:53:36.590 --> 00:53:40.453]  MyPatriotSupply.com is American owned by patriots like you.
[00:53:40.453 --> 00:53:42.255]  Passionate about freedom and preparedness.
[00:53:42.455 --> 00:53:46.338]  Call now, 866-229-0927.
[00:53:46.338 --> 00:53:48.620]  That's 866-229-0927.
[00:53:48.620 --> 00:53:54.484]  Or discover more emergency preparedness items when you order at MyPatriotSupply.com.
[00:53:54.484 --> 00:53:55.585]  Choose the original.
[00:53:55.585 --> 00:53:59.128]  Choose the survival seed vault at MyPatriotSupply.com.
[00:54:18.222 --> 00:54:25.267]  Here for now, forever gone.
[00:54:25.267 --> 00:54:28.249]  The seasons don't fear the rebirth.
[00:54:28.249 --> 00:54:43.198]  You need to understand, ladies and gentlemen, that we have a criminal government in place who's been caught staging false flags over and over again.
[00:54:45.410 --> 00:54:52.695]  And we would be insane if we did not investigate government for this.
[00:54:52.695 --> 00:55:06.605]  And it just hit me like a ton of bricks last night that we had had Holland, Vander Neuwenhoff, and Chris Emery on and others in the last four months saying we all believed terror attacks were coming.
[00:55:06.605 --> 00:55:14.011]  And that from the pre-propaganda we were seeing, that I believed it was going to be mass shootings of shopping malls, grocery stores,
[00:55:15.302 --> 00:55:15.803]  We're good to go.
[00:55:32.827 --> 00:55:35.829]  And again, it's not about, oh, we're right, we told you so.
[00:55:35.829 --> 00:55:51.116]  The White House and Obama's advisors have said in the Financial Times of London, in their internal fundraising memos to mega donors, that don't worry, there's going to be a new Oklahoma City or 9-11 and we're going to blame it on people.
[00:55:51.116 --> 00:55:52.577]  They don't say we're going to do it.
[00:55:52.577 --> 00:55:54.418]  They just say, don't worry, there's going to be one.
[00:55:56.172 --> 00:56:00.095]  Don't worry, the restaurant's gonna burn down and we're gonna get the insurance money.
[00:56:00.095 --> 00:56:09.384]  Imagine if the owner of a restaurant said, we're bankrupt, but don't worry, everybody that's worked here for years, there's gonna be a fire next week, and so we're gonna build a new restaurant with that money.
[00:56:11.004 --> 00:56:17.247]  Then if the restaurant burnt down the next week, the fire marshals would be there saying, you have a right to remain silent.
[00:56:17.247 --> 00:56:20.409]  Anything you say can and will be used against you in a court of law.
[00:56:20.409 --> 00:56:24.811]  They'd have the arson dogs in there, finding where they dumped the gasoline.
[00:56:24.811 --> 00:56:26.131]  But no, no, no, no.
[00:56:26.131 --> 00:56:37.337]  All these White House advisors, Robert Shapiro, the big lawyer, all of them say, barring an Oklahoma City or a 9-11, so the president can rally people and be a hero, he's not going to get reelected.
[00:56:40.256 --> 00:56:51.545]  And now he's getting his bump in the polls, just watch, and he's out there grandstanding in Colorado, having his surrogates call to restrict our guns, and he's like, I don't know if I'm gonna call for that.
[00:56:51.545 --> 00:56:54.207]  My UN treaty doesn't restrict your guns.
[00:56:54.207 --> 00:56:58.290]  They have the CFR out saying that, and Obama today.
[00:56:58.290 --> 00:57:00.012]  Oh, but guess what?
[00:57:00.012 --> 00:57:06.677]  Different TV channels, I've got that in my stack, different TV channels, guess what they're doing?
[00:57:08.633 --> 00:57:17.937]  NBC's Gregory blames Batman massacre on angry political dialogue, says Rush Limbaugh to blame for shootings.
[00:57:17.937 --> 00:57:23.539]  We wrote an article Friday morning seeing how long until they blame somebody like Alex Jones or Rush Limbaugh.
[00:57:23.539 --> 00:57:24.520]  There you go.
[00:57:24.520 --> 00:57:27.641]  Rush Limbaugh, it's your fault!
[00:57:27.641 --> 00:57:30.002]  Poor old Rush hardly even talks about the Second Amendment.
[00:57:31.104 --> 00:57:34.765]  Rush Limbaugh is like milk toast, ladies and gentlemen.
[00:57:34.765 --> 00:57:37.506]  I mean, people say, good, we hate Rush Limbaugh.
[00:57:37.506 --> 00:57:41.727]  So many even conservative libertarian hosts I know behind the scenes are jealous.
[00:57:41.727 --> 00:57:46.289]  Listen, folks, if they can destroy Rush Limbaugh, let me give you a little newsflash.
[00:57:46.289 --> 00:57:50.150]  They take down the biggest person first, and I know you see him as establishment.
[00:57:50.150 --> 00:57:52.470]  Let me tell you, the Obamanoids don't.
[00:57:52.470 --> 00:57:54.991]  They blamed Oklahoma City on him.
[00:57:54.991 --> 00:57:59.333]  And see, oh, I just called Watson during the break, and I'm going to come back and go to your calls, I promise.
[00:57:59.333 --> 00:58:00.413]  He's going to write another article.
[00:58:01.664 --> 00:58:09.208]  Right now, because I'm like, whoa, Paul, we've got the memos, we've got the statements that they wanted a new Oklahoma City to blame on us.
[00:58:09.208 --> 00:58:11.529]  We've got Glenn Beck saying they're getting ready to stage something.
[00:58:11.529 --> 00:58:13.009]  We've got Michael Savage.
[00:58:13.009 --> 00:58:18.112]  Put all that up there with our clip saying it and all the articles where we warned about it.
[00:58:18.112 --> 00:58:22.754]  Basically, you know, you'd be crazy to not look at Obama's people because they did Fast and Furious.
[00:58:22.754 --> 00:58:26.796]  I mean, look, you go after who's been caught doing stuff like this before.
[00:58:28.700 --> 00:58:36.166]  I mean, the current Attorney General in 1995 was up to his eyeballs in Oklahoma City, folks.
[00:58:36.166 --> 00:58:36.626]  Okay?
[00:58:36.626 --> 00:58:43.371]  That's why they're the suspects.
[00:58:43.371 --> 00:58:47.334]  This is GCN, the Genesis Communications Radio Network.
[00:58:50.762 --> 00:58:52.062]  Hi, this is Alex Jones.
[00:58:52.062 --> 00:58:57.644]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[00:58:57.644 --> 00:59:02.666]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[00:59:02.666 --> 00:59:07.708]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[00:59:08.248 --> 00:59:13.472]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:59:13.472 --> 00:59:15.773]  They call it a Survival Seed Bank.
[00:59:15.773 --> 00:59:20.576]  And it can produce an endless supply of nutrient-dense food for you and your family.
[00:59:20.576 --> 00:59:21.697]  And here's the best part.
[00:59:21.697 --> 00:59:24.779]  These seeds have not been genetically modified in any way.
[00:59:24.779 --> 00:59:28.402]  And you actually get enough seeds to plant a full acre crisis garden.
[00:59:28.402 --> 00:59:31.584]  So visit them today at SurvivalSeedBank.com.
[00:59:31.584 --> 00:59:33.805]  That's SurvivalSeedBank.com.
[00:59:33.805 --> 00:59:34.726]  Or give them a call at 877-327-0365.
[00:59:38.368 --> 00:59:42.593]  That's 877-327-0365.
[00:59:42.593 --> 00:59:47.439]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[00:59:47.439 --> 00:59:53.626]  This is Alex Jones for survivalseedbank.com.
[00:59:53.626 --> 00:59:56.028]  Waging war on corruption.
[00:59:56.028 --> 00:59:58.791]  Alex Jones on the GCM Radio Network.
[01:00:05.475 --> 01:00:10.318]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:10.318 --> 01:00:11.899]  You want answers?
[01:00:11.899 --> 01:00:13.440]  Well, so does he.
[01:00:13.440 --> 01:00:17.642]  He's Alex Jones on the GCN Radio Network.
[01:00:17.642 --> 01:00:21.704]  And now, live from Austin, Texas, Alex Jones.
[01:00:28.061 --> 01:00:34.427]  Ladies and gentlemen, the FBI had warnings about shootings in theaters in Colorado the month before.
[01:00:34.427 --> 01:00:37.489]  They pulled that off their site, their little flyer.
[01:00:37.489 --> 01:00:45.617]  Eerie coincidence, Colorado University had identical drill on same day as Batman massacre.
[01:00:45.617 --> 01:00:48.960]  Exercise revolved around gunmen attacking theater with a smoke bomb.
[01:00:50.868 --> 01:00:54.451]  Just like 9-11, the exact same targets, exact same time.
[01:00:54.451 --> 01:01:00.435]  So that NORAD would stand down just like 7-7, exact same targets, exact same drill, exact same time.
[01:01:00.435 --> 01:01:00.855]  Wow!
[01:01:00.855 --> 01:01:02.036]  The nightly news tonight.
[01:01:02.036 --> 01:01:07.100]  We've got to pull up all of those other drill articles and videos where they admit it.
[01:01:07.100 --> 01:01:08.861]  Let's go to your phone calls.
[01:01:08.861 --> 01:01:11.303]  Again, just total information overload right now.
[01:01:11.983 --> 01:01:12.764]  How's it going Alex?
[01:01:12.764 --> 01:01:14.305]  Basically, just one second here.
[01:01:14.305 --> 01:01:15.566]  Basically, back when I was in the Marine Corps,
[01:01:33.957 --> 01:01:45.223]  We went to boot camp, and a lot of people who deny the fact that you can be brainwashed, all you have to do is look at Marine Corps boot camp recruits, and you don't need drugs.
[01:01:45.223 --> 01:01:52.687]  All you need is, you know, 13 weeks in a, you know, boot camp, and you can brainwash people.
[01:01:52.687 --> 01:01:57.890]  So, it's very possible to get somebody, even on a low level, to do what they're told very quickly.
[01:01:57.890 --> 01:02:01.672]  So, it's not impossible at all, and I've learned a lot of my friends
[01:02:02.691 --> 01:02:04.932]  About 95% of people agree.
[01:02:04.932 --> 01:02:06.592]  The 5% or so that say I'm out of line,
[01:02:25.080 --> 01:02:27.723]  You know, say, oh, is it always government?
[01:02:27.723 --> 01:02:31.708]  Yeah, like I said, the India attack a few years ago at Mumbai was government.
[01:02:31.708 --> 01:02:33.390]  It turned out the CIA ran it.
[01:02:33.390 --> 01:02:39.117]  I mean, you know, I told people months before they were putting Al Qaeda in Libya because we had reporters on the ground.
[01:02:39.117 --> 01:02:40.459]  Was confirmed.
[01:02:40.459 --> 01:02:43.042]  I mean, listen, folks, it's scary.
[01:02:44.206 --> 01:02:49.390]  Well, like I said, I warned a bunch of people that they were going to get some crackpot to do something like that.
[01:02:49.390 --> 01:02:51.472]  It's not hard, it's always the same.
[01:03:11.747 --> 01:03:12.467]  It's the exact same M.O.
[01:03:12.467 --> 01:03:17.508]  It's some guy that nobody knew, and all of a sudden, out of the blue, he goes on a shooting spree.
[01:03:17.508 --> 01:03:27.151]  So it's not hard to get somebody in there, slip him some drugs, do it over a few weeks, get him to talk him into doing something stupid and brainwash him into thinking something he's not.
[01:03:27.151 --> 01:03:30.112]  But real quick, Alex, I've tried to get in over the last week.
[01:03:30.112 --> 01:03:32.692]  I wanted to throw out a few points.
[01:03:32.692 --> 01:03:39.394]  One other thing is where I've always been warning my friends of what's called a positive effect false flag, where they'll actually make an event
[01:03:40.000 --> 01:03:44.463]  They'll save people from something bad so they can pose as the heroes as well.
[01:03:44.463 --> 01:03:46.905]  Yes, yes.
[01:03:46.905 --> 01:03:54.129]  And so I wanted to throw that out there.
[01:03:54.129 --> 01:03:56.591]  Always look at the gas prices when they go down and stuff.
[01:03:56.591 --> 01:03:58.132]  That's all false flag.
[01:03:58.132 --> 01:03:59.213]  Just keep that in mind.
[01:03:59.213 --> 01:04:02.795]  One other thing is, I always tell your, I want to tell everybody to your audience,
[01:04:04.103 --> 01:04:08.665]  All these drones and all this stuff, and people say our Second Amendment's outdated.
[01:04:08.665 --> 01:04:15.887]  Well, all you have to do is go to Radio Shack, learn electronics, and all these drones and all this stuff can be hacked.
[01:04:15.887 --> 01:04:24.890]  Listen, they're only getting all the drones to intimidate you and make you feel like they've got overwhelming force, and so they can sit back cowardly and send them out to attack you.
[01:04:24.890 --> 01:04:29.111]  You just don't face the enemy at the time of their choosing.
[01:04:29.111 --> 01:04:31.692]  If we go into some type of hot war with these people,
[01:04:33.462 --> 01:04:39.985]  I'd rather just engage in a hot info war, then you don't face them at their time of their choosing.
[01:04:39.985 --> 01:04:46.907]  That's just children and childlike minds that say, oh, we're nothing compared to a modern military.
[01:04:46.907 --> 01:04:51.509]  If modern militaries don't have the moral authority, they can't win a war.
[01:04:51.509 --> 01:04:55.810]  I mean, this whole thing couldn't even occupy Baghdad, folks.
[01:04:55.810 --> 01:04:57.051]  Okay?
[01:04:57.051 --> 01:04:58.871]  It's all bark and no bite.
[01:04:58.871 --> 01:05:00.172]  All the troops have been soft killed.
[01:05:01.889 --> 01:05:17.368]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[01:05:17.368 --> 01:05:21.052]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[01:05:22.048 --> 01:05:34.802]  Not only does the Silver Lung System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[01:05:34.802 --> 01:05:42.090]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[01:05:42.771 --> 01:05:53.139]  Be sure to watch our new 7 minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[01:05:53.139 --> 01:05:57.062]  As well, we are always ready to answer any questions you may have.
[01:05:57.062 --> 01:06:00.184]  That's www.SilverLungs.com
[01:06:01.107 --> 01:06:02.328]  Let me ask you a question.
[01:06:02.328 --> 01:06:03.828]  What does freedom mean to you?
[01:06:03.828 --> 01:06:04.729]  The freedom to choose?
[01:06:04.729 --> 01:06:05.689]  The freedom to vote?
[01:06:05.689 --> 01:06:06.690]  The freedom to worship?
[01:06:06.690 --> 01:06:08.911]  How about the freedom to take control of your own future?
[01:06:08.911 --> 01:06:14.394]  My friends at eFoods Direct are celebrating freedom this month while helping you take control of your greatest dependency, food.
[01:06:14.394 --> 01:06:21.858]  Right now, you receive one of their new Patriot Packs free with every $289 you spend on their highly nutritious and great tasting food.
[01:06:21.858 --> 01:06:25.520]  The Patriot Pack is a 30-day supply of eFoods' quick fix, easy to store food.
[01:06:25.740 --> 01:06:30.663]  For example, purchase a one-year supply and get five Patriot Packs, which is five months of food free.
[01:06:30.663 --> 01:06:34.465]  Use the extra food for everyday use and save hundreds off your grocery bill.
[01:06:34.465 --> 01:06:39.968]  Give your free Patriot Pack as a gift to a friend or relative, or simply add more food to your long-term supply for free.
[01:06:39.968 --> 01:06:45.952]  Call 800-409-5633 or go to efoodsdirect.com forward slash alex and get your free Patriot Pack with purchase.
[01:06:46.252 --> 01:06:47.413]  Operators are standing by.
[01:06:47.413 --> 01:06:52.015]  Call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[01:06:52.015 --> 01:06:55.497]  eFoods is so affordable, the more you store and eat, the more you save.
[01:06:55.497 --> 01:07:00.619]  Go to eFoodsDirect.com forward slash Alex or call 800-409-5633 right now.
[01:07:00.619 --> 01:07:06.162]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:07:06.162 --> 01:07:07.443]  Start purifying your water.
[01:07:07.563 --> 01:07:08.544]  Let's start with ProPure.
[01:07:08.544 --> 01:07:14.250]  My friends, I've done a lot of research, and the best gravity filter out there, bar none, is ProPure.
[01:07:14.250 --> 01:07:17.653]  And it's available discounted at Infowars.com.
[01:07:17.653 --> 01:07:21.097]  Its filters are silver impregnated to prevent bacterial growth.
[01:07:21.097 --> 01:07:22.778]  There's no priming required.
[01:07:22.778 --> 01:07:25.061]  It's NSF-42 certified.
[01:07:25.061 --> 01:07:27.563]  Optional fluoride filters can reduce fluoride up to 95%.
[01:07:28.604 --> 01:07:30.144]  Easy to set up and use.
[01:07:30.144 --> 01:07:31.565]  Doesn't require electricity.
[01:07:31.565 --> 01:07:34.726]  Purify water from lakes, streams, ponds, and wells.
[01:07:34.726 --> 01:07:38.107]  This filter system leaves in beneficial minerals, which is key.
[01:07:38.107 --> 01:07:40.007]  Save money by not buying bottled water.
[01:07:40.007 --> 01:07:42.248]  And avoid BPA that leaches from the plastic.
[01:07:42.248 --> 01:07:44.989]  ProPure is the best gravity-fed filter out there.
[01:07:44.989 --> 01:07:46.549]  It's what my family uses.
[01:07:46.549 --> 01:07:49.870]  Infowars.com already has the lowest price on ProPure.
[01:07:49.870 --> 01:07:55.172]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:07:55.692 --> 01:07:59.295]  You can also call to order 888-253-3139.
[01:07:59.295 --> 01:08:06.261]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[01:08:06.261 --> 01:08:08.584]  Because there's a war on for your mind.
[01:08:20.944 --> 01:08:31.572]  Ladies and gentlemen, Israel says that Iran is planning to attack the Olympics in London, England, coming up here in just a few weeks.
[01:08:31.572 --> 01:08:34.415]  And so they've got to attack Iran.
[01:08:34.415 --> 01:08:38.338]  Wow, if that happens, get ready for oil prices to at least double.
