[00:00.000 --> 00:02.000]  You've got it
[31:42.400 --> 31:45.400]  Simply getting the vitamins and minerals I need
[31:45.400 --> 31:47.400]  Check it out for yourself, it's incredible
[31:47.400 --> 31:53.400]  Go to infowarsteam.com today and order your first canister of Beyond Tangy Tangerine
[31:53.400 --> 31:56.400]  Complete multivitamin mineral complex dietary supplement
[31:56.400 --> 31:59.400]  That's infowarsteam.com
[31:59.400 --> 32:02.400]  I've been telling you about E-Foods Direct for a while now
[32:02.400 --> 32:06.400]  Here are my top 10 reasons to stock up on food from E-Foods Direct
[32:06.400 --> 32:09.400]  Number 10, the food I get from E-Foods Direct tastes great
[32:09.400 --> 32:12.400]  Number 9, the E-Foods Meals are easy to prepare
[32:12.400 --> 32:15.400]  Eight, E-Foods Direct delivers the food right to my front door
[32:15.400 --> 32:18.400]  Seven, most of these meals cost less than two dollars
[32:18.400 --> 32:21.400]  Six, with their large variety, I can eat it every day
[32:21.400 --> 32:25.400]  Five, I always have access to high quality and delicious food
[32:25.400 --> 32:29.400]  Number four, E-Foods products don't spoil, so I never waste any food
[32:29.400 --> 32:32.400]  Three, E-Foods uses only safe, healthy ingredients
[32:32.400 --> 32:37.400]  Number two, I have my own food supply and don't depend on the grocery store
[32:37.400 --> 32:43.400]  And the number one reason I promote E-Foods Direct is they build special offers just for my listeners
[32:43.400 --> 32:47.400]  Folks, don't wait, get prepared now, we all need to be self-sufficient
[32:47.400 --> 32:52.400]  Call E-Foods Direct at 800-409-5633 and ask for the Alex Jones special
[32:52.400 --> 33:14.400]  Call E-Foods Direct at 800-409-5633 or efoodsdirect.com forward slash Alex
[33:22.400 --> 33:31.400]  We should never be afraid to die, that's the great Mr. Bellamy, fan of the show, been on the show
[33:31.400 --> 33:36.400]  We love you, Muse, doing a great job out there, Liberty is popular
[33:36.400 --> 33:41.400]  And this broadcast is all about legalizing freedom
[33:41.400 --> 33:47.400]  Okay, we've already gone over, Ron Paul coming out and saying there's evidence of fraud
[33:47.400 --> 33:54.400]  And that they're going to contest Romney supposedly being the winner because all the votes aren't even counted
[33:54.400 --> 33:57.400]  And there's been evidence in other states of fraud
[33:57.400 --> 34:03.400]  I was just getting, before I get into Whitney Houston, what's happening with the Arab League
[34:03.400 --> 34:07.400]  And the big move towards a wider war in Syria and Iran
[34:07.400 --> 34:12.400]  I want to go back to what's happening with Rupert Murdoch
[34:12.400 --> 34:21.400]  The problem with having a criminal government is that they cannot be trusted to go after people for other crimes
[34:21.400 --> 34:27.400]  And then once you have a criminal government, different levels of criminals within the system
[34:27.400 --> 34:36.400]  Can't ever blow the whistle on each other because then a criminal at any level can bring down the whole House of Cards
[34:36.400 --> 34:44.400]  And then that allows the criminality to only intensify, and it's part of the corruption process
[34:44.400 --> 34:49.400]  And so from what I've seen in some of the folks pleading guilty, some of the people died
[34:49.400 --> 34:56.400]  The Star Witness was murdered in England, that was just a, or Arkansas-ed
[34:56.400 --> 35:00.400]  That this is a war between two different factions of the globalist
[35:00.400 --> 35:06.400]  And I predicted, when this really started breaking six months ago, that you'd see a big switch in Newscore
[35:06.400 --> 35:14.400]  And I've now confirmed that they've been told to lay off Obama and to lay off the Labor Party
[35:14.400 --> 35:18.400]  The Democratic Party's counterpart in England, that mafia
[35:18.400 --> 35:23.400]  Or people are going to go to jail, including Rupert Murdoch's son, bare minimum
[35:23.400 --> 35:27.400]  And perhaps even Rupert Murdoch himself
[35:27.400 --> 35:31.400]  And what's being asked today by the London Guardian and Reuters and others is
[35:31.400 --> 35:42.400]  Will the U.S. Justice Department, who is investigating Newscore, indict people at Newscore here in North America
[35:42.400 --> 35:48.400]  Now again, this is a Justice Department caught shipping guns into Mexico
[35:48.400 --> 35:53.400]  That's killed police and Border Patrol and over 2,000 Mexican citizens
[35:53.400 --> 35:57.400]  Justice Department admits that, and CBS News told you what we knew would be there
[35:57.400 --> 36:01.400]  They got the memos, that it was to be blamed on the Second Amendment
[36:01.400 --> 36:04.400]  Now that was buried in the CBS News article, the link to the memo
[36:04.400 --> 36:09.400]  But ship guns into Mexico and ship them into Indiana, Illinois, Florida, other states
[36:09.400 --> 36:12.400]  To then call for shutting down gun shows
[36:12.400 --> 36:16.400]  I mean, these are criminals staging terror attacks against America
[36:16.400 --> 36:19.400]  Have you read the definition of terrorism?
[36:19.400 --> 36:26.400]  Threatening violence or carrying out violence so that populations or individuals accept your political demands
[36:26.400 --> 36:31.400]  You ship guns into Mexico to get a bunch of people killed so you can blame the Second Amendment
[36:31.400 --> 36:37.400]  That's terrorism, but you notice, oh, you're not hearing about Fast and Furious on Fox anymore
[36:37.400 --> 36:45.400]  And Darylissa, as I predicted, the Attorney General a few months ago said, hey, George Bush was running similar programs
[36:45.400 --> 36:49.400]  And boy, they started shutting down those hearings real fast
[36:49.400 --> 36:53.400]  And one day after said, well, it's up to Obama to do something about this
[36:53.400 --> 36:56.400]  We've caught the Attorney General lying
[36:56.400 --> 37:03.400]  How can Republicans ever bring down a Bill Clinton or a Barack Obama or other mobsters as they pardon mobsters and others?
[37:03.400 --> 37:08.400]  How can they ever do that if they themselves are up to their eyeballs in it?
[37:08.400 --> 37:13.400]  And see, this is how once corruption is tolerated, the sky's the limit
[37:13.400 --> 37:15.400]  That's why they announced two weeks ago
[37:15.400 --> 37:19.400]  That, oh, yes, there's now IOUs for all the major federal pensions
[37:19.400 --> 37:25.400]  Those have been completely raided to give to the far end too big to fail banks
[37:25.400 --> 37:28.400]  So you're not going to be getting your pension funds
[37:28.400 --> 37:31.400]  I mean, if you're 45 working for the government, you're getting nothing
[37:31.400 --> 37:34.400]  Let's say you're 63 about to retire in a couple years
[37:34.400 --> 37:39.400]  You'll get something that's going to be devalued and it's going to be reduced
[37:39.400 --> 37:44.400]  And they're already got the media saying it's not your money, it's a form of welfare
[37:44.400 --> 37:48.400]  All because you serve the system, all because you let the banksters take over
[37:48.400 --> 37:52.400]  All because when Ban Ki-moon announces world government, that's the head of the UN
[37:52.400 --> 37:59.400]  You still laugh at people like me because you were taught it was fashionable to laugh at people that talked about global government
[37:59.400 --> 38:03.400]  We're being conquered by a bunch of criminal, Bernie Madoff types, tin lay types
[38:03.400 --> 38:07.400]  And if you don't fully wake up and get angry, they're going to win
[38:07.400 --> 38:16.400]  They're going to fully bankrupt us like Nigeria or Chile or what happened to the Argentinians
[38:16.400 --> 38:19.400]  Who were just as wealthy as we were 15 years ago
[38:19.400 --> 38:22.400]  The old saying, rich is an Argentine
[38:22.400 --> 38:29.400]  So here's another one the Daily Caller reported on and then it did end up making it some other major newspapers
[38:29.400 --> 38:37.400]  The ivory compromised officials leaving dieted financial crime suspects free from prosecution under holders DOJ
[38:37.400 --> 38:46.400]  And they leaked to DOJ documents and a lot more in this lengthy article that Tucker Carlson's outfit put out
[38:46.400 --> 38:49.400]  And this was in federal documents
[38:49.400 --> 38:55.400]  I got to give Carlson, even though he has said publicly that I'm a piece of trash, credit for doing this
[38:55.400 --> 38:59.400]  Because this had not been in US news, it was in the federal documents
[38:59.400 --> 39:03.400]  And they paid off the Justice Department people, we know the names
[39:03.400 --> 39:10.400]  And it's trillions in Cayman Island bank accounts and all the major Justice Department officials are being paid
[39:10.400 --> 39:13.400]  Publicly and it's all come out and no one gets in trouble
[39:13.400 --> 39:19.400]  Kind of like it came out in February of 2011 in federal court in Chicago
[39:19.400 --> 39:27.400]  That the cartels do work for the US government and are laundering drug money and are shipping cocaine in under US authorization
[39:27.400 --> 39:33.400]  Under fast and furious with aid agencies and it's in the federal documents but it's never been a national news story
[39:33.400 --> 39:40.400]  We broke it, Paul Watson did and months after we broke it from the federal documents that listeners pointed out to us
[39:40.400 --> 39:45.400]  The Chicago Tribune and El Paso Times did report but nothing was done
[39:45.400 --> 39:48.400]  Nothing was done, let me explain something to you
[39:48.400 --> 39:56.400]  One cartel alone brought in five tons in one year directly under ATF control
[39:56.400 --> 39:59.400]  And the ATF even told them where to launder the money
[39:59.400 --> 40:01.400]  And then Bloomberg even reported on it
[40:01.400 --> 40:05.400]  Wells Fargo, Wacovia, they're all involved
[40:05.400 --> 40:11.400]  Wells Fargo, Wacovia, 376 billion alone in two years
[40:11.400 --> 40:14.400]  Oh yes, the government runs it all with the big banks
[40:14.400 --> 40:22.400]  376 billion, the crack house person, Whitney Houston isn't managing that, okay?
[40:22.400 --> 40:24.400]  Let me just explain how this works to everybody
[40:24.400 --> 40:25.400]  God bless her soul
[40:25.400 --> 40:31.400]  Crack heads running crack houses and users and poor addicts, they're not the ones doing it
[40:31.400 --> 40:33.400]  Why are the drugs illegal?
[40:33.400 --> 40:41.400]  To boost the price so there's a big market and so all the zombies go out, the drug addicts and rob you and car jack you
[40:41.400 --> 40:44.400]  And break in your house or sell their bodies
[40:44.400 --> 40:49.400]  So your daughters sell their bodies to then buy drugs from low level dealers
[40:49.400 --> 40:53.400]  And then that money goes right back to the military industrial complex
[40:53.400 --> 40:57.400]  This is all on record
[40:57.400 --> 40:59.400]  This is all on record
[40:59.400 --> 41:04.400]  And so you've got a Justice Department that's drug dealing, that's running guns to blame the Second Amendment
[41:04.400 --> 41:06.400]  You bet I'm risking my life doing this, I don't care
[41:06.400 --> 41:08.400]  Somebody's got to do it
[41:08.400 --> 41:10.400]  I'll never commit suicide though, remember that
[41:10.400 --> 41:12.400]  And there are good people in the Justice Department
[41:12.400 --> 41:15.400]  It's compartmentalized high up groups
[41:15.400 --> 41:16.400]  Why do we know about this?
[41:16.400 --> 41:25.400]  Because ATF agents in Phoenix, Arizona, Chicago, Illinois, Tampa, Florida and other areas said I'm not going to be part of this
[41:25.400 --> 41:30.400]  It's now come out that there have been fistfights at multiple ATF facilities over this
[41:30.400 --> 41:36.400]  Actual people breaking people's noses
[41:36.400 --> 41:39.400]  Supervisors have had their noses broken
[41:39.400 --> 41:45.400]  When people say, you know, you're killing people, I'm not doing this in fistfights breakout
[41:45.400 --> 41:51.400]  Okay, so it's time for the good people in the government to start going public and get past this intimidation
[41:51.400 --> 41:56.400]  I'm a private citizen, I've gone public, I put my cards face down on the table
[41:56.400 --> 42:00.400]  I'm out there with everything hanging out in front of God and country and everybody else
[42:00.400 --> 42:08.400]  My whole family, my name, everything hanging out up against the most murderous criminals the world's ever seen
[42:08.400 --> 42:15.400]  And you're like, well, why aren't you dead? Because they don't want to highlight and underline an exclamation point, everything I've said and done
[42:15.400 --> 42:17.400]  That's why
[42:17.400 --> 42:23.400]  But it doesn't mean I hadn't been threatened, doesn't mean I hadn't been physically attacked, doesn't mean there hadn't been dirty tricks you can't imagine
[42:23.400 --> 42:26.400]  And that, and I...
[42:26.400 --> 42:34.400]  Temporally, here on this planet, here in this dimension, I'm alive because they don't want to highlight everything I've done
[42:34.400 --> 42:38.400]  But in the spiritual realm, it's because God's got His hand on me, I'm in God's hand
[42:38.400 --> 42:44.400]  And if something does happen to me, it's God's will, but I have total faith, whatever it is, that's God's will
[42:44.400 --> 42:50.400]  But listen, nobody's safe, this is what collapses societies, this is how you become third world countries
[42:50.400 --> 42:59.400]  It's not standing up against evil, so the murdering criminal justice department has no right to go after news core for their petty garbage
[42:59.400 --> 43:04.400]  This is Alex Jones with five good reasons you should consider buying a solar power generator
[43:04.400 --> 43:08.400]  Number one, new climate legislation could easily double or triple your electric bill
[43:08.400 --> 43:14.400]  Number two, our new energy czar wants to control how much power your electric company allows you to have
[43:14.400 --> 43:20.400]  It's true, total government control of electricity in the name of smart grid technology is coming
[43:20.400 --> 43:24.400]  Number three, in some areas of the country, the power grid is dangerously overloaded
[43:24.400 --> 43:29.400]  And now, new socialist legislation is only compounding the problem
[43:29.400 --> 43:32.400]  Number four, dangerous weather is always a threat to local grids
[43:32.400 --> 43:36.400]  Every year, thousands of families lose their power from weather-related onages
[43:36.400 --> 43:41.400]  Number five, a solar power generator provides powerful backup insurance and peace of mind
[43:41.400 --> 43:46.400]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors
[43:46.400 --> 43:52.400]  You can get more information at www.mysolarbackup.com, that's mysolarbackup.com
[43:52.400 --> 44:01.400]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365
[44:01.400 --> 44:05.400]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator
[44:05.400 --> 44:11.400]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream
[44:11.400 --> 44:14.400]  By breathing the solution through the lungs
[44:14.400 --> 44:19.400]  The respiratory system is the first line of defense for airborne pathogens and viruses
[44:19.400 --> 44:25.400]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions
[44:25.400 --> 44:30.400]  And also delivers the silver nanoparticles instantly into the bloodstream
[44:30.400 --> 44:34.400]  With continued legislation threatening the sale of nano-silver products
[44:34.400 --> 44:40.400]  You can now produce pure and endless colloidal silver with the Silver Lungs Generator
[44:40.400 --> 44:45.400]  Very easy to follow, step-by-step instructions are provided, making production fast and simple
[44:45.400 --> 44:53.400]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator
[44:53.400 --> 45:18.400]  That's www.silverlungs.com
[45:18.400 --> 45:25.400]  Now there are hundreds of great products at InfowarsTeam.com, but I want to point out the three that have helped me lose
[45:25.400 --> 45:29.400]  37 pounds in just two months
[45:29.400 --> 45:34.400]  Products like Beyond Tangy Tangerine, Holland Burst and Rebound
[45:34.400 --> 45:40.400]  When I started taking the Tangy Tangerine and other products every day, I lost more than 37 pounds in just two months
[45:40.400 --> 45:42.400]  Now that's results
[45:42.400 --> 45:49.400]  I want to challenge my listeners to go to InfowarsTeam.com and to order just three of their products
[45:49.400 --> 45:54.400]  And you will see the changes in the way you look, feel and in your appetite almost immediately
[45:54.400 --> 46:22.400]  Start your journey to health and wellness today, InfowarsTeam.com
[46:25.400 --> 46:29.400]  And it can produce an endless supply of nutrient-dense food for you and your family
[46:29.400 --> 46:33.400]  And here's the best part, these seeds have not been genetically modified in any way
[46:33.400 --> 46:37.400]  And you actually get enough seeds to plant a full acre crisis garden
[46:37.400 --> 46:40.400]  So visit them today at survivalseedbank.com
[46:40.400 --> 46:42.400]  That's survivalseedbank.com
[46:42.400 --> 46:47.400]  Or give them a call at 877-327-0365
[46:47.400 --> 46:51.400]  That's 877-327-0365
[46:51.400 --> 46:56.400]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item
[46:56.400 --> 46:59.400]  This is Alex Jones for survivalseedbank.com
[47:01.400 --> 47:04.400]  Coast to coast, direct from Austin
[47:04.400 --> 47:09.400]  You're listening to the Alex Jones Broadcasting Network
[47:15.400 --> 47:19.400]  We now take you live to the Central Texas Command Center
[47:19.400 --> 47:21.400]  In the heart of the Resistance
[47:21.400 --> 47:24.400]  You're listening to the Alex Jones Show
[47:29.400 --> 47:36.400]  Okay, if you ever wanted to know what Agenda 21 is, what sustainable development means
[47:36.400 --> 47:40.400]  We're going to be covering it coming up here in a few minutes
[47:40.400 --> 47:42.400]  In fact, guys, we print the USA Today
[47:42.400 --> 47:47.400]  Schwarzenegger says he'll focus on states, counties and cities for green agenda
[47:47.400 --> 47:49.400]  It's all admitted by the UN
[47:49.400 --> 47:52.400]  It's all on their own website, un.org
[47:52.400 --> 48:01.400]  That they are setting global standards for zoning, for gardens, for farming
[48:01.400 --> 48:05.400]  They say that hay dust is $5,000 fines
[48:05.400 --> 48:08.400]  You can see major NAFTA highways
[48:08.400 --> 48:11.400]  When you drive up from Texas into Oklahoma and Kansas
[48:11.400 --> 48:16.400]  Where you'll drive 100 miles and there's no exit to the rural communities that are ghost towns now
[48:16.400 --> 48:20.400]  They just block the highways and build McDonald's and things in the middle
[48:20.400 --> 48:22.400]  That's all Agenda 21
[48:22.400 --> 48:26.400]  And it's all admitted and it's so frustrating to make films like Endgame
[48:26.400 --> 48:29.400]  Blueprints for global enslavement four years ago
[48:29.400 --> 48:33.400]  It's so frustrating to read the UN documents, to see the executive orders
[48:33.400 --> 48:40.400]  To see their admitted plans in their own words for a global neo-futilistic surf system
[48:40.400 --> 48:44.400]  A post-industrial world, Maurice Strong, Ted Turner
[48:44.400 --> 48:48.400]  And then to have the New York Times with his headline, activist fight green projects
[48:48.400 --> 48:50.400]  Seeing UN plot
[48:50.400 --> 48:53.400]  And they admit, yeah, the UN is setting your local rules
[48:53.400 --> 48:56.400]  But what's wrong with that? It's for the earth
[48:56.400 --> 48:58.400]  It's not a plot
[48:58.400 --> 49:04.400]  Really, when the city council announced 20 to 80% increases in power prices in the next year
[49:04.400 --> 49:06.400]  They said it's for sustainability
[49:06.400 --> 49:08.400]  You're using too much power
[49:08.400 --> 49:10.400]  This will teach you to use less power
[49:10.400 --> 49:13.400]  And it's general electric that came in and helped shut down the other power plants
[49:13.400 --> 49:16.400]  So they can sell you less for more
[49:16.400 --> 49:21.400]  I mean, I saw a London Telegraph article where they admitted it's a global scam
[49:21.400 --> 49:26.400]  So we're waking up to the scam of insider corporations through the UN
[49:26.400 --> 49:28.400]  And through Republicans
[49:28.400 --> 49:32.400]  It was George Herbert Walker Bush gave us this
[49:32.400 --> 49:36.400]  It was all of these guys who got assigned on to the Earth Summit
[49:36.400 --> 49:37.400]  And all these rules
[49:37.400 --> 49:40.400]  And none of it has to do with the environment
[49:40.400 --> 49:44.400]  They're releasing genetically engineered mosquitoes to force inoculators
[49:44.400 --> 49:45.400]  That's in the news
[49:45.400 --> 49:48.400]  Genetically modified mosquitoes are being released in Florida
[49:48.400 --> 49:53.400]  They've got thousands of new GMO crops that in all the big studies
[49:53.400 --> 49:55.400]  Just type in crops
[49:55.400 --> 50:00.400]  GMO crops linked to organ failure, sterility and lab rats
[50:00.400 --> 50:02.400]  Look at this article
[50:02.400 --> 50:06.400]  Out of the independent GM food ban in Monsanto canteen
[50:06.400 --> 50:13.400]  The GMO scientists working at Monsanto laboratories refused to eat their own GMO
[50:13.400 --> 50:16.400]  And just type in GMO corn linked to organ failure
[50:16.400 --> 50:19.400]  This kills the honeybees that eat it
[50:19.400 --> 50:20.400]  Here's another one
[50:20.400 --> 50:23.400]  China's elite enjoys untainted fruits
[50:23.400 --> 50:27.400]  Asia Times says they're obsessed with not eating GMO
[50:27.400 --> 50:30.400]  They signed a deal in the 70s to sterilize and reduce their population
[50:30.400 --> 50:31.400]  One shall policy
[50:31.400 --> 50:32.400]  Here's another one
[50:32.400 --> 50:33.400]  London Telegraph
[50:33.400 --> 50:36.400]  Queen Elizabeth Hall, 60 years of growing vegetables
[50:36.400 --> 50:38.400]  They're obsessed with not eating GMO
[50:38.400 --> 50:41.400]  Always talking about how they want to reduce our population
[50:41.400 --> 50:42.400]  Here's another one
[50:42.400 --> 50:47.400]  Royal vegetable garden takes root
[50:47.400 --> 50:48.400]  Here's another one
[50:48.400 --> 50:50.400]  Raw milk fans are getting a raw deal
[50:50.400 --> 50:53.400]  Queen Elizabeth has only each raw milk
[50:53.400 --> 50:57.400]  But it's illegal in England and in Canada
[50:57.400 --> 51:00.400]  And other British royal Commonwealths to have raw milk
[51:00.400 --> 51:02.400]  But the royalty have it
[51:02.400 --> 51:03.400]  Here's another one
[51:03.400 --> 51:04.400]  Breaking it down
[51:04.400 --> 51:06.400]  LA Times in China
[51:06.400 --> 51:08.400]  What you eat tells who you are
[51:08.400 --> 51:10.400]  Obsessed with not taking vaccines
[51:10.400 --> 51:13.400]  Obsessed with not drinking sodium fluoride
[51:13.400 --> 51:17.400]  Chinese party officials maintain secret organic gardens
[51:17.400 --> 51:21.400]  While trying to force the population to eat the GMO Trojan horse
[51:21.400 --> 51:22.400]  Time magazine in Germany
[51:22.400 --> 51:24.400]  A better vaccine for politicians
[51:24.400 --> 51:27.400]  Comes up as a secret program that the German military
[51:27.400 --> 51:29.400]  Upper brass and German government
[51:29.400 --> 51:35.400]  All take, quote, secret vaccines that are clean
[51:35.400 --> 51:38.400]  What's the problem with labeling genetically modified GMOs?
[51:38.400 --> 51:39.400]  They're now announcing
[51:39.400 --> 51:41.400]  The head of the FDA, who's former Monsanto
[51:41.400 --> 51:43.400]  Is coming out and saying
[51:43.400 --> 51:47.400]  They're not going to let you know if something is GMO
[51:47.400 --> 51:49.400]  And saying the public doesn't trust it
[51:49.400 --> 51:51.400]  So they're not going to let you know now
[51:51.400 --> 51:56.400]  You're not going to be allowed to even label your own product
[51:56.400 --> 51:57.400]  It's not just that you have to label it
[51:57.400 --> 51:59.400]  It's that you're not allowed to label it
[51:59.400 --> 52:01.400]  That's what they're trying to do right now
[52:01.400 --> 52:03.400]  Ladies and gentlemen, it is so diabolical
[52:03.400 --> 52:05.400]  The very groups that call for reducing our populations
[52:05.400 --> 52:09.400]  Ted Turner, Prince Philip
[52:09.400 --> 52:13.400]  Just type in, you'll get Sunday Times of London ABC News
[52:13.400 --> 52:17.400]  World's elite meet and secret to discuss over population
[52:17.400 --> 52:19.400]  Three years ago
[52:19.400 --> 52:21.400]  They got caught meeting and secret at Rockefeller University
[52:21.400 --> 52:22.400]  And who was there?
[52:22.400 --> 52:25.400]  Oprah Winfrey, big population control person
[52:25.400 --> 52:27.400]  Ted Turner
[52:27.400 --> 52:29.400]  The Rockefellers
[52:29.400 --> 52:31.400]  Bill and Melinda Gates
[52:31.400 --> 52:33.400]  Big Eugenicist
[52:33.400 --> 52:35.400]  Warren Buffett
[52:35.400 --> 52:37.400]  And of course George Soros
[52:37.400 --> 52:39.400]  To discuss how global government
[52:39.400 --> 52:41.400]  That was in the article
[52:41.400 --> 52:45.400]  How global government could help reduce population
[52:45.400 --> 52:47.400]  But Bill Gates says he wants to give you shots
[52:47.400 --> 52:49.400]  Because he cares about you
[52:49.400 --> 52:51.400]  And he wants you to eat GMO
[52:51.400 --> 52:53.400]  But he's obsessed with not eating GMO
[52:53.400 --> 52:55.400]  And so is the royal family
[52:55.400 --> 52:57.400]  Look it up, they won't take the vaccines
[52:57.400 --> 52:59.400]  They won't drink the fluoride
[52:59.400 --> 53:01.400]  I've seen newscasts where it's just buried
[53:01.400 --> 53:03.400]  Oh, the queen has all her own farms and ranches
[53:03.400 --> 53:05.400]  And they have chefs that follow them around the world
[53:05.400 --> 53:07.400]  And bring their food with them
[53:07.400 --> 53:09.400]  And then you find out Ted Turner's doing it
[53:09.400 --> 53:13.400]  Now, they know there's an exodus of educated people
[53:13.400 --> 53:15.400]  To the countryside to try to grow their own food
[53:15.400 --> 53:17.400]  And get away from this
[53:17.400 --> 53:21.400]  Outside Austin in some of the towns like Wemberley
[53:21.400 --> 53:23.400]  That were covered this years ago
[53:23.400 --> 53:25.400]  Because my children are homeschooled
[53:25.400 --> 53:27.400]  And going to different homeschooling events
[53:27.400 --> 53:31.400]  It's doctors, scientists, biological weapons experts
[53:31.400 --> 53:33.400]  You name it, all living out there
[53:33.400 --> 53:35.400]  Knowing what's going on
[53:35.400 --> 53:39.400]  And you'll be at some event and they're going
[53:39.400 --> 53:41.400]  Yeah, what are you going to do about it?
[53:41.400 --> 53:43.400]  You're not going to stop it, we've all come out here
[53:43.400 --> 53:45.400]  And you find out they all know
[53:45.400 --> 53:47.400]  The educated people all know about this
[53:47.400 --> 53:49.400]  And we're going to talk to a lady
[53:49.400 --> 53:51.400]  For the full next hour
[53:51.400 --> 53:53.400]  Who discovered all of this as well and has written a book on it
[53:53.400 --> 53:55.400]  And again, I've had a lot of experts
[53:55.400 --> 53:59.400]  A lot of diplomats
[53:59.400 --> 54:03.400]  Advisors to Congress on Dr. Michael Kauffman and others
[54:03.400 --> 54:06.400]  But she's able to really tie it all together
[54:06.400 --> 54:09.400]  And give you the big picture of how it's going to affect you
[54:09.400 --> 54:12.400]  With Gena 21, a global corporate takeover
[54:12.400 --> 54:14.400]  To shut down the rural areas
[54:14.400 --> 54:16.400]  Remember what happened last year?
[54:16.400 --> 54:20.400]  The EPA was saying $5,000 fines for dust from hay
[54:20.400 --> 54:22.400]  No dust on your farm
[54:22.400 --> 54:24.400]  But Big Agra, they're exempt
[54:24.400 --> 54:26.400]  And Big Agra wrote those rules
[54:26.400 --> 54:28.400]  Animal ID, premises ID to shut you down
[54:28.400 --> 54:30.400]  What the Soviets do
[54:30.400 --> 54:32.400]  Shut down rural areas
[54:32.400 --> 54:34.400]  What does the Gena 21 do?
[54:34.400 --> 54:36.400]  Same thing that is in Memorandum 200
[54:36.400 --> 54:38.400]  State Department Memorandum 200 under Kissinger
[54:38.400 --> 54:40.400]  Use food as a weapon
[54:40.400 --> 54:42.400]  Austin just passed a law trying to harass
[54:42.400 --> 54:44.400]  And shut down people with their own chickens
[54:44.400 --> 54:46.400]  And eggs
[54:46.400 --> 54:48.400]  They're harassing Amish everywhere
[54:48.400 --> 54:50.400]  People selling pecans
[54:50.400 --> 54:52.400]  They're trying to pass laws outlawing all that
[54:52.400 --> 54:54.400]  They're trying to shut down supplements
[54:54.400 --> 54:56.400]  But a Gena 21 is about the takeover
[54:56.400 --> 54:58.400]  Where you can't build your own barn
[54:58.400 --> 55:00.400]  You can't have your own pond
[55:00.400 --> 55:02.400]  Or if there is a, quote, wetland
[55:02.400 --> 55:04.400]  Now you can't build on your own property
[55:04.400 --> 55:06.400]  Even if you've owned it for 100 years
[55:06.400 --> 55:08.400]  And what they announced in the U.S. and Europe
[55:08.400 --> 55:10.400]  Just last week
[55:10.400 --> 55:12.400]  The drones
[55:12.400 --> 55:14.400]  Being used to watch farmers
[55:14.400 --> 55:16.400]  Spy satellites watching
[55:16.400 --> 55:18.400]  Rural communities in America
[55:18.400 --> 55:20.400]  And in Europe
[55:20.400 --> 55:22.400]  This whole grid is on us
[55:22.400 --> 55:24.400]  Stalin didn't want you to raise your own food
[55:24.400 --> 55:26.400]  Now we're about to go to break, I wanted to get her on
[55:26.400 --> 55:28.400]  Just to kick off here at the start
[55:28.400 --> 55:30.400]  Right before the start
[55:30.400 --> 55:32.400]  Of the second hour
[55:32.400 --> 55:34.400]  And she's Rosa Corey
[55:34.400 --> 55:36.400]  And she is an executive director
[55:36.400 --> 55:38.400]  Of the Post Sustainability Institute
[55:38.400 --> 55:40.400]  She is a forensic commercial real estate appraiser
[55:40.400 --> 55:42.400]  Specializing in imminent domain
[55:42.400 --> 55:44.400]  Evaluation
[55:44.400 --> 55:46.400]  And she again
[55:46.400 --> 55:48.400]  Has written a book on Agenda 21
[55:48.400 --> 55:50.400]  The
[55:50.400 --> 55:52.400]  Book is excellent, we'll tell you about that as well
[55:52.400 --> 55:54.400]  Exposing Agenda 21 in sustainable development
[55:54.400 --> 55:56.400]  In the minute or two before we go to break
[55:56.400 --> 55:58.400]  Just give people a synopsis
[55:58.400 --> 56:00.400]  Of what Agenda 21 is
[56:00.400 --> 56:02.400]  And we'll come back and break down
[56:02.400 --> 56:04.400]  This global corporate takeover system
[56:04.400 --> 56:06.400]  Well, you know what?
[56:06.400 --> 56:08.400]  It's not that it's going to impact you
[56:08.400 --> 56:10.400]  It's impacting you right now
[56:10.400 --> 56:12.400]  Agenda 21
[56:12.400 --> 56:14.400]  Is a plan to inventory
[56:14.400 --> 56:16.400]  And control
[56:16.400 --> 56:18.400]  All resources, human
[56:18.400 --> 56:20.400]  And natural
[56:20.400 --> 56:22.400]  And all means of production in the world
[56:22.400 --> 56:24.400]  And this is the process that is happening
[56:24.400 --> 56:26.400]  Right now
[56:26.400 --> 56:28.400]  In every single city, town
[56:28.400 --> 56:30.400]  Community
[56:30.400 --> 56:32.400]  And the entire world
[56:32.400 --> 56:34.400]  And you're seeing it right now in the United States
[56:34.400 --> 56:36.400]  It's a global plan
[56:36.400 --> 56:38.400]  To vocal it
[56:38.400 --> 56:40.400]  We've got about a minute and a half before we go to break
[56:40.400 --> 56:42.400]  How did you get tuned into this?
[56:42.400 --> 56:44.400]  How did you discover this?
[56:44.400 --> 56:46.400]  Well, I've been doing research
[56:46.400 --> 56:48.400]  Of course I'm a forensic appraiser
