[00:00.000 --> 00:11.000]  Waging War on Corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[35:09.000 --> 35:12.000]  They then destroy all the art and all the culture.
[35:12.000 --> 35:17.000]  And that's why they had Muslim professors and Muslim leaders last week saying,
[35:17.000 --> 35:20.000]  I love seeing Notre Dame burn.
[35:20.000 --> 35:23.000]  I hate France and your country sucks and Christianity sucks.
[35:23.000 --> 35:25.000]  They've always got the Apologist Muslims.
[35:25.000 --> 35:30.000]  Oh, no, it's the same Abrahamic religion we believe in Jesus.
[35:30.000 --> 35:35.000]  That's why we want to blow all the churches up as fast as we can.
[35:35.000 --> 35:39.000]  And there's new articles up on infowars.com.
[35:39.000 --> 35:42.000]  It's 11 at night over in England.
[35:42.000 --> 35:47.000]  But our great Paul Joseph Watson has written a led Sri Lanka suicide bomber.
[35:47.000 --> 35:50.000]  We're going to play some video and audio to him saying this here in a moment,
[35:50.000 --> 35:52.000]  even though it's in some other foreign gibberish.
[35:52.000 --> 35:56.000]  Anyone who disagrees with Muslims should be killed.
[35:56.000 --> 35:59.000]  Extremist statement went unnoticed.
[35:59.000 --> 36:01.000]  So he's over at Sri Lanka.
[36:01.000 --> 36:05.000]  Turns out he went to a buffet, had a big dinner and reportedly launched all this.
[36:05.000 --> 36:09.000]  And he's saying anyone who disagrees with Muslims should be killed.
[36:09.000 --> 36:15.000]  Well, hell, in London, they have the Muslims out at the speaker's corner with signs saying that.
[36:15.000 --> 36:20.000]  They allow Muslims to set up harems and sex trade with small children that they kidnap
[36:20.000 --> 36:22.000]  because it's their religion.
[36:22.000 --> 36:33.000]  Federal judge ruled last year, no, it was this year, that Muslims are allowed to cut their daughters genitals off.
[36:33.000 --> 36:36.000]  They're clitorises.
[36:36.000 --> 36:40.000]  Thank God, Islam didn't know about science or I guess they'd go after the G-spot.
[36:40.000 --> 36:44.000]  I mean, ladies and gentlemen, God put that there for a reason, not for these guys to cut it off
[36:44.000 --> 36:46.000]  and not here in America.
[36:46.000 --> 36:51.000]  But that's how insane all of this has gotten.
[36:51.000 --> 36:54.000]  And I'm not going to sit here and put up with this crap anymore.
[36:54.000 --> 36:59.000]  I mean, look at this bozo the clown, inbred, mental patient person.
[36:59.000 --> 37:02.000]  There is a Muslim guy that's a good guy that criticized it.
[37:02.000 --> 37:04.000]  It's Imam Mohammed Tawahidi.
[37:04.000 --> 37:06.000]  I'm going to get him on.
[37:06.000 --> 37:09.000]  He was the guy that warned that Muslims were going to run people over with trucks in New York
[37:09.000 --> 37:11.000]  and were saying it at a mosque particularly.
[37:11.000 --> 37:14.000]  When Paul Watson wrote about it the day after the guy ran over everybody in New York,
[37:14.000 --> 37:18.000]  it was the number one story on Twitter, and they had congressional hearings about it with Twitter and said,
[37:18.000 --> 37:23.000]  Paul Watson put out fake news that a Muslim attacked New York and yelled Allah Akbar
[37:23.000 --> 37:28.000]  and that there was a Imam that warned of it, Imam Mohammed Tawahidi.
[37:28.000 --> 37:31.000]  And the Twitter individual said, yes, we took it down at lunch.
[37:31.000 --> 37:32.000]  You're right, it's fake.
[37:32.000 --> 37:34.000]  He yelled Allah Akbar.
[37:34.000 --> 37:35.000]  This Imam did warn.
[37:35.000 --> 37:38.000]  There are some Muslims that warned about it.
[37:38.000 --> 37:41.000]  But then he got banned.
[37:41.000 --> 37:47.000]  Paul's tweet got deleted because you can't tell people that people are running you over with cars
[37:47.000 --> 37:51.000]  and trucks screaming Allah Akbar because you'd wake up because you'd do something.
[37:51.000 --> 37:56.000]  Here, let's play some of this guy just days ago over in Sri Lanka saying,
[37:56.000 --> 37:57.000]  we're going to kill everybody.
[37:57.000 --> 37:59.000]  Here it is.
[38:10.000 --> 38:12.000]  Let's hit pause again.
[38:12.000 --> 38:15.000]  By the way, this fellow, if you're a radio listener,
[38:15.000 --> 38:19.000]  he has an image of a blood splattered wall behind him.
[38:19.000 --> 38:22.000]  And remember, he's a al-Qaeda sympathizer.
[38:22.000 --> 38:24.000]  He's a Sunni.
[38:24.000 --> 38:27.000]  And he says, we're going to kill you.
[38:27.000 --> 38:28.000]  And we're going to blow you up.
[38:28.000 --> 38:29.000]  We're going to murder you.
[38:29.000 --> 38:33.000]  And we're coming and you're going to pay because we're going to follow the Korean.
[38:33.000 --> 38:37.000]  And when they do, Al Jazeera and BBC say, this is not Islam.
[38:37.000 --> 38:38.000]  None of this has happened.
[38:38.000 --> 38:39.000]  Now we're going to play a report.
[38:39.000 --> 38:40.000]  We come back.
[38:40.000 --> 38:42.000]  One of Greg Reese's most powerful.
[38:42.000 --> 38:46.000]  He's been working on for about a week ahead of Easter because he's a Marine,
[38:46.000 --> 38:48.000]  a patriot and a historian himself.
[38:48.000 --> 38:51.000]  And he knew there was bombings coming today.
[38:51.000 --> 38:54.000]  So he had this report done for you.
[38:54.000 --> 38:57.000]  I was waiting for the bombings today to finish it.
[38:57.000 --> 39:02.000]  So see, he could voice this a week ago about the tragic bombings of Islam on Easter.
[39:02.000 --> 39:05.000]  And then just the bombing came and he just, he just put it on the end.
[39:05.000 --> 39:07.000]  So that's how we know it's like clockwork.
[39:07.000 --> 39:08.000]  Oh, let me see.
[39:08.000 --> 39:12.000]  Okay, they're going to bomb people on Palm Sunday, they're going to burn stuff down.
[39:12.000 --> 39:13.000]  Okay, that happened.
[39:13.000 --> 39:15.000]  Okay, they're going to blow stuff up on Easter.
[39:15.000 --> 39:16.000]  Okay.
[39:16.000 --> 39:18.000]  Oh, it's like ping.
[39:18.000 --> 39:21.000]  The toast pops out, but instead boom.
[39:21.000 --> 39:23.000]  Lots of churches get blown up.
[39:23.000 --> 39:26.000]  And then some weird bug-eyed crazy person.
[39:26.000 --> 39:30.000]  The reason I say that is in Islam, you can marry your sister and your brother.
[39:30.000 --> 39:33.000]  And there are seven and a half billion people on this planet.
[39:33.000 --> 39:39.000]  Muslims account for 1.8 billion and there are big studies coming out
[39:39.000 --> 39:42.000]  and they've tried to block them at the UN because it's called racist.
[39:42.000 --> 39:44.000]  Islam's not a racist religion.
[39:44.000 --> 39:48.000]  You have white members of Islam, you have black members, Hispanic, Asian.
[39:48.000 --> 39:56.000]  They have the highest rate of deformity and account for more than half the planet's deformities.
[39:56.000 --> 39:58.000]  And you know what happens with inbreeding?
[39:58.000 --> 40:00.000]  Mental illness, schizophrenia, paranoia.
[40:00.000 --> 40:03.000]  Look at the British and German role families.
[40:03.000 --> 40:04.000]  They all inbred and were crazier.
[40:04.000 --> 40:06.000]  You know what?
[40:06.000 --> 40:11.000]  So that's the problem is we've got a bunch of inbred crazy people
[40:11.000 --> 40:15.000]  that for like 1400 years have been invading the whole planet
[40:15.000 --> 40:19.000]  and only when they pushed into Germany and Germania
[40:19.000 --> 40:22.000]  and almost overran Poland and Hungary and Romania
[40:22.000 --> 40:24.000]  and there were hundreds of thousands killed.
[40:24.000 --> 40:30.000]  That did finally after hundreds and hundreds and hundreds of years and over 100 invasions
[40:30.000 --> 40:34.000]  and most of Spain was taken.
[40:34.000 --> 40:42.000]  Only then did England and the Norse and others in France
[40:42.000 --> 40:44.000]  because the Vikings had taken France over
[40:44.000 --> 40:47.000]  said we better go do something about this boys
[40:47.000 --> 40:50.000]  and they went in there and pushed them all the way out of Eastern Europe,
[40:50.000 --> 40:55.000]  all the way out of Serbia, all the way back to the Middle East.
[40:55.000 --> 40:57.000]  Now never got Constantinople back.
[40:57.000 --> 40:59.000]  It's called, you know what it's called, right?
[40:59.000 --> 41:01.000]  The capital of Turkey.
[41:01.000 --> 41:03.000]  It's usually called Constantinople.
[41:03.000 --> 41:05.000]  It's called Istanbul.
[41:05.000 --> 41:07.000]  And they have tour guides that teach you.
[41:07.000 --> 41:09.000]  Look at the great Islamic architecture.
[41:09.000 --> 41:14.000]  It's all Christian churches that they tore the crosses off and put their moons up on.
[41:14.000 --> 41:17.000]  So there's groups saying we're coming to get you.
[41:17.000 --> 41:22.000]  Maybe like if aliens arrived from deep space and flying saucers and broadcasts,
[41:22.000 --> 41:25.000]  we are going to conquer your planet and kill all of you.
[41:25.000 --> 41:27.000]  And they're like, oh, we're going to submit to you then.
[41:27.000 --> 41:29.000]  Lush, I better be part of that.
[41:29.000 --> 41:30.000]  Thank you.
[41:30.000 --> 41:31.000]  Thank you.
[41:31.000 --> 41:35.000]  Not fighting back the cuck dimension.
[41:35.000 --> 41:37.000]  The chicken, you know what dimension.
[41:37.000 --> 41:40.000]  I am not in the cuck dimension and I'm not putting up with it.
[41:40.000 --> 41:45.000]  And if Muslims want to have a reformation and get out of this and stop all this, that's great.
[41:45.000 --> 41:48.000]  But I'm not going to sit here on Easter and put up with this garbage.
[41:48.000 --> 41:51.000]  When we come back, Greg Reese's report is very powerful.
[41:51.000 --> 41:57.000]  Then I'm going to stop talking about this for now because I've kind of gone too far here.
[41:57.000 --> 42:01.000]  The full video report that you need to share is on newswars.com.
[42:01.000 --> 42:05.000]  Infowars.com is great, but they censor it more on Twitter, Facebook, and YouTube.
[42:05.000 --> 42:09.000]  You're able to share newswars.com a lot better.
[42:09.000 --> 42:10.000]  And prisonplanet.com.
[42:10.000 --> 42:19.000]  So it's also posted there, go to newswars.com and say, watch Jihad in America and the history of Islam.
[42:19.000 --> 42:25.000]  And get that video out and send it out to everyone you know on Easter.
[42:25.000 --> 42:27.000]  Because it's powerful and needs to be seen.
[42:27.000 --> 42:31.000]  Infowars.com, newswars.com, prisonplanet.com.
[42:31.000 --> 42:33.000]  Paul's launched his site that I've encouraged you to do.
[42:33.000 --> 42:35.000]  It's excellent, summit.news.
[42:35.000 --> 42:37.000]  I don't know if this is up there because Paul totally runs that site alone.
[42:37.000 --> 42:39.000]  I knew Paul needed something of his own.
[42:39.000 --> 42:41.000]  For like a year, I said do your own thing, do your own thing.
[42:41.000 --> 42:43.000]  He's done it. He's working even harder.
[42:43.000 --> 42:46.000]  As I predicted, you've done better.
[42:46.000 --> 42:52.000]  So when we come back, I'm going to finish up with this and then I'm going to get into the really big news.
[42:52.000 --> 42:53.000]  I'm going to tell you about when we come back.
[42:53.000 --> 42:54.000]  There's so much to cover.
[42:54.000 --> 43:20.000]  Whatever you do, spread the links.newswars.com.
[43:24.000 --> 43:32.000]  $50 off the Alexa Pure Breeze groundbreaking ion cluster air filter technology.
[43:32.000 --> 43:35.000]  And we've got a limited quantity of these left right now.
[43:35.000 --> 43:39.000]  We're basically selling these at cost because there was a big overhaul.
[43:39.000 --> 43:43.000]  Go ahead and read the hundreds of five star reviews for yourself.
[43:43.000 --> 43:45.000]  I've got two in my home.
[43:45.000 --> 43:51.000]  You will notice the difference, ladies and gentlemen, with the Alexa Pure Breeze in your house.
[43:51.000 --> 43:55.000]  Don't live in a polluted major city in your home.
[43:55.000 --> 43:56.000]  Have clean air.
[43:56.000 --> 44:25.000]  Go to infowarstore.com.
[44:26.000 --> 44:30.000]  Happy's can be an important part of your daily supplement routine.
[44:30.000 --> 44:38.000]  With poor diet and the constant on and off of your work life, it's more important than ever to support your body in the fight against stress.
[44:38.000 --> 44:43.000]  With powerful ingredients combined to help support the mind and body,
[44:43.000 --> 44:49.000]  Happy's helps support during stress, promotes overall wellbeing, and helps support your mood.
[44:49.000 --> 44:51.000]  Don't live your life bogged down.
[44:51.000 --> 44:55.000]  Help your body overcome the effects of daily stress and pressure today.
[44:55.000 --> 45:00.000]  With Happy's from infowarstore.com.
[45:00.000 --> 45:05.000]  You deserve a deep restful sleep with Knockout by InfoWarsLife.
[45:05.000 --> 45:12.000]  Our organic formula is made from high quality natural ingredients such as valerian root extract,
[45:12.000 --> 45:16.000]  L-tryptophan, lemon balm leaf extract, and melatonin.
[45:16.000 --> 45:21.000]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[45:21.000 --> 45:25.000]  Millions of people around the world experience daytime drowsiness,
[45:25.000 --> 45:30.000]  but with the rapid speed of life, we need to be able to keep up the pace.
[45:30.000 --> 45:37.000]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[45:37.000 --> 45:40.000]  Wake up refreshed and take on the day.
[45:40.000 --> 45:48.000]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[45:48.000 --> 45:52.000]  Get the sleep you deserve and experience the power of Knockout.
[45:52.000 --> 45:56.000]  Head on over to infowarslife.com and say goodbye to fatigue.
[45:56.000 --> 46:00.000]  That's infowarslife.com.
[46:00.000 --> 46:05.000]  Getting your protein has never been easier with InfoWarsLife protein bars.
[46:05.000 --> 46:09.000]  Available in delicious chocolate peanut butter and vanilla coconut flavors,
[46:09.000 --> 46:12.000]  these protein bars are the perfect answer for a snack on the go.
[46:12.000 --> 46:19.000]  InfoWarsLife protein bars are nutrient-packed, portable protein bars for an easy-to-eat and great-tasting meal.
[46:19.000 --> 46:21.000]  Pre- or post-workout fuel alternative.
[46:21.000 --> 46:26.000]  At just 240 calories per bar and 15 grams of protein each,
[46:26.000 --> 46:32.000]  these bars will be your favorite at-hand snack for at home, in the car, at work, or on the go.
[46:32.000 --> 46:36.000]  For getting nutrients easily, high in fiber and nutrients with wholesome ingredients
[46:36.000 --> 46:41.000]  for high-level performance with great taste, such as whey protein and chocolate compounds.
[46:41.000 --> 46:45.000]  These protein bars can help you with the boost you need to reach your goals.
[46:45.000 --> 46:50.000]  Protein-packed and full of fiber and healthy ingredients, InfoWarsLife protein bars
[46:50.000 --> 46:54.000]  are a can't miss snack for any InfoWarriors serious about their energy.
[46:54.000 --> 47:14.000]  Try both flavors today at InfoWarsStore.com.
[47:14.000 --> 47:24.000]  Thank you for watching.
[47:45.000 --> 47:51.000]  Paul Revere gave your black, white, old, young, from an Arabic background, from an African background,
[47:51.000 --> 47:55.000]  from a Middle Eastern, Russian background, from Asian background.
[47:55.000 --> 47:58.000]  It doesn't matter. As long as you love liberty, that's what matters.
[47:58.000 --> 48:03.000]  I'm not going to sit here with the left being an apologist for radical Islam and expansionist Islam on Easter.
[48:03.000 --> 48:05.000]  I'm exposing it.
[48:05.000 --> 48:10.000]  But I said I'd take calls. I'm running out of time. I only have an hour left after this segment.
[48:10.000 --> 48:15.000]  And I've got to get to the fact that they're bringing soylent green to the United States.
[48:15.000 --> 48:18.000]  Yes, soylent green. Eating people.
[48:18.000 --> 48:21.000]  This is mainstream news. I'm going to be getting to that.
[48:21.000 --> 48:28.000]  We're also going to continue here. I'm going to get into Democrats' move to begin the impeachment of the president.
[48:28.000 --> 48:30.000]  We're going to break down the different angles of that.
[48:30.000 --> 48:38.000]  The left fleeing their own blue cities and areas and bringing the curse of leftist garbage to us.
[48:38.000 --> 48:41.000]  They don't learn to stop it. That's coming up.
[48:41.000 --> 48:47.000]  Taxpayers fleeing Democrat run states for Republican ones, but then bringing their leftist pestilence with them.
[48:47.000 --> 48:52.000]  Escape from New York. That's what the New York Post calls it. That's coming up.
[48:52.000 --> 48:57.000]  And obviously we'll intro that segment with Escape from New York, the great John Carpenter film.
[48:57.000 --> 49:09.000]  Now, we'll then also get into the soylent green story and how it ties into something even more important that gives you, in my view, the big picture.
[49:09.000 --> 49:13.000]  And a lot of other stuff. I've got so much news here that makes my head spin.
[49:13.000 --> 49:19.000]  And Mueller was confronted in the parking lot. We've got a bunch of clips here that we're going to be getting to.
[49:19.000 --> 49:27.000]  The first thing I wanted to finish up with this hour is this Gregory's report that is a real action item.
[49:27.000 --> 49:32.000]  And then I hope you'll share with everybody, you know, because it's very, very, very important.
[49:32.000 --> 49:35.000]  Jihad in America and the history of Islam.
[49:35.000 --> 49:49.000]  Gregory's here at us.
[50:06.000 --> 50:27.000]  Curiously, several of the symbols chosen to represent Islam were prominent symbols in the Roman Catholic Church, such as the Babylonian symbol for Baal, the all-seeing eye, the seal of Melchizedek, and the Virgin Mother.
[50:27.000 --> 50:38.000]  A good Muslim is expected to accept the Quran and the Hadith as the word of God and to emulate Muhammad as the perfect man.
[50:38.000 --> 50:53.000]  And as you study these books to learn how Muhammad lived his life, you will learn that the great prophet was a slave owner, a spousal abuser, a pedophile, and a polygamist.
[50:53.000 --> 51:04.000]  The Quran will teach you to fight and enslave all non-believers and to never be friends with Jews or Christians.
[51:04.000 --> 51:15.000]  The Quran will teach you that going to war against Jews and Christians is virtuous and that war is deceit.
[51:15.000 --> 51:27.000]  According to Islam, lying to non-believers is a virtue. Lying is such a virtue in Islam that there are four different varieties taught.
[51:27.000 --> 51:36.000]  Takia, for example, is a lie to advance the cause of Islam by gaining the trust of non-believers.
[51:36.000 --> 51:55.000]  When Muhammad died, the Islamic priest class made it their priority to subjugate all Muslims to murder, rape, and enslave the non-believers and establish severe Islamic law in every land on earth.
[51:55.000 --> 52:08.000]  Over the next 1400 years, millions of Christians and Jews were taken as slaves. Judeo-Christian societies were destroyed and replaced with Islam.
[52:08.000 --> 52:15.000]  When Rome finally retaliated, they ultimately failed to take back the holy lands.
[52:15.000 --> 52:27.000]  The Crusades were brief and mild compared to the Islamic Caliphates, and yet most Americans hear all about the Crusades, but nothing about the Islamic Caliphates.
[52:27.000 --> 52:35.000]  We are often told there is no such thing as jihad. This should be alarming to anyone outside of Islam.
[52:35.000 --> 52:55.000]  The Islamic ideology of conquest has inspired other monsters in history. When the KKK was reformed in 1915, it was modeled after Islam, and their doctrine was named the Quran, which according to Klan traditions means Quran.
[52:55.000 --> 53:03.000]  During World War II, the Nazi SS converted to Islam and aligned themselves with the Muslim Brotherhood.
[53:03.000 --> 53:11.000]  With much help from Barack Obama, the Muslim Brotherhood has infiltrated the Democratic Party in America.
[53:11.000 --> 53:18.000]  Ilhan Omar, Rashida Tlaib, and Keith Ellison identify themselves with Islam.
[53:18.000 --> 53:28.000]  They were sworn into Congress using the Quran, which means they can legally lie to the American people so long as it benefits Islam.
[53:28.000 --> 53:35.000]  They are openly aligned with organizations that support seeing Islamic law practiced in America.
[53:35.000 --> 53:50.000]  Challenging American freedom from within, these elected representatives attack Christians and Jews while scolding American citizens as racists and Islamophobes if we dare question their loyalties.
[53:50.000 --> 54:07.000]  Those who understand Islam can clearly see that jihad has come to America. In a 2011 poll, 24% of Muslims believe that military attacks against civilian non-believers is justified.
[54:07.000 --> 54:25.000]  Moderate Muslims claim the Quran is misunderstood and that inspiring jihad is not its purpose. But the difference between a religion that accidentally inspires mass murder and one that deliberately inspires mass murder is meaningless.
[54:25.000 --> 54:36.000]  Islam will never stop. And eventually, the need to defend our American way of life will outweigh the fear of being called racist.
[54:36.000 --> 54:45.000]  The question is, will it be too late? For NewsWars.com, this is Greg Rees.
[54:45.000 --> 54:50.000]  Greg Rees, ladies and gentlemen, is really kicking ash, and that is such a true report.
[54:50.000 --> 54:58.000]  And you can argue, well, Islam's had some golden ages and some leaders that were more altruistic. And that's been true.
[54:58.000 --> 55:11.000]  But when people go back to the original, seminal, orthodox work, it's expansionist. And it expanded in the jihad to take over the West and got pushed back during the Crusades.
[55:11.000 --> 55:21.000]  And then under the Ottoman Empire, it expanded again all over the world. And then it, again, bet the farm in World War I, lost that.
[55:21.000 --> 55:34.000]  And so Islam is the dominant force on the planet right now. Most Christians have fallen away, leftist or ally with Islam.
[55:34.000 --> 55:41.000]  We don't have a lot of hope unless we're honest with ourselves about this. And that's what this comes down to.
[55:41.000 --> 55:45.000]  And some people, I wasn't going to take calls today, but I'll do it tomorrow.
[55:45.000 --> 55:52.000]  People I know have called in and said, hey, you know, I'm a Muslim, you've had me on or I've been a Muslim. And some people, I know they're smart.
[55:52.000 --> 55:58.000]  And they said, you should really, you know, counterbalance some of this because you know, the CIA has been caught funding a lot of radical Islamic groups in terror.
[55:58.000 --> 56:05.000]  Yeah, I know that. The leftist, globalist arm of the CIA, exactly.
[56:05.000 --> 56:13.000]  Four larger class of civilizations, I understand that's going on. But the one with the CIA existed, Islam was expanding.
[56:13.000 --> 56:25.000]  And so the left wants the most radical form of Islam that there can be because they believe that's more expansionist, like sharpening your sword.
[56:25.000 --> 56:35.000]  And that's the fact. And yes, Albert Pike, the founder of the KKK, supported Islam and the KKK is modeled after Islam.
[56:35.000 --> 56:44.000]  And Hitler said he loved Islam over all religions and hated Christianity. I've read Hitler's own writings.
[56:44.000 --> 56:49.000]  Okay, you can go read my comp. You can go read his damn speeches.
[56:49.000 --> 56:55.000]  So when you got the left loving you and Hitler loving you, you got a problem.
[56:55.000 --> 57:05.000]  You got a big, big, big problem. So I stand with Martin Luther King and George Washington and Jesus Christ.
[57:05.000 --> 57:15.000]  I don't stand with the KKK, which is a damn devil cult, which is a Democratic Party.
[57:15.000 --> 57:19.000]  All right, I have not plugged this whole hour. We're literally supported.
[57:19.000 --> 57:27.000]  We've got 50% off all the t-shirts once a year, apparel sale, ball caps, whether it's a Molan Lave shirt or whether it's a Don't California My USA shirts.
[57:27.000 --> 57:29.000]  They're all there without your support. We won't be here.
[57:29.000 --> 57:35.000]  A lot of big sales are up there that are about to end. InfowarsStore.com or AAA-2533139.
[57:35.000 --> 57:40.000]  But whatever you do, get that video on Infowars.com by Gregory's and share that sucker.
[57:40.000 --> 57:47.000]  All right, we'll be right back on the other side with something I haven't told you about yet that's particularly informative.
[57:47.000 --> 57:49.000]  Oh, yes.
[58:17.000 --> 58:24.000]  But you can override the sensors now. And if all of our audience gets involved with hashtag Alex Jones, we are unstoppable together.
[58:24.000 --> 58:34.000]  We've already changed the world together with our laser focus. Do it again with hashtag Alex Jones on Twitter, on Facebook, on Google, on YouTube, everywhere.
[58:34.000 --> 58:42.000]  Call it, talk radio, c-span, shout it out loud in public, hashtag Alex Jones. That's the rallying cry to restore the First Amendment.
[58:42.000 --> 58:49.000]  Creativity and the dynamic human spirit that refuses to submit.
[58:49.000 --> 58:56.000]  Our grandparents and great grandparents knew that they can't food during the falls. They'd have it during the winter.
[58:56.000 --> 59:04.000]  And that's what I'm talking about at InfowarsStore.com. With Infowars Select, it's the full spectrum of my patriot supply.
[59:04.000 --> 59:14.000]  The top most respected companies out there. But because I private label it, I'm able to go below cost on contracts that all their other distributors aren't able to do.
[59:14.000 --> 59:19.000]  But I want to be a market leader and I want you to have storeable food so it's a total win-win.
[59:19.000 --> 59:27.000]  We have those incredible sell prices back at InfowarsStore.com. On Infowars Select, storeable foods. They've got special diet foods.
[59:27.000 --> 59:33.000]  They've got three month supplies, your supplies, weak emergency supplies. They've got so many great products there.
[59:33.000 --> 59:39.000]  They've got a three-year supply. If stuff happens, you can feed your whole block. It's up to us to be self-sufficient.
[59:39.000 --> 59:44.000]  You're buying war bonds, bringing great products, and together with God's help, we are unstoppable.
[59:44.000 --> 01:00:10.000]  InfowarsStore.com and Infowars Select, high-quality storeable foods, powered by my patriot supply.
[01:00:10.000 --> 01:00:17.000]  From the Infowars.com studios, you're listening to the Alex Jones show.
[01:00:41.000 --> 01:00:47.000]  Yep, this is my Easter message to radical Islam.
[01:00:47.000 --> 01:00:54.000]  The message is you're going to get some.
[01:00:54.000 --> 01:00:59.000]  But the leftist running you, you're really going to get it.
[01:00:59.000 --> 01:01:06.000]  Because we're politically and energetically and spiritually awakening the planet and the enemy can feel it.
[01:01:06.000 --> 01:01:21.000]  You got me, you asked me, you asked me, you asked me, and I didn't say anything.
[01:01:21.000 --> 01:01:28.000]  We love song.
[01:01:28.000 --> 01:01:33.000]  No, you're not going to get us.
[01:01:33.000 --> 01:01:35.000]  No, nine.
[01:01:35.000 --> 01:01:48.000]  I'll get back to the seriousness here.
[01:01:48.000 --> 01:01:55.000]  All right, ladies and gentlemen, let's get to the serious news here.
[01:01:55.000 --> 01:02:00.000]  I kind of just burnt some more time there and I've got an overloaded plate here and I just get so.
[01:02:00.000 --> 01:02:03.000]  Here's the deal. I didn't like watching those poor Muslims get killed.
[01:02:03.000 --> 01:02:05.000]  Most Muslims are actually nice people.
[01:02:05.000 --> 01:02:15.000]  The leadership of the cult running it enslaves them and pushes them to go out and then expand.
[01:02:15.000 --> 01:02:23.000]  And then if I saw a bunch of Muslim leaders saying it was wrong that these Islamists just blew up these churches and things,
[01:02:23.000 --> 01:02:30.000]  which I've been looking all over and I can't seem to find except one guy wrote an article about it, this Imam.
[01:02:30.000 --> 01:02:43.000]  Then I get told, don't talk about Islam and Al Jazeera and BBC are saying this isn't Islam that did this. Bull!
[01:02:43.000 --> 01:02:47.000]  They call it as religious extremists, not Islam. They won't even say Islam.
[01:02:47.000 --> 01:02:51.000]  You know, an organized Christian group did this. They'd say a Christian cult.
[01:02:51.000 --> 01:02:59.000]  But you don't have mainline Christianity saying, okay, see, I said I was going to get to the impeachment move against the president, Elizabeth Warren.
[01:02:59.000 --> 01:03:03.000]  I'm going to do that when we come back. I'm going to be a good boy.
[01:03:03.000 --> 01:03:09.000]  Look at that condescending corporate lawyer who helped get laws passed to lock people up for drugs.
[01:03:09.000 --> 01:03:15.000]  Oh, she's this big trendy. Oh, the big tech's giving the record money to her.
[01:03:15.000 --> 01:03:19.000]  And people go, oh, why? She wants to break up big tech. No, she doesn't.
[01:03:19.000 --> 01:03:23.000]  They're going to create new regulations to protect big tech to censor.
[01:03:23.000 --> 01:03:29.000]  That's why Zuckerberg's writing big op-eds in the Washington Post about how great it is.
[01:03:29.000 --> 01:03:35.000]  Holy Toledo. And the New York Times, everywhere else.
[01:03:35.000 --> 01:03:38.000]  The Washington Post was the New York Times. I read it last week on there.
[01:03:38.000 --> 01:03:50.000]  And that's where we've gotten with this. And then I got sent a link by my lawyer who also owns a bookstore up in Connecticut.
[01:03:50.000 --> 01:03:54.000]  And he said, oh, look at this book about you.
[01:03:54.000 --> 01:03:58.000]  And I don't normally write the, I mean, I don't normally read the books that attack me a lot about me.
[01:03:58.000 --> 01:04:04.000]  But I thought, well, let this morning, I said, let me, let me just read a few chapters of this.
[01:04:04.000 --> 01:04:16.000]  And I started reading everything that I had knowledge of was a lie, verifiable on its face, cartoon fiction, not true.
[01:04:16.000 --> 01:04:22.000]  So I ended up reading half the book today. My wife's like, I didn't even work out this morning because I was too busy reading.
[01:04:22.000 --> 01:04:26.000]  She goes, come on, we're going to Easter, you know, brunch with your parents. I'm still reading.
[01:04:26.000 --> 01:04:30.000]  I mean, I'm going to play because it's not just a book.
[01:04:30.000 --> 01:04:36.000]  This lady went on PBS and is, and I don't know who's stupider.
[01:04:36.000 --> 01:04:46.000]  Her or the guy interviewing her. But it is some of the most unintentional comedy you are ever going to see.
[01:04:46.000 --> 01:05:00.000]  So, I mean, these people are out of their minds. And you know what? Well, just wait till we get to this, too.
[01:05:17.000 --> 01:05:25.000]  It's been bottled. The labels are being put on today. And then it's going to be on an 18-wheeler right here to Austin from the plant in the Rockies.
[01:05:25.000 --> 01:05:28.000]  And it's going to be shipped out to you. Be sure and sign up for auto-ship.
[01:05:28.000 --> 01:05:35.000]  And an additional 10% off. The 25% off. Celebration of the fact that we got it back and we're relaunching it.
[01:05:35.000 --> 01:05:38.000]  Research the iodine conspiracy. Find out why it's so important.
[01:05:38.000 --> 01:05:42.000]  Find out why the globalists don't want you to have the good halogens.
[01:05:42.000 --> 01:05:47.000]  You have the bad halogens at InfowarsStore.com. That's the umbrella site, InfowarsLife.com.
[01:05:47.000 --> 01:05:51.000]  It makes you write the supplements. And this is the King Daddy.
[01:05:51.000 --> 01:06:13.000]  Ladies and gentlemen, it is X2 original now back at InfowarsStore.com.
[01:06:21.000 --> 01:06:49.000]  President Trump on this Easter Sunday has some very important decisions to make.
[01:06:49.000 --> 01:06:53.000]  The Democrats illegally spied on his campaign. That's all confirmed. They lied to Congress.
[01:06:53.000 --> 01:07:01.000]  They tried to have a 25th Amendment coup with the Justice Department trying to wear wires to set him up.
[01:07:01.000 --> 01:07:11.000]  And now these arrogant Democrats, or is it really just feigned confidence, want to impeach him.
[01:07:11.000 --> 01:07:22.000]  But if you want to understand why they want to impeach Trump, it's because they have to reverse via politics what has already happened.
