[00:00.000 --> 00:04.740]  Gavin McInnis is back with his all-new online network, FreeSpeech.tv.
[44:07.740 --> 44:18.740]  Again, I'm not talking down to the info wars audience, but I've been banging my head against a wall for a long time on this and I'm talking about fluoride and I'm talking about iodine.
[44:18.740 --> 44:28.740]  Now, if you have a boat, a motor boat, let's say an old glass tron boat and you want to take it on the lake, you've got to have a lake to put it in.
[44:28.740 --> 44:33.740]  If you're a human being, you've got to have oxygen to live. Okay, it's the same thing.
[44:33.740 --> 44:39.740]  Well, ladies and gentlemen, the bad halogen is fluoride. That's why in every western nation, they put it in the water.
[44:39.740 --> 44:44.740]  They're going to teach us Christians lay down and die. The chai comms don't put it in the water. They'd execute you if you did that.
[44:44.740 --> 44:52.740]  They put iodine in the water because it's the good halogen and increases fertility and lifespan and intelligence and everything else.
[44:52.740 --> 44:58.740]  So again, learn about the iodine conspiracy at infowarstore.com. We have all the documents and articles linked.
[44:58.740 --> 45:08.740]  And then get good iodine for yourself because the globalists are fighting to make sure you don't. Again, get iodine at infowarstore.com.
[45:08.740 --> 45:11.740]  Infowars presents Alex Jones.
[45:11.740 --> 45:18.740]  In August of 2019, JAMA, or the Journal of the American Medical Association, the most prestigious came out and said,
[45:18.740 --> 45:28.740]  oh my gosh, just a little bit of fluoride in the water causes lowered IQs, massive infertility, and a lot of babies dying in the womb, and it causes cancer.
[45:28.740 --> 45:37.740]  That was just one of thousands of studies admitting this. You know, it's illegal to have even one part per billion in the water in places like California unless it's part of adding fluoride.
[45:37.740 --> 45:46.740]  And then they have a waiver and can add thousands of deadly chemicals to your water because the liberals love you and they want to sexualize your children.
[45:46.740 --> 45:52.740]  So whatever you do, drink lots of fluoride and don't get the thing that counters iodine at infowarstore.com.
[45:52.740 --> 45:58.740]  Drink fluoride and die. Drink fluoride, dirty Americans, and roll over.
[45:58.740 --> 46:04.740]  Do not visit infowarstore.com and get high-poly iodine to counter it. No, roll over and die, dirty Americans.
[46:04.740 --> 46:08.740]  infowars.com forward slash show.
[46:08.740 --> 46:22.740]  Hello here. My name is Bethelman. I work for my father, Lucifer, and he doesn't like the fact that God gave you all families and children and so.
[46:22.740 --> 46:28.740]  We want to tell you something right now, Christian countries. We took control of you over a hundred years ago.
[46:28.740 --> 46:41.740]  We've been spiking your water with fluoride to lower your fertility and to hurt you. And it's worked so well, but now because of liability and because of people warning inside the government what's happening.
[46:41.740 --> 46:47.740]  The Journal of American Medical Association and others are admitting what we've done and it makes me so angry.
[46:47.740 --> 46:53.740]  So whatever you do, just stay in that haze and drink fluoride and give it to your children.
[46:53.740 --> 47:05.740]  And don't visit infowarsstore.com and learn about the iodine conspiracy and get 60% off on X2 and X3 together with bio-trustillidium from the mustard seed. Submit to us.
[47:05.740 --> 47:29.740]  infowarsstore.com.
[47:29.740 --> 47:38.740]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the info war.
[47:38.740 --> 47:47.740]  Well, one thing's for sure. This is certainly not a boring time to be alive. A lot of things are happening. A lot of changes going on.
[47:47.740 --> 47:59.740]  California is literally hell. And I've been saying that for many years. Well, now even mainstream news is saying California is hell.
[47:59.740 --> 48:09.740]  Ash is raining down over most of it. Large parts of the state are on fire. Earthquakes every day. Needles and human feces everywhere.
[48:09.740 --> 48:17.740]  And there's so many beautiful areas of California. But then right next to it is hell. In fact, I hadn't looked at Drudge in a few hours.
[48:17.740 --> 48:28.740]  Cali burning, hell on 405. Everybody's saying hell, hell, hell.
[48:28.740 --> 48:34.740]  We're going to be showing some of those videos and going over that sum in the next hour. We're also going to be taking your phone calls.
[48:34.740 --> 48:39.740]  I'm going to give that number out at the start of the next hour so you don't have to sit on the whole.
[48:39.740 --> 48:53.740]  And then it's not been a secret that communist China sells political dissidents organs. In fact, it's in brochures going back over two decades that the Chinese government advertises they have the freshest organs.
[48:53.740 --> 49:02.740]  Translates out of English freshest. And most of the surgeries don't have it in China. They fly them into Japan.
[49:02.740 --> 49:06.740]  The organs, just a 30 minute flight. And then you get your fresh organs.
[49:06.740 --> 49:14.740]  Fox News, though, hats off to them has done a big report on this. We're going to be airing it at the start of the next hour.
[49:14.740 --> 49:20.740]  And then I'm going to tie it into the mobile execution vans and some of the history of this. And this is how we stop it is exposing it.
[49:20.740 --> 49:30.740]  This is who the left says is our moral superior to the Washington Post says, you know, they hope GZP can quote destroy Trump to quote save America.
[49:30.740 --> 49:39.740]  Again, if Hitler's got one championship belt for mass murder, China's got five.
[49:39.740 --> 49:43.740]  It's unbelievable. So that's coming up.
[49:43.740 --> 49:50.740]  And so much more. And I didn't get to this yesterday. George Soros has topped himself in the New York Times.
[49:50.740 --> 49:56.740]  He actually says, I'm going to bend God's will to mine.
[49:56.740 --> 50:01.740]  Whoa, you talk about a Satanist man. That is a say Tannick statement.
[50:01.740 --> 50:07.740]  And that's a statement asking for it as well. But that's the nature of these little fork tailed guys.
[50:07.740 --> 50:12.740]  And so you got to hand it to him. I'm going to be getting to that as well.
[50:12.740 --> 50:18.740]  But can you imagine being that delusional, the bad luck to say on something like that?
[50:18.740 --> 50:24.740]  I can like even repeating what he just said, but live long and prosper there, buddy.
[50:24.740 --> 50:32.740]  So we're going to be breaking all that down.
[50:32.740 --> 50:37.740]  I want to get, though, more into this Baghdadi raid and how the media has been demonizing Trump.
[50:37.740 --> 50:42.740]  And just how pathetic it is and how Trump came out with the cure for cancer.
[50:42.740 --> 50:47.740]  They'd say, hey, that's going to lay doctors off. But first we had a caller yesterday talk about this product.
[50:47.740 --> 50:50.740]  And we sold a third of it off the shelves.
[50:50.740 --> 50:54.740]  We don't have more of this coming in until four months in the next year. Living defense.
[50:54.740 --> 51:05.740]  Here's what the caller had to say.
[51:05.740 --> 51:10.740]  Hey, Steve, how you doing? Hey, Alex. Oh, my God. Long time listener.
[51:10.740 --> 51:16.740]  First time caller. Alex, I got to tell you, man, I don't care what anybody has ever said about you.
[51:16.740 --> 51:21.740]  You have read more human beings than anybody on planet Earth.
[51:21.740 --> 51:25.740]  And God bless you. Everything you stand for, everything you've done.
[51:25.740 --> 51:29.740]  You are the best, man. I mean, it's absolutely true.
[51:29.740 --> 51:34.740]  When I heard you today with this live call and you encouraged people to call in, I said, that's it, man.
[51:34.740 --> 51:39.740]  I'm just going to break down. I got to tell you, look, in January 2016, I went in the hospital.
[51:39.740 --> 51:43.740]  I went in the VA hospital out here in Boise and I was in there until June.
[51:43.740 --> 51:51.740]  And one of the only things that got me through that ordeal was listening to info wars every day for three hours a day.
[51:51.740 --> 51:55.740]  And I kept hearing Dr. Group and all you guys talking about living defense.
[51:55.740 --> 52:02.740]  Let me tell you something, man. I had an internal digestive problem and I suffered with it for about five or six years.
[52:02.740 --> 52:06.740]  And the doctors, they tried every test. Nobody could figure out what it is.
[52:06.740 --> 52:10.740]  And then every day when I kept hearing you and Dr. Group and those commercials, I said, you know what?
[52:10.740 --> 52:15.740]  Get me some of that freaking living defense. Now, I wasn't supposed to have any nutritionals because they don't want you to have it.
[52:15.740 --> 52:21.740]  But I ordered it, had it shipped to me. I got it. I hid it from the nurses. I started taking it, man.
[52:21.740 --> 52:28.740]  That stuff changed my life. It saved my life. Alex Jones and info wars saved my life. Listen, man.
[52:28.740 --> 52:33.740]  If there's any veteran out there, I don't give you travel though, anybody's traveled overseas.
[52:33.740 --> 52:38.740]  You absolutely owe it to yourself to get two bottles of that living defense.
[52:38.740 --> 52:43.740]  It's true, folks, we don't sell anything unless it's the highest quality and living defense is over the top good.
[52:43.740 --> 52:49.740]  We're not making this up. Just like our information is game changing, the products are game changing.
[52:54.740 --> 53:00.740]  And ladies and gentlemen, even though I could sell this over the next four months for $39.95,
[53:00.740 --> 53:04.740]  it's retail because it costs us well over $10 a bottle.
[53:04.740 --> 53:11.740]  I'm selling it for $19.95 right now until it sells out because I want you to experience it.
[53:11.740 --> 53:15.740]  And then once it works great for you, well, then I want you to tell other people about it.
[53:15.740 --> 53:19.740]  That's how this works. Living defense. Look at that big old giant bottle.
[53:19.740 --> 53:25.740]  I mean, it's jam packed in there and you take a regiment of this, ladies and gentlemen.
[53:25.740 --> 53:29.740]  And most people have issues and then it really helps them.
[53:29.740 --> 53:35.740]  Well, that means that you were parasite free. This gets down to the microscopic right up to the big old buggers.
[53:35.740 --> 53:45.740]  All right, let's go to the media demonizing Trump for having the military kill back daddy and bringing peace to Syria to a great extent
[53:45.740 --> 53:49.740]  because they don't want peace to break out. Here's just part of what they were saying.
[53:49.740 --> 53:53.740]  Not wanting to go through the main door because that was booby trapped.
[53:53.740 --> 54:02.740]  And there was something, it was something really amazing to see. I got to watch it along with General Milley,
[54:02.740 --> 54:07.740]  Vice President Pence, others in the situation room.
[54:07.740 --> 54:12.740]  And we watched it so clearly.
[54:12.740 --> 54:14.740]  How did you, how did you watch it?
[54:14.740 --> 54:19.740]  Well, I don't want to say how, but we had absolutely perfect as though you were watching a movie.
[54:19.740 --> 54:24.740]  It was that in the technology there alone is really great.
[54:24.740 --> 54:35.740]  It bothered me a little bit some of what the president did in providing detail about taking back to the United States pieces of Baghdadi's body.
[54:35.740 --> 54:41.740]  It bothered me a little bit hearing the president talk about that some of that Syrian oil being ours.
[54:41.740 --> 54:46.740]  Because that's what inspires, that's what inspires some extremists.
[54:46.740 --> 54:55.740]  I wonder here if this type of killing only reinforces the ideology of Baghdadi's followers.
[54:55.740 --> 54:57.740]  And in fact, strengthens it.
[54:57.740 --> 55:01.740]  My understanding, interestingly enough, is that-
[55:01.740 --> 55:03.740]  Look, he's with the jihadi right there.
[55:03.740 --> 55:07.740]  My understanding is this woman's next to me says Israel shouldn't exist.
[55:07.740 --> 55:12.740]  And as we know, Trump has turned his back and betrayed the Kurds.
[55:12.740 --> 55:21.740]  Samantha, overnight this news of the raid, the president obviously speaking at great lengths sharing incredible detail about this mission in Syria.
[55:21.740 --> 55:23.740]  What strikes you, what stands out to you?
[55:23.740 --> 55:28.740]  Well, this is obviously a major accomplishment, but from a counterterrorism perspective,
[55:28.740 --> 55:33.740]  the president's engagement with the media on this, Brian, is pretty surprising to me.
[55:33.740 --> 55:34.740]  This is a high-risk period.
[55:34.740 --> 55:39.740]  Immediately after a special operation like this, there is increased risk of retaliatory attacks
[55:39.740 --> 55:43.740]  and risk to human sources on the ground in Syria, for example.
[55:43.740 --> 55:47.740]  The level of detail that President Trump went into in that press conference
[55:47.740 --> 55:50.740]  increases the risk to sources that may still be on the ground.
[55:50.740 --> 55:54.740]  It's really unprecedented when you think about how much detail he actually went into.
[55:54.740 --> 55:56.740]  Are you saying it's irresponsible?
[55:56.740 --> 55:57.740]  I think it is irresponsible.
[55:57.740 --> 55:59.740]  I think it put sources at risk.
[55:59.740 --> 56:00.740]  You know, let's just stop.
[56:00.740 --> 56:02.740]  I played a lot of this last night.
[56:02.740 --> 56:03.740]  I can't listen anymore.
[56:03.740 --> 56:06.740]  There's like three more minutes of it.
[56:06.740 --> 56:07.740]  There's even more today.
[56:07.740 --> 56:09.740]  You've all seen it.
[56:09.740 --> 56:15.740]  Obama started the Arab Spring and overthrew our allies in Egypt and other areas
[56:15.740 --> 56:17.740]  and put the worst people in charge.
[56:17.740 --> 56:20.740]  He worked with his cousin, Odinga, to try to overthrow Kenya.
[56:20.740 --> 56:24.740]  And those guys are connected, of course, to the attacks on the shopping malls and the rest of it.
[56:24.740 --> 56:27.740]  I mean, it's incredible how criminal Obama was.
[56:27.740 --> 56:31.740]  And Hillary was involved in Benghazi and getting the weapons in to Syria.
[56:31.740 --> 56:35.740]  That's what that was all about and covering that up.
[56:35.740 --> 56:40.740]  We first broke all that and then Obama grandstanded over the bin Laden thing that was totally phony.
[56:40.740 --> 56:44.740]  So they had to kill the largest number of Navy SEALs that were killed, 23 at one time.
[56:44.740 --> 56:46.740]  Remember?
[56:46.740 --> 56:48.740]  On that helicopter, they were ordered on it.
[56:48.740 --> 56:49.740]  They said, is this a setup?
[56:49.740 --> 56:50.740]  They're like, bye-bye.
[56:50.740 --> 56:56.740]  Blew the helicopter up because they know they killed a body double and they noticed it.
[56:56.740 --> 56:57.740]  They figured it out.
[56:57.740 --> 57:02.740]  They didn't play along with it, so they had to die.
[57:02.740 --> 57:07.740]  Now, if you see a helicopter with all the people that did this raid blow up, then things are getting suspicious.
[57:07.740 --> 57:09.740]  But that's not Trump's style, ladies and gentlemen.
[57:09.740 --> 57:10.740]  He doesn't stage things.
[57:10.740 --> 57:16.740]  And he knows if he tried to stage something, all his enemies around him would release the info.
[57:16.740 --> 57:17.740]  He'd be compromised like that.
[57:17.740 --> 57:25.740]  That's why this fits into Trump trying to shut down the war, trying to make a deal with all the different factions.
[57:25.740 --> 57:27.740]  And now the Kurds have their homeland.
[57:27.740 --> 57:31.740]  And now Turkey has got its buffer zone and then most of Syria is intact.
[57:31.740 --> 57:37.740]  But the globalist plan was to break the country in three whole big parts and give Islamic State a place to operate out of.
[57:37.740 --> 57:39.740]  No, that globalist plan failed.
[57:39.740 --> 57:45.740]  And better parts of our Pentagon that are not evil were the ones eight years ago that blew the whistle on Obama and Hillary.
[57:45.740 --> 57:47.740]  And how evil their plan was, it said no.
[57:47.740 --> 57:48.740]  So our whole government isn't evil.
[57:48.740 --> 57:54.740]  And that part of the government's been working with the American people to get Trump in and restore the country and to stand up to the Shaiqams.
[57:54.740 --> 57:57.740]  That's exciting.
[57:57.740 --> 57:58.740]  Hey, Steve, how you doing?
[57:58.740 --> 57:59.740]  Hey, Alex.
[57:59.740 --> 58:03.740]  Oh, my God. Long time listener, first time caller.
[58:03.740 --> 58:06.740]  Look, in January 2016, I went in the hospital.
[58:06.740 --> 58:08.740]  I went in the VA hospital out here in Boise.
[58:08.740 --> 58:10.740]  And I was in there until June.
[58:10.740 --> 58:13.740]  And I kept hearing Dr. Group and all you guys talking about living defense.
[58:13.740 --> 58:14.740]  Let me tell you something, man.
[58:14.740 --> 58:20.740]  I had an internal digestive problem and I stuck with it for about five or six years.
[58:20.740 --> 58:22.740]  And the doctors, they tried every test.
[58:22.740 --> 58:24.740]  Nobody could figure out what it is.
[58:24.740 --> 58:28.740]  And then every day when I kept hearing you and Dr. Group and those commercials, I said, you know what?
[58:28.740 --> 58:30.740]  Some will get me some of that freaking living defense.
[58:30.740 --> 58:33.740]  Now, I wasn't supposed to have any nutritional because they don't want you to have it.
[58:33.740 --> 58:35.740]  But I ordered it, had it shipped to me.
[58:35.740 --> 58:36.740]  I got it.
[58:36.740 --> 58:37.740]  I hid it from the nurses.
[58:37.740 --> 58:38.740]  I started taking it.
[58:38.740 --> 58:40.740]  Man, that stuff changed my life.
[58:40.740 --> 58:41.740]  It saved my life.
[58:41.740 --> 58:44.740]  If there's any veteran out there, I don't give you travel though.
[58:44.740 --> 58:51.740]  Anybody who's traveled overseas, you absolutely owe it to yourself to get two bottles of that living defense.
[58:51.740 --> 58:52.740]  It's true, folks.
[58:52.740 --> 58:55.740]  We don't sell anything unless it's the highest quality.
[58:55.740 --> 58:58.740]  And living defense is over the top good.
[59:25.740 --> 59:32.740]  So, a real terrorist, Alex Jones, has been on air with that gravely evil male voice,
[59:32.740 --> 59:38.740]  telling you to look into how iodine's good for your body and essential and how fluoride's bad.
[59:38.740 --> 59:41.740]  Listen, that's a conspiracy theory, okay?
[59:41.740 --> 59:43.740]  There's no medical journals.
[59:43.740 --> 59:44.740]  There's no facts.
[59:44.740 --> 59:46.740]  You need fluoride.
[59:46.740 --> 59:56.740]  Take extra fluoride and then you don't have to think anymore and just go to sleep when I talk to you real soft like this.
[1:00:17.740 --> 1:00:20.740]  1984 is 1776.
[1:00:20.740 --> 1:00:24.740]  You're listening to the Alex Jones show.
[1:00:24.740 --> 1:00:25.740]  It is true.
[1:00:25.740 --> 1:00:30.740]  Thanks to your help, M4's relaunched Americana worldwide.
[1:00:30.740 --> 1:00:36.740]  I believed if we promoted what made the country great, people would rediscover it.
[1:00:36.740 --> 1:00:45.740]  But it had to be rediscovered right when the globalists uncloked themselves with their anti-family, anti-God, anti-nation, anti-free market agenda.
[1:00:45.740 --> 1:00:53.740]  And right as they announced their world government and the fact that they're coming for your son's balls, literally as a sacrament,
[1:00:53.740 --> 1:01:01.740]  we had created the nucleus that's now gone supernova.
[1:01:01.740 --> 1:01:04.740]  We'll be back after this special report.
[1:01:04.740 --> 1:01:09.740]  For an American film to crack the Chinese market, certain themes cannot be portrayed,
[1:01:09.740 --> 1:01:15.740]  certain products must be taken out, and certain speech must be limited.
[1:01:15.740 --> 1:01:20.740]  Hollywood is relying more and more on China to make profits on their movies.
[1:01:20.740 --> 1:01:25.740]  So that means our films are being written with China in mind.
[1:01:25.740 --> 1:01:27.740]  If you control America, you can control the world.
[1:01:27.740 --> 1:01:29.740]  That's the big secret.
[1:01:29.740 --> 1:01:32.740]  And of course, if you're informed, it's not a secret at all.
[1:01:32.740 --> 1:01:35.740]  But to the ignorant, quite a bit is secret.
[1:01:35.740 --> 1:01:40.740]  Let's go all the way back to the first century B.C.
[1:01:40.740 --> 1:01:47.740]  It was in that century that a rather obscure philosopher by the name of Epictetus,
[1:01:47.740 --> 1:01:52.740]  who lived in the kingdom of Phrygia, had this to say.
[1:01:52.740 --> 1:01:55.740]  He said, appearances are of four kinds.
[1:01:55.740 --> 1:02:02.740]  Things either are as they appear to be, or they neither are nor appear to be,
[1:02:02.740 --> 1:02:09.740]  or they are but do not appear to be, or they are not, and yet appear to be.
[1:02:09.740 --> 1:02:13.740]  Actually, I was convinced after I read that that if Epictetus had been alive today,
[1:02:13.740 --> 1:02:16.740]  he surely would have been a Harvard professor of banking,
[1:02:16.740 --> 1:02:23.740]  and probably would have written the definitive textbook on the Federal Reserve System.
[1:02:23.740 --> 1:02:29.740]  Occult just simply means hidden, and we fight occult left-hand-path powers
[1:02:29.740 --> 1:02:34.740]  who wish to keep humanity in the dark, I wish to bring humanity into the light,
[1:02:34.740 --> 1:02:38.740]  the true light of God, not the false light of Lucifer, their God.
[1:02:38.740 --> 1:02:43.740]  For example, after-school Satan clubs, which are causing a stir in places like Arizona.
[1:02:43.740 --> 1:02:45.740]  Satan, you bring up Satanist and you elicit a reaction.
[1:02:45.740 --> 1:02:49.740]  Especially when you think about putting it into schools somehow, some way.
[1:02:49.740 --> 1:02:51.740]  And with snacks and things like that.
[1:02:51.740 --> 1:02:55.740]  The promotional materials for after-school Satan include this cheery logo
[1:02:55.740 --> 1:02:58.740]  and a YouTube video that resembles a horror movie.
[1:02:58.740 --> 1:03:03.740]  But despite the catch, Grieve says the after-school Satan campaign highlights a serious issue.
[1:03:03.740 --> 1:03:09.740]  Across the country, so-called good news clubs, sponsored by the Child Evangelism Fellowship,
[1:03:09.740 --> 1:03:13.740]  are pitching fundamentalist Christianity in public schools.
[1:03:13.740 --> 1:03:19.740]  Just the very idea that we were applying to have nine after-school Satan clubs to counteract them
[1:03:19.740 --> 1:03:23.740]  brought the good news clubs into public consciousness, which was already a win for us.
[1:03:23.740 --> 1:03:27.740]  There's the manger seeing with baby Jesus, and there's the candlesticks in the menorah for Hanukkah.
[1:03:27.740 --> 1:03:30.740]  Both of those put up by religious groups.
[1:03:30.740 --> 1:03:33.740]  Well, those groups, not too thrilled with this latest installment,
[1:03:33.740 --> 1:03:36.740]  a statue from the Satanic Temple of Chicago.
[1:03:36.740 --> 1:03:38.740]  And the statue is more than offensive to many.
[1:03:38.740 --> 1:03:41.740]  It was created in response to a monument of the Ten Commandments
[1:03:41.740 --> 1:03:45.740]  placed here on the grounds of the state courthouse in Oklahoma City.
[1:03:45.740 --> 1:03:50.740]  Ultimately, the temple says that's where they want to place their nine-foot statue permanently.
[1:03:50.740 --> 1:03:54.740]  The Satanist wasn't happy with what a Christian minister was preaching.
[1:03:54.740 --> 1:03:57.740]  I love you too.
[1:04:04.740 --> 1:04:08.740]  So you could hear the crowd obviously was not pleased with what he was saying
[1:04:08.740 --> 1:04:11.740]  and did support law enforcement escorting the man out.
[1:04:11.740 --> 1:04:14.740]  The Baphomet statue sat in the center of the rally,
[1:04:14.740 --> 1:04:18.740]  but comments about the lawmaker who spearheaded the push to bring the Ten Commandments to the Capitol
[1:04:18.740 --> 1:04:20.740]  took center stage.
[1:04:20.740 --> 1:04:24.740]  So here we are, ladies and gentlemen, in this moment
[1:04:24.740 --> 1:04:29.740]  where there is a battle by all these different factions over control of the United States
[1:04:29.740 --> 1:04:32.740]  and almost everybody's hedging their bets, doctor.
[1:04:32.740 --> 1:04:34.740]  And no one's sure who's really going to come out on top.
[1:04:34.740 --> 1:04:36.740]  But they do know this.
[1:04:36.740 --> 1:04:41.740]  If you support President Trump, you get threatened, you get audited, you get harassed,
[1:04:41.740 --> 1:04:44.740]  you get spied on, you get killed.
[1:04:44.740 --> 1:04:49.740]  And then Trump, he just sits up there and promotes Americana
[1:04:49.740 --> 1:04:51.740]  and the belief in the country.
[1:04:51.740 --> 1:04:54.740]  But because he's not a dictator and isn't really in control,
[1:04:54.740 --> 1:04:56.740]  he can't even protect his own people.
[1:05:06.740 --> 1:05:09.740]  Please listen to this information because it can save your life
[1:05:09.740 --> 1:05:11.740]  and it can save the life of others.
[1:05:11.740 --> 1:05:14.740]  There couldn't be more critical information for your physical body.
[1:05:14.740 --> 1:05:16.740]  God's more important when it comes to your soul,
[1:05:16.740 --> 1:05:19.740]  but this is most important when it comes to your body.
[1:05:19.740 --> 1:05:26.740]  If people didn't know that you put motor oil in a car's oil container to lube the engine,
[1:05:26.740 --> 1:05:29.740]  they might be able to be conned and think you put salt water in it,
[1:05:29.740 --> 1:05:32.740]  but it would seize up the engine pretty much instantly.
[1:05:32.740 --> 1:05:34.740]  Well, if they put fluoride in the human body,
[1:05:34.740 --> 1:05:37.740]  it causes cancer, dumps us down and destroys fertility.
[1:05:37.740 --> 1:05:40.740]  If you put the good halogen in the body, high-quality iodine,
[1:05:40.740 --> 1:05:45.740]  it's like putting good, high-quality motor oil in the car that's supposed to run on it.
[1:05:45.740 --> 1:05:46.740]  It's that simple.
[1:05:46.740 --> 1:05:49.740]  Find out about the iodine conspiracy at m4store.com
[1:05:49.740 --> 1:05:52.740]  and find out what the globalists hope that you do not research this information.
[1:05:52.740 --> 1:05:56.740]  Ladies and gentlemen, whatever you do, research iodine deficiency.
[1:05:56.740 --> 1:05:58.740]  It's the key to everything.
[1:05:58.740 --> 1:06:01.740]  And then go and take advantage of the 60% off combo
[1:06:01.740 --> 1:06:03.740]  with our two different types of high-quality iodine
[1:06:03.740 --> 1:06:16.740]  and biotrystallinium at m4store.com today.
[1:06:33.740 --> 1:06:43.740]  And it's time for humanity to stand up in the Info War
[1:06:43.740 --> 1:06:45.740]  and say, I don't know what's going to happen at the end of this,
[1:06:45.740 --> 1:06:51.740]  but you want to fight, you better believe you got one.
[1:06:51.740 --> 1:06:57.740]  From the front lines of the Information War, it's Alex Jones.
[1:06:57.740 --> 1:07:14.740]  Ladies and gentlemen, thank you so much for joining us on this live Monday edition.
[1:07:14.740 --> 1:07:17.740]  Please don't forget the very existence of this broadcast still being on air
[1:07:17.740 --> 1:07:21.740]  and still reaching millions every day is a testament to the fact
[1:07:21.740 --> 1:07:23.740]  that there's not just evil in this universe.
[1:07:23.740 --> 1:07:28.740]  There's not just the will of the corrupt and the twisted.
[1:07:28.740 --> 1:07:32.740]  There is the will of the good and those that want to stand up for what's right
[1:07:32.740 --> 1:07:35.740]  and those that are not intimidated by the globalist.
[1:07:35.740 --> 1:07:39.740]  In fact, we are scared of not taking action against them
[1:07:39.740 --> 1:07:43.740]  and letting the world be completely turned over to these monsters.
[1:07:43.740 --> 1:07:45.740]  There is no bottom to these individuals.
[1:07:45.740 --> 1:07:49.740]  They have resonated to pure darkness and that is who they serve.
[1:07:49.740 --> 1:07:54.740]  Now, I want to get to some really important positive news right now.
[1:07:54.740 --> 1:07:59.740]  It's also very macabre and very terrifying and beyond anything that Hollywood could ever try to imagine
[1:07:59.740 --> 1:08:02.740]  because truth is stranger than fiction.
[1:08:02.740 --> 1:08:08.740]  And then I'm going to open the phones up specifically for first-time callers again
[1:08:08.740 --> 1:08:12.740]  on the Baghdadi raid and those doubting that it happened,
[1:08:12.740 --> 1:08:15.740]  on the attempts to plunge the economy.
[1:08:15.740 --> 1:08:18.740]  You've heard that they've banned the okay sign.
[1:08:18.740 --> 1:08:22.740]  They'll throw you out of college for using it, whatever, because the ADL is God.
[1:08:22.740 --> 1:08:26.740]  Well, now Oxford University is banning clapping, saying it's shameful.
[1:08:26.740 --> 1:08:31.740]  Members, a few months ago we played the clip of people blowing up at a diversity thing
[1:08:31.740 --> 1:08:34.740]  at a college meeting and they're saying, stop clapping, it's evil, it's horrible.
[1:08:34.740 --> 1:08:37.740]  Well, we're going to break that down.
[1:08:37.740 --> 1:08:41.740]  At the birthplace of modern free speech, Oxford, it's just incredible
[1:08:41.740 --> 1:08:43.740]  how all of this is getting more and more insane.
[1:08:43.740 --> 1:08:53.740]  But it's designed to overthrow civilization by inflicting us with mass delirium, fever swamps, and mental illness.
[1:08:53.740 --> 1:08:55.740]  We'll also get into a report I haven't played yet.
[1:08:55.740 --> 1:08:58.740]  It's up on infowars.com.
[1:08:58.740 --> 1:09:00.740]  UN takes over.
[1:09:00.740 --> 1:09:07.740]  Utah taxpayer-funded venue claims it's international territory.
[1:09:07.740 --> 1:09:09.740]  Wow, wait till you see that.
[1:09:09.740 --> 1:09:11.740]  That's got so many angles.
[1:09:11.740 --> 1:09:17.740]  A huge report here with George Soros making a statement that he will control God's will
[1:09:17.740 --> 1:09:20.740]  and that he will bend God to his will.
[1:09:20.740 --> 1:09:22.740]  That's in the New York Times.
[1:09:22.740 --> 1:09:23.740]  I'm attacked as well.
[1:09:23.740 --> 1:09:27.740]  We're going to get into all of that coming up.
[1:09:27.740 --> 1:09:31.740]  But I want to open the phones up on any subject you wish to discuss, as long as you're a first-time caller.
[1:09:31.740 --> 1:09:35.740]  And that means if you called in before but didn't get on, it looked like 15 calls or so they were staying.
[1:09:35.740 --> 1:09:38.740]  But the last three didn't get on, you go to the front of the line as well.
[1:09:38.740 --> 1:09:45.740]  The number to join us is 877-789-2539-877-789.
[1:09:45.740 --> 1:09:50.740]  Alex, 877-789-2539.
[1:09:50.740 --> 1:10:03.740]  877-789-2539 to give us your take and your view on just all of the amazing things that are taking place and unfolding right now.
[1:10:03.740 --> 1:10:10.740]  Now, I want to get to this report because up until about 15 years ago,
[1:10:10.740 --> 1:10:16.740]  the media would talk about China selling political dissidents organs, Buddhist, Christian, you name it.
[1:10:16.740 --> 1:10:22.740]  And they even have mobile execution vans that anybody can just type in mobile execution vans in China.
[1:10:22.740 --> 1:10:29.740]  And China is proud of up to 15 vans per major city that just drive around these mobile execution vans.
[1:10:29.740 --> 1:10:31.740]  And people don't even know when they're going to be executed.
[1:10:31.740 --> 1:10:34.740]  There's no judge, there's no jury, there's nothing.
[1:10:34.740 --> 1:10:39.740]  And then they take them from the facilities, they gut them on the way to the airport,
[1:10:39.740 --> 1:10:43.740]  and then they load them on ice and fly them into Japan, the US, you name it.
[1:10:43.740 --> 1:10:51.740]  China's death buses delivered executions, organ harvesting on the go, gizmodo.
[1:10:51.740 --> 1:10:58.740]  China's high-tech death vans where criminals are executed and their organs are sold on the black market.
[1:10:58.740 --> 1:11:02.740]  Now, Fox News is finally getting into this because now America understands that under Obama,
[1:11:02.740 --> 1:11:04.740]  we were totally sold up to China.
[1:11:04.740 --> 1:11:05.740]  Now that's changing.
[1:11:05.740 --> 1:11:09.740]  Survivors and victims on shocking state sanction, organ harvesting in China.
[1:11:09.740 --> 1:11:13.740]  These are the folks trying to tell us how we can speak, what we can do.
[1:11:13.740 --> 1:11:25.740]  So here is part of that Fox News report that's so critical to get out to everybody you know.
[1:11:25.740 --> 1:11:28.740]  Let me tell you guys the clip we're going to go to here, let me just pull it up for you right now.
