[00:00.000 --> 00:27.480]  The
[47:53.440 --> 47:57.120]  how many women and men go to Hollywood, they get in a TV show, they get in a movie,
[47:57.120 --> 48:03.200]  they make a few million dollars and they commit suicide. You know, Hollywood stars have the
[48:03.200 --> 48:09.760]  highest suicide rate there is because it's empty and they were talented real people and they went
[48:09.760 --> 48:19.680]  and gave themselves to something that was destructive. So the reason I tell that part
[48:19.680 --> 48:31.840]  of the story is that's how you get the entrance into it. And so I'd already rejected Hollywood
[48:33.120 --> 48:40.240]  completely 10 years ago. And the crazy part about it was it's like a woman. Once you don't want them,
[48:40.240 --> 48:45.120]  they really want you. It's like, okay, here's a $3 million deal to star in this movie.
[48:45.120 --> 48:59.200]  It's a space fantasy movie. And you're a space captain. And I remember they told me the movie
[49:00.160 --> 49:05.840]  and like six years later, I'm in the theater watching this big, huge movie. And I'm like,
[49:05.840 --> 49:10.960]  wow, it would have been cool to play that guy, but it's like the most valuable thing in my life
[49:10.960 --> 49:15.200]  other than my children and doing the right thing. Well, it's not most valuable, but like for things
[49:15.200 --> 49:21.680]  like that is that that's a big giant franchise. You know, Kurt Russell was in the second one.
[49:22.160 --> 49:29.440]  And I turned it down. How freaking cool is that, man? That is like incredibly valuable to me
[49:29.920 --> 49:36.480]  that in the final equation, they were offering me major huge movies just to join Satan.
[49:36.480 --> 49:44.080]  I remember Mark Dice called me up about eight years ago and he goes, he goes, it's a it's
[49:44.080 --> 49:49.600]  just crazy. You know, you're involved in the same TV production company, I know, because they put
[49:49.600 --> 49:53.920]  out this Ventura show. I got up in this meeting with the head guy and he wanted me to worship
[49:53.920 --> 50:00.480]  Lucifer. I said, yeah, I know, Mark. Well, I refuse. I said, I know he was going to have a
[50:00.480 --> 50:10.320]  Nicky six national TV show and Mark Dice is a good guy. He told him, piss up a rope. He wasn't
[50:10.320 --> 50:18.240]  getting on his knees in that conference room to the devil. I mean, the general public has no
[50:18.240 --> 50:24.640]  idea how all this works. Ladies and gentlemen, no idea.
[50:24.640 --> 50:30.480]  So if I was going to tell you about Donald Trump,
[50:34.880 --> 50:36.560]  I'd have to tell you about that, wouldn't I?
[50:44.480 --> 50:51.360]  So should, should I tell you about Donald Trump? It's not like I'm even holding it back or like
[50:51.360 --> 50:57.840]  wetting the appetite. It's like, how do I explain this correctly? Because I've described this a
[50:57.840 --> 51:02.560]  thousand times. I'll do it again. If you're at the Grand Canyon and you've never, you're trying to
[51:02.560 --> 51:07.120]  tell a family member, it's never been at the Grand Canyon about being at the one, one of the main
[51:07.120 --> 51:11.840]  lookouts. You've never seen anything like it. Like you're looking 20 miles at a canyon. It's, it's
[51:11.840 --> 51:16.560]  like, then you never see anything like it. You're like telling family, yeah, you got to go to the
[51:16.560 --> 51:23.840]  Grand Canyon. It's incredible. They go, what's it like? You got to see it. One time I was somewhere
[51:23.840 --> 51:30.160]  in Colorado. I forget driving and I came to these mountains in this pass and it looked like Valhalla
[51:30.160 --> 51:35.680]  with these green fields and, and, and the, and the, and the mountains and the clouds and the sun.
[51:35.680 --> 51:42.160]  It was so beautiful with a rainbow. I like pulled the car over and I was like, this isn't even real.
[51:42.160 --> 51:49.600]  You know what I mean? It's kind of like those moments. Everything Hollywood has to offer is
[51:49.600 --> 51:57.280]  like eating glass coated in rotten meat and then everything God has to offer is like Valhalla and
[51:57.280 --> 52:02.880]  your beautiful wife and your amazing children and, and, and, and, and everything that's strong and
[52:02.880 --> 52:10.960]  it's like, why would it, because people want the grass on the other side. So I've got all this news
[52:10.960 --> 52:14.720]  and I've got a big guest coming up and I really want to be able to cover all this.
[52:16.320 --> 52:20.240]  But I just want you to know that rejecting the system is the answer
[52:21.680 --> 52:27.760]  and rejecting the establishment is the answer and the idea that you drive an old crappy car and
[52:29.520 --> 52:35.760]  all the rest of it, you got varicose veins on your hips. That isn't you. Your connection to God
[52:35.760 --> 52:41.520]  is you and that's beautiful and I see people that have the most wrecked old messed up bodies,
[52:41.520 --> 52:47.040]  but they've got God, their eyes are beautiful. I can see their spirit. They are amazing and I
[52:47.040 --> 52:52.320]  see the most beautiful people that don't have God and their eyes are dead and they're not attractive.
[52:52.320 --> 52:58.080]  It's like a woman that has God is even their body's not that good. It doesn't matter. They're
[52:58.080 --> 53:03.280]  beautiful. A woman that serves Satan could be the most beautiful body you ever imagined. It's
[53:03.280 --> 53:11.840]  like a plastic mannequin. It's not real. Speaking of that, I'm not some angel. I just love justice
[53:11.840 --> 53:16.400]  and freedom and I got to fund my operation against the enemy in this world and all the systems they
[53:16.400 --> 53:22.080]  have and it's your financial support that breaks the will of the globalist. And so everyone needs
[53:22.080 --> 53:25.760]  durable food. We have the best highest quality you're going to find out there that's ready to
[53:25.760 --> 53:30.880]  ship to you and your family and info or store.com. We have a big super sale that's going to have to
[53:30.880 --> 53:34.560]  end on this weekend. Some of these things are going to have to be taken off the next few days
[53:34.560 --> 53:40.720]  because they're about to sell out like info or protein bars, eight pack power stack, X2 DNA
[53:40.720 --> 53:47.200]  Force plus living defense, real red pill, real red pill plus ultra 12. This is all 30 to 60% off.
[53:47.200 --> 53:52.720]  These are all great products, stuff made by God here on the planet and that funds our operation.
[53:52.720 --> 53:58.880]  I suggest you take advantage of it, but I've got so much news to cover here, but I just first wanted
[53:58.880 --> 54:05.760]  to get up here and say I reject Hollywood and I reject Satan and I reject their system and I don't
[54:05.760 --> 54:10.880]  need them to be whole and be empowered. In fact, embracing them is like living death.
[54:11.920 --> 54:16.720]  Instead of not needing them, it's like you're about to go swimming and somebody goes, can I tie
[54:17.360 --> 54:21.120]  a giant lead weight 100 pounds to your body and you're like, I don't need that effect. I don't
[54:21.120 --> 54:31.120]  want that. But it's a lead weight. I mean, it's cool. CNN said so. No. I don't want that bowling
[54:31.120 --> 54:36.800]  ball tied around me. Reject the globalist. Reject Microsoft. Reject Bill Gates. Reject
[54:36.800 --> 54:41.840]  Satan. Renounce Satan. Embrace Christ. Jesus Christ.
[54:41.840 --> 54:51.120]  This is the end, my friends. My only friends, the end of our elaborate plans, the end
[54:51.920 --> 54:59.280]  of everything that stands the end. The safety, the delusion. It's all over, ladies and gentlemen,
[54:59.920 --> 55:06.800]  because there was only the mirage of safety. Movies and partying and living like children,
[55:06.800 --> 55:12.480]  never growing up, never caring about other people. This delivered us into the hands of tyranny.
[55:13.200 --> 55:17.840]  Just like the history book show, it's just like the Bible states. Every time Israel became corrupt
[55:17.840 --> 55:23.600]  and evil and turned away from God, they were brought into captivity because their people
[55:23.600 --> 55:29.520]  sold out to special interest and were infiltrated by spies and then they were enslaved. We are
[55:29.520 --> 55:36.400]  repeating that again today. Compliance and going along with this system leads to absolute bondage.
[55:37.200 --> 55:42.480]  Info wars has decided to fight for freedom. Info wars has had great victory thanks to your support
[55:42.480 --> 55:49.360]  and your prayers. The panic that has been orchestrated by the global corporatist media
[55:49.360 --> 55:55.600]  and the chai comms is going to now trigger a worldwide depression. In fact, we're already
[55:55.600 --> 56:00.400]  into the worldwide depression and the death sentence for the third world, but it's critical to
[56:00.400 --> 56:07.440]  understand that the longer the shutdown persists, the worse it's going to be. A month of shutdown
[56:07.440 --> 56:12.480]  will destroy decades of wealth that's been built up in a complex economy. That's why we've always
[56:12.480 --> 56:17.040]  said it's important to be a prepper and to be somewhat self-sufficient because the globalists
[56:17.040 --> 56:22.400]  want to make us all dependent so that we're under their control. They've admitted all of this.
[56:22.400 --> 56:29.280]  So remember, how does info wars continue years and decades in many cases to be able to predict
[56:29.280 --> 56:34.800]  things before they happen because we're following the globalist blueprint and their battle plan
[56:34.800 --> 56:39.600]  and yes, it's dystopic and yes, it's scary, but denying it and letting them carry it out
[56:39.600 --> 56:55.040]  is a thousand times more scary. It's time to stop the denial and realize what's really happening.
[57:10.560 --> 57:17.680]  On inauguration day 2017, it's likely that not one in a hundred thousand Americans was thinking
[57:17.680 --> 57:21.920]  about Russia. It was the last thing most people were thinking about. The Cold War had ended
[57:21.920 --> 57:28.160]  peacefully more than 25 years before Moscow was no longer America's main strategic rival as it had
[57:28.160 --> 57:33.360]  been for 50 years. Russia had been downgraded instead to the status of a regional power consumed
[57:33.360 --> 57:38.800]  disputes with obscure places like Ukraine. In the American media, there were more stories about
[57:38.800 --> 57:44.880]  Russian alcoholism than there were about Russian ICBMs. But in the White House in Washington that
[57:44.880 --> 57:50.400]  morning, Russia was very much the main topic. It was January 20th, the last day of the Obama
[57:50.400 --> 57:55.920]  administration. Outgoing national security adviser Susan Rice sat down at her desk to write her final
[57:55.920 --> 58:00.880]  memo. Rice described the presidential transition which had been underway for months. Then she
[58:00.880 --> 58:06.320]  wrote this, during a meeting two weeks before, quote, President Obama said he wants to be sure
[58:06.320 --> 58:11.840]  that as we engage with the incoming team, we are mindful to ascertain if there is any reason we
[58:11.840 --> 58:18.400]  cannot share information fully as it relates to Russia. Now, Rice did not explain why Obama's
[58:18.400 --> 58:23.360]  staff felt it might not be possible to give intelligence on Russia to Donald Trump's staff,
[58:23.360 --> 58:27.680]  or for that matter why the Obama people thought they had the right to withhold national security
[58:27.680 --> 58:33.120]  information from an incoming American president who had just won a national election. But Rice
[58:33.120 --> 58:38.560]  didn't need to elaborate. There was only one possible explanation for this. Donald Trump could
[58:38.560 --> 58:44.720]  very well be a Russian agent. Barack Obama himself said he believed that was possible.
[58:44.720 --> 58:51.040]  In Rice's words, quote, the president asked Jim Comey to inform him if anything changes in the
[58:51.040 --> 58:55.760]  next few weeks that should affect how we share classified information with the incoming team.
[58:56.480 --> 59:02.720]  Comey said he would. Now, what exactly does that mean? Here's what it means. The president of
[59:02.720 --> 59:07.280]  the United States turned to the head of the FBI, the most powerful law enforcement official in
[59:07.280 --> 59:13.040]  America, and said, continue to secretly investigate my chief political rival so that I can act against
[59:13.040 --> 59:20.880]  him. Comey's response? Yes, sir. That's what Obama was saying openly. In any normal period
[59:20.880 --> 59:26.320]  in American history, this exchange would define Barack Obama forever. Obama would be known as
[59:26.320 --> 59:31.280]  the disgraced former president who used federal law enforcement to hurt his political enemies.
[59:31.280 --> 59:36.800]  That's what he did. Unfortunately, this is not a normal period. Already today, Obama's order
[59:36.800 --> 59:42.560]  that Comey investigate Donald Trump has been relegated to a little known footnote. Joe Biden
[59:42.560 --> 59:47.680]  happened to be sitting in the room when this happened. Has Biden ever been asked about that?
[59:47.680 --> 59:52.160]  It's possible he never has been. Most media outlets have ignored the origins of the Russian
[59:52.160 --> 59:58.080]  conspiracy hoax completely. And as a result of that, Barack Obama's plan to derail his successor
[59:58.080 --> 1:00:03.920]  unfolded with very little opposition along the way, including from Republicans. The entire
[1:00:03.920 --> 1:00:08.720]  country, therefore, spent the first three years of the Trump administration hyperventilating
[1:00:08.720 --> 1:00:15.520]  about Russian collusion that did not exist. Susan Rice assiduously did her part to help it along.
[1:00:16.080 --> 1:00:21.680]  Here's Rice in July of 2017 a year and a half later, suggesting a network television that the
[1:00:21.680 --> 1:00:49.760]  president of the United States was indeed working for Vladimir Putin. Does that mean you think it's
[1:00:49.760 --> 1:00:54.640]  an open question whether or not he's compromised by Russia? George, I don't know what his motivations
[1:00:54.640 --> 1:01:01.920]  are. I think that's a legitimate question. In fact, it was never a quote legitimate question. It was
[1:01:01.920 --> 1:01:08.080]  a reckless slur, the most reckless possible slur, the kind that damages a whole country along with
[1:01:08.080 --> 1:01:12.880]  a politician it's aimed at. Rice knew perfectly well there was no evidence at all that Donald
[1:01:12.880 --> 1:01:17.840]  Trump had ever worked for Russia. We know that she believed that because she admitted as much under
[1:01:17.840 --> 1:01:22.640]  oath in a closed-door hearing in Congress. As Rice explained to the House Intelligence Committee,
[1:01:22.640 --> 1:01:27.520]  the reason she was willing to accuse Trump officials of treason against their own country
[1:01:27.520 --> 1:01:33.120]  was that some of them seemed unduly worried about the rise of China. Here's what Susan Rice, for
[1:01:33.120 --> 1:01:38.960]  example, said. The four reports on Band-Aub video, he exposes other Hong Kong agents. If you're a
[1:01:38.960 --> 1:01:43.520]  trader against your country, you try to then save those trying to stop one of the traders.
[1:01:43.520 --> 1:01:50.880]  And you know, I feel pathetic that maggots like Susan Rice almost destroyed America.
[1:01:52.880 --> 1:01:59.680]  The lockdown is permanent dictatorship. The lockdown is designed to have the public accept
[1:01:59.680 --> 1:02:07.040]  their basic rights being suspended and a global medical tyranny led by the WHO and the
[1:02:07.040 --> 1:02:13.840]  Bill and the Gates Foundation in full control. Many will submit through fear, others will be bought
[1:02:13.840 --> 1:02:20.640]  off, but in the end, the globalists submit they're building a post-human world. And now that we're
[1:02:20.640 --> 1:02:28.240]  inside the cage, it's going to move very, very quickly into its endgame. Submission to this is a
[1:02:28.240 --> 1:02:35.680]  form of living death and committing the next generation and our own generation to a living hell
[1:02:35.680 --> 1:02:41.440]  that cannot be imagined until you're actually experiencing this. This is your dignity, your
[1:02:41.440 --> 1:02:48.400]  soul, your future being poured inside out. This is a scientific dictatorship to in full control
[1:02:48.400 --> 1:02:51.840]  of humanity for its own selfish, disgusting power trip.
[1:02:51.840 --> 1:03:10.880]  If you are receiving this transmission, you are the resistance. You're listening to Alex Jones.
[1:03:11.920 --> 1:03:16.400]  So thousands of flights a week fly into the United States, thousands into the UK,
[1:03:16.400 --> 1:03:22.080]  hundreds of thousands of people in the UK, millions into the United States, but you're told
[1:03:22.080 --> 1:03:28.400]  stay in your house, you're a criminal, we've got to watch you, you're all suspect. Well Fauci's
[1:03:28.400 --> 1:03:39.600]  ongoing with his Senate hearing right now and in clip 15 we're about to play. Fauci, this Bill Gates
[1:03:39.600 --> 1:03:47.920]  funded creature says that checkpoints and guidelines, identification, isolation, contact
[1:03:47.920 --> 1:03:53.760]  tracing is the key. And remember they put all normal deaths, heart attacks, cancer, the flu,
[1:03:55.840 --> 1:04:04.720]  gunshot wounds, skydiving accidents. If you fall and hit your head, dying, your shower,
[1:04:04.720 --> 1:04:13.360]  COVID-19, that's all confirmed. Oh, but Fauci, who's self quarantining, oh, because the White House
[1:04:13.360 --> 1:04:18.560]  has a contagion, eight secret service, they have thousands of meatpacking employees
[1:04:19.920 --> 1:04:26.560]  that tested positive. No one's sick, asymptomatic, because the tests are a fraud, new test, new disease.
[1:04:27.840 --> 1:04:33.520]  Going along with the fraud when the media says you're a hero. Well, you're a hero for Hitler,
[1:04:33.520 --> 1:04:38.320]  you're a hero for you, Genesis, to depopulate the world, because the first world collapse
[1:04:38.320 --> 1:04:44.320]  means death for the third world. Here's Fauci announcing his reasonable martial law.
[1:04:45.920 --> 1:04:53.120]  I've said many times publicly, what we have worked out is a guideline framework of how you
[1:04:53.120 --> 1:04:59.920]  safely open America again. Let's start it over. What we have worked out is a guideline,
[1:04:59.920 --> 1:05:06.720]  how you safely, I won't tell you how you're safe. You take a Bill Gates vaccine, you wear a mask
[1:05:06.720 --> 1:05:14.960]  and get hypoxia. It doesn't matter all my graphs were 50 times wrong. You do what I say. We're
[1:05:14.960 --> 1:05:22.400]  making a move. Let's hear from him. I've said many times publicly, what we have worked out
[1:05:22.400 --> 1:05:30.560]  is a guideline framework of how you safely open America again. And there are several checkpoints
[1:05:30.560 --> 1:05:37.600]  in that with a gateway first of showing, depending on the dynamics of an outbreak in a particular
[1:05:37.600 --> 1:05:45.600]  region, state, city or area, that would really determine the speed and the pace with which one
[1:05:45.600 --> 1:05:55.200]  does reenter or reopen. So these private groups that are in control, they decide when you reopen.
[1:05:55.200 --> 1:06:04.320]  And big corporations always stay open. You don't stay open. Continue. I get concerned if you have
[1:06:04.320 --> 1:06:10.640]  a situation with a dynamics of an outbreak in an area such that you are not seeing that gradual over
[1:06:10.640 --> 1:06:18.640]  14 day decrease that would allow you to go to phase one. They said five million dead. They said
[1:06:18.640 --> 1:06:22.400]  two million dead. They said, if you don't lock down for 15 days, it all happens. Then when it
[1:06:22.400 --> 1:06:27.040]  didn't happen, and it was 50 times lower, they went, it's because you locked down. But now there's
[1:06:27.040 --> 1:06:32.160]  not a decrease because it's a tiny little graph at the bottom that goes up and down because they
[1:06:32.160 --> 1:06:39.360]  count all deaths. Let's see. Oh, oh, it's not the big thing they said. They're totally wrong. Now
[1:06:39.360 --> 1:06:45.120]  it's like, oh, it's an increase. So they zoom in on this little hump down here to where it looks big.
[1:06:46.080 --> 1:06:50.960]  And this is total fraud. This guy's the biggest fraud I've ever seen in my life.
[1:06:52.720 --> 1:07:01.360]  Oh, he gets concerned. He got $100 million from Bill Gates last November. Let's hear from him.
[1:07:01.360 --> 1:07:08.640]  14 day decrease that would allow you to go to phase one. And then if you pass the checkpoints of phase
[1:07:08.640 --> 1:07:15.760]  one, go to phase two and phase three. What I've expressed then, and again, is my concern that
[1:07:15.760 --> 1:07:23.520]  if some areas, cities, states or what have you, jump over those various checkpoints and prematurely
[1:07:23.520 --> 1:07:30.640]  open up. They pause again. He knows you're lazy. He knows you don't pay attention. They said it'd
[1:07:30.640 --> 1:07:35.120]  be up at five million dead than two million dead than a million dead. And now they're like, it's
[1:07:35.120 --> 1:07:43.360]  bigger than we thought. It's a thousand dead. Oh my goodness, you can't ever go out again. We went
[1:07:43.360 --> 1:07:49.760]  over the number we thought. We're like, it's not five million. It's not two million. I'm sorry,
[1:07:49.760 --> 1:07:56.240]  you don't want anyone to die. Do you? He sounds like some weird Bugs Bunny character.
[1:07:56.240 --> 1:08:03.120]  It's about shutting our economy down. It's about control. It's about driving Trump from office,
[1:08:03.120 --> 1:08:10.720]  and we know it. And now Obama and Hillary and Bill him on the gates. First, it was his wife
[1:08:10.720 --> 1:08:18.000]  attacked Trump this weekend. Oh, you get a D minus. Because you didn't keep things closed.
[1:08:18.720 --> 1:08:23.520]  Bill Gates is like, we're never reopening. It's so happy. Here, let's hear more from Dr. Faustus.
[1:08:23.520 --> 1:08:29.760]  Bill Gates. The ability of being able to respond effectively and efficiently. My concern is that
[1:08:29.760 --> 1:08:35.440]  we will start to see little spikes that might turn into outbreaks. So therefore, I have been
[1:08:35.440 --> 1:08:41.120]  back in the 20 seconds because I told you fake numbers about five million dead and three million
[1:08:41.120 --> 1:08:47.120]  dead, two million dead. Instead of admitting I'm a fraud. Now we're going to look all we have five
[1:08:47.120 --> 1:08:55.360]  cases. We have five cases in South Korea. They got a close. Oh my gosh, we've got 15 cases in
[1:08:55.360 --> 1:09:04.480]  Germany. It's a spike. Look, it's a spike. We're all dead. Sorry, you can't ever open up again.
[1:09:04.480 --> 1:09:11.120]  Let's hear more from Fauci. And prematurely open up without having the capability of being able to
[1:09:11.120 --> 1:09:17.200]  respond effectively and efficiently. Here's something. Oh, remember, we got a 15 days to the
[1:09:17.200 --> 1:09:22.560]  hospitals aren't overwhelmed with the five million dead. Governor Newsom said we had my five million
[1:09:22.560 --> 1:09:33.760]  dead in California. It's like 4,000. Got these people were fraud. But you get the emotion like,
[1:09:33.760 --> 1:09:38.000]  I'm a hero. I'm wearing a mask. I'm a hero. I don't go to work. I'm a hero.
[1:09:38.000 --> 1:09:45.520]  Look, Fauci self-quarantining. Did you hear? They had a breakout in the White House. Some of the
[1:09:45.520 --> 1:09:52.080]  Secret Services had it. Are they sick? Well, no, but it's scary. Bill Gates said I've got to take
[1:09:52.080 --> 1:09:57.520]  a shot and I'm going to take it so I can go out again. Let's hear more from Fauci.
[1:09:58.160 --> 1:10:04.160]  Clear in my message to try to the best extent possible to go by the guidelines which have
[1:10:04.160 --> 1:10:11.280]  been very well sought out and very well delineated. Then pause again. The go by the guidelines that
[1:10:11.280 --> 1:10:19.120]  have been very well thought out and very well delineated. If I said Austin Texas would have no
[1:10:19.120 --> 1:10:24.640]  rain today and it's raining cats and dogs like it is right now, I'd be a bad weather person,
[1:10:24.640 --> 1:10:32.400]  a meteorologist. They put out the fakest numbers the galaxy's ever seen. And we're supposed to sit
[1:10:32.400 --> 1:10:38.640]  there and we're supposed to take it. Let's hear now more from the doctor. Consequences could be
[1:10:39.440 --> 1:10:45.680]  really serious particularly and this is something that I think we also should pay attention to
[1:10:46.320 --> 1:10:52.720]  that states even if they're doing it at an appropriate pace which many of them are and will
[1:10:53.280 --> 1:10:58.640]  namely a pace that's commensurate with the dynamics of the outbreak that they have in
[1:10:58.640 --> 1:11:06.320]  place already. The capability that when there will be cases there is no doubt even under the best
[1:11:06.320 --> 1:11:14.080]  of circumstances. When you pull back on mitigation you will see some cases appear. It's the ability
[1:11:14.080 --> 1:11:19.840]  and the capability. Oh no, pause again. We can't ever let anyone die and we have a test that says
[1:11:19.840 --> 1:11:26.160]  everyone is positive. You have to stay in your home and do what I say. Let's hear more from him.
[1:11:26.160 --> 1:11:33.120]  The ability and the capability of responding to those cases with good identification isolation
[1:11:33.120 --> 1:11:40.320]  and contact tracing will determine whether you can continue to go forward as you try. We will
[1:11:40.320 --> 1:11:46.160]  decide if you can go forward when our fake test we're going to take you and arrest you.
[1:11:46.160 --> 1:11:56.320]  We are doing a good job for you. Let's hear that again. Return of infections occur.
[1:11:56.320 --> 1:12:02.800]  We have the capability of responding to those cases with good identification isolation and
[1:12:02.800 --> 1:12:09.680]  contact tracing will determine whether you can continue to go forward as you try to reopen
[1:12:09.680 --> 1:12:16.400]  America. So it's not only doing it at the appropriate time, appropriate time, but having
[1:12:16.400 --> 1:12:22.160]  in place the capability of responding when the inevitable return of infections occur.
[1:12:22.160 --> 1:12:28.800]  The inevitable return because they chose a test that says everyone has it. You're all guilty.
[1:12:28.800 --> 1:12:35.840]  You're all bad. I run your life now. I work for Bill Gates. I ran the Wuhan lab. But never mind
[1:12:35.840 --> 1:12:44.720]  that. Facebook and Google and Twitter and Apple will ban you if you question me. I am your God.
[1:12:44.720 --> 1:12:54.160]  I am Fauci. China wins. Fauci wins. The America that we've known and loved, the America that was
[1:12:54.160 --> 1:12:59.600]  the land of the free home of the brave is dying right now. And everything our enemies are doing
[1:12:59.600 --> 1:13:04.960]  is about domesticating us, shutting us down and making us dependent on them. The food shortages
[1:13:04.960 --> 1:13:09.920]  have begun. The depression is going to be long and very, very serious. In fact, it's probably too
[1:13:09.920 --> 1:13:14.000]  late now to even turn back. Trump tried to stop it. But the mainstream media working with the
[1:13:14.000 --> 1:13:20.320]  tricombs blocked it. That's why you and myself, everybody else, has to get prepared now. Do not
[1:13:20.320 --> 1:13:24.480]  wait. It's not about the virus. It's about the economic chaos that's going to be unleashed in
[1:13:24.480 --> 1:13:29.040]  the next six months to a year. Get your high-quality, swarble foods. And in FullWareShore.com,
[1:13:29.040 --> 1:13:34.080]  they're available again before a limited time. The food supply is running out. There are major
[1:13:34.080 --> 1:13:40.960]  shortages. This is a globalist siege, a globalist lockdown, globalist terrorism. But we, the people,
[1:13:40.960 --> 1:13:45.360]  the patriots, have to be prepared. We've already been proven right about prepping so far. We'll
[1:13:45.360 --> 1:14:08.400]  get ready to be really proven right. Get your swarble foods now at infowarstore.com.
[1:14:15.520 --> 1:14:20.800]  I want you to experience X2. I want you to get Real Red Pill and Real Red Pill Plus.
[1:14:20.800 --> 1:14:28.800]  They're all in stock right now, and they're 30% to 60% off. More than 20 items are 50% off right
[1:14:28.800 --> 1:14:33.920]  now. But we're going to have to end the sale on most items in about a week, because a lot of the
[1:14:33.920 --> 1:14:38.320]  products are getting close to selling out like Real Red Pill, Real Red Pill Plus, and Aso Beats.
[1:14:38.320 --> 1:14:43.680]  So take action. Be healthier. Boost your body's natural defenses. And fund the info war. Get
[1:14:43.680 --> 1:14:45.760]  in these great products at infowarstore.com.
[1:14:45.760 --> 1:15:07.840]  You're listening to the Alex Jones show.
[1:15:07.840 --> 1:15:23.440]  Another world, another time, in the age of wonder, another world, another time, in the age of
[1:15:23.440 --> 1:15:38.400]  wonder. If you are receiving this transmission, you are the resistance. Live from Austin, Texas.
[1:15:41.840 --> 1:15:46.640]  If you're receiving this transmission, you are the resistance. So look,
[1:15:47.920 --> 1:15:52.320]  watching the Senate hearings with these corrupt evil senators, most of them,
[1:15:52.320 --> 1:15:59.760]  and watching them all owe their homes. It's so deadly. It's so dangerous. And everyone's wearing
[1:15:59.760 --> 1:16:04.560]  masks in the White House and ain't Secret Service. Haven't that nobody's sick and thousands of meat
[1:16:04.560 --> 1:16:11.200]  packers haven't that no one's sick. Why is it all old people? Usually new viruses kill young people
[1:16:11.200 --> 1:16:16.960]  because of autoimmune response. Like bees normally kill young people because of an autoimmune response
[1:16:16.960 --> 1:16:22.160]  or allergies. It's because they're putting it on the death certificate and that's confirmed.
[1:16:24.640 --> 1:16:27.280]  Why is it a bio weapon? It's patented so Bill Gates owns it.
[1:16:28.000 --> 1:16:35.920]  So here's Senator Paul, the articles up on info wars.com and news wars.com.
[1:16:35.920 --> 1:16:42.400]  Rand Paul blast lockdown tells Fauci, you're not the end all Oh Fauci, you're a medical doctor.
[1:16:42.400 --> 1:16:48.400]  Involved in the AIDS scam and involved in all the AZT drugs that killed people.
[1:16:51.520 --> 1:16:56.480]  Here's part of that video. Respect you Dr. Fauci. I don't think you're the end
[1:16:56.480 --> 1:17:01.120]  all I don't think you're the one person that gets to make a decision. We can listen to your advice,
[1:17:01.120 --> 1:17:04.560]  but there are people on the other side saying there's not going to be a surge and that we can
[1:17:04.560 --> 1:17:08.960]  safely open the economy and the facts will bear this out. But if we keep kids out of school for
[1:17:08.960 --> 1:17:13.120]  another year, what's going to happen is the poor and unapproved kids who don't have a parent that's
[1:17:13.120 --> 1:17:17.440]  able to teach them at home are not going to learn for a full year. And I think we got to look at
[1:17:17.440 --> 1:17:21.280]  the Swedish model and we got to look at letting our kids get back to school. It's a huge mistake
[1:17:21.280 --> 1:17:26.080]  if we don't open the schools in the fall. Thank you. Mr. Chairman, can I respond to that even
[1:17:26.080 --> 1:17:32.480]  though there are only 32 seconds left? Yes, and you might make it clear whether or not you suggested
[1:17:32.480 --> 1:17:40.160]  that we shouldn't go back to school in the fall. Well, first of all, Senator Paul, thank you for
[1:17:40.160 --> 1:17:45.840]  your comments. I have never made myself out to be the end all and only voice in this. I'm a scientist,
[1:17:45.840 --> 1:17:52.400]  a physician. I'm a scientist. He attacks the president when he does he put out fake numbers.
[1:17:54.480 --> 1:17:59.200]  The guy told you that the Pop Warner Football League was going to win the Super Bowl. They
[1:17:59.200 --> 1:18:05.280]  don't even play high school football. They play elementary school. You're a frickin' fraud, Fauci.
[1:18:05.840 --> 1:18:09.520]  Fauci stands for fraud or effing America over.
[1:18:13.120 --> 1:18:16.880]  The Democrats are so delusional. He's a Democrat. You know, Elon Musk is like,
[1:18:16.880 --> 1:18:22.080]  you shut us down for months. We're going bankrupt. And the Democrat legislature went FU Elon Musk.
[1:18:22.080 --> 1:18:28.880]  Now he's moving to Texas. He's globalist art delusional.
[1:18:30.880 --> 1:18:35.760]  I didn't say I was the end all be all. I'm just in control of all the policy
[1:18:35.760 --> 1:18:43.520]  and undermining the president. Oh, but I'm on lockdown because oh, I might have been near
[1:18:43.520 --> 1:18:51.200]  somebody had the COVID, the COVID. All your smucks buying into this man. You make me sick.
[1:18:51.200 --> 1:18:56.480]  Let's continue. Your comments. I have never made myself out to be the end all and only voice in
[1:18:56.480 --> 1:19:02.320]  this. I'm a scientist, a physician. Back it up. The media acts like this guy's the second coming
[1:19:02.320 --> 1:19:11.440]  to Christ. I've never made myself out to be the end all be all. I put all these fake numbers in
[1:19:11.440 --> 1:19:18.560]  your bow to me. Let's continue with President Fauci. Bill Gates is butt boy. Thank you for your
[1:19:18.560 --> 1:19:24.160]  comments. I have never made myself out to be the end all and only voice in this. I'm a scientist,
[1:19:24.160 --> 1:19:30.240]  a physician and a public health official. I give advice according to the best scientific evidence.
[1:19:30.240 --> 1:19:35.360]  There are a number of other people who come into that and give advice that are more related to
[1:19:35.360 --> 1:19:39.680]  the things that you spoke about, about the need to get the country back open again.
[1:19:39.680 --> 1:19:46.000]  All by Bill Gates advice about economic things. I don't get advice about anything other
