[00:00:03.039 --> 00:00:05.381]  I don't think so.
[01:00:27.113 --> 01:00:46.077]  I myself witnessed when I went down to the Capitol at about 730, about two to three men of color mopping the area, the blood from where the shooting occurred right outside the Capitol.
[01:00:46.750 --> 01:00:53.313]  So, I want to know what's being done with these workers that are traumatized.
[01:00:53.313 --> 01:01:04.357]  First of all, sending them down there right after this horrific attack was somewhat troubling to begin with.
[01:01:04.357 --> 01:01:12.681]  People who were dealing with blood were trained in biohazards, and so they had all the prerequisite skills to deal with the biohazards.
[01:01:12.681 --> 01:01:15.082]  The janitorial staff and the laborers who were
[01:01:15.503 --> 01:01:17.931]  We're vacuuming and cleaning up the glass.
[01:01:21.980 --> 01:01:23.341]  Volunteer.
[01:01:23.341 --> 01:01:42.055]  There is still no timetable regarding opening up the Capitol grounds to the taxpayer, but there is plenty of talk about fortified plans for emergency fencing and the installation of... Yeah, since this report came out yesterday, they've added more security because somebody heard there might be a militia somewhere.
[01:01:42.055 --> 01:01:44.297]  Full report on InfoWars.com and NewsWars.com.
[01:01:46.963 --> 01:01:52.090]  Andrew Callahan, the host of All Gas No Brakes, is in studio straight ahead.
[01:01:52.090 --> 01:01:52.931]  Stay with us.
[01:02:00.230 --> 01:02:01.151]  Dark.
[01:02:01.151 --> 01:02:05.594]  That is what their entire spirit is driving for because they want total submission.
[01:02:05.594 --> 01:02:14.360]  When you get high-quality, storable food that lasts more than a decade, you are buying food insurance that you and your family and your neighbors and friends can eat.
[01:02:14.360 --> 01:02:17.562]  We have the best sponsor when it comes to storable food out there.
[01:02:17.562 --> 01:02:23.446]  And now they're running a limited special because the ice storms a few weeks ago of free shipping and 10% off.
[01:02:23.446 --> 01:02:25.708]  But it must end this Saturday.
[01:02:27.978 --> 01:02:30.400]  At InfoWarsStore.com.
[01:02:30.400 --> 01:02:35.985]  Their entire catalog at InfoWarsStore.com is 10% off with free shipping.
[01:02:35.985 --> 01:02:38.347]  And with food, a big part of the cost is the shipping.
[01:02:38.347 --> 01:02:40.089]  So, unprecedented sale.
[01:02:40.089 --> 01:02:43.212]  It's going to end this Saturday in just a few days.
[01:02:43.212 --> 01:02:46.275]  InfoWarsStore.com takes you to the main page.
[01:02:46.275 --> 01:02:50.959]  PrepareWithAlex.com takes you right to the sub-page where you can order and get this food delivered to you.
[01:02:50.959 --> 01:02:54.322]  It's ready to ship to you right now and your purchase funds the InfoWars.
[01:03:02.703 --> 01:03:04.625]  Nothing moves.
[01:03:04.625 --> 01:03:06.106]  High noon.
[01:03:06.106 --> 01:03:07.727]  Blacktop.
[01:03:07.727 --> 01:03:09.888]  Finally.
[01:03:09.888 --> 01:03:13.451]  Nothing moves.
[01:03:13.451 --> 01:03:14.832]  High noon.
[01:03:14.832 --> 01:03:15.993]  Blacktop.
[01:03:15.993 --> 01:03:18.534]  Rollers below the asphalt drive.
[01:03:18.534 --> 01:03:22.097]  A concrete fascination.
[01:03:22.097 --> 01:03:25.099]  Scraping the edge of nothing.
[01:03:25.099 --> 01:03:26.140]  Nothing.
[01:03:26.140 --> 01:03:26.800]  Nothing.
[01:03:26.800 --> 01:03:27.301]  Nothing.
[01:03:34.325 --> 01:03:36.708]  Sky, sky, sky.
[01:03:36.708 --> 01:03:38.309]  You know about the sky, don't you?
[01:03:38.309 --> 01:03:40.471]  Supernatural sky.
[01:03:40.471 --> 01:03:41.752]  You see the shine?
[01:03:41.752 --> 01:03:41.832]  No?
[01:03:41.832 --> 01:03:48.878]  Once you see the shine, you'll finally have enough.
[01:03:48.878 --> 01:03:49.539]  Finally!
[01:03:49.539 --> 01:03:52.321]  Ha ha ha!
[01:03:52.321 --> 01:03:53.823]  Black thunder rolling in.
[01:03:53.823 --> 01:03:55.004]  Finally, there's nothing more to life.
[01:03:56.483 --> 01:03:58.985]  Now you're between the lines.
[01:03:58.985 --> 01:04:01.588]  Screaming to the edge.
[01:04:01.588 --> 01:04:09.334]  Alright, I'm a fan of his show, Andrew Callahan.
[01:04:09.334 --> 01:04:11.736]  All gas, no brakes.
[01:04:11.736 --> 01:04:13.278]  Reaches tens of millions of people a week.
[01:04:13.278 --> 01:04:14.299]  Great guy.
[01:04:14.299 --> 01:04:16.180]  Big up-and-comer too.
[01:04:16.180 --> 01:04:20.144]  And he doesn't seem like a feet leftist or a right-wing racist.
[01:04:20.791 --> 01:04:27.233]  And so he's right at home here, he's producing an amazing hit piece against me that we're very happy to be a part of, I'm joking.
[01:04:27.233 --> 01:04:28.034]  But it's good to have you.
[01:04:28.034 --> 01:04:29.354]  You've got to attack me a little bit.
[01:04:29.354 --> 01:04:31.775]  Denounce me as a piece of filth or you might get in trouble.
[01:04:31.775 --> 01:04:32.675]  Because I like you.
[01:04:32.675 --> 01:04:35.076]  Just call me a horrible, the worst person on earth right now.
[01:04:35.076 --> 01:04:36.057]  What do you want me to call you?
[01:04:36.057 --> 01:04:38.557]  Call me a piece of filth.
[01:04:38.557 --> 01:04:39.458]  I don't want to call you that, man.
[01:04:39.458 --> 01:04:42.639]  No, no, you're going to get banned if you don't say, I hate you, you are Hitler.
[01:04:42.639 --> 01:04:43.359]  Then you'll be alright.
[01:04:43.359 --> 01:04:43.539]  Alright.
[01:04:43.539 --> 01:04:45.040]  You're going to let me say it?
[01:04:45.040 --> 01:04:45.480]  Yeah.
[01:04:46.129 --> 01:04:46.770]  I hate you, man.
[01:04:46.770 --> 01:04:47.450]  You're Hitler.
[01:04:47.450 --> 01:04:48.551]  Good, now get up and hit me in the face.
[01:04:48.551 --> 01:04:49.172]  I'm gonna let you do it.
[01:04:49.172 --> 01:04:49.753]  I'm not gonna do it, man.
[01:04:49.753 --> 01:04:50.634]  Just slap me!
[01:04:50.634 --> 01:04:51.795]  No, no, no, no, no, no, no!
[01:04:51.795 --> 01:04:54.297]  You will not get, you will, they'll let, they'll let this get 50 million views if you do it.
[01:04:54.297 --> 01:04:56.820]  Just come over here and say, you are bad, I am good.
[01:04:56.820 --> 01:04:57.861]  Slap me!
[01:04:57.861 --> 01:04:58.682]  Dude, no way.
[01:04:58.682 --> 01:04:59.422]  It's alright!
[01:04:59.422 --> 01:05:01.765]  I don't want to slap you, you might- This is your hand, then.
[01:05:01.765 --> 01:05:02.165]  Bad Alex!
[01:05:02.165 --> 01:05:03.907]  You want me to hit you in the head?
[01:05:03.907 --> 01:05:07.130]  Well, I'm not a masochist, or sadomasochist, but the point is...
[01:05:08.642 --> 01:05:12.403]  Zuckerberg said you can only speak to me if it's in a negative light.
[01:05:12.403 --> 01:05:13.423]  That's an official pronouncement.
[01:05:13.423 --> 01:05:14.624]  That's not a cult or anything.
[01:05:14.624 --> 01:05:15.344]  That's not tyranny.
[01:05:15.344 --> 01:05:16.464]  That's good.
[01:05:16.464 --> 01:05:19.085]  So you don't get in trouble because I like your comedy.
[01:05:19.085 --> 01:05:25.146]  Just denounce me.
[01:05:25.146 --> 01:05:28.267]  Just say that I'm the lowest form of filth.
[01:05:28.267 --> 01:05:30.888]  Alright, you're gonna get banned.
[01:05:30.888 --> 01:05:33.088]  Okay, gotta fuck criminal folks.
[01:05:33.088 --> 01:05:33.969]  Alright, I apologize.
[01:05:33.969 --> 01:05:34.549]  I wanted this to get...
[01:05:36.423 --> 01:05:39.606]  Just say you're a despicable person.
[01:05:39.606 --> 01:05:40.626]  Okay, you want me to say it?
[01:05:40.626 --> 01:05:42.448]  Well, the algorithm doesn't know it's a computer.
[01:05:42.448 --> 01:05:43.769]  Just say, you are filth.
[01:05:43.769 --> 01:05:44.329]  I hate you.
[01:05:44.329 --> 01:05:46.371]  I'm here to expose you garbage.
[01:05:46.371 --> 01:05:47.432]  No, man, I don't want to say that.
[01:05:47.432 --> 01:05:48.753]  Alex Jones is garbage.
[01:05:48.753 --> 01:05:50.154]  Alex Jones is filth.
[01:05:50.154 --> 01:05:51.835]  Alex Jones is bad.
[01:05:51.835 --> 01:05:52.596]  Just say it.
[01:05:52.596 --> 01:05:53.016]  It's easy.
[01:05:53.016 --> 01:05:54.818]  Once you say it a few times, it gets easier.
[01:05:54.818 --> 01:05:56.299]  Alex Jones is bad?
[01:05:56.299 --> 01:05:57.920]  That's good.
[01:05:57.920 --> 01:05:59.561]  And say, I'm here to expose you.
[01:05:59.561 --> 01:06:00.662]  I'm here to expose you.
[01:06:00.662 --> 01:06:01.042]  Okay, good.
[01:06:01.042 --> 01:06:01.643]  Good to have you.
[01:06:01.643 --> 01:06:02.564]  Hey, I love your show.
[01:06:02.564 --> 01:06:03.645]  It's super funny, man.
[01:06:03.645 --> 01:06:03.925]  Thank you.
[01:06:03.925 --> 01:06:04.445]  I appreciate it.
[01:06:07.293 --> 01:06:10.936]  I thought, and I believe you, that some of it had to be staged, but I guess it's not.
[01:06:10.936 --> 01:06:12.597]  This is incredible what you get on tape.
[01:06:12.597 --> 01:06:12.858]  Thanks.
[01:06:12.858 --> 01:06:15.039]  You know, it's all real.
[01:06:15.039 --> 01:06:15.960]  So tell us about yourself.
[01:06:15.960 --> 01:06:18.042]  How did you start All Gas No Brakes?
[01:06:18.042 --> 01:06:22.105]  Well, when I was like 19, I hitchhiked a lot around the country.
[01:06:22.105 --> 01:06:27.809]  I wrote a book called All Gas No Brakes about hitchhiking, and then gradually turned it into an Instagram show.
[01:06:27.809 --> 01:06:29.871]  Just look right at that racist camera right over there.
[01:06:29.871 --> 01:06:30.211]  This one?
[01:06:30.211 --> 01:06:32.373]  It's an InfoWars camera, so it's racist too.
[01:06:32.373 --> 01:06:32.653]  Go ahead.
[01:06:33.548 --> 01:06:35.109]  That's a little baby Hitler over there.
[01:06:35.109 --> 01:06:36.449]  It's like a little Cyclops Nazi.
[01:06:36.449 --> 01:06:38.290]  Go ahead and talk to him.
[01:06:38.290 --> 01:06:39.691]  I can't believe I'm on Infowars.
[01:06:39.691 --> 01:06:41.911]  You're in a Cyclopsian Nazi operation.
[01:06:41.911 --> 01:06:43.472]  Just please continue.
[01:06:43.472 --> 01:06:45.853]  Oh yeah, so, hitchhiking.
[01:06:45.853 --> 01:06:47.574]  I did it as a kid.
[01:06:47.574 --> 01:06:49.334]  Started making videos.
[01:06:49.334 --> 01:06:50.355]  Interviewed people on the road.
[01:06:50.355 --> 01:06:53.976]  I live in an RV.
[01:06:53.976 --> 01:06:54.777]  It's fun.
[01:06:54.777 --> 01:06:56.097]  It's fun.
[01:06:56.097 --> 01:06:57.758]  And the model of what you do threatens the system.
[01:06:57.758 --> 01:06:59.499]  It's way better than the big budget stuff.
[01:06:59.499 --> 01:07:00.459]  It's all great.
[01:07:00.459 --> 01:07:02.260]  I've been watching your stuff since it started coming out.
[01:07:02.260 --> 01:07:02.940]  It's all funny.
[01:07:04.051 --> 01:07:06.411]  Um, what's the funniest thing you've done?
[01:07:06.411 --> 01:07:07.912]  Probably the Bigfoot convention that you liked.
[01:07:07.912 --> 01:07:09.932]  I mean, it was just, like, so weird.
[01:07:09.932 --> 01:07:17.653]  Like, we were going through, like, rural Minnesota, like, middle of nowhere, and we see this sign in this small town called Home of Bigfoot, like, one of those small towns that's branded for Bigfoot.
[01:07:17.653 --> 01:07:22.074]  We see this sign, and it's like, Bigfoot Annual Festival, like, next week.
[01:07:22.074 --> 01:07:25.855]  So we went to this motel, and there was a motel owner who was, like, an adamant Bigfoot guy.
[01:07:25.855 --> 01:07:29.916]  And he was like, we know this guy named Abe, who's, like, seen Bigfoot a bunch of times.
[01:07:29.916 --> 01:07:31.796]  So we waited in the small town for seven days,
[01:07:32.663 --> 01:07:36.484]  Uh, convince them that we were Bigfoot enthusiasts, which I guess I am now.
[01:07:36.484 --> 01:07:38.824]  And then we went out into the forest and almost found it.
[01:07:38.824 --> 01:07:42.525]  Well, I thought those guys were the best actors I ever saw, but I guess that's why, because it was real.
[01:07:42.525 --> 01:07:43.886]  They were not joking.
[01:07:43.886 --> 01:07:52.408]  No, I think they were like... Yeah, a lot of people are really serious about Bigfoot.
[01:07:52.408 --> 01:07:53.688]  Do you think there's any possibility?
[01:07:54.594 --> 01:07:55.234]  Uh, no.
[01:07:55.234 --> 01:07:55.395]  No.
[01:07:55.395 --> 01:07:55.775]  Really?
[01:07:55.775 --> 01:07:57.075]  We got people all over the country.
[01:07:57.075 --> 01:07:57.836]  We got surveillance.
[01:07:57.836 --> 01:07:59.256]  We got traps everywhere.
[01:07:59.256 --> 01:08:01.918]  If there's eight-foot gorillas running around, we'd have seen them.
[01:08:01.918 --> 01:08:09.262]  Well, they say the Sasquatch brain is so developed that they can pick up on human thermal energy so they know when to hide behind trees because people are close.
[01:08:09.262 --> 01:08:11.563]  I mean, that same thing as if you've got a gorilla suit, dude.
[01:08:11.563 --> 01:08:12.603]  It's like a cheat graph.
[01:08:12.603 --> 01:08:14.044]  I should stage a Bigfoot deal.
[01:08:14.044 --> 01:08:17.926]  Maybe I should come out next Bigfoot deal and I'll be in the Bigfoot outfit.
[01:08:17.926 --> 01:08:19.747]  You'd have to get really hairy.
[01:08:19.747 --> 01:08:21.208]  Speaking of hairy, you used to have short hair.
[01:08:21.208 --> 01:08:22.328]  I like the hair now.
[01:08:22.328 --> 01:08:22.869]  Yeah, thank you.
[01:08:22.869 --> 01:08:23.469]  I appreciate it.
[01:08:24.113 --> 01:08:28.974]  I've had to stop washing it, you know, because... I'm not normally gay, but I kind of want to run my fingers through it a little bit.
[01:08:28.974 --> 01:08:30.195]  You can touch it if you want, man.
[01:08:30.195 --> 01:08:31.415]  Is there... Can I touch it?
[01:08:31.415 --> 01:08:33.976]  Alright, well... Alright, folks, I'm coming out here.
[01:08:33.976 --> 01:08:37.116]  I don't know why I'm... Let me just touch it a little bit.
[01:08:37.116 --> 01:08:37.637]  Yeah, you can do it.
[01:08:37.637 --> 01:08:38.377]  It's all good.
[01:08:38.377 --> 01:08:39.977]  Oh my gosh.
[01:08:39.977 --> 01:08:42.498]  Maybe Bigfoot's hiding in here, huh?
[01:08:42.498 --> 01:08:44.138]  Bigfoot, are you in there?
[01:08:44.138 --> 01:08:46.859]  Like you said, maybe there's a microscopic Bigfoot hiding in there.
[01:08:48.553 --> 01:08:49.014]  You never know.
[01:08:49.014 --> 01:08:51.016]  I thought you, that hair really smells like shampoo.
[01:08:51.016 --> 01:08:52.097]  You've been keeping that hair clean.
[01:08:52.097 --> 01:08:57.584]  I wash it once every three days, but I don't wash it too much because then the curls will kind of get like messed up.
[01:08:57.584 --> 01:08:59.326]  Well now Alex Jones has run his hands through your hair.
[01:08:59.326 --> 01:09:01.969]  It's a big achievement.
[01:09:01.969 --> 01:09:03.771]  Well I don't like this big foot might have been in there.
[01:09:03.771 --> 01:09:04.712]  How big can your hair get?
[01:09:05.487 --> 01:09:07.788]  It's falling out, so it's not probably very big.
[01:09:07.788 --> 01:09:09.028]  Is that from stress?
[01:09:09.028 --> 01:09:10.048]  Uh, I don't know, man.
[01:09:10.048 --> 01:09:12.709]  I'm, you know, I'm an alpha male.
[01:09:12.709 --> 01:09:14.929]  I probably live about 65, 70 if I'm lucky.
[01:09:14.929 --> 01:09:15.910]  What does it mean to be an alpha male?
[01:09:15.910 --> 01:09:17.790]  Got a big heart, got a lot of blood pumping through it, brother.
[01:09:17.790 --> 01:09:19.770]  What does it mean to be an alpha male versus a beta male?
[01:09:19.770 --> 01:09:20.631]  Like, what are the characteristics?
[01:09:20.631 --> 01:09:25.372]  It just means that the light that burns twice as bright only burns half as long.
[01:09:25.372 --> 01:09:27.312]  So beta males live super long?
[01:09:27.312 --> 01:09:28.232]  They tend to, yeah.
[01:09:28.232 --> 01:09:30.053]  So when you say, like, a really old guy, you're like, that guy.
[01:09:31.574 --> 01:09:35.195]  Most of the really bad-ass dudes I know have died about 65, 70, yeah.
[01:09:35.195 --> 01:09:38.797]  Some of them go longer, but usually, yeah, they're burning the camel bones.
[01:09:38.797 --> 01:09:40.677]  How do you think you're going to go out if you had to pick one way?
[01:09:40.677 --> 01:09:42.018]  I think God loves me.
[01:09:42.018 --> 01:09:42.858]  I'll probably die in my sleep.
[01:09:42.858 --> 01:09:45.539]  You don't want to have, like, an epic death, like, jump off the tallest building?
[01:09:45.539 --> 01:09:47.460]  No, like a viking in a battle.
[01:09:47.460 --> 01:09:50.461]  I'm so fat and out of shape, I'd get my ass kicked in a berserker battle.
[01:09:50.461 --> 01:09:51.341]  You used to be buff, though.
[01:09:51.341 --> 01:09:52.842]  I saw a picture of you when you were, like, in your teens.
[01:09:52.842 --> 01:09:54.402]  You were super, super jacked.
[01:09:54.402 --> 01:09:55.783]  You want to work out with me today?
[01:09:55.783 --> 01:09:56.143]  I'm going to.
[01:09:57.435 --> 01:09:58.455]  I got addicted to working out.
[01:09:58.455 --> 01:10:03.698]  I used to run six miles every other day, worked out five days a week, and people were like, hey, dude, you'll be bigger if you don't work out three hours.
[01:10:03.698 --> 01:10:04.598]  And I was like addicted.
[01:10:04.598 --> 01:10:10.560]  I mean, I could like do, I could do like 80 pull-ups, like, now I can only do like three of them.
[01:10:10.560 --> 01:10:12.561]  You ever do yoga or Pilates to get everything stretched out?
[01:10:12.561 --> 01:10:12.961]  I need to.
[01:10:12.961 --> 01:10:14.482]  I mean, I've done a little bit of yoga here and there.
[01:10:14.482 --> 01:10:15.742]  Yeah, me too.
[01:10:15.742 --> 01:10:19.144]  I mean, mainly, I'm a big fat, but that used to be just a few years ago.
[01:10:19.144 --> 01:10:20.544]  I wasn't as fat as I am now.
[01:10:20.544 --> 01:10:21.025]  I used to be about 250.
[01:10:22.461 --> 01:10:22.901]  You look great, man.
[01:10:22.901 --> 01:10:23.781]  Yeah, you can have some of it.
[01:10:23.781 --> 01:10:23.861]  I do.
[01:10:52.608 --> 01:10:54.369]  Would the girls like me?
[01:10:54.369 --> 01:10:55.430]  You might be able to post a video online.
[01:10:55.430 --> 01:10:56.711]  You know what I mean?
[01:10:56.711 --> 01:10:57.892]  All right, enough of me.
[01:10:57.892 --> 01:11:00.073]  We want to go deep into what you do.
[01:11:00.073 --> 01:11:00.374]  Deep.
[01:11:00.374 --> 01:11:02.395]  Let's go to break, though, with this.
[01:11:02.395 --> 01:11:05.077]  This is Bigfoot Clip.
[01:11:05.077 --> 01:11:07.138]  The whole episode's incredibly fun on YouTube.
[01:11:07.138 --> 01:11:08.339]  All gas, no brakes.
[01:11:08.339 --> 01:11:12.202]  Here is the Bigfoot Clip.
[01:11:12.202 --> 01:11:18.667]  This is pretty much the pheromone of a female great ape, but they're on their menstrual cycle.
[01:11:18.667 --> 01:11:21.649]  A female gorilla, a female orang, that are on their period.
[01:11:22.657 --> 01:11:24.520]  And Bigfoot is a great ape as well.
[01:11:24.520 --> 01:11:27.123]  So hopefully this will entice him or intrigue him.
[01:11:27.123 --> 01:11:28.065]  How did you get this?
[01:11:28.065 --> 01:11:29.367]  Actually I got this from a guy.
[01:11:29.367 --> 01:11:30.969]  He... Yeah.
[01:11:30.969 --> 01:11:33.453]  Yeah.
[01:11:33.453 --> 01:11:34.755]  Yeah.
[01:11:34.755 --> 01:11:35.736]  I can't tell you how he got it.
[01:11:36.941 --> 01:11:38.502]  Sasquatch pheromone chips.
[01:11:38.502 --> 01:11:44.306]  As far as our genetics go, we're what, about 99% related to a chimpanzee or something like that.
[01:11:44.306 --> 01:11:48.109]  It's not too far off to say that we can't breed in a breed with them.
[01:11:48.109 --> 01:11:52.672]  There has to be hybrids in order for their species to be able to thrive.
[01:11:52.672 --> 01:11:54.413]  Hopefully we get a young one coming.
[01:11:54.413 --> 01:11:55.294]  That's what we're looking for.
[01:12:03.191 --> 01:12:05.992]  That's the funniest guy I've ever played.
[01:12:22.620 --> 01:12:24.121]  And they got really pissed at each other at the end.
[01:12:24.121 --> 01:12:26.482]  Because the old guy was like, I saw him when you weren't looking.
[01:12:26.482 --> 01:12:29.203]  And then the guy was like, No, I've seen the report.
[01:12:29.203 --> 01:12:31.104]  Usually clips aren't the best part.
[01:12:31.104 --> 01:12:32.925]  That doesn't give justice to the report.
[01:12:32.925 --> 01:12:34.226]  This is insane.
[01:12:34.226 --> 01:12:36.667]  The whole thing is definitely immersive.
[01:12:36.667 --> 01:12:39.048]  Well, I'm always being accused of being into Bigfoot.
[01:12:39.048 --> 01:12:39.668]  I love Joe Rogan.
[01:12:39.668 --> 01:12:41.229]  You know, he actually did a show on Bigfoot, too.
[01:12:41.229 --> 01:12:41.449]  Really?
[01:12:41.449 --> 01:12:41.749]  Yeah.
[01:12:41.749 --> 01:12:42.930]  All right.
[01:12:42.930 --> 01:12:44.451]  We'll be right back, ladies and gentlemen.
[01:12:45.794 --> 01:12:48.922]  The host of All Gas, No Bricks, Mr. Calhoun.
[01:12:48.922 --> 01:12:49.925]  I'm Alex Jones.
[01:12:49.925 --> 01:12:51.629]  InfoWars.com.
[01:12:51.629 --> 01:12:53.012]  Tomorrow's news today.
[01:12:53.012 --> 01:12:53.313]  Today.
[01:12:56.926 --> 01:12:57.566]  We're good to go.
[01:12:57.566 --> 01:12:58.026]  We're good to go.
[01:13:22.192 --> 01:13:24.676]  Human-animal clones have been around for 50 years.
[01:13:24.676 --> 01:13:25.717]  It's all being announced.
[01:13:25.717 --> 01:13:30.323]  They are literally taking over the life cycle of humans and making us obsolete.
[01:13:30.323 --> 01:13:31.525]  And big corporations down play this.
[01:13:31.525 --> 01:13:35.811]  They own us with these gene therapy systems and patents that they've produced.
[01:13:35.811 --> 01:13:36.752]  Do you understand?
[01:13:38.780 --> 01:13:43.584]  Listeners ask me all the time, why do you have multiple multivitamins?
[01:13:43.584 --> 01:13:46.487]  Why do you have multiple high-quality iodine?
[01:13:46.487 --> 01:13:47.387]  Why do you do that?
[01:13:47.387 --> 01:13:50.030]  Because different strokes for different folks.
[01:13:50.030 --> 01:13:53.012]  If we're talking to researchers and scientists and they say, hey,
[01:14:07.250 --> 01:14:15.398]  A lot of people love Deep Earth Pure Crystal Iodine, but you should put one out with Deep Earth Crystal Iodine and the two other types because some people can't absorb pure iodine.
[01:14:16.013 --> 01:14:16.273]  Boom!
[01:14:16.273 --> 01:14:16.673]  We did it.
[01:14:16.673 --> 01:14:17.934]  It's popular at Sex3.
[01:14:17.934 --> 01:14:19.195]  Is it better than X2?
[01:14:19.195 --> 01:14:19.835]  You decide.
[01:14:19.835 --> 01:14:21.316]  It's different strokes for different folks.
[01:14:21.316 --> 01:14:27.080]  Well, now we have a compliment to knock out our very popular powdered pill Sleep Aid.
[01:14:27.080 --> 01:14:28.501]  And that is down and out.
[01:14:28.501 --> 01:14:29.761]  It's super strong.
[01:14:29.761 --> 01:14:31.642]  Way stronger than knockout.
[01:14:31.642 --> 01:14:33.203]  But they don't compete with each other.
[01:14:33.203 --> 01:14:35.085]  Different strokes for different folks.
[01:14:35.085 --> 01:14:35.885]  Different formulas.
[01:14:35.885 --> 01:14:36.305]  And it's 40% off
[01:14:37.486 --> 01:14:38.887]  You're listening to the Alex Jones Show!
[01:15:06.016 --> 01:15:10.077]  Infowars.com is tomorrow's news.
[01:15:10.077 --> 01:15:30.202]  Today, you're listening to The Alex Jones Show.
[01:15:30.202 --> 01:15:31.683]  Overkill!
[01:15:31.683 --> 01:15:32.783]  Enough is enough!
[01:15:37.478 --> 01:15:39.880]  Andrew Callahan is our guest.
[01:15:39.880 --> 01:15:41.121]  All gas, no brakes.
[01:15:41.121 --> 01:15:42.502]  Really funny stuff.
[01:15:42.502 --> 01:15:47.386]  And I envy you because, you know, my wife's family's from Omaha, and she's not against Omaha.
[01:15:47.386 --> 01:15:48.406]  It's a nice town, nice people.
[01:15:48.406 --> 01:15:50.528]  She's like, why do you want to do a road trip?
[01:15:51.084 --> 01:15:55.188]  This spring to go see family instead of go fly there to see family with our daughter.
[01:15:55.188 --> 01:15:57.311]  And I said, I've only driven to the Midwest a few times.
[01:15:57.311 --> 01:15:57.811]  It's cool.
[01:15:57.811 --> 01:15:59.873]  Yeah, there's a lot of weirdness.
[01:15:59.873 --> 01:16:01.935]  And like no one explores that.
[01:16:01.935 --> 01:16:02.876]  And so you've done that.
[01:16:02.876 --> 01:16:04.498]  So let's talk about the lockdown.
[01:16:04.498 --> 01:16:09.563]  Your experience the last year, you've been all over the 50 states or like it's the 48 contiguous.
[01:16:09.563 --> 01:16:11.185]  You have really experienced a lot.
[01:16:11.886 --> 01:16:20.288]  Yeah, I guess the lockdown is like, it feels like there's like separate societies being created along the lines of bars being open and restaurants being open, especially for a young person.
[01:16:20.288 --> 01:16:30.131]  Like, you know, I remember like, you know, we'd be in Oklahoma in the middle of COVID and it'd be open and then different states were closed and that leads to just like different types of social life, like less cohesive.
[01:16:30.131 --> 01:16:39.154]  Like, for example, they've been having like a, we went to a mud wrestling event in like Missouri in the middle of COVID and no one gave a shit, but then you have other places.
[01:16:39.154 --> 01:16:40.654]  It's just interesting to watch things fragment.
[01:16:42.157 --> 01:16:46.159]  But it really, notice the states that didn't do the lockdown on average had lower death rates.
[01:16:46.159 --> 01:16:47.099]  Interesting.
[01:16:47.099 --> 01:16:48.740]  I can show you the graph.
[01:16:48.740 --> 01:16:49.820]  Yeah, sure.
[01:16:49.820 --> 01:16:50.441]  They can pull it up.
[01:16:50.441 --> 01:16:51.881]  I mean, it's crazy.
[01:16:51.881 --> 01:16:53.742]  What do you think of Texas reopening?
[01:16:53.742 --> 01:16:55.023]  I mean, it's been a year.
[01:16:55.023 --> 01:16:57.744]  Supposed to be 15 days to cut the curve, remember?
[01:16:57.744 --> 01:16:59.725]  I was in Austin actually when the lockdown first hit.
[01:16:59.725 --> 01:17:03.206]  I was chilling here like exactly about one year ago when all the bars officially shut down.
[01:17:03.206 --> 01:17:04.987]  Man, that was surreal to get on the highway.
[01:17:04.987 --> 01:17:06.148]  We have horrible traffic here.
[01:17:06.148 --> 01:17:07.288]  There was like no one.
[01:17:07.288 --> 01:17:07.448]  Yeah.
[01:17:07.448 --> 01:17:09.149]  I got to work in 10 minutes instead of 30 minutes.
[01:17:09.449 --> 01:17:09.849]  Really?
[01:17:09.849 --> 01:17:10.770]  I remember those days.
[01:17:10.770 --> 01:17:13.353]  I think I'm going to make a video on 6th Street this Friday or something like that.
[01:17:13.353 --> 01:17:15.715]  Go at it like 2 in the morning because I'm sure it's going to be crazy this weekend.
[01:17:15.715 --> 01:17:18.717]  Like the first party weekend in Austin with no masks.
[01:17:18.717 --> 01:17:21.300]  I want to talk to people and like canvas public opinion.
[01:17:21.300 --> 01:17:25.944]  Well, the left saying, oh, and the CDC director, she says, keep wearing your mask.
[01:17:25.944 --> 01:17:29.747]  So now you have them trying to impose on the state like, oh, no, no, this crisis isn't over.
[01:17:29.747 --> 01:17:30.668]  Keep wearing your mask.
[01:17:30.668 --> 01:17:34.111]  Did you ever wear one?
[01:17:34.111 --> 01:17:36.233]  95% of the time I go in, people leave me alone.
[01:17:37.629 --> 01:17:39.470]  And when they do, I start educating them.
[01:17:39.470 --> 01:17:41.190]  Because I don't get mad when they go, sir, put your mask on.
[01:17:41.190 --> 01:17:43.751]  I go, here, let me pull you up a statistic in a video here.
[01:17:43.751 --> 01:17:45.431]  Then I give them like a great reset video.
[01:17:45.431 --> 01:17:46.571]  And I mean, I do it.
[01:17:46.571 --> 01:17:48.132]  I usually go, I know who you are, Mr. Jones.
[01:17:48.132 --> 01:17:48.872]  I agree.
[01:17:48.872 --> 01:17:49.372]  I work here.
[01:17:49.372 --> 01:17:50.172]  They're threatening to fire me.
[01:17:50.172 --> 01:17:51.392]  And I go, well, then quit.
[01:17:51.392 --> 01:17:52.313]  And I say, leave me alone.
[01:17:52.313 --> 01:17:53.693]  And I just got to go do my shopping.
[01:17:53.693 --> 01:17:54.973]  My wife doesn't wear it.
[01:17:54.973 --> 01:17:56.574]  My three-year-old daughter doesn't wear it.
[01:17:56.574 --> 01:17:57.514]  My son doesn't wear it.
