[00:00:00.389 --> 00:00:06.753]  Wow!
[00:26:42.289 --> 00:26:44.570]  They are crazy!
[00:26:44.570 --> 00:26:51.094]  And Owen shot, with the crew, like five videos that one day.
[00:26:51.094 --> 00:26:54.917]  And all of them together have over 20 million views.
[00:26:54.917 --> 00:26:56.298]  And then we've got all these other videos.
[00:26:56.298 --> 00:26:57.839]  And I'm not bragging about our views.
[00:26:57.839 --> 00:27:00.700]  Do you understand the average CNN show has 100,000 viewers?
[00:27:00.700 --> 00:27:02.642]  Their top shows have a million a night.
[00:27:02.642 --> 00:27:03.122]  We have
[00:27:06.440 --> 00:27:11.284]  50-something million views this week.
[00:27:11.284 --> 00:27:14.727]  Four of the videos are over 40 million.
[00:27:14.727 --> 00:27:21.813]  But if you add all the others together, it's way more than another 10 million.
[00:27:21.813 --> 00:27:22.774]  50 million views.
[00:27:22.774 --> 00:27:28.259]  Ladies and gentlemen, when we come back and air this video, it's also posted at InfoWars.com.
[00:27:28.259 --> 00:27:30.761]  If you get this video out that we're about to air here,
[00:27:31.829 --> 00:27:42.032]  I saw this video this morning, and it only had, even though the President had tweeted it out, a half million views, and I thought by this afternoon it'd have five, ten million, it only had like a million and a half.
[00:27:42.032 --> 00:27:50.074]  Ladies and gentlemen, this video, of the President, that we're about to air on the other side of this break, this sucker needs five hundred million views.
[00:27:50.074 --> 00:27:55.696]  And by the way, I've made films, like Loose Change, that got a hundred plus million views.
[00:27:55.696 --> 00:27:59.577]  So, we should really be able to do this together.
[00:28:00.506 --> 00:28:02.688]  We'll get around the bots, we'll get around the censors.
[00:28:02.688 --> 00:28:08.554]  I got a big stack of news admitting how YouTube and Facebook are doing that to myself and Ted Nugent, you name it.
[00:28:08.554 --> 00:28:09.656]  Because we're winning.
[00:28:09.656 --> 00:28:11.558]  We don't give up because they're censoring us.
[00:28:11.558 --> 00:28:12.819]  We fight even harder.
[00:28:12.819 --> 00:28:20.287]  And I dare them to block, and I dare them to censor this video.
[00:28:20.287 --> 00:28:22.669]  I dare them.
[00:28:22.669 --> 00:28:23.090]  Because...
[00:28:25.694 --> 00:28:31.438]  This is so wholesome, it's so good, and it's who President Trump is.
[00:28:31.438 --> 00:28:37.743]  It's a compilation of him hugging the little white kids and the black kids and the Hispanic kids and everybody else and how genuine it is.
[00:28:37.743 --> 00:28:42.806]  And it's something the media would never let you see unless it went out on independent media.
[00:28:42.806 --> 00:28:46.629]  And it's got a powerful intro where I break down how the globalists are trying to divide us.
[00:28:46.629 --> 00:28:47.490]  It's so important.
[00:28:47.950 --> 00:28:54.404]  We're gonna premiere this video with my intro and outro on the other side, but the video's on InfoWars.com, NewsWars.com.
[00:28:54.404 --> 00:28:55.566]  Get it out now!
[00:28:55.566 --> 00:28:56.208]  It's key!
[00:28:57.950 --> 00:29:04.932]  James Madison, the father of the Bill of Rights, wrote, Where an excess of power prevails, property of no sort is duly respected.
[00:29:04.932 --> 00:29:10.433]  No man is safe in his opinions, in his person, in his faculties, or in his possessions.
[00:29:10.433 --> 00:29:13.774]  Is there any question that we have an excess of power in Washington?
[00:29:13.774 --> 00:29:16.135]  The only question is, how do we contain it?
[00:29:16.135 --> 00:29:21.457]  And how do we remove that power from Washington to our local communities to the individual?
[00:29:21.457 --> 00:29:23.057]  That is the ultimate concern.
[00:29:23.297 --> 00:29:29.541]  The concentration of power, the excess of power, was always the chief concern of the founders of this country.
[00:29:29.541 --> 00:29:31.962]  It was why the Anti-Federalists opposed the Constitution.
[00:29:31.962 --> 00:29:41.007]  They believed they put safeguards in the Constitution to abuse that concentration of power, but as James Madison also pointed out, knowledge will forever govern ignorance.
[00:29:41.007 --> 00:29:46.390]  People who mean to be their own governors must arm themselves with the power that knowledge gives.
[00:29:46.390 --> 00:29:51.433]  Arm yourself with the information of what your rulers are doing, of what the real constraints upon them are.
[00:29:51.753 --> 00:29:55.275]  Only then will you have the courage to nullify their actions.
[00:29:55.275 --> 00:29:59.337]  For InfoWars.com, I'm David Knight.
[00:29:59.337 --> 00:30:00.838]  Vitamin Mineral Fusion.
[00:30:00.838 --> 00:30:03.539]  Visit InfoWarsLife.com to secure your canister.
[00:30:03.539 --> 00:30:11.023]  We have worked for years with our chemists and scientists to create the most powerful and affordable, great-tasting multivitamin formula available.
[00:30:11.023 --> 00:30:21.348]  Vitamin Mineral Fusion Drink Mix at InfoWarsLife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[00:30:21.668 --> 00:30:29.514]  In the history of InfoWars Life, we've brought out a lot of amazing products like Survival Shield X2, Super Metal Vitality, and so many others.
[00:30:29.514 --> 00:30:39.701]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
[00:30:39.701 --> 00:30:41.762]  And this part is most important.
[00:30:41.762 --> 00:30:48.207]  The ingredients in vitamin mineral fusion are either plant-derived or of the highest quality lab standard.
[00:30:48.567 --> 00:30:50.009]  That means it's clean.
[00:30:50.009 --> 00:30:51.131]  That means it's pure.
[00:30:51.131 --> 00:30:54.035]  And rest secured, you're fighting the tip of the spear in the InfoWars.
[00:30:54.035 --> 00:30:56.819]  That's InfoWarsLives.com and Vitamin Mineral Fusion.
[00:30:56.819 --> 00:30:58.461]  Take action now before we sell out.
[00:30:59.375 --> 00:31:08.462]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[00:31:08.462 --> 00:31:16.868]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:31:16.868 --> 00:31:21.751]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:31:21.751 --> 00:31:28.376]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[00:31:28.516 --> 00:31:35.703]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:31:35.703 --> 00:31:37.604]  Hands down, this is my favorite coffee.
[00:31:37.604 --> 00:31:42.729]  And it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:31:42.729 --> 00:31:47.073]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:31:47.333 --> 00:32:05.042]  After being sold out for months, our best-selling Super Blue Fluoride toothpaste is now back in stock at InfoWarsTore.com.
[00:32:05.042 --> 00:32:07.123]  Research across the board is clear.
[00:32:07.123 --> 00:32:12.425]  When bacteria infects your gums, it can enter your bloodstream and even contribute to blood clots and heart attacks.
[00:32:12.425 --> 00:32:15.947]  That's why the last Surgeon General's report on oral health warrants
[00:32:16.267 --> 00:32:19.709]  Your oral health can have a serious impact on your entire body.
[00:32:19.709 --> 00:32:22.891]  Super Blue Fluoride Free Toothpaste is a groundbreaking new formula.
[00:32:22.891 --> 00:32:26.773]  It's loaded with good halogen iodide instead of the bad halogen fluoride.
[00:32:26.773 --> 00:32:33.937]  Super Blue contains natural oils and ingredients used since biblical times to help wipe out bad bacteria and eliminate bad breath.
[00:32:33.937 --> 00:32:39.340]  Just some of the ingredients in Super Blue chosen by our dental experts include xylitol, peppermint oil,
[00:32:39.500 --> 00:32:40.821]  You're listening to the Alex Jones Show!
[00:33:09.611 --> 00:33:17.476]  It's at NewsWars.com.
[00:33:17.476 --> 00:33:21.279]  Relentlessly attacking the power structure.
[00:33:21.279 --> 00:33:23.841]  You're listening to Alex Jones.
[00:33:23.841 --> 00:33:27.143]  That's right, waging war on corruption.
[00:33:27.143 --> 00:33:30.225]  They want to bring down America.
[00:33:30.225 --> 00:33:33.067]  The ghosts of the Republic will rise and give them one hell of a fight.
[00:33:35.305 --> 00:33:38.566]  I'm powered by that republic and all our ancestors.
[00:33:38.566 --> 00:33:41.827]  Quite frankly, I can't even handle the energy.
[00:33:41.827 --> 00:33:44.308]  There's the article up at newswars.com.
[00:33:44.308 --> 00:33:50.170]  This viral video could save America.
[00:33:50.170 --> 00:33:55.571]  Certainly people coming together like this, which is what my life's been like.
[00:33:55.571 --> 00:34:03.834]  99% of the time I've seen people work together and live together and fight together and have success and failure together and
[00:34:04.557 --> 00:34:05.517]  Have children together?
[00:34:05.517 --> 00:34:17.843]  The media sits there like rubbing salt in the wound and only brings up the evils in our past, nobody else's past, and runs our country down because globalists are conquering America.
[00:34:17.843 --> 00:34:28.267]  I need every listener now to get the video that's on Facebook and that's on YouTube, that's at newswars.com, that you're about to see, and get it out to everyone.
[00:34:30.097 --> 00:34:38.449]  Crazy part is every time I ask people to make something go viral, yeah it'll get a half million views, a million, but I'll just put something out random and it gets 20 million views, 30 million views.
[00:34:39.508 --> 00:34:41.669]  And it's in the WikiLeaks that Hillary fears it.
[00:34:41.669 --> 00:34:43.209]  The globalists fear it.
[00:34:43.209 --> 00:34:46.930]  They fear you when you finally decide to take action!
[00:34:46.930 --> 00:34:48.751]  You are the info war!
[00:34:48.751 --> 00:34:50.371]  You are the power!
[00:34:50.371 --> 00:34:52.832]  They were so close to a race war.
[00:34:52.832 --> 00:34:54.192]  Soros was funding it.
[00:34:54.192 --> 00:34:55.072]  They were hyping it up.
[00:34:55.072 --> 00:34:57.013]  Charlottesville, that whole thing was staged.
[00:34:57.013 --> 00:35:00.334]  And then here comes that tragic hurricane and people coming together.
[00:35:00.334 --> 00:35:02.894]  Black people saving white people and vice versa.
[00:35:02.894 --> 00:35:04.415]  And it blew up in their face!
[00:35:05.785 --> 00:35:11.227]  Now they're cynically attacking the President and everybody else and hoping you don't see this video, so get it out.
[00:35:11.227 --> 00:35:20.730]  We're gonna go ahead and roll the video now, ladies and gentlemen.
[00:35:32.136 --> 00:35:37.578]  It's been said that the Lord works in mysterious ways, and that's happening right now.
[00:35:37.578 --> 00:35:44.520]  The forces of globalism need to divide America before we can be absorbed into a private world government.
[00:35:44.520 --> 00:35:55.004]  And to do that, their own white papers admit they've got to create racial and cultural division in the United States so that a powerful central government can control the divided people.
[00:35:56.311 --> 00:36:00.453]  But in the last three weeks, the enemy has miscalculated.
[00:36:00.453 --> 00:36:04.636]  They have openly attempted to launch a race war in America.
[00:36:04.636 --> 00:36:15.262]  But Americans came together and Hurricane Harvey hit the Gulf Coast and became a shining example of humanity being one.
[00:36:15.262 --> 00:36:19.625]  Right now, the globalists are on the verge of their biggest defeat ever.
[00:36:20.458 --> 00:36:29.709]  But first, we've got to go to the next level and make sure that this video that you are about to see gets out to everyone you know.
[00:36:29.709 --> 00:36:37.157]  If this video is seen by every American, I know, I don't think, it will change people's hearts.
[00:36:38.238 --> 00:36:50.671]  And we'll heal so much of the racial and cultural division historically in this country, but also the division that MSM, CNN and MSNBC have been invoking
[00:36:51.857 --> 00:36:53.718]  To try to demoralize us.
[00:36:53.718 --> 00:37:00.581]  It's in the WikiLeaks that the globalists are hijacking this country and that they want to use culture war to control us.
[00:37:00.581 --> 00:37:02.802]  They've lied so much about our president.
[00:37:02.802 --> 00:37:06.404]  Let his actions speak for themselves.
[00:37:06.404 --> 00:37:13.728]  Bringing the jobs back, taking care of the veterans, the VA, and so much more, and lovingly taking care
[00:37:14.815 --> 00:37:18.876]  of the people in Houston and seeing us all come together.
[00:37:18.876 --> 00:37:28.438]  These are the images that will drive stakes through the hearts of the parasitic elite class that wants to divide and conquer humanity.
[00:37:28.438 --> 00:37:30.118]  We all bleed red blood.
[00:37:30.118 --> 00:37:33.158]  We all have that American flag.
[00:37:33.158 --> 00:37:39.240]  These images sent to Lee Greenwood and God bless the USA is one of the most powerful things I've ever seen.
[00:37:39.240 --> 00:37:41.360]  So please, let's break
[00:37:42.560 --> 00:37:44.741]  The spell of racism and division.
[00:37:44.741 --> 00:37:51.102]  Let's come together and celebrate the greatest country in the world's history, the United States of America.
[00:37:51.102 --> 00:38:03.886]  If tomorrow all the things were gone, I'd worked for all my life and I had to start again.
[00:38:11.530 --> 00:38:15.752]  With just my children and my wife.
[00:38:15.752 --> 00:38:21.834]  I thank my lucky stars to be living here today.
[00:38:21.834 --> 00:38:27.496]  Cause the flag still stands for freedom and they can't take that away.
[00:38:31.128 --> 00:38:39.075]  And I'm proud to be an American where at least I know I'm free.
[00:38:39.075 --> 00:38:45.100]  And I won't forget the men who died who gave that right to me.
[00:38:45.100 --> 00:38:52.847]  And I gladly stand up next to you and defend her still today.
[00:38:52.847 --> 00:38:56.150]  Cause there ain't no doubt I love this land.
[00:38:58.035 --> 00:39:13.362]  God bless the USA!
[00:39:13.362 --> 00:39:18.524]  From the lakes of Minnesota to the hills of Tennessee
[00:39:20.418 --> 00:39:33.752]  Across the plains of Texas From sea to shining sea From Detroit down to Houston And New York to L.A.
[00:39:33.752 --> 00:39:39.458]  Well, there's pride in every American heart And it's time we stand and say
[00:39:45.312 --> 00:39:47.293]  God bless the U.S.A.
[00:40:12.185 --> 00:40:14.287]  This isn't about President Trump.
[00:40:14.287 --> 00:40:21.952]  This is about the American people coming together, which again, when the chips were down, we see as the case.
[00:40:21.952 --> 00:40:33.581]  The parasites that have tried to hijack this country are angry that Trump's coming in and trying to return power back to the US government and back to the people and taking control from these multinationals.
[00:40:33.581 --> 00:40:39.946]  That's why it's critical for all of you out there watching and listening to get this video out to everyone you know.
[00:40:40.706 --> 00:40:55.410]  Because this is an information war, and we need to bypass MSM to make sure that everybody out there that's drunk the Kool-Aid, drunk the poison of racism, understands that the key to our nation's future and humanity's future is true unity.
[00:40:55.410 --> 00:40:59.131]  This is one of the most powerful videos I've ever seen, and I think you agree.
[00:40:59.131 --> 00:41:02.492]  If you do agree, help get it out to everyone you know.
[00:41:02.492 --> 00:41:04.853]  I'm Alex Jones, and this is the Info War.
[00:41:07.014 --> 00:41:19.003]  It really does make me sick to read the WikiLeaks where you've got Hillary and Podesta and high-level psych warfare professors going, we're losing control of the public, so we need culture war.
[00:41:19.003 --> 00:41:23.447]  And then the email's back, well, we already have that.
[00:41:23.447 --> 00:41:26.509]  Well, we're going to have to intensify it.
[00:41:26.509 --> 00:41:35.056]  And they have to get up there on TV and spew the most racist garbage and just badmouth the country and badmouth anybody who's white.
[00:41:36.656 --> 00:41:53.840]  into basically guilting them into accepting the Democratic Party agenda and then trying to wound the brains of people that aren't quote white and believing that they're in this nightmare North Korea when they've got all these opportunities compared to other nations.
[00:41:53.840 --> 00:41:55.040]  It's sick!
[00:41:55.040 --> 00:42:05.943]  And then misrepresenting what the president does and it's not that the president's perfect, it's not that I just want to sit here and defend him, but look at how he's surrounded, look at how he's attacked, look at what he's going through.
[00:42:07.790 --> 00:42:15.193]  That's why we're starting the new morning show and starting Owen's new show Wednesday and you know we're trying to hire more crew and got folks working 18 hours a day some days.
[00:42:15.193 --> 00:42:21.575]  That's why I've been up here yesterday and today working because you know there's hydrogen bomb tests going on and the U.S.
[00:42:21.575 --> 00:42:24.776]  is getting tactical bombers in place and getting ready for nuclear war.
[00:42:24.776 --> 00:42:29.198]  I mean these are serious times and we're going to look back on these times as good times.
[00:42:33.319 --> 00:42:34.680]  The really bad times.
[00:42:34.680 --> 00:42:35.600]  I don't want that to happen.
[00:42:35.600 --> 00:42:39.142]  I want to be engaged as a good person and turn the tide.
[00:42:39.142 --> 00:42:47.867]  And I think, thanks to your prayers and support and this great crew and all the other great people across this planet that are awake and praying and taking action, we can turn the tide around.
[00:42:47.867 --> 00:42:49.929]  The toll-free number is 877-789-ALEX.
[00:42:49.929 --> 00:42:51.770]  That's the Sunday number.
[00:42:51.770 --> 00:42:53.931]  877-789-ALEX.
[00:42:53.931 --> 00:42:57.413]  First-time callers, your call's coming up, and a lot of other big breaking news.
[00:42:57.893 --> 00:42:58.353]  Not a group.
[00:42:58.353 --> 00:42:59.834]  You developed Living Defense for us.
[00:42:59.834 --> 00:43:01.135]  It took you over a year to do it.
[00:43:01.135 --> 00:43:02.356]  Why is this so good?
[00:43:02.356 --> 00:43:07.640]  Because people are actually waking up to the problem that pretty much scares me the most.
[00:43:07.640 --> 00:43:21.190]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system, but right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[00:43:21.190 --> 00:43:22.551]  Right now with all the refugees,
[00:43:23.331 --> 00:43:24.972]  Uh, spreading disease around.
[00:43:24.972 --> 00:43:27.553]  We have biological warfare going on everywhere.
[00:43:27.553 --> 00:43:28.853]  These are all parasites.
[00:43:28.853 --> 00:43:29.953]  Tell us about all the stuff that's in it.
[00:43:29.953 --> 00:43:31.294]  There's so many things that are in it.
[00:43:31.294 --> 00:43:35.795]  You have the neem in there, you have the organic clove bud, the organic wormwood.
[00:43:35.795 --> 00:43:39.076]  I recommend doing a parasite cleanse at least twice a year.
[00:43:39.076 --> 00:43:42.137]  All right, well, I'm glad we've got some back in because I'm going back on it today.
[00:43:42.137 --> 00:43:43.178]  It just came back in yesterday.
[00:43:43.178 --> 00:43:43.998]  Living Defense.
[00:43:43.998 --> 00:43:45.099]  Infowarslife.com.
[00:43:45.099 --> 00:43:46.139]  And folks, you can't lose.
[00:43:46.139 --> 00:43:48.860]  It's full of stuff that's great for your body, period.
[00:43:48.860 --> 00:43:48.960]  And...
[00:43:49.720 --> 00:43:50.741]  You support the broadcast.
[00:43:50.741 --> 00:43:52.102]  Infowarslives.com.
[00:43:52.102 --> 00:43:54.343]  Thank you, Dr. Group from the Global Healing Center.
[00:43:54.343 --> 00:43:57.765]  Thank you so much for all your work, sir, on this great product.
[00:43:57.765 --> 00:44:06.511]  Hey, did you know that you can now preserve your own food for up to 25 years and still maintain its nutrition and flavor?
[00:44:06.511 --> 00:44:07.051]  That's right.
[00:44:07.051 --> 00:44:12.315]  Now's the time to build your own food storage with Harvest Rites freeze dryers.
[00:44:12.315 --> 00:44:18.719]  Go to Infowarsstore.com to learn more and check out this innovative and smart technology that's easy to use,
[00:44:18.959 --> 00:44:26.561]  And let me tell you something, it is perfect for freeze drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[00:44:26.561 --> 00:44:26.801]  Woo!
[00:44:26.801 --> 00:44:27.842]  That's what I'm talking about.
[00:44:27.842 --> 00:44:36.564]  And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[00:44:36.564 --> 00:44:44.667]  Harvest Right freeze dryers retain 97% of the food's taste, color, and nutritional value, and have a shelf life of up to 25 years.
[00:44:46.147 --> 00:44:49.589]  Now that's what I call the miracle of food preservation.
[00:44:49.589 --> 00:44:53.711]  Harvest Right is truly the world's best, most affordable freeze dryer.
[00:44:53.711 --> 00:44:54.772]  So what are you waiting for?
[00:44:54.772 --> 00:44:59.074]  Check it out right now at InfoWarsStore.com.
[00:44:59.074 --> 00:45:03.777]  As most of you already know, I am a voracious consumer of news and information.
[00:45:03.777 --> 00:45:14.002]  And in the last four or five years, doing more and more research, I came across the fact that the elite establishment is fully aware of the fact that our ancient ancestors, in many cases,
[00:45:14.062 --> 00:45:14.222]  I think?
[00:45:33.138 --> 00:45:33.598]  We're good.
[00:45:59.105 --> 00:46:03.107]  A new shipment of BioTrue Selenium is now available at InfoWarsLife.com.
[00:46:03.107 --> 00:46:04.588]  We've been sold out for months.
[00:46:04.588 --> 00:46:09.651]  Our one-of-a-kind InfoWarsLife BioTrue Selenium formula is now back in stock at InfoWarsLife.com.
[00:46:09.651 --> 00:46:13.793]  This is the true selenium formula that has rocked the nutraceutical industry to its core.
[00:46:13.793 --> 00:46:18.335]  Nearly every other selenium supplement on the market is produced with synthetic selenium.
[00:46:18.335 --> 00:46:23.478]  But BioTrue Selenium is made from a source of 100% organic mustard seed.
[00:46:23.478 --> 00:46:26.740]  The effects of the essential trace mineral selenium are well known.
[00:46:26.940 --> 00:46:39.187]  From supporting the thyroid gland and immune system, to DNA production and eyesight, BioTruth Selenium is also the perfect supercharger to Survival Shield X2 nascent iodine, as both help support a healthy thyroid and many other systems.
[00:46:39.187 --> 00:46:44.090]  Visit InfoWarsLife.com to order your bottle of BioTruth Selenium before we sell it again.
[00:46:44.090 --> 00:46:45.091]  That's InfoWarsLife.com
[00:46:45.831 --> 00:46:47.772]  You're listening to the Alex Jones Show.
[00:46:47.772 --> 00:46:50.132]  From the front lines of the information war, it's Alex Jones.
[00:47:17.076 --> 00:47:19.939]  You know what bothers me?
[00:47:19.939 --> 00:47:22.761]  It's that I really like factoids.
[00:47:22.761 --> 00:47:36.733]  And so I've studied Russia, and Switzerland, and South Africa, and Nigeria, and Brazil, and Mexico, and many other countries.
[00:47:36.733 --> 00:47:39.736]  North Korea!
[00:47:39.736 --> 00:47:44.060]  And if you get caught in Mexico, you get six months to a year hard labor.
[00:47:45.626 --> 00:47:49.528]  And you get tortured, and you get money sucked out of you, if you're lucky.
[00:47:49.528 --> 00:47:51.790]  You get out.
[00:47:51.790 --> 00:48:04.237]  And in North Korea, you come in on a tourism visa, they watch everything you say, a government agent follows you with a pad and paper, and writes down every word you say, and talks to everybody you talk to.
[00:48:04.237 --> 00:48:10.761]  Vice has done tours of the country, and shows everything they do is track what they ate, when they went to the bathroom, what they did.
[00:48:12.022 --> 00:48:17.032]  When you get caught doing something you're not supposed to, taking a photo or something, you're sent to a death camp.
[00:48:17.032 --> 00:48:18.916]  And you're sent back to the U.S.
[00:48:18.916 --> 00:48:19.538]  when you're brain dead.
[00:48:22.688 --> 00:48:27.551]  And then I hear, America is this racist dirt hole and we're not open enough.
[00:48:27.551 --> 00:48:37.297]  When we're more open, back when Ellis Island used to keep you for three months to make sure you didn't have the bubonic plague or tuberculosis or whatever the case was, now they just let you in.
[00:48:37.297 --> 00:48:39.658]  You come here and have your babies for free, whatever.
[00:48:39.658 --> 00:48:44.561]  If you try to become a legal citizen, they make it really hard.
[00:48:44.561 --> 00:48:50.685]  But they make it really easy to come here and just be here illegally because they want that big underclass they control and exploit.
[00:48:51.476 --> 00:49:01.882]  And then they turn around and point at the white population, that I guess statistically sometimes, nothing like the Asians, but statistically has some wealth, and goes, look, they stole it!
[00:49:01.882 --> 00:49:06.345]  You just got here and they're evil white people and they're causing you a problem.
[00:49:06.345 --> 00:49:12.568]  Ryan asked Trump to hold off on scrapping DACA, the Dreamer Act.
[00:49:12.568 --> 00:49:19.833]  And I get it if people brought somebody here when they were a year old or whatever, they've been here for 20 years, and yeah, okay, and they're Americanized, why can't they be citizens?
[00:49:20.649 --> 00:49:32.078]  Because then people bring their kids just to be born here as other citizens, and then it's exploited, and the leftists sit there and fill them full of anti-American garbage.
[00:49:32.078 --> 00:49:45.109]  And then we have the head of the EU, we'll play the clip in a moment, the vice president of the EU, saying Europe will not stop being diverse.
[00:49:45.109 --> 00:49:46.190]  And he says, no country,
[00:49:48.217 --> 00:49:49.880]  We'll stay the way it was.
[00:49:49.880 --> 00:49:51.783]  Well, here's the problem.
[00:49:51.783 --> 00:50:02.600]  You're deciding, you're saying it's a program to make Europe non-European, and then the group you bring in against all the polls and the people is unprepared,
[00:50:04.531 --> 00:50:13.101]  Unprofessional, unskilled, 80 plus percent military age men, 10 million of them in the last five years.
[00:50:13.101 --> 00:50:15.383]  I kept saying 5 million for the numbers I had.
[00:50:15.383 --> 00:50:17.186]  Earlier this year they released the numbers.
[00:50:17.186 --> 00:50:25.034]  10 million people the last five years brought in by the UN program, by Peter Southerland that heads it up, who said Europe's too white.
[00:50:25.655 --> 00:50:39.348]  You're like, look, I'm not a racist, but when I start hearing something's too white, or white people are bad, and it's all over the news, and white people are getting beat up and attacked, and CNN says, oh, poor white people.
[00:50:39.348 --> 00:50:42.551]  At a certain point, I'm absolutely sick of it.
[00:50:42.551 --> 00:50:44.353]  These are global corporations.
[00:50:45.643 --> 00:50:49.006]  that don't want any culture in any nation.
[00:50:49.006 --> 00:50:56.553]  They want them divided and conquered, just like the Tower of Babel, to control them, and they admit that's the plan.
[00:50:56.553 --> 00:51:10.505]  And then they sit there and shake their finger at you, like Stephen King that lives behind a big gate and a big fence with armed guards, but he wants our borders open, or Michael Moore that's got six armed guards and big, big walls, but he says you should pay for everybody to live in your house.
[00:51:10.505 --> 00:51:12.527]  They're just establishment people.
[00:51:14.025 --> 00:51:21.810]  George Clooney sold his mansion in England and another one in Eastern Europe because Muslims were overrunning it.
[00:51:21.810 --> 00:51:23.931]  He even said it's too dangerous.
[00:51:23.931 --> 00:51:36.099]  But while he evacuates areas he called for to be open, after Europe's been invaded hundreds of times by Muslims, and they've run up the white flag and say it's time for you to invade, we have women, we have everything, it's all free, come here.
[00:51:39.568 --> 00:51:46.534]  While Europe opens its gates through Turkey and through Syria for this to happen, they all live behind big walls.
[00:51:46.534 --> 00:51:47.875]  They're hypocrites.
[00:51:47.875 --> 00:51:48.596]  They're frauds.
[00:51:50.780 --> 00:51:52.982]  Europe will not stop being diverse.
[00:51:52.982 --> 00:51:54.042]  Stop being.
[00:51:54.042 --> 00:51:59.886]  And then they have all the weird BBC shows that show ancient Romans were black, ancient Britons were black.
[00:51:59.886 --> 00:52:04.489]  Look, here's a Victorian scene of England where half the population is black and Asian.
[00:52:04.489 --> 00:52:12.834]  And it's just like, it's a crime to have white people even exist when whites are the global minority of 7%.
[00:52:12.834 --> 00:52:13.995]  But this is a strategy.
[00:52:13.995 --> 00:52:18.118]  Bring in third world populations, hype them up full of all this racial animus and hate,
[00:52:18.658 --> 00:52:26.103]  Have them ally with the big bureaucracy and the deep state to neutralize the majority indigenous populations.
[00:52:26.103 --> 00:52:27.283]  But it's even worse.
[00:52:27.283 --> 00:52:44.114]  Have the new minority population embrace socialism, collectivism, corporatism as its mommy, believing that's who butters their bread so they never adopt the ideas of the West that are countervailing the winds of tyranny and are not comportable or
[00:52:46.388 --> 00:52:52.273]  Systematically inducive towards tyranny.
[00:52:52.273 --> 00:52:53.173]  And that's the plan.
[00:52:53.173 --> 00:52:54.714]  That's globalism.
[00:52:54.714 --> 00:52:55.715]  That's what they're doing.
[00:52:55.715 --> 00:52:56.916]  You can't go to North Korea.
[00:52:56.916 --> 00:53:02.160]  You can't go to China as somebody from Africa or somebody from North America.
[00:53:02.160 --> 00:53:05.663]  You can't go to China and say, I'm here to have my baby free.
[00:53:05.663 --> 00:53:06.924]  I'm here to get welfare.
[00:53:06.924 --> 00:53:09.886]  They will throw you in the jail and beat you up and laugh at you.
[00:53:12.005 --> 00:53:13.046]  They're hard.
[00:53:13.046 --> 00:53:16.948]  They've got suicide nets at their factories, suicide nets at the stairwells.
[00:53:16.948 --> 00:53:21.411]  They kill Christians and Buddhists.
[00:53:21.411 --> 00:53:22.872]  The Islamists are hard.
[00:53:22.872 --> 00:53:29.076]  And the globalists are allied with communists and Islamists and others who are impregnable to all their bleeding heart stuff.
[00:53:29.076 --> 00:53:33.018]  But they know Christian Western nations are wide open to it.
[00:53:33.018 --> 00:53:41.043]  And they say, you let us have carbon taxes and world government and sexualize your five-year-old, or we're going to call you a racist or a homophobe.
[00:53:41.223 --> 00:53:46.606]  And the average American lays on their back and says, yes, sir, I'll do whatever you say.
[00:53:46.606 --> 00:53:51.088]  Just wave your magic priest wand and tell me I'm absolved.
[00:53:51.088 --> 00:53:52.328]  Tell me I'm trendy.
[00:53:52.328 --> 00:53:53.729]  Tell me I'm politically correct.
[00:53:53.729 --> 00:54:03.534]  I'll do anything, even to myself and my family, because I want to be accepted by the power structure that's out to destroy me and their own admissions.
[00:54:07.841 --> 00:54:11.524]  So when we start the next hour in your phone calls, I'm going to get to that EU bureaucrat statement.
[00:54:11.524 --> 00:54:11.904]  You know what?
[00:54:11.904 --> 00:54:13.765]  Let's do it now.
[00:54:13.765 --> 00:54:22.192]  Here is the Vice President of the European Union saying, we're going to Islamify you.
[00:54:22.192 --> 00:54:26.255]  Oh, and by the way, they've announced the Sweden Muslims are allowed to rape.
[00:54:26.255 --> 00:54:27.075]  It's their culture.
[00:54:27.075 --> 00:54:28.316]  Here it is.
