[00:00.000 --> 00:15.000]  From the front lines of the Information War, it's Alex Jones.
[55:49.000 --> 55:56.000]  See, trees are bad now. You see more carbon dioxide means more trees, more oxygen. Oxygen is evil as well.
[55:56.000 --> 56:04.000]  Got to get rid of that evil oxygen. It's almost as bad as the carbon dioxide. But let me just get this out at listeners.
[56:04.000 --> 56:10.000]  I want to thank you for your support. I want to thank you for realizing that without info wars, all of us would be in a lot of trouble.
[56:10.000 --> 56:17.000]  And I want you to realize that you are info wars, your support, you watching and listening, you spreading the word and you buying the products.
[56:17.000 --> 56:25.000]  And I really need your support right now. We're under massive attack. We've got four trials coming up in Texas and Connecticut with the Democrats.
[56:25.000 --> 56:35.000]  These judges sanctioning us and trying to bankrupt us, but we're not backing down. We're not laying people off, but we're barely able to pay our bills right now.
[56:35.000 --> 56:43.000]  So please go to info wars.com and get some amazing products. We extended the sale through the weekends. Everybody was asking us to up to 75% off pollen block,
[56:43.000 --> 56:56.000]  info wars, immune support, fizzy magnesium, vitamin D3 gummies, vasobates, so good for cardiovascular system, biotrysulinium. This stuff is all 25 to 75% off. All the t-shirts are at cost.
[56:56.000 --> 57:06.000]  The books, the films, the DVDs at least 30% off, waterfall trades at 30% off and more at infowarstore.com. And it came back in very popular.
[57:06.000 --> 57:16.000]  It's such an amazing new tropic. Brain force ultra, super fast acting and really gives you a level of clarity that you don't get from other even natural healthy stimulants.
[57:16.000 --> 57:25.000]  It's a very special formula. Hits very quick, dissipates in a few hours. That's why I like it. You want 10 hours of powerful energy. That's turbo force or five hours of focus new tropic.
[57:25.000 --> 57:33.000]  That's brain force plus two different formulas. This is another formula and it's back in stock 40% off at infowarstore.com.
[57:33.000 --> 57:43.000]  That's bigger focus and mental clarity. The next level with brain force ultra back in stock exclusively at infowarstore.com are 40% off right now. Please go there. Please take action.
[57:43.000 --> 57:50.000]  That's how we defeat the globalists. Don't procrastinate. Everybody go there.
[57:50.000 --> 57:59.000]  It was about 25 years ago that I wanted to expand info wars. I've been on the air a couple of years, but I only had money to finance my own simple little local radio show.
[57:59.000 --> 58:03.000]  I wanted to hire camera people. I wanted to make films. I wanted to really challenge the globalists.
[58:03.000 --> 58:12.000]  And it was a t-shirt I designed the first one. Mass murderers agree gun control works that helped us finance hiring the first few members of my crew.
[58:12.000 --> 58:21.000]  That's our oldest design and we're still selling. We have that design over 100 others that will now all be limited editions because whatever stock we've got in, that's it.
[58:21.000 --> 58:30.000]  We're selling everything out to find the operation to get rid of inventory. We'll still have some t-shirts in the future. They'll just be limited editions and short runs.
[58:30.000 --> 58:38.000]  So if you want to get any of these historic shirts, this is your last chance. I almost forgot. We're selling them all at cost at infowarstore.com.
[58:38.000 --> 58:49.000]  Every ball cap, every flag, every hoodie, every long sleeve, every t-shirt, regular shirts, designer shirts, they're all selling at cost infowarstore.com.
[58:49.000 --> 58:57.000]  Introducing the newest product from infowarslife.com. We are so proud of InfoWarsLife immune support.
[58:57.000 --> 59:05.000]  It is concentrated herbs that are known on record to supercharge our body's natural defenses.
[59:05.000 --> 59:09.000]  Ladies and gentlemen, this is something that is essential and everyone should get.
[59:09.000 --> 59:15.000]  And on top of it, it funds the InfoWare so that's the 360 win. Let me tell you what is in this amazing product.
[59:15.000 --> 59:24.000]  Concentrated elderberry, concentrated echinacea, concentrated astragalus root, angelica root, loatium root, and more.
[59:24.000 --> 59:34.000]  This product is incredible. InfoWars immune support exclusively available at infowarsstore.com is funding the tip of the spear, the InfoWars operation.
[59:34.000 --> 59:42.000]  It is a 360 win. The only way you fail is by not taking action and getting this product to boost your body's natural defenses and keep InfoWars on the air.
[59:42.000 --> 59:47.000]  The globalists are hoping you don't take action. Take action now, infowarsstore.com.
[1:00:12.000 --> 1:00:18.000]  Trashing the lies and disinformation. Thank you for joining us. Thank you for all you do.
[1:00:18.000 --> 1:00:21.000]  Mike Adams is coming up with a bunch of big breaking news.
[1:00:21.000 --> 1:00:25.000]  But I want to get to some of Tucker Carlson last night. He just is a real treasure.
[1:00:25.000 --> 1:00:33.000]  And he cut right to the chase. He said Elon Musk is putting it all on the line, going up against censorship and saying it's wrong.
[1:00:33.000 --> 1:00:39.000]  Can't have calls for violence. Don't want to push pornography on the general public without their consent.
[1:00:39.000 --> 1:00:46.000]  Don't want to run scams. That's the only things that should be banned, basically. Illegal stuff.
[1:00:46.000 --> 1:00:54.000]  Go back to way the laws written section 230. We've all got to get behind Elon Musk, whether he's good or bad or whatever he is.
[1:00:54.000 --> 1:01:00.000]  That shouldn't be a stumbling block for us to say we're supporting a free and open internet and a free and open debate.
[1:01:00.000 --> 1:01:03.000]  Here's Tucker Carlson last night.
[1:01:03.000 --> 1:01:10.000]  Good evening and welcome to Tucker Carlson tonight. Elon Musk became famous as a businessman.
[1:01:10.000 --> 1:01:16.000]  He makes electric cars and rockets and has become the single richest person on planet Earth by doing that.
[1:01:16.000 --> 1:01:25.000]  Elon Musk is not from the United States. He grew up in South Africa and yet he has a keen and precise understanding of how our system was designed to work.
[1:01:25.000 --> 1:01:31.000]  As he put it on Twitter last month, quote, free speech is essential to a functioning democracy.
[1:01:31.000 --> 1:01:38.000]  And then Musk asked his 80 million followers on Twitter a very simple question, quote, do you believe Twitter rigorously adheres to that principle?
[1:01:38.000 --> 1:01:41.000]  And overwhelmingly they answered, no, it doesn't.
[1:01:41.000 --> 1:01:51.000]  So Elon Musk understands something about Twitter that many people in our country don't understand, which is it is the single most important forum for speech, possibly in the world.
[1:01:51.000 --> 1:01:56.000]  Not because it's the biggest, but because it's where elite opinion is incubated.
[1:01:56.000 --> 1:02:05.000]  And so free speech on Twitter matters. And last month, Elon Musk gave the impression that he planned to do something about it, that he planned to open up Twitter.
[1:02:05.000 --> 1:02:07.000]  He bought 10% of the company.
[1:02:07.000 --> 1:02:16.000]  Now today, Musk has just put in an offer to buy 100% of Twitter at $54 to share and take the company private.
[1:02:16.000 --> 1:02:22.000]  Now from a business perspective, this is a very tempting offer for the company.
[1:02:22.000 --> 1:02:29.000]  In fact, his offer represents a 54% premium over the company share price the day before he began investing in it.
[1:02:29.000 --> 1:02:36.000]  He wrote a letter to Twitter's board last night, quote, Twitter has extraordinary potential, he wrote, I will unlock it.
[1:02:36.000 --> 1:02:38.000]  So this is more than a business play.
[1:02:38.000 --> 1:02:46.000]  In fact, it's not an overstatement to say it could be the single most important development for free speech in the modern history of the United States.
[1:02:46.000 --> 1:02:52.000]  As Musk put it, Twitter's potential is to be, quote, the platform for free speech around the globe.
[1:02:52.000 --> 1:02:57.000]  Twitter will, quote, neither thrive nor serve the societal imperative in its current form.
[1:02:57.000 --> 1:03:01.000]  Twitter needs to be transformed as a private company.
[1:03:01.000 --> 1:03:07.000]  Musk then made it clear that he's no confidence whatsoever in the people who currently run Twitter, including its pro censorship CEO.
[1:03:07.000 --> 1:03:18.000]  Quote, if this deal doesn't work, give them I have no confidence in management or do I believe I can drive the necessary change in the public market, I would need to reconsider my position as a shareholder.
[1:03:18.000 --> 1:03:29.000]  That means if Twitter's board rejects Elon Musk's offer, they will need to explain why to their shareholders, they turned down a deal that would make the shareholders much richer.
[1:03:29.000 --> 1:03:34.000]  So by doing this, Elon Musk is putting everything on the line.
[1:03:34.000 --> 1:03:39.000]  He knows how important Twitter is to the people who run our system, who run the global system.
[1:03:39.000 --> 1:03:43.000]  For them, censorship and propaganda are not a feature of their rule.
[1:03:43.000 --> 1:03:47.000]  Their rule depends on censorship and propaganda.
[1:03:47.000 --> 1:03:56.000]  If you are offering policies that really benefit nobody but yourself, you have to lie about them and you must prevent anyone from complaining about it.
[1:03:56.000 --> 1:04:05.000]  So censorship and propaganda are at the very heart of neoliberalism and Elon Musk is challenging all of that directly.
[1:04:05.000 --> 1:04:07.000]  He's the richest man in the world. He's not trying to make more money.
[1:04:07.000 --> 1:04:11.000]  He's not donating to a foreign charity or creating a tax shelter for himself, at least in this case.
[1:04:11.000 --> 1:04:17.000]  He's using his money to allow at least potentially Americans to speak freely.
[1:04:17.000 --> 1:04:25.000]  Is it distressing that our own democratic system isn't working, that you would need some rich guy to swoop in Deus Ex Machina to save free speech in the United States?
[1:04:25.000 --> 1:04:31.000]  Of course it is. Is it sad that we're all desperate for Elon Musk to save us? Yes it is.
[1:04:31.000 --> 1:04:35.000]  But who else is going to save us? Nobody at this point.
[1:04:35.000 --> 1:04:44.000]  So of course corporate media, which exists to stifle the views of individual Americans, hates the idea and their first move is to mock it. Watch.
[1:04:44.000 --> 1:04:50.000]  He says he wants to pay $54.20 a share to buy up the rest of Twitter that he doesn't have.
[1:04:50.000 --> 1:04:57.000]  Of course $54.20, that's $4.20, that's a code for marijuana, which he very much enjoys.
[1:04:57.000 --> 1:04:59.000]  So is this all a troll?
[1:04:59.000 --> 1:05:03.000]  It was about 25 years ago that I wanted to expand in Fort Worth.
[1:05:03.000 --> 1:05:08.000]  I've been on the air a couple of years, but I only had money to finance my own simple little local radio show.
[1:05:08.000 --> 1:05:13.000]  I wanted to hire camera people, I wanted to make films, I wanted to really challenge the globalist.
[1:05:13.000 --> 1:05:22.000]  And it was a t-shirt I designed the first one, Mass Murderers Agreed, Gun Control Works, that helped us finance hiring the first three members of my crew.
[1:05:22.000 --> 1:05:24.000]  That's our oldest design and we're still selling.
[1:05:24.000 --> 1:05:31.000]  We have that design over 100 others that will now all be limited editions because whatever stock we've got in, that's it.
[1:05:31.000 --> 1:05:35.000]  We're selling everything out to fund the operation, to get rid of inventory.
[1:05:35.000 --> 1:05:37.000]  We'll still have some t-shirts in the future.
[1:05:37.000 --> 1:05:39.000]  They'll just be limited editions and short runs.
[1:05:39.000 --> 1:05:43.000]  So if you want to get any of these historic shirts, this is your last chance.
[1:05:43.000 --> 1:05:48.000]  I almost forgot, we're selling them all at cost at infowarstore.com.
[1:05:48.000 --> 1:06:10.000]  Every ball cap, every flag, every hoodie, every long sleeve, every t-shirt, regular shirts, designer shirts, they're all selling at cost, infowarstore.com.
[1:06:18.000 --> 1:06:26.000]  All right, ladies and gentlemen, I'm going to wait till the next segment to get into the big COVID-19 plans for future lockdowns, the collapsed economy.
[1:06:26.000 --> 1:06:27.000]  We're already into it.
[1:06:27.000 --> 1:06:28.000]  How do we expose them?
[1:06:28.000 --> 1:06:29.000]  How do we take the pressure off?
[1:06:29.000 --> 1:06:32.000]  How do we stop the New World Order agenda?
[1:06:32.000 --> 1:06:33.000]  How do we stop the censorship?
[1:06:33.000 --> 1:06:37.000]  Well, we stand up and do what Elon Musk is doing.
[1:06:37.000 --> 1:06:43.000]  That's coming up next segment, Appeals Court reinstates Biden's vaccine mandate for federal employees and more.
[1:06:43.000 --> 1:06:48.000]  University host Drag Queen Story Hour for two-year-olds.
[1:06:48.000 --> 1:06:52.000]  It is all coming up, but I wanted to hit the Russia situation.
[1:06:52.000 --> 1:06:58.000]  I already alluded to some of this, some of the recap for those that joined us and then cut right into the meat and potatoes on this.
[1:06:58.000 --> 1:07:07.000]  This is Reuters oil rises on news that EU may intensify its bans on Russian oil and other energy products.
[1:07:07.000 --> 1:07:14.000]  But you heard Biden, it's Russia's fault that they put these sanctions on or blocking the oil and gas.
[1:07:14.000 --> 1:07:20.000]  Kiev rocked by explosions as Russia steps up attacks.
[1:07:20.000 --> 1:07:23.000]  Russia said the vessel sink from damage.
[1:07:23.000 --> 1:07:25.000]  They also have their battleship get sunk.
[1:07:25.000 --> 1:07:33.000]  In response to acts of sabotage by Ukrainian forces on Russian territory, the number of scale of missile attacks on objects in Kiev will increase,
[1:07:33.000 --> 1:07:37.000]  ministry spokesman said.
[1:07:37.000 --> 1:07:43.000]  So just like Hitler was not targeting British targets at the beginning of World War II,
[1:07:43.000 --> 1:07:52.000]  and the British, this has been declassified, said let's bomb Berlin and civilian targets and piss Hitler off to divert his aircraft to bomb cities.
[1:07:52.000 --> 1:07:59.000]  That will also get the Brits behind the war and it worked like a charm and the Russians are following in the same footsteps.
[1:07:59.000 --> 1:08:03.000]  As Hitler, Ukraine hasn't commented on the allegations.
[1:08:03.000 --> 1:08:09.000]  Residents of the Russian city of Belgrade near the Ukrainian border reported twin explosions Friday.
[1:08:09.000 --> 1:08:16.000]  The emerge of Russian air defenses hitting an object over the city where Russia's two weeks ago accused Ukraine of striking an oil depot.
[1:08:16.000 --> 1:08:20.000]  Two days ago a key Belgrade railway bridge was destroyed.
[1:08:20.000 --> 1:08:22.000]  It goes on from there.
[1:08:22.000 --> 1:08:25.000]  This is a story out that's all over the news.
[1:08:25.000 --> 1:08:32.000]  New York Times has it. Other CIA director airs concerns that Putin might turn to nuclear weapons.
[1:08:32.000 --> 1:08:35.000]  Does that mean the globalists may do a nuclear false flag?
[1:08:35.000 --> 1:08:43.000]  I wouldn't put anything past them, but the Russians could use nuclear weapons if they found a big enough military concentration to use a tactical nuke.
[1:08:43.000 --> 1:08:45.000]  The director of secrecy is in their policy.
[1:08:45.000 --> 1:08:47.000]  It's in their war doctrine to do that.
[1:08:47.000 --> 1:08:50.000]  It's in the US doctrine to use nukes first as well.
[1:08:50.000 --> 1:08:56.000]  MAD has been basically thrown to the wayside for about 10 years. That's mutually assured destruction.
[1:08:56.000 --> 1:09:03.000]  There is footage of the battleship, the Moscow, reportedly carrying nuclear weapons on fire yesterday.
[1:09:03.000 --> 1:09:12.000]  The ship sunk, reportedly hit by Russian anti-ship missiles still in the hands of the Ukrainians.
[1:09:12.000 --> 1:09:24.000]  The director of the CIA said yesterday that potential desperation, close quote, to extract the semblance of victory in Ukraine,
[1:09:24.000 --> 1:09:30.000]  contempt Vladimir Putin of Russia to order the use of tactical or low-yield nuclear weapon,
[1:09:30.000 --> 1:09:42.000]  publicly discussing for the first time a concern that has coursed through the White House during the last seven weeks of the war.
[1:09:42.000 --> 1:09:47.000]  The director, William J. Burns, formerly the head of the Carnegie Endowment, actually runs everything,
[1:09:47.000 --> 1:09:51.000]  who served as the American ambassador to Russia and a member of the administration,
[1:09:51.000 --> 1:10:02.000]  who dealt most often with Putin's potential detonations of such weapons, even as a warning shot, was a possibility that the United States remained very concerned about,
[1:10:02.000 --> 1:10:08.000]  but he quickly cautioned that so far, despite Mr. Putin's frequent invocation of nuclear threats,
[1:10:08.000 --> 1:10:20.000]  he had seen no practical evidence of the kinds of military deployments or movement of weapons that would suggest such a move was imminent.
[1:10:20.000 --> 1:10:30.000]  He also said, the CIA director also said, that they believe and knew that Putin was going to invade in the fall.
[1:10:30.000 --> 1:10:32.000]  That was the intel I had, as you know.
[1:10:32.000 --> 1:10:33.000]  There's another headline.
[1:10:33.000 --> 1:10:35.000]  The West needs World War III.
[1:10:35.000 --> 1:10:37.000]  Martin Armstrong warns there's no return to normal.
[1:10:37.000 --> 1:10:46.000]  USA Watchdog, very important article, explaining why the globalists are cornered and need this war and push policies they knew would push Moscow into war.
[1:10:46.000 --> 1:10:54.000]  Chinese forces exercise their Taiwan in response to U.S. visit, threatening to invade if the visit continues.
[1:10:54.000 --> 1:11:00.000]  China holds drills around Taiwan as U.S. lawmakers visit, and it goes on from there.
[1:11:00.000 --> 1:11:08.000]  Janet Yellen, the head of the Federal Reserve, private Federal Reserve slams China's position on the Russia-Ukraine situation.
[1:11:08.000 --> 1:11:12.000]  And here's what I mentioned earlier, I want to show you this important article.
[1:11:12.000 --> 1:11:21.000]  Ukraine war fears that the Moscow warships, named Moscow, Moskva, was carrying nuclear weapons when it sank.
[1:11:21.000 --> 1:11:26.000]  Yeah, that's where you'd storm.
[1:11:26.000 --> 1:11:38.000]  The Moscow Soviet-era guided missile cruiser sank near the port on Thursday after Ukraine said it hit the ship with two cruise missiles.
[1:11:38.000 --> 1:11:54.000]  The director of the live-based military think tank, Edward Blacksea News, said Ukrainian newspaper Defense Experts all warn that the Moscow could have been carrying two nuclear warheads designed to be fitted to its P-1000 carrier killer missiles.
[1:11:54.000 --> 1:11:57.000]  And it goes on from there.
[1:11:57.000 --> 1:12:08.000]  So things are escalating very, very quickly in this inter-Slavic civil war that we should have no part of.
[1:12:08.000 --> 1:12:23.000]  And it's not defending Putin to tell the truth and say the West went in there and overthrew an elected government six years ago, eight years ago, 2014, and has been starting this whole thing.
[1:12:23.000 --> 1:12:31.000]  And then what did Putin do walking in to a CIA Pentagon trap?
[1:12:31.000 --> 1:12:39.000]  I mean, there's been a major operation for a decade training of the stay-behind networks and resistance movements with high-tech weapons, A-class weapons.
[1:12:39.000 --> 1:12:41.000]  I mean, what did the Russians think was going on there?
[1:12:41.000 --> 1:12:43.000]  I mean, did they think Afghanistan was bad?
[1:12:43.000 --> 1:12:46.000]  Now you've got, remember the Russians fought Hitler pretty good.
[1:12:46.000 --> 1:12:49.000]  Well, the Ukrainians are basically Russians, most of them are.
[1:12:49.000 --> 1:12:50.000]  I mean, it's Russians killing Russians.
[1:12:50.000 --> 1:12:52.000]  It's not going to go well.
[1:12:52.000 --> 1:13:00.000]  And of course, Zelensky's horrible and the whole thing's terrible, but the Ukrainians and the Russians are now like two pit bulls killing each other.
[1:13:00.000 --> 1:13:01.000]  And it's just disgusting.
[1:13:01.000 --> 1:13:04.000]  The people that put them in the ring together are the bad ones.
[1:13:04.000 --> 1:13:06.000]  Well, who set the dog fight?
[1:13:06.000 --> 1:13:08.000]  Who did it?
[1:13:08.000 --> 1:13:19.000]  George Soros, the globalists, they're the ones, and they're the same ones trying to cause a race war in this country.
[1:13:19.000 --> 1:13:22.000]  So there's a race war and white people and black people are running around killing each other.
[1:13:22.000 --> 1:13:24.000]  Those doing it are bad, but who's really bad?
[1:13:24.000 --> 1:13:33.000]  The corporate media and the establishment and those that set the table, those that prepared this, those that did this, and those that bragged they did this.
[1:13:33.000 --> 1:13:35.000]  Absolutely insane.
[1:13:35.000 --> 1:13:39.000]  So there's all the clips of me making the rounds all over the place.
[1:13:39.000 --> 1:13:43.000]  You know, saying six, eight years ago, we're going to start a proxy war.
[1:13:43.000 --> 1:13:44.000]  The Russians are going to be lured in.
[1:13:44.000 --> 1:13:46.000]  It's going to go for years.
[1:13:46.000 --> 1:13:55.000]  It's going to cause energy prices to explode because that's all in no brainer when you've got all the pieces of the puzzle together.
[1:13:55.000 --> 1:14:06.000]  And remember, Biden said earlier today and yesterday that all the inflation, it's all Putin's fault and that the climate change cut down all the trees.
[1:14:06.000 --> 1:14:08.000]  It doesn't even make any sense.
[1:14:08.000 --> 1:14:18.000]  It's all lies and now they're blaming increased allergies and pollen on the fact there are more trees because of global warming, which it's not global warming.
[1:14:18.000 --> 1:14:28.000]  It's increased CO2 a little bit and trees do grow a lot better with more CO2 and produce more oxygen, which again is a good thing part of life on this planet.
[1:14:28.000 --> 1:14:30.000]  We're going to go to break.
[1:14:30.000 --> 1:14:31.000]  I'm going to come back.
[1:14:31.000 --> 1:14:37.000]  Just want to remind listeners that one of our best selling products, Brainforce Ultra,
[1:14:37.000 --> 1:14:39.000]  the last few runs sold out very, very quickly.
[1:14:39.000 --> 1:14:40.000]  We've got a limited run in it.
[1:14:40.000 --> 1:14:49.000]  It's a very designer natural with some other key compounds that are really good for your brain system that gives you just intense clarity and focus.
[1:14:49.000 --> 1:14:52.000]  It hits in like 15 to 20 minutes and goes away in two to three to four hours.
[1:14:52.000 --> 1:14:53.000]  That's what I like.
[1:14:53.000 --> 1:14:56.000]  I can take it at night and still go to sleep later.
[1:14:56.000 --> 1:14:58.000]  It is back in stock.
[1:14:58.000 --> 1:15:04.000]  I hope you get your Brainforce Ultra at infowarstore.com while you still can.
[1:15:04.000 --> 1:15:18.000]  We are very, very proud of Brainforce Ultra, infowarstore.com, or triple eight, two, five, three, three, one, three, nine.
[1:15:18.000 --> 1:15:20.000]  Also, we extended the big sale through Sunday.
[1:15:20.000 --> 1:15:24.000]  People asked us to up to 75% off store-wide.
[1:15:24.000 --> 1:15:26.000]  So it's 25 bare minimum up to 75% off.
[1:15:26.000 --> 1:15:36.000]  Polymblock, InfoWars, Life Immune Support, Physi-Magnetium, Vitamin D3 Gummies, Vasobes, Bautry Selenium, All T-shirts at Cost, DVDs, Books, Films.
[1:15:36.000 --> 1:15:40.000]  We started off infowarstore.com, and that funds our operation.
[1:15:40.000 --> 1:15:42.000]  It makes everything we do here possible.
[1:15:42.000 --> 1:15:44.000]  Without you, we would not be on air.
[1:15:44.000 --> 1:15:51.000]  Without you, continuing every day to share the articles and the videos and the live links, the sensors will win.
[1:15:51.000 --> 1:15:55.000]  But if you spread the word, we will override the sensors and we will win.
[1:15:55.000 --> 1:15:57.000]  God bless you. We'll be right back.
[1:16:26.000 --> 1:16:29.000]  We're selling them for $15, selling them for $20, whatever the shirt costs us.
[1:16:29.000 --> 1:16:33.000]  If a shirt costs $5, we're selling it for $5 for us to actually produce.
[1:16:33.000 --> 1:16:35.000]  If it costs $10, we're selling it for $10.
[1:16:35.000 --> 1:16:39.000]  And we've got hoodies, and we've got long sleeves, and we've got short sleeves.
[1:16:39.000 --> 1:16:41.000]  We've got them all, and we've got to liquidate them all.
[1:16:41.000 --> 1:16:46.000]  And they're limited edition because we're never going to make any of these designs again.
[1:16:46.000 --> 1:16:51.000]  We are going to come out with some new designs that will be limited and limited edition in the future.
[1:16:51.000 --> 1:16:55.000]  We've got to sell this to keep M4s on the air, plus it spreads the word.
[1:16:55.000 --> 1:16:59.000]  infowarstore.com, your historic apparel now, infowarstore.com.
[1:16:59.000 --> 1:17:08.000]  Ladies and gentlemen, infowarstore.com is offering the biggest sales in its over 20 year history.
[1:17:08.000 --> 1:17:15.000]  And that is because the economy is breaking down, inflation is exploding, the supply chains have broken down.
[1:17:15.000 --> 1:17:20.000]  And M4 Wars is having serious trouble making its payroll and paying for operations.
[1:17:20.000 --> 1:17:25.000]  And I do not want to implode or downsize in the face of the globalists making their main move.
[1:17:25.000 --> 1:17:28.000]  M4 Wars, it's paradoxical, is more popular than ever.
[1:17:28.000 --> 1:17:31.000]  It is reaching more people than ever despite the censorship.
[1:17:31.000 --> 1:17:39.000]  But because of cost increasing and having to run our own infrastructure and pay for our own bandwidth, everything else, we are running out of money.
[1:17:39.000 --> 1:17:48.000]  So listen, up to 75% off at infowarstore.com on things like amazing patriot t-shirts that help spread the word and fund the operation.
[1:17:48.000 --> 1:17:54.000]  On supplements, on books, on films, everything is 25 to 75% off right now.
[1:17:54.000 --> 1:17:57.000]  The biggest sell in our history at infowarstore.com.
[1:17:57.000 --> 1:18:19.000]  Thank you for your support.
[1:18:28.000 --> 1:18:32.000]  To be able to post their content free of charge.
[1:18:32.000 --> 1:18:36.000]  And because it's become so successful, it's a catch 22.
[1:18:36.000 --> 1:18:42.000]  M4 Wars and Band-Aid video have become a mothership promoting the pro-human liberty movement worldwide.
[1:18:42.000 --> 1:18:49.000]  But the expenses in bandwidth alone are millions of dollars a quarter, hundreds and hundreds of thousands of dollars a month.
[1:18:49.000 --> 1:18:59.000]  So the biggest sell in info wars history is going right now, the mega emergency blowout sale, up to 75% off, getting credible products and keep info wars as strong as ever.
[1:18:59.000 --> 1:19:04.000]  The newest product from info wars life is now available exclusively at infowarstore.com.
[1:19:04.000 --> 1:19:12.000]  It is concentrated known herbs and compounds that will supercharge your body's natural defenses, your immune system.
[1:19:12.000 --> 1:19:14.000]  All at the same time, funding the info war.
[1:19:14.000 --> 1:19:25.000]  Our immune systems have always been critical, but in this globalist era, with all the criminal activity they're involved in, it is more important than ever to take the tools God gave us and supercharge our immune systems.
[1:19:25.000 --> 1:19:35.000]  M4 Wars life immune support is a game changer and everyone out there that wants to be healthy and wants to boost your natural defenses should get it today.
[1:19:35.000 --> 1:19:39.000]  Out of the gates is 25% off at infowarstore.com.
[1:19:39.000 --> 1:19:44.000]  Got a lot of other great products to boost your immune system as well, but this one is the very strongest we've got.
[1:19:44.000 --> 1:19:50.000]  So anybody out there that cares about their health and wants to take care of themselves needs to get this product.
[1:19:50.000 --> 1:19:54.000]  It's also a great gift for friends and family to boost their immune system as well.
[1:19:54.000 --> 1:20:10.000]  Get yours today at infowarstore.com for 25% off.
[1:20:24.000 --> 1:20:34.000]  Well, it's the health ranger, an amazing scientist and researcher from naturalloves.com joins us here on the Alex Jones show a little bit in the next hour.
[1:20:34.000 --> 1:20:50.000]  Then fresh back from Ukraine, former army veteran and humanitarian aid worker, Jason Jones will be in studio with us here today ahead of Jay Dyer and Owen Schreuer and others coming up here on the M4 Wars network.
[1:20:50.000 --> 1:20:59.000]  Let me get a few of these headlines and go to Mike because I want to get into the economy, the worldwide lockdowns are trying to push again and more and the latest on the COVID poison.
[1:20:59.000 --> 1:21:06.000]  Here's some of the headlines. Axios appeals court reinstates Biden's vaccine mandate for federal employees. See they're coming back.
[1:21:06.000 --> 1:21:11.000]  Here's market watch appeals court reinstates Biden's federal employee vaccine mandate. Incredible.
[1:21:11.000 --> 1:21:21.000]  Pfizer and buy in a tech target healthy kids as young as five for COVID booster shot.
[1:21:21.000 --> 1:21:42.000]  Update big report on info wars.com. A jaw dropping 769 athletes. OEMs confirmed have collapsed while competing over the past year. Average age of players suffering cardiac arrest 23. Unpressing. It used to 100 a year will be incredible. It's been over 700 defiance of COVID lockdowns growing in China.
[1:21:42.000 --> 1:21:54.000]  That's just some of the news here. The health ranger Mike Adams joins us. Mike, great to have you with us so much to cover. You'll also later in the hour get into some big developments on the whole venom story.
[1:21:54.000 --> 1:22:04.000]  Is it accurate? Is it is it partly accurate? Is it wrong? You've got some really conclusive stuff that's coming up last segment of this hour into the next hour. Mike Adams, thanks for being here.
[1:22:04.000 --> 1:22:20.000]  Well, thank you, Alex. It's always great to join you. And yeah, we can start out with food inflation. The FAO saying it's over 12% month over month. And if if people are familiar with the rule of 72, it means that in six months, food prices will double in the United States.
[1:22:20.000 --> 1:22:32.000]  If those numbers hold, which means in 12 months, they will quadruple from where they are today. I mean, think about that, Alex, what that's going to do in terms of food riots and uprisings in the US and all around the world if they don't bring inflation down.
[1:22:32.000 --> 1:22:44.000]  And let's be clear, it's an absolute known fact that when over 50% of your paycheck is spent on food, you get societal collapse and war. And it's already starting around the planet where that's happening. And we're on line to do that.
[1:22:44.000 --> 1:22:53.000]  You can see why Klaus Schwab says an angry old world will bring in the great reset, which means the collapse of society and their build back better program.
[1:22:53.000 --> 1:23:04.000]  Well, and remember that a lot of this was set off by the wartime economic sanctions against Russia, which halted, you know, the delivery of some natural gas, which is necessary for fertilizer production.
[1:23:04.000 --> 1:23:12.000]  I know you've covered that extensively. And then without the fertilizer, you have a well scarcity and then rising costs to fertilize crops all over the world.
[1:23:12.000 --> 1:23:22.000]  And then you have more scarcity of crops because a lot of farmers choose to not plant crops. And then the crops they do plant can go up in price significantly, which is exactly what we're seeing.
[1:23:22.000 --> 1:23:30.000]  So it's important for people to understand that what has already been set into motion, including the economic sanctions against Russia by Western nations.
[1:23:30.000 --> 1:23:40.000]  This will spell really inflation doom for the next one to two years affecting food supply, energy supply, and of course many other things.
[1:23:40.000 --> 1:23:48.000]  And then I know you want to bring this in, but the Shanghai lockdowns in China, which I believe are contrived in order to punish the West.
[1:23:48.000 --> 1:24:00.000]  That's also going to worsen the supply chain disruptions and make it almost impossible for American companies to get supplies or to even build homes to acquire resins or electronic parts.
[1:24:00.000 --> 1:24:09.000]  I mean, Taiwan companies that operate in China have had to shut down their factories so they can't even ship out of Taiwan now because they can't get their stuff out of China.
[1:24:09.000 --> 1:24:19.000]  And let's spend some time on that because I know you're a wife of Taiwanese, you speak Chinese, you publish books in China, you've got a lot of employees over there.
[1:24:19.000 --> 1:24:27.000]  Big picture, what is Yixi Ping doing? They're threatening to invade Taiwan right now. Obviously this is all contrived for over a few thousand asymptomatic cases, total lockdowns.
[1:24:27.000 --> 1:24:32.000]  It's obviously a domestic martial law drill, but what's the geopolitical reason?
