[00:00:53.399 --> 00:00:55.080]  Okay.
[01:08:19.225 --> 01:08:21.526]  They didn't quit, they got worse.
[01:08:21.526 --> 01:08:25.388]  And they've budgeted in the billion dollar, the five billion dollar fines they pay.
[01:08:25.388 --> 01:08:31.851]  That's nothing when you're making hundreds of billions of dollars a year.
[01:08:31.851 --> 01:08:34.072]  And so now, this is the key to everything.
[01:08:36.505 --> 01:08:54.488]  As a senator, in his first big Senate floor speech since he got in in November, Josh Hawley of the Show Me State, former prosecutor there, who I'm very impressed by, on his bill to not kill babies after they're born, Democrats voted it down, showed who they are.
[01:08:54.488 --> 01:09:03.030]  And his moves against Google years ago for antitrust, only state to go after Google.
[01:09:03.030 --> 01:09:04.550]  I mean, the guy's hitting on all cylinders.
[01:09:07.418 --> 01:09:18.143]  And he lays this out in larger papers and articles that the new aristocrats, the new royalty is Google, is Facebook, is Twitter.
[01:09:18.143 --> 01:09:19.724]  And what does royalty mean?
[01:09:19.724 --> 01:09:28.949]  It means you're above the law, it's arbitrary, you do whatever you want, and you can hand down power to whoever you want.
[01:09:28.949 --> 01:09:34.412]  You've got hereditary royalty, you've got hereditary dictatorships like North Korea, but you've also got
[01:09:35.336 --> 01:09:40.799]  Forms of royalty that are more like oligarchies, where it's clubs and groups, where the bureaucrats hand down power.
[01:09:40.799 --> 01:09:42.240]  Oh, we don't care Trump got elected.
[01:09:42.240 --> 01:09:44.481]  We're bureaucrats.
[01:09:44.481 --> 01:09:45.541]  We'll have an insurance policy.
[01:09:45.541 --> 01:09:47.082]  We'll remove him from office.
[01:09:47.082 --> 01:09:50.284]  We are entitled to run America.
[01:09:50.284 --> 01:09:55.027]  You know, I was just in a Walmart, wrote Strock to Page.
[01:09:55.027 --> 01:09:58.989]  I could smell the Trump support.
[01:09:58.989 --> 01:10:02.050]  We're not going to let these people win.
[01:10:02.050 --> 01:10:02.791]  It's an arrogance.
[01:10:02.791 --> 01:10:02.991]  It's a
[01:10:05.117 --> 01:10:05.597]  Humorous.
[01:10:05.597 --> 01:10:07.078]  It's a royalty.
[01:10:07.078 --> 01:10:09.720]  How dare you!
[01:10:09.720 --> 01:10:12.222]  You're not going to do that!
[01:10:12.222 --> 01:10:16.084]  We're going to tell you what to do.
[01:10:16.084 --> 01:10:26.051]  And so he explains that the lie is the, not grassroots libertarianism that I like, that's constitutional, but
[01:10:27.441 --> 01:10:40.587]  The institutional system of laissez-faire, where these companies should do whatever they want, be tax exempt, be above the law, tell us what to do, oppress us, lie to Congress.
[01:10:40.587 --> 01:10:45.649]  They've had that position since big tech started 50 years ago, and it's all coming to an end.
[01:10:45.649 --> 01:10:49.991]  I'm not just saying that confidently, you can see it.
[01:10:49.991 --> 01:10:54.213]  And they're just arrogantly trying to just keep chugging along.
[01:10:54.213 --> 01:10:55.494]  And we've seen the major signs of this.
[01:10:56.877 --> 01:11:01.460]  Again, a year ago, head of Google said, I will not come.
[01:11:01.460 --> 01:11:02.721]  And we're not going to work with the Pentagon.
[01:11:02.721 --> 01:11:03.041]  F you.
[01:11:03.041 --> 01:11:03.401]  You're weak.
[01:11:03.401 --> 01:11:04.422]  You're stupid.
[01:11:04.422 --> 01:11:06.603]  Then they started to show their fangs a little bit.
[01:11:06.603 --> 01:11:10.045]  Congress started to stop acting like a bunch of idiots.
[01:11:10.045 --> 01:11:12.887]  And we're sorry Google came along.
[01:11:12.887 --> 01:11:16.209]  You see, stop acting like wimps, America.
[01:11:16.209 --> 01:11:18.230]  Stop being bullied by corporate media.
[01:11:18.230 --> 01:11:21.372]  So here's the senator's powerful speech on the floor just hours ago.
[01:11:21.372 --> 01:11:22.453]  Josh Hawley, here it is.
[01:11:23.683 --> 01:11:33.226]  General Bart, I commend your candor in calling what happened in 2016 what it is to spying the Trump campaign and spying on the President of the United States.
[01:11:33.226 --> 01:11:35.806]  Let's talk a little bit more about spying.
[01:11:35.806 --> 01:11:37.607]  Counterintelligence investigations.
[01:11:37.607 --> 01:11:38.307]  Fun thing about live TV.
[01:11:38.307 --> 01:11:38.767]  Shut it off.
[01:11:38.767 --> 01:11:41.088]  Just shut it off.
[01:11:41.088 --> 01:11:41.868]  I'm not mad.
[01:11:41.868 --> 01:11:42.568]  I love this.
[01:11:42.568 --> 01:11:43.648]  I think this is fun.
[01:11:43.648 --> 01:11:44.889]  I think this is cool.
[01:11:44.889 --> 01:11:45.749]  I think this is great.
[01:11:45.749 --> 01:11:48.750]  Because we have a big guest coming up live later on air.
[01:11:48.750 --> 01:11:52.331]  I'm going to try this again like I did before the show and like I did just now.
[01:11:53.712 --> 01:11:56.494]  Because I entered this time vortex today.
[01:11:56.494 --> 01:11:58.536]  I had a bunch of clips of the Senator.
[01:11:58.536 --> 01:12:04.160]  He was live two hours ago on the Senate floor with a speech he gave.
[01:12:04.160 --> 01:12:05.721]  So we'll just produce on air now.
[01:12:05.721 --> 01:12:08.524]  But you do off air during breaks or before the show, which is great.
[01:12:08.524 --> 01:12:09.645]  It's fine.
[01:12:09.645 --> 01:12:18.351]  I just want to get a Roger Roger, which is the reason I'm just keep producing on air as long as it takes, that we do have the clip, right, of him on the Senate floor earlier.
[01:12:18.351 --> 01:12:22.595]  No response.
[01:12:23.388 --> 01:12:25.029]  Which is fine.
[01:12:25.029 --> 01:12:31.553]  Which is the only thing that frustrates me is in our response, so we... We're gonna have that for you later today, I promise you, okay?
[01:12:31.553 --> 01:12:33.894]  We're gonna have that for you.
[01:12:33.894 --> 01:12:35.735]  Not a clip from two weeks ago.
[01:12:35.735 --> 01:12:38.217]  So, and I'm not mad about it.
[01:12:38.217 --> 01:12:43.140]  To me, it's just the, you know, the not knowing, you know what I mean?
[01:12:43.140 --> 01:12:48.403]  And then it's just the, like, molasses, it just, it just pours out into the universe.
[01:12:49.537 --> 01:12:56.200]  And just kind of runs over the stairs and then just glides over the next thing and on to the next.
[01:12:56.200 --> 01:13:02.103]  But here's the good part.
[01:13:02.103 --> 01:13:14.749]  America and the world is waking up to the fact that we have governments and we have systems that are acting and operating
[01:13:16.980 --> 01:13:19.921]  Like they're above the law of gods.
[01:13:19.921 --> 01:13:20.982]  And Americans are right.
[01:13:20.982 --> 01:13:26.024]  Government was getting too big in the 60s and 70s with too many regulations.
[01:13:26.024 --> 01:13:27.605]  And so, oh, let's leave companies alone.
[01:13:27.605 --> 01:13:31.387]  But that doesn't mean we set up companies like world governments.
[01:13:31.387 --> 01:13:37.670]  Because those very companies will lobby government to set up regulations to shut you down.
[01:13:37.670 --> 01:13:41.012]  Most of the big regulations being called for are by the big Fortune 100.
[01:13:42.830 --> 01:13:49.823]  Because they're using that to control everyone.
[01:13:49.823 --> 01:13:51.266]  They're using that
[01:13:53.134 --> 01:14:10.661]  To fix the markets, and man, you try to start a new website or a new social network, they got their SPLC and media groups harassing you, lying about you, scanning your servers to find out who hosts you, so they kick you off, and you get a note, sorry, you're a Nazi, you're off, and you're not a Nazi.
[01:14:10.661 --> 01:14:21.965]  It's all defamation, but it's big, powerful, trillion dollar companies that work with horrible authoritarian regimes, and they've gotten away with it forever.
[01:14:24.943 --> 01:14:29.086]  They've gotten away with it forever.
[01:14:29.086 --> 01:14:31.048]  And so now they think they can do anything.
[01:14:31.048 --> 01:14:32.289]  This isn't about free speech.
[01:14:32.289 --> 01:14:34.391]  That's just one part of it.
[01:14:34.391 --> 01:14:41.617]  This is about out-of-control groups that fundamentally don't like the free market system and don't even like the human community.
[01:14:41.617 --> 01:14:51.845]  And they're so in love with their tech and their screens and their data that they are divorced from humanity and believe that they need to transcend us, ladies and gentlemen.
[01:14:54.462 --> 01:14:57.765]  And that's it.
[01:14:57.765 --> 01:15:00.427]  And that's what this has come down to.
[01:15:00.427 --> 01:15:22.344]  And I know you know that, but I could sit here with hundreds of articles that are interesting, that are informative, but I just keep harping on the big picture because the enemy wants us off the air because of that, because the decisions are being made right now about all of this.
[01:15:22.344 --> 01:15:22.924]  That's what's happening.
[01:15:24.452 --> 01:15:32.737]  And you cannot quantify how big a deal this is.
[01:15:32.737 --> 01:15:36.720]  You cannot underestimate the fact that this is central.
[01:15:36.720 --> 01:15:48.287]  Because if you can't communicate with people, and if they can surveil everything you're doing and use it against you, and they're saying, families are bad and we're going to take your kids away from you and we're going to forcibly inoculate you, these are bad people.
[01:15:48.287 --> 01:15:49.307]  They believe you're weak.
[01:15:49.307 --> 01:15:50.428]  They believe you're over.
[01:15:50.428 --> 01:15:52.069]  They believe they're going to beat you.
[01:15:52.069 --> 01:15:52.750]  I believe you're not.
[01:15:53.590 --> 01:15:54.551]  I'm betting on myself.
[01:15:54.551 --> 01:15:55.171]  I'm betting on you.
[01:15:55.171 --> 01:15:57.372]  Stay with us.
[01:15:57.372 --> 01:16:01.394]  Stocks and options trading involves financial risk and is not suitable for all investors.
[01:16:01.394 --> 01:16:04.735]  Hey guys, it's Scott Bauer here, CEO of Prosper Trading Academy.
[01:16:04.735 --> 01:16:06.616]  Are you looking for a super hot stock tip?
[01:16:06.616 --> 01:16:10.498]  Here at Prosper, we are always looking for exciting opportunities in the markets.
[01:16:10.498 --> 01:16:14.320]  And right now, all my students are salivating over this stock we are watching.
[01:16:14.320 --> 01:16:20.463]  In fact, I've got this hot stock written down right here, and I'm about to text it to you for free.
[01:16:20.463 --> 01:16:21.784]  I just need to know where to send it.
[01:16:22.364 --> 01:16:28.307]  Simply text HOT to 48542 and I'll text it to you instantly.
[01:16:28.307 --> 01:16:30.228]  How do I know this stock is so hot?
[01:16:30.228 --> 01:16:39.693]  Well, I'm a former CBOE market maker for Amazon Options, former Vice President of Goldman Sachs, and I have over 25 years of professional trading experience.
[01:16:39.693 --> 01:16:41.694]  I'm telling you, this stock is hot.
[01:16:41.694 --> 01:16:45.415]  But be warned, the stock may move soon, so you need to claim it before it does.
[01:16:45.415 --> 01:16:46.116]  Text HOT.
[01:16:46.656 --> 01:16:49.177]  If you're trying to quit drinking or doing too many drugs, listen to me.
[01:16:49.177 --> 01:16:51.118]  You don't know me and we'll never meet.
[01:16:51.118 --> 01:16:52.919]  I had a problem like you once.
[01:17:05.766 --> 01:17:06.226]  I think?
[01:17:22.759 --> 01:17:23.359]  We're good to go.
[01:17:47.944 --> 01:17:48.424]  800-506-6740 That's 800-506-6740
[01:18:07.679 --> 01:18:16.682]  By leaps and by bounds, the number one best-selling supplement family in the world is energy drinks and energy supplements.
[01:18:16.682 --> 01:18:26.764]  But they are riddled with dyes and toxins and synthetic caffeines and other chemicals that sure get you a quick boost, but burn out in just a few hours and have terrible side effects.
[01:18:26.764 --> 01:18:35.307]  We have developed, hands down from our research, the most powerful, healthy energy drink pre-workout and beyond system in the world.
[01:18:36.127 --> 01:18:37.488]  There's nothing else like it.
[01:18:37.488 --> 01:18:38.629]  You must experience it.
[01:18:38.629 --> 01:18:45.635]  It is a total game changer and it comes in easy to use packets to mix it with fruit juice or water, whatever you'd like.
[01:18:45.635 --> 01:18:47.157]  Warning though, it's very, very strong.
[01:18:47.157 --> 01:18:48.638]  It lasts 10 hours.
[01:18:48.638 --> 01:18:55.324]  So take a half pack the first time you take it because TurboForce is named TurboForce because it will take you into overdrive.
[01:18:55.324 --> 01:18:59.607]  TurboForce at m4slive.com.
[01:18:59.607 --> 01:19:01.068]  Please don't forget we have
[01:19:02.904 --> 01:19:05.025]  A lot of amazing deals on the site.
[01:19:05.025 --> 01:19:06.846]  We still have store-wide free shipping.
[01:19:06.846 --> 01:19:09.127]  We had to end all those big discounts on the supplements.
[01:19:09.127 --> 01:19:15.129]  We're about to sell out of all of them, but we still have a big discount going, even though it's about to sell out on DNA Force, our flagship amazing product.
[01:19:15.129 --> 01:19:16.050]  Check out DNA Force.
[01:19:16.050 --> 01:19:16.890]  Learn why it's so amazing.
[01:19:16.890 --> 01:19:17.811]  Do yourself a favor.
[01:19:17.811 --> 01:19:25.994]  DNA Force Plus, now even stronger, even better for your telomeres, for your cells, for your mitochondrial DNA, for your nerves, for your brain.
[01:19:25.994 --> 01:19:31.597]  If there's one thing you take, it should be DNA Force Plus with PQQ, CoQ10, and so much more.
[01:19:32.277 --> 01:19:33.058]  And all apparel.
[01:19:33.058 --> 01:19:33.979]  You only do this once a year.
[01:19:33.979 --> 01:19:35.720]  Annual Super Sale.
[01:19:35.720 --> 01:19:36.701]  All apparel.
[01:19:36.701 --> 01:19:37.501]  All cash.
[01:19:37.501 --> 01:19:40.303]  T-shirts, sweatshirts, hoodies.
[01:19:40.303 --> 01:19:41.144]  50% off.
[01:19:41.144 --> 01:19:42.525]  50% off storewide.
[01:19:42.525 --> 01:19:45.827]  And you help fund the InfoWar and you spread the word and you stand up to the bullies.
[01:19:45.827 --> 01:19:47.629]  Storewide apparel sale.
[01:19:47.629 --> 01:19:48.830]  50% off and so much more.
[01:19:48.830 --> 01:19:50.551]  And your funding makes it all possible.
[01:19:50.551 --> 01:19:52.993]  Whatever you do, get DNA Force today.
[01:19:52.993 --> 01:19:55.114]  It's discounted, but it's about to sell out.
[01:19:55.114 --> 01:19:55.635]  We'll be right back.
[01:20:01.815 --> 01:20:04.426]  You're listening to The Alex Jones Show.
[01:20:43.482 --> 01:20:47.094]  Welcome back ladies and gentlemen, Alex Jones here broadcasting live on this May 15, 2019 worldwide show.
[01:20:49.963 --> 01:20:56.347]  Coming up, we have the young lady that the corporate press, the assassins of truth have had a heart attack over.
[01:20:56.347 --> 01:21:03.891]  They want her off air and they want her off air now because she's gotten 800,000, a million subscribers in a few months.
[01:21:03.891 --> 01:21:09.734]  She's reached hundreds of millions of people and she's making fun of the left and you don't do that.
[01:21:09.734 --> 01:21:14.016]  Everything's a big safe space and you don't make fun of Islam when they kill people either.
[01:21:14.016 --> 01:21:14.637]  You accept it.
[01:21:15.217 --> 01:21:19.601]  And you submit to it, so she's coming up next segment.
[01:21:19.601 --> 01:21:23.504]  But now, let's go ahead and air a large excerpt of what I was telling you about earlier.
[01:21:23.504 --> 01:21:25.266]  And the article's up on Infowars.com.
[01:21:25.266 --> 01:21:28.329]  We'll post this speech to Infowars.com the next hour.
[01:21:28.329 --> 01:21:30.070]  Trumpism 2.0.
[01:21:30.070 --> 01:21:36.996]  Senator Josh Hawley unveils populist platform to fight big tech, aristocrats, and restore America.
[01:21:36.996 --> 01:21:37.357]  Here it is.
[01:21:42.145 --> 01:21:46.468]  Because to represent them will be a great responsibility indeed.
[01:21:46.468 --> 01:21:53.432]  I pledge to my fellow Missourians that I will work at this task with all the strength that God can give me.
[01:21:53.432 --> 01:21:58.496]  And I will serve without fear and without favor to any man.
[01:21:58.496 --> 01:22:01.578]  We Missourians are known for our frankness.
[01:22:01.578 --> 01:22:03.479]  And today I will be frank.
[01:22:03.479 --> 01:22:08.442]  Because this is a moment of great need for my state and for our nation.
[01:22:08.442 --> 01:22:11.084]  For this nation was born in a revolution by we the people.
[01:22:11.997 --> 01:22:20.684]  And premised on a revolutionary faith that it is the people, the common man and woman, who make democracy work.
[01:22:20.684 --> 01:22:25.888]  And it is the calling of every generation to renew that revolution for their day.
[01:22:25.888 --> 01:22:30.632]  But in our time, our revolutionary faith is faltering.
[01:22:30.632 --> 01:22:36.277]  And in the heartland of this country, the great challenge of our age is unfolding.
[01:22:36.277 --> 01:22:38.539]  I come from a town called Lexington, Missouri.
[01:22:39.557 --> 01:22:42.798]  It's a small place, but a proud one.
[01:22:42.798 --> 01:22:48.319]  It's a place where people wake early and work late to make a life for themselves and their children.
[01:22:48.319 --> 01:22:53.940]  It's a place where people value honesty and gumption and life's simple pleasures.
[01:22:53.940 --> 01:23:00.661]  Fine morning at a deer stand, reading to the kids before bed, Sunday dinner at mom's.
[01:23:00.661 --> 01:23:07.823]  And though it is humble, it's a place that reflects the dignity and quiet greatness of the working men and women.
[01:23:08.837 --> 01:23:14.699]  These are the people who explored a continent, who built the railroads, who opened the West.
[01:23:14.699 --> 01:23:22.942]  These are the workers whose labor launched the Industrial Revolution, and whose ingenuity made the American economy the marvel of the world.
[01:23:22.942 --> 01:23:30.164]  These are the families who have rallied to this country's flag in every hour of danger, and who bear the burden of defending our nation even now.
[01:23:31.027 --> 01:23:35.709]  These are the patriots who manned the fire department and coached the Little League.
[01:23:35.709 --> 01:23:47.894]  These are the generous who give $25 a month out of their gas money to assist people halfway around the globe they will never meet just because they believe in helping others.
[01:23:47.894 --> 01:23:52.135]  They don't ask for much, and they live by a simple creed.
[01:23:52.135 --> 01:23:56.357]  Give the best of yourself to your family, your community, and your fellow man.
[01:23:57.751 --> 01:24:04.514]  And America is a place of promise, because in these hearts, honor lives.
[01:24:04.514 --> 01:24:10.557]  But these working men and women are confronting crisis today, and as they do, so does our democracy.
[01:24:11.596 --> 01:24:20.818]  After years of sacrifice, the great American middle is being pushed aside by a new arrogant aristocracy.
[01:24:20.818 --> 01:24:33.640]  The new aristocrats seek to remake society in their own image, to engineer an economy that works for the elite but few else, to fashion a culture that is dominated by their own preferences.
[01:24:33.640 --> 01:24:39.381]  When they think of helping their fellow citizens, they think of making everyone else more like themselves.
[01:24:40.592 --> 01:24:41.212]  And Washington?
[01:24:41.212 --> 01:24:44.774]  You know, Washington has just gone along.
[01:24:44.774 --> 01:24:55.058]  This town has embraced a politics of elite values and elite ambition, rather than building opportunities to thrive in the great and broad American middle.
[01:24:55.058 --> 01:25:08.143]  This has left middle America, the great American middle class, under siege, battling the loss of respect and work, the decline of home and family, an epidemic of loneliness and despair.
[01:25:09.272 --> 01:25:12.614]  This is the crisis of our time.
[01:25:12.614 --> 01:25:17.276]  I'm afraid you wouldn't know it to listen to the talk of this town much of the time.
[01:25:17.276 --> 01:25:27.022]  As the crisis deepens, the political establishment looks the other way, rehearsing and rehashing the political debates of 30 or 40 years ago.
[01:25:27.022 --> 01:25:29.823]  But there is no time for that any longer.
[01:25:29.823 --> 01:25:35.466]  The 21st century is upon us, and the great struggle of this century can no longer wait.
[01:25:35.466 --> 01:25:38.488]  The crisis that we face goes to the heart of our revolution.
[01:25:39.568 --> 01:25:47.602]  The United States is unique in history as a republic governed not by a select elite, but by the working man and woman.
[01:25:47.602 --> 01:25:52.510]  Because we believe it is through the working man and woman that God chooses to change the world.
[01:25:53.396 --> 01:26:04.381]  And that change comes not through spectacular feats of daring or glory, but through everyday work and everyday sacrifice and everyday acts of courage and love.
[01:26:04.381 --> 01:26:13.565]  And so it has been the proud working people, our farmers and mechanics and teachers and tradesmen, who have defined the character of this country.
[01:26:13.565 --> 01:26:18.948]  But for too long now, neither our economy nor our culture has lent them much support.
[01:26:20.034 --> 01:26:27.871]  Instead, our policy makers have entrenched the new elites and undermined the way of life that once bound this country together.
[01:26:27.871 --> 01:26:28.953]  It's time to face the facts.
[01:26:30.123 --> 01:26:37.168]  Over the last 40 years, our economy has worked best for those at the top, the wealthy, the well-educated.
[01:26:37.168 --> 01:26:43.773]  If you have a job in Silicon Valley, or an expensive and prestigious degree, this economy has worked for you.
[01:26:43.773 --> 01:26:48.297]  And Washington has focused on how to get more people to join this elite.
[01:26:48.297 --> 01:26:58.445]  But if you want a life built around the place where you grew up, if your ambition is not to start a tech business, but to join the family business, to serve in the PTA or in your local church,
[01:26:59.315 --> 01:27:04.438]  Well, you're told that you're not a success, and you're told that you're on your own.
[01:27:04.438 --> 01:27:06.360]  This is no accident.
[01:27:06.360 --> 01:27:14.885]  The people who make the rules now, who run our large corporations, who set the tone for our popular culture, all belong to the same class.
[01:27:14.885 --> 01:27:17.067]  This economy has been their economy.
[01:27:17.067 --> 01:27:19.088]  They made it for themselves.
[01:27:19.088 --> 01:27:25.973]  But in places like the one where I grew up, in middle Missouri, good paying jobs that you can raise a family on,
[01:27:26.983 --> 01:27:28.663]  Are going away.
[01:27:28.663 --> 01:27:33.364]  The jobs go overseas or south of the border or to cities on the coast.
[01:27:33.364 --> 01:27:36.305]  And once vibrant towns, decline.
[01:27:36.305 --> 01:27:43.606]  Taking with them the network of schools and neighborhoods and churches that make up middle class life.
[01:27:43.606 --> 01:27:46.427]  Rural America has been particularly hard hit.
[01:27:46.427 --> 01:27:51.628]  Rural American's life expectancy has not just leveled off, it's actually dropped.
[01:27:51.628 --> 01:27:56.129]  And for women without a high school degree, that drop has been staggering.
[01:27:57.395 --> 01:28:02.079]  In some rural places, residents struggle with outright deprivation.
[01:28:02.079 --> 01:28:05.982]  My home state contains some of the poorest counties in America.
[01:28:05.982 --> 01:28:09.885]  All in rural places that once boasted thriving small towns.
[01:28:09.885 --> 01:28:12.348]  Alright folks, and we have an HD version of this.
[01:28:12.348 --> 01:28:13.529]  This is from the live stream.
[01:28:13.529 --> 01:28:17.752]  I'm going to post the full HD from his office up on Infowars.com.
[01:28:19.193 --> 01:28:22.116]  And when we put it in post, I'm going to air the whole thing.
[01:28:22.116 --> 01:28:37.068]  In fact, later in the broadcast, I'm going to air the rest of it because he lists the problems, but then he goes for the solution, which is a real Americana populist movement, anti-globalist that attacks the monopolies that have really set up our deindustrialization.
[01:28:37.068 --> 01:28:38.790]  So he goes even beyond Trump.
[01:28:40.299 --> 01:28:41.881]  And I'm 100% on board.
[01:28:41.881 --> 01:28:43.362]  This is exciting.
[01:28:43.362 --> 01:28:44.743]  And this is where we need to go.
[01:28:44.743 --> 01:28:46.705]  And he wants to break up Big Tech now.
[01:28:46.705 --> 01:28:49.267]  He's got a plan to do it within six months.
[01:28:49.267 --> 01:28:51.429]  And he's got the Presidents here.
[01:28:51.429 --> 01:28:52.050]  That's right, folks.
[01:28:52.050 --> 01:28:53.371]  The cavalry's coming.
[01:28:53.371 --> 01:28:53.991]  We're gonna win.
[01:28:53.991 --> 01:28:55.292]  We'll be right back.
[01:28:55.292 --> 01:28:55.693]  Stay with us.
[01:28:57.864 --> 01:29:02.947]  Fellow Patriots, my name is Todd Savage, founder of BlackRifleRealEstate.com.
[01:29:02.947 --> 01:29:08.309]  Like you, I was a prisoner of the outleft sanctuary state until one day I chose to leave my family to freedom.
[01:29:08.309 --> 01:29:16.353]  Today we live on a sustainable 20-acre homestead where we shoot, hunt, garden, and homeschool our children without the tyranny of the nanny state looking over us.
[01:29:16.353 --> 01:29:21.816]  If you're ready to flee the city to the freedom of Idaho or Montana, our Black Rifle Real Estate team is here to help.
[01:29:21.816 --> 01:29:23.797]  Go to BlackRifleRealEstate.com.
[01:29:23.797 --> 01:29:25.598]  That's BlackRifleRealEstate.com.
[01:29:27.202 --> 01:29:31.064]  Most of you know that heart disease is the number one silent killer in the U.S.
[01:29:31.064 --> 01:29:36.066]  What if I told you for just $54.95 a month you could fight against heart disease naturally?
[01:29:36.066 --> 01:29:40.888]  At Heart and Body Extract, we've been helping thousands of people get back to a healthier heart.
[01:29:40.888 --> 01:29:42.228]  Don't just take my word for it.
[01:29:42.228 --> 01:29:45.990]  Check out all of the success stories at HBExtract.com.
[01:29:45.990 --> 01:29:46.990]  Or to order, call 866-295-5305.
[01:29:46.990 --> 01:29:47.350]  That's 866-295-5305.
[01:29:47.350 --> 01:29:47.910]  HBExtract.com.
[01:29:47.910 --> 01:29:50.211]  Don't risk it when you can take charge of it.
[01:29:58.254 --> 01:30:02.437]  The globalists are hyper-competitive scientific dictators.
[01:30:02.437 --> 01:30:03.498]  They are technocrats.
[01:30:03.498 --> 01:30:05.780]  They are control freaks in their own words.
[01:30:05.780 --> 01:30:13.166]  And they believe allowing you to live your own life and make your own decisions gets in the way of their great destiny to merge with AI gods.
[01:30:13.166 --> 01:30:15.027]  Now we're fighting them hard in cyberspace.
[01:30:15.027 --> 01:30:17.129]  We're fighting them hard right here in the third dimension.
[01:30:17.629 --> 01:30:23.974]  One of the biggest places that we neglect to forget that we've really got a lot of control in our lives is our bodies.
[01:30:23.974 --> 01:30:29.158]  If I wasn't taking the highest quality supplements from 4warslife.com, I couldn't do it.
[01:30:29.158 --> 01:30:38.184]  That's why we decided to take our original Secret 12 that was incredibly high quality medical bottlement and double the strength of it in a new formula, Ultra 12.
[01:30:39.145 --> 01:30:45.127]  Ultra 12 is undoubtedly the strongest, highest quality B12 over-the-counter that you're going to find anywhere.
[01:30:45.127 --> 01:30:46.067]  It is amazing.
[01:30:46.067 --> 01:30:56.090]  Experience pure Methylcobalamin B12 for yourself and fund the Second American Revolution against the tyrants at InfoWarsStore.com, InfoWarsLive.com, or 888-253-3139.
[01:31:00.347 --> 01:31:02.308]  Mike in New Jersey, you're on the air.
[01:31:02.308 --> 01:31:03.109]  Thanks for calling, Mike.
[01:31:03.109 --> 01:31:04.470]  You are the man, Alex.
[01:31:04.470 --> 01:31:05.991]  I'm so glad to be talking to you.
[01:31:05.991 --> 01:31:06.791]  I'm so excited.
[01:31:06.791 --> 01:31:07.692]  I'm such a big fan.
[01:31:07.692 --> 01:31:10.174]  Ever since I've been listening, I've been buying your products.
[01:31:10.174 --> 01:31:12.675]  I gotta do a shout-out for the Bone Broth.
[01:31:12.675 --> 01:31:14.096]  The Bone Broth.
[01:31:14.096 --> 01:31:15.537]  The Bone Broth.
[01:31:15.537 --> 01:31:16.918]  The Bone Broth.
[01:31:16.918 --> 01:31:18.199]  The Bone Broth.
[01:31:18.199 --> 01:31:22.942]  Tastes like, tastes like a great milkshake, you know, if you just add it to milk.
[01:31:22.942 --> 01:31:24.343]  It tastes like Ovaltine.
[01:31:24.343 --> 01:31:25.764]  It tastes like Ovaltine.
[01:31:25.764 --> 01:31:26.925]  It tastes like Ovaltine.
[01:31:28.005 --> 01:31:30.726]  I feel great since I've been taking it.
[01:31:30.726 --> 01:31:34.906]  My daughter uses the Bubblegum Fluoride Free Toothpaste.
[01:31:34.906 --> 01:31:38.707]  I've used the Supermail Vitality, a host of other products.
[01:31:38.707 --> 01:31:40.747]  So thank you so much for that as well.
[01:31:40.747 --> 01:31:43.308]  Brother, you're thanking me for buying the products and keeping us on air.
[01:31:43.308 --> 01:31:44.068]  I'm thanking you.
[01:31:44.068 --> 01:31:50.509]  But yes, this is the ultimate bone broth formula with the turmeric, the chaga mushroom, the true bone broth.
[01:31:50.509 --> 01:31:51.229]  It is next level.
[01:31:51.229 --> 01:31:51.889]  It really is good.
[01:31:51.889 --> 01:31:52.450]  So thank you.
[01:31:52.450 --> 01:31:54.370]  I feel great since I've been taking it.
[01:31:54.370 --> 01:31:54.750]  Thank you.
[01:32:04.124 --> 01:32:06.085]  Tom in Texas, police officer on the border.
[01:32:06.085 --> 01:32:08.566]  Talks about MS-13 and more.
[01:32:08.566 --> 01:32:09.506]  Thanks for calling, Tom.
[01:32:09.506 --> 01:32:09.967]  Yes, sir.
[01:32:09.967 --> 01:32:11.267]  Thank you for taking my call.
[01:32:11.267 --> 01:32:13.368]  Just want to thank you for your products.
[01:32:13.368 --> 01:32:19.291]  I have the InfoWard decals on the outside of my cell phone case, my truck, sports shirts, all the equipment.
[01:32:19.291 --> 01:32:21.232]  I find it's the best way to get your word out.
[01:32:21.232 --> 01:32:22.212]  God bless you, brother.
[01:32:22.212 --> 01:32:28.495]  And I have three or four InfoWard bumper stickers in my glove box right now I hand out if I get to talking to somebody just to help spread
[01:32:28.575 --> 01:32:29.195]  I've never read that word.
[01:32:29.195 --> 01:32:30.316]  You're our only hope, brother.
[01:32:30.316 --> 01:32:32.617]  I'm telling you, you're more important than I am.
[01:32:32.617 --> 01:32:35.358]  It's people like you on the ground, as you know, that's boots on the ground.
[01:33:01.420 --> 01:33:21.852]  You're listening to The Alex Jones Show!
[01:33:21.852 --> 01:33:23.072]  You've found it!
[01:33:23.072 --> 01:33:25.113]  The tip of the spear!
[01:33:25.113 --> 01:33:27.415]  It is The Alex Jones Show!
[01:33:33.935 --> 01:33:50.761]  Well, I'm really glad that the crew and our lead producer Daria got this guest on.
[01:33:50.761 --> 01:33:52.022]  I had seen her work before.
[01:33:53.475 --> 01:33:55.217]  Very, very witty.
[01:33:55.217 --> 01:33:57.258]  Very, very smart.
