[00:00:17.901 --> 00:00:23.167]  It's also what happens when you listen to the radio host Alex Jones.
[00:25:55.337 --> 00:25:57.359]  But this goes so much further.
[00:25:58.727 --> 00:26:08.890]  Into actually social engineering society and creating autocratic systems so that you have a servile, dumb population that needs to be led and needs to be controlled.
[00:26:08.890 --> 00:26:17.852]  So it's a self-fulfilling prophecy, the ultimate form of oppression, to create a servile, dumbed-down mass of people, which WikiLeaks and other documents show is their admitted plan.
[00:26:17.852 --> 00:26:21.233]  So now that we have global government out in the open, let's start really dissecting who's behind it.
[00:26:22.685 --> 00:26:42.158]  Special corporate interests that don't want to just defend America or just get rich competing to create powerful weapon systems, but groups that are creating weapon systems that are designed to even make our so-called allies dependent, and that are designed to actually create wars, not stop wars.
[00:26:42.158 --> 00:26:46.721]  I mean, what's the point of creating all these weapons and all these systems if they end up destroying the planet?
[00:26:46.721 --> 00:26:48.041]  What is the point of that?
[00:26:48.041 --> 00:26:50.263]  They always claim that they're pitching global government,
[00:26:51.283 --> 00:27:00.907]  In the name of ending war when their global government is actually at war with humanity itself and at war with civilization that is more equally distributed.
[00:27:00.907 --> 00:27:02.948]  And I don't mean that in some communist term.
[00:27:02.948 --> 00:27:05.029]  I mean in the free market of ideas.
[00:27:05.029 --> 00:27:15.954]  They're creating the ultimate class structure where they want data, information, life extension only transferred to the elites and segregated from the general mass of public in a breakaway civilization system.
[00:27:17.150 --> 00:27:26.060]  So everyone should go to InfoWars.com and PrisonPlanet.com and get this article with Ron Paul basically warning of everything I've warned of.
[00:27:26.060 --> 00:27:36.572]  The deep state is incredibly inbred, it's disconnected from reality, it's eugenics based in its philosophy and systems and it is the main threat to our planet today.
[00:27:37.685 --> 00:27:41.768]  I'm not opposing the aristocracy of the planet because I want to be the aristocracy.
[00:27:41.768 --> 00:27:47.311]  That's the old classic revolution that, you know, today's revolutionary is tomorrow's ruler.
[00:27:47.311 --> 00:27:59.239]  No, I truly want to have a free market, renaissance, open culture like the forefathers did, and I am someone who 100% believes in Americanism, not globalism.
[00:27:59.239 --> 00:28:02.281]  Globalism is just old, corrupt, centralized empires.
[00:28:03.061 --> 00:28:13.283]  We have to have a license to even have a job or a license to create a good and where everything is run by monopolies and inbred elites who run around with their noses in the air.
[00:28:13.283 --> 00:28:30.146]  I fundamentally hate those inbred elites that do not deserve to rule over us because if they were true leaders they would understand that they could lead and people would follow them and support them but instead they want to rule over us instead of leading by example.
[00:28:31.172 --> 00:28:41.400]  You are inbred, you are degenerate, you are anti-human, you basically project your own self-loathing and hatred onto us, and you need to fall.
[00:28:41.400 --> 00:28:46.765]  But the big news is, only five days left, they're openly now discussing in the news, overthrowing the Trump election.
[00:28:46.765 --> 00:28:48.426]  We are right again, folks.
[00:28:48.426 --> 00:28:50.928]  Again, I don't like to brag and say, we're right, we're right, we're right.
[00:28:50.928 --> 00:28:57.594]  You need to understand, we have the blueprint, we have the program, we understand the enemy operation, and if we will just spread the word and expose it,
[00:28:58.354 --> 00:28:59.755]  They will fall.
[00:28:59.755 --> 00:29:00.855]  They will be defeated.
[00:29:00.855 --> 00:29:01.856]  It's not just our water.
[00:29:01.856 --> 00:29:04.156]  It's not just our food that needs to be cleaned.
[00:29:04.156 --> 00:29:05.557]  It's the air we're breathing.
[00:29:05.557 --> 00:29:06.958]  Especially for our children.
[00:29:06.958 --> 00:29:13.140]  The artificial particulates, the chemicals, is absolutely weighing down our immune systems.
[00:29:13.140 --> 00:29:22.324]  The same team, based right here in America, that brought you the Alexa Pure groundbreaking water filtration systems, have now developed Alexa Pure Breathe.
[00:29:22.324 --> 00:29:27.186]  Whether it's your home or office, you owe it to yourself, your co-workers, your family, your children.
[00:29:27.386 --> 00:29:29.849]  Do the best job you can to purify your air.
[00:29:29.849 --> 00:29:37.599]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most of the toxic effects for themselves.
[00:29:37.599 --> 00:29:38.861]  The general public doesn't.
[00:29:40.064 --> 00:29:43.426]  The Alexa Pure Breeze will be a steal at $300, $400, $500.
[00:29:43.426 --> 00:29:47.569]  One of these systems can keep 800 square feet incredibly clean.
[00:29:47.569 --> 00:29:54.294]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[00:29:54.294 --> 00:29:58.377]  Find out why this system is so revolutionary today at m4wrestore.com.
[00:30:01.906 --> 00:30:04.207]  Electrify your day with Secret 12.
[00:30:04.207 --> 00:30:05.767]  It's like lightning in a bottle!
[00:30:05.767 --> 00:30:09.668]  We all have days in which we just can't seem to perform at the level we'd like to.
[00:30:09.668 --> 00:30:17.611]  InfoWars Live Secret 12 is designed to naturally energize your body and mind with two great tasting and super high quality forms of vitamin B12.
[00:30:17.611 --> 00:30:22.572]  Proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels.
[00:30:22.572 --> 00:30:28.034]  The reality is, it's hard to take in the proper amount of vitamins we need each day with our modern diets.
[00:30:28.374 --> 00:30:36.162]  Secret 12 by Infowars Life is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[00:30:36.162 --> 00:30:40.886]  It pairs two forms of vitamin B12 into one explosive formula.
[00:30:40.886 --> 00:30:49.695]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes, but it also assists with many other functions of the body.
[00:30:49.895 --> 00:30:53.463]  Electrify your mind and body and take your health to the next level.
[00:30:53.463 --> 00:30:57.371]  Experience the power of Secret 12 at InfoWarsLife.com.
[00:30:57.371 --> 00:30:58.975]  That's InfoWarsLife.com.
[00:31:01.693 --> 00:31:06.438]  Men, give your body the support it needs with InfoWars Life Prostagard.
[00:31:06.438 --> 00:31:10.862]  It's time to start assisting the body in regulating proper prostate balance.
[00:31:10.862 --> 00:31:21.472]  InfoWars Life has set out to bring you formulations that are not only the highest quality out there, but formulas that you can use on a daily basis to give your body the natural herbs and extracts that our experts recommend.
[00:31:22.092 --> 00:31:30.055]  The Prostagard formula does just that, with its mixture of plant-based nutrients and antioxidants that help give your body total support.
[00:31:30.055 --> 00:31:39.399]  It's a hand-selected blend of saw palmetto, lycopene, plant sterols, zinc, vitamin D3, selenium, and copper.
[00:31:39.399 --> 00:31:49.683]  Prostagard is something that the men on the InfoWars crew take every day, and from our research, it's something that men should really be adding to their daily regimen in order to keep their body going at optimal levels.
[00:31:50.163 --> 00:31:53.607]  Now's the time to start naturally supporting your body.
[00:31:53.607 --> 00:31:58.232]  Get Prostagard on your side today exclusively at InfoWarsLife.com.
[00:31:58.232 --> 00:31:59.354]  That's InfoWarsLife.com.
[00:32:01.124 --> 00:32:11.995]  National Defense Labs and Citizen Armor has given InfoWars the exclusive on distributing to the American people the true next generation in body armor.
[00:32:11.995 --> 00:32:19.762]  Basically what we're bringing to the InfoWars team is a new line of dynamic, lightweight body armor.
[00:32:19.762 --> 00:32:25.708]  It is lighter, more flexible, easier to wear, more comfortable, and stronger than anything else on the market.
[00:32:25.788 --> 00:32:31.952]  You said when you talked to people that have been using this actually testing it for years, people that currently have tested it for us, they didn't just say outstanding.
[00:32:31.952 --> 00:32:32.933]  What did they really say about it?
[00:32:32.933 --> 00:32:34.734]  They want to know how do they get it?
[00:32:34.734 --> 00:32:35.775]  Where do they find it?
[00:32:35.775 --> 00:32:39.497]  A lot of my law enforcement official buddies want to know the same thing.
[00:32:39.497 --> 00:32:42.419]  The backpack body armor is only $200.
[00:32:42.419 --> 00:32:44.280]  I mean, it's unbelievable.
[00:32:44.280 --> 00:32:45.441]  It's a quarter inch thick.
[00:32:45.441 --> 00:32:46.442]  It's got a 20-year warranty.
[00:32:46.442 --> 00:32:47.102]  It's waterproof.
[00:32:47.102 --> 00:32:47.583]  You can wear it.
[00:32:47.583 --> 00:32:48.283]  It's comfortable.
[00:32:48.283 --> 00:32:50.404]  And we shot everything you can imagine on it.
[00:32:50.404 --> 00:32:52.166]  Again, Fund the Info Award.
[00:32:52.166 --> 00:32:54.887]  Get the game-changing Nanotech Tubes.
[00:32:54.887 --> 00:32:55.528]  It's a win-win.
[00:32:55.708 --> 00:32:57.789]  You're listening to the Alex Jones Show!
[00:33:17.423 --> 00:33:23.496]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:33:23.496 --> 00:33:26.021]  You're listening to the Alex Jones Show!
[00:33:31.186 --> 00:33:32.686]  Welcome back to the Alex Jones Show.
[00:33:32.686 --> 00:33:35.407]  I'm David Knight on this Sunday, January the 15th, 2017.
[00:33:35.407 --> 00:33:43.389]  It's amazing to see the reactions of people that think that we care if they go to the inauguration.
[00:33:43.389 --> 00:33:46.530]  Now, we got a lot of Hollywood performers who are dropping out.
[00:33:46.530 --> 00:33:49.531]  Some of them say that they are being threatened with death threats.
[00:33:49.531 --> 00:33:50.811]  And of course, I believe that.
[00:33:50.811 --> 00:33:56.413]  We've seen people with the Electoral College that have been threatened with death threats.
[00:33:56.413 --> 00:33:59.714]  But of course, these entertainers are looking at the death of their career.
[00:34:00.627 --> 00:34:06.376]  They will not work in Hollywood again if anybody thinks that they did anything to help Donald Trump.
[00:34:06.376 --> 00:34:08.239]  Nicole Kidman is the one who got it right.
[00:34:08.239 --> 00:34:12.886]  What we're celebrating here is democracy and a peaceful transition of power.
[00:34:13.908 --> 00:34:16.209]  Something that I would think everybody would support.
[00:34:16.209 --> 00:34:32.099]  But of course we have, now I think the count is up to 19 self-serving publicity-seeking Democrat lawyers, I think we need to call it the Demagogic Party, are now saying they're going to boycott or they're going to participate in protests during the Trump inauguration.
[00:34:32.099 --> 00:34:32.559]  Fine.
[00:34:32.559 --> 00:34:33.440]  We don't really need you there.
[00:34:33.900 --> 00:34:35.181]  We could care less.
[00:34:35.181 --> 00:34:36.121]  And we're going to talk about that.
[00:34:36.121 --> 00:34:41.445]  We're going to talk about the people in the press corps that are so bent out of shape about what's happening.
[00:34:41.445 --> 00:34:46.808]  And, of course, the top of Drudge said Trump is going to open this up to more people in the press.
[00:34:46.808 --> 00:34:48.109]  That's the way you need to understand that.
[00:34:48.109 --> 00:34:54.433]  So we're going to break that information down for you, as well as look at the developing opposition to Trump from Paul Ryan.
[00:34:54.433 --> 00:34:56.454]  And, of course, we said this was going to happen.
[00:34:56.454 --> 00:35:01.257]  We said that the number one opposition figure to Donald Trump is going to be Paul Ryan.
[00:35:01.257 --> 00:35:03.018]  And now we see that Paul Ryan
[00:35:04.099 --> 00:35:09.184]  And the GOP are starting to push back on Trump's Buy America.
[00:35:09.184 --> 00:35:10.706]  Oh, we don't want that.
[00:35:10.706 --> 00:35:12.848]  They pulled it out of the first bill to have that in there.
[00:35:12.848 --> 00:35:18.734]  They say, he said on Friday, Ryan told somebody, we're not going to pull the rug out from underneath.
[00:35:18.734 --> 00:35:19.275]  Dreamers.
[00:35:19.815 --> 00:35:22.338]  We're not going to send you home if you came here and said you're a dreamer.
[00:35:22.338 --> 00:35:26.503]  Remember, dreamers are anybody who comes here up to the age of 31.
[00:35:26.503 --> 00:35:33.151]  A foreign citizen who comes here illegally decides they're going to stay and then says that they're dreaming of American benefits.
[00:35:33.151 --> 00:35:35.594]  And so, of course, Paul Ryan is eager to hand that out to them.
[00:35:36.195 --> 00:35:40.899]  To tell them that they can stay, all these dreamers up to the age of 31, they're not going to go out.
[00:35:40.899 --> 00:35:47.684]  And then of course, he was also saying that he's pushing back against Donald Trump's idea about lobbyists.
[00:35:47.684 --> 00:35:49.566]  Trump said, I want to put a ban on people.
[00:35:49.566 --> 00:35:56.591]  If you're going to come here and serve in the government, you're not going to then turn around in a revolving door and become a lobbyist one year after you leave office.
[00:35:56.591 --> 00:35:57.772]  We're going to make that five years.
[00:35:57.772 --> 00:36:01.115]  And if you want to be a lobbyist for a foreign country, ain't going to happen.
[00:36:01.115 --> 00:36:01.975]  A lifetime ban.
[00:36:02.856 --> 00:36:05.759]  Paul Ryan says, I think that's really a dangerous idea.
[00:36:05.759 --> 00:36:09.142]  He also thinks it's dangerous to have term limits.
[00:36:09.142 --> 00:36:10.984]  And that's another thing he's opposing Donald Trump on.
[00:36:10.984 --> 00:36:12.666]  So we're going to talk about all those things as well.
[00:36:12.666 --> 00:36:17.811]  Before we get to the news though, I just want to remind you that we have a special at Infowarslife.com.
[00:36:17.811 --> 00:36:19.132]  This is how we fund our operation.
[00:36:19.132 --> 00:36:21.594]  We don't get money from George Soros, like Media Matters.
[00:36:22.375 --> 00:36:25.217]  We don't get money from the federal government like NPR.
[00:36:25.217 --> 00:36:33.163]  No, instead we offer you products that help you to protect your health, to protect your safety.
[00:36:33.163 --> 00:36:42.531]  Things like the bulletproof vest inserts, the bulletproof vest and the inserts that you can put in your backpack, the carbon nanotube technology, state-of-the-art technology.
[00:36:43.191 --> 00:36:43.631]  Thank you.
[00:37:02.199 --> 00:37:08.184]  We also have 20% off Liver Shield, Prostagard, and Knockout, our all-natural sleep aid.
[00:37:08.184 --> 00:37:11.587]  It's very important for your health to get restful, deep sleep.
[00:37:11.587 --> 00:37:17.312]  And if you're not getting it for some reason, you can use a natural aid like Knockout to make sure that that happens.
[00:37:17.312 --> 00:37:19.314]  Also, we have 30% off Survival Shield X2.
[00:37:19.314 --> 00:37:21.195]  That's our nascent iodine.
[00:37:21.195 --> 00:37:28.642]  Iodine, which used to be put into salt and many other food additives because they understood that your body needs a certain amount of it to be healthy.
[00:37:29.462 --> 00:37:32.563]  That's not the case anymore in today's America.
[00:37:32.563 --> 00:37:35.965]  They put other things that your body needs to be able to fight back against.
[00:37:35.965 --> 00:37:40.087]  Toxins that are in your food, your water, and your air as they remove essential nutrients.
[00:37:40.087 --> 00:37:42.628]  That's one of the reasons why we offer these products.
[00:37:42.628 --> 00:37:47.810]  You can also get Super Male Vitality, 30% off, and Brain Force, 30% off.
[00:37:47.810 --> 00:37:49.410]  My favorite supplement that we have.
[00:37:49.410 --> 00:37:51.471]  It really helps to focus your mind.
[00:37:51.471 --> 00:37:56.033]  And, after a long absence, we now have back in stock DNA Force.
[00:37:56.033 --> 00:37:57.554]  It's been out for over a month.
[00:37:58.234 --> 00:38:00.096]  We've got it back in with an emergency shipment.
[00:38:00.096 --> 00:38:04.360]  It's very difficult for us to get this key ingredient, BioPQQ.
[00:38:04.360 --> 00:38:06.862]  It costs about $30,000 a batch.
[00:38:06.862 --> 00:38:09.364]  You can see there's 175 clinical studies.
[00:38:09.364 --> 00:38:16.130]  You can look at that and see what BioPQQ does for your body, for your DNA.
[00:38:16.130 --> 00:38:18.393]  And we have that back in stock now.
[00:38:18.393 --> 00:38:21.115]  So to help you get stock back up, we have a 10% discount.
[00:38:22.364 --> 00:38:27.790]  And if this runs out, it's going to be a little while longer before we get another backup shipment.
[00:38:27.790 --> 00:38:29.792]  So that's something to take advantage of right now.
[00:38:29.792 --> 00:38:34.316]  10% discount is a substantial discount on that product.
[00:38:34.316 --> 00:38:41.864]  It's probably our premier product in terms of cost because of that very difficult-to-get and expensive ingredient, BioPQQ.
[00:38:41.864 --> 00:38:44.266]  Now, as Alex was talking about earlier in the program,
[00:38:45.199 --> 00:38:52.809]  The news that we saw all day yesterday and still today, of course, is Davos in Switzerland, the big globalist confab.
[00:38:52.809 --> 00:38:56.053]  Now this is the one that they want you to know about, not Bilderberg.
[00:38:56.053 --> 00:38:58.336]  They do the same thing at Davos that they do at Bilderberg.
[00:38:58.336 --> 00:38:59.898]  They all get together and you have...
[00:39:00.399 --> 00:39:09.181]  Have these political leaders and the elites of the press and of business all get together and, you know, kind of conspire to do things.
[00:39:09.181 --> 00:39:11.681]  I'm sure nothing at all illegal.
[00:39:11.681 --> 00:39:14.102]  Nothing that would be criminal, of course.
[00:39:14.102 --> 00:39:16.002]  But they want you to know that they're doing it at Davos.
[00:39:16.002 --> 00:39:19.723]  They, for some reason, tried to keep Bilderberg completely secret.
[00:39:19.723 --> 00:39:22.083]  That's why we show that so much.
[00:39:22.083 --> 00:39:23.623]  We want you to see who's going there.
[00:39:23.623 --> 00:39:25.864]  And, of course, they have a lot of celebrities that show up at Davos.
[00:39:26.684 --> 00:39:32.490]  Celebrities that won't be going to the Trump inauguration, because they're on the other side.
[00:39:32.490 --> 00:39:36.073]  But I tweeted this out on my Twitter account, it's Libertarian if you want to follow it.
[00:39:36.073 --> 00:39:42.200]  I thought it was an irony that they've now chosen the Chinese to be their spokesperson, their leader.
[00:39:42.200 --> 00:39:45.803]  Now the Chinese Premier and President is out there in front.
[00:39:45.803 --> 00:39:49.086]  You know, here we have the most hyper-nationalistic country
[00:39:50.339 --> 00:40:01.609]  And he's supposedly the globalist leader, the people who say, oh, we don't like nationalism, we want a one world government, and yet China is the most hyper-nationalist country and aggressive country you can find anywhere.
[00:40:01.609 --> 00:40:06.413]  I mean, look what they're doing in the South China Sea, right off the coast of the Philippines.
[00:40:06.413 --> 00:40:10.556]  China is also the most protectionist country that you can find.
[00:40:10.556 --> 00:40:14.339]  Isn't it an irony that here we have this protectionist
[00:40:15.525 --> 00:40:22.367]  A country that is now going to be the spokesperson for all these globalists who say, no, we have to have open trade.
[00:40:22.367 --> 00:40:23.767]  Open trade is the only way to go.
[00:40:23.767 --> 00:40:24.887]  No.
[00:40:24.887 --> 00:40:27.708]  China is about a one-way policy.
[00:40:27.708 --> 00:40:29.388]  I'm talking about a one-China policy.
[00:40:29.388 --> 00:40:31.149]  They got a one-way trade policy.
[00:40:31.149 --> 00:40:31.849]  That's what China has.
[00:40:31.849 --> 00:40:41.071]  So when you look at protectionism, we look at nationalism, all the things that the globalists are supposed to despise, that is the very embodiment of that in China.
[00:40:42.281 --> 00:40:47.282]  To the greatest degree of any country, and greater degree than what Donald Trump has proposed.
[00:40:47.282 --> 00:40:49.543]  And yet, he is their leader.
[00:40:49.543 --> 00:40:55.424]  Because they have chosen the Chinese as the tool to take down the West, as Alex pointed out.
[00:40:55.424 --> 00:40:57.785]  And so, it's not really an irony.
[00:40:57.785 --> 00:41:01.346]  It's simply the lies of globalism that we see going on in Davos now.
[00:41:02.608 --> 00:41:10.370]  And of course, we have a new world press order that is starting to establish in the wake, especially of this press conference we had this last week.
[00:41:10.370 --> 00:41:25.695]  It's a new order for the press, and the press is really, really getting upset about the fact that there's talk about moving them out of the office that they had in the White House and into an office in the adjacent building.
[00:41:26.724 --> 00:41:30.667]  And the way most of the press is depicting this is the way The Hill does it.
[00:41:30.667 --> 00:41:36.292]  The Hill says Trump team is considering evicting the press from the White House as a report.
[00:41:36.292 --> 00:41:38.273]  Well, that's not true.
[00:41:38.273 --> 00:41:39.975]  They're not talking about evicting them.
[00:41:39.975 --> 00:41:43.558]  They're talking about putting them into a bigger room.
[00:41:43.558 --> 00:41:48.502]  And Reince Priebus points out that the reason they're doing this is because they've had so many people apply for this.
[00:41:48.502 --> 00:41:51.344]  He said we can only fit 49 people in that room in the White House.
[00:41:51.344 --> 00:41:54.547]  We can fit 400 in this other facility that we're looking at.
[00:41:55.333 --> 00:41:59.775]  Now if you look at the top of Drudge, Drudge is saying they're, essentially they're expanding this.
[00:41:59.775 --> 00:42:06.458]  And again, this is an interesting parallel to what they're talking about the whine of the globalists.
[00:42:06.458 --> 00:42:16.061]  When they start talking about how awful it would be if we had trade deals that worked for America, they say, oh this would be isolationism.
[00:42:16.061 --> 00:42:19.323]  This would lead to a smaller economy, when in reality,
[00:42:20.285 --> 00:42:28.993]  What it would do is it would open up the economy to some of the small businesses that are locked out of this because only the big boys are allowed to play.
[00:42:28.993 --> 00:42:29.694]  So that's what's happening.
[00:42:29.694 --> 00:42:31.836]  That's what we're talking about when we talk about trade.
[00:42:31.836 --> 00:42:35.659]  And the same way, that's what's really happening here with the press corps.
[00:42:36.320 --> 00:42:47.950]  The big guys, who've always had a place at the table, who think that they're entitled to this, who have been connected to the establishment and say what the establishment tells them to say, they have muscled out everybody else.
[00:42:47.950 --> 00:42:50.052]  And now, it's opening up.
[00:42:50.052 --> 00:42:50.613]  You see?
[00:42:50.613 --> 00:42:54.736]  It's an opening, it's not a closing, in both trade and in press.
[00:42:54.736 --> 00:42:56.438]  It's a New World Press Order.
[00:42:56.438 --> 00:42:57.359]  Stay with us, we'll be right back.
[00:43:00.362 --> 00:43:08.204]  I want to encourage all of you to remember how high the stakes really are right now in the battle for freedom, and the information war is paramount.
[00:43:08.204 --> 00:43:19.746]  That's why it's more important than ever that you spread the word about InfoWars.com and send out the links so people can watch the free feeds and get the free podcast and download the free iPhone and Droid apps at InfoWars.com forward slash show.
[00:43:19.746 --> 00:43:24.387]  It is critical that we be able to email you when we're being cyber attacked or shut down.
[00:43:24.387 --> 00:43:25.747]  Sign up to get our email alerts.
[00:43:25.947 --> 00:43:33.090]  And finally, we have launched our new free app at InfoWars.com forward slash app.
[00:43:33.090 --> 00:43:35.191]  You can download it on iPhone and Android.
[00:43:35.191 --> 00:43:42.635]  Once you've downloaded the free app at InfoWars.com forward slash app, you can then if you choose, pay $4.95 a month to get InfoWars Prime.
[00:43:42.635 --> 00:43:49.978]  We produce documentaries, special reports, live events, and so much more on a daily and weekly basis just for Prime members.
[00:43:49.978 --> 00:43:52.960]  We also have daily specials, sometimes as much as 50% off for members of
[00:43:53.940 --> 00:43:54.500]  We're good.
[00:44:10.305 --> 00:44:14.047]  Like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[00:44:14.047 --> 00:44:17.989]  Youngevity also offers you an ingenious way to augment your income.
[00:44:17.989 --> 00:44:18.789]  And the best part?
[00:44:18.789 --> 00:44:21.651]  You'll be helping your friends and family along the way.
[00:44:21.651 --> 00:44:24.272]  Visit InfoWarsTeam.com today.
[00:44:24.272 --> 00:44:25.053]  Become a member.
[00:44:25.053 --> 00:44:29.115]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[00:44:29.335 --> 00:44:36.058]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[00:44:36.058 --> 00:44:37.018]  Another win-win.
[00:44:37.018 --> 00:44:40.759]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[00:44:40.759 --> 00:44:42.000]  And you can be too.
[00:44:42.000 --> 00:44:42.540]  It's simple.
[00:44:42.540 --> 00:44:45.481]  Just go to Infowarsteam.com today.
[00:44:45.481 --> 00:44:47.582]  Complete a short sign-up and you're part of the team.
[00:44:47.582 --> 00:44:50.843]  That's Infowarsteam.com or Infowarshealth.com.
[00:44:50.843 --> 00:44:57.145]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[00:44:57.145 --> 00:44:58.446]  Check it out for yourself today.
[00:45:01.161 --> 00:45:02.762]  Vitamin Mineral Fusion.
[00:45:02.762 --> 00:45:05.345]  Visit Infowarslife.com to secure your chemistry.
[00:45:05.345 --> 00:45:12.851]  We have worked for years with our chemists and scientists to create the most powerful and affordable, great-tasting multivitamin formula available.
[00:45:12.851 --> 00:45:23.159]  Vitamin Mineral Fusion Drink Mix at Infowarslife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[00:45:23.479 --> 00:45:31.325]  In the history of InfoWars Life, we've brought out a lot of amazing products like Survival Shield X2, Super Mel Vitality, and so many others.
[00:45:31.325 --> 00:45:41.533]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
[00:45:41.533 --> 00:45:43.574]  And this part is most important.
[00:45:43.574 --> 00:45:50.399]  The ingredients in vitamin mineral fusion are either plant-derived or of the highest quality lab standard.
[00:45:50.399 --> 00:45:51.720]  That means it's clean.
[00:45:51.720 --> 00:45:52.741]  That means it's pure.
[00:45:52.961 --> 00:45:55.864]  And rest secured, you're fighting the tip of the spear in the InfoWars.
[00:45:55.864 --> 00:45:58.646]  That's InfoWarsLife.com and Vitamin Mineral Fusion.
[00:45:58.646 --> 00:46:00.928]  Take action now before we sell out.
[00:46:00.928 --> 00:46:04.131]  A clean, toxic-free body is the foundation of true health.
[00:46:04.131 --> 00:46:06.493]  Deep Cleanze by InfoWarsLife.com.
[00:46:06.493 --> 00:46:13.499]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[00:46:13.499 --> 00:46:18.663]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[00:46:18.803 --> 00:46:28.229]  With concentrated organic compounds, like cilantro, milk thistle, fulvic acid, orange peel, zeolite, and others, Deep Cleanse doesn't hold back.
[00:46:28.229 --> 00:46:37.114]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[00:46:37.114 --> 00:46:44.018]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spite G-Rex herbal processing technique.
[00:46:44.198 --> 00:46:50.563]  We use only the highest quality organic herbs backed by serious research and we still bring it to you at the best price out there.
[00:46:50.563 --> 00:46:55.487]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit Infowarslife.com.
[00:46:55.487 --> 00:46:57.488]  That's Infowarslife.com or call 888-253-3139.
[00:46:57.488 --> 00:46:59.530]  You're listening to the Alex Jones Show!
[00:47:18.951 --> 00:47:34.062]  We now take you live to the Central Texas Command Center, in the heart of the resistance, rallying patriots worldwide.
[00:47:34.062 --> 00:47:36.704]  You're listening to the Alex Jones Show.
[00:47:40.475 --> 00:47:41.836]  Welcome back to the Alex Jones Show.
[00:47:41.836 --> 00:47:42.856]  I'm David Knight, your host.
[00:47:42.856 --> 00:47:48.639]  I want to take a look at what's going on now, this back and forth between John Lewis.
[00:47:48.639 --> 00:47:53.742]  And of course, he came out and said that he thought that Trump is not a legitimate president.
[00:47:53.742 --> 00:47:55.903]  He didn't think that he could ever work with him.
[00:47:55.903 --> 00:48:02.787]  And of course, we've seen Chuck Schumer say, you know what, first, we don't even know who the Supreme Court nominee is, but as soon as Donald Trump puts one out there, we're going to shut it down.
[00:48:03.467 --> 00:48:04.207]  We understand that.
[00:48:04.207 --> 00:48:06.368]  That's partisan politics.
[00:48:06.368 --> 00:48:13.409]  And yet, the thing that bothered me about this was that when Donald Trump pushed back and said, what have you done for your constituents lately?
[00:48:13.409 --> 00:48:20.171]  We understand he was a leader of the civil rights movement when he was 25, 50 years ago.
[00:48:20.171 --> 00:48:24.292]  But now, he's in his mid-70s.
[00:48:24.292 --> 00:48:25.652]  He's had 30 years in Congress.
[00:48:25.652 --> 00:48:27.013]  What has he done for his district?
[00:48:27.013 --> 00:48:28.133]  What has he done for the country?
[00:48:28.911 --> 00:48:29.812]  I can't really say.
[00:48:29.812 --> 00:48:37.017]  I know that he staged a sit-in on the floor last summer after the shooting in Orlando, trying to get more gun control.
[00:48:37.017 --> 00:48:40.199]  He hasn't helped the people in his district, and that's what Donald Trump pointed out.
[00:48:40.199 --> 00:48:49.026]  And then we had all these people like Ben Sasse, who's always been with the Never Trumpers, always trying to say he's a non-partisan senator.
[00:48:49.026 --> 00:48:57.853]  He wants you to see him as rising above the political establishment, and yet he was deeply involved in the political establishment, trying to shut down somebody who genuinely was.
[00:48:58.653 --> 00:49:02.155]  Out of the political establishment, and that was Donald Trump.
[00:49:02.155 --> 00:49:05.436]  I guess Donald Trump took his marketing position, and he didn't like that.
[00:49:05.436 --> 00:49:10.618]  Then we also have Michael Steele, former head of the RNC, saying, don't you even go there.
[00:49:10.618 --> 00:49:12.079]  Don't you even go there, Donald Trump.
[00:49:12.079 --> 00:49:14.620]  Don't you even talk about this guy.
[00:49:14.620 --> 00:49:16.221]  He's a sacred cow.
[00:49:16.221 --> 00:49:25.405]  And I guess, look, without any disrespect for what he did, and we're going to talk about what he did here, and we're going to talk about things that he's right on, that he could work with Donald Trump on.
[00:49:26.505 --> 00:49:26.785]  I don't
[00:49:47.276 --> 00:49:54.065]  And it's always these people who say, you can't attack me personally, you can't say anything about me because of who I am.
[00:49:54.065 --> 00:49:59.211]  They're always the ones who engage in ad hominem attacks, aren't they?
