[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[1:02:26.000 --> 1:02:32.000]  I remember it was three days before the media broke it. We had Leo Zagami on breaking the big gay orgy cocaine orgy.
[1:02:32.000 --> 1:02:35.000]  He's got all the details. The next big shoes to drop.
[1:02:35.000 --> 1:02:38.000]  He'll join us from Rome coming up and riding shotgun.
[1:02:38.000 --> 1:02:41.000]  Craig Stroyer, who's involved, will show his website with what is it?
[1:02:41.000 --> 1:02:43.000]  12 different intelligence agencies.
[1:02:43.000 --> 1:02:51.000]  MI6, German intelligence, US CIA, FBI, you name it, who are aware of all this and are working on ways to legally leak
[1:02:51.000 --> 1:02:55.000]  the busts that are going on without compromising the trials.
[1:02:55.000 --> 1:03:01.000]  The problem is gag orders are being put in on all these and a lot of the judges, some of them are good, some of them are bad.
[1:03:01.000 --> 1:03:06.000]  It's all being killed because it goes up to the higher-ups above it.
[1:03:06.000 --> 1:03:11.000]  That's why you see the head of Penn State going down and others. I mean, this is big.
[1:03:11.000 --> 1:03:17.000]  In fact, I'd expect a lot of these people that are in custody to, you know, die in prison like Paterno, magically.
[1:03:17.000 --> 1:03:21.000]  You know, might have gotten indicted, but he died. I'm not saying Paterno did anything.
[1:03:21.000 --> 1:03:29.000]  Oh, no, certainly not. They were just raping kids, Sandusky and others, at high noon in the field house, in the showers.
[1:03:29.000 --> 1:03:41.000]  But it was kids that have had trouble passed at a special system charity where the poor young children would get to,
[1:03:41.000 --> 1:03:47.000]  that had already been raped and no one would believe who already had physically been abused so you couldn't see the signs because they were already there.
[1:03:47.000 --> 1:03:52.000]  They would be supplied for overnight visits with the rich and powerful.
[1:03:52.000 --> 1:03:58.000]  And now we know the deputy pope was procuring hundreds of little boys that they would rape. He would test drive them.
[1:03:58.000 --> 1:04:05.000]  But this is all liberal. And see, that's why the liberal publications are mad at us because they want to make it just like one more sexual preference to
[1:04:05.000 --> 1:04:15.000]  like Ceylon did last year or this year, where they show a five year old girl and twirling around in a leotard in a tutu with a weirdo drooling saying,
[1:04:15.000 --> 1:04:20.000]  he's sexually aroused by it. Again, they've got to tell you what they're into.
[1:04:20.000 --> 1:04:23.000]  They got to tell you how it is. They want to throw in your face first.
[1:04:23.000 --> 1:04:31.000]  But they push a little too hard with Podesta's brother in the Washington Post in 2007 showing pictures of little kids with their butts naked,
[1:04:31.000 --> 1:04:36.000]  paddled red and saying, I'll show what I want. I don't care if you don't like it.
[1:04:36.000 --> 1:04:43.000]  I'm going to show you my deviant art as he walked around looking like, well, he looks like the mayor of New York,
[1:04:43.000 --> 1:04:48.000]  who's one of his top assistants got caught being a pedo. They all got that pedo grin, don't they?
[1:04:48.000 --> 1:04:51.000]  That jack-o'-lantern, I mean, I'm not saying they're pedos or anything.
[1:04:51.000 --> 1:04:58.000]  I'm just saying they really look like big fat demon slobs, don't they? They make your stomach turn, your hair stand up.
[1:04:58.000 --> 1:05:02.000]  This is a public service announcement from infowars.com.
[1:05:02.000 --> 1:05:08.000]  Are you aware of political fraud? It is rampant out there. Here are some of its main exhibitors.
[1:05:08.000 --> 1:05:13.000]  Barack Obama. After running for president for The Little Guy, campaigning against big money,
[1:05:13.000 --> 1:05:17.000]  he got out of office and immediately became that which he campaigned against.
[1:05:17.000 --> 1:05:21.000]  Washington fat cats, multi-million dollar book deals, multi-million dollar mansions.
[1:05:21.000 --> 1:05:27.000]  Meanwhile, The Little Guy is looking for a new doctor or insurance plan they can afford because the healthcare bill he lied about.
[1:05:27.000 --> 1:05:31.000]  Leonardo DiCaprio, a man committed to warning you about the perils of global warming.
[1:05:31.000 --> 1:05:37.000]  Right after he flies to you on his G-20 jet airplane, then cascades off into the great blue on a super yacht, George Clooney.
[1:05:37.000 --> 1:05:43.000]  A man who preaches open borders and tolerance, but could not tolerate the open borders of Europe, so move back to the United States.
[1:05:43.000 --> 1:05:50.000]  Bernie Sanders, the head commie who has been against millionaires and billionaires that has accept himself with his multiple houses and cars,
[1:05:50.000 --> 1:05:53.000]  and with his wife under investigation for bank fraud.
[1:05:53.000 --> 1:05:58.000]  Don't fall victim to political fraud. Stay informed at infowars.com. This is Owen Shroyer.
[1:06:24.000 --> 1:06:30.000]  I really like the vitamin mineral fusion to be honest. That's really incredible.
[1:06:30.000 --> 1:06:35.000]  I drank it in the morning and I swear to you, I felt incredible. I haven't felt sweet.
[1:06:35.000 --> 1:06:45.000]  My morning was fantastic and I love you guys, I love the info wars through and I just want to take this opportunity to tell anybody out there who's on the fence,
[1:06:45.000 --> 1:06:50.000]  just buy it, you will love it. I'm telling you, I've never bought a bad product.
[1:06:50.000 --> 1:06:54.000]  What you find in our news is the same thing you find in our products at infowarslife.com.
[1:06:54.000 --> 1:07:20.000]  It's a win-win infowarslife.com.
[1:07:24.000 --> 1:07:35.000]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[1:07:35.000 --> 1:07:42.000]  Hands down, this is my favorite coffee and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[1:07:42.000 --> 1:07:46.000]  Drop by the site today, order a bag or two and I don't think you're going to be disappointed.
[1:07:46.000 --> 1:07:50.000]  Available in original or with our immune support infusion blend.
[1:07:50.000 --> 1:07:56.000]  You will be supporting a free press all the while enjoying a truly great tasting cup of my favorite coffee.
[1:07:56.000 --> 1:08:04.000]  Available at infowarslife.com.
[1:08:04.000 --> 1:08:09.000]  We're now kicking off hour number two, broadcast in worldwide with Greg Sawyer and Leo Zagami.
[1:08:09.000 --> 1:08:11.000]  I'm Alex Jones, your host.
[1:08:11.000 --> 1:08:18.000]  On corruption, it's Alex Jones coming to you live from the front lines of the info war.
[1:08:18.000 --> 1:08:21.000]  We've got the satanic pedophile network on the run.
[1:08:21.000 --> 1:08:26.000]  Trump is delivering on his promise to go after him and all the other patriots have seen that as the signal.
[1:08:26.000 --> 1:08:29.000]  Because believe it, they come after you when you fight them to engage them.
[1:08:29.000 --> 1:08:35.000]  So the war is on against Orthodox radical Islam itself, obsessed with pedophilia and the satanic pedophile networks.
[1:08:35.000 --> 1:08:38.000]  Here's Leo Zagami, investigative journalist in Rome.
[1:08:38.000 --> 1:08:47.000]  Three days before it broke in the western news and became a firestorm about the gay cocaine orgy at the office of the Inquisition.
[1:08:47.000 --> 1:08:52.000]  That's the internal Vatican political police. Let's go ahead and play that clip.
[1:08:52.000 --> 1:08:58.000]  Conflict a few days before George Pell got booted out of the Vatican.
[1:08:58.000 --> 1:09:04.000]  We had basically the police breaking inside the palace of the holy office.
[1:09:04.000 --> 1:09:08.000]  The ex inquisition now known as the congregation for the matters of faith.
[1:09:08.000 --> 1:09:13.000]  Basically the headquarters of the most holy office in the Vatican.
[1:09:13.000 --> 1:09:17.000]  The police broke in and found a gay orgy.
[1:09:17.000 --> 1:09:28.000]  And they were using cocaine and they basically had to arrest the secretary of a very prominent cardinal who himself was waging war against cardinal Pell.
[1:09:28.000 --> 1:09:30.000]  So there is also an internal war here.
[1:09:30.000 --> 1:09:36.000]  And of course, nobody wanted to show the face of this priest.
[1:09:36.000 --> 1:09:40.000]  But I wanted to show it to your viewers.
[1:09:40.000 --> 1:09:45.000]  This is for Monsignor Luigi Capozzi and only very few media.
[1:09:45.000 --> 1:09:51.000]  I think only RT probably just mentioned the name of Capozzi's boss.
[1:09:51.000 --> 1:09:52.000]  So there you go.
[1:09:52.000 --> 1:09:56.000]  And Zagami was reporting it first on his site, leozagami.com.
[1:09:56.000 --> 1:10:03.000]  He's written a whole bunch of books predicting that this cardinal would become the new pope.
[1:10:03.000 --> 1:10:07.000]  Of course, that is the current Pope Francis.
[1:10:07.000 --> 1:10:10.000]  And then his aid to camp is number two guy.
[1:10:10.000 --> 1:10:14.000]  They say he's the number three, really the number two in actual power.
[1:10:14.000 --> 1:10:27.000]  George Pell has now returned to Australia to face the charges of hundreds of young boys raped and then procured and pimped out over 40 plus years.
[1:10:27.000 --> 1:10:30.000]  Ladies and gentlemen, that's only the gateway.
[1:10:30.000 --> 1:10:32.000]  Then it's Satanism.
[1:10:32.000 --> 1:10:33.000]  That's ABC News.
[1:10:33.000 --> 1:10:37.000]  They're so upset now that the dam is falling.
[1:10:37.000 --> 1:10:40.000]  Trump, of course, four years ago said, we need to take pedophiles.
[1:10:40.000 --> 1:10:41.000]  We could have quick trials.
[1:10:41.000 --> 1:10:43.000]  We need to execute them.
[1:10:43.000 --> 1:10:45.000]  Okay.
[1:10:45.000 --> 1:10:48.000]  Got to do something about these missing children grabbed up by perverts.
[1:10:48.000 --> 1:10:51.000]  Too many incidents, fast trial, death penalty.
[1:10:51.000 --> 1:10:58.000]  You got the Clintons and Jerry Sandusky and the head of Penn State just getting indicted and Sandusky's son.
[1:10:58.000 --> 1:11:03.000]  Then you've got the Lolita Express and Jerry Epstein and you've got.
[1:11:03.000 --> 1:11:06.000]  We first broke the day before right.
[1:11:06.000 --> 1:11:16.000]  Martin did with Eric Prince and his law enforcement sources, former head of Blackwater, you know, head of XZ, whatever you want to call it today, saying yes, they're procuring kids on these planes.
[1:11:16.000 --> 1:11:19.000]  And yes, Wieners got sexting to a bunch of kids.
[1:11:19.000 --> 1:11:21.000]  We told you that it broke later.
[1:11:21.000 --> 1:11:23.000]  He's pled guilty to it.
[1:11:23.000 --> 1:11:25.000]  That's just the low level stuff.
[1:11:25.000 --> 1:11:31.000]  We're in the field. He goes out from our Intel and the reports we've got in his in his gathering.
[1:11:31.000 --> 1:11:34.000]  So joining us for the rest of the hour.
[1:11:34.000 --> 1:11:41.000]  Our Leo Zagami and of course, Craig Sawyer is a former decorated Navy SEAL that we said, but the dev group, you name it.
[1:11:41.000 --> 1:11:45.000]  And then, of course, he's host a bunch of shows on the Discovery Channel history show.
[1:11:45.000 --> 1:11:47.000]  Top Shot, you name it.
[1:11:47.000 --> 1:11:52.000]  And he is produced a lot of films and a lot of shows.
[1:11:52.000 --> 1:12:02.000]  We're going to break walls in Hollywood trying to get financing to interface with law enforcement because the missing part of the puzzle is no media will run it.
[1:12:02.000 --> 1:12:08.000]  You see the hundreds of pedophiles arrested here, hundreds there, dozens of kids found in cages, KTLA.
[1:12:08.000 --> 1:12:15.000]  There's hundreds of these busts and then it all disappears into the quote legal system and the media doesn't follow it up.
[1:12:15.000 --> 1:12:19.000]  You think they'd be all over it at these hearings, covering it, burrowing into who it is.
[1:12:19.000 --> 1:12:23.000]  Trump's rolled up the first and second level. Now it's all gummed up in the courts.
[1:12:23.000 --> 1:12:28.000]  The cover-ups taking place and anybody trying to investigate it, they're trying to shut down.
[1:12:28.000 --> 1:12:32.000]  But now we're blowing big giant holes in it.
[1:12:32.000 --> 1:12:35.000]  Let's go to Leo Zagami to give us any updates on what's happening.
[1:12:35.000 --> 1:12:39.000]  And then we'll also co-host here with Craig Sawyer, the sawman.
[1:12:39.000 --> 1:12:41.000]  We'll also give you his website as well.
[1:12:41.000 --> 1:12:43.000]  Leo, I kind of set the table here.
[1:12:43.000 --> 1:12:48.000]  You said last week when you broke all this news on Monday that your Intel sources all over Europe say,
[1:12:48.000 --> 1:12:52.000]  which trumps impetus and greenlighting linking up with other agencies.
[1:12:52.000 --> 1:12:54.000]  Exactly what Craig Sawyer is saying.
[1:12:54.000 --> 1:12:58.000]  We should show you his site and show all the agencies that are involved, patriots that are involved.
[1:12:58.000 --> 1:13:02.000]  Just to understand how big this fight for the heart and soul of the world is right now.
[1:13:02.000 --> 1:13:05.000]  Leo Zagami, what's the latest?
[1:13:05.000 --> 1:13:11.000]  Well, thank you for having me back on because there is a lot of news coming from the Vatican of interest.
[1:13:11.000 --> 1:13:22.000]  First of all, the mysterious death of Cardinal Joachim Meisner, who was one of the four Cardinals who last year sent this letter challenging the Pope,
[1:13:22.000 --> 1:13:27.000]  basically, which we have mentioned if you remember in the past episodes with you.
[1:13:27.000 --> 1:13:33.000]  And this is very interesting because Cardinal Joachim Meisner died suddenly on the 5th of July,
[1:13:33.000 --> 1:13:40.000]  but up until the day before he was in contact with Cardinal Müller, who was kicked out of the palace of the Holy Inquisition.
[1:13:40.000 --> 1:13:42.000]  He was the prefect.
[1:13:42.000 --> 1:13:51.000]  They had once they broke in with the story of the raid of the Orgy, which was not actually people connected to Müller,
[1:13:51.000 --> 1:13:54.000]  but rather people connected to Pope Francis.
[1:13:54.000 --> 1:14:01.000]  And Pope Francis, instead of getting Müller on the case, he just kicks him out.
[1:14:01.000 --> 1:14:13.000]  And it's very interesting also the fact that he kicks him out in a very harsh way, which is unprecedented for somebody who is the head of the congregation for the doctrine of the faith,
[1:14:13.000 --> 1:14:15.000]  because he invites him there.
[1:14:15.000 --> 1:14:18.000]  He makes him talk and give his points.
[1:14:18.000 --> 1:14:24.000]  And then in the end, he just says, OK, your job is not renewed, you can leave.
[1:14:24.000 --> 1:14:33.000]  And he just goes out of the room and basically to an astonishing Cardinal Müller, who thought maybe he will come back to bring a token for him or something.
[1:14:33.000 --> 1:14:41.000]  Actually, Cardinal, there was at that point a father Gershwin, a girl Gershwin who has been for many years the secretary of Ratzinger,
[1:14:41.000 --> 1:14:46.000]  who has to go there and take him out of the room because the guy was literally shocked.
[1:14:46.000 --> 1:14:55.000]  I understand you're giving us inside baseball, but just talk to me like I'm five years old because this is complex stuff, you're an expert, you live outside the Vatican, you're there, you're a journalist.
[1:14:55.000 --> 1:15:00.000]  Specifically, what do you make of the Pope then firing a bunch of traditionalists once he got caught again?
[1:15:00.000 --> 1:15:11.000]  Is that him retaliating and what do you make of his right-hand man, the Cardinal of Australia, returning back to face the charges of the mass pedophile ring?
[1:15:11.000 --> 1:15:26.000]  Well, all these people, including Cardinal Pell and also the new Archbishop Luis Radaria, the Jesuit, was taking the place of Cardinal Müller as the head of the inquisition of the Holy Office after this big scandal.
[1:15:26.000 --> 1:15:38.000]  They are all connected to a secret group called the Mafia of Sangallo, nicknamed the Mafia of Sangallo, which is a secret Masonic lodge that meets in Switzerland.
[1:15:38.000 --> 1:15:53.000]  And in Switzerland, with the now deceased Cardinal Maria Martini, they basically planned the election of Pope Francis already back in 2005, but they didn't manage to win the favors of everybody.
[1:15:53.000 --> 1:16:07.000]  So then they attempted again in 2013, and now they are literally dismantling all the conservative process, all the conservative leaders of the church because they are of course progressive liberals.
[1:16:07.000 --> 1:16:20.000]  And all these busts, a conservative counter-strike trying to take them out, and is that why he's accelerating his purge AB? Will this work? How does the Civil War appear to be going, Leo Zagami?
[1:16:20.000 --> 1:16:38.000]  Well, the war against these people, as I said, will leave some people on the ground because I think it's very suspicious, the death of Cardinal Meisner, and I think also that we're going to see some very big things happening soon in Australia with Cardinal Pell going in front of a court.
[1:16:38.000 --> 1:16:48.000]  Imagine a cardinal who is number two, number three in the Vatican, arriving in front of a court of law in Australia. This is unprecedented, and it will give some definitely incredible results.
[1:16:48.000 --> 1:16:59.000]  Bring down the conservative Catholic Church, what's left of the real Catholic Church, or will this bring down the people that use their pedophile rings to blackmail control into it as even the London Guardian admits four years ago?
[1:16:59.000 --> 1:17:01.000]  What's going to end up happening, Leo?
[1:17:01.000 --> 1:17:20.000]  Well, this depends from the intelligence agencies which are backed now by Trump in this war against the pedophiles. If we really want to go after the pedophiles, Pope Francis is our enemy number one, because Pope Francis has done nothing to fight pedophilia, but has done, again and again, just acts of cover-up.
[1:17:20.000 --> 1:17:28.000]  Sure, but what I'm saying is it appears they're beginning to lose, and we're beginning to win, or is that too preemptive? Is it too early to say that, Leo Zagami?
[1:17:28.000 --> 1:17:42.000]  They're still very powerful, Alex. So this is our ongoing war, and we're going to see what happens, but I hope that with the help of Trump, the intelligence agencies around the world finally are going to unleash mayhem against the pedophiles.
[1:17:42.000 --> 1:17:52.000]  Because even the Italian police told me, Leo, we are just waiting for a backup from America, from anybody in power, so we can go into the Vatican and arrest them.
[1:17:52.000 --> 1:17:54.000]  Exactly. So we're reaching that tipping point.
[1:17:54.000 --> 1:18:04.000]  This is Sawyer, vets4childrescue.org, tacticalinsider.com. We've got two minutes to break, but give us your approximation of where we are in the war against the pedophile Satanist.
[1:18:04.000 --> 1:18:16.000]  Well, I think it's a matter of information, Alex. The American people can only be subjugated by a minority group of tyrants as long as we allow that power over us.
[1:18:16.000 --> 1:18:30.000]  So I think knowledge is power, and a genie has just recently started to leak out of the bottle. So I think the American public and globally are just starting to become aware of this pervasive scourge against our youth.
[1:18:30.000 --> 1:18:38.000]  So I think it's really all about advising, educating, and informing the people. I think that's just now starting to happen.
[1:18:38.000 --> 1:18:54.000]  I think there's going to be a lot of gnashing of teeth, so to speak, as people digest just how far this has gotten. And once people can digest and realize that it's actually happening, formulate exactly how we're going to link arms and unite to stand up against it.
[1:18:54.000 --> 1:19:08.000]  Now, I want to talk some about when we come back with Leo and you about the big picture, but also what you've both gone through. Leo's been grabbed, arrested. I mean, you name it for this stuff. He's been proven right. But they've tried to block you on PayPal, on other systems.
[1:19:08.000 --> 1:19:22.000]  I've seen them not even let you get donations I've given. When you've got shows on History Channel Discovery, I mean, you're totally respected. They are not letting you organize this. They are so scared of you trying to make a film with law enforcement.
[1:19:22.000 --> 1:19:37.000]  But that is empowering because the people are starting to see it. Now, the enemy, if you will, are showing their hands. So now the American public are seeing that this is real and that there are people that want to keep this suppressed.
[1:19:37.000 --> 1:19:56.000]  And then it's quite honestly, it's taking people off with this whole pedopal campaign that went viral on Twitter forced PayPal to fork up back over our funds. So the American public are realizing that when they stand up for truth and take no grief that we can assert our will.
[1:19:56.000 --> 1:19:58.000]  That's right. The giant's rising. Stay there.
[1:19:58.000 --> 1:20:09.000]  It's an O-brainer. A Big Berkey water filter is the one you need, period. You need a water filter that removes chlorine, fluoride, pharmaceuticals, BPA and other endocrine disruptors, pesticides, bacteria, viruses and much more, right?
[1:20:09.000 --> 1:20:28.000]  And does it all at only two cents per gallon? Get the original, most trusted name in gravity water filtration, Big Berkey. And now GCN listeners receive 5% off ceramic filter systems using code GCN. Call or click 1-877-99-Berkey or bigberkeywaterfilters.com. That's 1-877-99-B-E-R-K-E-Y.
[1:20:28.000 --> 1:20:44.000]  When you're young, you trade your health for wealth. In turn, when you're old, you trade your wealth for health. AirLife is here to help you save a little of both. AirLife is the top seller of replacement pads for the electro breeze, the micro power guard, the air ranger and many more.
[1:20:44.000 --> 1:20:58.000]  Electro breeze replacement pads have been tested to perform in all polarized media air cleaners. If you need replacement filter pads, visit us at airlife1.com or call 800-916-7873.
[1:21:15.000 --> 1:21:35.000]  The Prostiguard formula does just that with its mixture of plant-based nutrients and antioxidants that help give your body total support. It's a hand-selected blend of saw palmetto, lycopene, plant sterols, zinc, vitamin D3, selenium and copper.
[1:21:35.000 --> 1:21:46.000]  Prostiguard is something that the men on the InfoWars crew take every day and from our research, it's something that men should really be adding to their daily regimen in order to keep their body going at optimal levels.
[1:21:46.000 --> 1:22:06.000]  Now's the time to start naturally supporting your body. Get Prostiguard on your side today exclusively at InfoWarsLife.com. That's InfoWarsLife.com.
[1:22:17.000 --> 1:22:24.000]  My blood pressure has normalized. My diabetes has totally improved.
[1:22:24.000 --> 1:22:31.000]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel. I recommend heart and body extract to everyone.
[1:22:31.000 --> 1:22:39.000]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[1:22:39.000 --> 1:22:50.000]  Order your two-month supply today by calling 866-295-5305. That's 866-295-5305. Or order online at hbextract.com.
[1:22:50.000 --> 1:23:10.000]  Heart and Body Extract 866-295-5305 or hbextract.com.
[1:23:10.000 --> 1:23:27.000]  Our mission is to provide you with food that's not only healthy and natural, but also affordable. At NorthwestFork.com for only $127, you can order meals that are naturally high in fiber, carbs and protein packaged in mylar bags with oxygen absorbers for superior shelf life.
[1:23:27.000 --> 1:23:44.000]  For a limited time only, your order ships free. But that's not all. Enter promo code PREP10 to receive 10% off your entire order. Call 800-700-2184 today. NorthwestFork.com keeps prices low by buying directly from suppliers in the Pacific Northwest than passing the savings to you.
[1:23:44.000 --> 1:23:58.000]  Go to NorthwestFork.com or call 800-700-2184 for the most cost effective and healthy food storage solution. That's NorthwestFork.com at 800-700-2184.
[1:24:15.000 --> 1:24:28.000]  There are a lot of big fights happening right now. But make no mistake, this is the first 21st century major information war cyber war. It's being directed by globalists that are allied with corrupt forces in the Vatican.
[1:24:28.000 --> 1:24:40.000]  Orthodox radical Islam. The main Sunni contingent. The socialist and globalist in the EU. Hollywood. But the glue that ties it all together.
[1:24:40.000 --> 1:24:58.000]  People like Meryl Streep, you know, praising child rapist. The thing that ties it all together is the pedophilia. But it's a perfect sacrament of their religion of being greedy, hateful, selfish, pig like creatures.
[1:24:58.000 --> 1:25:12.000]  And you see it as a staple in Al Qaeda, a staple in ISIS, a staple in the people that have taken over the Vatican, a staple in the takedown of Protestant churches, a staple in the colleges at Penn State. The high schools is pedophilia.
[1:25:12.000 --> 1:25:24.000]  It's real. It went on the time of Rome. It's going on now. And it's their cult. And it's all coming out in the open. And people are sick of it.
[1:25:24.000 --> 1:25:38.000]  Now, coming up, I was just watching during the break, Democrat senators flipping out on CNN going, this is incredibly serious. Donald Jr. Russians did influence the election because they met with one lady who wanted to talk about sanctions.
[1:25:38.000 --> 1:25:48.000]  They're like, no, we want to talk about Russian connections to Hillary, which are now confirmed. That's Donald Jr. doing his job so that he's trying to find Russian spies. He's now a Russian spy. So that's coming up.
[1:25:48.000 --> 1:26:00.000]  All these wars tie together. Now, we're talking to Craig Sawyer, technicalinsider.com, former Navy SEAL Patriot. And we've also had Leo Zagami, LeoZagami.com.
[1:26:00.000 --> 1:26:11.000]  This is a brief segment, so I want to get quick comments from both of you. Going back to Craig Sawyer, talking to your sources. I don't even want to get into ongoing investigations and things, but in general, the pedos know they're under attack.
[1:26:11.000 --> 1:26:23.000]  They know their first and second lines are getting arrested all over the world. Australia, you name it. This is global. What's the intel from your sources? How's the war against these people going?
[1:26:23.000 --> 1:26:41.000]  Well, it's going well. I'd like it if there would be a little bit more acknowledgement by the president publicly so that those that don't have access to it can kind of recognize that this is happening. There are reports out there, but it's not mainstream so much.
[1:26:41.000 --> 1:26:55.000]  I think that would be tremendously helpful if you just say, hey, yeah, this is what we're doing. A lot of arrests made and just kind of give a little nod of acknowledgement to that. But a lot of good people working very hard. And I think, though, more importantly, that swamp's got to be drained, Alex.
[1:26:55.000 --> 1:27:18.000]  A lot of it, a lot of the federal system does not yet work well because there's so many that are involved that cause a log jams in these investigations. So I think the sooner that swamp gets drained from the top, the sooner we have a cascading success rate of legitimizing these agencies and being more effective with these investigations and arrests.
[1:27:18.000 --> 1:27:34.000]  The bottom of the rabbit hole, the bottom of the swamp. We saw 474 arrested 28 sexually exploited children. Many of them found in cages, KTL 5. That was back in early February, February 1st. No coverage of that after that ever.
[1:27:34.000 --> 1:27:52.000]  We sent reporters there, the LA County, so we're not allowed to talk. There's a total shutdown from our sources. They've never seen anything like it. That's just one bust of over 10,000 pedophiles, a playpin over 150,000 users with real child porn kids kidnapped, you name it.
[1:27:52.000 --> 1:27:58.000]  The FBI busted that. Nothing on that. I mean, this is incredible.
[1:27:58.000 --> 1:28:18.000]  You know, that type of blackout is not a service to the American people, man. If the American citizens think that the mainstream media is there to provide them a service, I would encourage them only to look at who owns those networks and give consideration as to what their political views really are and
[1:28:18.000 --> 1:28:30.000]  understand that they're not going to inform the American public in a way that empowers us. So we've got to start reading on our own, paying attention to these reports and not expecting to be spoon fed any longer.
[1:28:30.000 --> 1:28:41.000]  Times are changing and out of the bottle we're seeing that there's a genuine mass deception campaign that's been going on. So we need to wake up to it.
[1:28:41.000 --> 1:28:49.000]  We're going to break in about a minute and 15 seconds. But what are the other big pieces of news that you've always got a ton of stuff coming up after the break?
[1:28:49.000 --> 1:28:59.000]  Well, we have done a poll, not the tool, because my wife always says that I pronounce it in the wrong way about Pope Francis, which has given astonishing results.
[1:28:59.000 --> 1:29:16.000]  If you want, we can talk about it after the public because it's incredible what the Italians have said about Pope Francis in this poll, which includes three questions. And the first question was if they believe that Pope Francis was actually elected in a genuine way.
[1:29:16.000 --> 1:29:31.000]  And I must say that the answer is pretty astonishing because there is 93.5% that say that basically the Pope's election has been manipulated by an external power.
[1:29:31.000 --> 1:29:47.000]  And this external power is a secret Masonic Lodge, which is based in Switzerland in Sangallo, which for many years saw as the leader Cardinal Maria Martini, which was basically the mentor of Pope Francis.
[1:29:47.000 --> 1:29:51.000]  Wheels within wheels, plans within plans. Stay with us.
[1:29:51.000 --> 1:30:08.000]  This is a public service announcement from info wars.com. Are you aware of political fraud? It is rampant out there. Here are some of its main exhibitors.
[1:30:08.000 --> 1:30:21.000]  Barack Obama. After running for president for the little guy campaigning against big money, he got out of office and immediately became that which he campaigned against. Washington fat cats, multi-million dollar book deals, multi-million dollar mansions.
[1:30:21.000 --> 1:30:27.000]  Meanwhile, the little guy is looking for a new doctor or insurance plan they can afford because the healthcare bill he lied about.
[1:30:27.000 --> 1:30:37.000]  Leonardo DiCaprio. A man committed to warning you about the perils of global warming. Right after he flies to you on his G20 jet airplane, then cascades off into the great blue on a super yacht, George Clooney.
[1:30:37.000 --> 1:30:43.000]  A man who preaches open borders and tolerance but could not tolerate the open borders of Europe, so move back to the United States.
[1:30:43.000 --> 1:30:53.000]  Bernie Sanders. The head commie who has been against millionaires and billionaires that is except himself with his multiple houses and cars and with his wife under investigation for bank fraud.
[1:30:53.000 --> 1:31:08.000]  Don't fall victim to political fraud. Stay informed at infowars.com. This is Owen Schreuer.
[1:31:23.000 --> 1:31:31.000]  The effects of the essential trace mineral selenium are well known from supporting the thyroid gland and immune system to DNA production and eyesight.
[1:31:31.000 --> 1:31:39.000]  Biotru selenium is also the perfect supercharger to survival shield X2 nascent iodine as both help support a healthy thyroid and many other systems.
[1:31:39.000 --> 1:31:44.000]  Visit infowarslife.com to order your bottle of Biotru selenium before we sell it again.
[1:31:44.000 --> 1:31:53.000]  Visit infowarslife.com to secure your selenium and other key products that don't only help yourself and your family but also fund our operation against the globalist, a 360 win.
[1:31:53.000 --> 1:32:00.000]  We didn't ask for this fight but we're in this fight. This is the time to support InfoWars. That's infowarslife.com.
[1:32:00.000 --> 1:32:15.000]  MycoZX is back in after five plus months sold out. Talk about next level probiotic. It's the anti fungus, anti yeast, latest technology of 4.8 stars. It's been sold out for months, big waiting list, limited amount because it's so hard to get the compounds and to have it be California standards.
[1:32:15.000 --> 1:32:24.000]  Nobody's got something as good. Save 30% off of MycoZX and get the gut health support back when you get it with the Biome Defense 50 billion live in each pill probiotic.
[1:32:24.000 --> 1:32:31.000]  MycoZX contains seven of the world's most powerful organic and well crafted ingredients designed to attack and melt away the membrane of yeast and fungal organisms.
[1:32:31.000 --> 1:32:40.000]  Start fighting back against hidden yeast and fungus with MycoZX. InfoWarslife.com before it sells out again, 10% off when you choose auto ship.
[1:32:40.000 --> 1:32:46.000]  It's kind of embarrassing to get family and crew members on that, you know, have herbal bow and Crohn's type stuff that didn't exist for years ago, now it's epidemic.
[1:32:46.000 --> 1:32:51.000]  But I'm getting ready to have a bunch of folks go ahead and come on here and tell you what it did for them because regardless you can't lose your fun in the operation.
[1:32:51.000 --> 1:32:57.000]  InfoWarslife.com, InfoWarsstore.com, or triple A2533139.
[1:33:21.000 --> 1:33:41.000]  Well, we're riding on the storm. Big time. That's why you see North Korea out of control all of a sudden. It's why you see top aid to the Pope.
[1:33:41.000 --> 1:33:47.000]  Number two, number three guy depending on how you look at it, busted running, giant child kidnapping, rape gangs.
[1:33:47.000 --> 1:33:54.000]  Going under criminal charges today in Australia, turning himself into the police. It's amazing.
[1:33:54.000 --> 1:34:01.000]  That's why you see them claiming this Russia investigation over Trump and then his son putting out his emails and they say, why did he dox himself?
