[00:00.000 --> 00:02.000]  We've got it.
[27:59.000 --> 28:04.000]  We're planning to bomb Americans basically and weaponize the drones and $45 billion to do it.
[28:04.000 --> 28:14.000]  And then when that memo came out a day later, Holder puts out a memo saying, but we're not gonna do that and we're not planning to do that.
[28:14.000 --> 28:21.000]  The point is, is they stonewalled Rand Paul and the entire Senate and the House Intelligence Committee, they've asked for all this stuff.
[28:21.000 --> 28:27.000]  They've asked for Obama's continuity of government martial law provisions they put in and have been told you can't see it.
[28:27.000 --> 28:29.000]  They should impeach him immediately.
[28:29.000 --> 28:37.000]  You're gonna tell the Intelligence Committees they can't see the national plan that's supposed to be developed by Congress and executed?
[28:37.000 --> 28:42.000]  The Congress is the football coach, okay?
[28:42.000 --> 28:45.000]  The American people are the owners.
[28:45.000 --> 28:52.000]  The Congress is the football coach and the president is the quarterback executing his orders.
[28:52.000 --> 28:54.000]  He's not the owner of the team.
[28:54.000 --> 28:55.000]  We'll be right back with big news.
[28:55.000 --> 28:56.000]  Stay with us.
[28:56.000 --> 28:59.000]  We'll be right back.
[29:26.000 --> 29:30.000]  Call 800-340-7091 for a free catalog.
[29:30.000 --> 29:36.000]  Buy the one to two month sample package and enjoy soaps that are twice as good as what you're using now.
[29:36.000 --> 29:41.000]  Or save big with a one to two year supply of soaps for all your cleaning needs.
[29:41.000 --> 29:43.000]  This is an amazing deal.
[29:43.000 --> 29:48.000]  You can save thousands of dollars and you will love the way real soap makes you feel.
[29:48.000 --> 30:00.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[30:00.000 --> 30:03.000]  You prepare by purchasing gold, food, and firearms.
[30:03.000 --> 30:09.000]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[30:09.000 --> 30:13.000]  When you're sleeping or away from home, who's watching out for intruders?
[30:13.000 --> 30:19.000]  Check out SimpliSafe. It's a new do it yourself home security system that is completely wireless.
[30:19.000 --> 30:22.000]  Go to GetSimplySafe.com
[30:22.000 --> 30:25.000]  SimpliSafe is independent and off the grid.
[30:25.000 --> 30:29.000]  It runs on battery power so even if the grid goes down, you're protected.
[30:29.000 --> 30:36.000]  It's completely customizable so you can use it in your home, business, boat, trailer, storage unit, or shed.
[30:36.000 --> 30:38.000]  GetSimplySafe.com
[30:38.000 --> 30:45.000]  SimpliSafe is also ridiculously easy to install yourself in under 20 minutes, so there's no need to let a stranger into your home.
[30:45.000 --> 30:49.000]  If you move or need to relocate, you can take the system with you wherever you go.
[30:49.000 --> 30:56.000]  You aren't always at home, but SimpliSafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[30:56.000 --> 30:59.000]  Again, that's GetSimplySafe.com
[30:59.000 --> 31:03.000]  If you're listening, you know your basic freedoms are being threatened every day.
[31:03.000 --> 31:07.000]  If you're listening, you know the economy is not getting better.
[31:07.000 --> 31:10.000]  You know gas and food prices are skyrocketing.
[31:10.000 --> 31:12.000]  Now is the time to get prepared.
[31:12.000 --> 31:15.000]  For years we've told you about our friends at eFoods Direct.
[31:15.000 --> 31:18.000]  They have the best tasting, long-term, storable food on the planet.
[31:18.000 --> 31:22.000]  This food will taste just as great 25 years from now as it does tonight.
[31:22.000 --> 31:28.000]  A long-term food supply allows you to freeze the cost and the availability of the one thing you need most.
[31:28.000 --> 31:32.000]  Be prepared and get your supply from eFoods Direct.
[31:32.000 --> 31:37.000]  Right now is the best time to stock up and save hundreds of dollars with free shipping on all food supplies.
[31:37.000 --> 31:40.000]  Give yourself peace of mind and be prepared.
[31:40.000 --> 31:47.000]  Act now and call 800-409-5633 or visit eFoodsDirect.com slash Alex.
[31:47.000 --> 31:50.000]  Get free shipping on all orders for a limited time.
[31:50.000 --> 31:56.000]  Call 800-409-5633 or go to eFoodsDirect.com slash Alex.
[31:56.000 --> 31:59.000]  You can bet your life on eFoods Direct.
[31:59.000 --> 32:03.000]  I had tried everything. I'd cut back the amount of food I was eating.
[32:03.000 --> 32:06.000]  I was lifting weights and jogging but nothing was working.
[32:06.000 --> 32:11.000]  My body was literally starving for minerals and trace elements as well as key vitamins.
[32:11.000 --> 32:18.000]  And as soon as I had that, I immediately could eat half of what I was eating previously and be satisfied.
[32:18.000 --> 32:21.000]  Now there are hundreds of great products at InfowarsTeam.com
[32:21.000 --> 32:29.000]  but I want to point out the three that have helped me lose 37 pounds in just two months.
[32:29.000 --> 32:34.000]  Products like Beyond Tangy Tangerine, Holland Burst and Rebound.
[32:34.000 --> 32:37.000]  When I started taking the Tangy Tangerine and other products every day,
[32:37.000 --> 32:40.000]  I lost more than 37 pounds in just two months.
[32:40.000 --> 32:42.000]  Now that's results.
[32:42.000 --> 32:46.000]  I want to challenge my listeners to go to InfowarsTeam.com
[32:46.000 --> 32:48.000]  and to order just three of their products
[32:48.000 --> 32:54.000]  and you will see the changes in the way you look, feel and in your appetite almost immediately.
[32:54.000 --> 32:56.000]  Start your journey to health and wellness today.
[32:56.000 --> 32:59.000]  InfowarsTeam.com.
[33:01.000 --> 33:04.000]  Coast to Coast. Direct from Austin.
[33:04.000 --> 33:08.000]  You're listening to the Alex Jones Broadcasting Network.
[33:08.000 --> 33:11.000]  Network.
[33:15.000 --> 33:20.000]  He aligns himself with the truth and it's time for you to choose a side.
[33:20.000 --> 33:23.000]  You're listening to Alex Jones.
[33:27.000 --> 33:31.000]  So what the social engineers do, and you know this, everybody knows this.
[33:31.000 --> 33:40.000]  They incrementally just take more and more and they'll deny something when you bring it up.
[33:40.000 --> 33:45.000]  Hey, why do I see giant tanks driving around in checkpoints?
[33:45.000 --> 33:48.000]  Oh, that's not happening. You're like, yeah, I got a video of it. No, it's not.
[33:48.000 --> 33:52.000]  And then later, once the public's conditioned, they admit it.
[33:52.000 --> 33:56.000]  Or there's no death panels in the Obamacare bill.
[33:56.000 --> 33:58.000]  They're like, well, here's the subsection.
[33:58.000 --> 34:00.000]  You're a conspiracy theorist.
[34:00.000 --> 34:06.000]  One week after it passed, cover of Newsweek, the case for killing granny and death panels,
[34:06.000 --> 34:10.000]  and then now you, I listen to Democrat radio sometimes, and they're just like,
[34:10.000 --> 34:14.000]  death panels are great, we need them. I mean, come on, it's the way to go.
[34:14.000 --> 34:17.000]  Hey, we don't want your guns. Everything's fine.
[34:17.000 --> 34:23.000]  Go back to sleep as they introduce bills at every state level, ban mags over seven rounds,
[34:23.000 --> 34:26.000]  raiding gun owners' houses all over the country.
[34:26.000 --> 34:30.000]  I mean, I got a stack of that news I haven't gotten to yet. It is bad.
[34:30.000 --> 34:35.000]  While saying, yeah, the crazy conspiracy theorist, Alex Jones,
[34:35.000 --> 34:40.000]  the Southern Poverty Law Center wrote a letter to the Justice Department, which it's a joke.
[34:40.000 --> 34:43.000]  That's their surrogate mouthpiece.
[34:43.000 --> 34:47.000]  So the Justice Department can say more radical things, but then say it's not them.
[34:47.000 --> 34:50.000]  It's Justice Department on record for 30-something years.
[34:50.000 --> 34:56.000]  And they're like, Alex Jones and others, they're claiming that the government wants to take the guns.
[34:56.000 --> 34:58.000]  It's a conspiracy theory. That's a quote.
[34:58.000 --> 35:01.000]  And we think there's about to be terror attacks.
[35:01.000 --> 35:09.000]  I mean, think of how radical that is to imply that myself, I'm listed, and others,
[35:09.000 --> 35:15.000]  the Constitution Party, oath keepers, returning veterans, I'm reading here,
[35:15.000 --> 35:18.000]  are going to blow up federal buildings.
[35:18.000 --> 35:21.000]  And you're like, well, McVeigh did.
[35:21.000 --> 35:25.000]  Folks, anybody that knows about that, I've interviewed the police that were the first responders,
[35:25.000 --> 35:28.000]  the ones they didn't kill, like Terence Yakey, cop of the year.
[35:28.000 --> 35:30.000]  They blew that thing sky high.
[35:30.000 --> 35:33.000]  They declared national security on the surveillance tapes.
[35:33.000 --> 35:37.000]  I talked to the FBI agents in the LA Times who said, we saw the tapes.
[35:37.000 --> 35:39.000]  It shows multiple men with McVeigh.
[35:39.000 --> 35:44.000]  And I've talked to the head of HUD, Jane Graham, who was there.
[35:44.000 --> 35:51.000]  It was famous federal agents who she saw on TV basically responding to the aftermath.
[35:51.000 --> 35:57.000]  She's like, that's who was running the wires and planting the gray sticks of butter.
[35:57.000 --> 36:06.000]  I've interviewed the police, like Mr. Browning and others, on this show who saw the feds involved
[36:06.000 --> 36:12.000]  and who had them come to their offices in the Oklahoma City office, into the sergeant's office,
[36:12.000 --> 36:18.000]  and said, you and your wife are dead if you don't shut up about what you saw.
[36:18.000 --> 36:21.000]  Oh, yeah, the right wing's going to blow up federal buildings.
[36:21.000 --> 36:22.000]  Give me a break, folks.
[36:22.000 --> 36:25.000]  Let me tell you who's going to blow up federal buildings.
[36:25.000 --> 36:29.000]  The global crime syndicate that sees this country and controls our government.
[36:29.000 --> 36:32.000]  Our government didn't bomb Oklahoma City.
[36:32.000 --> 36:35.000]  Our government didn't carry out 9-11.
[36:35.000 --> 36:43.000]  Our government has been hijacked in their criminal cells, global corporate mafia cells,
[36:43.000 --> 36:49.000]  within the CIA, the FBI, and everything else, staging this stuff or hiring provocateurs.
[36:49.000 --> 36:55.000]  So my point is, you're not going to get freedom by cowering over this.
[36:55.000 --> 36:59.000]  You're not going to get freedom by cowering to this, okay?
[36:59.000 --> 37:02.000]  The only future we've got is standing up.
[37:02.000 --> 37:06.000]  You know why we have so much wealth? By 4% of the world, that's the American population,
[37:06.000 --> 37:08.000]  until the 70s had half the wealth.
[37:08.000 --> 37:10.000]  At one point, it was 57%.
[37:10.000 --> 37:12.000]  Look this up.
[37:12.000 --> 37:14.000]  Just type in US has half the world's wealth.
[37:14.000 --> 37:16.000]  You'll see the articles.
[37:16.000 --> 37:23.000]  57% of the world's wealth owned by a gigantic, fat middle class, the fattest, biggest middle
[37:23.000 --> 37:25.000]  class the world's ever seen.
[37:25.000 --> 37:27.000]  Champion middle class.
[37:27.000 --> 37:31.000]  Fully 45%, up to 50% of the population, middle class, upper middle class.
[37:31.000 --> 37:33.000]  Now it's down to like 25%.
[37:33.000 --> 37:34.000]  And you know why?
[37:34.000 --> 37:38.000]  We weren't free, but compared to other countries, we were super free.
[37:38.000 --> 37:41.000]  Super fly free.
[37:41.000 --> 37:43.000]  Because there wasn't a monopoly in this country.
[37:43.000 --> 37:48.000]  There were a few oligopolies and a few little, but not a total globalist monopoly,
[37:48.000 --> 37:50.000]  where big corporations control government.
[37:50.000 --> 37:54.000]  They then take your tax money and pay it to them in corporate contracts and government
[37:54.000 --> 37:57.000]  contracts and bailouts.
[37:57.000 --> 38:01.000]  You don't have freedom, just like Rand Paul stood up and said, I'm gonna filibuster till
[38:01.000 --> 38:03.000]  you give me the drone info.
[38:03.000 --> 38:05.000]  They gave it to him.
[38:05.000 --> 38:08.000]  They told me, my crew, we can't hand out magazines in Austin.
[38:08.000 --> 38:15.000]  Turned out by the time I showed up to get in their face, the cops had refused.
[38:15.000 --> 38:19.000]  That's a big victory just to do the right thing.
[38:19.000 --> 38:23.000]  It was like when I was at Bilderberg, they gave them orders to not let the demonstrators
[38:23.000 --> 38:30.000]  up in Virginia last year walk across the public driveway that is a public right of way.
[38:30.000 --> 38:31.000]  And the cops were told, arrest us.
[38:31.000 --> 38:35.000]  And I said, hey, you know the Virginia law says we can walk across there.
[38:35.000 --> 38:37.000]  He goes, I know, but I've been ordered special event.
[38:37.000 --> 38:39.000]  I said, you want your kids growing up in a country like that?
[38:39.000 --> 38:41.000]  He goes, well, they're watching us.
[38:41.000 --> 38:44.000]  My commanders are off those cameras right across the street in that mobile unit.
[38:44.000 --> 38:47.000]  They have a mobile trailer with cameras on it and microphones.
[38:47.000 --> 38:49.000]  And I said, so now you're afraid to do the right thing.
[38:49.000 --> 38:52.000]  I said to the commander out there with like 60 cops out there on the SWAT team.
[38:52.000 --> 38:54.000]  He goes, no, you're right.
[38:54.000 --> 38:55.000]  Okay, use the street.
[38:55.000 --> 38:58.000]  And then all the cops were smiling and giving us high fives and stuff.
[38:58.000 --> 39:02.000]  Just revolt and say no, no to North Korea.
[39:02.000 --> 39:04.000]  You're not a bunch of Dennis Rodman's.
[39:04.000 --> 39:06.000]  I haven't even talked about that yet.
[39:06.000 --> 39:07.000]  I was out of town.
[39:07.000 --> 39:13.000]  You know, going over there to a third generation hereditary dictator, over a million people
[39:13.000 --> 39:15.000]  starve to death or killed a year.
[39:15.000 --> 39:19.000]  You talk about total government and he goes over there to make money.
[39:19.000 --> 39:25.000]  And it shows how pathetic the government ruling system is that it's so empty, that it's such
[39:25.000 --> 39:34.000]  a husk that the pathetic Kim Jong Un hugging some nobody, burnout, Z celebrity, bankrupt
[39:34.000 --> 39:38.000]  Dennis Rodman.
[39:38.000 --> 39:42.000]  I mean, this cult of celebrity is going to do something special for you.
[39:42.000 --> 39:45.000]  Let me just tell all the yuppies, I know that's how they control you, who grew up watching
[39:45.000 --> 39:46.000]  television 18 hours a day.
[39:46.000 --> 39:49.000]  You think you're not somebody till you know celebrities.
[39:49.000 --> 39:54.000]  I have been at probably 50 top Hollywood parties and I couldn't wait to get out of them.
[39:54.000 --> 39:56.000]  Just all the most famous people in them.
[39:56.000 --> 39:58.000]  I have been then at events.
[39:58.000 --> 40:02.000]  Let's go over to this person's house with and I'm like, I don't want to go.
[40:02.000 --> 40:04.000]  Let's watch a movie.
[40:04.000 --> 40:08.000]  You know, let's let's go play, you know, putt putt golf or something because it's so empty.
[40:08.000 --> 40:13.000]  And I see how Madison Avenue and Wall Street and the corporate people and the Oscars and
[40:13.000 --> 40:19.000]  all of it controls the public with the cult of empty celebrity.
[40:19.000 --> 40:21.000]  You know who I want to meet?
[40:21.000 --> 40:29.000]  People that jump from the edge of space and heat up like a meteorite coming into the atmosphere
[40:29.000 --> 40:33.000]  or some mathematician or some firefighter that goes into a burning house and saves a
[40:33.000 --> 40:36.000]  kid and gets half their body burned.
[40:36.000 --> 40:39.000]  That that's that's who's interesting to me is artists and people.
[40:39.000 --> 40:44.000]  There's a lot of people that I get giddy about meeting incredible journalists, trailblazers.
[40:44.000 --> 40:46.000]  But the system knows that.
[40:46.000 --> 40:49.000]  And Edward Bernays set this up in the 20s, the nephew of Sigmund Freud.
[40:49.000 --> 40:57.000]  He admitted our heroes are inventors, scientists, trailblazers, explorers.
[40:57.000 --> 41:03.000]  That's why we were the highest IQ, highest education, smartest, most inventive, because
[41:03.000 --> 41:04.000]  people were into that.
[41:04.000 --> 41:08.000]  And they said, we've got to stop making that the icons.
[41:08.000 --> 41:09.000]  We've got to dumb people down.
[41:09.000 --> 41:14.000]  So now it's all these stupid hip hop people and burnout drug head rock and roll and in
[41:14.000 --> 41:16.000]  Hollywood and all of that.
[41:16.000 --> 41:23.000]  And it's totally and completely empty.
[41:23.000 --> 41:28.000]  I mean, look at how empty the North Korean sycophant Communist Party is to sit there
[41:28.000 --> 41:30.000]  and get off glowing on power trips.
[41:30.000 --> 41:35.000]  Those power tripping looks the top communists have in their eyes are the same ones the politicians
[41:35.000 --> 41:36.000]  have.
[41:36.000 --> 41:41.000]  They're a bunch of crazy narcissists who are into totally dominating people and being on
[41:41.000 --> 41:42.000]  top.
[41:42.000 --> 41:44.000]  And if they've got to bring the whole country down to do it, they'll do it.
[41:44.000 --> 41:49.000]  If you've got to starve to death so they can live in a palace, they'll do it.
[41:49.000 --> 41:52.000]  Big government collectivism is the enemy.
[41:52.000 --> 41:56.000]  And they've got communist, socialist and fascist varieties of it.
[41:56.000 --> 41:59.000]  But it all ends up becoming the same thing.
[41:59.000 --> 42:07.600]  And just to watch the sickening communist North Koreans groveling at pathetic celebrity
[42:07.600 --> 42:11.000]  is just the essence of everything I oppose.
[42:11.000 --> 42:16.000]  So here's the motto and I'm gonna come back with the news.
[42:16.000 --> 42:18.080]  Stand up for your rights or lose them and be a slave.
[42:18.080 --> 42:20.240]  Act like a sheep, get eaten by wolves.
[42:20.240 --> 42:22.980]  Roll over to tyranny, you have no future.
[42:22.980 --> 42:24.280]  You want to truly be alive?
[42:24.280 --> 42:25.280]  Get animated.
[42:25.280 --> 42:30.800]  Realize you're empowered because you love liberty and get in tyrants faces and live
[42:30.800 --> 42:35.280]  for freedom and live for the truth and you will be empowered because that's what life
[42:35.280 --> 42:41.440]  is really all about, is being informed, not being a fool, not being a sucker, not being
[42:41.440 --> 42:44.600]  a schmuck, not being a mark, not being an idiot.
[42:44.600 --> 42:49.920]  And when we stop being pushovers, like our ancestors were, we'll become so wealthy, we'll
[42:49.920 --> 42:51.560]  become decadent slobs again.
[42:51.560 --> 42:52.560]  That's the problem.
[42:52.560 --> 42:56.640]  All of the incredible largess, the prosperity has turned us into this.
[42:56.640 --> 43:00.160]  Now we're losing the prosperity as we lose the liberty.
[43:00.160 --> 43:05.680]  Introducing pro one, all of your filtration in one system portable on the go.
[43:05.680 --> 43:10.280]  No more do you have two or three filters to just reduce sodium fluoride.
[43:10.280 --> 43:15.720]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosolicic
[43:15.720 --> 43:21.340]  acid advanced manufacturing technology combined silver impregnated white ceramic with new
[43:21.340 --> 43:26.280]  aqua medics advanced media for removal of fluoride and other heavy metals all in one
[43:26.280 --> 43:27.280]  filter element.
[43:27.280 --> 43:30.200]  It is the only one that does it and out of the gates.
[43:30.200 --> 43:33.860]  We have a discounted at 10% off with promo code water.
[43:33.860 --> 43:41.440]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines,
[43:41.440 --> 43:47.000]  ammonia and chlorine hydrofluorosolic acid, the most common form of fluoride not covered
[43:47.000 --> 43:51.200]  by other fluoride filter brands and sodium hexafluorosilicate.
[43:51.200 --> 43:56.320]  Get your pro pure with a new pro one filter today at info war store.com or by calling
[43:56.320 --> 44:00.320]  888-253-3139.
[44:00.320 --> 44:04.800]  Devastating events like earthquakes, tornadoes, floods, hurricanes, or the threat of martial
[44:04.800 --> 44:08.880]  law have highlighted the need for Americans to prepare for emergencies.
[44:08.880 --> 44:12.640]  As a result, millions are stockpiling food, gold and weapons.
[44:12.640 --> 44:17.280]  But how will these items help if you or one of your loved ones becomes ill?
[44:17.280 --> 44:22.280]  Supernatural Silver is the ultimate tool to prepare you for a medical emergency.
[44:22.280 --> 44:27.840]  Supernatural Silver is a natural antibiotic that is uniquely effective against bacteria,
[44:27.840 --> 44:32.280]  viruses, moles and fungus and is remarkable for wound care.
[44:32.280 --> 44:37.880]  Taken internally or used topically, it can help keep you safe from deadly pathogens.
[44:37.880 --> 44:43.220]  Supernatural Silver has over 500 different uses and a long term shelf life, making it
[44:43.220 --> 44:46.400]  the number one choice of preppers across the country.
[44:46.400 --> 44:53.680]  To find out how this amazing new technology can help you be prepared, go to SupernaturalSilver.com.
[44:53.680 --> 45:01.940]  Use the promo code prepared for 20% off your entire order and like us on Facebook.
[45:01.940 --> 45:08.360]  If you want an American company with American products made by Americans, here is the Cal
[45:08.360 --> 45:09.880]  Bend Soap Company.
[45:09.880 --> 45:14.200]  Alex and his staff have used these pure soap products for years.
[45:14.200 --> 45:18.960]  These all natural soaps are made from the highest quality vegetable and coconut oils
[45:18.960 --> 45:21.480]  that are earth friendly and safe.
[45:21.480 --> 45:29.280]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[45:29.280 --> 45:34.080]  Buy the one to two month sample package and enjoy soaps that are twice as good as what
[45:34.080 --> 45:39.880]  you're using now or save big with a one to two year supply of soaps for all your cleaning
[45:39.880 --> 45:40.880]  needs.
[45:40.880 --> 45:42.680]  This is an amazing deal.
[45:42.680 --> 45:47.880]  You can save thousands of dollars and you will love the way real soap makes you feel.
[45:47.880 --> 46:00.040]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[46:00.040 --> 46:05.160]  You prepare by purchasing gold, food and firearms, but if you don't have a home security system
[46:05.160 --> 46:08.920]  then you're missing a critical weapon in your arsenal for home protection.
[46:08.920 --> 46:13.220]  When you're sleeping or away from home, who's watching out for intruders?
[46:13.220 --> 46:14.920]  Check out SimpliSafe.
[46:14.920 --> 46:19.360]  It's a new do it yourself home security system that is completely wireless.
[46:19.360 --> 46:24.780]  Go to getsimplisafe.com SimpliSafe is independent and off the grid.
[46:24.780 --> 46:29.200]  It runs on battery power so even if the grid goes down, you're protected.
[46:29.200 --> 46:34.000]  It's completely customizable so you can use it in your home, business, boat, trailer,
[46:34.000 --> 46:35.920]  storage unit or shed.
[46:35.920 --> 46:38.360]  Getsimplisafe.com.
[46:38.360 --> 46:43.160]  SimpliSafe is also ridiculously easy to install yourself in under 20 minutes so there's no
[46:43.160 --> 46:45.540]  need to let a stranger into your home.
[46:45.540 --> 46:49.640]  If you move or need to relocate, you can take the system with you wherever you go.
[46:49.640 --> 46:54.440]  You aren't always at home but SimpliSafe will stand guard protecting your property 24 hours
[46:54.440 --> 46:56.480]  a day, 7 days a week.
[46:56.480 --> 47:01.400]  Again, that's getsimplisafe.com.
[47:01.400 --> 47:04.880]  Coast to coast, direct from Austin.
[47:04.880 --> 47:18.320]  You're listening to the Alex Jones Broadcasting Network.
[47:18.320 --> 47:25.760]  Leading a frontal assault on the lies of the new world order, it's Alex Jones on the GCN
[47:25.760 --> 47:30.560]  radio network.
[47:30.560 --> 47:34.040]  You've got to stand up for yourself or become a slave.
[47:34.040 --> 47:42.080]  I know that's simple, but a lot of profound things are simple.
[47:42.080 --> 47:46.480]  All over the world, people are demanding GMO labeling so you can know what you're eating
[47:46.480 --> 47:54.320]  if a fish has grasshopper genes in it, or if corn has insect genes in it, or bacteria
[47:54.320 --> 47:58.400]  genes in it, or virus RNA.
[47:58.400 --> 48:01.720]  And now Whole Foods under pressure is saying they're gonna start by 2018.
[48:01.720 --> 48:09.560]  It's kinda like we're gonna leave Afghanistan by 2010, by 2012, by 2013, by 2014.
[48:09.560 --> 48:14.960]  But at least they're having to pay lip service, they're gonna start trying to label GMO.
[48:14.960 --> 48:17.560]  First they denied that there was any GMO in their stores.
[48:17.560 --> 48:22.680]  We went down with others and covered it, and it became big news the last few years.
[48:22.680 --> 48:25.640]  And then they had to admit that there was GMO in their food.
[48:25.640 --> 48:28.360]  First they tried the stonewalling.
[48:28.360 --> 48:32.560]  Again, they always try that, no, no, no, nothing to see here.
[48:32.560 --> 48:36.640]  These aren't the droids you're looking for, move along, move along.
[48:36.640 --> 48:40.320]  The force can have a powerful effect on the weak minded.
[48:40.320 --> 48:46.380]  And I'm asking you to not be weak minded, and I know you're not weak minded.
[48:46.380 --> 48:50.000]  Let me tell you what's coming up in the next hour, cuz I've been gone for a week and I've
[48:50.000 --> 48:53.880]  kinda gone off in a hundred different directions and covered a lot of important information.
[48:53.880 --> 48:58.240]  Let me just tell you what's coming up.
[48:58.240 --> 48:59.240]  First off, here is the headline.
[48:59.240 --> 49:02.240]  In fact, you guys even show drudgereport.com.
[49:02.240 --> 49:05.560]  It's also up at infowars.com, top story.
[49:05.560 --> 49:07.440]  On Drudge, it's the right hand story.
[49:07.440 --> 49:13.520]  But I say Drudge, because Drudge really can set the agenda in the media, and it's a big
[49:13.520 --> 49:14.520]  victory.
[49:14.520 --> 49:18.080]  It's a victory for myself after 12 years to see things like this.
[49:18.080 --> 49:24.360]  It's AFP, AP, Reuters, you name it, Afghan leader alleges US Taliban colluding.
[49:24.360 --> 49:29.240]  Mohammed Karzai, and that's a Reuters article that Drudge is linked to.
[49:29.240 --> 49:35.360]  Now I myself, I happen to know all about Mohammed Karzai, his brother, the biggest opium dealer
[49:35.360 --> 49:39.760]  in the world, till the West assassinated him cuz he wanted to make a cut, kinda like they
[49:39.760 --> 49:44.000]  shut up Manuel Noriega in Panama.
[49:44.000 --> 49:47.840]  I happen to know all the, and I'm not bragging I happen to know all the facts, I wish the
[49:47.840 --> 49:50.500]  general public knew about all this.
[49:50.500 --> 49:56.760]  Because I'm not saying Ahmed Dinejad is a good guy, I'm not, of Iran, I'm not saying
[49:56.760 --> 50:02.000]  Mohammed Karzai is a good guy of Afghanistan next door.
[50:02.000 --> 50:12.360]  What I am saying is, is that they are just their own little strong men in their area.
[50:12.360 --> 50:21.920]  The globalist are this larger constellation of above the law, diplomatic, immune, under
[50:21.920 --> 50:28.920]  UN treaty, corporations who don't stand for America, who don't stand for Iran, who don't
[50:28.920 --> 50:35.160]  care about Afghanistan, or Russia, or China, or Mexico, or Venezuela, or Nigeria for that
[50:35.160 --> 50:36.640]  matter.
[50:36.640 --> 50:42.680]  They care about their interest, and they hire assassination squads, they run drugs, they
[50:42.680 --> 50:46.280]  run kids, they run snuff films, it's all come out.
[50:46.280 --> 50:54.680]  The most vicious people in the world are the Fortune 50 or so that really own most of the
[50:54.680 --> 51:00.760]  Fortune 500 in interlocking directorates who are setting up a global government where you
[51:00.760 --> 51:08.800]  pay taxes through the IMF and World Bank, and XM Bank, and OECD directly to them.
[51:08.800 --> 51:13.120]  This is their world government, I mean, go watch Davos on C-SPAN, go read their statements.
[51:13.120 --> 51:19.360]  I mean, they want $100 trillion in the next decade of Western tax money to fund their
[51:19.360 --> 51:24.140]  Bank of the World private world government, I mean, these are quotes.
[51:24.140 --> 51:28.840]  You can type into a search engine what I just said and pull up London Telegraph, Davos press
[51:28.840 --> 51:29.840]  releases.
[51:29.840 --> 51:32.320]  This is what they're building.
[51:32.320 --> 51:35.760]  But we're like Native Americans who've never come across smallpox.
[51:35.760 --> 51:42.640]  So it didn't kill most Westerners, cuz Westerners that was gonna kill it already died.
[51:42.640 --> 51:48.840]  But it almost killed 60, 70, 80% of the natives that came in contact with it, just same thing.
[51:48.840 --> 51:51.440]  We're not used to a corporate takeover.
[51:51.440 --> 51:55.960]  We're not used to a global government mercenary takeover, where they buy off your governments
[51:55.960 --> 52:00.800]  and write laws to shut you down and control you but exempt themselves.
[52:00.800 --> 52:06.200]  The G20 in Pittsburgh was corporately run by a corporate office that commanded the police
[52:06.200 --> 52:12.720]  and the military, US Army and police and a task force from all 50 states.
[52:12.720 --> 52:16.420]  And they arrested press, they went in universities and arrested people.
[52:16.420 --> 52:20.600]  They said daytime, nighttime curfew, we'll physically attack whoever we want.
[52:20.600 --> 52:25.240]  And when Rob Dues sued and won my reporter, he was arrested for no reason, on video, non
[52:25.240 --> 52:30.120]  violently, on a hilltop, videotaping them, attacking peaceful people.
[52:30.120 --> 52:36.480]  When that happened, under immunity laws, we couldn't sue the G20 consortium.
[52:36.480 --> 52:40.400]  We had to sue Pittsburgh and he won, that was in the Associated Press when I looked
[52:40.400 --> 52:41.400]  that up.
[52:41.400 --> 52:46.560]  So let me tell you something, that's how real the world government is.
[52:46.560 --> 52:51.520]  That the corporation of South by Southwest, it appears, that's what the police and people
[52:51.520 --> 52:56.240]  said, had called to say we couldn't hand out magazines in downtown Austin, or even have
[52:56.240 --> 52:57.520]  an Infowars bumper sticker.
[52:57.520 --> 53:03.920]  Now they said no today, that's just some little nothing bottom feeding Hollywood wannabe group.
[53:03.920 --> 53:10.960]  Imagine the mega bankers who make Ken Lay and Bernie Madoff look like good guys, who
[53:10.960 --> 53:18.840]  are involved in trillions and trillions and trillions of dollars of fraudulent derivatives.
[53:18.840 --> 53:24.860]  They want a world government to back up their operations and to exempt them from all their
[53:24.860 --> 53:28.640]  unconstitutional oppressive laws used to consolidate power.
[53:28.640 --> 53:32.500]  And that's the heart of all this.
[53:32.500 --> 53:40.080]  So when I talk about Mohammad Karzai, the puppet president, the dictator with fake elections,
[53:40.080 --> 53:43.800]  that's on record, just like Hugo Chavez.
[53:43.800 --> 53:48.480]  But he's Western installed on the board in the past of UNICAL, big pipeline company.
[53:48.480 --> 53:53.480]  But he's his own gangster, and so the other gangsters have gotten mad at him.
[53:53.480 --> 53:57.040]  And they killed his brother, biggest opium dealer in the world a few years ago, you can
[53:57.040 --> 53:58.040]  look all this up.
[53:58.040 --> 54:03.440]  I'm gonna play a special report in the next hour on this that I cut in 2011, breaking
