[00:00.000 --> 00:11.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[37:41.000 --> 37:45.000]  It's not only important to shop local or shop America,
[37:45.000 --> 37:49.000]  or if you live in say Canada or the UK or Germany to shop local.
[37:49.000 --> 37:53.000]  It's important to shop with the Patriots, to shop with the Libertarians.
[37:53.000 --> 37:55.000]  infowarsstore.com.
[37:55.000 --> 37:57.000]  We're the only operation of its kind.
[37:57.000 --> 38:03.000]  A true libertarian constitutionalist that goes after both parties and exposes the inside scoops fearlessly.
[38:03.000 --> 38:06.000]  This is the biggest and best operation out there.
[38:06.000 --> 38:08.000]  We'd like to do a lot better job.
[38:08.000 --> 38:10.000]  And the more support we get, the more we can do it.
[38:10.000 --> 38:12.000]  infowarsstore.com.
[38:12.000 --> 38:16.000]  And lastly, support our local AM and FM affiliates.
[38:16.000 --> 38:18.000]  Spread the word about this broadcast.
[38:18.000 --> 38:24.000]  Whether you're listening to me here in Austin on 590 a.m. or in Chicago.
[38:24.000 --> 38:31.000]  If you're listening to us on 1530 or the 160 plus AM and FM affiliates across the land.
[38:31.000 --> 38:37.000]  Okay, I'm done with the daily plug there, but that's also how we fund our operation.
[38:37.000 --> 38:40.000]  Let me get to this thing that I just mentioned here.
[38:40.000 --> 38:42.000]  And I'm going to get Larry Pratt on this week.
[38:42.000 --> 38:44.000]  I've got owners of America to break it down.
[38:44.000 --> 38:50.000]  But ATF arming robbers and hatching plots leaving many dead.
[38:50.000 --> 38:56.000]  ATF domestic sting operations eclipse operation fast and furious.
[38:56.000 --> 39:02.000]  And sting operations similar to the 1993 World Trade Center bombing, which left six dead.
[39:02.000 --> 39:10.000]  The Bureau of Alcohol, Tobacco and Firearms are pressuring and arming people to rob fictitious drug stash houses.
[39:10.000 --> 39:15.000]  And the bust have left at least seven people dead, according to USA Today.
[39:15.000 --> 39:21.000]  Now, remember our government on record, the banks that have hijacked it, ship in most of the narcotics.
[39:21.000 --> 39:25.000]  Even Bloomberg reports that they run the guns, the drug cartels, all of it.
[39:25.000 --> 39:30.000]  So they need low level idiots to bust for the media to make it look like they've done something.
[39:30.000 --> 39:36.000]  And it just goes on with a lot of legal scholars, constitutionalists saying this is illegal.
[39:36.000 --> 39:39.000]  This is beyond entrapment and it's very, very dangerous.
[39:39.000 --> 39:42.000]  And it's then used to blame the Second Amendment.
[39:42.000 --> 39:48.000]  It's then used. In fact, it came out. They've used these cases and anti-gun stuff on TV.
[39:48.000 --> 39:53.000]  And as we learn more and more, it'll get even worse, of course, just like fast and furious.
[39:53.000 --> 39:59.000]  Which CBS News with their credit got the internal memos from higher ups and cover this up.
[39:59.000 --> 40:02.000]  We're going to use this to go after the guns.
[40:02.000 --> 40:08.000]  Well, of course, I said that before it came out. Of course, they were already on the news when Obama got elected.
[40:08.000 --> 40:15.000]  They were already on the news in 2009 going, we've got to turn our guns in. We've got to ban semi-autos.
[40:15.000 --> 40:19.000]  They're being used in Mexico. We've got gun tracker programs.
[40:19.000 --> 40:23.000]  That's how we know the White House was lying because it turned out they had directed it.
[40:23.000 --> 40:29.000]  And before they got caught arming the cartels, they said, oh yeah, we're tracking the guns in this program.
[40:29.000 --> 40:37.000]  You bet you were tracking them. You were giving them the guns because the drug cartels are buying full auto and buying armored vehicles.
[40:37.000 --> 40:45.000]  And having Goldman Sachs, you know, type megabanks, launder the money, it's come out with all these big Federal Reserve connected banks.
[40:45.000 --> 40:55.000]  Mainly, Wacovia and Wells Fargo, the ones that have been busted with the hundreds of billions of drug money and specifically running the aircraft, the weapons.
[40:55.000 --> 40:57.000]  You name it to them.
[40:57.000 --> 41:01.000]  When's the last time you heard about a big Federal Reserve shareholding bank?
[41:01.000 --> 41:07.000]  Because all the big six banks own share in the Federal Reserve, the private offshore Federal Reserve.
[41:07.000 --> 41:11.000]  And just go into your Lexus Nexus if you're a reporter.
[41:11.000 --> 41:17.000]  And type in Federal Reserve Bank, you know, 6 billion in drug money, 20 billion in drug money.
[41:17.000 --> 41:20.000]  You'll see it all the time, but nobody gets in trouble.
[41:20.000 --> 41:30.000]  Instead, they'll raid some dilapidated drughouse just a few times a year per city to make it look like they're doing something.
[41:30.000 --> 41:39.000]  Our government has been involved in the drug trade taxing it since it was legal in 1789.
[41:39.000 --> 41:47.000]  Cocaine, opium, ladenum, then heroin after the 1860s when they invented purifying it.
[41:47.000 --> 41:49.000]  The derivative of opium.
[41:49.000 --> 41:50.000]  All of it.
[41:50.000 --> 41:53.000]  Just shipping it in in mass on record.
[41:53.000 --> 41:57.000]  The CIA Solicitor General, 1997, look it up.
[41:57.000 --> 41:59.000]  Congressional hearings admitted it.
[41:59.000 --> 42:01.000]  This is a public secret.
[42:01.000 --> 42:06.000]  A public secret.
[42:06.000 --> 42:11.000]  There's Forbes, is the Federal Reserve using money laundering techniques to cleanse banks balance sheets?
[42:11.000 --> 42:13.000]  I don't know, do bears go poo poo in the woods?
[42:13.000 --> 42:15.000]  I mean, is Charlie Manson a lunatic?
[42:15.000 --> 42:17.000]  Is Bill Clinton a liar?
[42:17.000 --> 42:19.000]  Does Superman have a red cape?
[42:19.000 --> 42:22.000]  Does the Easter Bunny a bunny?
[42:22.000 --> 42:25.000]  Do turtles have shells?
[42:25.000 --> 42:29.000]  Are Ewoks stupid and ruin the turn of the Jedi?
[42:29.000 --> 42:32.000]  Ha ha ha.
[42:32.000 --> 42:35.000]  Oh my goodness, it's already time to go to break again.
[42:35.000 --> 42:36.000]  All right, we'll be back.
[42:36.000 --> 42:37.000]  I'm going to shut up.
[42:37.000 --> 42:39.000]  I'm going to get into the really big news after that.
[42:39.000 --> 42:42.000]  U.S. on alert for possible fireworks bombs.
[42:42.000 --> 42:49.000]  Nanny Cam home invader who assaulted mother in front of her child was known to have entered a neighbor's home,
[42:49.000 --> 42:50.000]  but no one did anything.
[42:50.000 --> 42:53.000]  He had four burglary convictions and just been let out of prison.
[42:53.000 --> 42:58.000]  Obama compares Nelson Mandela, a hardcore communist, to George Washington.
[42:58.000 --> 43:01.000]  It's all coming up.
[43:01.000 --> 43:05.000]  There is an increased need to support our immunity and health.
[43:05.000 --> 43:12.000]  At Silver Lungs, we are committed to meeting your needs by providing a full selection of silver-based products.
[43:12.000 --> 43:18.000]  Our most popular silver-based products are the 32-ounce nano-silver solutions.
[43:18.000 --> 43:24.000]  Our 2-ounce nano-silver nasal applicators, as well as our all-natural silver soaps.
[43:24.000 --> 43:28.000]  Just released is our 100% natural silver gel.
[43:28.000 --> 43:35.000]  Our new silver gel is not based on synthetic gelling agents, which quickly evaporate and leave the silver at the surface.
[43:35.000 --> 43:41.000]  But rather, we have formulated our silver gel using the natural skin nourishing chemistry of aloe vera
[43:41.000 --> 43:47.000]  to quickly penetrate and nourish the skin while delivering the silver more effectively.
[43:47.000 --> 43:56.000]  Visit www.silverlungs.com and click on our store page to find what silver-based products are best for you.
[43:56.000 --> 44:00.000]  That's www.silverlungs.com.
[44:26.000 --> 44:35.000]  We combat over 300 different conditions, and it has the ability to kill over 143 types of bacteria, viruses, mold, and yeast.
[44:35.000 --> 44:40.000]  Supernatural Silver's patented technology includes advanced scientific research
[44:40.000 --> 44:47.000]  with over 180 scientific studies conducted at independent universities, hospitals, research institutions, and nursing homes.
[44:47.000 --> 44:53.000]  To see how Supernatural Silver can change your life, go to www.supernaturalsilver.com.
[44:53.000 --> 44:59.000]  Use the promo code Silver2013 for 20% off and like us on Facebook.
[45:23.000 --> 45:29.000]  Safe is independent and off the grid. It runs on battery power, so even if the grid goes down, you are protected.
[45:29.000 --> 45:36.000]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[45:36.000 --> 45:38.000]  Get simplysafe.com.
[45:38.000 --> 45:46.000]  Simply Safe is also ridiculously easy to install yourself in under 20 minutes, so there's no need to let a stranger into your home.
[45:46.000 --> 45:50.000]  If you move or need to relocate, you can take the system with you wherever you go.
[45:50.000 --> 45:57.000]  You aren't always at home, but Simply Safe will stand guard protecting your property 24 hours a day, 7 days a week.
[45:57.000 --> 46:21.000]  Again, that's GetSimplySafe.com.
[46:28.000 --> 46:34.000]  Until June 30th, buy 3 of any food item and receive the 4th one free, with free shipping.
[46:34.000 --> 46:35.000]  The Guarantee.
[46:35.000 --> 46:45.000]  After September 20th, when you've seen what happened with food prices and shortages, if you're not glad you ordered food, return the food unopened for a full refund.
[46:45.000 --> 47:01.000]  Go to eFoodsDirect.com slash Alex, or call 800-409-5633. Your peace of mind, Guarantee, eFoodsDirect.com slash Alex, or 800-409-5633.
[47:01.000 --> 47:10.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[47:10.000 --> 47:21.000]  We now take you live to the Central Texas Command Center in the heart of The Resistance. You're listening to the Alex Jones Show.
[47:21.000 --> 47:45.000]  You know in England they are moving to ban without a license having any type of sharp knives, even for chefs, because someone might do something bad with a knife.
[47:45.000 --> 47:54.000]  Why not ban cars? Someone might run people over with cars. Look out. They're coming out with the new Mercedes and things where the car won't let you do stuff like that, supposedly.
[47:54.000 --> 48:04.000]  But then if an unnamed agency or individual wants to hack into your Mercedes and drive it off the road in a fireball, they can, can't they?
[48:04.000 --> 48:16.000]  By the way, I had the Rolling Stones editor's army buddy that he was embedded with off and on for years, one of his best friends on the show, and he thinks they probably killed him.
[48:16.000 --> 48:25.000]  He was at the funeral. The wife of Michael Hastings thinks they probably killed him, and she says, I'll bring down whoever did this, and they said that he was being death-threaded by the army.
[48:25.000 --> 48:34.000]  And that was the biggest story ever, and he was going into hiding two hours before his car blew up, witnesses said, and then flew off the road into a tree.
[48:34.000 --> 48:44.000]  And that has been out in the news now for six days, breaking on my show, and no one that I've seen has covered it.
[48:44.000 --> 48:52.000]  I mean, even if we're crazy to question him being blown up, you know, when the army's going, you're dead for what you've released. We're going to kill you.
[48:52.000 --> 49:02.000]  And it turns out, it's not just hearsay on my show. He wrote that in one of his books, but he was getting death threats the day he died and said, I'm going into hiding, and then his car blows up.
[49:02.000 --> 49:08.000]  I'm getting death threats. I'm going into hiding. Biggest story ever. In Peril trips out of the base. Peril trips out of the base.
[49:08.000 --> 49:13.000]  I mean, it's to continue the cheesy Star Wars analogies.
[49:13.000 --> 49:17.000]  I'm waiting for him to say at the 50th anniversary that Kennedy wasn't even assassinated.
[49:17.000 --> 49:28.000]  In fact, you're a conspiracy theorist. If you say he was killed, period. A nat did that to him. A nat was a convertible. They were going too fast.
[49:28.000 --> 49:36.000]  We were in Texas, big gnats here. Everything's bigger. Like the gnats in the cartoon, the big sharp nose blew his head clean off.
[49:36.000 --> 49:50.000]  Blew the brains all over Jackie's pretty little dress. I'm telling you, folks, I'm telling you, that's what mainstream news says. I'm sticking to it. I'm not going to question anything.
[49:50.000 --> 49:57.000]  Vince Foster, you know, witnesses saw him dragging a dead body out there and Hillary cleaned out his office and all the witnesses.
[49:57.000 --> 50:05.000]  He was shot in the top of the head. Hey, a lot of people wrap themselves up in a carpet and take themselves and throw themselves in a park.
[50:05.000 --> 50:16.000]  I'm going with that. And I think Richard, Richard, was it Edward? I keep saying Richard Snowden. It's Edward Snowden.
[50:16.000 --> 50:30.000]  You know what? I'm teleprompter free. That's going to happen. But let's get to the really big threat. Every time there's any event going on, Christmas, New Year's, Halloween, 4th of July,
[50:30.000 --> 50:36.000]  we've got to hear the terrorists are planning to hit us and oh, the Army's going to be out of events all over the country.
[50:36.000 --> 50:43.000]  And the TSA is going to be in cities all over the nation, randomly searching people on the roads and at the terminals now.
[50:43.000 --> 50:54.000]  And Bloomberg wants to ban fireworks in New York State, not because they can burn stuff down, but because you heard it, folks, the terrorists might get them and make a bomb out of them.
[50:54.000 --> 51:06.000]  Just like we got to ban knives. I mean, you know, you can't be trusted. Now, government can have nuclear weapons and missiles and tanks and armored vehicles and two billion bullets and be training to take on gun owners and tea partiers.
[51:06.000 --> 51:12.000]  But that's okay.
[51:12.000 --> 51:27.000]  U.S. on alert for possible fireworks bombs. Here's UPI security officials. They're not servants, they're officials. Said U.S. police should be on the alert. But for al-Qaeda, you gave 10,000 heat seeking missiles in Syria.
[51:27.000 --> 51:35.000]  You got all the neighbors freaked out, even the pro West Jordanians are freaked out. They're like, why are you bringing al-Qaeda in by the, you know, it's over 100,000.
[51:35.000 --> 51:42.000]  They're saying into our area and giving them heat seeking missiles while they dance around saying we're going to blow up more, more buildings.
[51:42.000 --> 51:56.000]  We publish these videos and we post them on info wars.com. Every day, cutting people's heads off, cutting their hearts out, blowing up synagogues, blowing up churches, blowing up Shiite mosque that these Wahhabis don't like.
[51:56.000 --> 52:10.000]  Our government has brought over 100,000 in any one time. It was 60. Now it's over 100,000 to attack Syria who did nothing and who's secular, a Bathis regime.
[52:10.000 --> 52:17.000]  But oh, we got a ban on fireworks. Jiminy Crickets. I mean, al-Qaeda is going to blow us up.
[52:17.000 --> 52:26.000]  You're like, well, Alex, the Boston bombing. Oh, the Boston bombing. You got FBI agents being killed that were involved arresting the Patsy brother.
[52:26.000 --> 52:31.000]  You've got their other witness. I'm shooting him in the top of the head admitting he didn't even resist him now.
[52:31.000 --> 52:39.000]  You've got the older brother sent by the CIA to infiltrate al-Qaeda groups. That's been confirmed. He worked for the State Department.
[52:39.000 --> 52:47.000]  I mean, double agents bare minimum. They blew up what they probably thought were just a part of a drill. Turns out there was a drill, like I told you.
[52:47.000 --> 52:56.000]  No wonder they're on national TV saying, do not look at info wars.com. Remember that at the press conferences?
[52:56.000 --> 53:08.000]  It goes on and on and on and on. The United States has been hijacked by foreign banks that run al-Qaeda. It's criminal elements inside the government, steering and piloting it.
[53:08.000 --> 53:17.000]  It's like these science fiction movies where the slug climbs in your ear, rath a con or host, and then controls you.
[53:17.000 --> 53:26.000]  Maybe people can get an analogy or an allegory. It's not our government. It's criminal interest. They're always talking about national security.
[53:26.000 --> 53:37.000]  National security means they can commit all their crimes. National security means they can shut down cold plants here and move them to China with no environmental standards to build widgets cheaper than we can.
[53:37.000 --> 53:44.000]  National security means they can get away with unlimited crimes against our republic.
[53:44.000 --> 53:57.000]  A bunch of foreign companies and a whole bunch of foreign countries have access to your emails, your text, your phone calls. They're all sharing this data.
[53:57.000 --> 54:08.000]  Europe, the UK, the United States, Australia, New Zealand, the Anglo-American global empire. And it's called that because of the Anglo-American combines, not meaning white people.
[54:08.000 --> 54:20.000]  It means the robber baron index of the British East India, Dutch East India company, model of a corporate empire above the law, exempt from taxes, and we aren't.
[54:20.000 --> 54:36.000]  We're not part of the club. So many good old boys, black, white, Hispanic, I don't care, go USA, USA, no matter what the crimes are of this government, bipartisan, because they feel like when they're carpet bombing some villagers in Africa or the Middle East or Asia,
[54:36.000 --> 54:44.000]  that that's our manliness and you're part of it. You pay for it. You don't get the spoils. Our gas prices went up after the Iraq war.
[54:44.000 --> 55:00.000]  It was done because Saddam was selling too much oil and driving down the prices. Go look up the first Gulf War. OPEC was pulling. The Saudis were beside themselves over him driving down the price of oil to pay off his debts.
[55:00.000 --> 55:16.000]  From the Iran-Iraq war that he went $35 billion to the U.S. in to get the nerve gas. The CIA and U.S. satellites were running that war against Iran. The U.S. told him, yeah, go ahead and invade Kuwait to pay us off.
[55:16.000 --> 55:36.000]  They set him up. April Gillespie, the U.S. ambassador. Then they went on TV and called him Saddam Hussein, which means, you know what Saddam means? That's an Arabic word.
[55:36.000 --> 55:53.000]  Saddam. They went on there so there was no way he could back off. He was a U.S. CIA full-bore, trained in Egypt, U.S. government agent. Saddam Hussein on record was put in power in 1979 by the U.S. government.
[55:53.000 --> 56:06.000]  He was trained as an army captain in the late 1950s. Look it up. And I'm not a fan of Saddam Hussein, but they tell him to attack Iran. He doesn't. They tell him invade Kuwait to get the money to pay him back. He doesn't. They set him up.
[56:06.000 --> 56:18.000]  This is disgusting to put a bunch of radicals in the Middle East. They're removing secular leaders like him. I don't care how many HBO shows you show where he's a bad guy. It's so childlike.
[56:18.000 --> 56:32.000]  They go, here's the villain. And we're supposed to go, oh, there's the villain. Here, let's look at some more articles here. The slugs, the globalist slugs that are above the law that climb on our country's collective brains and then run us like automatons.
[56:32.000 --> 56:42.000]  And you're like, USA, USA. USA is a foreign banking combine that wants to enslave you and is deindustrializing America. Let me show you this.
[56:42.000 --> 56:55.000]  Obama compares Nelson Mandela to George Washington. I have never seen something that disgusting, ladies and gentlemen. Nelson Mandela, they tagged on to the anti-apartheid movement, which I think was good.
[56:55.000 --> 57:06.000]  He was a hardcore communist mass bomber. His wife says her favorite thing to do is hang tires over children's heads and necklace them. I mean, he's just a horrible person. He's certainly not George Washington.
[57:06.000 --> 57:20.000]  Look at this. NFL declines to promote Obamacare. That's some good news. Can Wi-Fi let you see through people's walls? See that news. That's CBS. And then it goes on to tell you what I already told you.
[57:20.000 --> 57:31.000]  But they don't tell you the Xbox. That's how it looks through your walls. The new Xbox Connect. The Microsoft has cameras, microphones, face scanning technology, and wireless.
[57:31.000 --> 57:45.000]  They had ground penetrating radar 30 years ago. That's all this is. They have better sensors now. These Google blimps they're launching have this. And they look right through your walls, black and white image of you in bed with your wife on the toilet.
[57:45.000 --> 57:50.000]  You name it, baby. You name it. Second hour coming up.
[57:50.000 --> 58:02.000]  Calben soap company can save you thousands of dollars and give you good old fashioned real soap that is triple concentrated and made from the highest quality vegetable and coconut oils.
[58:02.000 --> 58:20.000]  See them on the web. www.5starsoap.com or call 1-800-340-7091 for a free catalog and buy American made products. Order the sampler, a one to two month supply, or get a one to two year supply of soaps for all your cleaning needs.
[58:20.000 --> 58:36.000]  You're getting soap products twice as good as what you're using now. This is an amazing deal and you will love the way real soap makes your skin feel. Call 1-800-340-7091 or visit www.5starsoap.com.
[58:36.000 --> 58:51.000]  Alex and his staff have used these earth friendly pure soaps for years. See them on the web www.5starsoap.com or call 1-800-340-7091 for a catalog.
[59:07.000 --> 59:15.000]  This helps to reduce the workload of your already overworked immune system and allows the immune system to refocus its energy and recharge.
[59:15.000 --> 59:25.000]  Supernatural silver can help combat over 300 different conditions and it has the ability to kill over 143 types of bacteria, viruses, mold and yeast.
[59:25.000 --> 59:37.000]  Supernatural silver's patented technology includes advanced scientific research with over 180 scientific studies conducted at independent universities, hospitals, research institutions and nursing homes.
[59:37.000 --> 59:58.000]  To see how Supernatural Silver can change your life, go to SupernaturalSilver.com. Use the promo code Silver2013 for 20% off and like us on Facebook.
[01:00:07.000 --> 01:00:12.000]  Supernatural Silver continues. It's Alex Jones and the GCN Radio Network.
[01:00:38.000 --> 01:00:50.000]  And this has got the system so upset as I said earlier they have taken down the London Guardian slash London Observer article to twin newspapers and even expunge the Google cache.
[01:00:50.000 --> 01:01:01.000]  And they haven't done a retraction saying we removed the article because it was wrong. They've been denoticed which is over in England. The government can tell them to take something down. They have to do it.
[01:01:01.000 --> 01:01:13.000]  But has it broken the US papers on Thursday and Friday? Our government, the leech globalist, are ordering the headquarters of the leech globalist London to remove this stuff.
[01:01:13.000 --> 01:01:32.000]  Or probably London ordered its minions in the US to then make the request so it wasn't too obvious who's running things. No attack on the British people by the way. You just were a prominent powerful island so the globalist moved in and took over your country and have made you the system to take over the rest of the planet.
[01:01:32.000 --> 01:01:37.000]  And I for one just want to reverse this. I want to stop this.
[01:01:37.000 --> 01:01:47.000]  By the way, Curt Nimmo wrote an article about Nelson Mandela. Obama and Nelson Mandela. George Washington, a communist. That's up on info wars.com.
[01:01:47.000 --> 01:01:57.000]  And then we've got some other very important articles that we're going to be getting to as well. Jordanian suspicious about US military deployment.
[01:01:57.000 --> 01:02:10.000]  And it said they had a drill there and then now the US hasn't left. The drill started about a month ago but was supposed to end June 20th. The US military says they're staying because it's not the US military.
[01:02:10.000 --> 01:02:16.000]  It's the globalist military. Very, very spooky. Very, very weird.
[01:02:16.000 --> 01:02:35.000]  But getting back to this just briefly. Can Wi-Fi let you see through people's walls? Ladies and gentlemen, they keep having articles every week going. Researchers at a university were able to use the Kinect system or were able to use other Wi-Fi systems to see through walls and even face scan people.
[01:02:35.000 --> 01:02:47.000]  Wow, they say it's incredible that the Wi-Fi can do it. They say, man, this is really high tech. This previously, what was on this Kinect and what was on these other systems was the most expensive Pentagon systems.
[01:02:47.000 --> 01:03:00.000]  It's incredible that this is so overly muscular on these systems. It is so powerful just for a little video game.
[01:03:00.000 --> 01:03:09.000]  This looks for your walls. It looks to your walls. It looks to your walls.
[01:03:09.000 --> 01:03:20.000]  Ladies and gentlemen, this is what they do. And they're showing the public very low power examples of how this is able to do it.
[01:03:20.000 --> 01:03:23.000]  And you can go to infowars.com and read all about that.
[01:03:23.000 --> 01:03:32.000]  But the point is, this is just more of a high tech version of ground penetrating radar. Speaking of that, RT reports FBI suit over secretive facial recognition program.
[01:03:32.000 --> 01:03:39.000]  Turns out they're scooping up digital photos from Facebook, driver's license databases. You name it.
[01:03:39.000 --> 01:03:46.000]  And I would also add, Facebook makes people confirm it's their Facebook by confirming, hey, this is your photo, right?
[01:03:46.000 --> 01:03:53.000]  And hey, this is your high school buddy, blah, blah, blah. And now when you go on Facebook, it'll tell you when you upload a picture.
[01:03:53.000 --> 01:04:01.000]  They'll say, hey, these people with you are these people, right? Confirm for security.
[01:04:01.000 --> 01:04:15.000]  So the computer is now training you as a slave to respond to it and confirm as a human computer interface with human intelligence
[01:04:15.000 --> 01:04:21.000]  that that is indeed the person. And then they have TV shows about how cool it is and new shows.
[01:04:21.000 --> 01:04:31.000]  And then in New York and LA and Tokyo and Moscow and London in the fanciest areas, they have deals where you walk by and the Facebook cameras shout out at you.
[01:04:31.000 --> 01:04:39.000]  Alex Jones, it's you. Wait, turn around just like in Minority Report that came out 10 years ago. They already had it then. They're getting you ready for it.
[01:04:39.000 --> 01:04:48.000]  Hey, did you know you can get specials on this at a store just down the street? We know you like Polo.
[01:04:48.000 --> 01:04:59.000]  Literally. That's what it was four years ago. This is the AI grid, but it's all done happy. If they painted army tanks pink, mothers would lay their babies down to have them run over by it.
[01:04:59.000 --> 01:05:12.000]  Why does the United States spend the largest percentage of GDP in the world on health care? Why do we have the highest cancer rates on the planet, the highest rates of diabetes, autism, and every other major disease?
[01:05:12.000 --> 01:05:20.000]  It all comes down to one thing. We are what we eat. Our food is devoid of nutrition and processed with poisons and additives.
[01:05:20.000 --> 01:05:33.000]  Our water is filled with toxic poisons and big pharma runoff. All of this has been engineered by design. We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[01:05:33.000 --> 01:05:52.000]  To learn more, visit infowarshealth.com. The site is literally packed with audio and video featuring top health professionals who don't bow down to big pharma. The fight against the new world order starts with you and you can't stand against the machine of your sick, tired, and obese when you visit infowarshealth.com.
[01:05:52.000 --> 01:06:03.000]  Be sure and check out the catalog with nearly 400 life-changing products and get free shipping when you sign up for auto-ship.
[01:06:22.000 --> 01:06:50.000]  Ladies and gentlemen, it is Sunday, the 30th day of June 2013. Can you believe we're already more than halfway through 2013? Just light speed.
[01:06:50.000 --> 01:07:08.000]  I come in all the time to start the broadcast and almost announce 2008 or 2010. It's just the years just blip by. We got Wayne Madsen, NSA, insider, and whistleblower who had the U.S. government block stories he was interviewed in and the London Guardian and Observer.
[01:07:08.000 --> 01:07:21.000]  There's no coverage of this. This is a big story for whoever reports on it. Business Insider reported on it. We linked to it on infowars.com. But we have the rest of the story coming up in the next segment.
[01:07:21.000 --> 01:07:41.000]  But first, let me shift gears into an article we put out Friday that was linked up on the vaunted, almighty driver of news coverage, DrudgeReport.com, via infowars.com, ex-Chicago cop, Zimmerman acquittal to cause race riots.
[01:07:41.000 --> 01:08:00.000]  Former cop and detective is an award-winning writer for major publications. You can read the whole story. He said that according to the thousands of tweets he's seeing, and what he's seen happen in the past with the Rodney King verdict and things like that, that if George Zimmerman is acquitted of murdering Trayvon Martin,
[01:08:00.000 --> 01:08:19.000]  the former Chicago police officer warns that the outcome of the case could spark race riots in cities all over America. And then we break down the entire situation in the article up on infowars.com that I think is in the top five most viral stories we've ever put out.
[01:08:19.000 --> 01:08:32.000]  On Friday, you can go to Google, but you can also go to other trackers. We had two stories in the top five. Our story about police strapping people down to forcibly take blood, and they like take big bags of blood now.
[01:08:32.000 --> 01:08:41.000]  Just incredible. Didn't used to happen in America, happens now. Imagine in North Korea that was happening. We'd think it was horrible, but not here. We'll shoot some fireworks off.
[01:08:41.000 --> 01:08:51.000]  That was the fifth biggest story on the Web Friday, and the third biggest story was our George Zimmerman story about this. Just amazing to just routinely be able to do that.
[01:08:51.000 --> 01:09:04.000]  That's why infowars.com is so precious, is that we can get up here and get people to think for themselves, and even take mainstream news articles but point out another angle to it that really resonates with the people.
[01:09:04.000 --> 01:09:13.000]  Here's the article. You can read it up on infowars.com. It's in the most red section on the right hand column. Just scroll down about halfway, and there it is.
[01:09:13.000 --> 01:09:36.000]  Chicago cops Zimmerman acquittal to cause race riots, and I saw video last week we talked about it of a nanny cam in New Jersey of this guy beating a woman, a black guy beating a white woman. It looked like for, I don't know, two or three minutes thrown her downstairs right in front of a three-year-old child.
[01:09:36.000 --> 01:09:46.000]  The woman didn't even resist him. It turns out that they have arrested a man who they think dead. He looks just like him. When they arrested him, he was wearing a black and white striped old-fashioned prison-style shirt.
[01:09:46.000 --> 01:09:59.000]  I guess he was already. He's been convicted of robbery four times and had just gotten out a month before from a short stint for an aggravated home invasion.
[01:09:59.000 --> 01:10:09.000]  Nanny Cam home invader who assaulted mother in front of her child was known to have entered a neighbor's home. Sean Curtis had recently been released from jail for burglary.
[01:10:09.000 --> 01:10:23.000]  If he was to break into my house, black or white, he'd be deader than a bucket of coffin nails. I can tell you right now, ladies and gentlemen, because we don't call 911 except for them to come scoop up the body.
[01:10:23.000 --> 01:10:29.000]  Come in my office, too. You're going to be going out feet first as well if you come in here with a weapon or trying to rob somebody.
[01:10:29.000 --> 01:10:35.000]  And you look at the crime rates in where they've taken almost all the guns in New Jersey, in areas of Illinois, like Chicago.
[01:10:35.000 --> 01:10:43.000]  I mean, the crime rate, I've shown the Justice Department numbers. It's 5, 10, 15, depending on the area, times higher than anywhere else in the U.S.
[01:10:43.000 --> 01:10:53.000]  And it's just so pathetic to see a big man beat up a woman. And I want to know this, if he isn't convicted, will there be race riots around America?
[01:10:53.000 --> 01:11:02.000]  I don't think there should be. But the issue is that now there's all these witnesses that George Zimmerman walked up and asked the guy what he was doing.
[01:11:02.000 --> 01:11:13.000]  Maybe that wasn't a good idea, but it didn't give Mr. Martin the right to break the guy's nose and bounce his head off the seamen over and over again.
[01:11:13.000 --> 01:11:20.000]  And that's what all the witnesses saw. And I'm sad that Trayvon Martin's dead, but the Justice Department went down there quietly behind the scenes.
[01:11:20.000 --> 01:11:27.000]  This came out to stir it up. They want racial division. Just look at MSNBC. It is abhorrent.
[01:11:27.000 --> 01:11:41.000]  They want to change the subject from deindustrialization and carbon taxes and corruption and all these megacorporations that put Obama in office being totally tax-exempt and more banker bailouts and the looting of the country on and on and on.
[01:11:41.000 --> 01:11:53.000]  They want to make it all about Obama being part African. I wouldn't care if he was blue, green, pink, purple if he was into liberty, but he is a heartable, corrupt globalist.
[01:11:53.000 --> 01:12:04.000]  And they are selling racial division in this country, and that's why there are black on white gangs attacking people all over the country.
[01:12:04.000 --> 01:12:11.000]  And you'll see newspapers apologize now when they report it, or they won't say when it's racially motivated unless it's white people.
[01:12:11.000 --> 01:12:24.000]  And this is done to, again, create racial division. Well, it's like Alec Baldwin. He's come out and used a bunch of homophobic words, calling gay people horrible names in tweets.
[01:12:24.000 --> 01:12:31.000]  I'm not going to repeat it. And, you know, he said, take Republicans out, go to their house, kill them, kill their children, burn down their houses, kill their families.
[01:12:31.000 --> 01:12:37.000]  He's above the law. So the London Guardian said Hollywood's refusal to stand up to Alec Baldwin is shameful.
