[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the information war continues.
[32:15.000 --> 32:20.000]  Gold and silver haven't heard the news either. They've begun their long expected journey to the moon.
[32:20.000 --> 32:26.000]  In addition to converting your shrinking dollars into gold and silver, you should consider a food savings account
[32:26.000 --> 32:32.000]  for the rest of your life. The fund that you can use for your food is E-Foods Direct.
[32:32.000 --> 32:39.000]  They both make fabulous investments. Food is our greatest dependency and we know it will be more precious than any financial resource.
[32:39.000 --> 32:45.000]  You and your family need food to survive a crisis and you can't eat paper, stocks or metals.
[32:45.000 --> 32:51.000]  Alex has been urging you to invest in delicious, easy-fix meals to enjoy now or save for long term.
[32:51.000 --> 32:58.680]  Call 800-409-5633, that's eFoodsDirect.com or 800-409-5633.
[33:21.000 --> 33:40.000]  All right, we're back live, my friends. I want to lay out the geopolitical strategy of the globalist and their social engineers, very simply, because I usually spend my time getting into fine nuances of it, but to give you a general summation.
[33:40.000 --> 33:57.000]  The private global banking cartel has conservatively created 1.5 quadrillion in derivatives. It is a debt black hole hundreds of times bigger than all the real wealth in the world.
[33:57.000 --> 34:15.000]  Even the Washington Post admits this. They buy off your governments with the made up fiat currency. They need police state systems in place to make sure that the population never gets control of their nation again.
[34:15.000 --> 34:33.000]  Their political creation is the UN that poses as a humanitarian organization, but in its own annals admits it is a eugenics population reduction program designed to keep the third world from developing.
[34:33.000 --> 34:47.000]  Because if the third world ever developed and developed sophisticated weapons systems, technological systems, they would be sophisticated enough not to be overtaken by the globalist and kept in debt, servitude, and bondage.
[34:47.000 --> 34:57.000]  Now separately, and you see this in the news all the time, the post-industrial world getting rid of our industrial base, getting back to nature.
[34:57.000 --> 35:09.000]  The stated goal of the UN, Club of Rome, Council on Foreign Relations is to deindustrialize the West and to destroy the middle class.
[35:09.000 --> 35:20.000]  The ultra-rich call this the final revolution. They don't want you doing financially well. They don't want you being self-sufficient.
[35:20.000 --> 35:42.000]  This is the stated enemy. They want you controlled working for a Fortune 100 corporation at near the poverty line so that you're so busy just trying to survive, you can never challenge the monopoly of power of the world's ruling class.
[35:42.000 --> 35:57.000]  There is a continuity of agenda from Australia to the United States, from Chile to Canada, from Japan to South Africa, the same programs, the same international organizations, the same standardization.
[35:57.000 --> 36:12.000]  And when you get into the white papers of these people, they openly say we're going to have a Singaporean model globally. And they go on to admit the communist Chinese model is a Singaporean model.
[36:12.000 --> 36:29.000]  And if you want to know what life is going to be like, and I made a big deal out of this because I happened to pick up a year old copy a month or two ago of December 2010, excuse me, January 2010, National Geographic.
[36:29.000 --> 36:35.000]  And it said right there, Singapore is great, tyranny is great. This is what our government wants to do.
[36:35.000 --> 36:43.000]  Their population is at a 1.2 replacement rate. That means they're dying. For every two adults, they have 1.2 children.
[36:43.000 --> 36:50.000]  They have no free speech. They're totally enslaved. And the article says this is the model to go with.
[36:50.000 --> 36:56.000]  So they're just out of the open pushing this. Now what does that have to do with Egypt?
[36:56.000 --> 37:07.000]  The globalist put Hosni Nubarak in. For 30 years, he's ruled with an iron fist. The majority of the U.S. run black site torture centers where they even take U.S.
[37:07.000 --> 37:15.000]  citizens to have their teeth ripped out, to be put on the rack, to have their heart stopped with drugs, to have their kids raped in front of them.
[37:15.000 --> 37:26.000]  That's in the Army's own reports, the General Tagumbu report. I mean, you talk about hell on earth, building the army of darkness. Our government, which isn't our government, it's a hijacker.
[37:26.000 --> 37:36.000]  It's the corporate globalist, social Darwin hijacker. The Eugenesis hijackers have turned Egypt into a fortress of pure evil.
[37:36.000 --> 37:45.000]  Now, continuing, they are able, with their actuaries, with their computer systems, in fact,
[37:45.000 --> 37:53.000]  Jared, did I print that article about Google being able to predict the future now?
[37:53.000 --> 37:57.000]  Oh, it's right in front of me. It bit me if it was a snake.
[37:57.000 --> 38:16.000]  When I talked earlier before the break about globalist modeling and globalist operations, what they're doing is a 21st century mode of what the British Great Game was.
[38:16.000 --> 38:21.000]  If you don't know what the British Great Game is, you can just look it up in an encyclopedia.
[38:21.000 --> 38:27.000]  Basically, the British would play different powers off against each other. They would divide and conquer.
[38:27.000 --> 38:36.000]  Help this little bitty island with a small population dominate more than half the known world, to where the Sun never settled the British Empire.
[38:36.000 --> 38:47.000]  And they're taking that system and using NSA predictive systems where when they track enough cell phone users, enough internet users, enough of your daily habits,
[38:47.000 --> 38:58.000]  they know how to predict what you're going to do individually every day by tracking your iPhone or your Droid, and they have those in Egypt, at about 99% accuracy.
[38:58.000 --> 39:11.000]  The government knows who you're going to call next with 93% accuracy. This is their admissions, because they see patterns in what you do that you don't consciously see.
[39:11.000 --> 39:24.000]  You know, a lot of people when they join a government agency or something are given these thousands of questions, psychological exams, trying to find out really truly who you are or if you're deceptive.
[39:24.000 --> 39:39.000]  Well, imagine what they know off what you watch on Tivo, tracking what you watch, when you flip the channel, what you surf on the internet, where you go, what you do, where you pull in and eat, what you Google,
[39:39.000 --> 39:53.000]  what you Yahoo. And so it's now admitted Google is NSA snooping software given to the public, and we think we're going into Google to find information out.
[39:53.000 --> 40:01.000]  But it's like to use a analogy from Lord of the Rings. When you're looking into a crystal, it can look both ways.
[40:01.000 --> 40:13.000]  Sauron can look right back out at you. You understand? In fact, he is looking right back out at you and wants to know what you want to look at, wants to look into your mind.
[40:13.000 --> 40:22.000]  But this isn't a crystal ball in a fictitious, you know, sword and sorcerer fantasy.
[40:22.000 --> 40:31.000]  This is real. And over a decade ago, I warned you about this because I was reading MIT magazine, it's public.
[40:31.000 --> 40:43.000]  I was studying this as they were laughing about it, laughing at us, the profane slaves, laughing at how we won't even be needed in the future as soon as they get the robotic system in place.
[40:43.000 --> 40:57.000]  You see, human life has always been cheap. Now it's worthless. Now it's worse than worthless. It's garbage. It has to be gotten rid of. It has to be carried out.
[40:57.000 --> 41:12.000]  Now, here's the headline Steve Watson, but then it links through to Reuters Associated Press Google and CIA plow millions into huge recorded future monitoring project.
[41:12.000 --> 41:25.000]  And it goes on to say that the CIA and Google are investing jointly in a company started with Pentagon money that predicts the future with near certainty.
[41:25.000 --> 41:30.000]  This is just them coming out and telling you what they're already doing.
[41:30.000 --> 41:44.000]  Now, that said, what does this have to do with Egypt? Hosni Mubarak, 30 years torturing, murdering, slaughtering our government saying how great he is.
[41:44.000 --> 41:55.000]  Why do you think the government came out on Thursday and Friday and said they were backing Hosni Mubarak? They later bragged because they liked people to know what they're doing who were thinkers.
[41:55.000 --> 42:00.000]  So everything's hidden in plain view. They'll have a general propaganda, but then they'll have the admission in plain view.
[42:00.000 --> 42:11.000]  They admitted in the Wall Street Journal and Reuters, those articles are up on infowars.com and prisonplanner.com, that, oh, the State Department is financing this whole thing.
[42:11.000 --> 42:33.000]  It's all admitted. And they are going to put in Mohammed L. Barrity, who is UN, who is CIA. And we found that if we backed Mubarak publicly, that that would make us people become even more enraged and attacking.
[42:33.000 --> 42:45.000]  See that cold-blooded manipulation? So they're flushing their little darling murderer down the toilet right now, their new UN puppet who will shoot him up with the vaccines and call for abortion.
[42:45.000 --> 43:00.000]  Dr. Mohammed L. Barrity, he's demanding that Hosni Mubarak resign. I'm going to come back and go through the rest of this and how it ties in.
[43:00.000 --> 43:08.000]  A very wealthy US citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[43:08.000 --> 43:16.000]  He says it will change everything about our lives. The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[43:16.000 --> 43:24.000]  Now, this man has made some outrageous predictions over the years. The crazy part is, he's usually right. You see, he predicted the collapse of GM.
[43:24.000 --> 43:31.000]  Panny May, Freddie Mac, and America's biggest mall owner, General Growth Properties. In fact, Barron's called his work a dire prophecy.
[43:31.000 --> 43:38.000]  Recently, he created a video which you can watch online for free, detailing his biggest and most important prediction yet, and it's a real eye-opener.
[43:38.000 --> 43:47.000]  I can't stress this enough. You should at least watch this free video online today. He explains everything you need to know, including simple steps you can take to protect yourself.
[43:47.000 --> 44:00.000]  You can find the video at www.EndofAmerica3.com. That's End of America, the number 3.com. Watch the free video at www.EndofAmerica3.com. That's End of America 3.com.
[44:00.000 --> 44:10.000]  Folks, you've heard us talk about Home Gain before. Home Gain is now offering a special promo where you get up to $150 when you buy or sell a home with a Home Gain agent.
[44:10.000 --> 44:23.000]  You find through their Find a Realtor program. Home Gain lets you compare realtors anonymously. It's easy. Go to homegain150.com to find and compare realtors anonymously.
[44:23.000 --> 44:36.000]  Enter promo code, Home Gain150, and receive up to $150 when you close a deal with a Home Gain agent. Share the Home Gain 150 promo code with your friends via Facebook, Twitter, text, and more.
[44:36.000 --> 44:42.000]  Look for Max the Home Gain Gorilla to find out more about how Home Gain is going to pay you.
[44:42.000 --> 45:07.000]  Visit homegain150.com today to enter your promo code and get paid for buying or selling a house. That's H-O-M-E-G-A-I-N-150.com.
[45:07.000 --> 45:22.000]  If you want to get paid for buying or selling a home, visit homegain150.com today to enter your promo code and get paid for buying or selling a house.
[45:22.000 --> 45:35.000]  The power grid is dangerously overloaded, and now new socialist legislation is only compounding the problem. Number four, dangerous weather is always a threat to local grids. Every year, thousands of families lose their power from weather-related onages.
[45:35.000 --> 45:45.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind. Folks, I really believe in the solar power generators offered by Solutions from Science, one of my old sponsors.
[45:45.000 --> 45:59.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com. Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[45:59.000 --> 46:08.000]  Hundreds of nations have fallen to tyranny in the last century alone. This is our last chance to not relive history.
[46:08.000 --> 46:15.000]  As we're finishing off this agenda, they'll be pulling the rug from underneath the Americans at home.
[46:15.000 --> 46:20.000]  I've turned a tremendous influence on our president in Congress, and they really are calling the shots.
[46:20.000 --> 46:25.000]  I think it's incumbent upon all of us as American citizens to pay attention.
[46:25.000 --> 46:35.000]  For the Republic identifies the enemies of our nation, the criminal offshore cartel held bent on destroying sovereignty and on its ashes constructing world government.
[46:35.000 --> 46:41.000]  Governor Bernanke and arsonists, they're asking for more matches, and the Congress is saying, who do we make the checkout to?
[46:41.000 --> 46:48.000]  Today seems like nobody does care, and right now in Washington, D.C., we have seen a fall of the Republic.
[46:48.000 --> 47:01.000]  Yet you're copy a fall of the Republic on DVD at infowars.com. We're watching online right now in super high quality at prisonplanet.tv.
[47:01.000 --> 47:08.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[47:32.000 --> 47:36.000]  We'll be joining us in studio coming up for the full next hour.
[47:36.000 --> 47:46.000]  Dr. Wakefield demands retraction from British Medical Journal after documents prove innocence from allegations of vaccine autism data fraud.
[47:46.000 --> 47:54.000]  This is a classic hoax they run, where they're always claiming that scientists who disprove global warming are frauds,
[47:54.000 --> 48:02.000]  and then it turns out the UN internally knew they weren't frauds and lied and said they were when they are the frauds.
[48:02.000 --> 48:06.000]  This is how they do it. They're very, very desperate. That is coming up.
[48:06.000 --> 48:14.000]  But boiling all this down, why this is so important? Why I was getting into Google and how it's NSA and can predict the future to a great extent.
[48:14.000 --> 48:25.000]  When billions of us are pouring what movies we like, what words we're looking up, what sex we're into, what type of food we're into,
[48:25.000 --> 48:35.000]  what type of vacations we're into, where we're going, what church we go to, what choices we make when we're watching digital cable,
[48:35.000 --> 48:48.000]  all of that is tracked and is two-way, that's admitted. They get a clear image of who we are and have computers that analyze what our real world view is,
[48:48.000 --> 48:56.000]  what our real psyche, our soul. It's a computer literally reading our soul, who we are.
[48:56.000 --> 49:06.000]  This isn't some con artist fortune teller looking at your palm. This is computers that have had data systems loaded into them by sociologists,
[49:06.000 --> 49:12.000]  psychologists, anthropologists in psychological warfare testing their propaganda.
[49:12.000 --> 49:18.000]  They admit they test propaganda on the news and then see what effect it has in cyberspace.
[49:18.000 --> 49:24.000]  But now they're moving towards phasing out the free web and bringing in this draconian web.
[49:24.000 --> 49:32.000]  So why would they overthrow Hosni Mubarak, who's done everything this global corporate crime syndicate is told him to do?
[49:32.000 --> 49:36.000]  Why would they go in there and finance and then brag about it?
[49:36.000 --> 49:48.000]  I mean, it's in the Wall Street Journal, the London Telegraph, BBC, AP, Reuters, Newsweek, that this guy, that they're trying to get into power,
[49:48.000 --> 49:59.000]  this L Barrity, the former head of the UN atomic energy agency, this top globalist, is the guy who they put back into Egypt.
[49:59.000 --> 50:06.000]  I mean, he doesn't walk like an Egyptian. He doesn't live there. He didn't go to school there. He is purely an outsider.
[50:06.000 --> 50:11.000]  So he talks the talk of revolution. He doesn't walk the walk.
[50:11.000 --> 50:18.000]  And so the globalists are able to gauge that Egypt was going into revolution. And now the media even admits this.
[50:18.000 --> 50:25.000]  The State Department and the CIA analyzed what was happening in Egypt in the last three years and knew that there would soon be a rebellion.
[50:25.000 --> 50:33.000]  And so they began to position Mohammed El Barrity to take over.
[50:33.000 --> 50:39.000]  I mean, they're just saying it. So see, the rebellion is real against Hosni Mubarak.
[50:39.000 --> 50:49.000]  He is a tyrant. He is wrong. He is out of control. They do deserve freedom, but they're not going to get it from Dr. Mohammed El Barrity,
[50:49.000 --> 51:02.000]  who is a globalist through and through. And it turns out funded by the UN going to Davos, hanging out with George Soros, getting support from these people.
[51:02.000 --> 51:12.000]  So when they know there's going to be a rebellion, when they know Egypt's demanding liberty, when their people are so incredibly enslaved and kept impoverished as a political tool,
[51:12.000 --> 51:20.000]  that's part of the policy there. Right at the wave, there is a tide in the affairs of men when taken at the flood leads on to fortune.
[51:20.000 --> 51:29.000]  So Shakespeare's Julius Caesar states, they know that flood, that tide has come in to launch their new ship.
[51:29.000 --> 51:38.000]  So they put in this guy. And now the Muslim Brotherhood. You talk about Muslim extremist. You talk about British and Israeli intelligence.
[51:38.000 --> 51:49.000]  That's not even denied. Now they admit this is associated press. Jordan's opposition Arabs will topple tyrants. Hamad, Said,
[51:49.000 --> 51:58.000]  Hamam, Said and others. We've got all these articles up on Info Wars and Prison Planet where it's admitted that the Muslim Brotherhood.
[51:58.000 --> 52:08.000]  These are the guys that worked with Hitler in World War Two. And before that, with British intelligence, that they are trying to topple Jordan,
[52:08.000 --> 52:20.000]  who literally licks the boots of Israel, Egypt, who sucks the boots of Israel in the U.S. and Saudi Arabia that literally licks the bottom of the boots.
[52:20.000 --> 52:29.000]  And now that's why the king of Saudi Arabia is freaking out because the Arab Brotherhood is about to try to overthrow them.
[52:29.000 --> 52:35.000]  And here's what's hardcore. If you think they're going to put on rock and roll music and tell the women to go to college and all the rest of it
[52:35.000 --> 52:44.000]  and put Playboy on the shelves, that was all there under Saddam Hussein. That was an older Eisenhower policy of putting, you know,
[52:44.000 --> 52:50.000]  what was seen as a liberal Western government in that changed by the 60s, by the mid 60s. They said, we're going to put radical Muslims in,
[52:50.000 --> 52:59.000]  even as the Washington Post reported a decade ago, 500 plus million total in one year alone over $60 million.
[52:59.000 --> 53:08.000]  But it's a global program to radicalize Muslims, sending them textbooks about how to kill Americans and funding radical Muslim leaders.
[53:08.000 --> 53:15.000]  Who did they use to throw over Mohammed Mosaddek in 1953? CIA declassified Operation Ajax.
[53:15.000 --> 53:22.000]  They blew up mosque machine gun crowds, put out flyer sand. Mohammed Mosaddek had done it, who was a secular poet,
[53:22.000 --> 53:27.000]  but didn't want to give all the oil money to the British and U.S. oil companies.
[53:27.000 --> 53:33.000]  That's declassified. Our government staged terror attacks, blamed it on him, and then used radical Muslims to overthrow him,
[53:33.000 --> 53:39.000]  then put the Shah and the little princeling over him. Then they got tired of him.
[53:39.000 --> 53:45.000]  We're looking at using Muslim extremists again, but that got out of their control, the evidence shows, hence the Islamic Revolution.
[53:45.000 --> 53:56.000]  And that's what's dangerous about this, this witch is brute. You look at Saddam Hussein, 2003, caught a few years later.
[53:56.000 --> 54:00.000]  The women are back wearing the headdresses. There's no playboy on the shelves.
[54:00.000 --> 54:05.000]  I'm not saying that's a good thing overall. The point is, there's not 60% college graduates anymore.
[54:05.000 --> 54:09.000]  They want Muslim extremists. They want dirt floors. They want starvation.
[54:09.000 --> 54:18.000]  That is the British Ministry of Defense, 1949, Global Population Report.
[54:18.000 --> 54:25.000]  That is the State Department memorandum 200, written by Henry Kissinger. It was declassified in 92.
[54:25.000 --> 54:35.000]  Go read it. It's several hundred pages. How they would fund turmoil and death and destruction and that if a dictator wouldn't sterilize his people
[54:35.000 --> 54:39.000]  and wouldn't fully follow the globalist plan, get rid of them.
[54:39.000 --> 54:43.000]  And that's what they're trying to do with Hosni Mubarak.
[54:43.000 --> 54:51.000]  They are going to put in another globalist after him, knowing after 30 years, they're going to change the name on the building of tyranny incorporated,
[54:51.000 --> 54:57.000]  but they're going to put a new puppet in and that's what you got to know about America.
[54:57.000 --> 55:02.000]  9% approval rating for Congress in Gallup.
[55:02.000 --> 55:10.000]  Both parties in deep trouble. The people know offshore banks have looted tens of trillions, won't tell Congress where the money went.
[55:10.000 --> 55:14.000]  The Republicans are trying to co-op the Tea Party.
[55:14.000 --> 55:19.000]  They're trying to make it a left-right issue where, well, if you complain about the government, you must be a conservative.
[55:19.000 --> 55:23.000]  That way Democrats automatically support the tyranny when they own both parties.
[55:23.000 --> 55:31.000]  But as we go into this tumult, as we go into this police state, they are going to put forward fake opposition.
[55:31.000 --> 55:41.000]  And if the globalist looked at the rebellion actuaries, if they look at the different data they've got and it tells them with almost 100% certainty what's going to happen,
[55:41.000 --> 55:50.000]  they will instantly stage the riots themselves. They will pay police as they got caught in Greece, as they've been caught in Canada and the U.S.
[55:50.000 --> 55:57.000]  And by the way, that's on Al Jazeera. That's on MSNBC. That's in a bunch of the other newspapers.
[55:57.000 --> 56:01.000]  Eyewitnesses say state-sponsoring vandalism.
[56:01.000 --> 56:06.000]  Is the Egyptian government using agent provocateurs to justify and crack down on the protesters?
[56:06.000 --> 56:10.000]  We know they had the police stand down, the military standing down.
[56:10.000 --> 56:14.000]  We know that they're having hired police and other thugs. This is confirmed.
[56:14.000 --> 56:25.000]  Go in and burn down shops and go into people's homes and burn them so that the public will then beg for the rebellion to end.
[56:25.000 --> 56:33.000]  They're getting that lined up. It's all about timing so that right as one of the globalist new puppets, whether it's L. Baraday or others,
[56:33.000 --> 56:38.000]  because sometimes it takes two or three puppets within a week or two to go through before people finally settle down,
[56:38.000 --> 56:43.000]  they've got other puppets like shark teeth lined up to slide into place.
[56:43.000 --> 56:48.000]  This is an art form. This is very sophisticated chess going on.
[56:48.000 --> 56:56.000]  And so the New World Order knew that Egypt was on the verge of rebellion. They know that.
[56:56.000 --> 57:04.000]  They know Saudi Arabia is. They know that other nations like Yemen, Tunisia are already overthrown.
[57:04.000 --> 57:10.000]  They know that's happening. And so they've got their fake opposition lined up and ready.
[57:10.000 --> 57:17.000]  Then they, with the WikiLeaks and the Twitter, which is now admitted, trigger this against their own ally,
[57:17.000 --> 57:24.000]  because there is no honor among thieves, Hazy Mubarak, and are now bringing in this false revolution
[57:24.000 --> 57:30.000]  to not end the tyranny and give the Egyptians liberty they thirst for, but to give them a new flavor of tyranny.
[57:30.000 --> 57:35.000]  Oh, you don't like the great flavored cyanide Kool-Aid? How about cherry flavored? How about lime flavored?
[57:35.000 --> 57:40.000]  You don't like that? How about coconut flavored? You don't like that? How about apple flavored?
[57:40.000 --> 57:47.000]  That's all this is, is manufactured society through the NSA data mining future predictive programming lensing.
[57:52.000 --> 57:56.000]  Hi, folks. This is Alex Jones, and I want to tell you about the Silver Lungs Generator.
[57:56.000 --> 58:02.000]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream
[58:02.000 --> 58:09.000]  by breathing the solution through the lungs. The respiratory system is the first line of defense for airborne pathogens and viruses.
[58:09.000 --> 58:16.000]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions
[58:16.000 --> 58:21.000]  and also delivers the silver nanoparticles instantly into the bloodstream.
[58:21.000 --> 58:28.000]  With continued legislation threatening the sale of nano-silver products, you can now produce pure and endless colloidal silver
[58:28.000 --> 58:36.000]  with the Silver Lungs Generator. Very easy to follow, step-by-step instructions are provided, making production fast and simple.
[58:36.000 --> 58:43.000]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[58:43.000 --> 58:47.000]  That's www.silverlungs.com.
[58:47.000 --> 58:58.000]  A very wealthy U.S. citizen is predicting that in 2011 we will witness the most important day in America in more than 50 years.
[58:58.000 --> 59:06.000]  He says it will change everything about our lives. The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[59:06.000 --> 59:11.000]  Now this man has made some outrageous predictions over the years. The crazy part is he's usually right.
[59:11.000 --> 59:17.000]  You see, he predicted the collapse of GM, Pannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[59:17.000 --> 59:21.000]  In fact, Barron's called his work a dire prophecy.
[59:21.000 --> 59:28.000]  Recently, he created a video which you can watch online for free, detailing his biggest and most important prediction yet, and it's a real eye-opener.
[59:28.000 --> 59:32.000]  I can't stress this enough. You should at least watch this free video online today.
[59:32.000 --> 59:36.000]  He explains everything you need to know, including simple steps you can take to protect yourself.
[59:36.000 --> 59:44.000]  You can find the video at www.EndOfAmerica3.com. That's End of America. The number 3.com.
[59:44.000 --> 1:00:08.000]  Watch the free video at www.EndOfAmerica3.com. That's EndOfAmerica3.com.
[1:00:14.000 --> 1:00:25.000]  Well, I've been ranting for much of the last hour, but it's just so incredible that it is all over even mainstream news that they are shooting police,
[1:00:25.000 --> 1:00:32.000]  looting people's homes and businesses, setting fires, and either way you slice it.
[1:00:32.000 --> 1:00:38.000]  In New Orleans, we saw police robbing the jewelry shops in Walmart and not protecting people.
[1:00:38.000 --> 1:00:47.000]  I mean, this happens with armies and police in every case. You cannot trust in the government and the system to protect you.
[1:00:47.000 --> 1:00:54.000]  You've got to protect yourself, and that's what's so beautiful about the Second Amendment.
[1:00:54.000 --> 1:01:08.000]  This is an info wars.com story breaking all this down. CFR's Foreign Affairs on Egypt's Hero. And it goes over the strange case of Dr. Muhammad Al-Baraday,
[1:01:08.000 --> 1:01:17.000]  who again is admittedly the former head of the UN's Atomic Energy Agency, admitted hooked in with George Soros and the CIA.
[1:01:17.000 --> 1:01:25.000]  Here's the London Telegraph, Egypt protest, America's secret backing for rebel leaders behind uprising.
[1:01:25.000 --> 1:01:33.000]  Because they knew that the tree was putting on the fruit, the apples of rebellion became ripe, and right as the apple fell,
[1:01:33.000 --> 1:01:41.000]  there is the State Department, there is the Pentagon with their handout, catching the apple before it even hits the ground.
[1:01:41.000 --> 1:01:53.000]  And then I looked into the other opposition leaders, both in Egypt, in Tunisia, in Yemen, in Saudi Arabia, in Jordan.
[1:01:53.000 --> 1:02:00.000]  And you look at it in all the cases, one, two, three, four, sometimes five deep.
[1:02:00.000 --> 1:02:04.000]  The number one, the number two, the number three, the number four, the number five, opposition.
[1:02:04.000 --> 1:02:13.000]  The flavors of the rainbow are all Western funded and ready to go in, which makes perfect sense for these Western powers,
[1:02:13.000 --> 1:02:19.000]  because they want to make sure if there is a rebellion that no matter what happens, they own the horses who are in the race.
[1:02:19.000 --> 1:02:31.000]  But sometimes things don't go the way they want, but the larger issue here is, what does this say about the interests that run our country?
[1:02:31.000 --> 1:02:40.000]  In every case, they want dictatorship. In every case, they want tyranny, because the ruling class, the ruling political class,
[1:02:40.000 --> 1:02:48.000]  that owns all the major political parties in the Western world, they understand how to control revolution.
[1:02:48.000 --> 1:02:55.000]  They understand how by controlling the full spectrum of choices, no matter what you do, they're always back in control.
[1:02:55.000 --> 1:03:03.000]  Only by becoming aware of these larger geopolitical stratagems can we have any hope as a society as reversing this.
[1:03:03.000 --> 1:03:14.000]  And on top of that, and even more importantly, if you look at who funds and finances and controls every one of these large global institutions
[1:03:14.000 --> 1:03:26.000]  that has huge stables of fake rebel leaders ready to take power at any time, you understand that they also use those rebel leaders
[1:03:26.000 --> 1:03:37.000]  as a system to menace their puppet government and ensure that they are tenuous or unstable and understand how insecure they are.
[1:03:37.000 --> 1:03:47.000]  But for us, if you look at who funds all those organizations, it is the global private banking cartel that is able to issue thousands upon thousands
[1:03:47.000 --> 1:03:56.000]  of trillions in fake false fiat currency. And by issuing that fiat currency, which then has value because of our faith in it,
[1:03:56.000 --> 1:04:05.000]  these private central banks inherit the whole world for nothing. It's a giant hat trick. It's a giant scam.
[1:04:05.000 --> 1:04:13.000]  And as Thomas Jefferson said, if we ever allow private banks to control the issuance of currency and credit, our progeny will wake up
[1:04:13.000 --> 1:04:20.000]  homeless on the continent their forefathers conquered. And that's what's happening. The private central banks, the Bank of London,
[1:04:20.000 --> 1:04:29.000]  the Bank of England, the Private Fellow Reserve in the United States, the Bundesbank in Germany, they are all private shareholders in the IMF,
[1:04:29.000 --> 1:04:35.000]  in the World Bank, in the International Bank of Settlements, in the OECD, and they write the global rules.
[1:04:35.000 --> 1:04:41.000]  They have the endless money backed up by taxpayers to go out and make loans to countries worldwide.
[1:04:41.000 --> 1:04:48.000]  And the same havoc that they have poured out upon the Third World, they are now visiting upon us.
[1:04:48.000 --> 1:04:57.000]  And it's not just my opinion. In 2002, Greg Palace of the BBC got leaked the secret documents when Joseph Stickle is left confirming that we're planning it here.
[1:04:57.000 --> 1:04:59.000]  We'll be back.
[1:05:27.000 --> 1:05:34.000]  They both make fabulous investments. Food is our greatest dependency and we know it will be more precious than any financial resource.
[1:05:34.000 --> 1:05:39.000]  You and your family need food to survive a crisis, and you can't eat paper, stocks or metals.
[1:05:39.000 --> 1:05:45.000]  Alex has been urging you to invest in delicious, easy-fix meals to enjoy now or save for long term.
[1:05:45.000 --> 1:05:48.000]  This will freeze the cost of your food while you can still afford it.
[1:05:48.000 --> 1:05:59.000]  Visit eFoodsDirect.com on the Internet or call 800-409-5633. That's eFoodsDirect.com or 800-409-5633.
[1:06:18.000 --> 1:06:43.000]  Well, my friends, for the rest of the hour, we're going to shift gears out of the engineered rebellion that's now sweeping the Arab world from North Africa into Saudi Arabia.
[1:06:43.000 --> 1:06:53.000]  And now, I can't believe it, they're admitting that our own government is financing the entire thing, not to bring in liberty, but to bring in fresh tyranny,
[1:06:53.000 --> 1:07:01.000]  knowing that people tend to not rebel against a new tyrant as much as they rebel against an old, strong man.
[1:07:01.000 --> 1:07:09.000]  So they're giving them new bosses for old bosses, kind of like the who says, meet the new boss, same as the old boss, won't get fooled again.
[1:07:09.000 --> 1:07:15.000]  Now, joining us for the next 53 minutes until this live Sunday broadcast ends is Dr. Andrew Wakefield.
[1:07:15.000 --> 1:07:23.000]  He was just in a few weeks ago, but I asked him to come back in, because he lives here in Austin, into studio again because of such huge developments.
[1:07:23.000 --> 1:07:29.000]  And of course, without going over his lengthy and prestigious bio, he's a gastroenterologist.
[1:07:29.000 --> 1:07:40.000]  And he has a MBBS FRCS FRC path as an academic gastroenterologist. He received his medical degree from St. Mary's Hospital Medical School,
[1:07:40.000 --> 1:07:46.000]  part of the University of London 81, one of the fourth generation of his family to study medicine at the teaching hospital.
[1:07:46.000 --> 1:07:53.000]  He pursued a career in the gastroenterology surgery with a particular interest in inflammatory bowel disease.
[1:07:53.000 --> 1:08:00.000]  He qualified as a fellow with the Royal College of Surgeons in 85 and 96 was awarded a Welcome Trust Traveling Fellowship.
[1:08:00.000 --> 1:08:10.000]  And his bio just goes on and on and on from their callous dash disregard.com is one of the sites vaccine safety first comm is another.
[1:08:10.000 --> 1:08:17.000]  He has a new best selling book out that you probably seen featured on Good Morning America, Anderson Cooper, I mean, the list goes on and on.
[1:08:17.000 --> 1:08:24.000]  But a year ago, they ran a hoax against Dr. Wakefield, similar to WMD's in Iraq.
[1:08:24.000 --> 1:08:33.000]  And they said he had lied about studies he did linking the one particular vaccine to autism.
[1:08:33.000 --> 1:08:40.000]  And then I remember reading it a year ago and there was no proof it was just basically no facts.
[1:08:40.000 --> 1:08:51.000]  And then they kind of resuscitated it in the last few months because national polls show people completely don't trust the vaccine makers now because of all the latest fiascos.
