[00:00.000 --> 00:02.000]  You
[32:25.520 --> 32:31.520]  You've got that pledge from me but you've seen the third party test out there, the air filtration, the water filtration
[32:31.520 --> 32:41.520]  The supplements are all the very best you're going to find out there and you can't fund an operation anywhere else that's fighting the globalist this hard
[32:41.520 --> 32:51.520]  So it's not a burden to support info wars, it really is something that is good for everybody that stands for justice and freedom
[32:51.520 --> 32:55.520]  And makes your life and your family's life and your children's life so much better
[32:55.520 --> 33:21.520]  So visit infowarstore.com today
[33:25.520 --> 33:41.520]  Music
[33:41.520 --> 33:46.520]  Yeah, AI computers didn't come up with music like that, in fact humans came up with the AI
[33:46.520 --> 33:57.520]  Yeah, no humanity's amazing, made the image of God and there's the Motor City Madman playing that guitar bringing us in
[33:57.520 --> 34:07.520]  We went out to break with some stranglehold and I said I have some more stranglehold right now
[34:07.520 --> 34:16.520]  I've read but I've asked people and I said it's true, there's a lot of military teams, regular army, it doesn't matter, anybody going into combat
[34:16.520 --> 34:23.520]  What's their favorite thing to play to get psyched up and focused and it's almost always this song
[34:23.520 --> 34:31.520]  And you can kind of get it because it's not really violent but it's full of energy and power and it's just building to help you just zen out
[34:31.520 --> 34:55.520]  Let's listen to it for just a second
[34:55.520 --> 35:01.520]  There's a ton of technology there
[35:01.520 --> 35:11.520]  Let's talk about some important things this segment, tie it all together
[35:11.520 --> 35:28.520]  When someone who is in politics dies, getting shot a couple times in the back, it's completely legitimate to speculate about why and how it happened and who could be behind it and who stands to gain
[35:28.520 --> 35:43.520]  Roman saying is Kibono who benefits and in any investigation the first thing you look at is who would benefit from this and then who has the means
[35:43.520 --> 35:51.520]  Again who has the motive, we already said who benefits and then who had the ability to carry it out
[35:51.520 --> 35:59.520]  And then who's done stuff like this before, does this person have will
[35:59.520 --> 36:10.520]  And if you talk about Seth Rich, you get sued by the DNC funded law firms
[36:10.520 --> 36:19.520]  There's over 100 lawsuits I know of
[36:19.520 --> 36:30.520]  They're scared, they don't want you looking into it but you know the data via some of these suits that actually went the other way came out
[36:30.520 --> 36:47.520]  And it's come out in federal court that the download information on the hat DNC servers because you can look on the files and see how it was downloaded
[36:47.520 --> 36:56.520]  At the time it happened was six times faster than any streaming service capability in the world
[36:56.520 --> 37:06.520]  You have the fattest fiber optic right out of the fiber optic system right into your encoder, a foot away, white speed
[37:06.520 --> 37:14.520]  And it was downloaded faster than that, it was downloaded at the port inside the DNC
[37:14.520 --> 37:24.520]  There was no Russian hack, period
[37:24.520 --> 37:32.520]  It's ballistics, just like with a bullet, a.22 long rifle goes this fast, it has these ballistics, we know what they do
[37:32.520 --> 37:40.520]  A.50 caliber rifle of this type has these ballistics
[37:40.520 --> 37:49.520]  A.556 round of this grain and this load does this and this type of.357 magnum cartridge does this
[37:49.520 --> 37:58.520]  These signatures are 100% just like with old fashioned type routers
[37:58.520 --> 38:08.520]  Every time the key slaps it does a different, like a snow drop, like a snow drop, like a snowflake
[38:08.520 --> 38:14.520]  The ADL says that's a racist term to use, it just means little individual delicate geniuses that can't be touched
[38:14.520 --> 38:18.520]  But they call it white supremacist, so even Fox News says that's a white supremacist term
[38:18.520 --> 38:20.520]  You didn't know that? Well, they said it was, so don't use it
[38:20.520 --> 38:23.520]  So it's the okay sign, so we promise not to use that as well
[38:23.520 --> 38:27.520]  Now they're saying the bro fest is, which everybody knows isn't, but it doesn't matter, I won't use it either
[38:27.520 --> 38:33.520]  I'll use only the language I'm told I can use, sorry, let me apologize again, being sarcastic here
[38:33.520 --> 38:39.520]  All that stuff I just said is true, they're at the ADL's in the Barbara Law Center, literally wants to throw college students out
[38:39.520 --> 38:42.520]  Or high school students out if they are caught doing that
[38:42.520 --> 38:47.520]  I see reports in the news all the time about students suspended for doing the bro fest
[38:47.520 --> 38:53.520]  In one case they're like, we're black dudes doing it, it's BS ladies and gentlemen
[38:53.520 --> 38:57.520]  But see, I'm digressing
[38:57.520 --> 39:00.520]  Back to Seth Rich
[39:00.520 --> 39:07.520]  It's your right when Hillary Clinton has hundreds and hundreds and hundreds and hundreds of people around her
[39:07.520 --> 39:10.520]  That it ended up murdered, whistleblowers you name it
[39:10.520 --> 39:13.520]  You know, Trump just wanted to name the whistleblower and face his accuser
[39:13.520 --> 39:15.520]  Well, Hillary just hasn't killed
[39:15.520 --> 39:21.520]  Now whether my statement's true or not, now obviously everybody knows Hillary's a killing, murdering, evil witch
[39:21.520 --> 39:24.520]  I have a right to say it, she's a public figure
[39:24.520 --> 39:29.520]  She's been the secretary of state, she's been co-president, multiple presidencies
[39:29.520 --> 39:32.520]  Eight years with her husband, eight years with Obama
[39:32.520 --> 39:40.520]  I have a right to say that I think she's the living incarnation of Medusa if I want to, which I do
[39:45.520 --> 39:50.520]  But look at Chris Matthews, he comes out because the Democrats are all after Bernie Sanders
[39:50.520 --> 39:58.520]  Because he's not an insider, he's a communist and establishment system within that whole paradigm
[39:58.520 --> 40:02.520]  But not who they want
[40:02.520 --> 40:07.520]  And so he comes out and says, Bernie Sanders could assassinate his political opponents
[40:07.520 --> 40:14.520]  Because he supported people like Hugo Chavez and Fidel Castro and Cruz Cheff and Brezhnev and people to do
[40:14.520 --> 40:16.520]  That's actually a true statement out of him
[40:16.520 --> 40:22.520]  That's all of the, we'll play a clip in a moment, that's all of the project Veritas revelations
[40:22.520 --> 40:30.520]  What's up to like seven or eight staffers in separate states, saying we're going to put all the conservatives in death camps
[40:30.520 --> 40:36.520]  That's who communists are, Sanders is incredibly dangerous
[40:36.520 --> 40:39.520]  But he isn't the leftist establishment so they don't want him
[40:39.520 --> 40:43.520]  But it shows you the Democrats have turned into what the universities are
[40:43.520 --> 40:49.520]  And the Chai Khan funding of those universities that Pompeo rightly talked about
[40:49.520 --> 40:57.520]  And it shows how poison, how poisonous they've become and really who they are
[40:57.520 --> 41:04.520]  But if he can say Sanders might kill people, why can't we say Hillary doesn't see how it works
[41:04.520 --> 41:07.520]  So we're going to play that report and then get to the Seth Rich report
[41:07.520 --> 41:12.520]  But here's just a brief snippet of what slime ball Chris Matthews had to say
[41:12.520 --> 41:15.520]  The issue of this campaign, it is that word socialism
[41:15.520 --> 41:20.520]  Some people like it, younger people like it, those of us like me who grew up in a cold war
[41:20.520 --> 41:24.520]  And saw some aspects of it, if they're visiting places like Vietnam like I have
[41:24.520 --> 41:29.520]  And seeing countries like Cuba being there, I've seen what socialism is like, I don't like it
[41:29.520 --> 41:33.520]  Okay, it's not only not free, it doesn't freaking work
[41:33.520 --> 41:37.520]  Okay, wow, so see Chris Matthews is a mercenary
[41:37.520 --> 41:41.520]  The real Chris Matthews doesn't hate America
[41:41.520 --> 41:46.520]  I don't think the real Chris Matthews just goes along with what he's ordered to do
[41:46.520 --> 41:51.520]  And so I'm going to ask Chris Matthews this, how did you get into a freakish position
[41:51.520 --> 41:57.520]  Where your own party, something like 75% in big polls, you've seen them
[41:57.520 --> 42:02.520]  Of Democrats want socialism or communism, half of millennials in national polls
[42:02.520 --> 42:05.520]  A bunch of them want to be communists
[42:05.520 --> 42:13.520]  And you're like, it doesn't freaking work
[42:13.520 --> 42:19.520]  It's a cult of powerful people that can get control, it's a new royalty
[42:19.520 --> 42:23.520]  So when we come back though, I'll hit the Seth Rich thing and then I'm going to get into the white people
[42:23.520 --> 42:28.520]  Kissing black boots in leftist gesticulation
[42:28.520 --> 42:34.520]  This is not, that's prostration, it's prostration to be the right term
[42:34.520 --> 42:41.520]  This is not, what would you call it, parody?
[42:41.520 --> 42:45.520]  It's not satire, this is real video
[42:45.520 --> 42:49.520]  When we come back and then we'll hit all the other news and move very quickly
[42:49.520 --> 42:54.520]  There is a lot to cover, plus Virginia Democrats vote to advance semi-automatic gun ban
[42:54.520 --> 42:59.520]  Eject citizens from rooms saying no free speech as well, oh really
[42:59.520 --> 43:04.520]  I would thank you for everything you've done for the Info War, but I know you're like me
[43:04.520 --> 43:09.520]  You don't want my thanks, you want victory over the globalist and these devil worship and child molesters
[43:09.520 --> 43:12.520]  And you want them off your back and off your children's back
[43:12.520 --> 43:16.520]  And you know what, I'm the same way and that's why we're on the same damn team
[43:16.520 --> 43:21.520]  And it's why Info Wars has been delivering time and time again when it's clutch time
[43:21.520 --> 43:25.520]  To focus the people on taking action against the globalist
[43:25.520 --> 43:30.520]  Because I'm committed to a future for humanity and I know you are as well
[43:30.520 --> 43:34.520]  So thank you in 2019 for standing with us because you are the Info War
[43:34.520 --> 43:38.520]  And I want to thank you for committing to stand with us in 2020 however you can
[43:38.520 --> 43:42.520]  For the bottom of my heart, for my family and for the great crew at Info Wars
[43:42.520 --> 43:45.520]  I want to thank you all because you are the Info War
[43:45.520 --> 43:48.520]  And you know that's not just words, that's reality
[43:48.520 --> 43:51.520]  You have made history, we have made history together
[43:51.520 --> 43:56.520]  InfoWars.com only has power because of you
[43:56.520 --> 44:22.520]  And I suggest you use it
[44:27.520 --> 44:30.520]  So just check it out for yourself
[44:30.520 --> 44:33.520]  40% off InfoWars.com and it funds the Info War
[44:33.520 --> 44:37.520]  And then Vitamin D3 with Vitamin K that fuses it together
[44:37.520 --> 44:41.520]  Super high quality, winter sun, you don't have sun during the winter
[44:41.520 --> 44:44.520]  Sun helps your body produce the Vitamin D3
[44:44.520 --> 44:47.520]  That's why people get so sick, that's the main reason
[44:47.520 --> 44:50.520]  Well, you can supplement with this under the tongue, get higher absorption, it's amazing
[44:50.520 --> 44:55.520]  All three of these are on sale but only for a limited time at InfoWars.com
[44:55.520 --> 44:58.520]  Protect yourself and fund the Info War, 360 win
[45:25.520 --> 45:28.520]  The globalists have literally sold their souls to the dark side
[45:28.520 --> 45:31.520]  And they do what they do because they're slaves
[45:31.520 --> 45:36.520]  Because they are eternally driven to try to suppress and dominate and destroy the innocent
[45:36.520 --> 45:41.520]  It is up to us who are awake, not the sheep and not the wolves
[45:41.520 --> 45:46.520]  But the sheet dogs to stand firm and resist these wicked tyrants
[45:46.520 --> 45:49.520]  They fear the fact that we are awake
[45:49.520 --> 45:52.520]  They fear the fact that we are alive
[45:52.520 --> 45:55.520]  They fear the fact that we love God
[45:55.520 --> 45:59.520]  And that's all we ever have to know, is that God is in charge
[45:59.520 --> 46:03.520]  Almost all the other big storeable food companies are sold out of food
[46:03.520 --> 46:07.520]  But I know for a fact from sources to tell them people, oh we've got it, get your order in
[46:07.520 --> 46:11.520]  Two weeks for delivery, we follow this pattern over and over again
[46:11.520 --> 46:14.520]  I've been already for 25 years, I've had storeable food for a long time
[46:14.520 --> 46:18.520]  And I learned very quickly, a lot of these companies, they're fine during normal times
[46:18.520 --> 46:22.520]  But during a crisis, they don't keep a bunch of food on hand because of inventory
[46:22.520 --> 46:23.520]  They'll still take your orders
[46:23.520 --> 46:26.520]  That's why about 11 years ago I found my Patriot supply
[46:26.520 --> 46:30.520]  Now the biggest, most trusted company out there, and I became a private labeler for them
[46:30.520 --> 46:33.520]  Because they actually have it on hand, they actually give it delivered to you on time
[46:33.520 --> 46:35.520]  They do what they're going to say they're going to do
[46:35.520 --> 46:38.520]  Because they want you as a customer over and over again, and they're good people
[46:38.520 --> 46:41.520]  Now they were saying 7 to 10 days before shipping because they've got the food
[46:41.520 --> 46:43.520]  But they've got to package it, record level orders
[46:43.520 --> 46:48.520]  Now it's 10 to 14 because it's only intensifying with the coronavirus
[46:48.520 --> 46:52.520]  So get your orders at infowarstore.com, get the best deals, get it delivered first
[46:52.520 --> 46:55.520]  They're in our system, it goes right to them, then it funds the M4 as well
[46:55.520 --> 46:58.520]  So get prepared at infowarstore.com with storeable foods
[46:58.520 --> 47:02.520]  You're listening to the Alex Jones show
[47:12.520 --> 47:16.520]  Waging war on corruption, it's Alex Jones
[47:16.520 --> 47:20.520]  Coming to you live from the front lines of the infowar
[47:23.520 --> 47:27.520]  I want to talk about victoryology, a term I coined
[47:27.520 --> 47:31.520]  I even looked it up the other day, I said, no one's really coined this?
[47:31.520 --> 47:33.520]  No, they haven't
[47:33.520 --> 47:38.520]  The study and science of total human empowerment and expansion
[47:38.520 --> 47:41.520]  We're going to get to that special report that just premiered
[47:41.520 --> 47:46.520]  Posted infowarstore.com about an hour ago, we're going to premiere it on radio and TV
[47:46.520 --> 47:48.520]  Here in just a moment
[47:48.520 --> 47:51.520]  And then I also want to open the phones up
[47:51.520 --> 47:58.520]  Specifically on coronavirus and the US military admitted they've opened up all these emergency quarantine centers
[47:58.520 --> 48:03.520]  Particularly on the west coast, but also in San Antonio, Texas and other areas
[48:03.520 --> 48:08.520]  And just what we see in China clearly way more deaths than they're saying
[48:08.520 --> 48:13.520]  It's admittedly man-made, the White House opens up an investigation looking at it as man-made
[48:13.520 --> 48:17.520]  I want to take your call specifically on the coronavirus
[48:17.520 --> 48:23.520]  First-time callers, long-time callers, people that agree, people that disagree
[48:23.520 --> 48:34.520]  Everybody, 877-789-2539, 877-789-2539, 877-789 Alex
[48:34.520 --> 48:40.520]  And I want to talk to you, international line 512-646-1776
[48:40.520 --> 48:45.520]  To stall the US country code access number 512-646-1776
[48:45.520 --> 48:48.520]  Some people can't call a 100 number from overseas
[48:48.520 --> 48:51.520]  Okay, let me finish up because I spent too much time on the Seth Rich thing
[48:51.520 --> 48:58.520]  It's just crazy to say you can't question somebody in an unsolved murder shot in the back in DC
[48:58.520 --> 49:04.520]  Who's been fingered as a person that might have leaked the information and then was killed for it
[49:04.520 --> 49:14.520]  So here is a clip of a prominent lawyer who was on one American
[49:14.520 --> 49:19.520]  News network breaking all of this down
[49:19.520 --> 49:26.520]  FBI lying about murder of Seth Rich, attorney claims, one American news
[49:26.520 --> 49:31.520]  And you have to remember a lot of folks investigating this have been shot in the back
[49:31.520 --> 49:36.520]  Not just Mr. Rich, but people investigating it have been killed
[49:36.520 --> 49:37.520]  Others have been shot
[49:37.520 --> 49:44.520]  I mean, this thing reads like a broken dagger novel, here it is
[49:44.520 --> 49:53.520]  There has been an ongoing litigation slash smear campaign against anybody who asks inconvenient questions about Seth Rich
[49:53.520 --> 49:58.520]  Fox News got sued, Fox News has gone completely silent on Seth Rich
[49:58.520 --> 50:02.520]  And I think the message has gotten out to most other media outlets
[50:02.520 --> 50:04.520]  Don't talk about this or else
[50:04.520 --> 50:07.520]  And I think that was their strategy all along is to shut everybody up
[50:07.520 --> 50:09.520]  And here's where it gets really interesting
[50:09.520 --> 50:15.520]  So when I notified the attorney representing the FBI, we had these emails
[50:15.520 --> 50:23.520]  The FBI came back and said, well the reason they weren't produced was because there was nothing of investigative significance
[50:23.520 --> 50:26.520]  Of course I pointed out, I didn't ask for emails of investigative significance
[50:26.520 --> 50:28.520]  I asked for all emails about Seth Rich
[50:28.520 --> 50:31.520]  So we went back and forth with that
[50:31.520 --> 50:36.520]  And then I happened to look at the, there's a little, every time there's a FOIA redaction
[50:36.520 --> 50:38.520]  They put codes next to the redaction
[50:38.520 --> 50:40.520]  So I went back and looked up the codes
[50:40.520 --> 50:47.520]  And one of the most common codes in there was to redact things that might reveal matters of investigative or prosecutorial significance
[50:47.520 --> 50:50.520]  So mind you, they told me along, there's been no investigation
[50:50.520 --> 50:57.520]  But yet you're citing exemptions on the grounds that there's an investigation or potential prosecution
[50:57.520 --> 50:58.520]  So which is it?
[50:58.520 --> 51:02.520]  What led you to believe that they knew all along, that they didn't conduct a reasonable search?
[51:02.520 --> 51:08.520]  Well, just the fact that they admitted to me that there were inquiries in the Washington field office
[51:08.520 --> 51:09.520]  Questions were asked
[51:09.520 --> 51:14.520]  And then I'm getting tips from people on the inside that absolutely there are records there
[51:14.520 --> 51:18.520]  So I think they've known all along and they just try to cover it up
[51:18.520 --> 51:22.520]  So how far up do we believe this line of corruption actually goes?
[51:22.520 --> 51:30.520]  If you look at the whole Russia collusion, Ukraine, whatever, they go straight to Obama
[51:30.520 --> 51:38.520]  Hillary is deeply involved, Obama himself is involved, James Comey, Clapper, Brennan, all of them are involved
[51:38.520 --> 51:44.520]  So that's Ty Clevenger, a lawyer, we're going to get him on the show, powerful information
[51:44.520 --> 51:50.520]  And the fact that people are going to be scared to even ask questions, that's unamerica and that's dangerous
[51:50.520 --> 51:54.520]  And that's why we're not looking for trouble here, we're looking for lawsuits
[51:54.520 --> 52:01.520]  But we're going to tell the truth, we're going to do the research, we're going to come out and say what we think is the most accurate information at the time
[52:01.520 --> 52:06.520]  And not just receive talking points from the globalists and their handlers
[52:06.520 --> 52:09.520]  We're not going to do that, ladies and gentlemen, you've got my commitment
[52:09.520 --> 52:12.520]  All right, we're going to go to a special report here and then start the next hour
[52:12.520 --> 52:18.520]  I see your calls pouring in at 877-789-2539 on this live Sunday edition
[52:18.520 --> 52:22.520]  Please don't forget, don't be a victim
[52:22.520 --> 52:28.520]  If you're worried about the coronavirus, exercise, but not too hard, because that can lower your immune system
[52:28.520 --> 52:36.520]  White to medium, drink extra purified clean water so that no toxins weigh you down, but you have plenty of hydration
[52:36.520 --> 52:40.520]  Pray, prayer and meditation has been proven to make you healthier
[52:40.520 --> 52:44.520]  Get plenty of vitamin C, get plenty of vitamin D3, which is in fish oil
[52:44.520 --> 52:50.520]  Take your colloidal silver, all of it, that's what allows you to be healthier
[52:50.520 --> 52:52.520]  And get plenty of sleep
[52:52.520 --> 53:00.520]  We have sold out of a 16-ounce immune gargle that has the nano-silver that Pat did and documented and even admitted in documents we've shown
[53:00.520 --> 53:05.520]  To go after this whole Corona SARS family of viruses, viruses and bacteria, period
[53:05.520 --> 53:09.520]  We're almost sold out of the 1-ounce spray bottles
[53:09.520 --> 53:16.520]  That'll be sold out a couple days and we're at about a week and a half or so of the super silver 3-ounce bottles at infowarstore.com
[53:16.520 --> 53:21.520]  Great to have, period, really good for your gums, really great for your teeth, and it funds the info war
[53:21.520 --> 53:29.520]  So get your immune gargle with the nano-silver, we also have the super silver in our high-quality whitening toothpaste
[53:29.520 --> 53:34.520]  Again, we're the only folks allowed to private label or make our own products with this top nanotech company based here in the U.S.
[53:34.520 --> 53:39.520]  That's in all these Homeland Security documents and everything, because we get the best stuff and there's a lot of patriots
[53:39.520 --> 53:45.520]  There's not just bad guys coming after us, there's the flip side of all the good guys and good gals, it's very exciting
[53:45.520 --> 53:48.520]  Here's the special report on victory
[53:48.520 --> 53:55.520]  There are those that live their lives in victimology, and that's a word that's in the encyclopedia we all know
[53:55.520 --> 54:00.520]  Instead of a new word, I'm about to coin into the realm and introduce today
[54:00.520 --> 54:04.520]  That could change the whole future of human destiny if it's adopted
[54:04.520 --> 54:10.520]  And we've put a lot of key coins out in the mind war, in the soul war, and the destiny war
[54:10.520 --> 54:14.520]  And that's victoryology
[54:18.520 --> 54:21.520]  So many people I know, so many people I love
[54:21.520 --> 54:25.520]  Define themselves by the attacks they're under
[54:25.520 --> 54:31.520]  And define themselves by how they're victims and oh look at me, I'm a baby bird
[54:31.520 --> 54:34.520]  Come to the nest and vomit in my mouth
[54:34.520 --> 54:38.520]  They never want to leave the nest and the millennials don't own anything
[54:38.520 --> 54:41.520]  They don't want to own anything, they want communism
[54:41.520 --> 54:44.520]  They don't even know that communism will work like slaves 18 hours a day
[54:44.520 --> 54:49.520]  But they don't care because they're babies and we never pushed them out of the nest
[54:49.520 --> 54:53.520]  And I have people that are close to me that I love
[54:53.520 --> 55:01.520]  Who I just can't get out of the victimology because that's the paradigm inflicted on them
[55:01.520 --> 55:05.520]  So I am pointing the term victoryology
[55:07.520 --> 55:13.520]  Instead of being a victim, be a victor
[55:13.520 --> 55:17.520]  And to be a victor, you have to decide
[55:17.520 --> 55:21.520]  If somebody punches you in the face, that don't feel too bad
[55:21.520 --> 55:25.520]  You gotta stop caring when things are hard because that's what makes you stronger
[55:25.520 --> 55:27.520]  Instead of weaker
[55:27.520 --> 55:33.520]  Because it's that mental capacity to stop giving in to fear that activates the genes
[55:33.520 --> 55:40.520]  That activates everything there is in your soul and your future and your destiny
[55:40.520 --> 55:45.520]  Humans aren't born out of laying around on their asses
[55:45.520 --> 55:53.520]  We've been born out of conquering a world with lions and tigers and bears and mastodons
[55:53.520 --> 55:56.520]  And hyenas attacking us
[55:56.520 --> 56:04.520]  And hordes of other humans and giant wars and freezing atmospheres and giant volcanoes
[56:04.520 --> 56:09.520]  And huddling together in the cold night for warmth to survive
[56:09.520 --> 56:12.520]  We're the dominant species, we built all this
[56:12.520 --> 56:15.520]  We're powerful and we're beautiful
[56:15.520 --> 56:19.520]  And we're ready to build the next level of civilization in God's plan
[56:19.520 --> 56:24.520]  But you must stop belling to those who want to make you a victim
[56:24.520 --> 56:29.520]  You must become the victor that you were born to be
[56:29.520 --> 56:33.520]  And not a victor over other weaker people
[56:33.520 --> 56:39.520]  But a victor in promoting ideas so powerful and so beautiful
[56:39.520 --> 56:42.520]  That despite the fact they're suppressed
[56:42.520 --> 56:45.520]  It doesn't matter if they're coming from Jimi Hendrix
[56:45.520 --> 56:48.520]  It doesn't matter if they're coming from Donald Trump
[56:48.520 --> 56:52.520]  It doesn't matter if it's coming from you, a black man or a white woman
[56:52.520 --> 56:55.520]  Or a young Hispanic person or somebody from China
[56:55.520 --> 56:59.520]  If you love God and you love justice and you love freedom
[56:59.520 --> 57:01.520]  And you want to build a pro-human future
[57:01.520 --> 57:05.520]  Then you are an enemy of the New World Order and Satanism
[57:05.520 --> 57:11.520]  You are an info warrior commited devil worship and the system
[57:11.520 --> 57:15.520]  And serving the corrupt technocracy will not animate you like this
[57:15.520 --> 57:18.520]  They want us shut down because we have the spirit
[57:18.520 --> 57:22.520]  I am jacked into the source, I know the secret
[57:22.520 --> 57:24.520]  And I want to see you empowered
[57:24.520 --> 57:27.520]  But you have to believe in yourself first
[57:27.520 --> 57:29.520]  And you have to turn against the globalist
[57:29.520 --> 57:32.520]  And make that decision with God to open your heart to the truth
[57:32.520 --> 57:37.520]  And then the spirit of justice known as the Holy Spirit will flow into you
[57:37.520 --> 57:42.520]  And the beginning of a new system in your personal spiritual destiny
[57:42.520 --> 57:44.520]  With eternity will begin
[57:44.520 --> 58:06.520]  This is the truth and everyone knows it
[58:14.520 --> 58:34.520]  This is the truth and everyone knows it
[58:34.520 --> 58:43.520]  This is the truth and everyone knows it
[58:43.520 --> 58:45.520]  I can't miss formula
[58:45.520 --> 59:14.520]  Infowars Super Silver Cream today
[59:15.520 --> 59:17.520]  Customers in BC
[59:17.520 --> 59:19.520]  Drink fluoridated water
[59:19.520 --> 59:22.520]  Just like the loving kiss of a king cobra
[59:22.520 --> 59:28.520]  Pumping deadly, I mean loving helpful nutrients in their body
[59:28.520 --> 59:30.520]  Hug the cobra
[59:30.520 --> 59:31.520]  Love the cobra
[59:31.520 --> 59:33.520]  Kiss the cobra
[59:33.520 --> 59:38.520]  But never, never go to infowars.com
[59:38.520 --> 59:41.520]  Or infowarsstore.com
[59:41.520 --> 59:44.520]  Do not order those products
[59:44.520 --> 59:59.520]  You're listening to the Alex Jones show
[59:59.520 --> 1:00:03.520]  From the front lines of the information war
[1:00:03.520 --> 1:00:07.520]  It's Alex Jones
[1:00:07.520 --> 1:00:14.520]  There are 7.5 billion people on this planet if you believe the numbers were told
[1:00:14.520 --> 1:00:17.520]  And those are pretty accurate
[1:00:17.520 --> 1:00:22.520]  So when I hear about somebody dying
[1:00:22.520 --> 1:00:25.520]  I mean I have empathy
[1:00:25.520 --> 1:00:26.520]  I'm connected to them
[1:00:26.520 --> 1:00:27.520]  I know the universe works
[1:00:27.520 --> 1:00:29.520]  It's bad mojo to not care
[1:00:29.520 --> 1:00:31.520]  I already know that instinctively
[1:00:31.520 --> 1:00:32.520]  I don't need to go like
[1:00:32.520 --> 1:00:35.520]  Oh it's bad luck if I don't care if somebody gets hurt
[1:00:35.520 --> 1:00:39.520]  I already spiritually know that
[1:00:39.520 --> 1:00:41.520]  But if I was a sociopath
[1:00:41.520 --> 1:00:43.520]  You'd think I'd know that
[1:00:43.520 --> 1:00:47.520]  But they like don't
[1:00:47.520 --> 1:00:50.520]  Because they don't get the laws of nature
[1:00:50.520 --> 1:00:52.520]  And that's why evil always goes
[1:00:52.520 --> 1:00:54.520]  Wow I can do this
[1:00:54.520 --> 1:00:58.520]  And this happens
[1:00:58.520 --> 1:01:02.520]  But they don't think about the next couple of things that happen
[1:01:02.520 --> 1:01:07.520]  So being nice is the best way to build a good civilization
[1:01:07.520 --> 1:01:10.520]  And have good people around you that are doing well
[1:01:10.520 --> 1:01:12.520]  I mean if people aren't doing well
[1:01:12.520 --> 1:01:15.520]  I don't care what color they are or where they came from
[1:01:15.520 --> 1:01:17.520]  How does that make me better?
[1:01:17.520 --> 1:01:18.520]  It doesn't
[1:01:18.520 --> 1:01:21.520]  But I then because I have a spirit
[1:01:21.520 --> 1:01:22.520]  And I have a conscience
[1:01:22.520 --> 1:01:23.520]  And I care
[1:01:23.520 --> 1:01:27.520]  I have nerves
[1:01:27.520 --> 1:01:28.520]  I have feelings
[1:01:28.520 --> 1:01:29.520]  I'm not a psychopath
[1:01:29.520 --> 1:01:35.520]  I'm a sociopath
[1:01:35.520 --> 1:01:40.520]  I can't let people manipulate my feelings cold bloodedly
[1:01:40.520 --> 1:01:42.520]  And that's where this comes in
[1:01:42.520 --> 1:01:44.520]  People that are good and strong
[1:01:44.520 --> 1:01:47.520]  Have to do the right thing when it comes down to it
[1:01:47.520 --> 1:01:48.520]  Even though we don't
[1:01:48.520 --> 1:01:49.520]  Let me tell you something
[1:01:49.520 --> 1:01:51.520]  When I fry some enemy and defeat them
[1:01:51.520 --> 1:01:52.520]  I don't even feel good
[1:01:52.520 --> 1:01:58.520]  I'm like I can't believe I've spent time on that person man
[1:01:58.520 --> 1:02:01.520]  And I feel bad that they
[1:02:01.520 --> 1:02:03.520]  Like when I see how bad they are
[1:02:03.520 --> 1:02:04.520]  And how weak they are
[1:02:04.520 --> 1:02:05.520]  And how bad their family is
[1:02:05.520 --> 1:02:09.520]  I'm not like
[1:02:09.520 --> 1:02:12.520]  Like a lot of people I know go around poor people
[1:02:12.520 --> 1:02:13.520]  They can be poor black people
[1:02:13.520 --> 1:02:14.520]  Poor white people
[1:02:14.520 --> 1:02:15.520]  Poor whatever
[1:02:15.520 --> 1:02:16.520]  And they like Philoletus
[1:02:16.520 --> 1:02:18.520]  Man you see those poor dumbass people
[1:02:18.520 --> 1:02:20.520]  Man we're not like them
[1:02:20.520 --> 1:02:21.520]  And I'm like really you feel good
[1:02:21.520 --> 1:02:25.520]  Because they're doing bad
[1:02:25.520 --> 1:02:26.520]  Worst job I ever had
[1:02:26.520 --> 1:02:28.520]  I was like what's the highest job I can get
[1:02:28.520 --> 1:02:30.520]  Was a carpet cleaner
[1:02:30.520 --> 1:02:31.520]  A Stanley Steamer carpet cleaner
[1:02:31.520 --> 1:02:34.520]  Like 30 years ago
[1:02:34.520 --> 1:02:38.520]  Right out of high school
[1:02:38.520 --> 1:02:39.520]  Longer than that now
[1:02:39.520 --> 1:02:44.520]  I'm getting old I'm 46
[1:02:44.520 --> 1:02:45.520]  And I remember like
[1:02:45.520 --> 1:02:47.520]  I get paid 20 something dollars an hour
[1:02:47.520 --> 1:02:49.520]  As the assistant
[1:02:49.520 --> 1:02:51.520]  To clean carpets
[1:02:51.520 --> 1:02:53.520]  And my other job is like 9 dollars an hour
[1:02:53.520 --> 1:02:55.520]  Yeah I'll take this right now
[1:02:55.520 --> 1:02:59.520]  Until I got to people's houses
[1:02:59.520 --> 1:03:02.520]  And I was like
[1:03:02.520 --> 1:03:03.520]  Again they can be white
[1:03:03.520 --> 1:03:04.520]  They can be black
[1:03:04.520 --> 1:03:05.520]  They can be whatever
[1:03:05.520 --> 1:03:06.520]  They're mainly white people
[1:03:06.520 --> 1:03:07.520]  But I was like
[1:03:07.520 --> 1:03:13.520]  I've never seen anything like this
[1:03:13.520 --> 1:03:15.520]  And to try to describe what I saw
[1:03:15.520 --> 1:03:19.520]  In the few months I worked there
