whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:24:44.080 --> 00:24:48.680]   United States these doctors they're just flushing the waste down the toilet
[00:24:48.680 --> 00:24:52.240]   Atlanta's news agencies have revealed that Ebola's patient waste including
[00:24:52.240 --> 00:24:56.160]   feces and urine are going into the city's public sewer system they say
[00:24:56.160 --> 00:24:58.560]   there's no risk of infection of the general public because their waste
[00:24:58.560 --> 00:25:03.640]   management practices will kill any viruses flushed into the system does
[00:25:03.640 --> 00:25:07.800]   that make you feel does that make you feel any safer what about my curse I
[00:25:07.800 --> 00:25:12.880]   can't imagine that they've had that much experience in flushing Ebola out of the
[00:25:12.880 --> 00:25:17.280]   waste system up it sounds like it would be unprecedented so I wouldn't have
[00:25:17.280 --> 00:25:22.320]   complete confidence in that but even just the fact of bringing these infected
[00:25:22.320 --> 00:25:26.280]   doctors into America I mean dr. Bob Arnaud who is an infectious disease
[00:25:26.280 --> 00:25:30.120]   specialist said quote there is no medical reason to bring them here
[00:25:30.120 --> 00:25:33.720]   especially when you see how well dr. Bradley was because they had the same
[00:25:33.720 --> 00:25:38.640]   drug the exact same drug over in Africa so why was there even a need to put
[00:25:38.640 --> 00:25:43.960]   anybody at risk by bringing them into Atlanta some of the speculation was
[00:25:43.960 --> 00:25:50.240]   centered around the fact that the CDC had a patent on a strain of Ebola and a
[00:25:50.240 --> 00:25:53.760]   vaccine already ready for it so that was why they were bringing them into the
[00:25:53.760 --> 00:25:58.080]   country I'm not sure about that but even the top infectious disease specialists
[00:25:58.080 --> 00:26:01.520]   have questioned why they need to bring them into America in the first place
[00:26:01.520 --> 00:26:06.840]   when you can treat them with the exact same drug in Africa remember SARS
[00:26:06.840 --> 00:26:11.520]   patients were brought into Canada from Asia in 2003 and they ended up
[00:26:11.520 --> 00:26:17.000]   infecting 400 people and killing 44 people as a result because they brought
[00:26:17.000 --> 00:26:20.960]   them into the country when it wasn't necessary so it really doesn't make a
[00:26:20.960 --> 00:26:27.600]   lot of sense and if you don't if you don't believe Paul that the CDC has an
[00:26:27.600 --> 00:26:32.600]   actual patent on Ebola there's a global research article from August 6 that I'm
[00:26:32.600 --> 00:26:36.840]   bringing up on my computer over here you guys can pull up a weapon of mass
[00:26:36.840 --> 00:26:42.900]   destruction and that might not even be the article this article is why it's a
[00:26:42.900 --> 00:26:46.920]   different article actually from August 3rd and why do the US Centers for
[00:26:46.920 --> 00:26:51.320]   Disease Control only patent on Ebola and it's called Ebola bun and I'm gonna give
[00:26:51.320 --> 00:26:58.800]   you the patent number you don't believe me it's CA 2741523A1 there's the patent
[00:26:58.800 --> 00:27:05.920]   number right there and it was awarded in 2010 there you go very interesting so
[00:27:05.920 --> 00:27:08.880]   they they own the CDC owns the patent on it maybe they want to see if this was
[00:27:08.880 --> 00:27:14.200]   their strain of Ebola that's out there and another thing people aren't aren't
[00:27:14.200 --> 00:27:18.480]   don't seem to be too concerned about it if they decide to crack down and and
[00:27:18.480 --> 00:27:27.560]   round people up and do this with you know grabbing it's like this when I was
[00:27:27.560 --> 00:27:33.000]   in Chicago we were accompanying the National Guard who were doing hazmat
[00:27:33.000 --> 00:27:39.200]   recovery rescue operations for a biological pandemic that had happened
[00:27:39.200 --> 00:27:43.200]   they were also going after gun owners that which they were calling terrorists
[00:27:43.200 --> 00:27:47.640]   but they were going after these people and one of the exercises they had was
[00:27:47.640 --> 00:27:51.240]   taking place at a sports stadium and there are sports stadiums all over the
[00:27:51.240 --> 00:27:54.840]   country you got high school you got college you got professional you plenty
[00:27:54.840 --> 00:27:58.880]   of sports stadiums in this country and they were going to use these stations as
[00:27:58.880 --> 00:28:02.920]   staging grounds a and also places to round people up which we saw in Katrina
[00:28:02.920 --> 00:28:06.840]   with New Orleans so this is not unprecedented these are all over the
[00:28:06.840 --> 00:28:11.320]   place and anytime they want to pull the trigger and say hey come here if you
[00:28:11.320 --> 00:28:14.760]   want to get your vaccine bring it on in come on in we got a place for you to
[00:28:14.760 --> 00:28:17.880]   stay but then you're never gonna get out they didn't let those people out of the
[00:28:17.880 --> 00:28:24.640]   Superdome for almost a week and that's where this stuff could go if it does get
[00:28:24.640 --> 00:28:27.640]   loose in the United States which begs the question why are we bringing these
[00:28:27.640 --> 00:28:31.560]   people in why not keep them offshore why not build a medical boat if you want to
[00:28:31.560 --> 00:28:35.240]   treat these people why not do that a lot of questions going on with this we're
[00:28:35.240 --> 00:28:38.440]   gonna finish up with this in the next segment we're also gonna start taking
[00:28:38.440 --> 00:28:43.200]   your calls towards the end of this hour and I'll give out that phone number in
[00:28:43.200 --> 00:28:48.200]   just a second and we're gonna be with you here till 6 p.m. Central I made a
[00:28:48.200 --> 00:28:51.640]   mistake earlier sorry about that 6 p.m. Central it's the Alex Jones show I'm
[00:28:51.640 --> 00:28:55.480]   your host Rob do writing shotgun with me is Paul Joseph Watson the websites are
[00:28:55.480 --> 00:29:01.800]   info wars calm prison planet calm and prison planet TV open your eyes it's
[00:29:01.800 --> 00:29:06.400]   time to give your eyes a powerful nutritional boost sight is the primary
[00:29:06.400 --> 00:29:10.940]   input to the brain arguably making eyesight the most important sense we
[00:29:10.940 --> 00:29:15.600]   have and just like the other important organs in our bodies our eyes function
[00:29:15.600 --> 00:29:19.640]   at peak levels when they are fed the proper amounts of essential nutrition
[00:29:19.640 --> 00:29:26.080]   open your eyes combining key ingredients like vitamin a zinc lutein proprietary
[00:29:26.080 --> 00:29:30.920]   saffron bulb extracts and more occupy our by in for wars life is the new
[00:29:30.920 --> 00:29:34.920]   formulation specifically designed to nutritionally assist the natural
[00:29:34.920 --> 00:29:39.640]   function of healthy eyes optimize the natural power of your eyes with the
[00:29:39.640 --> 00:29:43.320]   latest addition to the super high quality in fours life formulations
[00:29:43.320 --> 00:29:50.200]   occupy go to him for wars life comm or info wars store comm to order occupy or
[00:29:50.200 --> 00:29:58.360]   call 1-888-253-3139 occupy open your eyes
[00:29:58.360 --> 00:30:04.040]   using unparalleled research in the development of a synergistic formulation
[00:30:04.040 --> 00:30:08.680]   based around the key concepts of super oxygenation the next level in cleansing
[00:30:08.680 --> 00:30:13.120]   is here with key ingredients backed by real clinical studies the new oxy powder
[00:30:13.120 --> 00:30:17.480]   available through info wars life was invented during dr. groups research on
[00:30:17.480 --> 00:30:21.800]   the toxification of our bodies many herbal colon cleansers are harsh on the
[00:30:21.800 --> 00:30:26.420]   body and contain cheap and potentially dangerous ingredients oftentimes full of
[00:30:26.420 --> 00:30:31.000]   synthetic fillers GMOs additives or worse gently start cleaning your body
[00:30:31.000 --> 00:30:35.240]   with easy capsules that start working while you sleep oxy powder does not
[00:30:35.240 --> 00:30:39.600]   require time off work and there's no need for bad tasting concoctions instead
[00:30:39.600 --> 00:30:44.320]   oxy powder slowly releases monoatomic oxygen into the intestinal tract and
[00:30:44.320 --> 00:30:48.680]   body experience the astonishing cleansing power of superoxide and
[00:30:48.680 --> 00:30:54.240]   ozonide technology go to info wars life comm or info wars store comm to get
[00:30:54.240 --> 00:31:00.600]   started with oxy powder or call 1-888-253-3139 this is scottish john for
[00:31:00.600 --> 00:31:04.120]   info wars calm I know that most of you here in this commercial already know
[00:31:04.120 --> 00:31:07.840]   about the new world order eugenics and all the other issues covered here at
[00:31:07.840 --> 00:31:12.240]   info wars the question is do your friends and family know if not then I
[00:31:12.240 --> 00:31:15.720]   want to know why oh I know it's tough to talk about this with some people they
[00:31:15.720 --> 00:31:20.000]   might call you names or they just want to talk about sports or soap operas I
[00:31:20.000 --> 00:31:24.320]   say so what there's a bottle going on out there right now the ammunition is
[00:31:24.320 --> 00:31:28.720]   information and the soldiers are you it's time to transform your game from
[00:31:28.720 --> 00:31:32.920]   passive listener to active participant we from Scotland about our skin in this
[00:31:32.920 --> 00:31:36.960]   game for the greater part of the last thousand years and I'm still fighting if
[00:31:36.960 --> 00:31:41.040]   we don't all stand up right now we're gonna lose everything the info war is
[00:31:41.040 --> 00:31:44.980]   worldwide tell your friends about info wars and let them know the info wars
[00:31:44.980 --> 00:31:49.800]   doesn't print boo it's real journalism and news backed up by documented fact
[00:31:49.800 --> 00:31:54.880]   step up and take your friends and family to info wars calm prison planet dot TV
[00:31:54.880 --> 00:32:00.520]   and planet info wars dot-com the truth will set them free when you're out on
[00:32:00.520 --> 00:32:07.560]   the road the last place you want to be is on the road but if the unfortunate
[00:32:07.560 --> 00:32:12.680]   happens you'll be glad you were wearing diamond gussets there's a place down in
[00:32:12.680 --> 00:32:19.440]   Tennessee where they make blue diamond gusset jeans
[00:32:19.440 --> 00:32:27.840]   they so pride in every stitch guarantee you love the way they fit
[00:32:27.840 --> 00:32:35.280]   they put a diamond gusset in the crotch where you need most blue diamond gussets
[00:32:35.280 --> 00:32:42.840]   got it other stone we turn jeans inside out diamond gusset jeans made in the
[00:32:42.840 --> 00:32:47.160]   USA with unparalleled quality our defender motorcycle jeans combined
[00:32:47.160 --> 00:32:51.520]   gusset comfort with Kevlar protection so you can ride all day with confidence
[00:32:51.520 --> 00:32:59.640]   order yours at gusset calm diamond gusset jeans got it others don't
[00:32:59.640 --> 00:33:05.840]   coast to coast direct from Austin you're listening to the Alex Jones
[00:33:05.840 --> 00:33:09.240]   broadcasting network
[00:33:17.120 --> 00:33:23.240]   leading a frontal assault on the lies of the New World Order it's Alex Jones
[00:33:23.240 --> 00:33:27.960]   on the GCN radio network
[00:33:27.960 --> 00:33:37.000]   welcome back my friends it is the Alex Jones show this is Sunday September 14
[00:33:37.000 --> 00:33:43.880]   2014 we are live about another hour and a half I'm your host Rob do I'm joined
[00:33:43.880 --> 00:33:51.160]   with Paul Watson writer of prison planet.com InfoWars.com if you don't
[00:33:51.160 --> 00:33:55.640]   know me I'm the news director over here mainly for the InfoWars nightly news I
[00:33:55.640 --> 00:34:01.200]   run that crew the reporters keep them busy and send them out on on missions
[00:34:01.200 --> 00:34:07.520]   one of which they just got back from New York during the 13th anniversary of 9/11
[00:34:07.520 --> 00:34:11.360]   you guys can punch this up here I want to show you two videos here on the Alex
[00:34:11.360 --> 00:34:16.240]   Jones channel this is something that I spend a lot of my time on youtube.com
[00:34:16.240 --> 00:34:19.520]   forward slash the Alex Jones channel we got two videos right now that are going
[00:34:19.520 --> 00:34:24.200]   viral one is from the nightly news on Friday and this is Darren McBreen's
[00:34:24.200 --> 00:34:28.080]   piece shocking demonic photos of Obama and it shows him literally with devil
[00:34:28.080 --> 00:34:33.640]   horns really scary and if you think that this is oh well he just happened to be
[00:34:33.640 --> 00:34:38.280]   set up that way they pay people hundreds of thousands of dollars to make sure
[00:34:38.280 --> 00:34:42.440]   stuff like this doesn't occur and they pay people hundreds of thousands of
[00:34:42.440 --> 00:34:44.800]   dollars to make sure stuff like this does occur so let me tell you that's a
[00:34:44.800 --> 00:34:49.600]   message right there there's your demonic president and the other one is 9/11
[00:34:49.600 --> 00:34:55.000]   fire firefighter blows WTC7 cover-up wide open that's an interview that Leon
[00:34:55.000 --> 00:34:59.680]   McAdoo did with firefighter Rudy Dent who was off that day of 9/11 but after
[00:34:59.680 --> 00:35:05.960]   the towers collapsed he raced over to his fire station him and his boys
[00:35:05.960 --> 00:35:09.760]   commandeered a mail truck and went in there to help rescue people and he
[00:35:09.760 --> 00:35:15.800]   actually saw explosions happening at WTC7 he saw molten metal things that he
[00:35:15.800 --> 00:35:20.720]   cannot explain as a firefighter and one of which is how the building collapsed
[00:35:20.720 --> 00:35:25.480]   this this doesn't happen regularly in fact the only time it's happened because
[00:35:25.480 --> 00:35:32.880]   of a fire is in during 9/11 so you don't have to don't beat me up about it go look
[00:35:32.880 --> 00:35:36.960]   at building structural integrity go look at office building fires that have
[00:35:36.960 --> 00:35:40.160]   happened there was a fire in Shanghai China a few years ago that burned for
[00:35:40.160 --> 00:35:43.680]   over 24 hours and did not collapse into its own footprint so that stuff just
[00:35:43.680 --> 00:35:48.560]   doesn't magically happen it has to be planned so that that's an amazing
[00:35:48.560 --> 00:35:52.800]   interview with with Rudy Dent you can see that 9/11 firefighter blows WTC7
[00:35:52.800 --> 00:35:57.440]   cover-up wide open and we've got a few few things on there a few of our little
[00:35:57.440 --> 00:36:03.520]   playlist you see Joe Biggs crossing the Rio Grande in El Paso our adventures in
[00:36:03.520 --> 00:36:10.200]   Ferguson lots of stuff up there on the Alex Jones channel on YouTube but one
[00:36:10.200 --> 00:36:15.120]   way you can support us is by becoming a member of prison planet TV which we have
[00:36:15.120 --> 00:36:19.680]   all the same stuff that you see on the Alex Jones channel but you can download
[00:36:19.680 --> 00:36:25.640]   it you can spread it around we've got the day show the nightly news our
[00:36:25.640 --> 00:36:31.960]   special reports we have some movies up there so we Alex has made Oh dozens of
[00:36:31.960 --> 00:36:35.200]   documentaries I helped make a couple of them one of which is police day for the
[00:36:35.200 --> 00:36:40.760]   rise of FEMA which I was a co-director on back in we released that in 2010 and
[00:36:40.760 --> 00:36:45.720]   just an amazing wealth of information that you can access for just pennies a
[00:36:45.720 --> 00:36:50.860]   day and you can use your username and password and share it with up to 11
[00:36:50.860 --> 00:36:55.560]   people you have 11 of you on right now watching the show watching the videos as
[00:36:55.560 --> 00:36:58.800]   we pull them up did you see the video that we showed from the Nova
[00:36:58.800 --> 00:37:04.200]   presentation where they're talking about how this Ebola went airborne from
[00:37:04.200 --> 00:37:10.400]   through the ventilation shaft okay this stuff is happening right now no one can
[00:37:10.400 --> 00:37:14.520]   explain how it's spreading no one can explain how these doctors are getting
[00:37:14.520 --> 00:37:17.080]   sick when these doctors go in there they're wearing hazmat suits they're
[00:37:17.080 --> 00:37:21.680]   spraying themselves down with Lysol and chlorine there's no reason for this
[00:37:21.680 --> 00:37:26.440]   many doctors we get sick we just had our fourth doctor die in Sierra Leone and
[00:37:26.440 --> 00:37:30.120]   we've got four doctors here to which have seemed to have recovered and two
[00:37:30.120 --> 00:37:34.760]   which are still sick one in Atlanta and the other in Nebraska so we've just
[00:37:34.760 --> 00:37:38.800]   brought it to the middle of the country why not and they're flushing it all down
[00:37:38.800 --> 00:37:44.040]   the toilet all the waste is going down the toilet so I guess they think they've
[00:37:44.040 --> 00:37:48.560]   got it under control Paul Watson let's finish up on Ebola and I want to play
[00:37:48.560 --> 00:37:51.440]   that clip again from the Nova presentation in case people missed it
[00:37:51.440 --> 00:37:54.440]   because we did play it earlier in the show and I think people need to hear
[00:37:54.440 --> 00:37:59.760]   this that they've known since 1989 that this thing can go airborne so how would
[00:37:59.760 --> 00:38:04.520]   you like to finish this up yeah I just want to mention I wrote a story on
[00:38:04.520 --> 00:38:08.260]   Friday about this German expert from the Institute of Tropical Medicine in
[00:38:08.260 --> 00:38:11.880]   Hamburg he basically gave some statements to Deutsch Well which is a
[00:38:11.880 --> 00:38:16.320]   major German publication he said that the Ebola virus in Sierra Leone and
[00:38:16.320 --> 00:38:21.360]   Liberia would only burn itself out when it's infected the entire population of
[00:38:21.360 --> 00:38:25.360]   those two countries and killed five million people and he basically said
[00:38:25.360 --> 00:38:29.720]   that all hope is lost for those two countries and that it's too late what's
[00:38:29.720 --> 00:38:34.760]   weird about it is literally within an hour of me publishing that report on
[00:38:34.760 --> 00:38:39.680]   InfoWars and giving it a headline worthy of the quotes that were actually in the
[00:38:39.680 --> 00:38:44.120]   article about five million people dying they changed not only the headline of
[00:38:44.120 --> 00:38:48.880]   the article but they removed the quotes from the article from this expert saying
[00:38:48.880 --> 00:38:53.920]   that five million people would die in Africa as a result of Ebola so it and
[00:38:53.920 --> 00:38:58.440]   there was no formal retraction that's the thing if you change a news article
[00:38:58.440 --> 00:39:02.600]   after the fact in such a major way you know this wasn't a spelling error or
[00:39:02.600 --> 00:39:07.080]   something it was a major retraction it was a change of the headline removing
[00:39:07.080 --> 00:39:10.020]   quotes that's right you don't only have to announce it you put a note saying hey
[00:39:10.020 --> 00:39:13.060]   we made a mistake he didn't actually say five million he said two hundred
[00:39:13.060 --> 00:39:17.280]   thousand which they didn't know that as a retraction they just left it they just
[00:39:17.280 --> 00:39:23.280]   removed it it was a I guess a piece of 1984 jargon and and what's interesting
[00:39:23.280 --> 00:39:29.000]   is that they say this thing's gonna double in about two weeks so they say
[00:39:29.000 --> 00:39:34.360]   20,000 people could be affected here by Friday but then that's gonna double and
[00:39:34.360 --> 00:39:39.460]   this thing just keeps going on and on and on and they have no way to really
[00:39:39.460 --> 00:39:45.600]   stop it there's no supposed vaccine if there will ever be a real vaccine if it
[00:39:45.600 --> 00:39:49.440]   doesn't help spread it I find it interesting too that as soon and I was
[00:39:49.440 --> 00:39:53.280]   watching this months ago when it first started happening the the villagers that
[00:39:53.280 --> 00:39:57.480]   they were treating were attacking these medical centers they were saying the
[00:39:57.480 --> 00:40:00.720]   doctors were helping spread this they were accusing them of it now I don't
[00:40:00.720 --> 00:40:05.080]   know if they were or if it was just this this case of them being superstitious
[00:40:05.080 --> 00:40:08.680]   but I find that very interesting that the villagers were freaking out that
[00:40:08.680 --> 00:40:11.560]   these health workers were here and that the virus just kept getting worse and
[00:40:11.560 --> 00:40:16.440]   worse now it could be a coincidence it could be but I don't know what do you
[00:40:16.440 --> 00:40:21.560]   think about that Paul I don't know Rob it's bizarre there's also a story about
[00:40:21.560 --> 00:40:26.840]   a black market treatment for Ebola which is now circulating in Africa which the
[00:40:26.840 --> 00:40:31.280]   WHO and the other health authorities are trying to clamp down on and eliminate so
[00:40:31.280 --> 00:40:35.560]   there's obviously a lot of concern from people in Africa that if there is a
[00:40:35.560 --> 00:40:38.920]   treatment for this which we know they've been working on it that they're not
[00:40:38.920 --> 00:40:43.000]   getting proper access to it so now they're having to go to the black market
[00:40:43.000 --> 00:40:46.960]   to try and get something which I don't know it may or may not work but the WHO
[00:40:46.960 --> 00:40:51.160]   is keen to clamp down on it so there's a lot of bizarre things going on behind
[00:40:51.160 --> 00:40:55.560]   the scenes and again with the media aspect there's a lot of massaging of the
[00:40:55.560 --> 00:40:59.760]   message I mean we know the CDC has been very reluctant to release any information
[00:40:59.760 --> 00:41:04.240]   on suspected Ebola sufferers in the United States and obviously that's the
[00:41:04.240 --> 00:41:08.520]   same in Germany and across the board also I wanted to mention the the
[00:41:08.520 --> 00:41:13.920]   advisory that the CDC put out to the airline staff to provide surgical masks
[00:41:13.920 --> 00:41:17.880]   to potential Ebola victims in order to quote reduce the number of droplets
[00:41:17.880 --> 00:41:23.320]   expelled into the air by talking sneezing or coughing not use compressed
[00:41:23.320 --> 00:41:27.520]   air which might spread infectious material through the air so at least to
[00:41:27.520 --> 00:41:31.200]   some extent they're also concerned about it spreading through the air and this
[00:41:31.200 --> 00:41:35.600]   was an advisory that was put out months ago and is still in effect so again it
[00:41:35.600 --> 00:41:39.200]   goes back to the speculation of whether it's gone airborne and that it's not
[00:41:39.200 --> 00:41:44.320]   just contractible via exchange of bodily fluids and we've got the video clip from
[00:41:44.320 --> 00:41:49.760]   the Nova program in the 90s talking about an 89 secret errat monkey
[00:41:49.760 --> 00:41:52.240]   eradication program that the United States government underwent let's go to
[00:41:52.240 --> 00:41:58.800]   that clip real quick in 1989 Ebola made its way to the US residents of this
[00:41:58.800 --> 00:42:03.800]   Washington DC suburb had no idea that one of the world's deadliest viruses had
[00:42:03.800 --> 00:42:07.080]   emerged in their midst
[00:42:07.080 --> 00:42:17.000]   in a primate quarantine unit in Reston Virginia monkeys and one of the holding
[00:42:17.000 --> 00:42:23.800]   rooms suddenly began to die secretly a military team entered the quarantine
[00:42:23.800 --> 00:42:29.360]   unit and killed all 60 monkeys in the infected room
[00:42:29.360 --> 00:42:43.720]   the crisis heightened as monkeys began to die in a different room it appeared
[00:42:43.720 --> 00:42:49.200]   that the virus was moving through the ventilating system in response the
[00:42:49.200 --> 00:42:56.360]   military killed all 400 monkeys there you go the military was involved in
[00:42:56.360 --> 00:43:00.040]   covering up a airborne transmission of Ebola we'll be right back you heard
[00:43:00.040 --> 00:43:03.720]   about the essential qualities of iodine when it comes to your well-being and
[00:43:03.720 --> 00:43:07.280]   you've read the opinions of top experts regarding this good member of the
[00:43:07.280 --> 00:43:11.680]   halogen family still reports indicate that iodine is absent in sufficient
[00:43:11.680 --> 00:43:15.400]   amounts from the daily lives of countless people worldwide now our
[00:43:15.400 --> 00:43:20.120]   extra-strength new nascent iodine formula is here survival shield x2
[00:43:20.120 --> 00:43:24.360]   leading the way into the next generation of super high quality nascent iodine
[00:43:24.360 --> 00:43:29.200]   InfoWars life survival shield x2 is derived from 200 plus million year old
[00:43:29.200 --> 00:43:33.840]   salt solutions found more than 7,000 feet below the earth's surface the result
[00:43:33.840 --> 00:43:37.880]   is a unique nascent iodine that is both concentrated and free of unwanted
[00:43:37.880 --> 00:43:41.800]   additives genetically modified ingredients and completely vegan we even
[00:43:41.800 --> 00:43:46.760]   pre-screen our survival shield x2 iodine for radiation pure clean and sourced
[00:43:46.760 --> 00:43:50.920]   from deep within the earth x2 nascent iodine is available exclusively at
[00:43:50.920 --> 00:43:58.920]   InfoWarsLife.com InfoWarsStore.com or call 1-888-253-3139
[00:43:58.920 --> 00:44:03.520]   what do you think about the FBI saying that there's a terror alert on Monday
[00:44:03.520 --> 00:44:07.840]   about a potential fortune situation the police are shoving people shoving Alex
[00:44:07.840 --> 00:44:13.660]   shoving the crowd whether it's the radio show the news websites documentary
[00:44:13.660 --> 00:44:17.080]   films or the nightly news InfoWars is the tip of the spear
[00:44:17.080 --> 00:44:20.160]   is this another false flight stage attack to take our civil liberties and
[00:44:20.160 --> 00:44:23.520]   put more homeless security are sticking their hands down on the streets it's up
[00:44:23.520 --> 00:44:27.640]   to us to set brush fires in the minds of men and women everywhere and that's what
[00:44:27.640 --> 00:44:32.840]   prison planet dot TV is designed to do you watch the Assad regime is going to
[00:44:32.840 --> 00:44:38.240]   be blamed or accused of using chemical weapons against the so-called rebels
[00:44:38.240 --> 00:44:42.480]   what we see now is a war against reality it's a war against the truth it's more
[00:44:42.480 --> 00:44:46.760]   vital than ever that supporters of freedom become members of prison planet
[00:44:46.760 --> 00:44:51.320]   dot TV and share their membership with up to 11 friends and family visit
[00:44:51.320 --> 00:44:56.400]   InfoWarsNews.com today become a member share your membership and help take the
[00:44:56.400 --> 00:45:01.600]   info war to the next level tell folks how you got introduced to super male and
[00:45:01.600 --> 00:45:05.600]   then when super female came out tell us what happened after I saw such a huge
[00:45:05.600 --> 00:45:09.600]   positive change in my husband I had to try it for myself talk about the effects
[00:45:09.600 --> 00:45:13.320]   I feel great when I wake up in the morning I have drive to go to the gym I
[00:45:13.320 --> 00:45:18.320]   feel like I look better I feel better I feel sexier I love it even if you don't
[00:45:18.320 --> 00:45:21.720]   believe in supplements take the challenge get a bottle of super male a
[00:45:21.720 --> 00:45:25.720]   bottle of super female check it out for yourself consult your physician visit
[00:45:25.720 --> 00:45:29.840]   InfoWarsLife.com today this is life-changing the government's
[00:45:29.840 --> 00:45:33.720]   Department of Homeland Security is buying up loads of ammo at the same time
[00:45:33.720 --> 00:45:38.040]   the restricting civilians rights to own and purchase firearms can you put two
[00:45:38.040 --> 00:45:42.680]   and two together infidel body armor can stop every round including hollow points
[00:45:42.680 --> 00:45:47.640]   and 308 sniper rounds is reasonably priced and fully legal but for how long
[00:45:47.640 --> 00:45:55.400]   go to infidel body armor comm spelled I n F ID EL body armor comm infidel body
[00:45:55.400 --> 00:46:01.640]   armor just won't quit from the water table to our soils to the atmosphere
[00:46:01.640 --> 00:46:06.200]   itself our world is becoming more and more toxic each and every day but it's
[00:46:06.200 --> 00:46:10.200]   not just the air outside that's toxic indoor air has been shown to have two to
[00:46:10.200 --> 00:46:13.600]   five times higher concentrations of pollutants than even outdoor air and
[00:46:13.600 --> 00:46:18.160]   most Americans spend 90% of their time inside using toxic chemicals within
[00:46:18.160 --> 00:46:21.760]   their homes there are more than 42 million smokers in the United States
[00:46:21.760 --> 00:46:26.160]   well over a thousand types of mold and mildew linked to numerous conditions and
[00:46:26.160 --> 00:46:29.360]   don't forget the fact that six million Americans live with pets they're
[00:46:29.360 --> 00:46:32.880]   allergic to as well when I began to research these statistics it was clear
[00:46:32.880 --> 00:46:37.560]   to me it was time to start cleansing my lungs in order to combat the toxic
[00:46:37.560 --> 00:46:41.140]   environment that we cannot escape but that we can fight back against made with
[00:46:41.140 --> 00:46:45.960]   organic and wild cultivated herbs and manufactured in the USA the new InfoWars
[00:46:45.960 --> 00:46:49.360]   Life lung cleanse is here in a convenient spray bottle that can be
[00:46:49.360 --> 00:46:53.080]   brought with you throughout any toxic environment now available exclusively at
[00:46:53.080 --> 00:46:59.840]   InfoWarsLife.com or by calling toll-free 888-253-3139
[00:46:59.840 --> 00:47:05.960]   coast to coast direct from Austin you're listening to the Alex Jones
[00:47:05.960 --> 00:47:09.320]   broadcasting network
[00:47:10.240 --> 00:47:21.800]   we are on the march the Empire is on the run Alex Jones and the GCN radio network
[00:47:21.800 --> 00:47:32.600]   when the bell begins to chime
[00:47:33.280 --> 00:47:43.280]   reflecting on my past life and it doesn't have much time
[00:47:43.280 --> 00:47:47.960]   that's right we don't have much time here on this earth so we need to spend
[00:47:47.960 --> 00:47:54.000]   it wisely we need to look at ourselves in the mirror and man up and when there
[00:47:54.000 --> 00:47:59.400]   problems out there we need to confront them that's how you got to live your
[00:47:59.400 --> 00:48:06.040]   life this is the Alex Jones show I'm your host Rob do riding with you for I
[00:48:06.040 --> 00:48:09.080]   guess for the next hour and ten minutes is gonna be Paul Joseph Watson as well
[00:48:09.080 --> 00:48:13.640]   riding shotgun we're gonna take your calls coming up at the end of this
[00:48:13.640 --> 00:48:17.560]   segment we're gonna start taking your calls eight seven seven seven eight nine
[00:48:17.560 --> 00:48:22.120]   Alex eight seven seven seven eight nine two five three nine and call us in with
[00:48:22.120 --> 00:48:25.920]   your questions on Ebola we're gonna start talking about ISIS here in a
[00:48:25.920 --> 00:48:31.240]   second even a little NFL on NFL worship day we're gonna talk a little bit about
[00:48:31.240 --> 00:48:35.800]   the NFL's FBI contingent they have a whole department dedicated to covering
[00:48:35.800 --> 00:48:39.320]   up scandals does it surprise you that these people also work with the federal
[00:48:39.320 --> 00:48:44.960]   government to get you on Obamacare and take away your guns doesn't surprise me
[00:48:44.960 --> 00:48:49.880]   now we might even get into some chemtrail news there was an interesting
[00:48:49.880 --> 00:48:55.800]   article that came out in CBS it was on Drudge Report about a mysterious streak
[00:48:55.800 --> 00:48:59.840]   of light in the Bay Area that morning people were talking about it and it
[00:48:59.840 --> 00:49:04.440]   reminded me of an article we posted on Friday and we'll get all we'll get to
[00:49:04.440 --> 00:49:11.080]   that all coming up in the next hour Paul we've got some interesting stuff going
[00:49:11.080 --> 00:49:18.720]   on with ISIS a few days ago the entire ISIS opposition was blown up in an
[00:49:18.720 --> 00:49:26.000]   explosion how convenient they were all sent to Mustafar and Anakin Skywalker
[00:49:26.000 --> 00:49:29.560]   came in with a lightsaber and just started slicing and dicing and then I
[00:49:29.560 --> 00:49:32.400]   guess blew up the station I mean at least that's how it happened in Star
[00:49:32.400 --> 00:49:37.240]   Wars episode 3 what do you make of that the entire leadership is just decimated
[00:49:37.240 --> 00:49:41.080]   with a bomb we got the footage running right now if you're watching on prison
[00:49:41.080 --> 00:49:45.520]   planet TV of Anakin about to take care of the guys who were supposed to be on
[00:49:45.520 --> 00:49:49.840]   his side yeah there he is taking care of him
[00:49:49.840 --> 00:49:55.920]   what do you make of all this I mean that was a really bizarre story I know these
[00:49:55.920 --> 00:49:59.640]   rebel groups like to blow each other up on a regular basis now there's a lot of
[00:49:59.640 --> 00:50:04.120]   infighting but it was quite bizarre that this mystery explosion just wiped out
[00:50:04.120 --> 00:50:09.440]   all of them there's also a really interesting article on ISIS called path
[00:50:09.440 --> 00:50:13.680]   to war then and now haunt Obama which is a New York Times article the top of
