[00:00.000 --> 00:21.000]  If you are receiving this transmission, you are the resistance.
[52:32.000 --> 52:38.000]  They are the most inexpensive food of any of the major groups out there.
[52:38.000 --> 52:41.000]  It's high quality and they deliver it when they say.
[52:41.000 --> 52:43.000]  I'm going to tell you again, they're like me.
[52:43.000 --> 52:45.000]  They're neurotic about being honest.
[52:45.000 --> 52:50.000]  I had their CEO on interviewing last night, haven't heard it yet.
[52:50.000 --> 52:53.000]  I talked to the owner and they just said, we can't help it, but just go ahead.
[52:53.000 --> 52:54.000]  I guess tell people.
[52:54.000 --> 52:59.000]  They've got two and a half weeks of food in right now at current sales rates, but it's exponential.
[52:59.000 --> 53:02.000]  They've got 18 wheelers and food coming in from all over the U.S.
[53:02.000 --> 53:06.000]  But they don't count that until it's in their warehouses and certified and everything.
[53:06.000 --> 53:08.000]  So they've got two and a half weeks of food.
[53:08.000 --> 53:09.000]  That's at current sales rates.
[53:09.000 --> 53:11.000]  It could be gone in two days at this level.
[53:11.000 --> 53:13.000]  You get your order in, you get it.
[53:13.000 --> 53:15.000]  There's a window that's closing.
[53:15.000 --> 53:22.000]  Do you imagine if the store shelves are already getting cleaned out in a lot of areas, especially around military bases as they know what's going on,
[53:22.000 --> 53:29.000]  that what's it going to be like in three, four, five months when this virus peaks here?
[53:29.000 --> 53:31.000]  And we hope that's not the case.
[53:31.000 --> 53:33.000]  So yes, I'm always selling horrible food.
[53:33.000 --> 53:37.000]  I'm saying you need it because the election and what's going on in the world and how we don't live on farms anymore.
[53:37.000 --> 53:39.000]  And I know how to skin a buck and run a trot line.
[53:39.000 --> 53:43.000]  But let me tell you, if I lived out in the woods, there wouldn't be many deer left pretty soon.
[53:43.000 --> 53:45.000]  That's about all I know how to do, shoot and kill deer.
[53:45.000 --> 53:46.000]  Okay.
[53:46.000 --> 53:53.000]  I know how to gut them and do all the rest of it and how to keep it, but I'm not like a mountain man or a hillbilly like my ancestors were.
[53:53.000 --> 53:56.000]  I mean, my dad knows how to do everything still.
[53:56.000 --> 53:58.000]  Electricity, plumbing, whole nine yards.
[53:58.000 --> 53:59.000]  You grew up on a farm.
[53:59.000 --> 54:00.000]  I don't know hardly any of that.
[54:00.000 --> 54:04.000]  And I'm like a astronaut compared to my children.
[54:04.000 --> 54:05.000]  I'm like a master engineer.
[54:05.000 --> 54:09.000]  I've been a bad dad in many ways, but it's the way the world works now.
[54:09.000 --> 54:10.000]  I'm here on air.
[54:10.000 --> 54:12.000]  I don't can't teach them all that stuff.
[54:12.000 --> 54:21.000]  We've skinned some bucks, we've run some trot lines, but they didn't teach me how to climb through the attic and run electricity and ACDC and all that like my dad did.
[54:21.000 --> 54:23.000]  So everybody needs toiletable foods.
[54:23.000 --> 54:24.000]  This is the best you're going to get.
[54:24.000 --> 54:27.000]  You can find stuff that costs four or five times more that tastes gourmet.
[54:27.000 --> 54:31.000]  This just tastes good and it's got good nutrients and it lasts a long time.
[54:31.000 --> 54:34.000]  Let me show you one more thing and I'm going to your calls.
[54:34.000 --> 54:37.000]  These suckers are heavy.
[54:37.000 --> 54:40.000]  I mean, I'm like, I'm doing a workout right here.
[54:40.000 --> 54:47.000]  Picking up one of these is you might want to have your husband do it.
[54:47.000 --> 54:49.000]  This is jam packed.
[54:49.000 --> 54:53.000]  These guys aren't playing games and you open it up like this.
[54:53.000 --> 54:56.000]  This is food for my food was getting delivered extra stuff.
[54:56.000 --> 54:59.000]  You got to get it open.
[54:59.000 --> 55:00.000]  I do this on air.
[55:00.000 --> 55:01.000]  I can't open.
[55:01.000 --> 55:02.000]  It's like the paper car.
[55:02.000 --> 55:07.000]  You get near and it's just full of all this delicious food.
[55:07.000 --> 55:11.000]  It's absolutely nutritious and isn't got additives and crap in it.
[55:11.000 --> 55:13.000]  It's just jam packed folks.
[55:13.000 --> 55:14.000]  It's so heavy.
[55:14.000 --> 55:16.000]  You don't go to the grocery store and find containers like this.
[55:16.000 --> 55:18.000]  It's all like little skimpy things ripping you off.
[55:18.000 --> 55:21.000]  And this is way cheaper than the grocery store in better quality.
[55:21.000 --> 55:24.000]  They've even had vice shows and they go, let's look at what Jones sells.
[55:24.000 --> 55:26.000]  They go, gosh, this is actually good food.
[55:26.000 --> 55:27.000]  Wow.
[55:27.000 --> 55:28.000]  Wow, this is good coffee.
[55:28.000 --> 55:30.000]  Yeah, what do you think we're doing here?
[55:30.000 --> 55:31.000]  This is what I use.
[55:31.000 --> 55:32.000]  This is what I do.
[55:32.000 --> 55:36.000]  Even, even if I was an evil person, I want to sell good stuff so you like me.
[55:36.000 --> 55:38.000]  But you left us cannot figure that out.
[55:38.000 --> 55:42.000]  You think treating somebody like you want to be treated as weak.
[55:42.000 --> 55:44.000]  You think it's dumb to have empathy.
[55:44.000 --> 55:49.000]  Just like you aren't in position to sell storeable food with the biggest company in the United States
[55:49.000 --> 55:53.000]  and be the biggest distributor for them because you don't have foresight left us.
[55:53.000 --> 55:54.000]  You're idiots.
[55:54.000 --> 55:56.000]  Sorry, I'm not left us right now.
[55:56.000 --> 55:58.000]  I'm the idiots advice and all of them.
[55:58.000 --> 55:59.000]  You're morons.
[55:59.000 --> 56:04.000]  And if stuff ever hits the fan, you don't know how to tie your shoelaces or wipe your ass or kick ass.
[56:04.000 --> 56:08.000]  I could take on 50 of you leftist crap heads.
[56:08.000 --> 56:09.000]  Anyways.
[56:09.000 --> 56:11.000]  And it's not because I'm tough.
[56:11.000 --> 56:13.000]  It's because you're a joke.
[56:13.000 --> 56:14.000]  I'm going off and left this round.
[56:14.000 --> 56:15.000]  I apologize.
[56:15.000 --> 56:26.000]  I just change.org has a actual petition to change the name of the virus from the Wuhan virus to the Kung flu virus.
[56:26.000 --> 56:27.000]  We put that on screen.
[56:27.000 --> 56:34.000]  You realize, and of course the left's making big jokes about it, the left's online laughing about everything because they've never lived in a crisis.
[56:34.000 --> 56:38.000]  They're all glow-in-the-dark little chicken necks that think it's all funny.
[56:38.000 --> 56:41.000]  Well, my and my family tend to be prepared.
[56:41.000 --> 56:42.000]  So I'm done.
[56:42.000 --> 56:44.000]  I promise I'm going right to your calls.
[56:44.000 --> 56:46.000]  Rhett and Anthony, please don't hung up.
[56:46.000 --> 56:48.000]  I don't know which call is more important.
[56:48.000 --> 56:55.000]  What about the store shelves, the military base or the things they have, the flus and the CDC won't test it.
[56:55.000 --> 56:56.000]  We're going to hit your calls.
[56:56.000 --> 57:02.000]  When we come back in two minutes, I promise, and I'm going to shut up, but just have your points and I'll move the next person.
[57:02.000 --> 57:08.000]  The point is, is that my patriot is not going to raise prices now.
[57:08.000 --> 57:12.000]  Infowarstore.com, we just send them the orders digitally every second they come in.
[57:12.000 --> 57:13.000]  It goes right into the feed.
[57:13.000 --> 57:15.000]  You get the best deals with us.
[57:15.000 --> 57:17.000]  They sell for even more distributors, but I've locked it in.
[57:17.000 --> 57:20.000]  Had to raise it a little bit because they've got to be able to buy food forward.
[57:20.000 --> 57:24.000]  But this is the best deal you're going to find at infowarstore.com.
[57:24.000 --> 57:28.000]  And yes, the money that comes in funds this operation to keep us in place.
[57:28.000 --> 57:36.000]  And I've got a little warehouse across the street from me with food for my own office, firearms and everything because I believe in being prepared.
[57:36.000 --> 57:43.000]  I'm just selling you what I've already done and you know to take action because the food is already running out because this could be the big one.
[57:43.000 --> 57:55.000]  Go to infowarstore.com and get your ready hour food down.
[58:13.000 --> 58:15.000]  And the incredible SilverSol formula.
[58:15.000 --> 58:18.000]  Infowar's silver cream was triple duty.
[58:18.000 --> 58:23.000]  Supporting the beautifying and protecting of the skin in a fast, non-greasy formula.
[58:23.000 --> 58:25.000]  Small and easily stored.
[58:25.000 --> 58:31.000]  It can support dry and damaged skin to reduce fine lines and wrinkles while smoothing and softening calluses.
[58:31.000 --> 58:37.000]  With none of the harmful ingredients found in other formulas, you can be sure this silver cream is hard at work.
[58:37.000 --> 58:39.000]  Promoting the healing of your skin.
[58:39.000 --> 58:43.000]  If you don't miss out on the new SilverSol powered, can't miss formula.
[58:43.000 --> 58:49.000]  Get the Infowar's super silver cream today.
[58:49.000 --> 58:52.000]  It's no secret that our daily lives are becoming more stressful.
[58:52.000 --> 58:57.000]  No matter what side of the political spectrum you're on, we're all feeling the strain from rising pressure.
[58:57.000 --> 59:02.000]  That's why we worked hard to create a new formula to support your fight against stress in your hectic day.
[59:02.000 --> 59:06.000]  Chillforce is our solution for a true, healthy, relaxation support formula.
[59:06.000 --> 59:14.000]  As the long-awaited sister formula to Brainforce Plus, this formula includes powerful ingredients and time-tested practices to help fight your stress levels.
[59:14.000 --> 59:19.000]  It's time to take a breather. Get Chillforce today at InfowarStore.com.
[59:19.000 --> 59:23.000]  Since the beginning, Secret 12 has been one of our most popular formulas.
[59:23.000 --> 59:28.000]  Now we're bringing you an all-new version of your favorite formula to help you reach your energy peak.
[59:28.000 --> 59:37.000]  Secret 12 from Infowar's life takes advantage of the most effective and expensive form of B12 available, methylcobalamin, to provide you with twice the B12.
[59:37.000 --> 59:44.000]  Altra 12 can help make DNA, support the body's energy production, and help produce healthy blood cells while assisting proper nervous system function.
[59:44.000 --> 59:59.000]  Support your energy levels and take advantage of the superior form of B12 today with Altra 12.
[1:00:14.000 --> 1:00:34.000]  All we can see for miles and miles and miles, I'm Alex Jones, live coverage of whatever the hell's going on in China and the huge cover-up going on,
[1:00:34.000 --> 1:00:41.000]  but the massive clampdown we see. So, Rhett is in Florida Military Police near Air Force Base, says the store shelves going empty.
[1:00:41.000 --> 1:00:44.000]  Rhett, thanks for calling. Thanks for holding. Tell us what you're witnessing.
[1:00:44.000 --> 1:00:54.000]  Hey, former military police with the Army, what we're noticing is, on Monday night, we went to actually just go stock up on water, because we're supposed to be stocked if anywhere in Florida.
[1:00:54.000 --> 1:01:06.000]  And when we went into Sam's Club, we actually noticed that the waters, all the pallets, Don Sonny, Members Mark, all the different brands, the only thing that was left was the equivalent of one pallet.
[1:01:06.000 --> 1:01:12.000]  When we went in also, when we were standing there, there was two military guys standing there, loading up an entire cart.
[1:01:12.000 --> 1:01:19.000]  I'm talking up to the top with water, and then they were quietly saying, I think it's enough right now. Let's go ahead and get this out of here.
[1:01:19.000 --> 1:01:26.000]  When we walked through the store, dog food was gone, strikeaway matches were gone, surgical masks were gone.
[1:01:26.000 --> 1:01:36.000]  We went into the surrounding Walmart, here in Fort Walton Beach, which is next to Eglin Air Force Base, and also Herbert Field, where the Special Forces Operations Command is.
[1:01:36.000 --> 1:01:48.000]  Also, we have a lot of defense contractors here, everyone that you can imagine, and the T-light candles, the matches, surgical masks, and also even the canned goods are running low.
[1:01:48.000 --> 1:01:55.000]  And not just that one Walmart or Fort Walton Beach, but also in Navarre, which is surrounding these military bases.
[1:01:55.000 --> 1:02:06.000]  It's not just us that's noticing it. It's also other business owners that we know, people that own flower shops that were actually going to Sam's Club today and yesterday,
[1:02:06.000 --> 1:02:14.000]  who actually said that aate of water is missing, and they noticed it too. It looks like Hurricane Michael, but it's not as loud.
[1:02:14.000 --> 1:02:25.000]  So it's not like you're seeing big red flashing lights. They were here to take everything. It's like they're just quietly, things are just quietly disappearing, and they have disappeared.
[1:02:25.000 --> 1:02:36.000]  So when you get on the Sam's Club app, you can actually look and see, when you get on a Walmart app and you look at strikeaway matches, for instance, in this area, they're even out on the actual Walmart and Sam's Club apps.
[1:02:36.000 --> 1:02:41.000]  So that's something that we noticed. It's not paranoia. It's just looking at it and putting.
[1:02:41.000 --> 1:02:49.000]  Well, you just said that perfectly. I'm just noticing this the last few days, because I call the food distributors, they go, yeah, we're surprised you didn't call.
[1:02:49.000 --> 1:02:59.000]  Everybody's selling out institutional government buyers. And I had the CEO on yesterday. I haven't aired it yet. I taped it last night at like, you know, eight at night, night at night.
[1:02:59.000 --> 1:03:08.000]  And in fact, I should just go ahead and probably start airing some of the interview later. I was playing a player in the war room, and he talks about the U.S. government agency, the main procurement agency,
[1:03:08.000 --> 1:03:16.000]  above FEMA, just said, we want everything you've got. And they learned that the government's buying up what everybody else has. Everybody else is just selling.
[1:03:16.000 --> 1:03:21.000]  It's not that we're against the government, but we believe the people, and that's why with my patriot, should be able to get the food.
[1:03:21.000 --> 1:03:29.000]  And so that's really happening. And now you're calling in with this, because you're near those military bases, they know something the public doesn't know.
[1:03:29.000 --> 1:03:33.000]  And I think it's clear. I think this is going to end up being pretty serious, probably.
[1:03:33.000 --> 1:03:42.000]  There is something else that's kind of just something to look at. We have Kratos, Lockheed, Martin, Bowling. We have Mag Aerospace.
[1:03:42.000 --> 1:03:49.000]  There's a lot of defense contractors and people who basically are what we would consider spooks, you know, spook contractors.
[1:03:49.000 --> 1:03:57.000]  What we noticed is, is not only has special forces, people that we know that weren't supposed to deploy until the end of the year, they're gone.
[1:03:57.000 --> 1:04:02.000]  They just often left over the last few days. I mean, just they're like, hey, we had to leave out.
[1:04:02.000 --> 1:04:12.000]  Then on top of that, when we actually go down in some of these areas and you see the parking lots where these defense contractors used to have a ton of cars in there and normally they're packed.
[1:04:12.000 --> 1:04:17.000]  Like today, they're fined. Parking lots are about a quarter to a half full right now.
[1:04:17.000 --> 1:04:23.000]  And part of that's the buildup in the Middle East with Iran, the 20,000, but that's not going to cause that where you're at.
[1:04:23.000 --> 1:04:33.000]  Exactly. This is bigger. And that's actually the information I have that I haven't released yet. And I just, I keep trying to decide whether or not I should release this information.
[1:04:33.000 --> 1:04:38.000]  But God bless you, sir. Thank you for the information, Rhett.
[1:04:38.000 --> 1:04:44.000]  All right, we come back. Anthony in Detroit. White was from China. He has hallucinative CDs. He's refusing to test.
[1:04:44.000 --> 1:04:56.000]  That's exactly what Mike Adams was confirming a few days ago. Back in 60 seconds, please stay with us.
[1:04:56.000 --> 1:05:07.000]  Allergies, dander, asthma, germs, toxins. There are many reasons why we need to think about what is really in the air around us.
[1:05:07.000 --> 1:05:20.000]  We may not be able to stop breathing, but we can control what's in the air we breathe. The revolutionary Alexa Pure Breeze air filtration system is a powerful ally in the fight against the dangerous toxins and viruses in the air.
[1:05:20.000 --> 1:05:27.000]  Powerful, quiet and effective, the breeze uses a four step purification process to help you breathe easier and cleaner.
[1:05:27.000 --> 1:05:36.000]  Similar systems could cost hundreds to even thousands of dollars, but the Alexa Pure Breeze air purification is the best and most affordable bar none.
[1:05:36.000 --> 1:05:44.000]  The breeze in the ion cluster patented technology used in the system, eliminate up to 99.97% of airborne contaminants.
[1:05:44.000 --> 1:05:50.000]  Get the Alexa Pure Breeze today and save big on a world class air filtration system for your home.
[1:05:50.000 --> 1:06:18.000]  Don't keep breathing toxic or dangerous air. Get this special today at InfoWarsStore.com.
[1:06:18.000 --> 1:06:23.000]  200 Japanese citizens evacuated from Wuhan arrived in Tokyo Wednesday morning.
[1:06:23.000 --> 1:06:31.000]  Meantime, the United Arab Emirates just confirmed the first case of coronavirus in the Middle East.
[1:06:31.000 --> 1:06:41.000]  The disease has now been detected in at least 16 countries. In China, where the outbreak began, the death toll now stands at 132.
[1:06:41.000 --> 1:06:52.000]  With nearly 6,000 confirmed cases. KPI X5's Betty Yu is at SFO, where one major airline is taking drastic action tonight.
[1:06:52.000 --> 1:07:06.000]  Already, United Airlines has suspended 24 flights between the U.S. including here at SFO and Beijing, Shanghai and Hong Kong between February 1st and 8th due to what they say is a significant decline in demand.
[1:07:06.000 --> 1:07:14.000]  Meanwhile, CBS News is reporting that the White House is considering suspending all flights between the U.S. and China.
[1:07:14.000 --> 1:07:23.000]  Tonight in the international terminal at SFO, it wasn't hard to find travelers returning or leaving for flights wearing face masks.
[1:07:23.000 --> 1:07:31.000]  Everybody's kind of nervous. Yeah, and people are buying masks. Where did you just come from? From Taiwan.
[1:07:31.000 --> 1:07:39.000]  Federal health officials here in the U.S. are expanding screening for the virus to 18 major airports and two land border crossings.
[1:07:39.000 --> 1:07:47.000]  What we ask is that anyone who has traveled to China within the last 14 days to watch carefully for symptoms.
[1:07:47.000 --> 1:07:56.000]  And if you've traveled and you develop fever and respiratory symptoms like cough or shortness of breath, we ask you to call your provider.
[1:07:56.000 --> 1:08:06.000]  While there are no reported cases of the new coronavirus in the Bay Area, Santa Clara County's Public Health Department has formed two quick response teams just in case.
[1:08:06.000 --> 1:08:11.000]  Abby Alfonso is leaving for the Philippines tonight for a month.
[1:08:11.000 --> 1:08:17.000]  I think it's just important that everyone, you know, takes extra precautions, especially around crowded places like airports.
[1:08:17.000 --> 1:08:20.000]  It's never too bad to be safe.
[1:08:20.000 --> 1:08:26.000]  Even though we've seen...
[1:08:26.000 --> 1:08:30.000]  So they start out by saying, oh, there's just lack of demand. That's why they're not going to China.
[1:08:30.000 --> 1:08:40.000]  While British Airways and all the rest of them basically are saying they're ending all flights to China as virus spreads to Middle East, Europe, and onward.
[1:08:40.000 --> 1:08:48.000]  No cases in Russia yet. Japan's got cases. It's all over the U.S. is getting more and more cases.
[1:08:48.000 --> 1:08:51.000]  We're on to your calls right now.
[1:08:51.000 --> 1:08:59.000]  I just want to point out that this is either some big worldwide health U.N. drill.
[1:08:59.000 --> 1:09:05.000]  And they've decided to hype a real virus but make it a huge deal for a drill for a mega outbreak down the road.
[1:09:05.000 --> 1:09:13.000]  And they've decided now to create fear to push vaccines, which we know they brag and say they're going to do with pandemics.
[1:09:13.000 --> 1:09:22.000]  And they've had an over-response while saying it's not a big deal to test the public.
[1:09:22.000 --> 1:09:25.000]  Or this thing is a lot worse than they're saying.
[1:09:25.000 --> 1:09:35.000]  And I've experienced these new designer pneumonia's because I hardly ever get sick.
[1:09:35.000 --> 1:09:37.000]  I haven't had a fever in over four years.
[1:09:37.000 --> 1:09:47.000]  Six years ago when my uncle and my dad's uncle and my cousin all died because they all lived in the same three ranch houses on top of Hill or family ranch.
[1:09:47.000 --> 1:09:53.000]  I just ignored it and was coughing and wheezing for several months.
[1:09:53.000 --> 1:10:02.000]  And I finally guzzled a super dose like three bottles of total silver, which I'm sure was not good for my liver or kidneys.
[1:10:02.000 --> 1:10:08.000]  A lot of it's not good for you folks, but desperate times, different measures, and it finally went away.
[1:10:08.000 --> 1:10:10.000]  My dad was really sick.
[1:10:10.000 --> 1:10:13.000]  And I went and poured aggressively bottles down him.
[1:10:13.000 --> 1:10:15.000]  And my mom's like, that's dangerous at that level.
[1:10:15.000 --> 1:10:17.000]  What are you doing? It doesn't say that on the bottle.
[1:10:17.000 --> 1:10:18.000]  And I just said, these are really nice.
[1:10:18.000 --> 1:10:20.000]  But mom, I said, mom, shut up.
[1:10:20.000 --> 1:10:22.000]  I said, he's been taking antibiotics.
[1:10:22.000 --> 1:10:23.000]  Everything is not helping him.
[1:10:23.000 --> 1:10:26.000]  And I poured three bottles down him as well over three days.
[1:10:26.000 --> 1:10:30.000]  He pissed green, but he lived.
[1:10:30.000 --> 1:10:36.000]  So all I'm telling you is, is that people need to be prepared and they need to be ready.
[1:10:36.000 --> 1:10:39.000]  And something big is going on.
[1:10:39.000 --> 1:10:40.000]  And I think everybody can feel it.
[1:10:40.000 --> 1:10:41.000]  Everybody knows it.
[1:10:41.000 --> 1:10:43.000]  And it's about crashing the economy.
[1:10:43.000 --> 1:10:44.000]  We know that.
[1:10:44.000 --> 1:10:46.000]  And that's a whole other subject I'll get to later.
[1:10:46.000 --> 1:10:47.000]  We're going to go to your calls.
[1:10:47.000 --> 1:10:48.000]  There's so many amazing calls here.
[1:10:48.000 --> 1:10:52.000]  We look what people are talking about here.
[1:10:52.000 --> 1:10:55.000]  Jen, friends in quarantine in China has intel and virus.
[1:10:55.000 --> 1:10:56.000]  Jim, we're going to go to you.
[1:10:56.000 --> 1:10:57.000]  Victor, general caller on hospitals.
[1:10:57.000 --> 1:10:59.000]  I can prepare this.
[1:10:59.000 --> 1:11:03.000]  Health care provider, hospital, local case of a possible case of coronavirus.
[1:11:03.000 --> 1:11:06.000]  Alex, delivery worker to all major stores, shortages.
[1:11:06.000 --> 1:11:07.000]  That's a key call.
[1:11:07.000 --> 1:11:08.000]  These are all key.
[1:11:08.000 --> 1:11:13.000]  Anthony, Detroit, wife is from China has flu symptoms going to him first.
[1:11:13.000 --> 1:11:16.000]  David, Tennessee, travels to China has intel.
[1:11:16.000 --> 1:11:18.000]  AJ, I'm not going to go through it all.
[1:11:18.000 --> 1:11:19.000]  Grace, we're going to all of you.
[1:11:19.000 --> 1:11:20.000]  Thank you for calling.
[1:11:20.000 --> 1:11:22.000]  This is amazing.
[1:11:22.000 --> 1:11:23.000]  Anthony in Detroit.
[1:11:23.000 --> 1:11:24.000]  Thanks for calling.
[1:11:24.000 --> 1:11:25.000]  Thanks for holding.
[1:11:25.000 --> 1:11:27.000]  Please tell us what's happened.
[1:11:27.000 --> 1:11:29.000]  Good Lord, Alex.
[1:11:29.000 --> 1:11:31.000]  Absolutely.
[1:11:31.000 --> 1:11:36.000]  So I recently went to China for the American New Years.
[1:11:36.000 --> 1:11:39.000]  So that was January, December 28.
[1:11:39.000 --> 1:11:41.000]  We came back on the 1st or the 2nd.
[1:11:41.000 --> 1:11:45.000]  My wife then traveled back to Beijing and then came back here.
[1:11:45.000 --> 1:11:50.000]  So this stuff's been going around since October from what I know.
[1:11:50.000 --> 1:11:53.000]  And basically I came down with flu symptoms.
[1:11:53.000 --> 1:11:57.000]  First, my throat started scratching, I woke up one morning, I could barely breathe.
[1:11:57.000 --> 1:12:01.000]  So I go ahead and set a schedule with my doctor who refuses to say,
[1:12:01.000 --> 1:12:03.000]  we can't even test for it here at the doctor's office.
[1:12:03.000 --> 1:12:07.000]  They said they couldn't take a sputum sample, which just sounded ridiculous to me.
[1:12:07.000 --> 1:12:09.000]  But either way.
[1:12:09.000 --> 1:12:12.000]  So then I went to another emergency clinic after that.
[1:12:12.000 --> 1:12:15.000]  And then they did the test there and sent it off to the CDC.
[1:12:15.000 --> 1:12:18.000]  I just got word back that they will not move on with any tests.
[1:12:18.000 --> 1:12:20.000]  If you have not been to those regions,
[1:12:20.000 --> 1:12:25.000]  therefore, if anybody travels from China and then passes the virus to somebody else,
[1:12:25.000 --> 1:12:27.000]  they will not test that person.
[1:12:27.000 --> 1:12:30.000]  And so basically it's just going to let it go rampant.
[1:12:30.000 --> 1:12:34.000]  I even have the call on record and talking with the fellow from the CDC.
[1:12:34.000 --> 1:12:37.000]  And I mean, it's just wild.
[1:12:37.000 --> 1:12:38.000]  And he even agreed with me.
[1:12:38.000 --> 1:12:40.000]  He's like, they're just going to let it go crazy.
[1:12:40.000 --> 1:12:46.000]  I mean, he was suggesting that that's what would happen if we go about it
[1:12:46.000 --> 1:12:48.000]  and the route that they're going about it.
[1:12:48.000 --> 1:12:51.000]  So I just wanted to call in and let you guys know what's going on.
[1:12:51.000 --> 1:12:53.000]  I figured it would be a good thing to know.
[1:12:53.000 --> 1:12:56.000]  Well, I'm not an engineer and I don't own a major testing lab.
[1:12:56.000 --> 1:12:59.000]  But when Mike said that, I looked it up and they even saw an article about it.
[1:12:59.000 --> 1:13:03.000]  Mike Adams, who's hosting the fourth hour.
[1:13:03.000 --> 1:13:06.000]  They're not sending out the code because they can, you know,
[1:13:06.000 --> 1:13:08.000]  test viruses down very quickly with computers.
[1:13:08.000 --> 1:13:12.000]  They're not sending its breakdown so people can't test for it.
[1:13:12.000 --> 1:13:15.000]  Why the hell would the CDC be doing that?
[1:13:15.000 --> 1:13:17.000]  Because they don't want people to know the virus is all over the place.
[1:13:17.000 --> 1:13:19.000]  Like Pachinik said.
[1:13:19.000 --> 1:13:20.000]  And by the way, he didn't just make that up.
[1:13:20.000 --> 1:13:21.000]  Like, where's Pachinik?
[1:13:21.000 --> 1:13:22.000]  He's almost dead.
[1:13:22.000 --> 1:13:23.000]  He can't come on.
[1:13:23.000 --> 1:13:24.000]  Sorry.
[1:13:24.000 --> 1:13:25.000]  He finally got on.
[1:13:25.000 --> 1:13:26.000]  I was like, damn, he looks 10 years older.
[1:13:26.000 --> 1:13:28.000]  Heads all shaved last night.
[1:13:28.000 --> 1:13:32.000]  And he almost died from what he believes is the same virus out of China.
[1:13:32.000 --> 1:13:34.000]  Because he was meeting with the Chinese on that.
[1:13:34.000 --> 1:13:36.000]  So, and I know there's a lot of stuff in Asia, believe me.
[1:13:36.000 --> 1:13:38.000]  He sent me photos when he was in North Korea.
[1:13:38.000 --> 1:13:40.000]  People said, that sounds like hype.
[1:13:40.000 --> 1:13:43.000]  No, no, it's already been here for a while.
[1:13:43.000 --> 1:13:45.000]  And I think it's already building exponentially.
[1:13:45.000 --> 1:13:49.000]  And I think that's why there's, what do you gut level things going on here?
[1:13:49.000 --> 1:13:50.000]  I mean, you got really sick from it.
[1:13:50.000 --> 1:13:51.000]  You think it's real?
[1:13:51.000 --> 1:13:54.000]  I mean, I think it's real what they're doing.
[1:13:54.000 --> 1:13:57.000]  I think that they're just going to try to let it go rampant.
[1:13:57.000 --> 1:14:02.000]  I mean, instead of trying to take care of the situation, which blows my mind.
[1:14:02.000 --> 1:14:04.000]  And then they'll blame Trump.
[1:14:04.000 --> 1:14:06.000]  I'm sure they will.
[1:14:06.000 --> 1:14:08.000]  Because you know they're telling them everything's fine.
[1:14:08.000 --> 1:14:10.000]  But suddenly you hear, he wants to cancel all flights.
[1:14:10.000 --> 1:14:15.000]  Remember how they bitch when he canceled flights from six countries that don't even have passport programs?
[1:14:15.000 --> 1:14:17.000]  They literally are just run by jihadis.
[1:14:17.000 --> 1:14:18.000]  They have dirt airways.
[1:14:18.000 --> 1:14:22.000]  So the people take off from that country on a dirt runway, fly into another,
[1:14:22.000 --> 1:14:27.000]  and then get on with a passport issued by their Imam that he wipes his ass with.
[1:14:27.000 --> 1:14:28.000]  Sorry, it's true.
[1:14:28.000 --> 1:14:29.000]  And then they're here.
[1:14:29.000 --> 1:14:33.000]  And Trump said, no, you're not flying from caveman world here.
[1:14:33.000 --> 1:14:35.000]  And the judges tried to block him.
[1:14:35.000 --> 1:14:36.000]  Remember that?
[1:14:36.000 --> 1:14:39.000]  I wonder if judges would block Trump now if he banned all flights from China,
[1:14:39.000 --> 1:14:42.000]  which I think is imminent if the president's doing his job.
[1:14:42.000 --> 1:14:45.000]  Well, it's just wild what they're doing up in.
[1:14:45.000 --> 1:14:48.000]  It's just wild what they're doing with the government right now.
[1:14:48.000 --> 1:14:49.000]  It just blows my mind.
[1:14:49.000 --> 1:14:51.000]  You know, it's like a soap opera or something.
[1:14:51.000 --> 1:14:52.000]  It is.
[1:14:52.000 --> 1:14:54.000]  The government is in a state of civil war.
[1:14:54.000 --> 1:14:55.000]  Yes, sir.
[1:14:55.000 --> 1:14:58.000]  It's the government in a civil war with globalist versus Americana.
[1:14:58.000 --> 1:14:59.000]  Thank you so much.
[1:14:59.000 --> 1:15:00.000]  God bless you.
[1:15:00.000 --> 1:15:01.000]  All right.
[1:15:01.000 --> 1:15:03.000]  We only went to one color that segment because I had to play that clip.
[1:15:03.000 --> 1:15:06.000]  I promise we're taking at least three colors when we come back.
[1:15:06.000 --> 1:15:08.000]  And these colors are amazing.
[1:15:08.000 --> 1:15:10.000]  And I'm going to call them back to you.
[1:15:10.000 --> 1:15:11.000]  We have a doctor.
[1:15:11.000 --> 1:15:13.000]  He's a nurse on the young people.
[1:15:13.000 --> 1:15:17.000]  He's an ER nurse on virus hospitals are preparing grace a J health worker
[1:15:17.000 --> 1:15:19.000]  viral phenomenon spreading locally.
[1:15:19.000 --> 1:15:20.000]  Travels of China.
[1:15:20.000 --> 1:15:22.000]  China on business frequently.
[1:15:22.000 --> 1:15:25.000]  The next call we're going to go to is Jen in Utah.
[1:15:25.000 --> 1:15:26.000]  We come back from break.
[1:15:26.000 --> 1:15:29.000]  Friend is quarantined in China has intel on virus.
[1:15:29.000 --> 1:15:31.000]  Can't wait to talk to Jen and others.
[1:15:31.000 --> 1:15:32.000]  Everybody stay there.
