[00:00.000 --> 00:02.000]  We've got it
[28:49.500 --> 29:01.500]  And Snoop Dogg sits there with the system and again Viacom, CBS, MTV, Sumner Redstone, the same people that have these fake characters attacking myself and the president
[29:01.500 --> 29:11.500]  Putting words in our mouths on shows like Homeland and he goes out there knowingly to pimp not just black people but everybody else
[29:11.500 --> 29:26.500]  And then young people think it's so hard to act all confident and fuggish and snake like, it's just so low and so pathetic and so unmanly and so cowardly and so dishonorable
[29:26.500 --> 29:35.500]  Snoop Dogg, Alec Baldwin, this other punk actor, all of them are just parasites who know full well what they're doing
[29:35.500 --> 29:40.500]  We've got Paul Joseph Watson's breakdown of that coming up on the other side
[29:40.500 --> 29:44.500]  We're on the march, the Empire's on the run
[29:44.500 --> 30:10.500]  Alex Jones and the GCN Radio Network
[30:10.500 --> 30:15.500]  You all can identify others by matching a photo of them with their Facebook profile
[30:15.500 --> 30:19.500]  It scans more than a billion images per second
[30:19.500 --> 30:26.500]  You can find a person on the street, run their image through the app and find out exactly who that person is
[30:26.500 --> 30:36.500]  This will launch on iOS, March 21st, but it's already been tested on more than 10,000 images to date with a 70% accuracy
[30:36.500 --> 30:46.500]  Is this the end of Autonomous Societies? If you're concerned about spy news, you need to tune in to the Alex Jones Show at infowars.com
[30:46.500 --> 31:07.500]  It's not just our water we need to filter, it's not just our food that needs to be cleaned, it's the air we're breathing, especially for our children
[31:07.500 --> 31:18.500]  The Alexa Pure Groundbreaking Water Filtration Systems have now developed Alexa Pure Breeze, whether it's your home or office, you owe it to yourself, your coworkers, your family, your children
[31:18.500 --> 31:21.500]  To the best job you can to purify your air
[31:21.500 --> 31:29.500]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most of the toxic effects for themselves
[31:29.500 --> 31:31.500]  The general public doesn't
[31:31.500 --> 31:38.500]  Alexa Pure Breeze would be a steal at $300, $400, $500. One of these systems can keep 800 square feet incredibly clean
[31:38.500 --> 31:45.500]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job
[31:45.500 --> 31:51.500]  Find out why this system is so revolutionary today at infowarsstore.com
[31:51.500 --> 32:01.500]  Today we call it bone broth and for thousands of years our ancestors enjoyed its benefits before it became a loss to our modern diet of processed junk
[32:01.500 --> 32:13.500]  We are now introducing Caveman by infowarslife.com, the ultimate in true paleo nutrition with bone broth, turmeric root, shaga mushroom and seven total primal superfoods in a single great tasting formula
[32:13.500 --> 32:19.500]  Caveman, it's those people living in the wilds having to actually build civilization that are our superior ancestors
[32:19.500 --> 32:21.500]  We do everything we can to recapture them
[32:21.500 --> 32:29.500]  Everyone knew that you used all the parts of the animal, you used the meat for sustenance, the fat for cooking, but you used the bones for strength
[32:29.500 --> 32:37.500]  From the outside structure full of minerals and key cofactors to the marrow that produces the blood for the body, this is the engine of the life essence
[32:37.500 --> 32:45.500]  I'm a long way from the caveman my ancestors were, but I'm sure as hell trying to get back to that essence that made us what we were and this is a big part of it
[32:45.500 --> 32:50.500]  I know you're going to want to check out caveman ultimate paleo formula for yourself in ForwarsLife.com today
[33:16.500 --> 33:21.500]  Back week night 7 o'clock, Central Info Wars Nightly News, Sundays 4-6pm I do a live transmission
[33:21.500 --> 33:31.500]  Coming up in our future I plan on launching more live transmissions, more live broadcasts because we have absolutely got to intensify our attacks on the globalist
[33:31.500 --> 33:36.500]  We have to PRESS THE ATTACK!
[33:36.500 --> 33:46.500]  Alright, let's get into the news here because there is a lot of it and I want to give Paul Watson's report and more
[33:46.500 --> 33:56.500]  I am a realist, I'm also a pragmatist and you have to understand as a real pragmatist I understand the globalists are not going to give us quarter
[33:56.500 --> 34:02.500]  They're not negotiating with us, they're not backing off, they're not giving in
[34:02.500 --> 34:10.500]  They intend to bring down modern civilization, they intend to cause massive force population reduction, that's their stated goal
[34:10.500 --> 34:19.500]  And dependency is the problem and I understand Trump wants to prove the establishment wrong and actually wants to fix Obamacare and make a better system
[34:19.500 --> 34:31.500]  But it's still redistribution of wealth from the middle class, from the working class, from the rich to people that in many cases are not working
[34:31.500 --> 34:39.500]  Yes Obamacare is far worse, yes it was meant to destroy the system, yes as Trump says we've got to do this now to prop it up
[34:39.500 --> 34:48.500]  But you can't have a house that's already half burned down and then just put the fire out and then move back into the burned out house
[34:48.500 --> 34:51.500]  Just let the thing burn down folks
[34:51.500 --> 34:59.500]  Obama was going to replace it with a bigger scam and more social control and big corporations managing it
[34:59.500 --> 35:04.500]  Corporate government rule is the globalist model, that's why the Republicans helped write the thing
[35:04.500 --> 35:09.500]  And what Paul Ryan is putting through is sickening
[35:09.500 --> 35:16.500]  And he sits there and lectures everybody and says that we're all going to be screwed if we don't do this and healthcare is going to collapse
[35:16.500 --> 35:24.500]  It was designed to collapse, so a lighter version of it bro is a scam
[35:24.500 --> 35:30.500]  Paul Ryan replaces Obamacare's insurance penalties with even larger penalties
[35:33.500 --> 35:40.500]  This is the first time that Trump is actually trying to appeal the actual leftist voters out there
[35:40.500 --> 35:50.500]  And I said look I get sitting $25 billion to the black colleges to try to actually empower groups that have been annihilated by the MTV culture and the rest of it
[35:50.500 --> 35:55.500]  But the media just totally ignores it
[35:55.500 --> 36:00.500]  Just like this plan that's a better version of Obamacare
[36:00.500 --> 36:06.500]  Still a globalist operation
[36:06.500 --> 36:12.500]  So quite frankly 50 plus days in I was surprised that Trump had pretty much a perfect record
[36:12.500 --> 36:17.500]  But this is not good
[36:17.500 --> 36:26.500]  And Rand Paul is absolutely right, you have Michael Savage coming up later to break all this down
[36:26.500 --> 36:30.500]  Before I go any further, the bottom line is this
[36:30.500 --> 36:42.500]  We can't give up because the globalists aren't going to leave us alone, they're never going to stop trying to go after productive, strong, upright people of every color of every creed of the human race
[36:42.500 --> 36:47.500]  And we have to get aggressive and we have to be politically involved
[36:47.500 --> 36:53.500]  But we're designed to be that way, it's the animating contest, it's not like I'm asking people to go out and bust rocks
[36:53.500 --> 36:58.500]  We can't let these scumbags win, we can't roll over and give up
[36:58.500 --> 37:06.500]  And it's so unfulfilling to just go be a self-serving person that goes to the movies and goes to the bar and goes and plays pool every day
[37:06.500 --> 37:14.500]  Or goes and lays out at the beach and reads novels and screws around and enjoys themselves, that is the most empty lifestyle in the world
[37:14.500 --> 37:19.500]  I've gone through periods when I was like that
[37:19.500 --> 37:27.500]  Maybe when I was 19, had decent jobs, making money, dating girls
[37:27.500 --> 37:33.500]  But I knew bad stuff was going on in the world, I had to stand up against it, it was an instinct, it was a spirit
[37:33.500 --> 37:40.500]  It had to be done and we have to rekindle that spirit, that's what the enemy is trying to demoralize us constantly
[37:40.500 --> 37:44.500]  And trying to break us down and trying to tell us we're ugly and failed and give up
[37:44.500 --> 37:52.500]  Is because people like Diane Feinstein want to break your will, she thinks she's stronger than you
[37:52.500 --> 37:56.500]  Because she has this vampiric lust for power
[37:56.500 --> 38:03.500]  Now before I get into Paul Watson's report and then I want to get some into what Rand Paul said last week and then into the other economic and military news
[38:03.500 --> 38:06.500]  And the censorship news
[38:06.500 --> 38:14.500]  I want to just remind the viewers and listeners that as the censorship intensifies, one of the only ways we're able to get in touch with you and stay in contact with you is via email
[38:14.500 --> 38:18.500]  Something I've been lacking at over the years, getting our listeners and viewers to be part of
[38:18.500 --> 38:28.500]  You go there or if you already have the email open at exclusive articles, exclusive videos and huge discounts every single day
[38:28.500 --> 38:34.500]  Superfemale vitality is 50% off with the promo code that we emailed out yesterday
[38:34.500 --> 38:40.500]  That is a giant savings, obviously, it's an amazing herbal compound of concentrate
[38:40.500 --> 38:48.500]  Now to naturally increase libido, stamina, overall mood is the experience I and others have had with the Supermale version, also Superfemale works fine as well
[38:48.500 --> 38:51.500]  And men, two different versions, they're very close
[38:51.500 --> 38:56.500]  Communication is key and as the globalists focus their attack on Donald Trump, they are clamping down on free speech too
[38:56.500 --> 39:01.500]  Facebook is pushing censorship to please their new Chinese masters in censoring info wars
[39:01.500 --> 39:06.500]  That's why more than ever, info wars newsletter is the most reliable way to stay ahead of the globalist schemes
[39:06.500 --> 39:16.500]  Subscribe now to our daily newsletter at infowars.com forward slash newsletter and stay in contact
[39:16.500 --> 39:24.500]  The daily newsletter is full of essential time sensitive information, exclusive content and incredible daily deals
[39:24.500 --> 39:27.500]  Support truth journalism and join the fight for liberty today
[39:27.500 --> 39:32.500]  Sign up at infowars.com forward slash newsletter, today's exclusive newsletter special
[39:32.500 --> 39:40.500]  Today only, set it through today, is Superfemale Vitality 50% off
[39:40.500 --> 39:52.500]  Also, we're about to sell out of the Micro, Myco ZX, Anti-Fungus, Anti-Yeast, Anti-Candida natural formulation that's extremely powerful
[39:52.500 --> 39:58.500]  And I did up it to the retail price just because we need to fund our operation and they're always pointing out if something's already going to sell out
[39:58.500 --> 40:00.500]  Why do you keep it on sale that sells out?
[40:00.500 --> 40:02.500]  That's dumb, then you have money trouble
[40:02.500 --> 40:06.500]  Look, Google just blew up our future funding for the next year along on advertising
[40:06.500 --> 40:10.500]  I'm like, you know what, you're right, up it to $54
[40:10.500 --> 40:11.500]  Well worth it
[40:11.500 --> 40:19.500]  Other brands that are similar, like $100, it's very expensive, very concentrated with these acids and compounds and things that accelerate the herbs that are in it
[40:19.500 --> 40:26.500]  We need to support infowarslife.com, infowarsstore.com, or triple-A 253-3139
[40:26.500 --> 40:36.500]  We also have the ultimate paleo formula with the bone broth, turmeric, and so much more at infowarslife.com, caveman, now available
[40:36.500 --> 40:42.500]  And out of the gates, 50% off on the Trump Pints for President 2020 shirt
[40:44.500 --> 40:50.500]  That says Keeping America Great, and on the back, America 1st of 1776, infowars.com
[40:50.500 --> 40:58.500]  And this is all about free speech, meeting like-minded people and promoting the truth, and standing up against the bullies that tell folks that they can't wear their colors proud
[40:58.500 --> 41:03.500]  It's a red, white, and blue shirt, which again, the Ninth Circuit is ruled as illegal in California schools
[41:03.500 --> 41:13.500]  And I even have articles right here today, again, where if teams have red, white, and blue colors, they're told that they can't have them at basketball games because it hurts the Muslims' feelings
[41:13.500 --> 41:14.500]  I'm not kidding
[41:14.500 --> 41:18.500]  Well, then you don't feel like you should be part of the country if the red, white, and blue upsets you
[41:18.500 --> 41:22.500]  I mean, why are we submitting to them?
[41:22.500 --> 41:30.500]  Ergon has now declared the dictator of Turkey, and he is the supreme ruler of Europe, basically
[41:30.500 --> 41:41.500]  Now there it is, W-H-O-T-V-N-B-C, Valley students say USA themed student section, not aimed at North refugee athletes
[41:41.500 --> 41:44.500]  That's the name of the teams, North refugee athletes
[41:44.500 --> 41:49.500]  Gosh, yes, no, Americanism's back, baby, loving what made the country great
[41:49.500 --> 41:58.500]  God, guns, and guts, free market, having your own life, being free, having an open society, true Thomas Jeffersonian liberalism
[41:58.500 --> 42:05.500]  And the anti-free speech cult is so bad, they're banning, oh, I'm sorry, scales now at colleges
[42:05.500 --> 42:08.500]  Because scales could trigger somebody
[42:08.500 --> 42:11.500]  And they're banning white boards because somebody might write something that's offensive
[42:11.500 --> 42:14.500]  That's like saying we're banning all books because someone might write something offensive
[42:14.500 --> 42:17.500]  It's beyond burning books, it's banning the written word
[42:17.500 --> 42:27.500]  This is beyond cult, our colleges on purpose aren't out of control, they're designed to create serious psychological mental illnesses
[42:27.500 --> 42:33.500]  You go to South by Southwest, it's taking place today, and I don't plan to be a beach body in the greatest guy around or anything, okay?
[42:33.500 --> 42:37.500]  I mean, I've done some living
[42:37.500 --> 42:41.500]  And if you ain't loving, you ain't living
[42:41.500 --> 42:44.500]  To quote George Strait
[42:44.500 --> 42:49.500]  But you go down there, I've been down there last year, I mean it was just like these zombies
[42:49.500 --> 42:53.500]  All kind of shuffling, looking at their phones in mass
[42:53.500 --> 42:57.500]  Just all lined up trying to get a job, trying to be successful, trying to be famous
[42:57.500 --> 43:02.500]  And the whole thing is even a bigger con job than college where 90% of the degrees you get are worthless
[43:02.500 --> 43:11.500]  It is just all a giant scam to suck money off people and to go hear boring losers, you know, and globalists and
[43:11.500 --> 43:21.500]  Barack Obama and Chink Ugurt and all these people spew garbage at you
[43:21.500 --> 43:25.500]  Even the Verge admits it's just one more place to stare at your phone
[43:25.500 --> 43:30.500]  I've got
[43:30.500 --> 43:34.500]  A very interesting guest coming into the studio tomorrow to talk about this, he's going to go out and
[43:34.500 --> 43:44.500]  Even today, when his plane lands the next hour, we're going to go out and actually examine this from the example of somebody in the very best
[43:44.500 --> 43:49.500]  Preparedness, fitness, mental preparation, you name it
[43:49.500 --> 43:52.500]  Very famous member of SEAL Team 6
[43:52.500 --> 43:55.500]  Versus what these people turned into
[43:55.500 --> 44:00.500]  So you kind of have like the person in about the best development a human can get in for their age
[44:00.500 --> 44:04.500]  And training and understanding and leadership and intelligence
[44:04.500 --> 44:09.500]  And then kind of something like me kind of in the middle and then the blobs
[44:09.500 --> 44:14.500]  And I don't say that about the blobs, meaning they're gone folks
[44:14.500 --> 44:23.500]  I saw another mashup piece, I sent it to Niko, I forget exactly what publication it was, let me look it up
[44:23.500 --> 44:34.500]  And I've become one of the top comedians in the country, literally they're even saying that in newspapers, tongue in cheek
[44:34.500 --> 44:37.500]  That's AV Club
[44:37.500 --> 44:43.500]  With daily mashups of things I've said in 20 years on video into these comedy pieces
[44:43.500 --> 44:47.500]  And they think it's destroying me or hurting me, but we have the metrics
[44:47.500 --> 44:51.500]  It's sending us giant hordes of young people
[44:51.500 --> 44:56.500]  My son loves it, his school loves it, and it's fun, I like being made fun of
[44:56.500 --> 45:00.500]  You think I'm like some fake conservative from 50 years ago that's all in a stuffed suit
[45:00.500 --> 45:08.500]  Buffy, how dare they'll make a joke about me or judge schmales
[45:08.500 --> 45:14.500]  And then it's got the comments in here
[45:14.500 --> 45:25.500]  And like most of the comments when you read them are, this is the guy that says whites are superior to black people, never said that
[45:25.500 --> 45:31.500]  This is the guy that says he's superior genetically to Denzel Washington when he's old and ugly
[45:31.500 --> 45:35.500]  What are you talking about? That's mental illness
[45:35.500 --> 45:37.500]  I've never said any such thing
[45:37.500 --> 45:50.500]  It's like this mental illness where it's like they're fiction writers and they make stuff up and they say I produced an album called I Don't Like Blacks 2018
[45:50.500 --> 45:55.500]  And it's like pseudo-intellectuals
[45:55.500 --> 46:03.500]  And I feel sorry for these people because I was reading these comments this morning and it was wild
[46:03.500 --> 46:15.500]  We've changed the world, we've got presidents being elected all over the world to fight globalism and have a new pro-empowerment productivity renaissance
[46:15.500 --> 46:19.500]  We're having huge success, we reach 45 million people a week conservatively
[46:19.500 --> 46:24.500]  We're creating spinoff movements that are reaching even more people
[46:24.500 --> 46:28.500]  And then they have these weird celebrations, I see it too about Drudge
[46:28.500 --> 46:36.500]  He's number one but he's a loser, or Alex is big but he's a loser, it's like Alex is mentally ill or Alex is an outcast
[46:36.500 --> 46:40.500]  And they're projecting everything they think they are
[46:40.500 --> 46:45.500]  And they're these alone people in their mother's basements, all the demographic show at the average liberal
[46:45.500 --> 46:51.500]  Like 90% below the age of 35 lives in their mom's basement, has no job, plays video games all day
[46:51.500 --> 46:58.500]  And then they just sit there together celebrating how people that are active, aggressive, successful
[46:58.500 --> 47:03.500]  Genetically I'm successful, I've got a lot of kids, they're successful
[47:03.500 --> 47:07.500]  My family, family line's been successful
[47:07.500 --> 47:11.500]  By every benchmark I'm very successful
[47:11.500 --> 47:15.500]  And then they go have little ceremonies and celebrations that I'm not successful
[47:15.500 --> 47:20.500]  Because they need to live in a delusional world where they create a strong man of who I am
[47:20.500 --> 47:24.500]  And then they declare themselves better than that person
[47:24.500 --> 47:31.500]  It's the same thing the white supremacists do, they'll just say Alex Jones works for Israel blah blah blah
[47:31.500 --> 47:37.500]  He's a bad guy, just to make themselves feel powerful and put themselves above me
[47:37.500 --> 47:42.500]  And I noticed that some of the black supremacists do that too, but really not many
[47:42.500 --> 47:49.500]  It's mainly weird white young people that have all this weird white guilt and no identity
[47:49.500 --> 47:56.500]  And then they go and comment and just make stuff up
[47:56.500 --> 48:01.500]  Like hey dude, if you're gonna say I don't think that I think I'm better than Denzel Washington
[48:01.500 --> 48:04.500]  What the hell are you talking about?
[48:04.500 --> 48:09.500]  I like Denzel Washington movies, I think the guys good looking, in fact they make the point
[48:09.500 --> 48:13.500]  Oh look, Denzel Washington's 20 years older and looks younger than Alex, absolutely
[48:13.500 --> 48:15.500]  What did I ever say about Denzel Washington?
[48:15.500 --> 48:19.500]  You just make up some fantasy that I think I'm better than Denzel Washington
[48:19.500 --> 48:23.500]  Just like Alec Baldwin pretends to be the president
[48:23.500 --> 48:28.500]  And then says Alex Jones told me black people aren't humans
[48:28.500 --> 48:31.500]  And I bet money, there's a bunch of these comments in here
[48:31.500 --> 48:37.500]  I bet this guy called Cookie Monster, this handle, probably saw Saturday Night Live and thinks
[48:37.500 --> 48:40.500]  If they made that joke about me it must be true
[48:40.500 --> 48:43.500]  See they're trying to brand me as David Duke
[48:43.500 --> 48:48.500]  But David Duke doesn't even say stuff that far
[48:48.500 --> 48:53.500]  All they're doing is branding themselves at Saturday Night Live as fake and as frauds
[48:53.500 --> 48:55.500]  And the fake news is doing that too
[48:55.500 --> 48:58.500]  But with the thinking people, that's in one group
[48:58.500 --> 49:01.500]  Of every color, of every region, of every, you name it
[49:01.500 --> 49:03.500]  Just a weight sentient beings
[49:03.500 --> 49:07.500]  And over here you've got the massive people though that literally are living in fantasy land
[49:07.500 --> 49:11.500]  The delusionoids, they call them the deplorables, they're the delusionoids
[49:11.500 --> 49:13.500]  The delusionoids
[49:15.500 --> 49:20.500]  And they've got a lot of guts in the system to put this out
[49:20.500 --> 49:25.500]  But it works because people don't differentiate fiction with non-fiction now
[49:25.500 --> 49:27.500]  So mainstream media is the fake news
[49:27.500 --> 49:31.500]  They're organizing with the communist Chinese to censor the liberty movement
[49:31.500 --> 49:33.500]  Man, that's fighting words
[49:33.500 --> 49:37.500]  That's foreign espionage, that's a foreign takeover
[49:37.500 --> 49:40.500]  Of our media, our entertainment, our infrastructure
[49:40.500 --> 49:44.500]  And I see the leftist commenting in computer world and you name it
[49:44.500 --> 49:48.500]  Oh good, China, help us please shut down Alex Jones and President Trump
[49:48.500 --> 49:50.500]  There's actual comments
[49:50.500 --> 49:53.500]  Oh yes, communist Chinese are really going to treat you real good
[49:53.500 --> 49:55.500]  You sit here in the lap of freedom
[49:57.500 --> 50:03.500]  You sit here in the lap of the west and then bitch about it when you have no idea what you're allying yourself with
[50:05.500 --> 50:08.500]  North Korea is a dropping of China
[50:08.500 --> 50:10.500]  Little pile they left in the corner there
[50:10.500 --> 50:12.500]  Horrible enslavement
[50:12.500 --> 50:16.500]  But you think it's cute when Dennis Rodman goes over there and hangs out with Kim Jong-un
[50:16.500 --> 50:20.500]  In just as a little potbellied goblin launches missiles at Japan
[50:20.500 --> 50:24.500]  And we've got to have B-52 bombers on the tarmac with nukes now in South Korea
[50:24.500 --> 50:27.500]  Ready to nuke the entire north
[50:27.500 --> 50:31.500]  They're not just going to drop bombs on Pyongyang, they're going to drop bombs all along the border
[50:31.500 --> 50:36.500]  Where he's got reportedly 100,000 pieces of artillery aimed at Seoul
[50:36.500 --> 50:40.500]  Can't feed his people, but boy, does little Mr. Weenie
[50:40.500 --> 50:44.500]  Does little Weenie, little Weenie, Kim Jong-un
[50:44.500 --> 50:46.500]  Have a bunch of missiles
[50:46.500 --> 50:48.500]  They always do, that's your state, that's what you worship
[50:48.500 --> 50:52.500]  See America's the big liberal open society freedom
[50:52.500 --> 50:54.500]  Wild Wild West, baby
[50:54.500 --> 50:59.500]  And you people want to control words and ban whiteboards and ban scales
[50:59.500 --> 51:02.500]  And ban the word mother and father, you're the cult
[51:02.500 --> 51:06.500]  You're not the cool people
[51:06.500 --> 51:08.500]  Got it?
[51:08.500 --> 51:11.500]  You don't get it
[51:11.500 --> 51:14.500]  You morons don't know the life I've led, what I've done, any of it
[51:14.500 --> 51:18.500]  You sit there in your mommy's basement
[51:18.500 --> 51:22.500]  When I've lived more than you at 40, let's say you're 40
[51:22.500 --> 51:24.500]  By the time I was 14 years old, guaranteed
[51:24.500 --> 51:27.500]  You sit there in your mommy's basement
[51:27.500 --> 51:33.500]  As we change the world and you lie about us as if it's some magic power you discovered
[51:33.500 --> 51:35.500]  Everybody knows 6 and 7 year olds tend to lie a lot
[51:35.500 --> 51:37.500]  It's like a new thing they discovered, it's real cool
[51:37.500 --> 51:40.500]  Everybody's laughing at the kid when they're lying constantly
[51:40.500 --> 51:42.500]  And they don't stop lying about the time they're 10 or so
[51:42.500 --> 51:44.500]  The kid's got a problem
[51:44.500 --> 51:50.500]  You're in your mommy's basement, get out of your pampers now
[51:50.500 --> 51:53.500]  And I don't respond to you meanly because I want to hurt you
[51:53.500 --> 51:56.500]  I know you only respond to ridicule, that's at the level you're at
[51:56.500 --> 51:59.500]  In junior high
[51:59.500 --> 52:01.500]  Arrested development, so I'm reaching out to you
[52:01.500 --> 52:04.500]  Like junior high, you're all over there eating your buggers in the corner
[52:04.500 --> 52:06.500]  Laughing at adults living in the real world
[52:06.500 --> 52:10.500]  It's time for you to grow up sunny and get out of mommy's basement
[52:10.500 --> 52:13.500]  And stop being mad at people that have done things
[52:13.500 --> 52:17.500]  Because that's what this really is, is a bunch of little kids sitting around mad at people
[52:17.500 --> 52:21.500]  That are actually doing something
[52:21.500 --> 52:24.500]  So, let's go to Paul Joseph Watson's report
[52:24.500 --> 52:28.500]  And I've got an excerpt coming up from the Rand Paul interview on healthcare
[52:28.500 --> 52:32.500]  And why it's a bad deal, I agree with him, this is what Trump's doing is wrong
[52:32.500 --> 52:36.500]  I understand it's going to save healthcare overalls, Obamacare was meant to sabotage it
[52:36.500 --> 52:39.500]  You could argue that that's the only reason you can say Trump's right
[52:39.500 --> 52:45.500]  I still think it's the wrong course, but he wants victories, he wants to show he's getting stuff done
[52:45.500 --> 52:48.500]  And I've disagreed with him before and he's turned out to be right
[52:48.500 --> 52:50.500]  But I just cannot reserve judgment here, I have to say I think it's bad
[52:50.500 --> 52:52.500]  Trump's done his first bad thing
[52:52.500 --> 52:57.500]  Let's go ahead and go to Paul Joseph Watson on Snoop Pimp
[52:57.500 --> 53:00.500]  If you're not a TV viewer, you really should see this
[53:00.500 --> 53:02.500]  It's on inforwars.com and presidentplanet.com
[53:02.500 --> 53:05.500]  We're going to retweet it right now at Real Ox Jones, please spread it
[53:05.500 --> 53:09.500]  And also post it on your Facebook, use those enemy channels while they're still available
[53:09.500 --> 53:12.500]  Because you have to see the crime graphics during this to understand
[53:12.500 --> 53:17.500]  Literally how these black rap leaders were hired, Snoop's one of the people to
[53:17.500 --> 53:22.500]  Literally prime black folks for president here it is
[53:22.500 --> 53:26.500]  Oh look he's so cool, Snoop
[53:26.500 --> 53:31.500]  45 year old has been rapper Snoop Dogg is trying to escape
[53:31.500 --> 53:37.500]  Total irrelevance by releasing a video in which he shoots a clown version of Donald Trump
[53:37.500 --> 53:40.500]  The song also promotes violence against police
[53:40.500 --> 53:42.500]  The police from a black man's point of view
[53:42.500 --> 53:46.500]  Spray that s***, say that s***, we right in front of you, each and every one of you
[53:46.500 --> 53:48.500]  Right, so let me get this straight
[53:48.500 --> 53:52.500]  Your recommendation to heal tensions between the black community and the police
[53:52.500 --> 53:56.500]  Is for black people to just start spraying cops with bullets
[53:56.500 --> 53:59.500]  Yeah, great idea, you f***ing idiot
[53:59.500 --> 54:06.500]  It's this very glorification of violence that has led to black people having more violent confrontations with police
[54:06.500 --> 54:12.500]  It's this very gangster sheik that has led to the bloodbath of black on black murders
[54:12.500 --> 54:21.500]  And it's partly your fault, Snoop Dogg is one of the prime culprits for brainwashing African Americans into thinking violent crime is cool
[54:21.500 --> 54:23.500]  Ruining countless lives
[54:23.500 --> 54:27.500]  But he really cares about black people, yeah give me a break
[54:27.500 --> 54:33.500]  You need somebody hit, you need somebody touch, you need somebody scared, you need somebody shook up
[54:33.500 --> 54:37.500]  That's what street soldier does, by any means necessary at all times
[54:37.500 --> 54:47.500]  It's no wonder the KKK died out, all the white racists just sat back and laughed as they watched hip hop music decimate black communities
[54:47.500 --> 54:56.500]  Afflicting generations of young black people with a self-immolating cultural narrative that led to soaring homicides, a mass incarceration
[54:56.500 --> 54:58.500]  But Snoop really cares about black people
[54:58.500 --> 55:06.500]  Remember in 2013 when Snoop released this track, No Guns Allowed while Decraying Firearms Violence
[55:06.500 --> 55:10.500]  We've seen too much bloodshed involving guns and we want to prevent the next incident from happening
[55:10.500 --> 55:13.500]  That's what it's all about, trying to bring awareness and push love and peace
[55:13.500 --> 55:19.500]  So four years ago you were all about promoting love and peace to solve gun violence
[55:19.500 --> 55:25.500]  And now you put out an entire video encouraging people to commit gun violence
[55:25.500 --> 55:34.500]  So a dude who's been arrested and charged with illegal gun possession multiple times
[55:34.500 --> 55:38.500]  A dude who raps about shooting people with AK-47s
[55:38.500 --> 55:44.500]  A dude who's written song after song after song glorifying gun violence
[55:44.500 --> 55:47.500]  He's the poster child for gun safety
[55:47.500 --> 55:50.500]  Give me a f***ing break
[55:50.500 --> 55:58.500]  Snoop's not gonna tell you about the 93% of black people in America who were killed by other black people, is he?
[55:58.500 --> 56:02.500]  He's not gonna tell you that more white people are killed by cops in America
[56:02.500 --> 56:08.500]  Despite black people committing violent crimes at 7-10 times the rate that white people do
[56:08.500 --> 56:13.500]  No, he's not gonna tell you that because he's a race pimp and a total f***ing hypocrite
[56:13.500 --> 56:17.500]  The final call, see reparations but we took it, for all of the s*** your mother f***ing done did
[56:17.500 --> 56:20.500]  Now it ain't no fun when they're ready to get the gun
[56:22.500 --> 56:26.500]  So Snoop wants reparations because black people were slaves 200 years ago
[56:26.500 --> 56:32.500]  Okay, so where do I apply for my reparations given that my ancestors were enslaved by Arabs for way longer
[56:32.500 --> 56:36.500]  And under far more brutal conditions than African Americans
[56:36.500 --> 56:41.500]  Remember when the left said depictions of Obama as a clown were racist
[56:41.500 --> 56:48.500]  Now it's not only trendy to depict Trump as a clown, it's okay to symbolically assassinate him
[56:48.500 --> 56:57.500]  Imagine if a conservative music star like Ted Nugent had put out a music video in which he mock, murdered Barack Obama
[56:57.500 --> 57:04.500]  Imagine the outrage, the truth is that the left wants some lunatic to try and assassinate Donald Trump
[57:04.500 --> 57:09.500]  Because they're so progressive and tolerant like that, they've been pushing this narrative for over a year
[57:09.500 --> 57:17.500]  Every single hip-hop song that advocates violence against Trump or his supporters has been praised by the establishment media
[57:17.500 --> 57:20.500]  This is part of their resistance strategy
[57:20.500 --> 57:26.500]  The mainstream media and the entertainment industry is radicalizing extremists with this rhetoric
[57:26.500 --> 57:33.500]  They radicalized the left wing anti-Trump journalists who sent bomb threats to Jewish community centers
[57:33.500 --> 57:41.500]  They radicalized the Russian hackers obsessed loon from California who scaled the White House fence to try and get to Trump
[57:41.500 --> 57:46.500]  Snoop Dogg is part of this hysteria and he's a complete idiot
[57:46.500 --> 57:56.500]  He's been a pioneering influence in a culture that's done incredible damage to black people for the last 25 years
[57:56.500 --> 58:02.500]  Damage that Trump is now trying to fix by helping the inner cities with the aid of Ben Carson
[58:02.500 --> 58:07.500]  So Snoop Dogg, go back to your brain-addled weed-smoking marathons
[58:07.500 --> 58:11.500]  Go back to your aging irrelevance and shut the f**k up
[58:11.500 --> 58:14.500]  You've done enough damage, as it is
[58:16.500 --> 58:22.500]  Oh, Alec Baldwin hasn't responded yet to my challenge to bear an uncle box me for lying and saying I'm a racist that hates black people
[58:22.500 --> 58:23.500]  Maybe I should just sue him
[58:23.500 --> 58:29.500]  Or now the punk Ron Perlman comes out and says he wants to fight me if Alec Baldwin won't
[58:29.500 --> 58:32.500]  Another phony actor tough guy
[58:32.500 --> 58:34.500]  Hey, we live in the real world, guy
[58:34.500 --> 58:36.500]  We live in the real world
[58:36.500 --> 59:05.500]  We live in the real world, guy
[59:05.500 --> 59:09.500]  You said when you talk to people that have been using this actually testing it for years
