[00:00.000 --> 00:18.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the Info War.
[37:16.000 --> 37:25.000]  In the first wave of NSA exposure 15 years ago and then 12 years ago with James Bamford, the producer of Nightline, Body of Secrets.
[37:25.000 --> 37:30.000]  So much of what's come out on the NSA was actually broken by Wayne Madsen.
[37:30.000 --> 37:39.000]  And Wayne Madsen was in a unique position to understand all of this because he worked in internal security at the NSA watching the watchers.
[37:39.000 --> 37:46.000]  And he said that they actually fall the law up until, well, just the last decade or so.
[37:46.000 --> 37:51.000]  So we're going to be breaking that down with Wayne into the next hour or a little bit.
[37:51.000 --> 37:57.000]  But first I wanted to get into Benghazi with him because if you look at the layers of the onion here, folks,
[37:57.000 --> 38:08.000]  Wayne Madsen, Steve Pachennick, Dr. Pachennick and Colonel Schaefer, who works at the highest level of black ops, all said the same thing in the week, the month and the months after.
[38:08.000 --> 38:20.000]  And their interviews are all up on infoawards.com, Insider, Wayne Madsen and others expose the confirmed Benghazi was cover up of arms transfer to Al Qaeda.
[38:20.000 --> 38:31.000]  And why are we going back to this now? Because we said it first, then CNBC of all places, DrudgeReport.com covered it within a month of it as well.
[38:31.000 --> 38:41.000]  But the establishment, prostitute, parent media, the state-run media to a large extent just said it was no big deal.
[38:41.000 --> 38:45.000]  A film made people mad when that film had been out for months of the trailer for it.
[38:45.000 --> 38:53.000]  So now it's confirmed it was about arms transfer. So the question is, this is what Wayne said nine months ago, I'm going to ask him now.
[38:53.000 --> 39:03.000]  The question is, A, did the attack start? It was the Benghazi hired security by the State Department, by the CIA, by the National Security Council.
[39:03.000 --> 39:09.000]  They didn't want to be embarrassed. So just let them kill them and then they'll get the weapons and we'll use the terrace later to take rights.
[39:09.000 --> 39:23.000]  Or, I think the evidence points towards this, they sent them in to wipe them out, but Navy SEALs showed up who didn't follow orders to stand down and pin down the Al Qaeda people for six-plus hours until the cover-up became evident.
[39:23.000 --> 39:31.000]  Regardless there's been a cover-up, regardless there's been a stand-down, Wayne Madsen of WayneMadsenReport.com. Thank you so much for coming on.
[39:31.000 --> 39:39.000]  I know it's a scary position. You had to leave the country last year after this for a few months because of death threats. This is not a game, folks. This is not a joke.
[39:39.000 --> 39:53.000]  Look at Michael Hastings. They blew up, but we're all sad about being right. We wish we were wrong, but what now in hindsight, and now as you've been proven absolutely accurate, what happened here?
[39:53.000 --> 39:56.000]  What is your latest intel? What are your sources saying?
[39:56.000 --> 40:19.000]  Well, it's what I said originally. I think there were a lot of things at play in Benghazi. I think, yes, I think the U.S. had supplied weapons to the Libyan rebels, and then obviously when the Syria thing happened, they wanted to transfer not only weapons, but some of these Islamist fighters from the Libyan campaign to the Syrian campaign.
[40:19.000 --> 40:38.000]  And obviously, Stevens, the ambassador, was a part of this. The other thing, this wasn't really a U.S. embassy operation in Benghazi. It was a CIA station operating under diplomatic cover. How many people were going in there and getting visas to visit the United States?
[40:38.000 --> 40:43.000]  That's usually what the purpose of embassies, an issue visa protect U.S. citizens.
[40:43.000 --> 40:51.000]  We said that last year. It's now confirmed it was a CIA op. And so we see the rats leaving the sinking ship. The State Department points the finger at CIA.
[40:51.000 --> 41:02.000]  Yeah, lots of, now we know lots of CIA personnel were on the ground in Benghazi. And then the other thing is, what happened right after Obama was reelected?
[41:02.000 --> 41:19.000]  We had General Petraeus, the CIA director, basically fired over an extramarital affair that was known about before he was fired. We also know that Mitt Romney during a campaign said, we need an October surprise for this campaign.
[41:19.000 --> 41:34.000]  So, obviously, there was an interest by many parties in setting the stage for some incident at some embassy. It turns out it was Benghazi. That anti-Islamic movie that came out, yes, it had been out. But look how that thing was fight around the world.
[41:34.000 --> 41:40.000]  And, you know, the people that, some of the actors that were in that were porn actors in Hollywood.
[41:40.000 --> 41:55.000]  An FBI informants. But I mean, here's my question for you. Bottom line, did they order the head of the ambassador to cover up the weapons transfer? Or was it the security force, the al-Qaeda force they'd hired that got out of hand?
[41:55.000 --> 42:10.000]  I think you got out of hand. I think, you know, look, the CIA controls al-Qaeda. They're controlling them in Syria. They control them in Libya. I would suggest that the Patsy's used, and one could argue whether they were even connected to al-Qaeda.
[42:10.000 --> 42:23.000]  We were told that by the Pony 9-11 Commission. The ones used in 9-11, we know that one of them was an Egyptian Air Force Colonel named Muhammad Adda, who spent a heck of a lot of time at the officers' club at Maxwell Air Force Base in Alabama.
[42:23.000 --> 42:30.000]  He doesn't sound like my idea of a run-of-the-mill al-Qaeda operative. He sounds like a run-of-the-mill CIA operative.
[42:30.000 --> 42:44.000]  So, you know, we control, we control this bin Laden and al-Qaeda, and now when it's convenient for NSA to turn on the fear machine again, al-Qaeda chatter between al-Qaeda leaders.
[42:44.000 --> 43:00.000]  That's where I'm going next. I haven't gotten, we're going to come back to you, Wayne. That's where we're going next, with right as all this Benghazi breaks, right as all this comes out. Oh my gosh, close all the embassies. Al-Qaeda is going to attack. We'll cover that when we come back.
[43:15.000 --> 43:26.000]  From compulsory state education to the Hollywood media brainwashing machine, we are kept in perpetual bondage to the ideas that shape our actions.
[43:26.000 --> 43:33.000]  When somebody obscures that feedback loop between you observing and testing it out and verifying it, they can take total control of your awareness.
[43:33.000 --> 43:36.000]  All of this is happening so fast you need to be ahead of the game.
[43:36.000 --> 43:44.000]  How to engineer the opinion of the American people so that they would not only endorse but demand a war.
[43:44.000 --> 44:10.000]  Now is the perfect time to spring clean your body with supernatural silver, a non-toxic disinfectant for the body that can be used internally or externally.
[44:10.000 --> 44:16.000]  It helps the immune system by killing the bacteria, viruses and mold that cause disease.
[44:16.000 --> 44:24.000]  This helps to reduce the workload of your already overworked immune system and allows the immune system to refocus its energy and recharge.
[44:24.000 --> 44:34.000]  Supernatural silver can help combat over 300 different conditions and it has the ability to kill over 143 types of bacteria, viruses, mold and yeast.
[44:34.000 --> 44:47.000]  Supernatural silver's patented technology includes advanced scientific research with over 180 scientific studies conducted at independent universities, hospitals, research institutions and nursing homes.
[44:47.000 --> 44:53.000]  To see how supernatural silver can change your life, go to supernaturalsilver.com.
[44:53.000 --> 44:59.000]  Use the promo code Silver2013 for 20% off and like us on Facebook.
[44:59.000 --> 45:04.000]  There's a false sense of security that the greatest economic crash since the Great Depression is over.
[45:04.000 --> 45:10.000]  But unemployment is still at a 20-year high and until Americans are working again, the economy has not recovered.
[45:10.000 --> 45:13.000]  What is the smartest investment you can make? It's food.
[45:13.000 --> 45:20.000]  Having a supply of e-foods direct 25-year shelf-life food is your best investment for the trouble times today and the future.
[45:20.000 --> 45:25.000]  For 32 years, the folks at e-foods direct have helped thousands take the trouble out of trouble times.
[45:25.000 --> 45:30.000]  So to celebrate our 32-year anniversary, get the best insurance possible with a special one-time offer.
[45:30.000 --> 45:34.000]  A two-month food supply for only $320 and free shipping.
[45:34.000 --> 45:41.000]  That's 352 servings of our newest and most popular award-winning recipes at less than a dollar per serving.
[45:41.000 --> 45:45.000]  The 25-year shelf-life allows you to lock your food cost against inflation.
[45:45.000 --> 45:50.000]  Call 800-409-5633 or go to efoodsdirect.com slash alex.
[45:50.000 --> 45:59.000]  The two-month supply is only available for a limited time. Call 800-409-5633 or go to efoodsdirect.com slash alex.
[45:59.000 --> 46:06.000]  Protecting your home with a security system is a must, but when it comes to protecting your family, your home and belongings,
[46:06.000 --> 46:09.000]  there's no need to sign a long-term contract.
[46:09.000 --> 46:12.000]  Listen, there is some real scum in the alarm business,
[46:12.000 --> 46:18.000]  cashing in by locking you into long punishing contracts, not with simply safe home security.
[46:18.000 --> 46:22.000]  They're the good guys. You can trust Simply Safe to protect your family.
[46:22.000 --> 46:27.000]  Simply Safe was created by a Harvard Business School engineer, and it's revolutionary.
[46:27.000 --> 46:33.000]  You'll get 24-hour protection for just $14.99 a month. There are no hidden fees and no contracts.
[46:33.000 --> 46:38.000]  You'll save thousands, plus you're protected by their 100% money-back guarantee.
[46:38.000 --> 46:41.000]  Protect yourself against home invasions and break-ins.
[46:41.000 --> 46:48.000]  Order your Simply Safe system now and receive a wireless keychain remote, a $25 gift, free.
[46:48.000 --> 46:51.000]  So don't waste your time dealing with scum.
[46:51.000 --> 47:12.000]  Visit GetSimplySafe.com.
[47:12.000 --> 47:29.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[47:29.000 --> 47:37.000]  I haven't even gotten yet to the issue that Wayne Madsen joining us just raised as we went to break.
[47:37.000 --> 47:45.000]  You have our so-called government, a collection of foreign corporate offshore above-the-law diplomatic community crooks.
[47:45.000 --> 47:57.000]  You have them, founding Saudi Arabia, creating the Wahhabis, creating al-Qaeda, turning Egypt over to them,
[47:57.000 --> 48:02.000]  turning Libya over to them, turning Syria preemptively over to them,
[48:02.000 --> 48:08.000]  giving them heavy weapons on record, and then lobbying to get Congress to authorize more heavy weapons.
[48:08.000 --> 48:13.000]  And the Council on Foreign Relations about a year ago had the quote we've shown them many times,
[48:13.000 --> 48:18.000]  we need al-Qaeda. They make up over 60% of the best fighters.
[48:18.000 --> 48:23.000]  The al-Qaeda flags chanting they're going to blow America up after they've taken down a side.
[48:23.000 --> 48:26.000]  We've written countless articles and shown you those videos.
[48:26.000 --> 48:36.000]  And then Lindsey Graham, the anti-gun pro-open border, John McCain 2.0, slimebag, comes out today and says,
[48:36.000 --> 48:42.000]  I agree with Obama. I met with the vice president. This is scary.
[48:42.000 --> 48:50.000]  We need to close all the embassies and be scared. Al-Qaeda is on steroids. They're coming to get us.
[48:50.000 --> 48:58.000]  It is so frightening. Give up all your rights. Do what I say or the monsters will get you.
[48:58.000 --> 49:04.000]  When al-Qaeda is what they use to take all our liberties here in America, it's so obvious.
[49:04.000 --> 49:10.000]  It's so ridiculous. I want to play a club of that and then go back to Wayne Madsen to talk about how serious this is,
[49:10.000 --> 49:16.000]  because they might actually have some of their al-Qaeda forces blow something up.
[49:16.000 --> 49:20.000]  And again, some of the mid-level and low-level jihadis actually believe they're attacking America.
[49:20.000 --> 49:25.000]  They'll follow orders from guys up on top. Most of them born in America turns out to really CIA,
[49:25.000 --> 49:31.000]  because CIA isn't America, folks. It's a bunch of foreign interests that have infiltrated it and totally control it.
[49:31.000 --> 49:36.000]  And that's congressional hearings that have admitted that. So let's go to Graham, fear-mongering,
[49:36.000 --> 49:42.000]  seeing it's scary. You need to be scared and forget all the other news, the NSA spying,
[49:42.000 --> 49:48.000]  and just do what they say or al-Qaeda will blow you and your family up. Here's the scary clip.
[49:48.000 --> 49:55.000]  As you watch this unfold, what is your general impression here?
[49:55.000 --> 49:58.000]  If you're an ordinary American, it looks pretty scary.
[49:58.000 --> 50:00.000]  It's scary.
[50:00.000 --> 50:04.000]  Well, I had a briefing with the vice president. It is scary. Al-Qaeda's on the rise.
[50:04.000 --> 50:05.000]  Oh, it's scary.
[50:05.000 --> 50:06.000]  This part of the world.
[50:06.000 --> 50:07.000]  Giving them hate-taking missiles was scary.
[50:07.000 --> 50:11.000]  The NSA program is proving it's worth yet again.
[50:11.000 --> 50:15.000]  Steve, we're spying on you to keep you safe from the al-Qaeda we run.
[50:15.000 --> 50:19.000]  The al-Qaeda we run has to be fixed. If this happens a year from now,
[50:19.000 --> 50:23.000]  our intelligence, community, and military will be less capable.
[50:23.000 --> 50:25.000]  They need more power, absolutely.
[50:25.000 --> 50:27.000]  That's where the war is going.
[50:27.000 --> 50:29.000]  We should all wear cameras inside our bodies.
[50:29.000 --> 50:31.000]  We're about to withdraw from Afghanistan.
[50:31.000 --> 50:34.000]  I don't want Afghanistan to become a rock where we withdraw all of our troops.
[50:34.000 --> 50:36.000]  You need that open, huh?
[50:36.000 --> 50:41.000]  It comes back. Western Afghanistan is the safe haven for al-Qaeda.
[50:41.000 --> 50:45.000]  Safe haven? Like Syria and Libya?
[50:45.000 --> 50:49.000]  Benghazi was a complete failure. The threats were real there.
[50:49.000 --> 50:52.000]  The reporting was real, and we basically dropped the ball.
[50:52.000 --> 50:54.000]  We've learned from Benghazi.
[50:54.000 --> 50:55.000]  Oh, you did.
[50:55.000 --> 50:57.000]  And the administration is doing this right.
[50:57.000 --> 51:04.000]  Oh, good. Let's get rid of the Republican Rhino who wants your guns and open borders
[51:04.000 --> 51:06.000]  and who looks like a complete psychopath.
[51:06.000 --> 51:08.000]  I mean, I would not...
[51:08.000 --> 51:12.000]  If I walked into a restaurant and my waiter looked like Lindsey Graham and had eyes like that,
[51:12.000 --> 51:13.000]  I'd get up and leave.
[51:13.000 --> 51:15.000]  I mean, I get shivers up my spine.
[51:15.000 --> 51:17.000]  And by the way, we know about Mr. Graham.
[51:17.000 --> 51:20.000]  Oh, boy, let me tell you.
[51:20.000 --> 51:22.000]  Clowning around.
[51:22.000 --> 51:24.000]  Okay, Wayne, we're going to get into more issues in the next hour,
[51:24.000 --> 51:26.000]  but you've got the floor on this issue.
[51:26.000 --> 51:30.000]  Break down what we're dealing with, with these threats,
[51:30.000 --> 51:35.000]  with supposed embassies that are being targeted and just the fear-mongering with CNN going,
[51:35.000 --> 51:38.000]  and this is scary, isn't it?
[51:38.000 --> 51:43.000]  Yeah, I mean, isn't it amazing that so-called news reporters like,
[51:43.000 --> 51:49.000]  ate too much candy, Crowley is talking to Miss South Carolina about scary things?
[51:49.000 --> 51:56.000]  Look, this has made out a whole plot, this chatter that was intercepted,
[51:56.000 --> 52:00.000]  because NSA has to push back against Congress.
[52:00.000 --> 52:02.000]  Congress is actually growing a pair now,
[52:02.000 --> 52:08.000]  and starting to talk about limiting the power that NSA has to conduct this surveillance,
[52:08.000 --> 52:10.000]  in total violation of the...
[52:10.000 --> 52:14.000]  Which they admit is targeting the press and not Al Qaeda, they run.
[52:14.000 --> 52:19.000]  Yeah, so what we have here, you've got Miss South Carolina, Lindsey Graham,
[52:19.000 --> 52:24.000]  you've got the Saxby Chambliss, the draft dodger from Georgia,
[52:24.000 --> 52:27.000]  he's been engaged in this rhetorical flourish.
[52:27.000 --> 52:31.000]  You know, the guy who called Max Claylin, who left three limbs in South Vietnam,
[52:31.000 --> 52:34.000]  called him a coward during the campaign.
[52:34.000 --> 52:40.000]  And then you've got Peter King, this guy who supported the provisional wing
[52:40.000 --> 52:43.000]  of the Irish Republican Army talking about terrorism.
[52:43.000 --> 52:46.000]  And you know, my sources in British intelligence told me,
[52:46.000 --> 52:49.000]  who were in New York following this guy in the 1970s and 80s,
[52:49.000 --> 52:56.000]  he said, Peter King was not only raising money, but providing material
[52:56.000 --> 53:03.000]  for the provisional wing of the IRA that committed acts of terrorism in Northern Ireland, in the UK.
[53:03.000 --> 53:07.000]  I was on London Underground trains, where I was forced to evacuate
[53:07.000 --> 53:13.000]  because of suspicious packages found during an IRA bombing campaign in London.
[53:13.000 --> 53:16.000]  And we've got this guy, Peter King, talking about terrorism.
[53:16.000 --> 53:21.000]  He's a terrorist, this fat Gaelic terrorist has the nerve to be talking about terrorism.
[53:21.000 --> 53:24.000]  And now he wants to run for president in the United States.
[53:24.000 --> 53:30.000]  You know, these politicians are revolting, disgusting, nauseating to hear these guys
[53:30.000 --> 53:35.000]  on these Sunday talk shows with these talking heads like Candy Crowley
[53:35.000 --> 53:40.000]  and these other Nimrods talking about that all they're doing,
[53:40.000 --> 53:44.000]  all they're doing is feeding the fear factor on behalf of NSA.
[53:44.000 --> 53:49.000]  We know now that NSA is using propagandists, using social networking
[53:49.000 --> 53:54.000]  to go after people like Tom Drake and we in Benny and Rustice
[53:54.000 --> 53:57.000]  and all these others who have blown the whistle on NSA.
[53:57.000 --> 53:58.000]  I mean, Snowden.
[53:58.000 --> 53:59.000]  Are you kidding?
[53:59.000 --> 54:01.000]  They're using social network to go after me?
[54:01.000 --> 54:02.000]  Oh, you've caught them.
[54:02.000 --> 54:03.000]  Absolutely.
[54:03.000 --> 54:05.000]  People even know all these trolls attacking us, folks.
[54:05.000 --> 54:07.000]  It's because we're up here breaking the news.
[54:07.000 --> 54:08.000]  Yeah.
[54:08.000 --> 54:10.000]  What am I, you know, what am I paying money to the Naval?
[54:10.000 --> 54:13.000]  My tax money goes to the US Naval War College.
[54:13.000 --> 54:17.000]  I hold an international relations certificate from that college
[54:17.000 --> 54:22.000]  and there's a professor up there who engages in constant Twitter campaigns
[54:22.000 --> 54:27.000]  against people like myself, against you, against Rustice, against Tom Drake, against others.
[54:27.000 --> 54:34.000]  You know, what are we paying these salaries of these people to attack us for?
[54:34.000 --> 54:38.000]  You know, I'm just disgusted by it and insulted by it
[54:38.000 --> 54:40.000]  and I think we're the ones.
[54:40.000 --> 54:44.000]  You know, he says he's, you know, people like that say they're not speaking on behalf of the government
[54:44.000 --> 54:50.000]  when he was on the Chris Hayes show on MSNBC with Professor US Naval War College right under his name.
[54:50.000 --> 54:53.000]  I defy that person and tell me that he's not speaking.
[54:53.000 --> 54:58.000]  Well, let's expand on this with the open announcement that they're going to have Pentagon squads,
[54:58.000 --> 55:01.000]  PR squads, every federal agency.
[55:01.000 --> 55:07.000]  Social security is going to do counterintelligence against their recipients.
[55:07.000 --> 55:11.000]  The government is getting on a war footing against the American people
[55:11.000 --> 55:17.000]  and announcing the gloves are off and that they're going to engage in PsyOps or lies against us.
[55:17.000 --> 55:20.000]  What does that signify? This has been going on for a while,
[55:20.000 --> 55:23.000]  but what does it signify that they're bringing it out in the open?
[55:23.000 --> 55:25.000]  Well, I remember old Cass Lesterstein.
[55:25.000 --> 55:28.000]  He was basically Obama's information czar.
[55:28.000 --> 55:33.000]  He's out of there, but you know, his wife's our US ambassador to the US and Samantha Power,
[55:33.000 --> 55:35.000]  so the policy will continue.
[55:35.000 --> 55:38.000]  No, you're right. That's in the news that they're running it.
[55:38.000 --> 55:44.000]  Our government, they go, it's legal for us to have PsyOps attack citizens in press now.
[55:44.000 --> 55:50.000]  Yeah, good. It's also legal for me to go after these sock puppets and these PsyOps organizers
[55:50.000 --> 55:54.000]  and these people who are on the government payroll who engage in us.
[55:54.000 --> 55:56.000]  It's fine for me to go after them.
[55:56.000 --> 56:01.000]  Exactly, but I mean look, just because there was a law before and they say there isn't a law now,
[56:01.000 --> 56:04.000]  this is what the Soviet Union and Nazi Germany did.
[56:04.000 --> 56:06.000]  I mean, they are denouncing.
[56:06.000 --> 56:07.000]  They are denouncing, yeah.
[56:07.000 --> 56:09.000]  They are really showing who they are.
[56:09.000 --> 56:15.000]  That's right. You know, in the Soviet Union, Nazi Germany, East Germany with the Stasi,
[56:15.000 --> 56:17.000]  how did you go after people?
[56:17.000 --> 56:21.000]  You had the neighbors and their colleagues denounce them, denounce them to the media,
[56:21.000 --> 56:24.000]  denounce them to the government, denounce them to the public,
[56:24.000 --> 56:27.000]  and this is exactly what's going on today in this country.
[56:27.000 --> 56:33.000]  It's so un-American. It defies logic.
[56:33.000 --> 56:37.000]  Well, meanwhile, all we're doing is exposing the looting of the banks,
[56:37.000 --> 56:41.000]  the looting of our rights, the killing of the ambassador.
[56:41.000 --> 56:45.000]  I see this as signs of desperation. What's the mood in D.C.?
[56:45.000 --> 56:49.000]  Oh, you know, look, amongst the intelligence community,
[56:49.000 --> 56:55.000]  those who have not been sucked into the machine that causes your brain to get scrambled
[56:55.000 --> 57:00.000]  and you drink the purple Kool-Aid, you know, the Jonestown beverage of choice,
[57:00.000 --> 57:04.000]  if you're not in that category, your morale is very low.
[57:04.000 --> 57:09.000]  People at NSA, you know, they're not all buying into this.
[57:09.000 --> 57:15.000]  There's people there that know that what people like Snowden have said and others is the truth.
[57:15.000 --> 57:20.000]  But look, that Q-group you mentioned earlier, that's internal NSA security.
[57:20.000 --> 57:22.000]  They become a police force within a police force,
[57:22.000 --> 57:25.000]  an intelligence agency within an intelligence agency.
[57:25.000 --> 57:28.000]  They're requiring all kinds of checks now.
[57:28.000 --> 57:32.000]  They've got this, like, snitch on your colleague program,
[57:32.000 --> 57:35.000]  and that has been extended all through the whole federal government.
[57:35.000 --> 57:37.000]  And they're doing monthly polygraph tests.
[57:37.000 --> 57:40.000]  I mean, this is a flaming authoritarian government.
[57:40.000 --> 57:42.000]  Obama is persecuting the press.
[57:42.000 --> 57:44.000]  They're calling him Nixon on steroids,
[57:44.000 --> 57:59.000]  second hour coming up with Wayne Madsen, I'm Alex Jones.
[58:14.000 --> 58:20.000]  It is the only one that does it and out of the gates.
[58:20.000 --> 58:24.000]  We have it discounted at 10% off with promo code water.
[58:24.000 --> 58:30.000]  This is the only system that in one unit helps reduce or remove pesticides, herbicides,
[58:30.000 --> 58:35.000]  chloramines, ammonia and chlorine, hydrofluorosilic acid,
[58:35.000 --> 58:39.000]  the most common form of fluoride not covered by other fluoride filter brands,
[58:39.000 --> 58:41.000]  and sodium hexafluorosilicate.
[58:41.000 --> 58:46.000]  Get your pro pure with a new pro one filter today at infowarstore.com
[58:46.000 --> 59:12.000]  or call 888-253-3139.
[59:16.000 --> 59:23.000]  You're getting soap products twice as good as what you're using now.
[59:23.000 --> 59:28.000]  This is an amazing deal and you will love the way real soap makes your skin feel.
[59:28.000 --> 59:35.000]  Call 1-800-340-7091 or visit www.5-star-soap.com.
[59:35.000 --> 59:40.000]  Alex and his staff have used these earth-friendly pure soaps for years.
[59:40.000 --> 59:51.000]  Visit them on the web www.5-star-soap.com or call 1-800-340-7091 for a catalog.
[59:51.000 --> 59:55.000]  Coast to coast, direct from Austin.
[59:55.000 --> 01:00:01.000]  You're listening to the Alex Jones Broadcasting Network.
[01:00:01.000 --> 01:00:08.000]  From his Central Texas Command Center deep behind enemy lines, the information war continues.
[01:00:08.000 --> 01:00:14.000]  It's Alex Jones and the GCN Radio Network.
[01:00:14.000 --> 01:00:20.000]  By the way, after Wayne leaves us, I'll get into this breaking news at infowarstore.com.
[01:00:20.000 --> 01:00:22.000]  Inside her blows the whistle on military takeover plan.
[01:00:22.000 --> 01:00:25.000]  It's really a DHS takeover plan at a military base.
[01:00:25.000 --> 01:00:29.000]  Why would the U.S. government need a mock U.S. town at Fort...
[01:00:29.000 --> 01:00:32.000]  How do you pronounce that? Shafi?
[01:00:32.000 --> 01:00:33.000]  Arkansas.
[01:00:33.000 --> 01:00:40.000]  So we're going to be getting into that report that's up on infowars.com and all the photos of it.
[01:00:40.000 --> 01:00:42.000]  Going back to Wayne Madsen.
[01:00:42.000 --> 01:00:49.000]  Wayne, I want to get specifically into some of the other scandals and also in the next segment, open the phones up so people can ask you questions.
[01:00:49.000 --> 01:00:56.000]  But I really want to get, because I know you have a lot of government sources and others, how far is this going to go?
[01:00:56.000 --> 01:01:04.000]  I mean, even the Washington Post I saw a story yesterday said, oh, Obama succeeded where Nixon failed.
[01:01:04.000 --> 01:01:06.000]  And it was like, he knows how to persecute the press.
[01:01:06.000 --> 01:01:08.000]  It's kind of cool when he does.
[01:01:08.000 --> 01:01:12.000]  And he knows how to persecute people that whistle below corruption.
[01:01:12.000 --> 01:01:18.000]  And then you've got John McCain saying attack Russia and all this bizarreness over Snowden.
[01:01:18.000 --> 01:01:32.000]  I mean, it's, I know they're tyrants and they've taken us over, but it's also kind of comical that it's so dysfunctional and obviously illegal, everything they're doing.
[01:01:32.000 --> 01:01:34.000]  Yeah, that's to the point now.
[01:01:34.000 --> 01:01:36.000]  You know, they've got everybody now.
[01:01:36.000 --> 01:01:42.000]  You know, our sources, investigative journalist sources have dried up for the most part.
[01:01:42.000 --> 01:01:43.000]  They're scared.
[01:01:43.000 --> 01:01:44.000]  They've been frozen.
[01:01:44.000 --> 01:01:56.000]  And we know with the wiretapping of the Associated Press and Fox News and other journals, New York Times, myself, we can't get people to talk.
[01:01:56.000 --> 01:02:04.000]  But look, that doesn't mean there's still not people in the government that know this garbage is being invented out of whole cloth.
[01:02:04.000 --> 01:02:08.000]  For example, the list of embassy closures, this is what the government's not telling you.
[01:02:08.000 --> 01:02:20.000]  First of all, the list was odd that, you know, there's a lot of Arab and Muslim embassies and consulates in Arab and Muslim countries that were shut down for today.
[01:02:20.000 --> 01:02:24.000]  How's their shutdown on the weekend usually anyways?
[01:02:24.000 --> 01:02:25.000]  Yeah.
[01:02:25.000 --> 01:02:27.000]  And now they say they're going to be shut down.
[01:02:27.000 --> 01:02:30.000]  Many are going to be shut down for the following week.
[01:02:30.000 --> 01:02:38.000]  But we have to remember, on the 7th of August to the 8th, it's the celebration of Eid al-Fitr. It's the end of Ramadan.
[01:02:38.000 --> 01:02:41.000]  Everybody, you know, the fasting is over.
[01:02:41.000 --> 01:02:45.000]  It's, you know, food and partying and that type of thing.
[01:02:45.000 --> 01:02:48.000]  So obviously, you're going to have closures anyway this week.
[01:02:48.000 --> 01:02:50.000]  This thing is made out of whole cloth.
[01:02:50.000 --> 01:02:51.000]  I looked at the list, though.
[01:02:51.000 --> 01:02:59.000]  It was very funny that not among the embassy's clothes was Islamabad, where Kerry had to walk back something.
[01:02:59.000 --> 01:03:01.000]  He said, well, you know, we're going to stop using drones on Pakistan.
[01:03:01.000 --> 01:03:03.000]  And he had to walk that back.
[01:03:03.000 --> 01:03:11.000]  That was obviously a political decision not to close the embassy in Islamabad because tensions are very high now between the US and Pakistan.
[01:03:11.000 --> 01:03:14.000]  Also not closed with the embassy in Beirut.
[01:03:14.000 --> 01:03:18.000]  Now we're told that there's a significant problem with Hezbollah and Lebanon.
[01:03:18.000 --> 01:03:20.000]  Well, they didn't close that embassy.
[01:03:20.000 --> 01:03:22.000]  So obviously, there is no problem with Hezbollah and Lebanon.
[01:03:22.000 --> 01:03:24.000]  There never has been.
[01:03:24.000 --> 01:03:30.000]  In the embassies in Tunis, where there's been violence, and in Rabat in Morocco, where there was violence over the Moroccan king,
[01:03:30.000 --> 01:03:35.000]  freeing a Spanish spy who was a convicted pedophile, rate 11 Moroccan boys.
[01:03:35.000 --> 01:03:37.000]  That one wasn't closed.
[01:03:37.000 --> 01:03:43.000]  And now this following week, we have embassies in Mauritius, Madagascar, Burundi and Rwanda.
[01:03:43.000 --> 01:03:46.000]  Countries that don't have large Muslim populations closing.
[01:03:46.000 --> 01:03:50.000]  But, you know, one in Mauritania is being opened.
[01:03:50.000 --> 01:03:55.000]  And the one in Kurdistan up in northern Iraq, the consulate there is being.
[01:03:55.000 --> 01:04:00.000]  This thing was put together by a bunch of morons in the State Department, political types.
[01:04:00.000 --> 01:04:04.000]  If they asked any of the seasoned Foreign Service officers there, they would have said,
[01:04:04.000 --> 01:04:08.000]  well, look, if you're going to close the embassies, you better close all of them.
[01:04:08.000 --> 01:04:13.000]  And don't do this kind of cherry picking because your list is going to smell really bad.
[01:04:13.000 --> 01:04:15.000]  You're absolutely right.
[01:04:15.000 --> 01:04:17.000]  When we come back, I want you to recap this.
[01:04:17.000 --> 01:04:21.000]  I want to map up for TV viewers that are watching at infowars.com,
[01:04:21.000 --> 01:04:23.000]  or on prisonplanet.tv.
[01:04:23.000 --> 01:04:26.000]  I want to put that up for people so they can understand.
[01:04:26.000 --> 01:04:31.000]  They're not shutting them down in Baghdad, Saudi Arabia and Lebanon.
[01:04:31.000 --> 01:04:36.000]  They're shutting them down down in Rwanda, way down on the west coast of Africa.
[01:04:36.000 --> 01:04:40.000]  That has a tiny Muslim population and no history of terror attacks.
[01:04:40.000 --> 01:04:42.000]  I want to explain this to them.
[01:04:42.000 --> 01:04:47.000]  I mean, the disdain they have for the public is just unbelievable.
[01:04:47.000 --> 01:04:51.000]  And what a way to change the subject from our government funding al-Qaeda to,
[01:04:51.000 --> 01:04:53.000]  oh, we're closing the embassies, they'll get us.
[01:04:53.000 --> 01:04:58.000]  It's all just a simulation targeting a public they know doesn't pay attention,
[01:04:58.000 --> 01:05:24.000]  and your phone calls will come up to you.
[01:05:24.000 --> 01:05:29.000]  Private Internet Access.com is an American company
[01:05:29.000 --> 01:05:33.000]  that understands you need to protect your inalienable rights.
[01:05:33.000 --> 01:05:37.000]  Private Internet Access does not even log any of your traffic, period.
[01:05:37.000 --> 01:05:40.000]  Privacy is their number one policy.
