[00:00.000 --> 00:02.000]  We've got it.
[27:29.000 --> 27:34.000]  And they have the lowest crime rate in Europe, one of the lowest in the world, because everyone's a trained killer.
[27:34.000 --> 27:35.000]  No one would even dare.
[27:35.000 --> 27:43.000]  These shootings are incredibly rare because people are just riding around their bicycles with full autos on their backs.
[27:43.000 --> 27:47.000]  Our Constitution did not get invented by us on the Second Amendment.
[27:47.000 --> 27:50.000]  It came from the Swiss who got the idea from the Dutch.
[27:50.000 --> 27:52.000]  The Dutch have since been pretty much disarmed.
[27:52.000 --> 27:55.000]  See, that's why history's so incredible to know.
[27:55.000 --> 28:00.000]  And the police, well, the Canton State Police, because there's really not even a federal government.
[28:00.000 --> 28:02.000]  It's a consortium of the Cantons.
[28:02.000 --> 28:04.000]  The states don't trust a federal government.
[28:04.000 --> 28:06.000]  Again, we're based on that.
[28:06.000 --> 28:08.000]  We're supposed to be, a very small federal government.
[28:08.000 --> 28:12.000]  And they're not allowed to come in your house without a warrant except for guns.
[28:12.000 --> 28:16.000]  And they come, and it's a huge fine if they can find the guns.
[28:16.000 --> 28:25.000]  Because you're supposed to have them so well hidden, it's your job to pay to do this, that a foreign invading army could not find your guns and make you turn them in.
[28:25.000 --> 28:29.000]  I mean, that is incredible.
[28:29.000 --> 28:33.000]  They do inspections to make sure.
[28:33.000 --> 28:43.000]  And again, up in their mountains and hills, I mean, literally, Rob Doo worked over there off and on several winners, because he's a big ski guy.
[28:43.000 --> 28:46.000]  And he would talk about, they'd be up on the mountain and be halfway tired.
[28:46.000 --> 28:49.000]  And the Swiss would go, let's just open this armored redoubt.
[28:49.000 --> 28:56.000]  And they'd go in and smoke cigarettes and drink halfway down the mountain in an armored keep with just high-tech weapons everywhere.
[28:56.000 --> 28:58.000]  Grenade launchers, you name it.
[28:58.000 --> 29:00.000]  We'll be back. Stay with us.
[29:00.000 --> 29:04.000]  You may be arrested and or subject to other police action.
[29:04.000 --> 29:09.000]  Tyranny is here. The grim future foretold in 1984 has become reality.
[29:09.000 --> 29:12.000]  It really says that the state is God.
[29:12.000 --> 29:17.000]  The United States is now recognized globally as one of the most oppressive police states on earth.
[29:17.000 --> 29:24.000]  This film conclusively proves the existence of a secret network of FEMA camps now being expanded nationwide.
[29:24.000 --> 29:30.000]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[29:30.000 --> 29:34.000]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[29:34.000 --> 29:38.000]  Prepare to enter the secretive world of emergency dictatorship.
[29:38.000 --> 29:44.000]  Body scanners, sound cameras, citizen spies, stage terror and cameras on every street corner.
[29:44.000 --> 29:48.000]  It's only the beginning of the New World Order's hellish plan.
[29:48.000 --> 29:51.000]  The police state isn't coming. It's here.
[29:51.000 --> 30:00.000]  Secure your copy today at Infowars.com or see it online in the highest quality at PrisonPlanet.tv.
[30:00.000 --> 30:07.000]  Now that we have moved into the winter season, there is an increased need to support our immunity and health.
[30:07.000 --> 30:14.000]  At Silver Lungs, we are committed to meeting your needs by providing a full selection of silver-based products.
[30:14.000 --> 30:19.000]  Our most popular silver-based products are the 32-ounce nano silver solutions.
[30:19.000 --> 30:25.000]  Our 2-ounce nano silver nasal applicators as well as our all-natural silver soaps.
[30:25.000 --> 30:29.000]  Just released is our 100% natural silver gel.
[30:29.000 --> 30:36.000]  Our new silver gel is not based on synthetic gelling agents which quickly evaporate and leave the silver at the surface.
[30:36.000 --> 30:42.000]  But rather, we have formulated our silver gel using the natural skin nourishing chemistry of aloe vera
[30:42.000 --> 30:47.000]  to quickly penetrate and nourish the skin while delivering the silver more effectively.
[30:47.000 --> 30:56.000]  Visit www.SilverLungs.com and click on our store page to find what silver-based products are best for you.
[30:56.000 --> 31:00.000]  That's www.SilverLungs.com.
[31:00.000 --> 31:05.000]  The New Year is a great time to take charge of your health and wellness.
[31:05.000 --> 31:10.000]  Get serious and make a stand with Supernatural Silver.
[31:10.000 --> 31:18.000]  This is a breakthrough in silver technology that is several hundred times more effective than colloidal or ionic silver.
[31:18.000 --> 31:27.000]  Supernatural Silver can be taken orally every day to help fight bacteria, viruses, infections, yeast and molds.
[31:27.000 --> 31:35.000]  Supernatural Silver is also exceptional for wound care and is highly effective for water purification.
[31:35.000 --> 31:40.000]  It is the number one choice for thousands of people for immune system support.
[31:40.000 --> 31:45.000]  And it is also a perfect choice for your emergency preparedness.
[31:45.000 --> 31:52.000]  Go to www.SupernaturalSilver.com today and give yourself and your loved ones a fighting chance.
[31:52.000 --> 31:55.000]  That's www.SupernaturalSilver.com.
[31:55.000 --> 31:59.000]  Check out our new low prices and like us on Facebook.
[31:59.000 --> 32:03.000]  Alex Jones here with a very important announcement for Truth Seekers.
[32:03.000 --> 32:09.000]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[32:09.000 --> 32:15.000]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[32:15.000 --> 32:21.000]  And that's Dreams From My Real Father by Joel Gilbert, available at Infowars.com.
[32:21.000 --> 32:25.000]  This film exposes the fraud that Obama is like nothing I've seen.
[32:25.000 --> 32:29.000]  If you want to know who Obama's real daddy is, this is the film for you.
[32:29.000 --> 32:33.000]  Don't forget, your purchase supports our broadcast and our growing media network.
[32:33.000 --> 32:40.000]  You'll also find at Infowarshop.com, None Dare Call a Conspiracy by Gary Allen, the book that woke me up.
[32:40.000 --> 32:44.000]  We're also carrying Behind the Green Mask, U.N. Agenda 21 by Rosa Corey.
[32:44.000 --> 32:47.000]  This book is coffin nails to the globalist takeover.
[32:47.000 --> 32:54.000]  The Greater Good, the most professional and up-to-date film I've ever seen, exposing the scourge that is vaccines.
[32:54.000 --> 32:59.000]  These titles and a lot more are all available at Infowarshop.com.
[33:01.000 --> 33:04.000]  Coast to Coast, direct from Austin.
[33:04.000 --> 33:08.000]  You're listening to the Alex Jones Broadcasting Network.
[33:13.000 --> 33:21.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[33:21.000 --> 33:29.000]  Nobody rides for free. Nobody rides for free.
[33:29.000 --> 33:34.000]  Nobody rides for free. Nobody.
[33:34.000 --> 33:41.000]  You think we're going to continue to let a bunch of foreign banking mafia that openly run narcotics and weapons worldwide
[33:41.000 --> 33:48.000]  come in and take the country over and use us as their muscle worldwide, and now they want our guns?
[33:48.000 --> 33:56.000]  They're doing that because they're getting ready to drop the hammer on this country and collectivize the general population by bankrupting us.
[33:56.000 --> 34:00.000]  All right, let me start getting into the all-out assault on the Second Amendment.
[34:00.000 --> 34:05.000]  Number one, they get up on television and they say, look, we just want reasonable gun control.
[34:05.000 --> 34:07.000]  Nobody wants your weapons.
[34:07.000 --> 34:09.000]  Then you read what the attorney general has written.
[34:09.000 --> 34:18.000]  The U.N., Dianne Feinstein, Barbara Boxer, Nancy Pelosi, Rahm Emanuel, Sarah Brady.
[34:18.000 --> 34:20.000]  All these people.
[34:20.000 --> 34:23.000]  And they want the total abolition. They want all guns taken.
[34:23.000 --> 34:28.000]  And the very same thing's been done in country after country after country.
[34:28.000 --> 34:32.000]  First they register, then they confiscate the semi-autos.
[34:32.000 --> 34:37.000]  Then they confiscate the bolt action. Then they confiscate the single shot.
[34:37.000 --> 34:41.000]  And they say if you can go through all the background checks and do a hundred different things,
[34:41.000 --> 34:48.000]  you can have your gun in a locker at a shooting club where you check it out and there are off-duty police there that oversee you.
[34:48.000 --> 34:50.000]  And then you can go out and shoot your target.
[34:50.000 --> 34:55.000]  And then they ban hunting because they don't want you in a primitive, normal human activity.
[34:55.000 --> 35:03.000]  They want you domesticated and only government specialist SWAT teams are allowed to use force.
[35:03.000 --> 35:11.000]  This is social engineering. And so many of them, like Bertrand Russell, you name it, wrote books about how they would domesticate us.
[35:11.000 --> 35:15.000]  How they would create this nanny state.
[35:15.000 --> 35:20.000]  You see movies like Demolition Man that came out in the 90s with Sylvester Stallone.
[35:20.000 --> 35:28.000]  You're like, man, why are we becoming that movie where the nanny state's a police state and everybody's surveilled?
[35:28.000 --> 35:30.000]  How did they know that?
[35:30.000 --> 35:35.000]  And they didn't just, the government's not imitating Demolition Man now.
[35:35.000 --> 35:42.000]  Demolition Man is basically written along the lines of the type of world the system wants to build.
[35:42.000 --> 35:50.000]  Whether it was Aldous Huxley or whether it was Bertrand Russell or whether it was H.G. Wells who wrote mainly nonfiction.
[35:50.000 --> 35:56.000]  They were all eugenicists who planned this world scientific technocratic takeover.
[35:56.000 --> 36:05.000]  And you got to hand it to them. They've built the world they want and they've gotten control through the fraud of the central banks that can buy the world up for nothing.
[36:05.000 --> 36:12.000]  And I keep going back to that because it's the central area.
[36:12.000 --> 36:23.000]  It's the central core to everything I'm talking about is that they're trying to create an artificial habitat, an artificial world, an artificial system.
[36:23.000 --> 36:29.000]  And they can't have men being men. They can't have citizens knowing it's up to them to provide their own security.
[36:29.000 --> 36:39.000]  They've got to have a crime ridden big city corrupt mafia system where you're begging for more and more police who are actually enforcers of the system.
[36:39.000 --> 36:43.000]  Now I'm going to play some clips of this and I'm going to get into the really important news.
[36:43.000 --> 36:48.000]  And it's all up at infoawars.com right now.
[36:48.000 --> 36:52.000]  Democrats move to strip political enemies of the right to own firearms.
[36:52.000 --> 36:55.000]  Rahm Emanuel as White House Chief of Staff said this.
[36:55.000 --> 36:59.000]  We're going to play a clip of him saying it after this first clip.
[36:59.000 --> 37:07.000]  But that's why it's important to understand this. And Kurt Nemo links directly to the press release put out by the group that the Washington Post also covers.
[37:07.000 --> 37:14.000]  Sweeping new gun laws proposed by influential liberal think tank made up of Rahm Emanuel and others.
[37:14.000 --> 37:17.000]  And again, that's right. That's what we were able to tell you years ago their plan.
[37:17.000 --> 37:22.000]  Executive orders, ATF rules outside of congressional law. That's in here.
[37:22.000 --> 37:27.000]  Going after gun manufacturers outside law with executive interstate commerce action.
[37:27.000 --> 37:32.000]  You're like, well, that's unconstitutional. So is saying NATO and the U.N. are over our military.
[37:32.000 --> 37:38.000]  So is Obama saying, hey, Congress, you won't shut down coal power plants. I'll shut them down with an executive order.
[37:38.000 --> 37:40.000]  Totally illegal. He's getting away with it.
[37:40.000 --> 37:51.000]  So is giving thousands of companies health care waivers where they don't have to get Obamacare, but you do, that bankrupts your company.
[37:51.000 --> 37:56.000]  And I could just keep going and going and going for for so-called conservatives out there.
[37:56.000 --> 38:01.000]  Your leaders are telling you we should all be passive and we should go in there and be nice.
[38:01.000 --> 38:06.000]  Listen, when I went in there and Piers Morgan started with the I don't want your guns.
[38:06.000 --> 38:10.000]  No one wants to take your guns. He was saying that to me before we went live.
[38:10.000 --> 38:15.000]  And I said, listen, you've called for British style laws because preposterous.
[38:15.000 --> 38:21.000]  And when I brought up on air that they have, I said three times, some numbers are five times higher violent crime than we do.
[38:21.000 --> 38:30.000]  They just kill you with knives and clubs. And the home invasions are off the charts since they took the guns 15, 16 years ago.
[38:30.000 --> 38:37.000]  This was 95. So it's like 17 years ago. The point is, is that he said that's preposterous.
[38:37.000 --> 38:41.000]  No, no. There were no fires, no riots in England. And they have them all the time.
[38:41.000 --> 38:48.000]  I've got two crew members that live over there. And I mean, literally in the nice neighborhoods, there's muggings every day and killings.
[38:48.000 --> 38:55.000]  And so I'm sick of it. I'm not going to play ball with them where they're up on the pedestal and they sit there and dictate everything.
[38:55.000 --> 39:06.000]  I laid out the warning. I put out a petition to have you deported because you're engaged in internal manipulation of our system.
[39:06.000 --> 39:14.000]  You are engaged in trying to foment the overthrow of my Bill of Rights and Constitution and that, my friends, for a citizen is treason.
[39:14.000 --> 39:19.000]  But he's not a citizen. And there's federal rulings he can be deported. But I didn't think he'd really be deported.
[39:19.000 --> 39:29.000]  It was a way to point out we've got a bunch of foreigners and synthetic citizens like Fareed Zarkaria saying Congress have the courage, ban the guns.
[39:29.000 --> 39:35.000]  So I got in his face and told him, listen, 1776, part two is going to kick off if you do this.
[39:35.000 --> 39:40.000]  And Ron Paul was on my radio show two days later and said, I absolutely agree with you.
[39:40.000 --> 39:48.000]  Not that we're looking for this. This is going to happen. You think Judge Head out in West Texas last year saying this was coming if Obama got back in as happy about it?
[39:48.000 --> 39:54.000]  It's what's going to happen. And a lot of you are like, well, let's be pragmatist and turn the guns in. Why do they want the guns?
[39:54.000 --> 39:58.000]  Look at how the Bill of Rights is under attack systematically.
[39:58.000 --> 40:03.000]  Look at how the warrantless wiretapping they now admit is for the American people and totally illegal. They just do it.
[40:03.000 --> 40:10.000]  Look at the, quote, gang checkpoints being set up on highways all over the country under federal grants where they search your car without a warrant.
[40:10.000 --> 40:16.000]  Totally unconstitutional. It's at the Supreme Court where they're going to start taking your blood at checkpoints without warrants.
[40:16.000 --> 40:23.000]  They're now doing forced inoculations all over the country outside of law. It's illegal, but they do it.
[40:23.000 --> 40:30.000]  Just like you take your baby's blood at birth illegally. I told you 15 years ago about it. People didn't believe me. Now it's declassified.
[40:30.000 --> 40:36.000]  Ladies and gentlemen, if you study history and tyranny, we're following every one of it. They want an Internet kill switch.
[40:36.000 --> 40:44.000]  They're trying to push that through. They're doing everything right now. So I got in Piers Morgan's face big time. Big time.
[40:44.000 --> 40:48.000]  Let's go ahead and play part of my confrontation with him. Here it is.
[40:48.000 --> 40:50.000]  Piers, thanks for having me.
[40:50.000 --> 40:51.000]  Why do you want to deport me?
[40:51.000 --> 41:00.000]  Well, we did it as a way to bring attention to the fact that we have all of these foreigners and the Russian government, the official Chinese government.
[41:00.000 --> 41:06.000]  Mao said political power goes out of the barrel of a gun. He killed about 80 million people because he's the only guy that had the guns.
[41:06.000 --> 41:17.000]  So we did it to point out that this is globalism and the mega banks that control the planet and brag that they've taken over in Bloomberg, AP, Reuters, you name it, brag that they're going to get our guns as well.
[41:17.000 --> 41:24.000]  They've taken everybody's guns but the Swiss and the American people. And when they get our guns, they can have their world tyranny.
[41:24.000 --> 41:34.000]  While the government buys 1.6 billion bullets, armored vehicles, tanks, helicopters, predator drones armed now in U.S. skies being used to arrest people in North Dakota.
[41:34.000 --> 41:43.000]  The Second Amendment isn't there for duck hunting. It's there to protect us from tyrannical government and street thugs.
[41:43.000 --> 41:55.000]  Take the women in India. Your piece earlier on CNN was watching during Anderson Cooper's show didn't tell you that the women of India have signed giant petitions to get firearms because the police can't and won't protect them.
[41:55.000 --> 42:05.000]  The answer is, wait a minute, I have FBI crime statistics that come out a year late, 2011. 20 plus percent crime drop in the last nine years.
[42:05.000 --> 42:14.000]  Real violent crime because more guns means less crime. Britain took the guns 15, 16 years ago, tripling of your overall violent crime.
[42:14.000 --> 42:23.000]  True, we have a higher gun violence level, but overall mugging, stabbings, deaths. Those men raped that woman in India to death with an iron rod four feet long.
[42:23.000 --> 42:33.000]  You can't ban the iron rods. The guns, the iron rods didn't do it. The tyrants did it. Hitler took the guns. Stalin took the guns. Mao took the guns.
[42:33.000 --> 42:41.000]  Fidel Castro took the guns. Hugo Chavez took the guns. And I'm here to tell you, 1776 will commence again if you try to take our firearms.
[42:41.000 --> 42:46.000]  Doesn't matter how many lemmings you get out there on the street begging for them to have their guns taken.
[42:46.000 --> 42:54.000]  We will be right back, ladies and gentlemen, with the audio clips where they admit they plan to take your guns under a UN treaty.
[42:54.000 --> 43:21.000]  This is all about the UN treaty coming up and it's about enslaving you.
[43:24.000 --> 43:31.000]  Almost all the grocery stores are closed, but I managed to get my e-foods just in time to be able to help my sister and niece.
[43:31.000 --> 43:37.000]  It is better to be prepared 10 years too early than one day too late. I can warn you, but I can't feed you.
[43:37.000 --> 43:47.000]  Heed the warnings and do what Alex has done. Call 800-409-5633 today or go to efoodsdirect.com slash Alex and build your food supply.
[43:47.000 --> 43:57.000]  It's the best tasting, non-GMO, long-term, storable food on the planet. Call 800-409-5633 or efoodsdirect.com slash Alex.
[43:57.000 --> 44:00.000]  You can bet your life on efoods Direct.
[44:00.000 --> 44:06.000]  Millions of people are going to get sick this winter from colds, flu, and other illnesses. Don't be one of them.
[44:06.000 --> 44:11.000]  Protect yourself with Supernatural Silver, a revolutionary new broad spectrum antibacterial solution.
[44:11.000 --> 44:21.000]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, and help improve wound healing.
[44:21.000 --> 44:32.000]  Supernatural Silver is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases such as strep, staph, pneumonia, colds, flus, and other harmful pathogens.
[44:32.000 --> 44:41.000]  This new technology has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of colloidal or ionic silver solutions.
[44:41.000 --> 44:48.000]  The Science Digest Journal says silver is our mightiest germ fighter. It is virtually non-toxic and is emerging as a wonder of modern medicine.
[44:48.000 --> 44:59.000]  Go to supernaturalsilver.com today and use the promo code silver2012 for 20% off. That's supernaturalsilver.com and like us on Facebook.
[44:59.000 --> 45:09.000]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[45:09.000 --> 45:13.000]  Alex and his staff have used these pure soap products for years.
[45:13.000 --> 45:21.000]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[45:21.000 --> 45:29.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[45:29.000 --> 45:35.000]  Buy the one to two month sample package and enjoy soaps that are twice as good as what you're using now.
[45:35.000 --> 45:42.000]  Or save big with a one to two year supply of soaps for all your cleaning needs. This is an amazing deal.
[45:42.000 --> 45:47.000]  You can save thousands of dollars and you will love the way real soap makes you feel.
[45:47.000 --> 45:55.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[45:59.000 --> 46:04.000]  The New Year is a great time to take charge of your health and wellness.
[46:04.000 --> 46:09.000]  Get serious and make a stand with Supernatural Silver.
[46:09.000 --> 46:17.000]  This is a breakthrough in silver technology that is several hundred times more effective than colloidal or ionic silver.
[46:17.000 --> 46:27.000]  Supernatural Silver can be taken orally every day to help fight bacteria, viruses, infections, yeast and molds.
[46:27.000 --> 46:34.000]  Supernatural Silver is also exceptional for wound care and is highly effective for water purification.
[46:34.000 --> 46:44.000]  It is the number one choice for thousands of people for immune system support and it is also a perfect choice for your emergency preparedness.
[46:44.000 --> 46:52.000]  Go to SupernaturalSilver.com today and give yourself and your loved ones a fighting chance.
[46:52.000 --> 47:08.000]  That's SupernaturalSilver.com. Check out our new low prices and like us on Facebook.
[47:22.000 --> 47:31.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[47:31.000 --> 47:45.000]  All right ladies and gentlemen, let's start getting to these clips.
[47:45.000 --> 47:47.000]  Now remember they play these games with you.
[47:47.000 --> 47:53.000]  Hey, we don't want your guns, but in New York and Chicago and other areas that these globalist crime bosses and that's who they are.
[47:53.000 --> 47:55.000]  They're all connected to organized crime, you name it.
[47:55.000 --> 47:59.000]  Wherever they're in control, they take everybody's guns.
[47:59.000 --> 48:02.000]  The general public's guns.
[48:02.000 --> 48:04.000]  And it's very, very simple.
[48:04.000 --> 48:13.000]  They don't want us like the Swiss, never invaded, everybody armed, incredibly low crime rates, small police force because you are, it's your job to protect yourself.
[48:13.000 --> 48:20.000]  No, they're a big government nanny state and they want you asking permission to cross the street.
[48:20.000 --> 48:24.000]  They want you asking permission to wipe your hind end or to wipe your nose.
[48:24.000 --> 48:26.000]  And that's what America's turning into.
[48:26.000 --> 48:30.000]  I look at the average American and they look like deer in the headlights lemmings.
[48:30.000 --> 48:33.000]  But here's the message to the mafia.
[48:33.000 --> 48:35.000]  That's what I told Piers Morgan.
[48:35.000 --> 48:43.000]  The message is this, it doesn't matter if you've turned 50% into drooling minions that are afraid of their own shadow.
[48:43.000 --> 48:47.000]  You're not getting our guns, Jack.
[48:47.000 --> 48:54.000]  No matter how many of us you persecute or try to scare, you can't starve us out and you can't make us run, okay?
[48:54.000 --> 48:55.000]  It's not my DNA.
[48:55.000 --> 48:57.000]  I'm not doing it.
[48:57.000 --> 49:00.000]  It's over.
[49:00.000 --> 49:05.000]  And it's not in the DNA of a lot of other people all over this land.
[49:05.000 --> 49:10.000]  Black, white, Hispanic, Asian, old, young, north, south, east, west, we get it.
[49:10.000 --> 49:13.000]  And worldwide, people get it.
[49:13.000 --> 49:15.000]  Folks are asking for guns all over the world.
[49:15.000 --> 49:21.000]  The women being raped in India are being asked for them because the cops are in on it a lot of times.
[49:21.000 --> 49:23.000]  The answer is arm the women.
[49:23.000 --> 49:24.000]  And let me tell you why they're panicking.
[49:24.000 --> 49:25.000]  The gun culture is rising.
[49:25.000 --> 49:27.000]  Women's magazines everywhere.
[49:27.000 --> 49:31.000]  I saw that CNN article, guys I told you about, that we printed for me.
[49:31.000 --> 49:41.000]  The headline is Mom Gun Owners, the New Face of the Second Amendment, CNN.
[49:41.000 --> 49:45.000]  Or Armed Moms, the New Face of the Gun Debate or something like that.
[49:45.000 --> 49:53.000]  And there were like three or four cases last week where women had home invaders come in and shoot and kill people.
[49:53.000 --> 49:57.000]  In one case, it was like three guys busted in and the woman said stop, stop, stop.
[49:57.000 --> 49:58.000]  They still busted in.
[49:58.000 --> 50:01.000]  She pulled out the handgun and shot them all.
[50:01.000 --> 50:04.000]  That's what you need.
[50:04.000 --> 50:07.000]  Because let me tell you, this country is going into a depression.
[50:07.000 --> 50:12.000]  And they don't want people to protect themselves during this collapse.
[50:12.000 --> 50:14.000]  Now let's start going to the clips.
[50:14.000 --> 50:16.000]  This is from years ago.
[50:16.000 --> 50:24.000]  Tom Emanuel, White House Chief of Staff, talking about how they need to take into the congressional elections.
[50:24.000 --> 50:28.000]  There it is, gun rights groups say Georgia home invasion proves their point.
[50:28.000 --> 50:33.000]  And the link to that CNN story was Armed Moms, the New Face of the Gun Debate.
[50:33.000 --> 50:37.000]  And it goes on to talk about the mom taking down the bad guys.
[50:37.000 --> 50:41.000]  And you hear it all the time on local news about some woman alone and the guy bust in.
[50:41.000 --> 50:45.000]  And then she hides herself in the bathroom and warns him she'll be on 911.
[50:45.000 --> 50:47.000]  Mister, don't break it down, don't break it down.
[50:47.000 --> 50:50.000]  And the other one's like, don't fire at him, don't fire at him, don't defend yourself.
[50:50.000 --> 50:51.000]  And the woman shoots him.
[50:51.000 --> 50:55.000]  And the cops get there and the guy's dead on the floor.
[50:55.000 --> 51:00.000]  But Rahm Emanuel, in the article where they're now proposing what we've warned you about ad nauseam.
[51:00.000 --> 51:04.000]  They're saying, we're going to use executive orders, rule making outside of law.
[51:04.000 --> 51:09.000]  And we're going to just have government agencies like we put you on a no fly list.
[51:09.000 --> 51:11.000]  And there's now over 2 million people on the no fly list.
[51:11.000 --> 51:18.000]  No judge, no jury, no proof, no reason, members of Congress, Fox News reporters, CNN reporters are critical of TSA.
[51:18.000 --> 51:20.000]  You're put on the no fly list.
[51:20.000 --> 51:22.000]  I've been put on the watch list.
[51:22.000 --> 51:29.000]  It's come out in even mainstream news that Matt Drudge and myself are in the secret files of the TSA.
[51:29.000 --> 51:31.000]  Because we dare criticize it.
[51:31.000 --> 51:33.000]  It's a political persecution.
[51:33.000 --> 51:34.000]  Hitler did it, Stalin did it.
[51:34.000 --> 51:42.000]  They used, papers please, you can't travel if you're not a good globalist or they harass you or don't even let you travel.
[51:42.000 --> 51:46.000]  And now Democrats move to strip political enemies of the right to own firearms.
[51:46.000 --> 51:47.000]  They want the power.
[51:47.000 --> 51:48.000]  And they've already done this.
[51:48.000 --> 51:52.000]  Clinton did this with a bunch of veterans with no criminal record and not even a psychological designation.
[51:52.000 --> 51:54.000]  Where you try to go buy a gun, they go, we don't know why.
[51:54.000 --> 51:56.000]  You can't ever buy a gun.
[51:56.000 --> 52:00.000]  Then you get a letter in states that are federally controlled.
[52:00.000 --> 52:02.000]  Hey, Bob, we're going to come confiscate your guns.
[52:02.000 --> 52:03.000]  Come turn them in.
[52:03.000 --> 52:05.000]  You're like, but I don't have a criminal record.
[52:05.000 --> 52:08.000]  Well, you're in the next system and it says you can't own guns.
[52:08.000 --> 52:12.000]  But wait, where do I appeal this?
[52:12.000 --> 52:14.000]  There's no courts anymore, Mac.
[52:14.000 --> 52:21.000]  You either come turn your guns in or the state police in Illinois are going to SWAT team you.
[52:21.000 --> 52:22.000]  And they even brag.
[52:22.000 --> 52:28.000]  Illinois, in this press release put out by this group, they brag, led by Rahm Emanuel, that that's going to be the model.
[52:28.000 --> 52:37.000]  In fact, they said New York and Illinois are the model, sweeping new gun laws proposed by influential liberal think tank.
[52:37.000 --> 52:38.000]  And here is Rahm Emanuel.
[52:38.000 --> 52:44.000]  Well, they're just going to put gun owners on a gun list and they're going to put you on the no fly list, too.
[52:44.000 --> 52:48.000]  But I always said they'll just use it on gun owners because they said they would.
[52:48.000 --> 52:53.000]  Now they're just saying you'll be on a no gun buy list, no judge, no jury.
[52:53.000 --> 52:56.000]  We're just going to say you can't have guns anymore.
[52:56.000 --> 53:00.000]  And that's what the ATF says in the new bill Feinstein brought forward.
[53:00.000 --> 53:01.000]  No judge, no jury.
[53:01.000 --> 53:04.000]  They just send you a letter and say, come turn your guns in.
[53:04.000 --> 53:05.000]  Totally arbitrary.
[53:05.000 --> 53:06.000]  They're God.
[53:06.000 --> 53:09.000]  They're dictatorial.
[53:09.000 --> 53:11.000]  And they're already doing this on so many fronts.
[53:11.000 --> 53:13.000]  Oh, you're an insider?
[53:13.000 --> 53:18.000]  When they nationalize General Motors, you can keep your General Motors franchise.
[53:18.000 --> 53:20.000]  You're not an Obama supporter.
[53:20.000 --> 53:22.000]  You didn't give him a bunch of money.
[53:22.000 --> 53:23.000]  You can't.
[53:23.000 --> 53:24.000]  Oh, you're not an insider.
[53:24.000 --> 53:26.000]  You can't keep your coal power plant.
[53:26.000 --> 53:27.000]  You're not an insider.
[53:27.000 --> 53:29.000]  You can see this is mafia government.
[53:29.000 --> 53:33.000]  Let's go ahead and go to that clip of Rahm Emanuel telling supporters.
[53:33.000 --> 53:37.000]  We're going to put you on a no fly list because maybe you're a possible terrorist.
[53:37.000 --> 53:38.000]  No judge or jury.
[53:38.000 --> 53:41.000]  Five year old kids have been put on it and you're never getting off.
[53:41.000 --> 53:44.000]  Well, now you're going to be able to no gun buy list official.
[53:44.000 --> 53:45.000]  They're announcing it.
[53:45.000 --> 53:46.000]  Here it is.
[53:46.000 --> 53:51.000]  We've got to make this a number one issue as a test vote and then take it into the election.
[53:51.000 --> 54:08.000]  That is, if you are on the no fly list because you are known as maybe a possible terrorist, you cannot buy a hand gun in America.
[54:08.000 --> 54:12.000]  And I have not won far from liking the mixing of politics and policy.
[54:12.000 --> 54:17.000]  But as my old boss used to say, give me that vote and throw me into that fryer patch.
[54:17.000 --> 54:26.000]  I'll make politics out of that every day, because if it's between that terrorist list and the NRA, I know where America is going to be every time.
[54:26.000 --> 54:28.000]  All right, let's stop right there.
[54:28.000 --> 54:31.000]  Now, again, I read back at the time they said this, what they were actually proposing.
[54:31.000 --> 54:34.000]  And it's just they just put you on a no gun buy list.
[54:34.000 --> 54:36.000]  And now the IRS is saying no judge, no jury.
[54:36.000 --> 54:42.000]  If you haven't paid what they claim they want or you're even in dispute with them, you can't get on an airplane.
[54:42.000 --> 54:44.000]  And Congress wouldn't pass that law last year.
[54:44.000 --> 54:47.000]  IRS said we've been told we can just make a rule.
[54:47.000 --> 54:51.000]  Oh, it was just for Al Qaeda, huh?
[54:51.000 --> 54:53.000]  The government now put Libya in Syria.
[54:53.000 --> 55:00.000]  No, it's always been about libertarians, conservatives, constitutionalist gun owners returning veterans in the training manuals.
[55:00.000 --> 55:04.000]  You're the target of the mafia because you are a real American.
[55:04.000 --> 55:08.000]  You know about the Bill of Rights and Constitution, low taxes, states rights.
[55:08.000 --> 55:11.000]  You are diametrically opposed.
[55:11.000 --> 55:15.000]  So you either roll over to the mafia and let them rob you or you're going to be listed as a terrorist.
[55:15.000 --> 55:16.000]  I got a better idea.
[55:16.000 --> 55:18.000]  We're going to expose you as the mafia.
