[00:00.000 --> 00:12.800]  Big Brother, mainstream media. Government cover-ups. You want answers? Well, so does he.
[40:14.800 --> 40:16.800]  You heard me.
[40:16.800 --> 40:18.800]  They gave up their own results.
[40:18.800 --> 40:21.800]  They basically announced that these are the winners, trust us.
[40:21.800 --> 40:26.800]  And when the candidates asked for the detailed results sheets, they said they didn't exist,
[40:26.800 --> 40:28.800]  couldn't get them, couldn't find them.
[40:28.800 --> 40:32.800]  Even after they certified it, it took a lawyer to get them to give up the results.
[40:32.800 --> 40:38.800]  And in a foreign affidavit when it went to court, they declared that the results they gave up
[40:38.800 --> 40:42.800]  after certification were non-existent.
[40:42.800 --> 40:48.800]  I mean, it is so down the rabbit hole for real when you really get out there in the field
[40:48.800 --> 40:50.800]  and watch what they're doing.
[40:50.800 --> 40:52.800]  And they're doing it in plain view.
[40:52.800 --> 40:57.800]  Now, obviously the different political power structures that are fighting for control
[40:57.800 --> 41:03.800]  over what voting machine company they pick for a state or a region,
[41:03.800 --> 41:08.800]  that this isn't from your research and from my own research, one big monolithic system
[41:08.800 --> 41:11.800]  but different cartels fighting with each other.
[41:11.800 --> 41:16.800]  You mentioned some of the states where you're seeing the really serious red flags.
[41:16.800 --> 41:22.800]  I want to go over Washington state, Kentucky, Florida, some of the states you mentioned.
[41:22.800 --> 41:24.800]  But what about Nevada?
[41:24.800 --> 41:26.800]  Where?
[41:26.800 --> 41:29.800]  Well, yeah.
[41:29.800 --> 41:31.800]  Let's talk about that.
[41:31.800 --> 41:33.800]  No, no, I mean, let's talk about that.
[41:33.800 --> 41:39.800]  Yeah, well, Clark County, Nevada, which is Las Vegas, has just been historically crooked
[41:39.800 --> 41:41.800]  as far back as anyone remembers.
[41:41.800 --> 41:43.800]  But this is actually nothing new.
[41:43.800 --> 41:46.800]  I'm just so glad to see it's getting into the press.
[41:46.800 --> 41:47.800]  Yes, people go to the polls.
[41:47.800 --> 41:53.800]  They see their touch screen voting machine ballot pre-marked for Harry Reid.
[41:53.800 --> 41:57.800]  This is actually, as I say, this has been happening in every election
[41:57.800 --> 41:59.800]  where people find pre-marked ballots.
[41:59.800 --> 42:05.800]  And sometimes with paper ballots as well, you know, they're picking up their ballot and it's pre-marked.
[42:05.800 --> 42:09.800]  Nevada, would you expect anything else?
[42:09.800 --> 42:18.800]  We do definitely see a preponderance of problems in areas that are based on a gambling economy.
[42:18.800 --> 42:20.800]  And I think we shouldn't be too surprised about that.
[42:20.800 --> 42:28.800]  Atlantic City had inside absentee fraud in 2009 where the people working inside their elections office
[42:28.800 --> 42:35.800]  eventually pled guilty to just adding in, you know, basically voter ID theft where they would take real voters
[42:35.800 --> 42:37.800]  and vote for them in their name.
[42:37.800 --> 42:43.800]  And this is a huge danger, by the way, with absentee voting because people keep looking for the dead voters
[42:43.800 --> 42:44.800]  and all this.
[42:44.800 --> 42:45.800]  It's not the dead voters, folks.
[42:45.800 --> 42:51.800]  It's the real voters who vote irregularly and insiders vote for them in their name.
[42:51.800 --> 42:58.800]  And we're also seeing the military not being sent their ballots or the ballots not coming back.
[42:58.800 --> 43:01.800]  I mean, this just goes on and on and on.
[43:01.800 --> 43:07.800]  Yeah, you know, it's turned into something where I think people think that people don't care
[43:07.800 --> 43:09.800]  and I sometimes feel that way too.
[43:09.800 --> 43:14.800]  They're always trying to justify that it really must be okay when it's so clearly not.
[43:14.800 --> 43:18.800]  But I think it's a situation where a lot of people feel helpless.
[43:18.800 --> 43:22.800]  They think, you know, this is just so surreal.
[43:22.800 --> 43:23.800]  I don't understand it.
[43:23.800 --> 43:27.800]  It's complexified to the point that nobody can follow the bouncing ball.
[43:27.800 --> 43:34.800]  But, you know, it's not the first time in history that we've had a basic human right like our own sovereignty
[43:34.800 --> 43:38.800]  over our government challenged or even taken away.
[43:38.800 --> 43:41.800]  And we have to get in there and engage.
[43:41.800 --> 43:45.800]  You have to vote because that casts evidence.
[43:45.800 --> 43:50.800]  I went to the Civil Rights Museum in Memphis shortly before I left.
[43:50.800 --> 43:54.800]  And one thing that struck me is they said, you know, if you decide not to vote,
[43:54.800 --> 43:58.800]  you have committed voluntary disenfranchisement.
[43:58.800 --> 43:59.800]  Exactly.
[43:59.800 --> 44:02.800]  Don't just hand it to them.
[44:02.800 --> 44:03.800]  Exactly.
[44:03.800 --> 44:07.800]  The system wants you to become disenfranchised and just give up.
[44:07.800 --> 44:14.800]  But we've gone from 10 years ago in national polls for what, 3, 4, 5% question the integrity of the system.
[44:14.800 --> 44:15.800]  Bev, talk about that.
[44:15.800 --> 44:17.800]  I've seen national polls the last few years.
[44:17.800 --> 44:20.800]  We're upwards of 90% question the integrity.
[44:20.800 --> 44:23.800]  And we now hear about all of the mortgage fraud by the big banks.
[44:23.800 --> 44:28.800]  We hear about prudential and others signing secret deals to steal the death benefits of veterans.
[44:28.800 --> 44:32.800]  I mean, really, it's not so much that things are getting more corrupt.
[44:32.800 --> 44:34.800]  And I think they are at certain levels.
[44:34.800 --> 44:37.800]  It's that we're starting to learn just how corrupt they are.
[44:37.800 --> 44:38.800]  And it's a process.
[44:38.800 --> 44:43.800]  And by voting, by running for office, by being politically engaged,
[44:43.800 --> 44:45.800]  we expose this.
[44:45.800 --> 44:47.800]  And it seems like there's nothing we can do.
[44:47.800 --> 44:53.800]  But then, boom, suddenly the corruption comes out and the scallywags that have done this getting a lot of trouble.
[44:53.800 --> 44:59.800]  And we are starting to see indictments and arrests around the country of elections officials engaged in fraud.
[44:59.800 --> 45:00.800]  We are.
[45:00.800 --> 45:01.800]  We are.
[45:01.800 --> 45:08.800]  And, you know, here in Kentucky, though, let me mention that's one of the famous ones where an election official is convicted of fraud.
[45:08.800 --> 45:14.800]  Actually, Clay County, Kentucky is just historic. One of the election officials, one of the election officials who have committed arson,
[45:14.800 --> 45:18.800]  and they burned down something in some kind of drug deal, and then, you know, they had another one.
[45:18.800 --> 45:28.800]  But what I noticed here in Kentucky is that what Kentucky has done is they have tried to consolidate it to this one private vendor named Tarpe Enterprises,
[45:28.800 --> 45:31.800]  which now controls 96 out of the 120 counties.
[45:31.800 --> 45:41.800]  The people and the election officials being investigated and indicted were only the ones who chose not to go with this centralized vendor.
[45:41.800 --> 45:42.800]  Now isn't that interesting?
[45:42.800 --> 45:44.800]  Yeah, get them out of the way.
[45:44.800 --> 45:48.800]  You know, maybe we can get the next one to come with this centralized vendor.
[45:48.800 --> 45:53.800]  I've seen some very corrupt things going on in Kentucky, but they...
[45:53.800 --> 45:54.800]  Well, let's not glaze over that.
[45:54.800 --> 45:57.800] ...go with this vendor. Don't get investigated. Don't get prosecuted.
[45:57.800 --> 46:01.800]  Excuse me. Let's not glaze over that.
[46:01.800 --> 46:08.800]  Whoever's being investigated, those are the only counties that don't get consolidated because the real fraud's going on with the consolidation.
[46:08.800 --> 46:11.800]  They want to firewall off those investigations.
[46:11.800 --> 46:17.800]  There you go. You know, really sort of what we're looking at here is...
[46:17.800 --> 46:20.800]  You can look at it almost as organized crime.
[46:20.800 --> 46:28.800]  I think that's... It's actually a handy way to look at it rather than getting overwhelmed because of government corruption.
[46:28.800 --> 46:34.800]  What you're seeing is the legitimization of some of the things that went on back under Al Capone and so forth in the 40s.
[46:34.800 --> 46:39.800]  It's just a much more genteel, much more sort of civilized way to do it.
[46:39.800 --> 46:46.800]  And if you look at some of the places that are very corrupt and have a history of political and election corruption,
[46:46.800 --> 46:54.800]  they're the same old places that were controlled by the crime bosses, Chicago, Cleveland, Detroit, New York, New Jersey, Las Vegas.
[46:54.800 --> 46:57.800]  I mean, and then it sort of stands out from some of these places.
[46:57.800 --> 47:06.800]  Omaha, by the way, which has the largest voting machine company in the country, was definitely part of the Capone network.
[47:06.800 --> 47:15.800]  What about Houston? That bizarre fire they had after a questioned election where the voting machines all burned up?
[47:15.800 --> 47:20.800]  Well, yes, I read about that. I guess no comment. I don't know what caused the fire.
[47:20.800 --> 47:28.800]  But in some ways, you know, a little part of you over here rejoiced them because, well, maybe they'll get something better, but apparently they didn't.
[47:28.800 --> 47:37.800]  The move to try to corporatize it and start this finger-pointing game where the election official says,
[47:37.800 --> 47:45.800]  oh, I can't answer that. Only the vendor can. And the vendor says, well, I can't answer that because I don't have to because I'm out of state.
[47:45.800 --> 47:55.800]  That's a bad part. But really, when you get down to the very core of this, where we've gone wrong is we've allowed essential processes in the election to be concealed from the public.
[47:55.800 --> 48:03.800]  And as long as you keep that as your litmus test, as what is an OK system and what is not, you start getting meaningful change.
[48:03.800 --> 48:08.800]  Germany has banned its electronic voting systems on human rights grounds.
[48:08.800 --> 48:21.800]  Basically, what they've said is that any system that conceals from the public the essential processes in the election is unconstitutional because it removes sovereignty over the government.
[48:21.800 --> 48:28.800]  And that's a preeminent First World Nation. And this is fundamental. Stalin said, I don't care, you know, who you vote for.
[48:28.800 --> 48:36.800]  All I care about is who counts the votes. And so I want to come back from break briefly and talk about solutions, then hopefully twist your arm.
[48:36.800 --> 48:44.800]  Now, you're very busy investigating to join us, say Thursday or Friday, after you've had time to look at the races and come back on with us for 30 minutes.
[48:44.800 --> 48:53.800]  Of course, it'll also be posted at blackboxvoting.org. All the great research you're doing, and Bev Harris comes as a former corporate crime investigator.
[48:53.800 --> 48:58.800]  So that's why she's had so much expertise and success in this as she gets down on the ground.
[48:58.800 --> 49:03.800]  But it sounds from what you're saying. Don't expect Sharon Angle to win just because she's ahead in most of the polls.
[49:03.800 --> 49:12.800]  Don't expect, you know, Rand Paul to win, even though he's 15 points ahead in some polls, because the establishment clearly doesn't want Rand Paul.
[49:12.800 --> 49:21.800]  But we've seen from past elections that if there is a huge wave, sometimes they get scared and don't engage in fraud because they're scared of investigations.
[49:21.800 --> 49:26.800]  And I'm glad that Sharon Angle has now pointed out the fraud because now they're saying there is going to be an investigation.
[49:26.800 --> 49:30.800]  But then the problem is the investigators are the same one involved in the fraud.
[49:30.800 --> 49:40.800]  Right. And you have a good point there in that if there's a huge wave, and that's why people should vote, it is very challenging to tamper with it in a credible way.
[49:40.800 --> 49:49.800]  Because then you have the exit polls, you have the people, you have the public polls that don't match. These crooks don't like that.
[49:49.800 --> 49:56.800]  You know, well, they don't like a light to shine on it, and they certainly don't like a lot of very energized people coming in and saying we'd like to look at everything.
[49:56.800 --> 50:00.800]  Because then you got to have a fire at the ballot box place.
[50:00.800 --> 50:04.800]  There you go. That's happened in Texas, as you know.
[50:04.800 --> 50:14.800]  So this mafia is, it sounds like, getting this institutionalized, but in other parts of the world, people are seeing through it.
[50:14.800 --> 50:18.800]  Are there any successes reversing this fraud?
[50:18.800 --> 50:24.800]  Well, you know, Germany has been followed by the Netherlands and Ireland in getting rid of these machines.
[50:24.800 --> 50:28.800]  They're in warehouses just mothball. They said this doesn't work. It's not democratic.
[50:28.800 --> 50:35.800]  And by the way, there's four essential processes that have to be available to the public for authentication without need for special expertise.
[50:35.800 --> 50:44.800]  And those are who can vote the voter list, who did vote the participating voter list, whether the ballot that gets counted is the same one that got cast,
[50:44.800 --> 50:49.800]  which is chain of custody, and the counting of the vote, meaning a public counting of the vote.
[50:49.800 --> 50:54.800]  There's three nations in Europe that have steamed through this. It's really the emperor's new clothes. That's all it is.
[50:54.800 --> 51:17.800]  They have stayed there, and by continuing to expose it, the House of Cards will fall. Stay with us.
[51:24.800 --> 51:34.800]  That's all it is.
[51:55.800 --> 52:04.800]  The question is, where should the American people draw their line in the sand?
[52:04.800 --> 52:07.800]  What have we got? A republic or a monarchy?
[52:07.800 --> 52:11.800]  A republic is based on a constitution which protects minority rights.
[52:11.800 --> 52:15.800]  Not democracy, not mob rule, two wolves and a sheep voting on what's for dinner.
[52:15.800 --> 52:21.800]  So they think they own our land, they think they own our water, children, our education, our money.
[52:21.800 --> 52:25.800]  We have to define who we are and what we will tolerate.
[52:25.800 --> 52:29.800]  Somebody's going to ask you what you did during the Patriot uprising.
[52:29.800 --> 52:30.800]  You're being warned.
[52:30.800 --> 52:34.800]  We have the facts. We have the constitution. We have the Bill of Rights. We have common law.
[52:34.800 --> 52:40.800]  Knowledge is power, ladies and gentlemen, and I'm so excited to be able to offer you Don't Tread on Me, Rise of the Republic.
[52:40.800 --> 52:59.800]  Tyranny is upon us, but liberty and the sleeping giant that is the American people is rising. A new tool in the Info War. Don't Tread on Me. Order it at infowars.com or prisonplanet.com or call toll-free 888-253-3139 and support independent patriotic liberty films.
[52:59.800 --> 53:04.800]  We all know that Berkey water purification systems are the most trusted name in water filtration.
[53:04.800 --> 53:09.800]  As an authorized Berkey dealer for over five years and serving thousands of satisfied customers,
[53:09.800 --> 53:13.800]  the Berkey guy offers amazing specials for Berkey water filtration systems.
[53:13.800 --> 53:21.800]  The Berkey light systems include a set of self-sterilizing and recleanable black purification elements that purify water by removing chlorine, pathogenic bacteria,
[53:21.800 --> 53:27.800]  cyst and parasites to non-detectable levels and remove harmful chemicals such as herbicides and pesticides.
[53:27.800 --> 53:36.800]  Order the Berkey light system today complete with two black Berkey elements for only $209 and the Berkey guy will include three sport Berkey water bottles
[53:36.800 --> 53:38.800]  and ship everything to you free of charge.
[53:38.800 --> 53:44.800]  That's right, three sport Berkey water bottles and free shipping. An $87 value, yours free.
[53:44.800 --> 53:58.800]  Call the Berkey guy at 1-877-886-3653. That's 1-877-886-3653 or order online at goberkey.com. That's goberkey.com today.
[53:58.800 --> 54:14.800]  Okay, Ben Harris, you got the floor. You were going over those four things that even major governments in Europe like Germany have stated are fundamental.
[54:14.800 --> 54:22.800]  I mean, private secretive groups that have been caught in fraud and election rigging over and over again and their own executives have gone public
[54:22.800 --> 54:29.800]  and airplanes have gone down and people have been killed and shot who go public. I mean, we know there's fraud going on everywhere.
[54:29.800 --> 54:40.800]  And the denial is really starting to end and it's bipartisan corruption going on. So how do we get our election process back?
[54:40.800 --> 54:46.800]  Well, one thing I want to say is although we hear about these scary things, don't be scared to engage.
[54:46.800 --> 54:54.800]  It really isn't all that dangerous out in the field. You just need to make sure that you're going after something in a public way that you're right to do it.
[54:54.800 --> 55:01.800]  I'm not trying to scare people. They don't really usually kill investigators for my research. It's insiders who've blown the whistle.
[55:01.800 --> 55:07.800]  Right. And I'm saying that because I meet a lot of people in the public who are scared and they don't need to be scared.
[55:07.800 --> 55:13.800]  It's what I'm saying. They need to engage because when we do, it's the public officials who get scared.
[55:13.800 --> 55:22.800]  Now, one of the things that we need to do is keep our eye on the ball as far as what is meaningful reform and what is just make work running on the hamster wheel.
[55:22.800 --> 55:30.800]  We've seen a lot of that where they divert people into, you know, all of a spender down this trail to something that doesn't even really mean very much.
[55:30.800 --> 55:37.800]  Like, you know, let's do a one half a percent audit two weeks after the election. But by that time chain of custody is toast.
[55:37.800 --> 55:42.800]  And would you have a bank account where you could look at only one half of one percent of your checks?
[55:42.800 --> 55:52.800]  You know, so we need to look at what's meaningful and what's meaningful is what we want is the public to be able to see and authenticate the original count.
[55:52.800 --> 55:58.800]  That doesn't mean something two weeks later. That means the original count before it goes anywhere at the polling place.
[55:58.800 --> 56:08.800]  There's places that are doing this. In fact, there's kind of some halfway measures that are meaningful in Humboldt County, California and now Yolo County, California has added this.
[56:08.800 --> 56:21.800]  They just bought an office shelf scanner from an office depot and they're taking all their ballots and also running them through that scanner and making them available to the public on CD and putting them on the web.
[56:21.800 --> 56:23.800]  They're anonymous. There's absolutely nothing wrong with that.
[56:23.800 --> 56:29.800]  That is powerful because then you can have someone of an audit later and they can't burn them down.
[56:29.800 --> 56:35.800]  Right. Well, and it doesn't even need to be later. I mean, they're putting them out right away and you can see, you can count them yourself.
[56:35.800 --> 56:43.800]  And there's even a wonderful guy by the name of Mitch Trachtenberg who has developed free open source software that he hopes everyone else will just develop their own.
[56:43.800 --> 56:54.800]  It's not that hard to do. And, you know, so if you don't want to count 170,000 ballots one by one, you can also use this free software and check different precincts yourself and then look at them yourself.
[56:54.800 --> 57:03.800]  You can do whatever you want. The point being that this is not expensive and it's very, very public and it brings the public and allows them to see what's going on.
[57:03.800 --> 57:08.800]  But we have to keep remembering that what we want is a public count.
[57:08.800 --> 57:17.800]  The original count, not something later down the road, needs to be something that's done in public or that the public can authenticate without need for special expertise.
[57:17.800 --> 57:25.800]  That's one thing. The next thing is who voted? This is getting to be the next area, the next frontier where they're keeping it secret.
[57:25.800 --> 57:29.800]  It's getting harder and harder to see the poll books or even have poll books.
[57:29.800 --> 57:34.800]  They're starting to transfer these into electronic databases, which now you see it, now you don't.
[57:34.800 --> 57:42.800]  In Tennessee, I found 3,200 more votes than voters in the participating voters list.
[57:42.800 --> 57:48.800]  What did the chairman of the election commission say about this? He said, well, there's always going to be more votes than voters.
[57:48.800 --> 58:01.800]  Huh? You know, what needs to be public and remain public, it's always been public, is the poll book. Who voted? Who can vote? Who did vote?
[58:01.800 --> 58:05.800]  Was the ballot counted the same one as was passed? And is the count public?
[58:05.800 --> 58:09.800]  But how about also just politically moving to have these machines completely removed?
[58:09.800 --> 58:18.800]  Well, that helps with the counting phase of it. But remember, there's four phases. So yes, getting them completely removed, as Germany did.
[58:18.800 --> 58:25.800]  And just going back to hand counting in public, which by the way, is quick and it is less expensive than that.
[58:25.800 --> 58:27.800]  Bev, Bev, Bev. That's a solution.
[58:27.800 --> 58:32.800]  Bev, we've got to go to break. One minute break. I know you've got to go, but I want you to be able to finish up on this.
[58:32.800 --> 58:39.800]  We're going to be back in one minute. Do about three, four minutes with us and you'll also be popping in on Thursday or Friday or maybe both once we know what's happened.
[58:39.800 --> 59:07.800]  You are listening to GCN. Visit GCNLive.com today.
[59:07.800 --> 59:22.800]  You can find out more about GCNLive on our website at www.gcnlive.com.au.
[59:37.800 --> 59:44.800]  If you can still afford it, visit eFoodsDirect.com on the Internet or call 800-409-5633.
[59:44.800 --> 01:00:10.800]  That's eFoodsDirect.com or 800-409-5633.
[01:00:10.800 --> 01:00:21.800]  Well, so does he. He's Alex Jones on the GCN Radio Network. And now, live from Austin, Texas, Alex Jones.
[01:00:21.800 --> 01:00:29.800]  Well, we have undoubtedly the leading election fraud expert, also voter fraud expert, Beth Harris.
[01:00:29.800 --> 01:00:39.800]  She'll be joining us Thursday or Friday, perhaps both days, as we get a clear image of the election fraud clearly going on from Nevada to Florida.
[01:00:39.800 --> 01:00:46.800]  She's in Kentucky where there's massive evidence of manipulation going on. She hopes she can leave tomorrow and go to other states.
[01:00:46.800 --> 01:00:55.800]  She hopes that the fraud isn't as big a tidal wave as it looks like it may be against the anti-establishment candidate, Rand Paul.
[01:00:55.800 --> 01:01:03.800]  The website's blackboxvoting.org. And, of course, the documentary film, Black Box Voting, as well, preeminent on that subject.
[01:01:03.800 --> 01:01:09.800]  Like, okay, in three or four minutes we've got left, you were going over the four levels of custody.
[01:01:09.800 --> 01:01:17.800]  And the fact that Germany and others have just gone right to banning this outright because it's clearly just built for fraud. Please continue.
[01:01:17.800 --> 01:01:22.800]  Right. Well, you know, the first thing again is who can vote, the voter list.
[01:01:22.800 --> 01:01:27.800]  That gets played with now because what they've done is they consolidated it into a statewide database.
[01:01:27.800 --> 01:01:34.800]  It's not hard for database folks to look at that and parse through it. And so that is something that's really worth doing because it shouldn't be changing,
[01:01:34.800 --> 01:01:38.800]  especially right in the middle of the election, sometimes it does.
[01:01:38.800 --> 01:01:42.800]  The second one being who did vote. That's crucial. It's becoming more crucial.
[01:01:42.800 --> 01:01:49.800]  As we start to clamp down on controls over what's going on with the machine, we start seeing them playing with these lists of who voted
[01:01:49.800 --> 01:01:54.800]  and people are added in after the fact electronically or deleted out.
[01:01:54.800 --> 01:02:00.800]  That, by the way, that who did vote is so important with the absentee vote locations.
[01:02:00.800 --> 01:02:11.800]  We now have 25 states with unlimited absentee voting. Those kinds of locations rapidly rise to about 60% of all votes cast by absentee ballots.
[01:02:11.800 --> 01:02:18.800]  The key with absentee voting is you don't know who actually put that ballot in the envelope, whether it was an insider or an outsider.
[01:02:18.800 --> 01:02:26.800]  That who did vote is going to become more and more crucial. Whether the vote, this chain of custody, whether the vote that was cast is the same as the one that was counted,
[01:02:26.800 --> 01:02:32.800]  that is the now you see it, now you don't. They come up with all kinds of gobbledogook about fields and this and that.
[01:02:32.800 --> 01:02:38.800]  Most of it really doesn't hold water when you have to become sort of good at, you know, the person, the my cousin Vinnie person,
[01:02:38.800 --> 01:02:47.800]  who can see the magician stick it under the table, that's what you need for the chain of custody exam because a lot of that is really just smoking mirrors.
[01:02:47.800 --> 01:02:56.800]  And then going to the actual counting of the vote, that's where we get into banning the machines. You cannot see anything that's happening inside a machine.
[01:02:56.800 --> 01:03:00.800]  You can be the best computer scientist in the world, but you cannot see an electron.
[01:03:00.800 --> 01:03:11.800]  So we need to be able to see heavy public counting of the vote, which does not require expertise and which is the original count,
[01:03:11.800 --> 01:03:19.800]  not some thing that happens weeks later because you cannot really control chain of custody on something weeks later.
[01:03:19.800 --> 01:03:27.800]  Now you told me all fair, you said you hope you can get out of Kentucky and go cover other post-election scams,
[01:03:27.800 --> 01:03:33.800]  but you're saying that there is a lot of evidence of chicanery going on?
[01:03:33.800 --> 01:03:42.800]  Well, I'm concerned because in 2006, Kentucky began to consolidate everything toward this one private vendor just goes Kentucky.
[01:03:42.800 --> 01:03:47.800]  And I'm concerned about that and it also sends its results to another private vendor out of Florida.
[01:03:47.800 --> 01:03:56.800]  So they have a private vendor handle the front end and then they have another private vendor tell you the vendor who tell you the results are four.
[01:03:56.800 --> 01:04:07.800]  What they have going for them here in Kentucky, though, is the big lead and it becomes difficult to plausibly tamper in elections when the candidates are headed by double digits.
[01:04:07.800 --> 01:04:16.800]  So I do hope that I can leave Kentucky and go to another hot spot. I'm sure there will be many. I'm going to have a lot of choices on my plate.
[01:04:16.800 --> 01:04:22.800]  All right, Bev Harris will talk to you on Thursday or Friday or perhaps both days as things break.
[01:04:22.800 --> 01:04:28.800]  Even if you've got time, you know, for a five minute update, you've got our contact pop in.
[01:04:28.800 --> 01:04:34.800]  If you're on the road or, you know, being harassed or whatever and need some media coverage, we're here for you.
[01:04:34.800 --> 01:04:40.800]  We really appreciate your courage and your tireless efforts. Bev Harris of blackboxvoting.org God bless you.
[01:04:40.800 --> 01:04:41.800]  Thank you.
[01:04:41.800 --> 01:04:43.800]  All right, we'll talk to her coming up later in the week.
[01:04:43.800 --> 01:04:49.800]  We've got the head of alley pack coming on with all the illegal alien voter fraud going on the Democrats predominantly.
[01:04:49.800 --> 01:04:59.800]  Your phone calls are coming up in a lot of other news. The phones are open 1-800-259-9231-800-259-9231. Stay with us.
[01:04:59.800 --> 01:05:06.800]  When you're out on the road, the last place you want to be is on the road.
[01:05:06.800 --> 01:05:12.800]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[01:05:12.800 --> 01:05:20.800]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[01:05:20.800 --> 01:05:29.800]  They so pride in every stitch guarantee you love the way they fit.
[01:05:29.800 --> 01:05:34.800]  They put a diamond gusset in the crotch where you need it most.
[01:05:34.800 --> 01:05:39.800]  Blue diamond gussets got it, others don't.
[01:05:39.800 --> 01:05:46.800]  You can learn jeans inside out. Diamond gusset jeans made in the USA with unparalleled quality.
[01:05:46.800 --> 01:05:52.800]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you can ride all day with confidence.
[01:05:52.800 --> 01:06:10.800]  Order yours at gusset.com. Diamond gusset jeans got it, others don't.
[01:06:23.800 --> 01:06:27.800]  And again, it's absolutely free. There are tons of tools to help you.
[01:06:27.800 --> 01:06:31.800]  For instance, if you want to remodel your home, go to homegain.com.
[01:06:31.800 --> 01:06:38.800]  Use their home sale maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[01:06:38.800 --> 01:06:41.800]  For 10 years, these folks have been helping home sellers and buyers.
[01:06:41.800 --> 01:06:49.800]  Visit their link at infowars.com. Look for Max, the orange homegain gorilla to help you with any real estate needs you might have.
[01:06:49.800 --> 01:06:56.800]  You'll love this site. It's homegain.com. H-O-M-E-G-A-I-N.com. Check them out today.
[01:07:19.800 --> 01:07:23.800]  Take my word for it. Once you've used pure soap, you won't buy anything else.
[01:07:23.800 --> 01:07:29.800]  Since 1947, Calvin Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[01:07:29.800 --> 01:07:31.800]  Buy American and stay clean.
[01:07:31.800 --> 01:07:37.800]  As well as support info wars, visit 5starsoap.com today or call 1-800-340-7091.
[01:07:37.800 --> 01:07:39.800]  Well, Marty, what do you have to say?
[01:07:39.800 --> 01:07:58.800]  As founder and owner for over 63 years, satisfaction is guaranteed on W. Dirtback. Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com. Thank you.
[01:08:09.800 --> 01:08:31.800]  Look at this little piece of news. Out of NDTV, $200 million will be spent on security per day for President Barry Sataro,
[01:08:31.800 --> 01:08:42.800]  aka Barack Obama's visit to the city of Mumbai where our own government two years ago staged the terror attacks. It's even come out that the CIA minion ran the operation.
[01:08:42.800 --> 01:08:52.800]  About 3,000 people, including secret service agents, U.S. government officials and journalists, will accompany the president several officials, not servants,
[01:08:52.800 --> 01:09:03.800]  from the White House and U.S. agencies, are already there for the past week with helicopters and ship and high-end security instruments.
[01:09:03.800 --> 01:09:05.800]  So isn't that just special?
[01:09:05.800 --> 01:09:11.800]  I want to get into the economy coming up at the bottom of the hour. Huge developments ahead of the big Fed announcement.
[01:09:11.800 --> 01:09:18.800]  They've already leaked the fact to Bloomberg and others that they're going to at least have quantitative easing of $500 billion.
[01:09:18.800 --> 01:09:23.800]  That's the Federal Reserve buying U.S. bonds itself.
[01:09:23.800 --> 01:09:31.800]  So that's total devaluation that they're signaling QE-2 risk, currency wars, an end of dollar hegemony.
[01:09:31.800 --> 01:09:36.800]  It's hard currency on its way out, introducing the new virtual world currency.
[01:09:36.800 --> 01:09:42.800]  Christian Science Monitor got a big stack of all the latest election developments we're going to be covering.
[01:09:42.800 --> 01:09:49.800]  But I want to go to your phone calls first on whatever issue it is you're raising at 800-259-9231.
[01:09:49.800 --> 01:09:53.800]  But please have your comments or questions ready because I want to try to get to a lot of people.
[01:09:53.800 --> 01:09:57.800]  Derry in Kentucky, you're on the air. Go ahead.
[01:09:57.800 --> 01:10:05.800]  Alex, I just want to call in and congratulate you on letting the people know the truth.
[01:10:05.800 --> 01:10:18.800]  For the amount of time you've done it, it took a while for it to spread into the Tea Party and to spread into the Republicans and some Democrats on many of the issues.
[01:10:18.800 --> 01:10:26.800]  And you have been one of the major reasons why this country has changed.
[01:10:26.800 --> 01:10:35.800]  I talked to you about three months ago, and it was the first time I heard it, three or four months back, and I was astounded.
[01:10:35.800 --> 01:10:40.800]  And I told you back then is when I heard it, I knew it was the truth.
[01:10:40.800 --> 01:10:45.800]  And the people have heard it, and they know it's the truth also.
[01:10:45.800 --> 01:10:54.800]  And we are just about ready to witness the greatest change since 1776.
[01:10:54.800 --> 01:10:56.800]  We're going to witness it.
[01:10:56.800 --> 01:11:04.800]  If we keep their feet to the fire and if we put even more patriots in in 2012, we are on the right track.
[01:11:04.800 --> 01:11:07.800]  This is a real political realignment.
[01:11:07.800 --> 01:11:19.800]  They threw out the Republicans and put Obama in, and that really woke them up, that the establishment candidates, be they Republican or Democrat, are globalist, and we're going to repeal NAFTA and GATT.
[01:11:19.800 --> 01:11:22.800]  We're going to repeal all these gun laws. We're going to control our borders.
[01:11:22.800 --> 01:11:24.800]  We're going to abolish the Federal Reserve.
[01:11:24.800 --> 01:11:27.800]  We can even elect Ron Paul to the presidency.
[01:11:27.800 --> 01:11:31.800]  If we keep our eyes on the prize, we have the power.
[01:11:31.800 --> 01:11:36.800]  But it's just like a football team or a baseball team that doesn't believe they can win.
[01:11:36.800 --> 01:11:39.800]  It's kind of like the Cowboys, if you want to use a sports analogy.
