[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[38:53.000 --> 38:57.000]  And my point is, you are under this attack.
[38:57.000 --> 39:03.000]  The Pentagon admits they spend tens of billions a year domestically in the U.S.
[39:03.000 --> 39:13.000]  And all of this stuff is meant to manipulate you and it's been illegal since the founding of the CIA and the Department of Defense to do this domestically.
[39:13.000 --> 39:16.000]  But now they just do it.
[39:16.000 --> 39:19.000]  So you talk to people and you go, don't you see the propaganda?
[39:19.000 --> 39:23.000]  They think it's a conspiracy theory that they're even being propagandized.
[39:23.000 --> 39:31.000]  And I'll point out again, propaganda just means someone's political speech selling you on their idea.
[39:31.000 --> 39:34.000]  I guess it goes back to the Jesuits.
[39:34.000 --> 39:42.000]  And even before that to the Greeks, but the term propaganda is, I guess, a Jewitical, they would call it, or Jesuit type term.
[39:42.000 --> 39:45.000]  But it just means political education.
[39:45.000 --> 39:49.000]  Well, people were teaching about private property, Second Amendment, freedom.
[39:49.000 --> 39:50.000]  No, no, no.
[39:50.000 --> 39:54.000]  The whole media does nothing but demonize things that America is based on.
[39:54.000 --> 39:56.000]  And this is psychological warfare.
[39:56.000 --> 39:58.000]  All the carbon tax is being promoted.
[39:58.000 --> 39:59.000]  All of it.
[39:59.000 --> 40:01.000]  This is a globalist agenda.
[40:01.000 --> 40:07.000]  So the video piece starts with the host country asking for help.
[40:07.000 --> 40:14.000]  And there's this creepy scene where the creepy third world commander, military commander, asks for psychological warfare.
[40:14.000 --> 40:19.000]  Like it's some nasty goodie, you know, like looking at a playboy behind the woodshed or something.
[40:19.000 --> 40:23.000]  And the U.S. psychological warfare head says, oh, we'll do that.
[40:23.000 --> 40:29.000]  And the next they say, well, you're in the host country, we're actually already running psychological warfare in the country.
[40:29.000 --> 40:34.000]  So it's even got creepy deception in it, like, oh, look at how we're lying to people.
[40:34.000 --> 40:37.000]  I mean, this is, this is disgusting.
[40:37.000 --> 40:41.000]  It's better to say we don't have psychological warfare manuals.
[40:41.000 --> 40:46.000]  What we believe in is on our sleeve, liberty, freedom, the family, period.
[40:46.000 --> 40:50.000]  We're here to bring liberty, not a bunch of creeping around garbage.
[40:50.000 --> 40:55.000]  So you look at the psych warfare, the Psyop being run in America.
[40:55.000 --> 40:59.000]  It just like I was sent the Homeland Security documents.
[40:59.000 --> 41:02.000]  Remember, I broke that three years ago, state police and FBI.
[41:02.000 --> 41:07.000]  I got another manual from a federal marshal and all those stories made national news.
[41:07.000 --> 41:09.000]  None of it has to do with Al Qaeda.
[41:09.000 --> 41:12.000]  That is itself a Psyop.
[41:12.000 --> 41:14.000]  None of it had to do with Al Qaeda.
[41:14.000 --> 41:18.000]  That itself was a Psyop.
[41:18.000 --> 41:22.000]  It said number one threat to America, returning veterans, number two, gun owners,
[41:22.000 --> 41:25.000]  number three, Ron Paul supporters, number four, libertarians,
[41:25.000 --> 41:30.000]  number five, those that don't want us in the UN, number six, private property activist.
[41:30.000 --> 41:36.000]  You're being told you're giving up all these liberties and having the government stick their hands down your pants at the airport
[41:36.000 --> 41:41.000]  because they're trying to keep you safe, but really it's an internal domestic checkpoint.
[41:41.000 --> 41:43.000]  All right, we'll get to most of it in the next segment,
[41:43.000 --> 41:53.000]  but let's go ahead and start rolling the intro of it where they have the name of the Psyop manual, TF-33-3972.
[41:53.000 --> 42:00.000]  United States Army presents TF-33-3972, 1968.
[42:00.000 --> 42:06.000]  Psychological operations in support of internal defense and deployment assistance programs.
[42:06.000 --> 42:12.000]  The point is, when they have checkpoints in America as the TSA now has on the highways, that is martial law.
[42:12.000 --> 42:15.000]  You are under martial law.
[42:15.000 --> 42:20.000]  This is the United States Embassy. In a country we shall call Plank.
[42:20.000 --> 42:30.000]  In actuality, host land does not exist, but this fictional nation has many counterparts.
[42:30.000 --> 42:37.000]  Small countries in which outside alien hands have planted the seeds of subversion.
[42:37.000 --> 42:41.000]  Stop right there.
[42:41.000 --> 42:42.000]  We're going to come back.
[42:42.000 --> 42:47.000]  Oh, outside foreign megabanks that created thousands of trillions in fake derivatives
[42:47.000 --> 42:52.000]  and got their people in control of every federal position or regulatory position.
[42:52.000 --> 42:56.000]  You see, now the outside subverters have come in and taken over the country
[42:56.000 --> 43:01.000]  and are turning the internal defense against the real patriots.
[43:01.000 --> 43:09.000]  A very wealthy U.S. citizen is predicting that in 2011 we will witness the most important day in America in more than 50 years.
[43:09.000 --> 43:12.000]  He says it will change everything about our lives.
[43:12.000 --> 43:17.000]  The way you shop, travel, invest, educate your children and even how you take care of your health and your own family.
[43:17.000 --> 43:20.000]  Now this man has made some outrageous predictions over the years.
[43:20.000 --> 43:22.000]  The crazy part is, he's usually right.
[43:22.000 --> 43:28.000]  You see, he predicted the collapse of GM, Panny May, Freddie Mac and America's biggest small owner, General Growth Properties.
[43:28.000 --> 43:32.000]  In fact, Barron's called his work a dire prophecy.
[43:32.000 --> 43:38.000]  Recently, he created a video which you can watch online for free, detailing his biggest and most important prediction yet.
[43:38.000 --> 43:41.000]  It's a real eye-opener. I can't stress this enough.
[43:41.000 --> 43:43.000]  You should at least watch this free video online today.
[43:43.000 --> 43:47.000]  He explains everything you need to know, including simple steps you can take to protect yourself.
[43:47.000 --> 43:52.000]  You can find the video at www.EndOfAmerica3.com.
[43:52.000 --> 43:55.000]  That's End of America, the number 3.com.
[43:55.000 --> 43:59.000]  Watch the free video at www.EndOfAmerica3.com.
[43:59.000 --> 44:01.000]  That's End of America 3.com.
[44:01.000 --> 44:05.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[44:05.000 --> 44:09.000]  Number 1. New climate legislation could easily double or triple your electric bill.
[44:09.000 --> 44:15.000]  Number 2. Our new energy czar wants to control how much power your electric company allows you to have.
[44:15.000 --> 44:21.000]  It's true. Total government control of electricity in the name of smart grid technology is coming.
[44:21.000 --> 44:25.000]  Number 3. In some areas of the country, the power grid is dangerously overloaded.
[44:25.000 --> 44:29.000]  And now, new socialist legislation is only compounding the problem.
[44:29.000 --> 44:32.000]  Number 4. Dangerous weather is always a threat to local grids.
[44:32.000 --> 44:36.000]  Every year, thousands of families lose their power from weather-related onages.
[44:36.000 --> 44:41.000]  Number 5. A solar power generator provides powerful backup insurance and peace of mind.
[44:41.000 --> 44:46.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my old sponsors.
[44:46.000 --> 44:50.000]  You can get more information at www.MySolarBackup.com.
[44:50.000 --> 44:52.000]  That's MySolarBackup.com.
[44:52.000 --> 45:00.000]  Remember, the government doesn't own the sun, so go to MySolarBackup.com or call 1-877-327-0365.
[45:00.000 --> 45:03.000]  You can bet your life on eFoodsDirect.
[45:03.000 --> 45:08.000]  Alex has told you about the amazing, great-tasting, long-term, storeable food from eFoodsDirect
[45:08.000 --> 45:15.000]  and how a food savings account is your best insurance against natural disasters, job loss, and high food costs.
[45:15.000 --> 45:23.000]  But did you know that this dehydrated food also protects you against food-borne contaminants like E. coli and Salmonella?
[45:23.000 --> 45:27.000]  Those poisonous critters can't live in low-moisture food from eFoodsDirect.
[45:27.000 --> 45:30.000]  Ask for the Alex Fall Special.
[45:30.000 --> 45:35.000]  The Fall Special is a 24-day supply of food in a convenient, portable container.
[45:35.000 --> 45:43.000]  A $259 value for only $199 saves $60 on 160 servings of the best food on the planet.
[45:43.000 --> 45:51.000]  Call 800-409-5633 and ask for the Alex Fall Special and go to eFoodsDirect.com slash Alex.
[45:51.000 --> 45:58.000]  24 hours, 800-409-5633 or eFoodsDirect.com slash Alex.
[45:58.000 --> 46:27.000]  You can bet your life on eFoodsDirect.
[46:28.000 --> 46:57.000]  Call 800-409-5633 or eFoodsDirect.com slash Alex.
[46:58.000 --> 47:05.000]  Coast to coast, direct from Austin.
[47:05.000 --> 47:10.000]  You're listening to the Alex Jones Broadcasting Network.
[47:10.000 --> 47:32.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN radio network.
[47:32.000 --> 47:58.000]  Call 800-409-5633 or eFoodsDirect.com slash Alex.
[47:58.000 --> 48:24.000]  Call 800-409-5633 or eFoodsDirect.com slash Alex.
[48:24.000 --> 48:50.000]  Call 800-409-5633 or eFoodsDirect.com slash Alex.
[48:50.000 --> 49:12.000]  Call 800-409-5633 or eFoodsDirect.com slash Alex.
[49:12.000 --> 49:41.000]  Call 800-409-5633 or eFoodsDirect.com slash Alex.
[49:41.000 --> 50:10.000]  Call 800-409-5633 or eFoodsDirect.com slash Alex.
[50:10.000 --> 50:36.000]  Call 800-409-5633 or eFoodsDirect.com slash Alex.
[50:36.000 --> 50:55.000]  A nation seeking its own independent path to progress, but stalled in its forward march by a subversive force that grows more malignant with each passing day.
[50:55.000 --> 51:06.000]  Gentlemen, the pattern here is for me.
[51:06.000 --> 51:11.000]  Mr. Jones, what is your government doing about this?
[51:11.000 --> 51:16.000]  As you know, we have had some success in counteracting their efforts, but never quite enough.
[51:16.000 --> 51:20.000]  At best we have achieved a containment.
[51:20.000 --> 51:30.000]  Now, with the sudden intensification of subversive activity, the outbreak of violence in the eastern province,
[51:30.000 --> 51:39.000]  my government is firmly convinced that a full-scale internal defense operation is the only answer for the problem.
[51:39.000 --> 51:42.000]  That is why we have once again come to the United States for help.
[51:42.000 --> 51:53.000]  As to our specific needs, you will find them outlined in the official request, which we have submitted for your attention.
[51:53.000 --> 51:58.000]  Again, folks, they're talking about internal defense. That's martial law.
[51:58.000 --> 52:03.000]  Then they show what internal defense is, and it's exactly what's being set up in America.
[52:03.000 --> 52:05.000]  Okay? Let's go back to it.
[52:05.000 --> 52:12.000]  So, I've been informed by your military attaché and the Colonel Adams here.
[52:12.000 --> 52:18.000]  You have men who specialize in internal defense operations who made you with the situation we're facing.
[52:18.000 --> 52:25.000]  Then you are specifically requesting that you assist us in ending our current training program.
[52:25.000 --> 52:32.000]  We've got to set up and staff new training centers for officers and then COs, and we must move quickly.
[52:32.000 --> 52:38.000]  With your government's help, we should be able to accomplish our objectives in much less time.
[52:38.000 --> 52:41.000]  And time will be a critical factor.
[52:41.000 --> 52:48.000]  I feel confident that my government will give you every assistance along those lines.
[52:48.000 --> 52:57.000]  In fact, we should be able to have additional advisors on the way here in a matter of just a few days.
[52:57.000 --> 52:59.000]  Other specifics?
[52:59.000 --> 53:08.000]  Frankly, Mr. Ambassador, we like the trained men who would be able to plan and implement operations in an area we think is vitally important.
[53:08.000 --> 53:21.000]  Because of this, we are also requesting that your team of advisors include a senior officer who is thoroughly experienced in psychological operations.
[53:21.000 --> 53:27.000]  Very well, sir. I think we can provide you with an expert on the subject.
[53:27.000 --> 53:37.000]  This man is the expert on the subject. His name is Leo Hamilton, and he is a Lieutenant Colonel in the United States Army.
[53:37.000 --> 53:43.000]  Earlier today, he was designated the Psychological Operations Staff Officer Advisor.
[53:43.000 --> 53:48.000]  He helped put the floor out in the water. He helped get gun control through.
[53:48.000 --> 53:51.000]  He helped bring down America. He can screw up your country, too.
[53:51.000 --> 53:59.000]  In the area of psychological operations, Syop, Colonel Hamilton qualifies as a veteran with considerable field experience.
[53:59.000 --> 54:01.000]  Yeah, head pause.
[54:01.000 --> 54:07.000]  People like Colonel Hamilton can demonize the founding fathers and people that love actual freedom.
[54:07.000 --> 54:17.000]  People like Colonel Hamilton can wreck America and turn it into the cesspit it is today and make people hate real Americans that actually have their head screwed on straight.
[54:17.000 --> 54:21.000]  Yes, if you like the way America is going, continue with the Syop.
[54:21.000 --> 54:23.000]  And then it gets an even more creepiness.
[54:23.000 --> 54:27.000]  Listen, I got to get to the start of this, though, with the checkpoints. Let's go to the next clip.
[54:27.000 --> 54:29.000]  And again, I'm going to get these posted this evening.
[54:29.000 --> 54:37.000]  I actually asked my web guys to post it. I must have missed it if it is posted, but I'm going to make some phone calls during the breaks to my weekend web people.
[54:37.000 --> 54:45.000]  I'm going to have them post these videos at infowars.com because you need to see the full thing, the full 25 minutes.
[54:45.000 --> 54:53.000]  One of them is called psychological operations and supportive internal defense programs.
[54:53.000 --> 54:59.000]  And then part one is called psychological operations and supportive internal defense and development assistance programs.
[54:59.000 --> 55:11.000]  Let's go ahead and go to video number two where they get into all the creepiness with the federal occupation force. Here it is.
[55:11.000 --> 55:25.000]  Again, we'll get to that video here in just a moment where we're playing this directly off of YouTube and we'll turn the audio up and get that on for you right now.
[55:25.000 --> 55:33.000]  There's no audio on at all. I watched it like three times at my house this weekend. 100%. I watched that when I came in today and pulled it up for you.
[55:33.000 --> 55:40.000]  Wow, if they killed the audio on that just now, that is beyond bizarre. It doesn't matter. I've got it on DVD somewhere around here in the office.
[55:40.000 --> 55:47.000]  Okay. All right. Well, there you go. Interesting. Yeah, no, it does have audio.
[55:47.000 --> 55:52.000]  Unless they've just killed the audio while we were sitting here, that's got audio.
[55:52.000 --> 56:00.000]  A lot of times we save videos, but I came in this afternoon with it with a limited time and I want to get to the actual checkpoint parts.
[56:00.000 --> 56:12.000]  And I even told do it was just up here to actually save this. So we'll see what happens with that very bizarre here today because I just saw him fade up the audio themselves and play it.
[56:12.000 --> 56:20.000]  You were watching it and it didn't play any audio and I want you to see this, but it doesn't matter.
[56:20.000 --> 56:29.000]  You can get these psychological warfare manual videos anywhere. The point is this is advertised as a third world country under martial law.
[56:29.000 --> 56:37.000]  And it breaks down everything that's happening to it. We're going to attempt to come back in the next hour and get to this video for you.
[56:37.000 --> 56:47.000]  Also, I will get to the articles I mentioned earlier out of CNET News and others where they admit copyright bill was the end of the Internet as we know it.
[56:47.000 --> 57:02.000]  The end of the process. Feds ordering videos taken off YouTube and Google that are containing, quote, government criticism. So we've got that as well coming up.
[57:02.000 --> 57:14.000]  Oh, and I haven't gotten to this yet. We posted a video with clips of Walter Cronkite showing war atrocities in Vietnam along with new war atrocities and Google removed that.
[57:14.000 --> 57:23.000]  So I want to illustrate how why could you see in 1969 what war is, but you can't see it today. All this modern violence everywhere.
[57:23.000 --> 57:36.000]  But the Siam masters don't want us to see the Siam masters don't want us to see real things. They want us to see simulated because it desensitizes us to torture and evil.
[57:36.000 --> 57:47.000]  But when it's real, they want it banned. How is it banned today or even showing flag-draped coffins? But it wasn't in 1969 because it's all part of the Siam. Stay with us.
[58:07.000 --> 58:21.000]  This film conclusively proves the existence of a secret network of FEMA camps now being expanded nationwide. This documentary exposes how the continuity of government program has established an old powerful shadow state.
[58:21.000 --> 58:36.000]  Police State 4 chronicles the sickening depths to which our republic has fallen. Prepare to enter the secret of world of emergency dictatorship, body scammers, sound cameras, citizen spies, stage terror and cameras on every street corner.
[58:36.000 --> 58:51.000]  This is only the beginning of the New World Order's hellish plan. The police state isn't coming. It's here. Secure your copy today at infowars.com or see it online in the highest quality at prisonplanet.tv.
[58:51.000 --> 59:03.000]  When you're out on the road, the last place you want to be is on the road. But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[59:03.000 --> 59:19.000]  There's a place down in Tennessee where they make blue diamond gusset jeans. They so pride in every stitch guarantee you love the way they fit.
[59:19.000 --> 59:30.000]  They put a diamond gusset in the crotch where you need it most. Blue diamond gussets got it. Others don't.
[59:30.000 --> 59:46.000]  We turn jeans inside out. Diamond gusset jeans made in the USA with unparalleled quality. Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you can ride all day with confidence. Order yours at gusset.com.
[59:46.000 --> 59:52.000]  Diamond gusset jeans got it. Others don't.
[59:52.000 --> 01:00:02.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[01:00:02.000 --> 01:00:17.000]  From his central Texas command center deep behind enemy lines, the information war continues. It's Alex Jones and the GCN radio network.
[01:00:17.000 --> 01:00:25.000]  Alright, we do have that psychological warfare clip coming up in the next segment. One of our computers was crashing.
[01:00:25.000 --> 01:00:35.000]  I tell you, computers. We just replaced them months ago so they stopped doing this. I'm going to have to get some fancy broadcast system in here like I've got in the TV studio just so they won't screw up incessantly.
[01:00:35.000 --> 01:00:50.000]  But even the $100,000 system we've got over there is screwing up incessantly. Oh, man. And that's why we're having the 2011 Money Bomb coming up this Thursday through Friday.
[01:00:50.000 --> 01:00:59.000]  I'm going to broadcast 24 hours. You can go to infowarsmoneybomb.com and donate. You also donate when you have a prisonplanet.tv membership where you buy books, t-shirts.
[01:00:59.000 --> 01:01:10.000]  Every order gets a free citizen rulebook and in the Fed bumper sticker along with infowars.com sticker. And by the way, I want to start some kind of program where we already sell the bumper stickers pretty much at cost.
[01:01:10.000 --> 01:01:20.000]  I've already decided to tell my shipping department on Monday to offer bumper stickers at cost. At cost.
[01:01:20.000 --> 01:01:31.000]  Let's pay for the shipping, but I'm going to design that where it's at cost. And we're going to launch a bumper sticker offensive. Problem is, I just thought of this. We've got to order extras because they'll all blow out the door.
[01:01:31.000 --> 01:01:48.000]  But I'm going to launch a bumper sticker offensive to literally tag the United States with them because it's already having a huge effect. Everywhere I go, San Antonio, Dallas, Los Angeles, Corpus Christi, South Padre, New York City.
[01:01:48.000 --> 01:01:59.000]  I see infowars.com stickers, our stickers. I saw in the New York Times they had a guy with a sign, you know, said in the Fed on it was an info wars, 9-11's an inside job sticker.
[01:01:59.000 --> 01:02:15.000]  So, Chris, don't let me forget that tomorrow to tell them to, to offer the stickers basically at cost. And right now it's like a tiny profit, but I just want to blow them out.
[01:02:15.000 --> 01:02:25.000]  I mean, I want to just pump them out there where you, you know, buy them for basically nothing. Well, hell, we already put the citizen rule books in there for free, but let's cost us like $0.55 a piece.
[01:02:25.000 --> 01:02:38.000]  We buy a lot of them. Look, I'm going to come back into the whole psychological warfare piece. But just how amazing is it that feds order YouTube to remove videos for containing government criticism.
[01:02:38.000 --> 01:02:49.000]  And now there's got another report of police are ordering YouTube to remove it. And Representative Lofgren says copyright build in the internet as we know it.
[01:02:49.000 --> 01:03:04.000]  Well, actually just says into the internet. And you've just got all of this craziness going on. We've got some good news though. Ron Paul has said if he doesn't win as a Republican that he probably is going to run.
[01:03:04.000 --> 01:03:13.000]  In my gut, it's the right thing to do because I've quietly in the office had an argument with one certain person who doesn't think Ron Paul would run as a third party person.
[01:03:13.000 --> 01:03:26.000]  I said, no, he knows it's all happening right now. Everything's coming down right now. It's not even about winning at that point. It's about being in the debates, injecting real issues as this country collapses in the next year and a half into the election.
[01:03:26.000 --> 01:03:38.000]  He's got to keep his voice in there. This is Ron Paul's last to raw. That's why he's announced he's not running in a year from now for reelection for a two year term in the House of Representatives from Texas.
[01:03:38.000 --> 01:03:50.000]  This is it for Ron Paul. And so I have predicted here on air that if he doesn't win the Republican nomination, he still remembers where he's spot even though he's being ignored and demonized.
[01:03:50.000 --> 01:03:59.000]  He would be number one if it wasn't for that. And the psi op that he can't win. So people go, well, I like him, but you know, I'm not going to vote for him.
[01:03:59.000 --> 01:04:14.000]  We can get Ron Paul in there. We are on the cusp of this right now. This is so incredibly exciting. And we've got to believe in Ron Paul, but more importantly in the message he is getting out to the world.
[01:04:14.000 --> 01:04:20.000]  And we need to support alternative media. Now is the time to be all in.
[01:04:20.000 --> 01:04:36.000]  Prisonplanet.tv memberships to watch the news, download the files, give them to people, support our overall operation, getting the free YouTube files we post of it, getting them out to everybody, spreading the word about infowars.com, prisonplanet.com.
[01:04:36.000 --> 01:04:40.000]  All of you are making this possible. We couldn't do it without you.
[01:04:40.000 --> 01:04:47.000]  And the globalists use our tax money against us. It's time for people to voluntarily give infowarsmoneybomb.com.
[01:04:47.000 --> 01:05:00.000]  You want infowars to be strong, robust, be able to withstand attacks, lawsuits, anything, even bullets, because the idea was still transmit. Stay with us. We'll be right back.
[01:05:00.000 --> 01:05:15.000]  You can bet your life on eFoodsDirect. Alex has told you about the amazing, great-tasting, long-term, storable food from eFoodsDirect, and how a food savings account is your best insurance against natural disasters, job loss, and high food costs.
[01:05:15.000 --> 01:05:22.000]  But did you know that this dehydrated food also protects you against foodborne contaminants like E. coli and salmonella?
[01:05:22.000 --> 01:05:33.000]  Those poisonous critters can't live in low-moisture food from eFoodsDirect. Ask for the Alex Fall Special. The Fall Special is a 24-day supply of food in a convenient, portable container.
[01:05:33.000 --> 01:06:00.000]  A $259 value for only $199 saves $60 on 160 servings of the best food on the planet. Call 800-409-5633 and ask for the Alex Fall Special and go to eFoodsDirect.com slash Alex. Call 24 hours, 800-409-5633 or eFoodsDirect.com slash Alex. You can bet your life on eFoodsDirect.
[01:06:03.000 --> 01:06:29.000]  We now take you live to the Central Texas Command Center in the heart of the resistance, rallying Patriots worldwide. You're listening to the Alex Jones show.
[01:06:29.000 --> 01:06:40.000]  Well, it's one of the hottest stories in the country right now. Armed citizen militia shows up at Occupy Phoenix. Group is affiliated with neo-Nazi fringe.
[01:06:40.000 --> 01:06:52.000]  This just smells of a setup, but we're going to be breaking that down coming up. It's an info wars.com story. It's top story on drudgereport.com right now.
[01:06:52.000 --> 01:07:02.000]  Okay, we had a computer have a heart attack as they do on a routine basis and not play the video, but I do have the second part. I'm just playing snippets of this because it's 25 minutes long.
[01:07:02.000 --> 01:07:15.000]  It's an army psychological warfare film that was classified until the 80s. It's TF-333972. It is the actual manual number that this newsreel accompanies.
[01:07:15.000 --> 01:07:29.000]  United States Army presents and again, the reason I'm playing this is these psyops are still ongoing domestically. You can just type in Pentagon involved in domestic psyops and Congress saying, hey, that's illegal.
[01:07:29.000 --> 01:07:39.000]  This has been going on for a long time, but look at what the messages are now demonizing the founding fathers, gun owners. And of course, this is waking up the military, by the way.
[01:07:39.000 --> 01:07:55.000]  This is the military three years ago sent me the internal file from all places camp, Maybury, where they had army reserve intelligence officers up there at Ron Paul's event in Houston and my event in the Fed and Dallas watching us.
[01:07:55.000 --> 01:08:06.000]  And the army was laughing at this. It said, don't let the Ron Paul supporters know that your military in plain clothes or they may try to kill you.
[01:08:06.000 --> 01:08:26.000]  Yeah, the military is in plain clothes and in the Fed event. I mean, that right there shows we're in a third world police state. And it's like if Ron Paul finds out or Alex Jones finds out to the military, like Monty Python, the Holy Grail with the deadly rabbit that choose your throat out.
[01:08:26.000 --> 01:08:41.000]  Ron Paul is going to jump off the podium like a vampire and just start savaging them in the throat. I mean, this is ridiculous. You know, you've got a tyranny when the government is demonizing people that are actually pro constitution and know what they're talking about.
[01:08:41.000 --> 01:08:52.000]  We're the real Americans. We're the ones that predicted the dead black hole and predicted the depression and predicted all of this. We're the ones that know what we're talking about.
[01:08:52.000 --> 01:09:03.000]  For that we get demonized because foreign banks have hijacked the country and the Pentagon works for them. So does the FBI. But the good news is the average FBI agent is sending me these documents.
[01:09:03.000 --> 01:09:12.000]  The average state police officer is the average person in the military sent us the documents that, hey, by the way, we don't like having to spy on you. Look at how ridiculous this is.
[01:09:12.000 --> 01:09:22.000]  They actually tell the army soldiers who are spying on us. Look out. We're going to try to kill them. We're just out there bullhorning the Federal Reserve saying stop devaluing our dollar.
[01:09:22.000 --> 01:09:33.000]  We want Congress to control the money again. And for that, the armies out there being told they're fighting Al Qaeda when Al Qaeda works for the government and has been given control of Libya.
[01:09:33.000 --> 01:09:45.000]  Again, let's go to the Psyop and think about how they're setting this up with domestic TSA checkpoints down over the country. All these control systems, the feds are federalizing local police threat fusion centers.
[01:09:45.000 --> 01:09:58.000]  This is totally unconstitutional and it is martial law. That's what the homeland takeover is. The homeland is replacing the Republic. It's a body snatcher politically. Here it is.
[01:09:58.000 --> 01:10:08.000]  Among the support elements needed are the light mobile printing team with its printing and editorial shelters.
[01:10:08.000 --> 01:10:17.000]  This is for a country the Pentagon has occupied. How to suppress them? Just how they operate here.
[01:10:17.000 --> 01:10:32.000]  They're testing radio stations, particularly in the back country. That's why they want their fairness doctrine is to shut us down. Audiovisual vehicle will help to increase the effectiveness of face to face communications.
[01:10:32.000 --> 01:10:38.000]  And a loud speaker team will support tactical operations.
[01:10:38.000 --> 01:10:50.000]  One of the initial steps of the military Psyop program is directed toward the host land military establishment itself.
[01:10:50.000 --> 01:11:01.000]  Since the military represents the government to the populace, their actions and attitudes can do much to create a favorable image of that government in the minds of the people.
[01:11:01.000 --> 01:11:10.000]  Host land soldiers are provided with rules of conduct toward civilians and impressed with the importance of observing them.
[01:11:10.000 --> 01:11:20.000]  A soldier's attitude goes a long way toward implementing an effective military Psyop program.
[01:11:20.000 --> 01:11:31.000]  Another portion of the Psyop program, primarily directed toward the civilian population, is concerned with developing national unity.
[01:11:31.000 --> 01:11:45.000]  Once the people start to consider themselves as a national group, acceptance of their government tends to increase, thus making penetration by subversives much more difficult.
[01:11:45.000 --> 01:11:56.000]  Stop right there. Infiltration by subversives. What do they call us in all these federally funded programs that are secretly given to police?
[01:11:56.000 --> 01:12:02.000]  They call us subversives, extremists. And they actually say Bob Barr is one of their leaders, Ron Paul.
[01:12:02.000 --> 01:12:08.000]  They may be fine an American flag or get out of the UN sticker on their car. The number one threats a returning veteran.
[01:12:08.000 --> 01:12:16.000]  And then I learned about the training drills they do, where they're always killing a disgruntled vet, but they tell you, oh, it's for Al Qaeda, oh, it's for Al Qaeda.
[01:12:16.000 --> 01:12:25.000]  It's for us. It's an internal defense program for the bankers that hijacked America and don't want to go to jail like Bernie Madoff.
[01:12:25.000 --> 01:12:34.000]  It's an internal defense program for crooks like Obama and Napolitano, who've been caught shipping drugs in and guns out of the country and perjuring themselves.
[01:12:34.000 --> 01:12:43.000]  It's called criminals not wanting to go to jail. We could take this country back so easily if we just admitted we had a criminals group in control.
[01:12:43.000 --> 01:12:52.000]  And it did the things Ron Paul and others have talked about. Get our country back, man. America used to be loved. Now it's known worldwide.
[01:12:52.000 --> 01:12:59.000]  You know, they censor all these wartime videos here, all the atrocity videos we're not allowed to see on our news, but the 60s they would show them on TV.
[01:12:59.000 --> 01:13:09.000]  The world sees these, though. I talked to family that goes to Europe. They basically spit on us now. I had family go to Europe 20 years ago. They loved us.
[01:13:09.000 --> 01:13:18.000]  We are seen as Nazis, ladies and gentlemen, but really we're just brain damaged, mind controlled slaves of these foreign banks.
[01:13:18.000 --> 01:13:24.000]  We think we're fighting for America. The globalists are fighting to destroy America. Let's get back to the checkpoint part.
[01:13:24.000 --> 01:13:32.000]  We'll come back from right and go to your calls, but I've got to finish this video. It's getting to the good part right here.
[01:13:32.000 --> 01:13:48.000]  But as I was saying, ladies and gentlemen, touring groups of performers are used to attract attention. They are particularly effective in remote areas.
[01:13:48.000 --> 01:13:56.000]  Entertainment or diversion of any kind is eagerly awaited.
[01:13:56.000 --> 01:14:02.000]  Does this mean Ann Margaret is it coming?
[01:14:02.000 --> 01:14:17.000]  Entertainment teams like this one attract crowds of people wherever they appear.
[01:14:17.000 --> 01:14:22.000]  So condescending as they manipulate the locals in this fictitious Eastern European country.
[01:14:22.000 --> 01:14:28.000]  Interaction can result in group belonging and assist in developing a sense of national unity.
[01:14:28.000 --> 01:14:33.000]  Controlled interaction. You don't just let the slaves interact with each other. It takes room if they're not.
[01:14:33.000 --> 01:14:42.000]  Continuing effort is made to link the SCIOP program with progress to help the people help themselves.
[01:14:42.000 --> 01:14:53.000]  This makes them see the military and the government as positive images, benevolent symbols, signifying steps toward a better life.
[01:14:53.000 --> 01:15:01.000]  The sense of success, the satisfaction of a job finished. These are of major importance.
[01:15:01.000 --> 01:15:11.000]  Direct response to community needs is vital. Projects which would be meaningless in terms of local needs should be avoided.
[01:15:11.000 --> 01:15:19.000]  For psychological purposes, one finished well is worth far more than an unfinished dam.
[01:15:19.000 --> 01:15:25.000]  Throughout these efforts, the SCIOP program keeps the people informed.
[01:15:25.000 --> 01:15:38.000]  What is being done? They are told why it is being done.
[01:15:38.000 --> 01:15:45.000]  All right. The hardcore part is coming up. The domestic martial law piece.
[01:15:45.000 --> 01:15:51.000]  But now you know the SCIOP is much more sophisticated. We've got to destroy your well for the earth.
[01:15:51.000 --> 01:15:55.000]  We've got to tax you for the earth. We're taking all your freedom for the earth.
[01:15:55.000 --> 01:16:01.000]  It's much more sophisticated now and wicked and gibbering.
