[00:00:24.144 --> 00:00:28.127]  Blast off!
[01:06:41.022 --> 01:06:43.923]  I've been banned off Facebook and YouTube.
[01:06:43.923 --> 01:06:45.624]  My last bastion is Twitter.
[01:06:45.624 --> 01:06:49.765]  I hope they don't ban me there, but my fingers aren't crossed on that.
[01:06:49.765 --> 01:06:55.047]  And so, if that's the case, I'm gonna be left with just InfoWars.
[01:06:55.047 --> 01:06:59.969]  And so, I thank you for supporting us at InfoWarsStore.com because it ensures me
[01:07:01.260 --> 01:07:13.568]  To still do my work on Twitter despite the threat of the censorship being kicked off there because I know you will continue to support us at InfoWarsStore.com so that I know I'll always have the platform of InfoWars.
[01:07:14.485 --> 01:07:16.746]  And so we've got Spring Super Sale happening right now, folks.
[01:07:16.746 --> 01:07:18.526]  Please jump over to InfoWarsStore.com.
[01:07:18.526 --> 01:07:22.027]  Check out all the great discounts for yourself.
[01:07:22.027 --> 01:07:24.347]  60% off top-selling supplements.
[01:07:24.347 --> 01:07:26.028]  60% off, you heard me.
[01:07:26.028 --> 01:07:33.089]  60% off top-selling supplements, like bodies, like Brain Force Plus, like DNA Force Plus.
[01:07:33.089 --> 01:07:34.970]  It's all at InfoWarsStore.com.
[01:07:34.970 --> 01:07:40.431]  I did the Turbo Force during the first hour today for an energy boost.
[01:07:42.006 --> 01:08:01.545]  And seriously, folks, if it wasn't for your support at InfoWarsTore.com, I wouldn't go out like I did today on Twitter and do the livestream like I did today and yesterday and I got some other events planned because I know that they're going to eventually probably either want to ban me, ban me, or they're already shadow banning me.
[01:08:02.904 --> 01:08:10.190]  I realize that risk of being kneecapped, but I have the safety net of InfoWars, thanks to your support at InfoWarsStore.com.
[01:08:10.190 --> 01:08:13.232]  So, I appreciate you at InfoWarsStore.com.
[01:08:13.232 --> 01:08:23.481]  And also, when you shop at InfoWarsStore.com, it allows us to expand and hire new reporters, writers, crew, build new studios, everything.
[01:08:23.481 --> 01:08:29.005]  And one of the great reporters that's been part of this expansion journey for the last two years is Dan Lyman.
[01:08:29.005 --> 01:08:30.606]  And Dan Lyman has the story right now.
[01:08:32.722 --> 01:08:39.205]  Really, there's a bunch of, I'm literally grabbing my whole stack here, of world news that we can get into with Dan Lyman.
[01:08:39.205 --> 01:08:47.049]  But the big story that he's got right now at Infowars Europe, Salvini forging pan-European populist alliance.
[01:08:47.049 --> 01:08:49.611]  Now, Dan, I think that this is something long overdue.
[01:08:50.942 --> 01:09:05.491]  A nationalist alliance, and I think that there's some other potential candidates outside of Europe, but this could be kind of a spark plug for a new ideology when it comes to forming these international alliances, and that's nationalism.
[01:09:05.491 --> 01:09:17.259]  To say, hey, we're going to take care of our country first, but we're fellow journeymen in that commitment, and we still want to have an international world market, but we're going to make sure that we put our countries first.
[01:09:17.259 --> 01:09:18.780]  And so tell us what
[01:09:19.440 --> 01:09:26.609]  What is forming right now, they're calling it the League of Leagues, and Salvini out of Italy is the figurehead of it right now.
[01:09:26.609 --> 01:09:29.112]  What is forming right now in Europe?
[01:09:31.832 --> 01:09:32.893]  Good to be back with you, Owen.
[01:09:32.893 --> 01:09:37.516]  Yeah, we have a League of Leagues coming together, and that's actually something that Salvini called it about a year ago.
[01:09:37.516 --> 01:09:49.624]  I would say they're probably not calling it that formally at this time, but he did basically foreshadow his plans to bring together all the different nationalist populist groups across Europe.
[01:09:49.624 --> 01:09:56.509]  Of course, the mainstream media is selling it as far-right groups, anti-immigrant groups, but basically these are parties
[01:09:58.250 --> 01:10:03.593]  Such as Alternative for Deutschland, which is one of the largest parties now in Germany.
[01:10:03.593 --> 01:10:07.696]  We have the Finns in Finland, which is growing ever more powerful by the day.
[01:10:07.696 --> 01:10:12.499]  The Danish People's Party, also one of the largest, if not the largest party in Denmark.
[01:10:12.499 --> 01:10:16.101]  And of course the League in Italy, which Salvini fronts.
[01:10:16.101 --> 01:10:20.264]  And they have only gotten more popular as Salvini has been in office.
[01:10:20.264 --> 01:10:24.346]  The last check that I saw that they were polling at about 32% popularity.
[01:10:24.346 --> 01:10:25.627]  The next closest would be
[01:10:26.127 --> 01:10:38.032]  His compatriot, his fellow co-deputy Prime Minister, Mr. Di Maio, who heads the Five Star Movement, which is declining in popularity in Italy.
[01:10:38.032 --> 01:10:40.133]  So the League is holding strong.
[01:10:40.133 --> 01:10:52.338]  And about a year ago, Salvini said he was hoping to make a League of Leagues across Europe and bind these different movements together, even though they don't all see eye to eye on specific issues.
[01:10:52.338 --> 01:10:55.179]  But in general, it is for a common sense
[01:10:55.399 --> 01:10:55.779]  We're good.
[01:11:15.115 --> 01:11:21.818]  Well, and that seems to be the link that brings the countries together on this is the immigration issue.
[01:11:21.818 --> 01:11:26.420]  There was a study that just came out of the UK.
[01:11:26.420 --> 01:11:30.882]  Britons in every demographic group want immigration reduced.
[01:11:30.882 --> 01:11:36.825]  So it doesn't matter, you know, what your background is, you know, demographics, they all want immigration reduced.
[01:11:36.825 --> 01:11:38.346]  Of course, they voted for Brexit too.
[01:11:38.346 --> 01:11:38.986]  They don't get that.
[01:11:39.546 --> 01:11:45.676]  But it seems that that's kind of the linchpin holding this whole thing together is they're just sick of having open borders.
[01:11:45.676 --> 01:11:47.138]  So that seems to be kind of...
[01:11:48.479 --> 01:12:01.202]  Where the struggle is, with groups like NATO and the UN, they want open borders, flood, you know, European countries, flood first world countries with all of these third world refugees.
[01:12:01.202 --> 01:12:05.963]  You know, we can talk about what may be on the back end of that or what might be the motive of that, but that's the agenda.
[01:12:05.963 --> 01:12:08.264]  Flood the first world with the third world.
[01:12:08.264 --> 01:12:13.925]  And so the new counter balance to that, if you will, is countries saying no,
[01:12:14.525 --> 01:12:16.066]  We're not going to have wide open borders.
[01:12:16.066 --> 01:12:21.108]  No, we're not going to let the third world rush into our countries and make us the third world.
[01:12:21.108 --> 01:12:23.690]  Is that kind of what's bringing this and what's really spearheading this?
[01:12:25.843 --> 01:12:26.143]  100%.
[01:12:26.143 --> 01:12:28.325]  That is the number one issue in Europe.
[01:12:28.325 --> 01:12:36.129]  Poll after poll, country after country, the top issues are immigration and related terrorism.
[01:12:36.129 --> 01:12:43.873]  If you look at polling that is conducted last year or the year before that was done, they did 10,000 residents of Europe and they did 10 different countries.
[01:12:43.873 --> 01:12:50.377]  The number one issue in every single country was immigration and number two in most of these countries was terrorism.
[01:12:51.097 --> 01:12:56.442]  Now, terrorism, of course, is not as big of an issue as, you know, you might believe it to be.
[01:12:56.442 --> 01:13:01.886]  The number of actual recognized terrorist attacks are not high in number.
[01:13:01.886 --> 01:13:06.991]  However, they're much higher in number than they used to be, and most of the time they're carried out by people from the third world.
[01:13:06.991 --> 01:13:16.799]  We had a situation in Italy just a few weeks ago, I believe Paul Joseph Watson covered this, where an African migrant who, for some reason, was allowed to drive a bus full of
[01:13:17.199 --> 01:13:46.202]  Children from back from he was a school bus driver I guess or a field trip driver and he basically was angry about the fact that Salvini and the Italians have Clamped down on Mediterranean crossings from Africa and he took this entire bus hostage he found all the children and the the also the Counselors and told him that they weren't gonna live to see the end of the day and he tried to set the bus on fire eventually And and one of the children was able to break out and free everyone they were able to call
[01:13:46.622 --> 01:13:46.782]  Well
[01:14:01.474 --> 01:14:04.176]  Never even heard of it, and we're lucky.
[01:14:04.176 --> 01:14:05.597]  I don't remember how many kids were on that bus.
[01:14:05.597 --> 01:14:06.497]  I think it was like 50 kids.
[01:14:06.497 --> 01:14:13.942]  We're lucky 50 kids didn't die by a flaming bus incident by a terrorist out there.
[01:14:13.942 --> 01:14:16.203]  But this is what they're dealing with in Europe.
[01:14:16.203 --> 01:14:25.709]  There was also a story here in the West where you had in Maryland a radical Muslim wanted to engage in a truck attack and kill as many non-Muslims as possible.
[01:14:25.709 --> 01:14:27.530]  So this is going on, but
[01:14:28.632 --> 01:14:34.894]  I mean, when I look at some of the news, you know, you don't just have this forming in Europe right now.
[01:14:34.894 --> 01:14:36.054]  This comes out of R.T.
[01:14:36.054 --> 01:14:38.115]  Bolsonaro says Brazil and U.S.
[01:14:38.115 --> 01:14:42.596]  focusing on creating rift within Venezuela army to Alessandro Maduro.
[01:14:42.596 --> 01:14:46.878]  So that's kind of what's going on as far as the geopolitical stuff, but it seems to me that in the West,
[01:14:47.498 --> 01:14:56.214]  You have the potential for kind of a League of Leagues, too, with the United States, with Brazil, with Colombia, with maybe new leadership coming out of Argentina.
[01:14:56.214 --> 01:15:00.121]  So Europe could end up being a catalyst for spurring something similar in the West.
[01:15:02.034 --> 01:15:02.594]  Absolutely.
[01:15:02.594 --> 01:15:06.095]  You know, everyone was looking first to Brexit, then to Trump.
[01:15:06.095 --> 01:15:09.136]  And this started basically the ball rolling.
[01:15:09.136 --> 01:15:17.819]  And now that it's just washing across the West, especially in Europe at this time, we've seen the Trump movement has been plodding along at this point.
[01:15:17.819 --> 01:15:22.740]  And, you know, it will hopefully continue past Trump, you know, the MAGA movement in general.
[01:15:23.360 --> 01:15:41.772]  But now people are really looking as to what is going on in Europe and seeing how the Europeans are going to handle this, who's going to rise up, and I think it's definitely showing to be Salvini at this time is the man in Europe along with the Prime Minister of Hungary, Viktor Orban, and of course the Brexit movement in the UK.
[01:15:41.772 --> 01:15:44.174]  And Macron, is Macron still hiding in a cave?
[01:15:45.743 --> 01:15:47.566]  Macron is just doing his thing.
[01:15:47.566 --> 01:15:49.770]  He has somehow survived up until now.
[01:15:49.770 --> 01:15:50.611]  I don't know how.
[01:15:50.611 --> 01:15:53.075]  He's literally like hiding in like a storm shelter.
[01:15:53.075 --> 01:15:54.898]  You don't even hear from the guy anymore.
[01:15:54.898 --> 01:15:55.479]  We'll be right back.
[01:15:57.748 --> 01:16:02.812]  Fellow Patriots, my name is Todd Savage, founder of BlackRifleRealEstate.com.
[01:16:02.812 --> 01:16:08.177]  Like you, I was a prisoner of the outleft sanctuary state until one day I chose to leave my family to freedom.
[01:16:08.177 --> 01:16:16.224]  Today we live on a sustainable 20-acre homestead where we shoot, hunt, garden, and homeschool our children without the tyranny of the nanny state looking over us.
[01:16:16.224 --> 01:16:21.688]  If you're ready to flee the city to the freedom of Idaho or Montana, our Black Rifle Real Estate team is here to help.
[01:16:21.688 --> 01:16:23.670]  Go to BlackRifleRealEstate.com.
[01:16:23.670 --> 01:16:25.492]  That's BlackRifleRealEstate.com.
[01:16:27.117 --> 01:16:31.000]  Most of you know that heart disease is the number one silent killer in the U.S.
[01:16:31.000 --> 01:16:35.983]  What if I told you for just $54.95 a month you could fight against heart disease naturally?
[01:16:35.983 --> 01:16:40.806]  At Heart and Body Extract, we've been helping thousands of people get back to a healthier heart.
[01:16:40.806 --> 01:16:42.147]  Don't just pick my word for it.
[01:16:42.147 --> 01:16:45.930]  Check out all of the success stories at HBExtract.com.
[01:16:45.930 --> 01:16:46.890]  Or to order, call 866-295-5305.
[01:16:46.890 --> 01:16:47.291]  That's 866-295-5305.
[01:16:47.291 --> 01:16:47.851]  HBExtract.com.
[01:16:47.851 --> 01:16:50.333]  Don't risk it when you can take charge of it.
[01:16:57.077 --> 01:16:58.298]  Hi, I'm Dan Pilla.
[01:16:58.298 --> 01:17:02.220]  I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[01:17:02.220 --> 01:17:03.761]  I sued the IRS and won.
[01:17:03.761 --> 01:17:06.722]  I beat the IRS then, and I've been beating them ever since.
[01:17:06.722 --> 01:17:11.905]  I wrote the book on tax debt settlement, and I've helped thousands of people deal with tax problems they thought might never be solved.
[01:17:12.265 --> 01:17:13.466]  I can help you, too.
[01:17:13.466 --> 01:17:16.408]  If you owe taxes you can't pay, don't wait another day.
[01:17:16.408 --> 01:17:18.630]  There's no such thing as a hopeless tax case.
[01:17:18.630 --> 01:17:23.073]  Call 800-34-NO-TAX or go to my website, DanPilla.com.
[01:17:23.073 --> 01:17:24.774]  That's DanPilla.com.
[01:17:24.774 --> 01:17:26.696]  DanPilla.com.
[01:17:26.696 --> 01:17:29.338]  Hunters, anglers, campers, and survivalists.
[01:17:29.338 --> 01:17:30.419]  Get back to nature.
[01:17:30.419 --> 01:17:37.744]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at Slingbow.com.
[01:17:37.744 --> 01:17:40.526]  Slingbow products are compact and models start from just $17.98.
[01:17:41.647 --> 01:17:44.710]  They're perfect for your bug-out bag or storing in your vehicle.
[01:17:44.710 --> 01:17:48.873]  Give yourself and your loved ones the excitement and tradition of Slingbow.
[01:17:48.873 --> 01:17:53.456]  A new frontier in archery and truly modern twist on this primitive survival tool.
[01:17:53.456 --> 01:17:58.521]  Feel the thrill only at slingbow.com.
[01:17:58.521 --> 01:18:01.423]  There are thousands of ideologies out there.
[01:18:01.423 --> 01:18:03.424]  Hundreds of different political systems.
[01:18:03.424 --> 01:18:06.347]  And most of them are funded by the globalists.
[01:18:06.347 --> 01:18:09.089]  Infowars is truly the tip of the spear of the zeitgeist.
[01:18:09.616 --> 01:18:12.758]  That's why the globalists are obsessed with it, trying to shut it down.
[01:18:12.758 --> 01:18:14.319]  I didn't invent all this.
[01:18:14.319 --> 01:18:20.882]  I went and researched the Renaissance, Americana, and what really works for humanity, and I'm simply trying to bring it back.
[01:18:20.882 --> 01:18:23.664]  And lo and behold, it's super popular, like it's always been!
[01:18:24.724 --> 01:18:28.085]  That's why the globalists are trying to shut it down so desperately.
[01:18:28.085 --> 01:18:31.005]  Because we have the light in the dark of the night.
[01:18:31.005 --> 01:18:32.686]  That sends chills up my spine.
[01:18:32.686 --> 01:18:46.248]  So whatever you do, continue to support yourself and InfoWars by buying the great products at InfoWarsStore.com, by spreading the articles, by spreading the videos, and by praying for this operation and for praying for this nation and the world for peace and discernment.
[01:18:46.248 --> 01:18:48.169]  For myself and the whole InfoWars family,
[01:18:48.829 --> 01:18:54.092]  I want to thank all of you for what you've done, because without you, InfoWars is nothing.
[01:18:54.092 --> 01:18:58.534]  You are the InfoWars, and I salute you.
[01:18:58.534 --> 01:19:10.801]  I've been doing a lot of research into Google and YouTube censorship, and I've noticed that there's one type of video that is the most censored, the most buried, the most suppressed.
[01:19:11.974 --> 01:19:24.307]  And that's the videos where you saw in 2016 election night all the arrogant leftist authoritarians like the Young Turks and others get so butthurt when Trump won.
[01:19:24.307 --> 01:19:26.229]  They don't want us to have that victory.
[01:19:26.229 --> 01:19:28.912]  They don't want us to remember what political action did.
[01:19:30.265 --> 01:19:34.587]  And that's why the globalists, Hillary and others, are trying to shut InfoWars down.
[01:19:34.587 --> 01:19:38.849]  This is a fight about taking your speech away, not just my speech.
[01:19:38.849 --> 01:19:41.110]  About taking your very sovereignty away.
[01:19:41.110 --> 01:19:43.451]  This country is in a war!
[01:19:43.451 --> 01:19:54.136]  So again, I want to thank you for what you've done, but I want to remind you, if you don't spread the articles and videos, and if you don't financially get the great products we have and fund us, and the 360 win, we're dead in the water.
[01:19:54.136 --> 01:19:57.718]  I'm in your hands, you're in my hands, InfoWarsStore.com, thank you!
[01:20:01.261 --> 01:20:24.528]  You're listening to The Alex Jones Show.
[01:20:24.528 --> 01:20:26.008]  Welcome back to The Alex Jones Show.
[01:20:28.041 --> 01:20:32.003]  Brought to you by InfowarsStore.com.
[01:20:32.003 --> 01:20:34.805]  So Candace Owens is now testifying on the Hill.
[01:20:34.805 --> 01:20:37.667]  Candace Owens is a black lady.
[01:20:37.667 --> 01:20:44.351]  She's now being forced to testify about how she's not a white nationalist.
[01:20:44.351 --> 01:20:51.455]  This is the level of political commentary we have reached in Washington, D.C.
[01:20:51.455 --> 01:20:56.978]  A black woman on the Hill testifying how she's not a white nationalist.
[01:20:59.284 --> 01:21:02.026]  What's next, America?
[01:21:02.026 --> 01:21:03.887]  What's next?
[01:21:03.887 --> 01:21:07.949]  They'll probably say that Trump colluded with Russia to win the election.
[01:21:07.949 --> 01:21:09.089]  Oh!
[01:21:09.089 --> 01:21:10.190]  They already did that.
[01:21:10.190 --> 01:21:14.192]  Well, they'll probably stage some hate crime and blame Trump's... Oh!
[01:21:14.192 --> 01:21:14.512]  Oh!
[01:21:14.512 --> 01:21:16.373]  They already did that, too.
[01:21:16.373 --> 01:21:22.637]  Well, they'll probably blame a bunch of young men, say they're racist for winning a Trump... They did that, too?!
[01:21:22.637 --> 01:21:23.357]  My goodness!
[01:21:23.357 --> 01:21:25.398]  Where will the madness of these people stop?
[01:21:25.398 --> 01:21:26.299]  Dan Lyman is with me.
[01:21:26.299 --> 01:21:28.400]  He's got the story we just covered in the last segment.
[01:21:29.577 --> 01:21:41.844]  Salvini forging pan-European populist alliance, a nationalist alliance with powers in Europe, which could lead the way for people in the West to follow suit.
[01:21:41.844 --> 01:21:50.428]  But there's some other world news happening right now, Dan, that I wanted to get your opinion on.
[01:21:50.428 --> 01:21:56.832]  And, you know, with all the clash of civilization we're seeing happening right now,
[01:21:58.015 --> 01:22:00.137]  There's a lot of developments.
[01:22:00.137 --> 01:22:03.719]  Donald Trump basically says, Iran, you're a bunch of terrorists.
[01:22:03.719 --> 01:22:08.222]  Iran responds convening with chance of death to America.
[01:22:08.222 --> 01:22:11.945]  You've got the re-selection, I would imagine, of Bibi Netanyahu happening right now.
[01:22:11.945 --> 01:22:13.426]  I don't expect him to lose.
[01:22:13.426 --> 01:22:16.689]  So, I don't think that issue is going anywhere.
[01:22:17.839 --> 01:22:32.741]  and uh... i mean this is this is a build-up right now in and i ran in the middle east with israel that that is getting worse now who knows that fighting could happen in the goal on heights it doesn't seem that it's gotten too bad there right now but you've also got venezuela
[01:22:33.362 --> 01:22:42.766]  Where China and Russia have moved in on Venezuela and the United States is kind of sitting back waiting to figure what the next move is for our interest.
[01:22:42.766 --> 01:22:49.548]  But Dan, just kind of as an overall, I mean, where do you think the world is at right now geopolitically?
[01:22:49.548 --> 01:22:52.269]  I mean, are these things going to go the wrong way?
[01:22:52.269 --> 01:22:58.412]  Are we looking at inevitable wars or are these things going to get worked out and maybe we're looking at a
[01:23:00.040 --> 01:23:01.846]  More peace than we would have ever expected.
[01:23:01.846 --> 01:23:02.969]  I mean, how do you think this is gonna go?
[01:23:05.442 --> 01:23:19.406]  Your guess is as good as mine as to how it's going to go because things do seem quite volatile and there is such a massive shift taking place and there are so many different factions that are that are trying to strengthen their grip on power if not grow it.
[01:23:19.406 --> 01:23:22.427]  I personally I'm not of the interventionist type.
[01:23:22.427 --> 01:23:27.248]  I wouldn't like to see us go into Venezuela or Iran or get involved in any of that.
[01:23:27.248 --> 01:23:32.010]  I'd like to see us just sit back but I do think that diplomatic pressure is fine.
[01:23:32.010 --> 01:23:32.490]  That's great.
[01:23:32.490 --> 01:23:33.170]  I think that Trump
[01:23:33.570 --> 01:23:38.153]  You know, basically denouncing Maduro in many different ways is effective.
[01:23:38.153 --> 01:23:40.155]  And I think that that's a good thing.
[01:23:40.155 --> 01:23:43.957]  I don't think that I'd like to see us sending any troops there personally.
[01:23:43.957 --> 01:23:48.040]  I think we've had enough foreign intervention to last many lifetimes.
[01:23:48.040 --> 01:23:54.144]  So your guess is as good as mine as to how it plays out, though, because it's all going to matter who Trump listens to.
[01:23:54.144 --> 01:24:02.730]  But it is interesting that all the generals at this point that were kind of surrounding him early in the administration are kind of they're gone now at this point.
[01:24:03.650 --> 01:24:05.793]  We'll see how it plays out from here moving forward.
[01:24:22.214 --> 01:24:35.943]  But this is just kind of the geopolitical struggle that's now moving into the West with Venezuela kind of being the tipping point, I think, for either American intervention and then either a further struggle with China and or Russia, who have already moved in.
[01:24:35.943 --> 01:24:40.666]  There's some other news developing right now in the West.
[01:24:40.666 --> 01:24:44.048]  Dan, you're over there in Europe covering news for Infowars Europe, but
[01:24:46.502 --> 01:24:49.945]  Are you seeing what's happening right now at the southern border?
[01:24:49.945 --> 01:24:57.251]  Because I know that you're obviously following this, but it's reaching new proportions of desperation every day.
[01:24:57.251 --> 01:25:04.958]  I mean, is this, because to me this is the number one topic for Americans, quite frankly, is the border crisis.
[01:25:04.958 --> 01:25:08.821]  Is this something, I mean, because we talk about Europe's borders all the time here in America.
[01:25:08.821 --> 01:25:12.044]  Do Europeans talk about America's borders and what's happening here?
[01:25:13.766 --> 01:25:14.686]  Sure, to an extent.
[01:25:14.686 --> 01:25:25.990]  I'm out on these variety of islands that are owned by Portugal, kind of out in the middle of nowhere at the moment, and I've just encountered some various different interesting things.
[01:25:25.990 --> 01:25:31.412]  But I did encounter a guy from Venezuela who's now living in Portugal.
[01:25:32.012 --> 01:25:34.415]  He's very up on what's going on in America.
[01:25:34.415 --> 01:25:36.937]  Big Trump supporter, which was quite surprising.
[01:25:36.937 --> 01:25:41.802]  He actually just lived 30 years in Germany, and the first thing out of his mouth was, I had to get out of there.
[01:25:41.802 --> 01:25:46.086]  It is totally Islamized, and Germany is toast, was what he was saying.
[01:25:46.086 --> 01:25:49.370]  But he was definitely in tune with what's going on at the U.S.
[01:25:49.370 --> 01:25:50.391]  border, southern border.
[01:25:50.391 --> 01:25:53.414]  And I've been covering what's been going on at the border as well.
[01:25:53.414 --> 01:25:54.575]  I find it disconcerting.
[01:25:55.515 --> 01:26:03.841]  Just that how little is being done right now and that it seems like nothing is making anything better and no one's making any move to make anything better.
[01:26:03.841 --> 01:26:09.225]  And as soon as, you know, Trump opens his mouth, it's, you know, the MSM comes down on him so hard.
[01:26:09.225 --> 01:26:13.207]  And it's just, it's so obviously such a monumental crisis.
[01:26:13.207 --> 01:26:21.413]  And you have the, now he's the acting border patrol chief and he was formerly a commissioner of ICE, I believe recently, Kevin McAleenan.
[01:26:23.675 --> 01:26:28.399]  He said that the system has reached a breaking point, and that was a couple weeks ago.
[01:26:28.399 --> 01:26:40.591]  And at this point, you know, we're seeing that over 50 percent, something like 55 percent, according to officials, of these people that are coming to the border are just being released into the United States.
[01:26:40.591 --> 01:26:47.118]  We are a laughingstock at this point, and Central and Americans know that, and that's why they are charging the border at this time.
[01:26:48.198 --> 01:27:08.909]  It's worse than it was even under Obama, which is just shocking, but you have to wonder who is behind this, who's orchestrating this, and I think we have some good ideas as to who's providing these people with the organization that they need to travel so rapidly at times and in such large numbers to get to our southern border and then just penetrate at will.
[01:27:08.909 --> 01:27:12.831]  Well, and I'm not even sure if you saw the story, but you're more right than you realize.
[01:27:12.831 --> 01:27:16.393]  Human smugglers, you know, coyotes are literally laughing at us right now.
[01:27:17.639 --> 01:27:20.801]  The story is from the American Mirror.
[01:27:20.801 --> 01:27:26.505]  Smuggler taunts, never been easier to sneak illegals into the United States.
[01:27:26.505 --> 01:27:34.711]  And so now Cubans are seeing this and now Cubans are forming migrant caravans to try to come here and seek asylum.
[01:27:36.061 --> 01:27:47.535]  Like I said, it's really a laughing stock, and anybody who wants to come in here realizes, okay, well, we figured out the loopholes, we figured out how to do it, they're just going to let us in and give us everything, well, shoot!
[01:27:47.535 --> 01:27:49.037]  Guys, I guess we might as well go.
[01:27:50.040 --> 01:27:54.364]  But, you know, you asked, or you said you're not sure if there's any positive momentum.
[01:27:54.364 --> 01:28:11.160]  I'm hoping that Kevin McAleenan, who comes from the Border Patrol, who comes from CBP, hopefully he'll get in there and actually do the things that Nielsen did not do.
[01:28:11.160 --> 01:28:11.960]  I hope so too.
[01:28:11.960 --> 01:28:14.663]  There's been some conflicting feedback as to
[01:28:15.524 --> 01:28:16.285]  What's going on?
[01:28:34.960 --> 01:28:43.589]  Yeah, and I guess then only time will tell, but now Dallas and Houston are considering building new migrant shelters as monthly apprehensions are meeting 100,000 a month now.
[01:28:43.589 --> 01:28:44.409]  It's record.
[01:28:57.522 --> 01:28:59.844]  Ew, get the stinky dog away from me.
[01:28:59.844 --> 01:29:01.346]  Bad breath and bad gas.
[01:29:01.346 --> 01:29:02.667]  PD stopped eating.
[01:29:02.667 --> 01:29:03.888]  All his hair fell out.
[01:29:03.888 --> 01:29:06.070]  Itching, licking, missing fur.
[01:29:06.070 --> 01:29:07.952]  At least $5,000 in that bill.
[01:29:07.952 --> 01:29:10.334]  Creams, antibiotics, sprays.
[01:29:10.334 --> 01:29:11.274]  No results.
[01:29:11.274 --> 01:29:13.777]  Everything we tried failed except the Dynavite.
[01:29:13.777 --> 01:29:16.359]  D-I-N-O-V-I-T-E dot com.
[01:29:16.659 --> 01:29:18.981]  If you want the dog to be healthy, you gotta feed it something healthy.
[01:29:46.459 --> 01:29:46.739]  859-428-1000.
[01:29:46.739 --> 01:29:46.799]  859-428-1000.
[01:29:46.799 --> 01:29:47.780]  Dinovite for life.
[01:29:47.780 --> 01:29:48.780]  D-I-N-O-V-I-T-E dot com.
[01:29:59.170 --> 01:30:03.472]  Getting your protein has never been easier with InfoWars Life Protein Bars.
[01:30:03.472 --> 01:30:10.696]  Available in delicious chocolate peanut butter and vanilla coconut flavors, these protein bars are the perfect answer for a snack on the go.
[01:30:10.696 --> 01:30:17.279]  InfoWars Life Protein Bars are nutrient-packed, portable protein bars for an easy-to-eat and great-tasting meal.
[01:30:17.279 --> 01:30:19.660]  Pre- or post-workout fuel alternative.
[01:30:20.060 --> 01:30:30.452]  At just 240 calories per bar and 15 grams of protein each, these bars will be your favorite at-hand snack for at home, in the car, at work, or on the go.
[01:30:30.452 --> 01:30:39.763]  For getting nutrients easily, high in fiber and nutrients with wholesome ingredients for high-level performance with great taste, such as whey protein and chocolate compounds.
[01:30:40.023 --> 01:30:44.386]  These protein bars can help you with the boost you need to reach your goals.
[01:30:44.386 --> 01:30:53.092]  Protein-packed and full of fiber and healthy ingredients, InfoWars Life Protein Bars are a can't-miss snack for any InfoWarrior serious about their energy.
[01:30:53.092 --> 01:30:58.676]  Try both flavors today at InfoWarsStore.com.
[01:30:58.676 --> 01:31:01.759]  Our grandparents, the great-grandparents, they canned food.
[01:31:01.759 --> 01:31:03.340]  During the fall, so you have it during the winter.
[01:31:04.671 --> 01:31:07.616]  And that's what I'm talking about at InfoWarsTour.com.
[01:31:07.616 --> 01:31:12.204]  With InfoWars Select, it's the full spectrum of my patron supply on the top.
[01:31:13.243 --> 01:31:22.389]  Most respected companies out there, but because I private label it, I'm able to go below cost on contracts that all their other distributors aren't able to do.
[01:31:22.389 --> 01:31:27.733]  But I want to be a market leader, and I want you to have storable food, so it's a total win-win.
[01:31:27.733 --> 01:31:30.014]  We have those incredible sell prices back.
[01:31:30.014 --> 01:31:33.537]  InfoWareStore.com on InfoWare Select storable foods.
[01:31:33.537 --> 01:31:35.018]  They've got special diet foods.
[01:31:35.018 --> 01:31:39.001]  They've got three-month supplies, year supplies, week emergency supplies.
[01:31:39.001 --> 01:31:41.222]  They've got so many great products there.
[01:31:41.222 --> 01:31:42.303]  Maybe you've got a three-year supply.
[01:31:42.763 --> 01:31:44.746]  If stuff happens, you can feed your whole block.
[01:31:44.746 --> 01:31:47.270]  It's up to us to be self-sufficient.
[01:31:47.270 --> 01:31:52.276]  You're buying War Bonds, bringing great products, and together, with God's help, we are unstoppable.
[01:31:52.276 --> 01:31:57.664]  InfoWareStore.com and InfoWare Select, high-quality, storable foods powered by my Patriot Supply.
[01:31:58.214 --> 01:32:00.476]  If you're not expanding, you're imploding.
[01:32:00.476 --> 01:32:02.217]  There is no set stasis.
[01:32:02.217 --> 01:32:03.458]  There is no managed system.
[01:32:03.458 --> 01:32:05.099]  There is no un-continuum.
[01:32:05.099 --> 01:32:08.321]  The continuum is always launching forward into the future.
[01:32:08.321 --> 01:32:11.683]  So you support us and get creative and get fired up.
[01:32:11.683 --> 01:32:12.924]  We won't just be here a hundred years.
[01:32:12.924 --> 01:32:13.725]  We'll be here forever.
[01:32:13.725 --> 01:32:14.986]  We'll turn the whole thing around.
[01:32:14.986 --> 01:32:21.870]  Our grandchildren on Mars bases and jump bases and God knows what are going to look back and say, you know, we struggled here.
[01:32:21.870 --> 01:32:22.431]  We made it.
[01:32:22.431 --> 01:32:24.592]  And that's really where this goes.
[01:32:24.592 --> 01:32:26.414]  God's got a big war for you, Revy.
