[00:00.000 --> 00:30.000]  Infowars, tomorrow's news today.
[39:34.000 --> 39:50.000]  I don't worship money. It's not why I do what I do. But now I'm going to tell the crew next week, if we don't get major funds in the next few months, and if stuff doesn't pan out with this, and if we can't get this bankruptcy straight and get this correct,
[39:50.000 --> 39:57.000]  well, then I will come in here in a few months and I'll say, hey, you guys got three months to get a job.
[39:58.000 --> 40:04.000]  And I'll say, we'll still have some people maybe, but I don't know. So I'm just being completely honest with everybody. Like, we can shut down.
[40:05.000 --> 40:13.000]  So, you know, this building, the facility, all the crew, all the infrastructure we've got, it'll be a big victory for the New World Order, and they desperately want it.
[40:14.000 --> 40:21.000]  So if you're one of those whales out there sitting on, the folks that gave it to us had hundreds and hundreds and hundreds of Bitcoins. God bless you. I love you.
[40:22.000 --> 40:29.000]  And we went and looked at their account. You don't know who they are, but you can see the account. They are still sitting on it because obviously they know something we don't know and they think it's going to go back up. Hopefully it does.
[40:29.000 --> 40:42.000]  But whether it's a small Bitcoin donation or an Ethereum donation or whatever it is, Infowars.com forward slash crypto, and that's where you can go and that's where you can make a donation.
[40:43.000 --> 40:52.000]  Ten dollars a Bitcoin, a hundred dollars, a thousand dollars, a million dollars. And I'll tell you this, I sat on that Bitcoin for a while and we lost over a million dollars of it.
[40:53.000 --> 41:04.000]  So my policy now is, I'm not going to speculate with it, I'm going to sell it the second it comes in or the minute I find out about it. And I'm going to put it into the account for Infowars because this is my mission. It's my pledge to you.
[41:05.000 --> 41:16.000]  And that's my biggest frustration. I put almost all my savings that was not that big, emergency backup, I put three million dollars in this place in the last year of my savings.
[41:16.000 --> 41:29.000]  I sold my house and I bought this fancy big house four years ago as an investment. I was putting emergency money in the bank. I had three million dollars as emergency backup money for the company that I'd been paid over the years that I'd saved.
[41:30.000 --> 41:37.000]  We're talking a decade of savings. And I went and bought this big, fancy, modern house. And I saw the stock, I saw the housing market.
[41:37.000 --> 41:46.000]  And I even told my wife, I said, be ready in about three years, we're going to sell this because I predict before 2022 ends, you're going to see a housing market crash. I just know this stuff. It's all I do is think about it.
[41:47.000 --> 41:53.000]  And she got to where she liked that house. But six, eight months ago, we sold that sucker and I dumped that money into this operation.
[41:54.000 --> 42:01.000]  And my wife's totally on board with it now. She gets it. She's like, my God, the housing market is crashing.
[42:02.000 --> 42:10.000]  She's got a family that owns some houses in Omaha and they've seen them go down in value. So people are like, how did you know to do that? I mean, I study the new world order folks.
[42:11.000 --> 42:21.000]  And that's why we did this. So my total mission is to be a good steward. My total mission is to fight for you because I'm fighting for myself and I cannot do this without your support.
[42:21.000 --> 42:30.000]  So thank you all. And I just need everybody to tell everybody to tune in and everybody to go to M4.com and get a great reset over the world, whether signed or unsigned.
[42:31.000 --> 42:38.000]  Go to 1776 coin.com, the Teddy Roosevelt coin. This will be the last coin this year. There even is a next year.
[42:39.000 --> 42:48.000]  But this is the fourth coin in the set. It's not a founding member coin, but I don't think people that are founding members are going to mind the extended founding member status to whoever buys this coin as well.
[42:48.000 --> 43:03.000]  You'll get the parts, you know, the free deals, the discounts as well. If you do that by getting the man, the arena coin at info war store dot com or triple 8 2 5 3 3 1 3 9 1776 coin.com.
[43:04.000 --> 43:12.000]  Can't go to info war store dot com to get it because it's sold by a separate group and outside folks who came in with the investment and said, hey, I bet you can sell coins.
[43:13.000 --> 43:24.000]  And do them in a markup to find yourself. And all we want is the money back and 10%. So these nice folks paid for the coins. They did it. They funded it.
[43:25.000 --> 43:34.000]  And they've gotten 10% back on what sold. That's nice of them. It's good of them. So they make a little profit on it for putting the money up front that I didn't have.
[43:34.000 --> 43:43.000]  And that's what that's what Pedro collectibles is. We're working with them to try to launch a lot of cool Christian jewelry, pro-life stuff. I mean, that's people are asking for is what you want.
[43:44.000 --> 43:56.000]  We're going to try to have it with about a 100% markup because you're funding a new operation and a new build up. So the first stuff has, you know, a four times, three times markup and the new stuff coming in is going to have a 50% markup or a 100% markup.
[43:56.000 --> 44:11.000]  Depending on the product. And then it'll be self-sufficient. And with a smaller profit, they'll be able to operate and still fund or operate. So great folks, really smart people and glad that they got with us and have these ideas has turned out to be really wonderful.
[44:12.000 --> 44:19.000]  And we've looked for other partners, other people that want to help us get around the platforming because, you know, they're really trying to shut down info or store dot com.
[44:19.000 --> 44:29.000]  But even if they ever shut it down, if you got your order in, it's getting shipped to you. Okay. So just know that. All right. I spent like 20 minutes on that. I apologize for 15 minutes on that, but it's just really, really important.
[44:30.000 --> 44:36.000]  And I want to give you an update on the situation and where we are. Robert Barnes is coming up in 15 minutes, but I want to do this right now.
[44:37.000 --> 44:44.000]  Huge developments on the poison shot, good developments, big developments coming up. Matt Gates vindicated. That's just breaking today.
[44:45.000 --> 45:01.000]  It's on info wars dot com. I was talking to Steve Bannon, how the scenes about it. Got some inside baseball. We've got more on inflation, more on the war and more on mega cities that we told you about an end game from globalist documents now being announced in Europe and in the Middle East, as well as in Canada.
[45:01.000 --> 45:17.000]  And what those mega prison cities really, really stand for and what we're facing. And we're also going to get into U.S. oil buffer historic low in wake of Joe Biden's unprecedented SPR release today.
[45:18.000 --> 45:26.000]  But before I do that, one last thing. We've done such amazing things as a crew and as host and as an audience together. And whatever happens, I love you.
[45:26.000 --> 45:35.000]  I want to thank you. And I want to appreciate you for shouldering the load in this fight against the globalist. And that's why when you call in and thank me, I just say, stop it.
[45:36.000 --> 45:44.000]  I want to fight. I'm like a sheepdog that wants to attack wolves. Just who I am. You're the same way. We're brothers and sisters. Let's just fight together and know I love you and you love me.
[45:45.000 --> 45:51.000]  I'm not thanking you. I love you. You're not thanking me. You love me. We're in this together. And it's beautiful and it's wonderful. And I'm very, very thankful.
[45:51.000 --> 45:58.000]  And however this goes, this goes. But I've always promised the crew to tell them, you know, there's not a path out of this or a way out of this. I'll be honest with them.
[45:59.000 --> 46:08.000]  And I was just honest with them and I was honest with you that we're in all each other's hands. So I tell the crew, work extra hard, be vigilant, get stuff done. This is serious.
[46:09.000 --> 46:18.000]  It's important to stay on air during this period. They've thrown so much at us, so much at us, and we still come through it together. Let's not let them win now. We can do this together.
[46:18.000 --> 46:29.000]  So thank you for your support and I love you. All right, here is a Gregory's report, a John Bowne report back to back. The Abomination of Justice and then John Bowne's report.
[46:30.000 --> 46:38.000]  The Taproot of the Tree of Evil, which is a riff off of a previous report I put out. We'll come back with all this very important news. Stay with us.
[46:39.000 --> 46:58.000]  The biggest concern for the judge in the Alex Jones trial is for the jury to see through their deception. So before the jury is allowed in, she clearly reminds Jones how he's not allowed to defend himself.
[46:59.000 --> 47:09.000]  There are certain areas that your attorney is well aware of, as is opposing counsel, that are not going to be asked about and cannot be testified about.
[47:10.000 --> 47:18.000]  And I'm more than happy to go over. It's a very short list and I'm more than happy to go over it with you if you want me to. But if you don't want me to, that's fine too.
[47:18.000 --> 47:30.000]  I'm simply trying to avoid any issues in front of the jury. I don't want to have any unpleasantness. There's no other way to put it. So that's why I'm willing to do it if you want me to do it, but I don't have to do it.
[47:33.000 --> 47:40.000]  Okay, that's enough. The yes was enough. That's all I need to know.
[47:41.000 --> 47:53.000]  And the lawyers know not to ask you these questions. So the only way there would be a problem is if you gave a non-responsive answer. So if I just go over it briefly, I don't think we're going to have any problem at all.
[47:54.000 --> 48:12.000]  So the lawyers are not going to ask you about, nor can you offer any testimony about, the plaintiff's settlements with the former defendants, Wolfgang Halbig and Corey Sklenka, the Soto v. Bushmaster case, and who the plaintiff did not sue.
[48:13.000 --> 48:21.000]  So I understand you may not agree with those rulings and this is just a yes or a no answer. Do you understand that you may not testify on those topics?
[48:21.000 --> 48:22.000]  Yes.
[48:22.000 --> 48:36.000]  Okay. So there can be no testimony and there's not going to be any questions, obviously, regarding the maximum amount of Sandy Hook coverage on your shows or the percentage or proportion of Sandy Hook coverage.
[48:37.000 --> 48:43.000]  Yes or no? Do you understand that that's not testimony that you can offer? You're not going to be asked about it and you can't offer it?
[48:44.000 --> 48:45.000]  Yes.
[48:45.000 --> 48:59.000]  Okay. You may not offer testimony and you're not going to be asked about whether you substantially complied or you produced everything or that you challenged the basis for the default ruling.
[49:00.000 --> 49:08.000]  All of these issues may be the basis for an appeal, but they're not going to be asked nor can you offer that testimony. Do you understand that?
[49:09.000 --> 49:10.000]  Yes.
[49:10.000 --> 49:22.000]  Finally, the First Amendment is not an issue in this hearing in damages. No one is going to ask you about the First Amendment. This is not the appropriate forum for you to offer that testimony. Do you understand that, sir?
[49:23.000 --> 49:24.000]  Yes.
[49:24.000 --> 49:28.000]  Is there anything that prevents you from understanding what we just talked about?
[49:31.000 --> 49:33.000]  I understand. As long as they don't ask those questions.
[49:33.000 --> 49:42.000]  Right. They're not going to ask you those questions. If they did, I mean, they're officers of the court and they understand the rulings, so they're not going to ask you those questions.
[49:43.000 --> 49:53.000]  After attacking Free Speech Systems' all-American business model, the plaintiffs then focus on a single video that went viral 10 years ago featuring Robbie Parker.
[49:54.000 --> 50:10.000]  This video was played on Infowars because it was a viral video, which alone made it newsworthy. Once the plaintiffs established that Infowars played this video, they dramatically introduced an emotional Robbie Parker in the courtroom.
[50:11.000 --> 50:19.000]  The cameras move in for the close-up, shaking with emotion by the mere presence of Alex Jones for playing a viral video.
[50:19.000 --> 50:37.000]  As far as Alex Jones' crimes, it's not clear what their claim is, but their argument is clear. According to the plaintiffs, alternative media should not exist and should not be allowed to report the news. Reporting for Infowars, this is Gregg Reese.
[50:49.000 --> 51:16.000]  We saw this graphic, this political cartoon. The radio let's just all describe it. It shows a tree. And above the surface, the branches, it says inflation, high taxes, open borders, globalism, recession, defund the police, violence, human trafficking, fentanyl, deaths.
[51:16.000 --> 51:33.000]  He goes on and on. But the problem with the graphic by Branco, a great political cartoonist, is it's got Joe Biden as the root and the donkey and Obama and a sippy cup.
[51:34.000 --> 51:53.000]  There is a through line of hate. From massacres of indigenous people to the original sin of slavery, the terror of the Klan, to anti-immigration, violence against the Irish, Italians, Chinese, Mexicans, so many of those laced through our history.
[51:53.000 --> 52:06.000]  There's a through line of violence against religious groups, anti-Semitic, anti-Catholic, anti-Mormon, anti-Muslim, anti-Hindu, anti-Sikh. And that through line of hate never fully goes away.
[52:06.000 --> 52:11.000]  But the root causes are really the globalists like Klaus Schwab.
[52:11.000 --> 52:20.000]  They're grooming a younger generation of globalist talent. They're focused on cultivating this next generation. And they've proven that they're quite good at this.
[52:20.000 --> 52:32.000]  This is a quote from Schwab in 2017. I have to say that when I mention now names like Miss Angela Merkel, even Vladimir Putin and so on, they've all been young global leaders at the WEF.
[52:32.000 --> 52:49.000]  But what we're very proud of now is the young generation like Prime Minister Justin Trudeau. We penetrate the cabinet. But we see he's complimenting himself for doing what? Infiltrating the Canadian government, grooming the Prime Minister and then infiltrating his cabinet.
[52:49.000 --> 53:01.000]  So again, where does that leave the Daily Beast in their theory that this is some sort of a conspiracy? This is all a rebrand or relaunch of the New World Order, which was again called a conspiracy.
[53:02.000 --> 53:13.000]  Right. And it was to create a totalitarian world government, perhaps something akin to what we've seen from the UN, from the EU or the WHO. They've been in the news a little bit lately.
[53:13.000 --> 53:26.000]  Unelected, unaccountable to the people, but they tell you what to do with your lives. So what the great reset architects believe is that modern democracy and a free market capitalism, not the kind of capitalism we have today.
[53:26.000 --> 53:36.000]  We'll talk about that a little bit. But the free market capitalism has failed. And the only way to fix it is by marrying corporate interests and the increasingly powerful state.
[53:36.000 --> 53:47.000]  This will create corporatist super states or maybe one day a super state that will see a new world government take shape. It's already happening, though it might not necessarily take the form of a government.
[53:47.000 --> 53:53.000]  It's a functional dictatorship via corporations. That's what they're doing. And it's already happening.
[53:53.000 --> 54:02.000]  And his corporate controllers like Bill Gates, this guy's unelected and he's he's got way too much influence in global health care.
[54:02.000 --> 54:11.000]  He's he's a college dropout. He's not even a coder. Did you know that he didn't he doesn't write code.
[54:11.000 --> 54:21.000]  He's just a monopolist. That's what he's a criminal and a monopolist. And he went to Jeffrey Epstein's island, which makes a lot of people say he's a child raper.
[54:21.000 --> 54:29.000]  He told Trump, don't set up a commission on vaccine to study vaccines. That would be a dead end. That would be a bad thing.
[54:29.000 --> 54:36.000]  Why? What do you what are they going to find out? They're going to find out that vaccines are safe and effective, right? Wouldn't that be good?
[54:36.000 --> 54:41.000]  And the king of England, who is involved in all this eugenics and depopulation, King Charles III.
[54:41.000 --> 54:52.000]  At the moment, we've so degraded natural systems, ecosystems, biodiversity that it's becoming increasingly impossible for nature to sustain us.
[54:52.000 --> 55:01.000]  At the moment, it's all take take. Now we've reached the situation where we really need four planets like Earth to survive or to provide enough for everybody.
[55:01.000 --> 55:07.000]  But really, at the end of the day, it's the devil is at the root root cause.
[55:07.000 --> 55:18.000]  Ladies and gentlemen, it's not King Charles, not Bill Gates, not Klaus Schwab, not the donkey, but it's evil.
[55:18.000 --> 55:26.000]  Call it what you want. You say what it is. You can play games all day. But this is a fight between good versus evil.
[55:26.000 --> 55:30.000]  And everything the new order does is destructive of their own interest.
[55:30.000 --> 55:37.000]  They go out of their way to kill, steal and destroy because they like it because they hate God's creation. They hate human destiny.
[55:37.000 --> 55:52.000]  They are fundamentally, spiritually jealous of the tree of life and they want the tree of death.
[55:52.000 --> 56:01.000]  All right, folks, that's a very powerful report. And I want to now air before I hit more news and bring Robert Barnes on and hit the southern news.
[56:01.000 --> 56:08.000]  Some of these little excerpts that the crew put together. One of them is where they attacked me over cryptocurrency, like I'm a criminal.
[56:08.000 --> 56:15.000]  Show the group a little promo together from that. And then we're going to go ahead and air before I left yesterday.
[56:15.000 --> 56:20.000]  Connecticut went to a apple orchard with my wife and daughter, my five year old.
[56:20.000 --> 56:31.000]  And that's AJ. Talks about. The ultimate revolution, God's green earth, which is the counter to the tree of death.
[56:31.000 --> 56:42.000]  So here's a little excerpt from the trial and then we'll go to. The ultimate revolution, God greens earth.
[56:42.000 --> 56:48.000]  It's OK. Let's just stop it. It's all right. We're all good. Let's just stop it. Stop the tape. It's all right. Let's just stop. Let's reset.
[56:48.000 --> 56:53.000]  We're live show. No big deal. It's not the crew's fault. They were supposed to hear that.
[56:53.000 --> 56:57.000]  I just jumped in at the end of the John Bond report. It was so good. Mess that up. Get the audio faded up. Get it ready.
[56:57.000 --> 57:11.000]  And now let's roll it again. Because one of the ways that your audience, you encourage your audience to give you money is in cryptocurrency donations.
[57:11.000 --> 57:19.000]  Right. Yes. And you have a page on your website that's just for cryptocurrency donations. Right. Infowars.com forward slash crypto.
[57:19.000 --> 57:25.000]  Is that a little advertisement just there? Well, we're fighting the deep state. We need money. All right. This is it.
[57:25.000 --> 57:31.000]  Get crypto fun. Infowars. Sponsor us with Bitcoin and other crypto currencies.
[57:31.000 --> 57:38.000]  Right. That will end up as a clip on your show tonight. Your advertisement for cryptocurrency.
[57:38.000 --> 57:46.000]  You know, I mean, I mean, people want to keep us in the fight, so I mean, I hope whoever the big whales are, they'll give us money before we keep doing it.
[57:46.000 --> 58:06.000]  We'll just keep we'll just keep minting money as you're in this courtroom. Let's move on. And people care about the First Amendment.
[58:06.000 --> 58:11.000]  There's a famous term people use, and it's God's green earth.
[58:11.000 --> 58:21.000]  And here I am in Connecticut on just a few acres of apple trees. And you can feed thousands of people a month just on these couple acres.
[58:21.000 --> 58:28.000]  This is God's green earth. We have so much abundance. You find an airplane over most places in the country or the world. There's nobody there.
[58:28.000 --> 58:39.000]  We're all fighting over resources. Look at Ukraine. Russia is openly declaring war now, shipping in three hundred thousand troops on the verge of nuclear conflict.
[58:39.000 --> 58:45.000]  And here we are with the resources for everybody. We just work together. We keep killing each other.
[58:45.000 --> 58:50.000]  And that's the difference between Christ and the devil or barbarism versus the Renaissance.
[58:51.000 --> 59:02.000]  Just take a look right here. One tree alone produces hundreds of delicious, amazing apples a month.
[59:02.000 --> 59:09.000]  Apple pies, you name it, all the vitamin C, everything you need. You could live off these if you needed to. And it's right here in the palm of our hand.
[59:09.000 --> 59:17.000]  A hundred years ago, 90 percent of people in the U.S. were self-sufficient and could take care of themselves on a farm.
[59:17.000 --> 59:25.000]  Today, it's 10 percent or less. That's a time bomb. That's a great reset. Synthetic foods, GMO, taking us off the land.
[59:28.000 --> 59:34.000]  They want genetic engineering. They want Franklin foods. We've been given God's green earth.
[59:34.000 --> 59:43.000]  We've got to recognize we've already been given heaven, but we've got to take that victory and that destiny in our hands instead of all this idiocy.
[59:43.000 --> 59:51.000]  The powerful corrupt beliefs that threaten my human destiny.
[59:51.000 --> 59:59.000]  They're playing us off against each other. And it's just that simple slip and a switch and realize about productivity and working together and being strong,
[59:59.000 --> 01:00:06.000]  not being run over, but being productive and building up a real economy based on agrarian farming society.
[01:00:06.000 --> 01:00:16.000]  Thomas Jefferson talked about we win the power of people.
[01:00:16.000 --> 01:00:25.000]  This is a victory. That's what M4 stands for. So Sunday, Forest Bay, spend time in nature, grow a small garden.
[01:00:25.000 --> 01:00:32.000]  It's that first step to a bigger world. The global is when you watch your house in a VR fake reality.
[01:00:32.000 --> 01:00:39.000]  You want to counter the pros that counter the television screen sickness from Netflix.
[01:00:39.000 --> 01:00:44.000]  Just start putting your feet in the mud. Just start taking a swim in a river. Just start going out in nature under the stars at night.
[01:00:44.000 --> 01:00:49.000]  You will break the spell they have. Believe me, because I've been through it and I broke the spell as well.
[01:00:49.000 --> 01:00:55.000]  I'm bathing in God's incredible creation.
[01:00:55.000 --> 01:01:04.000]  And one last point. God didn't just give us the fish and the sea and the cows on the land and the birds in the air and all this great fruit.
[01:01:04.000 --> 01:01:09.000]  God gave us our children, our wives and husbands, humanity's greatest value.
[01:01:09.000 --> 01:01:14.000]  So we abort and kill our children. We're throwing away the most incredible harvest we've got for the future.
[01:01:14.000 --> 01:01:21.000]  So don't throw away these apples. Don't cut down these trees and stop killing our children.
[01:01:21.000 --> 01:01:33.000]  So don't ever, as dark as the hour is, and as out of control things are, don't you ever not realize how important you are and what you've done with your word of mouth and your action.
[01:01:33.000 --> 01:01:41.000]  And I'm talking to people who went to that puppet courthouse in Connecticut, where there were stickers up everywhere. We commend you.
[01:01:41.000 --> 01:01:45.000]  So we are in this puppet courthouse yet? Yes, that's what you were referring to?
[01:01:45.000 --> 01:01:54.000]  It's not mostly peaceful protests where they burn down two million dollars, but that's good. But then conservatives put up stickers and we're bad. I know we all need to go to prison.
[01:01:54.000 --> 01:02:06.000]  Why don't we talk about cryptocurrency? Because one of the ways that you encourage your audience to give you money is in cryptocurrency donations, right?
[01:02:06.000 --> 01:02:11.000]  Yes. And you have a page on your website that's just for cryptocurrency donations, right?
[01:02:12.000 --> 01:02:17.000]  Is that a little advertisement just there? Well, we're fighting the deep state. We need money.
[01:02:17.000 --> 01:02:26.000]  This is it. Give crypto fun info wars. Sponsor us with bitcoin and other cryptocurrencies, right?
[01:02:26.000 --> 01:02:31.000]  That will end up as a clip on your show tonight. Your advertisement for your cryptocurrency page.
[01:02:31.000 --> 01:02:40.000]  You know, I mean, people want to keep us in the fight, so I hope whoever the big whales are will give us money before we keep doing it.
[01:02:40.000 --> 01:02:46.000]  We'll just keep minting money as you're in this courtroom.
[01:02:46.000 --> 01:02:55.000]  Let's move on. And people care about the First Amendment.
[01:02:55.000 --> 01:03:04.000]  Well, my good friend, one of the smartest people I know, Robert Barnes, constitutional lawyer, criminal lawyer, historian, joins us for the next hour.
[01:03:04.000 --> 01:03:11.000]  Thank you so much for joining us, Robert. We're going to obviously get into the show trial, but they admit is the template to take down everybody else.
[01:03:11.000 --> 01:03:17.000]  And your analysis, as you did the last two weeks, live coverage of it in a fabulous job with massive viewership on your own platform.
[01:03:17.000 --> 01:03:26.000]  And then after we cover this for 20 minutes or so, I want to get to the huge developments that I know you're also the tip of the spear on shooing Pfizer with whistleblowers and other things.
[01:03:27.000 --> 01:03:34.000]  Adams to sunset private sector vaccine mandate. I had some New York police off duty as our security. They were really excited about this.
[01:03:34.000 --> 01:03:43.000]  They told me about it a few days ago before I even announced it. Also, U.S. Supreme Court considered case against COVID vaccine mandate for New York City.
[01:03:43.000 --> 01:03:51.000]  The military has stopped it in four branches, but not the Coast Guard. And it's even more important news when it comes to their fake prosecutions.
[01:03:51.000 --> 01:04:01.000]  Matt Gates framed. Matt Gates frame of collapses, DOJ prosecutors recommend no charges due to credibility questions of main witness.
[01:04:01.000 --> 01:04:11.000]  A woman who's like 20 something years old now. Saying she had sex with him when she was 17, but he didn't know.
[01:04:11.000 --> 01:04:17.000]  And then there's no proof of that. That's not child trafficking. That's not pedophilia, ladies and gentlemen.
[01:04:18.000 --> 01:04:31.000]  So they protect Jeffrey Epstein's Johns. They don't release the list of them and they act like Matt Gates is a pedophile because years and years and years ago, he was at some party on a Caribbean island with a bunch of strippers.
[01:04:31.000 --> 01:04:38.000]  Well, I'm not saying that's perfect. It's not a smart move, but he wasn't even in politics then hanging out with a bunch of strippers is not pedophilia.
[01:04:38.000 --> 01:04:43.000]  So this is a big deal. We'll be getting to that coming up as well.
[01:04:43.000 --> 01:04:56.000]  And so much more. Robert Barnes joins us. Robert will also obviously get into Russia. The huge escalation there. That is the big central story that their national drafting announced Putin saying I'm not bluffing, threatening nuclear war.
[01:04:56.000 --> 01:05:06.000]  That's coming up this hour as well. But I think it's important front and center to talk about this show trial and your observations of this and where you see this going is I don't want to be overpositive.
[01:05:06.000 --> 01:05:17.000]  They got a bunch of crying parents. We're barred from putting forward evidence. But a lot of former judges and current judges and a lot of people called my lawyers and said, wow, this blew up in their faces is not going well.
[01:05:17.000 --> 01:05:27.000]  Chris Maddie's dad is a famous lawyer. He's the main lawyer against me, blew up at him and was screaming at him Thursday after I left the stand in front of everybody.
[01:05:28.000 --> 01:05:43.000]  They are completely freaked out. They're asking me to be sanctioned and all the rest of it for doing press conferences. They don't think it went well. But start wherever you want, because this is a historic case, obviously, and the blueprint to take everybody else down. So lay it out for us.
[01:05:43.000 --> 01:05:54.000]  Yeah, I mean, it's a show trial. It is a classic version of a show trial. I mean, even the Soviets would be embarrassed by aspects of this show trial. And what I mean by that is it's a trial where you're not allowed to have your day in court.
[01:05:54.000 --> 01:06:04.000]  The American system of justice is all about everybody gets their quote day in court, so much so that it's a common term of colloquially used in everyday terminology.
[01:06:04.000 --> 01:06:12.000]  And yet that is precisely what they've stripped you and denied you from doing. You can't even say the name Hillary Clinton. You can't say certain words. You can't claim you're innocent.
[01:06:12.000 --> 01:06:20.000]  She even the judge even instructed that you couldn't even say anything beyond yes or no. I mean, that's how ludicrous it was. And why is that?
[01:06:20.000 --> 01:06:29.000]  And then you've had a bunch of evidence presented that has absolutely nothing to do with compensatory injury, which purportedly is what this trial is limited to.
[01:06:29.000 --> 01:06:37.000]  Almost all the evidence. I mean, they were talking about Ukraine. They were talking about big tech. They're talking a lot about you. They're talking a lot about info wars.
[01:06:37.000 --> 01:06:42.000]  They're not talking about what damages individual plaintiffs suffer.
[01:06:42.000 --> 01:06:52.000]  Let's be clear to interject here. They showed a magazine we put out with Obama on the cover saying Obama comes for your guns. Let them talk about how I didn't like Obama in case jurors were Democrats.
[01:06:52.000 --> 01:06:59.000]  And when my lawyer tried to come back and cross-examine, the judge said, no politics. I mean.
[01:06:59.000 --> 01:07:08.000]  Oh, it's very much scripted. And there's the point of this whole trial is to present a trial where only one side is allowed to present their case.
[01:07:08.000 --> 01:07:14.000]  And it's the part of the case that's not considered relevant for this stage of the trial. And that's that's exactly what's taking place.
[01:07:14.000 --> 01:07:29.000]  And fortunately, you were able to successfully resist their effort for you to play to their script, for you to stick to their tale, for you to play the villain in their role, because the truth of the matter, it's why they could never afford a trial on the merit.
[01:07:29.000 --> 01:07:38.000]  That's why they could never give you your day in court, as we've seen presented. I mean, the lead witness was an FBI guy who who knew nobody who died that day.
[01:07:38.000 --> 01:07:45.000]  Why is he suing? What does he why is he here? He's still in the FBI, FBI lawyer, an FBI lawyer suing Alex Jones.
[01:07:45.000 --> 01:07:52.000]  And he admitted that I never said his name and he never heard of me until the suit.
[01:07:52.000 --> 01:07:58.000]  Yeah, what he said on the stand. He didn't identify a single statement he heard you make that caused him any distress.
[01:07:58.000 --> 01:08:06.000]  He didn't report any of that that I saw on the stand at all. And he's their lead witness, their lead plaintiff in this case.
[01:08:06.000 --> 01:08:08.000]  That speaks volumes to what's going on.
[01:08:08.000 --> 01:08:25.000]  You have a FBI lawyer helping to initiate and instigate this case, suing for things like consumer fraud when he didn't buy a product or anything from Infowars, suing for defamation and libel and intentional infliction of emotional distress when he never heard Infowars mention him at all ever.
[01:08:25.000 --> 01:08:34.000]  And he couldn't even identify what statement it was by Infowars that caused him distress. That shows you how nuts is in his own testimony rebutted the plaintiff's theory,
[01:08:34.000 --> 01:08:44.000]  which is the Sandy Hook denier community long predated and long post dated anything Alex Jones or Infowars ever said about the subject for a moment.
[01:08:44.000 --> 01:08:54.000]  And so this has nothing to do with you. They're trying to blame you for the actions of other people that they can't even tie or connect to you because it doesn't even line up chronologically.
[01:08:54.000 --> 01:09:02.000]  So it exposed their whole case in a quick, easy nutshell. And then you add to that, that they have had all this evidence.
[01:09:02.000 --> 01:09:11.000]  I mean, how was it default judgment issued on the theory that you didn't produce discovery when they have more discovery than any plaintiff has ever had in the history of libel lawsuit?
[01:09:11.000 --> 01:09:20.000]  They have all the banking, all the text messages, all the emails, the daily orders, which they cherry picked the few biggest days to make our viewers think we have plenty of money.
[01:09:20.000 --> 01:09:25.000]  They have and they're showing it. And then we're not allowed to say we gave them evidence.
[01:09:25.000 --> 01:09:31.000]  Exactly. Not allowed to say you're innocent. Not allowed to say their whole theory of the case is wrong and bogus.
[01:09:31.000 --> 01:09:36.000]  It is what Norm Pattis described it as in the opening statement in the case, your lawyer.
[01:09:36.000 --> 01:09:42.000]  What Norm said is that this is an attempt to weaponize private grief into political profit.
[01:09:42.000 --> 01:09:51.000]  And by the way, let me just commend you. You were on the case for about a year, but you had so many cases and it was in multiple states that you bowed out.
[01:09:51.000 --> 01:09:56.000]  You're the guy that hired Norm Pattis, and he's definitely done a really good job.
[01:09:56.000 --> 01:10:01.000]  Yeah, Norm is a great old school civil rights lefty. You know, he's like Dershowitz.
[01:10:01.000 --> 01:10:09.000]  He's one of those people that actually part of the old left, you know, the Berkeley free speech movement that still believes in free speech, that still believes in due process,
[01:10:09.000 --> 01:10:19.000]  that still believes in trial by jury, that still believes in defending the dissidents, the independents, the outspoken voices disfavored by the institutional power and establishment.
[01:10:19.000 --> 01:10:23.000]  And I think what we saw, I mean, everything was grandstanding from the plaintiffs.
[01:10:23.000 --> 01:10:28.000]  Ninety percent of the evidence had nothing to do with what supposedly is being tried here.
[01:10:28.000 --> 01:10:32.000]  Any aspect of the defense was mostly precluded in gag.
[01:10:32.000 --> 01:10:38.000]  I have never seen a judge tell a party that they can't answer any question except by yes or no.
[01:10:38.000 --> 01:10:41.000]  And many of those questions were simply not yes or no question.
[01:10:41.000 --> 01:10:45.000]  There are questions that could not be capably answered yes or no.
[01:10:45.000 --> 01:10:48.000]  And then if you speak out, you're threatened with contempt charges.
[01:10:48.000 --> 01:10:55.000]  If you speak out in front of the courthouse and exercise your First Amendment in front of the courthouse, they're attacking you and wanting to sanction you for that.
[01:10:55.000 --> 01:11:02.000]  And remember, she said you can't speak to these eight things, your innocent bankruptcy, Remington settlement, any of that.
[01:11:02.000 --> 01:11:04.000]  And the other lawyers won't ask you that.
[01:11:04.000 --> 01:11:07.000]  That's all Maddy did.
[01:11:07.000 --> 01:11:11.000]  Oh, yeah, absolutely, because what he the goal was to prescript the trial.
[01:11:11.000 --> 01:11:14.000]  So the judge says you can't answer in certain ways.
[01:11:14.000 --> 01:11:23.000]  The judge is allowing the lawyer to ask a lot of questions and go into a lot of evidence that has nothing to do with damages, nothing to do with compensatory injury.
[01:11:23.000 --> 01:11:25.000]  And yet and that that was the goal.
[01:11:25.000 --> 01:11:27.000]  It's very much what show trials were all about.
