[00:00:03.211 --> 00:00:04.712]  You have the power.
[00:51:44.363 --> 00:51:50.548]  That they were illegally spying on the Trump campaign under orders from President Barack Hussein Obama.
[00:51:50.548 --> 00:52:02.517]  And that they lied to Congress, and that they lied under oath, and that they lied to the court to get the fake warrants to parallel construct illegal investigations that were already going on.
[00:52:02.517 --> 00:52:08.662]  So, ding dong, the witch is dead, the witch, oh witch, the witch, witch, witch, ding dong, the wicked witch is dead!
[00:52:08.662 --> 00:52:10.163]  But that doesn't mean that's going to happen yet.
[00:52:11.030 --> 00:52:17.754]  Because the media is going to try to confuse this and manipulate this where people that aren't paying attention won't know what's going on.
[00:52:17.754 --> 00:52:31.143]  Or people that don't care that they've been told thousands and thousands and thousands and thousands and thousands and thousands and thousands and thousands of times that there was no spying and it's totally insane when they were all involved!
[00:52:31.143 --> 00:52:35.366]  The New York Times bragged!
[00:52:36.900 --> 00:52:38.902]  In early January!
[00:52:38.902 --> 00:52:48.050]  That they were spying on Trump, that they were working with the people spying on him, that Obama was spying on him, and that they had the dirt, they had the proof!
[00:52:48.050 --> 00:52:57.798]  So they could then confidently tell federal bureaucrats, don't worry, we know he's a Russian agent, don't do what he says, he'll be out before he's even inaugurated.
[00:52:57.798 --> 00:53:01.041]  Then, he'll be out in a few months, then he'll be out by the end of 2017.
[00:53:01.041 --> 00:53:03.303]  We're gonna kill this guy!
[00:53:05.179 --> 00:53:16.384]  Remember they started having Deputy Director of the FBI and CIA, he'd been both, Mudd, go on CNN and say, we're just gonna kill this president.
[00:53:16.384 --> 00:53:21.207]  The guy was down at Foddy Boggan and we're getting ready to kill him.
[00:53:21.207 --> 00:53:26.569]  And the same week you got Brennan and Clapper on TV going, we're gonna take him out.
[00:53:26.569 --> 00:53:27.870]  What do you mean, impeachment?
[00:53:27.870 --> 00:53:29.371]  No, he'll just be gone in two months.
[00:53:29.371 --> 00:53:29.791]  You watch.
[00:53:34.713 --> 00:53:38.477]  Because they're all going to prison if they don't get Trump out!
[00:53:38.477 --> 00:53:39.798]  So they keep running this con game.
[00:53:39.798 --> 00:53:40.679]  He's mentally ill.
[00:53:40.679 --> 00:53:41.840]  He's gonna die.
[00:53:41.840 --> 00:53:42.681]  He's gonna be out.
[00:53:42.681 --> 00:53:44.202]  All the TV shows hit him.
[00:53:44.202 --> 00:53:45.263]  All the programs hit him.
[00:53:45.263 --> 00:53:46.785]  They all say horrible things.
[00:53:46.785 --> 00:53:48.647]  Trying to tank the economy.
[00:53:48.647 --> 00:53:50.628]  Trying to get somebody to make a move.
[00:53:50.628 --> 00:53:53.051]  Trying to find something, but every day that passes.
[00:53:53.291 --> 00:53:54.992]  They're losing their people in government.
[00:53:54.992 --> 00:53:59.033]  Every day that passes, mainstream media is losing its ratings and falling apart and killing itself.
[00:53:59.033 --> 00:54:03.194]  And the NFL tried to kill Trump and the relaunch of America, so it's falling apart.
[00:54:03.194 --> 00:54:05.395]  And Hollywood's down 30, 40 percent.
[00:54:05.395 --> 00:54:07.915]  They're falling apart because they try to take down Trump.
[00:54:07.915 --> 00:54:12.677]  And almost every Netflix show is anti-American, anti-Trump, and that's not working.
[00:54:12.677 --> 00:54:20.659]  They've weaponized the schools, and they've got Mueller going after him, raiding his lawyer, and doing all this criminal stuff, illegally spying and telling Congress they didn't do it.
[00:54:23.482 --> 00:54:36.748]  And you've got Mueller's former deputy director saying the government's going to kill this guy, all as a confidence act to their criminal stay-behind networks to make them all think everything is going to be okay.
[00:54:36.748 --> 00:54:40.110]  So they stay at the job and keep prosecuting their operations.
[00:54:40.110 --> 00:54:42.111]  This is how criminal psychology works.
[00:54:42.111 --> 00:54:43.391]  It's all a big con game.
[00:54:43.391 --> 00:54:44.552]  It's all a manipulation.
[00:54:44.552 --> 00:54:46.113]  It's not straight shooting.
[00:54:46.113 --> 00:54:47.373]  It's not real work.
[00:54:47.373 --> 00:54:49.294]  It's not actually knowing what you're doing.
[00:54:49.294 --> 00:54:50.475]  It's not actually delivering.
[00:54:51.135 --> 00:54:52.696]  It's all flim flam.
[00:54:52.696 --> 00:54:54.378]  You ever been around L.A.
[00:54:54.378 --> 00:54:57.100]  and all the fake people that have now moved to Austin?
[00:54:57.100 --> 00:54:58.341]  They work about one day a week.
[00:54:58.341 --> 00:54:59.101]  They're all talk.
[00:54:59.101 --> 00:55:00.342]  They're all imaginary.
[00:55:00.342 --> 00:55:03.845]  They all run around trying to create conspiracies against people.
[00:55:03.845 --> 00:55:04.986]  That's the way D.C.
[00:55:04.986 --> 00:55:05.386]  is.
[00:55:05.386 --> 00:55:09.769]  And Trump's coming in a construction foreman.
[00:55:09.769 --> 00:55:12.111]  He's coming in somebody that's all about O.C.D.
[00:55:12.111 --> 00:55:13.092]  getting it done.
[00:55:13.092 --> 00:55:13.732]  O.C.D.
[00:55:13.732 --> 00:55:14.873]  being a winner.
[00:55:14.873 --> 00:55:15.714]  O.C.D.
[00:55:15.714 --> 00:55:18.396]  He's obsessive compulsive about winning!
[00:55:19.574 --> 00:55:23.817]  And about not having a bunch of destabilization and a bunch of garbage.
[00:55:23.817 --> 00:55:26.680]  Trump knows you take over with success.
[00:55:26.680 --> 00:55:31.063]  You take over with delivering and people wanting to be Americana.
[00:55:31.063 --> 00:55:32.925]  And Americana is coming back.
[00:55:32.925 --> 00:55:35.847]  And all you idiots that bet against America.
[00:55:35.847 --> 00:55:39.610]  And all you idiots that sat there and bet against Infowars.
[00:55:39.610 --> 00:55:40.871]  And bet against Trump.
[00:55:40.871 --> 00:55:43.033]  And bet against it all.
[00:55:43.033 --> 00:55:46.736]  You people are selling tyranny, something other folks don't want.
[00:55:48.916 --> 00:55:50.677]  You understand that?
[00:55:50.677 --> 00:55:53.959]  And so, your system's in trouble, and you'll never win.
[00:55:53.959 --> 00:55:59.242]  And I'm not just up here like a con man, like CNN, saying, oh, we're gonna win, oh, we're unstoppable.
[00:55:59.242 --> 00:56:01.843]  I'm up here with a track record proving it.
[00:56:01.843 --> 00:56:05.005]  And you know that, and that's why you're so incredibly scared.
[00:56:07.392 --> 00:56:13.618]  Now, it doesn't mean Soros and Hillary aren't suing us, doesn't mean they're not trying to shut us down, doesn't mean they're not running dirty tricks and trying to destroy my family.
[00:56:13.618 --> 00:56:21.807]  We need your prayers, number one, and we need you to spread the articles and the videos and the information of the four winds and to take action.
[00:56:21.807 --> 00:56:24.770]  But they are caught in criminal activity.
[00:56:24.770 --> 00:56:27.433]  Their whole network is beginning to come down.
[00:56:27.433 --> 00:56:29.555]  And right now is the moment of maximum danger.
[00:56:37.133 --> 00:56:39.696]  So, that's what it comes down to.
[00:56:39.696 --> 00:56:42.939]  And, of course, financial support.
[00:56:42.939 --> 00:56:46.322]  But, I mean, what's the point of plugging at the end of every hour anyways?
[00:56:46.322 --> 00:56:47.804]  I don't even listen to the end of the hour.
[00:56:47.804 --> 00:56:50.146]  They tune in at the first of the hour and no one cares anymore.
[00:56:50.146 --> 00:56:53.490]  I mean, at least people that are in the know don't care.
[00:56:53.490 --> 00:56:56.493]  They don't realize that we're this close to winning, we're this close to losing.
[00:56:57.634 --> 00:57:02.056]  I mean, this is a total war against control freak scum, ladies and gentlemen.
[00:57:02.056 --> 00:57:13.241]  And if the American people just put out a little bit more energy, standing up to the bureaucrats, standing up to the intimidation, standing up to the garbage, we would turn the tide incredibly well.
[00:57:13.241 --> 00:57:22.024]  But they've created a mesmerized TV head world of people who just can't get themselves out of the box.
[00:57:22.024 --> 00:57:25.606]  But they're still a minority of awake, focused, dedicated people.
[00:57:26.445 --> 00:57:27.005]  We're good to go.
[00:57:49.366 --> 00:57:55.651]  Choose to take control of your chemistry with Survival Shield X2 and BioTrue Selenium.
[00:57:55.651 --> 00:57:59.994]  This powerful combo is perfect for supporting your thyroid and health.
[00:57:59.994 --> 00:58:05.218]  BioTrue Selenium's formula is far from synthetic and is made from a source of 100% organic mustard seed.
[00:58:07.279 --> 00:58:15.921]  Our super high quality nascent iodine is an essential mineral sourced of 99.99% ultra pure deep earth iodine crystals.
[00:58:15.921 --> 00:58:23.683]  This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue and organ in the body.
[00:58:23.683 --> 00:58:30.605]  With inadequate thyroid hormones you may experience slow metabolism, lethargy, weight gain and overall brain fog.
[00:58:30.965 --> 00:58:37.190]  Survival Shield X2 and BioTrue Selenium work together to support the systems in your body.
[00:58:37.190 --> 00:58:41.033]  Take control of your chemistry today with this super combo.
[00:58:41.033 --> 00:58:48.079]  Discover the power of Survival Shield X2 and BioTrue Selenium at InfoWarsLife.com
[00:58:50.254 --> 00:58:51.735]  Vitamin Mineral Fusion.
[00:58:51.735 --> 00:58:54.456]  Visit Infowarslife.com to secure your canister.
[00:58:54.456 --> 00:59:01.939]  We have worked for years with our chemists and scientists to create the most powerful and affordable grape-tasting multivitamin formula available.
[00:59:01.939 --> 00:59:12.243]  Vitamin Mineral Fusion Drink Mix at Infowarslife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[00:59:12.583 --> 00:59:20.425]  In the history of InfoWars Life, we've brought out a lot of amazing products like Survival Shield X2, SuperVel Vitality, and so many others.
[00:59:20.425 --> 00:59:30.627]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
[00:59:30.627 --> 00:59:32.668]  And this part is most important.
[00:59:32.668 --> 00:59:39.129]  The ingredients in Vitamin Mineral Fusion are either plant-derived or of the highest quality lab standard.
[00:59:39.489 --> 00:59:40.909]  That means it's clean.
[00:59:40.909 --> 00:59:42.050]  That means it's pure.
[00:59:42.050 --> 00:59:44.931]  And rest secured, you're fighting the tip of the spear in the InfoWars.
[00:59:44.931 --> 00:59:47.752]  That's InfoWarsLives.com and Vitamin Mineral Fusion.
[00:59:47.752 --> 00:59:53.253]  Take action now before we sell out.
[00:59:53.253 --> 00:59:59.675]  You're listening to the Alex Jones Show.
[00:59:59.675 --> 01:00:04.657]  From the front lines of the information war, it's Alex Jones.
[01:00:06.926 --> 01:00:09.308]  Here's the truth about gun control.
[01:00:09.308 --> 01:00:17.915]  Many times, these mass shootings are actually case and point examples as to why gun control doesn't work.
[01:00:17.915 --> 01:00:21.258]  And the recent Santa Fe shooting is a prime example.
[01:00:21.258 --> 01:00:28.383]  The Santa Fe shooter, only 17 years old, took his father's firearm to commit this mass shooting.
[01:00:28.383 --> 01:00:32.607]  And yes, stealing your father's gun is illegally obtaining a firearm.
[01:00:32.887 --> 01:00:40.392]  Federal firearm laws already prohibit firearm sales to anyone under 18.
[01:00:40.392 --> 01:00:49.038]  I guess the argument to ban guns kind of falls through when these shooters use guns that were obtained illegally.
[01:00:49.038 --> 01:00:52.861]  Does Mexico not have mass shootings because they've banned guns?
[01:00:52.861 --> 01:00:56.944]  Actually, they have cartels that go and massacre whole villages.
[01:00:57.384 --> 01:01:10.014]  Another common argument amongst gun control advocates is that we should ban all assault rifles and bump stocks in order to prevent mass casualties.
[01:01:10.014 --> 01:01:12.495]  What is an assault rifle?
[01:01:12.495 --> 01:01:14.117]  Is that just a made-up word?
[01:01:14.117 --> 01:01:16.598]  Do rifles assault people?
[01:01:16.598 --> 01:01:22.203]  Or is it the people behind the guns that are assaulting people with guns?
[01:01:22.203 --> 01:01:26.506]  Last I knew, guns don't just pick themselves up and start firing on people.
[01:01:26.886 --> 01:01:32.171]  I guess you can put assault in front of anything to make it sound big and scary.
[01:01:32.171 --> 01:01:37.895]  Assault cars, assault trucks, assault sticks, assault flags, assault rice cookers.
[01:01:37.895 --> 01:01:52.948]  A 17-year-old mass shooter wielding a sawed-off shotgun killing 10 and wounding 10 is kind of proof that you don't need an assault rifle or an AR-15 or bump stocks to commit mass carnage.
[01:01:53.208 --> 01:01:57.413]  We've seen more carnage in China in a mass knife attack.
[01:01:57.413 --> 01:02:00.736]  So essentially, you can use anything to kill a lot of people.
[01:02:00.736 --> 01:02:04.661]  Prison inmates can find ways to kill people with sporks.
[01:02:04.661 --> 01:02:08.585]  That's why there are so many items banned from prisons.
[01:02:08.585 --> 01:02:10.988]  Do we want to live in a giant prison?
[01:02:11.448 --> 01:02:17.956]  No, banning AR-15s will not stop mass shootings with mass casualties.
[01:02:17.956 --> 01:02:20.679]  Here's one we hear amongst the left and the right.
[01:02:20.679 --> 01:02:22.180]  Fatherlessness is to blame.
[01:02:22.180 --> 01:02:25.704]  That's why these mass shootings are happening and this is how we can prevent them.
[01:02:25.704 --> 01:02:26.305]  More fathers in
[01:02:26.465 --> 01:02:33.009]  As much as I like the idea of more fathers being in the home, this simply isn't a valid solution.
[01:02:33.009 --> 01:02:43.276]  The Santa Fe shooter's father apparently was in the home because it was his father's gun that he stole and used to then go commit the mass shooting.
[01:02:43.276 --> 01:02:48.059]  Here are some real solutions that might actually make a difference.
[01:02:48.359 --> 01:02:53.543]  First, for the mainstream media to stop making every one of these shooters famous.
[01:02:53.543 --> 01:03:04.793]  I mean, the Parkland shooter has been receiving tons of fan mail and love letters from teenagers ever since he did this shooting and got all of this worldwide attention.
[01:03:04.793 --> 01:03:12.420]  But God forbid the mainstream media not exploit another tragedy in order to push their anti-gun agenda.
[01:03:12.420 --> 01:03:13.941]  More guns!
[01:03:13.941 --> 01:03:14.802]  Did you get triggered?
[01:03:15.342 --> 01:03:16.342]  Did I just trigger you again?
[01:03:16.342 --> 01:03:16.542]  And again?
[01:03:16.542 --> 01:03:16.902]  And again?
[01:03:16.902 --> 01:03:17.102]  And again?
[01:03:17.102 --> 01:03:17.882]  Are you getting triggered?
[01:03:17.882 --> 01:03:18.543]  Or confused?
[01:03:18.543 --> 01:03:20.283]  But yes, I did say more guns.
[01:03:20.283 --> 01:03:23.664]  The people of Switzerland are heavily armed.
[01:03:23.664 --> 01:03:25.064]  And surprise!
[01:03:25.064 --> 01:03:27.684]  Mass shootings are very rare.
[01:03:27.684 --> 01:03:38.166]  There have been several instances where armed security or armed civilians have actually stopped mass shootings or greatly minimized the carnage.
[01:03:38.166 --> 01:03:42.727]  And yet, these stories are rarely reported on by the mainstream media.
[01:03:42.987 --> 01:03:53.482]  November 2017, an off-duty Kansas police officer stopped a potential mass shooting in a Costco when an armed man entered and said, I'm going to kill people.
[01:03:53.482 --> 01:03:57.488]  He was able to neutralize the shooter and prevent a mass shooting.
[01:03:58.189 --> 01:04:04.053]  September 2017, a shooter entered a Nashville church and shot seven people.
[01:04:04.053 --> 01:04:12.698]  A man in the church was able to run out to his car, obtain his firearm, and come back and neutralize the shooter, saving untold lives.
[01:04:12.698 --> 01:04:25.126]  May 2015, a man pulled into a South Carolina fire department and began shooting on people and children, when a firefighter with a concealed carry permit returned fire and neutralized the subject.
[01:04:25.746 --> 01:04:32.668]  Experts have told us that predators like to prey on the weak and those less likely to defend themselves.
[01:04:32.668 --> 01:04:41.450]  There are many stories and instances where armed civilians or armed security have stopped and prevented mass shootings.
[01:04:41.450 --> 01:04:43.931]  The solution is already there.
[01:04:43.931 --> 01:04:47.012]  The mainstream media just doesn't want you to know it.
[01:04:49.500 --> 01:04:54.866]  Defending the Republic from enemies foreign and domestic.
[01:04:54.866 --> 01:04:58.149]  It's Alex Jones.
[01:04:58.149 --> 01:05:05.696]  I want to plow into all of this, but I'm going to spend a few minutes here first just encouraging listeners to understand that
[01:05:07.276 --> 01:05:18.126]  When you buy t-shirts, or water filtration systems, or books, or videos, or other material from InfoWarsTore.com, you are funding the revolution.
[01:05:18.126 --> 01:05:20.227]  I mean, I cannot say it any clearer.
[01:05:20.227 --> 01:05:24.211]  And so it is essential that you purchase the products at InfoWarsTore.com.
[01:05:24.211 --> 01:05:25.452]  I don't want to thank everybody that has, but
[01:05:25.672 --> 01:05:31.496]  We've got the best fluoride-free toothpaste with colloidal silver and with high-quality atomic iodine in it.
[01:05:31.496 --> 01:05:33.878]  You cannot beat that for children and adults.
[01:05:33.878 --> 01:05:36.499]  We've got the best mouthwash designed by Dr. Jones.
[01:05:36.499 --> 01:05:39.301]  That's my dad, with colloidal silver and iodine as well.
[01:05:39.301 --> 01:05:41.803]  Infowarslife.com or 888-253-3139.
[01:05:41.803 --> 01:05:50.989]  And your purchase of the products stands with us, stands with America, stands with Trump, stands against the globalists and their satanic pedophile armies.
[01:05:50.989 --> 01:05:55.432]  And that's who they are, and they know we know who they are, and they're coming back against us, so we need your support.
[01:05:59.234 --> 01:06:04.396]  Over 20 years ago, Alex Jones created the media platform called InfoWars.
[01:06:04.396 --> 01:06:17.562]  And in the decades since, it's grown into a truly remarkable institution with over 200 radio affiliates, tens of millions of unique website visitors monthly, and a 24-7 live news TV channel broadcasting from state
[01:06:17.602 --> 01:06:18.422]  We're good to go.
[01:06:38.290 --> 01:06:42.492]  InfoWars has been at the forefront of the information revolution.
[01:06:42.492 --> 01:06:53.838]  From 8 million radio listeners, over 2 million YouTube subscribers, or the billions of views of our online content, InfoWars proves dominant in every facet of media we enter.
[01:06:55.058 --> 01:07:04.491]  For the hardest-hitting reports, uncompromising analysis, for high-profile interviews and bombshell revelations, accept no substitutes.
[01:07:04.491 --> 01:07:05.813]  Demand truth.
[01:07:05.813 --> 01:07:07.535]  Demand InfoWars.
[01:07:09.326 --> 01:07:10.426]  InfoWars.
[01:07:10.426 --> 01:07:11.627]  Tomorrow's News.
[01:07:11.627 --> 01:07:12.787]  Today.
[01:07:12.787 --> 01:07:21.430]  One thing that happens when you make as many wild, unproven claims as Trump does is that the people around you have to go to increasingly ridiculous lengths to try to defend those claims.
[01:07:21.430 --> 01:07:32.394]  And this weekend we saw another example of that when White House Counselor Kellyanne Conway was asked if she had any proof for Trump's outlandish claim that Obama wiretapped him during the campaign and offered this bizarre answer.
[01:07:32.870 --> 01:07:36.611]  How does he know that his phone was actually tapped?
[01:07:36.611 --> 01:07:37.772]  Let me answer that globally.
[01:07:37.772 --> 01:07:39.152]  He's the President of the United States.
[01:07:39.152 --> 01:07:42.533]  He has information and intelligence that the rest of us do not.
[01:07:42.533 --> 01:07:42.873]  You know what?
[01:07:42.873 --> 01:07:44.094]  Yeah, I'll agree with that.
[01:07:44.094 --> 01:07:46.775]  Trump has intelligence that I definitely do not.
[01:07:48.234 --> 01:07:49.355]  I agree.
[01:07:49.355 --> 01:07:51.336]  Listen, people, one more time.
[01:07:51.336 --> 01:07:54.278]  Trump's accusation is ridiculous and pathetic.
[01:07:54.278 --> 01:07:55.960]  He's suggesting a U.S.
[01:07:55.960 --> 01:08:00.043]  president enlisted a foreign intelligence service to spy on a political adversary.
[01:08:00.043 --> 01:08:01.524]  That is an explosive charge!
[01:08:01.524 --> 01:08:02.845]  This is a serious allegation.
[01:08:02.845 --> 01:08:08.709]  This might be the most serious allegation any president has made against a previous president.
[01:08:08.949 --> 01:08:12.672]  This is a very serious allegation for a sitting president to make about his predecessor.
[01:08:12.672 --> 01:08:19.476]  Trump tweeted, terrible, just found out that Obama had my wires tapped in Trump Tower just before the victory.
[01:08:19.476 --> 01:08:20.096]  Nothing found.
[01:08:20.096 --> 01:08:21.237]  This is McCarthyism.
[01:08:21.237 --> 01:08:27.201]  And the other one, how low has President Obama gone to tap my phones during the very sacred election process?
[01:08:27.201 --> 01:08:29.903]  This is Nixon Watergate, bad or sick guy.
[01:08:29.903 --> 01:08:31.884]  He said Obama is either bad or sick.
[01:08:33.465 --> 01:08:33.805]  Sick guy.
[01:08:33.805 --> 01:08:34.966]  Maybe he means from his compliments.
[01:08:34.966 --> 01:08:36.306]  Like, yeah, man, he's bad.
[01:08:36.306 --> 01:08:37.827]  He's a bad guy.
[01:08:37.827 --> 01:08:46.391]  The NSA's deputy director told the BBC it was arrogant nonsense, revealing a complete lack of understanding in how the relationship works.
[01:08:46.391 --> 01:08:50.713]  And for their part, GCHQ called the accusations utterly ridiculous.
[01:08:50.713 --> 01:08:55.116]  And yet, rather than distancing himself from Spicer, Trump decided to back him up.
[01:08:55.116 --> 01:08:57.837]  Are you asking if I wiretapped Donald Trump?
[01:08:59.088 --> 01:08:59.469]  Of course.
[01:08:59.469 --> 01:09:00.750]  I did it!
[01:09:00.750 --> 01:09:10.342]  How low has President Obama gone to tap-pa-pa my phones during the very sacred election process?
[01:09:10.342 --> 01:09:12.765]  This is Nixon slash Watergate.
[01:09:14.070 --> 01:09:14.851]  Hello?
[01:09:14.851 --> 01:09:19.458]  Hey Barack, sorry we had to investigate you on this wiretapping thing.
[01:09:19.458 --> 01:09:20.980]  But you know I didn't do that.
[01:09:20.980 --> 01:09:23.123]  I know, but we still have to investigate it.
[01:09:23.123 --> 01:09:26.368]  Otherwise it'll look like I'm just mentally unstable.
[01:09:26.368 --> 01:09:30.494]  The craziest thing about Trump calling for an investigation without any evidence.
[01:09:30.934 --> 01:09:31.855]  Zero evidence.
[01:09:31.855 --> 01:09:33.835]  Trump has not produced a shred of evidence.
[01:09:33.835 --> 01:09:35.836]  There was no evidence for Trump's claims.
[01:09:35.836 --> 01:09:37.597]  The evidence did not come.
[01:09:37.597 --> 01:09:39.258]  So, where did Trump get his info?
[01:09:39.258 --> 01:09:40.578]  From the CIA?
[01:09:40.578 --> 01:09:41.679]  From the FBI?
[01:09:41.679 --> 01:09:43.720]  Where are you getting this information?
[01:09:43.720 --> 01:09:45.741]  From a very reputable source.
[01:09:45.741 --> 01:09:46.081]  What?
[01:09:46.081 --> 01:09:46.901]  The FBI?
[01:09:46.901 --> 01:09:47.701]  The CIA?
[01:09:47.701 --> 01:09:48.762]  Info Wars.
[01:09:48.762 --> 01:09:51.603]  It's a radio show hosted by Alex Jones.
[01:09:51.603 --> 01:09:56.245]  You know he's legit.
[01:09:56.245 --> 01:10:00.067]  Ah, Alec Baldwin, you've been very useful to me, said Kim Jong-il.
[01:10:02.056 --> 01:10:19.119]  And of course, if you just joined us last hour, I went into an information blitz, shilling hundreds of articles where they were admittedly spying illegally on Trump, and now the FBI admits it, and now there's a criminal investigation by the Inspector General in the Justice Department.
[01:10:19.119 --> 01:10:29.441]  And we have Brennan, we have Clapper, we have Comey, we have Mueller, all caught perjuring themselves before Congress.
[01:10:32.096 --> 01:10:33.136]  Here's our article.
[01:10:33.136 --> 01:10:34.957]  Jerome Corsi, March of last year.
[01:10:34.957 --> 01:10:36.138]  It's over a year ago.
[01:10:36.138 --> 01:10:39.639]  NSA documents prove surveillance of Trump and his family.
[01:10:39.639 --> 01:10:43.401]  We have the actual NSA documents.
[01:10:43.401 --> 01:10:45.142]  Top secret.
[01:10:45.142 --> 01:10:47.122]  That no one else has.
[01:10:47.122 --> 01:10:49.984]  The government didn't come after me and the media didn't say it was a lie.
[01:10:49.984 --> 01:10:53.285]  They just ignored it.
[01:10:53.285 --> 01:10:54.165]  See right there?
[01:10:54.165 --> 01:10:54.926]  How did we know?
[01:10:56.018 --> 01:10:57.339]  Where did we get the information?
[01:10:57.339 --> 01:10:58.400]  Where did the President get it?
[01:10:58.400 --> 01:10:59.621]  Alex Jones.
[01:10:59.621 --> 01:11:03.363]  Well, in the case of this, he did get it, actually, from the DEA.
[01:11:03.363 --> 01:11:05.785]  That's where the President got it.
[01:11:05.785 --> 01:11:15.332]  And the folks involved here, and the people that have gotten all this information, they tried to get it to the President, but we were able to.
[01:11:15.332 --> 01:11:17.374]  Oh, and then Joe Arpaio got his, uh...
[01:11:18.490 --> 01:11:20.551]  Pardon, wasn't that nice too?
[01:11:20.551 --> 01:11:23.693]  He got that information from us as well.
[01:11:23.693 --> 01:11:34.559]  And again, here we are in the news, going back to March of last year, CNN saying, I'm a liar, I'm insane, there's no illegal spying going on against the President.
[01:11:34.559 --> 01:11:40.062]  But then here's even Reuters, they can't even get their disinfo together, U.S.
[01:11:40.062 --> 01:11:43.304]  directs agents to cover up programs used to investigate Americans.
[01:11:46.820 --> 01:11:48.461]  But they do it without warrants.
[01:11:48.461 --> 01:11:52.343]  And then when they think they've dug something up, then they go get the warrant and then reverse engineer it from there.
[01:11:52.343 --> 01:11:54.324]  It's called parallel construction.
[01:11:54.324 --> 01:11:57.565]  Remember they spied on Congress?
[01:11:57.565 --> 01:12:00.126]  July 31st, 2014.
[01:12:00.126 --> 01:12:09.171]  Inquiry by CIA affirms it spied on the panel that oversees the CIA.
[01:12:09.171 --> 01:12:13.172]  That is the fox guarding the old hen house, isn't it?
[01:12:13.172 --> 01:12:16.094]  And then we've got more documentation.
[01:12:17.517 --> 01:12:20.039]  Of all of that, my friends.
[01:12:20.039 --> 01:12:21.400]  So, why are they mad at us?
[01:12:21.400 --> 01:12:29.686]  Because we aren't playing ball with the globalists.
[01:12:29.686 --> 01:12:32.087]  So what's going to happen now?
[01:12:32.087 --> 01:12:47.118]  Well, DOJ confirms they started a criminal investigation of Obama and of the Clinton campaign and the reports they ordered illegal spying on candidate, nominee, President-elect, and then President Trump.
[01:12:49.332 --> 01:12:56.516]  And Trump on the weekend said that he was demanding that they open a criminal investigation, and they've now done it!
[01:12:56.516 --> 01:12:58.577]  And CNN calls it dangerous.
[01:12:58.577 --> 01:13:00.979]  No, you are dangerous.
[01:13:00.979 --> 01:13:02.159]  You've been caught lying.
[01:13:02.159 --> 01:13:05.401]  You are very fake news, to quote the President.
[01:13:05.401 --> 01:13:14.146]  And you've been caught now with a bunch of your operatives, a rogue government element, trying to overturn the election of the American people.
[01:13:15.848 --> 01:13:18.690]  And you can see with each waning day, you're losing power.
[01:13:18.690 --> 01:13:20.352]  With each waning day, you're collapsing.
[01:13:20.352 --> 01:13:25.616]  With each waning day, it's guaranteed already that you will be defeated.
[01:13:25.616 --> 01:13:36.566]  Now, if you want to go on some kamikaze mission against us, try to hold us off or take some of us out that led the attack on you, you might get away with that, but you'll be more destroyed in the end because of that.
[01:13:37.864 --> 01:13:40.225]  You are defeated.
[01:13:40.225 --> 01:13:41.665]  You are crushed.
[01:13:41.665 --> 01:13:43.366]  It's over for you.
[01:13:43.366 --> 01:13:57.810]  It's all coming out and we're going to make sure everybody remembers all the things they said and all the things they did when they got up there on all the late night comedy shows and lied and on CNN lied and all the rest.
[01:13:57.810 --> 01:14:01.772]  Now, it's critical that everybody go check out this article.
[01:14:02.674 --> 01:14:07.095]  NSA documents prove surveillance of Trump and his family.
[01:14:07.095 --> 01:14:11.856]  And we have the other articles up on the site that go through it all.
[01:14:11.856 --> 01:14:17.417]  The criminal investigation that has been open, the FBI admitting that they were spying, that they had infiltrated.
[01:14:17.417 --> 01:14:20.518]  That was in the New York Times on Friday.
[01:14:20.518 --> 01:14:21.998]  Do you think they like that?
[01:14:21.998 --> 01:14:24.119]  Boy, they sure hope you don't have a memory.
[01:14:24.119 --> 01:14:24.879]  Let me stop right there.
[01:14:26.314 --> 01:14:45.445]  If you like the information we're putting out, and like crushing the globalists, and like returning the country to its greatness, and like moving us forward, and like seeing 4% growth rate, is the word that you heard here first, that we're going to be getting in the new quarter lease, when those numbers come in, please support the InfoWarp.
[01:14:45.445 --> 01:14:47.607]  New shipment of Survival Shield X2 is in.
[01:14:47.607 --> 01:14:48.107]  It is 25% off.
[01:14:54.059 --> 01:14:56.640]  And you can also get it with BioTruth Selenium.
[01:14:56.640 --> 01:15:10.904]  When you get it together, it's 50% off, despite the fact that we're running low on the Survival Shield X2, the good halogen.
[01:15:10.904 --> 01:15:19.667]  And the selenium and the high-quality concentrated iodine, deep earth source, synergistically work together.
[01:15:19.667 --> 01:15:20.247]  So that's 50% off.
[01:15:22.898 --> 01:15:42.797]  percent off ladies and gentlemen 50% off when you get the x2 with the selenium together the 50% off so that is a massive special at InfoWarsTore.com or call 888-253-3139 and a bunch of other specials that are about to end by tomorrow we got new specials launching on Wednesday 50% off the
[01:15:45.499 --> 01:15:50.581]  Super high-quality, fluoride-free toothpaste at InfoWarsTore.com or 888-253-3139.
[01:15:50.581 --> 01:15:57.263]  Take advantage of that and help support the Second American Revolution in victory.
