[00:00.000 --> 00:17.000]  Big Brother. Mainstream media. Government cover-ups. You want answers? Well, so does he.
[51:23.000 --> 51:25.000]  I want to say Happy New Year to everybody.
[51:25.000 --> 51:26.000]  Happy New Year to you.
[51:26.000 --> 51:27.000]  Happy New Year to you.
[51:27.000 --> 51:28.000]  David Knight, all you guys doing a great job.
[51:28.000 --> 51:29.000]  Great job, Crew.
[51:29.000 --> 51:30.000]  I'm so out of my mind.
[51:30.000 --> 51:32.000]  I was like walking through here as people aren't supposed to.
[51:32.000 --> 51:34.000]  And I'm like, wait, Owen's live on air.
[51:34.000 --> 51:35.000]  Look at that.
[51:35.000 --> 51:36.000]  So what's going on here?
[51:36.000 --> 51:37.000]  We'll get Alex Jones.
[51:37.000 --> 51:39.000]  Interrupting my own stuff.
[51:39.000 --> 51:41.000]  What did they say you do?
[51:41.000 --> 51:42.000]  You bellow, is it?
[51:42.000 --> 51:43.000]  Are you bellowing again?
[51:43.000 --> 51:44.000]  I do not interrupt too much.
[51:44.000 --> 51:46.000]  He's bellowing, folks.
[51:46.000 --> 51:49.000]  He's interrupting as I'm trying to help fund the operation.
[51:49.000 --> 51:51.000]  I mean, it's unbelievable what Alex Jones does.
[51:51.000 --> 51:55.000]  He gives you 50% off the half the store for Christmas, you know.
[51:55.000 --> 51:56.000]  But you support us, folks.
[51:56.000 --> 51:57.000]  That's the most important thing.
[51:57.000 --> 52:00.000]  You support us and you want us to go to the next level.
[52:00.000 --> 52:02.000]  And so that's why we bring you these specials.
[52:02.000 --> 52:04.000]  That's why we have infowarstore.com.
[52:04.000 --> 52:06.000]  And that's why we expand our broadcast.
[52:06.000 --> 52:09.000]  So Alex has big plans for 2018.
[52:09.000 --> 52:11.000]  And with your continued support,
[52:11.000 --> 52:15.000]  you're going to see those plans manifest themselves.
[52:15.000 --> 52:16.000]  OK, here's the deal.
[52:16.000 --> 52:18.000]  I'm going to open up the phone lines in the second hour.
[52:18.000 --> 52:20.000]  Now, this was a story from Pew Research Center.
[52:20.000 --> 52:24.000]  17 striking findings from 2017.
[52:24.000 --> 52:26.000]  I found most of these striking findings to be trivial.
[52:26.000 --> 52:29.000]  And not as hard-hitting as I thought they should be.
[52:29.000 --> 52:33.000]  So I want to ask the audience, as we wind down 2017,
[52:33.000 --> 52:34.000]  what a year it was.
[52:34.000 --> 52:38.000]  What were the most striking findings to you in 2017?
[52:38.000 --> 52:43.000]  To me, I go with Hillary Clinton rigging the election against Bernie Sanders.
[52:43.000 --> 52:46.000]  I go with Peter Stroke admitting he needed an insurance plan.
[52:46.000 --> 52:49.000]  That's the FBI in case Trump won.
[52:49.000 --> 52:50.000]  You know, these are the things.
[52:50.000 --> 52:52.000]  How about JFK files getting released?
[52:52.000 --> 52:55.000]  These are the things that I find most striking from 2017.
[52:55.000 --> 53:01.000]  So 1-877-789-ALAKS, 1-877-789-2539.
[53:01.000 --> 53:02.000]  Call into the show.
[53:02.000 --> 53:06.000]  What were your most striking findings from 2017?
[53:06.000 --> 53:09.000]  These are undeniable things from 2017.
[53:09.000 --> 53:11.000]  So we'll be taking your calls in the second hour.
[53:11.000 --> 53:16.000]  For now, though, we're going to go to Paul Joseph Watson celebrating a milestone.
[53:16.000 --> 53:21.000]  Our very own Paul Joseph Watson thanking you for his latest milestone.
[53:21.000 --> 53:26.000]  I'm here in Spain with a special New Year's message for all my subscribers,
[53:26.000 --> 53:29.000]  followers and readers over at infowars.com.
[53:29.000 --> 53:33.000]  Now, some people have been asking why there haven't been any new videos recently.
[53:33.000 --> 53:38.000]  Well, I've been ill or bedridden for much of the past month.
[53:38.000 --> 53:39.000]  But now I'm back.
[53:39.000 --> 53:45.000]  Back to thank you all for the continued incredible support in helping me smash
[53:45.000 --> 53:50.000]  100 million views on the channel for 2017.
[53:50.000 --> 53:53.000]  100 million views in 12 months.
[53:53.000 --> 53:58.000]  Not bad for a weirdo with a strange accent ranting about politics.
[53:58.000 --> 54:05.000]  I cannot express how truly grateful I am for each and every single subscriber.
[54:05.000 --> 54:08.000]  I mean that directly from the heart.
[54:08.000 --> 54:14.000]  Also, a personal thank you to the haters without whom I wouldn't have anything to fuel my fire.
[54:14.000 --> 54:18.000]  Seriously, you're the main reason why I get up in the morning.
[54:18.000 --> 54:22.000]  But please, never stop because you know I won't.
[54:22.000 --> 54:28.000]  But to my subscribers, please go easy on leftists at this time of year
[54:28.000 --> 54:30.000]  because it's really hard for them.
[54:30.000 --> 54:32.000]  Christmas and New Years.
[54:32.000 --> 54:33.000]  We're talking family.
[54:33.000 --> 54:34.000]  Joy.
[54:34.000 --> 54:35.000]  Happy children.
[54:35.000 --> 54:36.000]  Christianity.
[54:36.000 --> 54:37.000]  Eating meat.
[54:37.000 --> 54:39.000]  Goodwill to all men.
[54:39.000 --> 54:43.000]  Enjoying the plentifulness that capitalism enables.
[54:43.000 --> 54:45.000]  It's literally everything they hate.
[54:45.000 --> 54:48.000]  Spare a thought for the miserable bastards.
[54:48.000 --> 54:51.000]  Now, although the festive season is a time of plenty,
[54:51.000 --> 54:55.000]  it's important to remember the things we lost.
[54:55.000 --> 55:00.000]  Things like Eminem's career, which died in 2017, rest in peace.
[55:00.000 --> 55:05.000]  Things like Hollywood's ability to relentlessly lecture and virtue signal.
[55:05.000 --> 55:10.000]  Given that it's been exposed as the degenerate cesspit, we always knew it to be.
[55:10.000 --> 55:15.000]  Things like the sanity of millions of Americans who drove themselves crazy
[55:15.000 --> 55:21.000]  with conspiracy theories about Russian collusion and hysterical delusions about Donald Trump.
[55:21.000 --> 55:26.000]  But while they devolve into fevered paranoia about Trump ripping apart the country,
[55:26.000 --> 55:31.000]  many lives were actually ripped apart this year as a result of Islamic terrorism.
[55:31.000 --> 55:35.000]  While we spent our Christmas surrounded by loved ones,
[55:35.000 --> 55:41.000]  thousands of families across the world spent Christmas beset by grief and emptiness
[55:41.000 --> 55:44.000]  thanks to the religion of peace.
[55:44.000 --> 55:51.000]  We shall never forget the victims of Manchester, London, Barcelona, Stockholm, New York and Melbourne.
[55:51.000 --> 55:57.000]  We shall never allow political correctness to silence our condemnation of a radical belief system
[55:57.000 --> 56:01.000]  that spreads misery and terror wherever it goes.
[56:01.000 --> 56:04.000]  New Year's is a time of renewal.
[56:04.000 --> 56:08.000]  It's a statement to the principles we hold dear.
[56:08.000 --> 56:12.000]  But the left has an advantage because they're dimwits.
[56:12.000 --> 56:18.000]  They never get bored of hearing their own tired cliches repeated over and over again.
[56:18.000 --> 56:22.000]  They never get bored of hearing their own droning voices.
[56:22.000 --> 56:26.000]  They never get bored of saying the same old stuff about the same subjects.
[56:26.000 --> 56:33.000]  Whereas intellectually curious people do get bored of saying the same thing about the same subjects over and over again.
[56:33.000 --> 56:36.000]  So therein lies our challenge.
[56:36.000 --> 56:42.000]  We have to continue to innovate new ways of reaching new people with the same underlying principles.
[56:42.000 --> 56:52.000]  The reassertion of Western civilization, objective standards of beauty, true freedom of speech, free market capitalism.
[56:52.000 --> 56:54.000]  We're heading into 2018.
[56:54.000 --> 57:01.000]  Imagine what people living 50 years ago in 1968 thought 2018 would be like.
[57:01.000 --> 57:07.000]  Flying cars, a cure for cancer, intergalactic space voyages, two other worlds.
[57:07.000 --> 57:13.000]  Instead, we're still here trying to explain why communism is bad.
[57:13.000 --> 57:19.000]  50% of U.S. millennials would prefer to live under communism than capitalism.
[57:19.000 --> 57:22.000]  Yeah, we've got a lot of work to do.
[57:22.000 --> 57:29.000]  100 million views for 2017 on YouTube alone is pretty good.
[57:29.000 --> 57:31.000]  But it's not enough.
[57:31.000 --> 57:36.000]  2018 is going to be absolutely massive.
[57:36.000 --> 57:38.000]  Happy New Year to everyone.
[57:38.000 --> 57:40.000]  Let's make it one to remember.
[57:40.000 --> 58:09.000]  I love you all and thank you.
[58:09.000 --> 58:14.000]  Biome Defense is an exclusive blend of 50 billion live and active cultures
[58:14.000 --> 58:21.000]  from over 23 different probiotic strains that are known to support digestion and intestinal function.
[58:21.000 --> 58:28.000]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[58:28.000 --> 58:33.000]  Secure your Biome Defense in ultra strength or regular strength at InfowarsLife.com today
[58:33.000 --> 58:37.000]  and get started supporting your digestive system naturally.
[58:37.000 --> 58:41.000]  We've been testing this formula for years, but this is the limited first round of the public.
[58:41.000 --> 58:48.000]  So please take advantage of it today, support your own health and support the Info War.
[58:48.000 --> 58:56.000]  Top scientists and researchers agree we are being hit by toxic weapons in the food and water supply
[58:56.000 --> 59:00.000]  that are making us fat, sick and stupid.
[59:00.000 --> 59:02.000]  So what do we do about it?
[59:02.000 --> 59:05.000]  Well, for starters, don't just sit there and take it.
[59:05.000 --> 59:13.000]  Fight back with the all new supercharged Brain Force Plus and feel the rush without the crash.
[59:13.000 --> 59:19.000]  Brain Force Plus is the next generation of advanced neural activation and new tropics.
[59:19.000 --> 59:25.000]  And now we've added a brand new ingredient called Black Pepper Fruit Extract.
[59:25.000 --> 59:27.000]  It gives you an added kick.
[59:27.000 --> 59:35.000]  Other ingredients include vitamin B12 and neurological tonic and cognitive enhancers
[59:35.000 --> 59:40.000]  that will allow you to flip the switch and supercharge your state of mind.
[59:40.000 --> 59:42.000]  It's the real deal.
[59:42.000 --> 59:58.000]  Brain Force Plus secure your bottle right now at InfoWarsStore.com.
[1:00:13.000 --> 1:00:16.000]  Another word.
[1:00:16.000 --> 1:00:19.000]  Another time.
[1:00:19.000 --> 1:00:22.000]  Is that what's green and green?
[1:00:22.000 --> 1:00:25.000]  A time of interesting fact.
[1:00:25.000 --> 1:00:30.000]  If you are receiving this transmission, you are the Resistance.
[1:00:30.000 --> 1:00:32.000]  Live from Austin, Texas.
[1:00:32.000 --> 1:00:34.000]  Broadcasting worldwide.
[1:00:34.000 --> 1:00:37.000]  It's Alex Jones.
[1:00:37.000 --> 1:00:41.000]  Lance, Kevin, Sam, Brett and others, your calls on the other side.
[1:00:41.000 --> 1:00:47.000]  But first, a compilation of the tax reform apocalypse put together by Darren McGreen.
[1:00:47.000 --> 1:00:52.000]  We're going to give the American people a huge tax cut for Christmas.
[1:00:52.000 --> 1:00:57.000]  Hopefully that will be a great, big, beautiful Christmas present.
[1:00:57.000 --> 1:01:02.000]  Boo! You promised that's a wall. Boo!
[1:01:02.000 --> 1:01:06.000]  Well, the good news for President Trump is that his tax plan just passed the Senate.
[1:01:06.000 --> 1:01:10.000]  The bad news is he might not be president long enough to sign it.
[1:01:10.000 --> 1:01:14.000]  But how could Trump possibly defend a plan that raises taxes on the middle class
[1:01:14.000 --> 1:01:16.000]  and cuts them for high earners?
[1:01:16.000 --> 1:01:19.000]  Well, by not knowing or understanding anything about it.
[1:01:19.000 --> 1:01:24.000]  You have a group of people who have no idea how to govern.
[1:01:24.000 --> 1:01:27.000]  They don't understand public policy.
[1:01:27.000 --> 1:01:32.000]  They don't understand how this country interacts with the rest of the world.
[1:01:32.000 --> 1:01:43.000]  There are people that have never held these jobs who, for the most part, want to destroy the very agencies that they're representing.
[1:01:43.000 --> 1:01:46.000]  Trump could save like a billion dollars in taxes.
[1:01:46.000 --> 1:01:47.000]  He's going to benefit.
[1:01:47.000 --> 1:01:52.000]  I really believe that he ran for president just so that he could cut his own taxes.
[1:01:52.000 --> 1:01:56.000]  He had no interest in governing.
[1:01:56.000 --> 1:01:58.000]  experts also say the plan will give huge taxes.
[1:01:58.000 --> 1:02:00.000]  Actually, I think his taxes in New York went up.
[1:02:00.000 --> 1:02:04.000]  Of course, all that money will eventually trickle down.
[1:02:04.000 --> 1:02:10.000]  First from rich parents to their kids, and then from those kids to their molly dealers at Coachella.
[1:02:10.000 --> 1:02:15.000]  I mean, finally, we have a leader who understands what average truckers care about,
[1:02:15.000 --> 1:02:19.000]  passing our multi-million dollar estates onto our privileged offspring.
[1:02:19.000 --> 1:02:25.000]  You know, once the Republicans get this tax bill passed, they won't need Donald Trump anymore.
[1:02:25.000 --> 1:02:27.000]  I mean, they already got what they wanted.
[1:02:27.000 --> 1:02:32.000]  You know, I mean, it's not like they like you.
[1:02:32.000 --> 1:02:35.000]  It looks like Trump is. How should I put this?
[1:02:35.000 --> 1:02:37.000]  What's the word? Lying?
[1:02:37.000 --> 1:02:41.000]  Because based on the last Trump tax return that we know anything about,
[1:02:41.000 --> 1:02:46.000]  this plan would have saved him 31 million dollars in taxes.
[1:02:46.000 --> 1:02:49.000]  That's 31 million dollars for himself.
[1:02:49.000 --> 1:02:51.000]  I am submitting to this court.
[1:02:51.000 --> 1:02:53.000]  Another misnomer.
[1:02:53.000 --> 1:02:56.000]  I can't even. These people are such liars.
[1:02:56.000 --> 1:02:59.000]  I don't believe his motivation was to help the country.
[1:02:59.000 --> 1:03:02.000]  Maybe it cut his federal taxes, but he's going to be paying more with state tax now.
[1:03:02.000 --> 1:03:06.000]  These are in and people can't stop talking about my new tax plan.
[1:03:06.000 --> 1:03:09.000]  Oh my God, I loved Trump's new tax plan.
[1:03:09.000 --> 1:03:11.000]  It was awesome and action-packed.
[1:03:11.000 --> 1:03:13.000]  I usually can never drag her out to see it.
[1:03:13.000 --> 1:03:14.000]  My new tax plan.
[1:03:14.000 --> 1:03:16.000]  I didn't expect to like it, but...
[1:03:16.000 --> 1:03:17.000]  Trump's new tax plan.
[1:03:17.000 --> 1:03:23.000]  To summarize, our plan goes from eight tax brackets down to four.
[1:03:23.000 --> 1:03:31.000]  Cuts the corporate tax rate from much more and equal to 35 percent tax
[1:03:31.000 --> 1:03:35.000]  and brings it all the way down to 20 percent.
[1:03:35.000 --> 1:03:42.000]  And cuts tax rates for small businesses to the lowest level in more than 80 years.
[1:03:42.000 --> 1:03:43.000]  Yes, bottom line.
[1:03:43.000 --> 1:03:47.000]  He's taken our tax plan back more than 80 years to the 1930s.
[1:03:47.000 --> 1:03:52.000]  The era that will forever be known as the great happiness.
[1:03:52.000 --> 1:03:54.000]  That's not even funny.
[1:03:54.000 --> 1:03:56.000]  These people aren't even funny.
[1:03:56.000 --> 1:04:00.000]  Stop messing with people and telling them that we're going to pay for a wall we didn't ask for.
[1:04:00.000 --> 1:04:03.000]  If you're going to generate money from your tax...
[1:04:03.000 --> 1:04:05.000]  And also, I'm sorry, you know, I have a huge state...
[1:04:05.000 --> 1:04:06.000]  I don't know how people watch this.
[1:04:06.000 --> 1:04:10.000]  If you really want to help the middle class and generate money for the economy,
[1:04:10.000 --> 1:04:12.000]  you need to keep money in the middle class pocket.
[1:04:12.000 --> 1:04:13.000]  That's what this is doing.
[1:04:13.000 --> 1:04:15.000]  No, that's what this is doing.
[1:04:15.000 --> 1:04:19.000]  There are some elements of it that will benefit the middle class.
[1:04:19.000 --> 1:04:21.000]  We've got to make those permanent.
[1:04:21.000 --> 1:04:25.000]  That general shape of this legislation has been clear from its first iterations,
[1:04:25.000 --> 1:04:28.000]  that it will hurt people who make less money.
[1:04:28.000 --> 1:04:30.000]  It'll hurt poor people, working people, middle class people.
[1:04:30.000 --> 1:04:34.000]  We see broadly that this tax bill is unpopular and that...
[1:04:34.000 --> 1:04:45.000]  Well, you just have to ask yourself, are all of these people that fake, that phony, that bought and paid for?
[1:04:45.000 --> 1:04:52.000]  Or are they going after Trump because they're afraid maybe he's investigating something they've been involved in?
[1:04:52.000 --> 1:05:21.000]  I don't know. I don't know. I guess we'll find out.
[1:05:22.000 --> 1:05:26.000]  We're giving you free shipping on all orders above $50.
[1:05:26.000 --> 1:05:32.000]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[1:05:32.000 --> 1:05:36.000]  Just go to InfowarsStore.com, select your favorite product or products.
[1:05:36.000 --> 1:05:40.000]  Click on Autoship and choose how often you want us to send you another order.
[1:05:40.000 --> 1:05:47.000]  As you know, I coined the term 360 win and with the new Autoship feature at InfowarsLife.com, this is a sure win.
[1:05:47.000 --> 1:05:53.000]  10% off on Autoship. Win, win, win at InfowarsLife.com. Free shipping on orders above $50.
[1:05:53.000 --> 1:05:59.000]  And all out of stock items are never out of stock when you sign up for Autoship.
[1:05:59.000 --> 1:06:24.000]  Defending the Republic from enemies, foreign and domestic, it's Alex Jones.
[1:06:24.000 --> 1:06:30.000]  So we just saw and heard the compilation of all of the fake news late night hosts.
[1:06:30.000 --> 1:06:35.000]  They're actually literally fake news. They're comedians posing as anchors.
[1:06:35.000 --> 1:06:39.000]  But you can sense it. You can taste it. You can feel it.
[1:06:39.000 --> 1:06:43.000]  You know that they really do hate Trump.
[1:06:43.000 --> 1:06:52.000]  And when they're up there reading the fake news about Trump, it's honestly to deceive the audience into hating Trump as much as they do.
[1:06:52.000 --> 1:06:59.000]  And you know, again, it's so hard to explain.
[1:06:59.000 --> 1:07:06.000]  But the louder they shout against Trump, the more skeletons they have in their closet.
[1:07:06.000 --> 1:07:08.000]  And I thoroughly believe that.
[1:07:08.000 --> 1:07:20.000]  And the reason why we're seeing this confluence of voices crying out against Trump is because I think what they've been involved in for decades
[1:07:20.000 --> 1:07:25.000]  is about to all come crashing down.
[1:07:25.000 --> 1:07:29.000]  You know, the spirit cookings and such.
[1:07:29.000 --> 1:07:36.000]  You know, President Trump says that people that kidnap and rape children need to die a quick death.
[1:07:36.000 --> 1:07:38.000]  So I'm just throwing that out there.
[1:07:38.000 --> 1:07:42.000]  But I wanted to go back to this video.
[1:07:42.000 --> 1:07:44.000]  I feel it's timely now.
[1:07:44.000 --> 1:07:55.000]  This is from Hillary Clinton in 2016 basically saying everything else they said about Trump that ended up being completely false
[1:07:55.000 --> 1:07:58.000]  and that Trump would destroy the economy. Here's Clinton.
[1:07:58.000 --> 1:08:07.000]  You might think that because he has spent his life as a businessman, he'd be better prepared to handle the economy.
[1:08:07.000 --> 1:08:09.000]  Pause it right there. Pause it right there.
[1:08:09.000 --> 1:08:11.000]  This is so key.
[1:08:11.000 --> 1:08:17.000]  See, this is why they said Trump was not fit for office.
[1:08:17.000 --> 1:08:26.000]  Because you have to be a total criminal, corrupt, crooked, lying sack of crap like Hillary Clinton.
[1:08:26.000 --> 1:08:29.000]  That's how you fit into Washington, D.C.
[1:08:29.000 --> 1:08:36.000]  So Trump, not a career politician, actually made his own money by working in the private sector.
[1:08:36.000 --> 1:08:41.000]  And then Hillary Clinton says, well, you can't have that. How would he know what he's doing?
[1:08:41.000 --> 1:08:45.000]  He's actually had real life experience. He doesn't know what he's doing.
[1:08:45.000 --> 1:08:48.000]  This is again from 2016. Go back to Clinton.
[1:08:48.000 --> 1:08:52.000]  Well, it turns out he's dangerous there, too.
[1:08:52.000 --> 1:08:53.000]  Oh, yeah.
[1:08:53.000 --> 1:09:00.000]  Just like he shouldn't have his finger on the button, he shouldn't have his hands on our economy.
[1:09:00.000 --> 1:09:06.000]  Oh, yeah. Oh, and they all cheer.
[1:09:31.000 --> 1:09:36.000]  Hmm. So more fakeness.
[1:09:36.000 --> 1:09:40.000]  You tried to steal an election. Let me tell you something.
[1:09:40.000 --> 1:09:46.000]  Hillary Clinton is caught red-handed trying to steal an election. Do you understand?
[1:09:46.000 --> 1:09:48.000]  Oh, oh, you can pick it up.
[1:09:48.000 --> 1:09:59.000]  So Hillary Clinton basically works around ways and uses the DNC to fund the Trump dossier, which is fake.
[1:09:59.000 --> 1:10:02.000]  Everyone knows it's fake. It's fake. It gets floated around.
[1:10:02.000 --> 1:10:07.000]  Nobody wants to report on it until the trash of the trash buzzfeed decides to publish it.
[1:10:07.000 --> 1:10:14.000]  Now you've got them trying to pay FBI agents to certify it as real. They won't even touch it.
[1:10:14.000 --> 1:10:23.000]  Then you find out James Comey and Peter Stroke from the FBI worked together to edit the terminology in the investigation
[1:10:23.000 --> 1:10:28.000]  so that Hillary Clinton could walk away without being charged, even though she was guilty of sin.
[1:10:28.000 --> 1:10:36.000]  Then you find out that the Ores, Bruce and Nelly Ores, were in contact with Fusion GPS and Christopher Steele,
[1:10:36.000 --> 1:10:43.000]  who made up the fake dossier, and were probably communicating over a ham radio.
[1:10:43.000 --> 1:10:50.000]  Oh, and Bruce Ores was also visiting President Obama's Oval Office dozens of times.
[1:10:50.000 --> 1:10:55.000]  Oh, yeah. And he said we need an insurance policy in case Trump wins.
[1:10:55.000 --> 1:11:03.000]  Oh, yeah. And we had the Democrats caught red-handed thanks to Project Veritas admitting that they do dirty tricks in order to win elections.
[1:11:03.000 --> 1:11:12.000]  Oh, and by the way, I guess now's as good a time as any, Roy Moore files complaint to block Alabama's Senate result.
[1:11:12.000 --> 1:11:21.000]  Roy Moore hasn't given up. He says there was voter fraud, and he doesn't want Doug Jones to be certified yet.
[1:11:21.000 --> 1:11:25.000]  So that lawsuit is ongoing, and I think Roy Moore has a case. We'll see what happens there.
[1:11:25.000 --> 1:11:29.000]  But regardless, let's get back to the point.
[1:11:29.000 --> 1:11:36.000]  Hillary Clinton in 2016 said if Trump got his hands on the economy, it would be devastating.
[1:11:36.000 --> 1:11:41.000]  And so did CNN and MSNBC and Newsweek and the rest of the fake news.
[1:11:41.000 --> 1:11:43.000]  But then what happened?
[1:11:43.000 --> 1:11:55.000]  Trump got every quarter a 3% GDP growth, 4 for 4, Obama 0 for 16. Obama goes 0 for 16 in trying to get...
[1:11:55.000 --> 1:11:59.000]  Oh, I guess he went... Oh, I guess actually it was worse. He went 0 for 32. I'm sorry.
[1:11:59.000 --> 1:12:05.000]  Obama goes 0 for 32 on a 3% GDP growth. Trump goes 4 for 4.
[1:12:05.000 --> 1:12:10.000]  Obama had zero stock market records. Trump keeps breaking them.
[1:12:10.000 --> 1:12:13.000]  But yeah, Trump will be bad for the economy.
[1:12:13.000 --> 1:12:21.000]  But here's another distinct difference. As far as the political movements are concerned,
[1:12:21.000 --> 1:12:27.000]  we played a video earlier of a bad lip reading of Donald Trump where they give President Trump a pretty hard time.
[1:12:27.000 --> 1:12:31.000]  I thought it was funny. I thought it was a good video. I laughed at it.
[1:12:31.000 --> 1:12:38.000]  But now here's Vanity Fair trolling Hillary Clinton in a video, and the left freaked out.
[1:12:38.000 --> 1:12:43.000]  So here's Vanity Fair trolling Hillary Clinton.
[1:12:43.000 --> 1:12:46.000]  Six New Year's resolutions for Hillary Clinton.
[1:12:46.000 --> 1:12:51.000]  It's time to start working on your sequel to your book, What Happened? What the hell happened?
[1:12:51.000 --> 1:13:01.000]  Gets him on your tech staff to disable autofill on your iPhone so that typing an F doesn't become form exploratory committee for 2020.
[1:13:01.000 --> 1:13:05.000]  You know, on Anderson Cooper, you were telling him about alternate nostril breathing.
[1:13:05.000 --> 1:13:09.000]  You seem really adept. You should try teaching a class. Take more photos in the woods.
[1:13:09.000 --> 1:13:12.000]  How else are you going to meet unsuspecting hikers?
[1:13:12.000 --> 1:13:20.000]  Take up a new hobby in the new year. Volunteer work, knitting, improv comedy, literally anything that'll keep you from running again.
[1:13:20.000 --> 1:13:23.000]  To finally put away your James Comey voodoo doll.
[1:13:23.000 --> 1:13:26.000]  Now we all know you think that James Comey cost you the election, and he might have.
[1:13:26.000 --> 1:13:28.000]  James Comey kept her out of prison.
[1:13:28.000 --> 1:13:30.000]  It's a year later, and time to move on.
[1:13:30.000 --> 1:13:32.000]  So cheers to you, Hillary Clinton.
[1:13:32.000 --> 1:13:35.000]  Cheers to you, Hillary. Cheers to you, Hillary Clinton.
[1:13:35.000 --> 1:13:40.000]  You know what? Cheers to you, Hillary Clinton, because you'll never be president.
[1:13:40.000 --> 1:13:41.000]  How do you like that?
[1:13:41.000 --> 1:13:43.000]  Cheers to Hillary Clinton for never being president.
[1:13:43.000 --> 1:13:47.000]  But so they put out that video, and the left freaks out.
[1:13:47.000 --> 1:13:50.000]  That video wasn't even that hard hitting. It wasn't even really that funny.
[1:13:50.000 --> 1:13:51.000]  And the left freaks out.
[1:13:51.000 --> 1:13:54.000]  Oh, how dare you give Hillary Clinton such a hard time?
[1:13:54.000 --> 1:13:56.000]  Why are you going after Hillary Clinton?
[1:13:56.000 --> 1:14:00.000]  You can't joke about Hillary. Oh my gosh.
[1:14:00.000 --> 1:14:05.000]  And everybody's wondering why Vanity Fair would put out that video,
[1:14:05.000 --> 1:14:09.000]  because the left doesn't even have a sense of humor.
[1:14:09.000 --> 1:14:16.000]  A wise man once told me, if you can't laugh at yourself, you're missing out on the greatest joke of all.
[1:14:16.000 --> 1:14:21.000]  So unfortunately for liberals, they're missing out on the greatest joke of all.
[1:14:21.000 --> 1:14:24.000]  And then the second greatest joke of all, Hillary Clinton.
[1:14:24.000 --> 1:14:26.000]  And you're not allowed to joke about that.
[1:14:26.000 --> 1:14:28.000]  But isn't that hilarious?
[1:14:28.000 --> 1:14:32.000]  Not only does the left can't handle humor when it's aimed at them.
[1:14:32.000 --> 1:14:39.000]  But again, Clinton says in 2016, if Trump gets his hands on the economy, it's going to be devastating.
[1:14:39.000 --> 1:14:49.000]  It couldn't be farther from the truth if you told me that you hopped in the ocean and it wasn't wet.
[1:14:49.000 --> 1:14:53.000]  So, you know, can they get any crazier?
[1:14:53.000 --> 1:14:56.000]  Can the libtards IQ get any lower?
[1:14:56.000 --> 1:15:00.000]  Do they even want to wake up and smell the coffee?
[1:15:00.000 --> 1:15:02.000]  Do they even want to be successful?
[1:15:02.000 --> 1:15:05.000]  I mean, this is what I'm saying. Look at the GDP.
[1:15:05.000 --> 1:15:07.000]  Look at the jobs growth. Look at unemployment going down.
[1:15:07.000 --> 1:15:10.000]  Look at welfare going down. Why not get on this train?
[1:15:10.000 --> 1:15:14.000]  Even if you don't like Trump, why not get on the winning team?
[1:15:14.000 --> 1:15:17.000]  Why not enjoy the fact America's booming right now?
[1:15:17.000 --> 1:15:23.000]  They can't even do that because they're so filled with hate.
[1:15:23.000 --> 1:15:26.000]  They can't even because and it's all fake news.
[1:15:26.000 --> 1:15:28.000]  It's all the Seth Meyers fake news.
[1:15:28.000 --> 1:15:32.000]  It's all the Trevor Noah fake news. The Stephen Colbert fake news.
[1:15:32.000 --> 1:15:39.000]  All the fake news convinces all the fake people that President Trump is a fake president.
[1:15:39.000 --> 1:15:45.000]  Even though he's the first real president, probably in all of these people's lives.
[1:15:45.000 --> 1:15:48.000]  I promise I'm going to get to your phone calls immediately on the other side.
[1:15:48.000 --> 1:15:53.000]  That's Kevin, Sam, Brett, Chaz. Don't go anywhere. The Alex Jones Show returns.
[1:16:18.000 --> 1:16:26.000]  Call 877-886-3653. 877-886-3653. Go Berkey.com.
[1:16:48.000 --> 1:16:51.000]  Most people think life insurance pays after you're dead. That's true.
[1:16:51.000 --> 1:16:56.000]  But did you know you can have tax-free access to your life insurance while you're still alive?
[1:16:56.000 --> 1:17:01.000]  You can use the life benefits of your life insurance to grow your money with certainty and guarantees.
[1:17:01.000 --> 1:17:05.000]  No stock market risk, no tax risk, and no penalties.
[1:17:05.000 --> 1:17:09.000]  Call Life Benefits if you'd like a free book about how this can be done.
[1:17:09.000 --> 1:17:25.000]  Call 702-660-7000. That's 702-660-7000.
[1:17:25.000 --> 1:17:29.000]  This is Dan Pilla. Do you owe the IRS money you can't pay? Are tax debts crippling you?
[1:17:29.000 --> 1:17:32.000]  I've defended people from the IRS for over 30 years.
[1:17:32.000 --> 1:17:34.000]  I've helped thousands and I can help you too.
[1:17:34.000 --> 1:17:39.000]  I wrote the book on IRS settlement and I'm telling you, there's no such thing as a hopeless case.
[1:17:39.000 --> 1:17:43.000]  Call 800-34-NO-TAX to finally get free of IRS debt.
[1:17:43.000 --> 1:17:47.000]  With the IRS's new programs, there's never been a better time to solve your problem.
[1:17:47.000 --> 1:18:16.000]  Call 800-34-NO-TAX. That's 800-34-NO-TAX or my website, danpilla.com.
[1:18:17.000 --> 1:18:22.000]  Because stomach acid kills most probiotics, so if you don't have a targeted delivery probiotic,
[1:18:22.000 --> 1:18:25.000]  then you're cheating your gut health and your wallet.
