[00:00.000 --> 00:12.480]  We are on the March the Empire is on the run Alex Jones and the GCN radio network
[28:40.920 --> 28:47.000]  The thing about the Tea Party is running the country will be right back ladies and gentlemen stay with us
[29:00.640 --> 29:03.260]  Protecting your home with a security system is a must
[29:03.280 --> 29:06.440]  But when it comes to protecting your family your home and belongings
[29:06.440 --> 29:12.280]  There's no need to sign a long-term contract. Listen, there was some real scum in the alarm business
[29:12.760 --> 29:18.760]  Cashing in by locking you into long punishing contracts not with simply safe home security
[29:18.760 --> 29:22.920]  They're the good guys you can trust simply safe to protect your family
[29:23.320 --> 29:27.360]  Simply safe was created by a Harvard Business School engineer and it's revolutionary
[29:27.680 --> 29:33.260]  You'll get 24-hour protection for just 14 99 a month. There are no hidden fees and no
[29:33.260 --> 29:38.660]  Contracts you'll save thousands plus you're protected by their 100% money back guarantee
[29:38.980 --> 29:46.620]  Protect yourself against home invasions and break-ins order your simply safe system now and receive a wireless keychain remote a
[29:47.140 --> 29:51.580]  $25 gift free so don't waste your time dealing with scum
[29:51.860 --> 29:58.680]  Visit get simply safe comm get simply safe comm get simply safe comm
[29:58.680 --> 30:04.480]  Why does the United States spend the largest percentage of GDP in the world on health care?
[30:04.480 --> 30:09.420]  Why do we have the highest cancer rates on the planet the highest rates of diabetes?
[30:09.960 --> 30:14.920]  Autism and every other major disease it all comes down to one thing
[30:14.920 --> 30:21.160]  We are what we eat our food is devoid of nutrition and processed with poisons and additives
[30:21.160 --> 30:28.000]  Our water is filled with toxic poisons and big pharma runoff all of this has been engineered by design
[30:28.000 --> 30:35.600]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs to learn more visit
[30:35.680 --> 30:39.880]  Info wars health calm the site is literally packed with audio and video
[30:40.320 --> 30:47.040]  Featuring top health professionals who don't bow down to big pharma the fight against the new world order starts with you
[30:47.040 --> 30:52.360]  And you can't stand against the machine of your sick tired and obese when you visit info wars health calm
[30:52.360 --> 30:59.320]  Be sure and check out the catalog with nearly 400 life-changing products and get free shipping when you sign up for auto ship
[30:59.960 --> 31:08.840]  With over 3,000 years of historic use pure silver continues to be one of nature's most reliable and effective agents against fighting viruses
[31:09.120 --> 31:11.120]  mold fungus
[31:11.120 --> 31:12.080]  bacteria
[31:12.080 --> 31:19.360]  pathogens and parasites at silver lungs we have developed a reliable and easy to use full production system for creating
[31:19.360 --> 31:24.320]  Endless pure nano silver solutions right from the convenience and comfort of your home
[31:24.680 --> 31:30.960]  Your self-produced nano silver solutions can be applied topically to the skin for many who are new to silver
[31:30.960 --> 31:36.360]  They'd wish to try silver for the first time we offer a full line of consumables and cosmetics
[31:36.760 --> 31:43.920]  Such as our two ounce nano silver nasal sprays our nano silver soap and our most popular product the all-natural
[31:44.440 --> 31:46.440]  nano silver gel
[31:46.440 --> 31:47.440]  visit
[31:47.440 --> 31:53.960]  www.silverlungs.com to learn more about the industry leading technology of the silver lung system
[31:54.080 --> 31:57.520]  That's www.silver lungs.com
[31:59.440 --> 32:07.280]  Are we choosing our own destiny or has it been pre-selected for us as we've moved through history every great leader has had to understand the
[32:07.360 --> 32:08.520]  potential of
[32:08.520 --> 32:14.880]  Information billions of dollars have been spent privately and publicly looking at how to
[32:14.880 --> 32:21.760]  Happen to your psyche from compulsory state education to the Hollywood media brainwashing machine
[32:21.760 --> 32:28.920]  We are kept in perpetual bondage to the ideas that shape our actions when somebody obscures that feedback loop between you
[32:29.040 --> 32:33.280]  Observing and testing it out and verifying if they can take total control of your awareness
[32:33.280 --> 32:36.800]  All of this is happening so fast you need to be ahead of the game how to
[32:36.800 --> 32:45.960]  Engineer the opinion of the American people so that they would not only endorse but demand a war
[32:45.960 --> 32:54.000]  State of mind because there's a war on or your mind get your copy of state of mind the movie at info wars dot com and
[32:54.160 --> 32:59.120]  Remember every order at info wars store dot com receives a free citizen rulebook
[32:59.120 --> 33:07.780]  Coast to coast direct from Austin. You're listening to the Alex Jones. Broadcasting network
[33:16.280 --> 33:18.400]  It's
[33:18.400 --> 33:20.400]  Alex Jones
[33:20.400 --> 33:30.240]  You don't have to be a poor person that's been conned by the globalist and their Obamacare.
[33:30.240 --> 33:31.840]  The government wants to run your life, folks.
[33:31.840 --> 33:33.040]  They want to make decisions.
[33:33.040 --> 33:34.400]  They want to control health care.
[33:34.400 --> 33:35.840]  They want one seventh of the economy.
[33:35.840 --> 33:37.760]  They've already got half the economy.
[33:37.760 --> 33:40.480]  So the little bit that's left, they want a big piece of that.
[33:40.480 --> 33:43.160]  That's what tyrants do throughout history.
[33:43.160 --> 33:54.360]  If you are Obama supporters, you will go to the head of the line, 877-789-2539.
[33:54.360 --> 33:56.600]  I'm loved to hear from Obama supporters out there.
[33:56.600 --> 34:00.080]  I know we have hundreds of people calling in, so we're trying to go through your calls
[34:00.080 --> 34:01.080]  right now.
[34:01.080 --> 34:02.080]  Just bear with us.
[34:02.080 --> 34:07.160]  We're going to your calls coming up here in just a few minutes.
[34:07.160 --> 34:09.160]  Now let me go over some of the facts here.
[34:09.160 --> 34:17.160]  It's count down two days till Obamacare either kicks in or doesn't start kicking in.
[34:17.160 --> 34:21.640]  And it's two days to fund the government or not fund the government.
[34:21.640 --> 34:28.040]  And my issue is why in a supposed free country, when I turn on the news, everything is about
[34:28.040 --> 34:30.240]  the government.
[34:30.240 --> 34:32.200]  It's the center of attention.
[34:32.200 --> 34:33.880]  It controls the industry.
[34:33.880 --> 34:36.120]  It controls where the money goes.
[34:36.120 --> 34:39.440]  It controls 90-plus percent of R&D.
[34:39.440 --> 34:41.480]  President Eisenhower warned of that.
[34:41.480 --> 34:44.840]  It is the center of our lives now.
[34:44.840 --> 34:49.800]  And I thought about what a theft it is today that I have to spend all my time studying
[34:49.800 --> 34:54.840]  these kleptocrats, studying these criminals, studying these special interests, because
[34:54.840 --> 35:00.000]  in the last 60 years we've let all these corrupt people take over every strata of society.
[35:00.000 --> 35:02.520]  They've already bankrupted the country many times over.
[35:02.520 --> 35:04.960]  There's no way to ever get out of this.
[35:04.960 --> 35:11.080]  And so their answer is, full steam ahead, devalue the dollar, run up all these debts,
[35:11.080 --> 35:15.480]  and then deliver armored vehicles to every city, town, university, and train for open
[35:15.480 --> 35:21.840]  warfare with the American people who don't want full collectivization during a collapse.
[35:21.840 --> 35:26.520]  Because in every country where they've had collapse, Communist China, Communist Russia,
[35:26.520 --> 35:31.800]  countless other countries, they put all the mechanics and doctors and workers and people
[35:31.800 --> 35:34.440]  that have skills in forced labor.
[35:34.440 --> 35:36.800]  Full compulsory service.
[35:36.800 --> 35:40.440]  And then whoever's potbellied and can hold a machine gun, who was against you having
[35:40.440 --> 35:45.080]  a gun, they're going to stand over you and rape your wife behind the Homeland Security
[35:45.080 --> 35:47.560]  Building while you're out there picking cotton.
[35:47.560 --> 35:50.920]  So this historically is a nightmare.
[35:50.920 --> 35:58.160]  I mean, if you know history, you know that we are in deep, deep, deep, deep, deep, deep,
[35:58.160 --> 35:59.160]  deep, deep, deep trouble.
[35:59.160 --> 36:01.880]  So let me go over a couple of headlines here.
[36:01.880 --> 36:08.160]  This is from Politico, again, House Delays Obamacare as government shutdown nears, House
[36:08.160 --> 36:12.320]  Republicans forced through a short-term government funding bill, so the headlines should be Republicans
[36:12.320 --> 36:17.360]  fund government, but no, no, it's government shutdown nears, bill that delays Obamacare
[36:17.360 --> 36:20.920]  and permanently, again, House Republicans forced through a short-term government funding
[36:20.920 --> 36:26.960]  bill that delays Obamacare and permanently repeals a tax on medical devices, setting
[36:26.960 --> 36:36.400]  up their most dramatic face-off ever with President Barack Obama and Senate ratocrats.
[36:36.400 --> 36:41.640]  The vote to delay Obamacare was 231 to 191 with two Republicans voting against the bill
[36:41.640 --> 36:43.240]  while two Democrats supported it.
[36:43.240 --> 36:49.120]  The Republicans opposed the bill, or New York, Representative Chris Gibson and Richard Hanna.
[36:49.120 --> 36:54.120]  And Democrats who supported the measure were North Carolina Representative Mike McNirtle
[36:54.120 --> 36:57.360]  and Utah Representative Jim Matheson.
[36:57.360 --> 36:58.360]  So there you go.
[36:58.360 --> 36:59.800]  There is the facts.
[36:59.800 --> 37:05.640]  It is not the Republicans that are trying to shut the government down.
[37:05.640 --> 37:12.720]  It's Obama saying, you will give me the entire 3,000-page bill, 10,000 pages of writers, or
[37:12.720 --> 37:16.880]  I will shut the government down, and then they can blame the economy falling apart.
[37:16.880 --> 37:20.320]  They can blame the fact that Obamacare cannot be implemented.
[37:20.320 --> 37:21.960]  They overdid the screw job.
[37:21.960 --> 37:23.480]  It's so bad.
[37:23.480 --> 37:28.560]  And there's so many conflicting special interests in there, in the gang rape.
[37:28.560 --> 37:29.720]  I mean, that's the only way to describe it.
[37:29.720 --> 37:30.720]  I'm sorry.
[37:30.720 --> 37:39.640]  It is like hundreds of special interests just in there, raping the American people financially,
[37:39.640 --> 37:45.120]  and industry and healthcare companies that actually make devices from heart monitors
[37:45.120 --> 37:51.720]  to heart valves to metal rods for your leg, to prosthesis in your mouth.
[37:51.720 --> 37:59.360]  I mean, it's just an unbelievable tax on healthcare.
[37:59.360 --> 38:03.640]  Written by the insurance companies who get to cut the quality of care they give and then
[38:03.640 --> 38:07.160]  make 35 million people buy the care, which is then watered down.
[38:07.160 --> 38:11.080]  The only winner, short-term, will be the general welfare crew, but they already get free healthcare,
[38:11.080 --> 38:13.160]  Medicare, Medicaid, charity care, the rest of it.
[38:13.160 --> 38:16.120]  So, I mean, illegal aliens don't get denied.
[38:16.120 --> 38:17.120]  They come up here and have their babies.
[38:17.120 --> 38:21.560]  The general public, though, if you're a citizen, Hispanic, white, black, doesn't matter, they
[38:21.560 --> 38:26.480]  know you don't know that by law they can't refuse care, and so they'll tell you, leave,
[38:26.480 --> 38:27.480]  go die.
[38:27.480 --> 38:30.920]  They'll leave you dying on a stretcher because these hospitals that are supposed to be charity
[38:30.920 --> 38:35.040]  care, that is their tax exempt, most of them, they're not really tax exempt.
[38:35.040 --> 38:37.720]  They're keeping the money.
[38:37.720 --> 38:38.720]  Here's another one.
[38:38.720 --> 38:42.160]  House stands firm against Obamacare, Senate won't budge.
[38:42.160 --> 38:45.400]  There you go.
[38:45.400 --> 38:49.840]  Shut down, show down intensifies with Obamacare delay.
[38:49.840 --> 38:56.280]  Kevin McCarthy, House will send third volley to Senate if Reed rejects last night's bill.
[38:56.280 --> 39:00.440]  Republicans are giving them every chance to do the right thing and actually go into conference
[39:00.440 --> 39:04.680]  or go in and at least get rid of a few of the taxes that are in there.
[39:04.680 --> 39:08.920]  There's more than 50 different taxes, eight of them are on poor people, payroll taxes,
[39:08.920 --> 39:13.880]  you name it, continuing, Rand Paul suggests Congress break government funding gridlock
[39:13.880 --> 39:14.960]  with conference committee.
[39:14.960 --> 39:17.680]  Just mentioned that, but there it is.
[39:17.680 --> 39:18.680]  Here's another one.
[39:18.680 --> 39:24.240]  Forbs, if Republicans want to shut down Washington, they'll have to ask China's permission first.
[39:24.240 --> 39:28.240]  And then Forbes goes on to admit the majority of our debt is owned by the communist Chinese
[39:28.240 --> 39:33.080]  and that they've signed agreements to continue to fund that national debt.
[39:33.080 --> 39:36.560]  That's why the globalists did this with the Federal Reserve to put us into debt to foreign
[39:36.560 --> 39:41.120]  powers under globalism to claim that we're basically a colonized, captured third world
[39:41.120 --> 39:48.160]  country and we're not allowed to not go under socialism because the communists say so.
[39:48.160 --> 39:52.280]  When their never say die efforts to defeat Obamacare, Tea Party Republicans brought
[39:52.280 --> 39:56.240]  the federal government to a giant step closer to shut down last night.
[39:56.240 --> 40:00.680]  What they seem not to have considered is how America's foreign creditors will react.
[40:00.680 --> 40:05.840]  Yeah, that's the spin by the establishment blue button Republicans is, oh, you'll hurt
[40:05.840 --> 40:06.840]  our credit.
[40:06.840 --> 40:08.280]  Our credit's already dead.
[40:08.280 --> 40:12.240]  We either get out of this now and have some hope or we just keep going down the road of
[40:12.240 --> 40:17.480]  bigger government will fix it, go into more socialism, go into more collectivism, raise
[40:17.480 --> 40:23.200]  the taxes more to pay off the ever growing debt and maybe you've got a future.
[40:23.200 --> 40:25.840]  Oh, we'll have our credit rating lowered.
[40:25.840 --> 40:32.160]  They want to use these crises they've created to blame those of us that want to save free
[40:32.160 --> 40:39.600]  market to blame us for what socialism and crony capitalism and mafia governments done.
[40:39.600 --> 40:42.840]  See, they're doing it now.
[40:42.840 --> 40:47.080]  Although China, Japan and other major creditor nations, what like the Federal Reserve, it
[40:47.080 --> 40:52.160]  now has more debt than China, by the way, but of nations, it's the communist Chinese.
[40:52.160 --> 40:57.240]  Although China, Japan and other major creditor nations have no dog in the Obamacare fight,
[40:57.240 --> 41:02.240]  they have a strong interest in preserving America's basic financial, economic and social stability.
[41:02.240 --> 41:07.560]  From their point of view, the Tea Party contingent is not following the script and a correction
[41:07.560 --> 41:09.840]  may prove necessary.
[41:09.840 --> 41:13.600]  If the creditor nations were to sell just a small portion of their American assets, they
[41:13.600 --> 41:17.720]  could send Wall Street into a tailspin with unpleasant implications for many Republicans.
[41:17.720 --> 41:18.720]  There you go.
[41:18.720 --> 41:23.120]  The message is we hold your debt, we hold you hostage, we're the big banks that run
[41:23.120 --> 41:27.840]  you, we've got the communist Chinese to buy the debt, we're too big to fail, you give
[41:27.840 --> 41:32.720]  us whatever we want, no matter how big the screw job is, or we'll implode your economy
[41:32.720 --> 41:36.080]  and remove your credit rating and stop buying your debt.
[41:36.080 --> 41:41.960]  That's how they hold us hostage to steal over $47 trillion, according to Bloomberg Financial,
[41:41.960 --> 41:49.120]  to give to foreign banks and Congress can't even find out where the money went, $47 trillion.
[41:49.120 --> 41:56.040]  That's enough to run the country for what, five, six years?
[41:56.040 --> 41:59.520]  Ladies and gentlemen, we've been colonized, we've been broken up, we've already been
[41:59.520 --> 42:00.880]  captured and conquered.
[42:00.880 --> 42:06.120]  This is so incredibly criminal, this is so historical, and here's Forbes, the headline
[42:06.120 --> 42:12.160]  should be Forbes and Republican blue bloods prepared to hold America hostage with communist
[42:12.160 --> 42:17.960]  Chinese or private European Federal Reserve to work with Chai comms to hold America hostage.
[42:17.960 --> 42:22.080]  I told you all this was coming, folks, and you watch, they'll do Obamacare, they'll
[42:22.080 --> 42:25.960]  gang rape everybody, they'll raise tens of trillions more off middle class, they'll
[42:25.960 --> 42:30.520]  ruin healthcare, fully nationalize it, but still keep the profits private for offshore
[42:30.520 --> 42:36.200]  banks, and it'll get worse and worse, they'll say give us more banker bailouts or China
[42:36.200 --> 42:40.400]  and the Federal Reserve will pull the plug, how about we pull the plug on you?
[42:40.400 --> 42:44.760]  How about we have more oil than Saudi Arabia, we can bring our jobs back, how about we arrest
[42:44.760 --> 42:45.760]  all you people?
[42:45.760 --> 42:49.120]  How's that sound, jackasses, because let me explain something to you.
[42:49.120 --> 42:54.400]  We know exactly who you are, we know about your globalist plan, we watch the Davos meetings,
[42:54.400 --> 43:00.760]  we cover Bilderberg, we know who you are, and you're not going to get away with it.
[43:00.760 --> 43:06.280]  The world is discovering the power of medicinal silver to fight against life-threatening pathogens,
[43:06.280 --> 43:10.120]  and as a result, dozens of silver solutions have emerged.
[43:10.120 --> 43:13.520]  You can even make your own colloidal silver at home in your garage.
[43:13.520 --> 43:17.560]  How do you know which solution is the safest and most effective?
[43:17.560 --> 43:23.640]  Supernatural silver is a new patented technology that is made using 10,000 volts of AC current.
[43:23.640 --> 43:27.960]  This technology is so powerful, it must be made in a laboratory.
[43:27.960 --> 43:33.440]  Colloidal and ionic silvers use a charge of only 110 volts of DC current, making supernatural
[43:33.440 --> 43:39.680]  silver hundreds of times more effective against viruses, bacteria, and fungus.
[43:39.680 --> 43:44.560]  Supernatural silver liquid can be used internally, and our silver gel can be used topically.
[43:44.560 --> 43:49.320]  To find out more information on how supernatural silver can help you win the war against deadly
[43:49.320 --> 43:52.800]  pathogens, go to supernaturalsilver.com.
[43:52.800 --> 44:00.120]  Use the promo code SAFE for 20% off, and like us on Facebook.
[44:00.120 --> 44:04.360]  My friends Alex Jones here to tell you about some of the most important information concerning
[44:04.360 --> 44:06.400]  you and your family's health.
[44:06.400 --> 44:10.120]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere
[44:10.120 --> 44:13.880]  from all of the nuclear testing and radiological accidents.
[44:13.880 --> 44:16.720]  Radiolactive contamination is now in most of the food supply.
[44:16.720 --> 44:18.560]  There's only two ways to avoid this.
[44:18.560 --> 44:23.400]  Move south of the equator, or properly protect your thyroid with nascent iodine.
[44:23.400 --> 44:26.480]  Looking to protect my family, I've done deep research.
[44:26.480 --> 44:31.520]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and
[44:31.520 --> 44:32.520]  your family.
[44:32.520 --> 44:35.680]  It's made right here in the USA, completely non-GMO.
[44:35.680 --> 44:40.280]  I searched out the best quality, and now have developed a double strength form of nascent
[44:40.280 --> 44:44.600]  iodine, exclusively available at infowarslife.com.
[44:44.600 --> 44:50.360]  Nascent iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[44:50.360 --> 44:55.920]  Survival shield nascent iodine, secure your super high quality nascent iodine today at
[44:55.920 --> 44:57.920]  infowarslife.com.
[44:57.920 --> 45:00.600]  That's infowarslife.com.
[45:00.600 --> 45:04.080]  Every three seconds, someone becomes a victim of identity theft.
[45:04.080 --> 45:08.960]  We also hear news stories every day about the NSA spying on US citizens.
[45:08.960 --> 45:13.640]  It is now more important than ever to protect yourself and your information on the web.
[45:13.640 --> 45:18.320]  Privateinternetaccess.com is a virtual private network service that can encrypt your internet
[45:18.320 --> 45:20.720]  connection while hiding your IP address.
[45:20.720 --> 45:25.240]  Their service also provides firewall protection in order to prevent data mining and unwanted
[45:25.240 --> 45:26.240]  exposure.
[45:26.240 --> 45:28.960]  They keep no records of your web browsing history.
[45:28.960 --> 45:33.280]  Privateinternetaccess.com is an American company that understands you need to protect
[45:33.280 --> 45:35.320]  your inalienable rights.
[45:35.320 --> 45:38.520]  Private Internet Access does not even log any of your traffic.
[45:38.520 --> 45:39.520]  Period.
[45:39.520 --> 45:41.600]  Privacy is their number one policy.
[45:41.600 --> 45:45.480]  You can use their service anywhere with an internet connection and with one account
[45:45.480 --> 45:48.480]  you can protect up to five devices at the same time.
[45:48.480 --> 45:53.360]  Go to privateinternetaccess.com right now in order to secure the privacy of you and
[45:53.360 --> 45:54.360]  your loved ones.
[45:54.360 --> 45:57.200]  Don't wait and allow you and your family to become victims.
[45:57.200 --> 46:00.240]  Visit privateinternetaccess.com today.
[46:00.240 --> 46:05.440]  Calben Soap Company can save you thousands of dollars and give you good old fashioned
[46:05.440 --> 46:10.560]  real soap that is triple concentrated and made from the highest quality vegetable and
[46:10.560 --> 46:12.120]  coconut oils.
[46:12.120 --> 46:21.800]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a free catalog and buy
[46:21.800 --> 46:23.640]  American made products.
[46:23.640 --> 46:28.360]  Order the sampler a one to two month supply or get a one to two year supply of soaps
[46:28.360 --> 46:29.920]  for all your cleaning needs.
[46:29.920 --> 46:33.800]  You're getting soap products twice as good as what you're using now.
[46:33.800 --> 46:38.520]  This is an amazing deal and you will love the way real soap makes your skin feel.
[46:38.520 --> 46:45.760]  Call 1-800-340-7091 or visit www.5starsoap.com.
[46:45.760 --> 46:50.440]  Alex and his staff have used these earth friendly pure soaps for years.
[46:50.440 --> 47:01.320]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a catalog.
[47:01.320 --> 47:08.800]  Post to coast direct from Austin you're listening to the Alex Jones Broadcasting Network.
[47:08.800 --> 47:24.000]  We are on the march the empire is on the run.
[47:24.000 --> 47:28.000]  Alex Jones and the GCN radio network.
[47:28.000 --> 47:32.400]  As usual I'm pretty fired up on Sundays.
[47:32.400 --> 47:37.400]  You know why I'm really kind of a nighttime person and I always do the 11 a.m. morning
[47:37.400 --> 47:43.440]  show and I'm just more aggressive in the evening is why this happens and I've had more time
[47:43.440 --> 47:45.920]  to just read all the news and get more and more upset about it.
[47:45.920 --> 47:48.720]  I'm going to go to your phone calls all the way to the bottom of the next hour because
[47:48.720 --> 47:54.480]  I'm going to him late on Obamacare then I'll shift gears into all the other huge news assassination
[47:54.480 --> 47:57.320]  squad news coming out AP reporting.
[47:57.320 --> 48:02.200]  I mean this is just biblical in proportions how evil the criminals are that have seized
[48:02.200 --> 48:04.480]  our government.
[48:04.480 --> 48:11.680]  But I remember reading Council on Foreign Relations publications from 20 years ago going
[48:11.680 --> 48:16.960]  to the library before the Internet was as prolific as it is now in the mid 90s and reading
[48:16.960 --> 48:21.040]  where they said we're going to transfer all the jobs to China.
[48:21.040 --> 48:24.280]  We're going to give them the entire infrastructure because the Communist Party knows how to work
[48:24.280 --> 48:28.760]  with us this is the big banks and we're going to use that to leverage America and have them
[48:28.760 --> 48:34.400]  buy our debt and hold our industry and we're going to basically move the center of world
[48:34.400 --> 48:39.000]  power to China and they put out publications like the 21st century will be the Chinese
[48:39.000 --> 48:40.000]  century.
[48:40.000 --> 48:47.080]  You mean the Communist, Foxcom, Apple, Suicide Net, Slave Labor, Robots Replacing Humans,
[48:47.080 --> 48:49.120]  7000 riots a month in China.
[48:49.120 --> 48:53.920]  I stand with the Chinese people from Tiananmen Square and now they're great people.
[48:53.920 --> 48:55.680]  They hate their filthy government.
[48:55.680 --> 49:01.960]  It's the Communist Chinese Party, a million people out of a billion, 300 million that
[49:01.960 --> 49:06.840]  the globalists are working with using their people as slaves and using those slaves to
[49:06.840 --> 49:10.920]  turn us into slaves leveraging us in the market.
[49:10.920 --> 49:11.920]  That's not a free market.
[49:11.920 --> 49:13.520]  And I'm reading this Forbes article.
[49:13.520 --> 49:19.240]  I didn't get to where it says China now calls the shots and Forbes magazine calls for China
[49:19.240 --> 49:21.120]  to drop the hammer on the Tea Party.
[49:21.120 --> 49:22.520]  Let me tell you something Forbes.
[49:22.520 --> 49:26.400]  See, it's the blue blood Republicans that came up with all this, Nixon going to China
[49:26.400 --> 49:27.600]  and all that crud.
[49:27.600 --> 49:30.840]  I have had it with you people.
[49:30.840 --> 49:33.440]  The Chinese people are going to take their country back.
[49:33.440 --> 49:35.880]  We're going to take our country back.
[49:35.880 --> 49:37.760]  And look at this.
[49:37.760 --> 49:41.880]  It is sometimes suggested that by triggering a sell-off, creditor nations would be cutting
[49:41.880 --> 49:42.880]  their own throats.
[49:42.880 --> 49:46.560]  Actually, this is characteristically myopic Western way of looking at things, a view
[49:46.560 --> 49:51.640]  that completely misunderstands how things have changed and that East Asia holds the
[49:51.640 --> 49:52.640]  tune.
[49:52.640 --> 49:57.040]  The point is, is the creditor nations are long-term holders who are largely indifferent
[49:57.040 --> 49:59.200]  to short-term fluctuations.
[49:59.200 --> 50:01.520]  And it goes on and says the Chinese need to tell us what to do.
[50:01.520 --> 50:03.960]  You mean the Communist?
[50:03.960 --> 50:08.720]  That our government in 49 put into power, now declassified.
[50:08.720 --> 50:15.840]  Our government put Mao in and he killed 80 million people, plus our criminal banker government,
[50:15.840 --> 50:19.080]  the CFR put him in on record declassified.
[50:19.080 --> 50:23.800]  John Birch Society said that back in the 50s, declassified four or five years ago.
[50:23.800 --> 50:27.640]  Our government put Mao Zedong in, because our government isn't our government.
[50:27.640 --> 50:29.680]  It's a bunch of foreign bloodthirsty banks.
[50:29.680 --> 50:32.600]  But the minute we're aware of who they are, it's all over.
[50:32.600 --> 50:33.800]  They lose the moral authority.
[50:33.800 --> 50:34.800]  It's over.
[50:34.800 --> 50:39.720]  So, see, Obamacare is about a foreign takeover, a globalist takeover of America, and it makes
[50:39.720 --> 50:40.720]  me sick.
[50:40.720 --> 50:42.440]  So, get this straight.
[50:42.440 --> 50:46.440]  The Republican blue bloods are calling for the chai comms to drop the hammer on us, and
[50:46.440 --> 50:47.440]  that's what they're saying.
[50:47.440 --> 50:50.240]  This Obama's saying, you do this, you're going to hurt our credit.
[50:50.240 --> 50:51.240]  You do this.
[50:51.240 --> 50:56.120]  They may plunge the stock market next week, just like they did in 2008, in October, to
[50:56.120 --> 50:58.480]  get too big to fail through to rip everybody off.
[50:58.480 --> 51:01.040]  See how they hold us hostage?
[51:01.040 --> 51:04.600]  Henry Paulson, the secretary of the Treasury, went to Congress and closed our session.
[51:04.600 --> 51:08.720]  We broke it here with a congressman.
[51:08.720 --> 51:10.960]  And they said there'll be blood in the streets and tanks on the streets.
[51:10.960 --> 51:14.040]  Oh, you notice they already pre-deployed all the tanks.
[51:14.040 --> 51:16.240]  I have that on the Dallas Morning News and armored vehicles.
[51:16.240 --> 51:17.800]  They're already ready for us.
[51:17.800 --> 51:20.920]  If we don't play ball, they'll just turn the economy off.
[51:20.920 --> 51:25.520]  Well, here, we'll just turn you off politically knowing you're behind it, because this only
[51:25.520 --> 51:26.520]  works.
[51:26.520 --> 51:30.240]  You kleptocratic con men scum, if no one knows that you didn't do it.
[51:30.240 --> 51:32.960]  But we've all put the message out that you're behind it.
[51:32.960 --> 51:36.240]  So you go ahead, we'll take our licks, you take yours.
[51:36.240 --> 51:38.200]  I'm ready to take my licks.
[51:38.200 --> 51:40.440]  I'm right up front in your face.
[51:40.440 --> 51:43.560]  I know who you are, and I'm exposing you.
[51:43.560 --> 51:45.320]  You got it?
[51:45.320 --> 51:49.280]  And the Pentagon's awake, and the police are waking up, and everybody knows you're the
[51:49.280 --> 51:50.280]  ones.
[51:50.280 --> 51:53.920]  You notice you have a 9% approval rating for a Syria war.
[51:53.920 --> 51:56.680]  Congress has a 9% approval rating.
[51:56.680 --> 51:59.840]  Government has 17% trust with the public.
[51:59.840 --> 52:03.600]  You're not going to do some government shutdown and hammer the stock market like you've done
[52:03.600 --> 52:04.840]  before now.
[52:04.840 --> 52:07.360]  Everybody is waking up that knows how to tie their shoelaces.
[52:07.360 --> 52:08.720]  And they know you're the enemy.
[52:08.720 --> 52:12.840]  They know the globalists are a corporate crime syndicate leveraging all these other
[52:12.840 --> 52:17.400]  groups of tyrants like the communist Chinese against us, and we're done.
[52:17.400 --> 52:24.400]  Obama this year, in January, hired the communist head of the French economic system, this
[52:24.400 --> 52:31.040]  I forget her name, female economist, to come over here to communize and communitarianize
[52:31.040 --> 52:32.040]  America.
[52:32.040 --> 52:33.040]  That's a quote.
[52:33.040 --> 52:36.080]  I mean, how dumb do they think you are?
[52:36.080 --> 52:39.720]  They're going to wreck the country if we don't give them what they want, and that just wrecks
[52:39.720 --> 52:40.720]  it slower.
[52:40.720 --> 52:41.720]  They're going to strangle us.
[52:41.720 --> 52:45.600]  They're like, look, I'll strangle you really fast if you don't give in and let me strangle
[52:45.600 --> 52:46.600]  you really slow.
[52:46.600 --> 52:47.840]  I'd like to strangle you really slow.
[52:47.840 --> 52:48.840]  I'm a psychopath.
[52:48.840 --> 52:52.360]  I'd like to torture you over several weeks, but if you don't let me, I'll kill you right
[52:52.360 --> 52:53.360]  now.
[52:53.360 --> 52:54.360]  You know what?
[52:54.360 --> 52:55.880]  Kill us right now then.
[52:55.880 --> 53:00.400]  But instead of you just putting your hands around our throat, whoa, we have hands too.
[53:00.400 --> 53:02.120]  How do you like that politically?
[53:02.120 --> 53:03.120]  We're going to stomp your head in.
[53:03.120 --> 53:07.040]  We're not even going to use our hands.
[53:07.040 --> 53:11.640]  We're going to get you on the ground politically, and you are never going to get up, you big
[53:11.640 --> 53:13.080]  fat bullies.
[53:13.080 --> 53:17.000]  Just like in the famous Spaghetti Western, the good, the bad, and the ugly, Tuko says,
[53:17.000 --> 53:21.040]  oh, you like it when I'm in handcuffs, and you're stomping on me and beating me up, but
[53:21.040 --> 53:26.200]  big guys, you know, you ever get down on the ground, you're never going to get back up.
[53:26.200 --> 53:29.720]  You understand that?
[53:29.720 --> 53:32.840]  And let me tell you something, the spirit of liberty is rising.
[53:32.840 --> 53:35.800]  This country, this country, it's not China.
