[00:00.000 --> 00:20.000]  Music
[37:27.580 --> 37:32.060]  quality with vitamin K for your immune system for you, for your children, for adults, for old
[37:32.060 --> 37:37.180]  people, especially you need your D3. As Joe Rogan pointed out, I went viral last week, you
[37:37.180 --> 37:43.100]  got a scientist on explaining D3 is actually a hormone. It's not a vitamin. They call it a
[37:43.100 --> 37:48.660]  vitamin. D3 is a hormone off which everything in your body is built on. So it's just as
[37:48.660 --> 37:54.900]  important as iodine. They argue like, is it C? Is it D? Or is it is it iodine? They're all like
[37:54.900 --> 38:00.460]  the things, okay? By the way, it's been sold out X2 back in stock. It just came in today. I'm
[38:00.460 --> 38:04.740]  going to even put it on the site yet, but X2 highest quality with crystal iodine. That is back
[38:04.740 --> 38:09.780]  in stock. Okay, let's go out to break. It's a four minute video. The full things on info wars.
[38:09.780 --> 38:15.580]  Here's a lady in CVS not wearing her mask. She gets the years off. It's less people died in 2000
[38:15.580 --> 38:20.660]  than died in 2019. And that is from the CDC's numbers as well. They go, well, not all the new
[38:20.660 --> 38:24.660]  numbers are in yet. Okay, whatever. The point is, it's going to be about the same. So that shows
[38:24.660 --> 38:29.660]  you, we're in the same type deal. They're portioning regular deaths into the COVID thing. Here's part
[38:29.660 --> 38:30.140]  of that video.
[38:31.220 --> 38:35.500]  There's like 36 people with COVID in the ICU. Whenever there's a flu, there's only two or three
[38:35.500 --> 38:41.180]  patients out of time in the ICU. So literally the entire hospital is COVID patients. This has never
[38:41.180 --> 38:45.820]  happened. And how many I'm not saying they're I'm not saying COVID's not real. I'm just saying I'm
[38:45.820 --> 38:50.460]  not sick. I'm not sick. An asymptomatic spread has been shown to be a myth. So why am I going to be
[38:50.460 --> 38:56.500]  treated like a sick person? Do you know that there have been fewer deaths overall in 2019 than
[38:56.500 --> 39:02.060]  there were in 2018? Look it up. Fewer deaths overall, all they've done is recategorize all the
[39:02.060 --> 39:08.580]  deaths. This is not what they're telling us. It is a lie. This is a lie. I'm telling you. It's a
[39:08.580 --> 39:14.420]  lie. And everyone's fine. And it will go on and on and on as long as they feed us this lie and we
[39:14.420 --> 39:19.780]  comply with it. And I'm done tonight. I reached a breaking point. I'm done. I know I'm not reaching
[39:19.820 --> 39:27.580]  anyone here. I'm not doing that on my face. I'm not. I'm not going to play all of them next hour. But
[39:27.580 --> 39:31.100]  first I promise I'm going to come in and get the statistics, the numbers, the facts and show you the
[39:31.100 --> 39:35.140]  total proof of the fraud. Sure, go to the hospital show it simply when they say it's full. That's
[39:35.140 --> 39:39.860]  important. But we'll show you their own government website saying it's a total lie. We have local
[39:39.860 --> 39:46.020]  newscast saying go hospitals totally full. They got like 15 patients with COVID. It's all lies. All
[39:46.020 --> 39:50.660]  lies. And they're running the same hysteric lies they ran six months ago again. And they're gonna do it
[39:50.660 --> 39:57.380]  over and over again as long as we buy it. Mountain Patriot in Colorado. Thank you for holding. How
[39:57.380 --> 40:01.380]  are you doing, Alex? Man, I'm just working as hard as I can. We're in such a critical time. Brother,
[40:01.380 --> 40:07.380]  how are you? I love you, man. I want to make a quick plug that DNA force. I love it. I've been
[40:07.380 --> 40:12.180]  using it quite a while. And I just went looked at the ingredients again the other day. And I see
[40:12.180 --> 40:19.300]  that it contains quercetin, which according to some published studies that Dr. Merkala has cited,
[40:19.940 --> 40:26.980]  is an ionophore similar to hydroxychloroquine. And it helps channel the zinc into the cell. So
[40:26.980 --> 40:33.060]  people might want to take a look at that. All I know is with DNA force, we went out and looked at
[40:33.060 --> 40:37.860]  these high end products that they sell through doctor clinics that aren't prescription, but the
[40:37.860 --> 40:41.380]  doctor itself like 300 bucks a bottle. Because there's a lot of expensive product in them. It's
[40:41.380 --> 40:46.660]  really only cost them like 50 bucks. And so we basically cloned two different top brands together.
[40:46.660 --> 40:49.300]  And that's what produced this. So thanks. Thanks for the plug.
[40:49.300 --> 40:57.380]  Dr. Merkala's dictionary has a very simple definition of terrorism.
[40:57.940 --> 41:03.380]  Other dictionaries have somewhere else. Terrorism is the threat of force or actually carrying out
[41:03.380 --> 41:10.340]  force for a political or financial reason. It's basically scaring the hell out of people
[41:10.340 --> 41:15.700]  until you submit to them. That's exactly what all this overblown COVID-19 garbage is. You see
[41:15.700 --> 41:20.820]  the headlines from CNN, ABC News, doctors say it's worse than they ever thought. COVID more
[41:20.820 --> 41:26.580]  dumbest thing they could ever imagine. They told us that two and a half million people would be dead
[41:26.580 --> 41:32.740]  just eight months ago, within three months. Okay. It's a quarter million. If you count all of the
[41:32.740 --> 41:37.860]  people that died of other things, we're talking 96% had comorbidity. These are real numbers. These
[41:37.860 --> 41:42.820]  are real facts. This is the chicken little event where we all run our houses, never come out,
[41:42.820 --> 41:46.900]  and are taught we're not essential. Well, the big box stores in Amazon take over the planet.
[41:46.900 --> 41:52.900]  You could stand up against it. This is slavery. It is not something you could put up with and survive.
[41:55.380 --> 42:02.100]  The Post Industrial World. That's what George Herbert Walker Bush signed on to at the Rio
[42:02.100 --> 42:10.660]  de Janeiro Agenda 21 conference back in 1992. Now they've launched Agenda 2030, which is a post
[42:10.660 --> 42:14.900]  industrial world plows swat with the Davos group. Trudeau, the Prime Minister of Canada,
[42:14.900 --> 42:21.700]  they're all on record saying the great reset is Agenda 2030. Well, you might want to find out what
[42:21.700 --> 42:28.340]  Agenda 2030 is. It is the destruction of society as we know it. It is making the population more
[42:28.340 --> 42:30.980]  by designs. We can be controlled with a medical
[42:31.860 --> 42:37.060]  technology over you and your family. They're destroying civilization, rebuild it in their
[42:37.060 --> 42:44.500]  dystopic image. We are fighting this at info wars.com and news wars.com. We are fighting
[42:44.500 --> 42:50.020]  for a pro human future and we need you to get the facts to research and share it with others
[42:50.020 --> 43:08.500]  and join the fight. God bless you. Visit us, spread the word at infowars.com.
[43:09.700 --> 43:17.700]  infowars.com, newswars.com, band.video, and hundreds of other URLs we've launched have been
[43:17.700 --> 43:26.580]  banned. That's why every month we launch a new URL before they ban it. But Soros and Bill Gates
[43:26.580 --> 43:35.220]  and the globalists are on our tail. But the new website is the resistance.video, the resistance.video.
[43:35.220 --> 43:40.980]  They're trying to block us because the truth is powerful and can defeat them. So the new URL that
[43:40.980 --> 43:45.780]  links right to band.video and all of our videos and all of our documentaries and all the special
[43:45.780 --> 43:51.140]  reports and all the suppressed information is that the resistance.video. Share the link,
[43:51.140 --> 43:54.180]  the resistance.video, the resistance.video.
[43:54.180 --> 44:12.580]  You're listening to the Alex Jones show.
[44:24.980 --> 44:34.580]  You're listening to the Alex Jones show.
[44:46.580 --> 44:49.220]  Ladies and gentlemen, I'm about to lay out for you
[44:49.220 --> 45:02.020]  the absolute proof of total criminal fraud by the hospitals, by the media, by the CDC because
[45:02.020 --> 45:06.420]  they go on the news and they say we've got to lock down the economy. You can't leave your house for a
[45:06.420 --> 45:11.380]  few months. We're going to have 2.5 million dead in just a few months. The hospitals are already
[45:11.380 --> 45:15.540]  overwhelmed and the people went to the very hospitals. You saw the hundreds of videos.
[45:15.540 --> 45:19.300]  YouTube couldn't take them down fast enough. It was like whack-a-mole where people would see the
[45:19.300 --> 45:25.060]  hospital full. They'd drive down there and it'd be empty. They wanted to see it for themselves
[45:25.060 --> 45:29.460]  because people don't trust media. In Texas, in New Jersey, in California, in New York,
[45:30.180 --> 45:35.860]  hundreds of videos in the UK people went in and they even caught them with the actors
[45:35.860 --> 45:41.460]  dressed up in hazmat suits for photo shoots and they turned away millions of people that
[45:41.460 --> 45:46.980]  had real illnesses. Remember they said in Florida in some leftist jurisdictions like Broward County,
[45:46.980 --> 45:51.380]  we will not resuscitate you if you're having a heart attack because the hospitals are too full,
[45:51.380 --> 45:58.660]  we'll let you die. Now what's the motive? If you get a COVID patient, you get $13,000. If you
[45:58.660 --> 46:08.500]  intubate them, you get an additional $40,000. That's $53,000. USA Today confirms. If you have a certain
[46:08.500 --> 46:13.140]  number of COVID patients, then your hospital gets, depending on its size, millions of extra
[46:13.140 --> 46:20.260]  dollars in federal funds. So here's the motive. They're making a bunch of money and the big hospital
[46:20.260 --> 46:25.220]  groups are mainly owned by insurance companies who all over the world now, it's the same global plan,
[46:26.420 --> 46:33.700]  all over the world, have not been doing the knee surgeries, the shoulder surgeries, the hip
[46:33.700 --> 46:44.260]  surgeries, the hernia surgeries. All the things they can claim are elective and so they're not
[46:44.260 --> 46:49.300]  having to pay the doctors or the nurses and the insurance money you're paying is piling up. See
[46:49.300 --> 46:55.380]  how this works? This is technological fraud organized at the UN level run by big pharma,
[46:55.380 --> 47:00.580]  the big banks, the big insurance companies. They admit all this. They're all making record profits,
[47:00.580 --> 47:05.300]  big techs making record profits. China's making record profits and bragging that America
[47:05.300 --> 47:12.340]  will never open again and China will now not surpass us in 2035, but China will surpass the U.S.
[47:12.340 --> 47:22.100]  because of the COVID lockdown we have here in 2028 in just seven years. Now, there's the
[47:22.100 --> 47:28.660]  fact sheet. Your precious USA Today, scroll the bottom. Do you get paid for COVID patients extra?
[47:28.660 --> 47:35.620]  And the answer is $53,000. The answer is yes, yes, yes, yes, yes. And don't believe me, show
[47:35.620 --> 47:44.180]  them again. China'd overtake U.S. economy because of COVID virus in 2028. So it's not just the mode
[47:44.180 --> 47:48.740]  of the history of the background. Then they admit China released it and Fauci and Gates were involved
[47:48.740 --> 47:55.220]  and they had tabletop exercises and said this is just a drill. So now you see these headlines,
[47:55.220 --> 48:01.780]  overhead shot please. LA County hospitals reach the breaking point. Turn away ambulances.
[48:04.980 --> 48:10.020]  Hospitals across the U.S. reach breaking point as coronavirus surges. Remember, we all heard this
[48:10.020 --> 48:15.540]  10 months ago. Remember, stay inside. Don't leave your house. Reports, emergency hospitals
[48:15.540 --> 48:22.100]  dismantled despite claim hospitals worse than first wave. Infowars.com actually goes in
[48:22.100 --> 48:26.580]  to the federal registry of the numbers and shows them dismantling the emergency centers from New
[48:26.580 --> 48:32.500]  York, New York to Dallas, Texas to LA, all those big empty facilities that you see governors and
[48:32.500 --> 48:36.500]  others touring. And then when Trump pointed it out, the media said, how dare you say COVID isn't a
[48:36.500 --> 48:41.540]  problem. They're also reporting in the Europe that they're dismantling the emergency centers.
[48:42.340 --> 48:46.260]  We have links to all of that. So they're shutting down all the overflow centers.
[48:46.260 --> 48:52.740]  And now they'll list a certain wing of a hospital as COVID. And then when that fills up, they go,
[48:52.740 --> 48:56.500]  oh, we're at the breaking point. It's all bureaucratic. It's like if you had two gas tanks on your
[48:56.500 --> 49:01.460]  truck and one of them was almost on empty and you told your kids, hey, we're going to have to walk
[49:01.460 --> 49:06.740]  home. We're 10 miles from home. We're out here in the desert. The tank's on empty. And then all
[49:06.740 --> 49:12.580]  of a sudden your dad or your uncle, when you're scared, flips the switch and goes to auxiliary
[49:12.580 --> 49:17.220]  tank. And it shows that you're full. My uncle did that once we were way out the middle of the
[49:17.220 --> 49:23.620]  boondocks hunting. And he said, oh, we're running out of gas. Look, look, look. And he was teasing
[49:23.620 --> 49:27.460]  me when I was like eight years old. And he was acting like it was going and he goes, look, we're
[49:27.460 --> 49:31.940]  on empty. And then he goes, watch this and flip to the other tank. It's the same game. Oh, we're,
[49:31.940 --> 49:36.100]  we're full. We're full. There's all the empty hospital, but the little COVID wing is full.
[49:36.100 --> 49:45.060]  But let me show you the numbers. Look at this LA County hospitals are at the breaking point.
[49:45.060 --> 49:52.420]  Turn away ambulances. Coronavirus in Texas, curfew possibility for Austin as ICU beds run low.
[49:52.420 --> 50:00.420]  Don't leave your house at night. Austin KXAN. Federal data reveals which hospitals are dangerously
[50:00.420 --> 50:05.780]  full this week is yours. And then you link to the federal government's CDC website from in
[50:05.780 --> 50:08.420]  PR. But they know you're not going to link through.
[50:11.060 --> 50:14.100]  They're saying federal data shows you've got a billion dollars in your bank account,
[50:14.100 --> 50:19.700]  but you really don't. We go to federal data reveals which hospitals are dangerously full
[50:19.700 --> 50:25.700]  this week is yours. And then when I go check Austin that they say is overwhelmed,
[50:26.740 --> 50:29.460]  and I click on Travis County, it took me five seconds.
[50:29.460 --> 50:39.300]  Travis County is at 9% hospital bed capacity for COVID-19. There are 77 people currently
[50:39.300 --> 50:46.500]  in the hospital in Travis County with COVID-19 70.
[50:50.820 --> 50:53.940]  And you can actually pull up the data from the actual document. This is just some of the pages.
[50:53.940 --> 50:59.140]  Go ahead and pull that up. Travis County, Texas. So I'm begging everybody to go add these numbers
[50:59.140 --> 51:00.420]  up. It's 77 people.
[51:04.820 --> 51:10.100]  And then it gives you all the numbers and it shows you they're at 9%. Average hospital in
[51:10.100 --> 51:16.500]  County is at 9% right there at the bottom. So there you go, ladies and gentlemen.
[51:19.300 --> 51:26.340]  St. David's is at 7% capacity. Uh-oh. St. David's South Austin Medical Center is at 20% capacity.
[51:26.340 --> 51:36.580]  Uh-oh. Ascension Seaton. Oh, no, this one. They're at 13%. Oh, no, we're all dead. You
[51:36.580 --> 51:41.700]  average together 9% capacity. 77 patients.
[51:44.660 --> 51:49.940]  Oh, but look, California now has the worst COVID-19 spread in the US spread. It's not
[51:49.940 --> 51:56.580]  dying from it. But see, when they turn the PCR test up 10 times, 20 times, 45 times,
[51:57.220 --> 51:59.940]  you get that data too. Hospitals admit what they're doing. They calibrate it.
[52:02.020 --> 52:05.460]  You look at leftist cities, communist countries, socialist areas,
[52:06.900 --> 52:10.180]  they all turn it up. Everybody locked down. Unless you're communist, China,
[52:10.180 --> 52:14.900]  they now say they're COVID free because they locked everything down and arrested people and
[52:14.900 --> 52:20.340]  took everybody. No, they didn't. That was all theater. To teach us how to act, to teach us
[52:20.340 --> 52:25.380]  how to behave. Now, let me move you to the bigger issue. Just showed you all that. You've got the
[52:25.380 --> 52:30.100]  easiest place to find it because these federal websites are so big that you can get lost in it
[52:30.900 --> 52:36.740]  is NPR. I'll give you the NPR headline one more time. You go right there. You click on it.
[52:36.740 --> 52:45.620]  You're on the CDC. Up to the date. Up to the day numbers. One day behind. Okay. Let me give you
[52:45.620 --> 52:50.820]  that headline one more time. Federal data reveals which hospitals are dangerously full this week
[52:51.380 --> 52:59.860]  is yours. NPR.org. It has a link directly to the CDC where you can put in your county and find out.
[52:59.860 --> 53:08.660]  And it gets worse. I went and checked the data that John Hopkins checked in September and found
[53:08.660 --> 53:13.860]  that the numbers the CDC is putting in are actually dropping faster than they were. And so it looks
[53:13.860 --> 53:18.420]  like we'll have less deaths this year when things close out in three days than they had last year.
[53:19.140 --> 53:23.300]  Isn't that interesting? Did you hear what I just said? It's not going to be the same amount of deaths
[53:23.300 --> 53:34.420]  in 2019. It's going to be less, less, less. So remember those numbers. The same or less deaths
[53:34.420 --> 53:40.500]  this year. Period. However people are dying in America, less people are dying in the middle
[53:40.500 --> 53:44.980]  of the worst pandemic the world's ever seen. They say it's like the Spanish flu that killed
[53:46.500 --> 53:51.700]  50 million people they estimate. And major studies report that 80% of those that died
[53:51.700 --> 53:56.740]  started dying once everyone started wearing the mask because of bacterial pneumonia that spread
[53:56.740 --> 54:02.100]  and they didn't have antibiotics yet and they didn't know it was the bacteria. And you had
[54:02.100 --> 54:06.980]  millions of rundown soldiers coming back who had no immune system who had been eating crappy food
[54:06.980 --> 54:12.740]  in the trenches and they were dying in mass and then giving it to others in that winter.
[54:15.300 --> 54:21.380]  That's what happens in wars. So there's facts. Now I haven't hit the latest the actual UN document
[54:21.380 --> 54:26.660]  where they admitted solid hoax and for power and control bigger than the great reset. It was first
[54:26.660 --> 54:29.940]  in a Canadian document. They tried to say, well, we're not sure what's real, but we were able to
[54:29.940 --> 54:33.540]  search the document and find other documents for other countries that confirm it is real.
[54:34.980 --> 54:40.660]  We have you now. We'll be back. Our number two straight ahead. This is the info war.
[54:44.260 --> 54:48.660]  Fox has betrayed President Trump as I predicted they would. They've always been
[54:48.660 --> 54:53.540]  part of the establishment and it's only going to get worse. If they're able to keep Trump from
[54:53.540 --> 54:59.460]  rightfully taking office for second term, Ontario 20th, the system is going to drop the hammer
[54:59.460 --> 55:03.940]  harder than ever on this Republic. They are going to explode gas prices. They're going to shut down
[55:03.940 --> 55:08.820]  our coal power plants. They're going to cut off the energy source to us. So it's impossible for
[55:08.820 --> 55:13.700]  factories to move back here. This is economic domination. This is economic war. We are being
[55:13.700 --> 55:18.820]  consolidated. We're being taken over. The Democrats aren't mismanaging their blue cities and states.
[55:18.820 --> 55:23.300]  They're consolidating power and control to bankrupt the population and bring them
[55:23.300 --> 55:27.140]  absolutely to heal and then consolidate ownership of all the infrastructure
[55:27.140 --> 55:31.780]  and property. This is a monopolistic takeover. That's what the great reset is.
[55:31.780 --> 55:36.580]  Cloud swab and these other criminals admit it. That's what social distancing is. So your business
[55:36.580 --> 55:42.740]  is only a 25% for several more years. No small businesses will be there. This is a master plan.
[55:42.740 --> 55:50.100]  Say no. It's not a secret why and leftist controlled cities all over the world, not just the U.S.
[55:50.100 --> 55:54.340]  They encourage people to live in tense cities as homeless and to use drugs and alcohol and
[55:54.340 --> 55:59.620]  engage in petty crime. It's because the globalists admit under Agenda 21, Agenda 2030,
[55:59.620 --> 56:04.500]  of course the great reset, they want to lower expectations. They don't want you to think of
[56:04.500 --> 56:08.340]  having sanitary systems everywhere. They don't want you to think of a civilization that gets
[56:08.340 --> 56:13.220]  better. They want you to think of civilization that gets progressively worse. The globalists fly
[56:13.220 --> 56:18.500]  around in private jets. They have huge private estates. They are separate from us. Their children
[56:18.500 --> 56:24.020]  go to private tutors. They admit this. Now they want us to lock down telecommunicating with each
[56:24.020 --> 56:30.020]  other so that we are not actually out physically building a pro-human infrastructure. The infrastructure
[56:30.020 --> 56:35.700]  that's left under 5G is meant to control robot autonomous cars and trucks. This is all their
[56:35.700 --> 56:40.180]  admitted plan. The public is finally listening because the plan is no longer in beta. It's
[56:40.180 --> 56:43.860]  gone operational. It's a post-human future. You better find out about it right now.
[56:47.780 --> 56:50.420]  You're listening to the Alex Jones show.
[56:50.420 --> 57:17.220]  In 2016 the Department of Labor predicted that Americans would continue dropping out of the
[57:17.220 --> 57:26.500]  workforce in record numbers. They predicted and projected a decade of sluggish growth and they
[57:26.500 --> 57:35.300]  expected unemployment over 5 percent and really 6, 7 and even in some cases 8 percent for years to
[57:35.300 --> 57:44.100]  come. The so-called experts said the Americans had no choice but to accept stagnation, decay,
[57:44.100 --> 57:52.740]  and a shrinking middle class as the new normal. I knew that if we lifted these burdens from our
[57:52.740 --> 58:00.820]  economy and unleashed our people to pursue their ambitions and realize their limitless potential,
[58:01.700 --> 58:08.420]  then economic prosperity would come thundering back to our country at a record speed.
[58:08.420 --> 58:15.140]  Today I'm proud to stand before you as president of the United States to report that we have delivered
[58:16.020 --> 58:22.820]  on our promises and exceeded our expectations by a very wide margin.
[58:23.380 --> 58:28.900]  Richard Ries, my good friend, sends me a clip of Patrick Byrne who is advising Trump for many
[58:28.900 --> 58:33.620]  months. I knew this didn't want to tell people he didn't want me to. It was at the White House with
[58:33.620 --> 58:39.540]  Powell and with Flynn for four hours last week. They did discuss civil emergency. They did discuss
[58:39.540 --> 58:44.420]  the insurrection act because we're facing a foreign takeover. All of these people are being told
[58:44.420 --> 58:50.900]  if you do good work and get the president out the door on January 20, there'll be jobs waiting
[58:50.900 --> 58:55.380]  for you, million-a-half-dollar, two-man-dollar jobs at Sullivan-Cromwell and places like that.
[58:55.380 --> 59:04.500]  And you'll be accepted in socialite circles in New York. If you don't, all that goes away.
[59:04.500 --> 59:10.500]  And numerous younger people in the administration are being told just get the president to concede.
[59:10.500 --> 59:13.460]  Just get him to concede. Help him get in transition mode.
[59:13.460 --> 59:17.940]  Trump is totally surrounded. Basically, he's got less than 10 percent of his original staff.
[59:17.940 --> 59:21.700]  The Marines are still there flying around the helicopter. That's about it. But everybody
[59:21.700 --> 59:25.460]  copping out on Trump, we elected him. It's not about even his policies at this point.
[59:26.340 --> 59:32.420]  It's that globalists are involved in a hostile takeover with Joe Biden who says America is doomed.
[59:32.420 --> 59:35.220]  This country is doomed.
[59:35.220 --> 59:39.300]  They don't want America to even exist. They're globalists that have partly to deal
[59:39.300 --> 59:44.900]  to end the country and use our diversity as a weapon against us, okay? And God tells me
[59:44.900 --> 59:49.380]  you don't sit there and engage in this type of evil. You don't play God. Well, Bill Gates broke
[59:49.380 --> 59:54.660]  that rule. This virus, are we looking at 2022, 2023, when we feel like we'll have this virus
[59:54.660 --> 1:00:01.300]  under control around the world? A few things like getting their health systems and vaccination
[1:00:01.300 --> 1:00:07.060]  rates back up. You can probably get that back in shape within three or four years.
[1:00:07.700 --> 1:00:14.740]  The poverty impacts and educational impacts will be more like 10-plus years.
[1:00:14.740 --> 1:00:23.700]  I recently took the COVID-19 vaccination. After the shot, I felt fine. But within three days,
[1:00:24.340 --> 1:00:32.020]  I went to the doctor because I had problems with my face. The whole left side of my face,
[1:00:32.020 --> 1:00:40.740]  actually. I have Bill Halsey now. We support you. I do know my rights. Please do not touch me.
[1:00:40.740 --> 1:00:46.420]  Do not touch me. Do not touch me. Do not touch me. It is our constitution, our rights.
[1:00:47.140 --> 1:00:52.340]  You do not have, you are public servants. You do not have the authority to,
[1:00:54.020 --> 1:01:00.180]  you do not have the authority to impose any of your fake codes, California codes,
[1:01:00.820 --> 1:01:04.340]  on us or our children. It is our constitution, our rights.
[1:01:05.220 --> 1:01:10.340]  What, if anything, will change in three weeks under President Biden? What policy
[1:01:10.340 --> 1:01:13.060]  levers can be pulled that haven't yet already been tried?
[1:01:14.340 --> 1:01:19.940]  Well, you will see him invoking the Defense Production Act. The idea there is to make sure
[1:01:19.940 --> 1:01:27.380]  that the personal protective equipment, the test capacity and the raw materials for the vaccines
[1:01:27.380 --> 1:01:32.820]  are produced in adequate supply so that those aren't limiting steps in all of this.
[1:01:33.700 --> 1:01:38.900]  And I think you're also going to see a major increase in testing. You're going to see a lot
[1:01:38.900 --> 1:01:46.900]  more testing because if we don't see those invisible, so to speak, the mild and asymptomatic
[1:01:46.900 --> 1:02:12.900]  cases of disease, if you don't know they exist, we'll be back. Stay with us.
[1:02:16.900 --> 1:02:22.820]  America is going under leftist martial law and the communist Chinese agent Joe Biden is able
[1:02:22.820 --> 1:02:28.900]  to get in there. He will put America under permanent lockdown siege until we're brought to our knees.
[1:02:30.660 --> 1:02:36.180]  Hundreds of thousands return to DC in December. We will never give up. We will never surrender.
[1:02:36.180 --> 1:02:41.460]  We will never back down to the state panic, pedophile, globalist, new world order.
[1:02:41.460 --> 1:02:45.540]  January 6th, fight for Trump. DC be there.
[1:02:45.540 --> 1:02:51.300]  We will never give in. We will never give up and we will never back down. We will never ever
[1:02:51.300 --> 1:03:19.060]  surrender. Despite the attempts by big tech and corrupt government institutions,
[1:03:19.060 --> 1:03:27.540]  as well as the United Nations and Big Pharma, despite their attempts, their fraud is coming out.
[1:03:28.660 --> 1:03:33.060]  Despite all the attempts by the globalists, despite all the attempts by the globalists
[1:03:33.060 --> 1:03:38.420]  and their minions, despite the chikams, despite the EU, despite Hollywood, despite the mainstream
[1:03:38.420 --> 1:03:44.020]  media, despite Big Pharma, despite all the leftist sheeple running around bleeding and
[1:03:44.020 --> 1:03:50.980]  demanding that we submit to their endless medical martial law tyranny, we have hundreds of thousands
[1:03:50.980 --> 1:03:57.620]  of doctors and scientists and epidemiologists and nurses that everywhere are educating people in
[1:03:57.620 --> 1:04:02.900]  mass about the real science of COVID-19, where it came from and what really happened.
[1:04:04.260 --> 1:04:09.860]  Let me just briefly recap this incredible information. Last hour, at the end of the hour,
[1:04:09.860 --> 1:04:16.020]  I showed you CDC statistics that NPR is linked to themselves when they're hyping up into the
[1:04:16.020 --> 1:04:21.540]  world. The hospitals are full, but when you go to the CDC's own numbers that we have the maps for
[1:04:22.180 --> 1:04:30.180]  right here and you click on Travis County, where Austin, Texas is based, where they're saying
[1:04:30.180 --> 1:04:35.140]  there's basically martial law is needed and lockdowns are needed and all this craziness is needed
[1:04:35.140 --> 1:04:46.340]  and you find out that the hospitals are at 9% capacity and they've got 77 serious COVID patients
[1:04:46.340 --> 1:04:52.420]  and let me show you those numbers, but here it is at 9% capacity at the hospitals,
[1:04:53.220 --> 1:04:59.460]  9%, zoom in on that if you can, and then here's the Austin American Statesman article about it
[1:04:59.460 --> 1:05:12.100]  saying 77 people in the hospitals with COVID and if you continue here, you see the headlines
[1:05:12.100 --> 1:05:16.500]  around the country, hospitals across the U.S. reaching breaking point as coronavirus surges,
[1:05:16.500 --> 1:05:20.500]  oh, they're turning away the ambulances, but we've got reports in the U.S. and the U.K.
[1:05:20.500 --> 1:05:24.180]  that they're shutting down all those extra emergency centers that they set up, that they're
[1:05:24.180 --> 1:05:29.700]  closing those, emergency hospitals are being dismantled despite claim hospitalizations worse
[1:05:29.700 --> 1:05:36.820]  than the first wave, but here's the article out of KXAN television in Texas curfew a possibility
[1:05:36.820 --> 1:05:45.220]  for Austin as ICU beds run low, but I just showed you from the CDC's own website and the easiest
[1:05:45.220 --> 1:05:54.100]  place to find the sub area of the CDC website is to go to an article that is in NPR and
[1:05:54.100 --> 1:05:59.460]  that's right here, federal data reveals which hospitals are dangerously full this week is yours,
[1:06:00.260 --> 1:06:03.860]  so when you hear that on the local news, you can go check your city, your county
[1:06:04.740 --> 1:06:10.740]  by just going to that article and it's got a link to it, so they tell you it's all doomed,
[1:06:10.740 --> 1:06:17.940]  they're all full, everyone's dying, record evil, none of it is true and they are counting people
[1:06:17.940 --> 1:06:22.500]  that have the flu or have pneumonia as COVID-19, people that have heart failure, they're calling it
[1:06:22.500 --> 1:06:30.420]  COVID-19 because they get 53,000 extra dollars when they do it, wow is that not totally and
[1:06:30.420 --> 1:06:39.300]  completely insane, but guess what else is going on with COVID-19? Jeffrey Epstein's last cellmate
[1:06:39.300 --> 1:06:44.180]  who was transferred out of a cell the day before he got his neck broken dies from coronavirus,
[1:06:44.180 --> 1:06:50.740]  at first they wouldn't say why he died suddenly, but now they're saying it's coronavirus and of
[1:06:50.740 --> 1:06:56.260]  course again if you get hit by a car, if you get eaten by a shark, if you die jumping out of a
[1:06:57.060 --> 1:07:00.980]  airplane skydiving, they call it that, if you die on a motorcycle they call them, if you die
[1:07:00.980 --> 1:07:07.700]  of a gunshot wound they call it that, so talk about Bill Barr tying up loose ends, Jeffrey
[1:07:07.700 --> 1:07:14.020]  Epstein's last cellmate dies from coronavirus, report says Fox News, the last man known to have
[1:07:14.020 --> 1:07:19.620]  shared a jail cell with the late Jeffrey Epstein one day before he was killed has died of coronavirus
[1:07:19.620 --> 1:07:27.780]  or the Easter Bunny killing, F rain rains, 51 was found dead November 27th inside his mother
[1:07:27.780 --> 1:07:32.740]  apartment in New York City, police confirm to the New York Daily News, oh found dead,
[1:07:34.420 --> 1:07:40.340]  Epstein liked to read a lot and he kept himself, he wasn't a problem starter or too loud, my uncle
[1:07:40.340 --> 1:07:48.500]  said, he was a good cellmate, his niece said, the Daily News reports that Reyes was transferred to a
[1:07:48.500 --> 1:07:55.060]  private prison the day before Epstein hanged himself in August 2019 and it was there that
[1:07:55.060 --> 1:08:02.500]  he contracted the coronavirus, oh so he was found dead in his apartment and they're telling you it
[1:08:02.500 --> 1:08:07.940]  was coronavirus, let me tell you who else died of COVID-19, please pull up the Sir Bruder film,
[1:08:07.940 --> 1:08:14.580]  please, that's right little did you know but the coronavirus COVID-19 got in a time machine and went
[1:08:14.580 --> 1:08:26.900]  back to Dallas in the fall of 1963 and that's how John F Kennedy died, in fact Hitler died in
[1:08:26.900 --> 1:08:30.820]  World War II, people thought he escaped to Argentina, truth is coronavirus killed him too,
[1:08:30.820 --> 1:08:35.700]  the Hindenburg was brought down by the coronavirus, I mean it's that ridiculous,
[1:08:35.700 --> 1:08:41.220]  ladies and gentlemen, he's found dead in his apartment and now the same corrupt New York
[1:08:41.220 --> 1:08:48.820]  system tells us that that's what happened, absolutely insane, absolutely incredible,
