[00:00.000 --> 00:28.840]  Infowars, tomorrow's news, today.
[01:07:26.580 --> 01:07:31.620]  but the callers bring up the news. We've got Robert, we've got so many others we're gonna
[01:07:31.620 --> 01:07:37.300]  be getting to here in just a moment. I noticed that almost no one has called in, which is fine,
[01:07:37.300 --> 01:07:44.900]  it's open phones about Zelensky demanding hundreds of billions more, not just 45 billion,
[01:07:44.900 --> 01:07:50.500]  and saying it's not charity and the US greenlighting strikes inside Russia that have been going on
[01:07:50.500 --> 01:07:56.740]  for a month longer than that really. And how dangerous this is and how do we get out of this
[01:07:56.740 --> 01:08:01.620]  and how do we stop this because again, I've laid this out a lot, but I don't like Russia invading.
[01:08:01.620 --> 01:08:06.100]  I said I thought it was a trap and I knew that US forces were over there and I knew there were
[01:08:06.100 --> 01:08:09.860]  a lot of high tech weapons over there and I knew the West was going to coordinate the Ukrainian
[01:08:09.860 --> 01:08:14.900]  weapons and the coordination that the West has is way beyond anything the Russians can even imagine
[01:08:14.900 --> 01:08:24.580]  with all these AI-grown controlled, robot-controlled systems, autonomous systems. So I understand
[01:08:24.580 --> 01:08:29.700]  that the globalist overthrew Ukraine nine years ago. I understand that they were probing into Russia.
[01:08:31.220 --> 01:08:37.300]  I understand they manipulated Putin into going in and I blame George Soros and Bill Clinton
[01:08:37.300 --> 01:08:42.820]  and Victoria Newlin, all the rest of them, but regardless of what side of this you're on,
[01:08:42.820 --> 01:08:49.620]  this is bad for the planet and bad for our children's future and is incredibly costly
[01:08:49.620 --> 01:08:56.340]  while our nation goes bankrupt. And so I'll also ask the callers, callers that calling after this
[01:08:56.340 --> 01:09:02.980]  raft of folks, how do you think we stop this? What do we do and where do you think this is going?
[01:09:02.980 --> 01:09:07.620]  Because it just keeps escalating. There's only a few steps left until all out nuclear war.
[01:09:07.620 --> 01:09:16.980]  877-789-2539, 877-789-2539. The phones are loaded right now, but as you hear each caller hang up,
[01:09:16.980 --> 01:09:19.700]  that's your chance to call in. I'd like to get some calls on that subject as well.
[01:09:20.260 --> 01:09:22.580]  You know, I don't mind talking about Elon Musk. He's very interesting.
[01:09:23.700 --> 01:09:27.780]  But at the same time, he kind of sucks the oxygen out of the room when I go to infowars.com
[01:09:27.780 --> 01:09:33.380]  or anywhere else and half the stories are about him. And again, I talk about Elon Musk too,
[01:09:33.380 --> 01:09:39.060]  but to me, the war and the open borders and the dollar devaluation, for me, that's paramount.
[01:09:39.940 --> 01:09:43.620]  But let's talk about Elon Musk. Robert and Florida, let's talk about Elon Musk. Go ahead.
[01:09:44.980 --> 01:09:49.380]  Morning, Alex. How are you? All right, brother. I'm really worried about all of our futures.
[01:09:50.020 --> 01:09:56.260]  Exactly. Yes. A couple of points that I wanted to make. Elon Musk, I think, is evil destroying
[01:09:56.260 --> 01:10:06.980]  evil. I don't think he's any good for us. Yeah, I got what you said at the start there,
[01:10:06.980 --> 01:10:12.340]  then you're fine. A little bit of a problem. Sorry about that. Elon Musk, I think, is getting
[01:10:12.340 --> 01:10:18.740]  people to trust him for Starlink. Evil destroys evil. I don't think he's going to do any good
[01:10:18.740 --> 01:10:22.660]  for this country. And if he does, everyone knows nothing's going to happen. If the
[01:10:22.660 --> 01:10:29.620]  GOP doesn't go after everybody and do anything, we all know it's just another thing to get us
[01:10:29.620 --> 01:10:36.580]  sidetracked on what's really happening. Another thing I want to promote is your testosterone.
[01:10:36.580 --> 01:10:41.780]  I actually am 47 years old. I've been feeling like crap. I actually went and got my testosterone
[01:10:41.780 --> 01:10:46.660]  levels checked. I'm not even on the charts. I recommend anybody over the age of 40, especially
[01:10:46.660 --> 01:10:52.660]  men. Go out and get your stuff checked. It makes you feel great. By Alex's supplement,
[01:10:53.380 --> 01:10:58.980]  the problem that I'm having on my account at your website, I can't change my address. I moved
[01:10:58.980 --> 01:11:03.060]  from Washington State to Florida. If I order products, I think they're going to get shipped
[01:11:03.060 --> 01:11:07.380]  to Washington State. I don't know who to talk to. I've called. I've sent emails. I can't get anybody
[01:11:07.380 --> 01:11:12.660]  to respond back. I'll tell you what you do. Give me your name and number right now, and I promise
[01:11:12.660 --> 01:11:18.980]  you that you will get a call in the next hour. Perfect. Get his name and number, folks. I'm
[01:11:18.980 --> 01:11:22.500]  going to give it to customer service right now, and it will get handled, sir. In fact,
[01:11:23.060 --> 01:11:27.780]  give him my phone number. Give him my cell phone number. Give that call or my cell phone number.
[01:11:27.780 --> 01:11:31.220]  I'm going to make sure this happens, but also give me your number, sir. I'm going to make damn
[01:11:31.220 --> 01:11:38.740]  sure that happens. Continuing. Here, ladies and gentlemen, let's talk about testosterone.
[01:11:38.740 --> 01:11:44.740]  The testosterone of somebody in the 1950s was about three times what it is now in the studies
[01:11:44.740 --> 01:11:50.500]  for an average 40-year-old. Now, why is that? Why is the sperm count down over 90% in some areas
[01:11:50.500 --> 01:11:56.980]  on average? 67%. Big studies on that. Look it up. Why is this happening? It's the chemicals in the
[01:11:56.980 --> 01:12:03.300]  food and the water, ladies and gentlemen, and the high-soil diet is able to go in and make your
[01:12:03.300 --> 01:12:07.460]  body think you're menopausal as a man, and men don't have menopausal the same way as a woman,
[01:12:07.460 --> 01:12:12.100]  but you can trick your body to lower your levels. And I got to tell you, the most important thing
[01:12:12.100 --> 01:12:20.180]  anybody can do is naturally boost testosterone. James Cameron just came out and said he thinks
[01:12:20.180 --> 01:12:24.900]  we should just basically have wore on testosterone and remove testosterone, and that's why they want
[01:12:24.900 --> 01:12:29.700]  to give little boys puberty blockers and the rest of it because they don't want us to become men.
[01:12:30.340 --> 01:12:35.940]  And there are so many ways to naturally boost your testosterone level that are out there or to
[01:12:35.940 --> 01:12:41.940]  get your body to turn back on. And I would just encourage people before you go the medical route
[01:12:41.940 --> 01:12:48.340]  to do what I've done and to go the herbal and supplement round, and it is dramatic what goes
[01:12:48.340 --> 01:12:54.500]  on with exercise. Now, that said, everybody needs to drink lots of water. Everybody needs to be taken
[01:12:54.500 --> 01:12:58.660]  aspirin every day, especially, and I'm not your medical doctor, that's my opinion, if you're
[01:12:58.660 --> 01:13:02.980]  40 or more, but I've looked at all the studies. If you're not drinking enough water and there's
[01:13:02.980 --> 01:13:07.860]  all this spike protein out there, you would have taken the shots. Testosterone will produce more
[01:13:07.860 --> 01:13:13.620]  blood, will produce more platelets, and will make your blood thicker. Okay. And so you need to be
[01:13:13.620 --> 01:13:18.260]  taking aspirin, you need to be drinking a lot of water. And when I say that, I tell, I'm pointing
[01:13:18.260 --> 01:13:23.140]  it myself here because I remember to drink 15 glasses of water a day, just get used to it, enjoy it.
[01:13:24.500 --> 01:13:27.540]  You want more and more water, the more water you drink. When you don't drink enough, your body
[01:13:28.100 --> 01:13:31.540]  protects you and makes you think you don't need it, and your thirst actually goes down.
[01:13:31.540 --> 01:13:39.860]  Just start pounding water. And I would take a 200 milligram aspirin every night when you go to sleep,
[01:13:39.860 --> 01:13:45.140]  and it is just so important. I went and had my heart checked, and I'm overweight and super stressed.
[01:13:45.140 --> 01:13:50.340]  I had my heart checked, had like 80-something blood tests done about three, four months ago,
[01:13:50.340 --> 01:13:54.900]  and they said, you've got the testosterone of a 30-year-old, you've got the heart of a 30-year-old,
[01:13:54.900 --> 01:13:59.700]  your blood pressure is perfect. What are you doing? And I'm like, I'll exercise a little bit,
[01:13:59.700 --> 01:14:05.300]  I take these supplements, and I try not to eat fast food. Everybody gets busy and you do it sometimes.
[01:14:05.300 --> 01:14:09.860]  So I'm certainly no pantheon of health and have all the answers, but I do look at all the news and
[01:14:09.860 --> 01:14:17.700]  the studies and talk to the experts, and yes. 1776 testosterone boost is an already number
[01:14:17.700 --> 01:14:22.660]  one best-selling brand made by a pharmaceutical company for over the counter. This is our name.
[01:14:24.180 --> 01:14:28.260]  They said, you can private label it. We don't do this for most people, but the owner is a listener.
[01:14:28.260 --> 01:14:34.340]  And so this sells for $100 all day in stores, has very expensive compounds in it, and it,
[01:14:34.980 --> 01:14:38.180]  so for the price you're getting it at $59, you cannot beat it.
[01:14:38.980 --> 01:14:42.660]  Now, does it compete without the power? Does it compete with supermodel? You know,
[01:14:42.660 --> 01:14:46.100]  they're all different formulas, different compounds that are known to do the same thing,
[01:14:46.100 --> 01:14:48.500]  and different products are going to be better for different people.
[01:14:50.180 --> 01:14:55.860]  Everybody's different, folks. Like, most people, you know, they give people Ritalin who are hyperactive
[01:14:55.860 --> 01:14:58.420]  and it burns them out and makes people, you know, less hyperactive.
[01:15:00.740 --> 01:15:04.980]  So most people get depressed if they drink alcohol. It's depressing.
[01:15:04.980 --> 01:15:08.740]  I drink alcohol as the opposite effect. It has like an emfetamin effect, and they know medically
[01:15:08.740 --> 01:15:13.940]  that about five, six percent of people are like that. The point is, it's different strokes for
[01:15:13.940 --> 01:15:21.860]  different people, all right? And I'm telling you, testosterone boost is amazing. 1776
[01:15:21.860 --> 01:15:27.940]  testosterone boost is the InfoWars platinum line. I'm going to go back to your calls,
[01:15:27.940 --> 01:15:32.420]  but I'm going to make this point that I'm done plugging. HCHmax is incredibly strong,
[01:15:32.420 --> 01:15:35.860]  and it isn't advertised as a sleep aid, but what it does, rebooting your cells,
[01:15:35.860 --> 01:15:41.140]  makes most people super tired. So for the deepest, craziest sleep I've ever had,
[01:15:41.140 --> 01:15:46.820]  take HCHboostmax, be ready to sleep like 10 hours, and only take about a quarter of the first dose.
[01:15:46.820 --> 01:15:53.220]  Listen to me. This is the top rated HCHboost on the market in the United States for a reason,
[01:15:53.220 --> 01:15:55.700]  now private labeled by us at infowarstore.com.
[01:15:58.260 --> 01:16:04.340]  There's a war against our masculinity. There's a war in the environment, the food, the water,
[01:16:04.340 --> 01:16:10.580]  the air, the electromagnetics, the injections to really cut us off from what God designed us to be.
[01:16:10.580 --> 01:16:18.500]  But through Mother Nature, the creator gave us compounds that can counteract what the globalists
[01:16:18.500 --> 01:16:24.420]  have done. And I got to tell you, all our supplements are great, but we've got a real game changer now.
[01:16:24.420 --> 01:16:30.020]  We've never put anything out this powerful. It's InfoWars platinum, now exclusively available
[01:16:30.020 --> 01:16:36.020]  at 40% off at infowarstore.com. This is private labeled, three of the top best sellers in the
[01:16:36.020 --> 01:16:41.940]  country right now, but it's exclusively available under the brand name and private label of InfoWars
[01:16:41.940 --> 01:16:51.620]  platinum at infowarstore.com. It's HCHboostmax, it's Pain MD, and it's 1776 testosterone boost.
[01:16:51.620 --> 01:16:56.980]  Yield it to yourself and your way of life and your well-being to try these out and fund the InfoWars.
[01:16:58.340 --> 01:17:02.740]  Ladies and gentlemen, InfoWars live products have always been the highest quality,
[01:17:02.740 --> 01:17:08.340]  triple tested, and you've seen the right reviews. But doing deep research, we made contact with the
[01:17:08.340 --> 01:17:14.100]  top company in the United States, and it turned out they were supplying almost all the raw materials
[01:17:14.100 --> 01:17:18.900]  to the companies that we were already using. So we've gone directly to the source, and that
[01:17:18.900 --> 01:17:24.180]  means we can give you lower prices on the very same high quality supplements. And in some cases,
[01:17:24.180 --> 01:17:34.340]  even better. Introducing InfoWars MD at infowarstore.com. InfoWars MD exclusively at infowarstore.com
[01:17:34.980 --> 01:17:42.420]  has 10 new products, turmeric 95, libido rx, better mood, nitric boost, much room max,
[01:17:42.420 --> 01:17:48.180]  so they trope it, ankles fatality collagen, superfood greens, and more. Just taking superfood
[01:17:48.180 --> 01:17:53.300]  greens, this is the highest quality greens out there, and it's at a price way way lower than
[01:17:53.300 --> 01:17:58.260]  the same product on store shelves for twice the cost. Find InfoWars MD at infowarstore.
[01:17:58.260 --> 01:18:04.580]  Introducing our new incredible supplement line, InfoWars MD. Now in 60 seconds, it's hard to
[01:18:04.580 --> 01:18:10.420]  tell you how incredible these products are, but all of these products are already sold on store
[01:18:10.420 --> 01:18:16.180]  shelves under other brand names for up to twice the cost we're selling it to you. These are high
[01:18:16.180 --> 01:18:20.420]  end, these are the very best. You know, our body's ultimate tumor formula is amazing? Well,
[01:18:20.420 --> 01:18:27.220]  guess what? We don't have turmeric 95 that's basically the same formula for a lower price. CBD
[01:18:27.220 --> 01:18:34.420]  oil of the highest quality, up to 50% less than major competitors selling the exact high quality
[01:18:34.420 --> 01:18:41.300]  full spectrum CBD. And it goes on for all the new InfoWars MD products at infowarstore.com.
[01:18:41.300 --> 01:18:48.580]  The highest quality directly from the manufacturer to your door at prices up to 50% in some cases
[01:18:48.580 --> 01:18:53.460]  100% lower than what they're sold for in stores. InfoWars MD at infowarstore.com.
[01:18:58.580 --> 01:19:04.580]  Why does the establishment spend so much time demonizing InfoWars, attacking myself and the
[01:19:04.580 --> 01:19:10.020]  crew and our other hosts? Because they know we're pro-human, they know we're telling the truth,
[01:19:10.020 --> 01:19:15.700]  they know we've got their number, they know everything we do is about empowering humanity.
[01:19:15.700 --> 01:19:20.580]  And God gave us through Mother Nature incredible compounds that will supercharge our body's
[01:19:20.580 --> 01:19:27.620]  stamina, libido, energy, and immune systems. And we came out many years ago with Real Red Pill Plus
[01:19:27.620 --> 01:19:34.180]  that has all the documented compounds like preglonone and so much more to supercharge your body.
[01:19:35.060 --> 01:19:41.540]  And to give your body the key elements and the key ingredients it needs to function at a proper
[01:19:41.540 --> 01:19:48.180]  at a proper level. This is the answer to the New World Order's tyranny. This is Real Red Pill Plus
[01:19:48.180 --> 01:20:14.820]  sold out for two years 50% off at infowarstore.com. Get the Red Pill Plus exclusively infowarstore.com.
[01:20:14.820 --> 01:20:18.420]  All right, we are back. I was a bad boy. Santa's gonna leave
[01:20:19.300 --> 01:20:21.780]  coal under the Christmas tree here in my stocking.
[01:20:25.060 --> 01:20:28.740]  I guess Grompus is gonna come visit me. I didn't take one phone call last segment. Let's
[01:20:28.740 --> 01:20:35.620]  do better this segment. Agent Ike in New York. Thanks for calling. Hi, Alex. Sorry. I'm all right,
[01:20:35.620 --> 01:20:39.860]  brother. Go ahead. Thanks for calling. Well, first I got a comment and then two questions.
[01:20:39.860 --> 01:20:45.140]  My first comment is I thought it'd be a good idea to have the info warriors and yourself
[01:20:45.140 --> 01:20:51.380]  take our vitamins and minerals and pills before every episode starts right at the beginning.
[01:20:51.380 --> 01:20:54.980]  I thought that'd be kind of a clever idea. You know, it is because here's what happens when I
[01:20:54.980 --> 01:20:59.380]  remember to take all the supplements and my aspirin. I'm so healthy and feel great. And then
[01:20:59.380 --> 01:21:03.140]  sometimes I'll take them for a couple months religiously and forget like two months goes by
[01:21:03.140 --> 01:21:07.220]  and it's like, why can't I remember? And it's like, oh, my wife took the lazy Susan
[01:21:07.220 --> 01:21:12.580]  off the kitchen table because it's cluttered. And so I just, I fight with her about that,
[01:21:12.580 --> 01:21:16.020]  about keeping it out on the table. She goes, can't you remember over here by the cupboard?
[01:21:16.020 --> 01:21:19.780]  Can I put it in the cupboard? And I just, I can't remember if it's not there. So I think I'm gonna
[01:21:19.780 --> 01:21:26.420]  put all my supplements on my bathroom counter. Well, we could do a live on air or be like a
[01:21:26.420 --> 01:21:32.260]  sacrament. You know, it's so important to do this. People really should. What else is on your mind,
[01:21:32.260 --> 01:21:38.580]  brother? First, I was wondering then your thoughts not looking for financial advice, but being that
[01:21:38.580 --> 01:21:45.700]  economy is the way it is, selling the 401k, is that a good idea to try to take advantage of
[01:21:45.700 --> 01:21:50.020]  the money that we have now to use to our advantage? You know, even the head of the Federal Reserve
[01:21:50.020 --> 01:21:53.940]  who's running all this and is a bad guy said he doesn't know what's going to happen with interest
[01:21:53.940 --> 01:22:00.420]  rates increases. And so things are so volatile and so crazy in the bond market and the stock market
[01:22:00.420 --> 01:22:06.020]  that I really cannot give you an honest answer. I think the most important thing is to be healthy,
[01:22:06.020 --> 01:22:09.220]  to have a relationship with God, to have good friends and family you take care of.
[01:22:10.340 --> 01:22:15.860]  And I certainly can give my own personal health advice, not because I follow it very well,
[01:22:15.860 --> 01:22:20.340]  but because I study it constantly and know what the reality is. But when it comes to financials,
[01:22:21.140 --> 01:22:25.940]  man, I mean, I, you know, it's six one way happened. I mean, like, do you want to buy defense stocks?
[01:22:25.940 --> 01:22:31.060]  Do you want to buy stocks that are corrupt like Pfizer and stuff? I mean, clearly,
[01:22:32.180 --> 01:22:35.780]  if they maintain control, they're going to only get more powerful and more money.
[01:22:36.420 --> 01:22:41.860]  But if they do tank, then you'll be screwed. Plus, would you want to invest there? Look at big tech,
[01:22:41.860 --> 01:22:47.540]  their stocks are basically all down except for Apple. And so we're in a very, very volatile time.
[01:22:47.540 --> 01:22:53.460]  They've raised interest rates to lower inflation. It's not working. So we're getting inflation and
[01:22:53.460 --> 01:22:58.180]  higher interest rates and a slowing economy. That's supposedly impossible until the 70s.
[01:22:58.180 --> 01:23:02.580]  They'd never had before. They call it stagnflation. So I got to be completely honest with you.
[01:23:02.580 --> 01:23:07.860]  Things are deteriorating. And if I wasn't doing this as a talk show host, and if I had the money
[01:23:08.420 --> 01:23:14.260]  to long term just disappear, I would move to the most rural middle of the nowhere area that has
[01:23:14.260 --> 01:23:21.300]  a lot of farmers and a diversity of farming and ranching and a very highly dense Amish population
[01:23:21.300 --> 01:23:25.860]  nearby because no matter what happens, you can trade with them. And I would just absolutely
[01:23:25.860 --> 01:23:34.180]  live down a dirt road behind a hill in a shack. I mean, if I was not going to stay here on air,
[01:23:34.180 --> 01:23:40.100]  I would exit society immediately. I mean, because I have children and I care about them.
[01:23:40.100 --> 01:23:45.860]  But instead, I'm staying on air in the hopes we can mitigate how bad this is as the best action.
[01:23:45.860 --> 01:23:53.460]  But if I was not on air, I would be exiting society and going low profile as quickly as possible.
[01:23:54.820 --> 01:24:00.580]  Right. And my last question is just wondering is any more information about the weaponization of
[01:24:00.580 --> 01:24:07.220]  the IRS? They've hired what is it? 70 something thousand new people to quote target average people,
[01:24:07.220 --> 01:24:12.260]  even though average people only pay about a third of the total taxes. And so they want total
[01:24:12.260 --> 01:24:17.220]  harassment to bankrupt the average person to make you give up and go on the social credit score
[01:24:17.220 --> 01:24:22.100]  universal basic income, which is just welfare for everybody. But it comes with societal strings
[01:24:22.100 --> 01:24:30.180]  attached. So you get I mean, they just gave a 25% budget increase the ATF. They just gave
[01:24:30.180 --> 01:24:36.420]  basically a doubling of funding the IRS. Every agency they can to squeeze the American people,
[01:24:36.420 --> 01:24:40.900]  they're basically given steroids right now. So yeah, I mean, I think you answered your own
[01:24:40.900 --> 01:24:45.860]  question. It's already weaponized. Everything we saw under lowest learner, I think it's about to get
[01:24:45.860 --> 01:24:51.460]  three or four times worse. Okay. Well, thank you, sir. Thanks for taking my call. Thank you. You
[01:24:51.460 --> 01:24:54.980]  know, I wish I could give you more specifics, but I just cannot lie to you and tell you that I know
[01:24:54.980 --> 01:25:02.340]  what to do about the stock market or your 401ks. I'll just say this. If I had stocks and bonds
[01:25:02.340 --> 01:25:08.820]  and a bunch of money, I would be completely diversified. I would have crypto, the Bitcoin,
[01:25:08.820 --> 01:25:14.340]  I would have gold and silver, I would have some of the best performing farming stocks,
[01:25:15.060 --> 01:25:20.340]  I would have high tech stocks, I would have nano tech stocks, I'd have big pharma stocks,
[01:25:20.340 --> 01:25:26.500]  I'd have defense stocks. But I just morally and I'm not on some high horse, I just feel so bad
[01:25:27.140 --> 01:25:32.020]  being connected to anything that's doing evil that even though most of what Pfizer does is good,
[01:25:32.020 --> 01:25:36.580]  but that one thing they do super evil, you can't be involved with it. But I'm not going to sit there
[01:25:36.580 --> 01:25:41.300]  and blame or judge people. If they're making money off the system and then fighting the system with
[01:25:41.300 --> 01:25:47.300]  the money, that's up to you to make that equation. But it's a very complex equation and it's up to
[01:25:47.300 --> 01:25:53.780]  each person to make it. But I am just not enough of a financial expert on the wide spectrum of money.
[01:25:53.780 --> 01:25:57.860]  I do know how central banking works. I do know how fractional reserve banking works. I do know
[01:25:57.860 --> 01:26:02.020]  about derivatives. I do know about all the pump and dump scams. I do know how the ultra rich give
[01:26:02.020 --> 01:26:06.420]  themselves unlimited money that pass us on the debt and the and the devaluation. I know how
[01:26:06.420 --> 01:26:12.180]  the scam works. But to try to pretend that I can sit here and pick winners for people. I mean,
[01:26:12.180 --> 01:26:16.820]  here's an example. Joe Rogan told me six months before it hit the news that he'd done a contract
[01:26:16.820 --> 01:26:21.780]  with Spotify, but not to tell anybody. And I didn't didn't tell my wife didn't tell my neighbors.
[01:26:22.740 --> 01:26:26.900]  And I mean, I knew that their stock would explode. And it basically went up 60 70%
[01:26:27.620 --> 01:26:31.700]  in the week after he did that. So if I would have done that, but I didn't do it,
[01:26:31.700 --> 01:26:37.940]  because I've made a decision not to get involved. And there's also another thing. They'll if I have
[01:26:37.940 --> 01:26:43.700]  a crooked toenail, they're gonna put me in prison. And so in my position, I learned a lot of insider
[01:26:43.700 --> 01:26:49.220]  knowledge. And so if I use that knowledge, it really becomes a form of insider trading. Now,
[01:26:50.100 --> 01:26:54.980]  Congress passed a law where they can insider trade so that I wouldn't be tempted. I mean, look,
[01:26:54.980 --> 01:27:01.860]  here's the deal. I don't like to go to topless bars because I'm attracted to women. And I'd
[01:27:01.860 --> 01:27:06.100]  probably leave with one, not mad at guys that go to them. I'm not judging you do what you want.
[01:27:06.100 --> 01:27:11.220]  I stay out of topless bars because I don't want to cheat on my wife. You know, it's like putting
[01:27:11.220 --> 01:27:16.740]  a dog in a butcher shop with a bunch of meat hanging off the walls. But it's the same thing when it
[01:27:16.740 --> 01:27:21.780]  comes to stocks and all the rest of it, I just stay out of it. Not because I'm saying it's overtly
[01:27:21.780 --> 01:27:27.220]  evil. It's just that once I got involved in that, I would obsess on it. I'd be very successful at it.
[01:27:27.220 --> 01:27:33.860]  I know every facet of it. Instead, I've just stayed away from it. I look at the 35,000 foot view.
[01:27:34.660 --> 01:27:39.540]  I don't really study the view at two inches away when it comes to those things. And I'm just being
[01:27:39.540 --> 01:27:44.100]  honest, folks. I'm completely honest. All right, I got to one call that segment. I'm out of control.
[01:27:44.100 --> 01:27:50.500]  I'm back to the old Alex here. But it's going to stop. I'm going to have them fix a shock collar
[01:27:50.500 --> 01:27:54.980]  on me. I'm joking. But if I don't take five calls the next segment and five the next,
[01:27:55.540 --> 01:28:00.580]  I'm going to have big Scott Bronson, the producer coming here and punch me right in the nose. How
[01:28:00.580 --> 01:28:05.940]  about that? Well, we'll get to your calls. But it's hard to answer complex questions like that easily.
[01:28:05.940 --> 01:28:13.140]  So David, Virginia. And then Michael, your calls are straight ahead. Please remember,
[01:28:14.020 --> 01:28:19.620]  there's a lot of news I'm not covering because we're taking your calls. I had one of the crew
[01:28:19.620 --> 01:28:23.700]  members asked, why aren't you covering all the Democrats that just got busted being pedos? And
[01:28:23.700 --> 01:28:27.780]  I said, well, I mean, I'd be on air all day every day if we covered who was being busted
[01:28:27.780 --> 01:28:33.780]  being pedos on a daily basis. I mean, my goodness. But yes, I do have those pedo articles. I have
[01:28:33.780 --> 01:28:40.820]  churches everywhere, desecrating Christ, the LGBT movement. And so I'll hit that next hour
[01:28:41.940 --> 01:28:48.980]  as promised. But right now we're taking your phone calls. We'll be right back on the other side.
[01:28:48.980 --> 01:29:02.420]  Please stay with us info wars.com and band.video. I want you to remember two words info wars platinum
[01:29:03.620 --> 01:29:10.340]  in the history of info or supplements. And they're amazing. This is hands down the most powerful
[01:29:10.980 --> 01:29:15.780]  game changing products we've ever offered to the public. Now, all three of these are private labels
[01:29:15.780 --> 01:29:20.740]  of three national bestsellers put out by a pharmaceutical company that also makes high end
[01:29:20.740 --> 01:29:25.780]  supplements and the owners a listener and a supporter. So they're giving them to us at 40%
[01:29:25.780 --> 01:29:32.180]  off what they're sold on stores over 20% off what they're sold online under the info wars
[01:29:32.180 --> 01:29:39.940]  platinum brand name. These are incredible pain MD, HGH max boost and of course 1776
[01:29:39.940 --> 01:29:44.820]  testosterone boost. Read about them at info wars.com. We'll learn about them and then try
[01:29:44.820 --> 01:29:49.940]  them out for yourself. And I know you will be a repeat customer, which is awesome. It'll empower
[01:29:49.940 --> 01:29:55.380]  your life, make your life more amazing, and it will keep us on the air a 360 wind info wars
[01:29:55.380 --> 01:30:03.780]  platinum now available at info or store.com. Have you tried taking the real red pill, a one of a kind
[01:30:03.780 --> 01:30:10.500]  heart and brain formula designed exclusively for info wars life. The main ingredients in the real
[01:30:10.500 --> 01:30:17.380]  red pill plus is pregnant alone, a little known neuro steroid that assists in our body's natural
[01:30:17.380 --> 01:30:24.260]  hormone production and low levels are associated with fatigue, low brain function and unhealthy
[01:30:24.260 --> 01:30:31.220]  aging. The real red pill plus also provides essential trace minerals such as vitamin B12,
[01:30:31.220 --> 01:30:38.340]  calcium and zinc featuring naturally occurring L, theanine, caffeine and theobromine. The energy
[01:30:38.340 --> 01:30:44.660]  blend inside the real red pill plus provides an extra pick me up for your day that goes beyond the
[01:30:44.660 --> 01:30:52.180]  second cup of coffee. So visit info wars store.com, go down the rabbit hole and try taking the real red
[01:30:52.180 --> 01:31:00.100]  pill to see what it's really all about. That's info wars store.com. Look, it's not hype when you've
[01:31:00.100 --> 01:31:05.460]  delivered and info wars has been the tip of spear against tyranny. When it comes to the products we
[01:31:05.460 --> 01:31:11.140]  sell to funder operation, they're just like our news and information. They are powerful and they
[01:31:11.140 --> 01:31:16.180]  change the world. The real red pill plus one of our top sellers before over two years, it's been
[01:31:16.180 --> 01:31:22.340]  sold out because of supply chain breakdowns. It's finally back at stock or 50% off at info wars
[01:31:22.340 --> 01:31:26.740]  store.com. Now, the limited time we have, I can't get into all the ingredients that are in it, but
[01:31:26.740 --> 01:31:33.860]  this sucker is amazing. Look for yourself at how loaded each bottle is, ladies and gentlemen.
[01:31:33.860 --> 01:31:39.540]  Every one of these will supercharge your day and everything you do. Just look into the preglonome
[01:31:39.540 --> 01:31:44.580]  that we've got that's in this product. Get your real red pill plus of a proprietary product nobody
[01:31:44.580 --> 01:31:52.260]  else has exclusively back in stock for 50% off at info wars store.com. This is as close as the
[01:31:52.260 --> 01:31:59.700]  matrix red pill as you're going to get red pill plus 50% off info wars store.com until about 150
[01:31:59.700 --> 01:32:06.660]  years ago. Cultures all over the world believe that people got sick and died in many cases in the
[01:32:06.660 --> 01:32:13.620]  winter because of something called vapors. The associated these poisonous vapors with cold
[01:32:13.620 --> 01:32:18.980]  weather. Of course, it wasn't the cold weather or catching a chill that killed people. What was
[01:32:18.980 --> 01:32:26.740]  killing people was a lack of vitamin D three. You see the sun via your skin helps your body
[01:32:26.740 --> 01:32:32.660]  produce vitamin D three, but if you're not getting enough sun, you will not produce vitamin D three
[01:32:32.660 --> 01:32:36.820]  and then it's very easy for viruses and other things to start replicating and taking your body
[01:32:36.820 --> 01:32:41.540]  over. So now it's more important than ever because the winter is here to take high quality vitamin
[01:32:41.540 --> 01:32:46.180]  D three and we have the best with our vitamin D three gummies with calcium for better upload
[01:32:46.180 --> 01:32:53.380]  into your body for 50% off at info wars store.com with promo code 1776. Don't wait, support the
[01:32:53.380 --> 01:32:57.300]  info war and your immune system with vitamin D three gummies at info wars store.com.
[01:32:59.940 --> 01:33:05.940]  Leading a frontal assault on the lies of the new world order. It's Alex Jones.
[01:33:12.100 --> 01:33:16.100]  I'm going right back to your calls from the election show, but first a little excerpt of
[01:33:16.100 --> 01:33:19.860]  Zelensky and his little dictator military outfit last night being celebrated.
[01:33:19.860 --> 01:33:24.900]  Saying it's not charity to give him money that they'll fight the war, but the US is fighting
[01:33:24.900 --> 01:33:30.580]  the war and is helping coordinate the attacks. And so now Americans are being targeted by Russia
[01:33:30.580 --> 01:33:37.140]  with nuclear weapons. So everything he says here is again a fraud that that Ukraine is fighting
[01:33:37.140 --> 01:33:42.820]  the war. No, the globalists are empowering Ukraine and they overthrew the government nine years ago
[01:33:42.820 --> 01:33:49.060]  and started the ongoing war against Russia that triggered this. That's the facts. Here's Zelensky.
[01:33:49.060 --> 01:33:57.460]  I believe there should be no taboos between us in our alliance. Ukraine never asked the American
