[00:00.000 --> 00:19.000]  Music
[45:38.920 --> 45:44.000]  the while enjoying a truly great tasting cup of my favorite coffee available at
[45:44.000 --> 45:48.240]  infowarslife.com not a group you develop living defense for us it took you over a
[45:48.240 --> 45:52.640]  year to do it why is this so good because people are actually waking up to the
[45:52.640 --> 45:57.200]  problem that pretty much scares me the most I mean I try to make sure that I
[45:57.200 --> 46:01.880]  don't put toxins from food and water and beverages in my system but right now
[46:01.880 --> 46:06.800]  we're dealing with massive parasites which is anything that's harmful to your
[46:06.800 --> 46:11.760]  body that lives off a host mechanism right now with all the refugees spreading
[46:11.760 --> 46:15.960]  disease around we have biological warfare going on everywhere these are all
[46:15.960 --> 46:18.960]  parasites tell us about all the stuff I said there's so many things that are in it
[46:18.960 --> 46:23.720]  you have the neem in there you have the organic clove bud the organic wormwood I
[46:23.720 --> 46:27.520]  recommend doing a parasite cleanse at least twice a year all right well I'm
[46:27.520 --> 46:30.520]  glad we've got some back in because I'm going back on it today it just came back
[46:30.520 --> 46:33.920]  in yesterday living defense infowarslife.com and folks you can't lose
[46:33.920 --> 46:38.560]  full of stuff that's great for your body period and you support the broadcast
[46:38.560 --> 46:42.440]  infowarslife.com thank you doctor group from the Global Healing Center thank
[46:42.440 --> 46:50.320]  you so much for all your work sir on this great product you're listening to
[46:50.320 --> 46:53.960]  the Alex Jones show
[46:53.960 --> 47:11.680]  well I won't back down Monday through Friday no I won't 11 a.m. to 3 p.m.
[47:11.680 --> 47:16.400]  we're live a lot of other registrations we are the broadcast you know the
[47:16.400 --> 47:20.640]  media acts like infowars is dangerous and that that's a bad thing but who are
[47:20.640 --> 47:25.320]  we dangerous to we're dangerous to the globalist and I hope the listeners and
[47:25.320 --> 47:29.080]  viewers don't take for granted the affiliates that bravely carry this
[47:29.080 --> 47:34.040]  broadcast hope you don't take for granted the great crew we've got because
[47:34.040 --> 47:38.840]  infowars is a precious asset in the fight for freedom and I want to thank you
[47:38.840 --> 47:42.320]  all for your support and your prayers and know this I don't take you for
[47:42.320 --> 47:46.680]  granted it's very very humbling to be at your service because being a service
[47:46.680 --> 47:51.200]  for you as a service to myself and my family and trying to beat the absolutely
[47:51.200 --> 48:02.480]  kleptocratic psychopathic globalists that are so ruthless if you just joined
[48:02.480 --> 48:07.040]  this Colonel Schaefer one on Fox News last night and said from his sources in
[48:07.040 --> 48:12.040]  the government this is a leftist Democratic Party operation with mainstream
[48:12.040 --> 48:16.560]  media corporate media hyping the climate of kill the Republicans kill the
[48:16.560 --> 48:21.000]  white people and Michelle Obama came out and said that the government's bad
[48:21.000 --> 48:24.960]  because there's white people and there and there's men that's a quote that's
[48:24.960 --> 48:30.720]  coming up you see Trudeau saying after another Islamic attack Sunday he said
[48:30.720 --> 48:34.800]  white supremacism is the problem we apologize for it so when a black guy
[48:34.800 --> 48:39.600]  kills white people it runs them over you just say that as cognitive dissonance
[48:39.600 --> 48:45.520]  and you keep pushing and then when your target gets shot up and 500 people get
[48:45.520 --> 48:51.360]  shot and 59 get killed you turn around and say see white people turn your gun
[48:51.360 --> 48:54.800]  in oh and when people don't take their vaccines you have the head of the Texas
[48:54.800 --> 49:00.240]  vaccine program out of Baylor say we've got to get rid of the white people let's
[49:00.240 --> 49:06.840]  kill them see this all sounds insane but they all said that the deputy had a
[49:06.840 --> 49:11.040]  CBS said these are a bunch of white Republicans they deserve it she's a
[49:11.040 --> 49:16.080]  white woman they've gotten so radicalized with their own propaganda that
[49:16.080 --> 49:20.200]  they're believing all this stuff and then when their folks go out and kill
[49:20.200 --> 49:27.600]  they cover it up and they blame it on the victims and you see Democrats all
[49:27.600 --> 49:31.360]  over the place I've got a stack of news of Democrats celebrating the dead
[49:31.360 --> 49:35.040]  simultaneously oh we love them so much oh but they deserve it they're a bunch of
[49:35.040 --> 49:38.800]  Republican right-wing scum that like country music fly over country oh but
[49:38.800 --> 49:41.880]  remember them and turn your guns in but you're the ones that want guns so you
[49:41.880 --> 49:50.280]  deserve it that's what they're saying and they think you're stupid but the
[49:50.280 --> 49:55.680]  truth is you've broken with them you're awake to what they're doing and so they
[49:55.680 --> 49:59.560]  now have weaponized all the media and the NFL and the late-night shows and
[49:59.560 --> 50:03.520]  that's not working either so now they've got to wind up one of their toys to go
[50:03.520 --> 50:08.320]  out and shoot hundreds of people to try to then project it on us and say see
[50:08.320 --> 50:14.840]  we should be running things we know you did it scum bare minimum by hyping the
[50:14.840 --> 50:22.320]  whole thing you're to blame and Colonel Shaffer says you're to blame and the top
[50:22.320 --> 50:24.920]  psychiatrist that works for the federal government's come out and says you're to
[50:24.920 --> 50:31.040]  blame and other experts are coming out saying you're to blame and clearly look
[50:31.040 --> 50:34.760]  at the target look at the guy and it's all gonna come out him there and hit
[50:34.760 --> 50:39.080]  wearing his little pink you know hat and being part of the women's March group
[50:39.080 --> 50:45.360]  and sorcerer and all of it's coming out we know just exactly what went on now
[50:45.360 --> 50:52.000]  don't we we now have it all figured out don't we and so you better try as hard
[50:52.000 --> 50:56.320]  as you can to keep it covered up just like Hillary hacking the election she
[50:56.320 --> 51:00.440]  stole five states tried to steal six others got caught had five plus million
[51:00.440 --> 51:04.840]  legal vote not three million like Trump said it's all come out Harvard studies
[51:04.840 --> 51:10.440]  they turned around and say the Russians tried to hack it well of course every
[51:10.440 --> 51:13.640]  foreign government out there tries to influence our elections we do theirs too
[51:13.640 --> 51:18.560]  but they weren't anything compared to all of Hollywood and all the big media and
[51:18.560 --> 51:22.120]  all the big telecoms and Google and Facebook and the big internet companies
[51:22.120 --> 51:27.160]  and the big universities and all the money and all the newspapers and the
[51:27.160 --> 51:31.440]  foreign governments and the Saudi Arabians and the EU and the Vatican all
[51:31.440 --> 51:36.320]  saying you can't make America great again you'll never rebuild you'll never
[51:36.320 --> 51:40.800]  have 3% growth rate again we're gonna get your guns we're gonna ban your
[51:40.800 --> 51:46.400]  speech your kids belong to us remember MSNBC well guess what your name is easy
[51:46.400 --> 51:50.560]  as you thought it'd be dirt bags and now you're telling everybody you're gonna
[51:50.560 --> 51:54.920]  start killing people and you got CIA deputy directors on TV saying we're
[51:54.920 --> 51:59.160]  gonna kill the president as a threat to the president as if he doesn't know what
[51:59.160 --> 52:03.440]  you're doing as if you think he's gonna roll over he's not rolling over I'm not
[52:03.440 --> 52:11.560]  rolling over and all you've done is shum in the whirlwind scum that's all you've
[52:11.560 --> 52:19.360]  done is wake up America good luck now Grendel thought he was coming to eat
[52:19.360 --> 52:24.520]  Beowulf but Grendel went home with his mommy with his right arm torn out of the
[52:24.520 --> 52:29.520]  socket bleeding to death politically you think you're hunting us get ready
[52:29.520 --> 52:34.520]  we're gonna destroy you politically and we're gonna hold our fire but you watch
[52:34.520 --> 52:38.320]  they're gonna false flag even bigger now they're going for total broke to break
[52:38.320 --> 52:43.680]  your will and if they do that then they're gonna put 50 million people in
[52:43.680 --> 52:48.600]  forced labor camps that's mainstream news and they can't wait to give everyone
[52:48.600 --> 52:52.320]  of these little communist time with your wife and kids in some dungeon cuz
[52:52.320 --> 52:56.600]  that's what they want I'm not kidding they're coming you wanted to see the
[52:56.600 --> 53:01.960]  fight for America you're living it 2017 baby this is it
[53:01.960 --> 53:08.440]  toe-to-toe combat with the globalist politically and every front they launch
[53:08.440 --> 53:12.560]  about Puerto Rico or you name it Trump is there to block them it's an amazing
[53:12.560 --> 53:17.280]  time to be alive forensic psychiatrist suggests gunmen may have deliberately
[53:17.280 --> 53:21.880]  targeted conservatives to CNN actually contribute to the mass shooting hell
[53:21.880 --> 53:26.760]  I've seen CNN having guessed on that we're friends with a skilly shooter saying
[53:26.760 --> 53:32.440]  he was not a bad guy and was a good guy they celebrated it you can pull the
[53:32.440 --> 53:37.160]  article up as the motive behind Sunday night's massacre in Las Vegas remains
[53:37.160 --> 53:41.960]  unclear forensic psychiatrist Dr. Michael Wellner suggested the government
[53:41.960 --> 53:45.320]  Stephen Paddock may have deliberately target conservatives and that CNN was
[53:45.320 --> 53:49.400]  probably to blame well it's beyond that Paul Watson's being safe here he walks
[53:49.400 --> 53:54.880]  through the motive the history here it is this is powerful this is important
[53:54.880 --> 53:59.480]  now trying to figure out why a gunman opened fire with 23 firearms in his
[53:59.480 --> 54:04.120]  hotel and 19 back at his house killing at least 59 people and injuring hundreds
[54:04.120 --> 54:08.560]  more according to his brother there was no clues he would commit such a horrific
[54:08.560 --> 54:14.600]  attack there were clues a religious affiliation deposit a quarter now his
[54:14.600 --> 54:19.240]  brother says he totally did it 100% a 180 now that somebody's talk to him
[54:19.240 --> 54:26.040]  because we need to shut this down now 180 in just two days but again no there
[54:26.040 --> 54:31.200]  was affiliations we know anti-fight and other material inside continue you
[54:31.200 --> 54:38.320]  should know he just hung out or shot horrified hit boss complete I wanted to
[54:38.320 --> 54:41.360]  be nice on Monday but that even the crew said this guy looks like he's
[54:41.360 --> 54:45.080]  completely full of BS I mean if your child you caught him with cookie stuff
[54:45.080 --> 54:48.120]  all over their face and a cookie in their hand they said oh I wasn't eating
[54:48.120 --> 54:52.480]  the cookies dad I mean this guy and he's totally 180 but I was nice on Monday
[54:52.480 --> 54:56.480]  it didn't say this guy sounded like he was full of baloney but but let's back
[54:56.480 --> 54:59.800]  it up five seconds let's finish up with this guy here is the reported shooter's
[54:59.800 --> 55:07.320]  brother Eric Paddock here it is oh yeah her shock horrified completely dumb
[55:07.320 --> 55:14.440]  founded about this so what goes on in the mind of a shooter like this as they
[55:14.440 --> 55:18.600]  shoot at innocent people here now to discuss this is Dr. Michael Welner
[55:18.600 --> 55:23.360]  he's a top forensic psychiatrist who is personally examined a number of mass
[55:23.360 --> 55:27.280]  killers doctor thank you for being with me what happened what's going on here
[55:27.280 --> 55:31.320]  well if you want to understand the killer the most important place to start
[55:31.320 --> 55:36.280]  is with the victims and what we can immediately see is that he had no
[55:36.280 --> 55:41.960]  relationship to the killers a workplace mass shooter knows his victims and they
[55:41.960 --> 55:45.440]  want to see the victim and they want to destroy annihilate the workplace and
[55:45.440 --> 55:49.160]  marty another key point the family mass shooter knows the family wants to
[55:49.160 --> 55:53.880]  annihilate the family the criminal enterprise wants to kill a gang so it's
[55:53.880 --> 55:58.280]  a stranger mass homicide and a stranger mass homicide happens for one of two
[55:58.280 --> 56:03.160]  reasons either a person acting for a cause or a person acting because he wants
[56:03.160 --> 56:07.640]  to transcend notoriety and kill as many people as possible like a James Holmes
[56:07.640 --> 56:12.520]  however James Holmes who was the war or a shooter and you worked on that case
[56:12.520 --> 56:18.920]  yes here's the thing shooting for notoriety's sake and nothing more is a
[56:18.920 --> 56:25.200]  young man's crime and this is a 64 year old with no dramatic mental illness no
[56:25.200 --> 56:29.080]  major decline someone who's intact I think if we want to understand what's
[56:29.080 --> 56:33.520]  behind the crime we should look at James Hodgkinson the shooter of
[56:33.520 --> 56:38.960]  congressman scolese because that crime itself was intended to be a spectacle
[56:38.960 --> 56:44.080]  and and of much bigger scope imagine this what he intended to do Hodgkinson
[56:44.080 --> 56:49.200]  was not only kill all of those lawmakers but Republicans but in doing so would
[56:49.200 --> 56:53.560]  have had to have special elections to replace all of them and if it weren't
[56:53.560 --> 56:59.160]  for the security people who who intercepted him you had all kinds of
[56:59.160 --> 57:02.840]  congressmen and lawmakers in a dugout defenseless who would have been
[57:02.840 --> 57:08.680]  mowed down my point is a spectacle is either designed to cause some derivative
[57:08.680 --> 57:13.840]  impact or to instigate some cause discussion that's right a special
[57:13.840 --> 57:16.880]  election and even mainstream news now admits this appears to be a
[57:16.880 --> 57:21.560]  destabilization campaign of the US to bring in martial law folks we must face
[57:21.560 --> 57:25.000]  the attack we're under and we're gonna beat it yes it's radical to say that
[57:25.000 --> 57:29.880]  because reality is radical this is happening this is the battle for America
[57:29.880 --> 57:36.800]  you're living 1776 part 2 right now choose to take control of your chemistry
[57:36.800 --> 57:43.040]  with survival shield x2 and bio true selenium this powerful combo is perfect
[57:43.040 --> 57:47.840]  for supporting your thyroid and health bio true selenium's formula is far from
[57:47.840 --> 57:53.320]  synthetic and is made from a source of 100% organic mustard seed our super
[57:53.320 --> 57:58.280]  high-quality nascent iodine is an essential mineral sourced of 99.99%
[57:58.280 --> 58:03.560]  ultra pure deep earth iodine crystals this essential mineral is necessary in
[58:03.560 --> 58:08.440]  order to produce thyroid hormones which influence every cell tissue and organ in
[58:08.440 --> 58:12.020]  the body with inadequate thyroid hormones you may experience slow
[58:12.020 --> 58:17.920]  metabolism lethargy weight gain and overall brain fog survival shield x2
[58:17.920 --> 58:22.840]  and bio true selenium work together to support the systems in your body take
[58:22.840 --> 58:27.720]  control of your chemistry today with this super combo discover the power of
[58:27.720 --> 58:35.360]  survival shield x2 and bio true selenium at infowarslife.com
[58:35.960 --> 58:41.600]  refresh your breath with imrexistentials organic mouthwash our formula is made
[58:41.600 --> 58:45.480]  from organic herbal ingredients to help stimulate the gums and provide a
[58:45.480 --> 58:50.240]  cleansing effect while adding a pleasant refreshing taste imrexistentials
[58:50.240 --> 58:56.600]  mouthwash is non-gmo certified organic made without alcohol chemicals or other
[58:56.600 --> 59:02.000]  artificial ingredients such as flavors fragrances or dyes the pure organic
[59:02.000 --> 59:05.920]  plant extracts are concentrated containing antibacterial properties that
[59:05.920 --> 59:10.520]  work well to help tone gums and freshen your breath this antiseptic mouthwash
[59:10.520 --> 59:15.080]  is a concentrated formula you will need to dilute one part mouthwash to 10
[59:15.080 --> 59:19.520]  parts water imrexistentials mouthwash is a great addition to your daily
[59:19.520 --> 59:24.000]  brushing routine it is effective yet gentle enough for the most sensitive
[59:24.000 --> 59:30.520]  gums and canker source go organic today with imrexistentials visit infowarsstore.com
[59:30.520 --> 59:35.760]  to learn more that's infowarsstore.com
[59:37.920 --> 59:43.280]  you're listening to the Alex Jones show
[59:43.280 --> 59:54.120]  live from the infowars.com studios you're listening to the Alex Jones show
[59:54.120 --> 1:00:03.720]  the war was lost the treaty signed it was not cut across the land it was not
[1:00:03.720 --> 1:00:08.240]  cut while president trump is breaking the globalist treaty with the mega banks
[1:00:08.240 --> 1:00:13.200]  and pulling the u.s. out of this globalist system that's why all hell's
[1:00:13.200 --> 1:00:17.880]  breaking list there's Rogerport.com two of those top links are infowars.com
[1:00:17.880 --> 1:00:22.960]  reports by Paul Joseph Watson sheriff did shooter get radicalized and then what
[1:00:22.960 --> 1:00:25.640]  he says is we're now having to look at that which means they have materials
[1:00:25.640 --> 1:00:29.080]  showing that they have to investigate that and that's what the hostage rescue
[1:00:29.080 --> 1:00:34.640]  team sources that I can tell you are directly with the hostage rescue team I
[1:00:34.640 --> 1:00:39.040]  know I can't believe we have sources that good we do because we're crazy enough
[1:00:39.040 --> 1:00:42.680]  to tell you the truth there other folks are scared I'm not bragging because I'm
[1:00:42.680 --> 1:00:46.200]  in this to win as people understand this is like a shot out of a cannon or
[1:00:46.200 --> 1:00:50.720]  evil-can-evil stuff at this point okay and I'm not jumping over buses here to
[1:00:50.720 --> 1:00:55.600]  act tough or get money I'm doing this because I you get into this fight slow
[1:00:55.600 --> 1:00:59.400]  and before you know it you'll give anything to win because you know that's
[1:00:59.400 --> 1:01:04.320]  that's that's the that the globalist are pure evil but listeners need to know the
[1:01:04.320 --> 1:01:10.600]  mean the stuff going on right now is fantastical okay the Democrats have
[1:01:10.600 --> 1:01:14.160]  openly called for civil war in October November openly told their people to go
[1:01:14.160 --> 1:01:18.840]  out and kill Congress kill white people kill kill kill Michelle Obama piled on
[1:01:18.840 --> 1:01:22.480]  and said this is all happening because white people are bad that clips coming
[1:01:22.480 --> 1:01:26.720]  up I mean we've reached next level cuckoo land in fact let's play her in a
[1:01:26.720 --> 1:01:30.000]  second but right now here's the sheriff saying we're having to look at
[1:01:30.000 --> 1:01:34.160]  radicalization and if other arrests are gonna have to be made because of the
[1:01:34.160 --> 1:01:38.640]  materiel and that's what was in the hotel room folks he's attacking a
[1:01:38.640 --> 1:01:42.520]  country music deal of Trump supporters Democrats everywhere celebrated Sunday
[1:01:42.520 --> 1:01:46.720]  and Monday then they turn around and say oh well you deserve to get killed
[1:01:46.720 --> 1:01:51.080]  because you own guns but turn all your guns in now they can't even discipline
[1:01:51.080 --> 1:01:54.960]  themselves enough to actually act like they care about the victims they're so
[1:01:54.960 --> 1:02:04.920]  they're as happy as a pig in mud or as a fly on Michelle Obama or Hillary so here
[1:02:04.920 --> 1:02:10.960]  is the sheriff I don't know if we have possible future prosecution where they
[1:02:10.960 --> 1:02:14.400]  you know you heard me say that we're comfortable that we have the suspect in
[1:02:14.400 --> 1:02:18.600]  the custody but something more may come of that investigation and I want to
[1:02:18.600 --> 1:02:23.040]  understand the motivation that you describe okay to prevent any future
[1:02:23.040 --> 1:02:29.000]  incidents and you know did this person get radicalized unbeknownst to us and we
[1:02:29.000 --> 1:02:36.440]  want to identify that source I have a stack of news here with the white
[1:02:36.440 --> 1:02:39.920]  people are evil and it's mainly usually out of white folks' mouth because they
[1:02:39.920 --> 1:02:43.160]  want to prove how good they are and how hateful they are and how sick they are
[1:02:43.160 --> 1:02:47.360]  and how historically ignorant they are deli owner glad a white man shot white
[1:02:47.360 --> 1:02:51.720]  people not terror but community outreach this is out of Twitter and of course
[1:02:51.720 --> 1:02:55.880]  there's just thousands of these so as I heard it was a country music I felt
[1:02:55.880 --> 1:03:00.240]  relief white people shooting white people isn't care it's community outreach
[1:03:00.240 --> 1:03:06.720]  really white people are the second rarest group to shoot folks in the United
[1:03:06.720 --> 1:03:10.520]  States court and FBI statistics you know the number one rarest group they're
[1:03:10.520 --> 1:03:15.680]  also the richest people on average Asians like white folks are like number
[1:03:15.680 --> 1:03:20.400]  nine or number 10 depending on the year of richest or average middle class and
[1:03:20.400 --> 1:03:24.680]  wealth being the highest it's it's it's like test scores it's the Asians up
[1:03:24.680 --> 1:03:28.920]  there on them that the the stereotype well-behaved hard-working smart
[1:03:28.920 --> 1:03:35.160]  judicious eat your lunch and they're not shooting each other unless it's a few
[1:03:35.160 --> 1:03:39.080]  gangs you know occasionally that's usually done very quietly in some
[1:03:39.080 --> 1:03:45.560]  warehouse where they chop you up and you're fed to the fishes but again just
[1:03:45.560 --> 1:03:49.080]  more bull oh you white people are you know I saw that spaghetti Western where
[1:03:49.080 --> 1:03:52.560]  Clint Eastwood was shooting a bunch of people yeah that's the white people
[1:03:52.560 --> 1:03:55.880]  they're all out there riding their horses to the country music thing and
[1:03:55.880 --> 1:04:00.000]  all shoot each other it's the opposite you don't have folks stealing people's
[1:04:00.000 --> 1:04:07.320]  wallets you don't have people getting in fights hardly but again we're told white
[1:04:07.320 --> 1:04:10.200]  people are inherently evil that's the attitude and then I've got Michelle
[1:04:10.200 --> 1:04:16.400]  Obama Michelle Obama right here we'll get to this coming up we have a
[1:04:16.400 --> 1:04:20.520]  surprise guest on the other side of this break oh acid attacks are way up in
[1:04:20.520 --> 1:04:24.960]  Europe they're calling for a ban on acid my kind of band guns that's coming up
[1:04:24.960 --> 1:04:28.880]  as I had my Michelle Obama clip in here but I can't find we just give me the
[1:04:28.880 --> 1:04:32.920]  article about her there it is it's a Michelle Obama people don't trust
[1:04:32.920 --> 1:04:39.600]  politics because it's all white all white all men I mean what a racist
[1:04:39.600 --> 1:04:48.600]  for magic protect your skin with SPF 30 sunscreen lotion by EmRick's
[1:04:48.600 --> 1:04:52.160]  Essentials perfect for face and body this natural
[1:04:52.160 --> 1:04:56.280]  unscented sunscreen can be worn at all times of the day whenever you need sun
[1:04:56.280 --> 1:05:00.640]  protection we source ingredients from nature producing a product free of
[1:05:00.640 --> 1:05:06.280]  harmful chemicals and toxins this natural lotion contains 21% zinc oxide
[1:05:06.280 --> 1:05:11.320]  which is the largest particle size used and we do not use nanoparticles the
[1:05:11.320 --> 1:05:16.400]  larger the particle the safer it is for your body the organic oils help hydrate
[1:05:16.400 --> 1:05:21.400]  the skin leaving it nice and smooth the truly natural fragrance free sunscreen
[1:05:21.400 --> 1:05:25.600]  for the most sensitive skin EmRick's Essentials wants you to enjoy the sun
[1:05:25.600 --> 1:05:30.040]  and strives to bring you organic products to enhance your life naturally
[1:05:30.040 --> 1:05:34.880]  protect your skin with SPF 30 sunscreen lotion by EmRick's Essentials stop
[1:05:34.880 --> 1:05:39.200]  exposing yourself and your family to toxic ingredients visit infowarrestore.com
[1:05:39.200 --> 1:05:44.880]  and learn more about the new SPF 30 sunscreen lotion
[1:05:54.400 --> 1:06:00.240]  coming to you from the former United States of America from deep in the heart
[1:06:00.240 --> 1:06:04.920]  of Texas it's Alex Jones
[1:06:22.080 --> 1:06:26.440]  okay we got a call about 15 minutes ago from Ted Nugent saying he wanted to pop
[1:06:26.440 --> 1:06:31.560]  in at about five after six after this hour so we're waiting for his call he
[1:06:31.560 --> 1:06:34.960]  wants to say some things about the situation I've told him anytime he wants
[1:06:34.960 --> 1:06:38.440]  to come on he's welcome so I really wanted to get him on about the whole NFL
[1:06:38.440 --> 1:06:41.880]  thing and so many other big issues the Puerto Rico lie but obviously he's gonna
[1:06:41.880 --> 1:06:47.560]  want to talk about this tragic event 59 people dead 500 plus wounded and the whole
[1:06:47.560 --> 1:06:51.240]  official story has disintegrated the sheriff has come out and said we're
[1:06:51.240 --> 1:06:56.080]  having a look at radicalization we're following leads on that because there's
[1:06:56.080 --> 1:06:58.760]  some evidence to that I mean when they say we're having to look at radicalization
[1:06:58.760 --> 1:07:03.200]  right now that's what they did day three of San Bernardino as they said we're
[1:07:03.200 --> 1:07:07.280]  looking into radicalization sure they both had Middle Eastern names but okay
[1:07:07.280 --> 1:07:10.880]  they've been going to the Middle East and okay they were wearing full body armor
[1:07:10.880 --> 1:07:15.880]  and screaming on log bar and turns out that the f-pad know about it for two
[1:07:15.880 --> 1:07:20.040]  years but was ordered to stand down by Obama so they have this history the
[1:07:20.040 --> 1:07:24.880]  Pulse nightclub Major Hassan at Fort Hood almost four years after that happened
[1:07:24.880 --> 1:07:28.360]  they admitted it was a terror attack he will work for Al Qaeda he pledged
[1:07:28.360 --> 1:07:40.640]  allegiance to them so it is simply mind-boggling and amazing to sit there
[1:07:40.640 --> 1:07:45.400]  and to understand that they have a history of covering up Islamic attacks
[1:07:45.400 --> 1:07:51.120]  or radical leftist attacks while the leftists are all over the news saying go
[1:07:51.120 --> 1:07:54.160]  out and kill white people go out and kill Trump supporters go out and kill
[1:07:54.160 --> 1:08:01.720]  Trump it's just everywhere it's ubiquitous it's like sunshine or oxygen
[1:08:01.720 --> 1:08:06.400]  it's an ocean of threats and violence and hatred where do I walk down the
[1:08:06.400 --> 1:08:10.240]  streets and so-called liberal cities they come screaming Nazi pouring hot
[1:08:10.240 --> 1:08:17.200]  coffee on me and gibbering obscenities and it's a bunch of white folks trying
[1:08:17.200 --> 1:08:19.960]  to prove to other white folks that they really hate white people they're not
[1:08:19.960 --> 1:08:24.360]  with the white folks because they're so uncomfortable I guess racist around
[1:08:24.360 --> 1:08:28.520]  people that aren't white they've got a virtue signal to them that they're like
[1:08:28.520 --> 1:08:32.640]  them that they're their friends until it makes everybody totally uncomfortable
[1:08:32.640 --> 1:08:38.160]  and they turn into complete mental patients so they got a big problem
[1:08:38.160 --> 1:08:41.560]  they're the ones who are used to control the narrative in the media they
[1:08:41.560 --> 1:08:45.520]  don't anymore they're totally distrusted they're totally disdain they're
[1:08:45.520 --> 1:08:50.520]  calling for all this violence then a guy targets a mainly white country music
[1:08:50.520 --> 1:08:55.200]  venue the Democrats celebrate high-level officials at CBS News
[1:08:55.200 --> 1:08:59.440]  Democrat strategist Twitter saying they deserve it they're white they're
[1:08:59.440 --> 1:09:04.240]  conservative their Trump supporters good but then simultaneously oh look their
[1:09:04.240 --> 1:09:08.760]  victims turn your guns in while simultaneously saying well but they
[1:09:08.760 --> 1:09:12.040]  are gun owners a lot of them so they deserve it maybe you'll grow up now
[1:09:12.040 --> 1:09:16.720]  talk about perching on victims talk about using a crisis talk about being
[1:09:16.720 --> 1:09:21.520]  insensitive and evil but they're the ones that have been radicalizing they're
[1:09:21.520 --> 1:09:25.080]  the ones that have been pushing it they're the ones that have been hammering
[1:09:25.080 --> 1:09:30.720]  this over and over and over and over trying to get a civil war going they
[1:09:30.720 --> 1:09:36.600]  said would start in October or in November so here are the headlines on
[1:09:36.600 --> 1:09:43.920]  drudgereport.com news wars.com and info wars.com right now breaking sheriff
[1:09:43.920 --> 1:09:49.000]  Las Vegas shooter could have been radicalized they're looking into
[1:09:49.000 --> 1:09:55.320]  evidence of that right now forensic psychiatrist says gunmen may have been
[1:09:55.320 --> 1:09:58.960]  deliberately targeting conservatives and then walks through how much it's like
[1:09:58.960 --> 1:10:03.240]  this police attack and meant to overthrow the government meant to have
[1:10:03.240 --> 1:10:07.520]  special elections colonel Schaefer gunmen deliberately targeted country music
[1:10:07.520 --> 1:10:12.200]  concert to kill Trump supporters and again how CNN MSNBC and others are
[1:10:12.200 --> 1:10:18.120]  creating a radicalized conditioned climate to do so receipt shows paddock
[1:10:18.120 --> 1:10:23.240]  had another guest in his room before shooting our sources have now confirmed
[1:10:23.240 --> 1:10:27.640]  that it is a real receipt it is from folks inside the hotel and indeed he did
[1:10:27.640 --> 1:10:32.320]  check in at least a day before they claimed he had five days he was there
[1:10:32.320 --> 1:10:37.280]  and didn't get caught give me a break again most mass shootings linked to SSRIs
[1:10:37.280 --> 1:10:43.160]  and other drugs but MSM ignores that that's from us on Monday kit Daniels
[1:10:43.160 --> 1:10:49.840]  now today we learned he was on medication for mental problems and it said
[1:10:49.840 --> 1:10:55.040]  and it says on the insert it can cause you to have psychotic breaks and go out
[1:10:55.040 --> 1:11:00.480]  and kill people again we said look for radicalization that the HRT had given
[1:11:00.480 --> 1:11:04.440]  us the info last night the sheriff confirms they have found evidence of
[1:11:04.440 --> 1:11:09.640]  that that's when the sheriff comes out and says we now are looking at radicalization
[1:11:09.640 --> 1:11:13.240]  they did that day 3 of San Bernardino as well the next day we learned they were
[1:11:13.240 --> 1:11:17.160]  jihadis and then Obama had ordered a cover-up but the cover-up didn't last
[1:11:17.160 --> 1:11:21.080]  look at the target look at the venue that's the motive that's what colonel
[1:11:21.080 --> 1:11:24.160]  Schaefer has said that's what top government psychiatrists have said
[1:11:24.160 --> 1:11:30.960]  that's what all the evidence shows it's right in front of you joining us is the
[1:11:30.960 --> 1:11:35.320]  Motor City madman himself the omnibudsman of the Second Amendment and
[1:11:35.320 --> 1:11:38.840]  that of course is Ted Nugent of TedNugent.com I wish I could have you
[1:11:38.840 --> 1:11:42.000]  here on Better Times but thank you for joining us to give your knowledge and
[1:11:42.000 --> 1:11:47.120]  your important input into what we're facing but undoubtedly Ted we are seeing
[1:11:47.120 --> 1:11:52.400]  a full-out war declared on the Second Amendment they're going for a broke Ted
[1:11:52.400 --> 1:11:56.440]  yeah it's true Alice thanks for having me on I agree I wish it could be under
[1:11:56.440 --> 1:12:00.520]  more pleasant circumstances because it it is a wonderful time of year I'm
[1:12:00.520 --> 1:12:04.080]  spending time with great families around the hunting campfires here in the
[1:12:04.080 --> 1:12:08.400]  swamps of Michigan I just got back from Okinawa spending a week with the
[1:12:08.400 --> 1:12:14.000]  incredible US Marine Corps warriors so my spirit is on high right now but it's
[1:12:14.000 --> 1:12:21.440]  also shattered because of this tragic demonic violent assault and massacre in
[1:12:21.440 --> 1:12:26.360]  Las Vegas so I'm sure you have expressed that good people are looking at all the
[1:12:26.360 --> 1:12:30.800]  unlimited good that overwhelmed the bad and ugly and evil that is American
[1:12:30.800 --> 1:12:35.720]  citizens first responders and the cops and the military but just just you and
[1:12:35.720 --> 1:12:42.440]  me working hard playing hard regular old citizen Americans who became warriors
[1:12:42.440 --> 1:12:47.040]  and really saved lives and and mitigated what could have been much much worse
[1:12:47.040 --> 1:12:50.680]  because of the lessons we learned from Columbine and the heroes of law
