[00:00:00.555 --> 00:00:01.135]  You've got it.
[00:29:34.768 --> 00:29:39.051]  Prepare to enter the secretive world of emergency dictatorship.
[00:29:39.051 --> 00:29:44.995]  Body scanners, sound cameras, citizen spies, stage terror and cameras on every street corner.
[00:29:44.995 --> 00:29:48.558]  It's only the beginning of the New World Order's hellish plan.
[00:29:48.558 --> 00:29:50.539]  The police state isn't coming.
[00:29:50.539 --> 00:29:50.980]  It's here.
[00:29:51.620 --> 00:30:00.847]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[00:30:00.847 --> 00:30:07.491]  When you're out on the road, the last place you want to be is on the road.
[00:30:07.491 --> 00:30:12.635]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:30:12.635 --> 00:30:19.320]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[00:30:21.363 --> 00:30:27.788]  They sew pride in every stitch Guarantee you love the way they fit
[00:30:29.864 --> 00:30:34.445]  They put a Diamond Gusset in the crotch, where you need it most.
[00:30:34.445 --> 00:30:38.286]  Blue Diamond Gussets, got it.
[00:30:38.286 --> 00:30:39.506]  Others don't.
[00:30:39.506 --> 00:30:41.647]  We turn jeans inside out.
[00:30:41.647 --> 00:30:43.427]  Diamond Gusset Jeans.
[00:30:43.427 --> 00:30:46.328]  Made in the USA with unparalleled quality.
[00:30:46.328 --> 00:30:52.949]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection, so you can ride all day with confidence.
[00:30:52.949 --> 00:30:55.650]  Order yours at gusset.com.
[00:30:55.650 --> 00:30:58.011]  Diamond Gusset Jeans, got it.
[00:30:58.011 --> 00:30:58.891]  Others don't.
[00:31:00.011 --> 00:31:04.554]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[00:31:04.554 --> 00:31:05.475]  Number 1.
[00:31:05.475 --> 00:31:08.897]  New climate legislation could easily double or triple your electric bill.
[00:31:08.897 --> 00:31:09.758]  Number 2.
[00:31:09.758 --> 00:31:14.641]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:31:14.641 --> 00:31:15.381]  It's true.
[00:31:15.381 --> 00:31:20.265]  Total government control of electricity in the name of smart grid technology is coming.
[00:31:20.265 --> 00:31:21.085]  Number 3.
[00:31:21.085 --> 00:31:24.667]  In some areas of the country, the power grid is dangerously overloaded.
[00:31:24.667 --> 00:31:28.390]  And now, new socialist legislation is only compounding the problem.
[00:31:28.570 --> 00:31:29.370]  Number 4.
[00:31:29.370 --> 00:31:32.131]  Dangerous weather is always a threat to local grids.
[00:31:32.131 --> 00:31:35.813]  Every year, thousands of families lose their power from weather-related outages.
[00:31:35.813 --> 00:31:36.593]  Number 5.
[00:31:36.593 --> 00:31:40.755]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:31:40.755 --> 00:31:45.797]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:31:45.797 --> 00:31:49.978]  You can get more information at www.mysolarbackup.com.
[00:31:49.978 --> 00:31:51.759]  That's mysolarbackup.com.
[00:31:51.759 --> 00:31:56.361]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-866-422-9000.
[00:31:56.681 --> 00:31:57.622]  877-327-0365.
[00:31:57.622 --> 00:32:01.527]  Hello friends, this is Alex Jones.
[00:32:01.527 --> 00:32:04.891]  You've heard me talk about Calden 5 Star Soaps for years.
[00:32:04.891 --> 00:32:10.117]  This is an American-made product of the highest quality and compares to nothing you will find in stores.
[00:32:10.117 --> 00:32:13.562]  You can buy factory direct, shipped via UPS right to your door.
[00:32:13.562 --> 00:32:15.884]  Check them out on the web at 5starsoap.com.
[00:32:16.525 --> 00:32:20.049]  Or call 800-340-7091.
[00:32:20.049 --> 00:32:21.190]  Take my word for it.
[00:32:21.190 --> 00:32:23.853]  Once you've used pure soap, you won't buy anything else.
[00:32:23.853 --> 00:32:30.359]  Since 1947, Calbin Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[00:32:30.359 --> 00:32:31.881]  Buy American and stay clean.
[00:32:31.881 --> 00:32:35.164]  As well as support InfoWars, visit 5starsoap.com today.
[00:32:35.164 --> 00:32:35.685]  Or call 1-800-340-7091.
[00:32:35.685 --> 00:32:36.906]  Well, Marty, what do you have to say?
[00:32:40.174 --> 00:32:48.099]  As founder and owner for over 63 years, satisfaction is guaranteed on W3rd Bank.
[00:32:48.099 --> 00:32:58.166]  Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com.
[00:32:58.166 --> 00:33:01.449]  Thank you.
[00:33:01.449 --> 00:33:02.990]  Coast to Coast.
[00:33:02.990 --> 00:33:05.031]  Direct from Austin.
[00:33:05.031 --> 00:33:08.253]  You're listening to the Alex Jones Broadcasting Network.
[00:33:26.442 --> 00:33:30.723]  Something very interesting has happened.
[00:33:30.723 --> 00:33:40.146]  And again, I heard Hillary Clinton via XM today on ABC News saying this is a big step for globalism.
[00:33:40.146 --> 00:33:46.848]  I've seen Herman Van Rompuy, the head of the EU, who met many times with Muammar Gaddafi in the last year.
[00:33:48.131 --> 00:33:56.020]  Praising the fact that the UN ordered this new kinetic military action, not allowed to call it a war.
[00:33:56.020 --> 00:33:58.022]  Very Orwellian term.
[00:33:58.022 --> 00:34:02.607]  And that this shows how the nation state is basically dead.
[00:34:03.408 --> 00:34:04.189]  That the U.N.
[00:34:04.189 --> 00:34:08.372]  gives the order and the individual countries are not consulted.
[00:34:08.372 --> 00:34:11.134]  Their militaries are now bound to the U.N.
[00:34:11.134 --> 00:34:14.016]  and NATO and the war starts and the U.S.
[00:34:14.016 --> 00:34:16.719]  Congress was not even consulted.
[00:34:16.719 --> 00:34:20.862]  And they're now admitting what I pointed out a week and a half ago when all this started.
[00:34:20.862 --> 00:34:21.963]  I said this is a big deal.
[00:34:23.021 --> 00:34:28.164]  At least George Bush went and got a sign-off from Congress for military force.
[00:34:28.164 --> 00:34:30.646]  Now, they were supposed to get a full declaration of war.
[00:34:30.646 --> 00:34:37.411]  It's still unconstitutional and an impeachable offense, but at least there was some ceremonial involvement of Congress.
[00:34:37.411 --> 00:34:44.616]  Now, there was no involvement of Congress, and so Obama is set to address the nation very, very soon.
[00:34:45.771 --> 00:34:47.192]  In fact, I was seeing the report earlier.
[00:34:47.192 --> 00:34:47.773]  I think it's tonight.
[00:34:47.773 --> 00:34:48.653]  Will you guys pull that up?
[00:34:48.653 --> 00:34:50.955]  Just search Obama to address Nation on Libby.
[00:34:50.955 --> 00:34:51.756]  I think it's tonight.
[00:34:51.756 --> 00:34:56.240]  But the point is, I just heard it in passing driving in on 590 AM.
[00:34:56.240 --> 00:34:59.402]  I was listening to the news.
[00:34:59.402 --> 00:35:01.204]  I meant to check that when I got into the studio.
[00:35:01.204 --> 00:35:05.287]  But the point is, is that all of this is happening.
[00:35:05.287 --> 00:35:10.472]  And they know people are getting upset about this on the left and the right and that controlled paradigm.
[00:35:11.785 --> 00:35:15.306]  So, we need to discuss that further.
[00:35:15.306 --> 00:35:19.867]  And I'm going to go to your phone calls here in a moment, but big things are happening.
[00:35:19.867 --> 00:35:22.528]  And our own media is not really reporting on this.
[00:35:22.528 --> 00:35:24.468]  Sure, it's in the Associated Press.
[00:35:24.468 --> 00:35:28.009]  Sure, it's in the Financial Times of London.
[00:35:28.009 --> 00:35:29.810]  But it's just on the back burner.
[00:35:29.810 --> 00:35:32.710]  Egyptian government bans protest.
[00:35:32.710 --> 00:35:35.071]  That's the Financial Times of London headline.
[00:35:35.071 --> 00:35:38.412]  And they go on to report that the women are being raped.
[00:35:39.503 --> 00:35:45.887]  Uh, by the Western-backed new government that are such little Democrats and such little humanitarians.
[00:35:45.887 --> 00:35:49.410]  All they did was remove one thug, Hussein Mubarak, who was the big U.S.
[00:35:49.410 --> 00:36:02.859]  ally, and both candidates of the two parties that are set, uh, either one, their neck and neck, to win, uh, in elections, though those have been cancelled for a while, uh, are Al-Baradei, the former head of the Atomic Energy Agency, U.N.
[00:36:02.859 --> 00:36:08.903]  globalist puppet, and a Muslim Brotherhood candidate with connections, uh, to Al-Syeda,
[00:36:09.723 --> 00:36:11.826]  Uh, and of course Al-Qaeda is on record.
[00:36:11.826 --> 00:36:18.332]  Even Glenn Beck has a headline that inadvertently the U.S.
[00:36:18.332 --> 00:36:20.354]  is backing Al-Qaeda in Libya.
[00:36:20.354 --> 00:36:23.017]  No, there's nothing inadvertent about it.
[00:36:23.017 --> 00:36:31.626]  In fact, let me find the actual headline on that instead of just paraphrasing it.
[00:36:31.626 --> 00:36:32.627]  It's an accident.
[00:36:33.347 --> 00:36:36.469]  That Al Qaeda is involved.
[00:36:36.469 --> 00:36:37.510]  Oh, really?
[00:36:37.510 --> 00:36:41.432]  Well, I've got the Fox News headline from last October.
[00:36:41.432 --> 00:36:59.704]  Anwar al-Awlaki, number three in Al Qaeda, dines secretly at the Pentagon with the Secretary of the Army in the top brass, and then runs every major terror attack in Western Europe and the U.S., including the Fort Hood shooting, the Christmas Day underwear bombing, the shoe bomber, the Times Square bomber, and the 7-7 bombings.
[00:37:01.121 --> 00:37:02.721]  Of course, U.S.
[00:37:02.721 --> 00:37:03.682]  agent.
[00:37:03.682 --> 00:37:04.482]  But when I say U.S.
[00:37:04.482 --> 00:37:07.643]  agent, I mean the criminal groups that have taken over our country.
[00:37:07.643 --> 00:37:16.105]  The globalists, the big corporations that are sucking America dry, ran the attacks on the Serbs in the 90s, ran the attacks in the 80s on the Russians.
[00:37:16.105 --> 00:37:17.805]  They used them to stage terror attacks.
[00:37:17.805 --> 00:37:22.926]  Many times the low-level terrorist doesn't even know they're being funded by the military-industrial complex.
[00:37:22.926 --> 00:37:28.688]  But the military-industrial complex needs that to have TSA now at checkpoints sticking their hands down your pants.
[00:37:30.439 --> 00:37:42.749]  Need the pretext to warrantlessly listen to your phones and read your email, to take over society, to get hundreds of billions a year in no-bid domestic anti-terror contracts.
[00:37:42.749 --> 00:37:47.233]  This is how the military-industrial complex is taking the once-free republic over.
[00:37:47.233 --> 00:37:53.118]  And countries all over the world are using anti-terror systems to crack down on their populations.
[00:37:53.118 --> 00:37:57.842]  In China, in Western Europe, in Russia, every government loves tyranny.
[00:37:58.602 --> 00:38:05.547]  And there's the Fox News headline, Beck, US unwittingly aiding Al-Qaeda in Libya.
[00:38:05.547 --> 00:38:06.608]  Oh really?
[00:38:06.608 --> 00:38:18.898]  When this all started four and a half weeks ago, I pointed out from just mainline reportage that it was Al-Qaeda who's repeatedly tried to overthrow and assassinate Muammar Gaddafi because he's secular.
[00:38:19.398 --> 00:38:22.779]  And he came out and started saying, Al-Qaeda is attacking me.
[00:38:22.779 --> 00:38:25.480]  Al-Qaeda works for America.
[00:38:25.480 --> 00:38:27.701]  Well, it doesn't really work for America.
[00:38:27.701 --> 00:38:34.763]  It works for these big mega-corporations that are bigger than most governments, that are not free market.
[00:38:34.763 --> 00:38:41.625]  But here's the headline, Financial Times of London, Egyptian Government Bans Protest.
[00:38:41.625 --> 00:38:44.326]  Will there be an invasion for libertarian reasons?
[00:38:45.540 --> 00:38:51.943]  The Egyptian authorities have moved to ban demonstrations saying the participants would be detained.
[00:38:51.943 --> 00:38:56.525]  Oh, isn't detained right out of 1984.
[00:38:56.525 --> 00:39:02.188]  No provocative movements or protest gatherings or organized marches or demonstrations will be allowed.
[00:39:02.188 --> 00:39:03.528]  Well, really that they don't.
[00:39:03.528 --> 00:39:05.489]  First, they said you got to have a permit to own a gun.
[00:39:05.489 --> 00:39:09.011]  50 years ago in New York City, then they stopped issuing the permits.
[00:39:09.011 --> 00:39:13.693]  Then about a decade ago, it actually more than that, it started more than a decade ago with Harry Clinton.
[00:39:15.009 --> 00:39:23.477]  About 12 years ago, towards the end of his administration, in the middle of his second administration, he started saying free speech zones.
[00:39:23.477 --> 00:39:25.059]  You've got to have a permit to march.
[00:39:25.059 --> 00:39:27.902]  Well, you've got to block roads, but not to be on the street corner.
[00:39:27.902 --> 00:39:29.663]  And that got overturned in court.
[00:39:29.663 --> 00:39:37.431]  And now Obama, just last week, had a bunch of peaceful people arrested who were pro-war outside the White House and anti-war.
[00:39:37.431 --> 00:39:39.212]  No protests, no permits issued.
[00:39:40.013 --> 00:39:40.875]  Oh!
[00:39:40.875 --> 00:39:48.008]  Oh, Gaddafi won't allow protesters who have their own tanks and their own airplanes who are US and British Special Forces backed.
[00:39:49.684 --> 00:39:50.825]  But again, when I say U.S.
[00:39:50.825 --> 00:39:54.647]  and British Special Forces, our military doesn't work for us anymore.
[00:39:54.647 --> 00:40:08.794]  They work for the same big mega banks that 11 and a half years ago, according to Bloomberg, signed a secret deal through the insurance companies they own with the Veterans Affairs Office to steal all death benefits of U.S.
[00:40:08.794 --> 00:40:09.814]  troops.
[00:40:09.814 --> 00:40:14.997]  From World War II on, they have them sign on, take part of their check, and put it into a life insurance policy.
[00:40:14.997 --> 00:40:16.238]  They made a deal to steal it all.
[00:40:17.665 --> 00:40:18.686]  Are those terrorists?
[00:40:18.686 --> 00:40:19.968]  You bet they are.
[00:40:19.968 --> 00:40:21.890]  But see, I'm not supposed to talk about that.
[00:40:21.890 --> 00:40:26.995]  To be patriotic, I just sit down, shut up, and go along with what the system puts out.
[00:40:26.995 --> 00:40:29.638]  So, no protest allowed.
[00:40:29.638 --> 00:40:30.659]  Sounds like D.C.
[00:40:30.659 --> 00:40:37.066]  A few years ago, making the Obama deception, I was in Washington, D.C., and I could be at
[00:40:38.137 --> 00:40:48.363]  The Washington Monument in the middle of the park, 200 yards away from the monument, and cops would come over on video and would say, you're not allowed to film.
[00:40:49.967 --> 00:40:53.472]  And I had Seethink, a big independent film channel, crew with me.
[00:40:53.472 --> 00:40:57.016]  They were also making a documentary about me while I was making my documentary.
[00:40:57.016 --> 00:41:00.200]  And they said, well, sir, we tried to get permits, but the city of D.C.
[00:41:00.200 --> 00:41:01.281]  doesn't issue them.
[00:41:01.281 --> 00:41:05.266]  They said, you know, as long as we're in a park or something, it's allowed.
[00:41:05.266 --> 00:41:06.828]  Oh, land of the free, home of the brave.
[00:41:06.828 --> 00:41:07.990]  And they said, we're going to arrest you.
[00:41:08.993 --> 00:41:10.615]  It's all on tape.
[00:41:10.615 --> 00:41:14.200]  Then, two years ago, the Kansas City Star reported on this.
[00:41:14.200 --> 00:41:19.487]  My guys were at a city park a half mile from the Kansas City Federal Reserve.
[00:41:19.487 --> 00:41:20.429]  This is online.
[00:41:20.429 --> 00:41:21.089]  It's on YouTube.
[00:41:21.963 --> 00:41:24.124]  And again, the newspaper picked up on it.
[00:41:24.124 --> 00:41:28.887]  And armed security guards came a half mile to the park.
[00:41:28.887 --> 00:41:32.549]  They were on a hill videotaping the Federal Reserve and said, give us your IDs.
[00:41:32.549 --> 00:41:36.050]  They didn't have any authority, but I've told my guys not to try to get arrested.
[00:41:36.050 --> 00:41:42.013]  And they went ahead and gave security guards, federal security guards, off their jurisdiction, their IDs.
[00:41:42.013 --> 00:41:42.914]  And they said, now go.
[00:41:42.914 --> 00:41:44.675]  And they said, no, man, we're videotaping.
[00:41:44.675 --> 00:41:46.316]  We're making a film about the Federal Reserve.
[00:41:46.316 --> 00:41:47.997]  And they put their hands on their guns and said,
[00:41:48.897 --> 00:41:50.517]  Go or else.
[00:41:50.517 --> 00:41:51.798]  And my guys left.
[00:41:51.798 --> 00:41:55.039]  But see, that was the death of America right there.
[00:41:55.039 --> 00:41:57.339]  That's the death of America.
[00:41:57.339 --> 00:42:05.861]  We had Austin police, along with the feds, when they were having a federal news conference up there when Joe Stack reportedly flew that plane in.
[00:42:05.861 --> 00:42:09.342]  And they first said, move off the property, even though the rest of the press could be there.
[00:42:09.342 --> 00:42:11.222]  And we told them who we were with.
[00:42:11.222 --> 00:42:13.183]  We're big media.
[00:42:13.183 --> 00:42:14.943]  But even we're small media, so what?
[00:42:14.943 --> 00:42:16.044]  Then get off the street.
[00:42:16.044 --> 00:42:17.484]  Then just don't videotape, period.
[00:42:18.519 --> 00:42:21.703]  See, it's all about, we got guns, we're the government.
[00:42:21.703 --> 00:42:23.726]  You're the little people.
[00:42:23.726 --> 00:42:27.010]  And so, that's what's happening now in Egypt.
[00:42:27.010 --> 00:42:31.715]  But the globalists, oh, the North Vietnamese are bad, they torture, but we're good when we torture.
[00:42:32.594 --> 00:42:33.674]  It's all this doublespeak.
[00:42:33.674 --> 00:42:38.416]  All right, I'm done ranting on that front, just pointing out the hypocrisy.
[00:42:38.416 --> 00:42:45.359]  James, Sean, Timber, Joe and others, first-time callers today, 877-789-ALEX.
[00:42:45.359 --> 00:42:52.862]  And if you're a foreign caller and can't get through on the regular toll-free line, you can just dial 512-646-1776 with a U.S.
[00:42:52.862 --> 00:42:54.242]  country code in front of it.
[00:42:54.242 --> 00:42:56.023]  Your calls and a ton of news straight ahead.
[00:43:01.866 --> 00:43:05.890]  Hundreds of nations have fallen to tyranny in the last century alone.
[00:43:05.890 --> 00:43:09.134]  This is our last chance to not relive history.
[00:43:09.134 --> 00:43:13.939]  As we're finishing off this agenda, that we're pulling the rug from underneath Americans at home.
[00:43:13.939 --> 00:43:20.326]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[00:43:20.326 --> 00:43:22.569]  I think it's incumbent upon all of us
[00:43:23.109 --> 00:43:23.409]  Tim Geithner?
[00:43:23.409 --> 00:43:23.669]  Bernanke?
[00:43:23.669 --> 00:43:24.270]  They're arsonists!
[00:43:24.270 --> 00:43:25.030]  They're asking for more matches!
[00:43:25.030 --> 00:43:26.711]  And the Congress is saying, who do we make the check out to?
[00:43:42.000 --> 00:43:49.283]  Today seems like nobody does care and right now in Washington DC we have seen a fall of the Republic.
[00:43:49.283 --> 00:43:58.387]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv
[00:44:01.716 --> 00:44:08.738]  Alex has told you that the Mideast uprisings over food prices and shortages caused by fuel costs are spreading worldwide.
[00:44:08.738 --> 00:44:11.398]  We're seeing the impact right here in the United States.
[00:44:11.398 --> 00:44:20.440]  Ethanol that was supposed to reduce petroleum use and fuel prices hit a 30-month high in February, and pump prices are expected to reach $5 a gallon.
[00:44:20.440 --> 00:44:28.702]  Because of shipping costs, food is being priced out of the reach of millions of Americans, with an expected 35% jump in the next 60 days.
[00:44:28.702 --> 00:44:29.582]  Move quickly while
[00:44:29.642 --> 00:44:29.922]  I think so.
[00:45:00.129 --> 00:45:01.310]  A very wealthy U.S.
[00:45:01.310 --> 00:45:08.235]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[00:45:08.235 --> 00:45:10.797]  He says it will change everything about our lives.
[00:45:10.797 --> 00:45:16.181]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[00:45:16.181 --> 00:45:19.223]  Now this man has made some outrageous predictions over the years.
[00:45:19.223 --> 00:45:21.525]  The crazy part is, he's usually right.
[00:45:21.525 --> 00:45:27.789]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[00:45:27.789 --> 00:45:28.230]  In fact,
[00:45:28.490 --> 00:45:29.131]  We're good to go.
[00:45:57.833 --> 00:45:59.856]  That's endofamerica3.com.
[00:45:59.856 --> 00:46:04.082]  Hi folks, this is Alex Jones asking you for a minute of your time to tell you about soap.
[00:46:04.082 --> 00:46:10.491]  Not detergents, but good old-fashioned pure soap made by the Cal Bend Soap Company, a family-owned and operated American company.
[00:46:10.491 --> 00:46:14.397]  My family, staff, friends, and radio listeners are constantly telling me
[00:46:14.557 --> 00:46:17.861]  How much they love these products for bath, hair, laundry and dishes.
[00:46:17.861 --> 00:46:22.746]  There is nothing like these factory direct, big money saving, triple concentrated soaps anywhere.
[00:46:22.746 --> 00:46:31.416]  Get a free detailed catalog by calling 800-340-7091 or see them online at 5starsoap.com or infowars.com.
[00:46:31.416 --> 00:46:35.141]  Let's talk to the owner of 5 Star Soap, Marty Schachter and see what he has to say.
[00:46:35.646 --> 00:46:42.432]  As founder and owner for over 63 years, people keep asking me, how's business?
[00:46:42.432 --> 00:46:46.315]  I'm happy to say our business is going down the drain.
[00:46:46.315 --> 00:46:52.700]  Call us at 1-800-340-7091 or visit our website 5starsoap.com for buying our 1-2 month soap sampler.
[00:46:52.700 --> 00:46:53.481]  Thank you.
[00:47:01.485 --> 00:47:03.026]  Coast to coast.
[00:47:03.026 --> 00:47:05.088]  Direct from Austin.
[00:47:05.088 --> 00:47:08.671]  You're listening to the Alex Jones Broadcasting Network.
[00:47:08.671 --> 00:47:21.141]  We are on the march.
[00:47:21.141 --> 00:47:24.304]  The empire is on the run.
[00:47:24.304 --> 00:47:28.027]  Alex Jones and the GCN Radio Network.
[00:47:29.966 --> 00:47:39.035]  We are not only blasting out on the AM and FM dial, global shortwave, satellite, XM, you name it.
[00:47:39.035 --> 00:47:44.620]  We are also the number one radio show according to ShopKast and many other indexes with more than a million.
[00:47:45.939 --> 00:47:52.002]  Live internet listeners, podcasters, you name it, every day and growing six days a week.
[00:47:52.002 --> 00:47:53.642]  Thank you for joining us.
[00:47:53.642 --> 00:48:05.087]  I want to go to Murph in Canada, Mohammed in the UK, James Sean, Timber Joe, Jake, John, Dungeon Master, Elliot, so many others.
[00:48:05.087 --> 00:48:10.510]  We're going to have nothing but open phones throughout the rest of this hour and the next hour with key news interspersed.
[00:48:11.499 --> 00:48:28.552]  But just finishing up with being all over the country and having security guards, police, when you're on street corners or at public parks or at public events, they will walk right past
[00:48:29.451 --> 00:48:38.815]  Big mainstream news trucks and go to a crew who are nicely dressed with professional cameras, peacefully videotaping, and say, give me your ID!
[00:48:38.815 --> 00:48:39.716]  You give it to them.
[00:48:39.716 --> 00:48:42.377]  Turn the cameras off and get out of here!
[00:48:42.377 --> 00:48:45.939]  I mean, how many videos have I posted of New York cops doing that?
[00:48:45.939 --> 00:48:47.740]  You're like, officer, this is America.
[00:48:47.740 --> 00:48:49.020]  You want to go to jail?
[00:48:49.020 --> 00:48:50.121]  And I've been to jail in New York.
[00:48:52.310 --> 00:48:57.252]  And it's just, they revel in stomping on the First Amendment.
[00:48:57.252 --> 00:48:59.293]  They see you as an enemy.
[00:48:59.293 --> 00:48:59.893]  They love it.
[00:48:59.893 --> 00:49:09.637]  Hey, cops, security guards, do you think if I don't have my First Amendment, your kids are going to have theirs, or you're going to have yours, or that you're going to have your financial rights, or your right to due process?
[00:49:09.637 --> 00:49:11.558]  These rights belong to all of us.
[00:49:11.558 --> 00:49:15.379]  These are precious, fought for by our founders.
[00:49:15.379 --> 00:49:19.301]  Liberty is very rare.
[00:49:19.301 --> 00:49:19.581]  Why?
[00:49:21.092 --> 00:49:22.016]  Why?
[00:49:22.016 --> 00:49:24.404]  They're just taught and they hire people that hate liberty.
[00:49:25.387 --> 00:49:29.268]  And America, by every yardstick, is more and more losing its liberties.
[00:49:29.268 --> 00:49:33.629]  We have to stand up and fight for every square inch of these by saying no.
[00:49:33.629 --> 00:49:36.469]  I mean, I remember, I was protesting Rick Perry.
[00:49:36.469 --> 00:49:40.090]  It's in my film, Endgame, at the end.
[00:49:40.090 --> 00:49:42.910]  But it's all over the web and local news picked up.
[00:49:42.910 --> 00:49:48.251]  And it was only about 100 of us, a little impromptu protest to Perry that I announced that day.
[00:49:48.251 --> 00:49:52.132]  The fact that he went to Bilderberg Group, which was a violation of the Logan Act, federal law.
[00:49:53.192 --> 00:49:54.954]  And I went to protest.
[00:49:54.954 --> 00:49:55.594]  About 100 of us.
[00:49:55.594 --> 00:49:58.056]  We're not blocking the hotel entrance.
[00:49:58.056 --> 00:49:59.618]  We're not blocking the driveway.
[00:49:59.618 --> 00:50:00.739]  We're sitting there.
[00:50:00.739 --> 00:50:03.101]  And I know the Austin police have lost a lot of lawsuits.
[00:50:03.101 --> 00:50:09.646]  So have the state police here in Austin over the years for arresting people who were protesting without a permit.
[00:50:09.646 --> 00:50:13.489]  You only need a permit, folks, if you're the Macy's Day Parade and want to take over roads.
[00:50:13.489 --> 00:50:16.352]  And then that's reasonable because you're blocking traffic.
[00:50:17.188 --> 00:50:20.429]  And the cops come over, and they get riot police out, and they say, you see them down the street?
[00:50:20.429 --> 00:50:21.989]  We're gonna arrest all of you.
[00:50:21.989 --> 00:50:24.209]  And I said, well, officer, I'm gonna have to sue you personally.
[00:50:24.209 --> 00:50:26.450]  Don't do this to you and your own family.
[00:50:26.450 --> 00:50:28.890]  Don't make me sue you, and don't take my rights away.
[00:50:28.890 --> 00:50:29.870]  Don't take your rights away.
[00:50:29.870 --> 00:50:31.671]  These are your rights, too.
[00:50:31.671 --> 00:50:32.911]  And the cops said, okay, I'm gonna arrest you.
[00:50:32.911 --> 00:50:33.971]  I said, go ahead.
[00:50:33.971 --> 00:50:35.491]  I'm gonna sue you, I promise.
[00:50:35.491 --> 00:50:37.912]  You'll beat the rat, but you won't beat the ride.
[00:50:37.912 --> 00:50:41.493]  I shouldn't have to sit there and literally show my teeth.
[00:50:41.493 --> 00:50:42.673]  It's on video.
[00:50:42.673 --> 00:50:43.453]  It's all over the web.
[00:50:44.673 --> 00:50:49.894]  And literally get in that cop's face and say, go ahead then, make my day.
[00:50:49.894 --> 00:50:52.415]  I shouldn't have to do that with that commander.
[00:50:52.415 --> 00:50:54.655]  He should respect the Republic.
[00:50:54.655 --> 00:50:56.495]  That's what makes America special.
[00:50:56.495 --> 00:50:58.796]  I don't want to be your enemy cops.
[00:50:58.796 --> 00:51:04.437]  I'm sure you're fun to go play paintball with or go deer hunting.
[00:51:04.437 --> 00:51:05.637]  Aren't you red blooded too?
[00:51:05.637 --> 00:51:07.738]  Just leave me and my rights alone.
[00:51:07.738 --> 00:51:09.278]  They're your stinking rights as well.
[00:51:10.353 --> 00:51:12.474]  But the way that the D.C.
[00:51:12.474 --> 00:51:20.658]  and New York cops especially relish threatening you, relish treating you like garbage.
[00:51:20.658 --> 00:51:22.838]  They're doing this to themselves.
[00:51:22.838 --> 00:51:24.179]  I'm done ranting.
[00:51:24.179 --> 00:51:27.621]  It's just, it's so amazing to see this happening.
[00:51:27.621 --> 00:51:31.522]  Murph in Canada, you're up first, go ahead.
[00:51:31.522 --> 00:51:35.024]  Hey Alex, I just got a question about Libya.
[00:51:35.024 --> 00:51:37.345]  It sort of seems like the Goldilocks are sort of
[00:51:38.626 --> 00:51:47.413]  They're just getting their foot in the door in the region, like they're almost gearing up for a war there, and they're sort of positioning themselves there.
[00:51:47.413 --> 00:51:51.016]  I was just wondering what you guys sort of thought about that.
[00:51:51.016 --> 00:51:59.021]  Well, of course, it's classic strategic operations encircling the entire area and all of those key waterways.
[00:51:59.021 --> 00:52:06.147]  I mean, if you look at what the globalists have done is they're trying to overthrow Syria to the north there on the eastern part.
[00:52:07.067 --> 00:52:14.911]  Of North Africa, they've taken over Egypt, even though they were allies, and now have put an even bigger police state in with rape rooms of any women protesting.
[00:52:14.911 --> 00:52:17.952]  That's mainline news, Financial Times.
[00:52:17.952 --> 00:52:27.757]  And now they're taking over Libya, they've got Tunisia, and it's all part of a destabilization program to put radicals in so they have an excuse to have another war.
[00:52:27.757 --> 00:52:30.718]  It's big business, not just oil, but trillions in weapons.
[00:52:34.853 --> 00:52:35.814]  Yeah, no kidding.
[00:52:35.814 --> 00:52:38.696]  I mean, I know, it's unbelievable.
[00:52:38.696 --> 00:52:41.418]  I can't believe these guys.
[00:52:41.418 --> 00:52:57.671]  Oh, but it's humanitarian and they just decided to invade two weeks ago after Gaddafi said he was going to hurt people and was going to go after the rebels and then it's admitted in the fine print that the West had special forces in there starting the whole thing and that it was planned years ago.
[00:52:57.671 --> 00:52:59.412]  Wesley Clark has come out and said that.
[00:52:59.412 --> 00:53:00.653]  I appreciate your call.
[00:53:00.653 --> 00:53:02.475]  Mohammed in the UK, you're on the air.
