whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:21:41.640 --> 00:21:44.360]   to be handed to Democrat party judges--
[00:21:44.360 --> 00:21:46.360]   they're invading California for a reason--
[00:21:46.360 --> 00:21:48.520]   who will then release them.
[00:21:48.520 --> 00:21:51.480]   The average time is over two years until they're even
[00:21:51.480 --> 00:21:58.160]   supposed to show up for their deportation court date when they claim asylum.
[00:21:58.160 --> 00:22:00.280]   These people use fake names.
[00:22:00.280 --> 00:22:01.960]   These people never show back up.
[00:22:01.960 --> 00:22:03.560]   These people are criminals.
[00:22:03.560 --> 00:22:06.120]   These people are money launderers, drug dealers.
[00:22:06.120 --> 00:22:07.240]   They're child abductors.
[00:22:07.240 --> 00:22:09.320]   Even the Washington Post admitted under Obama,
[00:22:09.320 --> 00:22:12.320]   when he kept saying in the news, there's children coming across the border,
[00:22:12.320 --> 00:22:15.440]   even though only 17% were under the age of 18.
[00:22:15.440 --> 00:22:18.440]   We sent reporters down there and said, they show up, no ID.
[00:22:18.440 --> 00:22:21.360]   They load people on buses that the Democrats fund,
[00:22:21.360 --> 00:22:24.960]   and they ship them off to sanctuary cities
[00:22:24.960 --> 00:22:30.880]   to then be given fake IDs, to be given welfare, to be set up to vote.
[00:22:30.880 --> 00:22:32.240]   And now it's all admitted.
[00:22:32.240 --> 00:22:34.400]   And now the imaginary caravan--
[00:22:34.400 --> 00:22:36.160]   remember when the public woke up and said,
[00:22:36.160 --> 00:22:40.400]   this looks terrible, them breaking down the defenses of Southern Mexico
[00:22:40.400 --> 00:22:43.400]   three and a half weeks ago?
[00:22:43.400 --> 00:22:46.600]   Even the average Democrat said, this is crazy.
[00:22:46.600 --> 00:22:49.720]   The barber shop I go to, it's mainly Hispanic barbers in South Austin.
[00:22:49.720 --> 00:22:51.160]   They've been telling me about it.
[00:22:51.160 --> 00:22:52.040]   They're freaked out.
[00:22:52.040 --> 00:22:53.560]   Why are they waving foreign flags?
[00:22:53.560 --> 00:22:55.560]   Why are they burning American flags, Alex?
[00:22:55.560 --> 00:22:59.960]   Well, why is Trump being called bad for saying do something?
[00:22:59.960 --> 00:23:02.080]   This is crazy.
[00:23:02.080 --> 00:23:06.920]   So my Hispanic barber thinks it's dangerous and bad.
[00:23:06.920 --> 00:23:08.840]   So what did they do?
[00:23:08.840 --> 00:23:15.240]   Well, they just said, oh, it doesn't exist, ladies and gentlemen.
[00:23:15.240 --> 00:23:20.600]   It doesn't-- I mean, how insulting is that?
[00:23:20.600 --> 00:23:23.360]   But see, they always change the subject to have an argument where you just
[00:23:23.360 --> 00:23:26.560]   debate whether it exists or not, whether the sky is blue,
[00:23:26.560 --> 00:23:33.800]   or bluebirds are blue, or the Houston NFL football team is the Texans.
[00:23:33.800 --> 00:23:35.360]   We all know that.
[00:23:35.360 --> 00:23:40.680]   If someone tells us it's not true, they're a liar or they're mentally ill.
[00:23:40.680 --> 00:23:44.560]   And we're on over 200-plus radio stations, hundreds of TV stations.
[00:23:44.560 --> 00:23:46.180]   We're on satellite all over the country.
[00:23:46.180 --> 00:23:47.640]   People are watching this right now.
[00:23:47.640 --> 00:23:50.040]   This just happened an hour ago.
[00:23:50.040 --> 00:23:53.920]   We have live sat feeds of tear gas going off in there.
[00:23:53.920 --> 00:23:59.400]   We have live sat feeds of the riot police being overrun and
[00:23:59.400 --> 00:24:01.160]   being hit in the head with rocks.
[00:24:01.160 --> 00:24:04.800]   I've got a stack of news right here.
[00:24:04.800 --> 00:24:09.080]   But CNN's talking about how they're poor babies.
[00:24:09.080 --> 00:24:17.320]   CPB suspends all traffic at the port of entry between Tijuana and San Diego
[00:24:17.320 --> 00:24:19.200]   after migrants rushed to the border.
[00:24:21.920 --> 00:24:25.760]   The latest, US agents shoot tear gas at migrants who were hitting them with rocks
[00:24:25.760 --> 00:24:27.480]   and just climbed over the fence illegally.
[00:24:27.480 --> 00:24:30.320]   But the Washington Post doesn't tell you that.
[00:24:30.320 --> 00:24:33.920]   Trump closes US border checkpoint at Tijuana as migrant caravan breaks
[00:24:33.920 --> 00:24:35.560]   through the fence.
[00:24:35.560 --> 00:24:37.240]   At least the British news got it right.
[00:24:37.240 --> 00:24:40.000]   Breaks through, overrunning the US.
[00:24:40.000 --> 00:24:44.240]   And you're like, well, we'll just throw them back over the fence.
[00:24:44.240 --> 00:24:45.680]   No, you won't.
[00:24:45.680 --> 00:24:46.400]   You know why?
[00:24:46.400 --> 00:24:49.960]   Because the Democrats controlled and got the laws passed.
[00:24:49.960 --> 00:24:53.120]   The President just has control over the border under law, but
[00:24:53.120 --> 00:24:57.240]   not what happens once they get to those traitor judges.
[00:24:57.240 --> 00:25:00.920]   And they know, they get over, they're in.
[00:25:00.920 --> 00:25:03.680]   And now they're gonna mass up against that fence.
[00:25:03.680 --> 00:25:06.880]   The media's gonna show kids and go, the kids are out in the heat, no food.
[00:25:06.880 --> 00:25:08.040]   It's Trump's fault.
[00:25:08.040 --> 00:25:08.960]   It's America's fault.
[00:25:08.960 --> 00:25:12.560]   No, it's the criminal parents who brought a small number of children,
[00:25:12.560 --> 00:25:14.240]   a lot of them smuggled.
[00:25:14.240 --> 00:25:17.240]   A lot of them not even with their parents, as human shields.
[00:25:17.240 --> 00:25:21.160]   When some radical Islamist trains their five year old to blow themselves up with
[00:25:21.160 --> 00:25:25.120]   TNT, they're the scumbag.
[00:25:25.120 --> 00:25:27.880]   And when somebody brings their kid across the desert, and
[00:25:27.880 --> 00:25:30.240]   then shows up in the Arizona desert in the middle of the night, and
[00:25:30.240 --> 00:25:31.760]   no one even knows that this is their mother.
[00:25:31.760 --> 00:25:36.440]   The media lies and says Trump took her away from her mother.
[00:25:36.440 --> 00:25:37.280]   They didn't.
[00:25:37.280 --> 00:25:39.160]   It's all lies.
[00:25:39.160 --> 00:25:42.600]   And now our border has been breached.
[00:25:42.600 --> 00:25:47.200]   Migrants enveloped in tear gas after heading towards US, NBC News.
[00:25:47.200 --> 00:25:51.080]   Heading towards, Ben, imagine if you knocked down your neighbor's door,
[00:25:51.080 --> 00:25:54.720]   hit him in the head with a rock, and took their house over.
[00:25:54.720 --> 00:25:58.920]   NBC News would say, well, somebody was headed towards their neighbor's door and
[00:25:58.920 --> 00:25:59.840]   got assaulted.
[00:25:59.840 --> 00:26:02.120]   No, they assaulted us.
[00:26:02.120 --> 00:26:03.560]   Look at these headlines.
[00:26:03.560 --> 00:26:07.400]   Shock video, caravan migrants storm US border in Tijuana.
[00:26:07.400 --> 00:26:09.560]   That's the Jamie White article on Infowars.com.
[00:26:09.560 --> 00:26:13.280]   But however you're listening to local radio or
[00:26:13.280 --> 00:26:14.760]   watching local television right now,
[00:26:15.880 --> 00:26:18.600]   tell everybody about the local radio station you're listening to,
[00:26:18.600 --> 00:26:19.960]   the local TV station you're watching.
[00:26:19.960 --> 00:26:25.360]   Or go to Infowars.com and send out the link to the most censored,
[00:26:25.360 --> 00:26:27.520]   most demonized, most lied about show in the world.
[00:26:27.520 --> 00:26:30.640]   Because we tell the truth, and we're faithful good Americans.
[00:26:30.640 --> 00:26:34.440]   I had eight Democrats try to gang up on me in a taco place yesterday when I was
[00:26:34.440 --> 00:26:35.520]   picking up food for the crew.
[00:26:35.520 --> 00:26:40.640]   They were calling me a traitor and a Russian and all this other crap.
[00:26:40.640 --> 00:26:43.400]   And these people are enemies of the nation.
[00:26:43.400 --> 00:26:47.080]   They have been brainwashed to believe the nation existing is bad.
[00:26:47.080 --> 00:26:50.120]   And they side with Soros and the UN that's funding all this.
[00:26:50.120 --> 00:26:54.160]   So here's the red alert page that has the live video feed of this show that needs to
[00:26:54.160 --> 00:26:55.080]   be sent out.
[00:26:55.080 --> 00:26:57.360]   Like you're Paul Revere, folks, you're just as important as I am.
[00:26:57.360 --> 00:27:03.120]   And I desperately need you to go to Infowars.com and
[00:27:03.120 --> 00:27:06.760]   Newswars.com and get the live feed page.
[00:27:06.760 --> 00:27:10.640]   Newswars.com doesn't get censored as much when you try to tweet it out or
[00:27:10.640 --> 00:27:11.560]   Facebook it out.
[00:27:11.560 --> 00:27:13.520]   So go get that version.
[00:27:13.520 --> 00:27:17.240]   Red alert, UN funded migrant horde of violent criminals just
[00:27:17.240 --> 00:27:21.560]   tore through US border defenses, tear gas fired.
[00:27:21.560 --> 00:27:25.000]   I wrote that headline right before it went live.
[00:27:25.000 --> 00:27:27.360]   Should I say just tore or just smashed through?
[00:27:27.360 --> 00:27:30.120]   I'd say smashed through.
[00:27:30.120 --> 00:27:34.800]   Let's change that to smashed through US border defenses, tear gas fired.
[00:27:34.800 --> 00:27:36.920]   Watch live feed of the invasion here.
[00:27:36.920 --> 00:27:40.120]   America is in a state of emergency.
[00:27:42.120 --> 00:27:47.960]   But what happens in every major war where Napoleon invades or
[00:27:47.960 --> 00:27:54.000]   Hitler invades or any other invading army builds up on your border and
[00:27:54.000 --> 00:27:58.160]   masses and you know they're about to invade.
[00:27:58.160 --> 00:28:03.320]   When Hitler invaded Poland, Czechoslovakia, Danzig, Austria,
[00:28:03.320 --> 00:28:07.200]   every time he said I'm not invading, I'm not invading.
[00:28:07.200 --> 00:28:10.200]   And even when his troops would smash through,
[00:28:10.200 --> 00:28:17.240]   they would report for a full week just to confuse the other side and
[00:28:17.240 --> 00:28:20.720]   broadcast on all their channels in Polish or in Russian,
[00:28:20.720 --> 00:28:24.200]   later when they invaded Russia, that Germany has not invaded.
[00:28:24.200 --> 00:28:27.840]   There is no invasion and enough people would actually not wanna believe they'd
[00:28:27.840 --> 00:28:33.120]   been invaded and would stand down when there'd been an invasion.
[00:28:33.120 --> 00:28:36.720]   [MUSIC]
[00:28:36.720 --> 00:28:40.160]   You know Mars Attacks, it's a comedy, it's a sci-fi movie.
[00:28:40.160 --> 00:28:43.600]   But the joke is the Martians land, while they kill you, while they shoot you,
[00:28:43.600 --> 00:28:45.720]   they go, don't run, we are your friends.
[00:28:45.720 --> 00:28:48.160]   And then the people don't run, they get killed, and the Martians go.
[00:28:48.160 --> 00:28:52.720]   [LAUGH] It's unbelievable,
[00:28:52.720 --> 00:28:56.560]   our country is under globalist invasion.
[00:28:56.560 --> 00:28:58.680]   We are under coordinated criminal attack.
[00:28:58.680 --> 00:29:00.840]   [MUSIC]
[00:29:00.840 --> 00:29:04.840]   >> We need to go back and revisit the foundations of our freedom.
[00:29:04.840 --> 00:29:06.440]   [MUSIC]
[00:29:06.440 --> 00:29:09.640]   Our freedoms don't consist of the things that are enumerated on a piece of paper.
[00:29:09.640 --> 00:29:12.320]   It consists of the things that we're willing to fight for.
[00:29:12.320 --> 00:29:15.280]   The First Amendment, the Bill of Rights, the rest of the Bill of Rights are
[00:29:15.280 --> 00:29:16.600]   prohibitions.
[00:29:16.600 --> 00:29:20.160]   They're prohibitions against powerful organizations and
[00:29:20.160 --> 00:29:24.120]   individuals taking those God-given rights from us as individuals.
[00:29:24.120 --> 00:29:26.640]   You better understand that because they're taking them right now.
[00:29:26.640 --> 00:29:29.960]   [MUSIC]
[00:29:29.960 --> 00:29:31.800]   We have seen what they want to do.
[00:29:31.800 --> 00:29:33.440]   They called it UN Agenda 21.
[00:29:33.440 --> 00:29:35.600]   Now they call it the UN 2030 Agenda.
[00:29:35.600 --> 00:29:38.440]   They want everybody off of the rural lands.
[00:29:38.440 --> 00:29:40.240]   They want people out of the suburbs.
[00:29:40.240 --> 00:29:42.720]   They want to pack everybody into the cities,
[00:29:42.720 --> 00:29:47.040]   because that's where it is easiest for them to control everyone.
[00:29:47.040 --> 00:29:49.400]   It's the David Knight Show.
[00:29:49.400 --> 00:29:52.440]   >> Never miss your show, any day.
[00:29:52.440 --> 00:29:53.640]   I mean, what?
[00:29:53.640 --> 00:29:55.440]   I mean, never.
[00:29:55.440 --> 00:30:00.120]   >> At infowars.com/show.
[00:30:00.120 --> 00:30:04.000]   >> Do you realize that when you spread the links from infowars.com,
[00:30:04.000 --> 00:30:07.840]   when you spread the videos, you are changing the world?
[00:30:07.840 --> 00:30:11.640]   It's you that has defeated Hillary and the globalists.
[00:30:11.640 --> 00:30:16.000]   It is you, the info warriors across the planet, that stood against the bullying,
[00:30:16.000 --> 00:30:17.400]   that stood against the peer pressure,
[00:30:17.400 --> 00:30:20.400]   that stood against the threats that have now changed the world.
[00:30:20.400 --> 00:30:24.040]   And that's why you've been on the team, supporting us, praying for us, and
[00:30:24.040 --> 00:30:24.960]   spreading the word.
[00:30:24.960 --> 00:30:26.440]   You are the info war.
[00:30:26.440 --> 00:30:28.680]   And now because of their intensifying censorship,
[00:30:28.680 --> 00:30:34.040]   it's more important than ever that everyone go to infowars.com/newsletter and
[00:30:34.040 --> 00:30:35.440]   sign up via email.
[00:30:35.440 --> 00:30:39.040]   So there's no way the censors can get between us with critical videos,
[00:30:39.040 --> 00:30:42.000]   articles, breaking news, intel, you name it.
[00:30:42.000 --> 00:30:46.160]   And so now I ask you more than ever to share the infowars.com articles,
[00:30:46.160 --> 00:30:49.960]   to share the videos, to tell people about the local stations you're listening to.
[00:30:49.960 --> 00:30:51.920]   The bare minimum you can do is sign up for
[00:30:51.920 --> 00:30:57.040]   the free newsletter at infowars.com/newsletter.
[00:30:57.040 --> 00:30:59.800]   We are the renaissance, and we are winning.
[00:30:59.800 --> 00:31:05.440]   Alex Jones here with an extremely exciting announcement that will be a gift
[00:31:05.440 --> 00:31:08.600]   to yourself and a gift to the Info War to fight the globalists and
[00:31:08.600 --> 00:31:09.800]   live in a free society.
[00:31:09.800 --> 00:31:14.200]   Several years ago, I set out with top formulators in the US to create
[00:31:14.200 --> 00:31:18.440]   the strongest, most concentrated, over the top stamina,
[00:31:18.440 --> 00:31:22.800]   libido, workout, brain formula that is safe.
[00:31:22.800 --> 00:31:26.640]   I know from using this myself the last few months, and from seeing my friends and
[00:31:26.640 --> 00:31:30.320]   family use it, that this new product is gonna end up being the number one
[00:31:30.320 --> 00:31:33.880]   best selling product at infowarslife.com cuz it works so well.
[00:31:33.880 --> 00:31:36.760]   This is a gift you wanna give yourself, and then rest assured,
[00:31:36.760 --> 00:31:42.120]   you're fighting the Info War, so it's a total, absolute, sure win, no lose equation.
[00:31:42.120 --> 00:31:46.920]   Try Alpha Power, exclusively available at infowarslife.com for yourself.
[00:31:46.920 --> 00:31:48.800]   Ladies and gentlemen, it's non-GMO.
[00:31:48.800 --> 00:31:52.640]   It's for your brain, it's for sports, it's for activities, and it's made in the USA.
[00:31:52.640 --> 00:31:55.880]   Get your Alpha Power today at infowarslife.com.
[00:31:55.880 --> 00:31:59.760]   Everybody needs to try Alpha Power today.
[00:31:59.760 --> 00:32:03.360]   >> Infowarslife is bringing you a breakthrough in modern medicine.
[00:32:03.360 --> 00:32:05.160]   Introducing Pollen Block.
[00:32:05.160 --> 00:32:09.720]   We have found an extraordinary new, natural way to alleviate seasonal distress
[00:32:09.720 --> 00:32:14.200]   symptoms, including promoting clear nasal and sinus passageways,
[00:32:14.200 --> 00:32:17.200]   eye comfort, and respiratory function.
[00:32:17.200 --> 00:32:22.000]   In the 1960s, researchers in France noticed that people who ate certain quail
[00:32:22.000 --> 00:32:26.400]   eggs experienced less seasonal immune and inflammatory responses.
[00:32:26.400 --> 00:32:30.360]   They began studying this effect in published trials, and decades later,
[00:32:30.360 --> 00:32:33.560]   we now have the fruit of this research, a fast acting,
[00:32:33.560 --> 00:32:37.440]   chewable tablet that helps alleviate seasonal distress symptoms.
[00:32:37.440 --> 00:32:40.040]   Pollen Block is natural and effective.
[00:32:40.040 --> 00:32:41.760]   It is not an antihistamine.
[00:32:41.760 --> 00:32:45.960]   In fact, current research has found that it actually acts by blocking the activity
[00:32:45.960 --> 00:32:49.320]   of tryptase, which is an enzyme that amplifies immune and
[00:32:49.320 --> 00:32:51.760]   inflammatory responses in the body.
[00:32:51.760 --> 00:32:54.440]   Go outside and enjoy the air you breathe.
[00:32:54.440 --> 00:32:59.240]   Head to infowarslife.com and grab a pack of our Pollen Block chewable tablets.
[00:32:59.240 --> 00:33:06.160]   >> You're listening to the Alex Jones Show.
[00:33:06.160 --> 00:33:10.280]   [BLANK_AUDIO]
[00:33:10.280 --> 00:33:14.360]   >> A lot of his supporters believe that we are the enemy of the American people,
[00:33:14.360 --> 00:33:17.400]   and that is really, really an awful situation.
[00:33:17.400 --> 00:33:19.680]   We are not the enemy of the American people.
[00:33:19.680 --> 00:33:21.120]   We love the American people.
[00:33:21.120 --> 00:33:31.120]   [BLANK_AUDIO]
[00:33:31.120 --> 00:33:34.440]   We are not the enemy of the American people.
[00:33:34.440 --> 00:33:35.920]   We love the American people.
[00:33:35.920 --> 00:33:37.360]   We love the American people.
[00:33:37.360 --> 00:33:39.360]   [BLANK_AUDIO]
[00:33:39.360 --> 00:33:40.800]   We love the American people.
[00:33:40.800 --> 00:33:41.720]   [BLANK_AUDIO]
[00:33:41.720 --> 00:33:43.040]   >> They came in peace.
[00:33:43.040 --> 00:33:47.040]   [BLANK_AUDIO]
[00:33:47.040 --> 00:33:57.920]   >> We are not the enemy of the American people.
[00:33:57.920 --> 00:33:59.400]   We love the American people.
[00:33:59.400 --> 00:34:07.000]   [BLANK_AUDIO]
[00:34:07.000 --> 00:34:08.600]   >> This is CNN.
[00:34:08.600 --> 00:34:12.400]   [BLANK_AUDIO]
[00:34:12.400 --> 00:34:16.800]   >> If you are receiving this transmission, you are the resistance.
[00:34:16.800 --> 00:34:18.240]   [BLANK_AUDIO]
[00:34:18.240 --> 00:34:21.840]   >> Crashing through the lies and disinformation.
[00:34:21.840 --> 00:34:26.120]   It's Alex Jones on the GCN Radio Network.
[00:34:26.120 --> 00:34:30.360]   >> Yes, we're crashing through the lies and globalist disinformation.
[00:34:30.360 --> 00:34:35.360]   And we're loyal Americans to our great way of life, our great history,
[00:34:35.360 --> 00:34:39.920]   our true exceptionalism that's been lost to the new world order.
[00:34:39.920 --> 00:34:45.800]   And we have charted the modern course for the new Renaissance.
[00:34:45.800 --> 00:34:51.640]   And for the rebirth of nationalism when I call 1776 worldwide.
[00:34:51.640 --> 00:34:56.720]   And Trump, an outsider from the normal power broker group,
[00:34:56.720 --> 00:35:02.640]   a lone horseman, a night rider, in every positive sense, a dark horse,
[00:35:02.640 --> 00:35:08.200]   came in to block them at their moment of pure victory, ending our borders,
[00:35:08.200 --> 00:35:11.880]   flooding us like Europe, imploding our economy and bringing us down.
[00:35:11.880 --> 00:35:15.240]   And he believed that if he turned the prosperity back on,
[00:35:15.240 --> 00:35:18.120]   if the globalists were blocking, that America would unite.
[00:35:18.120 --> 00:35:22.160]   And to a great extent, America has united.
[00:35:22.160 --> 00:35:27.560]   All the evidence is overwhelming that the Democrats threw everything they had at
[00:35:27.560 --> 00:35:31.400]   this last midterm and stole massive races everywhere.
[00:35:31.400 --> 00:35:36.280]   And the referendum actually showed that America supports what's happening.
[00:35:36.280 --> 00:35:38.480]   They supported the 5 trillion in the stock market.
[00:35:38.480 --> 00:35:41.480]   They supported 2,000 major companies coming back,
[00:35:41.480 --> 00:35:43.400]   more than 10,000 smaller ones coming back.
[00:35:43.400 --> 00:35:46.480]   They supported the highest wage increases ever recorded.
[00:35:46.480 --> 00:35:48.800]   They supported gas prices going down.
[00:35:48.800 --> 00:35:51.040]   They supported Trump pulling us out of the unelected,
[00:35:51.040 --> 00:35:54.160]   unaccountable TPP that would bring us into a global union.
[00:35:54.160 --> 00:36:00.520]   They supported everything else he did, if they were informed.
[00:36:00.520 --> 00:36:05.680]   And then the President said, there's this plan to totally open the borders, and
[00:36:05.680 --> 00:36:07.760]   Obama just lets people in totally unvetted.
[00:36:07.760 --> 00:36:11.160]   He'd been doing that for five years before he left office.
[00:36:11.160 --> 00:36:12.840]   We first broke.
[00:36:12.840 --> 00:36:15.000]   They said there's nothing but children coming across, and
[00:36:15.000 --> 00:36:16.160]   Obama lets children come in.
[00:36:16.160 --> 00:36:21.400]   We went down there, less than 10% that we saw were children,
[00:36:21.400 --> 00:36:25.600]   but the feds said that 17% were under the age of 18.
[00:36:25.600 --> 00:36:32.000]   And it was just a bunch of military age men and women walking across, and
[00:36:32.000 --> 00:36:36.000]   the Border Patrol was ordered to just no ID, don't check for diseases,
[00:36:36.000 --> 00:36:37.320]   don't check their backpacks.
[00:36:37.320 --> 00:36:42.480]   Heads of the Border Patrol Union went public and said, this is criminal.
[00:36:42.480 --> 00:36:47.080]   Some of them came on this show, despite major reprimands.
[00:36:47.080 --> 00:36:49.400]   Some of them got fired for going on Sean Hannity,
[00:36:49.400 --> 00:36:53.920]   put their careers on the line, because they were good people.
[00:36:53.920 --> 00:36:55.120]   By the way, most of them are Hispanic.
[00:36:55.120 --> 00:36:58.360]   They claim all this racism.
[00:36:58.360 --> 00:37:00.400]   No, you've got collapsing Latin America.
[00:37:00.400 --> 00:37:06.440]   You've got the UN building up base camps that they fund,
[00:37:06.440 --> 00:37:09.480]   that they politically choose the worst the worst.
[00:37:09.480 --> 00:37:14.920]   And then they give them debit cards with free money, $1,000 per leg.
[00:37:14.920 --> 00:37:18.960]   I remember a month and a half ago, the big caravan was marching up
[00:37:18.960 --> 00:37:22.040]   out of South America into Central America towards Mexico.
[00:37:22.040 --> 00:37:27.760]   And Ted Cruz and Congressman Matt Gaetz would tweet out video of
[00:37:27.760 --> 00:37:33.320]   them handing out cash to them, pesos to them, in Honduras and
[00:37:33.320 --> 00:37:37.080]   Guatemala, and giving them USAID bags.
[00:37:37.080 --> 00:37:41.320]   And then the media would say, apologize, Ted Cruz, apologize, Matt Gaetz.
[00:37:41.320 --> 00:37:44.960]   Why the UN and George Soros aren't involved, no one's paying them.
[00:37:44.960 --> 00:37:49.560]   You could type in Open Society Foundation or the other groups, and
[00:37:49.560 --> 00:37:55.120]   it was George Soros at press conferences two years ago, and a year ago in Reuters.
[00:37:55.120 --> 00:38:00.960]   An AP saying George Soros is partnering with the UN and
[00:38:00.960 --> 00:38:06.560]   MasterCard to give $1,000 per leg to people from Africa and
[00:38:06.560 --> 00:38:10.520]   the Middle East to come to Latin America and then come in illegally.
[00:38:10.520 --> 00:38:16.720]   Or they're paying to get visas on travel and then coming here illegally.
[00:38:16.720 --> 00:38:22.680]   There it is, George Soros MasterCard to partner to aid migrant refugees.
[00:38:22.680 --> 00:38:25.560]   That's January 2017.
[00:38:25.560 --> 00:38:31.520]   Again, imagine what it's like to know how all of this works.
[00:38:31.520 --> 00:38:35.200]   They already did it in Europe, brought in 15 million military aged men the last six
[00:38:35.200 --> 00:38:38.400]   years, who are literally burning Europe down as we speak.
[00:38:38.400 --> 00:38:40.760]   Yeah, show them the footage out of North Africa and
[00:38:40.760 --> 00:38:45.240]   the Middle East of what just happened to Europe, and then show the slums.
[00:38:45.240 --> 00:38:49.480]   If you're a radio listener, we're showing everything I say.
[00:38:49.480 --> 00:38:53.040]   When I say Soros is funding it, I show you Reuters, but it gets worse.
[00:38:53.040 --> 00:39:01.400]   They now are in the Washington Post and everywhere else saying Trump is a racist,
[00:39:01.400 --> 00:39:04.960]   Soros isn't involved, and it's worse.
[00:39:06.560 --> 00:39:09.920]   We showed you the WikiLeaks documents, they admit are real,
[00:39:09.920 --> 00:39:14.560]   where Soros four years ago, that came out two years ago, or
[00:39:14.560 --> 00:39:18.880]   26 months ago technically, said we're gonna take over the Internet,
[00:39:18.880 --> 00:39:22.160]   have it given to the UN, we're gonna censor all nationalists, all conservatives,
[00:39:22.160 --> 00:39:25.400]   and then Christians, we're gonna open everything up to Islam.
[00:39:25.400 --> 00:39:30.680]   We're gonna flood everybody, we're gonna teach transgenderism to five year olds,
[00:39:30.680 --> 00:39:31.680]   this is all his plan.
[00:39:31.680 --> 00:39:35.680]   And he said anyone trying to block us will be totally banned with a global
[00:39:35.680 --> 00:39:36.360]   social score.
[00:39:36.360 --> 00:39:39.300]   Now it's here.
[00:39:39.300 --> 00:39:46.080]   And then Mark Zuckerberg, who's Jewish, and his head of the company,
[00:39:46.080 --> 00:39:52.720]   who's Jewish, eight months ago, Soros begins giving speech saying,
[00:39:52.720 --> 00:39:55.240]   Facebook's going down, Facebook's evil.
[00:39:55.240 --> 00:39:58.960]   Well, that's because Facebook refused, unlike Google and
[00:39:58.960 --> 00:40:05.280]   unlike Twitter, to hire Soros trained, this is mainstream news,
[00:40:05.280 --> 00:40:10.360]   I'll show you in a moment, people to moderate and run the sites.
[00:40:10.360 --> 00:40:12.640]   He censored, he blocked, he did it all.
[00:40:12.640 --> 00:40:17.720]   They hired a PR firm to point out that Soros was funding it, which is true.
[00:40:17.720 --> 00:40:21.440]   Even New York Times admits Soros funded it to take it over,
[00:40:21.440 --> 00:40:28.320]   to fund Facebook employees to come out and claim they were doing bad things.
[00:40:28.320 --> 00:40:32.360]   Soros is funding people to do that here, and fake lawsuits.
[00:40:32.360 --> 00:40:33.320]   I mean, I've been through this.
[00:40:33.320 --> 00:40:37.000]   And now the New York Times comes out this week and
[00:40:37.000 --> 00:40:44.680]   says Mark Zuckerberg is an anti-Semite because George Soros is Jewish.
[00:40:44.680 --> 00:40:49.960]   So what they're saying is, if someone happens to be Jewish,
[00:40:49.960 --> 00:40:52.720]   which he renounced his Judaism and said he's an atheist and
[00:40:52.720 --> 00:40:55.560]   helped round up Jews for the death camps, he's told 60 minutes.
[00:40:57.000 --> 00:40:59.720]   If someone doesn't let you take over their company,
[00:40:59.720 --> 00:41:05.960]   which Soros tried to buy control of, Soros began shorting the stock.
[00:41:05.960 --> 00:41:10.000]   And what did the PR company, they hired a very reputable company,
[00:41:10.000 --> 00:41:12.440]   it's all in the news, say?
[00:41:12.440 --> 00:41:15.400]   They put out in articles that the New York Times calls fake news,
[00:41:15.400 --> 00:41:20.360]   that George Soros had nothing to do with any of this.
[00:41:20.360 --> 00:41:23.440]   But what did the PR firm say?
[00:41:23.440 --> 00:41:27.760]   They said, George Soros is obviously preparing to short Facebook.
[00:41:27.760 --> 00:41:29.280]   We didn't let him take control.
[00:41:29.280 --> 00:41:34.560]   And so now he's gonna short us and try to get regulators to take us over.
[00:41:34.560 --> 00:41:36.680]   This is all a plan by George Soros to take over the Internet.
[00:41:36.680 --> 00:41:41.600]   Now, everything they said was completely true.
[00:41:41.600 --> 00:41:46.320]   Just like we said a migrant caravan funded by the UN just slammed over
[00:41:46.320 --> 00:41:49.320]   the border three weeks ago.
[00:41:49.320 --> 00:41:51.280]   Now it just slammed over our border today.
[00:41:51.280 --> 00:41:55.920]   And what did they say?
[00:41:55.920 --> 00:41:58.960]   They said that's anti-Semitic.
[00:41:58.960 --> 00:42:02.840]   Think about that.
[00:42:02.840 --> 00:42:06.600]   I'm sorry, what did George Soros just do?
[00:42:06.600 --> 00:42:10.440]   He just shorted Facebook before it went down in the last two weeks.
[00:42:10.440 --> 00:42:13.520]   And depending on which subsidiary you look at, Fox News said he made
[00:42:13.520 --> 00:42:17.040]   17 million, that's one of his companies, the guy has thousands.
[00:42:17.040 --> 00:42:20.360]   Reportedly, he's made hundreds of millions of dollars off shorting him.
[00:42:20.360 --> 00:42:22.640]   Now that's the big crime right there.
[00:42:22.640 --> 00:42:25.480]   But see, what did the PR firm say eight months ago?
[00:42:25.480 --> 00:42:29.600]   They said Soros is clearly preparing to short Facebook because we wouldn't let
[00:42:29.600 --> 00:42:30.240]   him take it over.
[00:42:30.240 --> 00:42:35.840]   He's got a group funding all this, and it's wrong what he's doing.
[00:42:35.840 --> 00:42:39.280]   So for defending themselves and the stockholders,
[00:42:39.280 --> 00:42:43.640]   the New York Times now says that Facebook is anti-Semitic.
[00:42:43.640 --> 00:42:48.080]   When the person who helped round up and kill Jews is George Soros.
[00:42:49.200 --> 00:42:53.240]   Think about the magnitude of that.
[00:42:53.240 --> 00:42:55.200]   You see, once they censor the conservatives,
