[00:00.000 --> 00:11.000]  Waging War on Corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[44:58.000 --> 45:04.000]  I mean, it's incredible, Alex. You mentioned just that this is nothing new. Chuck Schumer implied the same thing.
[45:04.000 --> 45:10.000]  Before was it even, you know, before Trump even took office when he said they've got seven ways from Sunday from getting back at you.
[45:10.000 --> 45:17.000]  Now watch that clip again and notice when Jake Tapper gets all flustered and realize what's going on,
[45:17.000 --> 45:19.000]  he comes back to him and says, oh, you mean metaphorically?
[45:19.000 --> 45:22.000]  He like says, yeah, yeah, what a dismisses it.
[45:22.000 --> 45:29.000]  And then goes on to double down by pointing out, oh, the deep state is going to be really pissed off with him now that he's said this.
[45:29.000 --> 45:33.000]  So he actually, he doesn't, he doesn't even deny it. He doubles down.
[45:33.000 --> 45:35.000]  He does the proviso. He does the proviso.
[45:35.000 --> 45:43.000]  It'd be like if somebody said go to Mudd's house, which I'm not saying this, go to Mudd's house and kill him because he's a trader and deserves it.
[45:43.000 --> 45:51.000]  Then you add, oh, but I'm just being metaphorical. But he's really a bad guy and needs to, you know, be found hanging from his neck, which I'm not really saying.
[45:51.000 --> 45:53.000]  But see.
[45:53.000 --> 46:02.000]  Now, bear in mind, Alex, Pastor Rodney Brown, who merely said I spoke to a congressman who warned me that they're going to try and take out Trump.
[46:02.000 --> 46:07.000]  No, that wasn't a direct threat at all. It was a warning. It was an attempt to protect the president.
[46:07.000 --> 46:12.000]  He got a secret service visit. Is this guy going to get a secret service visit?
[46:12.000 --> 46:18.000]  I mean, in the very least, he needs to come out with a full public statement right now, retracting, apologizing.
[46:18.000 --> 46:22.000]  Because this, this is absolutely bizarre, the fact that you would come out with this.
[46:22.000 --> 46:29.000]  But again, it shows how brazen they are now and how up on the high horse they think they are with this Russian collusion crap.
[46:29.000 --> 46:36.000]  Even as it collapses, I mean, the nation, a big left wing publication came out yesterday and admitted there's no evidence,
[46:36.000 --> 46:45.000]  which is why they're literally now going after apartments that Trump rented to Russian six years ago and trying to get him trying to get him on that.
[46:45.000 --> 46:48.000]  Because there's no evidence whatsoever. They're starting to panic.
[46:48.000 --> 46:51.000]  And now these threats are becoming more known.
[46:51.000 --> 46:54.000]  But I mean, Alex, they must be just completely bombarded.
[46:54.000 --> 47:04.000]  I mean, the secret service, when you have the mainstream media legitimizing violence against the president, they just must be dealing with threats multiple times daily.
[47:04.000 --> 47:08.000]  You have people scaling the White House fence over and over again.
[47:08.000 --> 47:13.000]  You have people within the secret service saying they wouldn't protect Trump.
[47:13.000 --> 47:16.000]  Like Obama loyalists saying they wouldn't even protect Trump.
[47:16.000 --> 47:19.000]  They must be completely overwhelmed at the moment.
[47:19.000 --> 47:26.000]  And that's why, you know, way before he even became the front runner for the GOP, Trump was wearing a bulletproof vest.
[47:26.000 --> 47:28.000]  That's why he never buttoned up his suit jacket.
[47:28.000 --> 47:31.000]  We brought that story first through Roger Stone.
[47:31.000 --> 47:35.000]  So I mean, they've been dealing with this for over two years now.
[47:35.000 --> 47:38.000]  Now it's literally being paraded out on CNN.
[47:38.000 --> 47:42.000]  Oh, but we're bad because we say we don't want a civil war.
[47:42.000 --> 47:46.000]  By the way, Trump's telling the secret service he wants to walk up the front of motorcades.
[47:46.000 --> 47:48.000]  He wants to do more rallies.
[47:48.000 --> 47:50.000]  He's countermanding them and doing that.
[47:50.000 --> 47:53.000]  And it's not that he wants to die, but he's very fatalistic.
[47:53.000 --> 47:56.000]  Trump is committed. He doesn't care what happens. He's all in.
[47:56.000 --> 48:01.000]  That is so manly. He is delivered. He is so good.
[48:01.000 --> 48:06.000]  And I have to say it, I just cannot, I am ashamed that he isn't getting more support.
[48:06.000 --> 48:08.000]  This is everything we ever asked for.
[48:08.000 --> 48:15.000]  And we've got the Dougan's evil government trying to block the reforms to make the country successful and decent again.
[48:15.000 --> 48:20.000]  When we see how it's just coming back from the dead with just a few things he's gotten done.
[48:20.000 --> 48:26.000]  And they are just howling and screaming and everywhere saying we've got an ongoing operation.
[48:26.000 --> 48:30.000]  He'll be gone the next few months and it's not going to be, you know, through impeachment or grand juries.
[48:30.000 --> 48:34.000]  They're saying in Congress, yes, get ready. He's going to be killed.
[48:34.000 --> 48:38.000]  You better get behind us going after him. See, it's chicken in the egg.
[48:38.000 --> 48:42.000]  They're saying we're going to take him out. So they're going and asking Congressman, what are you going to do?
[48:42.000 --> 48:46.000]  I've gotten these phone calls. What are you going to do when this happens?
[48:46.000 --> 48:50.000]  Because you just need to stand down and not do anything. Okay? No, that's how they get us all.
[48:50.000 --> 48:54.000]  It's how the Bolsheviks were able to take over all of Russia. Okay?
[48:54.000 --> 48:58.000]  Incrementally. It was always, oh, getting this group to appease, then they'd kill them later.
[48:58.000 --> 49:02.000]  No, you do not appease bullies, thugs, terrorists, scum.
[49:02.000 --> 49:07.000]  We're standing against Obama and Hillary and the Islamists and mud and all of them.
[49:07.000 --> 49:11.000]  We're done. We're done. We're on the bridge. We're not getting off the bridge.
[49:11.000 --> 49:15.000]  You want to come? Come through us. We're here. You're going to do it in front of a gotten country and everybody else.
[49:15.000 --> 49:18.000]  You want to fight? Better believe you got one.
[49:18.000 --> 49:25.000]  And now, what do we do, Paul? What do we do as they're organizing the coup, pushing it, preparing it, selling it,
[49:25.000 --> 49:30.000]  getting us ready for taking over the government, having new elections, which will never have real elections again?
[49:30.000 --> 49:35.000]  This is it. We're winnings. Why are they this desperate? What do we do? What does Trump do?
[49:35.000 --> 49:41.000]  I mean, there should be grand juries. You can get grand juries all over this country with this information
[49:41.000 --> 49:45.000]  to SWAT team all these people for their records. You know, they're all plotting the killing.
[49:45.000 --> 49:50.000]  They're so arrogant, they're out on TV plotting it. I want them all arrested now.
[49:50.000 --> 49:57.000]  I'm tired of this garbage. They want to kill the president, talk about it on TV. We are coming for them.
[49:57.000 --> 50:02.000]  Well, the key is, Alex, the thing that's stopping it is us talking about it.
[50:02.000 --> 50:05.000]  That's the main thing. You've had Savage come out and say there's going to be a coup.
[50:05.000 --> 50:07.000]  You've had Limbaugh come out and say it.
[50:07.000 --> 50:12.000]  Then you've got people like Chuck Todd on NBC News who reads this memo, you know,
[50:12.000 --> 50:16.000]  for which McMaster fired all these people talking about Islamists and globalists
[50:16.000 --> 50:21.000]  and the fact that they're trying to take America down. Perfectly logical and sensible.
[50:21.000 --> 50:27.000]  And he's like, this is such a dark conspiracy theory. No wonder they all got fired. This is bizarre.
[50:27.000 --> 50:33.000]  You read the memo, it's just Islamists and globalists hate America. They want America to fail.
[50:33.000 --> 50:40.000]  It completely makes sense in the course of history and, you know, modern reason debate for the past 10, 15 years.
[50:40.000 --> 50:42.000]  And they're like, oh my God, this is completely insane.
[50:42.000 --> 50:45.000]  They are the greatest Judas Iscariot.
[50:45.000 --> 50:48.000]  They're the biggest Benedict Arnold's the world's ever seen.
[50:48.000 --> 50:52.000]  They are the bad guys of the bad guys blowing up their own golden goose
[50:52.000 --> 50:56.000]  because they're jealous of it and want to pee pee on it to show how big they are.
[50:56.000 --> 50:58.000]  Stay there, Paul, and talk about the censorship.
[50:58.000 --> 51:02.000]  It's a no-brainer. A big Berkey water filter is the one you need, period.
[51:02.000 --> 51:07.000]  You need a water filter that removes chlorine, fluoride, pharmaceuticals, BPA, and other endocrine disruptors,
[51:07.000 --> 51:10.000]  pesticides, bacteria, viruses, and much more, right?
[51:10.000 --> 51:12.000]  And does it all at only two cents per gallon.
[51:12.000 --> 51:15.000]  Get the original, most trusted name in gravity water filtration, Big Berkey.
[51:15.000 --> 51:20.000]  And now GCN listeners receive 5% off ceramic filter systems using code GCN.
[51:20.000 --> 51:28.000]  Call or click 1-877-99 Berkey or bigberkeywaterfilters.com. That's 1-877-99-B-E-R-K-E-Y.
[51:28.000 --> 51:33.000]  Any time, any place, any where, radio remains the most intimate of all forms of media.
[51:33.000 --> 51:40.000]  At home, at work, in the car, on smartphones, over 90% of consumers still listen to radio every week.
[51:40.000 --> 51:44.000]  That makes choosing radio is a place to advertise your business.
[51:44.000 --> 51:46.000]  One of the best decisions you can make.
[51:46.000 --> 51:52.000]  Email advertise at GCNlive.com and partner up with an experienced GCN representative.
[51:52.000 --> 51:58.000]  Advertise at GCNlive.com. Easy, affordable, effective.
[51:58.000 --> 52:04.000]  Katie Armor has been on a mission to manufacture the most comfortable body armor on the market, and we've succeeded.
[52:04.000 --> 52:11.000]  With the release of our CQB technology, we now offer the most comfortable, concealable rifle threat body armor available.
[52:11.000 --> 52:15.000]  Things may look good now, but what if you need added protection?
[52:15.000 --> 52:27.000]  Get your very own concealable rifle threat armor today at katiearmor.com. And for a limited time, get all plates at wholesale pricing, only at CATIarmor.com.
[52:45.000 --> 52:54.000]  For your $10 Patriot discount, go to prostatemiracle.com and enter promo code PATRIOT, or call 877-965-2140.
[52:54.000 --> 52:57.000]  That's 877-965-2140.
[52:57.000 --> 53:02.000]  I ordered some Andrew 400 and losing weight around the belly really quickly.
[53:02.000 --> 53:05.000]  Some of the pants that didn't fit me, now they're falling off my hips.
[53:05.000 --> 53:10.000]  There's been a noticeable increase in energy. Then this stuff works. It does work.
[53:10.000 --> 53:16.000]  As Bill said, after taking Andrew 400 for a month, now listen to what Richard says about Andrew 400.
[53:16.000 --> 53:22.000]  I did a lot of research on it before I ordered it because I've tried other products in the past and they haven't worked.
[53:22.000 --> 53:25.000]  But I could not believe the difference literally within a month.
[53:25.000 --> 53:28.000]  Since I started taking it, I have lost 37 pounds.
[53:28.000 --> 53:35.000]  It was the belly fat. I could get weight off, but I could never get the tummy off. Now the tummy's coming off, and I have more energy than I've had in 20 years.
[53:35.000 --> 53:42.000]  Guys, if you too want to lose belly fat, gain energy and feel 20 years younger like Richard, try Andrew 400.
[53:42.000 --> 53:52.000]  The safe, natural and affordable way to boost your testosterone, go to andro400.com or call 888-400-0435.
[53:52.000 --> 54:06.000]  That's 888-400-0435.
[54:06.000 --> 54:15.000]  Now listen up, folks. People want to claim they're going to fight for America. All you got to do here is get the word out.
[54:15.000 --> 54:23.000]  Say your prayers, support the broadcast, and let everybody in your community, your family, your church understand how serious this is.
[54:23.000 --> 54:32.000]  And we've broken through. Sean Hannity's talking about it, Limbaugh, Levin, Drudge. It's all out there. It's real.
[54:32.000 --> 54:38.000]  And it takes a lot to get folks to say, hey, there's a plan to kill the president and these people are criminals because it sounds crazy, but they're doing it.
[54:38.000 --> 54:46.000]  And see, it's my job to say the things first. I know we're going on, like I've been doing for eight months, so we had them off at the pass.
[54:46.000 --> 54:53.000]  So they've gone from doing it covertly till we forced them out overtly, which was my plan. And I told them my plan.
[54:53.000 --> 55:01.000]  So that's where we are right now. And we're only able to do this because we have you, the audience. It's not that I'm that smart. It's you.
[55:01.000 --> 55:08.000]  I haven't even plugged this hour. I need financial support. We are running two big specials, the 1776 special and the old special.
[55:08.000 --> 55:19.000]  I'm now calling the Buzzfeed special because we're talking 55% off, you name it, because this Buzzfeed thing is the holy grail of ridiculous.
[55:19.000 --> 55:27.000]  And wait till what we discovered in the next hour, their big disinfo piece, where they admit, well, these products are totally clean and they're as advertised.
[55:27.000 --> 55:34.000]  Do you understand why they had them tested in California? Because that's where they have Prop 65 where there's more lead in the air.
[55:34.000 --> 55:47.000]  You have to label it for Prop 65 or you can be sued. It was passed by lawyers to be able to sue companies, not just supplements, to have levels that are impossible to not have in most products.
[55:47.000 --> 55:54.000]  But we are California level. We still do it even though it's a huge hassle and almost impossible. We're able to do it.
[55:54.000 --> 56:02.000]  They sent it to California, did the testing and didn't find it and they're so upset right now and it made sales explode.
[56:02.000 --> 56:14.000]  People are like, wow, this big lab did this and it's totally clean. I mean, I'm not kidding. We have seen sales go up 40% the last three days, two and a half days.
[56:14.000 --> 56:24.000]  Anyways, Paul Watson, I appreciate you coming on. You're about to go on a well-deserved holiday. But also, let's now talk about the censorship on YouTube and why we're doing this.
[56:24.000 --> 56:34.000]  Because I agree with Diamonds and Lace and others and what you're doing. We got to go ahead and pull ourselves off YouTube to illustrate that they want to incrementally shut down free speech.
[56:34.000 --> 56:44.000]  We have to do this, I think, as a protest to show that it's no longer a platform that can be trusted to make them reform or to get President Trump to move with antitrust action.
[56:44.000 --> 56:56.000]  Because they are operating in a discriminatory way towards anybody who's not basically aligned with eugenics-based, hyper-modern neoliberalism with a smattering of Maoist ideology.
[56:56.000 --> 57:03.000]  They're just banning everything now and it's beyond Chinese level. I mean, they're banning stuff. China doesn't ban. This is next level.
[57:03.000 --> 57:07.000]  What's about your video that's gone viral where you say you're done?
[57:07.000 --> 57:13.000]  I'm done with YouTube until they change their policies or until they signal that they're going to change them, Alex.
[57:13.000 --> 57:22.000]  I mean, Congressman Dana Roebacher came out with a quote last night, the mistreatment of conservatives and libertarians by tech monopolies is a civil rights issue.
[57:22.000 --> 57:26.000]  And that's what it comes down to. It's Google and Facebook. Those are the big two.
[57:26.000 --> 57:41.000]  Okay, I was banned by Facebook yesterday, get this, Alex, for posting a picture of a famous ginger YouTuber who made a parody joke video about feminism 18 months ago who was in on the joke.
[57:41.000 --> 57:49.000]  And because I posted a picture of it, again, 18 months ago, which obviously offended some feminist, they banned me on Facebook.
[57:49.000 --> 57:58.000]  So literally, Facebook is now being run by the same people who scream bloody murder. And let's explain something. You're a public figure, attacked in newspapers and TV every day.
[57:58.000 --> 58:05.000]  So am I. If we don't have speech, no one is. They want to destroy us with straw man, not let us respond.
[58:05.000 --> 58:14.000]  And let's explain. You had Facebook videos, Paul, with 30 million views, some of them each. I mean, bigger than CNN. That's why they took you down.
[58:14.000 --> 58:24.000]  That's why they're trying to ban PewDiePie because they don't want anybody they don't control with a voice. Yes, folks, Paul had close to a billion views on his personal Facebook page.
[58:24.000 --> 58:30.000]  We have billions and billions on ours as well. And they annihilated it for Copper Cap, who I know is a listener and friends with Paul.
[58:30.000 --> 58:39.000]  I mean, even for having fun videos about patriarchy rules the world. We'll be right back, ladies and gentlemen, this is incredible.
[58:39.000 --> 58:48.000]  They're moving against us. But we're fighting back at the civil rights violation. You are organized and racketeering against us.
[58:48.000 --> 58:57.000]  As most of you already know, I am a voracious consumer of news and information. And in the last four or five years doing more and more research,
[58:57.000 --> 59:07.000]  I came across the fact that the elite establishment is fully aware of the fact that our ancient ancestors, in many cases, had much better nutrition than we do today.
[59:07.000 --> 59:13.000]  And our ancient ancestors sought out the bones of the animals that they were hunting, killing, and then processing.
[59:13.000 --> 59:27.000]  And so I set out to develop Caveman, but to not just have concentrated bone broth from chicken, but seven other superfood ingredients known for cleansing and supercharging the body at the same time.
[59:27.000 --> 59:37.000]  Infowars isn't just fighting the globalist. We're getting results and we're expanding in the face of the complete media assault and winning because of your support.
[59:37.000 --> 59:59.000]  Caveman is finally back at the Infowars store. You can get 25% off the regular price for a limited time only at infowarslife.com or by calling toll-free AAA-253-3139.
[01:00:07.000 --> 01:00:19.000]  From the front lines of the Information War, it's Alex Jones.
[01:00:19.000 --> 01:00:30.000]  All right, we've got five minutes, Paul. Give people a briefing on the massive intensification of censorship worldwide web by Facebook, Google, Twitter, all the big ones.
[01:00:30.000 --> 01:00:40.000]  Yeah, I can say after the break a bit longer if necessary, but as you said, Google and Facebook are basically monopolies at this point. They're acting like public utilities.
[01:00:40.000 --> 01:00:49.000]  You'll notice, Alex, that back in the day, Zuckerberg, Schmidt, Jack Dorsey of Twitter, they used to talk about themselves as public utilities.
[01:00:49.000 --> 01:00:55.000]  In fact, there's a quote here, which I've got from time where Zuckerberg is talking about Facebook as a public utility.
[01:00:55.000 --> 01:01:03.000]  So they acted like that. They consolidated. Now they've become monopolies. They need to be treated as public utilities.
[01:01:03.000 --> 01:01:08.000]  This is what Steve Bannon came out and advocated two weeks ago.
[01:01:08.000 --> 01:01:14.000]  Okay, if I want running water in my house, Alex, I can only pay one company.
[01:01:14.000 --> 01:01:18.000]  Now, it's still a private company, but it's a monopoly. I don't have a choice.
[01:01:18.000 --> 01:01:27.000]  Now, at this point, Google and YouTube are complete monopolies. YouTube does not have a competitor, a serious competitor as a video platform.
[01:01:27.000 --> 01:01:34.000]  Listen to this quote out of the Guardian article, Alex, hardly a right wing publication about Google and Facebook.
[01:01:34.000 --> 01:01:39.000]  They have become the medium through which we experience and understand the world.
[01:01:39.000 --> 01:01:44.000]  Okay, they're the new public commons. Google and Facebook are more powerful than most countries.
[01:01:44.000 --> 01:01:52.000]  They're bigger than any media outlet. They need to be regulated if they deny people's service based on their political beliefs.
[01:01:52.000 --> 01:01:56.000]  It's actually illegal to do that in the United Kingdom under the Equality Act.
[01:01:56.000 --> 01:02:02.000]  You can't deny someone a service because they have a certain belief or if they don't have it.
[01:02:02.000 --> 01:02:09.000]  We also have these companies aligning with the state, with the government to persecute people for their free speech.
[01:02:09.000 --> 01:02:22.000]  And let's read this again. Put that headline back up. That's so powerful from the Liberal Guardian that Facebook and Google are the most powerful and secretive empires ever known in world history.
[01:02:22.000 --> 01:02:34.000]  They're spying on everything and they're putting armies of SJWs in, banning people that criticize Nazis now, saying just showing Hitler is hurtful.
[01:02:34.000 --> 01:02:43.000]  This is beyond Soviet level or Chinese internet censorship. These people are flaming authoritarians.
[01:02:43.000 --> 01:02:53.000]  And they've teamed up with the state, with government. Police are now visiting people at home in this country right now for posting things critical of Islam on Facebook.
[01:02:53.000 --> 01:03:09.000]  They're tweeting a story about that earlier today. They have police officers who are also deranged social justice warriors using and abusing their power to direct supermarkets to change the language on their feminine product shelf because it might offend people.
[01:03:09.000 --> 01:03:18.000]  This has gotten totally out of control. They've aligned with the state. They've formed themselves into monopolies and they're basically deranged thought police now in power.
[01:03:18.000 --> 01:03:26.000]  I mean, it came out, Alex, as a result of the James Deymore thing. People looked into the Twitter profiles of the people running Google's diversity department.
[01:03:26.000 --> 01:03:38.000]  It was people literally advocating violence against others for disagreeing with them. It was the usual cast of blue-haired lesbian feminists talking about how obsessed they are about pronouns.
[01:03:38.000 --> 01:03:50.000]  You know, this literally looked like the guest list for Trigley Puff's slumber party. These are the thought police. They're now in power. They only care about power. They only care about crushing your First Amendment rights.
[01:03:50.000 --> 01:03:57.000]  Now they've formed into monopolies and now it's happening. This is why Diamond and Silk are talking about a class action lawsuit.
[01:03:57.000 --> 01:04:07.000]  This is why prominent YouTubers, prominent social media and free speech advocates need to get behind this because as the congressman said, this is a civil rights issue.
[01:04:07.000 --> 01:04:11.000]  Something needs to change now. It's gone too far.
[01:04:11.000 --> 01:04:22.000]  Look at the people that are running the censorship boards. I mean, they're just looking for power. Do they not understand how dishonorable they are?
[01:04:22.000 --> 01:04:30.000]  One of those profiles literally says punch Nazis, which of course the Nazi is anyone who disagrees with a far left social justice warrior.
[01:04:30.000 --> 01:04:38.000]  These are the people literally running Google right now. So is it any surprise, Alex, that now insiders have come out and confirmed what we knew?
[01:04:38.000 --> 01:04:45.000]  They're censoring search results to hide politically incorrect information. Now we've got confirmation of that as well.
[01:04:45.000 --> 01:04:55.000]  And you're saying you're leaving YouTube to make a point to have a clean break to show it's no longer has any semblance of freedom. Stay there.
[01:04:55.000 --> 01:05:02.000]  Why is the fungus? Why is the mold? Why is the yeast taking over? What is going on? What has changed?
[01:05:02.000 --> 01:05:10.000]  Dr. Group, the new product, Myco ZX supports normal fungal and yeast balance proprietary blend of herbs and enzymes made with high quality ingredients.
[01:05:10.000 --> 01:05:17.000]  Yeah, fungus is a growing epidemic and I've been testing this formula and making changes to this formula for over 10 years.
[01:05:17.000 --> 01:05:25.000]  It's available at mforestore.com. We also have free shipping. Order $50 or more and 10% off when you sign up for auto ship additionally on top of that. Please.
[01:05:25.000 --> 01:05:30.000]  We only have a limited supply of this. I want to get your reviews on here. What do you have to say for me? It's been a crowd.
[01:05:30.000 --> 01:05:37.000]  Myco ZX, antifungal, antifungus, anti yeast, get it today. Limited run will be months until we get more.
[01:05:37.000 --> 01:05:48.000]  mforestore.com, mforeslife.com, our triple A-2-5-3-3-1-3-9. I cannot sell something unless it helps somebody and you can't support an organization that didn't fight harder.
[01:05:48.000 --> 01:05:54.000]  Look at the response we're getting. We were changed the world together. You are the mfore. God bless you all.
[01:05:56.000 --> 01:06:06.000]  Thousands of years ago, there was a basic form of chivalry. Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize
[01:06:06.000 --> 01:06:16.000]  and prepare a defense. 60 years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[01:06:16.000 --> 01:06:31.000]  But in the 21st century, there are silent weapons for quiet war. Pathogens added to the food and water, into the lining of plastics that destroy our vitality, turn off our hormones, and accelerate our journey towards death.
[01:06:31.000 --> 01:06:46.000]  I personally counter this onslaught with Anthroplex. Anthroplex is designed with known, organic, concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[01:06:46.000 --> 01:06:55.000]  Discover why Anthroplex has turned so many heads today. It's time for us to take our bodies back into our own hands and it starts at mforeslife.com with Anthroplex.
[01:06:55.000 --> 01:07:04.000]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[01:07:04.000 --> 01:07:13.000]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:07:13.000 --> 01:07:18.000]  We have now managed to secure the sought-after beans in a highly customized blend.
[01:07:18.000 --> 01:07:32.000]  Discover and try a bag of the Patriot Blend 100% organic coffee at mforeslife.com. This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:07:32.000 --> 01:07:39.000]  Hands down, this is my favorite coffee and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:07:39.000 --> 01:07:53.000]  Look by the site today, order a bag or two and I don't think you're going to be disappointed. Available in original or with our immune support infusion blend. You will be supporting a free press all the while enjoying a truly great tasting cup of my favorite coffee.
[01:07:53.000 --> 01:07:56.000]  Available at mforeslife.com.
[01:07:56.000 --> 01:08:14.000]  Live from Austin, Texas. Broadcasting worldwide. It's Alex Jones.
[01:08:14.000 --> 01:08:26.000]  Yeah, Paul Watson.
[01:08:26.000 --> 01:08:39.000]  Over a billion views on his two Facebook channels for videos he personally did for Impal Wars.
[01:08:39.000 --> 01:08:45.000]  I mean, that's success. They erased his Facebook, just took it away, got rid of it, and they'd already been disappearing.
[01:08:45.000 --> 01:08:52.000]  I'd be like, wow, there were a lot of videos that had 14 million, 20 million, 35 million, and those just keep getting bigger as people go, wow, this got 35 million views.
[01:08:52.000 --> 01:09:00.000]  I need to go watch this. Nope. They just deleted his whole account now and they're moving on to everybody else.
[01:09:00.000 --> 01:09:08.000]  And they've told PewDiePie, who's never been political, they just don't like the fact that he's got, what is it, 18 billion views just on YouTube?
[01:09:08.000 --> 01:09:12.000]  They don't like that he's more popular times 50 than MTV.
[01:09:12.000 --> 01:09:17.000]  And the executives came and said, work with us. Let us run your operation. We won't shut you off.
[01:09:17.000 --> 01:09:20.000]  And he said, no way. And so they're going to start kicking him off as well.
[01:09:20.000 --> 01:09:25.000]  They're not going to quit even if you only show cat videos.
[01:09:25.000 --> 01:09:31.000]  If you've got 50, you know, billion views of cats, they're going to take your channel.
[01:09:31.000 --> 01:09:51.000]  This is racketeering. And as Congress is now investigating and saying it's a civil rights violation because you're conservative or libertarian to claim you have a monetization program and then politically let people go in and demonetize stuff to hurt you while Google is still running ads on the page.
[01:09:51.000 --> 01:10:06.000]  That's literal electronic ghettos as Matt Drudge coined the term years ago talking about what Facebook, Twitter and Google are and saying if you stay there and don't build an alternative, they will turn it into that.
[01:10:06.000 --> 01:10:12.000]  And now they've done it. And we've tried to build info wars. And that's why we had this plan months ago.
[01:10:12.000 --> 01:10:18.000]  But we are going to launch it today. It just so happens that today it was ready.
[01:10:18.000 --> 01:10:22.000]  And this is the day we had it planned for weeks.
[01:10:22.000 --> 01:10:27.000]  We are launching a new site. I haven't told the crew this yet.
[01:10:27.000 --> 01:10:31.000]  News wars.com.
[01:10:31.000 --> 01:10:38.000]  Now we launched info wars in 1997. I was on air two years before that.
[01:10:38.000 --> 01:10:43.000]  But in the modern world, this is the news war.
[01:10:43.000 --> 01:10:48.000]  And it's a fight between those that tell the truth and those that lie.
[01:10:48.000 --> 01:10:52.000]  And the site has a very nice, good, clean look.
[01:10:52.000 --> 01:10:55.000]  Very modern look works really well on your mobiles.
[01:10:55.000 --> 01:11:04.000]  And I want to ask everybody to help share news wars. Plus when they're trying to hack and bring down info wars or prison planet, it's on separate servers and systems as well.
[01:11:04.000 --> 01:11:07.000]  So it is a new site.
[01:11:07.000 --> 01:11:10.000]  And I would like to get news wars out to everybody today.
[01:11:10.000 --> 01:11:15.000]  We'll get Paul Watson's article there. Seeing an analyst on Trump, the government's going to kill this guy.
[01:11:15.000 --> 01:11:18.000]  And I hope everybody will go to news wars.
[01:11:18.000 --> 01:11:22.000]  Now they're also not just trying to censor us and shut us up.
[01:11:22.000 --> 01:11:28.000]  I want Paul to finish talking about this. They're also going after our funding.
[01:11:28.000 --> 01:11:33.000]  Adroll. Not the good company Adblade. Adroll works with Google.
[01:11:33.000 --> 01:11:36.000]  We were going to bring in $5 million this year. Sounds like a lie.
[01:11:36.000 --> 01:11:42.000]  But that's $5 million gross and the products cost things. So let's say $2.5 million of money to hire new people and expand.
[01:11:42.000 --> 01:11:48.000]  They took it away. And now credit card companies, you name it, are saying, oh, you're Alex Jones. You're conservative. You can't.
[01:11:48.000 --> 01:11:53.000]  And lawyers tell me we're going to win these lawsuits. I just don't know who to sue first.
[01:11:53.000 --> 01:11:57.000]  And see Diamond is still starting. Congress is having investigations.
[01:11:57.000 --> 01:12:05.000]  Lawyers are saying, look, this is civil rights violation, cut and dry. We're just wanting to pick the right case.
[01:12:05.000 --> 01:12:08.000]  So a word of the wise is sufficient.
[01:12:08.000 --> 01:12:17.000]  They also then get lawyer groups together and they direct all this and they send all of our nutraceuticals to a California lab that tests for the big law firms.
[01:12:17.000 --> 01:12:25.000]  So they can say it violates Prop 65. If you have detectable levels of anything basically in your products, they have to be totally clean.
[01:12:25.000 --> 01:12:32.000]  Or they can sue you in California. Well, they tested it and they said, okay, it's California level.
[01:12:32.000 --> 01:12:38.000]  Well, you don't think we don't already have our stuff tested in California labs.
[01:12:38.000 --> 01:12:46.000]  But they really screwed up folks. They really screwed up bad. We caught them in something that is so incredible that I can spend three hours on it.
[01:12:46.000 --> 01:12:58.000]  Wait until I get to this. I don't know when, but later in the show, we caught them. This is staggering.
[01:12:58.000 --> 01:13:07.000]  This is staggering what we discovered.
[01:13:07.000 --> 01:13:12.000]  It's like today when they're on CNN saying we've got a plan. We're about to kill the president. We're going to kill the president.
[01:13:12.000 --> 01:13:18.000]  And it's a CIA black op bureaucrat who directs the black op groups.
[01:13:18.000 --> 01:13:24.000]  I mean, it's just like, how do you even go on air and have a headline? Fantastic enough for all this.
[01:13:24.000 --> 01:13:36.000]  And then what we caught them in is so crazy and so red handed and so diabolical.
[01:13:36.000 --> 01:13:43.000]  And we've got some good brains here. And we've said we hope because we know at least 10 orders have gone out to media companies.
[01:13:43.000 --> 01:13:49.000]  We know at least five labs have tested it and found the courses totally clean and as advertised.
[01:13:49.000 --> 01:13:54.000]  And then they lie and they say, but there's no value. These products are no good. You don't need this.
[01:13:54.000 --> 01:14:00.000]  We caught them with the very stuff we private labeled the main best selling stuff at Whole Foods.
[01:14:00.000 --> 01:14:05.000]  We just go get the cleanest, best top of the line that is affordable. There's always super top of the line.
[01:14:05.000 --> 01:14:16.000]  It's like really expensive. But, you know, we have the lab endorsing and saying what great values are the exact products for double what we sell them.
[01:14:16.000 --> 01:14:23.000]  When we private labeled the exact product that they say is wonderful and good and as advertised.
[01:14:23.000 --> 01:14:30.000]  Liberal firms go to them and then do the test and then there's the glowing review or whatever.
[01:14:30.000 --> 01:14:37.000]  But we have them and we don't just have it with one of the products.
