[00:00.000 --> 00:26.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[32:22.000 --> 32:32.000]  After consulting top doctors, nutritionists, pharmacists and others, we have developed what I believe is the ultimate non-GMO organic super male vitality formula.
[32:32.000 --> 32:39.000]  Super male vitality by infowarslife is so powerful that I only take half the recommended dose.
[32:39.000 --> 32:45.000]  I jump out of bed ready to fight these criminals every day. I look forward to waking up and taking my super male vitality and get the day started.
[32:45.000 --> 32:51.000]  It's not just the super male vitality. All the products at infowarslife.com are simply amazing.
[32:51.000 --> 33:19.000]  Visit infowarslife.com today to secure your super male vitality and other powerful products from infowarslife.
[33:21.000 --> 33:50.000]  I've been watching. I've been waiting for the globalist to pull another scam to let a good crisis not go to waste.
[33:50.000 --> 33:53.000]  And again, they just get away with anything now.
[33:53.000 --> 34:08.000]  It's the goal just to set the precedent where they can lower the borders completely but set up checkpoints on highways and search people internally and openly fund Al Qaeda and rename it IS or ISIS and go on the news and say your kids belong to the state.
[34:08.000 --> 34:12.000]  I mean, government is just going so crazy right now.
[34:12.000 --> 34:29.000]  And what are they doing bringing Ebola in multiple patients and sticking them in hospitals with plastic tarps over them when it's well known that those hospitals are just full of superbugs that could merge with or mutate with this Ebola.
[34:29.000 --> 34:43.000]  I mean, there is no telling. I want to play a clip from what CBS News briefly where they're talking about this. Just in case you're a new listener and don't believe me that live Ebola in people are being brought into hospitals full of sick people.
[34:43.000 --> 34:55.000]  And by the way, it's not even its own wing. I stand corrected. It's part of a wing with patients in it. Who would want to be in a hospital with Ebola in it? I mean, this is insane. Here it is.
[34:55.000 --> 35:01.000]  Dr. Ken Brantley is the first of two American Ebola patients to be transported back to the US for treatment.
[35:01.000 --> 35:08.000]  He arrived at Dobbins Air Reserve based near Atlanta Saturday, bound for an Emory University medical facility for treatment.
[35:08.000 --> 35:13.000]  Nancy Wrightball, the second American infected, is expected to be returned to the US early next week.
[35:13.000 --> 35:24.000]  That's enough. I'm going to go back to Paul Watson. If I'm hyperventilating more than usual here, it's because ladies and gentlemen, this is getting crazier and crazier and crazier.
[35:24.000 --> 35:36.000]  By the minute, and who needs death panels? Or who needs to put VA patients on secret death lists, not be given surgery for life threatening cancer and stuff, when you can just bring Ebola in?
[35:36.000 --> 35:43.000]  And again, nothing may happen with this. I hope that's the case. But no one would ever take the risk before.
[35:43.000 --> 35:55.000]  Now we're going back to Paul Watson and more analysis coming up in the next hour. I think it is extremely important for listeners to understand how important infowars.com is.
[35:55.000 --> 36:15.000]  Prismplanet.com and the fact that we really have our finger on the pulse with our analysis, our guest, our research, our humet, you the listeners out there, the human intelligence to really try to turn things around. So please tell friends and family to turn into this broadcast right now at infowars.com or prismplanet.com with free audio feeds.
[36:15.000 --> 36:29.000]  There's a free video feed at infowars.com forward slash show. And if we get enough people aware of what's happening, the politicians and other corrupt influences at the top won't be able to get away with what they're doing.
[36:29.000 --> 36:46.000]  There's a lot of good people in corporate governance, corporate systems, private systems, you name it, and governmental systems that turn this around. Paul Watson, you were mentioning a BBC article. You wrote articles back at the time in 2001, 2002 when the weaponized foot and mouth got out.
[36:46.000 --> 36:55.000]  It turned out from a government bio weapons lab and then got spread all over the country. Lyme disease came from Plum Island on record off the coast of New York.
[36:55.000 --> 37:04.000]  Basically weaponized syphilis tick born was a Nazi scientist. They brought over there to create that deer swam the mile from Plum Island over to New York state.
[37:04.000 --> 37:15.000]  I mean, in the level of the secret experimentation shooting black people up with syphilis, they may just be bringing these Ebola people in as a cover for when they release Ebola later.
[37:15.000 --> 37:21.000]  I mean, Paul, I'm really my gut. My spidey sense is really freaking out right now. Paul Watson.
[37:21.000 --> 37:29.000]  It's a massive concern. Yeah, this is an article I did seven years ago, August 2007, 2001.
[37:29.000 --> 37:38.000]  Basically, the Labour government, Tony Blair, were in a massive political war with the farming community who were incensed at Labour's policies inflicted upon them.
[37:38.000 --> 37:52.000]  Lo and behold, early 2001, foot and mouth gets released, completely devastates the farming community, millions and millions of cattle and sheep slaughtered and burned.
[37:52.000 --> 38:00.000]  And it turned out, according to reports in the British media, that this vial of foot and mouth virus was stolen from port and down government bio weapons laboratory.
[38:00.000 --> 38:08.000]  And again, this is not just a hospital. This is a military compound. You know, if you go five feet on it, you get guns pointed at your head.
[38:08.000 --> 38:15.000]  And they said that it was the cover story was, oh, it was stolen by animal rights activists. And that's what caused the outbreak.
[38:15.000 --> 38:28.000]  But then it happened again in 2007, thankfully, not as bad an outbreak, but they had an international drill at this per bri laboratory again in the UK, which hosted an American pharmaceutical company.
[38:28.000 --> 38:38.000]  And foot and mouth was accidentally released again. So these are loctite secure military facilities and labs where these viruses get out from.
[38:38.000 --> 38:45.000]  And now they're talking about putting a bowler into hospitals, which have basically no security in terms of defending.
[38:45.000 --> 38:55.000]  This stuff is getting out of level three and level four bio weapons labs. And then they're going to put it in a hospital that's a perfect vector point with a bunch of sick people.
[38:55.000 --> 39:04.000]  Exactly. And here's the thing. We're told Ebola is only transferable via bodily fluids. Not true. It's not true.
[39:04.000 --> 39:09.000]  Canadian Canadian airborne from bats on record. That's even encyclopedia Britannica.
[39:09.000 --> 39:23.000]  Yeah, growing concerns over in the air transmission of Ebola BBC News November 2012. This was Canadian scientists peer reviewed have shown that the deadliest form of the Ebola virus could be transmitted by a between species.
[39:23.000 --> 39:32.000]  So what they did is they got pigs that were infected with Ebola, put them in a pen with macaque monkeys, separated them only with a barbed wire fence.
[39:32.000 --> 39:41.000]  And they found within eight days, the macaque monkeys had contracted Ebola from the pigs via their respiratory system and they were euthanized.
[39:41.000 --> 39:44.000]  So it can be transmitted. It's airborne.
[39:44.000 --> 39:51.000]  Yeah, I've never gotten threatening, but I'm going to tell the government something right now. If my kids or anybody died from this, I'm holding you responsible.
[39:51.000 --> 39:56.000]  I'm sick of you. I'm just saying I'm sick of it. I've had enough.
[39:56.000 --> 40:05.000]  Texas farmers flipped out after the foot and mouth thing. Remember, they were going to a drill in Texas using equipment that had been used to kill the sheep and cows in England that was infected with it.
[40:05.000 --> 40:12.000]  Look, I'll tell you what's going on. It's like the 12 monkeys with Bruce Willis. Excellent film folks ought to go watch it where it's a bio weapon lab.
[40:12.000 --> 40:19.000]  And it's not the government even doing it. It's a crazy environmentalist that works there that gets it and releases it.
[40:19.000 --> 40:26.000]  That's the issue. A lot of it is these bio ethicists, eugenicists that work in these government labs themselves.
[40:26.000 --> 40:32.000]  And that even came out in the British news that they thought an animal rights activist who worked there is the one that released it, Paul.
[40:32.000 --> 40:36.000]  Exactly. I mean, this comes down to individuals, isn't it? It's people.
[40:36.000 --> 40:42.000]  You can still get radical environmentalists that work within government facilities that couldn't be responsible for this release.
[40:42.000 --> 40:52.000]  But, you know, I read a quote by a UK scientist who said he would be perfectly happy to sit right next to somebody infected with Ebola on a train.
[40:52.000 --> 40:59.000]  So this, this is the attitude of the scientists that work in with this. And there's another article which I posted on info wars today.
[40:59.000 --> 41:09.000]  Ebola outbreak Western drugs firms have not tried to find vaccine because virus only affects Africans, say UK's top public health doctor.
[41:09.000 --> 41:14.000]  So this is somebody who's not in the government. He's president of UK faculty of public health.
[41:14.000 --> 41:15.000]  Wow.
[41:15.000 --> 41:22.000]  He's basically making the point that because it's only affected black Africans so far, there's been no desire whatsoever to create a vaccine for it.
[41:22.000 --> 41:26.000]  By the way, that's using race. They've been trying to create a vaccine for a long time.
[41:26.000 --> 41:32.000]  And we got Lily white people that are over there trying to save folks that are getting it dying from it.
[41:32.000 --> 41:40.000]  Yeah, but in terms of the kind of massive push we saw before the swine flu outbreak in 2009, we've not seen it for Ebola.
[41:40.000 --> 41:45.000]  They're actually, as I mentioned before the break, there was a vaccine that's shown promise.
[41:45.000 --> 41:50.000]  The headline is this of all the drug works great in monkeys in the lab, but it's being held up by the FDA.
[41:50.000 --> 41:55.000]  Basically, this was created by tech mirror pharmaceuticals corporation.
[41:55.000 --> 42:00.000]  They tested it in humans and it was proven successful, but the FDA blocked it.
[42:00.000 --> 42:02.000]  Really?
[42:02.000 --> 42:05.000]  Now you've got doctors freaking out at the FDA saying, why are you blocking this?
[42:05.000 --> 42:11.000]  We should not be having another Ebola outbreak when we've got a potential vaccine for it.
[42:11.000 --> 42:13.000]  Now, is it a vaccine or a drug?
[42:13.000 --> 42:16.000]  It's a vaccine.
[42:16.000 --> 42:20.000]  Well, I tell you, Paul, this is sophisticated. There's something behind this.
[42:20.000 --> 42:26.000]  Why would government be so reckless to bring Ebola in knowing that if it gets out, they're going to be held accountable?
[42:26.000 --> 42:29.000]  Why are they so reckless?
[42:29.000 --> 42:36.000]  I really don't know. I don't know whether it's deliberate or, I mean, are they actually working on a treatment for this when we've already apparently got one?
[42:36.000 --> 42:38.000]  I mean, what's the purpose behind it?
[42:38.000 --> 42:46.000]  Because again, you know, the false pandemic of 2009, they cashed in on that beforehand, which is why they pumped the hysteria.
[42:46.000 --> 42:51.000]  Why aren't the Ebola victims at government level four bio weapons labs underground?
[42:51.000 --> 42:53.000]  Why are they at public hospitals?
[42:53.000 --> 42:55.000]  Why are they at universities?
[42:55.000 --> 42:57.000]  We'll be back, Paul, to look at the other angles.
[42:57.000 --> 42:59.000]  Stay with us. I'm Alex Jones.
[43:28.000 --> 43:33.000]  We now have the synergistic solution, DNA Force, just one of the key compounds.
[43:33.000 --> 43:40.000]  BioPQQ is backed by major clinical studies and over 175 PubMed listed published studies.
[43:40.000 --> 43:43.000]  You want the best that's out there at the lowest price anywhere?
[43:43.000 --> 43:48.000]  The ultimate value cutting edge trailblazing game changer that also supports the InfoWare.
[43:48.000 --> 43:52.000]  Secure your DNA Force today at infowarslife.com.
[43:52.000 --> 43:57.000]  Or call toll free 888-253-3139.
[43:57.000 --> 44:00.000]  DNA Force from InfoWare's Life.
[44:00.000 --> 44:07.000]  When you're out on the road, the last place you want to be is on the road.
[44:07.000 --> 44:12.000]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[44:12.000 --> 44:21.000]  There's a place down in Tennessee, where they make blue diamond gusset jeans.
[44:21.000 --> 44:29.000]  They so pride in every stitch, guarantee you love the way they fit.
[44:29.000 --> 44:34.000]  They put a diamond gusset in the crotch, where you need it most.
[44:34.000 --> 44:39.000]  Blue diamond gussets got it, others don't.
[44:39.000 --> 44:46.000]  We turned jeans inside out, diamond gusset jeans, made in the USA with unparalleled quality.
[44:46.000 --> 44:52.000]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection, so you can ride all day with confidence.
[44:52.000 --> 44:55.000]  Order yours at gusset.com.
[44:55.000 --> 45:21.000]  Diamond gusset jeans got it, others don't.
[45:21.000 --> 45:26.000]  Alex Jones is the wildly popular conspiracy theory.
[45:26.000 --> 45:28.000]  Talk show called InfoWare's.
[45:28.000 --> 45:30.000]  Alex Jones is now in an Austin jail.
[45:30.000 --> 45:32.000]  These people are assaulting us.
[45:32.000 --> 45:34.000]  Targeting of patriots engaged.
[45:34.000 --> 45:36.000]  They are never going to stop.
[45:36.000 --> 45:40.000]  They're never going to deviate from their program until we stop them.
[45:40.000 --> 45:50.000]  Block free iphone app at infowars.com. Block free podcast and video feed. Imperatives destroyed.
[45:50.000 --> 45:55.000]  You've got to set your eye on the enemy, not worry about what propaganda they put out.
[45:55.000 --> 46:00.000]  Electrally it's for God you can fail it.
[46:00.000 --> 46:03.000]  This is Alex Jones for infowarslife.com.
[46:03.000 --> 46:11.000]  The latest in preparedness is now here, an electrically stabilized colloidal silver solution that can be added to both your home cabinet and preparedness pack alike.
[46:11.000 --> 46:13.000]  Concentrated to 30 parts per million.
[46:13.000 --> 46:21.000]  In what has been dubbed the survival silver solution, the new info wars life silver bullet colloidal silver is the answer for you and your family.
[46:21.000 --> 46:26.000]  And it's entirely free of toxic artificial additives that are loaded into many products.
[46:26.000 --> 46:35.000]  The info wars life silver bullet silver is so powerful that it is concentrated into a two ounce bottle and it's not recommended for extended continual use.
[46:35.000 --> 46:37.000]  This is not a low grade formula.
[46:37.000 --> 46:50.000]  We are working with one of the top laboratory manufacturers in the United States to bring you the best form of colloidal silver using electrical processes within a base of deionized water for your preparedness storage.
[46:50.000 --> 47:01.000]  In your home kitchen, purchase your bottle of infowarslife.com silver bullet colloidal silver today and find other amazing supplements at infowarslife.com.
[47:01.000 --> 47:05.000]  Coast to coast, direct from Austin.
[47:05.000 --> 47:10.000]  You're listening to the Alex Jones Broadcasting Network.
[47:10.000 --> 47:25.000]  From the front lines of the information war, it's Alex Jones.
[47:25.000 --> 47:29.000]  We come to you from the front lines of the info war.
[47:29.000 --> 47:32.000]  You know, I tell you the big angles here, Paul Watson.
[47:32.000 --> 47:39.000]  We need to do articles reminding people that scientists say Ebola is now airborne off that previous research from two years ago.
[47:39.000 --> 47:43.000]  That's a story we should get out there so people take this more serious.
[47:43.000 --> 47:51.000]  We need to also expand on the fact that it's unprecedented to bring infected communicable vectors into your country.
[47:51.000 --> 47:55.000]  And why are they in university hospitals?
[47:55.000 --> 47:57.000]  I mean, something's going on here.
[47:57.000 --> 48:05.000]  Paul, my gut tells me they want to have plausible deniability for an Ebola outbreak in the U.S.
[48:05.000 --> 48:13.000]  And government, even in the third world, if a plane crashes and it's the government's fault, the minister of transportation gets fired, gets sacked.
[48:13.000 --> 48:16.000]  If you mess up in Katrina, you get fired.
[48:16.000 --> 48:19.000]  Well, now you get double the funding at FEMA for emergencies.
[48:19.000 --> 48:21.000]  The precedent's been set.
[48:21.000 --> 48:26.000]  You let 9-11 happen and anti-terrorism forces get about 15 times the funding, roughly.
[48:26.000 --> 48:31.000]  So I guess if Ebola breaks out, government will get more power.
[48:31.000 --> 48:37.000]  All these companies will get more money for anti-biological weapons research.
[48:37.000 --> 48:39.000]  And so I guess I've just answered my question.
[48:39.000 --> 48:44.000]  I mean, government used to think about getting the blame for things or not wanting to be embarrassed.
[48:44.000 --> 48:49.000]  Since when does Obama, he's who the buck stops with?
[48:49.000 --> 48:51.000]  Or where does it stop, Paul?
[48:51.000 --> 48:53.000]  Centers for Disease Control.
[48:53.000 --> 48:59.000]  While our borders are wide open, and Haroldo Rivera, who's been on this show, I'm not even attacking him,
[48:59.000 --> 49:07.000]  comes out and says Matt Drudge is basically a racist because he's reporting mainstream news about concerns of Ebola coming across the southern border.
[49:07.000 --> 49:14.000]  When we know Africans are flying into Mexico and walking right across, they've got signs in Chinese and African now down on the border.
[49:14.000 --> 49:17.000]  I mean, this is crazy town, Paul Watson.
[49:17.000 --> 49:20.000]  And I'm hitting different angles of this, and then the creepiness factor.
[49:20.000 --> 49:22.000]  I want your take on this.
[49:22.000 --> 49:27.000]  Obama signs that executive order last Tuesday, now I guess six days ago,
[49:27.000 --> 49:33.000]  to if anybody has a cough or a sniffle, it says respiratory illness or the appearance of it.
[49:33.000 --> 49:40.000]  You can be locked up and disappeared under the executive order, 13,295.
[49:40.000 --> 49:42.000]  So what do you make of that, Paul Watson?
[49:42.000 --> 49:44.000]  Where do you think all this is going?
[49:44.000 --> 49:51.000]  Because undoubtedly, like you said, they're not hyping it like other made up stuff like H1N1.
[49:51.000 --> 49:55.000]  I mean, my gut tells me this is big.
[49:55.000 --> 49:58.000]  It could be a trial balloon for medical martial law.
[49:58.000 --> 50:03.000]  I mean, on the border angle, obviously the border control is under the auspices of the DHS.
[50:03.000 --> 50:13.000]  They're too busy raiding people's houses with six vehicles full of federal agents for a Land Rover because it may or may not violate EPA emissions rules.
[50:13.000 --> 50:15.000]  Totally ridiculous.
[50:15.000 --> 50:20.000]  TSA is allowing immigrants in without documents, rolling out the red carpet for Muslim Brotherhood.
[50:20.000 --> 50:27.000]  But then you get Obama, as you mentioned, passing this amendment to an executive order from Bush's 2003 executive order,
[50:27.000 --> 50:33.000]  which said that people could be apprehended or detained under the condition of a SARS release.
[50:33.000 --> 50:42.000]  Obama deleted the SARS section and replaced it with this thing that says basically any respiratory syndromes, you can be detained.
[50:42.000 --> 50:49.000]  And then obviously you've got the CDC saying, quote, well persons and people who do not show symptoms can also be detained.
[50:49.000 --> 50:50.000]  So that's the new talking point.
[50:50.000 --> 50:55.000]  Not someone verifiably coming off an airplane from a hot zone who's sweating and has a fever.
[50:55.000 --> 50:59.000]  Sure, lock them up for four or five days in a safe area to make sure they're not spreading stuff.
[50:59.000 --> 51:00.000]  No, no, no, no.
[51:00.000 --> 51:03.000]  So they let the crisis in and then say everyone's guilty.
[51:03.000 --> 51:06.000]  Classic, classic behavior.
[51:06.000 --> 51:10.000]  And then you've got airport saying at these fever screening cameras.
[51:10.000 --> 51:17.000]  The problem with them is that as the Daily Mail reported today, they pick up false positives, quote, including people with minor illnesses
[51:17.000 --> 51:20.000]  and those who are hot after a dash through the airport.
[51:20.000 --> 51:24.000]  Now I was subjected to this back in 2009 when I flew to China.
[51:24.000 --> 51:30.000]  Basically these guys in biosuits came on the plane before you could even get off and did all these temperature screenings.
[51:30.000 --> 51:38.000]  If we're going to get false positives, people with minor illnesses and Obama has passed this executive order saying anybody with any respiratory illness can be detained.
[51:38.000 --> 51:41.000]  And again, it opens the door for medical martial law.
[51:41.000 --> 51:43.000]  Well, I'll tell you why China is like that.
[51:43.000 --> 51:50.000]  The genome is, and I read the reports from Harvard on this medical center, the genome is so close in China that pandemics can spread even faster there.
[51:50.000 --> 51:52.000]  Same reason Native Americans got wiped out by stuff.
[51:52.000 --> 51:53.000]  They're not diverse.
[51:53.000 --> 51:54.000]  Nothing against them.
[51:54.000 --> 51:55.000]  I'm just stating scientific fact here.
[51:55.000 --> 51:58.000]  And they're also malnutrition in a lot of areas.
[51:58.000 --> 51:59.000]  They're really worried.
[51:59.000 --> 52:04.000]  And I'm not usually pushing a medical tyranny, but at least they're looking for stuff during pandemics.
[52:04.000 --> 52:08.000]  During a pandemic of Ebola, our border is wide open.
[52:08.000 --> 52:10.000]  I mean, again, what's behind that?
[52:10.000 --> 52:12.000]  How do the politicians think they'll get away with it?
[52:12.000 --> 52:21.000]  Because governments just becoming more and more corrupt and they think that the more outlandish they push it, you know, the more they can get away with it.
[52:21.000 --> 52:26.000]  As you said, you know, Homeland Security was created to fight terrorism after 2001.
[52:26.000 --> 52:34.000]  Now they're going after people with 25 year old Land Rovers in six vehicle raids with DHS agents.
[52:34.000 --> 52:40.000]  That's what the Homeland Security is doing now instead of concentrating on the real problem which is on the border.
[52:40.000 --> 52:44.000]  And by the way, we were told Homeland Security was for al-Qaeda.
[52:44.000 --> 52:46.000]  And then al-Qaeda took over Syria.
[52:46.000 --> 52:48.000]  That was over 60% of the force.
[52:48.000 --> 52:51.000]  Now they changed their name to IS or ISIS, Islamic State.
[52:51.000 --> 52:56.000]  And our own government gave them Stinger missiles, 15,000 of them, at least that number.
[52:56.000 --> 52:59.000]  I mean, it just shows how it's all a fraud.
[52:59.000 --> 53:04.000]  We're told Homeland Security for the Tea Party, veterans and gun owners.
[53:04.000 --> 53:08.000]  And then meanwhile, I see articles we had one earlier this week on infowars.com.
[53:08.000 --> 53:11.000]  I saw another few weeks ago on Drudge, report.com.
[53:11.000 --> 53:20.000]  I see it all the time where, oh, file swappers, even sharing one file, get swat teamed by DHS.
[53:20.000 --> 53:29.000]  So we have Mexican mafia, we have Chinese triads pouring across the southern border, al-Qaeda affiliated Muslim Brotherhood people on record,
[53:29.000 --> 53:37.000]  135,000 illegals in one Tucson sector in a two month period, 36,000 felons being released out of federal custody who were illegals.
[53:37.000 --> 53:39.000]  Above the law.
[53:39.000 --> 53:48.000]  And DHS is rating people in Dallas, Texas and Chicago, Illinois, because they swapped a movie.
[53:48.000 --> 53:57.000]  It's amazing. I mean, you've also got the other angle, which is there was a source within Los Angeles County Department of Health Services who came to us.
[53:57.000 --> 54:09.000]  Basically, he said that his supervisor gave the whole staff a lecture and that starting later this month, they're going to be forcibly removing people from downtown LA, Skid Row,
[54:09.000 --> 54:14.000]  and bringing them to camps where they're going to be vaccinated.
[54:14.000 --> 54:18.000]  Now, this, this seemed like a sober individual, you know, he gave us his full name and everything.
[54:18.000 --> 54:23.000]  So they're talking about, and they have got these programs for putting people in, quote, housing facilities.
[54:23.000 --> 54:25.000]  They ought to do it in Sacramento.
[54:25.000 --> 54:31.000]  Yeah. And all these laws against homeless people, against feeding homeless people in other areas of the country.
[54:31.000 --> 54:35.000]  Sounds reasonable, but it sets the precedent for everybody else.
[54:35.000 --> 54:40.000]  Exactly. Because I mean, I'm not saying it's good to not feed homeless.
[54:40.000 --> 54:47.000]  I'm saying, you know, you can't have 50 homeless sleeping outside somebody's apartment building, you know, their landowners, they have a right.
[54:47.000 --> 54:51.000]  I mean, it's okay to direct them someplace, but you don't then send them to a FEMA camp.
[54:51.000 --> 54:57.000]  Exactly. They're being given a choice, either they go to this quote, shelter or they go to jail.
[54:57.000 --> 55:02.000]  And now they're talking about giving them forced vaccines and RFID chips.
[55:02.000 --> 55:05.000]  So it's, it's frightening stuff, whether it's linked to this or all around.
[55:05.000 --> 55:10.000]  The point is, what do they think, lock up the homeless, but don't lock up the illegals?
[55:10.000 --> 55:13.000]  Again, Paul, why are the illegals above the law on every front?
[55:13.000 --> 55:16.000]  I don't even dislike these illegals. I know they're above the law.
[55:16.000 --> 55:20.000]  They want to draw them up here with an incentive.
[55:20.000 --> 55:29.000]  Exactly. To create the voting block, which destroys constitutional rights because they vote for candidates that are for gun control and all these other horrible things.
[55:29.000 --> 55:31.000]  So that's why they're bringing them in.
[55:31.000 --> 55:40.000]  Also, the Model State Emergency Health Powers Act, you know, this was adopted by 33 states in part or in whole under a medical public emergency.
[55:40.000 --> 55:45.000]  They can seize all communications, ration firearms and food.
[55:45.000 --> 55:49.000]  They can seize both public and private property.
[55:49.000 --> 55:52.000]  So again, oh yeah, I forgot about those executive orders.
[55:52.000 --> 55:55.000]  Under Obama medical emergency, guns would be confiscated.
[55:55.000 --> 55:56.000]  Do an article on that, Paul.
[55:56.000 --> 55:57.000]  And other listeners, you do it too.
[55:57.000 --> 55:58.000]  Go look it up.
[55:58.000 --> 56:02.000]  It's in there to take guns, to have forced labor, work brigades.
[56:02.000 --> 56:03.000]  Look at the old executive orders.
[56:03.000 --> 56:05.000]  They've been upgraded into new executive orders.
[56:05.000 --> 56:08.000]  They always go, oh, well, that's an executive order from the 70s or 80s or 90s.
[56:08.000 --> 56:09.000]  No, no, no, no.
[56:09.000 --> 56:12.000]  Just like Obama just updated Bushes to make it worse.
[56:12.000 --> 56:18.000]  It's all been updated by Obama in omnibus signings he's done to take your guns of Ebola.
[56:18.000 --> 56:24.000]  Let's say you live in California or you live in Texas or you live in Washington state or you live in Illinois.
[56:24.000 --> 56:25.000]  Ebola breaks out.
[56:25.000 --> 56:29.000]  Obama can order your guns turned in nationwide.
[56:29.000 --> 56:33.000]  That's why I think they're letting all the disease in, Paul.
[56:33.000 --> 56:40.000]  Well, once you get this martial law in place, you can target people who are not even affected by the so-called emergency.
[56:40.000 --> 56:46.000]  We saw it in Katrina where people who were completely unaffected in the high and dry areas got their guns seized.
[56:46.000 --> 56:52.000]  Similar with this, as I just mentioned with the CDC, well persons, people who don't show symptoms can be detained.
[56:52.000 --> 56:57.000]  Then you've got model states which says that they can give forced vaccinations.
[56:57.000 --> 57:00.000]  The Heritage Foundation broke that down and that was in another article.
[57:00.000 --> 57:05.000]  Feds would exercise draconian emergency powers if Ebola hits U.S.
[57:05.000 --> 57:07.000]  Paul, I just got to say something.
[57:07.000 --> 57:13.000]  I mean, in the midst of all this crisis, it's so good to have the great crew here working on the weekend to bring folks as broadcast.
[57:13.000 --> 57:18.000]  Have all these great affiliates carrying the show. Have all these great sources in the federal government that feed us intel.
[57:18.000 --> 57:24.000]  And to be talking to somebody like you internationally who understands geopolitics in every facet of the news.
[57:24.000 --> 57:28.000]  It is just such a pleasure to talk to someone who gets it like you.
[57:28.000 --> 57:32.000]  My God, if we had a million Paul Watsons, we would change the world.
[57:32.000 --> 57:35.000]  And you know what? There are a million Paul Watsons out there of every race, color, and creed.
[57:35.000 --> 57:41.000]  Let's come together, expose the tyranny, and lead humanity out of this globalist mismanagement and fraud.
[57:41.000 --> 57:46.000]  Second hour coming up. Tell your friends and family to tune in right now to this station.
[57:46.000 --> 57:50.000]  Second hour is coming up.
[57:50.000 --> 57:56.000]  Aging starts at the cellular level. When cells become toxic, they die early and aging sets in.
[57:56.000 --> 58:01.000]  In the past decade, we have witnessed unparalleled scientific discoveries.
[58:01.000 --> 58:08.000]  During that period, key patented compounds have focused on mitochondrial growth, nerve growth, and rejuvenation.
[58:08.000 --> 58:14.000]  But no one has put together a formula that focuses directly on brain health, nerve growth factors,
[58:14.000 --> 58:17.000]  and optimizing your cellular energy at the same time.
[58:17.000 --> 58:19.000]  We now have the synergistic solution.
[58:19.000 --> 58:23.000]  DNA force, just one of the key compounds.
[58:23.000 --> 58:30.000]  BioPQQ is backed by major clinical studies and over 175 PubMed listed published studies.
[58:30.000 --> 58:33.000]  You want the best that's out there at the lowest price anywhere?
[58:33.000 --> 58:38.000]  The ultimate value cutting-edge trailblazing game changer that also supports the InfoWar.
[58:38.000 --> 58:46.000]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[58:46.000 --> 58:50.000]  DNA force from InfoWarsLife.
[58:50.000 --> 58:54.000]  City of Austin tap water versus filtered City of Austin tap water.
[58:54.000 --> 58:55.000]  I didn't taste dirt in it.
[58:55.000 --> 58:56.000]  God knows what to move.
[58:56.000 --> 59:00.000]  These people just sampled City of Austin tap water straight from the faucet.
[59:00.000 --> 59:06.000]  Next, we had them try a sample of tap water filtered with a ProPure G2.0 filtration system.
[59:06.000 --> 59:07.000]  That one is better.
[59:07.000 --> 59:08.000]  Tastes like nothing.
[59:08.000 --> 59:10.000]  Yep, I know what a good water tastes like.
[59:10.000 --> 59:11.000]  It's good water.
[59:11.000 --> 59:17.000]  Most tap water contains added substances like fluoride, chlorine, glyphosate, and many others.
[59:17.000 --> 59:21.000]  Studies prove that these substances are linked to an assortment of major health issues,
[59:21.000 --> 59:24.000]  including tooth decay, lower IQ, and even cancer.
[59:24.000 --> 59:27.000]  It tastes like you're drinking out of the lake when you're in the tap water.
[59:27.000 --> 59:32.000]  The ProPure G2.0 filtration system removes these deadly substances,
[59:32.000 --> 59:35.000]  leaving only fresh tasting, deliciously clean water.
[59:35.000 --> 59:36.000]  Okay, this is very tasty.
[59:36.000 --> 59:37.000]  It's good water.
[59:37.000 --> 59:38.000]  Refreshing.
[59:38.000 --> 59:39.000]  It's good.
[59:39.000 --> 59:41.000]  Go to InfoWarsStore.com today.
[59:41.000 --> 59:45.000]  Use promo code water and save 10% off your ProPure purchase.
[59:45.000 --> 59:50.000]  Or call 1-888-253-3139.
[59:51.000 --> 59:54.000]  Coast to coast, direct from Austin.
[59:54.000 --> 59:58.000]  You're listening to the Alex Jones Broadcasting Network.
[01:00:25.000 --> 01:00:31.000]  I know there's one thing that never dies, and that's the fame of a dead man's deeds.
[01:00:31.000 --> 01:00:36.000]  And I would always see that quote when I was a child researching the Norse.
[01:00:36.000 --> 01:00:39.000]  I was always fascinated by it, by the Vikings.
[01:00:39.000 --> 01:00:42.000]  I thought, that sounds arrogant.
[01:00:42.000 --> 01:00:45.000]  That sounds self-centered, but now I understand it's not about that.
[01:00:45.000 --> 01:00:48.000]  It's about being an example to others that come after you
[01:00:48.000 --> 01:00:52.000]  to be honorable and to be strong and to die with a sword in your hand.
[01:00:52.000 --> 01:00:55.000]  It doesn't even mean in the modern sense, die in combat.
[01:00:55.000 --> 01:00:59.000]  It means die taking action, charging forward and not being a coward
[01:00:59.000 --> 01:01:01.000]  and not giving up and not giving in.
[01:01:01.000 --> 01:01:04.000]  I don't want to advance screwing people.
[01:01:04.000 --> 01:01:07.000]  I don't want to be a parasite, a gutter snipe.
[01:01:07.000 --> 01:01:09.000]  I want to build society.
