[00:00.000 --> 00:04.000]  You're listening to the Alex Jones show.
[47:35.000 --> 47:36.000]  What?
[47:36.000 --> 47:37.000]  Shampoo.
[47:37.000 --> 47:38.000]  What?
[47:38.000 --> 47:39.000]  You pay more, but get paid less?
[47:39.000 --> 47:40.000]  That is double wrong.
[47:40.000 --> 47:43.000]  I'm calling everyone I know, and I'm telling you about this is a good stuff.
[47:43.000 --> 47:48.000]  That's Seth Rogen, by the way, who just made fun of a Donald Trump supporter, while he's still laid in the hospital,
[47:48.000 --> 47:53.000]  recovering from being stabbed nine times from a liberal terrorist.
[47:53.000 --> 47:55.000]  Bud Light proudly supports equal pay.
[47:55.000 --> 47:58.000]  That's why Bud Light costs the same no matter if you're a dude or a lady.
[47:58.000 --> 48:00.000]  Yeah, but I'm used to paying more for a car than death.
[48:00.000 --> 48:02.000]  No one sees my mom like this.
[48:02.000 --> 48:04.000]  By the way, this is not a Saturday Night Live skit.
[48:04.000 --> 48:06.000]  This is a real Bud Light commercial.
[48:06.000 --> 48:12.000]  Somebody actually thought it would be a good idea to market beer by promoting feminism and the gender pay gap hoax.
[48:12.000 --> 48:16.000]  Here's Amy Shamu explaining why so many people just don't like Hillary Clinton.
[48:16.000 --> 48:23.000]  If you say the name Hillary Clinton, you know, in America, you get incredible responses.
[48:23.000 --> 48:24.000]  There'll be those who love her.
[48:24.000 --> 48:27.000]  There'll be those with visceral hatred on those things.
[48:27.000 --> 48:33.000]  Well, that's what I'm saying with the not being informed, because those people aren't informed.
[48:33.000 --> 48:37.000]  You know, they, if you go, why don't you like Hillary?
[48:37.000 --> 48:39.000]  They'll go, she lied about her emails.
[48:39.000 --> 48:41.000]  What else is she going to lie about?
[48:41.000 --> 48:44.000]  People get one fact, and that's what they latch on to.
[48:44.000 --> 48:47.000]  It was just that one little fact, just that one little thing.
[48:47.000 --> 48:51.000]  Of course, it had nothing to do with the fact that she's one of the most corrupt politicians in history.
[48:51.000 --> 48:56.000]  Just in case you didn't know, Senate Minority Leader Chuck Schumer is Amy Schumer's uncle.
[48:56.000 --> 48:59.000]  So liberal psychosis apparently runs in the family.
[48:59.000 --> 49:03.000]  Speaking of that mental disorder, here comes a shameless plug for my new liberalism.
[49:03.000 --> 49:04.000]  Find it here, D-shirts.
[49:04.000 --> 49:07.000]  Get yours in the link in the description below for my new online store.
[49:07.000 --> 49:13.000]  I'm Mark Dice. Thanks for watching. Subscribe to my channel if you're new, and check back here every day for new reports, and I'll see you soon.
[49:13.000 --> 49:16.000]  There you go. He's a great guy. Be sure and support him.
[49:16.000 --> 49:25.000]  Speaking of support, ladies and gentlemen, we've got on really soft, nice, high-quality fabric, really comfortable, high-quality shirts for only $19.95.
[49:25.000 --> 49:29.000]  CNN is fake news. On the back, it says infowars.com is real news.
[49:29.000 --> 49:38.000]  Infowars.com, the right shoulder. A great way to spread the word and stand up to the globalists and meet like-minded people and exercise your First Amendment.
[49:38.000 --> 49:44.000]  We have CNN as terrorists as well with Kathy Griffin on the front. It's all there.
[49:44.000 --> 49:55.000]  Also, DNA Force, with the organically produced Bio, PQQ, CoQ10, and so much more, is back in stock after five-plus months being sold out.
[49:55.000 --> 50:03.000]  It is 20% off out of the gates. Ladies and gentlemen, this is the very best we could come out with, possibly.
[50:03.000 --> 50:10.000]  Most people only sell this at medical facilities, just because this type of stuff isn't sold at Whole Foods of this caliber.
[50:10.000 --> 50:15.000]  People only expect this type of quality from medical facilities, even though it's not prescription.
[50:15.000 --> 50:20.000]  Bio, PQQ, CoQ10, the other compounds are so amazing.
[50:20.000 --> 50:25.000]  DNA Force, back in stock, your purchase funds the operation. I want to thank you all for your support.
[50:25.000 --> 50:32.000]  We have the Z-Shield with the Shilogy and other compounds, the Zeolites that take the heavy metals, and Toxin's out. That's 30% off.
[50:32.000 --> 50:40.000]  We have free shipping extended throughout the month of July, and we have got a bunch of specials that are going to have to end soon on supermail vitality
[50:40.000 --> 50:46.000]  and on things like BrainForce, because they're about to sell out. Looks like more will begin at the end of the month, but I can't sell out of these things.
[50:46.000 --> 50:54.000]  I'm going to go back to full price on those by the end of the week, infowarslife.com, or triple 82533139.
[50:54.000 --> 51:17.000]  X2, the deep earth source of iodine that nobody else has got. It's available at infowarslife.com as well. We'll be back.
[51:25.000 --> 51:33.000]  Type 2 diabetes are overweight or have high blood pressure. Term providers help thousands of people like you who think they can't afford term life insurance
[51:33.000 --> 51:42.000]  to buy a million dollars of affordable term life for you. All you need to do is call Big Lou at 800-476-5281.
[51:42.000 --> 51:53.000]  Lou will make sure the scales are tipped in your favor. Call 800-476-5281. Big Lou will answer your call and work to fit you into a term life policy that you can afford.
[51:53.000 --> 52:03.000]  Remember, Big Lou's like you. He's on meds too. Call 800-476-5281.
[52:03.000 --> 52:22.000]  Maybe not today, maybe not tomorrow, but soon you'll need a plan and place to survive. Forget bunkers. You're not a live underground gopher. You need survivalist camps. The ultimate, fully functional, off-the-grid, mobile survival bug outhouse that's well equipped and custom built to outlast any other RV or trailer.
[52:22.000 --> 52:32.000]  Bold statement, you bet. See him now at survivalistcamps.com. That's survivalistcamps.com. Trust your family survival to survivalistcamps.com.
[52:32.000 --> 52:43.000]  The answer to being in control of your own healthcare is freedom from insurance. Become part of a group of self-pay patients that come together to share in each other's medical expenses.
[52:43.000 --> 52:50.000]  Individual share amounts begin at $107 a month and $347 for families. Choose from three health sharing programs.
[52:50.000 --> 53:02.000]  Polistic treatments may be eligible for sharing. See guidelines. Discount programs available for dental, vision and pharmacy. Go to libertyoncall.org. That's libertyoncall.org.
[53:02.000 --> 53:14.000]  It's a no-brainer. A Big Berkey water filter is the one you need, period. You need a water filter that removes chlorine, fluoride, pharmaceuticals, BPA and other endocrine disruptors, pesticides, bacteria, viruses and much more, right?
[53:14.000 --> 53:24.000]  And does it all at only 2 cents per gallon. Get the original, most trusted name in gravity water filtration, Big Berkey. And now GCN listeners receive 5% off ceramic filter systems using code GCN.
[53:24.000 --> 53:47.000]  Call or click 1-877-99 Berkey or bigberkeywaterfilters.com. That's 1-877-99 BERKEY.
[53:47.000 --> 53:52.000]  Advertising your business with GCN is simple, effective and more affordable than you might think.
[53:52.000 --> 54:02.000]  Visit advertise.gcnlive.com for more info. Take your business to the next level. That's advertise.gcnlive.com.
[54:22.000 --> 54:29.000]  Trying to repeal Obamacare and the same scumbag Republicans that helped write Obamacare with the Democrats, they're blocking it.
[54:29.000 --> 54:34.000]  But they can't stop him killing the TPP. It would totally transfer our sovereignty.
[54:34.000 --> 54:42.000]  Or the big carbon tax that was over $10 billion a year just kicking it off that we were supposed to pay.
[54:42.000 --> 54:52.000]  It ratchets up to almost $1 trillion a year by 2030. We're talking about $100 trillion tax per decade according to Davos on the world.
[54:52.000 --> 54:58.000]  Via carbon taxes, but only Western Europe and the United States are under it.
[54:58.000 --> 55:04.000]  So he's done so much. I mean, a good Supreme Court justice. Imagine, we'd have Hillary right now.
[55:04.000 --> 55:09.000]  But it's an American sport now to just expect or corrupt and just hate your leaders.
[55:09.000 --> 55:14.000]  Well, if America does that, there's going to be a civil war in this country and the globalists are going to lose it.
[55:14.000 --> 55:19.000]  But I believe we can fix things peacefully because the New World Order has overreached.
[55:19.000 --> 55:36.000]  The entire Trump Jr. thing is a hoax. If he was selling out our uranium or missile secrets or in rooms being documented or being recorded, selling out interest for money, I'd say execute him for treason.
[55:36.000 --> 55:45.000]  But when Cain, who is a globalist treasonous minion of Hillary, calls it treason, boy, that is certainly taking one to no one, huh?
[55:45.000 --> 55:49.000]  Because it's Cain and the globalists that have been involved in all this.
[55:49.000 --> 56:01.000]  Trump Jr. deserves a medal. He deserves an award for trying to go ferret out the proof of Hillary selling us out to the Communist, Chinese and the Russians.
[56:01.000 --> 56:08.000]  That's what Trump said publicly on July 27, 2016.
[56:08.000 --> 56:16.000]  But see, he said it publicly so they couldn't spin it like it was bad because they know they're changing the subject from her criminal activity onto Russians.
[56:16.000 --> 56:24.000]  He's saying, I don't know who's got the information, but he says release it. Here is President Trump last year.
[56:24.000 --> 56:32.000]  It's just a total deflection, this whole thing with Russia. It is so far-fetched. It's so ridiculous. Honestly, I wish I had that power.
[56:32.000 --> 56:38.000]  I'd love to have that power. But Russia has no respect for our country.
[56:38.000 --> 56:46.000]  And that's why if it is Russia, nobody even knows it's probably China. Or it could be somebody sitting in his bed.
[56:46.000 --> 56:59.000]  But it shows how weak we are. It shows how disrespected we are. A total sign, assuming it's Russia or China or one of the major countries and competitors,
[56:59.000 --> 57:04.000]  it's a total sign of disrespect for our country.
[57:04.000 --> 57:11.000]  Putin and the leaders throughout the world have no respect for our country anymore, and they certainly have no respect for our leader.
[57:11.000 --> 57:15.000]  So I know nothing about it. It's one of the most far-fetched I've ever heard.
[57:15.000 --> 57:19.000]  What do I have to get involved with Putin for? I have nothing to do with Putin. I've never spoken to him.
[57:19.000 --> 57:22.000]  I don't know anything about him other than he will respect me.
[57:22.000 --> 57:30.000]  Russia, if you're listening, I hope you're able to find the 30,000 emails that are missing.
[57:30.000 --> 57:35.000]  I think you will probably be rewarded mightily by our press.
[57:35.000 --> 57:45.000]  Now, what we need is for Donald Jr. to come out and have a press conference with his father and say, just as my father said last year,
[57:45.000 --> 57:57.000]  publicly, whoever has evidence of a crime, be it the Vietnamese, be it the Germans, be it the Mexicans, be it folks in Argentina,
[57:57.000 --> 58:08.000]  Russia, doesn't matter, whoever, Israel, you've got evidence of a crime, espionage, missing children, drug running, whatever it is.
[58:08.000 --> 58:13.000]  Call 911. Call 311.
[58:13.000 --> 58:21.000]  It isn't them trying to get the Russians to manipulate the election, getting into machines, it's giving us the evidence of a crime.
[58:21.000 --> 58:27.000]  That's not hacking an election. That's what Hillary was trying to do with her dossier, her PP gate that was made up.
[58:27.000 --> 58:30.000]  But it's okay when Hillary goes to Russia and makes stuff up.
[58:30.000 --> 58:33.000]  It's that when we actually try to find out the truth, oh, we're bad.
[58:33.000 --> 58:39.000]  But see, the conservative media piles on at Fox News all trying to undermine the president.
[58:39.000 --> 58:43.000]  Only person not doing it is Sean Hannity. Infowars.com spread that link.
[58:43.000 --> 58:46.000]  We're in an info war. We're going to win this against these enemies.
[58:46.000 --> 58:53.000]  They're the outsiders. They're the globalists. They're the threat, and they hate you and your family. Know that.
[58:53.000 --> 59:17.000]  Michael ZX is back in after five plus months sold out. Talk about next level probiotic. It's the antifungus, anti-yeast, latest technology of 4.8 stars. It's been sold out for months, big waiting lists, limited amount because it's so hard to get the compounds and to have it be California standards.
[59:17.000 --> 59:26.000]  50 billion live in each pill. Probiotic. Michael ZX contains seven of the world's most powerful, organic, and well-crafted ingredients designed to attack and melt away the membrane of yeast and fungal organisms.
[59:26.000 --> 59:35.000]  Start fighting back against hidden yeast and fungus with Michael ZX. Infowars.com, before it sells out again, 10% off when you choose auto-ship.
[59:35.000 --> 59:41.000]  It's kind of embarrassing to get family and crew members on that, you know, have terrible bowel and Crohn's type stuff that didn't exist years ago, now it's epidemic.
[59:41.000 --> 59:44.000]  But I'm getting ready to have a bunch of folks go ahead and come on here and tell you what it did for them.
[59:44.000 --> 59:52.000]  Because regardless, you can't lose your fun in the operation. Infowarslive.com, Infowarsstore.com, or AAA-253-3139.
[59:55.000 --> 59:59.000]  You're listening to the Alex Jones Show.
[59:59.000 --> 1:00:06.000]  The answer to 1984 is 1776. You're listening to the Alex Jones Show.
[1:00:29.000 --> 1:00:44.000]  Veselnitskaya, the Russian lawyer, just now that we're getting a clear picture of her, looks like she's a double or triple agent of Deep State, probably not even a Russian agent,
[1:00:44.000 --> 1:00:52.000]  hanging out at Soros events, hanging out at anti-Trump rallies, hanging around with the Democratic Party.
[1:00:52.000 --> 1:01:00.000]  We've got the report up on Infowars.com from Adon Salazar. And then after that, I don't have my mouse.
[1:01:00.000 --> 1:01:09.000]  My mouse has disappeared out of here, so maybe during the next break I can get a new mouse or something so that I can pull that up for folks.
[1:01:09.000 --> 1:01:14.000]  But there it is. Photos Russian lawyer attended Chicago anti-Trump rally.
[1:01:14.000 --> 1:01:23.000]  Photos suggest that the globalist operative is a Democrat and an anti-Trump operative.
[1:01:23.000 --> 1:01:27.000]  Thank you. I now have the article in my hands. Well, I mean, it's beyond that.
[1:01:27.000 --> 1:01:33.000]  She also said that she didn't know any Russians in the government, and then she's photographed with a Russian ambassador.
[1:01:33.000 --> 1:01:39.000]  But you know somebody by their fruits, and she looks like she is a Deep State operative.
[1:01:39.000 --> 1:01:45.000]  Most people are, because then you play both sides. You see, the globalists are against all nation-states.
[1:01:45.000 --> 1:01:53.000]  Multiple photos of her from her own account. And then she tells them she's got all this dirt on Hillary, and then she doesn't.
[1:01:53.000 --> 1:02:01.000]  Then they want them to talk about sanctions, which they could then claim is illegal, but they wouldn't talk about that.
[1:02:01.000 --> 1:02:10.000]  So isn't that just special? Out at the old George Soros events, holding up pictures of women in hijabs.
[1:02:10.000 --> 1:02:14.000]  Linda Sorcerer signs.
[1:02:14.000 --> 1:02:18.000]  So she has been a busy little beaver.
[1:02:18.000 --> 1:02:23.000]  They have another Soros funded protest, the White House demands prosecution for Donald Trump.
[1:02:23.000 --> 1:02:36.000]  But never for Hillary and the illegal server and the emails and selling us out to the foreign powers and her and Bill giving the physical material and reactors in North Korea and on and on and on and on and on and on and on.
[1:02:36.000 --> 1:02:41.000]  But what's Trump's big crime? I'm going to play this and then come back with Roger Stone and get into a bunch of these clips.
[1:02:41.000 --> 1:02:48.000]  It's saying you will not overthrow the West, because the globalists are saying in Atlantic Monthly of the New York Times, we hate Christians.
[1:02:48.000 --> 1:02:54.000]  We hate white people. We hate Protestants. We hate Catholics, and we're going to overthrow the West.
[1:02:54.000 --> 1:03:11.000]  And the best way is put our pedophile pope in and then get all his other pedophiles in there and then totally take over the church that way and overturn religion and overturn everything and bring in your globalism and sexualize children like they're doing in the public schools.
[1:03:11.000 --> 1:03:18.000]  Trump can't reverse the decline of white Christian America. And again, they make it all racial. What about the decline of the West?
[1:03:18.000 --> 1:03:26.000]  The globalists don't want any people that are middle class or wealthy. And I know I keep hammering and hammering that, but here he is in Poland last week.
[1:03:26.000 --> 1:03:32.000]  We should air this every segment. This is his big crime. I mean, they're on the news. I'm seeing him going, look how racist this is. How hateful.
[1:03:32.000 --> 1:03:37.000]  Yes, we're not just totally open to Islam, which won't let us go to their countries.
[1:03:37.000 --> 1:03:45.000]  We don't want to bring people in that are not tolerant. You know, if North Korea bordered Texas, would we want to just merge with North Korea?
[1:03:45.000 --> 1:03:53.000]  The answer is no. It's not compatible. It's not compatible. Here is that clip.
[1:03:53.000 --> 1:04:13.000]  Just as Poland could not be broken, I declare today for the world to hear that the West will never, ever be broken. Our values will prevail. Our people will thrive and our civilization will triumph.
[1:04:13.000 --> 1:04:23.000]  We're going to go to break and come back with Roger Stone in studio and we're going to lay out cold bloodedly really where Trump is.
[1:04:23.000 --> 1:04:29.000]  But I want to break something down. I don't put a good face on things as everybody knows just to put a good face on it.
[1:04:29.000 --> 1:04:37.000]  Trump is really delivering as much as he can with a Republican leadership that's blocking the patriot Republicans.
[1:04:37.000 --> 1:04:48.000]  The answer is don't vote out the Republicans, vote out the establishment Republicans and replace them with patriots and vote out more Democrats because we are within millimeters
[1:04:48.000 --> 1:04:54.000]  of getting big tax cuts and really being able to repel Obamacare, not having another screw job like the one Paul Ryan brought forward.
[1:04:54.000 --> 1:05:03.000]  Why would the Republican leadership do that? Because they helped write the screw job with the Democrats. That's why it's so sad the Democrats don't understand that.
[1:05:03.000 --> 1:05:08.000]  Joe Biggs here with infowars.com with some patriotic quotes by Ron Paul.
[1:05:08.000 --> 1:05:17.000]  The most basic principle to being a free American is the notion that we as individuals are responsible for our own lives and decisions.
[1:05:17.000 --> 1:05:21.000]  We do not have the right to rob our neighbors to make up for our own mistakes.
[1:05:21.000 --> 1:05:28.000]  Neither does our neighbor have any right to tell us how to live so long as we aren't infringing on their rights.
[1:05:28.000 --> 1:05:33.000]  Freedom to make bad decisions is inherent in the freedom to make good ones.
[1:05:33.000 --> 1:05:37.000]  If we are only free to make good decisions then we are not really free.
[1:05:37.000 --> 1:05:44.000]  Liberty is lost through complacency and a subservient mindset when we accept or even welcome automobile checkpoints,
[1:05:44.000 --> 1:05:50.000]  random searches, mandatory identification cards, and paramilitary police in our streets.
[1:05:50.000 --> 1:05:58.000]  We have lost a vital part of our American heritage. America was born of protests, revolution, and mistrust of government.
[1:05:58.000 --> 1:06:25.000]  Reservient societies neither maintain nor deserve freedom for long.
[1:06:25.000 --> 1:06:35.000]  We have lost a vital part of our American heritage.
[1:06:35.000 --> 1:06:45.000]  We have lost a vital part of our American heritage.
[1:06:45.000 --> 1:07:05.000]  We have lost a vital part of our American heritage.
[1:07:05.000 --> 1:07:34.000]  We have lost a vital part of our American heritage.
[1:07:34.000 --> 1:08:03.000]  We have lost a vital part of our American heritage.
[1:08:04.000 --> 1:08:17.000]  If you are receiving this transmission, you are the resistance.
[1:08:17.000 --> 1:08:40.000]  From the front lines of the Information War, it's Alex Jones.
[1:08:40.000 --> 1:08:47.000]  Ladies and gentlemen, it's very fortuitous that Roger Stone last week was already scheduled to be here,
[1:08:47.000 --> 1:08:52.000]  working on a lot of behind the scenes journalism with us for the next three days here in Austin, Texas.
[1:08:52.000 --> 1:08:55.000]  Thank you for joining us. We're now into the second hour.
[1:08:55.000 --> 1:08:57.000]  We'll be with us for the rest of the hour.
[1:08:57.000 --> 1:09:06.000]  We have, thanks to 4chan, and my own crew did some geo locating with the photos and found her in Chicago, New York, and other areas at anti-Trump rallies.
[1:09:06.000 --> 1:09:11.000]  Then we found her with the Russian ambassador. She said she didn't know anybody in the Russian government,
[1:09:11.000 --> 1:09:16.000]  though she held out she did when she reached out to Donald Trump Jr. last June.
[1:09:16.000 --> 1:09:23.000]  And now we have this Veselnitskaya lady who has the classic cut out of a Soros operative,
[1:09:23.000 --> 1:09:29.000]  who then plays both sides, popping in and out at all these Soros anti-Trump events,
[1:09:29.000 --> 1:09:34.000]  just like Drudge's instinct was right over the weekend saying, was Trump Jr. set up,
[1:09:34.000 --> 1:09:37.000]  but only set up in a scythe from my gut level.
[1:09:37.000 --> 1:09:40.000]  Before even one on Hannity last night, I said, this is opposition research.
[1:09:40.000 --> 1:09:42.000]  That's what I said on the show yesterday.
[1:09:42.000 --> 1:09:50.000]  I said that the Clintons went and did opposition research with this Democratic Party group and the Steele dossier in Russia,
[1:09:50.000 --> 1:09:57.000]  trying to get Russians to basically be false informants and say that they'd pee-peed on the president.
[1:09:57.000 --> 1:10:04.000]  Now that's admittedly discredited. McCain's getting sued, suits in Europe, Buzzfeed's being sued for their fictional garbage.
[1:10:04.000 --> 1:10:09.000]  So you've got this lady tied into working with that group. You've got her at all these Soros events.
[1:10:09.000 --> 1:10:14.000]  You've got her caught lying. He's in the meeting with her 15, 20 minutes, but he made a mistake on Hannity.
[1:10:14.000 --> 1:10:16.000]  He said, well, I should have done a little different.
[1:10:16.000 --> 1:10:21.000]  No, you deserve a medal, an award for going out and trying to get the evidence of Hillary.
[1:10:21.000 --> 1:10:24.000]  She sold out the uranium. She sold out the Gazprom.
[1:10:24.000 --> 1:10:28.000]  There's hundreds of millions of dollars in the foundation from Russian companies.
[1:10:28.000 --> 1:10:32.000]  You've got the experts right here, Roger Stone. This is insane.
[1:10:32.000 --> 1:10:38.000]  And Trump got it right a month after his son met with him in July of last year when he said, I don't know anything about Russia.
[1:10:38.000 --> 1:10:46.000]  Russia isn't involved in this, but if the Russians do have it or the Chinese or somebody in their basement or in their bed, release it.
[1:10:46.000 --> 1:10:48.000]  They changed the subject from the criminal emails.
[1:10:48.000 --> 1:10:52.000]  They changed the subject from the fact that she had 30,000 of them illegally.
[1:10:52.000 --> 1:11:00.000]  They changed the subject. She got caught lying saying they weren't classified or that Comey just got caught with the classified memos that he was supposed to give the attorney general.
[1:11:00.000 --> 1:11:06.000]  All this is happening, but first, if you just joined us, here's Trump publicly. Why'd you never hear about this again?
[1:11:06.000 --> 1:11:12.000]  He's public. He says it's you. You committed the crime, not me. If the Russians got it, release it.
[1:11:12.000 --> 1:11:17.000]  If the Russians know where kidnapped kids are, they should release it. Justice be done, may the heavens fall.
[1:11:17.000 --> 1:11:23.000]  He set it out in the open. They want to have Fox News even come out on his flank and criticize him.
[1:11:23.000 --> 1:11:29.000]  So that he then pee-pees his pants, a real piss gate, and then says, well, maybe I should have done it better. Different.
[1:11:29.000 --> 1:11:35.000]  You've done nothing. They're the scum that sold us out to globalism. They're the ones that sold us out to the chai comms.
[1:11:35.000 --> 1:11:39.000]  It's the Clintons, even the New York Times admits, that gave the reactors in North Korea and the missiles.
[1:11:39.000 --> 1:11:45.000]  They're the plague. They're the traders. They're the, she helped write the TPP that Trump just pulled out of.
[1:11:45.000 --> 1:11:49.000]  We're going to play that clip of Trump saying, give me the emails.
[1:11:49.000 --> 1:11:56.000]  But, I mean, do you agree with me, Roger Stone, that he needs to go on the offense and that this is a nothing burger again,
[1:11:56.000 --> 1:12:03.000]  unless we let the Republican establishment and Pence and all them run a Jedi mind trick on us, that this is something for me.
[1:12:03.000 --> 1:12:06.000]  This is them running on fumes.
[1:12:06.000 --> 1:12:13.000]  Alex, as you know, I was in Washington yesterday, and I've got to tell you, in the 40 years that I've been in American politics,
[1:12:13.000 --> 1:12:20.000]  I have never seen more fake hysteria, more sturm and rang about nothing.
[1:12:20.000 --> 1:12:27.000]  Let's be very clear, Donald Trump Jr. has done nothing improper, nothing illegal, and nothing wrong.
[1:12:27.000 --> 1:12:33.000]  Why is he targeted? Because he's the strongest and one of the most effective spokesmen for his father's campaign.
[1:12:33.000 --> 1:12:41.000]  Because he constantly retweets things from infowars.com and other alternative credible news sources.
[1:12:41.000 --> 1:12:43.000]  Because he's a warrior, that's why.
[1:12:43.000 --> 1:12:48.000]  And frankly, if in the middle of a presidential campaign, and I've been in 10 of them,
[1:12:48.000 --> 1:12:58.000]  someone contacts you and says, I have negative information on your opponent, and you do not seek to get that information,
[1:12:58.000 --> 1:13:00.000]  you're guilty of malpractice.
[1:13:00.000 --> 1:13:03.000]  This is a struggle for the presidency of the United States.
[1:13:03.000 --> 1:13:05.000]  Well, you're aiding and abetting if it's a crime.
[1:13:05.000 --> 1:13:08.000]  But there's no crime here. Where is the crime? There is no crime.
[1:13:08.000 --> 1:13:12.000]  Hillary's committed the crimes. If he's going to get evidence of her with the Russians,
[1:13:12.000 --> 1:13:14.000]  he's got a responsibility to at least all the FBI.
[1:13:14.000 --> 1:13:20.000]  But if you, inside the Beltway, in Washington today, today's Washington Post, it's Kafkaesque.
[1:13:20.000 --> 1:13:22.000]  It's like they're in another planet.
[1:13:22.000 --> 1:13:27.000]  Well, they know that. They're trying to flip us into their false phantom zone.
[1:13:27.000 --> 1:13:37.000]  What's interesting is that a long discussion in today's Washington Post about whether this somehow constitutes a campaign finance reform violation.
[1:13:37.000 --> 1:13:44.000]  Whether Donald Trump Jr. received something of value, and therefore it should have been reported.
[1:13:44.000 --> 1:13:50.000]  This is the most back-assed, incredibly false, thin argument I've ever seen.
[1:13:50.000 --> 1:13:56.000]  There is no violation of law here. Here's the point. This is all they have.
[1:13:56.000 --> 1:14:01.000]  The whole Russian narrative now boils down to this.
[1:14:01.000 --> 1:14:08.000]  Next thing, what are they going to say? That the Trump family dog came in contact with a Russian wolf hound while in a kennel?
[1:14:08.000 --> 1:14:12.000]  I mean, this has gotten to the point of absurdity.
[1:14:12.000 --> 1:14:16.000]  Now, I would say that the White House knew about this a week ago.
[1:14:16.000 --> 1:14:20.000]  Frankly, they should have released it themselves just before the weekend.
[1:14:20.000 --> 1:14:25.000]  They have made, in my opinion, what could have been a two-day story, a five-day story.
[1:14:25.000 --> 1:14:33.000]  But the bottom line of which, there's no violation of law here, and there is most certainly no collusion with the Russians to affect the election,
[1:14:33.000 --> 1:14:42.000]  because there was no document. There was no evidence, at least not from this woman, of evidence of wrongdoing.
[1:14:42.000 --> 1:14:48.000]  If you look at the circumstances under which the woman lawyer got into the country, I think there's a strong indication, as you say.
[1:14:48.000 --> 1:14:53.000]  That's right. Her visa was up for six months, so clearly Obama and them let her back in.
[1:14:53.000 --> 1:14:55.000]  They pulled strings to get her back in the country.
[1:14:55.000 --> 1:15:04.000]  That would, I think, play into the idea that you just put forward that this was a setup, a way to try to compromise Donald Trump Jr.,
[1:15:04.000 --> 1:15:09.000]  who, again, I assert, has done nothing whatsoever wrong.
[1:15:09.000 --> 1:15:15.000]  This is what all of the House and Senate investigations have come to.
[1:15:15.000 --> 1:15:18.000]  This is what Adam Schiff and Mark Warner have.
[1:15:18.000 --> 1:15:20.000]  Well, I would say they don't have much.
[1:15:20.000 --> 1:15:22.000]  There's no violation of law here.
[1:15:22.000 --> 1:15:25.000]  They don't even think there's anything politically wrong.
[1:15:25.000 --> 1:15:30.000]  Well, I know one thing for absolute 100% certain.
[1:15:30.000 --> 1:15:41.000]  They came out with the Federal Elections Commissioner lady yesterday and said they took rumors from a congressional hearing four months ago
[1:15:41.000 --> 1:15:46.000]  from the House Armed Services Committee that were then rumors in the clatching,
[1:15:46.000 --> 1:15:53.000]  but then put it out that I'm under counter espionage investigation by the FBI along with Matt Grudge and Breitbart,
[1:15:53.000 --> 1:15:57.000]  and that we need to be hauled before Congress to explain how we got Russian money.
[1:15:57.000 --> 1:16:00.000]  I mean, this is literally like something out of a comic book.
[1:16:00.000 --> 1:16:02.000]  I've gotten zero money from the Russians.
[1:16:02.000 --> 1:16:04.000]  I've never been to Russia.
[1:16:04.000 --> 1:16:05.000]  They know that.
[1:16:05.000 --> 1:16:08.000]  They know we're mainly funded by listeners buying products from us.
[1:16:08.000 --> 1:16:09.000]  This is desperate.
[1:16:09.000 --> 1:16:16.000]  When they start saying that I'm the reason they lost the election and the Russians fund me and told me what to say,
[1:16:16.000 --> 1:16:19.000]  I mean, this is cuckoo for cocoa puffs.
[1:16:19.000 --> 1:16:23.000]  Then in the middle of an election, all about how the Clintons are involved with the Russians,
[1:16:23.000 --> 1:16:27.000]  they turn the narrative around back on to Trump.
[1:16:27.000 --> 1:16:29.000]  It's just crazy.
[1:16:29.000 --> 1:16:31.000]  I mean, I want to be called before Congress.
[1:16:31.000 --> 1:16:32.000]  Of course, they won't do it.
[1:16:32.000 --> 1:16:33.000]  They're all a bunch of scum.
[1:16:33.000 --> 1:16:38.000]  They know full well there's nothing going on here with the stupid Russians.
[1:16:38.000 --> 1:16:41.000]  You know, Alex, you should wish that they would call you.
[1:16:41.000 --> 1:16:46.000]  You would decimate them because they talk with a complete absence of any facts whatsoever.
[1:16:46.000 --> 1:16:47.000]  The idea is...
[1:16:47.000 --> 1:16:49.000]  Oh, I saw stuff all over Twitter in the news.
[1:16:49.000 --> 1:16:56.000]  Roger Stone and Alex Jones are going to be arrested now because Donald Trump Jr. met with a Russian
[1:16:56.000 --> 1:16:59.000]  to find out if Hillary was a Russian spy.
[1:16:59.000 --> 1:17:01.000]  And I said he did his job to see if she's a spy.
[1:17:01.000 --> 1:17:06.000]  So the Washington Post said that I said Trump went to check to see if this woman was a spy.
[1:17:06.000 --> 1:17:08.000]  No, I said Hillary.
[1:17:08.000 --> 1:17:10.000]  Again, the level of lying, it's pure desperation.
[1:17:10.000 --> 1:17:11.000]  What is it?
[1:17:11.000 --> 1:17:13.000]  It's the double standard that's more disturbing.
[1:17:13.000 --> 1:17:17.000]  In other words, we know for a fact that the Ukrainian government works with Hillary in
[1:17:17.000 --> 1:17:19.000]  an attempt to undermine Donald Trump.
[1:17:19.000 --> 1:17:22.000]  But that's not page one in the Washington Post.
[1:17:22.000 --> 1:17:25.000]  Donnie released these emails.
[1:17:25.000 --> 1:17:26.000]  What about Hillary's emails?
