[00:00:18.849 --> 00:00:22.912]  Resistance to tyrants is obedience to God.
[00:53:58.574 --> 00:54:00.275]  Judas Iscariot meets Benedict Arnold.
[00:54:00.275 --> 00:54:00.895]  They had a baby.
[00:54:00.895 --> 00:54:02.936]  It'd be called Stevie Bannon.
[00:54:02.936 --> 00:54:04.857]  Little Stevie Weevy Bannon.
[00:54:04.857 --> 00:54:06.837]  Lemon squeezy Bannon.
[00:54:06.837 --> 00:54:07.658]  He has come out.
[00:54:09.036 --> 00:54:11.178]  And he has said, oh, the Me Too.
[00:54:11.178 --> 00:54:13.400]  They always stage it like in private.
[00:54:13.400 --> 00:54:17.103]  Meeting with a reporter, he clutched himself and said, the women are going to enslave us.
[00:54:17.103 --> 00:54:17.823]  They're too powerful.
[00:54:17.823 --> 00:54:19.024]  They're too incredible.
[00:54:19.024 --> 00:54:20.225]  They'll bring down Trump.
[00:54:20.225 --> 00:54:22.407]  I'm scared they'll cut my testicles off.
[00:54:22.407 --> 00:54:23.148]  I don't know what to do.
[00:54:23.148 --> 00:54:23.908]  Mommy, mommy.
[00:54:23.908 --> 00:54:25.330]  Let's play that club again.
[00:54:25.330 --> 00:54:29.353]  And this is just meant to hype women into this, oh, you want power?
[00:54:29.353 --> 00:54:31.114]  Oh, look, even the elites, the bad guy.
[00:54:31.775 --> 00:54:36.277]  That the evil man Bannon is now a good guy and he admits he's scared of you.
[00:54:36.277 --> 00:54:37.738]  Women power against the men.
[00:54:37.738 --> 00:54:45.161]  I mean this is the most ridiculous sophomoric advertising like Edward Bernays saying we can't get women to smoke cigarettes in the 1920s.
[00:54:45.161 --> 00:54:50.643]  They said finance every feminist suffrage march and have the women smoke cigarettes and say my man can't stop me.
[00:54:50.643 --> 00:54:53.565]  Well that was men owned the tobacco companies knowing it was going to kill you deader than a hammer.
[00:54:54.125 --> 00:54:57.047]  So it's the same total manipulation.
[00:54:57.047 --> 00:54:59.189]  So here's little Stevie Bannon.
[00:54:59.189 --> 00:55:22.945]  I don't normally play clips twice an hour, but here's one of the reporters on CNN fawning over, oh yes, how they built up the whole Me Too movement to create this obvious direction to quote, empower women to hate Trump and hate recovery and hate America and then celebrate the North Koreans dictator's sister who's so sexy and cool on the very same channel.
[00:55:22.945 --> 00:55:23.246]  Here it is.
[00:55:23.959 --> 00:55:31.861]  In the paperback release of the new book, you talk about watching the Golden Globe Awards with Steve Bannon, and you got his reaction to the red carpet protests supporting the MeToo movement.
[00:55:31.861 --> 00:55:37.663]  He said, quote, the anti-patriarchy is going to undo 10,000 years of recorded history.
[00:55:37.663 --> 00:55:39.404]  You watch, the time has come.
[00:55:39.404 --> 00:55:43.585]  Women are going to take charge of society, and they couldn't juxtapose a better villain than Trump.
[00:55:43.585 --> 00:55:44.945]  He is the patriarch.
[00:55:44.945 --> 00:55:47.186]  This is a definitional moment in the culture.
[00:55:47.186 --> 00:55:49.807]  It'll never be the same going forward.
[00:55:50.908 --> 00:56:09.787]  I think Bannon, despite all his flaws, is a pretty shrewd analyst of American politics and particularly American political anxieties, our national anxieties, and he recognized in those Golden Globe Awards that this was a movement that could potentially be an existential threat to Republicans, not just their majority in the House, but also to President Trump.
[00:56:09.987 --> 00:56:26.743]  And there's a wonderful, revealing moment of Freudian angst in this scene, as I described, Bannon, watching Oprah, where he says, look, if they were to roll out a guillotine right now, these ladies would chop off every set of balls in the room.
[00:56:26.743 --> 00:56:28.886]  Which is a blunt Bannon way of saying...
[00:56:29.326 --> 00:56:33.267]  So this is Trump's supposed best buddy now saying he's the patriarchy, he's evil, he's got to be brought down.
[00:56:53.871 --> 00:57:22.764]  Total Benedict Arnold behavior, with this whole made-up narrative that women are going to be empowered if Trump was taken down, and this is how you're powerful, ladies, when CNN funded the whole Arab Spring, was part of it, promoted it, turning most of the Middle East over to total killers that enslaved hundreds of thousands of women, killed tens of thousands, sold children to sex slavery, cover up for radical Islam, and they're just up there saying, women, you're supposed to get mad at Trump now and go do something, and this is how you're empowered, and everyone's scared of you because you're so powerful.
[00:57:23.985 --> 00:57:31.927]  When all it is is multinational corporations trying to kill an American recovery and an American move to get control over our government again from the globalists.
[00:57:31.927 --> 00:57:34.368]  This is the second American revolution.
[00:57:34.368 --> 00:57:35.409]  The left admits that.
[00:57:35.409 --> 00:57:36.429]  Those videos are coming up.
[00:57:36.429 --> 00:57:38.630]  Rob Reiner and others, they say we're in a revolution.
[00:57:38.630 --> 00:57:40.790]  They say they're going to stop America's recovery.
[00:57:40.790 --> 00:57:41.811]  That video's coming up.
[00:57:41.811 --> 00:57:42.411]  Spread the word.
[00:57:42.411 --> 00:57:42.951]  We're live.
[00:57:49.441 --> 00:57:51.043]  Vitamin Mineral Fusion.
[00:57:51.043 --> 00:57:53.626]  Visit Infowarslife.com to secure your canister.
[00:57:53.626 --> 00:58:01.133]  We have worked for years with our chemists and scientists to create the most powerful and affordable, great-tasting multivitamin formula available.
[00:58:01.133 --> 00:58:11.444]  Vitamin Mineral Fusion Drink Mix at Infowarslife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[00:58:11.764 --> 00:58:19.606]  In the history of InfoWars Life, we've brought out a lot of amazing products like Survival Shield X2, Super Mel Vitality, and so many others.
[00:58:19.606 --> 00:58:29.808]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
[00:58:29.808 --> 00:58:31.849]  And this part is most important.
[00:58:31.849 --> 00:58:38.330]  The ingredients in Vitamin Mineral Fusion are either plant-derived or of the highest quality lab standard.
[00:58:38.670 --> 00:58:40.112]  That means it's clean.
[00:58:40.112 --> 00:58:41.233]  That means it's pure.
[00:58:41.233 --> 00:58:44.136]  And rest secured, you're fighting the tip of the spear in the InfoWars.
[00:58:44.136 --> 00:58:46.939]  That's InfoWarsLives.com and Vitamin Mineral Fusion.
[00:58:46.939 --> 00:58:53.546]  Take action now before we sell out.
[00:58:53.546 --> 00:58:58.231]  Proper B vitamin intake is essential to keep the body functioning at optimum levels.
[00:58:58.231 --> 00:58:59.732]  O-O-O-O-Optimum levels.
[00:59:00.782 --> 00:59:05.846]  With our modern diets, it can be hard to get the recommended amount of B vitamins we need every day.
[00:59:05.846 --> 00:59:07.767]  O-O-O-Optimum levels.
[00:59:07.767 --> 00:59:09.529]  B vitamins we need every day.
[00:59:09.529 --> 00:59:14.812]  Secret 12 combines two bioactive forms of vitamin B12 for optimal absorption.
[00:59:14.812 --> 00:59:16.434]  O-O-O-O-Optimal absorption.
[00:59:17.154 --> 00:59:22.777]  Being deficient in B vitamins can cause fatigue, depression, poor memory, and lethargy.
[00:59:22.777 --> 00:59:24.617]  Secret 12.
[00:59:24.617 --> 00:59:25.778]  Optimal absorption.
[00:59:25.778 --> 00:59:30.920]  B vitamins help the body convert food into energy by supporting your intercellular processes.
[00:59:30.920 --> 00:59:36.022]  B vitamins are also essential for the optimal functioning of the brain and nervous system.
[00:59:36.022 --> 00:59:36.823]  Optimum levels.
[00:59:37.423 --> 00:59:39.184]  You're listening to the Alex Jones Show!
[01:00:19.016 --> 01:00:21.497]  Alex Jones here, back live.
[01:00:21.497 --> 01:00:24.218]  Coming up, what news?
[01:00:24.218 --> 01:00:32.182]  Riding bots mean for the future of journalism, and the media admits that Zuckerberg and Facebook are starting to collapse, that their whole operation is in flames.
[01:00:32.182 --> 01:00:35.704]  First, this powerful report, social media giants mean for Orwellian control.
[01:00:36.732 --> 01:00:42.816]  Representatives from Google, Facebook, Twitter and YouTube faced the British Parliamentary Committee on U.S.
[01:00:42.816 --> 01:00:45.197]  Soil at George Washington University.
[01:00:45.197 --> 01:00:50.120]  They were reminded of their own unchecked power to gather their users' data.
[01:00:50.120 --> 01:00:58.085]  There's an article in the Times today in the UK, and the headline is, How to Win 2 Billion Friends and Destroy Civilization.
[01:00:58.085 --> 01:01:01.587]  The biggest surveillance enterprise in history.
[01:01:01.587 --> 01:01:04.388]  And this is by a very well-known journalist.
[01:01:04.388 --> 01:01:05.149]  And he is
[01:01:05.829 --> 01:01:15.016]  It's suggesting that, whether Facebook like it or not, the position that you've got yourself into is this position.
[01:01:15.016 --> 01:01:19.619]  It is that you hold so much data about people that you are now very, very powerful.
[01:01:19.619 --> 01:01:25.944]  I just wanted to know, how long do you hold people's data for that you collect about them?
[01:01:27.264 --> 01:01:28.005]  Is there a limit?
[01:01:28.005 --> 01:01:29.726]  Yes, as long as they want us to.
[01:01:29.726 --> 01:01:39.556]  Oddly enough, after demonising the social media giant's reach, the Orwellian panel dove headfirst into the need to control and regulate free speech.
[01:01:39.556 --> 01:01:50.406]  Do you accept then that there is a problem of bogus news, misleading news, disinformation, and you also accept that you have both the responsibility to and the means to address that?
[01:01:52.040 --> 01:02:03.613]  We recognize that there is a problem of misinformation and we are dedicated to making sure that we are promoting authoritative content when it comes to news and demoting misinformation.
[01:02:03.613 --> 01:02:08.819]  When you're talking about misinformation, well let's face it, misinformation, disinformation, fake news,
[01:02:09.419 --> 01:02:10.681]  Uh, can be sort of sexy.
[01:02:10.681 --> 01:02:17.047]  I mean, people like ghosts, they like conspiracy theories, they like UFO stories, and they follow it.
[01:02:17.047 --> 01:02:25.675]  And this creates, I would imagine, a huge amount of traffic, both propagating those theories, etc., and those who want to quash that.
[01:02:25.675 --> 01:02:31.180]  So, that would be good for you, because you can then harvest the data from those people, uh, who are doing that.
[01:02:31.600 --> 01:02:43.109]  Doesn't it demonstrate that perhaps it's time for regulation, it's time for rules that set out the roles and responsibilities and all of these things because all of this is affecting our society.
[01:02:43.109 --> 01:02:44.871]  We are not the officers of truth.
[01:02:44.871 --> 01:02:48.834]  We are not going to remove content based on the fact that this is untrue.
[01:02:48.834 --> 01:02:56.240]  The one trend that Twitter has is it's a hive of journalists, of citizens, of activists correcting the record and correcting information.
[01:02:56.540 --> 01:03:01.003]  If an account was created for the sole purpose of abusing somebody, that would cross our sole purpose of use.
[01:03:01.003 --> 01:03:06.448]  If it was using language based on a protected characteristic and it's hateful conduct, we'd remove it for that.
[01:03:06.448 --> 01:03:20.338]  But the truthness of a piece of information is not a ground upon which... So the deliberate use of your platform to distribute absolutely false and defamatory information can continue in election time according to what you've just said?
[01:03:20.758 --> 01:03:23.619]  Do you agree with me that Twitter is addictive?
[01:03:23.619 --> 01:03:27.900]  I don't think it's in our position to say that because it depends very much on the individual.
[01:03:27.900 --> 01:03:32.862]  I think it's exactly in your position to say that because it's your product.
[01:03:32.862 --> 01:03:36.183]  We have a large team of what we call raiders.
[01:03:37.763 --> 01:03:45.152]  10,000 people around the globe who are constantly at work assessing our results against different queries.
[01:03:45.152 --> 01:03:47.094]  Are we surfacing the right kind of results?
[01:03:47.094 --> 01:03:50.678]  Are we surfacing results that have appropriate authority?
[01:03:50.678 --> 01:03:57.806]  And we use that, those hundreds of thousands of bits of data from those evaluations to continue to train our systems.
[01:03:58.166 --> 01:03:59.847]  This is an ongoing effort.
[01:03:59.847 --> 01:04:22.839]  I just wanted to mention some research that was done recently by the Guardian that suggested that the largest source of false news channels came from YouTube and came from these videos that tend to be recommended by the Up Next button and more research by Oxford Academics demonstrated a lot of this had a far-right bias.
[01:04:22.839 --> 01:04:26.621]  So I put it to you that if that is the case, you are
[01:04:27.674 --> 01:04:29.936]  Indoctrinating society.
[01:04:29.936 --> 01:04:35.219]  Ultimately, regulating social media information will ensure its own downfall.
[01:04:35.219 --> 01:04:41.383]  Credible sources, truth and valid opinions are not exclusive to the establishment media.
[01:04:41.383 --> 01:04:46.306]  In fact, the opposite has become increasingly and overwhelmingly true.
[01:04:46.306 --> 01:04:49.068]  John Bowne reporting for InfoWars.com.
[01:04:58.433 --> 01:05:03.219]  You know, I've got some talking points here about Caveman from Infowarsandlife.com.
[01:05:03.219 --> 01:05:07.003]  But instead of going on those talking points, let me just give you what I've experienced personally.
[01:05:07.003 --> 01:05:11.568]  From all the wives tales in every culture, we know that the bones have the essence.
[01:05:11.568 --> 01:05:14.712]  We know chicken noodle soup is great for people that are sick.
[01:05:14.712 --> 01:05:17.815]  Again, in every culture, this has been reported because it works.
[01:05:19.321 --> 01:05:32.172]  And there's no way to quantify how strong this is, but the amount of bone protein and the amount of marrow and the amount of concentrated life force that is in this is incredible.
[01:05:32.172 --> 01:05:39.017]  Ladies and gentlemen, whether it's for your joints, whether it's for your arteries and your veins, whether it's for your brain, whether it's for energy,
[01:05:39.918 --> 01:05:48.228]  This, ladies and gentlemen, is the strongest, most concentrated bone broth formula out there, and it's amazing.
[01:05:48.228 --> 01:05:52.493]  Find out for yourself today at InfoWareStore.com what it can do for you and your family.
[01:05:52.493 --> 01:05:54.235]  And again, I want to thank you all for your support.
[01:05:54.235 --> 01:05:56.498]  You are funding the Information War in 2018.
[01:06:00.430 --> 01:06:00.990]  We've got it.
[01:06:00.990 --> 01:06:07.513]  This Christmas, they're coming to you.
[01:06:07.513 --> 01:06:11.895]  Waging war on corruption.
[01:06:11.895 --> 01:06:17.537]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[01:06:21.238 --> 01:06:28.271]  Well, the Kingpin of Hollywood, Rob Reiner, says the left is in a revolution against America, against Trump, and they're calling for more violence.
[01:06:28.271 --> 01:06:30.615]  Here's a little compilation of some of what they've been saying lately.
[01:06:32.199 --> 01:06:32.960]  He's not a tough guy.
[01:06:32.960 --> 01:06:34.542]  He's a bully and he's a bitch.
[01:06:34.542 --> 01:06:36.224]  He's a punk.
[01:06:36.224 --> 01:06:37.245]  He's a dog.
[01:06:37.245 --> 01:06:38.786]  He's a pig.
[01:06:38.786 --> 01:06:40.428]  And he can suck my f***.
[01:06:40.428 --> 01:06:43.071]  He's a con, a bullsh** artist, a mutt.
[01:06:43.071 --> 01:06:47.256]  I'll meet him in a hotel room any motherf***ing day of the week and give him a Louisville slugger.
[01:06:47.256 --> 01:06:48.878]  I'd like to punch him in the face.
[01:06:48.878 --> 01:06:53.102]  Kiss my motherf***ing ass, you bitch, punk, c*** sucker.
[01:07:02.042 --> 01:07:10.249]  Pointing what appears to be a water gun in the image of President Donald Trump projected on a whiteboard, our teacher Pale Modi has not been seen by countless viewers across the internet.
[01:07:10.249 --> 01:07:11.771]  Yes!
[01:07:11.771 --> 01:07:16.395]  I have thought an awful lot about blowing up the White House.
[01:07:18.434 --> 01:07:25.076]  It's an actor dressed to look just like President Donald Trump as he's assassinated on stage.
[01:07:25.076 --> 01:07:33.939]  Pictures and video depicting comedian Kathy Griffin holding the bloody decapitated head of President Trump are no joking matter for the Secret Service.
[01:07:33.939 --> 01:07:40.160]  The rhetoric that has inspired the violence has come from the mainstream of the Democratic Party.
[01:07:40.160 --> 01:07:45.322]  They're involved in the coup, an active attempt to start a bloody civil war.
[01:07:59.497 --> 01:08:22.436]  Alright, there's so much to cover on this front that if I start talking these guys will never get a word in edgewise and some of these folks we just flew back in to Austin so I want to get to their views of what's happening currently with Kit Coat of SpiceTactical.com and of course Lincoln Osiris which is a joke name, a gnome to plume from
[01:08:23.177 --> 01:08:31.406]  Tropic Thunder, and we're not gonna get into these guys' whole backgrounds or anything, but they're really interesting fellas, and of course my good buddy over here, Quentin Carter.
[01:08:31.406 --> 01:08:36.552]  But we do have the Democrats calling for civil war, calling for killing people, attacking people all over the country.
[01:08:36.552 --> 01:08:41.958]  You guys a few months ago did a full-page spread, photos saying, not on our watch, not today Antifa.
[01:08:41.958 --> 01:08:42.859]  The media went crazy.
[01:08:42.859 --> 01:08:44.140]  I wanted to get you guys back.
[01:08:44.741 --> 01:08:46.343]  The Democrats put out that we're
[01:09:00.103 --> 01:09:07.350]  In a war, they're attacking us, they want to overthrow things in their own venues, at their own award shows, at the New York Times.
[01:09:07.350 --> 01:09:10.433]  But then when we cover it, they say, you're insane, none of that's happening.
[01:09:10.433 --> 01:09:12.154]  What is that military tactic?
[01:09:12.154 --> 01:09:17.479]  So again, Kit, Q, and of course we've got Mr. Lincoln Osiris over here.
[01:09:17.479 --> 01:09:18.700]  Who wants to take it first?
[01:09:18.700 --> 01:09:19.501]  I think that's you, Lincoln.
[01:09:24.248 --> 01:09:26.349]  I'll put him on the spot.
[01:09:26.349 --> 01:09:29.791]  You have the most experience with that sort of mind game.
[01:09:29.791 --> 01:09:30.951]  I figured he did.
[01:09:30.951 --> 01:09:31.792]  He definitely does.
[01:09:31.792 --> 01:09:39.135]  But bottom line is the insanity that people will blindly follow an ideology that they have no idea what it is.
[01:09:39.135 --> 01:09:44.057]  So the Democrats are out there calling for civil war, knowing that they're not the ones on the line.
[01:09:44.057 --> 01:09:49.000]  They're trying to manipulate ignorant people to go out and fight that war for them.
[01:09:49.660 --> 01:09:57.622]  So, whether it's the people in Charlottesville or anywhere else that come out and they riot and they do all this stuff, they're not doing it because they think that's the right thing to do.
[01:09:57.622 --> 01:10:05.045]  They're doing it because they've been manipulated by someone who has a different idea of what it is that they're doing.
[01:10:05.045 --> 01:10:08.566]  Well, by sensationalism and emotion as well.
[01:10:08.566 --> 01:10:12.187]  Just like George Soros and them pushing the Black Lives Matter movement.
[01:10:12.187 --> 01:10:15.388]  They know that black-on-black violence kills black people.
[01:10:15.388 --> 01:10:16.348]  It never affects
[01:10:17.248 --> 01:10:20.191]  The ultra-rich white globalist.
[01:10:20.191 --> 01:10:21.732]  It only helps them.
[01:10:21.732 --> 01:10:24.194]  That's right.
[01:10:24.194 --> 01:10:35.203]  And to be honest, some of these guys actually may believe that they're doing right, but that just kind of really helps explain the difference between our mindset and their mindset.
[01:10:36.559 --> 01:10:42.901]  I'm just concerned because there's a massive gear up, and George Soros is in the news, everyone's funding it, and people say, oh, well, they're a joke.
[01:10:42.901 --> 01:10:46.042]  I get they're a joke, like you said, Q. They're just the cover for this.
[01:10:46.042 --> 01:10:49.503]  But the Democrats aren't giving up and going along with the election and the recovery.
[01:10:49.503 --> 01:10:50.564]  They're fighting.
[01:10:50.564 --> 01:10:51.144]  Here's a great example.
[01:10:51.684 --> 01:11:00.431]  They cheered the North Korean dictator's sister at the opening of the Olympics and said in the news, we hope, she kicks the vice president off the podium.
[01:11:00.431 --> 01:11:02.292]  They then said, oh, Trump wants a military parade.
[01:11:02.292 --> 01:11:02.872]  That's fascist.
[01:11:02.872 --> 01:11:04.894]  We're going to lay in front of the tanks.
[01:11:04.894 --> 01:11:10.698]  When a parade isn't tanks coming into the capital city of China to crush peaceful demonstrators like Tiananmen Square.
[01:11:10.698 --> 01:11:13.060]  The left are the ones trying to block free speech everywhere.
[01:11:13.060 --> 01:11:13.761]  They're the tanks.
[01:11:14.824 --> 01:11:15.685]  Absolutely.
[01:11:15.685 --> 01:11:18.066]  And you know what's so strange?
[01:11:18.066 --> 01:11:24.511]  I just did an interview the other day regarding the very same advert that's behind us right now.
[01:11:24.511 --> 01:11:30.975]  And the guy that was doing the interview, he said to me, he said, oh, well, you know, I'm fairly left leaning.
[01:11:30.975 --> 01:11:35.458]  You know, I'm not, you know, I'm not in the socialist party like a lot of my friends.
[01:11:35.458 --> 01:11:37.239]  And I said, wait right there.
[01:11:37.239 --> 01:11:38.000]  Stop.
[01:11:38.000 --> 01:11:42.523]  You just said a lot of your friends are in the socialist party.
[01:11:42.523 --> 01:11:44.164]  Now, when I was growing up,
[01:11:44.744 --> 01:11:46.667]  That was a really bad word.
[01:11:46.667 --> 01:11:48.530]  That meant, like, impending doom.
[01:11:48.530 --> 01:11:50.313]  Oh no, there's socialists?
[01:11:50.313 --> 01:11:57.385]  There's people here that are- Polls show that half of millennials, half of millennials identify as socialist or communist.
[01:11:57.385 --> 01:11:57.946]  Amazing!
[01:11:59.080 --> 01:12:05.721]  And I think part of that is because they've grown up in a society where the last 8-12 years, everything was given to them.
[01:12:05.721 --> 01:12:06.822]  So they think that's the norm.
[01:12:06.822 --> 01:12:08.762]  Like, everything should be given to me.
[01:12:08.762 --> 01:12:10.262]  I deserve free college.
[01:12:10.262 --> 01:12:11.483]  I deserve this.
[01:12:11.483 --> 01:12:12.663]  I deserve that.
[01:12:12.663 --> 01:12:13.883]  I don't have to work for anything.
[01:12:13.883 --> 01:12:15.423]  I don't have to do anything.
[01:12:15.423 --> 01:12:18.704]  There's no military obligation.
[01:12:18.704 --> 01:12:20.624]  Like, I don't have to go somewhere.
[01:12:20.624 --> 01:12:23.545]  Lincoln and myself both have free college, is what they say.
[01:12:23.545 --> 01:12:26.326]  Well, it's not free at all because we both spent many, many years earning it.
[01:12:28.106 --> 01:12:30.868]  So let me ask this question to Lincoln.
[01:12:30.868 --> 01:12:36.773]  Looking at this, looking at the battle space in America, just as a citizen, where do you think the country is right now?
[01:12:36.773 --> 01:12:39.095]  Where do you think Trump is with the recovery?
[01:12:39.095 --> 01:12:39.956]  Are we turning the tide?
[01:12:39.956 --> 01:12:40.717]  Are we winning?
[01:12:40.717 --> 01:12:42.818]  Or, I mean, what do you expect to happen?
[01:12:42.818 --> 01:12:47.722]  Because the left has just gone into a total craze mode, and I'm really concerned.
[01:12:47.722 --> 01:12:49.704]  So we spoke about this last time I was on the air.
[01:12:52.202 --> 01:12:53.986]  They don't have anything else.
[01:12:53.986 --> 01:12:59.979]  I think at this point they've got to resort to... This is the last resort.
[01:12:59.979 --> 01:13:00.159]  We...
[01:13:02.952 --> 01:13:04.853]  Our stock markets are looking great.
[01:13:04.853 --> 01:13:07.094]  The economy is turning around.
[01:13:07.094 --> 01:13:12.017]  We're at the lowest point of unemployment for blacks in history.
[01:13:12.017 --> 01:13:13.998]  And what do they have?
[01:13:13.998 --> 01:13:17.460]  They've got nothing but let's just create violence.
[01:13:17.460 --> 01:13:25.285]  And I don't believe they say they're for free speech unless it's in opposition to what they're saying.
[01:13:25.285 --> 01:13:27.326]  So I think this is all they've got left.
[01:13:27.326 --> 01:13:28.987]  They're just trying to create drama.
[01:13:29.997 --> 01:13:31.298]  But what I don't understand is why.
[01:13:31.298 --> 01:13:35.620]  Like, I really cannot fathom at all, like, what's the whole idea?
[01:13:35.620 --> 01:13:36.641]  It's all about controlling us.
[01:13:36.641 --> 01:13:39.782]  They want power over America to control the planet.
[01:13:39.782 --> 01:13:41.363]  Yeah, it just blows my mind.
[01:13:41.363 --> 01:13:42.243]  I just can't see it.
[01:13:42.243 --> 01:13:44.485]  I don't understand how it works.
[01:13:44.485 --> 01:13:49.507]  They can't afford to have anyone look at our administration and think things are going well.
[01:13:49.507 --> 01:13:50.848]  That he's doing a good job.
[01:13:50.848 --> 01:13:51.949]  They cannot afford that.
[01:13:51.949 --> 01:13:54.670]  Therefore, they've got to take the truth and twist it.
[01:13:54.770 --> 01:14:00.394]  But in your mind, where do you think that you stand to gain something by bringing us down?
[01:14:00.394 --> 01:14:01.054]  You're an American.
[01:14:01.054 --> 01:14:01.955]  You're one of us.
[01:14:01.955 --> 01:14:04.096]  You should be sitting here... Well, that's the thing.
[01:14:04.096 --> 01:14:06.918]  They openly root for the North Korean dictator.
[01:14:06.918 --> 01:14:07.538]  Right.
[01:14:07.538 --> 01:14:08.599]  And that's what I'm saying.
[01:14:08.599 --> 01:14:09.220]  I need maybe...
[01:14:10.080 --> 01:14:24.852]  Some psychological expertise to tell me like why this is okay and why are there so many young white male kids out there wearing skinny jeans and beanies right now talking about communism and all of this other crap that they have no idea what it is.
[01:14:24.852 --> 01:14:25.352]  We messed up.
[01:14:25.352 --> 01:14:26.333]  This is what we should do.
[01:14:26.333 --> 01:14:29.315]  This is the result of the participation trophy.
[01:14:29.315 --> 01:14:29.615]  Yes.
[01:14:29.615 --> 01:14:29.816]  Yeah.
[01:14:30.416 --> 01:14:33.159]  Yeah, this is what happens when everybody gets a ribbon.
[01:14:33.159 --> 01:14:39.407]  Exactly, that's what Matt and Zach, some of the producers say, that it's live-action role-playing.
[01:14:39.407 --> 01:14:46.956]  When they go out with guns and block people from going to rallies and attack people or hit a woman with a bike lock, for them it's like LARPing.
[01:14:46.956 --> 01:14:47.797]  It's not real.
[01:14:48.980 --> 01:14:51.221]  Because there's never been a repercussion for their actions.
[01:14:51.221 --> 01:15:06.327]  Because they grew up in a household where daddy didn't whip them, and mom was like, oh, don't be mean to him, let's be really soft about his feelings, and don't yell at him, but give him his phone and his computer and his car back and let him go do whatever, instead of taking a whooping like we did as kids.
[01:15:06.327 --> 01:15:11.489]  If you messed up, Dr. Jones would have wore you out if you acted the way that these kids act today.
[01:15:12.688 --> 01:15:16.611]  That's from the street level.
[01:15:16.611 --> 01:15:33.823]  From the upper echelon, from the level controlling that level, you know, obviously you've got your theories on why and how, but from that street level where all these kids are just, you know, gimme gimme gimme and I don't have to pay for what I've done or anything.
[01:15:35.344 --> 01:15:39.666]  The blind following is really what's confusing.
[01:15:39.666 --> 01:15:40.086]  Exactly.
[01:15:40.086 --> 01:15:42.907]  They're never running to Venezuela or Cuba or North Korea or anywhere.
[01:15:42.907 --> 01:15:47.709]  They're just here bitching with their smartphones and their new car like, I want communism, bitches!
[01:15:47.709 --> 01:15:48.990]  And you're like, are you kidding?
[01:15:48.990 --> 01:15:50.370]  In communism you wouldn't have anything.
[01:15:50.370 --> 01:15:56.333]  We'll be back to talk about then what their next move will be as they lose and there's a global awakening.
[01:15:57.409 --> 01:15:59.290]  Fully cooked, ready-to-eat bacon.
[01:15:59.290 --> 01:16:02.532]  I'm talking thick, meaty, center-cut, presidential bacon.
[01:16:02.532 --> 01:16:04.133]  Savory and delicious.
[01:16:04.133 --> 01:16:06.955]  I buy some, I use some, I store some.
[01:16:06.955 --> 01:16:07.616]  Awesome!
[01:16:07.616 --> 01:16:10.718]  No refrigeration needed with a 10-year shelf life.
[01:16:10.718 --> 01:16:12.279]  NASA PAC Technology.
[01:16:12.279 --> 01:16:12.899]  Bacon.
[01:16:12.899 --> 01:16:17.062]  Fully cooked, fully hydrated, ready-to-eat right from the pack bacon.
[01:16:17.062 --> 01:16:18.482]  Or warm and served.
[01:16:18.482 --> 01:16:20.544]  Life-saving, ready-to-eat bacon.
[01:16:20.544 --> 01:16:22.485]  10-year shelf life bacon.
[01:16:22.485 --> 01:16:25.267]  Ships free at FullyCookedBacon.com.
[01:16:25.267 --> 01:16:26.548]  FullyCookedBacon.com.
[01:16:27.288 --> 01:16:34.074]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[01:16:34.074 --> 01:16:38.337]  Since 2005, thousands have depended on Berkey Purified Water.
[01:16:38.337 --> 01:16:42.961]  The Berkey guy provides the lowest price filtration systems in every size.
[01:16:42.961 --> 01:16:48.505]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[01:16:48.505 --> 01:16:48.625]  877-886-3653.
[01:16:48.625 --> 01:16:48.986]  GoBerkey.com
[01:16:57.444 --> 01:16:59.165]  Hawaii was a wake-up call.
[01:16:59.165 --> 01:17:01.707]  Don't be caught without a disaster shelter.
[01:17:01.707 --> 01:17:09.171]  Atlas makes an all-disaster shelter that will protect your family from fallout, tornadoes and hurricanes for only $99.99.
[01:17:09.171 --> 01:17:15.815]  That also includes the NBC air filtration system, solid steel construction with an airtight bulletproof door.
[01:17:15.815 --> 01:17:18.136]  That's right for $99.99 and up.
[01:17:18.136 --> 01:17:22.339]  Call 1-855-4-BUNKER or go to iwantthatshelter.com.
[01:17:22.339 --> 01:17:24.060]  Atlas Survival Shelters.
[01:17:24.060 --> 01:17:26.301]  The world leader in fallout shelters.
[01:17:27.463 --> 01:17:28.664]  Hear that?
[01:17:28.664 --> 01:17:34.049]  That's the sound of a house being trashed while a gang of thieves ransack the place.
[01:17:34.049 --> 01:17:36.951]  And what they don't steal will be destroyed.
[01:17:36.951 --> 01:17:40.534]  This year, resolve not to be the next victim of a break-in.
[01:17:40.534 --> 01:17:48.120]  Go to Faketv.com and discover a device that creates the illusion someone inside is watching TV, even when you're miles away.
[01:17:48.120 --> 01:17:52.704]  Security is a mindset, and Faketv should be part of your security solution.
