whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:36:11.720 --> 00:36:19.840]   Pure Breeze, 4.8 star review, almost 500 reviews on that bad boy. That's a mean machine right
[00:36:19.840 --> 00:36:23.840]   there when it comes to air purification. You will notice a difference with that. But don't
[00:36:23.840 --> 00:36:30.080]   forget 40% off Bio True Selenium, and with auto ship, that's 50% off. A lot of people
[00:36:30.080 --> 00:36:36.760]   forget about the auto ship option. This super combo, which is Survival Shield X2, Nacin,
[00:36:36.760 --> 00:36:44.440]   Triton, and Bio True Selenium, that combo is 40% off. That combo itself has a 4.9 star
[00:36:44.440 --> 00:36:52.560]   review. That is incredible. Two products, a 4.9 star review, 40% off. You can get Bio
[00:36:52.560 --> 00:36:59.360]   True Selenium and Survival Shield X2, the super combo, 40% off. And again, just look
[00:36:59.360 --> 00:37:05.080]   at how highly rated these products are with the reviews that we have. People try it, they
[00:37:05.080 --> 00:37:09.200]   love it, and then they come back for more, and we offer the greatest specials. Don't
[00:37:09.200 --> 00:37:13.760]   forget 50% off Brain Force as well. I don't know how much longer we can do that, but we
[00:37:13.760 --> 00:37:18.640]   do have that offer still running. They're selling it off the shelves. I literally have
[00:37:18.640 --> 00:37:25.220]   people asking me for whole boxes of this. I'm not even kidding, requesting hundreds
[00:37:25.220 --> 00:37:30.040]   of Brain Force bottles because this is such a popular product and the special is so huge.
[00:37:30.040 --> 00:37:36.320]   So get to Infowarsstore.com before we run out. Well, you know what? I've got a stack
[00:37:36.320 --> 00:37:43.480]   of news here. Alex has pretty much broken down what the globalist next move is against
[00:37:43.480 --> 00:37:49.120]   Trump. We've got Roger Stone coming up at 1.30, Jack Posobiec at 2. He's going to have
[00:37:49.120 --> 00:37:56.720]   a guest, Jacob Wohl from OffendAmerica.com. But let's just get into some of the news.
[00:37:56.720 --> 00:38:00.360]   Where to begin, guys. Let's look at this Hillary Clinton thing. I just want to get this out
[00:38:00.360 --> 00:38:04.880]   of my way. Let's just get this out of the way. Let's get this nauseating thing out of
[00:38:04.880 --> 00:38:13.960]   the way. So Hillary Clinton, she caked on the makeup like Pennywise and then gave an
[00:38:13.960 --> 00:38:21.720]   interview on an Australian TV network. She had something to say about Julian Assange.
[00:38:21.720 --> 00:38:28.040]   And again, what you're going to hear from Hillary Clinton here is projecting exactly
[00:38:28.040 --> 00:38:36.920]   what she is on her enemies. Listen to the latest blatant lies out of the mouth of the
[00:38:36.920 --> 00:38:40.040]   demon witch, Hillary Clinton.
[00:38:40.040 --> 00:38:48.880]   I think Assange has become a kind of nihilistic opportunist who does the bidding of a dictator.
[00:38:48.880 --> 00:38:54.120]   Lots of people, including in Australia, think that Assange is a martyr for free speech and
[00:38:54.120 --> 00:38:57.960]   freedom of information. How would you describe him?
[00:38:57.960 --> 00:39:03.320]   I mean, he's a tool of Russian intelligence. And if he's such a martyr of free speech,
[00:39:03.320 --> 00:39:06.360]   why doesn't WikiLeaks ever publish anything coming out of Russia?
[00:39:06.360 --> 00:39:09.640]   Isn't he just doing what journalists do, which is publish information when they get
[00:39:09.640 --> 00:39:10.640]   it?
[00:39:10.640 --> 00:39:15.400]   I don't think so. I think for number one, it's stolen information. And number two, if
[00:39:15.400 --> 00:39:21.240]   all you did was publish it, that would be one thing. But there was a concerted operation
[00:39:21.240 --> 00:39:29.200]   between WikiLeaks and Russia and most likely people in the United States to, as I say,
[00:39:29.200 --> 00:39:31.400]   weaponize that information.
[00:39:31.400 --> 00:39:40.680]   Yeah, you know, you still have yet to deny that the content of those emails is real.
[00:39:40.680 --> 00:39:50.480]   So how are you weaponizing information that's real? Oh, I see. Oh, oh, we're weaponizing
[00:39:50.480 --> 00:39:54.360]   the information by making it available to the public.
[00:39:54.360 --> 00:40:02.800]   No, Hillary Clinton, you are the weapon against America. You are the globalist weapon against
[00:40:02.800 --> 00:40:08.440]   freedom. So then Julian Assange responds, there's something wrong with Hillary Clinton.
[00:40:08.440 --> 00:40:14.120]   It is not just her constant lying. It is not just that she throws off menacing glares and
[00:40:14.120 --> 00:40:21.360]   seethes thwarted entitlement. I mean, seriously, this is the most arrogant witch. She just
[00:40:21.360 --> 00:40:27.240]   seriously encapsulates the most arrogant witch you could ever see. Watch closely. Something
[00:40:27.240 --> 00:40:32.320]   much darker rides along with it. A cold creepiness rarely seen.
[00:40:32.320 --> 00:40:37.600]   Wow, I couldn't agree more with Julian Assange. I was saying this to my war room crew a while
[00:40:37.600 --> 00:40:41.800]   ago. I was like, guys, we can't even do Hillary anymore. She makes me so nauseous. I can't
[00:40:41.800 --> 00:40:45.840]   even do it. But she continues to come out and try to take this country down. So we're
[00:40:45.840 --> 00:40:48.480]   going to continue to address her.
[00:40:48.480 --> 00:40:52.280]   You know, speaking of trying to take this country down, we're still trying to pick up
[00:40:52.280 --> 00:40:58.360]   some of the trash left behind from the Obama administration. So now Army Sergeant Bo Bergdahl
[00:40:58.360 --> 00:41:04.680]   is pleading guilty to desertion and misbehavior.
[00:41:04.680 --> 00:41:08.560]   You know, and let's not forget that while all this is going on, so Barack Obama makes
[00:41:08.560 --> 00:41:14.200]   the deal to bring the deserter back home, trades five terrorists for the deserter, who
[00:41:14.200 --> 00:41:18.260]   it looks like, I mean, I don't know what kind of jail time potentially he's going to face
[00:41:18.260 --> 00:41:22.400]   or what his consequences are for this.
[00:41:22.400 --> 00:41:28.840]   But let's not forget what happened when President Obama gave a speech with Bergdahl's parents
[00:41:28.840 --> 00:41:34.280]   and the father got up to the podium and spoke perfect Pashtun, one of the hardest languages
[00:41:34.280 --> 00:41:38.480]   to speak, had a full beard. Not that there's anything wrong with that, but you know where
[00:41:38.480 --> 00:41:40.240]   your thought processes go.
[00:41:40.240 --> 00:41:47.480]   And then after that, you can see President Obama walking with the Bergdahls. Everyone's
[00:41:47.480 --> 00:41:56.560]   embracing each other, smiling, laughing all over a soldier that betrayed his unit, misbehaved
[00:41:56.560 --> 00:42:03.440]   and deserted and is now going to have to face crimes.
[00:42:03.440 --> 00:42:09.440]   So that's interesting. Here's more of Obama's trash. Heaps of it. Illegal alien accused
[00:42:09.440 --> 00:42:16.440]   of murdering 18-year-old student was in DACA program. So Daniel DeJesus Rangel Scherer,
[00:42:16.440 --> 00:42:20.980]   19, accused of murder, kidnapping and possession of a weapon during a violent crime in connection
[00:42:20.980 --> 00:42:26.480]   with the death of an 18-year-old, Diana Martinez Gonzalez. So he takes Diana Martinez Gonzalez
[00:42:26.480 --> 00:42:30.880]   out to the woods, murders her. There was one other victim that he probably would have also
[00:42:30.880 --> 00:42:37.580]   tried to murder, but she was able to get away. And yes, this individual was protected from
[00:42:37.580 --> 00:42:41.160]   deportation because of the DACA program.
[00:42:41.160 --> 00:42:46.080]   So there's one murderer, at least one that we know of. There's multiple, but here's one,
[00:42:46.080 --> 00:42:52.360]   a murderer kept here because of Barack Obama. Do you hear that? Then the Democrats, a murderer
[00:42:52.360 --> 00:42:58.680]   kept here because of the Democrats. We'll be right back.
[00:42:58.680 --> 00:43:04.800]   Use to take control of your chemistry with Survival Shield X2 and BioTrue Selenium. This
[00:43:04.800 --> 00:43:10.640]   powerful combo is perfect for supporting your thyroid and health. BioTrue Selenium's formula
[00:43:10.640 --> 00:43:16.960]   is far from synthetic and is made from a source of 100% organic mustard seed. Our super high
[00:43:16.960 --> 00:43:24.360]   quality nascent iodine is an essential mineral sourced of 99.99% ultra pure deep earth iodine
[00:43:24.360 --> 00:43:29.280]   crystals. This essential mineral is necessary in order to produce thyroid hormones, which
[00:43:29.280 --> 00:43:34.600]   influence every cell, tissue and organ in the body. With inadequate thyroid hormones,
[00:43:34.600 --> 00:43:40.540]   you may experience slow metabolism, lethargy, weight gain, and overall brain fog. Survival
[00:43:40.540 --> 00:43:46.440]   Shield X2 and BioTrue Selenium work together to support the systems in your body. Take
[00:43:46.440 --> 00:43:52.000]   control of your chemistry today with this super combo. Discover the power of Survival
[00:43:52.000 --> 00:44:01.520]   Shield X2 and BioTrue Selenium at InfoWarsLife.com. You deserve a deep restful sleep with Knockout
[00:44:01.520 --> 00:44:08.280]   by InfoWars Life. Our organic formula is made from high quality natural ingredients such
[00:44:08.280 --> 00:44:15.400]   as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin. Knockout
[00:44:15.400 --> 00:44:20.120]   packs a powerful punch to get you through the night and achieve proper sleep. Millions
[00:44:20.120 --> 00:44:25.880]   of people around the world experience daytime drowsiness, but with the rapid speed of life,
[00:44:25.880 --> 00:44:31.160]   we need to be able to keep up the pace. Our natural mixture harnesses the power of 10
[00:44:31.160 --> 00:44:36.800]   known ingredients to let your body relax and get the sleep you need. Wake up refreshed
[00:44:36.800 --> 00:44:42.080]   and take on the day. InfoWars Life wants to bring you a sleep support formula that goes
[00:44:42.080 --> 00:44:47.520]   above and beyond other leading brands at an affordable price. Get the sleep you deserve
[00:44:47.520 --> 00:44:53.200]   and experience the power of Knockout. Head on over to InfoWarsLife.com and say goodbye
[00:44:53.200 --> 00:45:04.160]   to fatigue. That's InfoWarsLife.com. Thousands of years ago, there was a basic form of chivalry.
[00:45:04.160 --> 00:45:09.000]   Our ancestors would hear the drums of war, giving the warriors of the tribe a chance
[00:45:09.000 --> 00:45:15.840]   to organize and prepare a defense. 60 years ago, when foreign air forces were approaching
[00:45:15.840 --> 00:45:22.480]   filled with bombs, they had drums of their own, air raid sirens. But in the 21st century,
[00:45:22.480 --> 00:45:28.000]   there are silent weapons for quiet war. Pathogens added to the food and water, to the lining
[00:45:28.000 --> 00:45:33.520]   of plastics that destroy our vitality, turn off our hormones and accelerate our journey
[00:45:33.520 --> 00:45:40.280]   towards death. I personally counter this onslaught with AnthroPlex. AnthroPlex is designed with
[00:45:40.280 --> 00:45:48.120]   known, organic, concentrated herbs to create the basic foundation to normal metabolic activity
[00:45:48.120 --> 00:45:52.480]   inside the human body. Discover why AnthroPlex is turning so many heads today. It's time
[00:45:52.480 --> 00:45:57.360]   for us to take our bodies back into our own hands, and it starts at InfoWarsLife.com with
[00:45:57.360 --> 00:46:04.000]   AnthroPlex. Men, give your body the support it needs with InfoWars Life Prostagard. It's
[00:46:04.000 --> 00:46:09.360]   time to start assisting the body in regulating proper prostate balance. InfoWars Life has
[00:46:09.360 --> 00:46:13.000]   set out to bring you formulations that are not only the highest quality out there, but
[00:46:13.000 --> 00:46:17.760]   formulas that you can use on a daily basis to give your body the natural herbs and extracts
[00:46:17.760 --> 00:46:22.600]   that our experts recommend. The Prostagard formula does just that, with its mixture of
[00:46:22.600 --> 00:46:27.640]   plant-based nutrients and antioxidants that help give your body total support. It's a
[00:46:27.640 --> 00:46:35.920]   hand-selected blend of saw palmetto, lycopene, plant sterols, zinc, vitamin D3, selenium,
[00:46:35.920 --> 00:46:40.640]   and copper. Prostagard is something that the men on the InfoWars crew take every day, and
[00:46:40.640 --> 00:46:44.600]   from our research, it's something that men should really be adding to their daily regimen
[00:46:44.600 --> 00:46:49.560]   in order to keep their body going at optimal levels. Now's the time to start naturally
[00:46:49.560 --> 00:46:55.880]   supporting your body. Get Prostagard on your side today, exclusively at InfoWarsLife.com.
[00:46:55.880 --> 00:47:03.880]   That's InfoWarsLife.com. You're listening to the Alex Jones Show.
[00:47:03.880 --> 00:47:22.960]   Crashing through the lies and disinformation, it's Alex Jones, coming to you live from
[00:47:22.960 --> 00:47:23.960]   the front lines of the InfoWars.
[00:47:23.960 --> 00:47:32.960]   Welcome back to the Alex Jones Show. Filling in for Alex Jones for now, Owen Schroer.
[00:47:32.960 --> 00:47:41.680]   And we've picked up a lot of new listeners, I think, because of our coverage on the Las
[00:47:41.680 --> 00:47:47.200]   Vegas massacre. We're willing to go where other programs won't. We're willing to ask
[00:47:47.200 --> 00:47:51.680]   the questions that everyone's thinking that might not be politically correct, and we're
[00:47:51.680 --> 00:47:57.600]   willing to call out a cover-up when we see it, even though the fake news is going to
[00:47:57.600 --> 00:48:04.920]   attack us for it. But it's all coming to light. They're not going to get away with this. And
[00:48:04.920 --> 00:48:13.040]   more people are starting to remove the rose-colored glasses that they use to watch television
[00:48:13.040 --> 00:48:20.520]   news when they're seeing television news completely go along with the official story that makes
[00:48:20.520 --> 00:48:28.080]   no sense when you use common sense. Of course, Vegas is suffering for this, and the big-wig
[00:48:28.080 --> 00:48:33.600]   casino owners aren't going to like that. Las Vegas tourism sees changes in aftermath of
[00:48:33.600 --> 00:48:42.640]   shooting. Yes, tourism is obviously down, but you would expect that, especially in the
[00:48:42.640 --> 00:48:47.800]   certain months following. Shifting Las Vegas massacre narratives has gamblers on edge,
[00:48:47.800 --> 00:48:55.680]   even the regulars that are in Vegas constantly are concerned about what's going on. And again,
[00:48:55.680 --> 00:49:01.960]   everybody sees the cover-up. Everybody sees the false narrative. I mean, there's all these
[00:49:01.960 --> 00:49:07.600]   manhunts that go on. Manhunts after the Boston Marathon bombing. There was a manhunt, I think
[00:49:07.600 --> 00:49:13.920]   it was in Ohio, for a killer. But no manhunt over what happened in Vegas? Nothing? When
[00:49:13.920 --> 00:49:19.920]   it's clear there were probably multiple shooters? No manhunt, though. We're told it's all fine,
[00:49:19.920 --> 00:49:25.120]   it's all under control, we got 'em. We got Paddock. Vegas shooter's brain probed for
[00:49:25.120 --> 00:49:31.780]   hidden diseases. I'm still trying to figure this out, because this is a story that keeps
[00:49:31.780 --> 00:49:37.920]   propping up every day. Someone new is reporting a new angle about his brain being probed.
[00:49:37.920 --> 00:49:46.560]   Can he shoot himself? What is going on? Did he not shoot himself in the mouth? I'm trying
[00:49:46.560 --> 00:49:53.040]   to figure this out here. This is another just ambiguousness of the whole Paddock thing.
[00:49:53.040 --> 00:49:59.440]   Did he shoot himself? Was he shot by someone else? How can you do any studies on someone's
[00:49:59.440 --> 00:50:09.040]   brain that had damage from a bullet? Or even beyond that, just suffered from massive internal
[00:50:09.040 --> 00:50:17.440]   bleeding? But they keep saying, "We looked at his brain, and it's provided us no answers."
[00:50:17.440 --> 00:50:24.360]   Oh, oh, so just like everything else. Wow, shocking. And then Agent Ruse from the FBI
[00:50:24.360 --> 00:50:29.000]   comes out and says, "We've made progress with this investigation." And then everybody's
[00:50:29.000 --> 00:50:32.640]   sitting here scratching their head like, "What progress exactly?" 'Cause we still have
[00:50:32.640 --> 00:50:37.840]   the exact same questions we had day one. So what progress have you made? Oh, I guess you've
[00:50:37.840 --> 00:50:42.720]   made significant progress in the cover-up, haven't you? That's right, you've successfully
[00:50:42.720 --> 00:50:50.320]   ran with the fake narrative since the whole thing began. And you keep coming back to the
[00:50:50.320 --> 00:50:56.360]   same questions. What about the lady running around saying that everybody was going to
[00:50:56.360 --> 00:51:01.960]   die? Nothing. What about all of the eyewitness reports and videos that indicate multiple
[00:51:01.960 --> 00:51:07.240]   shooters? Nothing. I remember the first thing that people were saying, actually, before
[00:51:07.240 --> 00:51:14.040]   any of this, when they released Steven Paddock and his information was, "How did... How old
[00:51:14.040 --> 00:51:19.920]   was Steven Paddock, like 64 or something? How did somebody that old pull this off by
[00:51:19.920 --> 00:51:24.560]   himself?" That was actually the first instinctual response that some people had to me. But again,
[00:51:24.560 --> 00:51:28.160]   that just gets lost in the translation of all this.
[00:51:28.160 --> 00:51:36.120]   Now here's another eyewitness report. This is from the Confessionals podcast. The Confessionals
[00:51:36.120 --> 00:51:43.400]   podcast has an eyewitness on from the Bellagio reporting shooters at the Bellagio during
[00:51:43.400 --> 00:51:46.840]   the Vegas massacre. Here's this eyewitness testimony.
[00:51:46.840 --> 00:51:53.840]   First of all, I think what needs to be said is that there were, from my perspective and
[00:51:53.840 --> 00:51:58.720]   what I know, there were multiple events that occurred around Las Vegas, up and down the
[00:51:58.720 --> 00:52:05.160]   Strip that night. It wasn't just centralized at Mandalay, as it has sort of been put forward
[00:52:05.160 --> 00:52:11.640]   in all the stories that people are hearing. If I were to say one statement about everything
[00:52:11.640 --> 00:52:16.320]   I'm about to talk about, it's my wife and I, we were in Vegas celebrating our 10th year
[00:52:16.320 --> 00:52:23.040]   anniversary. And on October 1st, we were involved in an incident with an active shooter at the
[00:52:23.040 --> 00:52:29.000]   Bellagio. And there's no mistake in my mind about that. This is something that happened
[00:52:29.000 --> 00:52:38.520]   and we were there. So we were leaving. We had just seen the Soleil show at the Bellagio
[00:52:38.520 --> 00:52:45.520]   there. It closed just after, I believe about 11 o'clock, just outside of 11, maybe about
[00:52:45.520 --> 00:52:52.080]   11, 10 local time. And we were walking through the casino. My wife stopped off to use the
[00:52:52.080 --> 00:52:56.800]   washroom and then we decided we were going to continue through the lobby of the Bellagio.
[00:52:56.800 --> 00:53:00.680]   There's the beautiful ceiling, the flowers sculpture that's on the ceiling. And then
[00:53:00.680 --> 00:53:05.240]   they've got the, they've got like a conservatory, like a gardens on the other side of the lobby
[00:53:05.240 --> 00:53:11.880]   there. So we crossed through the lobby under the famous flower sculpture and we entered
[00:53:11.880 --> 00:53:17.280]   the conservatory. And at that point, you know, people were standing around, they were, they
[00:53:17.280 --> 00:53:20.960]   were, everybody had like cocktails in hand. They were kind of just hanging out. It was
[00:53:20.960 --> 00:53:26.240]   a very kind of jovial atmosphere at that point. You know, a big show had just let out. A lot
[00:53:26.240 --> 00:53:31.200]   of the audience had come out and sort of followed the same path. So people had just, they had
[00:53:31.200 --> 00:53:37.680]   a wonderful night. My wife and I included. And so we were taking photos in the conservatory
[00:53:37.680 --> 00:53:45.440]   and all of a sudden there was just like this crescendo of screams that started behind us
[00:53:45.440 --> 00:53:50.360]   in the lobby. And you could just hear screams. That's the first thing I heard were these
[00:53:50.360 --> 00:53:55.760]   screams. And then I heard somebody yell, uh, there's a shooter, there's a shooter. And
[00:53:55.760 --> 00:54:03.360]   then I heard distinctly like five or six pops, like pop, pop, pop, pop, like, like unmistakably
[00:54:03.360 --> 00:54:04.360]   gunfire.
[00:54:04.360 --> 00:54:10.640]   Unmistakably. It wasn't, wasn't flip flops on the floor. It wasn't, you know, the fountains
[00:54:10.640 --> 00:54:16.680]   outside it was, it was, these were from right outside of that lobby area.
[00:54:16.680 --> 00:54:24.800]   Because this is so key. This is not the only eyewitness testimony to report this. And you
[00:54:24.800 --> 00:54:30.480]   can listen to the audio on the police scanners that concur what this eyewitness is saying.
[00:54:30.480 --> 00:54:36.760]   So you have to ask yourself, why isn't this being addressed in any of the press conferences?
[00:54:36.760 --> 00:54:40.720]   Why, why aren't questions being asked about this? None of the nitwit reporters that get
[00:54:40.720 --> 00:54:42.960]   into these press conferences are asking these questions.
[00:54:42.960 --> 00:54:47.280]   No, about this, nothing, nothing from the FBI, nothing from the sheriff's department,
[00:54:47.280 --> 00:54:52.720]   at least putting our fears at rest saying, Hey, there were shooters, but they weren't
[00:54:52.720 --> 00:54:57.560]   involved in the bigger attack. So again, why does this just get ignored back to the confessionals
[00:54:57.560 --> 00:54:58.560]   podcast?
[00:54:58.560 --> 00:55:05.080]   Very distinct. I mean, I, I, I haven't, I haven't been close enough to a gunshot previously
[00:55:05.080 --> 00:55:11.120]   to be able to conclusively say a hundred percent that was, that was gunfire. But in my mind,
[00:55:11.120 --> 00:55:15.520]   that's what, that's what a gun sounds like from everything I've heard on, you know, television
[00:55:15.520 --> 00:55:17.720]   and in the movies and things of that nature.
[00:55:17.720 --> 00:55:23.800]   That's, that's, that's a gunshot. Those were gunshots. So, uh, so, so that, that happened
[00:55:23.800 --> 00:55:29.160]   and that was about 1120 when we heard the shots and the screams and people yelling.
[00:55:29.160 --> 00:55:33.880]   And then as I said, somebody yelling, uh, that, that there was a shooter. So I, I reached
[00:55:33.880 --> 00:55:39.420]   back because there were at that point, you could just hear the screams and see hundreds
[00:55:39.420 --> 00:55:43.800]   of people coming towards us through, through the, through the conservatory, through the
[00:55:43.800 --> 00:55:47.880]   lobby there. You could just see them coming. So I reached back, I grabbed onto my wife's
[00:55:47.880 --> 00:55:53.000]   hand and uh, you know, we, we just started moving.
[00:55:53.000 --> 00:55:58.840]   At that point we didn't know what was happening. It was the unknown factor. Like who, was there
[00:55:58.840 --> 00:56:05.520]   a team of people coming towards us? Was there one guy? What, like what, what was the, what
[00:56:05.520 --> 00:56:09.320]   was the actual event that had occurred? Like what, who was shooting and where were they
[00:56:09.320 --> 00:56:14.480]   coming from? So we just started running. We just started going along with, with everyone
[00:56:14.480 --> 00:56:19.440]   else. And I mean, I tell you, there's, there's nothing, there's no scarier moment that I've
[00:56:19.440 --> 00:56:24.520]   experienced in my life because I thought at that point I was like, this is like, this
[00:56:24.520 --> 00:56:29.440]   is it. Like, how, how are we going to get out of this? Like, this is, this is the end.
[00:56:29.440 --> 00:56:32.200]   Like we are gonna, we are gonna die here tonight.
[00:56:32.200 --> 00:56:36.240]   So again, that's an eyewitness from the Mandalay Bay on the confessionals podcast. Now pull
[00:56:36.240 --> 00:56:40.880]   up that story. The crew had this story pulled up while we were listening. If you're a YouTube
[00:56:40.880 --> 00:56:46.720]   viewer or a viewer at info wars.com/show, no evidence of second shooter in Las Vegas
[00:56:46.720 --> 00:56:53.960]   attack, Sheriff says. Now, have you ever seen an investigation conflict itself on so many
[00:56:53.960 --> 00:56:57.000]   different occasions?
[00:56:57.000 --> 00:57:03.520]   I'd have to check the timeline, but the sheriff specifically said in more or less words that
[00:57:03.520 --> 00:57:08.240]   he doesn't believe the shooter acted alone. And he says, it's hard to believe this man
[00:57:08.240 --> 00:57:12.240]   could have acted alone. We're still looking into possible accomplices. He's specifically
[00:57:12.240 --> 00:57:17.080]   referencing the point that there was so much ammunition, so many firearms brought up to
[00:57:17.080 --> 00:57:22.560]   the hotel room that he had to have an accomplice.
[00:57:22.560 --> 00:57:26.500]   But then he says no evidence of a second shooter, even though we've got all the video evidence
[00:57:26.500 --> 00:57:28.680]   that you could possibly need.
[00:57:28.680 --> 00:57:35.680]   It's falling apart, nobody's buying it. And that's the biggest thing about this. Nobody's
[00:57:35.680 --> 00:57:40.320]   buying the narrative, nobody's buying the official story. And any news media outlet
[00:57:40.320 --> 00:57:44.720]   that's just going along with it is clearly fake news. We'll be right back with more of
[00:57:44.720 --> 00:57:48.480]   the Alex Jones show, don't go anywhere.
[00:57:48.480 --> 00:57:54.480]   I am very proud to announce the introduction of the highest quality Info Wars biome defense
[00:57:54.480 --> 00:58:02.520]   probiotic. We wanted to come out with the largest spectrum of high quality known probiotics
[00:58:02.520 --> 00:58:10.460]   that have been proven to improve overall digestion and health and detoxification in the body.
[00:58:10.460 --> 00:58:15.440]   Biome defense is an exclusive blend of 50 billion live and active cultures from over
[00:58:15.440 --> 00:58:22.100]   23 different probiotic strains that are known to support digestion and intestinal function.
[00:58:22.100 --> 00:58:26.680]   Our researchers are confident that we have been able to develop what will be the leading
[00:58:26.680 --> 00:58:32.300]   probiotic on the market. Secure your biome defense in ultra strength or regular strength
[00:58:32.300 --> 00:58:37.880]   at InfoWarsLife.com today and get started supporting your digestive system naturally.
[00:58:37.880 --> 00:58:42.120]   We've been testing this formula for years, but this is the limited first run to the public.
[00:58:42.120 --> 00:58:49.280]   So please take advantage of it today, support your own health and support the Info War.
[00:58:49.280 --> 00:58:54.120]   Enjoy all natural bath and beauty products with Emrix Essentials. We are proud to bring
[00:58:54.120 --> 00:59:00.360]   you a collection of organic based household products at InfoWarsStore.com, including non-nano
[00:59:00.360 --> 00:59:07.600]   SPF 30 zinc oxide sunscreen, date free herbal bug spray, concentrated peppermint mouthwash,
[00:59:07.600 --> 00:59:13.760]   unscented body wash, tea tree shampoo, and long lasting natural deodorant. Emrix Essentials
[00:59:13.760 --> 00:59:18.680]   is free of chemicals and toxins that may harm your body. We carefully select pure and simple
[00:59:18.680 --> 00:59:24.240]   ingredients to create formulas that are certified USDA made with organic. Our mission is to
[00:59:24.240 --> 00:59:29.560]   offer you everyday organic household products to enhance your life. Truly feel the difference
[00:59:29.560 --> 00:59:35.920]   by going organic natural without compromising on quality. Feel good about using Emrix Essentials.
[00:59:35.920 --> 00:59:40.640]   Start saving money and stop exposing yourself and your family to toxic ingredients. Visit
[00:59:40.640 --> 00:59:46.440]   InfoWarsStore.com and learn more about the new Emrix Essentials line of organic products.
[00:59:46.440 --> 00:59:48.400]   That's InfoWarsStore.com.
[00:59:50.400 --> 00:59:54.400]   You're listening to the Alex Jones Show.
[00:59:54.400 --> 01:00:03.400]   With our help, President Trump is exercising the globalist demon out of our republic. And
[01:00:03.400 --> 01:00:09.960]   as you look at the news everyday that emerges, you see the theme. Not the theme the globalists
[01:00:09.960 --> 01:00:16.520]   are pushing, but the theme that the citizens are realizing collectively together. Citizens
[01:00:16.520 --> 01:00:21.800]   of planet Earth. Just look at Drudge Report. Look at these headlines. Consumer sentiment
[01:00:21.800 --> 01:00:30.360]   hits 13 year high. Stocks set new records. And then right below it, McCain to thwart
[01:00:30.360 --> 01:00:35.600]   tax cuts that would bring more money into the treasury and help pay down the national
[01:00:35.600 --> 01:00:39.800]   debt. You cut taxes, more money comes in. You just gotta keep spending the same. And
[01:00:39.800 --> 01:00:44.880]   Trump's been cutting spending in many areas. But Congress has been thwarting him there
[01:00:44.880 --> 01:00:51.400]   as well. But he then used the nuclear option that Dr. Corsi's been hammering here for months
[01:00:51.400 --> 01:00:55.760]   to just defund it. Don't let him raid Fannie Mae and Freddie Mac. So the good news is Trump
[01:00:55.760 --> 01:00:58.440]   is killing the looting of Fannie Mae and Freddie Mac.
[01:00:58.440 --> 01:01:05.840]   Precisely. And this was, Senator Corker was at the hearing and he was the one I constantly
[01:01:05.840 --> 01:01:11.600]   targeted as wanting to give the mortgage market over to the banks. Banks that he's made millions
[01:01:11.600 --> 01:01:18.080]   of dollars in loans with Bank of America, Wells Fargo. Corker was about to be tied.
[01:01:18.080 --> 01:01:23.440]   He offered, he said, we'll give you $10 billion more capital to keep running Fannie and Freddie.
[01:01:23.440 --> 01:01:28.640]   And Mel Watts said, no, we don't need it. And Mel Watt knew that as long as they were
[01:01:28.640 --> 01:01:34.040]   taking federal money, they couldn't recapitalize Fannie and Freddie for the shareholder.
[01:01:34.040 --> 01:01:36.960]   >> Let me ask you this, cuz they're clearly not just looting it. Why do the Democrats
[01:01:36.960 --> 01:01:40.160]   wanna bankrupt it? I mean, Obama made no secret of that.
[01:01:40.160 --> 01:01:47.240]   >> Well, because it was free cash. I mean, they had over $266 billion. They were up against
[01:01:47.240 --> 01:01:55.040]   the wall. The House of Representatives had refused to fund the insurance subsidies under
[01:01:55.040 --> 01:01:59.160]   Obamacare. Obamacare was gonna crash in the first year.
[01:01:59.160 --> 01:02:03.160]   >> That's right, so it's multi-faceted, they propped up Obamacare with it. But also, just
[01:02:03.160 --> 01:02:07.320]   like the Federal Reserve under Obama, doesn't want cheap loans to the public, only cheap
[01:02:07.320 --> 01:02:11.000]   loans to big banks. So this is all part of making people poor, picking winners and losers.
[01:02:11.000 --> 01:02:15.640]   >> Yes, and it's also part of the scheme that the Obama administration had, that they were
[01:02:15.640 --> 01:02:17.040]   gonna let Fannie and Freddie fail.
[01:02:17.040 --> 01:02:21.400]   They're gonna take all the capital out of them. So by the end of this year, they would
[01:02:21.400 --> 01:02:25.720]   have zero capital in Fannie and Freddie. And then they were gonna give the mortgage market
[01:02:25.720 --> 01:02:31.280]   over to the big banks and the hedge funds and in Wall Street, which would mean that
[01:02:31.280 --> 01:02:33.720]   we would become a nation of renters.
[01:02:33.720 --> 01:02:38.320]   >> The Treasury Department, I revealed the documents, we published them. It shook the
[01:02:38.320 --> 01:02:43.680]   very base of Washington. When these documents were published, the Treasury under Geithner
[01:02:43.680 --> 01:02:49.400]   and under the Obama administration wanted to end the American dream of us being homeowners.
[01:02:49.400 --> 01:02:52.640]   We're all gonna become renters, gonna become a nation of renters.
[01:02:52.640 --> 01:02:57.480]   >> Jones is fear-mongering about global government and all these unstoppable elites. I wasn't
