[00:00.000 --> 00:17.000]  Resistance to Tyrants is obedience to God, it's Alex Jones.
[28:30.000 --> 28:34.000]  InfoWars.com is just one key outpost in this fight.
[28:34.000 --> 28:44.000]  Please intensify your efforts against the globalist, restore our republic and free the world from the hands of the new world order.
[29:05.000 --> 29:12.000]  You've all heard the shocking statistics. Despite spending trillions of dollars in health care, nearly $10,000 per man, woman and child in this country,
[29:12.000 --> 29:17.000]  obesity, diabetes, cancer, heart disease and autoimmune illnesses are rampant.
[29:17.000 --> 29:23.000]  One out of three or four people is dealing with some kind of health challenge and everyone knows at least one person with a degenerative disease.
[29:23.000 --> 29:27.000]  If you are dealing with a health challenge or if you're healthy and want to maintain your vigor and longevity,
[29:27.000 --> 29:33.000]  and you're looking for a convenient, easy way to incorporate nutritional raw materials into your day-to-day lives
[29:33.000 --> 29:40.000]  to guarantee that your body is getting the fundamental nutrients, the 90 essential vitamins, minerals, fats and amino acids it needs to do its healing work,
[29:40.000 --> 29:44.000]  you need to check out infowarsteam.com.
[29:44.000 --> 29:50.000]  Give your body the gift of good nutrition. Head over to infowarsteam.com. Your body will be very grateful.
[29:50.000 --> 30:04.000]  On the web at infowarsteam.com. That's infowarsteam.com.
[30:21.000 --> 30:32.000]  It removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants and hormones,
[30:32.000 --> 30:40.000]  filter capacity up to 5,000 gallons, stainless steel construction, easy assembly, low maintenance, replacement filters are simple to install,
[30:40.000 --> 30:47.000]  and now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[30:47.000 --> 30:52.000]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[30:52.000 --> 31:18.000]  Go to infowarsteam.com. Recall, 888-253-3139.
[31:22.000 --> 31:30.000]  In the history of infowars life, we've brought out a lot of amazing products like Survival Shield X2, SuperMell Vitality and so many others.
[31:30.000 --> 31:39.000]  But I am most proud of the product we're now launching today, with its unique delivery system and proprietary manufacturing process designed for maximized effects.
[31:39.000 --> 31:44.000]  This formula is the platinum standard of multivitamin mineral products.
[31:44.000 --> 31:51.000]  The ingredients in vitamin mineral fusion are either plant-derived or of the highest quality lab standard.
[31:51.000 --> 31:53.000]  That means it's clean, that means it's pure.
[31:53.000 --> 31:56.000]  That's infowarslife.com and vitamin mineral fusion.
[31:56.000 --> 32:25.000]  Take action now before we sell out.
[32:26.000 --> 32:36.000]  B12 is a binary of nutrimentical grade, bioavailable, coenzyme forms of B12, methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[32:36.000 --> 32:41.000]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed. No needles, no injections.
[32:41.000 --> 32:46.000]  Don't take my word for it. Try it for yourself. Discover the secret. Secret 12.
[32:46.000 --> 32:56.000]  Secure your revolutionary Secret 12 formula right now at infowarslife.com or call 888-253-3139.
[32:56.000 --> 33:20.000]  You're listening to the Alex Jones Show.
[33:20.000 --> 33:31.000]  And we are back again on Alex Jones. Your host infowars.com is the tip of the spear in the fight for human liberty, the global string, everything they can to block this site.
[33:31.000 --> 33:44.000]  We need infowars to realize the battle is now worldwide and get our videos and articles and other key intel out to everyone as much as you can as fast as you can continually because we're starting to turn the tide.
[33:44.000 --> 33:55.000]  Now, here is the key interview we're premiering now with Tim Kennedy, top-level Special Forces operative on the coming attempt to destabilize and overthrow the country.
[33:55.000 --> 33:57.000]  Here it is, ladies and gentlemen.
[33:57.000 --> 34:03.000]  And welcome back here on InfoWars at Nightly News and this Friday evening edition.
[34:03.000 --> 34:19.000]  Now, we've already seen civil unrest at record levels since the 60s here in the United States, mainly Bernie and Hillary supporters attacking our own Jakari Jackson, hitting him with a rock, attacking police horses with barricades they're throwing at people.
[34:19.000 --> 34:25.000]  The New York Times calling, you know, for somebody to kill Trump, Glenn Beck saying he wants to stabbing.
[34:25.000 --> 34:44.000]  The establishment media, the leftists are really trying to destabilize this country from my historical research, but Tim Kennedy, Green Beret, Tours all over the world, famous UFC fighter, obviously, has also worked in some of the most elite units that deal with the continuity of government and things like that.
[34:44.000 --> 34:45.000]  Now, he didn't tell me that.
[34:45.000 --> 34:46.000]  I know folks that are involved in that.
[34:46.000 --> 34:50.000]  They say he's one of the top guys, but he says, yes, I'm an expert and that he can speak to it.
[34:50.000 --> 35:04.000]  And so I want him to kind of repeat to us what he said behind the scenes about how concerned he is about what is coming, what is already here and how bad it could get and how we stop it and maintain our free open republic because make no mistake.
[35:04.000 --> 35:13.000]  The Soros-backed globalist wants civil disobedience, civil emergencies, riots, looting, race war to bring in even greater control later.
[35:13.000 --> 35:17.000]  They're pushing this to take everybody's free speech in the end.
[35:17.000 --> 35:24.000]  So for about eight minutes we have left here in this final segment of M4's Nightly News Tonight, I'm going to give the floor to Tim Kennedy.
[35:24.000 --> 35:26.000]  It's a scary thing coming up.
[35:26.000 --> 35:34.000]  What we know is coming is the perfect Petri dish for bad things to happen.
[35:34.000 --> 35:36.000]  You don't see riots in Chicago in the middle of winter.
[35:36.000 --> 35:37.000]  It's too cold.
[35:37.000 --> 35:39.000]  People don't want to go outside, right?
[35:39.000 --> 35:47.000]  So for really civil unrest to happen, you have to have a bunch of little things that set up for the perfect situation.
[35:47.000 --> 35:49.000]  You have to have a reason, right?
[35:49.000 --> 35:59.000]  People are so emotionally involved in this presidential election right now and finally for the first time realizing that there's something wrong with our country.
[35:59.000 --> 36:05.000]  That there's been like the existential perspective that the eyes are open, eyes wide open.
[36:05.000 --> 36:07.000]  We know that something's not right.
[36:07.000 --> 36:19.000]  Racial segregation that even though we have a president saying how I'm trying to break down borders, we've never had so much hate between different racial segments, which is disheartening and concerning.
[36:19.000 --> 36:27.000]  But what's even more scary is we know that all of these things individually are setting up for the perfect opportunity for serious civil unrest.
[36:27.000 --> 36:35.000]  And now that we're moving into summer, we're moving into the presidential election, we're moving into us sending troops back into Iraq.
[36:35.000 --> 36:41.000]  We're looking at groups and segments of people that are supporting specific presidential nominees.
[36:41.000 --> 36:53.000]  They're losing their guy that are furious over the fact that Ted Cruz, the never Trump people, or the never Hillary people, or the never Sanders people, all those people are losing their guys and they're only going to have two options.
[36:53.000 --> 36:59.000]  And now we have a perfect conducive environment for some serious problems.
[36:59.000 --> 37:02.000]  You think riots in Missouri was bad?
[37:02.000 --> 37:04.000]  Just wait until July.
[37:04.000 --> 37:09.000]  So if the dominoes are set up and lined up and Soros and others want to kick them over, what do we do?
[37:09.000 --> 37:11.000]  You say dominoes, I say the gasoline.
[37:11.000 --> 37:16.000]  The trench has been dug and it is just full of accelerants.
[37:16.000 --> 37:21.000]  You have every single thing for that fire to just explode.
[37:21.000 --> 37:22.000]  So the climate is perfect.
[37:22.000 --> 37:25.000]  Yes, the climate is perfect, the temperature is perfect.
[37:25.000 --> 37:28.000]  Everything is right for things to go really well.
[37:28.000 --> 37:32.000]  So the planets are aligning and most analysts are saying that it's happening all over the world.
[37:32.000 --> 37:37.000]  We've seen some of the globalists funding Arab Spring to put radical Muslims in and other things.
[37:37.000 --> 37:38.000]  How do we counter this?
[37:38.000 --> 37:40.000]  I mean, educating the public?
[37:40.000 --> 37:44.000]  Being prepared, first of all, you know, as an individual, you have to get ready.
[37:44.000 --> 37:51.000]  You have to do all the little things that, you know, don't think that people don't care if people think that you're crazy.
[37:51.000 --> 37:55.000]  Don't think that you're being a fanatic, that you're being a prepper.
[37:55.000 --> 37:57.000]  I am only responsible for my family.
[37:57.000 --> 37:58.000]  My family is going to have food.
[37:58.000 --> 38:00.000]  My family is going to have water.
[38:00.000 --> 38:02.000]  We are going to be safe.
[38:02.000 --> 38:06.000]  And if you think I'm crazy because I want to make sure my family is protected, fine, that's the way it is.
[38:06.000 --> 38:13.000]  But as an individual, you need to look and research about ways that you need to prepare for what would happen in whatever city you live in.
[38:13.000 --> 38:18.000]  If you're in Albuquerque, New Mexico, and Trump comes to town, and the whole entire city loses its mind,
[38:18.000 --> 38:26.000]  they're breaking horses' legs, they're throwing Molotov cocktails, that's in May before we even have him as a nominee.
[38:26.000 --> 38:32.000]  What do you think is going to happen in August when we're just a couple of months away from the election when things are really ripe?
[38:32.000 --> 38:34.000]  It can get bad and it can get bad fast.
[38:34.000 --> 38:39.000]  You need to do the research and figure out what you have to do to really prepare to make sure that your family is safe.
[38:39.000 --> 38:41.000]  So August, September, key times.
[38:41.000 --> 38:45.000]  Yeah, July, August, September, all the way up into, you know, finally November.
[38:45.000 --> 38:51.000]  It's when it starts cooling off, people get a little bit, while their emotions get higher, because we're getting closer to an election,
[38:51.000 --> 38:58.000]  you know, the temperature and the environment will maybe preclude people from getting out in the streets.
[38:58.000 --> 39:06.000]  Also, I see political solutions to this, letting Hillary Clinton, George Soros, Obama, and others, who can't win political debates,
[39:06.000 --> 39:10.000]  but want to try to throw the country into crisis, it's important to know that they've done this all over the world,
[39:10.000 --> 39:13.000]  and to let them know, and the public know, that they're going to be held accountable.
[39:13.000 --> 39:23.000]  I mean, I think at a certain point, when George Soros has spent, in just Ferguson alone, $35 million, or $33 million, trying to cause race war and attack on the police,
[39:23.000 --> 39:27.000]  I mean, it's clear that's sedition, and how long has this guy allowed to do this?
[39:27.000 --> 39:31.000]  I mean, I defend the First Amendment, I'm a constitutionalist, so are you Tim.
[39:31.000 --> 39:40.000]  But at a certain point, when you've got some outsider trying to destabilize the country, that's criminal sabotage in my view.
[39:40.000 --> 39:46.000]  There's got to be some limit to this. I mean, if I went to Europe, and if I had billions of dollars, or some other country or region,
[39:46.000 --> 39:50.000]  and tried to finance destabilization, people would come after me.
[39:50.000 --> 39:59.000]  Yeah, that hang you. If you walk into a movie theater, and you scream fire, you go to jail. You know, you have committed a crime.
[39:59.000 --> 40:00.000]  Absolutely.
[40:00.000 --> 40:12.000]  What they're doing on a micro scale into individual cities, into even states, and now, nationally, they are inciting and encouraging racial wars and riots.
[40:12.000 --> 40:17.000]  It's like our worst nightmare has come to fruition.
[40:17.000 --> 40:26.000]  We are actually realizing that you put these people in front of a camera, and give them a microphone, and they're enabling other people to hurt police officers,
[40:26.000 --> 40:33.000]  to go and stab and riot, and everything that we're against as a nation. These people are encouraged.
[40:33.000 --> 40:42.000]  And it's the very same Peter Southerland, George Soros and others that are in Europe that have let 5 million, quote, refugees in that you've talked about.
[40:42.000 --> 40:46.000]  How big are these cells? How big is the danger of what's happened in Europe?
[40:46.000 --> 40:51.000]  Because, you know, here they use a bunch of leftist mobs and others brainwashed by the public school system.
[40:51.000 --> 40:56.000]  In Europe, they're bringing in 5 million jihadis, 80% are military aged men, I'm told.
[40:56.000 --> 40:58.000]  From your connections and research, is that accurate?
[40:58.000 --> 41:08.000]  Yeah. So, if you bring in, let's say, 100 people, we know somewhere between 10 to 15 of them have been radicalized, but they're extremists.
[41:08.000 --> 41:14.000]  So, when you're talking that you're bringing in a million people, how many of those now do we know are extremists?
[41:14.000 --> 41:15.000]  150,000.
[41:15.000 --> 41:23.000]  Now, look at what one does in San Bernardino. One guy and his stupid wife go and start mowing down people.
[41:23.000 --> 41:24.000]  That's one dude.
[41:24.000 --> 41:26.000]  They're liberal coworkers.
[41:26.000 --> 41:33.000]  Think about what 100,000 of them could do in this country or what they're going to do in Europe in the next 5 years.
[41:33.000 --> 41:34.000]  It's coming.
[41:34.000 --> 41:37.000]  So, why would Merkel and Hollande and others bring them in?
[41:37.000 --> 41:42.000]  Use the civil emergency to ban nationalists and patriot speech. That's what they've done.
[41:42.000 --> 41:45.000]  If you want to be able to shut people up, you have to use fear.
[41:45.000 --> 41:53.000]  So, the definition of terrorism is to use fear or violence as a tool, as a weapon to achieve your objectives, right?
[41:53.000 --> 42:03.000]  If you're a politician, you can use that same fear to take away freedoms, to pass acts that give you access to every single iPhone out there.
[42:03.000 --> 42:07.000]  Like, no, no, no, it's a terrorist. We need to get inside of that guy's phone. He's really bad.
[42:07.000 --> 42:11.000]  Just give us access to all iPhones so we can protect you.
[42:11.000 --> 42:17.000]  That's terrorism in my definition. You're using fear as a weapon to gain more freedom.
[42:17.000 --> 42:18.000]  Absolutely.
[42:18.000 --> 42:24.000]  Wow, Tim Kennedy, that was powerful info. The whole country, the whole world's in danger of escalated civil unrest,
[42:24.000 --> 42:29.000]  like Google financing in Europe spring to just bring in that tyranny, and these vultures sit on top of it.
[42:29.000 --> 42:34.000]  You're getting folks ready with SheepdogResponse.com and more.
[42:34.000 --> 42:36.000]  We're trying to get people ready by informing them.
[42:36.000 --> 42:41.000]  Thanks for coming in with your geopolitical and military and just common sense analysis.
[42:41.000 --> 42:43.000]  It's great to have you here with InfoWars visiting.
[42:43.000 --> 42:46.000]  All right, folks, that's it for this edition of InfoWars Nightly News.
[42:46.000 --> 42:49.000]  More than willing, I'll be back this Sunday, 4 to 6 p.m. of the Sunday Transmission,
[42:49.000 --> 42:52.000]  and back Monday with the 4-hour radio slash TV show.
[42:52.000 --> 42:56.000]  You can find all the listings and more at InfoWars.com forward slash show.
[42:56.000 --> 42:57.000]  Have a great weekend.
[42:57.000 --> 42:58.000]  And be sure to check us out.
[42:58.000 --> 43:04.000]  We're introducing The Best Yet, the brand new Pro Pure Pro Max high performance shower filter.
[43:04.000 --> 43:09.000]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[43:09.000 --> 43:13.000]  This new four-stage filtration process helps protect the largest organ in your body,
[43:13.000 --> 43:16.000]  your skin, from the unhealthy contaminants in the water.
[43:16.000 --> 43:21.000]  You can find more details on this amazing new filter and free shipping at InfoWarsStore.com,
[43:21.000 --> 43:27.000]  or call 888-253-3139 to order your Pro Max shower filter from Pro Pure today.
[43:27.000 --> 43:31.000]  When cells become toxic, they die early and aging sets in.
[43:31.000 --> 43:36.000]  No one has put together a formula that focuses directly on brain health, nerve growth factors,
[43:36.000 --> 43:39.000]  and optimizing your cellular energy at the same time.
[43:39.000 --> 43:44.000]  Just one of the key compounds, BiopQQ, is backed by major clinical studies.
[43:44.000 --> 43:47.000]  You want the best that's out there at the lowest price anywhere?
[43:47.000 --> 43:49.000]  We now have the synergistic solution.
[43:49.000 --> 43:57.000]  Secure your DNA force today at InfoWarsLife.com, or call toll-free 888-253-3139.
[43:57.000 --> 44:02.000]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[44:02.000 --> 44:07.000]  YoungJevity integrates years of scientific research into creating fantastic products
[44:07.000 --> 44:11.000]  like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[44:11.000 --> 44:15.000]  YoungJevity also offers you an ingenious way to augment your income,
[44:15.000 --> 44:19.000]  and the best part? You'll be helping your friends and family along the way.
[44:19.000 --> 44:21.000]  Visit InfoWarsTeam.com today.
[44:21.000 --> 44:22.000]  Become a member.
[44:22.000 --> 44:27.000]  It discounts on the amazing products and free shipping when you sign up for auto-ship,
[44:27.000 --> 44:30.000]  and you're able to promote the products to friends and family and neighbors in your community,
[44:30.000 --> 44:33.000]  and make money while helping people at the same time.
[44:33.000 --> 44:34.000]  Another win-win.
[44:34.000 --> 44:39.000]  That's why I'm a member of the YoungJevity team at InfoWarsTeam.com, and you can be too.
[44:39.000 --> 44:43.000]  It's simple. Just go to InfoWarsTeam.com today.
[44:43.000 --> 44:45.000]  Complete a short sign-up, and you're part of the team.
[44:45.000 --> 44:48.000]  That's InfoWarsTeam.com or InfoWarsHealth.com.
[44:48.000 --> 44:54.000]  So many people call into my radio show and tell me how YoungJevity and the products at InfoWarsTeam.com have changed their lives.
[44:54.000 --> 45:19.000]  Check it out for yourself today.
[45:25.000 --> 45:34.000]  SuperMailVitality from InfoWarsLife.com has sold out multiple times in the last three months.
[45:34.000 --> 45:41.000]  To fix that problem, we have now produced the biggest and most concentrated high-quality batch of SuperMailVitality in the product's history.
[45:41.000 --> 45:44.000]  Our new ultra-strength formula is even stronger.
[45:44.000 --> 45:48.000]  Check out the third-party reviews and informational videos at InfoWarsLife.com.
[45:48.000 --> 45:51.000]  Now it's time to get your body in balance and fight back.
[45:51.000 --> 45:58.000]  I'm Alex Jones for SuperMailVitality and InfoWarsLife.com, and I salute you, our supporters.
[45:58.000 --> 46:01.000]  Alex Jones here with an emergency breaking news alert.
[46:01.000 --> 46:03.000]  Now is the time to get prepared.
[46:03.000 --> 46:09.000]  We have never seen the elite escalating their own preparedness process like we're seeing right now.
[46:09.000 --> 46:18.000]  This is a key indicator that the global crisis that is being orchestrated by the New World Order to bring in planetary government is being kicked into a new phase.
[46:18.000 --> 46:23.000]  We hope we have more time to wake people up and get ready, but we're preparing for the worst right now.
[46:23.000 --> 46:26.000]  Prepare with Survival Shield X2 nascent iodine.
[46:26.000 --> 46:35.000]  In the month of May, we are urging our listeners and viewers to get prepared, and the most important item is Survival Shield X2 nascent iodine.
[46:35.000 --> 46:40.000]  That's why we're offering 20% off at InfoWarsLife.com until the month ends.
[46:40.000 --> 46:43.000]  The globalists do not want us to be self-sufficient.
[46:43.000 --> 46:46.000]  It is key that we be prepared and able to take care of ourselves.
[46:46.000 --> 46:50.000]  One of those incredibly important items is nascent iodine.
[46:50.000 --> 46:56.000]  Prepare with Survival Shield X2 nascent iodine and get 20% off at InfoWarsLife.com.
[46:56.000 --> 47:20.000]  Take action today!
[47:26.000 --> 47:31.000]  This is the Alex Jones Show, and I'm Anthony Gucciardi. I'll be your host for the rest of the program.
[47:31.000 --> 47:35.000]  And I'll tell you what, today is Memorial Day weekend, right?
[47:35.000 --> 47:38.000]  Lots of insane things going on.
[47:38.000 --> 47:44.000]  It's actually funny. I wasn't going to make it in today because of something I'm going to tell you about in a moment.
[47:44.000 --> 47:48.000]  But once I talked to Alex on the phone, I read some of this news. I had to come in here.
[47:48.000 --> 47:57.000]  Vandals to facing war memorials, Vietnam war memorials in California, different areas.
[47:57.000 --> 48:00.000]  It's unfortunately more than one story.
[48:00.000 --> 48:05.000]  Caregivers accused of murdering World War II veteran today.
[48:05.000 --> 48:08.000]  Crime scene declared after looting at Virginia battlefield.
[48:08.000 --> 48:15.000]  Lots of stuff going on on Memorial Day weekend that unfortunately is on the very, very sad side.
[48:15.000 --> 48:19.000]  So we've got Joe Biggs coming up next hour, in fact, live from D.C.
[48:19.000 --> 48:23.000]  And he's going to talk about some of the looting and the defacing of the war memorials
[48:23.000 --> 48:25.000]  and how he was talking about it and covering it.
[48:25.000 --> 48:30.000]  And protesters came up protesting him covering the defacing of the war memorials.
[48:30.000 --> 48:37.000]  So you get to see firsthand what these people look like, who I guess are in favor of defacing the war memorials.
[48:37.000 --> 48:39.000]  Very, very sad stuff.
[48:39.000 --> 48:45.000]  We've also got plenty of other news, I mean stacks and stacks of news. Just this amount here is,
[48:45.000 --> 48:48.000]  we're not even going to be able to cover it most likely.
[48:48.000 --> 48:52.000]  I've got show points, how about 100,000 in the U.S. now work for Chinese firms,
[48:52.000 --> 48:55.000]  new generation buying books to express their personalities.
[48:55.000 --> 49:02.000]  ISIS is using 50,000 civilians as human shields as Iraqi forces, Blitz, Lujia,
[49:02.000 --> 49:05.000]  and they're apparently now getting to the sex trade.
[49:05.000 --> 49:08.000]  We've got lots of very interesting news coming up.
[49:08.000 --> 49:13.000]  First, as I was alluding to, I almost didn't make it into this program today
[49:13.000 --> 49:16.000]  for a very absurd and bizarre reason.
[49:16.000 --> 49:20.000]  This morning, and I think that shows how good of a show it's going to be,
[49:20.000 --> 49:24.000]  this morning I had the worst pain of my entire life,
[49:24.000 --> 49:28.000]  10 out of 10 pain like someone was stabbing me repeatedly with a knife,
[49:28.000 --> 49:33.000]  and I passed a kidney stone, sizable, very sizable kidney stone.
[49:33.000 --> 49:36.000]  From my understanding, it's actually very, very large.
[49:36.000 --> 49:40.000]  And if you're watching on infowords.com forward slash show right now,
[49:40.000 --> 49:43.000]  live on television or listening on radio,
[49:43.000 --> 49:46.000]  basically what it looks like is a war weapon.
[49:46.000 --> 49:52.000]  I mean, if you could create some type of torture device, biological torture device,
[49:52.000 --> 49:55.000]  that's what this kidney stone looks like, jagged, sharp.
[49:55.000 --> 49:58.000]  It was terrible, hours and hours of agonizing pain.
[49:58.000 --> 50:00.000]  And I finally got rid of it.
[50:00.000 --> 50:02.000]  I know it's a little disgusting this morning.
[50:02.000 --> 50:06.000]  And I'm still here joining you right now, live on air.
[50:06.000 --> 50:10.000]  I wanted to make sure that I come in and do whatever it takes to talk about this stuff.
[50:10.000 --> 50:13.000]  So that's what happened to me this morning, past that.
[50:13.000 --> 50:16.000]  And CNN says it's worse than childbirth.
[50:16.000 --> 50:18.000]  And hey, here's another thing.
[50:18.000 --> 50:21.000]  Vince Neil from Motley Crue canceled his show the day he passed the kidney stone.
[50:21.000 --> 50:22.000]  Well, not us.
[50:22.000 --> 50:24.000]  This is going to be a good show, all right?
[50:24.000 --> 50:26.000]  We're coming to you live.
[50:26.000 --> 50:29.000]  This is the Alex Jones show where I passed the kidney stone.
[50:29.000 --> 50:31.000]  I still do the show.
[50:31.000 --> 50:32.000]  So it's going to be good.
[50:32.000 --> 50:34.000]  We got Biggs coming up next hour.
[50:34.000 --> 50:38.000]  In fact, Biggs also has this special report we're going to premiere here first
[50:38.000 --> 50:42.000]  about the defacing of the war memorials and what's going on there.
[50:42.000 --> 50:44.000]  And he's going to come on next hour and talk about it.
[50:44.000 --> 50:47.000]  So let's go ahead and play this report, very, very disturbing stuff.
[50:47.000 --> 50:49.000]  Joe Biggs here with infowars.com.
[50:49.000 --> 50:53.000]  And as you can see, we're standing in front of another memorial, another Vietnam memorial.
[50:53.000 --> 51:00.000]  Now right across from me is the actual wall with all the names of the men and the women who died fighting in Vietnam.
[51:00.000 --> 51:04.000]  Now we have an article up at infowars.com talking about the defacement,
[51:04.000 --> 51:10.000]  the vandalizing of a Vietnam memorial in California and how it pisses off veterans,
[51:10.000 --> 51:14.000]  how it pisses me off to have been someone who fought in Iraq and Afghanistan
[51:14.000 --> 51:18.000]  to have a father who almost died in Vietnam many times.
[51:18.000 --> 51:20.000]  And what's going on while I'm giving this speech,
[51:20.000 --> 51:24.000]  some guy wants to walk behind me, liberal troll, the entire time in heckles us
[51:24.000 --> 51:28.000]  because we're talking about this, saying that we're out of our mind.
[51:28.000 --> 51:29.000]  And that's what we're seeing every day.
[51:29.000 --> 51:30.000]  We go to these Trump rows.
[51:30.000 --> 51:34.000]  We see people waving Mexican flags, communist flags, the hammer and sickle, all this.
[51:34.000 --> 51:36.000]  But no one once ever has an American flag.
[51:36.000 --> 51:38.000]  And when they do, what do they do?
[51:38.000 --> 51:40.000]  They're called racist, sexist, xenophobic.
[51:40.000 --> 51:42.000]  It's out of control.
[51:42.000 --> 51:45.000]  So we're going to show you these two clips and you guys decide what it is.
[51:45.000 --> 51:46.000]  But I think this is ridiculous.
[51:46.000 --> 51:52.000]  This is a direct reflection of poor, poor, poor leadership by our government
[51:52.000 --> 51:56.000]  that we're making our military look like crap in front of everyone.
[51:56.000 --> 52:00.000]  And what we're doing right now is we're destroying what it means to be patriotic.
[52:00.000 --> 52:02.000]  We should be happy to be American.
[52:02.000 --> 52:04.000]  We should proudly wave our flag.
[52:04.000 --> 52:06.000]  And that's what it's all about.
[52:06.000 --> 52:08.000]  So check these two video clips out.
[52:08.000 --> 52:09.000]  I'm Joe Biggs with infowars.com.
[52:09.000 --> 52:13.000]  Because many men and women have sacrificed their lives.
[52:13.000 --> 52:16.000]  They have sacrificed their time, their family, their sanity.
[52:16.000 --> 52:18.000]  For a country they truly believe in.
[52:18.000 --> 52:23.000]  What happened to the three things that America were originally built on?
[52:23.000 --> 52:25.000]  God, country, family.
[52:25.000 --> 52:30.000]  We have an administration that completely demonizes Christianity all over the world.
[52:30.000 --> 52:34.000]  Obama goes from country to country, bowing down to other people.
[52:34.000 --> 52:36.000]  Why don't you move to another country?
[52:36.000 --> 52:38.000]  Because we don't need people like you.
[52:38.000 --> 52:41.000]  Dude, I actually fought for the country, so go fuck.
[52:41.000 --> 52:43.000]  I'm sorry you like Obama, dude.
[52:43.000 --> 52:47.000]  Every time I go to a Trump rally, there's communists running around waving their flags.
[52:47.000 --> 52:50.000]  People covering their face saying they want to stop hating their state.
[52:50.000 --> 52:52.000]  And yet they're flipping cars and assaulting people.
[52:52.000 --> 52:54.000]  That's what America's coming to.
[52:54.000 --> 52:56.000]  We're at a pivotal point in our lifetime right now
[52:56.000 --> 53:00.000]  where we have these extreme leftists that are attacking our way of life.
[53:00.000 --> 53:03.000]  If you want to come to our country, you need to assimilate.
[53:03.000 --> 53:05.000]  You need to understand what it means to be an American.
[53:05.000 --> 53:06.000]  You need to be happy.
[53:06.000 --> 53:10.000]  You want to be able to cut yourself and bleed red, white, and blue.
[53:10.000 --> 53:12.000]  Yeah, well go on guys.
[53:12.000 --> 53:13.000]  Bye.
[53:13.000 --> 53:14.000]  So either way, guess what?
[53:14.000 --> 53:16.000]  There's a lot of people out here who don't like America.
[53:16.000 --> 53:17.000]  And there's a lot who do.
[53:17.000 --> 53:20.000]  My dad fought in Vietnam and I fought in Iraq and Afghanistan.
[53:20.000 --> 53:21.000]  And I'm proud to be an American.
[53:21.000 --> 53:23.000]  I'm proud to have fought for America.
[53:23.000 --> 53:26.000]  So if you don't like what I'm saying, you can go buzz off.
[53:26.000 --> 53:28.000]  Joe Biggs here with infowars.com.
[53:28.000 --> 53:30.000]  Now we're at our nation's capital today.
[53:30.000 --> 53:32.000]  It's Memorial Day weekend.
[53:32.000 --> 53:34.000]  So that's why we're in Washington, D.C.
[53:34.000 --> 53:37.000]  And the Rolling Thunder Motorcycle Rally is going on tomorrow.
[53:37.000 --> 53:40.000]  And Donald J. Trump will actually be speaking at the Lincoln Memorial,
[53:40.000 --> 53:43.000]  which is just not too far away from us right now.
[53:43.000 --> 53:45.000]  But one of the things I want to talk about,
[53:45.000 --> 53:50.000]  the fact that there was a Vietnam Memorial that was defaced in Venice, California.
[53:50.000 --> 53:52.000]  You know, this hits me near and dear.
[53:52.000 --> 53:54.000]  I'm a son of a Marine,
[53:54.000 --> 53:57.000]  a Marine who fought hard in the Vietnam War.
[53:57.000 --> 54:00.000]  And I myself am retired from the U.S. Army.
[54:00.000 --> 54:04.000]  I served 10 years and I fought in Iraq and Afghanistan.
[54:04.000 --> 54:07.000]  And it pisses me off to see social justice warrior punks
[54:07.000 --> 54:09.000]  come out and deface something like this.
[54:09.000 --> 54:10.000]  It means a lot to me.
[54:10.000 --> 54:12.000]  I have respect for my country.
[54:12.000 --> 54:14.000]  What happened to patriotism in our country?
[54:14.000 --> 54:18.000]  The fact that people used to be proud to wave their American flags.
[54:18.000 --> 54:21.000]  Instead, what happens is we go to these Donald Trump rallies
[54:21.000 --> 54:24.000]  and you see a whole bunch of people waving Mexican flags, communist flags,
[54:24.000 --> 54:27.000]  and not one of them ever have an American flag.
[54:27.000 --> 54:29.000]  But they keep talking about how they love American.
[54:29.000 --> 54:31.000]  They want to stop hating their state.
[54:31.000 --> 54:33.000]  And yet they go out and they flip cars.
[54:33.000 --> 54:34.000]  They throw rocks at people.
[54:34.000 --> 54:36.000]  Jakari Jackson, an African American,
[54:36.000 --> 54:38.000]  was assaulted by Hispanic guy and called a racist
[54:38.000 --> 54:43.000]  because he was there simply filming at the rally in Albuquerque, New Mexico.
[54:43.000 --> 54:45.000]  What is going on?
[54:45.000 --> 54:48.000]  What happened to the patriotism in our country?
[54:48.000 --> 54:51.000]  What happened to people riding up and down the road, being proud of what's going on,
[54:51.000 --> 54:52.000]  being proud of America?
[54:52.000 --> 54:54.000]  Yeah, we do have a failed government.
[54:54.000 --> 54:57.000]  A government that screwed us over time and time again.
[54:57.000 --> 54:59.000]  I understand that.
[54:59.000 --> 55:02.000]  But don't you dare put that on the backs of the men and women
[55:02.000 --> 55:06.000]  who actually gave up their families time, their life, their sanity
[55:06.000 --> 55:09.000]  to go and fight for their country, the fight for these rights,
