[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the information war continues.
[31:19.000 --> 31:24.000]  3. In some areas of the country, the power grid is dangerously overloaded.
[31:24.000 --> 31:28.000]  And now, new socialist legislation is only compounding the problem.
[31:28.000 --> 31:31.000]  4. Dangerous weather is always a threat to local grids.
[31:31.000 --> 31:35.000]  Every year, thousands of families lose their power from weather related onages.
[31:35.000 --> 31:40.000]  5. A solar power generator provides powerful backup insurance and peace of mind.
[31:40.000 --> 31:45.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my old sponsors.
[31:45.000 --> 31:51.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[31:51.000 --> 31:59.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[31:59.000 --> 32:02.000]  Listen up friends, this is Alex Jones with key information.
[32:02.000 --> 32:06.000]  The mainstream media is now admitting that we're going into a depression.
[32:06.000 --> 32:09.000]  Don't be dependent on the government for you and your family.
[32:09.000 --> 32:14.000]  You need to get your own supply of high quality, storable foods from eFoodsDirect.com.
[32:14.000 --> 32:20.000]  They're the best company out there, the longest continually operating, with a ton of great food to choose from.
[32:20.000 --> 32:26.000]  It's all fresh and made on a monthly basis, not some old, cruddy food they're selling you like some of the other guys.
[32:26.000 --> 32:30.000]  Try their new evacuation pack, a two week supply of delicious, easy to fix food.
[32:30.000 --> 32:36.000]  It comes with all the equipment you need to prepare it, with open talk of a strike on Iran the next three months.
[32:36.000 --> 32:41.000]  The crisis in the Gulf and possible evacuations, get yourself and your family ready today.
[32:41.000 --> 32:51.000]  The place to go is eFoodsDirect.com. Go to their website online right now, eFoodsDirect.com forward slash Alex, or call 800-409-5633.
[32:51.000 --> 33:12.000]  Again on the web, eFoodsDirect.com forward slash Alex, or give them a call at 800-409-5633.
[33:12.000 --> 33:24.000]  Welcome back, ladies and gentlemen. Thank you for joining us. We're going to be opening the phones up in the next segment and throughout the second hour.
[33:24.000 --> 33:33.000]  The number to join us is 888-201-2244. 888-201-2244 and we'll get you up and on the air.
[33:33.000 --> 33:42.000]  Let me finish with this October surprise, fake terror. Whether they're just hyping the threat of terror to teach you to love and worship the government,
[33:42.000 --> 33:51.000]  and think of Barack Hussein, Barry Sotero, Obama as your savior, as the Democrats strategist admit they are.
[33:51.000 --> 33:56.000]  I'm reading you quotes here. This is not my opinion.
[33:56.000 --> 34:05.000]  But the media is like government might stage terror, government might hype terror to scare people, preposterous. But governments have done this throughout history,
[34:05.000 --> 34:12.000]  including our own supposed government, operating an absolute secrecy since the National Security Act of 1947.
[34:12.000 --> 34:23.000]  Remember going back three, four months ago, we said the Homeland Security and Cybercom would launch fake terror attacks on the internet as a pretext to start taking the web over
[34:23.000 --> 34:29.000]  as the Cybersecurity Act states they'll do. Total censorship of the web, surveillance, you name it.
[34:29.000 --> 34:40.000]  They admit that either Israel or the US, that's all over mainstream news, even Bloomberg reports it, created the Stuxnet Superworm that attacks industrial computer systems
[34:40.000 --> 34:49.000]  that aren't even hooked to the internet. And so they're, with one hand, admitting that they did it, but with the other hand saying this is why we need to take over the internet
[34:49.000 --> 34:55.000]  because we launched a terror attack on it. One more point on that subject.
[34:55.000 --> 35:02.000]  We wrote a prisonplanet.com article about this, but then we have a link to the Washington Post article.
[35:02.000 --> 35:09.000]  In fact, we'll give prisonplanet.tv viewers a screenshot of this, but for radio listeners, you can just search.
[35:09.000 --> 35:24.000]  Former CIA official admits to faking Bin Laden video, Steve Watson, prisonplanet.com, and it goes to former CIA officials have admitted to cheating, to creating a fake video in which intelligence officers dressed up as someone Bin Laden
[35:24.000 --> 35:36.000]  and his cronies in an effort to defame the terrorist leader throughout the Middle East. And this was aired. The details are outlined in a Washington Post article by investigative reporter and former Army intelligence case officer Jeff Stein.
[35:36.000 --> 35:46.000]  Now, here is that actual article. Here is that actual article on screen. And the headline is, CIA unit's wacky idea depicts Saddam as gay.
[35:46.000 --> 35:59.000]  But then buried in the article, they talk about creating fake Bin Laden videos to air on television. And now they've got audio tapes, they say, where Bin Laden says you better cut your carbon emissions.
[35:59.000 --> 36:09.000]  I mean, I'm not buying any of this. None of it. None of it. And have you noticed how the Republican Party's been somewhat successful taking over the Tea Party?
[36:09.000 --> 36:18.000]  Who created the Tea Party? Ron Paul Movement, 2007. What did it really get going in 2009? What was the main focus at the town halls?
[36:18.000 --> 36:34.000]  Where is Barry Sataro's, a.k.a. Barack Obama? Where is his birth certificate? Not the receipt of it. Where's the vault copy with the doctor's signature and the little prints of his feet and ink like I've got and you've got?
[36:34.000 --> 36:42.000]  Where is it? Where is it? Where is it? And now he puts out his new passport like that's proof.
[36:42.000 --> 36:54.000]  You know, the bottom line here is that he is not eligible to be president because he went to Indonesia, changed his name to Barry Sataro. That's admitted.
[36:54.000 --> 37:04.000]  But the birthers don't even get into that area, mainly. They just talk about, we questioned where he was really born. And there's a lot of evidence that this was a setup.
[37:04.000 --> 37:13.000]  Now, I see neocons on TV and radio who had been big on this a year and a half ago now saying there's no truth to it.
[37:13.000 --> 37:20.000]  With no evidence. They just say there's no truth. Don't question the president's authenticity and legitimately.
[37:20.000 --> 37:29.000]  Because if you did actually do that, then everything he's done would be null and void. The government-run healthcare that the big insurance company's lobbied for.
[37:29.000 --> 37:36.000]  Oh, yeah. It's to raise your premiums and rip you off. And then the idiots that voted for it, the general public, they're not going to get any free healthcare.
[37:36.000 --> 37:44.000]  They've already been told that. And all these new taxes on real estate and rental properties and control over, you know, death panels where the feds decide what care you get.
[37:44.000 --> 37:53.000]  Now that's all. Oh, it is in there. Just like we read the bills, the different versions. It was in all of them. But they said, that's preposterous.
[37:53.000 --> 38:04.000]  It's a conspiracy theory that any of that is in there. You know, the government doubled in size under Bush. It's more than doubled in just a year and a half under Obama.
[38:04.000 --> 38:12.000]  And if you think the mainline Republican Party is going to reverse any of this, I want some of what you're smoking.
[38:12.000 --> 38:24.000]  They are run by the very same ruling class that wants to collectivize our wealth. The ultra-rich made most of their profits off of monopolies that only government can provide them with.
[38:24.000 --> 38:28.000]  Okay? It's that simple.
[38:28.000 --> 38:38.000]  Now, we're told by the neocon chiefs on TV and radio that the big enemy now is the Berthers.
[38:38.000 --> 38:43.000]  They've taken over the Tea Party and now they say, you don't talk about that now. It isn't real.
[38:43.000 --> 38:48.000]  And they also attack 9-Eleven Truth and claim it's some liberal thing.
[38:48.000 --> 38:56.000]  No, no, 9-Eleven Truth is researching the facts. 9-Eleven Truth is looking at what happened.
[38:56.000 --> 39:05.000]  Okay? And the bottom line is this. The official story of 9-Eleven has more holes in it than a good block of Swiss cheese.
[39:05.000 --> 39:13.000]  Okay? It is riddled with lies and disinformation and anybody that researches it will discover that.
[39:13.000 --> 39:16.000]  So just look into it for yourself, ladies and gentlemen.
[39:16.000 --> 39:20.000]  Look into the facts of 9-Eleven and what it's been used for.
[39:20.000 --> 39:27.000]  I mean, no one can debate that the 9-Eleven police state apparatus has been pointed at the American people domestically.
[39:27.000 --> 39:31.000]  No one can deny the feds have used it to butcher the Bill of Rights and Constitution.
[39:31.000 --> 39:36.000]  No one can deny those facts and no one can deny the police on CNN saying,
[39:36.000 --> 39:40.000]  get back, they're getting ready to bring down that building, Building 7, the third building.
[39:40.000 --> 39:45.000]  They hope you don't look at Building 7. They hope you don't look at the NORAD stand down.
[39:45.000 --> 39:52.000]  Or the drills the CIA ran that day of hijacked jets being flown at the exact same targets at the exact same time.
[39:52.000 --> 40:00.000]  And the list just goes on and on and on and I've covered it in the 9-Eleven films I've directed and produced.
[40:00.000 --> 40:08.000]  But you need to understand that governments either stage attacks or let lunatics attack us.
[40:08.000 --> 40:18.000]  I mean, even if you believe the terror is real, you've got a better chance of being struck by lightning as an American on a year-to-year basis than you do of being killed by a terrorist.
[40:18.000 --> 40:26.000]  But we have to give up our whole way of life and put our children through naked body scanners in mobile trucks and sports stadiums they're now putting them in.
[40:26.000 --> 40:33.000]  They want to put them in shopping malls, everything you see in an airport, they admit they want to put on the streets of America.
[40:33.000 --> 40:52.000]  Completely giving up our way of life and we have this long endless sordid history from the 40s, the 50s, the 60s, the 70s, the 80s, the 90s, right through to today of the supposed government doing secret testing on troops and on black people.
[40:52.000 --> 40:56.000]  It doesn't matter. Poor, rich, they do it everywhere.
[40:56.000 --> 41:13.000]  And I'm sure you saw this week Hillary Clinton apologizing for the situation in Guatemala where thousands of people were purposefully infected with syphilis just like Tuskegee in the United States over a 40-year period.
[41:13.000 --> 41:14.000]  They kept that secret.
[41:14.000 --> 41:16.000]  I mean, that's only the tip of the iceberg.
[41:16.000 --> 41:33.000]  Again, my film Endgame, blueprint for global enslavement, I show 20-plus examples from mainstream news of 4,000-plus foster children radiated to death, murdered in the U.S., pregnant wives of GIs, given uranium and plutonium pills to see what it did to their babies.
[41:33.000 --> 41:39.000]  Oh, they'd radiate thousands of U.S. children to death, but they wouldn't stage a terror attack.
[41:39.000 --> 41:52.000]  See, all this admitted stuff, all the worshipers of government who aren't real patriots, who have this shallow fake patriotism that trusting the corrupt government, trusting the corrupt globalist is patriotism.
[41:52.000 --> 41:56.000]  Being stupid, being shallow, being gullible is a virtue.
[41:56.000 --> 42:02.000]  It's those people, those people out there that have that attitude that allow all of this to happen.
[42:02.000 --> 42:05.000]  But the government isn't sorry for what they did.
[42:05.000 --> 42:08.000]  They're sorry because they got caught.
[42:08.000 --> 42:13.000]  And if you've got groups that'll do this over and over again, why do you trust anything they tell you?
[42:13.000 --> 42:19.000]  And by the way, they weren't testing syphilis to see what it would do long-term with people they injected it.
[42:19.000 --> 42:27.000]  They were testing to see if they could get covert scientists to go out and do things like this in the name of population reduction.
[42:27.000 --> 42:31.000]  And that's my next subject when we come back from break.
[42:31.000 --> 42:34.000]  By the way, Bill Clinton signed an executive order back in the 90s.
[42:34.000 --> 42:39.000]  I cover this in my first film, America's Web of Design. They never implemented it.
[42:39.000 --> 42:46.000]  But they have it on the books to take DNA tests, take blood from you and urine when you get a driver's license.
[42:46.000 --> 42:51.000]  Here's the Washington Post. D.C. brings HIV testing to the crowd at the DMV.
[42:51.000 --> 42:53.000]  And now they've declassified for 39 years.
[42:53.000 --> 43:00.000]  They've taken blood samples from all U.S. children at birth secretly as part of a Pentagon database.
[43:00.000 --> 43:04.000]  You may be arrested and or subject to other police action.
[43:04.000 --> 43:09.000]  Tyranny is here. The grim future foretold in 1984 has become reality.
[43:09.000 --> 43:12.000]  It really says that the state is God.
[43:12.000 --> 43:17.000]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[43:17.000 --> 43:24.000]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[43:24.000 --> 43:30.000]  This documentary exposes how the continuity of government program has established an old, powerful shadow state.
[43:30.000 --> 43:34.000]  Police State 4 chronicles the sickening depths to which our Republic has fallen.
[43:34.000 --> 43:38.000]  Prepare to enter the secretive world of emergency dictatorship.
[43:38.000 --> 43:44.000]  Body scammers, sound cameras, citizen spies, staged terror and cameras on every street corner.
[43:44.000 --> 43:48.000]  It's only the beginning of the New World Order's hellish plan.
[43:48.000 --> 43:51.000]  The police state isn't coming. It's here.
[43:51.000 --> 44:00.000]  Secure your copy today at infowars.com or see it online in the highest quality at PrismPlanet.tv.
[44:00.000 --> 44:08.000]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions.
[44:08.000 --> 44:16.000]  Yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[44:16.000 --> 44:21.000]  My name is Mario Safaldi and I'm the developer of the Silver Lungs Generator.
[44:21.000 --> 44:25.000]  Not only does the Silver Lungs System produce endless colloidal and ionic silver solutions,
[44:25.000 --> 44:33.000]  it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[44:33.000 --> 44:41.000]  This includes the eyes, ears, nose, lungs, topically to the skin and orally for the digestive system.
[44:41.000 --> 44:52.000]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.silverlungs.com to learn more about how the Silver Lungs System works.
[44:52.000 --> 45:00.000]  As well, we are always ready to answer any questions you may have. That's www.silverlungs.com.
[45:00.000 --> 45:08.000]  Hundreds of nations have fallen to tyranny in the last century alone. This is our last chance to not relive history.
[45:08.000 --> 45:13.000]  As we're finishing off this agenda, they'll be pulling the rug from underneath the Americans at home.
[45:13.000 --> 45:19.000]  I have turned a tremendous influence on our president in Congress and they really are calling the shots.
[45:19.000 --> 45:24.000]  I think it's incumbent upon all of us as American citizens to pay attention.
[45:24.000 --> 45:34.000]  For the Republic identifies the enemies of our nation, the criminal offshore cartel held bent on destroying sovereignty and on its ashes constructing world government.
[45:34.000 --> 45:41.000]  Tim Geithner, Bernanke and Arsonists, they're asking for more matches and the Congress is saying, who do we make the check out to?
[45:41.000 --> 45:48.000]  Today seems like nobody does care and right now in Washington D.C. we have seen a fall of the Republic.
[45:48.000 --> 45:59.000]  Get your copy of Fall of the Republic on DVD at infowars.com or watch it online right now in super high quality at prisonplanet.tv.
[45:59.000 --> 46:04.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[46:04.000 --> 46:08.000]  Number one, new climate legislation could easily double or triple your electric bill.
[46:08.000 --> 46:14.000]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[46:14.000 --> 46:20.000]  It's true, total government control of electricity in the name of smart grid technology is coming.
[46:20.000 --> 46:28.000]  Number three, in some areas of the country, the power grid is dangerously overloaded and now new socialist legislation is only compounding the problem.
[46:28.000 --> 46:31.000]  Number four, dangerous weather is always a threat to local grids.
[46:31.000 --> 46:35.000]  Every year, thousands of families lose their power from weather related onages.
[46:35.000 --> 46:40.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[46:40.000 --> 46:45.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[46:45.000 --> 46:51.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[46:51.000 --> 47:01.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[47:01.000 --> 47:10.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[47:10.000 --> 47:21.000]  What we've got here is failure to communicate. Some man you just can't reach.
[47:21.000 --> 47:30.000]  So you get what we had here last week, which is the way he wants it. Well, he is.
[47:30.000 --> 47:36.000]  I don't like it anymore than you think.
[47:36.000 --> 47:43.000]  Waging war on corruption. It's Alex Jones.
[47:43.000 --> 47:48.000]  Okay, I'm going to go to your phone calls in the next three segments or so.
[47:48.000 --> 47:51.000]  Start taking them here in a moment.
[47:51.000 --> 47:56.000]  But coming up, I'm going to go back over some of the history of secret experimentation.
[47:56.000 --> 48:02.000]  The murder of the American people, the military personnel is one of their favorite groups.
[48:02.000 --> 48:09.000]  Two in many cases, like in Project Shad, to put our troops in chambers and nerve gas them to death,
[48:09.000 --> 48:12.000]  or test biological weapons on them.
[48:12.000 --> 48:18.000]  This is a scientific dictatorship that believes that reducing the world population is good,
[48:18.000 --> 48:22.000]  that humans are trash, and that we have no rights.
[48:22.000 --> 48:27.000]  And then I'm going to go over this video that they're now trying to suppress after they put it on British television.
[48:27.000 --> 48:33.000]  Climate film depicts children assassinated for not reducing carbon footprint.
[48:33.000 --> 48:45.000]  And in this report, ABC website tells kids when they should die how to calculate their carbon footprint.
[48:45.000 --> 48:50.000]  Here's another one, climate cult indoctrinating our kids with depraved death wish.
[48:50.000 --> 48:53.000]  This is not an isolated incident.
[48:53.000 --> 48:58.000]  So we'll be discussing all of that coming up also in the next hour.
[48:58.000 --> 49:03.000]  Remember right before 9-11, it came out on Fox News, CBS News, you name it,
[49:03.000 --> 49:12.000]  that Israeli art students were infiltrating U.S. military bases, were infiltrating federal offices.
[49:12.000 --> 49:23.000]  Well, Yahoo News and CBS are reporting local news stations training psychological ops soldiers' report.
[49:23.000 --> 49:30.000]  And then there's this report, Utah residents fear Israeli art students prying into NSA data center.
[49:30.000 --> 49:35.000]  ABC is reporting on the same thing happening that happened right before 9-11.
[49:35.000 --> 49:43.000]  And then it turned out some of these art students with FBI support were living with some of the supposed hijackers.
[49:43.000 --> 49:44.000]  That's mainstream news.
[49:44.000 --> 49:48.000]  This is just some of the stuff dealing with 9-11 that we're not supposed to talk about.
[49:48.000 --> 49:51.000]  I'm just supposed to say, so what are the Israelis doing?
[49:51.000 --> 49:55.000]  And is this a prelude towards something else big happening?
[49:55.000 --> 49:57.000]  Very, very bizarre.
[49:57.000 --> 50:01.000]  And that's coming up very, very scary stuff later in the next hour.
[50:01.000 --> 50:06.000]  We'll also get into a bunch of economic news, police state news, illegal immigration news,
[50:06.000 --> 50:09.000]  world news, and Middle East news.
[50:09.000 --> 50:13.000]  But first in this segment and several others, let's just take phone calls.
[50:13.000 --> 50:19.000]  I'll see Steve, Mark, Kevin, Chris, Robert, Tim, Liz, and many others holding 888-201-2244
[50:19.000 --> 50:22.000]  is the toll-free number to join us on this live Sunday edition.
[50:22.000 --> 50:25.000]  Steve in Texas, thanks for holding her on the air.
[50:25.000 --> 50:27.000]  Hello, Alex.
[50:27.000 --> 50:28.000]  Thank you.
[50:28.000 --> 50:30.000]  Thank you so much for taking my call.
[50:30.000 --> 50:32.000]  I'm a brand new listener.
[50:32.000 --> 50:37.000]  I just recently discovered you here within the last couple of weeks.
[50:37.000 --> 50:46.000]  Up until now, I've always just traditionally listened to Rush and Hannity back and so on and live in.
[50:46.000 --> 50:50.000]  And that's where I've gotten all my information from.
[50:50.000 --> 50:56.000]  And I was on Netflix a couple of weeks ago just looking around through documentaries,
[50:56.000 --> 51:00.000]  and I saw Follow the Republic, and I was reading the description of it.
[51:00.000 --> 51:02.000]  I mean, pretty interesting.
[51:02.000 --> 51:04.000]  I want to check this out.
[51:04.000 --> 51:07.000]  So I branded it and I watched it.
[51:07.000 --> 51:10.000]  And my girlfriend and I were both, we were shocked after watching it.
[51:10.000 --> 51:12.000]  And we watched it again and again.
[51:12.000 --> 51:15.000]  And I started looking up the stuff.
[51:15.000 --> 51:16.000]  I didn't know you did.
[51:16.000 --> 51:22.000]  I mean, I didn't catch it until the second or third viewing of it that you were also a radio host.
[51:22.000 --> 51:27.000]  I've never heard of you. No one's ever told me about you, not even, you know, I've joined the Tea Party a while back,
[51:27.000 --> 51:34.000]  and nobody, you know, around there told me about you, and I'm sorry, I'm a little nervous.
[51:34.000 --> 51:37.000]  Well, let me just add, you don't need to pay for my videos.
[51:37.000 --> 51:42.000]  If you want to support us and buy them at infowars.com and have them in the highest quality, that's great.
[51:42.000 --> 51:48.000]  All of the films, Follow the Republic, Obama Deception, Endgame, they're all free on YouTube and Google.
[51:48.000 --> 51:52.000]  You can watch them in the highest quality online at prismplanet.tv.
[51:52.000 --> 51:56.000]  But that's my main mission is getting the word out and just covering the facts.
[51:56.000 --> 52:04.000]  So you found this radio show to be enlightening or to shout out the left-right paradigm?
[52:04.000 --> 52:08.000]  Well, I've always had my own little theories about these things, you know,
[52:08.000 --> 52:13.000]  but I've never had any information to back it up, you know, and you spell it out right there.
[52:13.000 --> 52:17.000]  You give attribution to everything, you know, on your document cam you show exactly what you're reading.
[52:17.000 --> 52:24.000]  You source it all. It's not, you know, and after, you know, I called into a couple of the, you know, mainstream shows,
[52:24.000 --> 52:27.000]  you know, when they were talking about certain issues and I'm like,
[52:27.000 --> 52:31.000]  well, hey, how come, you know, you won't touch on this and the call screeners all hung up on me?
[52:31.000 --> 52:33.000]  Oh, they don't get a conspiracy theory, you know.
[52:33.000 --> 52:36.000]  They all say the same thing, both nerdly from Limbaugh.
[52:36.000 --> 52:38.000]  They won't touch any of these things.
[52:38.000 --> 52:42.000]  Sean Hannity, he won't touch any of these topics.
[52:42.000 --> 52:44.000]  Well, they're being forced to touch some of it.
[52:44.000 --> 52:47.000]  I mean, two years ago they wouldn't let you talk about world government,
[52:47.000 --> 52:50.000]  and now they have to because the world government's out in the open.
[52:50.000 --> 52:54.000]  You know, five years ago they wouldn't talk about Tonkin being staged,
[52:54.000 --> 52:57.000]  but now, you know, it's admittedly staged.
[52:57.000 --> 53:00.000]  They really don't like you talking about Operation Northwoods,
[53:00.000 --> 53:05.000]  which is the declassified government plan to stage 9-11-style attacks.
[53:05.000 --> 53:08.000]  And, I mean, this is how they do it.
[53:08.000 --> 53:12.000]  And this is how Hitler took over Germany, staging terror attacks,
[53:12.000 --> 53:14.000]  and this is what governments have done.
[53:14.000 --> 53:16.000]  Steve, good to have you on board. God bless you.
[53:16.000 --> 53:18.000]  Please spread the word about the broadcast.
[53:18.000 --> 53:21.000]  And even, you know, we're getting a lot of new AM and FM affiliates,
[53:21.000 --> 53:24.000]  but regardless of how you listen, you can always tell your friends and family
[53:24.000 --> 53:28.000]  the free streams at infowars.com, the free podcast, the free iPhone app.
[53:28.000 --> 53:32.000]  We are the number one radio show on the Internet, infowars.com,
[53:32.000 --> 53:35.000]  prisonpana.com, dwarf, Beck and Limbaugh sites combined,
[53:35.000 --> 53:39.000]  and they really speak to an older audience of great folks, and that's fine.
[53:39.000 --> 53:42.000]  We have a younger audience. Of course, we have a wide spectrum,
[53:42.000 --> 53:48.000]  but we are very popular with young people and also folks, you know, 18 to 35 or so,
[53:48.000 --> 53:52.000]  and they're able to access information, they're able to use a search engine.
[53:52.000 --> 53:56.000]  Most of them don't have a landline, and they're able to watch the show
[53:56.000 --> 53:58.000]  and see us cover all the information.
[53:58.000 --> 54:02.000]  And I just feel sorry for the older folks who just can't bring themselves to understand
[54:02.000 --> 54:05.000]  this country was taken over a long time ago.
[54:05.000 --> 54:11.000]  And if we don't fess up to just how much trouble we're in and just how evil this government is,
[54:11.000 --> 54:17.000]  we have no hope. And I'm sorry, folks, but it's true.
[54:17.000 --> 54:22.000]  Okay, it's declassified. The government has giant divisions that train the U.S. Army
[54:22.000 --> 54:27.000]  how to stage terror attacks in captains and above in black ops.
[54:27.000 --> 54:31.000]  WikiLeaks put that out two years ago. The Pentagon did not deny the Army training manual.
[54:31.000 --> 54:35.000]  They said, we're going to arrest whoever released this. This is serious national security breach.
[54:35.000 --> 54:40.000]  And you bet it is a national security breach, the security of the criminals that run this country.
[54:40.000 --> 54:46.000]  Okay, let's go ahead and talk to Mark in South Carolina. Mark, you're on the air.
[54:46.000 --> 54:47.000]  Hello, Alex.
[54:47.000 --> 54:48.000]  Hey, buddy.
[54:48.000 --> 54:50.000]  Thanks for taking my, thanks for taking my call.
[54:50.000 --> 54:53.000]  I'm a little bit nervous, but I'll try to cool it down.
[54:53.000 --> 54:57.000]  I don't want you to feel sorry for me. I'm over 50, but like Steve, I'm a relatively new caller.
[54:57.000 --> 55:01.000]  If I've been listening about six, eight months, I really do appreciate everything you do.
[55:01.000 --> 55:05.000]  And I think you're a true patriot. We need more like it.
[55:05.000 --> 55:08.000]  Let me interrupt you, Mark, because I want to be clear.
[55:08.000 --> 55:13.000]  The older folks in this country, on average, are cut above young people.
[55:13.000 --> 55:18.000]  I mean, most young people just want to party, and it really is a Generation X situation.
[55:18.000 --> 55:25.000]  I'm talking about a specific demographic of mainline conservatives who are over 70,
[55:25.000 --> 55:29.000]  who are the main listeners of a lot of these fake neocons.
[55:29.000 --> 55:32.000]  I was talking about that group of older folks. Go ahead.
[55:32.000 --> 55:40.000]  Oh, you talked about my wife. She watches Beck, Hannity, listens to Hannity and all that,
[55:40.000 --> 55:42.000]  and I've tried to educate her, and she's coming around.
[55:42.000 --> 55:47.000]  I really think that the best thing I'm able to do is to show her things that I get from you,
[55:47.000 --> 55:51.000]  and then she sees it a couple of days later, and how she's starting to see the light.
[55:51.000 --> 55:57.000]  And a lot of other people will, too, is when their eyes are opened and people are receiving the information.
[55:57.000 --> 56:05.000]  Alex, today I'd like to talk about Signets of Light on where one of our first falsehoods from our government occurred,
[56:05.000 --> 56:10.000]  and that was back in 1776 and 1787.
[56:10.000 --> 56:15.000]  My eighth-grade grandfather was a founding father named James Wilson on my mom's side,
[56:15.000 --> 56:22.000]  unlike what we learned in the history books. He was one of six that signed the Declaration of Independence
[56:22.000 --> 56:26.000]  and signed the Constitution, but he more than signed the Constitution.
[56:26.000 --> 56:31.000]  He was the only one other person at the convention in 1770 and 1787,
[56:31.000 --> 56:34.000]  stood up on the floor and spoke more than James Wilson.
[56:34.000 --> 56:39.000]  But James Wilson is left out of the history books, and I would like to give people an opportunity
[56:39.000 --> 56:44.000]  to, as you say, look into the facts, like 9-11, look into the facts and research the facts,
[56:44.000 --> 56:49.000]  and I found a great location at the Chicago Literary Club.
[56:49.000 --> 56:55.000]  There's one of their authors who had an obsession with James Wilson, and I think if it's okay...
[56:55.000 --> 57:00.000]  Well, I know about James Wilson. They thought that the Constitution was a federal power grab.
[57:00.000 --> 57:05.000]  That's what forced the adoption of the Bill of Rights as a counterbalance to that.
[57:05.000 --> 57:09.000]  And, I mean, that's basically the story, correct?
[57:09.000 --> 57:14.000]  Well, actually, James Wilson was the man who dreamed the United States.
[57:14.000 --> 57:18.000]  He is the one who was on the Detail Committee appointed by Washington
[57:18.000 --> 57:22.000]  at the end of the convention to draft the first draft,
[57:22.000 --> 57:27.000]  which all three of the first drafts were in Wilson's penmanship.
[57:27.000 --> 57:31.000]  They found the third copy of a draft, which he had made some notes on the back
[57:31.000 --> 57:33.000]  at the Historical Society in Pennsylvania.
[57:33.000 --> 57:37.000]  Listen, send me some info, Mark. Very interesting. I've seen his name.
[57:37.000 --> 57:40.000]  We'll be back with the second hour. Everybody stay with us.
[57:40.000 --> 57:43.000]  Your calls and a ton of news straight ahead.
[57:43.000 --> 57:46.000]  They're teaching people if you don't accept carbon taxes, we're going to kill you.
[57:46.000 --> 58:15.000]  That's coming up.
[58:16.000 --> 58:22.000]  340-7091 or see them online at 5starsope.com or infowars.com.
[58:22.000 --> 58:26.000]  Let's talk to the owner of 5-star soap, Marty Schachter, and see what he has to say.
[58:26.000 --> 58:33.000]  As founder and owner for over 63 years, people keep asking me, how's business?
[58:33.000 --> 58:37.000]  I'm happy to say our business is going down the drain.
[58:37.000 --> 58:46.000]  Call us at 1-800-340-7091 or visit our website 5starsope.com
[58:46.000 --> 59:11.000]  We'll find a one to two month soap sampler. Thank you.
[59:11.000 --> 59:17.000]  This is a great way to be able to monitor the value of your home, and again, it's absolutely free.
[59:17.000 --> 59:21.000]  There are tons of tools to help you. For instance, if you want to remodel your home,
[59:21.000 --> 59:26.000]  go to homegain.com. Use their home sale maximizer to help you determine which home improvements
[59:26.000 --> 59:29.000]  can most increase your home's value before you put it on the market.
[59:29.000 --> 59:33.000]  For 10 years, these folks have been helping home sellers and buyers.
[59:33.000 --> 59:38.000]  Visit their link at infowars.com. Look for Max, the orange home game gorilla
[59:38.000 --> 59:41.000]  to help you with any real estate needs you might have.
[59:41.000 --> 59:51.000]  You'll love this site. It's homegain.com, H-O-M-E-G-A-I-N.com. Check them out today.
[59:51.000 --> 59:59.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[59:59.000 --> 1:00:08.000]  He's the T-Rex of Political Talk. Alex Jones on the GCN Radio Network.
[1:00:08.000 --> 1:00:11.000]  Okay, we're back live into hour number two of this Sunday Transmission.
[1:00:11.000 --> 1:00:15.000]  Let's talk to Kevin in Florida. Kevin, you're on the air. Welcome.
[1:00:15.000 --> 1:00:18.000]  Hey, Alex, how are you?
[1:00:18.000 --> 1:00:20.000]  Good, good. Good to have you on with us.
[1:00:20.000 --> 1:00:23.000]  Yeah, yeah, you know what, after I first heard you in the management about nine years,
[1:00:23.000 --> 1:00:29.000]  now I was doing some government work, an analyst work in a radio shack overnight and I discovered
[1:00:29.000 --> 1:00:33.000]  coast to coast and you were talking about Bohemian Grove and that's what actually
[1:00:33.000 --> 1:00:37.000]  hung me on coast to coast as well as this subject matter.
