[00:00:00.000 --> 00:00:05.000]  InfoWars. Tomorrow's news. Today.
[00:30:54.000 --> 00:30:59.000]  So again, please take action. Go to Infowars.com today and I thank you.
[00:30:59.000 --> 00:31:05.000]  I talk a lot about the great successes Infowars has had. I don't think anybody can deny it.
[00:31:05.000 --> 00:31:09.000]  And it is because of listeners and viewers supporting us.
[00:31:09.000 --> 00:31:18.000]  When we talk about the crew at Infowars, people behind the scenes, the researchers, the writers, they really have been the MVPs in this fight.
[00:31:18.000 --> 00:31:25.000]  And we look at Harrison Smith and Owen Schroer and the hard work they engage in every day, five, six, seven days a week.
[00:31:25.000 --> 00:31:27.000]  It's really just incredible.
[00:31:27.000 --> 00:31:31.000]  So for myself and the whole Infowars crew, I thank you for your past support.
[00:31:31.000 --> 00:31:37.000]  I only encourage you now to realize that Infowars cannot stay on air if you do not support us.
[00:31:37.000 --> 00:31:40.000]  I know you spread the word. I know you pray for us. And that's wonderful. Keep doing it.
[00:31:40.000 --> 00:31:44.000]  But most viewers and listeners never go to Infowars.com.
[00:31:44.000 --> 00:31:47.000]  And you never buy great products that enrich and empower your life.
[00:31:47.000 --> 00:31:49.000]  All at the same time, keep us on air.
[00:31:49.000 --> 00:31:53.000]  I know that less than 1% of our listeners actually go buy products at Infowars.com.
[00:31:53.000 --> 00:31:58.000]  If just 1% more of you took action and went to Infowars.com, our funding problems will be over.
[00:31:58.000 --> 00:31:59.000]  Please take action now.
[00:31:59.000 --> 00:32:03.000]  All I want is your word of mouth and to tell people to tune into the show and to share the clips.
[00:32:03.000 --> 00:32:05.000]  And you're doing it and it's having a bigger effect than ever.
[00:32:05.000 --> 00:32:08.000]  And please keep us on air while still getting great products.
[00:32:08.000 --> 00:32:11.000]  I mean, you really need to get our full spectrum CBD oil.
[00:32:11.000 --> 00:32:14.000]  It's so good for your joints and bones and your neurological systems.
[00:32:14.000 --> 00:32:16.000]  You really need to get our ultimate grill oil, ultimate fish oil.
[00:32:16.000 --> 00:32:19.000]  You really need Turbo 4 Star Clean Energy.
[00:32:19.000 --> 00:32:21.000]  Everybody needs X3 Tri-Iodine.
[00:32:21.000 --> 00:32:23.000]  It'll take everything you're buying to the next level.
[00:32:23.000 --> 00:32:25.000]  Most people have iodine deficiencies.
[00:32:25.000 --> 00:32:28.000]  Go to Infowars.com. Get X3.
[00:32:28.000 --> 00:32:29.000]  It doesn't just fund the operation.
[00:32:29.000 --> 00:32:31.000]  These are game-changing products.
[00:32:31.000 --> 00:32:33.000]  These are amazing products.
[00:32:33.000 --> 00:32:36.000]  Infowars.com, also back in stock.
[00:32:36.000 --> 00:32:41.000]  The essential oil infused charcoal, oxidative charcoal toothpaste is over the top.
[00:32:41.000 --> 00:32:42.000]  Excellent.
[00:32:42.000 --> 00:32:43.000]  Also, finally back in stock.
[00:32:43.000 --> 00:32:44.000]  Limited shipment.
[00:32:44.000 --> 00:32:47.000]  We have the ultimate tooth whitening toothpaste.
[00:32:47.000 --> 00:32:50.000]  The coral calcium toothpaste infused essential oils back in stock.
[00:32:50.000 --> 00:32:52.000]  The toothpaste back in stock.
[00:32:52.000 --> 00:32:57.000]  Infowars.com or 888-253-3139.
[00:32:57.000 --> 00:32:59.000]  Please take action now.
[00:33:01.000 --> 00:33:05.000]  Leading a frontal assault on the lies of the New World Order.
[00:33:05.000 --> 00:33:07.000]  It's Alex Jones.
[00:33:08.860 --> 00:33:34.860]  By the way, Trump doesn't like talking to me because the way I was just talking about
[00:33:34.860 --> 00:33:40.379]  him last segment, I'd tell him to his face because, I mean, I bet on Trump, I think he's
[00:33:40.379 --> 00:33:41.379]  a good guy overall.
[00:33:41.379 --> 00:33:45.419]  He tried to stop the globalists and he would have all these globalists around him who lie
[00:33:45.419 --> 00:33:49.139]  to him and he just doesn't have the background study of these people.
[00:33:49.139 --> 00:33:53.179]  I wouldn't tell him how to build a 50-story condo, but I can sure as hell tell him who
[00:33:53.179 --> 00:33:54.820]  the players are, so can Robert Barnes.
[00:33:54.820 --> 00:33:59.459]  We can finish each other's sentences because we're fascinated by the history and I've
[00:33:59.459 --> 00:34:02.780]  been doing this 29 years and interviewing all the experts and Barnes is obsessed with
[00:34:02.780 --> 00:34:03.780]  it as well.
[00:34:03.780 --> 00:34:07.580]  We're not tooting our horn, just we know who the players are and Trump needs some real
[00:34:07.580 --> 00:34:12.380]  advisors around him that know who the deep state is.
[00:34:12.380 --> 00:34:20.259]  Remember four years ago, headline Washington Post, new chief of staff's mission is to keep
[00:34:20.259 --> 00:34:22.740]  Infowars and Alex Jones away from Trump.
[00:34:22.740 --> 00:34:26.660]  That's because I was talking to him quite regularly and I had Roger almost every day
[00:34:26.660 --> 00:34:32.700]  giving him info and folks, they got so mad, they literally had the FBI and CIA harassing
[00:34:32.700 --> 00:34:36.940]  me on a weekly basis and people wonder why they freak out about Alex Jones attacking
[00:34:36.940 --> 00:34:37.940]  him so bad.
[00:34:37.940 --> 00:34:41.980]  I'm lucky they didn't kill me, but the point is I didn't shut up, I didn't care.
[00:34:41.980 --> 00:34:46.380]  Trump didn't know when they were all over TV with Brennan and them at the CIA headquarters
[00:34:46.380 --> 00:34:49.819]  and having press conferences that soon he'll be gone.
[00:34:49.819 --> 00:34:54.100]  They go impeachment, they go no, the other way, they all start going, ha, ha, ha, ha,
[00:34:54.100 --> 00:34:55.100]  ha.
[00:34:55.100 --> 00:34:59.180]  I get on the phone with Trump and I go, they're threatening to kill you at the CIA headquarters
[00:34:59.180 --> 00:35:02.660]  on TV having Brennan come visit them.
[00:35:02.660 --> 00:35:05.859]  The Secret Service investigated that and went and talked to Brennan, but no one would
[00:35:05.859 --> 00:35:07.940]  even tell him, not his kids, any of them.
[00:35:07.940 --> 00:35:09.259]  I think Don Jr.'s good.
[00:35:09.259 --> 00:35:10.259]  Look, I'm ranting.
[00:35:10.259 --> 00:35:11.259]  Robert Barnes is here.
[00:35:11.259 --> 00:35:14.740]  I don't yell and scream a lot anymore on the show.
[00:35:14.740 --> 00:35:18.620]  People used to like it when I did that, but it's happening today because this is my future,
[00:35:18.620 --> 00:35:20.500]  your future, our birthright being stolen.
[00:35:20.500 --> 00:35:25.259]  The deep state's been out of control forever, but this is the final nails in our republic.
[00:35:25.259 --> 00:35:29.660]  While the globalists dissolve the border, cut off our energy, and then come after our
[00:35:29.660 --> 00:35:35.980]  kids with LGBT pedophile networks, I mean, it's so horrible, and I love Trump in so
[00:35:35.980 --> 00:35:36.980]  many ways.
[00:35:36.980 --> 00:35:37.980]  He's done so much good work.
[00:35:37.980 --> 00:35:38.980]  When he's right, he's right.
[00:35:38.980 --> 00:35:42.900]  But speaking to where you think this is going in the future, but first, what is your assessment
[00:35:42.900 --> 00:35:45.700]  of why Trump has these snakes around him?
[00:35:45.700 --> 00:35:52.700]  Well, Trump reminds me a lot of John Kennedy, 1961, someone who was very naive and idealistic
[00:35:52.700 --> 00:35:57.500]  about our system of government and our society writ large.
[00:35:57.500 --> 00:36:02.140]  He always thought, look, he had just some common sense ideas, and that just some people
[00:36:02.140 --> 00:36:06.299]  in power had lost their common sense, that once he got in, they would recognize the wisdom
[00:36:06.299 --> 00:36:10.380]  of his common sense and his negotiating skills, and they would embrace him, and they would
[00:36:10.380 --> 00:36:12.900]  work with him, and they would go along with him.
[00:36:12.900 --> 00:36:17.299]  And he has never understood fully why they're waging war on him, that this is a system that
[00:36:17.299 --> 00:36:22.060]  is fundamentally broken and institutionally corrosively corrupted.
[00:36:22.060 --> 00:36:27.460]  Because it's a government, intelligence, multinational crime syndicate that is waging war on humanity.
[00:36:27.460 --> 00:36:30.740]  That are eugenics-based, that's why.
[00:36:30.740 --> 00:36:31.740]  That's exactly right.
[00:36:31.740 --> 00:36:35.380]  And that's what he has never understood or appreciated.
[00:36:35.380 --> 00:36:40.339]  And even when he's been told that by people like you, by people like me, by people like
[00:36:40.339 --> 00:36:45.020]  Robert Kennedy in the vaccine context, he thinks maybe, but he's like, oh, they can't
[00:36:45.020 --> 00:36:46.580]  really be that bad, right?
[00:36:46.580 --> 00:36:50.540]  No, they just probably just need to be talked to or discussed, and then they'll see that
[00:36:50.540 --> 00:36:53.020]  things can be done different.
[00:36:53.020 --> 00:36:55.460]  Because he experienced that on the foreign stage, right?
[00:36:55.460 --> 00:36:59.700]  That he discovers, you know, I probably could, that he could do a peace deal with North Korea.
[00:36:59.700 --> 00:37:02.900]  That he discovered that Putin wasn't the pure evil that everybody had said, and he could
[00:37:02.900 --> 00:37:04.779]  get a peace deal done with Putin.
[00:37:04.779 --> 00:37:10.700]  So he got, what he didn't understand is the worst actors out there, other than aspects
[00:37:10.700 --> 00:37:12.380]  of China, are the Five Eyes.
[00:37:12.380 --> 00:37:16.740]  And he's now said that, he said, I used to think China and Russia and the Islamics were
[00:37:16.740 --> 00:37:17.740]  the big threat.
[00:37:17.740 --> 00:37:20.259]  Now I know it's the people that have hijacked our government.
[00:37:20.259 --> 00:37:21.259]  Exactly.
[00:37:21.259 --> 00:37:24.580]  And what he said yesterday, he said he's not even going to call them deep state, because
[00:37:24.580 --> 00:37:26.140]  he considered too soft a term.
[00:37:26.140 --> 00:37:27.900]  He says they're just commies.
[00:37:27.900 --> 00:37:30.100]  And what he's right about is that's the mindset.
[00:37:30.100 --> 00:37:35.180]  They're not necessarily ideological Marxists, but what they are is power hungry.
[00:37:35.180 --> 00:37:39.900]  If you want a government that looks like the government they want from this indictment,
[00:37:39.900 --> 00:37:44.740]  a Soviet style government with a bunch of little bureaucracies competing with each other
[00:37:44.740 --> 00:37:49.259]  for ultimate political power, and there's no elected democratically elected official
[00:37:49.259 --> 00:37:50.740]  anywhere with any real power.
[00:37:50.859 --> 00:37:55.460]  Yeah, this is the bureaucracy pissing in our face, letting us know, we don't care, we rule
[00:37:55.460 --> 00:37:56.460]  you and your family.
[00:37:56.460 --> 00:37:57.819]  We're above the law.
[00:37:57.819 --> 00:38:02.980]  Here's a short clip of Trump saying he's going to fight the globalist vultures and the Washington
[00:38:02.980 --> 00:38:03.980]  swamp.
[00:38:03.980 --> 00:38:04.980]  Here it is.
[00:38:04.980 --> 00:38:12.060]  We're going to fight the globalist vultures and the Washington swamp, just as we did before.
[00:38:12.060 --> 00:38:13.060]  And we're going to win.
[00:38:13.060 --> 00:38:14.660]  We're going to have tremendous victories.
[00:38:14.660 --> 00:38:16.060]  I said we're going to beat Hillary.
[00:38:16.060 --> 00:38:17.060]  I was right.
[00:38:17.060 --> 00:38:20.259]  I said we're going to beat Biden.
[00:38:20.259 --> 00:38:25.380]  I was actually more right, but we're going to beat him this time and we're going to watch
[00:38:25.380 --> 00:38:26.380]  those votes.
[00:38:26.380 --> 00:38:28.700]  You know, with COVID, you couldn't go there.
[00:38:28.700 --> 00:38:31.620]  Your people sent in the votes to get all these ballots.
[00:38:31.620 --> 00:38:36.540]  They send in the votes, millions of tens of millions of votes coming out, going in.
[00:38:36.540 --> 00:38:39.380]  Nobody knew what the hell they knew what was happening.
[00:38:39.380 --> 00:38:40.380]  All right.
[00:38:40.380 --> 00:38:43.580]  So, Barnes, let me ask you this.
[00:38:43.580 --> 00:38:44.700]  What's the timeline?
[00:38:44.700 --> 00:38:46.140]  What do you make of this latest indictment?
[00:38:46.140 --> 00:38:48.420]  What else do you think is coming down the pike?
[00:38:48.420 --> 00:38:52.900]  And I'll tell you, what did you make of the body language of Jack Smith, the U.N. prosecutor?
[00:38:52.900 --> 00:38:56.259]  That's what he is, now brought to the U.S. to do this.
[00:38:56.259 --> 00:38:57.259]  He was having trouble speaking.
[00:38:57.259 --> 00:38:59.140]  He was shaking.
[00:38:59.140 --> 00:39:00.700]  He looked visibly scared.
[00:39:00.700 --> 00:39:04.340]  I've never seen a prosecutor looking this freaked out.
[00:39:04.340 --> 00:39:06.140]  I wonder what he knows that we don't know.
[00:39:06.140 --> 00:39:10.060]  I mean, do they have secretly, do they have his daughter in a gulag or something?
[00:39:10.060 --> 00:39:11.060]  What's going on?
[00:39:11.060 --> 00:39:13.259]  Well, he kind of let the cat out of the bag.
[00:39:13.259 --> 00:39:14.259]  Who did he think?
[00:39:14.259 --> 00:39:16.460]  Who did he say he brought the indictment for?
[00:39:16.460 --> 00:39:18.259]  He didn't say he brought it for the American people.
[00:39:19.100 --> 00:39:21.940]  He said for the men and women of the intelligence community.
[00:39:21.940 --> 00:39:23.700]  That's who he said he brought the indictment for.
[00:39:23.700 --> 00:39:24.859]  That's who we think.
[00:39:24.859 --> 00:39:26.460]  That's who he said this was all about.
[00:39:26.460 --> 00:39:29.100]  The men and women of the intelligence community.
[00:39:29.100 --> 00:39:31.740]  Since when do they control the Justice Department?
[00:39:31.740 --> 00:39:34.460]  Since when do they control the presidency of the United States?
[00:39:34.460 --> 00:39:36.900]  They don't constitutionally, that's for sure.
[00:39:36.900 --> 00:39:38.420]  But it's clear they want to.
[00:39:38.420 --> 00:39:41.900]  And they've been trying to now ever since 1947.
[00:39:41.900 --> 00:39:45.620]  And they have fundamentally corrupted our government to such a point that our government,
[00:39:45.620 --> 00:39:49.460]  our constitutional government will collapse unless we resist this.
[00:39:49.460 --> 00:39:51.020]  The best way to resist it?
[00:39:51.020 --> 00:39:53.460]  Do the one thing they don't want to see happen.
[00:39:53.460 --> 00:39:55.340]  Vote Donald Trump into the White House.
[00:39:55.340 --> 00:39:56.819]  Now, can they stop him?
[00:39:56.819 --> 00:40:00.220]  No, they can't, effectively, by this case.
[00:40:00.220 --> 00:40:04.900]  The constitutionally, they can't remove him from the ballot because of this case's existence.
[00:40:04.900 --> 00:40:08.540]  The district court judge assigned this case to a Trump appointee who's already expressed
[00:40:08.540 --> 00:40:13.500]  skepticism about this case previously and is not going to detain him pending trial,
[00:40:13.500 --> 00:40:16.180]  is not going to gag him pending trial.
[00:40:16.180 --> 00:40:19.859]  So he's going to be freely be able to compete in the election, number one.
[00:40:19.859 --> 00:40:21.620]  Number two, you can freely vote for him.
[00:40:21.620 --> 00:40:24.940]  They can't take his name off the ballot legally, constitutionally.
[00:40:24.940 --> 00:40:25.940]  That's already established.
[00:40:25.940 --> 00:40:31.140]  Comey even said that in a speech, he said, we'll probably end up, best case scenario,
[00:40:31.140 --> 00:40:32.859]  is him the president from prison.
[00:40:32.859 --> 00:40:35.980]  Well, then he just pardoned himself, Comey.
[00:40:35.980 --> 00:40:36.980]  Yeah, exactly.
[00:40:36.980 --> 00:40:37.980]  Exactly.
[00:40:37.980 --> 00:40:41.900]  And look at the length of time of the case that, you know, they may schedule a trial date
[00:40:41.900 --> 00:40:44.859]  on Tuesday in a couple of months, but that won't mean anything.
[00:40:44.859 --> 00:40:48.900]  A typical white collar case like this takes 18 months to reach trial.
[00:40:48.900 --> 00:40:52.420]  There's going to be constitutional issues about whether the indictment violates Article
[00:40:52.420 --> 00:40:56.340]  2, whether the indictment violated the First Amendment, the Fourth Amendment, the Fifth
[00:40:56.340 --> 00:40:58.060]  Amendment, and the Sixth Amendment.
[00:40:58.060 --> 00:41:02.660]  Issues of grand jury abuse, issues of governmental misconduct, issues of threatening witnesses,
[00:41:02.660 --> 00:41:06.580]  issues of trying to bribe witnesses, prosecutors who have a long, notorious history of being
[00:41:06.580 --> 00:41:09.420]  judicially found to engage in ethical misconduct.
[00:41:09.420 --> 00:41:12.980]  Not only Jack Smith, but several of his key colleagues that were involved in the prosecution
[00:41:12.980 --> 00:41:17.420]  of this case, First Amendment, selective prosecution issues, the impeachment clause.
[00:41:17.420 --> 00:41:22.299]  Does the impeachment clause require any president to have to be impeached before he can be indicted?
[00:41:22.299 --> 00:41:24.819]  Because that's how the impeachment clause reads.
[00:41:24.819 --> 00:41:29.140]  The whether the First Amendment selective prosecution provision prohibits someone from indicting
[00:41:29.140 --> 00:41:31.740]  their political opponent in the upcoming election.
[00:41:31.740 --> 00:41:35.060]  That's a new novel issue that's never been tested before because nobody's ever tried
[00:41:35.060 --> 00:41:36.060]  it.
[00:41:36.060 --> 00:41:37.060]  So let me ask you this.
[00:41:37.060 --> 00:41:38.060]  Let's go back to Jack Smith's body language.
[00:41:38.060 --> 00:41:43.460]  Do you agree he looked totally freaked out, A, and then, B, then, if it's so flimsy, which
[00:41:43.460 --> 00:41:45.620]  it is, why would they go ahead with it?
[00:41:45.620 --> 00:41:46.620]  Just desperation?
[00:41:46.620 --> 00:41:49.779]  Oh, it's because of the, it's cockiness.
[00:41:49.779 --> 00:41:50.779]  It's cockiness.
[00:41:50.779 --> 00:41:54.420]  The deep state demanded this be brought, and so Jack Smith has been the deep state cleanup
[00:41:54.420 --> 00:41:55.500]  boy for a while.
[00:41:55.500 --> 00:41:59.580]  He's just not the sophisticated one that Robert Mueller is.
[00:41:59.580 --> 00:42:03.660]  He is not the cover-up guy that John Durham is.
[00:42:03.660 --> 00:42:06.540]  He's not the enabler that Bill Barr is.
[00:42:06.540 --> 00:42:12.620]  He's more your mediocre B-team amateur minor leaguer whose main utility to the deep state
[00:42:12.620 --> 00:42:16.819]  is he does whatever they tell him to do, even when he brings indictments like the ones against
[00:42:16.819 --> 00:42:21.200]  John Edwards that backfired, like the ones against McConnell that backfired, like ones
[00:42:21.200 --> 00:42:23.660]  that have backfired at the Supreme Court level.
[00:42:23.660 --> 00:42:28.300]  He's been repeatedly rejected for his dumb legal theories he's used to go after political
[00:42:28.300 --> 00:42:29.300]  targets.
[00:42:29.300 --> 00:42:31.300]  So he's not known for being a good trial lawyer.
[00:42:31.300 --> 00:42:33.460]  He's not known for being a smart trial lawyer.
[00:42:33.460 --> 00:42:36.940]  He's just known for being a rubber stamp for the deep state.
[00:42:36.940 --> 00:42:39.819]  And so they're basically just throwing him at Trump.
[00:42:39.819 --> 00:42:40.819]  Yeah, correct.
[00:42:40.819 --> 00:42:41.819]  Exactly.
[00:42:41.819 --> 00:42:46.540]  And their hope is that they, the mere fact of the indictment, the legal precedent they
[00:42:46.540 --> 00:42:50.819]  can establish with the courts, they're hoping the judiciary are cowards rather than having
[00:42:50.819 --> 00:42:51.819]  courage.
[00:42:51.819 --> 00:42:55.460]  And that the, the American people won't see through this, the scam that it is.
[00:42:55.460 --> 00:42:59.020]  Well, notice they're already trying to intimidate the judge saying she's a Trump stooge.
[00:42:59.020 --> 00:43:02.460]  Oh yeah, they're going to attack her.
[00:43:02.460 --> 00:43:04.140]  They're going to attack the 11th circuit.
[00:43:04.140 --> 00:43:05.980]  They're going to attack the Supreme Court.
[00:43:05.980 --> 00:43:11.460]  They're going to try to intimidate the judiciary and do cowering before the deep state and
[00:43:11.460 --> 00:43:14.800]  try to establish a precedent in favor of the deep state.
[00:43:14.800 --> 00:43:16.180]  But I don't think it will work.
[00:43:16.180 --> 00:43:18.020]  It definitely won't work in the court of public opinion.
[00:43:18.020 --> 00:43:19.700]  The American people see through this.
[00:43:19.700 --> 00:43:21.740]  They see through this exactly for what it is.
[00:43:21.740 --> 00:43:26.859]  It's already out in the public surveys today, two to one more Republicans or say this makes
[00:43:26.859 --> 00:43:29.660]  them like Trump more rather than less.
[00:43:29.899 --> 00:43:33.980]  And that is probably what they did within hours of the indictment on Thursday.
[00:43:33.980 --> 00:43:36.660]  The talking point was, this is different.
[00:43:36.660 --> 00:43:38.300]  Americans won't put up with this.
[00:43:38.300 --> 00:43:42.100]  Bull, everybody I know is, including people that have been Democrats in the past for
[00:43:42.100 --> 00:43:43.100]  social issues.
[00:43:43.100 --> 00:43:44.740]  They're like, this is election meddling.
[00:43:44.740 --> 00:43:45.740]  We're backing Trump.
[00:43:45.740 --> 00:43:48.580]  I mean, people get, this is about our right to vote for who we want.
[00:43:48.580 --> 00:43:52.700]  And the fact that he was way ahead in all the polls against Republicans and Democrats
[00:43:52.700 --> 00:43:53.700]  in the primaries.
[00:43:53.700 --> 00:43:57.540]  The fact that he is clearly had it stolen two and a half years ago.
[00:43:57.540 --> 00:44:02.060]  People really get, this is about us being disenfranchised right now.
[00:44:02.060 --> 00:44:03.060]  That's exactly right.
[00:44:03.060 --> 00:44:07.819]  And you and I know the history, but if Trump has a blind spot of not knowing the history
[00:44:07.819 --> 00:44:12.220]  of the dangers of the deep state, the deep state also has a blind spot of not knowing
[00:44:12.220 --> 00:44:16.460]  the history of politically motivated prosecutions, whether it was Edwin Edwards, whether it was
[00:44:16.460 --> 00:44:21.020]  Bookie Turner, whether it was Jimmy Curley, whether it's even BB in Israel, whether it's
[00:44:21.020 --> 00:44:25.819]  Chirac in France, you look at the long history of politically motivated prosecutions.
[00:44:25.819 --> 00:44:26.819]  What happens?
[00:44:27.100 --> 00:44:29.380]  The person who's indicted wins.
[00:44:29.380 --> 00:44:30.899]  They don't lose.
[00:44:30.899 --> 00:44:34.020]  Their audience rallies behind him because they see through it.
[00:44:34.020 --> 00:44:38.319]  Whether you attempted impeachments of people like Huey Long and Big Jim Folsom in Alabama.
[00:44:38.319 --> 00:44:43.020]  There's a long history of populace being targeted by corrupt actors in the system and the people
[00:44:43.020 --> 00:44:44.060]  see through it.
[00:44:44.060 --> 00:44:45.980]  They know exactly what's happening.
[00:44:45.980 --> 00:44:47.580]  They needed a sexy case.
[00:44:47.580 --> 00:44:52.180]  You know, they needed a case where some soldier died because of some screw up Trump made.
[00:44:52.180 --> 00:44:53.180]  They don't have that.
[00:44:53.180 --> 00:44:56.420]  Instead, they had General Milley's lies being exposed.
[00:44:56.420 --> 00:45:00.100]  That's supposedly the great harm done by this indictment.
[00:45:00.100 --> 00:45:03.340]  This is as weak a case as you could possibly bring.
[00:45:03.340 --> 00:45:07.779]  And so factually, morally, politically, legally, constitutionally.
[00:45:07.779 --> 00:45:13.020]  So Trump just needs to fight back and the people need to fight back on his behalf by
[00:45:13.020 --> 00:45:16.819]  electing him president and putting an end to this nonsense once and for all.
[00:45:16.819 --> 00:45:22.819]  I think one upside is more people are waking up every day and Trump himself is waking up
[00:45:22.819 --> 00:45:23.819]  because of this.
[00:45:24.140 --> 00:45:28.899]  He's being forced to acknowledge the depth of corruption of the deep state.
[00:45:28.899 --> 00:45:34.100]  Bob Woodward's complicity, the media's complicity, Milley's complicity, the military hierarchy's
[00:45:34.100 --> 00:45:35.100]  complicity.
[00:45:35.100 --> 00:45:38.660]  And by the way, if people wonder why it's so corrupt and how they're almost all bad,
[00:45:38.660 --> 00:45:42.580]  once you get to mid-level, they don't let you go any higher unless they own you.
[00:45:42.580 --> 00:45:45.500]  OK, so I had them come and try to get me 15 years ago.
[00:45:45.500 --> 00:45:46.940]  I said, no, they couldn't believe it.
[00:45:46.940 --> 00:45:50.220]  I guarantee you, I don't know this, but I never asked Bob, but the system tried to buy
[00:45:50.220 --> 00:45:52.620]  you off, I would imagine.
[00:45:52.620 --> 00:45:56.819]  Because no one makes it into the higher rungs in the past, in the last 50 years.
[00:45:56.819 --> 00:46:00.380]  Before that, it was a meritocracy to a greater extent.
[00:46:00.380 --> 00:46:02.180]  America was about who was successful.
[00:46:02.180 --> 00:46:05.980]  But just like in the movie, which is based on a true story down to exactly what happened,
[00:46:05.980 --> 00:46:10.660]  I'm told, Ford versus Ferrari, you got the top driver would win all the races.
[00:46:10.660 --> 00:46:12.060]  They said, that's not interesting.
[00:46:12.060 --> 00:46:13.600]  We want you to lose.
[00:46:13.600 --> 00:46:17.020]  And so in the more modern world, they want the top people to lose.
[00:46:17.020 --> 00:46:18.859]  They want to fire the Tucker Carlson's.
[00:46:18.859 --> 00:46:20.540]  They want to suppress the Alex Jones's.
[00:46:20.540 --> 00:46:22.259]  They want to suppress the Donald Trump's.
[00:46:22.259 --> 00:46:23.259]  And that's what they do.
[00:46:23.259 --> 00:46:26.899]  And I've just been frustrated that Trump didn't understand that because he came from the business
[00:46:26.899 --> 00:46:31.460]  world where, to a great extent, it's about hospitality and telling the truth and having
[00:46:31.460 --> 00:46:32.460]  a good name.
[00:46:32.460 --> 00:46:34.100]  And that's what you've got to have for business.
[00:46:34.100 --> 00:46:37.100]  Well, not in the New World Order, baby, not the federal government.
[00:46:37.100 --> 00:46:40.899]  It's about being a scumbag that stabs people in the back and getting on your knees to these
[00:46:40.899 --> 00:46:42.060]  New World Order people.
[00:46:42.060 --> 00:46:44.380]  And Trump never got on his knees to these people.
[00:46:44.380 --> 00:46:46.640]  But he was nice to them and tried to bring them to the table.
[00:46:46.640 --> 00:46:48.420]  And they took that as weakness.
[00:46:48.420 --> 00:46:50.340]  What does he need to do when he gets back in?
[00:46:50.340 --> 00:46:55.500]  I don't want to put the cart before the horse, but I mean, does Trump give us a contract
[00:46:55.500 --> 00:46:59.899]  on America, what he does day one, day two, so that we understand that this time he's
[00:46:59.899 --> 00:47:02.779]  really going to take him to the woodshed?
[00:47:02.779 --> 00:47:03.779]  That's what he's got to do.
[00:47:03.779 --> 00:47:06.540]  He's got to do a full scale wholesale purge.
[00:47:06.540 --> 00:47:11.460]  He's got to purge all the political hierarchy from their positions of power in the entire
[00:47:11.460 --> 00:47:15.100]  national security state and start from scratch all over again.
[00:47:15.100 --> 00:47:18.940]  Let's rebuild our police and national security system from scratch.
[00:47:18.940 --> 00:47:22.980]  Let's get rid of every single agency that exists and say, let's go back from scratch
[00:47:22.980 --> 00:47:25.460]  and what agencies do we actually need?
[00:47:25.460 --> 00:47:27.819]  What services do they actually can provide?
[00:47:27.819 --> 00:47:30.779]  And how can we make sure this doesn't happen again?
[00:47:30.779 --> 00:47:34.940]  Because we have a corrupt deep state that is going to kill America, kill liberty, kill
[00:47:34.940 --> 00:47:37.700]  constitutional governance if we don't stop them.
[00:47:37.700 --> 00:47:42.060]  This started with the assassination of President John Kennedy, but it hasn't stopped since
[00:47:42.060 --> 00:47:43.060]  then.
[00:47:43.060 --> 00:47:46.140]  And what we have is the political assassination ongoing of Donald Trump.
[00:47:46.500 --> 00:47:50.500]  And if we don't stop this, if we don't find a way to end this, and the only way to end
[00:47:50.500 --> 00:47:53.420]  this is just to end these agencies, defund them entirely.
[00:47:53.420 --> 00:47:56.740]  As you noted, the president of the United States has the power to just eradicate these
[00:47:56.740 --> 00:47:57.740]  agencies.
[00:47:57.740 --> 00:47:59.340]  That's what it's time to do.
[00:47:59.340 --> 00:48:00.340]  That's what you have to do.
[00:48:00.340 --> 00:48:02.779]  We don't you don't have a choice anymore.
[00:48:02.779 --> 00:48:05.300]  So Trump used to describe having to go after ISIS.
[00:48:05.300 --> 00:48:06.980]  He's like, we don't have a choice.
[00:48:06.980 --> 00:48:08.540]  This is what we have to do.
[00:48:08.540 --> 00:48:09.819]  The same is true here.
[00:48:09.819 --> 00:48:13.340]  We have to just purge these agencies, go back from scratch.
[00:48:13.340 --> 00:48:17.540]  We have a great founding document that gives us directions and guidance as to what the
[00:48:17.540 --> 00:48:22.220]  foundation of this American constitutional democracy should look like.
[00:48:22.220 --> 00:48:28.100]  Let's return and revert to it and get rid of all these deep state, get rid of the positions
[00:48:28.100 --> 00:48:32.340]  by which the deep state has legal power to begin with, by which they have money to begin
[00:48:32.340 --> 00:48:39.340]  with, to scratch it entirely and rebuild from the bottom up to reward people based on merit,
[00:48:39.340 --> 00:48:44.980]  no longer based on politics, to strip them of such disparate influence and power to take
[00:48:44.980 --> 00:48:47.420]  away their excessive budget to return.
[00:48:47.420 --> 00:48:49.380]  I mean, policing should be a local matter.
[00:48:49.380 --> 00:48:51.180]  It should have never been a federal matter.
[00:48:51.180 --> 00:48:54.020]  We don't need an FBI and we never have.
[00:48:54.020 --> 00:48:56.020]  We now know what that looks like.
[00:48:56.020 --> 00:48:58.580]  Just get rid of 90 percent of it.
[00:48:58.580 --> 00:49:02.060]  Reassign those agents to local governments across the country.
[00:49:02.060 --> 00:49:04.940]  Return policing to the local level.
[00:49:04.940 --> 00:49:05.940]  Return intelligence.
[00:49:05.940 --> 00:49:08.420]  We only need a small amount of actual intelligence.
[00:49:08.500 --> 00:49:10.100]  The CIA doesn't do intelligence.
