[00:00.000 --> 00:16.000]  Live from the InfoWars.com Studios, it's Alex Jones.
[28:39.000 --> 28:45.000]  and then stay on him the entire time to continue to put pressure on to make sure he does what we want.
[28:45.000 --> 28:50.000]  Trump works for us, ladies and gentlemen. We brought him to the dance and he's going to dance with us.
[28:50.000 --> 28:52.000]  That's my bottom line.
[28:52.000 --> 28:56.000]  We're going to go to break and come back with some extremely powerful reports. Stay with us.
[28:56.000 --> 29:04.000]  We're selling a product, DNA Force, that is the very best nutraceutical that we can produce.
[29:04.000 --> 29:07.000]  Dr. Group, you took years for you to develop DNA Force for us.
[29:07.000 --> 29:12.000]  It's been something that I've been working on for a long time, Alex, because I think it's very, very important.
[29:12.000 --> 29:19.000]  What the aging process is, is when the cell replicates, we lose a little bit of our telomeres.
[29:19.000 --> 29:22.000]  Telomeres are the little cups on the end of our chromosomes.
[29:22.000 --> 29:24.000]  And when it runs out, you start dying.
[29:24.000 --> 29:28.000]  We chose the PQQ because it has over 175 different clinical trials.
[29:28.000 --> 29:33.000]  It's one of the most effective substances in the world. It works like an antioxidant.
[29:33.000 --> 29:36.000]  It works to repair nerve growth factor.
[29:36.000 --> 29:40.000]  So this is a formula to deliver the maximum amount. It's in powder form.
[29:40.000 --> 29:45.000]  We have so many five-star reviews. I take this. This is the product that I take.
[29:45.000 --> 29:57.000]  InfoWarsLife.com and the product we make. We fight the global. We fight the new world order. Secure your DNA Force today at infowarslife.com or call toll-free 888-253-3139.
[30:16.000 --> 30:23.000]  When I was a boy, it was okay to be proud of the flag, heritage, mom and apple pie.
[30:23.000 --> 30:29.000]  God was in school, morality had a future, and beef was for supper.
[30:29.000 --> 30:32.000]  Revelation, dawn of global government.
[30:32.000 --> 30:36.000]  We're the solution. Americans ain't nothing more to it than that.
[30:36.000 --> 30:45.000]  Starring Alex Jones, Charlie Daniels and special ops general, Jerry Boykin, theatrical screenings on demand, DVDs now available.
[30:45.000 --> 30:51.000]  Longest sheds and tears over the red, white and blue. Revelation, the movie.info.
[30:51.000 --> 30:58.000]  Americans need to see this film. Revelation, the movie.info. Let's fix it.
[30:58.000 --> 31:06.000]  I am very proud to announce the introduction of the highest quality InfoWars Biome Defense probiotic.
[31:06.000 --> 31:20.000]  We wanted to come out with the largest spectrum of high quality known probiotics that have been proven to improve overall digestion and health and detoxification in the body.
[31:20.000 --> 31:31.000]  Biome Defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotic strains that are known to support digestion and intestinal function.
[31:31.000 --> 31:38.000]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[31:38.000 --> 31:47.000]  Secure your Biome Defense in ultra strength or regular strength at InfoWarsLife.com today and get started supporting your digestive system naturally.
[31:47.000 --> 31:57.000]  We've been testing this formula for years, but this is the limited first run of the public, so please take advantage of it today, support your own health and support the InfoWars.
[31:57.000 --> 32:02.000]  Dr. Group, you developed Living Defense for us. It took you over a year to do it. Why is this so good?
[32:02.000 --> 32:07.000]  Because people are actually waking up to the problem that pretty much scares me the most.
[32:07.000 --> 32:16.000]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system, but right now we're dealing with massive parasites,
[32:16.000 --> 32:21.000]  which is anything that's harmful to your body that lives off a host mechanism.
[32:21.000 --> 32:27.000]  Right now with all the refugees spreading disease around, we have biological warfare going on everywhere.
[32:27.000 --> 32:29.000]  These are all parasites.
[32:29.000 --> 32:31.000]  Tell us about all the stuff that says there's so many things that are in it.
[32:31.000 --> 32:35.000]  You have the neem in there. You have the organic clove bud, the organic wormwood.
[32:35.000 --> 32:39.000]  I recommend doing a parasite cleanse at least twice a year.
[32:39.000 --> 32:42.000]  All right. Well, I'm glad we've got some back in because I'm going back on it today.
[32:42.000 --> 32:46.000]  It just came back in yesterday. Living Defense, infowarslife.com. And folks, you can't lose.
[32:46.000 --> 32:48.000]  It's full of stuff that's great for your body, period.
[32:48.000 --> 32:54.000]  And you support the broadcast, infowarslife.com. Thank you, Dr. Group, from the Global Healing Center.
[32:54.000 --> 33:21.000]  Thank you so much for all your work, sir, on this great product.
[33:21.000 --> 33:26.000]  Big Brother, mainstream media, government cover-ups.
[33:26.000 --> 33:29.000]  You want to stop tyranny? Well, so does he.
[33:29.000 --> 33:36.000]  Live from the infowars.com studios, it's Alex Jones.
[33:36.000 --> 33:41.000]  It's Sunday, December 4th, 2016. I'm your host, Alex Jones.
[33:41.000 --> 33:45.000]  David and I will be hosting live in the second hour coming up.
[33:45.000 --> 33:48.000]  And I'll be back in studio in Austin, Texas tomorrow.
[33:48.000 --> 33:51.000]  But I'm following these special reports from the road.
[33:51.000 --> 33:55.000]  Now, I'll break down the history of Communist China in the next segment
[33:55.000 --> 34:00.000]  and break down why it is the heart of the globalist model to take control of the planet.
[34:00.000 --> 34:07.000]  That's coming up. And the amazing fact that President Trump called the Communist Chinese on their threats,
[34:07.000 --> 34:11.000]  on their bluffs when he took the call from the Taiwanese president a few days ago.
[34:11.000 --> 34:15.000]  But before we go there, I want to intro this special report by Rob Doob,
[34:15.000 --> 34:22.000]  where he juxtaposes President Obama making fun of candidate Trump six months ago
[34:22.000 --> 34:26.000]  and a year ago in respect of clips saying that we could never have any industry
[34:26.000 --> 34:30.000]  or jobs ever come back here and making jokes about a magic wand.
[34:30.000 --> 34:33.000]  Then we fast forward to what Trump's doing today.
[34:33.000 --> 34:37.000]  But briefly, and I'm going to talk more about this coming up this week,
[34:37.000 --> 34:41.000]  people like Sarah Palin, who mean well, have come out and kind of bonded
[34:41.000 --> 34:47.000]  with the Heritage Foundation, a mainline Republican kind of fake libertarian stance
[34:47.000 --> 34:51.000]  that we have to be wide open to all these other countries screwing us over
[34:51.000 --> 34:54.000]  on bad trade deals or we're not free market.
[34:54.000 --> 34:57.000]  No, ladies and gentlemen, this is the opposite.
[34:57.000 --> 35:00.000]  When we have the highest corporate income tax in the world,
[35:00.000 --> 35:02.000]  that makes companies not relocate here.
[35:02.000 --> 35:06.000]  So to cut our taxes and make them lower is not crony capitalism.
[35:06.000 --> 35:11.000]  Crony capitalism is insiders making deals with China to set our taxes up higher
[35:11.000 --> 35:16.000]  than they are overseas to make our jobs incentivized to move overseas.
[35:16.000 --> 35:21.000]  And if we have local tax incentives to say keep carrier air conditioning in Indiana,
[35:21.000 --> 35:23.000]  that's what you do to be competitive.
[35:23.000 --> 35:28.000]  That's what a real free market is, is that you balance it out with the other nations
[35:28.000 --> 35:30.000]  that are manipulating their systems.
[35:30.000 --> 35:33.000]  So free trade doesn't mean you slit your wrist.
[35:33.000 --> 35:36.000]  Free trade's a two-way street. Here's that special report.
[35:46.000 --> 35:52.000]  It became clear that the best way to stay competitive and protect the business for long term
[35:52.000 --> 35:59.000]  is to move production from our facility in Indianapolis to Monterey, Mexico.
[35:59.000 --> 36:06.000]  We're not going to let them just take our companies out, fire everybody.
[36:06.000 --> 36:09.000]  These are people with carrier for many, many years.
[36:09.000 --> 36:11.000]  We're not going to let it happen.
[36:11.000 --> 36:13.000]  He's going to bring all these jobs back.
[36:13.000 --> 36:16.000]  Well, how exactly are you going to do that? What are you going to do?
[36:16.000 --> 36:23.000]  I will be the greatest jobs president that God ever created. I tell you that.
[36:23.000 --> 36:26.000]  He just says, well, I'm going to negotiate a better deal.
[36:26.000 --> 36:30.000]  Well, how exactly are you going to negotiate that?
[36:30.000 --> 36:34.000]  I mean, if you could come here and save these 1,400 jobs here tomorrow,
[36:34.000 --> 36:36.000]  I'll gladly both form again.
[36:36.000 --> 36:38.000]  What magic wand do you have?
[36:38.000 --> 36:42.000]  Late tonight, CNBC broke news that Trump is heading to Indianapolis this Thursday
[36:42.000 --> 36:44.000]  to announce a deal that would apparently save 1,000 jobs.
[36:44.000 --> 36:47.000]  Carrier confirming that report, tweeting out late tonight,
[36:47.000 --> 36:49.000]  we're pleased to have reached a deal with President-elect Trump,
[36:49.000 --> 36:54.000]  and this is key, VP-elect Pence, to keep close to 1,000 jobs in Indy, more details soon.
[36:54.000 --> 36:56.000]  What magic wand do you have?
[36:56.000 --> 37:00.000]  And usually the answer is, you don't have an answer.
[37:00.000 --> 37:05.000]  And more importantly, I heard Mike saying about what happened today in Indiana.
[37:05.000 --> 37:07.000]  We're going to do that all over the country.
[37:07.000 --> 37:09.000]  We're going to do it all over the country.
[37:09.000 --> 37:11.000]  Carrier, thank you, Carrier.
[37:14.000 --> 37:16.000]  His fortress announced they're doubling down.
[37:16.000 --> 37:18.000]  They're going to build much more in Mexico.
[37:18.000 --> 37:21.000]  We can't allow it to happen anymore.
[37:21.000 --> 37:25.000]  We're not going to allow it to happen anymore.
[37:25.000 --> 37:27.000]  What magic wand do you have?
[37:27.000 --> 37:33.000]  President-elect Donald Trump taking credit for keeping a Ford auto plant here in the United States.
[37:33.000 --> 37:38.000]  He hit the motor company hard on the campaign trail, criticizing Ford for shipping jobs to Mexico.
[37:38.000 --> 37:41.000]  Now, Ford chairman Bill Ford is extending an olive branch,
[37:41.000 --> 37:45.000]  calling Trump this week to let him know that the automaker is shelving a plan
[37:45.000 --> 37:49.000]  to move production of one of its vehicles from Kentucky to Mexico.
[37:49.000 --> 37:54.000]  It used to be the cars were made in Flint, right?
[37:54.000 --> 37:57.000]  And you couldn't drink the water in Mexico.
[37:57.000 --> 38:04.000]  Today the cars are made in Mexico and you can't drink the water in Flint, Michigan.
[38:04.000 --> 38:06.000]  You know that, right?
[38:06.000 --> 38:07.000]  What a difference.
[38:10.000 --> 38:13.000]  He just says, well, I'm going to negotiate a better deal.
[38:13.000 --> 38:17.000]  Well, how exactly are you going to negotiate that?
[38:17.000 --> 38:20.000]  The iPhone labels soon say made in America.
[38:20.000 --> 38:26.000]  Well, according to one report, opportunities to move production over to the states from China are actually being explored.
[38:26.000 --> 38:31.000]  If you see the new Trump administration come in and actually overhaul the corporate tax code,
[38:31.000 --> 38:36.000]  do things like spur infrastructure investment in the states, could that make this more feasible?
[38:36.000 --> 38:41.000]  And maybe they start by building an assembly plant and just shipping parts here.
[38:41.000 --> 38:44.000]  That could lend to some of the manufacturing coming over here.
[38:44.000 --> 38:48.000]  And if Apple can jumpstart some of that and get some of this going, sure,
[38:48.000 --> 38:53.000]  I think it would be very reasonable for other companies to say we like to say made in the U.S. as well.
[38:55.000 --> 38:57.000]  I have my Trump hedge on.
[38:57.000 --> 39:02.000]  In the event Donald wins, I have no doubt in my mind the market tanks.
[39:02.000 --> 39:09.000]  One analyst said markets were reacting like the four horsemen of the apocalypse just rode out of Trump Tower.
[39:09.000 --> 39:11.000]  What do you make of what we saw last night?
[39:11.000 --> 39:17.000]  And really now what we're seeing today is a huge market rally after Trump is elected president.
[39:17.000 --> 39:21.000]  The stock market has rallied, reaching new heights at each close.
[39:21.000 --> 39:25.000]  By the end of the day, the Dow Jones industrial average was up about 255 points.
[39:25.000 --> 39:30.000]  The Mexican peso plunged more than 13% against the dollar in chaotic trading.
[39:30.000 --> 39:34.000]  Trump's proposed policies are considered deeply negative for the country.
[39:34.000 --> 39:37.000]  We're going to win with trade. We're going to win with health.
[39:37.000 --> 39:39.000]  We're going to win at so many levels.
[39:39.000 --> 39:42.000]  We're going to win, win, win. You're going to get so tired of winning.
[39:42.000 --> 39:46.000]  You're going to say, Mr. President, please, we don't want to win anymore.
[39:46.000 --> 39:49.000]  It's too much. And I'm going to say, I'm sorry.
[39:49.000 --> 39:53.000]  We're going to keep winning because we're going to make America great again.
[39:53.000 --> 39:55.000]  I love you. Thank you.
[39:56.000 --> 40:00.000]  Americanism, not globalism, will be our credo.
[40:00.000 --> 40:10.000]  Americanism, not globalism.
[40:10.000 --> 40:14.000]  Our fellow info warriors across the United States and across the planet
[40:14.000 --> 40:19.000]  really love the Hillary for Prison 2016 shirts that we began to put out in 2015.
[40:19.000 --> 40:24.000]  It became a global meme against globalism and corruption
[40:24.000 --> 40:28.000]  and a very strong maxim that's now being continued on today.
[40:28.000 --> 40:32.000]  Now, President-elect Trump has come out and said it's not his job as president
[40:32.000 --> 40:34.000]  to call for prosecution. He's not supposed to.
[40:34.000 --> 40:37.000]  But that obviously Jeff Sessions, as the new Attorney General, if he's confirmed,
[40:37.000 --> 40:39.000]  will certainly carry out his duties.
[40:39.000 --> 40:43.000]  But Roger Stone a few weeks ago, right after the election, said, Alex,
[40:43.000 --> 40:46.000]  you got to bring Hillary for prison back.
[40:46.000 --> 40:49.000]  And I said, yeah, but it's a limited edition. It's over.
[40:49.000 --> 40:51.000]  You know, she's been defeated so far.
[40:51.000 --> 40:54.000]  He said, what about Hillary for Prison 2017?
[40:54.000 --> 40:56.000]  We need those at the inauguration.
[40:56.000 --> 41:00.000]  We're trying to intimidate Trump supporters and nationalists everywhere.
[41:00.000 --> 41:03.000]  That shirt is powerful. It's not just a shirt supporting Trump.
[41:03.000 --> 41:06.000]  Like your shirt says, Trump is my president, which we put out before he won,
[41:06.000 --> 41:09.000]  predicting it, putting our name, our guts on the line.
[41:09.000 --> 41:12.000]  But it's something exposing who the other team was pushing
[41:12.000 --> 41:16.000]  so that people don't forget and so that the push for justice continues.
[41:16.000 --> 41:18.000]  So it's a great way to support the broadcast.
[41:18.000 --> 41:21.000]  It's a great way to have another historic shirt to spread the word
[41:21.000 --> 41:25.000]  and to meet like-minded people or erase color and green who bleed red blood and want justice.
[41:25.000 --> 41:27.000]  It's available. It's another limited run.
[41:27.000 --> 41:30.000]  I don't know how long we're going to offer it, but definitely only a few months.
[41:30.000 --> 41:33.000]  It is Hillary for Prison 2017.
[41:33.000 --> 41:36.000]  And here's the biggest and best part I almost forgot.
[41:36.000 --> 41:41.000]  This shirt arrived an 18-wheeler printed right here in the USA a week ago,
[41:41.000 --> 41:45.000]  and I forgot I've been so busy even talking about the fact it's been in the store.
[41:45.000 --> 41:50.000]  That on the back of the shirt is a design that I worked on with some of our great graphics people
[41:50.000 --> 41:53.000]  that is George Soros as a goblin.
[41:53.000 --> 41:58.000]  I made a goblin joke a year ago about Trump saying you better not, you know,
[41:58.000 --> 42:01.000]  actually get in bed with the goblins if you have to work with politicians
[42:01.000 --> 42:04.000]  but I don't understand if you have to actually, you know, get knee-deep in their political guts
[42:04.000 --> 42:08.000]  but you just can't get caught in bed with the goblin.
[42:08.000 --> 42:12.000]  So we now have George Soros, because the media attacked me on this whole goblin meme
[42:12.000 --> 42:15.000]  and they made huge jokes about it and it's totally blown up their face.
[42:15.000 --> 42:19.000]  We now have George Soros as a goblin on the back
[42:19.000 --> 42:24.000]  and it says with a cross throw, you know, an X like Ghostbusters, no Soros, him as a goblin,
[42:24.000 --> 42:31.000]  it says deport Soros on the bottom and on the top it says Info Wars established 1996.
[42:31.000 --> 42:35.000]  So it is a limited edition deport Soros on the back,
[42:35.000 --> 42:38.000]  Hillary for President on the front, right-hand shoulder, InfoWars.com.
[42:38.000 --> 42:42.000]  It's powerful, hope you get out to everybody you know, InfoWarsStore.com
[42:42.000 --> 42:45.000]  and call triple-A-2-5-3-3-1-3-9.
[42:45.000 --> 42:48.000]  So to all the fellow Liberty lovers around the world I salute you
[42:48.000 --> 42:49.000]  and thank you for your support.
[42:49.000 --> 42:54.000]  This shirt is a celebration of the fight and the victory we've seen in 2016 against tyranny
[42:54.000 --> 42:58.000]  but looking forward for justice against George Soros, Hillary Clinton.
[42:58.000 --> 43:00.000]  I want to tell you about a brand new Off The Grid product.
[43:00.000 --> 43:02.000]  It's a pocket-sized solar generator.
[43:02.000 --> 43:04.000]  Even though it's so small you can put it in your pocket,
[43:04.000 --> 43:08.000]  it can actually run some 110 appliances at your house
[43:08.000 --> 43:11.000]  like small refrigerators to keep your food from spoiling.
[43:11.000 --> 43:13.000]  The best part though, you can take it with you.
[43:13.000 --> 43:19.000]  It's mobile to jumpstart cars, trucks, buses, 18-wheelers, huge tractors, even airplanes.
[43:19.000 --> 43:23.000]  The new PPX system provides an endless supply of Off The Grid electricity,
[43:23.000 --> 43:26.000]  basically creating your own private power grid anywhere in the world.
[43:26.000 --> 43:29.000]  A true innovation, I have never seen anything like this.
[43:29.000 --> 43:31.000]  You're going to want to load up on these.
[43:31.000 --> 43:34.000]  One for your truck, your wife's car, your house, cabin.
[43:34.000 --> 43:38.000]  It's even a great Christmas idea if you've got a friend who wants to get off the grid.
[43:38.000 --> 43:43.000]  Go to privatepowergrid.com, that's privatepowergrid.com, and check this out.
[43:43.000 --> 43:44.000]  Buy one right now.
[43:44.000 --> 43:48.000]  Use coupon code PRIVATE at checkout and get a second one free,
[43:48.000 --> 43:51.000]  along with $300 in free Off The Grid bonuses.
[43:51.000 --> 43:57.000]  Check it out, privatepowergrid.com, limited one per household, privatepowergrid.com.
[43:57.000 --> 44:00.000]  Over the years, there have been a lot of powerful advancements
[44:00.000 --> 44:02.000]  in the field of science and nutraceuticals.
[44:02.000 --> 44:05.000]  Young Jevity integrates years of scientific research
[44:05.000 --> 44:09.000]  into creating fantastic products like Beyond Tangy Tangerine,
[44:09.000 --> 44:11.000]  plant-derived minerals, and much more.
[44:11.000 --> 44:15.000]  Young Jevity also offers you an ingenious way to augment your income,
[44:15.000 --> 44:16.000]  and the best part?
[44:16.000 --> 44:19.000]  You'll be helping your friends and family along the way.
[44:19.000 --> 44:21.000]  Visit infowarsteam.com today.
[44:21.000 --> 44:22.000]  Become a member.
[44:22.000 --> 44:26.000]  Get discounts on the amazing products and free shipping when you sign up for auto-ship,
[44:26.000 --> 44:30.000]  and you're able to promote the products to friends and family and neighbors in your community
[44:30.000 --> 44:33.000]  and make money while helping people at the same time.
[44:33.000 --> 44:34.000]  Another win-win.
[44:34.000 --> 44:39.000]  That's why I'm a member of the Young Jevity team at infowarsteam.com, and you can be too.
[44:39.000 --> 44:40.000]  It's simple.
[44:40.000 --> 44:43.000]  Just go to infowarsteam.com today.
[44:43.000 --> 44:45.000]  Complete a short sign-up, and you're part of the team.
[44:45.000 --> 44:48.000]  That's infowarsteam.com or infowarshealth.com.
[44:48.000 --> 44:51.000]  So many people call into my radio show and tell me how Young Jevity
[44:51.000 --> 44:54.000]  and the products at infowarsteam.com have changed their lives.
[44:54.000 --> 44:56.000]  Check it out for yourself today.
[44:58.000 --> 45:00.000]  In case you haven't heard,
[45:00.000 --> 45:05.000]  infowars has become the most influential media outlet in America.
[45:05.000 --> 45:07.000]  We're making freedom go viral,
[45:07.000 --> 45:13.000]  and now we are proud to announce a new weapon in the epic battle against the globalist,
[45:13.000 --> 45:18.000]  InfoWars Prime, where you can watch live, high-definition feeds of the Alex Jones show,
[45:18.000 --> 45:22.000]  plus exclusive insider videos from the InfoWars crew,
[45:22.000 --> 45:24.000]  and behind-the-scenes action.
[45:24.000 --> 45:28.000]  Go to infowars.com forward slash app and download today.
[45:28.000 --> 45:32.000]  InfoWars Prime is available right now for your iPhone or Android.
[45:32.000 --> 45:37.000]  You will have access to exclusive videos that you can't see anywhere else.
[45:37.000 --> 45:43.000]  That means live coverage of events and breaking news on location as it happens.
[45:43.000 --> 45:47.000]  You can also take advantage of amazing deals from the InfoWars store
[45:47.000 --> 45:50.000]  that are only available for InfoWars Prime subscribers.
[45:50.000 --> 45:54.000]  That's InfoWars Prime at infowars.com forward slash app.
[45:54.000 --> 45:58.000]  If you can hear my voice, you are the Resistance.
[45:58.000 --> 46:03.000]  Please listen carefully, because I'm about to point out three things that will save you a lot of money
[46:03.000 --> 46:06.000]  while you get high-quality products and fund the InfoWars.
[46:06.000 --> 46:07.000]  A 360 win.
[46:07.000 --> 46:14.000]  Number one, when you choose auto-ship before checkout, we give you 10% off on your order at infowars.com.
[46:14.000 --> 46:19.000]  Number two, you're also able to get items that are out of stock when you sign up for auto-ship
[46:19.000 --> 46:22.000]  because we hold back a surplus for auto-ship customers.
[46:22.000 --> 46:27.000]  Number three, we're giving you free shipping on all orders above $50.
[46:27.000 --> 46:33.000]  Listeners have been requesting this for years, because it's so easy to forget to reorder the products that you need each month.
[46:33.000 --> 46:37.000]  Just go to infowarsstore.com, select your favorite product or products.
[46:37.000 --> 46:41.000]  Click on auto-ship and choose how often you want us to send you another order.
[46:41.000 --> 46:48.000]  As you know, I coined the term 360 win, and with the new auto-ship feature at infowarslife.com, this is a sure win.
[46:48.000 --> 46:49.000]  10% off on auto-ship.
[46:49.000 --> 46:53.000]  Win, win, win at infowarslife.com, free shipping on orders above $50.
[46:53.000 --> 46:58.000]  And all out-of-stock items are never out-of-stock when you sign up for auto-ship.
[46:58.000 --> 47:16.000]  You're listening to the Alex Jones Show.
[47:16.000 --> 47:45.000]  I'm going to break down the China-Taiwan situation from a historical perspective
[47:45.000 --> 47:47.000]  that, again, is incontrovertible.
[47:47.000 --> 47:53.000]  What I'm going to break down here is a fact that is even in mainline history books,
[47:53.000 --> 47:59.000]  but is not taught on the history channel or on the nightly news in general.
[47:59.000 --> 48:03.000]  Sometimes the history channel has actually gotten it right and told the truth,
[48:03.000 --> 48:09.000]  and that's where we start, 1949.
[48:09.000 --> 48:11.000]  The communists had been around since the 30s.
[48:11.000 --> 48:14.000]  They'd taken over some of the mountainous areas in China.
[48:14.000 --> 48:18.000]  They had held out during World War II, and at the end of World War II,
[48:18.000 --> 48:25.000]  they became allied with the then brand new CIA that had come out of the British OSS.
[48:25.000 --> 48:33.000]  And basically, even a lot of US intelligence officers and army officers got arrested by the communists
[48:33.000 --> 48:36.000]  because they wouldn't go along with the full takeover of the country,
[48:36.000 --> 48:39.000]  and they themselves were tortured, they were killed.
[48:39.000 --> 48:46.000]  Many of the Christian missionaries that were there were also captured and killed.
[48:46.000 --> 48:50.000]  And, of course, the John Birch Society is named after John Birch,
[48:50.000 --> 48:56.000]  who was captured and tortured to death for not supporting the communists.
[48:56.000 --> 48:59.000]  And our government completely turned a blind eye to all of this.
[48:59.000 --> 49:01.000]  Now, it's a huge history.
[49:01.000 --> 49:05.000]  I'm going to stop there with what happened in 1949.
[49:05.000 --> 49:11.000]  But if we fast forward to 1979, by then, deals have been made behind the scenes
[49:11.000 --> 49:18.000]  via Henry Kissinger and George Herbert Walker Bush, who was then ambassador to China.
[49:18.000 --> 49:25.000]  Of course, he'd also been director of the CIA to make a deal economically with China
[49:25.000 --> 49:29.000]  to give them the rare earth minerals, to give them the Panama Canal,
[49:29.000 --> 49:36.000]  and to give them control of resources as long as they didn't become military dominant
[49:36.000 --> 49:41.000]  in the surrounding areas of Asia, like the South China Sea,
[49:41.000 --> 49:45.000]  as long as they didn't menace Japan.
[49:45.000 --> 49:47.000]  This is all mainline history, folks.
[49:47.000 --> 49:51.000]  Now, of course, from the beginning, China was double dealing the entire time.
[49:51.000 --> 49:57.000]  Now, fast forward to 2016, China has 97.5% of rare earth minerals
[49:57.000 --> 50:01.000]  that you need to make basically any computer device or electronics that's been done by design.
[50:01.000 --> 50:05.000]  The West just doesn't touch it, doesn't mine it, doesn't go after it
[50:05.000 --> 50:12.000]  because there's a corporate global treaty, just like TPP, unratified by governments, but followed.
[50:12.000 --> 50:18.000]  So fast forward to the globalist operative who was following this whole plan of Kissinger and Brzezinski,
[50:18.000 --> 50:23.000]  1979, who's president, you guessed it, Jimmy Carter.
[50:23.000 --> 50:29.000]  Jimmy Carter signs a deal to hand over the Panama Canal, the eighth wonder of the world,
[50:29.000 --> 50:31.000]  to the Communist Chinese.
[50:31.000 --> 50:37.000]  He then signs a deal to give them all the major deep water ports that the U.S. had previously had in the world
[50:37.000 --> 50:42.000]  and to give them access to all of our refueling stations, previously known as cooling stations.
[50:42.000 --> 50:47.000]  Again, the globalists are making a deal to use Chinese slave labor to leverage out the planets,
[50:47.000 --> 50:55.000]  other major economic and industrial operations to create an economic consolidation, vertical integration model.
[50:55.000 --> 51:00.000]  This is globalism. China is the key. That's why they say China is the new century.
[51:00.000 --> 51:04.000]  America in the West is declining. China is the future because the deal was made
[51:04.000 --> 51:10.000]  because they were authoritarian to transfer all power to them because they would then side with the globalists
[51:10.000 --> 51:14.000]  in the phase we're now entering to establish an open world corporate government.
[51:14.000 --> 51:23.000]  Now, enter Donald John Trump, 45th president, elect of the United States of America.
[51:23.000 --> 51:31.000]  Trump is being advised by Mad Dog Mattis, who is a brainiac, huge reader, huge understander of this big anti-communist.
[51:31.000 --> 51:34.000]  He's being advised by General Flynn. I'm not going to go over all the advisors,
[51:34.000 --> 51:37.000]  but Trump already knew this as well 40 years ago.
[51:37.000 --> 51:42.000]  This was huge scandals back in the late 70s, huge scandals in the 80s that the Republican Congress,
[51:42.000 --> 51:45.000]  even with Reagan, allowed this to all go through.
[51:45.000 --> 51:49.000]  It didn't happen right away just because Carter and the peanut farmers signed off on it.
[51:49.000 --> 51:55.000]  So, we're in 1979. They get the Panama Canal. They get all these other concessions.
[51:55.000 --> 51:58.000]  They're just given everything. China could barely even operate.
[51:58.000 --> 52:02.000]  China was third world in almost every sector of its entire country.
[52:02.000 --> 52:04.000]  But now they're going to be given the deal.
[52:04.000 --> 52:08.000]  Corporate taxes are raised to the highest in the world in the United States and Europe,
[52:08.000 --> 52:12.000]  so you cannot compete here. Where do you go? China.
[52:12.000 --> 52:16.000]  So, the next 30 years, that all accelerates. That brings us to about 10 years ago.
[52:16.000 --> 52:24.000]  Taiwan is where Shanghai Shek, the nationalist, fled in 1949 when the CIA and the United States government betrayed him.
[52:24.000 --> 52:27.000]  That's even since been on the History Channel. That's now admitted.
[52:27.000 --> 52:31.000]  The John Burke Society said that in 1956 when they were founded,
[52:31.000 --> 52:35.000]  it was proven over a decade ago, declassified. Look it up for yourself.
[52:35.000 --> 52:38.000]  They have History Channel shows on it. You name it.
[52:38.000 --> 52:43.000]  They gave Shanghai Shek your rifles that didn't have firing pins in them. Remember all that?
[52:43.000 --> 52:49.000]  So, and they gave all the intelligence on even how to arrest members of the U.S. Army and people that were there,
[52:49.000 --> 52:54.000]  because even elements of our own government didn't know, so there was different factions in our own government.
[52:54.000 --> 52:59.000]  So, this is the high treason selling us off to the communists in China for command and control.
[52:59.000 --> 53:03.000]  So, they all flee to Taiwan in 1949. It becomes the nationalist hub.
[53:03.000 --> 53:07.000]  We give them weapons. We have defense treaties with them. All this goes on.
[53:07.000 --> 53:13.000]  Going back to 1979, the sellout, not just the Panama Canal, not just the agreement on rare earth minerals and mining,
[53:13.000 --> 53:18.000]  not just all the agreements on textiles and everything else. No.
[53:18.000 --> 53:24.000]  Now, 1979, Jimmy Carter says, we're no longer going to talk to the president of Taiwan.
[53:24.000 --> 53:30.000]  We're not going to recognize them. But we still have a defense treaty, so okay, we'll sell them weapons.
[53:30.000 --> 53:36.000]  But we won't sell them weapons that they can actually defend themselves with properly. We'll sell them out of date crap.
[53:36.000 --> 53:44.000]  Now, along comes Donald J. Trump. He says, hey, this isn't business as usual, where China owns our debt and China lectures us.
[53:44.000 --> 53:51.000]  And every major Hollywood movie you see has weird propaganda in it about how Chinese science is why we're able to go to the moon or Mars.
[53:51.000 --> 53:55.000]  I mean, every movie you see, like The Martian, you name it, we don't have boosters at work.
[53:55.000 --> 54:01.000]  And it cuts to the Politburo with big red flags waving. In some cases, actual members of the Politburo,
[54:01.000 --> 54:06.000]  and they save America in every major movie from the arrival to the Martian, you name it.
[54:06.000 --> 54:11.000]  And they stop U.S. films from coming out, like Red Dawn II, and cut China out of it.
[54:11.000 --> 54:16.000]  They're buying up all six Hollywood studios, as we speak, and bragging they've captured us.
[54:16.000 --> 54:22.000]  They make Obama get off the back of the plane, treat him like total crap, tell him screw you, Americans.
[54:22.000 --> 54:26.000]  Remember that three months ago? This is all part of their out of control and same arrogance.
[54:26.000 --> 54:32.000]  And they've broken the deal with the globalists and are now militarily expanding into Africa, into Latin America,
[54:32.000 --> 54:35.000]  into the Caribbean, into all areas of the Pacific.
[54:35.000 --> 54:40.000]  But again, Kissinger and others are happy because they were always part of the double cross against America.
[54:40.000 --> 54:45.000]  Let's continue. So there's the New York Times. There's the Washington Post. They're CNN.
