[00:00.000 --> 00:14.200]  Certainly, for some, Alex Jones can be scary and abrasive, but if you can get through all
[49:54.240 --> 49:58.240]  and call for the end of the First Amendment and sell it like it's a great idea.
[49:58.240 --> 50:12.240]  And then they can meet in collusion to have 25 plus companies ban us in one day two weeks ago. Clear market collusion. You name it. I have my top law firm's own analysis of it open and shut illegal.
[50:12.240 --> 50:33.240]  And then now they even tell their pet fake Russia, Russia dossier publication Buzzfeed that they're meeting in secret as we speak to decide to coordinate how to censor everybody because they got to do it across platforms to be successful.
[50:33.240 --> 50:42.240]  The real threat isn't Russia. It's China and it's the big tech companies who've colluded with China who are doing this openly like you're a bunch of idiots.
[50:42.240 --> 50:54.240]  Look at this. Representatives from a host of the biggest US tech companies, including Facebook and Twitter have reached a private meeting.
[50:54.240 --> 51:10.240]  And if scheduled it for Friday to share their tactics in preparation for the 2018 midterm elections, so they're just hiding it in plain view the collusion.
[51:10.240 --> 51:28.240]  Last week Facebook's head of cybersecurity policy Nathaniel Gletscher invited employees from a dozen companies including Google, Microsoft and Snapchat all the ones that banned us to gather at Twitter's headquarters in downtown San Francisco according to an email obtained by Buzzkill news.
[51:28.240 --> 51:43.240]  That's Buzzfeed. As I've mentioned to several of you over the last few weeks, we have been looking to scheduling a fellow and a follow up discussion to our industry conversation about information operations.
[51:43.240 --> 51:55.240]  Information operations. That's against America. Election protection. That means let the global stay in power, steal the election and the work we are all doing to tackle these challenges.
[51:55.240 --> 52:04.240]  He wrote, you know, I'm just not right there because we've got a guest coming up. I want to cancel them. This is too important because I'm going to do this without graphics or anything when I come back.
[52:04.240 --> 52:14.240]  I'm going to do this in a focused way here on air because this is the biggest thing ever to hit this country. And so we'll have to move the South African farmers to a little bit later.
[52:14.240 --> 52:25.240]  If they can't make it, that's fine. And you know, all the rest of it's coming up. So that's just the way it is because I'm going to have a focused broadcast here on air with the subjects covered or I'm going to not do the show.
[52:25.240 --> 52:35.240]  That's how it works because everybody's in a punch drunk situation in this country, not realizing what we're facing or what we're dealing with or where we've gotten to.
[52:35.240 --> 52:49.240]  It's that simple. I mean, you've got big tech, all the companies together is like $5 trillion. The ones that banned me the first day were 2.4, the next day another trillion.
[52:49.240 --> 53:03.240]  So 3.3 trillion, 3.4 trillion. And these are total monopolies out of control spying on you, selling your data, stealing elections and Congress is sitting there drooling like they've been given lobotomies.
[53:03.240 --> 53:14.240]  And they've got all these corrupt organizations and groups trying to indict the president and his family when they've got corruption a trillion times worse than even what they claim.
[53:14.240 --> 53:27.240]  And it's insane. And the average leftist is all charred up and charged up and ready for war against you and your family because their losers and their whole identity is about controlling you and your family.
[53:27.240 --> 53:46.240]  So I'm going to explain this again. Big tech companies are meeting in secret right now and they admit their planning is still the election.
[53:46.240 --> 53:57.240]  And you say, why are they so? Because it's a hidden and plain view. They know we got reports of the president. They know he's aware of this. They know he was making comments. They know he's involved.
[53:57.240 --> 54:06.240]  They know for whatever reason Twitter didn't go along. So they think maybe Dorsey's really talking to the president. So they all then want to come meet with them.
[54:06.240 --> 54:15.240]  All the folks that have already banned me. And that means you in secret. This isn't Netflix dramas. This isn't Netflix movies. This isn't some James Bond movie.
[54:15.240 --> 54:20.240]  This is the real world, people. It's the real one.
[54:20.240 --> 54:26.240]  Or a Nazi collaborator that's overthrown countless countries thinks he's better than you. George Soros.
[54:26.240 --> 54:31.240]  That thinks he's got you.
[54:31.240 --> 54:39.240]  So I'll come back next hour and I'll do my best to raise the alarm.
[54:39.240 --> 54:47.240]  But this is best I can almost straight shoot you on this. But I'm explaining again. I'm not that important.
[54:47.240 --> 54:55.240]  Hillary thought I was weak because they could take me out of context. They ran $18 million of ads against Trump was using me and their own studies showed it.
[54:55.240 --> 55:03.240]  Maybe we'll vote more for Trump because they wanted something avant-garde. Then they went, oh my God, we built Jones up, which they didn't really build me up that big. Only in their own minds.
[55:03.240 --> 55:11.240]  So then they built me up even bigger. And now they've built me up where I'm as big as Trump in most of these.
[55:11.240 --> 55:17.240]  I mean, we're talking thousands of articles a day. I don't want to be as big as Trump. He's in the crucible. He's in the crosshairs.
[55:17.240 --> 55:30.240]  And now they believe I'm like Godzilla attacking Tokyo. And then now it's gone into total cuckoo land because it's their existential hatred of America and of alpha male and of chivalry and of being honest and of being decent.
[55:30.240 --> 55:42.240]  And they don't know what to do. So they think if they can destroy me, somehow they can kill the spirit of America, but I'm only a manifestation of that.
[55:42.240 --> 55:51.240]  And I described mainstream media that no one watches like a burning wreck car that rebels use to drive into a castle wall. I mean, none of it makes sense what they're doing.
[55:51.240 --> 55:59.240]  It's all just existential. They think they're dying because their only identity is squatting on America.
[55:59.240 --> 56:04.240]  And I've got a bunch of guests coming up about that. So we're going to cover it all the next hour.
[56:04.240 --> 56:10.240]  But they're meeting in secret about how they're going to collude. They're already censoring massively. It's how to respond to the president.
[56:10.240 --> 56:14.240]  And is he awake? And what's going on? And how can he strike back? And what are they going to do?
[56:14.240 --> 56:22.240]  Because they've been threatened by Senator Warner and others that you'll destroy Trump or when we take over, we will nationalize you. He said that.
[56:22.240 --> 56:29.240]  So they rolled over because Trump wouldn't threaten them. They were being threatened by the chai comms and Warner and Hollywood.
[56:29.240 --> 56:35.240]  So they rolled over. Now, Trump woke up. They're saying, what do we do? Who do we roll over to? We need leadership.
[56:35.240 --> 56:40.240]  Roll over to free speech. Roll over to an internet bill of rights. Roll over to not being influenced.
[56:40.240 --> 56:46.240]  And unless it's illegal, let it be. That's what you roll over to Twitter and Google.
[56:46.240 --> 56:52.240]  But you're a bunch of punk asses that want to keep your $50 billion a piece so you can all candy ass around.
[56:52.240 --> 56:58.240]  It was the freedom that gave you all the wealth. Speaking of that, the enemy wants to cut our funding off to destroy us.
[56:58.240 --> 57:07.240]  We've got huge sales in FullWarStore.com. We've got ultimate bone broth formula that is beyond any way, beyond any protein, beyond anything,
[57:07.240 --> 57:13.240]  the essence of the bones, the organic chicken bones, and then a bunch of other amazing products at high level.
[57:13.240 --> 57:18.240]  Tumeric root, you know how great that is. Chaga mushroom, amazing, bee pollen, incredible.
[57:18.240 --> 57:24.240]  Goji berry, alfalfa, herb powder, over the top, and even more. And it's $19.95. That's about what almost would cost.
[57:24.240 --> 57:29.240]  But the point is, is that I want you to try it and see how amazing it is. Mix it with your smoothies, spirulina, you name it.
[57:29.240 --> 57:35.240]  In FullWarStore.com, $19.95 for a limited time. We've got ultimate female force, our newest product.
[57:35.240 --> 57:41.240]  The female version of Alpha Power for men. There's no reviews yet for ultimate bone broth. It just came out this week.
[57:41.240 --> 57:45.240]  But the old version of it had thousands of five-star reviews. If you don't fund us, we'll be shut down.
[57:45.240 --> 58:11.240]  If you fund us, we go to the next level. Thank you all. We'll be back.
[58:11.240 --> 58:22.240]  Our pure turmeric extract plus peppering from black pepper makes for optimal absorption to help boost and support your flexibility, mobility, joint function, immune system, and so much more.
[58:22.240 --> 58:32.240]  Regular turmeric root from the store only contains 1-5% of active ingredients. But our turmeric root extract contains over 95% of the active ingredients.
[58:32.240 --> 58:41.240]  Bodies combines turmeric with organic herbs such as spearmint, sage, lemon balm, and thyme to work synergistically for full body support.
[58:41.240 --> 59:10.240]  Try bodies today at infowarslife.com or call us at 1-88-253-3139.
[59:11.240 --> 59:16.240]  You've been on the team supporting us, praying for us, and spreading the word. You are the InfoWars.
[59:16.240 --> 59:32.240]  And now because of their intensifying censorship, it's more important than ever that everyone go to infowars.com forward slash newsletter and sign up via email so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[59:32.240 --> 59:47.240]  And so now I ask you more than ever to share the infowars.com articles, to share the videos, to tell people about the local stations you're listening to, but the bare minimum you can do is sign up for the free newsletter at infowars.com forward slash newsletter.
[59:47.240 --> 01:00:09.240]  We are the Renaissance, and we are winning.
[01:00:09.240 --> 01:00:20.240]  Infowars.com is tomorrow's news. Today, you're listening to the Alex Jones show.
[01:00:20.240 --> 01:00:30.240]  Okay, coming up, I'm going to lay it all out. Tech giants are meeting right now in secret in their own emails about how to carry out information warfare against you and your families.
[01:00:30.240 --> 01:00:44.240]  They're so criminal. They're so committed. They're so out of control. They even admit they're doing it. I mean, it is just amazing. That's coming up next segment. And I have a leader of a major group of the Afrikaners who are being exterminated and having their land taken by the
[01:00:44.240 --> 01:00:55.240]  communists. That is all coming up at about 15 after. But first, let's go ahead and go to this report on Tucker Carlson defending these First Amendment.
[01:00:55.240 --> 01:01:02.240]  As you probably heard, recently many of the biggest tech companies joined in a coordinated effort to censor content from broadcaster Alex Jones.
[01:01:02.240 --> 01:01:11.240]  Because it looks like his website, Infowars, just lost their war on info. Yesterday. Yep.
[01:01:11.240 --> 01:01:22.240]  Apple, Facebook, Spotify, Vimeo, YouTube, Twitter, all of them pulled or froze Jones's accounts on the grounds that his views are too dangerous to be heard publicly.
[01:01:22.240 --> 01:01:32.240]  Oh, it's easy to dismiss concerns about big tech's actions. All coordinated, it seems, to shut down Jones because, of course, he's the media's poster child for conspiracy theories.
[01:01:32.240 --> 01:01:42.240]  Court hearings will resume today in lawsuits against radio host and conspiracy theorist Alex Jones. Alex Jones. Alex Jones. Infowars. Not Tucker. Infowars. Alex Jones.
[01:01:42.240 --> 01:01:54.240]  Infowars. Infowars. Now, I know we're supposed to think that Alex Jones is way more radical than, like, Bill Maher, Michelle Wolfe or Rosie O'Donnell, but he's got a point of view and CNN is trying to squelch his point of view.
[01:01:54.240 --> 01:02:05.240]  Did Twitter make mistakes around Alex Jones' info wars? At the time, we did not receive reports that we felt we could take any action that violated on our terms of service.
[01:02:05.240 --> 01:02:18.240]  It was your colleagues, as CNN pointed out, a number of them. We took action on one and then we noticed that all the others, likely because they were made known to Alex Jones and Infowars, were being deleted.
[01:02:18.240 --> 01:02:28.240]  But this isn't about Alex Jones. This is about freedom and our access to information from the sources we as individuals trust and like.
[01:02:28.240 --> 01:02:32.240]  The left, which seeks to crush anything it can control, applauded the news.
[01:02:32.240 --> 01:02:42.240]  I think Alex Jones is disgusting. I think the things he said are awful. He makes me physically sit. With that being said, he does have the ear of the president and he has six million people that listen to him.
[01:02:42.240 --> 01:02:49.240]  And I would like people out there to know that there is a segment of the population that's drawn to this. We have a problem in this country and I would like him to be exposed.
[01:02:49.240 --> 01:02:53.240]  Alex Jones promotes conspiracy theories and foments hatred of media.
[01:02:53.240 --> 01:02:55.240]  I don't like giving people like Alex Jones a platform.
[01:02:55.240 --> 01:02:59.240]  He's one of those guys who believes that Bigfoot was responsible for 9-11.
[01:02:59.240 --> 01:03:02.240]  I heard that on Alex Jones, so it's true.
[01:03:02.240 --> 01:03:11.240]  Yesterday, Apple, Google, Facebook and Spotify all erased most of the posts and videos on their services from Alex Jones.
[01:03:11.240 --> 01:03:16.240]  So, if we're gone, we're out of there.
[01:03:16.240 --> 01:03:27.240]  Why are the most powerful companies in the world suddenly so threatened by an independent radio show host in Texas that they're willing to lose business in order to make him shut up?
[01:03:27.240 --> 01:03:32.240]  For many on the left, the views seem to have become that if you can't beat them, prevent them from speaking.
[01:03:32.240 --> 01:03:40.240]  And Jones is hardly their only target. That's for sure. Virtually every day, the big tech companies censor someone else whose political opinions they disagree with.
[01:03:40.240 --> 01:03:47.240]  Facebook censor our free speech and shame on the ones that don't even seem that we have been censored.
[01:03:47.240 --> 01:03:58.240]  Alex Jones, who is not my friend and who tells crazy lies about me, is thrown off Twitter, I think, and Facebook and a few other platforms. I think he's gonna quit.
[01:03:58.240 --> 01:04:00.240]  Thank God!
[01:04:00.240 --> 01:04:09.240]  Well, if you're a liberal, you're supposed to be for free speech. That's free speech for the speech you hate. That's what free speech means.
[01:04:09.240 --> 01:04:15.240]  Our establishment crushes dissent not because our establishment is strong, but because it is weak and afraid.
[01:04:15.240 --> 01:04:21.240]  They're the ones in control, and they're the ultimate censors at universities, the media everywhere. They're monsters.
[01:04:21.240 --> 01:04:25.240]  And now they want you completely banned from all new forms of digital communication.
[01:04:25.240 --> 01:04:31.240]  Elites aren't afraid of what Alex Jones says, Krieger writes. They're terrified that it's popular.
[01:04:31.240 --> 01:04:38.240]  Trump didn't divide American society. Alex Jones didn't cause our widespread and, by the way, justified distrusting institutions.
[01:04:38.240 --> 01:04:45.240]  Elites did that. Trump's election and Alex Jones's popularity are merely symptoms of a corrupt and failed status quo.
[01:04:45.240 --> 01:04:50.240]  People know what's true. They can smell it. You can't stop them from knowing that.
[01:04:53.240 --> 01:04:55.240]  Stay with us.
[01:04:55.240 --> 01:05:15.240]  I want to plow into all of this, that I'm going to spend a few minutes here first, just encouraging listeners to understand that when you buy t-shirts or water filtration systems or books or videos or other material from infowarstore.com,
[01:05:15.240 --> 01:05:24.240]  you are funding the revolution. I mean, I cannot say it any clearer. And so it is essential that you purchase the products at infowarstore.com.
[01:05:24.240 --> 01:05:31.240]  I don't want to thank everybody that has, but we've got the best fluoride-free toothpaste with colloidal silver and with high-quality atomic iodine in it.
[01:05:31.240 --> 01:05:38.240]  You cannot beat that for children and adults. We've got the best mouthwash designed by Dr. Jones, that's my dad, with colloidal silver and iodine as well.
[01:05:38.240 --> 01:05:50.240]  infowarslife.com or AAA-253-3139. And your purchase of the products stands with us, stands with America, stands with Trump, stands against the globalists and their satanic pedophile armies.
[01:05:50.240 --> 01:06:16.240]  And that's who they are, and they know we know who they are, and they're coming back against us, so we need your support.
[01:06:16.240 --> 01:06:31.240]  So the arrogant New York Times, the narcissistic psychotic CNN, the mentally ill America-hating MSNBC, they all had a plan.
[01:06:31.240 --> 01:06:38.240]  Hillary, they said the New York Times, according to their special algorithm, had a 98% chance of winning until Election Day.
[01:06:38.240 --> 01:06:52.240]  And now America's coming back, the economy's coming back, the one-sidedness of globalism and fraudulent trade deals selling off American power has become clear that America in the 1960s was 4% of the world's population.
[01:06:52.240 --> 01:07:02.240]  96% lived outside our borders. And we had over half the wealth, about 55% of it, because we had the only big middle class in the world.
[01:07:02.240 --> 01:07:11.240]  And the globalists said, we'll parlay that into a new corporate empire. We, with tariffs and other systems, will slowly shut down America,
[01:07:11.240 --> 01:07:25.240]  transfer the power to authoritarian dictatorships, become fabulously rich, and then finally America will give them the terms of surrender, won't even know who they are, and we'll conquer them in the end.
[01:07:25.240 --> 01:07:34.240]  But along came InfoWars, along came Matt Drudge, along came Donald Trump, along UK, and things didn't go the way they wanted.
[01:07:34.240 --> 01:07:40.240]  We're about to cover the most insanely transparent, disgusting evil you've ever seen.
[01:07:40.240 --> 01:07:50.240]  What does Senator Warner and Senator Wyden and Senator Murphy, what do they do when they're in these different meetings,
[01:07:50.240 --> 01:08:00.240]  and when they put out these press releases saying, we want Alex Jones shut down. We want Trump shut down. They're Russian agents.
[01:08:00.240 --> 01:08:08.240]  No judge, no jury, no indictment, no proof. They're the ones giving the uranium to the Russians. They're the ones that are anti-American.
[01:08:08.240 --> 01:08:17.240]  They're the ones in the Democratic Party that say America was never great. America was never great, and America will never be great.
[01:08:17.240 --> 01:08:23.240]  I am homo, I teto.
[01:08:23.240 --> 01:08:29.240]  They look at us that bleed red, white, and blue and tell us we're the enemy because they're the globalists. So what's really going on here?
[01:08:29.240 --> 01:08:33.240]  Here's a zero-hedge article from two years ago.
[01:08:33.240 --> 01:08:41.240]  Obama quietly signs the countering disinformation and propaganda act of the law on executive order, hundreds of millions of dollars.
[01:08:41.240 --> 01:08:48.240]  To have the CIA basically run the board of governors of the FCC, not the FCC board, but the board of governors,
[01:08:48.240 --> 01:08:53.240]  and to declare independent media, nationalist media as Russian to be shut down.
[01:08:53.240 --> 01:09:00.240]  That's federal law. Trump needs to sign executive order blocking that, and we're advising him of that right now.
[01:09:00.240 --> 01:09:02.240]  Then it continues.
[01:09:02.240 --> 01:09:11.240]  Trump's land censorship. Social media giants are silencing millions of people after he said it was wrong when I was banned, and that CNN's the real fake news,
[01:09:11.240 --> 01:09:17.240]  and who should watch as those that claim they're the gatekeeper or the judge, jury, and executioner over that.
[01:09:17.240 --> 01:09:24.240]  Social media giants are silencing millions of people, can't do this, even if it means we must continue to hear fake news like CNN,
[01:09:24.240 --> 01:09:29.240]  who says he's trying to shut them down. No, they lobby to have us shut down and others shut down.
[01:09:29.240 --> 01:09:36.240]  Whose ratings have suffered gravely. People have to figure out what is real and what is not without censorship.
[01:09:36.240 --> 01:09:42.240]  So there you go, ladies and gentlemen. People tune in every once in a while to see what's happening, but in general, no one watches this.
[01:09:42.240 --> 01:09:52.240]  The article's on infowars.com and newswars.com. Now that takes us to the big enchilada right now.
[01:09:52.240 --> 01:09:59.240]  This is out of BuzzFeed, the little lapdog of the establishment, the fake news kings. I mean, the whole world of fake news. They are the cutting edge.
[01:09:59.240 --> 01:10:01.240]  They are the vanguard.
[01:10:01.240 --> 01:10:07.240]  Tech companies are gathering for a secret meeting to prepare a 2018 election strategy.
[01:10:07.240 --> 01:10:18.240]  They're meeting this Friday at Twitter headquarters in S. Hole City, San Francisco, with the feces lying the streets and the heroin addicts everywhere.
[01:10:18.240 --> 01:10:27.240]  They are meeting there in their heaven. And they're admittedly in the article saying, we've got Russians hitting us.
[01:10:27.240 --> 01:10:33.240]  And they list the Democrats saying it. So we've got to work to stop the Russians. Wink, wink.
[01:10:33.240 --> 01:10:38.240]  And that means anybody promoting Trump, anybody promoting our military, anybody promoting the Second Amendment.
[01:10:38.240 --> 01:10:43.240]  And they go through it saying, we haven't really had meetings before, which they've all been colluding.
[01:10:43.240 --> 01:10:49.240]  Now just going, oh my God, we got caught colluding. Trump's after us for chairman any trust stuff. It's all coming out.
[01:10:49.240 --> 01:10:53.240]  We did this. Jones has got them all the documents. Jones' law firms. What do we do?
[01:10:53.240 --> 01:10:56.240]  We'll just have a big meeting and say it's our first meeting.
[01:10:56.240 --> 01:11:06.240]  So all of this is just complete disinformation. Tim Cook, every Sunday, they leaked this years ago, even in the Washington Post New York Times.
[01:11:06.240 --> 01:11:12.240]  And he kind of holds court over Google and Facebook and all the rest of them.
[01:11:12.240 --> 01:11:18.240]  And so Twitter, you know, is the holdout on the racing Alex Jones. So, oh, they get the big meeting.
[01:11:18.240 --> 01:11:26.240]  The whole thing's scripted. And it goes over it with all these big groups colluding, deciding how to protect the election.
[01:11:26.240 --> 01:11:31.240]  That means how to make sure the Democrats get in, which they've already been doing. They're banning.
[01:11:31.240 --> 01:11:37.240]  I've got hundreds and hundreds of articles a day. I can't even track of just every libertarian, every conservative, every Christian group.
[01:11:37.240 --> 01:11:47.240]  Pat Buchanan, Gavin McGannish, Prager University, Matt Drudge being shadow banned on Twitter, where none of his tweets would go through.
[01:11:47.240 --> 01:11:53.240]  That was six months ago. It's everywhere. But again, we're all Ruskies.
[01:11:53.240 --> 01:11:58.240]  Facebook censors articles from conservative outlets about Manafort and Cohen.
[01:11:58.240 --> 01:12:05.240]  Mainline sites from the New York Post are now being blocked.
[01:12:05.240 --> 01:12:12.240]  The Washington Times is now being blocked. Everything's being blocked.
[01:12:12.240 --> 01:12:17.240]  Because we're not allowed to have a voice because this is the coup. This is the digital coup.
[01:12:17.240 --> 01:12:22.240]  So here's the article. It's up on info wars.com. Tech companies are gathering for a secret meeting.
[01:12:22.240 --> 01:12:27.240]  Remember I talk about secret meetings, Bilderberg. Oh, no corporations meeting secret. That's illegal.
[01:12:27.240 --> 01:12:33.240]  That violates the Sherman Antitrust Act 1906. Teddy Roosevelt, the Rough Riders. Why?
[01:12:33.240 --> 01:12:46.240]  Let's see now. Oh, BuzzFeed tells you, but it's no big deal. Yeah, you know, BuzzFeed and Salon promote sex with children and stuff, but that's okay too.
[01:12:46.240 --> 01:12:52.240]  So does HBO. That's kind of the same thing. Yeah, there's a secret meeting. Yeah, it's all the big companies.
[01:12:52.240 --> 01:12:59.240]  Yeah, they're talking about how to work on the election because they're all scared because Trump says he may move against him.
[01:12:59.240 --> 01:13:06.240]  He's already gone with the Fair Housing Act against Facebook that tracks what race you are, what your sexual proclivity is.
[01:13:06.240 --> 01:13:10.240]  All this stuff to then decide what to pitch you and how much to charge you.
[01:13:10.240 --> 01:13:19.240]  But Trump needs to do a lot more with executive orders. You name it because the fight to steal the election from the president is now.
[01:13:19.240 --> 01:13:24.240]  And the fight to steal it from you is now.
[01:13:24.240 --> 01:13:39.240]  Representatives from a host of the biggest U.S. tech companies, including Facebook, Twitter, have scheduled a private meeting for Friday to share their tactics in preparation, which they've already done two and a half months, 74, 73 days out.
[01:13:39.240 --> 01:13:58.240]  Now, it gets really telling around here. Last week, Facebook's head of cybersecurity policy, Nathaniel Gleisher, invited employees from a dozen companies, including Google, Microsoft, Snapchat, to gather at Twitter's headquarters in downtown San Francisco, according to an email obtained by BuzzFeed.
[01:13:58.240 --> 01:14:10.240]  So, as I've mentioned to several of you over the last few weeks, we have been looking to schedule a follow on discussion. Oh, they already had a follow, they had one before.
[01:14:10.240 --> 01:14:17.240]  Because later they say it's the first. To our industry conversation about information operation, information warfare.
[01:14:17.240 --> 01:14:29.240]  Oh, election protection. Oh, that means to give us the Democrats, letting Hillary get the questions beforehand, saying she went all the polls and the work we are all doing to tackle these challenges.
[01:14:29.240 --> 01:14:36.240]  That means the American, the bitter clinger, the gun owner, the Christian, their food, the alpha male, they wrote.
[01:14:36.240 --> 01:14:47.240]  The meeting, the Facebook official wrote, will have me three born agenda. Each couple present the work they've been doing to counter the American people with information operations.
[01:14:47.240 --> 01:14:57.240]  There will be a discussion period for problems each company faces and tactics they've learned to suppress the people. And to talk about whether such meetings should become a regular occurrence.
[01:14:57.240 --> 01:15:10.240]  You've got to openly merge all the corporations in every decision together as if it isn't already going on. You've got to get the CIA and the globalists embedded in all these together right there at point blank range.
[01:15:10.240 --> 01:15:17.240]  And part of that is the whole media working together to shut us down. They go to Robert Mueller's office and how he needs them to fight Russians.
[01:15:17.240 --> 01:15:29.240]  Oh, Mueller. Oh, yes. Fight the Ruskies. Can't let America become great again. Oh, my gosh. We're out of time. We've got a South African farmer.
[01:15:29.240 --> 01:15:39.240]  One of the leaders of the group's warning was coming. It's now happening. That's coming up. Just please remember, without you sharing the videos at infowars.com, without you sharing the articles,
[01:15:39.240 --> 01:15:46.240]  without you telling folks what the local AM and FM stations and TV stations, how you're listening to the enemy will win. I'm betting on you just like President Trump is.
[01:15:46.240 --> 01:15:56.240]  Go to infowars.com for a show, sign up for the free podcast, the free newsletter and tell everybody you know to do it. This is the verboten info. This is the Tries and effect.
[01:16:16.240 --> 01:16:27.240]  The Dylan bottle makes it easy and affordable to be healthy and achieve optimal hydration. Get your Dylan bottle today at dyln.co. That's dyln.co.
[01:16:47.240 --> 01:17:04.240]  Who has the only raw, living, whole plant hemp CBD extract in the world? MetaHemp Solutions, a radically innovative approach to hemp CBDs for exceptional results.
[01:17:04.240 --> 01:17:08.240]  Why? Because they contain absolutely all the elements present in the original plant.
[01:17:08.240 --> 01:17:17.240]  All our hemp CBD products are independently lab tested for potency and purity and manufactured in our FDA registered facility. Try it today. 10% off with coupon code GCM10.
[01:17:17.240 --> 01:17:38.240]  Call 833-858-7500. That's 833-858-7500. Or buy MetaHemp Solutions today at METAHempSolutions.com. That's MetaHempSolutions.com.
[01:17:47.240 --> 01:17:57.240]  Call 866-295-5305. That's 866-295-5305. HBextract.com. Don't risk it when you can take charge of it.
[01:18:18.240 --> 01:18:35.240]  With the power of ultra-high quality bone broth, one of the most popular health trends on the planet, built with more than seven different superfoods and crucial compounds, ultimate bone broth will help support your healthy muscles, digestion, tendons and ligaments, while also supporting your body's fight against free radicals.
[01:18:35.240 --> 01:18:50.240]  This incredible chicken bone broth formula contains time tested ingredients such as turmeric root, chaga mushroom, goji berry powder, bee pollen and alfalfa herb powder to support your body. It's time to experience what ultimate bone broth can do for you.
[01:18:50.240 --> 01:19:05.240]  Get a bottle of the all-new version of a fan favorite product today at InfowarsStore.com.
[01:19:20.240 --> 01:19:37.240]  It's a water filtration system that will provide water filtration for your entire home, removing 220 plus contaminants from your water. It's compact in size, easy to install and maintain, and keeps fluoride and other dangerous toxins out of your water supply and away from you and your family.
[01:19:37.240 --> 01:19:57.240]  With broad spectrum contaminant reduction, you'll only need this one filter for clean and refreshing water all over your home. Head to InfowarsStore.com and whether it's your first water filtration purchase or you're looking to replace your current run-down systems, it's time to go big and go home with the pro-pure whole house filtration system today.
[01:20:08.240 --> 01:20:23.240]  You thought the lead in winter would bring you down forever, but you rode upon a steamer to the violence of the sun.
[01:20:23.240 --> 01:20:41.240]  From the front lines of the Information War, it's Alex Jones.
[01:20:41.240 --> 01:20:57.240]  We're defending apartheid. That doesn't mean we're defending Muammar Gaddafi in the north, but he was stabilizing much of the area as soon as he was taken out. Everything around it is collapsing, and so whether it was Gaddafi system or South African system, it's very, very sad.
[01:20:57.240 --> 01:21:16.240]  And Simon Roche is one of the leaders of the movement that has been pointing out that the major political parties, both the ANC and others, were moving in a big, big, big, big way towards exterminating all the whites and taking their land.
[01:21:16.240 --> 01:21:27.240]  And that was their political campaign platforms, and we're going to play some of those videos coming up. But now you've had the president and the deputy come out and say, we're going to start taking the land.
[01:21:27.240 --> 01:21:36.240]  They tried. Local police would not carry it out at least in some areas. You have killings every day going on. You have Africa imploding all over the place.
[01:21:36.240 --> 01:21:42.240]  You have the numbers 100 million now reportedly according to our South African sources from 50 million in the census.
[01:21:42.240 --> 01:21:53.240]  So Africa is collapsing to the north into Europe. It's collapsing into the south. And Simon Roche is, it runs a super high tech organization in modern farming.
[01:21:53.240 --> 01:21:59.240]  When I said they're like Amish reading books about and talking to other folks, they're out in the middle of the country. They work really hard. They're Christians.
[01:21:59.240 --> 01:22:09.240]  You know, they're praying every, you know, couple hours and they're not living in fancy surroundings. I see that as like Mennonites that are like Amish light, but he pointed out to me off air that, you know, we're not really an Amish sec, which is true.
[01:22:09.240 --> 01:22:16.240]  That comes out of Switzerland. They're from there from the Netherlands. But they've been there 400 years and I've looked at the history books.
[01:22:16.240 --> 01:22:22.240]  There was almost no one down there. As soon as they made everything green, all these big tribes moved down to be around the money and around the success, which is fine.
[01:22:22.240 --> 01:22:33.240]  Then the British invaded to take it over. This is all history. And it looks like the British today are the ones manipulating because they want to failed state like the Chinese do to not have any industry or any life.
[01:22:33.240 --> 01:22:40.240]  Just come in and extract things. We'll talk big picture coming up. We'll look at the close in here in just a little while.
[01:22:40.240 --> 01:22:50.240]  But I saw articles where, oh, out of the major Canadian broadcasters and the U.S. broadcasters, South Africa leader fact checks Trump on white farmers tweet.
[01:22:50.240 --> 01:23:00.240]  They don't show the video. They just say, oh, he fact checks them. We actually see what Julius said. Malema said, he said, yeah, we're going to kill you. Yeah, we're going to take your land.
[01:23:00.240 --> 01:23:07.240]  We're going to play what he said in English. So our own media, the British government and others are saying, yes, take the white farmers land.
[01:23:07.240 --> 01:23:14.240]  But I just saw a video we'll show next segment of Zimbabwe where they killed all the farmers who drove them out.
[01:23:14.240 --> 01:23:20.240]  Now that that dictatorship is out for decades, the blacks are hugging the whites and begging them to come back.
[01:23:20.240 --> 01:23:24.240]  And what are they begging to come back to Christianity, ladies and gentlemen?
[01:23:24.240 --> 01:23:30.240]  There it is. Zimbabwe farmers coming back. This is what folks think. They've been gone for a while.
[01:23:30.240 --> 01:23:38.240]  So that's the breakdown. It's the rest of the hour. It's suidlanders, suitlanders.org.
[01:23:38.240 --> 01:23:47.240]  Simon Roche is head of the office of the headquarters, the world's largest on state civil defense organization, Southlanders of South Africa.
[01:23:47.240 --> 01:23:58.240]  Once an ANC activist, he now works tirelessly to prepare for impending catastrophe in the rainbow nation.
[01:23:58.240 --> 01:24:02.240]  He also lives in Johannesburg and is the proud father of many children.
[01:24:02.240 --> 01:24:08.240]  And he's predicted all of this here on the broadcast last year, this year, March 1st. It's all happened.
[01:24:08.240 --> 01:24:15.240]  So why don't you, for people this segment, I appreciate you joining us, give people the big view of what's really going on in South Africa versus Hollywood,
