[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[40:42.000 --> 40:50.000]  he's got some breaking news on them but we'll get to that when we start the next hour we're going to break here in a few minutes Max you heard what Ron Paul was just talking about
[40:50.000 --> 40:59.000]  it's now confirmed they're gearing up the military for every US city and telling banks get ready for collapse but telling the public everything is just fine
[40:59.000 --> 41:03.000]  Max Kaiser what is the real state of the world economy right now
[41:03.000 --> 41:14.000]  Hey Alex great to be on well last time I was on your show remember you asked me to make a prediction when this global collapse is coming I said on the outside maybe nine months
[41:14.000 --> 41:25.000]  but even in those short few days since I spoke with you last it seems like the drum beats are beating louder toward this idea of a global financial collapse
[41:25.000 --> 41:33.000]  and the banking regulators are asking all the big banks around the world to come back to them with a worst case scenario what you have on your books
[41:33.000 --> 41:44.000]  and how would you go through a collapse and interesting JP Morgan of course responded they said that they've got a negative equity of about 30 or 40 billion dollars on their books
[41:44.000 --> 41:50.000]  so the entire 140 billion dollar market cap would be gone in an Enron like instant
[41:50.000 --> 42:01.000]  of course they're totally plugged into the Fed and the Treasury which would collapse the Fed and the Treasury and the US dollar so when Ron Paul talks about the collapse of the US dollar
[42:01.000 --> 42:07.000]  what you fill in here for the for those who are following this at home and want to get the whole playbook
[42:07.000 --> 42:21.000]  first we see the collapse of JP Morgan then the collapse of the Treasury and the Fed and the collapse of the dollar brought about by JP Morgan's books which have 90 trillion dollars worth of what they call derivatives
[42:21.000 --> 42:32.000]  basically claims that are impossible to ever fulfill that's bigger than the entire gross domestic product of the entire planet earth 90 trillion dollars just one bank
[42:32.000 --> 42:40.000]  all right now now stay there Max because again you're retired at a young age former stockbroker inventor of a lot of the modern systems they use today
[42:40.000 --> 42:51.000]  but come back in layman's terms even for our business listeners break down the point we're reaching right now and why they've got armored vehicles being loaded off trains in every major city right now
[42:51.000 --> 43:00.000]  for the American people and the people of Europe why are they gearing up for total collapse can it be averted stay with us
[43:00.000 --> 43:07.000]  hi this is Alex Jones did you know that the global elite are now storing non-hybrid seeds and secret storage vaults near the Arctic Circle
[43:07.000 --> 43:12.000]  did you know that in a real meltdown non-hybrid seeds can become more valuable than silver or gold
[43:12.000 --> 43:18.000]  it's true seeds have outperformed even gold and silver before in this country and it's possible that could even happen again
[43:18.000 --> 43:23.000]  so our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds
[43:23.000 --> 43:30.000]  we call it a survival seed bank and it can produce an endless supply of nutrient dense food for you and your family
[43:30.000 --> 43:38.000]  and here's the best part these seeds have not been genetically modified in any way and you actually get enough seeds to plant a full acre crisis garden
[43:38.000 --> 43:48.000]  so visit them today at survivalseedbank.com that's survivalseedbank.com or give them a call at 877-327-0365
[43:48.000 --> 43:59.000]  remember in a real crisis non-hybrid seeds are the ultimate barter item this is Alex Jones for survivalseedbank.com
[44:19.000 --> 44:26.000]  the only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods from e-foods direct now
[44:26.000 --> 44:32.000]  as the price of raw ingredients increases e-foods will have to raise prices too now is the time to get your supply
[44:32.000 --> 44:36.000]  I recently increased my supply from e-foods direct because we've all known this was coming
[44:36.000 --> 44:42.000]  you know about their delicious long-term storable foods the fact is you can eat at any time to save money today
[44:42.000 --> 44:50.000]  and because it's stored for 25 years you're locking in today's prices and avoiding the rising food cost don't wait call 800-409-5633
[44:50.000 --> 45:13.000]  or go to e-foods direct.com forward slash Alex call 800-409-5633 or e-foods direct.com forward slash Alex you can bet your life on e-foods direct
[45:21.000 --> 45:26.000]  that's 70% less than our competitors you could buy three survivalseed vaults for less than one of theirs
[45:26.000 --> 45:33.000]  the survivalseed vault from mypatriotsupply.com includes detailed planting and seed-saving instructions and ships same day
[45:33.000 --> 45:40.000]  plus all orders over $49 ship free mypatriotsupply.com is American owned by patriots like you
[45:40.000 --> 45:49.000]  passionate about freedom and preparedness call now 866-2290-927 that's 866-2290-927
[45:49.000 --> 45:55.000]  or discover more emergency preparedness items when you order at mypatriotsupply.com choose the original
[45:55.000 --> 46:20.000]  choose the survivalseed vault at mypatriotsupply.com
[46:20.000 --> 46:37.000]  choose the survivalseed vault at mypatriotsupply.com
[46:37.000 --> 47:01.000]  choose the survivalseed vault at mypatriotsupply.com
[47:01.000 --> 47:11.000]  choose the survivalseed vault at mypatriotsupply.com
[47:31.000 --> 47:57.000]  choose the survivalseed vault at mypatriotsupply.com
[47:57.000 --> 48:23.000]  choose the survivalseed vault at mypatriotsupply.com
[48:23.000 --> 48:47.000]  choose the survivalseed vault at mypatriotsupply.com
[48:47.000 --> 49:15.000]  choose the survivalseed vault at mypatriotsupply.com
[49:15.000 --> 49:39.000]  choose the survivalseed vault at mypatriotsupply.com
[49:39.000 --> 50:08.000]  choose the survivalseed vault at mypatriotsupply.com
[50:08.000 --> 50:32.000]  choose the survivalseed vault at mypatriotsupply.com
[50:32.000 --> 50:53.000]  choose the survivalseed vault at mypatriotsupply.com
[50:53.000 --> 51:21.000]  choose the survivalseed vault at mypatriotsupply.com
[51:21.000 --> 51:50.000]  choose the survivalseed vault at mypatriotsupply.com
[51:50.000 --> 52:18.000]  choose the survivalseed vault at mypatriotsupply.com
[52:18.000 --> 52:41.000]  choose the survivalseed vault at mypatriotsupply.com
[52:41.000 --> 53:07.000]  choose the survivalseed vault at mypatriotsupply.com
[53:07.000 --> 53:34.000]  choose the survivalseed vault at mypatriotsupply.com
[53:34.000 --> 54:00.000]  choose the survivalseed vault at mypatriotsupply.com
[54:00.000 --> 54:26.000]  choose the survivalseed vault at mypatriotsupply.com
[54:26.000 --> 54:53.000]  choose the survivalseed vault at mypatriotsupply.com
[54:53.000 --> 55:19.000]  choose the survivalseed vault at mypatriotsupply.com
[55:19.000 --> 55:46.000]  choose the survivalseed vault at mypatriotsupply.com
[55:46.000 --> 56:12.000]  choose the survivalseed vault at mypatriotsupply.com
[56:12.000 --> 56:41.000]  choose the survivalseed vault at mypatriotsupply.com
[56:41.000 --> 57:04.000]  choose the survivalseed vault at mypatriotsupply.com
[57:04.000 --> 57:31.000]  choose the survivalseed vault at mypatriotsupply.com
[57:31.000 --> 58:00.000]  choose the survivalseed vault at mypatriotsupply.com
[58:00.000 --> 58:27.000]  choose the survivalseed vault at mypatriotsupply.com
[58:27.000 --> 58:50.000]  choose the survivalseed vault at mypatriotsupply.com
[58:50.000 --> 59:12.000]  choose the survivalseed vault at mypatriotsupply.com
[59:12.000 --> 59:40.000]  choose the survivalseed vault at mypatriotsupply.com
[59:40.000 --> 01:00:09.000]  choose the survivalseed vault at mypatriotsupply.com
[01:00:09.000 --> 01:00:38.000]  choose the survivalseed vault at mypatriotsupply.com
[01:00:38.000 --> 01:01:05.000]  choose the survivalseed vault at mypatriotsupply.com
[01:01:05.000 --> 01:01:31.000]  choose the survivalseed vault at mypatriotsupply.com
[01:01:31.000 --> 01:01:57.000]  choose the survivalseed vault at mypatriotsupply.com
[01:01:57.000 --> 01:02:24.000]  choose the survivalseed vault at mypatriotsupply.com
[01:02:24.000 --> 01:02:53.000]  choose the survivalseed vault at mypatriotsupply.com
[01:02:53.000 --> 01:03:22.000]  choose the survivalseed vault at mypatriotsupply.com
[01:03:22.000 --> 01:03:49.000]  choose the survivalseed vault at mypatriotsupply.com
[01:03:49.000 --> 01:04:18.000]  choose the survivalseed vault at mypatriotsupply.com
[01:04:18.000 --> 01:04:47.000]  choose the survivalseed vault at mypatriotsupply.com
[01:04:47.000 --> 01:05:16.000]  choose the survivalseed vault at mypatriotsupply.com
[01:05:16.000 --> 01:05:43.000]  choose the survivalseed vault at mypatriotsupply.com
[01:05:43.000 --> 01:06:04.000]  choose the survivalseed vault at mypatriotsupply.com
[01:06:04.000 --> 01:06:24.000]  choose the survivalseed vault at mypatriotsupply.com
[01:06:24.000 --> 01:06:52.000]  choose the survivalseed vault at mypatriotsupply.com
[01:06:52.000 --> 01:07:19.000]  choose the survivalseed vault at mypatriotsupply.com
[01:07:19.000 --> 01:07:48.000]  choose the survivalseed vault at mypatriotsupply.com
[01:07:48.000 --> 01:08:15.000]  choose the survivalseed vault at mypatriotsupply.com
[01:08:15.000 --> 01:08:44.000]  choose the survivalseed vault at mypatriotsupply.com
[01:08:44.000 --> 01:08:59.000]  choose the survivalseed vault at mypatriotsupply.com
[01:08:59.000 --> 01:09:22.000]  choose the survivalseed vault at mypatriotsupply.com
[01:09:22.000 --> 01:09:50.000]  choose the survivalseed vault at mypatriotsupply.com
[01:09:50.000 --> 01:10:19.000]  choose the survivalseed vault at mypatriotsupply.com
[01:10:19.000 --> 01:10:47.000]  choose the survivalseed vault at mypatriotsupply.com
[01:10:47.000 --> 01:11:15.000]  choose the survivalseed vault at mypatriotsupply.com
[01:11:15.000 --> 01:11:38.000]  choose the survivalseed vault at mypatriotsupply.com
[01:11:38.000 --> 01:12:04.000]  choose the survivalseed vault at mypatriotsupply.com
[01:12:04.000 --> 01:12:33.000]  choose the survivalseed vault at mypatriotsupply.com
[01:12:33.000 --> 01:12:56.000]  choose the survivalseed vault at mypatriotsupply.com
[01:12:56.000 --> 01:13:25.000]  choose the survivalseed vault at mypatriotsupply.com
[01:13:25.000 --> 01:13:54.000]  choose the survivalseed vault at mypatriotsupply.com
[01:13:54.000 --> 01:14:18.000]  choose the survivalseed vault at mypatriotsupply.com
[01:14:18.000 --> 01:14:45.000]  choose the survivalseed vault at mypatriotsupply.com
[01:14:45.000 --> 01:15:12.000]  choose the survivalseed vault at mypatriotsupply.com
[01:15:12.000 --> 01:15:41.000]  choose the survivalseed vault at mypatriotsupply.com
[01:15:42.000 --> 01:16:05.000]  choose the survivalseed vault at mypatriotsupply.com
[01:16:05.000 --> 01:16:33.000]  choose the survivalseed vault at mypatriotsupply.com
[01:16:33.000 --> 01:16:57.000]  choose the survivalseed vault at mypatriotsupply.com
[01:16:57.000 --> 01:17:25.000]  choose the survivalseed vault at mypatriotsupply.com
[01:17:25.000 --> 01:17:54.000]  choose the survivalseed vault at mypatriotsupply.com
[01:17:54.000 --> 01:18:23.000]  choose the survivalseed vault at mypatriotsupply.com
[01:18:24.000 --> 01:18:53.000]  choose the survivalseed vault at mypatriotsupply.com
[01:18:53.000 --> 01:19:22.000]  choose the survivalseed vault at mypatriotsupply.com
[01:19:22.000 --> 01:19:51.000]  choose the survivalseed vault at mypatriotsupply.com
[01:19:51.000 --> 01:20:19.000]  choose the survivalseed vault at mypatriotsupply.com
[01:20:19.000 --> 01:20:48.000]  choose the survivalseed vault at mypatriotsupply.com
[01:20:48.000 --> 01:21:10.000]  choose the survivalseed vault at mypatriotsupply.com
[01:21:10.000 --> 01:21:34.000]  choose the survivalseed vault at mypatriotsupply.com
[01:21:34.000 --> 01:22:02.000]  choose the survivalseed vault at mypatriotsupply.com
[01:22:02.000 --> 01:22:31.000]  choose the survivalseed vault at mypatriotsupply.com
[01:22:31.000 --> 01:23:00.000]  choose the survivalseed vault at mypatriotsupply.com
[01:23:01.000 --> 01:23:24.000]  choose the survivalseed vault at mypatriotsupply.com
[01:23:24.000 --> 01:23:47.000]  choose the survivalseed vault at mypatriotsupply.com
[01:23:47.000 --> 01:24:07.000]  choose the survivalseed vault at mypatriotsupply.com
[01:24:07.000 --> 01:24:35.000]  choose the survivalseed vault at mypatriotsupply.com
[01:24:35.000 --> 01:25:04.000]  choose the survivalseed vault at mypatriotsupply.com
[01:25:05.000 --> 01:25:32.000]  choose the survivalseed vault at mypatriotsupply.com
[01:25:32.000 --> 01:25:55.000]  choose the survivalseed vault at mypatriotsupply.com
[01:25:55.000 --> 01:26:23.000]  choose the survivalseed vault at mypatriotsupply.com
[01:26:23.000 --> 01:26:50.000]  choose the survivalseed vault at mypatriotsupply.com
[01:26:50.000 --> 01:27:19.000]  choose the survivalseed vault at mypatriotsupply.com
[01:27:19.000 --> 01:27:45.000]  choose the survivalseed vault at mypatriotsupply.com
[01:27:45.000 --> 01:28:13.000]  choose the survivalseed vault at mypatriotsupply.com
[01:28:13.000 --> 01:28:42.000]  choose the survivalseed vault at mypatriotsupply.com
[01:28:42.000 --> 01:28:57.000]  choose the survivalseed vault at mypatriotsupply.com
[01:28:57.000 --> 01:29:24.000]  choose the survivalseed vault at mypatriotsupply.com
[01:29:24.000 --> 01:29:50.000]  choose the survivalseed vault at mypatriotsupply.com
[01:29:50.000 --> 01:30:16.000]  choose the survivalseed vault at mypatriotsupply.com
[01:30:16.000 --> 01:30:45.000]  choose the survivalseed vault at mypatriotsupply.com
[01:30:45.000 --> 01:31:14.000]  choose the survivalseed vault at mypatriotsupply.com
[01:31:14.000 --> 01:31:43.000]  choose the survivalseed vault at mypatriotsupply.com
[01:31:43.000 --> 01:32:12.000]  choose the survivalseed vault at mypatriotsupply.com
[01:32:12.000 --> 01:32:41.000]  choose the survivalseed vault at mypatriotsupply.com
[01:32:41.000 --> 01:33:08.000]  choose the survivalseed vault at mypatriotsupply.com
[01:33:11.000 --> 01:33:34.000]  choose the survivalseed vault at mypatriotsupply.com
[01:33:34.000 --> 01:34:02.000]  choose the survivalseed vault at mypatriotsupply.com
[01:34:02.000 --> 01:34:31.000]  choose the survivalseed vault at mypatriotsupply.com
[01:34:31.000 --> 01:34:54.000]  choose the survivalseed vault at mypatriotsupply.com
[01:34:54.000 --> 01:35:22.000]  choose the survivalseed vault at mypatriotsupply.com
[01:35:22.000 --> 01:35:51.000]  choose the survivalseed vault at mypatriotsupply.com
[01:35:52.000 --> 01:36:21.000]  choose the survivalseed vault at mypatriotsupply.com
[01:36:22.000 --> 01:36:48.000]  choose the survivalseed vault at mypatriotsupply.com
[01:36:48.000 --> 01:37:15.000]  choose the survivalseed vault at mypatriotsupply.com
[01:37:15.000 --> 01:37:42.000]  choose the survivalseed vault at mypatriotsupply.com
[01:37:42.000 --> 01:38:11.000]  choose the survivalseed vault at mypatriotsupply.com
[01:38:12.000 --> 01:38:38.000]  choose the survivalseed vault at mypatriotsupply.com
[01:38:38.000 --> 01:39:07.000]  choose the survivalseed vault at mypatriotsupply.com
[01:39:08.000 --> 01:39:31.000]  choose the survivalseed vault at mypatriotsupply.com
[01:39:31.000 --> 01:39:58.000]  choose the survivalseed vault at mypatriotsupply.com
[01:39:58.000 --> 01:40:27.000]  choose the survivalseed vault at mypatriotsupply.com
[01:40:27.000 --> 01:40:50.000]  choose the survivalseed vault at mypatriotsupply.com
[01:40:50.000 --> 01:41:16.000]  choose the survivalseed vault at mypatriotsupply.com
[01:41:16.000 --> 01:41:39.000]  choose the survivalseed vault at mypatriotsupply.com
[01:41:39.000 --> 01:42:04.000]  choose the survivalseed vault at mypatriotsupply.com
[01:42:04.000 --> 01:42:28.000]  choose the survivalseed vault at mypatriotsupply.com
[01:42:28.000 --> 01:42:57.000]  choose the survivalseed vault at mypatriotsupply.com
[01:42:59.000 --> 01:43:05.000]  if you want an American company with American products made by Americans
[01:43:05.000 --> 01:43:08.000]  here is the Calben Soap Company
[01:43:08.000 --> 01:43:12.000]  Alex and his staff have used these pure soap products for years
[01:43:12.000 --> 01:43:19.000]  these all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe
[01:43:19.000 --> 01:43:27.000]  see them on the web at fivestarsoap.com or call 800-340-7091 for a free catalog
[01:43:27.000 --> 01:43:33.000]  buy the one to two month sample package and enjoy soaps that are twice as good as what you're using now
[01:43:33.000 --> 01:43:38.000]  or save big with a one to two year supply of soaps for all your cleaning needs
[01:43:38.000 --> 01:43:40.000]  this is an amazing deal
[01:43:40.000 --> 01:43:45.000]  you can save thousands of dollars and you will love the way real soap makes you feel
[01:43:45.000 --> 01:43:55.000]  see them on the web at fivestarsoap.com or call 800-340-7091 for a free catalog
[01:44:16.000 --> 01:44:17.000]  blowing up your food prices
[01:44:17.000 --> 01:44:24.000]  the only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods from e-foods direct now
[01:44:24.000 --> 01:44:28.000]  as the price of raw ingredients increases e-foods will have to raise prices too
[01:44:28.000 --> 01:44:30.000]  now is the time to get your supply
[01:44:30.000 --> 01:44:34.000]  I recently increased my supply from e-foods direct because we've all known this was coming
[01:44:34.000 --> 01:44:37.000]  you know about their delicious long-term storeable foods
[01:44:37.000 --> 01:44:40.000]  the fact is you can eat at any time to save money today
[01:44:40.000 --> 01:44:44.000]  and because it stores for 25 years you're locking in today's prices and avoiding the rising food cost
[01:44:44.000 --> 01:44:50.000]  don't wait call 800-409-5633 or go to e-foodsdirect.com forward slash alex
[01:44:50.000 --> 01:44:55.000]  call 800-409-5633 or e-foodsdirect.com forward slash alex
[01:44:55.000 --> 01:44:57.000]  you can bet your life on e-foods direct
[01:44:58.000 --> 01:45:01.000]  Alex Jones here with a great way to beat the blackouts
[01:45:01.000 --> 01:45:04.000]  get off the grid and generate your own supply of electrical power
[01:45:04.000 --> 01:45:08.000]  folks with what's been going on in this country I don't have to tell you about the power grid
[01:45:08.000 --> 01:45:10.000]  and just how vulnerable it is
[01:45:10.000 --> 01:45:12.000]  that's in the mainstream news every day
[01:45:12.000 --> 01:45:15.000]  millions of people have lost their power in the last few weeks
[01:45:15.000 --> 01:45:20.000]  because of dangerous storms and killer heat that's pushing the grid beyond its capacity
[01:45:20.000 --> 01:45:24.000]  I've always said that every family needs to be ready for blackouts
[01:45:24.000 --> 01:45:26.000]  and if you don't have a backup system in place
[01:45:26.000 --> 01:45:28.000]  I've got a great opportunity for you
[01:45:28.000 --> 01:45:31.000]  right now our good friends at Solutions from Science
[01:45:31.000 --> 01:45:35.000]  are offering huge savings on their best-selling power hub unit
[01:45:35.000 --> 01:45:38.000]  in fact I think it's the best deal I've ever seen them make
[01:45:38.000 --> 01:45:41.000]  it's literally thousands of dollars in savings
[01:45:41.000 --> 01:45:45.000]  remember these backup systems don't need gas because they're solar powered
[01:45:45.000 --> 01:45:48.000]  that means there's no dangerous fumes and no noise
[01:45:48.000 --> 01:45:51.000]  info wars listeners can get all the details
[01:45:51.000 --> 01:45:53.000]  at beattheblackouts.com
[01:45:53.000 --> 01:45:56.000]  that's beattheblackouts.com
[01:45:59.000 --> 01:46:03.000]  hi folks this is alex jones and I want to tell you about the silver lungs generator
[01:46:03.000 --> 01:46:06.000]  now you can produce pure and endless colloidal silver
[01:46:06.000 --> 01:46:09.000]  and deliver the solution directly into the bloodstream
[01:46:09.000 --> 01:46:12.000]  by breathing the solution through the lungs
[01:46:12.000 --> 01:46:16.000]  the respiratory system is the first line of defense for airborne pathogens and viruses
[01:46:16.000 --> 01:46:20.000]  the silver lungs generator infuses the respiratory system
[01:46:20.000 --> 01:46:23.000]  with your self-produced nano-silver solutions
[01:46:23.000 --> 01:46:26.000]  and also delivers the silver nanoparticles
[01:46:26.000 --> 01:46:28.000]  instantly into the bloodstream
[01:46:28.000 --> 01:46:32.000]  with continued legislation threatening the sale of nano-silver products
[01:46:32.000 --> 01:46:36.000]  you can now produce pure and endless colloidal silver
[01:46:36.000 --> 01:46:41.000]  silver lungs generator very easy to follow step-by-step instructions are provided
[01:46:41.000 --> 01:46:43.000]  making production fast and simple
[01:46:43.000 --> 01:46:47.000]  go to www.silverlungs.com today
[01:46:47.000 --> 01:46:50.000]  and learn more about the breakthrough technology of the silver lungs generator
[01:46:50.000 --> 01:46:54.000]  that's www.silverlungs.com
[01:46:59.000 --> 01:47:02.000]  coast to coast direct from Austin
[01:47:02.000 --> 01:47:06.000]  you're listening to the alex jones broadcasting network
[01:47:10.000 --> 01:47:13.000]  I have sworn upon the altar of god
[01:47:13.000 --> 01:47:17.000]  eternal hostility against every form of tyranny
[01:47:17.000 --> 01:47:19.000]  over the mind of man
[01:47:19.000 --> 01:47:21.000]  thomas jefferson
[01:47:21.000 --> 01:47:25.000]  it's alex jones on the GCN radio network
[01:47:26.000 --> 01:47:30.000]  last night the first media swarm came through our
[01:47:30.000 --> 01:47:33.000]  planetary orbit of the sun
[01:47:33.000 --> 01:47:36.000]  pretty spectacular there'll be more tonight
[01:47:36.000 --> 01:47:39.000]  people here in North America
[01:47:39.000 --> 01:47:41.000]  just remember the globalists may control some of our countries
[01:47:41.000 --> 01:47:43.000]  they don't control the world
[01:47:43.000 --> 01:47:47.000]  in general or the greater cosmos
[01:47:47.000 --> 01:47:50.000]  max keiser is our guest max keiser.com
[01:47:50.000 --> 01:47:53.000]  I'm alex jones of info wars.com
[01:47:53.000 --> 01:47:56.000]  so when they're telling them get ready to prevent a collapse
[01:47:56.000 --> 01:47:59.000]  that means get ready for a collapse
[01:47:59.000 --> 01:48:01.000]  and that's what the central banks are really saying
[01:48:01.000 --> 01:48:03.000]  the media spends it that it's prevent
[01:48:03.000 --> 01:48:05.000]  we're in a controlled collapse
[01:48:05.000 --> 01:48:06.000]  they've been giving us a lot of disinfo
[01:48:06.000 --> 01:48:08.000]  victoria we gotta move quick now
[01:48:08.000 --> 01:48:10.000]  quick question quick answer from max keiser
[01:48:10.000 --> 01:48:13.000]  victoria florida you're on the air
[01:48:13.000 --> 01:48:17.000]  hey hey guys thanks a lot for having me talk to you about
[01:48:17.000 --> 01:48:22.000]  florida 95% of the fraudulent tax returns are coming from florida
[01:48:22.000 --> 01:48:25.000]  so says the agent that I spoke to
[01:48:25.000 --> 01:48:29.000]  the day before you guys broke the story about this huge fraud
[01:48:29.000 --> 01:48:32.000]  you know either they don't have the money to pay
[01:48:32.000 --> 01:48:35.000]  you know the people that the real people that you know
[01:48:35.000 --> 01:48:38.000]  have their tax returns being held up I'm an identity debt victim
[01:48:38.000 --> 01:48:42.000]  and she said that they were from florida at 400,000 returns blah blah blah
[01:48:42.000 --> 01:48:45.000]  you know the ineptitude is just you know ridiculous
[01:48:45.000 --> 01:48:48.000]  and you know it's like okay I guess she says
[01:48:48.000 --> 01:48:51.000]  well ma'am just to be clear 95% of it's not informed
[01:48:51.000 --> 01:48:53.000]  that's just the person you talk to
[01:48:53.000 --> 01:48:57.000]  the big processing center for the IRS that broke that here in the US
[01:48:57.000 --> 01:49:01.000]  they they're reporting on it going on all over the country
[01:49:01.000 --> 01:49:04.000]  but what's your question for max keiser
[01:49:04.000 --> 01:49:08.000]  well you know and again like I said that the big place in Austin
[01:49:08.000 --> 01:49:12.000]  that's where everybody has to send their returns for fraud
[01:49:12.000 --> 01:49:15.000]  so to answer your question about why all those tax centers are in Austin
[01:49:15.000 --> 01:49:17.000]  is because that's where the people who have to send their paper
[01:49:17.000 --> 01:49:20.000]  sure what's your question for max we're almost shows almost
[01:49:20.000 --> 01:49:23.000]  and my question is and in a separate thing is just real quick
[01:49:23.000 --> 01:49:27.000]  I listen to all issues but what do you guys think of the zeitgeist movie
[01:49:27.000 --> 01:49:30.000]  and its contention that we should just take all of our money out of all the
[01:49:30.000 --> 01:49:33.000]  I think it's absolutely horrible that guy told me
[01:49:33.000 --> 01:49:37.000]  yeah thank you for the call that guy told me I should be sent to a reeducation camp
[01:49:37.000 --> 01:49:41.000]  everybody living in a big plastic city with a government computer deciding
[01:49:41.000 --> 01:49:45.000]  who does what sounds like hell I mean you have send me to hell
[01:49:45.000 --> 01:49:49.000]  that's basically where that would be comments on that max keiser
[01:49:49.000 --> 01:49:54.000]  well yeah a full disclosure I'm in that movie
[01:49:54.000 --> 01:49:57.000]  but I've never seen it well I'm in it too
[01:49:57.000 --> 01:50:01.000]  it's been seen tens 50 60 million times just one version
[01:50:01.000 --> 01:50:04.000]  but let's go to let's just get off that
[01:50:04.000 --> 01:50:07.000]  ma'am if you want to go to the plastic city it's waiting for you
[01:50:07.000 --> 01:50:11.000]  Aaron in Washington you're on the air we got to move quick here go ahead
[01:50:14.000 --> 01:50:17.000]  yes Aaron that was explosive how you got on the air go ahead
[01:50:17.000 --> 01:50:20.000]  hey hey I got you Max quick question price of discovery
[01:50:20.000 --> 01:50:24.000]  most people aren't aware of how the commodities markets work
[01:50:24.000 --> 01:50:29.000]  what is your anticipation of how we're going to see a collapse of price of discovery from paper
[01:50:29.000 --> 01:50:31.000]  going over to real physical
[01:50:31.000 --> 01:50:38.000]  okay well price discovery is what happens at the point of a sale
[01:50:38.000 --> 01:50:42.000]  where the buyers and the sellers are mixed together
[01:50:42.000 --> 01:50:47.000]  and a price that is mutually beneficial to all parties is derived
[01:50:47.000 --> 01:50:50.000]  through something usually called a specialist
[01:50:50.000 --> 01:50:55.000]  now I created invented the virtual specialist technology patent number 5950176
[01:50:55.000 --> 01:50:57.000]  US Patent Trade Mark Office
[01:50:57.000 --> 01:50:59.000]  which is an improvement on that technology
[01:50:59.000 --> 01:51:03.000]  it has been hijacked by canner Fitzgerald and canner entertainment
[01:51:03.000 --> 01:51:05.000]  so it'll never see the light of day
[01:51:05.000 --> 01:51:10.000]  but going forward now you have rogue computers that are programmed to
[01:51:10.000 --> 01:51:13.000]  do what's called electronic wash trading
[01:51:13.000 --> 01:51:16.000]  where they pick a price above or below the current market
[01:51:16.000 --> 01:51:18.000]  and they put on a series of trades
[01:51:18.000 --> 01:51:23.000]  and buys and sells simultaneously to manipulate price direction
[01:51:23.000 --> 01:51:25.000]  and that's not price discovery
[01:51:25.000 --> 01:51:27.000]  but they do that to manipulate markets
[01:51:27.000 --> 01:51:30.000]  and to confiscate wealth from these markets
[01:51:30.000 --> 01:51:33.000]  isn't that just high-tech naked shorting
[01:51:33.000 --> 01:51:35.000]  it's high-tech lynching
[01:51:35.000 --> 01:51:40.000]  high-tech it's siphoning off of the, it's siphoning essentially
[01:51:40.000 --> 01:51:44.000]  basically the stock market by and large is becoming a pure fraud
[01:51:44.000 --> 01:51:46.000]  which I even saw mainstream articles the last two weeks saying
[01:51:46.000 --> 01:51:50.000]  all this high-frequency trading is discrediting the integrity of the system
[01:51:50.000 --> 01:51:52.000]  which you had just said the week before
[01:51:52.000 --> 01:51:54.000]  how long until this becomes evident
[01:51:54.000 --> 01:51:57.000]  and the fraud makes the whole thing fall in on itself
[01:51:57.000 --> 01:52:02.000]  because all of this fake price discovery
[01:52:02.000 --> 01:52:05.000]  the caller makes a good, you know, it's a good call, it's a good concept
[01:52:05.000 --> 01:52:08.000]  and people should familiarize themselves with this idea
[01:52:08.000 --> 01:52:14.000]  but it hollows out all the what you could call collateral of the system
[01:52:14.000 --> 01:52:17.000]  so you have transactions, you have trades, you have fees
[01:52:17.000 --> 01:52:20.000]  but there's no collateral backing it up
[01:52:20.000 --> 01:52:23.000]  so the only thing that is backing it up
[01:52:23.000 --> 01:52:29.000]  are these 0% interest rates that allow for unlimited borrowing at zero cost
[01:52:29.000 --> 01:52:32.000]  so we're fueling the speculators, gotta jump to another call
[01:52:32.000 --> 01:52:35.000]  Jeff in Michigan, you're on the air and then James, go
[01:52:35.000 --> 01:52:39.000]  Hello Max, my question is
[01:52:39.000 --> 01:52:42.000]  you're more familiar with what has gone on recently in Greece
[01:52:42.000 --> 01:52:44.000]  and the people's reaction
[01:52:44.000 --> 01:52:50.000]  do you believe the banks are going to, in order to keep the public's confidence in them
[01:52:50.000 --> 01:52:55.000]  are they gonna try and blame a collapse on a war, on the drought
[01:52:55.000 --> 01:52:59.000]  or something other than their derivatives
[01:52:59.000 --> 01:53:01.000]  or will it be transparent to the public and they'll
[01:53:01.000 --> 01:53:04.000]  Yeah, how do they find golly that the Greeks are lazy
[01:53:04.000 --> 01:53:07.000]  that's why their government signed them on to Europe's debt
[01:53:07.000 --> 01:53:10.000]  to turn it around backwards, I mean, where is that going?
[01:53:10.000 --> 01:53:14.000]  Well, scapegoating is a known scyopt, isn't it?
[01:53:14.000 --> 01:53:16.000]  We saw that in Europe in the 30s
[01:53:16.000 --> 01:53:19.000]  and one group had their wealth confiscated
[01:53:19.000 --> 01:53:24.000]  and then they were scapegoated, they were called vermin by the other side
[01:53:24.000 --> 01:53:26.000]  and they eventually were all incinerated
[01:53:26.000 --> 01:53:29.000]  and when Paul Morris says we're going through a financial holocaust
