[00:00.000 --> 00:11.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the info war.
[01:11:57.000 --> 01:12:09.000]  I mean we were all connected divinely and I think people were watching the Notre Dame Cathedral burn and at the end of the day I mean what really happened we don't know but at the end of the day nobody died or got hurt.
[01:12:09.000 --> 01:12:13.000]  It was just a structure that burned but there was everybody knew there was something else happening.
[01:12:13.000 --> 01:12:18.000]  Everybody was so enamored by it and they didn't even know why but that's it.
[01:12:18.000 --> 01:12:21.000]  I mean it's an unbelievable transfer of energy.
[01:12:21.000 --> 01:12:27.000]  And there was the al-Aqsa mosque burning at the same time in Jerusalem.
[01:12:27.000 --> 01:12:36.000]  That is something also which fits this whole show because in the end of the day yes Notre Dame is going down.
[01:12:36.000 --> 01:12:43.000]  But let me show you that the next ones to go down after this Christianity goes down then it's going to be Islam.
[01:12:43.000 --> 01:12:45.000]  So this is a diabolical plan.
[01:12:45.000 --> 01:12:52.000]  This is a satanic plan that even the Muslims know themselves about but unfortunately they're falling trap.
[01:12:52.000 --> 01:12:56.000]  They're in a trap themselves.
[01:12:56.000 --> 01:13:03.000]  So I am saying today to your viewers that here there is powers and that are not of this earth only.
[01:13:03.000 --> 01:13:11.000]  When I talked before about Mecca there is a mystery regarding Mecca that go well beyond Islam.
[01:13:11.000 --> 01:13:14.000]  Because it's something that goes into antiquity.
[01:13:14.000 --> 01:13:22.000]  Something that is to do with probably a meteorite that is not of this planet that is worshipped and creates energy
[01:13:22.000 --> 01:13:26.000]  and that when you go around it you create a certain amount of energy.
[01:13:26.000 --> 01:13:34.000]  So these are things that of course will have to be studied and understood.
[01:13:34.000 --> 01:13:43.000]  But if in a simple way we can say that there are mantras in Arabic that they will start to recite daily next to Notre Dame
[01:13:43.000 --> 01:13:50.000]  until they get into Notre Dame and then they can worship their God and take over the place.
[01:13:50.000 --> 01:13:58.000]  So we're going to be following this Leo because I have a feeling that this will probably come down in just kind of like it'll go uncovered.
[01:13:58.000 --> 01:14:04.000]  Like the one other church you mentioned in Italy where they just kind of bring in like oh it's a one religion.
[01:14:04.000 --> 01:14:08.000]  You know everybody's welcome here and then they'll eventually say oh no but Christianity is offensive.
[01:14:08.000 --> 01:14:10.000]  They're already symboling that that's what they're going to do.
[01:14:10.000 --> 01:14:11.000]  They won't say Christians.
[01:14:11.000 --> 01:14:16.000]  They say Easter worshippers and I would imagine that this is probably going to happen pretty soon
[01:14:16.000 --> 01:14:21.000]  because they're already pushing to rebuild the cathedral.
[01:14:21.000 --> 01:14:27.000]  I want to give a scoop today to your viewers just something that maybe you should think about.
[01:14:27.000 --> 01:14:35.000]  The Muslims hate the cross but there is a reason that was also embraced by the Nice Templars.
[01:14:35.000 --> 01:14:38.000]  They believe that Jesus didn't die on the cross.
[01:14:38.000 --> 01:14:39.000]  It says it on the Quran.
[01:14:39.000 --> 01:14:42.000]  At the last minute they sent somebody else.
[01:14:42.000 --> 01:14:52.000]  Now the Nice Templar embraced this and they made it into the 30th degree initiation of the ancient and accepted Scottish right.
[01:14:52.000 --> 01:15:02.000]  In which the Nice Templars are basically spitting on the cross not because of this respect necessarily to Jesus but to the fact that he was put on the cross.
[01:15:02.000 --> 01:15:07.000]  So then there is people who say that Jesus lived long.
[01:15:07.000 --> 01:15:17.000]  I went into the Middle East, I went to Egypt, I studied in the Coptic churches to understand if there was some basis to these theories that Jesus lived.
[01:15:17.000 --> 01:15:34.000]  And from my experience I found that he lived and this is historic but of course it will change the face of Christianity to know that he didn't die or that his dying was symbolic.
[01:15:34.000 --> 01:15:38.000]  I can't even believe that you went down this road.
[01:15:38.000 --> 01:15:46.000]  I didn't plan on doing this in the final segment with you but now I feel like we have to talk about this in the final segment here or maybe even hold you longer.
[01:15:46.000 --> 01:15:52.000]  But yeah that's kind of a big thing and I've always wondered because I see the false flags and stuff happening.
[01:15:52.000 --> 01:15:55.000]  Now that's not new. The Romans used to do that stuff too.
[01:15:55.000 --> 01:15:57.000]  I mean so it's like who knows what happens.
[01:15:57.000 --> 01:16:01.000]  Stocks and options trading involves financial risk and is not suitable for all investors.
[01:16:01.000 --> 01:16:04.000]  Hey guys it's Scott Bauer here CEO of Prosper Trading Academy.
[01:16:04.000 --> 01:16:06.000]  Are you looking for a super hot stock tip?
[01:16:06.000 --> 01:16:10.000]  Here at Prosper we are always looking for exciting opportunities in the markets.
[01:16:10.000 --> 01:16:14.000]  And right now all my students are salivating over the stock we are watching.
[01:16:14.000 --> 01:16:20.000]  In fact I've got this hot stock written down right here and I'm about to text it to you for free.
[01:16:20.000 --> 01:16:22.000]  I just need to know where to send it.
[01:16:22.000 --> 01:16:28.000]  Simply text HOT to 48542 and I'll text it to you instantly.
[01:16:28.000 --> 01:16:30.000]  How do I know this stock is so hot?
[01:16:30.000 --> 01:16:35.000]  Well I'm a former CBOE market maker for Amazon Options, former vice president of Goldman Sachs
[01:16:35.000 --> 01:16:39.000]  and I have over 25 years of professional trading experience.
[01:16:39.000 --> 01:16:42.000]  I'm telling you this stock is hot but be warned.
[01:16:42.000 --> 01:16:45.000]  The stock may move soon so you need to claim it before it does.
[01:16:45.000 --> 01:16:50.000]  Text HOT to 48542 and I'll text you this hot stock instantly.
[01:16:50.000 --> 01:16:55.000]  Text HOT to 48542 and I'll text you this hot stock instantly.
[01:16:55.000 --> 01:16:57.000]  Message and data rates may apply.
[01:16:57.000 --> 01:17:02.000]  Know someone with a drinking or drug problem? Learn how to get sober after we share these stories.
[01:17:02.000 --> 01:17:07.000]  I was 35 with two beautiful children when my life and addiction started to spiral out of control.
[01:17:07.000 --> 01:17:14.000]  After my divorce I went into a depression cycle and started drinking more often and using prescription drugs.
[01:17:14.000 --> 01:17:19.000]  After my second DWI and arrest my ex-husband threatened to take our children away from me.
[01:17:19.000 --> 01:17:23.000]  I was 17 when I became addicted to heroin and meth.
[01:17:23.000 --> 01:17:29.000]  I thought I could quit on my own but I couldn't. It hit me when I was arrested.
[01:17:29.000 --> 01:17:35.000]  Get sober now. Your private insurance may cover costs and we'll get you here. It's simple.
[01:17:35.000 --> 01:17:41.000]  Just call Elite Rehab Placement right now please. Don't wait. Your life matters to us.
[01:17:41.000 --> 01:17:51.000]  800 213 9264 800 213 9264 800 213 9264
[01:17:51.000 --> 01:17:58.000]  Call right now before it's too late. 800 213 9264
[01:17:58.000 --> 01:18:06.000]  I want to salute and commend every man woman and child that has supported this broadcast over the years and that has stood with us.
[01:18:06.000 --> 01:18:09.000]  And I want to thank all of our sponsors and all of our affiliates.
[01:18:09.000 --> 01:18:15.000]  And I'll tell you like it is. You've seen the unmitigated attack we've been under. You're our only sponsors.
[01:18:15.000 --> 01:18:21.000]  And when you don't buy the products they're absolutely the best out there. We aren't able to continue on.
[01:18:21.000 --> 01:18:28.000]  So remember you are the info war. I'm not the leader. You are the leader. When you take action nothing stops you.
[01:18:28.000 --> 01:18:33.000]  We've got giant specials running right now at infowarstore.com that are unprecedented.
[01:18:33.000 --> 01:18:38.000]  And if you go there and buy great products that you already need from across the board.
[01:18:38.000 --> 01:18:41.000]  It funds the second American Revolution worldwide.
[01:18:41.000 --> 01:18:46.000]  So I want to thank you for your support. I want to encourage you again. Go to infowarstore.com
[01:18:46.000 --> 01:18:52.000]  for whatever the product is you need. We have thousands of them and it makes this all possible.
[01:18:52.000 --> 01:19:15.000]  Thank you for making it possible. God bless you.
[01:19:22.000 --> 01:19:30.000]  $50 off the Alexa pure breeze groundbreaking iron cluster air filter technology.
[01:19:30.000 --> 01:19:37.000]  And we've got a limited quantity of these left right now. We're basically selling these at cost because there was a big overhaul.
[01:19:37.000 --> 01:19:43.000]  Go ahead and read the hundreds of five star reviews for yourself. I've got two in my home.
[01:19:43.000 --> 01:19:49.000]  You will notice the difference ladies and gentlemen with the Alexa pure breeze in your house.
[01:19:49.000 --> 01:20:01.000]  Don't live in a polluted major city in your home. Have clean air. Go to infowarstore.com.
[01:20:01.000 --> 01:20:17.000]  You're listening to the Alex Jones show.
[01:20:17.000 --> 01:20:22.000]  Welcome back to the Alex Jones show. Oh and Troy are filling in for Alex today.
[01:20:22.000 --> 01:20:26.000]  Should be back with us tomorrow. Leo Zagami is my guest.
[01:20:26.000 --> 01:20:34.000]  Now Leo just dropped a bombshell on us here. I guess you could say in the last segment and I just want to reiterate it.
[01:20:34.000 --> 01:20:41.000]  Make sure I understood it correctly. There is a certain sect of the Scottish right,
[01:20:41.000 --> 01:20:49.000]  which is linked to the Freemasons in the West, which is linked to the founding of this country that teaches at the highest levels,
[01:20:49.000 --> 01:20:58.000]  essentially that the crucifixion of Jesus was a false flag and that it was not actually Jesus that was crucified that day.
[01:20:58.000 --> 01:21:02.000]  So Leo, I can't let you say that and then not get more into it.
[01:21:02.000 --> 01:21:10.000]  Leo Zagami from LeoZagami.com. His books are at infowars.com, infowarstore.com. Leo, did I hear you right?
[01:21:10.000 --> 01:21:19.000]  Yeah, no, you heard me totally right. Of course, this will come as an heresy for many Christians and God forbid I'm taking into that direction.
[01:21:19.000 --> 01:21:28.000]  No, absolutely. I always believe that Jesus, for me, is the Lord in the sense that he incarnated God in his essence.
[01:21:28.000 --> 01:21:39.000]  But the fact that he died on the cross, that's another matter because as I, for many years, was part of the Knights Templars myself.
[01:21:39.000 --> 01:21:49.000]  I was part of this New World Order. I saw certain things and I learned certain things that in the end demonstrated that Jesus didn't die on the cross
[01:21:49.000 --> 01:21:57.000]  and that the Quran, which actually says that somebody else was sent there at the last minute, dying for him, might actually be correct.
[01:21:57.000 --> 01:22:02.000]  This doesn't mean I'm not condoning anything in regards to Islam against Christianity.
[01:22:02.000 --> 01:22:14.000]  That is completely wrong because Jesus made certain teachings very clear. And of course, these animals, like the Cardinal in Sri Lanka calls them animals because they are animals, are Muslims.
[01:22:14.000 --> 01:22:21.000]  And the religion is very combative, is a warrior caste religion.
[01:22:21.000 --> 01:22:35.000]  And of course, it has nothing to do with Jesus, who is bringing a message of peace into the world, not only of conquering the world, to then give it into the hands of God and of Jesus because even the Quran is stating that.
[01:22:35.000 --> 01:22:42.000]  In the Quran, actually, in the end times, is Jesus that comes back because Muhammad is nowhere to be seen.
[01:22:42.000 --> 01:22:53.000]  So it's Jesus who is coming back to then unify this whole show. And that's where the Muslims are hoping we are going to get the tool.
[01:22:53.000 --> 01:23:03.000]  In the meantime, I remember in the 80s, when there was this important Sufi Sheikh Nazim, he was asked what these entities were, these UFOs.
[01:23:03.000 --> 01:23:16.000]  He said very clearly that UFOs were driven by these genes, the operators of these craft, were entities, extradimensional entities called gene.
[01:23:16.000 --> 01:23:32.000]  So this inspired me also in the making of a book which I wrote and I published this year called The Invisible Master, Secret Chiefs, Unknown Superiors and the Puppet Masters, who literally pulled the strings of occult power from the alien world.
[01:23:32.000 --> 01:23:40.000]  In Mecca, there is even a mosque which is dedicated to these invisible beings, the gene.
[01:23:40.000 --> 01:23:50.000]  And if you go inside there, it seems completely empty. But if you stay there for more than 10 minutes, you will be kicked out by an invisible force.
[01:23:50.000 --> 01:24:07.000]  So hold on a second here, because this is like the next level stuff I really wanted to talk with you about today, but I almost feel like I have to ask you. I mean, if it wasn't Jesus on the cross, not who was it, but then what do they teach happen to Jesus?
[01:24:07.000 --> 01:24:25.000]  Well, there is many writings about what happened to Jesus. Some of them were destroyed during the Council of Niceaia, which was this foundation moment for Christianity, but also a moment in which some truths around Jesus were hidden away.
[01:24:25.000 --> 01:24:35.000]  It is said that he went to spend some time in Egypt. At least I found some evidence that he spent some time in Egypt before going towards the Far East.
[01:24:35.000 --> 01:24:44.000]  So what are the stories then from the Bible that talk about Jesus coming back to the apostles with his the holes in his hand?
[01:24:44.000 --> 01:24:55.000]  Well, of course, but what happens here is that we are believing in a version of events. I'm not saying that my version or the versions that have discovered during my studies are correct.
[01:24:55.000 --> 01:25:04.000]  I'm just simply saying that you're literally getting into what they teach in these higher secret societies, which by the way, you know, here's the amazing thing too, Leo.
[01:25:04.000 --> 01:25:17.000]  Well, you have people, Owen, that you can put the nails through there and they can survive because they have reached such holiness that these things don't really touch their body.
[01:25:17.000 --> 01:25:25.000]  So Jesus himself will have not been necessarily touched, but he had decided to ask that.
[01:25:25.000 --> 01:25:36.000]  That is important, but he went into the down into the land of the dead. That is also said by who believes he lived on.
[01:25:36.000 --> 01:25:44.000]  But then he went on to live and there is actually a tomb that you can find. Just Google it, Kashmir, tomb of Jesus.
[01:25:44.000 --> 01:25:58.000]  And that tomb, the specific tomb is regarded also by the Muslims as being the tomb of Jesus in the far land of Kashmir, which in this moment is also a very delicate situation.
[01:25:58.000 --> 01:26:05.000]  They're geopolitically because as we know, there is an open confrontation going on between Pakistan and India regarding Kashmir.
[01:26:05.000 --> 01:26:20.000]  And I mean, here's the thing too, you learn this for whatever reason, it's like the people that are in these occult societies that worship Satan, they really are afraid of Jesus.
[01:26:20.000 --> 01:26:26.000]  It's like the real Voldemort to them, like, oh my gosh, they shudder at the name and this has always been through history.
[01:26:26.000 --> 01:26:41.000]  But Leo, here's how I want to leave this interview because it's been so powerful. You know, it's like you talked about the invisible forces inside the Muslim mosque where you don't think there's anything there.
[01:26:41.000 --> 01:26:49.000]  But I mean, how should I say this, Leo? I mean, what is this world? This world is not what we think it is.
[01:26:49.000 --> 01:26:56.000]  I mean, you talked about the, I mean, and the other thing too is like, it leads throughout time, have always been into this.
[01:26:56.000 --> 01:26:59.000]  They've always been into the spirituality and the different realms and everything.
[01:26:59.000 --> 01:27:11.000]  But now in the 21st century, it's like that's taboo or like low IQ somehow to be into God and alternate dimensions and all this stuff when it's like the most advanced level of IQ.
[01:27:11.000 --> 01:27:17.000]  Like people that meditate their whole lives want to reach this level of enlightenment.
[01:27:17.000 --> 01:27:32.000]  And so Leo, I mean, what do you think this is? Because, I mean, when you're sitting in a room and these invisible forces are around you, they are literally occupying the same space as you just in a different dimension.
[01:27:32.000 --> 01:27:47.000]  Yes, they are. And actually I spoke with somebody who went to this mosque and was kicked out of this mosque after five minutes with the voice, basically the talk to his ear. And then he started to feel a knock here.
[01:27:47.000 --> 01:27:54.000]  He said, you're not meant to be here. You're not meant to be here. And then they completely drag him out of the place.
[01:27:54.000 --> 01:28:05.000]  I mean, the guy was not a bullshit. He was really, you know, very devout Muslim and I knew him personally so I can say that he was not alive.
[01:28:05.000 --> 01:28:17.000]  But Leo, so that's the amazing thing, though. I mean, this is the most, to me, this is the most enlightened, illuminating conversations that you can have, questioning existence, questioning our reality, asking what are these mysteries of life.
[01:28:17.000 --> 01:28:25.000]  But it's like this weird thing now where it's not even taboo. It's like low, it's like low-balling people. It's like, oh, like, that's old hat.
[01:28:25.000 --> 01:28:33.000]  Like, you're a caveman talking about creation and God. It's like, what planet do you live on?
[01:28:33.000 --> 01:28:44.000]  Well, what planet? Regarding planets and actually stars, Sirius is mentioned two times, I think, at least in the Koran. And Sirius is also something...
[01:28:44.000 --> 01:28:49.000]  All right, Leo, this has been an amazing hour. I'm going to get you back on the war room soon. We're going to do this again. Great stuff.
[01:28:49.000 --> 01:29:15.000]  LeoZagami.com. I've just got too much news I got to get to, Leo, but that was an unbelievable hour. Just great stuff.
[01:29:15.000 --> 01:29:22.000]  We're looking over us. If you're ready to flee the city to the freedom of Idaho or Montana, our Black Rifle Real Estate team is here to help.
[01:29:22.000 --> 01:29:46.000]  That's BlackRifleRealEstate.com. That's BlackRifleRealEstate.com.
[01:29:52.000 --> 01:29:57.000]  Don't risk it when you can take charge of it.
[01:30:22.000 --> 01:30:33.000]  I am patient zero in the massive banning, but you can override the censors now, and if all of our audience gets involved with hashtag Alex Jones, we are unstoppable together.
[01:30:33.000 --> 01:30:43.000]  We've already changed the world together with our laser focus. Do it again with hashtag Alex Jones on Twitter, on Facebook, on Google, on YouTube, everywhere.
[01:30:43.000 --> 01:31:08.000]  We've got a big announcement to make. We've got four or five positions in IT and a bunch of very exciting projects we want to launch.
[01:31:08.000 --> 01:31:23.000]  Do you see things going on at InfoWars that you want to make better? And if you want to really be involved in the heart of the fight against the globalist, send your resumes to techjobs.infowars.com.
[01:31:23.000 --> 01:31:28.000]  Again, we've got four or five places we want to fill and a lot of news secret projects going on.
[01:31:28.000 --> 01:31:40.000]  The point is if you want to build freedom in this country and promote free speech and you want to help InfoWars go to the next level, we want to hire you. Send your resumes to techjobs.infowars.com today.
[01:31:40.000 --> 01:31:47.000]  I look forward to meeting some of you and shaking your hand and having you jump on Millennium Falcon the start of Episode 4, because that's what you're going to be doing.
[01:31:47.000 --> 01:31:58.000]  This is the real ticket to adventure.
[01:32:17.000 --> 01:32:31.000]  Alpha Power's incredible ingredients can help you boost your sports performance or enhance your day-to-day life with ease while encouraging hormonal balance, perfect by itself or with super male vitality in the true alpha male path.
[01:32:31.000 --> 01:32:38.000]  Alpha Power can help boost performance, help maintain normal testosterone levels, support healthy cholesterol and more.
[01:32:38.000 --> 01:32:49.000]  Let Alpha Power help bring you to the peak of your optimal health. Don't fall short on energy in the fight against tyranny. Show the world what a true alpha male looks like today with Alpha Power.
[01:32:49.000 --> 01:33:17.000]  Head to InfowarsStore.com today.
[01:33:17.000 --> 01:33:29.000]  Live from the Infowars.com studios, you're listening to the Alex Jones show and now your host, Owen Shroyer.
[01:33:29.000 --> 01:33:47.000]  Powerful hour with Leo Zagami. I would have loved to have kept him on, but I've just got to get to some of this news and I've got my guest coming up in the third hour who was protesting the drag queen story time.
[01:33:47.000 --> 01:34:00.000]  But before I even get to that, I need to take care of business here and put some gas in the tank because we're running low right now and I don't even think I've plugged yet.
[01:34:00.000 --> 01:34:08.000]  So at InfowarsStore.com we still have the 50% off all apparel special happening right now. So that's expired 48 hours ago and we're still giving it to you.
[01:34:08.000 --> 01:34:26.000]  50% off all apparel at InfowarsStore.com. So all the t-shirts, which I mean I can't even keep track of all the t-shirts we have now, I mean dozens of designs to choose from, the polos, the hoodies, the ball caps, the stocking caps, we've got patches.
[01:34:26.000 --> 01:34:33.000]  It's all at InfowarsStore.com. It's all 50% off. We're basically just giving these t-shirts away right now.
[01:34:33.000 --> 01:34:52.000]  So go to InfowarsStore.com, become a billboard for Infowars in public. Wear the big giant Infowars in your face t-shirt. Become a walking, talking, alive billboard for Infowars by shopping at InfowarsStore.com and taking advantage of 50% off all apparel.
[01:34:52.000 --> 01:35:06.000]  But while you're there, don't forget to check out all the great supplements, read the reviews. We've got air filters, water filters, I mean more and more every day I'm seeing stories about, in fact I just saw a story today.
[01:35:06.000 --> 01:35:16.000]  I should have kept it, but I think it's on Drudge. See if you guys can pull it up how air pollutant levels are about to go through a real bad time.
[01:35:16.000 --> 01:35:22.000]  I don't, you know, with all the toxins in the air and then all the pollen and everything. You don't want to be breathing this stuff in.
[01:35:22.000 --> 01:35:28.000]  And so we don't want to breathe this stuff in. So we're like, hmm, okay, let's go out and find an air filter that we can put in our home.
[01:35:28.000 --> 01:35:40.000]  And so let's get the best one at the best price and let's private label it and let's sell it at InfowarsStore.com and then we can share the gift of fresh air in the home that we give to ourselves.
[01:35:40.000 --> 01:35:49.000]  There's the story from USA Today. Bad air is on the rise and then they have a list of, I guess, all the most polluted cities.
[01:35:49.000 --> 01:35:57.000]  And of course now the studies have come out that your home is as polluted with toxins in the air as the average metropolitan city.
[01:35:57.000 --> 01:36:03.000]  So don't live like that. Go to InfowarsStore.com, get the Alexa Pure Breeze, the best air filters.
[01:36:03.000 --> 01:36:16.000]  Money can buy at InfowarsStore.com. I've got two in my home. I absolutely enjoy them. I would not, I would not occupy any other domicile without an Alexa Pure Breeze. Absolutely.
[01:36:16.000 --> 01:36:25.000]  It's a must have. So are the water filters at InfowarsStore.com. And again, your support at InfowarsStore.com makes everything possible.
[01:36:25.000 --> 01:36:36.000]  All right, now let me just dive in to the stacks of news that I have here. No rhyme or reason particularly.
[01:36:36.000 --> 01:36:43.000]  I'm just going to start picking up stories and getting into it. Now this is actually incredible as Alex's NDC, the ACLU.
[01:36:43.000 --> 01:36:51.000]  You know, I was reading this and covering this and I have another story about this right here.
[01:36:51.000 --> 01:36:59.000]  You know, how do you even, how do I even properly cover this? I mean, it's the same thing like we have a wide open border.
[01:36:59.000 --> 01:37:05.000]  Now I've got news on that I'll get to here too. Wide open border guns coming across, drugs coming across, human trafficking.
[01:37:05.000 --> 01:37:12.000]  I mean, it's all going on. Hey, nothing to see here. Don't build that wall. No national emergency. And it's Trump's fault actually.
[01:37:12.000 --> 01:37:19.000]  Somehow it's Trump's fault too. You know what I mean? So that's as insane as it gets.
[01:37:19.000 --> 01:37:29.000]  I mean, you just look at that. It's basic common sense. You have a border. You have a country. You have a border. We have no border.
[01:37:29.000 --> 01:37:41.000]  And then we also pay for everyone to come here. And then we pay them when they get here. It's madness that this is happening.
[01:37:41.000 --> 01:37:56.000]  It's maddening. And Americans are fed up with it. But I'm not even sure what's worse. Is it that you have, to me, by the actual US code, these are treasonous politicians.
[01:37:56.000 --> 01:38:02.000]  These Democrats are committing treason by the US code, allowing these non-citizens to come into this country.
[01:38:02.000 --> 01:38:10.000]  They're killing people. They're spreading disease. They're committing crimes. It's all in the US code. And the Democrats are committing treason.
[01:38:10.000 --> 01:38:17.000]  Now, I don't know how many times I have to highlight this, and I'm not going to make the crew go grab the actual document from my desk.
[01:38:17.000 --> 01:38:26.000]  I covered it in Osium. But it's like, okay, so there's one level of just total insanity that we're enduring, but I'm not sure what's worse.
[01:38:26.000 --> 01:38:34.000]  So you have the 2020 census coming up. President Trump says, I just want to have a question on the census that says, are you a US citizen?
[01:38:34.000 --> 01:38:45.000]  And the average response would be, that's not on there already. And of course it was. It was on the census for 200 years until those Democrats got ahold of it.
[01:38:45.000 --> 01:38:55.000]  And they took it off. And so the Supreme Court is about to hear this. And justices seem ready to, okay, asking citizenship on census.
[01:38:55.000 --> 01:39:08.000]  Well, of course. And here's the thing. They've already run through all the loops and all the hoops and all the red tape with these damn treasonous Democrats who want to bring in the third world population to vote them into power.
[01:39:08.000 --> 01:39:20.000]  They already wrote all the laws. No other government bureaucracy, not the IRS, not the CIA, not the border patrol, not ICE, nothing.
[01:39:20.000 --> 01:39:30.000]  No one can use the US census. It cannot be used. It's already written into law. It's all confidential and it can only be used by the Census Bureau.
[01:39:30.000 --> 01:39:36.000]  If anyone else uses that data, they're criminally charged. So they've already written all of this into law.
[01:39:36.000 --> 01:39:42.000]  And what are the Democrats saying now? Even though they've already written the laws, these people are insane. They write the laws.
[01:39:42.000 --> 01:39:47.000]  They already have all the laws on the books and then they keep bitching about the problem they already wrote the laws about.
[01:39:47.000 --> 01:39:59.000]  They say, oh, ACLU, the ACLU, we can't have a citizenship question on the test. Then ICE is going to use it to arrest noncitizens.
[01:39:59.000 --> 01:40:05.000]  Well, okay, first you say, uh, so wait a second, you're now openly supporting criminals.
[01:40:05.000 --> 01:40:11.000]  I mean, you're now openly supporting lawlessness and they are, but that's not even the problem.
[01:40:11.000 --> 01:40:17.000]  So sure, it's one level of insanity that you now openly support crime.
[01:40:17.000 --> 01:40:22.000]  But let's just leapfrog the fact that you now openly support criminals in this country.
[01:40:22.000 --> 01:40:33.000]  And let's now go to the point that you don't even want a question, you're so brain dead, you're so committed to your treason and your political correct insanity.
[01:40:33.000 --> 01:40:36.000]  You don't even want a question on the census that asks, are you a citizen?
[01:40:36.000 --> 01:40:42.000]  So we have no idea how many people are in this country illegally. And you know, I don't know how much I want to get into this.
[01:40:42.000 --> 01:40:47.000]  In fact, screw it. I'm just going to do it here on air. This is what I'm going to do. Here's what you need to do, folks.
[01:40:47.000 --> 01:40:52.000]  And I already know census workers, so I'm just going to do that. I'm blasting this out to everyone, so it's about to go around.
[01:40:52.000 --> 01:41:00.000]  Everyone's going to hear this now. You need to sign up to be a census worker and go work the census.
[01:41:00.000 --> 01:41:10.000]  And I've talked to census workers. You know what they tell me? They are stunned how many noncitizens they find that are living in their neighborhood.
[01:41:10.000 --> 01:41:18.000]  Stunned. Stunned. And I've already put the idea in some people's heads. I'm just putting it out there now.
[01:41:18.000 --> 01:41:26.000]  Sign up, work for the Census Bureau. And I think you know where I'm going with this. Don't do anything illegal.
[01:41:26.000 --> 01:41:36.000]  But you want to see how bad it really is? Work for the Census in 2020. You'll be stunned.
[01:41:36.000 --> 01:41:42.000]  But they don't want to know. They don't want this problem to be solved. They want illegal immigration.
[01:41:42.000 --> 01:41:46.000]  They want them to stay here. They want more welfare. They want to break this country's back.
[01:41:46.000 --> 01:41:51.000]  Why? Your guess is as good as mine. These people are Satanists. They're treasonists. They hate people. They're blackmailed.
[01:41:51.000 --> 01:41:57.000]  I don't know what their problem is. They're just programmed this way. By the intelligent design. This is just the battle we have to fight.
[01:41:57.000 --> 01:42:07.000]  But here's the ACLU to fight against the citizenship question on the 2020 Census. And they've got a line of people.
[01:42:07.000 --> 01:42:16.000]  Someone needs to go to D.C. and bullhorn these people. I mean, what do you do? What do you do with the Democrat Party that doesn't want to have a border
[01:42:16.000 --> 01:42:28.000]  and doesn't want to have a citizenship question on the 2020 Census? You want to save the country? You'd lock them all up.
[01:42:28.000 --> 01:42:38.000]  They're committing open treason. This is an open and shut case. Any legal team or prosecuting attorney or president of the United States
[01:42:38.000 --> 01:42:46.000]  that has the Cajones to do it, could do it tomorrow. They're committing open treason against this country. But guess what?
[01:42:46.000 --> 01:42:53.000]  They're about to show you their true colors. When the Supreme Court says, yeah, you can ask citizenship on the Census,
[01:42:53.000 --> 01:42:57.000]  they're going to go into complete tirades for non-citizens.
[01:42:57.000 --> 01:43:04.000]  Stacey, in the great state of Texas, in FEMA Region 6, you're on the air worldwide, Stacey.
[01:43:04.000 --> 01:43:09.000]  Good to talk to you. Before I get into what I want to say, I just want to let you know that I don't normally take vitamins at all.
[01:43:09.000 --> 01:43:16.000]  I was turned on to the ultimate female force. I looked at all the ingredients and they're all organic, root, things like that that I trust.
[01:43:16.000 --> 01:43:22.000]  You know, because I've seen a lot of other vitamins, they don't have things that they say that they have in them, and they're often not things that are natural.
[01:43:22.000 --> 01:43:23.000]  I appreciate that.
[01:43:23.000 --> 01:43:25.000]  Well, what happened with ultimate female force? Tell us about it.
[01:43:25.000 --> 01:43:30.000]  Well, it's really great. You know, it's like a multivitamin. I take it. It tastes good. It doesn't have that nasty aftertaste.
[01:43:30.000 --> 01:43:36.000]  It actually has kind of a pleasant aftertaste. And, you know, it just gives me energy and fuels me throughout the day, so I really like it.
[01:43:36.000 --> 01:43:43.000]  Well, just so you know, we look at whatever the best herbs are, they're known to turbo-charge women, and then we get the organic ones and put it in it.
[01:43:43.000 --> 01:43:50.000]  So, yeah, stamina, libido, energy, these are amazing things in ultimate female force, so I'm glad you plugged it.
[01:43:50.000 --> 01:44:00.000]  m4store.com or triple-A-2533139.
[01:44:21.000 --> 01:44:35.000]  Now, due to the establishment trying to block that, we did more research and secured more of the deep-earth crystals of nascent iodine.
[01:44:35.000 --> 01:44:49.000]  But chemists, scientists, and others showed us the research that by combining it with three other compounds, two forms of iodine and vitamin C, it supercharges it and makes it even more bioavailable.
[01:44:49.000 --> 01:44:53.000]  Ladies and gentlemen, you want to research it, you want to see it, it's an incredible discovery.
[01:44:53.000 --> 01:45:19.000]  X3, now available at m4store.com.
[01:45:24.000 --> 01:45:36.000]  InfoWarsLife's cutting-edge formula only brings you the highest quality organic and clinically studied ingredients.
[01:45:36.000 --> 01:45:51.000]  Cheap prebiotic fibers are used up only at the beginning of the colon, but our premium organic acacia fiber is slowly digested by the good bacteria throughout the entire colon for maximum prebiotic effect.
[01:45:51.000 --> 01:45:57.000]  Head to infowarslife.com or call 1-888-253-3139.
[01:46:22.000 --> 01:46:27.000]  But I want to be a market leader and I want you to have storeable food so it's a total win-win.
[01:46:27.000 --> 01:46:33.000]  We have those incredible sell prices back at m4store.com on m4 select storeable foods.
