[00:00.000 --> 00:25.000]  The
[1:01:32.000 --> 1:01:36.000]  If he can profit from your death, he will.
[1:01:36.000 --> 1:01:38.000]  And then he'll totally forget that you died.
[1:01:38.000 --> 1:01:41.000]  You will have served your profession and are no longer relevant.
[1:01:41.000 --> 1:01:45.000]  He is trying to kill New York City.
[1:01:48.000 --> 1:01:50.000]  Oh, son of a bitch.
[1:01:52.000 --> 1:01:54.000]  Dependency.
[1:01:54.000 --> 1:01:56.000]  Domestication.
[1:01:56.000 --> 1:02:00.000]  In the real world, ignorance is not bliss.
[1:02:00.000 --> 1:02:02.000]  It's enslavement and it's death.
[1:02:02.000 --> 1:02:06.000]  The globalists are teaching us all that we're non-essential.
[1:02:06.000 --> 1:02:09.000]  With automation, they're bringing in a world that doesn't empower humanity,
[1:02:09.000 --> 1:02:11.000]  but makes us obsolete.
[1:02:11.000 --> 1:02:13.000]  But we're not obsolete. We don't have to listen to them.
[1:02:13.000 --> 1:02:15.000]  We can farm again. We can garden.
[1:02:15.000 --> 1:02:17.000]  We can become self-sufficient.
[1:02:17.000 --> 1:02:20.000]  But first, we've got to learn to stand up politically for ourselves,
[1:02:20.000 --> 1:02:22.000]  and we need to become self-sufficient.
[1:02:22.000 --> 1:02:27.000]  That begins with water filtration to take control of that from the globalists
[1:02:27.000 --> 1:02:30.000]  and their fluoride and their dumbing down agenda,
[1:02:30.000 --> 1:02:32.000]  and with storeable food.
[1:02:32.000 --> 1:02:34.000]  And we have it all, the highest quality, the highest rated,
[1:02:34.000 --> 1:02:37.000]  at the lowest prices at m4warstore.com.
[1:02:37.000 --> 1:02:41.000]  Take action now. You cannot lose unless you do not take action.
[1:02:41.000 --> 1:02:44.000]  We have the best water filtration, the best storeable food,
[1:02:44.000 --> 1:02:46.000]  and it funds the m4war.
[1:02:46.000 --> 1:02:48.000]  Take action now while you still can.
[1:02:48.000 --> 1:02:58.000]  Become prepared. Become self-sufficient now at m4warstore.com.
[1:02:58.000 --> 1:03:05.000]  Let me tell you how it will be.
[1:03:05.000 --> 1:03:12.000]  There's one for you, nineteen for me.
[1:03:12.000 --> 1:03:15.000]  Because I'm the tax man.
[1:03:15.000 --> 1:03:20.000]  All right, folks, we are now into hour number two.
[1:03:20.000 --> 1:03:24.000]  And when I tell you something seismic, I don't get up here on air
[1:03:24.000 --> 1:03:30.000]  and tell you something just to act like it's a big deal when it's not.
[1:03:30.000 --> 1:03:32.000]  Again, I'm Alex Schoen, your host.
[1:03:32.000 --> 1:03:37.000]  Thanks for joining us here in the second hour.
[1:03:37.000 --> 1:03:41.000]  Communist China is deep in bed with the globalists.
[1:03:41.000 --> 1:03:45.000]  The globalists left in America put Mao Zedong in power in 49.
[1:03:45.000 --> 1:03:50.000]  China is a project of the big corporations and the globalists
[1:03:50.000 --> 1:03:53.000]  to have something to counter the American system,
[1:03:53.000 --> 1:03:57.000]  a free market and family and wealth and a big middle class
[1:03:57.000 --> 1:04:02.000]  and an open society that the authoritarians can't compete with.
[1:04:02.000 --> 1:04:06.000]  If you go back to the British in 1775, 1776,
[1:04:06.000 --> 1:04:11.000]  it was in the front page of the major newspapers in London.
[1:04:11.000 --> 1:04:13.000]  The Times.
[1:04:13.000 --> 1:04:18.000]  I've seen copies of it, museums, about the American system.
[1:04:18.000 --> 1:04:22.000]  And if we let the colonies do what they want and not be under their control,
[1:04:22.000 --> 1:04:25.000]  everybody's going to want to move there and not be under our control.
[1:04:25.000 --> 1:04:26.000]  We won't have an monopoly.
[1:04:26.000 --> 1:04:30.000]  And once it became a country, they said, oh my God, the American system, we can't beat it.
[1:04:30.000 --> 1:04:32.000]  We need centralization.
[1:04:32.000 --> 1:04:35.000]  We need authoritarianism.
[1:04:35.000 --> 1:04:42.000]  And so Communist China is a autocratic, top-down, legalistic system.
[1:04:42.000 --> 1:04:46.000]  And that's what the big corporations have allied with.
[1:04:46.000 --> 1:04:51.000]  And so when you have top scientists, whistleblowers from the WHO
[1:04:51.000 --> 1:04:59.000]  Virus Tracking Center in Hong Kong come out like she did on Tucker Carlson last night
[1:04:59.000 --> 1:05:02.000]  and it gets censored by mainstream news.
[1:05:02.000 --> 1:05:04.000]  It is simply incredible.
[1:05:04.000 --> 1:05:12.000]  The article's up on infowars.com, breaking Facebook,
[1:05:12.000 --> 1:05:17.000]  censor Tucker interview with Chinese scientists reporting that China intentionally
[1:05:17.000 --> 1:05:20.000]  released Wuhan virus and that it's man-made.
[1:05:20.000 --> 1:05:26.000]  In the last hour, we just went over all of the evidence that it is man-made and why
[1:05:26.000 --> 1:05:30.000]  and what the motive is for all of it.
[1:05:30.000 --> 1:05:33.000]  So that's a big deal.
[1:05:33.000 --> 1:05:38.000]  And if we expose the deep state working with China did this and that China's open for
[1:05:38.000 --> 1:05:42.000]  business but we aren't and the Democrats want to keep us shut down, it's came over for them.
[1:05:42.000 --> 1:05:45.000]  Their whole system is to get rid of the middle class, get rid of small businesses,
[1:05:45.000 --> 1:05:49.000]  get rid of families so that we're all slaves.
[1:05:49.000 --> 1:05:51.000]  That's their game plan.
[1:05:51.000 --> 1:05:54.000]  And that's why I believe in self-sufficiency.
[1:05:54.000 --> 1:06:00.000]  And I see multi-hundred percent increases in firearms ownership and guns sold out everywhere
[1:06:00.000 --> 1:06:08.000]  and people getting it, but just as important as guns is water filtration and food.
[1:06:08.000 --> 1:06:13.000]  And of course, more important is the relationship with God.
[1:06:13.000 --> 1:06:18.000]  But I wanted to get Keith Bessemer, the president of my Patreon supply on,
[1:06:18.000 --> 1:06:22.000]  that you can find their whole selection at the lowest prices at infowars.com.
[1:06:22.000 --> 1:06:24.000]  I want to get him on for this segment and the next.
[1:06:24.000 --> 1:06:29.000]  He's a busy guy because I've got a big old folder here on food starvation
[1:06:29.000 --> 1:06:33.000]  and the fact that Wuhan virus isn't killing everybody.
[1:06:33.000 --> 1:06:37.000]  COVID-19 is not killing everybody, but the lockdown is and the chain reactions.
[1:06:37.000 --> 1:06:42.000]  And I had the owner of the company here a few days ago and we were talking about this
[1:06:42.000 --> 1:06:46.000]  because I'm getting this from our vitamin and mineral suppliers, how things are breaking down
[1:06:46.000 --> 1:06:49.000]  and how we're trying to order stuff and we can't get it.
[1:06:49.000 --> 1:06:52.000]  And I've talked to people that I know that own furniture factories and stuff
[1:06:52.000 --> 1:06:54.000]  and they can't get the warehouses to ship it.
[1:06:54.000 --> 1:06:56.000]  And so it causes a depression here.
[1:06:56.000 --> 1:06:58.000]  It causes mass death in the third world.
[1:06:58.000 --> 1:07:04.000]  And yes, I'm trying to fund a operation selling things that I know are high quality and you need.
[1:07:04.000 --> 1:07:07.000]  I went out and got the best storeable food company.
[1:07:07.000 --> 1:07:10.000]  I went out and got folks that would deliver it to you.
[1:07:10.000 --> 1:07:13.000]  And back a few months ago when all the other companies were sold out
[1:07:13.000 --> 1:07:15.000]  and telling you they had it on hand, but they didn't, we told you,
[1:07:15.000 --> 1:07:18.000]  no, it's six weeks for delivery and you got your high quality food.
[1:07:18.000 --> 1:07:20.000]  Well, now there's a call before the storm, I believe,
[1:07:20.000 --> 1:07:22.000]  and it's one to two weeks to get it shipped to you now.
[1:07:22.000 --> 1:07:27.000]  They've got the food, four or five factories, distribution centers.
[1:07:27.000 --> 1:07:30.000]  It's more than that now because we're one of the distribution centers here in Austin,
[1:07:30.000 --> 1:07:34.000]  but you need to get your storeable food in now and that funds the info war.
[1:07:34.000 --> 1:07:39.000]  So it's like a donation you give, but you get high quality food packed very well, high quality.
[1:07:39.000 --> 1:07:40.000]  A lot of it tastes like gourmet food.
[1:07:40.000 --> 1:07:41.000]  The rest of it tastes okay.
[1:07:41.000 --> 1:07:43.000]  Compared to other storeable food I've gotten, it's amazing.
[1:07:43.000 --> 1:07:47.000]  And the price, which is incredible, is I paid way more for stuff that isn't as good.
[1:07:47.000 --> 1:07:51.000]  So that's why they've gone from being a new company 14 years ago to being the top storeable food company in the U.S.
[1:07:51.000 --> 1:07:53.000]  because of quality, because of great service.
[1:07:53.000 --> 1:07:55.000]  And we really appreciate Keith Beston.
[1:07:55.000 --> 1:07:56.000]  We're joining us in this segment.
[1:07:56.000 --> 1:07:57.000]  And the next.
[1:07:57.000 --> 1:08:02.000]  But Keith, I've got literally probably 40 articles here dealing with what's happening.
[1:08:02.000 --> 1:08:06.000]  People need to get this checkbox checked off of storeable food.
[1:08:06.000 --> 1:08:07.000]  They need to do it now.
[1:08:07.000 --> 1:08:11.000]  So I haven't talked to you since you were on five, six months ago.
[1:08:11.000 --> 1:08:12.000]  I just appreciate you coming on today.
[1:08:12.000 --> 1:08:14.000]  Sorry I got you on late.
[1:08:14.000 --> 1:08:19.000]  What do you want to impart to folks about food and getting prepared right now?
[1:08:19.000 --> 1:08:22.000]  Because I know that you guys are about to have to go up in prices.
[1:08:22.000 --> 1:08:23.000]  I was talking to Matt.
[1:08:23.000 --> 1:08:24.000]  He's not sure.
[1:08:24.000 --> 1:08:25.000]  Two months, three months.
[1:08:25.000 --> 1:08:26.000]  He's already gone up so much.
[1:08:26.000 --> 1:08:30.000]  Matt was telling me you guys are basically selling food very close to cost right now.
[1:08:30.000 --> 1:08:33.000]  And so people better get their orders in right now.
[1:08:33.000 --> 1:08:40.000]  You said you've got 40 pages sitting in your folder there of what's happening with supply chain being thin and such.
[1:08:40.000 --> 1:08:49.000]  We have been working for about what, eight months now with 120 different suppliers that help us put our food kits together.
[1:08:49.000 --> 1:08:51.000]  Water filtration products too.
[1:08:51.000 --> 1:08:55.000]  And that's been a struggle each and every day because it's like whack-a-mole.
[1:08:55.000 --> 1:09:00.000]  Once you solve the problem of a potato shortage, which is the thing I think you and I talked about six months ago.
[1:09:00.000 --> 1:09:02.000]  Beef has been a constant problem.
[1:09:02.000 --> 1:09:04.000]  Then comes in bananas.
[1:09:04.000 --> 1:09:05.000]  Then comes in green beans.
[1:09:05.000 --> 1:09:09.000]  This is an everyday event because of all the disruption.
[1:09:09.000 --> 1:09:10.000]  Go and quarantine.
[1:09:10.000 --> 1:09:11.000]  Stop your job.
[1:09:11.000 --> 1:09:12.000]  Don't go to work.
[1:09:12.000 --> 1:09:13.000]  Stop your life.
[1:09:13.000 --> 1:09:14.000]  Crash an economy.
[1:09:14.000 --> 1:09:24.000]  This has just buckled the system where we have to struggle to get the raw materials to put together our long-term emergency food kits.
[1:09:24.000 --> 1:09:30.000]  Where we have to struggle to put together a quality water filtration product like the Alexa Pure Pro.
[1:09:30.000 --> 1:09:36.000]  Where the filters and the water containers, replacement parts, the stands, all of that.
[1:09:36.000 --> 1:09:38.000]  That's what you even told me a month ago.
[1:09:38.000 --> 1:09:39.000]  Just stop promoting it.
[1:09:39.000 --> 1:09:40.000]  We can't even get them in.
[1:09:40.000 --> 1:09:41.000]  I mean, it's just a breakdown.
[1:09:41.000 --> 1:09:42.000]  Right.
[1:09:42.000 --> 1:09:43.000]  Right.
[1:09:43.000 --> 1:09:44.000]  We got them in.
[1:09:44.000 --> 1:09:45.000]  We've worked hard.
[1:09:45.000 --> 1:09:47.000]  And as you said, there's a little all right now.
[1:09:47.000 --> 1:09:54.000]  At one point in this peak, we were seeing orders 100 times normal of what you would see in a day.
[1:09:54.000 --> 1:09:56.000]  It took us a while to work through that.
[1:09:56.000 --> 1:09:57.000]  The whole organization didn't stop.
[1:09:57.000 --> 1:09:58.000]  It worked weekends.
[1:09:58.000 --> 1:09:59.000]  It worked nights.
[1:09:59.000 --> 1:10:00.000]  We went to three ships.
[1:10:00.000 --> 1:10:07.000]  We opened up two additional warehouses in Florida and Texas this year just to distribute, ship the product.
[1:10:07.000 --> 1:10:11.000]  We contacted and set up other food manufacturing plants.
[1:10:11.000 --> 1:10:12.000]  We've been nonstop working.
[1:10:12.000 --> 1:10:18.000]  We've caught up pretty much now to where you're seeing shipments in about one to two weeks.
[1:10:18.000 --> 1:10:19.000]  That's the lull.
[1:10:19.000 --> 1:10:21.000]  But it's been picking up, Alex.
[1:10:21.000 --> 1:10:23.000]  It's been picking up the last couple of months.
[1:10:23.000 --> 1:10:27.000]  Now's the time to get those items you talk about each and every day.
[1:10:27.000 --> 1:10:28.000]  The food and the water.
[1:10:28.000 --> 1:10:30.000]  That makes yourself reliant.
[1:10:30.000 --> 1:10:33.000]  And that's going to help you through whatever is coming up next.
[1:10:33.000 --> 1:10:36.000]  Natural disaster, political, social unrest.
[1:10:36.000 --> 1:10:37.000]  You name it.
[1:10:37.000 --> 1:10:38.000]  You know something's coming.
[1:10:38.000 --> 1:10:40.000]  The time's now to act.
[1:10:40.000 --> 1:10:45.000]  Well, here's the New York Times headline from September.
[1:10:45.000 --> 1:10:47.000]  The other way COVID will kill hunger.
[1:10:47.000 --> 1:10:48.000]  No, it's not COVID.
[1:10:48.000 --> 1:10:55.000]  It's the lockdown that's causing the killing.
[1:10:55.000 --> 1:11:01.000]  All I know is whether Trump wins or loses, the depression they've triggered is going to get serious.
[1:11:01.000 --> 1:11:07.000]  And if we're already seeing serious recessionary and depression activities here, it's going to be really bad.
[1:11:07.000 --> 1:11:12.000]  In the third world, it just seems like the most common sense thing to do is to get storeable food.
[1:11:12.000 --> 1:11:14.000]  And you guys have got the best storeable food out there.
[1:11:14.000 --> 1:11:18.000]  I think people should act right now so they get it in one to two weeks and not wait.
[1:11:18.000 --> 1:11:20.000]  Because I think with the civil unrest, it's going to come with Trump.
[1:11:20.000 --> 1:11:25.000]  I think with whatever unfolds with that, I think we're going to see some really crazy stuff.
[1:11:25.000 --> 1:11:27.000]  Well, we've got it, Alex.
[1:11:27.000 --> 1:11:28.000]  And we're making it easy.
[1:11:28.000 --> 1:11:31.000]  You know, right now we've got a special that's going to run for five days.
[1:11:31.000 --> 1:11:33.000]  So it's going to run through Monday, then it's going to end.
[1:11:33.000 --> 1:11:38.000]  And here's how you can save $100, and I believe what I'm saying, save $100.
[1:11:38.000 --> 1:11:41.000]  By the way, we didn't talk before because I was talking to Matt.
[1:11:41.000 --> 1:11:44.000]  Couldn't do specials because he told me, show me the numbers.
[1:11:44.000 --> 1:11:45.000]  I mean, I'm making like 10%.
[1:11:45.000 --> 1:11:46.000]  He was making nothing.
[1:11:46.000 --> 1:11:47.000]  You've got a special.
[1:11:47.000 --> 1:11:48.000]  I didn't know you were going to do this special.
[1:11:48.000 --> 1:11:49.000]  Tell us about it.
[1:11:49.000 --> 1:11:50.000]  Certainly, certainly.
[1:11:50.000 --> 1:11:55.000]  We've been working with the suppliers to do this because everything's been selling basically for full price all year.
[1:11:55.000 --> 1:11:57.000]  We're going to do a special just for five days.
[1:11:57.000 --> 1:11:58.000]  By the way, that sounds like a gimmick.
[1:11:58.000 --> 1:12:01.000]  I swear on my children, I didn't know they were going to do a special.
[1:12:01.000 --> 1:12:03.000]  Because I really pushed Matt to do a special.
[1:12:03.000 --> 1:12:04.000]  He said he couldn't do it.
[1:12:04.000 --> 1:12:06.000]  So you're springing this on me right now.
[1:12:06.000 --> 1:12:08.000]  I'm giving it to you right now.
[1:12:08.000 --> 1:12:14.000]  $100 four-week emergency food kit with all the stuff that you need, 2,000 calories per day.
[1:12:14.000 --> 1:12:16.000]  It's going to cover you for 30 days.
[1:12:16.000 --> 1:12:24.000]  The stuff that sits on the shelf for up to 25 years, ready for next week, ready for next year, ready for the next decade, whatever's around the corner.
[1:12:24.000 --> 1:12:27.000]  It's preparewithalex.com.
[1:12:27.000 --> 1:12:28.000]  We're going to make this real simple.
[1:12:28.000 --> 1:12:31.000]  We're going to put the food and the water next to each other with two specials.
[1:12:31.000 --> 1:12:32.000]  I want to tell you about it right now.
[1:12:32.000 --> 1:12:34.000]  Preparewithalex.com.
[1:12:34.000 --> 1:12:41.000]  You go, you will get $100 off that four-week emergency food kit that's going to ship out sometime in the next week or two.
[1:12:41.000 --> 1:12:42.000]  So plenty of time.
[1:12:42.000 --> 1:12:44.000]  Okay, let me explain this.
[1:12:44.000 --> 1:12:45.000]  We'll come back.
[1:12:45.000 --> 1:12:46.000]  Now I get it.
[1:12:46.000 --> 1:12:47.000]  Here's what's happening.
[1:12:47.000 --> 1:12:49.000]  The communist Chinese, I've got a stack of articles.
[1:12:49.000 --> 1:12:50.000]  I'll explain when we come back.
[1:12:50.000 --> 1:12:51.000]  Stay with us.
[1:12:51.000 --> 1:12:57.000]  It was in the Telecommunications Act of 1996 that all new cell phones would track your GPS location.
[1:12:57.000 --> 1:13:03.000]  I read from the federal law and listeners couldn't believe me because that was un-American.
[1:13:03.000 --> 1:13:09.000]  Now the media admits that almost every app and every company that are on Apple and on Droids,
[1:13:09.000 --> 1:13:15.000]  don't just track your location, but your surfing history, where you go, who you talk to, your relationships,
[1:13:15.000 --> 1:13:20.000]  and they all share the data with each other of what you're doing on the apps as well,
[1:13:20.000 --> 1:13:26.000]  including having apps turn on and listen to what you're saying just like Siri or Alexa do
[1:13:26.000 --> 1:13:33.000]  and then putting databases, transcripts of everything you say into those systems to be saved forever.
[1:13:33.000 --> 1:13:38.000]  Your phone is spying on you and companies are generating secret surveillance scores based on information.
[1:13:38.000 --> 1:13:41.000]  This is the Global Chinese Communist Social Credit Score.
[1:13:41.000 --> 1:13:48.000]  Get your protection privacy pockets at infowarstore.com and cut Big Brother off dead in his filthy tracks.
[1:13:48.000 --> 1:13:50.000]  infowarstore.com
[1:13:50.000 --> 1:13:56.000]  A little more than a decade ago, it happened in Salt Lake City, Utah.
[1:13:56.000 --> 1:14:03.000]  The public came out on a very clear day and looked up more than 60,000 feet and saw what they thought was a giant UFO.
[1:14:03.000 --> 1:14:08.000]  It was actually a large DARPA government surveillance blimp.
[1:14:08.000 --> 1:14:11.000]  There were thousands of phone calls made in the police department.
[1:14:11.000 --> 1:14:14.000]  Newspapers, TV stations thinking it was an alien craft.
[1:14:14.000 --> 1:14:17.000]  When the public was told that it was a blimp, they didn't want to believe it.
[1:14:17.000 --> 1:14:23.000]  You see, they had already told them it was a UFO, so they had cognitive distance.
[1:14:23.000 --> 1:14:27.000]  It's kind of like the fact that COVID-19 is hundreds of times weaker than the flu,
[1:14:27.000 --> 1:14:33.000]  but people still want to live in fear and wear a mask outside even in their cars, even in their houses.
[1:14:33.000 --> 1:14:35.000]  Well, it happened again over New Jersey yesterday.
[1:14:35.000 --> 1:14:42.000]  The Goodyear Blimp was out there with a big gumbo-tron TV screen on the side of it and had flashing lights on just like an airplane.
[1:14:42.000 --> 1:14:48.000]  The public thought it was a UFO, and now the public still believes it was a UFO, and now they were told it wasn't.
[1:14:48.000 --> 1:14:51.000]  You see, that's called a highly suggestible group of slaves.
[1:14:51.000 --> 1:15:13.000]  You're listening to the Alex Jones Show.
[1:15:13.000 --> 1:15:21.000]  You can run on for a long time.
[1:15:21.000 --> 1:15:27.000]  And I'm going to just salute Keith Messimer and the folks at my Patreon supply, because they've been a sponsor for 13 years.
[1:15:27.000 --> 1:15:31.000]  They've been around 14 years. They were immediately bought up some of the bigger, better companies.
[1:15:31.000 --> 1:15:37.000]  We immediately got good feedback. I did one a bunch of food sponsors. I wanted one good one I could trust. I got them.
[1:15:37.000 --> 1:15:45.000]  So we sell their whole food line at m4sword.com. But because of the Communist Chinese attacks on our servers,
[1:15:45.000 --> 1:15:50.000]  and where you've got to put in a little code to prove you're a human to get in and the rest of it,
[1:15:50.000 --> 1:15:56.000]  just decimating the amount of folks that get into m4sword.com to buy the books, the films, the water filtration, the supplements,
[1:15:56.000 --> 1:16:00.000]  I called them a few weeks ago and I said, look, we're under this attack.
[1:16:00.000 --> 1:16:04.000]  Can you just set up a URL for us and then we get a percentage of the sales we get?
[1:16:04.000 --> 1:16:08.000]  We've got to move in. That's just not even having our websites anymore. I mean, we're under this level of attack.
[1:16:08.000 --> 1:16:13.000]  And they weren't sure they could even do it in a month. Boom.
[1:16:13.000 --> 1:16:16.000]  I've been busy. The guy that normally handles this is out sick.
[1:16:16.000 --> 1:16:22.000]  So I'm on air to say, hey, we've got m4sword.com. They're about to have to raise prices, get the full list of my Patreon supply.
[1:16:22.000 --> 1:16:30.000]  m4sword.com, go get a deal there. And Keith Messimer, the president of my Patreon goes, oh, no, no, we got it done for you.
[1:16:30.000 --> 1:16:41.000]  And so a discount on top of everything at a special URL that leads you to a special page, $170 discount on something that's already the best price you're going to find.
[1:16:41.000 --> 1:16:46.000]  So again, I'm learning about this as you do. No excuse. Get prepared and it funds the m4.
[1:16:46.000 --> 1:16:51.000]  So Keith, you've got the floor here. Sorry, I got you on late. Tell folks about the specialist running right now.
[1:16:51.000 --> 1:16:56.000]  This is unprecedented because you guys already have the lowest price for the quality of food you've got that's well-known in the industry.
[1:16:56.000 --> 1:17:00.000]  So I don't know. Thanks for launching this. I'm very excited. Tell folks about it.
[1:17:00.000 --> 1:17:04.000]  No, we're excited about it because it just got launched about an hour ago here.
[1:17:04.000 --> 1:17:08.000]  So the three things are the air, the food and the water.
[1:17:08.000 --> 1:17:17.000]  We talked about the food and the first time we've been able to run a sale or a special all year because we worked so hard with the suppliers to get the $100 savings.
[1:17:17.000 --> 1:17:23.000]  That's exclusive right now with preparewithalex.com. Then there's the water and this is just as important.
[1:17:23.000 --> 1:17:33.000]  You only come with three days without water. This is a kit we've never offered before that could help support the InfoWare and for your viewers, your listeners, Alex.
[1:17:33.000 --> 1:17:39.000]  It's the Alexa Pure Pro that you always hear about and that always comes with one filter that filters up to 5,000 gallons.
[1:17:39.000 --> 1:17:44.000]  Well, we've kind of amped this up just like that sports car you were talking about there 20 minutes ago, the Shelby and all.
[1:17:44.000 --> 1:17:49.000]  We've amped this baby up where you can put four filters into the Alexa Pure Pro.
[1:17:49.000 --> 1:17:57.000]  So this thing can flow with gravity, I mean, no electricity and purified up to 20,000 gallons of water.
[1:17:57.000 --> 1:18:04.000]  It's on a nice stand that comes included in this kit. You can put some of the water into a collapsible water storage container.
[1:18:04.000 --> 1:18:11.000]  And we've even given you replacement parts because, hey, you might need to be using this thing for weeks, months, years, you know, things wear out.
[1:18:11.000 --> 1:18:13.000]  We've got replacement parts in there.
[1:18:13.000 --> 1:18:23.000]  Today, on this site, PrepareWithAlex.com, the Alexa Pure Pro ultimate kit is with $170 savings.
[1:18:23.000 --> 1:18:26.000]  So that's all sitting there as well. And then, of course, the Alexa Pure Breeze.
[1:18:26.000 --> 1:18:33.000]  I mean, what a mess with the air and all the problems, wildfires from the West Coast blowing all the way across the Northern States.
[1:18:33.000 --> 1:18:36.000]  New York was showing pictures yesterday of it and such.
[1:18:36.000 --> 1:18:39.000]  You don't want to breathe that junk in your home.
[1:18:39.000 --> 1:18:44.000]  That's what the Alexa Pure Breeze is all about. It's an indoor air filtration unit.
[1:18:44.000 --> 1:18:51.000]  It has a true HEPA system inside, a four-stage process that helps, you know, ionize and get rid of all the bad stuff.
[1:18:51.000 --> 1:18:55.000]  The wildfire smoke helps people breathe better with COPD.
[1:18:55.000 --> 1:18:59.000]  It eliminates some of the viruses and the bacteria and the such.
[1:18:59.000 --> 1:19:03.000]  That's on special. Just like you've got in the InfoWars store, we put it on this page as well.
[1:19:03.000 --> 1:19:06.000]  It's at also $149 today.
[1:19:06.000 --> 1:19:11.000]  Yeah, but let's just be clear. We dropped the bulk and it's fine. The guy that normally handles it's out sick and he's wonderful.
[1:19:11.000 --> 1:19:19.000]  So it's exclusively prepared with Alex.com. I just wanted to start getting you on because I feel really good selling food that's high quality.
[1:19:19.000 --> 1:19:22.000]  It funds the InfoWars. That way people are self-sufficient and prepared.
[1:19:22.000 --> 1:19:28.000]  But you've got great deals on air filtration. The best four-stage ion filter at the lowest price you're going to find, literally.
[1:19:28.000 --> 1:19:33.000]  You guys knocked out of the park with that, but just like top players, you just keep doing it.
[1:19:33.000 --> 1:19:36.000]  And then you've got the best water filtration with Lexapure water filtration.
[1:19:36.000 --> 1:19:39.000]  You've got the best three-month, six-month year supplies.
[1:19:39.000 --> 1:19:44.000]  Tell people again one more time, Keith Bessemer, what they find at that special URL.
[1:19:44.000 --> 1:19:48.000]  Because InfoWars.com always has the best deals. It matches yours. You're in our back end.
[1:19:48.000 --> 1:19:51.000]  You drop ship from us. Great place to normally get it.
[1:19:51.000 --> 1:19:57.000]  But for five days, because I just asked you guys to help us because I said, I mean, I'll be honest, I said,
[1:19:57.000 --> 1:20:00.000]  they could shut our shopping carts down. They've taken a bunch of our bank accounts away.
[1:20:00.000 --> 1:20:03.000]  I haven't told listeners about this. We're under massive harassment.
[1:20:03.000 --> 1:20:08.000]  So I went to our partners, three or four of them, and I said, can you build websites and no longer have us sell it
[1:20:08.000 --> 1:20:13.000]  and you sell it and just pay us to stay on air? And so this is just us making the next move.
[1:20:13.000 --> 1:20:16.000]  And then they just did a big discount on top of it, even though there's not much profit there.
[1:20:16.000 --> 1:20:19.000]  I know I guess I'm locked into some type of funding.
[1:20:19.000 --> 1:20:24.000]  But this is very, very exciting. PreparewithAlex.com. PreparewithAlex.com.
[1:20:24.000 --> 1:20:31.000]  This is no doubt Keith Bestimer, correct me if I'm wrong, the best deals anywhere that you, the largest manufacturer now,
[1:20:31.000 --> 1:20:35.000]  have storeable food and probably gravity fed filters in these air.
[1:20:35.000 --> 1:20:39.000]  I know you're huge players in that. This is the best deal you're going to find ever.
[1:20:39.000 --> 1:20:42.000]  These are the best deals. All three of them sitting side by side.
[1:20:42.000 --> 1:20:46.000]  And the key is they ship right now. We've got the inventory right now.
[1:20:46.000 --> 1:20:48.000]  Like I said, a little bit of a lull one to two weeks.
[1:20:48.000 --> 1:20:52.000]  It's going to be sitting on your doorstep, shipping from one of our five warehouses nationwide.
[1:20:52.000 --> 1:20:54.000]  PreparewithAlex.com.
[1:20:54.000 --> 1:20:57.000]  Okay, because I get it. This is a whole bunch of different stuff together.
[1:20:57.000 --> 1:21:00.000]  It takes four to five weeks. It takes longer, but correct.
[1:21:00.000 --> 1:21:03.000]  People order just food. It's like one to two weeks, right?
[1:21:03.000 --> 1:21:08.000]  One to two weeks on the food here, but we're shipping some stuff even same week, Alex.
[1:21:08.000 --> 1:21:11.000]  But that's how hard the team has worked over the last eight months.
[1:21:11.000 --> 1:21:14.000]  No, I understand. Under promise over delivery. That's your philosophy. I really like it.
[1:21:14.000 --> 1:21:18.000]  Hey, we had less than a half a percent charge backs. Our listeners got it.
[1:21:18.000 --> 1:21:22.000]  When you guys said it was six weeks, it was four weeks. When you said, Hey, it's eight weeks.
[1:21:22.000 --> 1:21:26.000]  It was six weeks. And you guys have really caught up. You've really kicked butt.
[1:21:26.000 --> 1:21:32.000]  You're my choice. And I just, I really appreciate you guys because people don't know this, but it's true.
[1:21:32.000 --> 1:21:35.000]  I don't like killing people. Our backstory is the enemy. I'll use it against us.
[1:21:35.000 --> 1:21:40.000]  But without my patriot, we would not have crossed the black line from the red to stay on air.
[1:21:40.000 --> 1:21:45.000]  So you guys standing with us the last decade plus has been a game changer.
[1:21:45.000 --> 1:21:49.000]  And I really, really want to thank you, Keith Bessemer.
[1:21:49.000 --> 1:21:53.000]  I'm proud to do it and proud to help Americans prepare for whatever's around the corner.
[1:21:53.000 --> 1:21:55.000]  We all know what's coming.
[1:21:55.000 --> 1:21:58.000]  Well, I was about to say, I just go off my gut. I look at all the economics.
[1:21:58.000 --> 1:22:02.000]  I look at the numbers clearly whether Trump wins or loses, all hell's breaking loose.
[1:22:02.000 --> 1:22:05.000]  And the global shutdown is going to have ripple effects for years.
[1:22:05.000 --> 1:22:09.000]  I mean, I feel really good telling folks you better get storeable food now.
[1:22:09.000 --> 1:22:12.000]  That's good. That's what we do. We want people to be stocked up on them.
[1:22:12.000 --> 1:22:17.000]  Self-reliance and that's the way to, you know, defend your personal liberties and then make sure, you know,
[1:22:17.000 --> 1:22:20.000]  you're set and staged for tomorrow. This is how you do it.
[1:22:20.000 --> 1:22:25.000]  I didn't work this out with you because I just begged you guys for help and you just instantly took action.
