[00:00:00.109 --> 00:00:00.289]  Oh, God!
[00:30:25.486 --> 00:30:26.726]  So I rang up the doctor for an appointment.
[00:30:26.726 --> 00:30:30.867]  I was categorically refused an appointment and told to take a photograph and send it in.
[00:30:53.214 --> 00:30:59.758]  I'm sorry but I get a bit emotional.
[00:30:59.758 --> 00:31:09.905]  I then took the photograph and sent it in and to my delight they rang me back a few hours later and said the doctor said you've got an infection we'll give you some antibiotics.
[00:31:09.905 --> 00:31:20.312]  I took the antibiotics obviously for over a week and several weeks later my wife said to me you need to ring the doctor again it's getting worse so I rang the doctor again and
[00:31:20.799 --> 00:31:34.922]  To be categorically told that the doctors wouldn't see me, I then said to them, I've been double jabbed, I'll wear a mask, I'll even wear rubber gloves, but I insist on seeing a doctor.
[00:31:34.922 --> 00:31:48.485]  Anyway, they did see me this time, and they referred me to have a biopsy done, of which they told me it was cancerous, and I was then referred to Leicester Royal Infirmary.
[00:31:49.332 --> 00:31:50.073]  Did you catch that?
[00:32:20.202 --> 00:32:21.082]  He starts crying.
[00:32:21.082 --> 00:32:23.943]  He says, I took both the shots.
[00:32:23.943 --> 00:32:26.524]  I wore the mask.
[00:32:26.524 --> 00:32:34.046]  And he doesn't even put two and two together on the timeline that he got the cancer recently after he took the shot.
[00:32:34.046 --> 00:32:40.268]  Which again, spike proteins of these viruses is what directly drives cancer in the body.
[00:32:40.268 --> 00:32:47.250]  When they did previous tests with SARS, the same virus family, on rats, it gave them cancer, not just blood clots.
[00:32:48.052 --> 00:32:55.455]  And I had a lot of scientists and medical doctors on the show this week that went over that.
[00:32:55.455 --> 00:32:56.716]  Wow.
[00:32:56.716 --> 00:32:58.957]  I'll tell you about that coming up.
[00:32:58.957 --> 00:33:11.503]  But since I mentioned the children, here's Boris Johnson on Friday, turned out to be a horrible little globalist operator who says he openly gets orders from Bill Gates, said that publicly.
[00:33:12.708 --> 00:33:23.117]  Here he is not caring what his National Health Service says, not caring what his own scientists say, that you shouldn't give this to children, you shouldn't give people a third round of shots.
[00:33:23.117 --> 00:33:25.259]  Here he is calling for it.
[00:33:25.259 --> 00:33:38.111]  You're absolutely right that the priorities now are the older generation going into autumn and winter and we've always said that there'll be a booster program in September, in this month, and we're going ahead.
[00:33:39.392 --> 00:33:47.616]  With that, what I would also say is 16-17 year olds are eligible.
[00:33:47.616 --> 00:33:48.396]  They've been approved.
[00:33:48.396 --> 00:34:00.102]  They're a very important group for potential transmission and I would urge everybody, all 16-17 year olds, everybody who knows a 16-17 year old, I mean the numbers are coming up very fast now.
[00:34:00.542 --> 00:34:08.605]  It's very encouraging to see more and more 16, 17-year-olds taking the jab, but we need to go faster with those.
[00:34:08.605 --> 00:34:10.626]  So get your jab if you're 16, 17.
[00:34:10.626 --> 00:34:14.488]  And then finally, yes, we've done brilliantly.
[00:34:14.488 --> 00:34:17.989]  88% of everybody over 16 in this country has had a jab.
[00:34:17.989 --> 00:34:21.430]  I think 78% have had two jabs or some number like that.
[00:34:21.430 --> 00:34:24.612]  It's a huge, huge success for the programme.
[00:34:25.632 --> 00:34:34.645]  There are still some who need that protection and I just urge everybody who hasn't yet had one, go and get it now.
[00:34:34.645 --> 00:34:41.134]  In late August, Infowars saw an explosion of orders because our audience understands
[00:34:41.454 --> 00:34:50.880]  That the globalists are destabilizing the planet by design and are attempting to cause an economic and financial collapse worldwide.
[00:34:50.880 --> 00:34:54.543]  Now, ladies and gentlemen, storable food has always been something that's important to have.
[00:34:54.543 --> 00:35:01.888]  It's a check box that everybody needs to have taken care of, right along with water filtration, self-defense, and a relationship with God.
[00:35:01.888 --> 00:35:05.951]  But now more than ever, you need to get your storable food orders in now.
[00:35:05.951 --> 00:35:08.693]  We're ready to ship to you within 24 hours of your order.
[00:35:08.693 --> 00:35:09.513]  It's high quality.
[00:35:09.513 --> 00:35:10.594]  It's very, very low cost.
[00:35:11.044 --> 00:35:11.444]  I think so.
[00:35:34.520 --> 00:35:49.453]  By the way, people send me stuff to my phone, they send it to my email, and I also surf the web quite a bit, my wife does as well, and I saw a lot of comments on Reddit, and I saw a bunch on Twitter saying, Alex Jones has secretly taken the vaccine.
[00:35:49.453 --> 00:35:51.315]  No proof, you're a conspiracy terrorist.
[00:35:51.315 --> 00:35:54.798]  I would never take it, you're insane, you're crazy, you're liars.
[00:35:54.798 --> 00:35:57.180]  And something else they're saying is, I'm lying.
[00:35:58.137 --> 00:36:03.559]  The UK government hasn't come out and said don't give young people and children the shots.
[00:36:03.559 --> 00:36:06.420]  So in your face, here is the news.
[00:36:06.420 --> 00:36:21.265]  The JCVI, the Joint Committee on Vaccination and Immunisation, is not recommending Covid vaccines for healthy children between the ages of 12 and 15.
[00:36:23.786 --> 00:36:30.989]  We know, of course, that the vaccine rollout, the first doses have been expanded to children who are 16 years old.
[00:36:30.989 --> 00:36:34.950]  But there was plenty of speculation about whether school-aged children were going to get that vaccine too.
[00:36:34.950 --> 00:36:41.253]  And we know that there's been an open letter written today from parents, unions, scientists, including scientists
[00:36:41.593 --> 00:36:50.420]  From the Independence Age Group, urging younger children, the government to look at vaccinating younger children so they can be better protected.
[00:36:50.420 --> 00:36:52.642]  Of course, that is a big tranche of society.
[00:36:52.642 --> 00:36:56.425]  Children are now back at school, mixing.
[00:36:56.425 --> 00:37:02.149]  So I think there have been many who had expected the rollout to be expanded to those younger age groups.
[00:37:02.149 --> 00:37:10.175]  But we now have confirmation that the vaccine is not being recommended by the government's vaccine advisors for children aged between 12
[00:37:11.156 --> 00:37:11.216]  Yes.
[00:37:31.206 --> 00:37:35.512]  200,000 more children are going to be invited for vaccines.
[00:37:35.512 --> 00:37:46.265]  But the breaking news this afternoon is that children aged between 12 and 15 years old are not being recommended by the government's vaccine advisers to receive the COVID-19 jab.
[00:37:47.006 --> 00:38:06.018]  Yes, indeed, Ali, and we've got some words coming out now from the JCVI that says benefits are insufficient to support this mass vaccination for 12 to 15 year olds, but those with underlying health conditions will get it.
[00:38:06.018 --> 00:38:07.899]  So certainly not across the board.
[00:38:07.899 --> 00:38:10.620]  And as you say, there's something of a surprise.
[00:38:10.620 --> 00:38:14.783]  So it's critical to understand that earlier I showed you the Toronto Star.
[00:38:15.263 --> 00:38:32.015]  And I showed you the BBC and I showed you all these headlines about record heart attacks in young people, including teenagers that take the injections in Israel and teenagers that take the injections in Canada and how these numbers are getting more and more and more and more intense.
[00:38:32.015 --> 00:38:38.900]  And now around the world, Australia and France are announcing, we're going to inject your children whether you like it or not.
[00:38:38.900 --> 00:38:43.664]  I mean, this is so dystopic, even when their own regulators are saying, don't do it.
[00:38:44.397 --> 00:38:46.299]  This is a globalist revolution.
[00:38:46.299 --> 00:38:48.861]  If they can get away with this, they've conquered us, ladies and gentlemen.
[00:38:48.861 --> 00:38:50.402]  They've broken our will.
[00:38:50.402 --> 00:39:02.493]  So here's a very important clip of Dr. Ryan Cole talking about scarring in the hearts of children with microscopic photos through a microscope of their hearts.
[00:39:02.915 --> 00:39:08.239]  Thank you for taking us into the details because it's super interesting to look at what's actually happening in the cells.
[00:39:08.239 --> 00:39:10.921]  The idea of scarring on all these children.
[00:39:10.921 --> 00:39:12.883]  We've heard the CDC say exactly that.
[00:39:12.883 --> 00:39:18.387]  Well, there were mild cases of myocarditis and as you've said and other doctors have said,
[00:39:19.148 --> 00:39:20.169]  There's no such thing.
[00:39:20.169 --> 00:39:22.451]  You are creating scars that will never go away.
[00:39:22.451 --> 00:39:26.354]  We have no idea what the long-term implications are of this.
[00:39:26.354 --> 00:39:30.558]  Most of these kids go into hospitals, a lot of them athletes that can't compete in sports now.
[00:39:30.558 --> 00:39:38.386]  They're on heart medications for a group, by the way, of individuals that aren't really even at risk for this illness.
[00:39:38.386 --> 00:39:43.711]  Incredibly high success rate of, you know, and really super low even symptomatic conditions.
[00:39:45.011 --> 00:39:46.992]  I hope that we can have you on again.
[00:39:46.992 --> 00:39:52.475]  There's so much to talk about, especially since you're deep in the middle of it.
[00:39:52.475 --> 00:39:53.995]  But I want to thank you for being brave.
[00:39:53.995 --> 00:39:59.337]  I want to thank you for standing up for science, because that's what I really think is under attack here.
[00:39:59.337 --> 00:40:00.878]  Real science is under attack.
[00:40:00.878 --> 00:40:06.020]  We've lost, as you said, the principle of science should be more like the French legal system.
[00:40:06.020 --> 00:40:09.942]  It is guilty until proven innocent, especially when it's being tested.
[00:40:09.942 --> 00:40:12.763]  There should have been the number one conversation at FDA.
[00:40:13.203 --> 00:40:19.285]  Not the safety trials done by Pfizer that's trying to put a bow on their products that's going to make them tens of billions of dollars.
[00:40:19.285 --> 00:40:33.690]  This is all incredible information and I think it's important to put it all together in one place as an archive, day by day, as things unfold so we can chronicle the criminal activity of the globalists so they'll be held accountable at Nuremberg too, which we must have.
[00:40:33.690 --> 00:40:36.431]  It's either us or them, ladies and gentlemen.
[00:40:36.431 --> 00:40:37.431]  As the CFR said,
[00:40:37.947 --> 00:40:43.732]  This is a world that gets more dystopic, more nightmare by design until we're all dead and the globalists inherit the earth.
[00:40:43.732 --> 00:40:50.859]  And I pledge everything I've got, my name, my blood, my sweat, my immortal soul against these people.
[00:40:50.859 --> 00:40:52.620]  And I hope you'll join me as well.
[00:40:52.620 --> 00:40:54.242]  So let's go ahead and go to a Tucker Carlson clip.
[00:40:54.242 --> 00:40:56.484]  He makes a great point.
[00:40:56.484 --> 00:40:58.506]  Illegal aliens can come to this country.
[00:40:59.912 --> 00:41:22.191]  And they can have fake IDs, they can come here illegally, they can vote in all the different Democrat jurisdictions illegally, but if you get caught, as a healthcare worker particularly, with a fake vaccine card so you can keep your job, oh by the way the illegal aliens come in here and don't have to take shots, the Afghans don't have to, just our military does, then you get charged with a felony?
[00:41:24.059 --> 00:41:24.299]  We're good
[00:41:45.143 --> 00:41:48.106]  Get around in Soviet Russia, we're bad.
[00:41:48.106 --> 00:41:49.947]  No, these aren't bad people.
[00:41:49.947 --> 00:42:09.384]  These are folks that are really, who are healthcare workers, who have seen people get sick, who've seen people get very, very ill and die, like the nurse talked about earlier, who's out there marching, and have seen all the hysterectomies and all the cancer, and they admit these vaccines, quote, trigger cancer, but say in the New York Times, it's no big deal.
[00:42:10.967 --> 00:42:15.414]  This is just an exercise in madness, an exercise in killing us.
[00:42:15.414 --> 00:42:18.639]  If the globalists showed up with tanks and airplanes and machine guns, we'd fight them.
[00:42:18.639 --> 00:42:23.226]  But they do it through the medical system and through censorship and through control.
[00:42:23.226 --> 00:42:24.127]  So here's Tucker Carlson.
[00:42:25.011 --> 00:42:31.153]  So with that in mind, it was interesting to see this week's big announcement from the District Attorney of New York City, Cyrus Vance.
[00:42:31.153 --> 00:42:36.395]  Vance has just charged 13 Americans with felonies for buying fake vaccination cards.
[00:42:36.395 --> 00:42:42.858]  Several of the suspects, according to prosecutors, were health care workers who've been told by the state they'll be fired unless they get the shot.
[00:42:43.658 --> 00:42:47.059]  So politicians telling doctors and nurses what medicine to take.
[00:42:47.059 --> 00:42:50.040]  That's exactly what they told us they were against for decades.
[00:42:50.040 --> 00:42:51.200]  Again, these are health care workers.
[00:42:51.200 --> 00:42:55.881]  They know the science of COVID far better than politicians, governors, prosecutors.
[00:42:55.881 --> 00:43:01.343]  So in good conscience, they've risked their careers to preserve their right to bodily autonomy.
[00:43:01.343 --> 00:43:02.643]  And now they're in jail for that.
[00:43:03.516 --> 00:43:09.898]  Now these arrests will be used to justify digital health passports for the entire American population.
[00:43:09.898 --> 00:43:11.219]  That is true.
[00:43:11.219 --> 00:43:12.719]  Save this tape.
[00:43:12.719 --> 00:43:18.061]  In fact, Cyrus Vance has already enlisted big tech to help root out the disobedient in New York.
[00:43:18.061 --> 00:43:24.823]  Quote, we need companies like Facebook to take action to prevent the fraud happening on their platform, Vance said.
[00:43:24.823 --> 00:43:31.926]  Making, selling, and purchasing forged vaccination cards are serious crimes with serious public safety consequences.
[00:43:33.086 --> 00:43:34.867]  Except that's a lie.
[00:43:34.867 --> 00:43:39.349]  Buying a fake vaccination card is not a quote serious crime.
[00:43:39.349 --> 00:43:42.410]  It's not even close to a serious crime.
[00:43:42.410 --> 00:43:52.415]  Buying a fake vaccination card is an act of desperation by decent law-abiding Americans who have been forced into a corner by tyrants.
[00:43:52.415 --> 00:43:53.956]  You know it's a serious crime?
[00:43:54.989 --> 00:43:58.530]  Forcing Americans to take drugs they don't need or want.
[00:43:58.530 --> 00:44:00.591]  That's a very serious crime.
[00:44:00.591 --> 00:44:03.672]  And let's hope in the end, someone is punished for it, severely.
[00:44:03.672 --> 00:44:05.552]  And I want to be clear.
[00:44:05.552 --> 00:44:12.095]  Those of you watching this live, or those of you watching this archived, at Man.Video, you're doing a great job.
[00:44:12.095 --> 00:44:14.415]  Many of these reports are getting 2 or 3 million views.
[00:44:14.415 --> 00:44:15.696]  It's changing the world.
[00:44:15.696 --> 00:44:16.736]  We can beat the globalists.
[00:44:16.736 --> 00:44:20.117]  They wouldn't be censoring if this information wasn't having an effect on them.
[00:44:20.117 --> 00:44:22.278]  So please, take this report,
[00:44:23.081 --> 00:44:31.728]  Share it on your email, your text message, by word of mouth, take clips out of it, repost on your Twitter, your Facebook, your Instagram, your YouTube, and try different things.
[00:44:31.728 --> 00:44:42.357]  Leave my name out of the headline or say, look at this evil conspiracy theorist, and then the AI bots don't see it and it gets through, and millions of other people see it, not just folks at Man.Video.
[00:44:42.357 --> 00:44:47.121]  But you can reach out to your neighbors, your friends, your family, perfect strangers, and say, listen,
[00:44:47.875 --> 00:44:49.235]  You're being lied to.
[00:44:49.235 --> 00:44:50.916]  This is a global corporate takeover.
[00:44:50.916 --> 00:44:53.317]  They don't want to pay out your social security worldwide.
[00:44:53.317 --> 00:44:55.998]  They want to kill off the baby boomers.
[00:44:55.998 --> 00:45:00.119]  And they've psychologically studied this and prepared this as their takeover.
[00:45:00.119 --> 00:45:04.040]  But if people become aware of it, we can stop this dystopia.
[00:45:04.040 --> 00:45:06.041]  It's the only future we have.
[00:45:06.041 --> 00:45:07.501]  I predicted all this a decade ago.
[00:45:07.501 --> 00:45:09.422]  I predicted it all two years ago, a year ago.
[00:45:09.422 --> 00:45:12.143]  I said what was going to be happening now, word for word.
[00:45:12.143 --> 00:45:13.343]  How did I know?
[00:45:13.343 --> 00:45:14.704]  It's a globalist program.
[00:45:14.704 --> 00:45:15.844]  It's a globalist operation.
[00:45:16.837 --> 00:45:21.779]  Now here's Governor DeSantis, who I think is a good guy overall, who's playing both sides of the field, though.
[00:45:21.779 --> 00:45:26.902]  And he's saying, you know, I got the vaccine and all the rest of it, but, you know, if you don't want to get it, that's fine, that's your right.
[00:45:26.902 --> 00:45:28.282]  And we shouldn't have vaccine passports.
[00:45:28.282 --> 00:45:28.922]  Great.
[00:45:28.922 --> 00:45:31.644]  He should just come out against it because it's not a vaccine.
[00:45:31.644 --> 00:45:33.825]  But here he is in two clips from a press conference
[00:45:34.585 --> 00:45:45.976]  Really laying out the facts and the reality of how they're trying to suppress treatments that are basically 100% if they catch you early like Regeneron.
[00:45:45.976 --> 00:45:48.037]  I don't own any stock in Regeneron.
[00:45:48.037 --> 00:45:49.379]  I'm not involved with Regeneron.
[00:45:49.379 --> 00:45:50.940]  It's been around since the late 80s.
[00:45:50.940 --> 00:45:52.341]  It's got a bunch of patents.
[00:45:52.341 --> 00:45:53.603]  They have liability.
[00:45:53.603 --> 00:45:55.084]  They don't have liability protection.
[00:45:55.084 --> 00:45:58.007]  They're the most profitable big
[00:45:59.218 --> 00:45:59.498]  Thank you.
[00:46:20.914 --> 00:46:29.736]  And then after we play these clips, I'm going to come back and get into the war on ivermectin and why that's so important in the latest developments.
[00:46:29.736 --> 00:46:34.277]  I would say vaccine passports.
[00:46:34.277 --> 00:46:35.837]  One, I'm vaccinated.
[00:46:35.837 --> 00:46:41.378]  I'm offended that someone would make me show something just to go to a restaurant or just to live life.
[00:46:41.378 --> 00:46:46.339]  And there's a lot of people who've already recovered from COVID who do have immunity.
[00:46:46.339 --> 00:46:47.479]  You actually are saying
[00:46:47.972 --> 00:46:55.514]  Me with a Johnson & Johnson shot can go in, but someone who's recovered from COVID and probably has stronger immunity, they can't go in?
[00:46:55.514 --> 00:46:57.514]  I'm sorry, that is anti-science.
[00:46:57.514 --> 00:47:00.435]  I also don't want two classes of citizens.
[00:47:00.435 --> 00:47:07.017]  You know, we have some people in our communities who just made the decision this is something that they're not going to do.
[00:47:07.017 --> 00:47:09.417]  So what, you're going to write them out of society?
[00:47:09.417 --> 00:47:11.298]  They're not going to be able to go show their face?
[00:47:11.298 --> 00:47:15.099]  And some of these places that have vaccine passports, because the little kitties
[00:47:15.686 --> 00:47:15.946]  I don't know.
[00:47:37.734 --> 00:47:45.942]  Okay, if you force everyone to be able to have it in order to kind of live in society, then you'll be able to basically just nuke COVID.
[00:47:45.942 --> 00:47:47.584]  We know that that's not the case.
[00:47:47.584 --> 00:47:49.766]  You know, very, very high vaccination rates.
[00:47:49.766 --> 00:47:51.228]  You still have big waves.
[00:47:51.228 --> 00:47:52.669]  So it just doesn't make any sense.
[00:47:52.669 --> 00:47:58.595]  And my view is we got to protect people's ability to live their lives.
[00:47:58.595 --> 00:47:59.436]  I don't want
[00:48:00.109 --> 00:48:06.815]  Uh, biomedical security state in which are constantly having to do this just to be able to live everyday life.
[00:48:06.815 --> 00:48:13.480]  At the end of the day, uh, the vaccines have helped people ward off severe illness.
[00:48:13.480 --> 00:48:16.362]  Um, and we obviously work very hard to distribute it.
[00:48:16.362 --> 00:48:22.668]  At the end of the day, though, it is what somebody it's about your health and whether you want that protection or not.
[00:48:22.668 --> 00:48:24.189]  It really doesn't impact
[00:48:25.079 --> 00:48:46.925]  Me or anyone else because we've seen the data on this and so the theory behind it I think has gone totally up in smoke And I also just think that there's been huge mistakes made along the way with some of these authorities Lecturing people about this I can tell you there's a lot of folks that when they hear that They're on the fence that pushes them in the other direction
[00:48:47.444 --> 00:48:49.786]  That is not the way that you do it.
[00:48:49.786 --> 00:48:52.248]  What I try to do is just give the data.
[00:48:52.248 --> 00:48:53.849]  I give it honestly.
[00:48:53.849 --> 00:49:02.096]  I'm not going to sugarcoat it and I'm not going to tell somebody something that is not true based on the data just because I want them to behave in a certain way.
[00:49:02.096 --> 00:49:08.542]  A lot of these folks, they tell these noble lies because they want you to behave in a certain way so they don't give the whole truth.
[00:49:08.542 --> 00:49:12.545]  I mean, you look at the fact that we're even having to do this with this early treatment.
[00:49:14.715 --> 00:49:17.316]  We're happy to do it because we want to help.
[00:49:17.316 --> 00:49:24.558]  But this should have been something that was screamed from the rooftops from HHS and CDC since last December.
[00:49:24.558 --> 00:49:30.079]  Can you imagine if 100% of Americans knew that this was something that was available?
[00:49:30.079 --> 00:49:32.300]  You know how many people we would have kept out of the hospital?
[00:49:32.300 --> 00:49:36.181]  You know how many people that would not have died over the last nine months?
[00:49:36.181 --> 00:49:37.121]  That's just a fact.
[00:49:37.481 --> 00:49:43.825]  And we're obviously correcting that in Florida, and we're actually helping other states, too, because we've put a lot of emphasis on it.
[00:49:43.825 --> 00:49:48.989]  But, you know, I look at that, and I wonder, why if you have an effective treatment?
[00:49:48.989 --> 00:49:56.693]  I mean, this treatment was used on an experimental basis to the President of the United States in October, and very effectively.
[00:49:56.693 --> 00:49:58.415]  Why would you not be talking about it?
[00:49:58.415 --> 00:50:05.179]  And I think one of the reasons that people didn't, some didn't think that they should talk about it is because they didn't want people to think
[00:50:05.774 --> 00:50:08.657]  Okay, maybe you don't need to get vaccinated.
[00:50:08.657 --> 00:50:09.958]  Maybe you just get the treatment.
[00:50:09.958 --> 00:50:12.740]  And they worried that people would take that message.
[00:50:12.740 --> 00:50:15.662]  And my view is, you know, we've never said it's either or.
[00:50:15.662 --> 00:50:17.484]  We think that they complement each other.
[00:50:17.484 --> 00:50:22.929]  But if someone does do that, that's not a reason to not give them the full information.
[00:50:22.929 --> 00:50:25.911]  That's not a reason to provide this, you know, for everybody.
[00:50:25.911 --> 00:50:31.556]  So, you know, I think some of the stuff with the vaccine passports, I mean, it's an overreach.
[00:50:31.556 --> 00:50:32.917]  It's too intrusive.
[00:50:32.917 --> 00:50:33.878]  And at the end of the day,
[00:50:34.545 --> 00:50:40.247]  My philosophy is, as governor, my job is to protect your individual freedom.
[00:50:40.247 --> 00:50:42.927]  My job is not to protect corporate freedom.
[00:50:42.927 --> 00:50:44.728]  That is not what I'm here for.
[00:50:44.728 --> 00:50:46.348]  I mean, we have a good business climate.
[00:50:46.348 --> 00:50:47.289]  We have everything.
[00:50:47.289 --> 00:50:53.030]  But this idea that businesses can just do whatever they want and invade your privacy and doing all that?
[00:50:53.030 --> 00:50:54.611]  No, I'm not signing up for that.
[00:50:54.611 --> 00:50:59.112]  Now I'm going to get to this huge Ivermectin story or group of stories in a moment.
[00:50:59.500 --> 00:51:15.148]  But first, let's play the wildly unpopular admitted communist mayor of New York City, de Blasio, engaged in the most creepy, cringeworthy garbage I've ever seen.
[00:51:15.148 --> 00:51:23.752]  First, he offered free ice creams and hamburgers if you take the experimental shot that's been known to cause cancer and lower your immune system and doesn't protect you.
[00:51:23.752 --> 00:51:26.553]  But now, he's gone to the next level.
[00:51:27.131 --> 00:51:43.544]  Sell out your health and your whole future to the bullies who say you can't go to a football game or can't go to a movie unless you have a pass that's digital and take Big Pharma's liability protected shot in your body and you get a comic book on top of it.
[00:51:43.544 --> 00:51:48.628]  Maybe they can even bury you with a comic book.
[00:51:48.628 --> 00:51:49.729]  Oh, oh, I'm sorry.
[00:51:49.729 --> 00:51:54.012]  I got I got so caught up in this Marvel
[00:51:55.275 --> 00:51:57.197]  I just didn't realize the press conference had begun.
[00:51:57.197 --> 00:51:58.978]  This is amazing.
[00:51:58.978 --> 00:52:02.322]  It's limited edition.
[00:52:02.322 --> 00:52:05.024]  It's exclusive.
[00:52:05.024 --> 00:52:05.805]  It's really special.
[00:52:05.805 --> 00:52:06.385]  It's amazing.
[00:52:06.385 --> 00:52:08.768]  But you can't just get it anywhere.
[00:52:09.994 --> 00:52:14.236]  You can only get it at a vaccination site, a SOMOS vaccination site.
[00:52:14.236 --> 00:52:20.778]  This is where we're going to help make kids safe and, like the Avengers, fight back against evil.
[00:52:20.778 --> 00:52:22.339]  In this case, evil is COVID.
[00:52:22.339 --> 00:52:23.859]  I think you figured that out.
[00:52:23.859 --> 00:52:32.182]  So here is a great example of an effort to reach our young people with something they care about a lot.
[00:52:32.182 --> 00:52:35.944]  Reach our families, get people safe, get people vaccinated.
[00:52:36.806 --> 00:52:55.933]  Here's one great example, but tomorrow, another great example, the official NBA 2K tournament begins at 11 a.m., grand prize, Xbox Series X. Man, that guy is the most disingenuous, fake, evil-looking person I've seen other than Brian Skelter.
[00:52:55.933 --> 00:52:59.995]  I mean, I'm not saying Mayor de Blasio is a pedophile.
[00:52:59.995 --> 00:53:03.216]  I'm just saying, if I was going to catch somebody in a Hollywood movie,
[00:53:04.076 --> 00:53:09.357]  To play the part of a guy that drives around in an ice cream truck, kidnapping children and eating them, it would be him.
[00:53:09.357 --> 00:53:13.799]  But instead he's just eating our freedoms and destroying our souls.
[00:53:13.799 --> 00:53:21.280]  Now, let's get to some of the biggest fake news by the corporate media I've ever seen.
[00:53:21.280 --> 00:53:26.522]  A good friend of mine, who sent me the story, had this to say.
[00:53:26.522 --> 00:53:30.943]  He said, we are seeing the implosion of mainstream media in real time.
[00:53:32.295 --> 00:53:40.579]  He went on to say, imagine being someone who believes this.
[00:53:40.579 --> 00:53:45.801]  Because with an image search in minutes, I could find that the image they used was not from there.
[00:53:45.801 --> 00:54:00.388]  And with a few phone calls and a few searches, I was easily able to discover that the state north of me, Oklahoma, does not have long lines of ambulances that can't get into the hospital because there's long lines of people
[00:54:01.571 --> 00:54:06.273]  Sick and dying from Ivermectin.
[00:54:06.273 --> 00:54:14.937]  It's as big a lie as Fauci a few months ago saying 99% of deaths in the hospitals aren't vaccinated.
[00:54:14.937 --> 00:54:15.837]  We went and looked it up.
[00:54:15.837 --> 00:54:21.860]  He was using numbers from 2020 before the vaccine was even out.
[00:54:21.860 --> 00:54:25.221]  So of course all the deaths were from the unvaccinated.
[00:54:27.796 --> 00:54:29.237]  I mean, think about that.
[00:54:29.237 --> 00:54:30.358]  So here's Rolling Stone.
[00:54:30.358 --> 00:54:32.300]  I tracked it back to the local TV station.
[00:54:32.300 --> 00:54:34.962]  It's a fake story.
[00:54:34.962 --> 00:54:38.805]  And heads up, we're sending reporters up there.
[00:54:38.805 --> 00:54:47.111]  Gunshot victims left waiting as horse dewormer overdoses overwhelm Oklahoma, doctor says.
[00:54:47.111 --> 00:54:49.493]  And they quote this doctor on a local station.
[00:54:52.631 --> 00:54:58.334]  And said, oh my God, there's long lines, the people with the dewormer thought the ambulances can't get in.
[00:54:58.334 --> 00:55:02.575]  I'm tempted to get in my car right now because they list the hospitals.
[00:55:02.575 --> 00:55:06.957]  And they've got the newscasts, but they don't show any of this other than file footage of other places.
[00:55:06.957 --> 00:55:14.981]  Remember all the file footage last year of dummies in the hospitals with ventilators down their throats?
[00:55:14.981 --> 00:55:16.442]  Because the hospitals were empty then.
[00:55:17.426 --> 00:55:19.747]  And they were lying then and doing all their TikTok videos.
[00:55:19.747 --> 00:55:20.868]  The statistics came out.
[00:55:20.868 --> 00:55:23.489]  They were counting gunshot wounds, car wrecks as COVID.
[00:55:23.489 --> 00:55:27.712]  Now it's real from the vaccinated dying and shedding the live viruses.
[00:55:27.712 --> 00:55:31.674]  Just like the majority of polio cases today are from the vaccinated shedding.
[00:55:31.674 --> 00:55:32.775]  It's a live virus as well.
[00:55:32.775 --> 00:55:35.116]  These are facts!
[00:55:35.116 --> 00:55:40.359]  And they're blaming us that haven't taken their shots for what's happening when it's them getting us sick.
[00:55:40.359 --> 00:55:42.020]  But I digress.
[00:55:42.020 --> 00:55:42.760]  Here it is.
[00:55:42.760 --> 00:55:45.222]  Gunshot victims left waiting
[00:55:46.411 --> 00:55:53.593]  As horse dewormer overdoses overwhelmed Oklahoma hospitals, says doctor.
[00:55:53.593 --> 00:55:55.474]  Well guess what?
[00:55:55.474 --> 00:56:02.556]  Because it is stronger, my family and I actually did take the horse dewormer.
[00:56:02.556 --> 00:56:04.257]  At the pound per pound it will be for a horse.
[00:56:04.625 --> 00:56:07.687]  I used to work for an animal vet for two years back in high school.
[00:56:07.687 --> 00:56:09.328]  My dad's a physician.
[00:56:09.328 --> 00:56:10.849]  And it worked amazingly.
[00:56:10.849 --> 00:56:13.891]  Even better than getting the human ivermectin, which is the same molecule.
[00:56:13.891 --> 00:56:21.136]  I know to the liberals and people, you don't know what molecules mean and things like that, but just, it means it's like horses drink water, we drink water.
[00:56:21.136 --> 00:56:24.278]  And you know, horses can eat alfalfa, we can eat alfalfa.
[00:56:24.278 --> 00:56:26.239]  Or horses can eat wheat, we can eat wheat.
[00:56:26.239 --> 00:56:27.120]  Horses breathe oxygen.
[00:56:27.120 --> 00:56:29.141]  It's like, what are you doing breathing oxygen?
[00:56:29.141 --> 00:56:31.382]  That's what horses breathe!
[00:56:31.382 --> 00:56:33.544]  So, this story is fake.
[00:56:34.662 --> 00:56:35.323]  And it's garbage.
[00:56:35.323 --> 00:56:40.911]  But let me show you just scientific information instead of just debating their garbage.
[00:56:40.911 --> 00:56:41.772]  Wow!
[00:56:41.772 --> 00:56:47.220]  CDC gives incoming refugees Nobel Prize winning Ivermectin from all over the world.
[00:56:48.362 --> 00:57:08.854]  It won the Nobel Prize, and if you go to the CDC's own website of the FDA, on the front page they say don't take ivermectin, and you type in ivermectin studies, there's dozens of them from Oxford, England, Berlin, Germany, and Tokyo, Japan, about it working on SARS, the first one, which is the same virus, Zika, everything else.
[00:57:08.854 --> 00:57:10.474]  It's an incredible antiviral!
