[00:00.000 --> 00:14.200]  Big Brother mainstream media government cover-ups you want answers well so does he he's Alex Jones
[43:29.400 --> 43:32.400]  Humanities Prime Directive.
[43:32.400 --> 43:33.400]  Perfect.
[43:33.400 --> 43:34.400]  Top red link, infowars.com.
[43:34.400 --> 43:35.400]  Thank you, my friend.
[43:35.400 --> 43:37.400]  That'll be up there in about 10 minutes, folks.
[43:37.400 --> 43:40.400]  It'll be up there in about a minute and a half, but you've got to hit refresh.
[43:40.400 --> 43:45.400]  I think we need to put an auto refresh on infowars every 10 minutes or something.
[43:45.400 --> 43:47.400]  There's so many times people don't hit refresh.
[43:47.400 --> 43:48.400]  They don't get to new articles.
[43:48.400 --> 43:49.400]  It's important to do that.
[43:49.400 --> 43:50.400]  Okay, I'm digressing.
[43:50.400 --> 43:51.400]  It's what I do.
[43:51.400 --> 43:52.400]  I'm going to get to your calls.
[43:52.400 --> 43:55.400]  I said I'd take 15 calls or even got to the news.
[43:55.400 --> 43:57.400]  I'm only on to the second caller right now.
[43:57.400 --> 43:59.400]  I'm going to go back to him in a moment.
[43:59.400 --> 44:02.400]  First off, paying some bills and how do we pay our bills here?
[44:02.400 --> 44:10.400]  We pay our bills, shelling things at very low prices that I use and I believe in.
[44:10.400 --> 44:13.400]  We own all of the last run.
[44:13.400 --> 44:17.400]  This doesn't even sell at Amazon until the 24th of July.
[44:17.400 --> 44:20.400]  We have it with a free citizen rulebook and bumper stickers.
[44:20.400 --> 44:24.400]  Dreams from my real father, Joel Gilbert, about the real Barack Obama.
[44:24.400 --> 44:27.400]  This is a film you've got to see and won't put down, believe me.
[44:27.400 --> 44:30.400]  Everybody I've seen it says, wow, you weren't hyping this.
[44:30.400 --> 44:33.400]  Available infowarshop.com.
[44:33.400 --> 44:34.400]  Save some lives.
[44:34.400 --> 44:39.400]  Get the greater good at infowarshop.com about the vaccines.
[44:39.400 --> 44:44.400]  Made by the former top Goldman Sachs lady who found out it was all a plan to kill people.
[44:44.400 --> 44:47.400]  But the point is, is that get that film.
[44:47.400 --> 44:52.400]  Get it out to people before their sweet little toddler gets the third round and his lights out
[44:52.400 --> 44:54.400]  and doesn't know who they are ever again.
[44:54.400 --> 44:55.400]  Okay?
[44:55.400 --> 44:57.400]  I mean, this is a death race for it, ladies and gentlemen.
[44:57.400 --> 45:03.400]  Get it at infowarshop.com or call 888-253-3139.
[45:03.400 --> 45:12.400]  888-253-3139 or write to us at PO Box 19549, Austin, Texas 78760.
[45:12.400 --> 45:18.400]  Lastly, we have the best gravity-fed filters that you can use in a tent or your RV or your
[45:18.400 --> 45:21.400]  house or your restaurant or your business.
[45:21.400 --> 45:22.400]  And they got big ones.
[45:22.400 --> 45:23.400]  They got little ones.
[45:23.400 --> 45:27.400]  And we've already got the lowest price on anywhere, but we got 10% off on top of that
[45:27.400 --> 45:31.400]  with promo code water and infowarshop.com.
[45:31.400 --> 45:35.400]  Or you can call just our office and they'll take your order and get the discount there
[45:35.400 --> 45:37.400]  or you can write to us in the same thing.
[45:37.400 --> 45:44.400]  Just write the code water 888-253-3139 or infowarshop.com.
[45:44.400 --> 45:49.400]  And when you buy the books, the t-shirts, the videos, all that, it funds, well, the best
[45:49.400 --> 45:50.400]  there is.
[45:50.400 --> 45:51.400]  And we're not that good.
[45:51.400 --> 45:53.400]  I'll tell you right now.
[45:53.400 --> 45:56.400]  But we sure are eager to fight tyranny and we're the best there is.
[45:56.400 --> 45:58.400]  We're the biggest thing there is fighting these people.
[45:58.400 --> 46:00.400]  And we're just now starting to get traction.
[46:00.400 --> 46:05.400]  So again, please buy the books, videos, t-shirts, everything at infowarshop.com or infowars.com.
[46:05.400 --> 46:06.400]  We'll get you there.
[46:06.400 --> 46:07.400]  I'm going to shut up now.
[46:07.400 --> 46:09.400]  I've got to just shut up and go to the calls.
[46:09.400 --> 46:15.400]  John in New York, any other examples of brainwashing and entertainment TV versus what's in the
[46:15.400 --> 46:16.400]  news?
[46:16.400 --> 46:21.400]  Well, right now you can definitely see coming up that total recall.
[46:21.400 --> 46:23.400]  You definitely need to do a video on that.
[46:23.400 --> 46:29.400]  That's total new world order, mind control and Red Gauna film that was at MGM that's
[46:29.400 --> 46:30.400]  getting released this October.
[46:30.400 --> 46:32.400]  Finally, the remake in theaters.
[46:32.400 --> 46:35.400]  They've been trying to shove it in.
[46:35.400 --> 46:36.400]  I do mean to make up.
[46:36.400 --> 46:41.400]  Well, it was going to be about the Chinese invading, leading a Latin American force, which is actually
[46:41.400 --> 46:43.400]  an accurate scenario.
[46:43.400 --> 46:45.400]  That's a public scenario.
[46:45.400 --> 46:49.400]  But no, now it's North Korea that can't even build a car or tie their shoelaces.
[46:49.400 --> 46:54.400]  They're so big, you're playing the part of TSA agents gone to heaven.
[46:54.400 --> 46:55.400]  I mean, that's what they are.
[46:55.400 --> 46:57.400]  It's the kingdom of TSA behavior.
[46:57.400 --> 47:01.400]  And for those that don't know, Red Gauna was supposed to come out a year ago.
[47:01.400 --> 47:05.400]  Two years ago, Charlie Sheen was telling me about it, the remake.
[47:05.400 --> 47:08.400]  And instead, he's not in it, but he was in the first one.
[47:08.400 --> 47:09.400]  So he knew about it.
[47:09.400 --> 47:10.400]  I went and looked it up.
[47:10.400 --> 47:16.400]  The Chinese government threatened the US government and they went and pressured the film company
[47:16.400 --> 47:18.400]  and they went and re-edited the whole thing.
[47:18.400 --> 47:20.400]  Do you believe that?
[47:20.400 --> 47:21.400]  Unbelievable.
[47:21.400 --> 47:27.400]  And it's just that one thing I wanted to say, though, is that with everything that you're
[47:27.400 --> 47:32.400]  doing, that people have to know that it's not so much about seeing this information
[47:32.400 --> 47:37.400]  because I think what the New World Order wants is they'll throw all this information at you
[47:37.400 --> 47:43.400]  and then try to paint it as fiction so that you can be fooled and not fully understand
[47:43.400 --> 47:45.400]  that this is actually real.
[47:45.400 --> 47:47.400]  This is actually happening.
[47:47.400 --> 47:48.400]  No, no, no, exactly.
[47:48.400 --> 47:49.400]  Exactly.
[47:49.400 --> 47:50.400]  Great points.
[47:50.400 --> 47:51.400]  God bless you.
[47:51.400 --> 47:55.400]  Yeah, there's a salon article out today demonizing myself and Joseph Farah, a world
[47:55.400 --> 47:58.400]  net daily who was on last week.
[47:58.400 --> 48:03.400]  And it says we're basically delusional because we think the government's targeting people
[48:03.400 --> 48:04.400]  that like George Washington.
[48:04.400 --> 48:09.400]  That's in hundreds of police and military training manuals and we have it on video.
[48:09.400 --> 48:11.400]  That's been all over the news.
[48:11.400 --> 48:16.400]  And they're there thinking their readers are dumb, which I guess they are.
[48:16.400 --> 48:20.400]  And then the commenters, they have the Joseph Farah clip about, you know, Obama wins.
[48:20.400 --> 48:22.400]  They're going to hunt us down.
[48:22.400 --> 48:26.400]  And they say, and the commenters are almost all saying, yes, kill them, kill conservatives.
[48:26.400 --> 48:30.400]  That's how they see anybody that isn't for aborting babies as a conservative.
[48:30.400 --> 48:34.400]  And it's just like, yes, kill us, kill us, murder us, but we're paranoid that we think
[48:34.400 --> 48:35.400]  they're coming after us.
[48:35.400 --> 48:37.400]  It's called right wing publisher.
[48:37.400 --> 48:39.400]  We run some misinformation.
[48:39.400 --> 48:40.400]  Oh, they got to know that's not the article.
[48:40.400 --> 48:41.400]  I don't know.
[48:41.400 --> 48:42.400]  They've changed the headline.
[48:42.400 --> 48:44.400]  That's from April 11th a year ago.
[48:44.400 --> 48:48.400]  You type in Alex Jones and click news.
[48:48.400 --> 48:52.400]  Web will give you an old search and we're not, the crew is not in trouble.
[48:52.400 --> 48:54.400]  I'm just training new folks here on the job.
[48:54.400 --> 48:57.400]  Just type in Alex Jones as I do every morning are getting Google alerts.
[48:57.400 --> 49:02.400]  And I saw this, Joseph Farah, Alex Jones, and it's a new article out.
[49:02.400 --> 49:03.400]  I forget the exact headline.
[49:03.400 --> 49:04.400]  Let's go to their call here.
[49:04.400 --> 49:08.400]  Scott and Tennessee are on the air.
[49:08.400 --> 49:09.400]  Hello.
[49:09.400 --> 49:10.400]  Yes, sir.
[49:10.400 --> 49:11.400]  Go ahead.
[49:11.400 --> 49:12.400]  Hey, Alex.
[49:12.400 --> 49:13.400]  Great talk to you, man.
[49:13.400 --> 49:14.400]  They listen.
[49:14.400 --> 49:16.400]  You're doing a great job and you're really just scratching the surface.
[49:16.400 --> 49:19.400]  I mean, it goes so much deeper than anybody can even conceive of.
[49:19.400 --> 49:23.400]  And it's a millennia old plan just to destroy people.
[49:23.400 --> 49:28.400]  I spent almost 25 years working in nonprofits as a pastor and I couldn't take it anymore.
[49:28.400 --> 49:34.400]  I got out because the real work to be done is outside person to person, family to family.
[49:34.400 --> 49:37.400]  And that's what encourage everybody out there, especially dads.
[49:37.400 --> 49:41.400]  You know, I mean, if you're a father and you have children, raise them with the awareness
[49:41.400 --> 49:44.400]  that what's coming in the future is going to cost them.
[49:44.400 --> 49:48.400]  This will be a price to pay to maintain their freedom and their sanity.
[49:48.400 --> 49:53.400]  And I mean, it's going to take some serious digging in and fighting for what we have.
[49:53.400 --> 49:54.400]  And it's going to get worse.
[49:54.400 --> 49:59.400]  You're going to have already increasing mass suicides, more crazy zombie behavior.
[49:59.400 --> 50:05.400]  This is a society that's having its life force sucked out of it.
[50:05.400 --> 50:08.400]  That's having its survival instinct turned off.
[50:08.400 --> 50:10.400]  We are going into total self-destruction.
[50:10.400 --> 50:11.400]  Seven children.
[50:11.400 --> 50:14.400]  And everybody thought we were crazy back in the day for having a big family.
[50:14.400 --> 50:18.400]  They're like, oh no, man, you know, be selfish, live in a big house, have nice cars.
[50:18.400 --> 50:20.400]  And I'm like, no, I can see what's coming on the horizon.
[50:20.400 --> 50:22.400]  And I want a big family around me.
[50:22.400 --> 50:23.400]  I've got five sons.
[50:23.400 --> 50:24.400]  We've worked hard.
[50:24.400 --> 50:25.400]  We've trained them.
[50:25.400 --> 50:28.400]  We've homeschooled them and told them at one point, you're probably going to have to give
[50:28.400 --> 50:32.400]  your life on American soil or on a mission field somewhere for what you believe in.
[50:32.400 --> 50:33.400]  Tell you what, stay there.
[50:33.400 --> 50:36.400]  I want to hear about how you raised your five sons.
[50:36.400 --> 50:37.400]  And I'll be honest.
[50:37.400 --> 50:38.400]  I've been fighting the globalists so hard.
[50:38.400 --> 50:40.400]  I haven't even done the best job on my shoulder.
[50:40.400 --> 50:41.400]  My wife's done a great job.
[50:41.400 --> 50:42.400]  But you're right.
[50:42.400 --> 50:43.400]  Raise them upright like an arrow.
[50:43.400 --> 50:48.400]  Once you release them, you know, it's all about that aiming those first few years.
[50:48.400 --> 50:49.400]  Absolutely.
[50:49.400 --> 50:52.400]  And you children are designed to listen to their parents.
[50:52.400 --> 50:56.400]  The state tells you don't educate your kids so the state can indoctrinate them.
[50:56.400 --> 50:57.400]  Stay there.
[50:57.400 --> 51:26.400]  I'm going to come back to you.
[51:27.400 --> 51:53.400]  I'm going to come back to you.
[51:53.400 --> 52:19.400]  I'm going to come back to you.
[52:19.400 --> 52:47.400]  I'm going to come back to you.
[52:47.400 --> 53:14.400]  I'm going to come back to you.
[53:14.400 --> 53:41.400]  I'm going to come back to you.
[53:41.400 --> 54:08.400]  I'm going to come back to you.
[54:08.400 --> 54:36.400]  I'm going to come back to you.
[54:36.400 --> 55:05.400]  I'm going to come back to you.
[55:05.400 --> 55:32.400]  I'm going to come back to you.
[55:32.400 --> 55:59.400]  I'm going to come back to you.
[55:59.400 --> 56:27.400]  I'm going to come back to you.
[56:27.400 --> 56:56.400]  I'm going to come back to you.
[56:56.400 --> 57:25.400]  I'm going to come back to you.
[57:25.400 --> 57:52.400]  I'm going to come back to you.
[57:52.400 --> 58:21.400]  I'm going to come back to you.
[58:21.400 --> 58:50.400]  I'm going to come back to you.
[58:50.400 --> 59:17.400]  I'm going to come back to you.
[59:17.400 --> 59:45.400]  I'm going to come back to you.
[59:45.400 --> 1:00:12.400]  I'm going to come back to you.
[1:00:12.400 --> 1:00:41.400]  I'm going to come back to you.
[1:00:41.400 --> 1:01:08.400]  I'm going to come back to you.
[1:01:08.400 --> 1:01:37.400]  I'm going to come back to you.
[1:01:38.400 --> 1:02:07.400]  I'm going to come back to you.
[1:02:07.400 --> 1:02:36.400]  I'm going to come back to you.
[1:02:37.400 --> 1:03:04.400]  I'm going to come back to you.
[1:03:04.400 --> 1:03:31.400]  I'm going to come back to you.
[1:03:31.400 --> 1:03:58.400]  I'm going to come back to you.
[1:03:58.400 --> 1:04:27.400]  I'm going to come back to you.
[1:04:28.400 --> 1:04:57.400]  I'm going to come back to you.
[1:04:58.400 --> 1:05:25.400]  I'm going to come back to you.
[1:05:25.400 --> 1:05:54.400]  I'm going to come back to you.
[1:05:55.400 --> 1:06:22.400]  I'm going to come back to you.
[1:06:22.400 --> 1:06:48.400]  I'm going to come back to you.
[1:06:48.400 --> 1:07:14.400]  I'm going to come back to you.
[1:07:14.400 --> 1:07:41.400]  I'm going to come back to you.
[1:07:41.400 --> 1:08:08.400]  I'm going to come back to you.
[1:08:08.400 --> 1:08:35.400]  I'm going to come back to you.
[1:08:35.400 --> 1:09:02.400]  I'm going to come back to you.
[1:09:02.400 --> 1:09:30.400]  I'm going to come back to you.
[1:09:30.400 --> 1:09:57.400]  I'm going to come back to you.
[1:09:57.400 --> 1:10:23.400]  I'm going to come back to you.
[1:10:23.400 --> 1:10:52.400]  I'm going to come back to you.
[1:10:52.400 --> 1:11:19.400]  I'm going to come back to you.
[1:11:19.400 --> 1:11:46.400]  I'm going to come back to you.
[1:11:46.400 --> 1:12:13.400]  I'm going to come back to you.
[1:12:13.400 --> 1:12:40.400]  I'm going to come back to you.
[1:12:40.400 --> 1:13:06.400]  I'm going to come back to you.
[1:13:06.400 --> 1:13:33.400]  I'm going to come back to you.
[1:13:33.400 --> 1:14:02.400]  I'm going to come back to you.
[1:14:02.400 --> 1:14:29.400]  I'm going to come back to you.
[1:14:29.400 --> 1:14:56.400]  I'm going to come back to you.
[1:14:56.400 --> 1:15:23.400]  I'm going to come back to you.
[1:15:23.400 --> 1:15:50.400]  I'm going to come back to you.
[1:15:50.400 --> 1:16:19.400]  I'm going to come back to you.
[1:16:19.400 --> 1:16:46.400]  I'm going to come back to you.
[1:16:46.400 --> 1:17:13.400]  I'm going to come back to you.
[1:17:13.400 --> 1:17:40.400]  I'm going to come back to you.
[1:17:40.400 --> 1:18:09.400]  I'm going to come back to you.
[1:18:09.400 --> 1:18:36.400]  I'm going to come back to you.
[1:18:36.400 --> 1:19:03.400]  I'm going to come back to you.
[1:19:03.400 --> 1:19:30.400]  I'm going to come back to you.
[1:19:30.400 --> 1:19:56.400]  I'm going to come back to you.
[1:19:56.400 --> 1:20:23.400]  I'm going to come back to you.
[1:20:23.400 --> 1:20:50.400]  I'm going to come back to you.
[1:20:50.400 --> 1:21:17.400]  I'm going to come back to you.
[1:21:17.400 --> 1:21:44.400]  I'm going to come back to you.
[1:21:44.400 --> 1:22:11.400]  I'm going to come back to you.
[1:22:11.400 --> 1:22:38.400]  I'm going to come back to you.
[1:22:38.400 --> 1:23:07.400]  I'm going to come back to you.
[1:23:07.400 --> 1:23:34.400]  I'm going to come back to you.
[1:23:34.400 --> 1:24:01.400]  I'm going to come back to you.
[1:24:01.400 --> 1:24:22.400]  I'm going to continue with your calls ahead of more news, but just to lay out some more basic knowledge to new listeners.
[1:24:22.400 --> 1:24:33.400]  And all of this is self-evident. You already knew it. I'm just pointing it out.
[1:24:33.400 --> 1:24:44.400]  They know as the Romans knew 2000 years ago to get a large part of the population on the dole.
[1:24:44.400 --> 1:24:56.400]  The Romans handed out coinage and free bread to the poor who weren't slaves to get them to become dependent.
[1:24:56.400 --> 1:25:01.400]  Just like feeding animals at the park or something makes them dependent on humans.
[1:25:01.400 --> 1:25:06.400]  They want to make you dependent on the state. It's an elementary statement. I know you already know that.
[1:25:06.400 --> 1:25:14.400]  But think about it. 51% of this country is surviving on a government check.
[1:25:14.400 --> 1:25:19.400]  Because the government, in a lot of cases, took their money for decades and now gives them a pittance back.
[1:25:19.400 --> 1:25:26.400]  But the point is, nevertheless, they're now dependent on it.
[1:25:26.400 --> 1:25:28.400]  That's why they're going ahead with all this.
[1:25:28.400 --> 1:25:38.400]  Because they've gotten us so addicted to them and they've gotten us so conditioned to live on the plantation, the reservation, that the pension funds
[1:25:38.400 --> 1:25:43.400]  and the whole system is wired into it so they can hold society hostage and say,
[1:25:43.400 --> 1:25:49.400]  now we're going to sign your government on to $1,500 trillion. That's what the global debt is.
[1:25:49.400 --> 1:25:54.400]  $644 trillion. The Washington Post says it's our debt. Our real debt is $15 trillion.
[1:25:54.400 --> 1:26:01.400]  There's a $600 plus trillion. But they're saying, oh, these are the banks that are the custodians of everything.
[1:26:01.400 --> 1:26:07.400]  You better prop us up or everything goes under. But it's impossible. Well, they know it's impossible.
[1:26:07.400 --> 1:26:11.400]  It was designed to be impossible. It's designed to destroy everything.
[1:26:11.400 --> 1:26:16.400]  It's designed to render you down to totally poor. This is the model.
[1:26:16.400 --> 1:26:21.400]  Because when you're totally poor, they can make you dependent and totally control you. It is elementary.
[1:26:21.400 --> 1:26:25.400]  So people talk about, oh, somebody needs to impeach Obama.
[1:26:25.400 --> 1:26:30.400]  That's good because it would send a message that their puppets aren't invincible.
[1:26:30.400 --> 1:26:36.400]  But then you say, oh, somebody needs to get rid of him. That would be the best thing for the New World Order.
[1:26:36.400 --> 1:26:42.400]  We turn him into a martyr, all of his programs. If you're not for government health care, you're a president killer.
[1:26:42.400 --> 1:26:54.400]  We need to pray for Obama that he be hit by a spiritual bolt of lightning like Saul of Tarsus on the road to Damascus and wake up from his evil.
[1:26:54.400 --> 1:27:03.400]  But I wish no physical harm to him. And I pray for his protection because he's a teleprompter reading Harvard con man lawyer,
[1:27:03.400 --> 1:27:06.400]  just like all the rest of these people, just like Mitt Romney.
[1:27:06.400 --> 1:27:13.400]  So again, the idea that the buck stops with them, the real power structure doesn't want you to know they have power.
[1:27:13.400 --> 1:27:20.400]  Rockefellers, Rothschilds and others. They don't want you to know, they spend all their time telling you how unpowerful they are.
[1:27:20.400 --> 1:27:23.400]  Same thing with the Queen of England, same thing with the Queen of the Netherlands.
[1:27:23.400 --> 1:27:28.400]  They don't want you to know that they've got the power. They want you to worry about their prime ministers and presidents.
[1:27:28.400 --> 1:27:32.400]  So that's another reason it's a bad idea.
[1:27:32.400 --> 1:27:39.400]  See, just having a civil war and picking the first government person and shooting them, that's really easy to do.
[1:27:39.400 --> 1:27:42.400]  And that will run underground, hide behind their government buildings.
[1:27:42.400 --> 1:27:47.400]  And then the society, because they're going to turn the power off and a bunch of other stuff, is going to get into turmoil.
[1:27:47.400 --> 1:27:53.400]  The checks aren't going to arrive. There's going to be riots up and down the road with all the giant dependent people.
[1:27:53.400 --> 1:27:58.400]  There's going to be huge shootouts with those in the suburbs and rural areas defending themselves.
[1:27:58.400 --> 1:28:05.400]  And the globalists will just sit back while the U.S. is in a civil war and then everybody's going to beg the big red one.
[1:28:05.400 --> 1:28:15.400]  Everybody's going to beg the first calf right into their cities in all the training manuals and all the higher level preparation.
[1:28:15.400 --> 1:28:21.400]  They're getting ready for a civil war in this country. We don't want that civil war to happen.
[1:28:21.400 --> 1:28:26.400]  You think the globalists care if a half million cops get killed? They can replace them like that.
[1:28:26.400 --> 1:28:30.400]  You think they care if a million citizens get killed?
[1:28:30.400 --> 1:28:37.400]  Folks, they don't. In fact, it's not just that they don't care. They want this to happen.
[1:28:37.400 --> 1:28:42.400]  This is one of the plans they're looking at. But the globalists don't have total control yet.
[1:28:42.400 --> 1:28:47.400]  That's why we're on talk radio. That's why I was reading that military-based major newspaper.
[1:28:47.400 --> 1:28:54.400]  I had a copy of it. Guys, you put a PDF on screen that's distributed hundreds of thousands of copies in Southern California.
[1:28:54.400 --> 1:28:59.400]  And the whole thing is Obama's a dictator. The U.N. is taking over America. The president's legalizing the illegals.
[1:28:59.400 --> 1:29:08.400]  This is treason. I mean, they are a few degrees away from fully waking up to, hey, it's not just Obama.
[1:29:08.400 --> 1:29:14.400]  It's the megabanks that have hijacked America. And the minute that last lesson is learned, it's game over.
[1:29:14.400 --> 1:29:19.400]  So the globalists are racing to go to drones and autonomous ground robots.
[1:29:19.400 --> 1:29:24.400]  This is MIT 15 years ago, 10 years ago. That's how I knew all this would happen.
[1:29:24.400 --> 1:29:32.400]  Folks, they're going to have combat robots on every street corner. Soon they're going to be able to make them and deliver them for a few hundred thousand dollars.
[1:29:32.400 --> 1:29:39.400]  Then they're going to get even cheaper. Every year, they're going to get cheaper until they're twenty, thirty thousand dollars for a combat robot.
[1:29:39.400 --> 1:29:47.400]  Ladies and gentlemen, you're like, that's Star Wars. Folks, it's 2012. They got our tax money. They're mad scientists. Look out.
[1:29:47.400 --> 1:29:49.400]  They're going to replace the military and police.
[1:29:49.400 --> 1:29:56.400]  We're on the march. The empire's on the run. Alex Jones and the GCN Radio Network.
[1:30:00.400 --> 1:30:04.400]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[1:30:04.400 --> 1:30:09.400]  Number one, new climate legislation could easily double or triple your electric bill.
[1:30:09.400 --> 1:30:14.400]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[1:30:14.400 --> 1:30:20.400]  It's true. Total government control of electricity in the name of smart grid technology is coming.
[1:30:20.400 --> 1:30:24.400]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[1:30:24.400 --> 1:30:28.400]  And now, new socialist legislation is only compounding the problem.
[1:30:28.400 --> 1:30:32.400]  Number four, dangerous weather is always a threat to local grids.
[1:30:32.400 --> 1:30:35.400]  Every year, thousands of families lose their power from weather-related onages.
[1:30:35.400 --> 1:30:40.400]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[1:30:40.400 --> 1:30:46.400]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[1:30:46.400 --> 1:30:52.400]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[1:30:52.400 --> 1:31:00.400]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[1:31:02.400 --> 1:31:06.400]  Hi, folks. This is Alex Jones, and I want to tell you about the Silver Lungs Generator.
[1:31:06.400 --> 1:31:15.400]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[1:31:15.400 --> 1:31:19.400]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[1:31:19.400 --> 1:31:26.400]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions
[1:31:26.400 --> 1:31:31.400]  and also delivers the silver nanoparticles instantly into the bloodstream.
[1:31:31.400 --> 1:31:35.400]  With continued legislation threatening the sale of nano-silver products,
[1:31:35.400 --> 1:31:40.400]  you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[1:31:40.400 --> 1:31:46.400]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[1:31:46.400 --> 1:31:53.400]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[1:31:53.400 --> 1:32:06.400]  That's www.silverlungs.com.
[1:32:42.400 --> 1:32:46.400]  Propure is the best gravity-fed filter out there. It's what my family uses.
[1:32:46.400 --> 1:32:55.400]  Infowars.com already has the lowest price on Propure, but if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[1:32:55.400 --> 1:33:17.400]  You can also call to order 888-253-3139.
[1:33:17.400 --> 1:33:31.400]  It is a mathematical certainty, according to every economist we've interviewed, who's accurately charted what's happening, that we will completely collapse
[1:33:31.400 --> 1:33:45.400]  and that hundreds of times, it's over 200 roughly, all the wealth in the world could be fed into the derivatives, counterfeit, fraud instruments that make Bernie Madoff look like a saint.
[1:33:45.400 --> 1:33:49.400]  The bankers have created this. They've set up a world government.
[1:33:49.400 --> 1:33:53.400]  I mean, we knew it was the bankers doing it because decades ago, they were the ones always financing.
[1:33:53.400 --> 1:34:00.400]  NAFTA, GATT, world government, always giving themselves the power bragging in books they wrote.
[1:34:00.400 --> 1:34:10.400]  David Rockefeller, Helmut Schmidt, Ted Turner, I mean, they think you don't read books because I guess they put a book out, maybe 50,000 copies get sold.
[1:34:10.400 --> 1:34:15.400]  All that read it are other globalist and then minion-level people who literally read the books.
[1:34:15.400 --> 1:34:20.400]  They can go to a cocktail party for grants that David Rockefeller said.
[1:34:20.400 --> 1:34:24.400]  This is how this works and say, hi, I'm the chair of this university, Mr. Rockefeller.
[1:34:24.400 --> 1:34:31.400]  I'm very familiar with your work in the OSS from the time you were 19 through to today and setting up all these different groups.
[1:34:31.400 --> 1:34:35.400]  I would like to be able to someday work with one of your foundations, sir.
[1:34:35.400 --> 1:34:45.400]  And literally just to impress them. The social climbers go and study all this just so they can sound smart and put on the best act.
[1:34:45.400 --> 1:34:51.400]  And David Rockefeller, well, my dear, literally, these are true stories I've been told and read about.
[1:34:51.400 --> 1:34:59.400]  We actually do need some help locally with a operation we're doing, trying to get the community to accept what we're trying to do.
[1:34:59.400 --> 1:35:07.400]  Now, let me give you a session session. They'll brief you and then if they do good on that project for free as a lobbyist consultant.
[1:35:07.400 --> 1:35:14.400]  This is how it works. This is one way it works. Then you get promoted up and it's all about can you lie?
[1:35:14.400 --> 1:35:21.400]  Can you con? Can you deceive? Will you do anything? And it's over.
[1:35:21.400 --> 1:35:25.400]  I don't want to get into a whole story about it, but I'm not even going to go there.
[1:35:25.400 --> 1:35:28.400]  I'm not even going to get into it. Maybe someday I can tell you a story about it.
[1:35:28.400 --> 1:35:35.400]  The point is, this is how the real world works. And they write all these books about what they're going to do.
[1:35:35.400 --> 1:35:44.400]  And I remember in the 30s and 40s Bertrand Russell, who they gave all these prizes to and Nobel prizes to how they set up a world government,
[1:35:44.400 --> 1:35:52.400]  how they put chemicals in the food and water to sterilize us and make a servile, how they use sports to divert us,
[1:35:52.400 --> 1:35:59.400]  how they would then have a nuclear war, maybe a giant bio weapons release to destroy what was left of the old civilization.
[1:35:59.400 --> 1:36:04.400]  And the elites would reemerge from their underground bases.
[1:36:04.400 --> 1:36:14.400]  This is the type of stuff that they openly talk about. And then I see them implementing so much of it and their whole world is about getting this in place.
[1:36:14.400 --> 1:36:21.400]  And you sit here and you're aware of all this and you just want to warn people.
[1:36:21.400 --> 1:36:26.400]  And Aaron Dyke still, every week, buys books written by these people and reads them and comes running to me saying,
[1:36:26.400 --> 1:36:31.400]  here it is, here it is. My gosh, I thought you were exaggerating about this. Here they are.
[1:36:31.400 --> 1:36:38.400]  Until now, Aaron, on the case of Eugenics, has probably read more books on it and more literature by them than I have.
[1:36:38.400 --> 1:36:44.400]  He's just been here six years. And he's always coming to me now going, oh my gosh, it's worse than you said.
[1:36:44.400 --> 1:36:50.400]  That's right. It's worse than I said. It's out in the open because they think you're dumb and aren't reading
[1:36:50.400 --> 1:36:56.400]  what they write and what they do. And if you think, you know, you get married at 19,
[1:36:56.400 --> 1:37:00.400]  your wife dies at 30 of cancer, or you think having a deformed baby is good,
[1:37:00.400 --> 1:37:05.400]  or you think, you know, having half the kids on your block, having gut disorders or neurological disorders.
[1:37:05.400 --> 1:37:11.400]  I mean, if you think them killing us is fun and cute and cool, then hey, then I can't help you.
[1:37:11.400 --> 1:37:15.400]  People are like, well, then why are you still alive? If they kill all these people, why are you still alive?
[1:37:15.400 --> 1:37:22.400]  Because they do all this stuff through processes so that there's giant boards and interlocking directrix
[1:37:22.400 --> 1:37:29.400]  where hundreds of globalists at the top, thousands beneath that layer, tens of thousands and then hundreds of thousands,
[1:37:29.400 --> 1:37:34.400]  all sign on just like they get you into welfare and get you compromised into the system,
[1:37:34.400 --> 1:37:37.400]  or you're a defense contractor or you get government contracts.
[1:37:37.400 --> 1:37:40.400]  They trick you into being part of the system, being dependent.
