[00:00:00.069 --> 00:00:01.591]  I don't think so.
[01:00:37.959 --> 01:00:39.820]  They're being careful, understandably.
[01:00:39.820 --> 01:00:40.960]  They want to get science.
[01:00:40.960 --> 01:00:42.281]  They want to get data.
[01:00:42.281 --> 01:00:48.704]  And then when you don't have the data, and you don't have the actual evidence, then you've got to make a judgment call.
[01:00:48.704 --> 01:00:51.505]  And I think that's what you're going to be seeing in the next weeks.
[01:00:51.505 --> 01:00:53.366]  You're going to see little by little... So there is no science.
[01:00:53.366 --> 01:00:55.287]  ...more and more guidelines... It's a judgment call.
[01:00:55.287 --> 01:00:56.767]  ...getting people to be more and more flexible.
[01:00:56.767 --> 01:00:57.548]  And it's a judgment call.
[01:00:57.548 --> 01:00:58.048]  Get them off the street.
[01:00:58.048 --> 01:01:00.909]  The first installation of this... So it's a judgment call for Fauci.
[01:01:00.909 --> 01:01:03.910]  It's a judgment call for some doctor you've never heard of.
[01:01:03.910 --> 01:01:05.391]  And what are they talking about?
[01:01:05.391 --> 01:01:07.232]  Your activity in your own home!
[01:01:08.075 --> 01:01:09.136]  He says it in the interview.
[01:01:09.136 --> 01:01:12.739]  Well, if you're in your home, you know, if you're vaccinated, maybe you can have a friend over.
[01:01:12.739 --> 01:01:14.400]  Maybe you can have family dinner.
[01:01:14.400 --> 01:01:15.501]  If you're vaccinated, maybe.
[01:01:15.501 --> 01:01:18.064]  That's a judgment call, because we don't have the science.
[01:01:18.064 --> 01:01:20.185]  And they have the thing on the screen there.
[01:01:20.185 --> 01:01:22.547]  Oh, 100 million vaccines have been administered.
[01:01:22.547 --> 01:01:23.188]  Yay!
[01:01:23.188 --> 01:01:24.489]  Well, where the hell's the science?
[01:01:24.489 --> 01:01:27.952]  Where the hell's the data?
[01:01:27.952 --> 01:01:29.613]  We do have some of the data, actually.
[01:01:29.613 --> 01:01:33.617]  At least 900 people have died after getting the vaccine.
[01:01:35.842 --> 01:01:37.723]  Maybe that's why he doesn't want to talk about the data.
[01:01:37.723 --> 01:01:41.445]  Maybe that's why he doesn't want to talk about the science.
[01:01:41.445 --> 01:01:46.047]  But imagine that rat bastard!
[01:01:46.047 --> 01:01:50.309]  That big pharmaceutical whore!
[01:01:50.309 --> 01:01:55.732]  That New World Order piece of filth!
[01:01:55.732 --> 01:02:00.775]  Anthony Fauci goes on CNN to talk about what you can or can't do in your house.
[01:02:02.609 --> 01:02:11.033]  The nerve, the gall, the aggression.
[01:02:11.033 --> 01:02:17.377]  That guy should be completely rejected and repudiated by society, by civilization.
[01:02:17.377 --> 01:02:21.899]  The fact he's still going on TV tells you how lost this planet is.
[01:02:22.751 --> 01:02:26.013]  This guy shouldn't even be able to show his face in public!
[01:02:26.013 --> 01:02:29.255]  This guy said millions of Americans would be dead from COVID.
[01:02:29.255 --> 01:02:31.476]  He hasn't said one thing right!
[01:02:31.476 --> 01:02:35.978]  He hasn't said one thing accurate about this thing!
[01:02:35.978 --> 01:02:40.061]  Except about the masks, which then, of course, he retracted.
[01:02:40.061 --> 01:02:41.721]  He said, yeah, don't wear a mask, it doesn't do anything.
[01:02:41.721 --> 01:02:43.843]  Oh, now he wants you to wear two masks!
[01:02:43.843 --> 01:02:45.944]  And put one on your butt, too!
[01:02:45.944 --> 01:02:48.125]  Stop the fecal matter from getting out, he'll say that next.
[01:02:49.068 --> 01:02:55.953]  He'll go to, just like in the, during the AIDS pandemic, he used to go to all the gay, the gay bathhouses to try to get AIDS, yeah.
[01:02:55.953 --> 01:02:58.675]  To test AIDS, see how that was.
[01:02:58.675 --> 01:03:04.999]  This guy should not, he should be so publicly scorned and shamed, he should be so embarrassed.
[01:03:04.999 --> 01:03:09.682]  He shouldn't even be able to show his face in public, let alone on TV.
[01:03:09.682 --> 01:03:13.625]  But he goes on CNN and they tell you what you can do in your house.
[01:03:14.449 --> 01:03:22.773]  They tell you that you have to consume someone else's product that hasn't been tested and we know could be potentially deadly.
[01:03:22.773 --> 01:03:24.194]  Seriously.
[01:03:24.194 --> 01:03:33.598]  This is... These are levels of evil that we don't even want to face or comprehend.
[01:03:33.598 --> 01:03:36.019]  Because see, we don't have that will.
[01:03:36.019 --> 01:03:37.300]  We don't have that lust.
[01:03:37.300 --> 01:03:38.360]  We don't have that desire.
[01:03:38.360 --> 01:03:39.561]  We don't have that satisfaction.
[01:03:40.290 --> 01:03:41.672]  We don't like lying to the people.
[01:03:41.672 --> 01:03:42.833]  We don't like deceiving people.
[01:03:42.833 --> 01:03:43.895]  That doesn't satisfy us.
[01:03:43.895 --> 01:03:44.976]  We like lifting people up.
[01:03:44.976 --> 01:03:45.517]  We like freedom.
[01:03:46.267 --> 01:03:47.968]  Uh, not CNN, not Fauci.
[01:03:47.968 --> 01:03:48.728]  They hate freedom.
[01:03:48.728 --> 01:03:50.429]  They want to dominate you.
[01:03:50.429 --> 01:03:57.152]  These are evil, wicked, demonic-possessed people that want to inject you with a deadly vaccine.
[01:03:57.152 --> 01:03:57.953]  Hey, everybody.
[01:03:57.953 --> 01:04:01.174]  Confused about staying healthy in a crazy COVID culture?
[01:04:01.174 --> 01:04:01.935]  Me too.
[01:04:01.935 --> 01:04:09.038]  But listen, after all the research, all the conflicting studies, after all the squabbling, there's one thing almost everyone agrees on.
[01:04:09.038 --> 01:04:13.020]  It's that immune system health can literally be the difference between life and death.
[01:04:13.440 --> 01:04:15.321]  You probably already believe that.
[01:04:15.321 --> 01:04:16.341]  I certainly do.
[01:04:16.341 --> 01:04:17.282]  So here's the thing.
[01:04:17.282 --> 01:04:25.605]  I wanted to get past the craziness and find out which plant-based substances actually have studies that demonstrate some efficacy in immune support.
[01:04:26.175 --> 01:04:31.599]  Now, you'll have to sign a waiver, but you can check out what I've discovered at StrongerDefense.com.
[01:04:31.599 --> 01:04:32.960]  No cures or treatments there.
[01:04:32.960 --> 01:04:42.167]  Instead, little known but shocking immune system research and a breakthrough immune support product based on that research called Immune 10X.
[01:04:42.167 --> 01:04:43.088]  And the best part?
[01:04:43.088 --> 01:04:49.813]  You can go to the Stronger Defense website right now and claim your own supply of Immune 10X without paying anything today.
[01:04:49.813 --> 01:04:50.654]  Crazy, right?
[01:04:50.654 --> 01:04:54.637]  Learn more about this unusual limited time offer at StrongerDefense.com.
[01:04:54.637 --> 01:04:55.818]  That's StrongerDefense.com.
[01:04:56.060 --> 01:04:56.102]  Um...
[01:04:56.815 --> 01:04:58.676]  Hand sanitizer is not an option.
[01:04:58.676 --> 01:04:59.877]  It's now a must-have.
[01:04:59.877 --> 01:05:01.138]  But where can you find it?
[01:05:01.138 --> 01:05:03.179]  Online at 2020safe.net.
[01:05:03.179 --> 01:05:08.063]  The highest quality hand sanitizer that destroys microorganisms and prevents transmission of pathogens.
[01:05:08.063 --> 01:05:12.125]  Now available in a 1-liter bottle with a bonus at 2020safe.net.
[01:05:12.125 --> 01:05:22.092]  When you order a 1-liter bottle of our high-quality hand sanitizer, you'll receive a 30-cup bottle of Immune Booster, a $14.95 value, free by using code GCN at checkout.
[01:05:22.092 --> 01:05:26.715]  2020safe.net offers many natural products to help support health and help you live a more fulfilled life.
[01:05:26.935 --> 01:05:32.860]  From germ zapping hand sanitizer, to immune building nutraceuticals, to natural stress, anxiety, and sleep aids.
[01:05:32.860 --> 01:05:36.523]  2020safe.net has what you need in stock today.
[01:05:36.523 --> 01:05:47.752]  Just click 2020safe.net, that's 2-0-2-0-S-A-F-E.net to get our 1 liter bottle of high quality hand sanitizer with your bonus free 30 count bottle of Immune Booster.
[01:05:47.752 --> 01:05:51.495]  Remember to enter GCN at checkout and the bonus is yours free.
[01:05:51.495 --> 01:05:52.475]  Go now to 2020safe.net.
[01:05:58.436 --> 01:06:01.478]  My enemies are your enemies.
[01:06:01.478 --> 01:06:02.159]  They're the globalists.
[01:06:02.159 --> 01:06:03.740]  They're exterminists.
[01:06:03.740 --> 01:06:21.893]  They're a consortium of mad scientists, pedophiles, control freaks, devil worshippers, vampires, whatever you want to call them, that are highly predatory and are setting up a false fantasy land system of constant bombardment of propaganda, drugs, and electromagnetic radiation.
[01:06:23.226 --> 01:06:32.211]  To change the very DNA of the human species to mutate us into a form that they can control like a pawn on a chessboard.
[01:06:32.211 --> 01:06:39.896]  The bottom line is they want to play God and they are playing God and the noose is only going to tighten around our necks from here on out.
[01:06:39.896 --> 01:06:46.540]  So many other people want to be positive, they want to put out fake news and want to only cover limited amounts of what's happening with their world order but
[01:06:47.185 --> 01:06:49.226]  At the end of the day, it's all about the population.
[01:06:49.226 --> 01:06:50.587]  It's all about world government.
[01:06:50.587 --> 01:06:57.991]  It's all about the end of the human system as we know it, and all its ashes, a nightmare being built, only admitting it can turn it around and stop it.
[01:06:57.991 --> 01:07:06.055]  As you know, we're always upping our game at InfoWars, and we brought you a new supplement, a new product that we know you're going to love, especially if you have trouble sleeping.
[01:07:06.055 --> 01:07:07.115]  It is Down and Out.
[01:07:07.115 --> 01:07:08.936]  We don't mean bankrupt under a bridge.
[01:07:08.936 --> 01:07:10.657]  We mean down your bed, sleeping on
[01:07:13.206 --> 01:07:13.626]  I don't know.
[01:07:34.233 --> 01:07:38.015]  If you take it subliminally under the tongue, oh, how about blasting off to sleep?
[01:07:38.015 --> 01:07:38.716]  It's incredible.
[01:07:38.716 --> 01:07:41.237]  It's basically a liquid formula of rocket rest.
[01:07:41.237 --> 01:07:43.719]  It's so popular, we can't keep it in stock.
[01:07:43.719 --> 01:07:48.242]  Get yours today, down and out, exclusively at InfoWarsTore.com.
[01:07:48.242 --> 01:07:51.564]  40% off, out of the gate, with free shipping while supplies last.
[01:07:51.564 --> 01:07:52.124]  Down and out.
[01:07:52.124 --> 01:08:00.949]  InfoWarsTore.com.
[01:08:00.949 --> 01:08:03.631]  You're listening to the Alex Jones Show.
[01:08:13.779 --> 01:08:31.504]  You know, I never really was one that thought... I was never one that promoted it, at least, and I didn't really believe it either, but... I didn't think we'd see the return of Jesus, or... you know, really see the final plays of Revelations.
[01:08:31.504 --> 01:08:34.125]  I'm beginning to get to that point.
[01:08:34.125 --> 01:08:38.386]  I mean, this is such insane clown world behavior at this point, and Fauci's still going on TV?
[01:08:39.509 --> 01:08:42.550]  Uh... People still wanting to wear masks?
[01:08:42.550 --> 01:08:47.532]  I mean, this is like... This is sick, satanic stuff, man.
[01:08:47.532 --> 01:08:56.856]  And so... To me, it's been like, more of an instinct to just like, get on my knees and beg God just to... spare me.
[01:08:56.856 --> 01:08:59.097]  Like, please God, I'm not involved with these people!
[01:08:59.097 --> 01:09:00.158]  Please God!
[01:09:00.158 --> 01:09:01.458]  Please God, I love humans!
[01:09:01.458 --> 01:09:03.059]  Please God, I don't want to murder babies!
[01:09:03.059 --> 01:09:03.659]  Please Lord!
[01:09:03.659 --> 01:09:06.000]  I don't want to poison people and kill them!
[01:09:06.000 --> 01:09:07.040]  Please God, forgive me!
[01:09:07.040 --> 01:09:08.301]  I'm sorry, we've fallen, Lord!
[01:09:11.997 --> 01:09:19.358]  But there's that part of you that realizes your fate is tied to their fate in a way.
[01:09:19.358 --> 01:09:26.419]  At least in this dimension, in this life experience.
[01:09:26.419 --> 01:09:31.360]  That's why it's so frustrating.
[01:09:31.360 --> 01:09:41.202]  So, I don't know, maybe the move is to just get out to the hills and just beg for God's forgiveness about 20 hours a day and sleep for four.
[01:09:45.499 --> 01:09:49.421]  Or maybe there is one last fight for humanity.
[01:09:49.421 --> 01:09:53.383]  Maybe humanity will rise up again against these demons.
[01:09:53.383 --> 01:10:07.010]  Maybe humanity will struggle for its freedom once again, but... Man, oh man, when I see the look in that liberal's eyes with two masks on, looking at me like I'm some sort of dirtbag because I like to breathe clean air.
[01:10:07.010 --> 01:10:10.091]  And when I tell them, hey, you know, what was the percentage increase in death in 2020?
[01:10:10.091 --> 01:10:12.513]  They don't have a damn clue.
[01:10:12.513 --> 01:10:13.173]  They don't even care.
[01:10:14.474 --> 01:10:17.356]  That's when you realize, they're gone!
[01:10:17.356 --> 01:10:19.777]  They're no longer with God.
[01:10:19.777 --> 01:10:23.018]  They're no longer connected to this reality.
[01:10:23.018 --> 01:10:27.161]  They're no longer connected to their own mind, really.
[01:10:27.161 --> 01:10:29.602]  They're gone.
[01:10:29.602 --> 01:10:33.404]  They have no interest in being with humanity anymore.
[01:10:33.404 --> 01:10:36.725]  They don't even want control of their own destiny.
[01:10:36.725 --> 01:10:41.088]  They don't even have an instinct of prosperity.
[01:10:41.088 --> 01:10:43.309]  They've been, their souls
[01:10:44.324 --> 01:10:48.445]  Have been stolen by Satan.
[01:10:48.445 --> 01:10:52.926]  And the lies of the New World Order.
[01:10:52.926 --> 01:10:54.567]  We'll be continuing to update you.
[01:10:54.567 --> 01:10:57.368]  At least it's going to be an interesting story for me.
[01:10:57.368 --> 01:11:00.309]  What goes on in Texas here in Austin.
[01:11:00.309 --> 01:11:01.469]  As Ken Paxton is saying.
[01:11:01.469 --> 01:11:04.870]  I think they might sue Steve Adler.
[01:11:04.870 --> 01:11:06.790]  I'm hoping they do.
[01:11:06.790 --> 01:11:08.811]  I'd love to see that little coward.
[01:11:08.811 --> 01:11:10.712]  Who always hides when I go speak at City Council.
[01:11:10.712 --> 01:11:12.252]  Now they just cancel all the City Council things.
[01:11:14.898 --> 01:11:18.561]  I'd love to see that coward Steve Adler get sued for breaking the law.
[01:11:18.561 --> 01:11:24.645]  But see, it doesn't even matter because Steve Adler is just a little, he's just a little weasel.
[01:11:24.645 --> 01:11:28.107]  He's just a little virus of the new world order.
[01:11:28.107 --> 01:11:36.533]  Ken Paxson really needs to be focusing on Texas HB3 pandemic emergency provisions that will then put in law that they can force-inoculate us.
[01:11:36.533 --> 01:11:39.375]  That's what needs to be the main thing here.
[01:11:39.375 --> 01:11:40.256]  But hey, you know what?
[01:11:40.256 --> 01:11:40.996]  I don't like Adler.
[01:11:40.996 --> 01:11:42.377]  He's a total scumbag.
[01:11:42.377 --> 01:11:43.478]  He should be sued anyway.
[01:11:44.153 --> 01:11:45.494]  He needs to be removed from office.
[01:11:45.494 --> 01:11:48.757]  I don't know a single person in this town that likes Steve Adler.
[01:11:48.757 --> 01:11:53.180]  It's a weird thing how he gets re-elected without any support.
[01:11:53.180 --> 01:11:57.443]  But hey, he hates freedom, so I guess that's popular these days.
[01:11:57.443 --> 01:11:58.944]  Let's move on.
[01:11:58.944 --> 01:12:04.589]  Continuing to look here at the dumber than rocks left of America.
[01:12:04.589 --> 01:12:10.053]  Mainstream newspapers team up to stalk anti-lockdown salon owner as she moves to New State.
[01:12:10.053 --> 01:12:13.696]  So this lady, Lindsey Graham is her name, ironically,
[01:12:14.591 --> 01:12:20.516]  In Salem, Oregon, owns a salon.
[01:12:20.516 --> 01:12:33.905]  And because the Oregon economy has been shut down, she decided to move her business after 12 years to Arizona.
[01:12:33.905 --> 01:12:35.787]  And of course, she really doesn't even have a choice.
[01:12:35.787 --> 01:12:37.868]  She can't even do business in Oregon.
[01:12:37.868 --> 01:12:40.350]  She can't even do business in Oregon.
[01:12:40.350 --> 01:12:41.951]  So she's like, well, I have to leave.
[01:12:41.951 --> 01:12:42.712]  There's nothing else I can do.
[01:12:43.917 --> 01:12:44.678]  So what do they do?
[01:12:44.678 --> 01:12:49.380]  Well, they don't like the slave leaving the plantation, do they?
[01:12:49.380 --> 01:12:51.001]  No, they don't.
[01:12:51.001 --> 01:12:54.724]  Liberals hate it when they don't control your life.
[01:12:54.724 --> 01:13:00.647]  Liberals hate it when they don't have you in shackles of fear or government.
[01:13:00.647 --> 01:13:03.729]  So they're stalking this lady now as she moves her business to Arizona.
[01:13:03.729 --> 01:13:07.892]  So, oh, you know, go make your own business, go make your own this, go do your own that.
[01:13:07.892 --> 01:13:11.294]  And then they follow you there and harass you there, too.
[01:13:11.294 --> 01:13:12.655]  You people are sick.
[01:13:13.456 --> 01:13:14.617]  I'm telling you, man, they're gone.
[01:13:14.617 --> 01:13:29.586]  The leftists in America, about 80% of them, I would say, because I know liberals are good people, and that's why I hate making these blanket statements, because it's not obviously true to say about all people, but, I mean, let's be honest, 80% of the left liberal progressives in this country, they're just gone, man.
[01:13:29.586 --> 01:13:31.707]  They're not even human anymore.
[01:13:31.707 --> 01:13:33.908]  And they don't even want to be human.
[01:13:33.908 --> 01:13:34.829]  That's what's so weird about it.
[01:13:36.596 --> 01:13:41.359]  Backlash after CNN reports CDC granting limited freedoms for vaccinated Americans.
[01:13:41.359 --> 01:13:41.900]  Oh, okay.
[01:13:41.900 --> 01:13:44.241]  So the vaccine doesn't work, but you still have to take it.
[01:13:44.241 --> 01:13:46.783]  The mask doesn't work, but you still have to wear it.
[01:13:46.783 --> 01:13:50.806]  And we may or may not give you your freedoms back if you comply with all this, but really, we won't.
[01:13:50.806 --> 01:13:53.308]  Ever.
[01:13:53.308 --> 01:13:54.449]  Well.
[01:13:54.449 --> 01:13:56.630]  Seems like- Sounds great, man.
[01:13:56.630 --> 01:14:00.013]  Sounds like freedom and prosperity to me.
[01:14:00.013 --> 01:14:03.215]  Sounds like a slave ship.
[01:14:03.215 --> 01:14:05.797]  Oh, but the International Business Times is reporting today
[01:14:06.599 --> 01:14:07.841]  Or I guess it was last week, actually.
[01:14:07.841 --> 01:14:09.222]  I'm looking at the date.
[01:14:09.222 --> 01:14:10.784]  Oh, so probably more now.
[01:14:10.784 --> 01:14:17.571]  Over 900 dead after receiving COVID-19 vaccine, but experts say the data is misinterpreted.
[01:14:17.571 --> 01:14:21.135]  Oh, so that data is misinterpreted.
[01:14:21.135 --> 01:14:23.818]  You died within a week of taking the vaccine.
[01:14:23.818 --> 01:14:24.860]  That's misinterpreted.
[01:14:24.860 --> 01:14:25.560]  But the
[01:14:27.329 --> 01:14:31.091]  500,000 COVID deaths or whatever that are 80% comorbidities.
[01:14:31.091 --> 01:14:37.574]  Those, that data is not being misinterpreted and it's definitely not intentional.
[01:14:37.574 --> 01:14:39.475]  No, no, no, no, no.
[01:14:39.475 --> 01:14:41.536]  There is no agenda here.
[01:14:41.536 --> 01:14:48.960]  There's no agenda to cover up the deadliness of these trial gene therapy vaccines.
[01:14:48.960 --> 01:14:55.223]  There's no agenda to fake a pandemic by boosting the numbers and by getting hospitals to comply with cash payouts.
[01:14:55.223 --> 01:14:56.043]  It's all on record.
[01:14:56.043 --> 01:14:57.004]  No, no, no.
[01:14:59.278 --> 01:15:01.319]  No, Australia didn't, uh, excuse me.
[01:15:01.319 --> 01:15:07.020]  No, no, no, Austria did not suspend the AstraZeneca COVID-19 vaccine batch after death.
[01:15:07.020 --> 01:15:09.741]  Oh, except they did.
[01:15:09.741 --> 01:15:11.502]  They did.
[01:15:11.502 --> 01:15:13.563]  Multiple deaths, by the way.
[01:15:13.563 --> 01:15:15.503]  Multiple.
[01:15:15.503 --> 01:15:17.024]  Safe and effective, though.
[01:15:17.024 --> 01:15:23.166]  School cancelled after numerous teachers experienced negative side effects from the Moderna vaccine.
[01:15:23.166 --> 01:15:23.366]  Oh!
[01:15:23.366 --> 01:15:26.427]  That's being misinterpreted.
[01:15:26.427 --> 01:15:27.667]  Oh, that seizure you had?
[01:15:28.482 --> 01:15:30.783]  That stroke you had?
[01:15:30.783 --> 01:15:33.105]  That's just being misinterpreted.
[01:15:33.105 --> 01:15:34.506]  Oh, you can't lift your left arm?
[01:15:34.506 --> 01:15:36.967]  Oh, your face went completely numb?
[01:15:36.967 --> 01:15:39.249]  You're just misinterpreting that pain.
[01:15:39.249 --> 01:15:41.570]  That's misinterpreted.
[01:15:41.570 --> 01:15:47.174]  Oh, you went and got a shot and then you had a seizure and now you have Bell's Palsy?
[01:15:47.174 --> 01:15:50.536]  You're just misinterpreting that.
[01:15:50.536 --> 01:15:52.557]  That's just a misinterpretation.
[01:15:52.557 --> 01:15:54.959]  And look at the hilarity here.
[01:15:54.959 --> 01:15:55.559]  This is sad.
[01:15:56.300 --> 01:16:01.063]  To know that the leftist liberals are teaching your kids, but I guess this has been the case for a while now.
[01:16:01.063 --> 01:16:06.386]  And these are such lazy bums.
[01:16:06.386 --> 01:16:10.408]  I would not, I mean, there are very few public schools where I think I would ever send my kid.
[01:16:10.408 --> 01:16:13.070]  Very, very few.
[01:16:13.070 --> 01:16:14.031]  Very, very few.
[01:16:14.031 --> 01:16:15.171]  Because there's good ones out there.
[01:16:15.171 --> 01:16:16.332]  There are.
[01:16:16.332 --> 01:16:17.593]  There definitely are.
[01:16:17.593 --> 01:16:23.816]  But boy, oh boy, the ones run by leftists and Democrats?
[01:16:23.816 --> 01:16:24.817]  You don't want your kids there.
[01:16:25.951 --> 01:16:28.393]  And so they don't even hide it anymore.
[01:16:28.393 --> 01:16:28.693]  L.A.
[01:16:28.693 --> 01:16:32.736]  teachers union members warned not to post vacation photos online.
[01:16:32.736 --> 01:16:51.551]  So while the teachers, this is hilarious, while the teachers are complaining because they don't want to go back to work, while they're saying it's too dangerous to go back to work, they're literally vacationing around the planet and somebody leaks, somebody leaks the text message thread and they're like, guys, quit posting your vacation photos.
[01:16:51.551 --> 01:16:55.494]  We can't convince people that we're scared of a virus when we're all traveling around the world.
[01:16:56.972 --> 01:17:05.280]  Attention radio listeners, if you're concerned about the coming chaos after the November elections, this will be an extremely important message.
[01:17:05.280 --> 01:17:06.160]  Here's why.
[01:17:06.160 --> 01:17:13.067]  No matter what the outcome in November, catastrophic social upheaval is a very real possibility.
[01:17:13.067 --> 01:17:14.348]  Here's why this is important.
[01:17:14.728 --> 01:17:23.010]  Listen, we all know that silver and gold have been historic hedges against the uncertain waves of social chaos and unstable currencies.
[01:17:23.010 --> 01:17:32.133]  But did you know that there's been times in the past, during times of extreme hardship, when Americans put another store of value above even silver and gold?
[01:17:32.133 --> 01:17:32.833]  It's true.
[01:17:32.833 --> 01:17:39.575]  Open-pollinated seeds have been, and could very well be, the ultimate store of value in the coming hard times ahead.
[01:17:39.575 --> 01:17:43.316]  Go to survivalseedbank.com to get heirloom seeds below wholesale.
[01:17:43.556 --> 01:17:48.941]  Visit SurvivalSeedBank.com this week and get hundreds of dollars in free bonuses.
[01:17:48.941 --> 01:17:50.242]  Beat the coming chaos.
[01:17:50.242 --> 01:17:51.644]  Beat rising food prices.
[01:17:51.644 --> 01:17:53.225]  But above all, don't wait.
[01:17:53.225 --> 01:17:56.228]  Beat the crowds by claiming your own Survival Seed Bank today.
[01:17:58.258 --> 01:18:01.861]  Humanity has been domesticated, by and large.
[01:18:01.861 --> 01:18:06.424]  The population has been trained to submit, do what you're told, and it's all gonna pass.
[01:18:06.424 --> 01:18:15.631]  But if you study authoritarians, if you study the globalists, you understand that they reach a point where all the training is just beta, and you go into the point of being culled, being totally enslaved.
[01:18:15.631 --> 01:18:18.173]  And because the globalists see us as weak and see us as stupid,
[01:18:18.533 --> 01:18:20.074]  They are now making that move.
[01:18:20.074 --> 01:18:38.229]  And they are collapsing the third world with their economic weapons to then flood us with a third world that the UN will use as a weapon to then have us under such a crisis, under such a load, capitulate to the UN, whatever agreements they want us to sign, hoping that they will stop the flood of tens of millions of refugees.
[01:18:38.229 --> 01:18:46.816]  Not fleeing COVID or climate change, as the UN and Klaus Schwab are saying, and Bill Gates is saying, but fleeing the year-long lockdowns
[01:18:47.316 --> 01:18:49.358]  This is Greg Reese from InfoWars.com.
[01:18:49.358 --> 01:18:53.402]  I have many reasons to be grateful for working at InfoWars.
[01:18:53.402 --> 01:18:58.426]  One of them is that we support ourselves with great products that promote physical health and vitality.
[01:19:12.421 --> 01:19:20.248]  I've been using health supplements for years and I have found our products at InfoWarsStore.com to be the best.
[01:19:20.248 --> 01:19:23.551]  Especially our Vitamin Mineral Fusion.
[01:19:23.551 --> 01:19:30.157]  Before trying Vitamin Mineral Fusion, I always questioned if vitamin supplements ever actually did anything.
[01:19:30.157 --> 01:19:33.680]  I never felt much of an effect from other products.
[01:19:33.680 --> 01:19:37.143]  But I felt Vitamin Mineral Fusion the first time I took it.
[01:19:37.143 --> 01:19:37.744]  Immediately.
[01:19:38.675 --> 01:19:40.717]  I love how it dissolves in water.
[01:19:40.717 --> 01:19:42.558]  I take it every day with my supper.
[01:19:42.558 --> 01:19:45.141]  It tastes great, feels great.
[01:19:45.141 --> 01:19:47.963]  And right now, it's 50% off.
[01:19:47.963 --> 01:19:53.728]  It sells out fast, so stock up now at 50% off at InfoWarsStore.com.
[01:19:54.514 --> 01:19:58.057]  Vitamin Mineral Fusion at InfoWarsStore.com.
[01:19:58.057 --> 01:20:06.524]  We here at InfoWars are proud to announce the first ever Kava Kava Root Supplement that is now available at InfoWarsStore.com.
[01:20:06.524 --> 01:20:16.672]  Kava is one of the hottest new breakthroughs in the natural health world today, though it has been used for hundreds of years in the Pacific Islands for its relaxation and euphoric effects.
[01:20:17.052 --> 01:20:27.056]  According to ancient Samoan legend, kava was given as a gift by the sun god Tagaloa, who they considered to be the supreme ruler and creator of the universe.
[01:20:27.056 --> 01:20:33.019]  The Samoan people would drink kava tea during social gatherings and sacred ceremonies to loosen up a little.
[01:20:33.019 --> 01:20:37.880]  Nowadays, kava is used around the world by many who enjoy its serious benefits.
[01:20:37.880 --> 01:20:46.064]  The new Kava Chill by Dr. Jones Naturals contains a full blend of not only kava kava, but other herbs including, but not limited to,
[01:20:46.664 --> 01:20:48.586]  You're listening to the Alex Jones Show!
[01:21:23.371 --> 01:21:27.032]  Well, that'll put you back where you need to be right there.
[01:21:27.032 --> 01:21:32.234]  A little rock and roll.
[01:21:32.234 --> 01:21:40.096]  You know, I was thinking about doing this with the crew.
[01:21:40.096 --> 01:21:41.597]  We like to have some fun behind the scenes.
[01:21:41.597 --> 01:21:44.037]  Like, for example, we did an over-under.
[01:21:44.037 --> 01:21:46.638]  How much of the COVID stimulus would go to foreign nations?
[01:21:46.638 --> 01:21:47.898]  I think we said a trillion.
[01:21:47.898 --> 01:21:49.719]  It'd be over a trillion.
[01:21:49.719 --> 01:21:50.359]  I think that hit.
[01:21:50.359 --> 01:21:51.920]  I think it was over a trillion going to foreign nations.
[01:21:54.787 --> 01:22:01.270]  I almost want to do a new pool where we try to guess what's going to be cancelled next.
[01:22:01.270 --> 01:22:02.150]  You know what I mean?
[01:22:02.150 --> 01:22:05.411]  Like, what is going to be cancelled next?
[01:22:05.411 --> 01:22:18.837]  Of course, today, they have announced Disney Plus has removed Peter Pan, Dumbo, and other movies from their digital streaming service because of racism.
[01:22:18.837 --> 01:22:22.198]  And so, I saw this one coming.
[01:22:23.779 --> 01:22:33.081]  The crew could definitely notch that in my belt, but I'm thinking we as a crew, every time there's a big cancel purge like this, we should like, like Dr. Seuss was a big one, okay, Peter Pan.
[01:22:33.081 --> 01:22:37.141]  I mean, where would you put your money on the next thing being canceled?
[01:22:37.141 --> 01:22:41.222]  They haven't really gone after music yet.
[01:22:41.222 --> 01:22:50.244]  But see, that feeling you get from rock and roll, that feeling you get from jazz, that feeling you get from music, they're gonna have to cancel it somehow.
[01:22:50.244 --> 01:22:52.084]  And they'll make it so that you can only get like,
[01:22:53.356 --> 01:22:55.098]  They'll, like, ban CDs or something.
[01:22:55.098 --> 01:22:59.801]  So it'll be just like how... This is why they want the movie theaters canceled, because the movie theater can decide what to screen.
[01:22:59.801 --> 01:23:02.243]  But if everything's digital, they have total control of what you see.
[01:23:02.243 --> 01:23:05.525]  So they're kind of going that way with music.
[01:23:05.525 --> 01:23:09.588]  But when do they start going after the music industry, I wonder?
[01:23:09.588 --> 01:23:12.650]  They have in the past.
[01:23:12.650 --> 01:23:18.955]  But they were not nearly as effective when they tried to shut down ACDC or shut down Rammstein and some of these other people back in the day.
[01:23:20.467 --> 01:23:24.990]  Or hell, even some people tried to stop Nirvana from playing shows.
[01:23:24.990 --> 01:23:31.794]  And like, Kurt Cobain's like a huge leftist liberal.
[01:23:31.794 --> 01:23:34.496]  So, when will they start?
