[00:00:02.745 --> 00:00:04.085]  Wow, folks.
[00:23:39.250 --> 00:23:48.994]  Just like Bloomberg, the same day, last week, came out and said, illegals are voting nationwide, but Trump is still wrong about it and it doesn't exist.
[00:23:49.813 --> 00:23:52.435]  And it was designed to be mental illness.
[00:23:52.435 --> 00:23:56.939]  And just totally confuse everyone and go, what?
[00:23:56.939 --> 00:24:02.444]  Because, see, they want to get this now so inculcated that when illegals get caught voting, people go, okay, it's their right to.
[00:24:02.444 --> 00:24:10.852]  I mean, folks, if I showed up in Mexico, tried to walk in with a US ID card, tried to vote, they would kick my butt.
[00:24:12.227 --> 00:24:15.309]  Because they still have common sense of nationalism.
[00:24:15.309 --> 00:24:19.211]  But only here, oh you just got here, oh here everything's free and you can vote.
[00:24:19.211 --> 00:24:20.311]  What?
[00:24:20.311 --> 00:24:23.453]  This is total checkmate, folks.
[00:24:23.453 --> 00:24:24.894]  But again, it's a conspiracy theory.
[00:24:24.894 --> 00:24:27.995]  Alex Jones and Donald Trump are totally insane.
[00:24:27.995 --> 00:24:30.136]  It's totally racist.
[00:24:30.136 --> 00:24:37.180]  Ladies and gentlemen, ladies and gentlemen, there is, listen to me, there is no law.
[00:24:37.180 --> 00:24:39.741]  If you vote, you're a citizen.
[00:24:39.741 --> 00:24:40.682]  Even if you're not a citizen.
[00:24:42.039 --> 00:24:44.321]  This is the throwing it in your face.
[00:24:44.321 --> 00:24:46.002]  This is the crapping on you and rubbing it in.
[00:24:46.002 --> 00:24:49.024]  This is only going to get worse.
[00:24:49.024 --> 00:24:50.945]  This is like Alice in Wonderland Tea Party.
[00:24:50.945 --> 00:24:51.986]  It's so crazy.
[00:24:51.986 --> 00:24:52.707]  Here is Obama.
[00:24:52.707 --> 00:25:02.573]  Many of the millennials, dreamers, undocumented citizens, and I call them citizens because they contribute to this country, are fearful of voting.
[00:25:02.573 --> 00:25:06.276]  So if I vote, will immigration know where I live?
[00:25:06.276 --> 00:25:08.558]  Will they come for my family and deport us?
[00:25:08.558 --> 00:25:09.638]  Not true.
[00:25:09.638 --> 00:25:11.360]  And the reason is, first of all,
[00:25:12.160 --> 00:25:23.531]  When you vote, you are a citizen yourself, and there is not a situation where the voting rolls somehow are transferred over and people start investigating, etc.
[00:25:23.531 --> 00:25:29.577]  The sanctity of the vote is strictly confidential.
[00:25:29.577 --> 00:25:31.459]  I can't believe I heard what I heard.
[00:25:31.459 --> 00:25:35.003]  The president is even questioning
[00:25:36.272 --> 00:25:43.434]  Whether the person who is an illegal is voting, outside of reminding people that if you're a citizen, you vote.
[00:25:43.434 --> 00:25:53.298]  But it's very clear that the question is being asked was about illegals voting and afraid that they might be reported to border security.
[00:25:53.298 --> 00:25:56.419]  You're illegal, you cannot vote.
[00:25:56.419 --> 00:26:00.680]  And the President of the United States is saying, don't worry, no one will be spying on you, catching you.
[00:26:00.680 --> 00:26:02.321]  It was an encouragement.
[00:26:02.321 --> 00:26:05.322]  Whether you're for the president, against the president, whether you're- I'll stop right there.
[00:26:06.616 --> 00:26:07.997]  This is all done on purpose.
[00:26:07.997 --> 00:26:12.099]  They're passing laws that illegals can vote, that violate federal law.
[00:26:12.099 --> 00:26:17.441]  And they can bring in enough people then, give them free stuff, and have checkmate.
[00:26:17.441 --> 00:26:24.245]  See, in a republic, it's a representative democracy, but there's checks and balances, so the majority can't enslave the minority.
[00:26:25.373 --> 00:26:32.694]  Well now, because Christians passed laws to try to end racism and things, the left couldn't beat that anymore.
[00:26:32.694 --> 00:26:38.756]  So they flipped it, and now they're turning the minorities into gang-related, race-related control groups.
[00:26:38.756 --> 00:26:44.837]  Now, most quote minorities, or really the majority in most areas, aren't even bad people.
[00:26:44.837 --> 00:26:50.298]  But regardless, everyone's basically whipped into accepting this.
[00:26:50.298 --> 00:26:51.258]  Now, ladies and gentlemen,
[00:26:52.452 --> 00:26:53.773]  This is total lawlessness.
[00:26:53.773 --> 00:26:56.435]  You have to understand that.
[00:26:56.435 --> 00:26:57.776]  And I love the reporter.
[00:26:57.776 --> 00:27:00.098]  She's, because they are citizens.
[00:27:00.098 --> 00:27:02.740]  I mean, you know, they're contributing and she's so angry.
[00:27:02.740 --> 00:27:03.341]  She's so entitled.
[00:27:03.341 --> 00:27:08.285]  And if you said to her, well, can I go to Mexico or can I go to the Philippines and vote?
[00:27:08.285 --> 00:27:10.407]  Well, you're a misogynistic white pig.
[00:27:10.407 --> 00:27:13.629]  So no, but people of color do.
[00:27:13.629 --> 00:27:15.871]  The entitlement, the attack on logic.
[00:27:15.871 --> 00:27:20.075]  Can we play the clip just the first few seconds again to hear just the
[00:27:21.789 --> 00:27:27.439]  The hissing and the smacking of the lips and the over-the-top arrogance of this young woman.
[00:27:27.439 --> 00:27:27.719]  Here it is.
[00:27:28.390 --> 00:27:36.655]  Many of the millennials, dreamers, undocumented citizens, and I call them citizens because they contribute to this country, are fearful of voting.
[00:27:36.655 --> 00:27:40.357]  So if I vote, will immigration know where I live?
[00:27:40.357 --> 00:27:42.198]  Will they come for my family?
[00:27:42.198 --> 00:27:44.359]  That's right, she's this famous person that isn't a citizen.
[00:27:44.359 --> 00:27:46.480]  Again, stop it right there.
[00:27:46.480 --> 00:27:49.802]  And they make people victims that's not a citizen.
[00:27:49.802 --> 00:27:53.544]  And the big loving media and Goldman Sachs run system, oh it cares.
[00:27:53.544 --> 00:27:54.805]  No, it wants to exploit you.
[00:27:55.345 --> 00:28:03.569]  And they're going to bring down Europe, and bring down the US, and bring down Japan, and bring down South Korea, the few places that still have a middle class, and then you have no hope.
[00:28:03.569 --> 00:28:05.730]  But you'll be dumbed down and poor, so you will never know!
[00:28:05.730 --> 00:28:10.773]  And you'll be walled off forever, as the jet copters fly above you.
[00:28:10.773 --> 00:28:16.475]  Off of their big walled, rural compounds, while you live in big, agenda 21, controlled cities.
[00:28:16.475 --> 00:28:23.759]  This is the admitted, globalist plan, where you can't have a car, you can't have air conditioning, but it's liberal, so it's okay.
[00:28:25.111 --> 00:28:29.252]  We're coming back with Roger Stone, but first I'm going to play the clip of Larry Nichols.
[00:28:29.252 --> 00:28:31.453]  That guy is the real deal, folks.
[00:28:31.453 --> 00:28:32.753]  Let me just tell you.
[00:28:32.753 --> 00:28:33.173]  Let me tell you.
[00:28:33.173 --> 00:28:36.595]  That guy was in black ops for the CIA all over the world.
[00:28:36.595 --> 00:28:39.355]  And that guy was a hitman for the Clintons, okay?
[00:28:39.355 --> 00:28:41.836]  He was their handler.
[00:28:41.836 --> 00:28:43.257]  And then he wouldn't go along with killing kids.
[00:28:43.257 --> 00:28:44.177]  He's like Tony Montana.
[00:28:44.177 --> 00:28:44.997]  So they got rid of him.
[00:28:44.997 --> 00:28:46.057]  He exposed him.
[00:28:46.057 --> 00:28:47.618]  He knows every move because he trained him.
[00:28:48.860 --> 00:28:50.024]  We'll be back, ladies and gentlemen.
[00:28:50.024 --> 00:28:51.248]  He called it on the FBI.
[00:28:51.248 --> 00:28:52.533]  He dead nailed it 100%.
[00:28:52.533 --> 00:28:52.974]  A hole in one.
[00:28:57.876 --> 00:29:02.040]  Introducing Vitamin Mineral Fusion from Infowarslife.com.
[00:29:02.040 --> 00:29:09.506]  We have worked for years with our chemists and scientists to create the most powerful and affordable grape-tasting multivitamin formula available.
[00:29:09.506 --> 00:29:20.535]  The all-new Vitamin Mineral Fusion drink mix at Infowarslife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[00:29:20.956 --> 00:29:28.806]  In the history of InfoWars life, we've brought out a lot of amazing products like Survival Shield X2, Super Metal Vitality, and so many others.
[00:29:28.806 --> 00:29:38.119]  But I am most proud of the product we're now launching today with its unique delivery system and proprietary manufacturing process designed for maximized effects.
[00:29:38.419 --> 00:29:42.865]  This formula is the platinum standard of multivitamin mineral products.
[00:29:42.865 --> 00:29:49.914]  The ingredients in Vitamin Mineral Fusion are either plant derived or of the highest quality lab standard.
[00:29:49.914 --> 00:29:51.395]  That means it's clean.
[00:29:51.395 --> 00:29:52.557]  That means it's pure.
[00:29:52.557 --> 00:29:55.480]  That's Infowarslife.com and Vitamin Mineral Fusion.
[00:29:55.480 --> 00:29:57.163]  Take action now before we sell out.
[00:29:58.766 --> 00:30:01.969]  A clean, toxic-free body is the foundation of true health.
[00:30:01.969 --> 00:30:04.331]  Deep Cleanse by InfoWarsLife.com.
[00:30:04.331 --> 00:30:11.337]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[00:30:11.337 --> 00:30:16.662]  Using our proprietary multi-step extraction technology, Deep Cleanse is our most affordable all-in-one cleanser.
[00:30:16.662 --> 00:30:25.650]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanse doesn't hold back.
[00:30:26.070 --> 00:30:34.957]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[00:30:34.957 --> 00:30:42.042]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spite G-Rex herbal processing technique.
[00:30:42.042 --> 00:30:47.406]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you at the best.
[00:30:47.706 --> 00:30:53.309]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit Infowarslife.com.
[00:30:53.309 --> 00:30:55.270]  That's Infowarslife.com or call 888-253-3139.
[00:30:58.587 --> 00:31:02.589]  There was a mighty nation, blessed above all of creation.
[00:31:02.589 --> 00:31:03.730]  Charlie Daniels.
[00:31:03.730 --> 00:31:05.591]  He's always loved America.
[00:31:05.591 --> 00:31:07.392]  He's always defended the Second Amendment.
[00:31:07.392 --> 00:31:10.234]  Let me just read a little thing here from Agenda 21.
[00:31:10.234 --> 00:31:14.396]  The American system of justice must be changed to conform to the rest of the world.
[00:31:14.396 --> 00:31:18.378]  Individual rights will have to take a back seat to the collective.
[00:31:18.378 --> 00:31:20.300]  Well, you know what this expo's gonna be, don't you?
[00:31:20.300 --> 00:31:21.920]  There's gonna be coming a few guns.
[00:31:21.920 --> 00:31:22.721]  Oh, yeah.
[00:31:22.721 --> 00:31:24.282]  I take it ain't gonna sit well down my way.
[00:31:24.822 --> 00:31:25.804]  At all.
[00:31:25.804 --> 00:31:26.845]  It ain't gonna sit well.
[00:31:26.845 --> 00:31:29.068]  Do you ever wonder what happened to America?
[00:31:29.068 --> 00:31:30.209]  It's time to ride, boys.
[00:31:30.209 --> 00:31:32.212]  We need a thousand Paul Revere's.
[00:31:32.212 --> 00:31:38.280]  When I was a boy, it was okay to be proud of the flag, heritage, mom, and apple pie.
[00:31:38.280 --> 00:31:40.143]  And beef was for supper.
[00:31:40.863 --> 00:31:43.364]  Revelation, dawn of global government.
[00:31:43.364 --> 00:31:45.184]  Theatrical screenings on demand.
[00:31:45.184 --> 00:31:46.825]  DVDs now available.
[00:31:46.825 --> 00:31:51.546]  Starring Alex Jones, Charlie Daniels, Special Ops General Jerry Boykin.
[00:31:51.546 --> 00:31:54.907]  Wanna shed some tears over the red, white, and blue?
[00:31:54.907 --> 00:31:56.648]  Revelation, the movie.
[00:31:56.648 --> 00:31:58.028]  Info, let's fix it.
[00:31:58.448 --> 00:32:03.512]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[00:32:03.512 --> 00:32:12.198]  Longevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[00:32:12.198 --> 00:32:16.300]  Longevity also offers you an ingenious way to augment your income.
[00:32:16.300 --> 00:32:17.101]  And the best part?
[00:32:17.101 --> 00:32:19.983]  You'll be helping your friends and family along the way.
[00:32:19.983 --> 00:32:22.585]  Visit InfoWarsTeam.com today.
[00:32:22.585 --> 00:32:23.365]  Become a member.
[00:32:23.365 --> 00:32:27.428]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[00:32:27.648 --> 00:32:34.369]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[00:32:34.369 --> 00:32:35.329]  Another win-win.
[00:32:35.329 --> 00:32:39.070]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[00:32:39.070 --> 00:32:40.310]  And you can be too.
[00:32:40.310 --> 00:32:40.850]  It's simple.
[00:32:40.850 --> 00:32:43.791]  Just go to Infowarsteam.com today.
[00:32:43.791 --> 00:32:45.891]  Complete a short sign-up and you're part of the team.
[00:32:45.891 --> 00:32:49.152]  That's Infowarsteam.com or Infowarshealth.com.
[00:32:49.152 --> 00:32:55.453]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[00:32:55.453 --> 00:32:56.753]  Check it out for yourself today.
[00:33:01.875 --> 00:33:04.479]  You're listening to The Alex Jones Show!
[00:33:14.755 --> 00:33:20.840]  Hello, this is Hank Hill, and I'm telling you what, you need to listen to Alex Jones.
[00:33:20.840 --> 00:33:22.181]  Yeah, yeah.
[00:33:22.181 --> 00:33:29.367]  Infowars.com, yeah.
[00:33:29.367 --> 00:33:35.613]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:33:39.087 --> 00:33:43.111]  All right, coming up, we're going to have Roger Stone on with us.
[00:33:43.111 --> 00:33:45.853]  He's on NBC News right now.
[00:33:45.853 --> 00:33:48.356]  They're talking about the fact that a federal court did say no.
[00:33:48.356 --> 00:33:54.542]  Donald Trump and Roger Stone's poll-watching program, an exit poll program, is not voter intimidation.
[00:33:54.542 --> 00:33:57.965]  So that's been struck down.
[00:33:57.965 --> 00:34:00.627]  There is massive evidence of election fraud pouring in.
[00:34:00.627 --> 00:34:01.868]  Larry Nichols is warned of this.
[00:34:02.837 --> 00:34:04.998]  Again, explain how they bust the people around to vote.
[00:34:04.998 --> 00:34:10.740]  Now we have all these election officials and Democrats admitting they have people voting 10 times apiece.
[00:34:10.740 --> 00:34:14.102]  We have the Washington Post saying, of course illegals are voting.
[00:34:14.102 --> 00:34:15.362]  They're going to decide the election.
[00:34:15.362 --> 00:34:17.183]  I just showed you that article.
[00:34:17.183 --> 00:34:21.005]  I had Obama saying, look, illegals, go ahead and vote.
[00:34:21.005 --> 00:34:27.688]  You're not going to get in trouble because even if you're an illegal, voting makes you a citizen, which is what the reporter
[00:34:28.686 --> 00:34:30.187]  Had just said to him.
[00:34:30.187 --> 00:34:32.788]  If you just joined us, it was the most astonishing video.
[00:34:32.788 --> 00:34:38.670]  This is the level of mind control that we've gotten to in this country.
[00:34:38.670 --> 00:34:40.771]  And then they say, why are you racist?
[00:34:40.771 --> 00:34:45.433]  Okay, racist, an illegal isn't a race.
[00:34:45.433 --> 00:34:47.934]  I mean, sure, they're predominantly from China now.
[00:34:47.934 --> 00:34:49.895]  China surpassed Mexico.
[00:34:49.895 --> 00:34:53.977]  But it's just people coming in and then they're just instantly allowed to vote.
[00:34:53.977 --> 00:34:54.757]  What the hell?
[00:34:54.757 --> 00:34:55.897]  But I can't go to their country.
[00:34:55.897 --> 00:34:57.038]  And it's just like, shut up, racist.
[00:35:00.560 --> 00:35:23.768]  Meanwhile, Larry Nichols told us this, he said it last Sunday, and he told me in several other interviews we did, he said they're going to come out Saturday or Sunday, they're going to distract away from WikiLeaks, and all the bombshells, the fact that she was caught lying, the fact that she was caught in there saying we've got to cover this up, this is illegal, the paper play, the FBI's got a problem.
[00:35:24.656 --> 00:35:27.717]  They've got to prosecute her or there's no justice in this country.
[00:35:27.717 --> 00:35:30.798]  They're sending generals to jail as we speak that did one one-millionth.
[00:35:30.798 --> 00:35:32.358]  I mean, that did nothing.
[00:35:32.358 --> 00:35:35.399]  Hillary's got her maid printing off her secret documents and doing stuff with them.
[00:35:35.399 --> 00:35:39.641]  She's, you know, Sandy Berger sneaking secret documents out in his underwear and not getting in trouble.
[00:35:39.641 --> 00:35:42.122]  They're busy selling it to, you know, foreign countries.
[00:35:42.122 --> 00:35:43.082]  All that's okay!
[00:35:45.043 --> 00:35:46.804]  Because she's a woman, see?
[00:35:46.804 --> 00:35:51.086]  Just like it's okay if you're a foreigner, because anybody who's not American is good.
[00:35:51.086 --> 00:35:55.229]  As long as you're from somewhere else, have your baby free, vote, you get to be a citizen.
[00:35:55.229 --> 00:36:01.332]  Now, we can't go to your country and do that, but it's okay, because this is American hospitality.
[00:36:01.332 --> 00:36:07.896]  American hospitality is like, you know, give them your wife, your kids, your house, and just blow your brains out.
[00:36:07.896 --> 00:36:09.417]  Or Alec Baldwin will call you a racist.
[00:36:09.417 --> 00:36:13.139]  Well, I mean, who cares if that joke calls you something?
[00:36:14.841 --> 00:36:16.321]  These are traitors, folks.
[00:36:16.321 --> 00:36:23.883]  These are elites that are tax-exempt, that are creating chaos, and creating permanent underclasses, and they're waging war against the American people.
[00:36:23.883 --> 00:36:26.583]  And Donald Trump 110% gets it, and is saying it.
[00:36:26.583 --> 00:36:38.285]  That's why, whether he wins or loses, he's won because he's brought forward how the operation really works, how we've been screwed over, and what really has happened.
[00:36:38.285 --> 00:36:41.806]  The bigger question is, how do we, the producers, start withdrawing from the system
[00:36:42.964 --> 00:36:48.731]  And just having a revolution of non-compliance, because I'm ready to do it.
[00:36:48.731 --> 00:36:50.954]  The police aren't perfect, but they're more in the game than the general public.
[00:36:50.954 --> 00:36:51.614]  They're ready to do it.
[00:36:51.614 --> 00:36:56.040]  The military's ready to do it.
[00:36:56.040 --> 00:37:01.246]  It's truly a saddening time to see all of this unfolding.
[00:37:01.246 --> 00:37:02.827]  But Donald Trump, ladies and gentlemen,
[00:37:03.931 --> 00:37:06.032]  is set to win in a giant landslide.
[00:37:06.032 --> 00:37:20.197]  He is ahead two to ten points now in every battleground state, in mainline, cheating polls, ABC, Reuters, Bloomberg, who all sample 9, 12, 16, 20, 30, 50 points.
[00:37:20.197 --> 00:37:22.698]  They are sampling in the average CNN poll.
[00:37:22.698 --> 00:37:23.838]  Look it up yourself.
[00:37:23.838 --> 00:37:25.279]  Click on the methodology of the poll.
[00:37:25.279 --> 00:37:26.859]  When you see the poll, click.
[00:37:26.859 --> 00:37:28.160]  There'll be five pages of crap.
[00:37:28.160 --> 00:37:28.400]  Read it.
[00:37:29.909 --> 00:37:35.653]  They are sampling in CNN polls on average 30 plus points for Hillary.
[00:37:35.653 --> 00:37:40.817]  And Hillary now has a two point lead with 30 plus points added.
[00:37:40.817 --> 00:37:41.818]  CNN's the worst.
[00:37:41.818 --> 00:37:49.904]  I've seen them do on debate nights 46 points more.
[00:37:49.904 --> 00:37:53.386]  Did you just hear me?
[00:37:53.386 --> 00:37:57.209]  46% more Democrats than Republicans and then she's only winning by 68%.
[00:37:59.363 --> 00:38:00.424]  That doesn't even make sense.
[00:38:00.424 --> 00:38:05.586]  She should almost be zero, except about 25% in that particular poll were independents.
[00:38:05.586 --> 00:38:18.233]  So that's how they were saying, you know, that they did, you know, this massively larger number for Democrats because they had such a small sampling rate, what, 24% for Republicans.
[00:38:18.233 --> 00:38:19.054]  This is how they're doing it.
[00:38:19.054 --> 00:38:20.335]  They're totally rigging it.
[00:38:20.335 --> 00:38:22.196]  This country is in total revolution.
[00:38:22.196 --> 00:38:26.778]  Hillary has LeBron James come out, NBA superstar, and they had 300 to 400 people.
[00:38:28.820 --> 00:38:37.666]  Cleveland PD, I mean high-level, estimated the crowd of actual people that came in, not mentioning Secret Service and her operatives, that they numbered at 200.
[00:38:37.666 --> 00:38:44.732]  Well, I mean the text is 300 in her crowd, and another maybe 400 in her entourage.
[00:38:44.732 --> 00:38:49.695]  But they're estimating 300 people that came in that they had to basically wand and check.
[00:38:49.695 --> 00:38:53.598]  300 people, and the word is from the police, they were having to pay them.
[00:38:53.598 --> 00:38:55.700]  I've got it all right here, I'm not going to show you the
[00:38:56.789 --> 00:39:05.655]  Whole text, obviously, for TV viewers, because it's a group text, different police officers and other folks involved, but let me just show you this without the whole text history.
[00:39:05.655 --> 00:39:11.798]  This is the crowd as LeBron James spoke for TV viewers.
[00:39:11.798 --> 00:39:20.964]  Okay, a couple hundred here, people in the bleachers, maybe 700, 300 that came in that weren't part of her operation.
[00:39:20.964 --> 00:39:24.006]  Let me just read you this without actually showing it, so I don't show any of these phone numbers.
[00:39:28.395 --> 00:39:29.076]  Let me read this to you.
[00:39:29.076 --> 00:39:34.700]  Ah, it's stuff about communists that want to kill me.
[00:39:34.700 --> 00:39:36.041]  Blah, blah, blah.
[00:39:36.041 --> 00:39:37.182]  There it is.
[00:39:37.182 --> 00:39:40.185]  At Hillary's rally, they said they were expecting 2K.
[00:39:40.185 --> 00:39:43.467]  Barely 300 here, and that's with LeBron making an appearance.
[00:39:43.467 --> 00:39:44.288]  Pathetic.
[00:39:44.288 --> 00:39:47.590]  Let's see what the media say.
[00:39:47.590 --> 00:39:50.773]  LeBron is supposed to cancel.
[00:39:50.773 --> 00:39:55.276]  Her staff is on the street trying to beg people to come in from a friend.
[00:39:55.276 --> 00:39:55.957]  Hope all's well.
[00:39:58.018 --> 00:40:00.799]  Now, later, 700 total.
[00:40:00.799 --> 00:40:03.621]  Most of them, though, are part of her honorage.
[00:40:03.621 --> 00:40:08.924]  They're inviting all the drunks from the Browns game to come in.
[00:40:08.924 --> 00:40:12.005]  And then, Comey just cleared Hillary.
[00:40:12.005 --> 00:40:15.487]  Again.
[00:40:15.487 --> 00:40:20.229]  They're telling all the black Browns fans to come and see LeBron speak, but they're refusing to.
[00:40:20.229 --> 00:40:24.231]  The whole crowd is basically white.
[00:40:24.231 --> 00:40:25.372]  Blacks in Cleveland hate her.
[00:40:29.810 --> 00:40:30.771]  Oh my God.
[00:40:30.771 --> 00:40:37.075]  This is the type of stuff I'm getting so much of it, I can't even keep track of it.
[00:40:37.075 --> 00:40:39.837]  What a country, what a world, what have we become?
[00:40:39.837 --> 00:40:42.418]  What have we become?
[00:40:42.418 --> 00:40:50.964]  And Larry Nichols, insider, managed the Clintons, ran them for the CIA.
[00:40:50.964 --> 00:40:54.026]  Nichols is not supposed to say that, it'll come killing, but that's what he did as the Green Beret.
[00:40:54.026 --> 00:40:56.267]  That's what they have as like handlers for people.
[00:40:56.267 --> 00:40:58.609]  And he said last week that, the word is Alex.
[00:40:59.830 --> 00:41:08.752]  This is from a Supreme Court Justice that next Saturday or Sunday they're going to declare the whole thing's over and it's meant to take away from WikiLeaks.
[00:41:08.752 --> 00:41:10.052]  And boy was he dead on.
[00:41:10.052 --> 00:41:11.192]  Here's part of that clip as we got a break.
[00:41:30.507 --> 00:41:36.853]  He had explained to him, and the reason I know I believe this is because I did it to people, Alex, when I was with him.
[00:41:36.853 --> 00:41:41.477]  Somebody went to him and said, you know, Jim, here's the deal, buddy.
[00:41:41.477 --> 00:41:44.239]  If Hillary loses, you're toast.
[00:41:44.239 --> 00:41:52.066]  Your name is toast, your career is toast, you're done, and there's a good chance if an investigation ensues, you will be the one going to jail.
[00:41:52.066 --> 00:41:55.989]  Now, the best thing for you to do is to help us.
[00:41:55.989 --> 00:41:56.890]  He had no choice.
[00:41:57.688 --> 00:42:02.449]  So, he participates in bringing out this, this uh, this diversion.
[00:42:02.449 --> 00:42:03.690]  These emails, this diversion.
[00:42:03.690 --> 00:42:04.630]  No, no, no, let me stop you.
[00:42:04.630 --> 00:42:10.112]  Six months ago, when the Loretta Lynch thing happened, you've been saying for a year, there will be no indictment, there will be no indictment.
[00:42:10.112 --> 00:42:16.454]  Bill Clinton gave her a letter, a list of FBI people and prosecutors they got dirt on, and boy, you were proven right.
[00:42:16.454 --> 00:42:20.015]  So you're saying again, what transpired?
[00:42:20.015 --> 00:42:20.475]  Yeah.
[00:42:20.475 --> 00:42:24.136]  Now, the plan is, and you'll notice that even
[00:42:24.876 --> 00:42:28.078]  When they did this, the miraculous change took place.
[00:42:28.078 --> 00:42:36.504]  Number one, Mr. Good God, James Comey, who everybody says is Mr. Impeccable, the first thing he does is he breaks the 60-day rule.
[00:42:36.504 --> 00:42:49.713]  60-day rule means going back to... Alright, we're going to come back with more of this than Roger Stone straight ahead, but somewhere in this hour-long interview, he says, it'll be Saturday, it'll be Sunday, it'll be totally exonerated.
[00:42:53.522 --> 00:42:54.743]  Again.
[00:42:54.743 --> 00:42:58.025]  Well, I'll tell you more when we come back.
[00:42:58.025 --> 00:43:01.408]  The fans of Hillary Clinton are erecting a demon.
[00:43:01.408 --> 00:43:04.930]  She's worked like a demon, as you know, as Secretary of State.
[00:43:04.930 --> 00:43:08.933]  So Alex Jones is not the only one that thinks Hillary Clinton is a demon.
[00:43:08.933 --> 00:43:15.698]  And now we have Marina Abramovich emailing John and Tony Podesta talking about spirit dinners.
[00:43:15.698 --> 00:43:17.459]  Who is Marina Abramovich?
[00:43:17.459 --> 00:43:22.363]  A performance artist who focuses on pain, blood, and physical limits of the body.
[00:43:22.523 --> 00:43:29.953]  Some of her performances have included communist stars, near-death experiences, playing with skeletons, cutting her neck, and sex.
[00:43:29.953 --> 00:43:31.274]  What is a spirit dinner?
[00:43:31.274 --> 00:43:35.740]  A ritual dinner where blood, semen, and breast milk are painted on the wall.
[00:43:35.740 --> 00:43:39.425]  These are the type of things intellectuals like Lady Gaga are interested in.
[00:43:39.425 --> 00:43:40.807]  Marina Abramovic.
[00:43:42.164 --> 00:43:44.367]  I was just speaking about her today.
[00:43:44.367 --> 00:43:46.309]  I am obsessed with this woman.
[00:43:46.309 --> 00:43:51.453]  So we have emails coming out of the Clinton camp now talking about satanic occult dinners.
[00:43:51.453 --> 00:43:52.014]  You're with her.
[00:43:52.014 --> 00:43:54.336]  This is Owen Troyer from InfoWars.com.
[00:43:57.699 --> 00:44:05.941]  Please listen carefully because I'm about to point out three things that will save you a lot of money while you get high quality products and fund the InfoWar.
[00:44:05.941 --> 00:44:07.161]  A 360 win.
[00:44:07.161 --> 00:44:13.722]  Number one, when you choose AutoShip before checkout, we give you 10% off on your order at InfoWarshore.com.
[00:44:13.722 --> 00:44:21.244]  Number two, you're also able to get items that are out of stock when you sign up for AutoShip because we hold back a surplus for AutoShip customers.
[00:44:21.644 --> 00:44:26.327]  Number three, we're giving you free shipping on all orders above $50.
[00:44:26.327 --> 00:44:32.832]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[00:44:32.832 --> 00:44:40.617]  Just go to InfoWarsTore.com, select your favorite product or products, click on auto ship, and choose how often you want us to send you another order.
[00:44:40.617 --> 00:44:47.502]  As you know, I coined the term 360 win, and with the new auto ship feature at InfoWarsLife.com, this is a sure win.
[00:44:47.502 --> 00:44:48.643]  10% off on auto ship.
[00:44:48.803 --> 00:44:51.226]  Win-win-win at InfoWarsLife.com.
[00:44:51.226 --> 00:44:53.208]  Free shipping on orders above $50.
[00:44:53.208 --> 00:44:57.072]  And all out-of-stock items are never out of stock when you sign up for AutoShip.
[00:44:58.422 --> 00:44:59.242]  Hey, everyone!
[00:44:59.242 --> 00:45:01.543]  Pharmacist Ben Fuchs here, host of The Bright Side.
[00:45:01.543 --> 00:45:05.383]  And as many of you know, I'm on a mission to help Americans get and stay healthy.
[00:45:05.383 --> 00:45:07.464]  You've all heard the shocking statistics.
[00:45:07.464 --> 00:45:17.726]  Despite spending trillions of dollars in health care, nearly $10,000 per man, woman, and child in this country, obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant.
[00:45:17.726 --> 00:45:23.707]  One out of three or four people is dealing with some kind of health challenge, and everyone knows at least one person with a degenerative disease.
[00:45:24.187 --> 00:45:39.104]  If you're dealing with a health challenge or if you're healthy and want to maintain your vigor and longevity, and you're looking for a convenient, easy way to incorporate nutritional raw materials into your day-to-day lives to guarantee that your body is getting the fundamental nutrients, the 90 essential vitamins, minerals, fats, and amino
[00:45:39.144 --> 00:45:39.544]  I think so.
[00:45:58.211 --> 00:46:00.173]  Dr. Grimm, you developed Living Defense for us.
[00:46:00.173 --> 00:46:01.494]  It took you over a year to do it.
