[00:00.000 --> 00:29.000]  Live from the InfoWars.com Studios, it's Alex Jones.
[49:09.000 --> 49:19.000]  It's unbelievable. Leaders defend. Houston officials defend decision not to evacuate ahead of Harvey. Nonsensical thing to do. Yeah, guys, grab me that video. I want to play that.
[49:19.000 --> 49:28.000]  A nonsensical thing to do. Houston Chronicle, New York Daily News.
[49:28.000 --> 49:45.000]  Isn't that just cute? We're going to go to break. I'm going to come back and I'm going to get into this more and then I'm going to get into all over the EU and all over the UK. They're taking Christian children and giving them on purpose, the most hardcore burka wearing
[49:45.000 --> 49:54.000]  Muslims, because that's what you do in the US and the UK is in Democrat run cities, the Muslims don't work. Sometimes they own a business.
[49:54.000 --> 50:03.000]  But what they do is they have foster kids. It's a big joke. Not in this case so far, but in others, they sell them into sex slavery, you name it.
[50:03.000 --> 50:08.000]  And I mean, we're talking about six, seven, eight year old kids that were with their parents because, you know, mom was drinking and driving or something.
[50:08.000 --> 50:14.000]  Well, they take the kid away and then you go to a Muslim household. A burker goes on your head. Your cross is taken.
[50:14.000 --> 50:26.000]  And you are taught how to live the halal life. That's times of London. Christian child, forced into Muslim foster care. Boom, infowars.com right now, right now.
[50:26.000 --> 50:36.000]  And I've had members of parliament on from the UK. Liberal members of parliament going Alex, you got to see it. It's mainly Muslims in the government system.
[50:36.000 --> 50:49.000]  They're the foster care that the truancy officers, they're the CPS. So they come find that you've done wrong and then they are like, oh, don't be Islamophobic in England now.
[50:49.000 --> 50:57.000]  And in the US, you're being kicked out of college where you're getting in trouble if you criticize ISIS. That's now officially Islamophobic. I'm not kidding.
[50:57.000 --> 51:09.000]  Do you trust our economy? How about our banking system? Our president has stated we are sitting on a bubble right now and that when the Fed raises interest rates, bad things are going to happen.
[51:09.000 --> 51:20.000]  Well, the Fed is raising rates here and now. There has never been a better time to turn your IRA or 401K into physical gold or silver with GSI exchange.
[51:20.000 --> 51:28.000]  Well, 833 GSI gold. GSI exchange can make this happen fast and it's money you control, not the big banks.
[51:28.000 --> 51:41.000]  833 GSI gold. Ask about our bank failure survival guide and learn how your qualified IRA transfer can get you $1,500 in free physical gold or silver delivered right to your home.
[51:41.000 --> 51:58.000]  GSI exchange has an A plus rating with the Better Business Bureau. Call GSI exchange at 833 GSI gold. That's 833-474-4653 or visit us on the web at gsi.gold.
[52:12.000 --> 52:20.000]  When it comes to a formula that is such a game-changer like DNA Force, we never know when we will be able to secure an additional supply of the key ingredients.
[52:20.000 --> 52:30.000]  The secret behind DNA Force is its powerful lineup of patented ingredients like CoQ10, systematic enzymes, NAR-lipolic acid, BiopQQ and many others.
[52:30.000 --> 52:38.000]  BiopQQ alone is backed by an unprecedented 175 clinical studies and just one batch of this stuff costs us more than $30,000.
[52:38.000 --> 52:49.000]  Visit m4slife.com and read the reviews for yourself. Over 700 reviews have given DNA Force an unheard of 4.8 out of 5 stars through our third party certified review agency Power Review.
[52:49.000 --> 53:08.000]  Take advantage of this new limited shipment and get DNA Force today at m4slife.com before it sells out again. That's m4slife.com.
[53:19.000 --> 53:27.000]  We're called 877-886-3653. 877-886-3653. Go Berkey.com.
[53:49.000 --> 53:57.000]  Interrupt with an experienced GCN representative. Advertise at GCNLive.com. Easy, affordable, effective.
[54:20.000 --> 54:28.000]  If you are receiving this transmission, you are the Resistance. It's Alex Jones.
[54:28.000 --> 54:39.000]  You know, the globalists are like gremlets. They're really good at taking things over and then sabotaging things and basically crapping all over it.
[54:39.000 --> 54:59.000]  And any city Democrats run just descends into hell overnight. New York, Chicago, LA, DC, Detroit, places like Seattle, beautiful city, great history, founded by super hardcore minors, fishermen, loggers.
[54:59.000 --> 55:06.000]  I mean super rough, way rougher than the classic Texas ethos that you think about of ranchers or something.
[55:06.000 --> 55:16.000]  Now you go there, it is like a thog of demon hangs over it. There's human feces everywhere, people cussing at each other, screaming at each other, just nasty.
[55:16.000 --> 55:29.000]  In amongst really nice people. The majority are really nice, but the per capita percentage, though it's a low number of nasties, maybe two out of ten are like just...
[55:29.000 --> 55:40.000]  And I think it's the attitude of the heroin. They've taken so much heroin, a lot of them are off the heroin, but their receptors are all fried and they're just super depressed.
[55:40.000 --> 55:49.000]  That's what heroin addiction does, it fries your brain. And it's like, you want to see what an opium, din, nightmare, Edgar Allen pose like.
[55:49.000 --> 55:56.000]  You had that with the rain, the drariness, all of it of Seattle. You got a hateful group of people right there, buddy.
[55:56.000 --> 56:02.000]  And it's so incredibly sad that we've gotten to this point.
[56:02.000 --> 56:20.000]  And now Houston, big industrial, rough city, rough city, tough city, a lot of family down there, basically energized Texas, did a lot of the heavy lifting, still does.
[56:20.000 --> 56:26.000]  Kind of the engine of Texas is in the water. It's in the mud up to its axles.
[56:26.000 --> 56:31.000]  The Democrats are all over Facebook and Twitter celebrating it as if Texas is their enemy.
[56:31.000 --> 56:37.000]  They don't get if Texas was to actually collapse, the economy collapses that they're cheering for, that's going to hurt them as well.
[56:37.000 --> 56:45.000]  And the Democrat mayor and Democratic officials made fun of the governor and they said, we don't need your help.
[56:45.000 --> 57:00.000]  The quote was nonsensical thing to do to issue an evacuation order or to even recommend one.
[57:00.000 --> 57:07.000]  And they told the governor that he was nonsensical, that he was, it was just nonsense.
[57:07.000 --> 57:12.000]  That's why they have the evacuation corridors, that's why they have it all set up.
[57:12.000 --> 57:18.000]  But the mayor says it's nonsensical and well, he's the boss.
[57:18.000 --> 57:32.000]  You know, I say it makes a lot of sense to bring in 10 million military aged men under a UN program, put them in as a social workers and start taking the Brits and the Germans and the Swedes kids and put them in Muslim households like you're doing.
[57:32.000 --> 57:44.000]  I reported that five years ago and nobody else was and I couldn't believe it then that Paul Watson was getting me members of parliament on because nobody would talk about how they were also taking the little girls and sexualizing them.
[57:44.000 --> 57:47.000]  And finally, five years later, that all broke.
[57:47.000 --> 57:56.000]  Some towns up to three, four, five, six, seven thousand little girls grabbed, raped and the police will do nothing because a large contingent are Muslims.
[57:56.000 --> 58:00.000]  The others are pedophiles.
[58:00.000 --> 58:06.000]  And now the 70 times Christian children forced into Muslim foster care.
[58:06.000 --> 58:08.000]  You know, I'm spending 30 seconds doing this.
[58:08.000 --> 58:09.000]  I should have spent the whole hour.
[58:09.000 --> 58:10.000]  We need to find our operation.
[58:10.000 --> 58:23.000]  We have a limited time mega special on super male vitality will have to stop it very soon because at this rate of sales, it will sell out because we're doing it 57% off super male vitality and that's off the regularly discounted price.
[58:23.000 --> 58:25.000]  That is unparalleled.
[58:25.000 --> 58:34.000]  Try it for yourself. Also, we have X2 and Selenium individually or comboed 45% off a massive sale, free shipping or $3 or more.
[58:34.000 --> 58:40.000]  Sign up for auto shipping initial 10% off infowarslife.com or triple eight, two, five, three, three, one, three, nine.
[58:40.000 --> 58:41.000]  We're defending you.
[58:41.000 --> 58:43.000]  We need your support now more than ever.
[58:43.000 --> 58:44.000]  Thank you for your support.
[58:44.000 --> 58:54.000]  As most of you already know, I am a voracious consumer of news and information.
[58:54.000 --> 59:07.000]  And in the last four or five years doing more and more research, I came across the fact that the elite establishment is fully aware of the fact that our ancient ancestors in many cases had much better nutrition than we do today.
[59:07.000 --> 59:14.000]  And our ancient ancestors sought out the bones of the animals that they were hunting, killing and then processing.
[59:14.000 --> 59:28.000]  And so I set out to develop caveman, but to not just have concentrated bone broth from chicken, but seven other super food ingredients known for cleansing and super charging the body at the same time.
[59:28.000 --> 59:38.000]  Infowars isn't just fighting the globalist, we're getting results and we're expanding in the face of the complete media assault and winning because of your support.
[59:38.000 --> 59:40.000]  Caveman is back in stock.
[59:40.000 --> 59:41.000]  People absolutely love it.
[59:41.000 --> 59:49.000]  So please secure your caveman today at infowarslife.com or by calling toll free triple eight, two, five, three, three, one, three, nine.
[59:49.000 --> 59:55.000]  You're listening to the Alex Jones show.
[59:55.000 --> 01:00:02.000]  We now take you live to the edge of the ocean, Austin, Texas.
[01:00:25.000 --> 01:00:31.000]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[01:00:31.000 --> 01:00:34.000]  You're listening to Alex Jones.
[01:00:43.000 --> 01:00:50.000]  We got Owen Schroyer who spent two days with our intrepid crew down on the coast in and around Houston.
[01:00:50.000 --> 01:00:56.000]  We have the footage of the front of buildings blown off the stop signs bent down the ground, buildings thrown on top of each other.
[01:00:56.000 --> 01:01:04.000]  But now we've got footage coming in as he's able to upload it by Michael Zimmerman who didn't wait for orders from headquarters.
[01:01:04.000 --> 01:01:09.000]  He just went down there in my truck and with a kayak.
[01:01:09.000 --> 01:01:14.000]  And so he's down there getting powerful footage back when he's able to get internet.
[01:01:14.000 --> 01:01:18.000]  So he basically goes in and drives back out, uploads it and drives back in.
[01:01:18.000 --> 01:01:23.000]  So he's in the middle of those rescue efforts right now.
[01:01:23.000 --> 01:01:24.000]  That is all coming up.
[01:01:24.000 --> 01:01:38.000]  The Gulf of Houston, 20 foot plus deep water in many areas of the city, way more than 50 inches, have fallen 15 trillion gallons.
[01:01:38.000 --> 01:01:44.000]  15 trillion gallons.
[01:01:44.000 --> 01:01:48.000]  Now let's go back to infowars.com. Here's some of the stories.
[01:01:48.000 --> 01:01:54.000]  CNN's Acosta gets owned at retweeting fake news hurricane warning.
[01:01:54.000 --> 01:02:00.000]  New study finds Muslims and leftists responsible for vast majority of anti-Semitic hate crime.
[01:02:00.000 --> 01:02:04.000]  That's really not a, you need a study for that.
[01:02:04.000 --> 01:02:06.000]  But then they blame right wingers for being anti-Semitic.
[01:02:06.000 --> 01:02:10.000]  Trump faces major tests as hurricane slams Texas.
[01:02:10.000 --> 01:02:17.000]  And again, that's the David Knight's analysis and show of that.
[01:02:17.000 --> 01:02:25.000]  Continuing here, ladies and gentlemen, we've got a big story going up.
[01:02:25.000 --> 01:02:27.000]  I thought those stories looked old.
[01:02:27.000 --> 01:02:29.000]  That was cashed when I went to info wars.
[01:02:29.000 --> 01:02:31.000]  He didn't, he didn't load the new stuff.
[01:02:31.000 --> 01:02:33.000]  I was like, man, this is really weird.
[01:02:33.000 --> 01:02:34.000]  There it is.
[01:02:34.000 --> 01:02:39.000]  Now it's loaded the new stories on infowars.com.
[01:02:39.000 --> 01:02:45.000]  There's a lot of really, really important articles up on the site right now.
[01:02:45.000 --> 01:02:49.000]  University accuses student of Islamophobia for mocking ISIS.
[01:02:49.000 --> 01:02:50.000]  That's right.
[01:02:50.000 --> 01:02:51.000]  They get kicked out of college.
[01:02:51.000 --> 01:02:53.000]  Hell, you get arrested in Germany for that.
[01:02:53.000 --> 01:03:01.000]  If you criticize ISIS because they're not Islamic when they kill you or put you in a sex slavery or cut your genitals off.
[01:03:01.000 --> 01:03:03.000]  Even though they're following the Korean.
[01:03:03.000 --> 01:03:07.000]  But then if you criticize them, you get in trouble at the University of Edinburgh because,
[01:03:07.000 --> 01:03:13.000]  well, it's Islamophobia because he mocked the Islamic State.
[01:03:13.000 --> 01:03:18.000]  Robbie Travers, who's also a commentator with the Gatestone Institute, let's get him on,
[01:03:18.000 --> 01:03:21.000]  posted a Facebook and other individual to college reported him to campus authorities,
[01:03:21.000 --> 01:03:23.000]  making fun of a terror group.
[01:03:23.000 --> 01:03:26.000]  Gosh, people say, oh, well, I better not do that.
[01:03:26.000 --> 01:03:32.000]  No, it's now time to get more politically incorrect folks because I've got stacks of news articles here where,
[01:03:32.000 --> 01:03:36.000]  like we covered last week,
[01:03:36.000 --> 01:03:41.000]  they sent a Twitter out.
[01:03:41.000 --> 01:03:47.000]  The ACLU did showing a white baby talking about America's future.
[01:03:47.000 --> 01:03:54.000]  And then they took it down and apologized when their constituents, their supporters, their users, their fans,
[01:03:54.000 --> 01:03:56.000]  said, this is white.
[01:03:56.000 --> 01:03:57.000]  White is not the future.
[01:03:57.000 --> 01:03:58.000]  Whites are bad.
[01:03:58.000 --> 01:03:59.000]  Let's kill whites.
[01:03:59.000 --> 01:04:00.000]  Let's get rid of them.
[01:04:00.000 --> 01:04:01.000]  And they said, you know what?
[01:04:01.000 --> 01:04:02.000]  You're right.
[01:04:02.000 --> 01:04:03.000]  We agree with you.
[01:04:03.000 --> 01:04:04.000]  They didn't say, man, you're mentally ill.
[01:04:04.000 --> 01:04:05.000]  You've really become racist yourself.
[01:04:05.000 --> 01:04:06.000]  What's wrong with you?
[01:04:06.000 --> 01:04:08.000]  They said, you know, thank you for teaching us.
[01:04:08.000 --> 01:04:11.000]  Thank you for helping us.
[01:04:11.000 --> 01:04:14.000]  And, oh, and Muslim families are just like everybody else's family.
[01:04:14.000 --> 01:04:19.000]  So let's give little Christian kids we take away from their parents even eight years old.
[01:04:19.000 --> 01:04:26.000]  Let's take their crosses away and put a burqa on them and give them to Muslim family who then tells them that Jesus Christ,
[01:04:26.000 --> 01:04:29.000]  you know, is a piece of garbage.
[01:04:29.000 --> 01:04:31.000]  That's the times of London.
[01:04:31.000 --> 01:04:33.000]  This is just straight up now.
[01:04:33.000 --> 01:04:38.000]  Should we be giving eight year olds to Muslims who then tell them, you know,
[01:04:38.000 --> 01:04:41.000]  that their culture is about evil and that Christianity is bad.
[01:04:41.000 --> 01:04:44.000]  And by the way, sweetheart, we put a burqa over your head.
[01:04:44.000 --> 01:04:47.000]  Maybe they'll marry her off when she's nine years old under Islam.
[01:04:47.000 --> 01:04:48.000]  You can do that.
[01:04:48.000 --> 01:04:51.000]  I mean, it's a piece upon the profit and everything else.
[01:04:51.000 --> 01:04:52.000]  We'll be right back.
[01:04:52.000 --> 01:04:53.000]  Stay with us.
[01:04:53.000 --> 01:05:06.000]  We've got great air filters, great water filters, great non GMRLM seeds, great books, great films, great Patriot apparel to meet like minded people.
[01:05:06.000 --> 01:05:13.000]  And we've got a new humongoid sale, not the number of things that are on massive sale, but on what's on sale out for months,
[01:05:13.000 --> 01:05:15.000]  not been on sale for months and months.
[01:05:15.000 --> 01:05:22.000]  We've never offered super male vitality, no concentrated herbs, cold pressed super male vitality, 57% off.
[01:05:22.000 --> 01:05:24.000]  It's never been the price.
[01:05:24.000 --> 01:05:29.000]  It is right now with 3,596 reviews, 4.6 reviews total by third party sites.
[01:05:29.000 --> 01:05:31.000]  Unprecedented and it's cold pressed.
[01:05:31.000 --> 01:05:33.000]  That's why super male is so different.
[01:05:33.000 --> 01:05:36.000]  People say, well, I know these compounds work because it's admitted to science.
[01:05:36.000 --> 01:05:37.000]  These are other what you sell.
[01:05:37.000 --> 01:05:40.000]  They BuzzFeed said it's like it's already best selling stuff.
[01:05:40.000 --> 01:05:42.000]  It's been certified as healthy and good forever.
[01:05:42.000 --> 01:05:43.000]  Why these aren't anything new?
[01:05:43.000 --> 01:05:47.000]  Because why do something new when you can have the oldest and best butt cold pressed?
[01:05:47.000 --> 01:05:48.000]  Boo.
[01:05:48.000 --> 01:05:56.000]  Boo.
[01:05:56.000 --> 01:06:00.000]  Thousands of years ago, there was a basic form of chivalry.
[01:06:00.000 --> 01:06:08.000]  Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a defense.
[01:06:08.000 --> 01:06:17.000]  60 years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[01:06:17.000 --> 01:06:21.000]  But in the 21st century, there are silent weapons for quiet war.
[01:06:21.000 --> 01:06:31.000]  Pathogens added to the food and water, to the lining of plastics that destroy our vitality, turn off our hormones and accelerate our journey towards death.
[01:06:31.000 --> 01:06:34.000]  I personally counter this onslaught with Anthroplex.
[01:06:34.000 --> 01:06:46.000]  Anthroplex is designed with known organic concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[01:06:46.000 --> 01:06:48.000]  Discover why Anthroplex has turned so many heads today.
[01:06:48.000 --> 01:06:55.000]  It's time for us to take our bodies back into our own hands and it starts at infowarslife.com with Anthroplex.
[01:06:55.000 --> 01:07:04.000]  Hey, did you know that you can now preserve your own food for up to 25 years and still maintain its nutrition and flavor?
[01:07:04.000 --> 01:07:05.000]  That's right.
[01:07:05.000 --> 01:07:10.000]  Now's the time to build your own food storage with Harvest Rights Freeze Dryers.
[01:07:10.000 --> 01:07:16.000]  Go to infowarsstore.com to learn more and check out this innovative and smart technology that's easy to use.
[01:07:16.000 --> 01:07:17.000]  And let me tell you something.
[01:07:17.000 --> 01:07:24.000]  It is perfect for freeze drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[01:07:24.000 --> 01:07:25.000]  Woo, that's what I'm talking about.
[01:07:25.000 --> 01:07:34.000]  And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[01:07:34.000 --> 01:07:43.000]  Harvest Right Freeze Dryers retain 97% of the food's taste, color, and nutritional value and have a shelf life of up to 25 years.
[01:07:43.000 --> 01:07:47.000]  Now that's what I call the miracle of food preservation.
[01:07:47.000 --> 01:07:51.000]  Harvest Right is truly the world's best, most affordable freeze dryer.
[01:07:51.000 --> 01:07:52.000]  So what are you waiting for?
[01:07:52.000 --> 01:08:06.000]  Check it out right now at infowarsstore.com.
[01:08:06.000 --> 01:08:34.000]  You are listening to an infowars.com frontline report. It's Alex Jones.
[01:08:34.000 --> 01:08:39.000]  Ladies and gentlemen, we're live broadcasting worldwide now into hour number two.
[01:08:39.000 --> 01:08:43.000]  Coming up at the bottom of the hour, you'll be riding shotgun with me.
[01:08:43.000 --> 01:08:45.000]  I'll ensure you're sitting to my right.
[01:08:45.000 --> 01:08:51.000]  We're going to have Joel Scowles in the World Affairs Brief joining us, real geopolitical expert with amazing gravitas.
[01:08:51.000 --> 01:09:00.000]  They give us his take on Trump's big pivot back into the situation in America's longest war, almost 17 years in Afghanistan.
[01:09:00.000 --> 01:09:03.000]  We'll just spend 10 minutes on that or so.
[01:09:03.000 --> 01:09:14.000]  Then I'm going to open the phones up for people specifically who are here in Texas and Louisiana to give us their take on what they're witnessing, what they've gone through, what they think about what's happening.
[01:09:14.000 --> 01:09:15.000]  But here's the big news.
[01:09:15.000 --> 01:09:21.000]  This is out of the New York Daily News, the Houston Chronicle, the Associated Press, the Wall Street Journal.
[01:09:21.000 --> 01:09:23.000]  These are real quotes.
[01:09:23.000 --> 01:09:25.000]  These are real quotes.
[01:09:25.000 --> 01:09:40.000]  The mayor called it nonsensical and stupid, not just last Thursday and Friday when Abbott came out, the governor of Texas, and said, you need to order an evacuation.
[01:09:40.000 --> 01:09:45.000]  And if you're not going to order a full evacuation, you need to say that there's an advisory.
[01:09:45.000 --> 01:09:53.000]  And then when the Houston's leaders wouldn't do it, who are Democrats, Democrats sitting now, what did they do?
[01:09:53.000 --> 01:09:54.000]  What did they do?
[01:09:54.000 --> 01:10:01.000]  They made jokes about it and called it nonsensical and said that it wasn't needed.
[01:10:01.000 --> 01:10:03.000]  There it is, New York Daily News.
[01:10:03.000 --> 01:10:12.000]  Houston area officials defend decision not to evacuate ahead of Harvey, nonsensical thing to do.
[01:10:12.000 --> 01:10:19.000]  This is so over the top, I don't know what to think because Democrats, I've noticed, are big mainstream media people.
[01:10:19.000 --> 01:10:27.000]  And they believe the buck stops, starts, you name it, with the comedy shows that masquerade as news shows.
[01:10:27.000 --> 01:10:32.000]  They're starting a new one this week, five nights a week on Comedy Central, misrepresenting who I am.
[01:10:32.000 --> 01:10:34.000]  I guess Hope and I get killed or something.
[01:10:34.000 --> 01:10:47.000]  So their main news programs are actors reading off teleprompters who pose as comics so they don't get their butts sued into oblivion as they steal people's identities and then commit cultural crimes in their names.
[01:10:47.000 --> 01:10:49.000]  So what are they doing?
[01:10:49.000 --> 01:11:07.000]  Well, the same way they sabotage culture, the same way they admit with Cloward and Pibbon they want to bankrupt the nation, the same way it came out in lawsuits this year, that they want to bankrupt Fannie Mae and Freddie Mac so that small-time business owners and blue-collar workers can't have a home and have the American dream.
[01:11:07.000 --> 01:11:12.000]  It's all about getting control, Owen, and that's what they've done.
[01:11:12.000 --> 01:11:30.000]  So I ask you the question, is he just completely negligent, insane, the mayor there, or is Sylvester Turner conscious of what he's doing and they're wanting to blame Trump so they want to make the disaster as bad as possible?
[01:11:30.000 --> 01:11:37.000]  Because George W. Bush sinned in FEMA but then wouldn't let any of the locals help so it was a bigger disaster.
[01:11:37.000 --> 01:11:43.000]  Obama just wouldn't even go to hurricanes and hardly sent any help and just let locals deal with it.
[01:11:43.000 --> 01:11:56.000]  Trump is aiding the locals, absolutely empowering everybody, they're calling this the best response ever across the board except for some Democrats making jokes saying, we help Texas and Rednecks get wiped off the map, not even knowing it's a Democrat city now.
[01:11:56.000 --> 01:12:07.000]  And they are blaming Trump saying he sent out a video wishing everybody well and prayers on Friday saying that he didn't direct them on what to do.
[01:12:07.000 --> 01:12:15.000]  The president doesn't do that, it's the county, it's the city, it's the emergency management, they call on the governor, then he calls on the president.
[01:12:15.000 --> 01:12:20.000]  That's called a republic, it's called separation of powers, it's called jurisdiction.
[01:12:20.000 --> 01:12:32.000]  But there again, is it complete ineptitude or is it part of a plan? They know how deadly these are, they know what the meteorologist unanimously said, it's going to hit Houston, it's going to stall over Houston.
[01:12:32.000 --> 01:12:43.000]  Could be the worst storm ever recorded in a major city in the US, it's now, looks like it's that, 10 million people in Houston, only 2 million evacuated because the Democrats told them, don't evacuate.
[01:12:43.000 --> 01:12:54.000]  Guys, I saw this Friday and Thursday, will you guys go online, go to YouTube, type in, city officials in Houston say don't evacuate or no need to evacuate, say city officials.
[01:12:54.000 --> 01:12:58.000]  Because I know we have the quotes here, but I want the video of where they said it.
[01:12:58.000 --> 01:13:08.000]  I mean, they're in a new article saying, I mean, there's new press conferences, so this side's busy, whoever's on the other production side, I need those clips.
[01:13:08.000 --> 01:13:23.000]  Because it's one thing me saying this, they'll probably have co-bear go, Jones lied again and said unicorns were seen swimming in the Houston ship channel and that alligators were coming off flying saucers and that the mayor didn't declare an emergency or tell folks to evacuate.
[01:13:23.000 --> 01:13:26.000]  Because that's the tactic. That's the tactic.
[01:13:26.000 --> 01:13:39.000]  I mean, there's articles, hundreds of them a day saying, Jones who normally covers space aliens and flying saucers, which we never talk about. Jones, you know, who said that the moon landings didn't happen, never said that.
[01:13:39.000 --> 01:13:51.000]  Jones who says he hates black people, never said that. Jones who's the most racist person in America, never said that. This is how they operate. This is what they do.
[01:13:51.000 --> 01:14:02.000]  So we need the clips of the stinkers saying it pronto as fast as we can. Great job, crew. Owen, you went down there Thursday, Friday. You were there. You had to, I told you to come back.
[01:14:02.000 --> 01:14:07.000]  You couldn't even get into Houston. Zimmerman's down there because he has family there. He's got a kayak. He's in the middle of it.
[01:14:07.000 --> 01:14:13.000]  Powerful footage being uploaded as we speak to info wars.com. First off, you were there. We'll get into that.
[01:14:13.000 --> 01:14:22.000]  Secondarily, what do you make of the incredible stand down? Because back on Thursday and Friday, I heard the mayor saying that stuff, but I wasn't trying to score political points.
[01:14:22.000 --> 01:14:28.000]  I was mainly worried about the state of Texas. We've got warehouses down there that are on high ground so they didn't get flooded for some of the products.
[01:14:28.000 --> 01:14:37.000]  But I was worried about family. I wasn't. That's, that's our problem as libertarians, as Americana, as patriots. We're not thinking about how to get an angle at an emergency.
[01:14:37.000 --> 01:14:46.000]  I almost am like blind. You know, and it's always later I go, what the heck? What in the world are these people doing ordering a stand down?
[01:14:46.000 --> 01:14:52.000]  Because they ordered a stand down. They said, we're not telling people they might want to go. That's nonsensical. Everything's fine. Stay in your houses.
[01:14:52.000 --> 01:15:00.000]  That's nonsensical, Abbot. I mean, what? Again, they won't get in trouble because mainstream media will say they did a great job.
[01:15:00.000 --> 01:15:09.000]  Well, it'll be interesting to see, interesting to see how the mainstream media does respond if they're just going to put all the onus on Trump or they're going to look at the local leadership and say, hey, why didn't you do more?
[01:15:09.000 --> 01:15:20.000]  I think it was obvious, especially by Friday. Do more. They told people stay there. It was obvious by Friday to anyone with half a brain functioning that Houston was going to be rocked.
[01:15:20.000 --> 01:15:28.000]  I mean, that was, as you said, everybody knew it. All the major analysis was saying Houston was going to get flooded. That's where the majority of the rainfall was going to be.
[01:15:28.000 --> 01:15:38.000]  There's going to be some serious flooding. So I don't know if the local leadership is, as you asked, that negligent intentionally or that ignorant.
[01:15:38.000 --> 01:15:47.000]  I'm not sure if they think that they can have some sort of cover in the media by making statements like, oh, it's nonsensical to want to evacuate or oh, there's no need to evacuate.
[01:15:47.000 --> 01:15:52.000]  If they think they have cover in the media, well, then of course they have no problem saying that if the media is just going to blame Trump.
[01:15:52.000 --> 01:16:04.000]  But if they're genuinely that ignorant, if they're genuinely that incompetent, Alex, and I think this is truly just a nationwide problem that is not being addressed as it should.
[01:16:04.000 --> 01:16:16.000]  I really think that that's how dumb these people are. I really think that that's how stupid and arrogant, not just people in local leadership, but all over people in media, people just the general population.
[01:16:16.000 --> 01:16:24.000]  Just completely clueless, Alex, just totally clueless, totally unaware of anything, totally head in the clouds until it hits them at home.
[01:16:24.000 --> 01:16:27.000]  And then it's like, wait a second, there's an actual world here.
[01:16:27.000 --> 01:16:29.000]  So you think it's a dodo bird scenario?
[01:16:29.000 --> 01:16:38.000]  I really do. I really just only because the trend that we've been seeing and Alex, this is something you and I've been talking about just the mental illness.
[01:16:38.000 --> 01:16:49.000]  It's like an epidemic, the complete ignorance is like an epidemic. I mean, yeah, we can go on the streets and show you how dumb these Antifa members are when you ask them why they're protesting.
[01:16:49.000 --> 01:16:51.000]  You can show how dumb these Trump supporters are.
[01:16:51.000 --> 01:16:57.000]  Oh, there was another stand down we'll get to a little bit later in Berkeley where they let Antifa beat up just prayer groups.
[01:16:57.000 --> 01:17:03.000]  But no one is allowed to protest but hardcore communists now or they'll beat you up because everyone's a Nazi.
[01:17:03.000 --> 01:17:06.000]  It's their excuse to go out and basically attack people.
[01:17:06.000 --> 01:17:10.000]  Yeah, so then you have that story, literally Antifa getting away with being a domestic terrorist group.
[01:17:10.000 --> 01:17:19.000]  But I think just like you can walk up to Trump protesters, Antifa members and ask them, hey, what's your cause? What are some of your ideas? Why are you out here?
[01:17:19.000 --> 01:17:20.000]  Screw you, Nazi.
[01:17:20.000 --> 01:17:27.000]  You could walk up probably to the local leadership in Houston and say they have a similar type conversation and they'd be just as ignorant.
[01:17:27.000 --> 01:17:31.000]  They'd be just as pathetic. I'm dead serious. I'm convinced of it now.
[01:17:31.000 --> 01:17:36.000]  Well, that's because when you buy into lie after lie after lie after lie, like Democrats defending Obamacare.
[01:17:36.000 --> 01:17:40.000]  It's easy when it was written by part of somebody to screw everybody and the facts are all in it.
[01:17:40.000 --> 01:17:48.000]  Doubles, triples, prices got rid of people being covered. They don't care because once you just don't care anymore and you just believe any lie, you become a delusional slob.
[01:17:48.000 --> 01:17:55.000]  Yeah, that's exactly what is. And it's lazy too. It's really easy for you to just hop onto the bandwagon and go along with what everyone else is saying.
[01:17:55.000 --> 01:18:03.000]  It's the group think that we expose so many times. But just to recap what I experienced, I've seen weather devastation.
[01:18:03.000 --> 01:18:09.000]  I was from St. Louis, Missouri. I've seen floods. They're flooding with the Mississippi, the Missouri River.
[01:18:09.000 --> 01:18:11.000]  You've seen a lot of tornadoes.
[01:18:11.000 --> 01:18:16.000]  Yeah, but the amazing thing about this to me because I'd never seen a hurricane was just the scale.
[01:18:16.000 --> 01:18:27.000]  I mean, we drove for hundreds of miles down the Texas coast and it was like this everywhere we went, Alex. I mean, mobile homes flipped, cars crushed, houses just completely washed away.
[01:18:27.000 --> 01:18:31.000]  You saw the footage of Walmarts and Lowe's and gas stations just completely torn apart.
[01:18:31.000 --> 01:18:35.000]  The roof torn right there. And that was for just the hundreds of miles that we drove.
[01:18:35.000 --> 01:18:42.000]  So we drove up along the coastline. We started just, I guess, west of Corpus Christi, drove along the coastline.
[01:18:42.000 --> 01:18:47.000]  Once we got to Rockport is when we first started dealing with roads that were, you couldn't drive over them.
[01:18:47.000 --> 01:18:53.000]  They were too flooded. So we had to navigate a little bit north. And then we came up closer through Port La Vaca.
