[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the Information War continues.
[33:35.000 --> 33:48.000]  It's all over the foreign mainstream news that as usual, Goldman Sachs set up the double set of books in Greece and Spain and then is intimately involved bringing those countries financial systems down.
[33:48.000 --> 33:53.000]  I've had members of the Icelandic parliament on documenting the same event.
[33:53.000 --> 33:59.000]  The same people ran the scam here in the United States.
[33:59.000 --> 34:04.000]  And as a people, we have to become aware of this and say no to it.
[34:04.000 --> 34:10.000]  Now, it's not my opinion that the government is taking over the internet.
[34:10.000 --> 34:23.000]  The cyber security bill states that all ISPs that even serve 100 people or more small internet companies will have to put in government hubs, government software that's wired into their networks.
[34:23.000 --> 34:32.000]  The Pentagon is separately in the last five years building its own giant network nationwide and laying its own cable worldwide.
[34:32.000 --> 34:39.000]  And now saying they're going to start shutting down the old web, forcing everyone on to their web.
[34:39.000 --> 34:55.000]  And then CNN last night had a big piece and we have an article by Curt Nimmo, an excellence report at prisonplanet.com and infowars.com titled CNN broadcast major cyber war game propaganda.
[34:55.000 --> 35:02.000]  Michael Cherdolph and others were there, the former head of Homeland Security that makes all the money off the body scanners, the naked body scanners.
[35:02.000 --> 35:08.000]  And they said, we've got to get the American people ready to shut down the web as it's known.
[35:08.000 --> 35:14.000]  We have to prepare them and we have to have the Pentagon take over all the power companies.
[35:14.000 --> 35:19.000]  We've got to nationalize them because terrorists are going to strike the internet.
[35:19.000 --> 35:28.000]  Now, I have reports in the last two years of the Pentagon saying it's simulating attacks on itself.
[35:28.000 --> 35:31.000]  And every time they do this, they then blame it on outsiders.
[35:31.000 --> 35:36.000]  It's kind of like antivirus companies being caught creating their own viruses.
[35:36.000 --> 35:42.000]  This is their pretext to take the internet over and start filtering it and censoring it.
[35:42.000 --> 35:46.000]  And we've seen Spain, we've seen England moving this way.
[35:46.000 --> 35:49.000]  I mean, Italy completely moved that way. Australia, New Zealand.
[35:49.000 --> 35:55.000]  We're seeing my films being censored all over the world, infowars.com, prisonplanet.com.
[35:55.000 --> 35:57.000]  It's happening.
[35:57.000 --> 36:02.000]  And so CNN has another report here cashing in on internet censorship.
[36:02.000 --> 36:08.000]  More people are searching for tools that allow them to access inaccessible information as this happens.
[36:08.000 --> 36:19.000]  And then right on time, two days, three days, two and a half days before the Saturday CNN government propaganda piece they had,
[36:19.000 --> 36:23.000]  where they fearmongered everybody and kind of laid out what they were going to do.
[36:23.000 --> 36:31.000]  Washington Post, more than 75,000 computer systems hacked in one of the largest cyber attacks security firms says,
[36:31.000 --> 36:33.000]  oh, they're a security firm.
[36:33.000 --> 36:36.000]  They'll sell you the fix. Don't worry.
[36:36.000 --> 36:43.000]  25,000 computer systems at nearly 2,500 companies in the United States and around the world have been hacked.
[36:43.000 --> 36:49.000]  And what appears to be one of the largest and most sophisticated attacks by cyber criminals discovered to date,
[36:49.000 --> 36:55.000]  according to a Northern Virginia security firm.
[36:55.000 --> 36:57.000]  And it just goes on.
[36:57.000 --> 36:59.000]  Oh, they're just now discovering all of these.
[36:59.000 --> 37:08.000]  What happened as much as two years ago in 196 countries?
[37:08.000 --> 37:10.000]  So this is what's being pushed.
[37:10.000 --> 37:22.000]  The government's going to save you from that old pesky internet with a new internet that will literally wrap you in cyber barbed wire.
[37:22.000 --> 37:35.000]  All right, continuing into other key stacks of news. Oh, by the way, before the break, I mentioned that it was in the Houston news that the police chief wants cameras in everyone's homes.
[37:35.000 --> 37:41.000]  Houston police chief wants surveillance cameras in private homes or well in tele screens will monitor your behavior.
[37:41.000 --> 37:44.000]  That's out of the associated press.
[37:44.000 --> 37:46.000]  You want to read that report.
[37:46.000 --> 38:01.000]  See, the establishment thinks you're so broke back, so broken that you'll give into anything that you have no moral compass, no common sense that they have a principle telling high school students,
[38:01.000 --> 38:07.000]  I'm watching you on the on the school computers that you were given that your parents paid for.
[38:07.000 --> 38:09.000]  I mean, why?
[38:09.000 --> 38:11.000]  Why is the government offering free computers?
[38:11.000 --> 38:13.000]  They're not free.
[38:13.000 --> 38:20.000]  And it's come out that they get grants from Homeland Security, from the BATF, from the FBI.
[38:20.000 --> 38:23.000]  Just look this up for yourself.
[38:23.000 --> 38:31.000]  Look up ATF, BATF grant to school, FBI grant to public school, Pentagon grant to schools.
[38:31.000 --> 38:37.000]  And they come into the classes and pay the schools tens of thousands of dollars per grade where they do this.
[38:37.000 --> 38:44.000]  Generally six, seven, eight, nine, 10, 11, 12, millions of dollars for big school systems.
[38:44.000 --> 38:50.000]  And they have them write reports about their family life and their parents on computers.
[38:50.000 --> 38:53.000]  And then that's uploaded to the federal government.
[38:53.000 --> 38:55.000]  They're not just watching you.
[38:55.000 --> 38:59.000]  They're having your children write reports on you.
[38:59.000 --> 39:04.000]  This is what you pay tax money for.
[39:04.000 --> 39:08.000]  Suit. This is Seattle Times. It's got an AP article.
[39:08.000 --> 39:11.000]  School use its laptops to spy on students at home.
[39:11.000 --> 39:15.000]  And then the FBI is going, well, maybe it's reasonable.
[39:15.000 --> 39:23.000]  But I wanted to go back to this prisonplanet.com article by Alex Jones and Paul Watson September 6, 2006.
[39:23.000 --> 39:29.000]  Government industry to use computer microphones to spy on 150 million Americans.
[39:29.000 --> 39:33.000]  And where did we get this?
[39:33.000 --> 39:36.000]  We got this from Google and Yahoo.
[39:36.000 --> 39:38.000]  We have direct links to their press releases.
[39:38.000 --> 39:41.000]  And it pops up on my iPhone now.
[39:41.000 --> 39:43.000]  It says, you know, let us know where your location is.
[39:43.000 --> 39:45.000]  Let us access your microphone and camera.
[39:45.000 --> 39:46.000]  No, no, no.
[39:46.000 --> 39:47.000]  I've got to say no, no, no.
[39:47.000 --> 39:48.000]  Every time I use it.
[39:48.000 --> 39:51.000]  No, no, no, no, no, no, no, no, no, no, no.
[39:51.000 --> 39:55.000]  And still, if they want, they just bypass it.
[39:55.000 --> 40:00.000]  It says macro media flash player settings, privacy.
[40:00.000 --> 40:04.000]  Side statues, your camera and microphone allow deny.
[40:04.000 --> 40:06.000]  Here's the screenshot right here.
[40:06.000 --> 40:09.000]  And they admit Google says, don't worry.
[40:09.000 --> 40:11.000]  We don't have people listening to you.
[40:11.000 --> 40:16.000]  A computer listens and records your dog barking.
[40:16.000 --> 40:19.000]  And this is word for word from them.
[40:19.000 --> 40:28.000]  If they hear a dog barking, they then send you pop up ads for dog food.
[40:28.000 --> 40:31.000]  It says in here, they listen for your favorite TV show.
[40:31.000 --> 40:33.000]  It records what's on in the TV in the background.
[40:33.000 --> 40:35.000]  And they have databases of keywords.
[40:35.000 --> 40:39.000]  And they know, oh, you're a friend's fan or you're a two and a half men fan.
[40:39.000 --> 40:45.000]  Or you like American Idol or you like the NFL and it goes into your file.
[40:45.000 --> 40:46.000]  Oh, don't worry.
[40:46.000 --> 40:47.000]  A person's not listening.
[40:47.000 --> 40:51.000]  We're just recording it in case somebody does want to pull it up and listen.
[40:51.000 --> 40:57.000]  Here's the register also from September 2006.
[40:57.000 --> 41:02.000]  Google developing ease dropping software.
[41:02.000 --> 41:06.000]  It says the first thing that came out of our mouths when we heard that Google is
[41:06.000 --> 41:10.000]  working on a system that listens to what's on your TV playing in the background
[41:10.000 --> 41:15.000]  and then sends you relevant adverts was that school, but dangerous.
[41:15.000 --> 41:19.000]  And I guess who first broke it was technology review, citing Peter Norvig,
[41:19.000 --> 41:21.000]  director of research at Google technology.
[41:21.000 --> 41:24.000]  I mean, it's just, do you understand what's going on?
[41:24.000 --> 41:26.000]  Do you realize the magnitude of this?
[41:26.000 --> 41:30.000]  You've got to say no, but it's the same thing with censorship.
[41:30.000 --> 41:32.000]  Google is now suddenly censoring.
[41:32.000 --> 41:34.000]  All the other big sites are starting to censor.
[41:34.000 --> 41:37.000]  They control much of the networks out there.
[41:37.000 --> 41:40.000]  And it's like, well, okay, I guess so.
[41:40.000 --> 41:42.000]  That's just how it is.
[41:42.000 --> 41:46.000]  You know, we, we've got to do it.
[41:46.000 --> 41:50.000]  But here's the key article that breaks it all down from today, Sunday, February
[41:50.000 --> 41:56.000]  21st, 2010, Steve Watson, Paul Watson, prisonplanet.com, big brother, not just spying on school
[41:56.000 --> 41:58.000]  children through their laptops.
[41:58.000 --> 42:07.000]  Now, if you're listening in Austin, Texas, I haven't gone and spot checked Austin,
[42:07.000 --> 42:12.000]  but I've seen hundreds of articles the last five, six years.
[42:12.000 --> 42:17.000]  And I know that the federal grants that pay for these laptops load the software on it.
[42:17.000 --> 42:23.000]  So you need to go find out if this software is on your computer and then you need to raise
[42:23.000 --> 42:24.000]  hell about it.
[42:24.000 --> 42:26.000]  This is not just going on in Philadelphia.
[42:26.000 --> 42:28.000]  This is not just going on in Sacramento.
[42:28.000 --> 42:30.000]  This is not just going on in New York City.
[42:30.000 --> 42:35.000]  And though it's on record, that's happening there.
[42:35.000 --> 42:39.000]  I mean, if you may think freedom is being naked body scanned at airports and your 12
[42:39.000 --> 42:42.000]  year old daughter being videotaped in her bedroom by the school principal.
[42:42.000 --> 42:48.000]  And by the way, in a report in the Sacramento B, four years ago, they admitted that the
[42:48.000 --> 42:52.000]  police stations dialed into their dressing room and watches your naked daughters and
[42:52.000 --> 42:53.000]  then shares it.
[42:53.000 --> 42:54.000]  But they're the government.
[42:54.000 --> 42:55.000]  They're God.
[42:55.000 --> 42:56.000]  They're allowed to.
[42:56.000 --> 42:58.000]  They're allowed to say legal aliens are above the law too.
[42:58.000 --> 43:00.000]  They're God.
[43:00.000 --> 43:05.000]  One major world crisis away from having a totalitarian type of system.
[43:05.000 --> 43:08.000]  The main event is the wholesale destruction of the world.
[43:08.000 --> 43:13.000]  The push for every nation on the globe to identify and number all of its citizens.
[43:13.000 --> 43:18.000]  Friends, I hope that you will order Shadow Government from infowars.com.
[43:18.000 --> 43:19.000]  We also have some specials.
[43:19.000 --> 43:23.000]  You can get some of our other films, Half Price, when you've ordered Shadow Government,
[43:23.000 --> 43:26.000]  a new level in production quality and in information.
[43:26.000 --> 43:34.000]  It exposes how a casual society surveillance beast grid of total control is being put into
[43:34.000 --> 43:35.000]  place.
[43:35.000 --> 43:36.000]  This film needs to be seen.
[43:36.000 --> 43:37.000]  Everybody needs to get it.
[43:37.000 --> 43:41.000]  So order yours today, show it to your friends, your family, your church, your neighbors,
[43:41.000 --> 43:44.000]  your boss, your employees.
[43:44.000 --> 43:48.000]  Shadow Government, ladies and gentlemen, get your copy at infowars.com today.
[43:48.000 --> 43:49.000]  Shadow Government.
[43:49.000 --> 43:52.000]  It gives big brother a black eye.
[43:52.000 --> 43:59.000]  Available at infowars.com or by calling toll-free 888-253-3139.
[43:59.000 --> 44:03.000]  Hello, this is Alex Jones with some important questions.
[44:03.000 --> 44:08.000]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition
[44:08.000 --> 44:09.000]  do you want?
[44:09.000 --> 44:14.000]  My answer would be all I can get in the battle for freedom and the lives of your loved ones.
[44:14.000 --> 44:16.000]  Food is your only ammunition.
[44:16.000 --> 44:17.000]  How much do you want?
[44:17.000 --> 44:18.000]  When do you want it?
[44:18.000 --> 44:20.000]  Now or after the battle starts.
[44:20.000 --> 44:21.000]  When will you need it?
[44:21.000 --> 44:23.000]  Can you buy it without proper identification?
[44:23.000 --> 44:25.000]  Will there be any food?
[44:25.000 --> 44:26.000]  Will it make your children sick?
[44:26.000 --> 44:30.000]  If there's a quarantine and you can't feed yourself, will you go to the gathering center
[44:30.000 --> 44:31.000]  and be immunized?
[44:31.000 --> 44:35.000]  You wipe out all these problems if you have a good food supply.
[44:35.000 --> 44:39.000]  Food is your ammunition to fight for your freedom and your life.
[44:39.000 --> 44:40.000]  How much will you need?
[44:40.000 --> 44:41.000]  We don't know.
[44:41.000 --> 44:42.000]  How much do you want?
[44:42.000 --> 44:43.000]  All you can get.
[44:43.000 --> 44:44.000]  I'm Alex Jones.
[44:44.000 --> 44:47.000]  I want all of you good guys to live to fight another day.
[44:47.000 --> 44:54.000]  Call 1-800-409-5633 or check it out on the web at eFoodsDirect.com.
[44:54.000 --> 44:59.000]  Again, that number, 1-800-409-5633.
[44:59.000 --> 45:01.000]  What's your home worth?
[45:01.000 --> 45:03.000]  How can you compare local real estate agents?
[45:03.000 --> 45:06.000]  And how do you get MLS listings for the entire country?
[45:06.000 --> 45:10.000]  If you're thinking of buying a home to take advantage of a tax credit or selling your house,
[45:10.000 --> 45:14.000]  you first need to see an incredible website called HomeGain.com.
[45:14.000 --> 45:17.000]  HomeGain.com will help you find a realtor to buy or sell a home.
[45:17.000 --> 45:20.000]  It's so easy and best of all, it's free.
[45:20.000 --> 45:23.000]  At HomeGain.com you can compare realtors anonymously,
[45:23.000 --> 45:26.000]  receive customized proposals, see consumer reviews,
[45:26.000 --> 45:29.000]  then select the best realtor for you.
[45:29.000 --> 45:31.000]  Go to HomeGain.com and get an instant home value estimate.
[45:31.000 --> 45:34.000]  You comparable homes and check out street views.
[45:34.000 --> 45:37.000]  HomeGain.com has an A-plus rating with a better business bureau
[45:37.000 --> 45:39.000]  and contains a wealth of information,
[45:39.000 --> 45:42.000]  like their home improvement tool that helps you determine which home improvements
[45:42.000 --> 45:44.000]  to make to increase your home's value.
[45:44.000 --> 45:47.000]  See the top 12 home improvements right now at HomeGain.com.
[45:47.000 --> 45:50.000]  That's H-O-M-E-G-A-I-N.com.
[45:50.000 --> 45:52.000]  Look for Max, the orange HomeGain gorilla,
[45:52.000 --> 45:55.000]  to help you find a realtor or with any other real estate needs
[45:55.000 --> 45:57.000]  you might have at HomeGain.com.
[45:57.000 --> 46:26.000]  Your Real Estate Connection.
[46:27.000 --> 46:34.000]  Welcome to HomeGain.com.
[46:57.000 --> 47:01.000]  B-L-U-E.com today.
[47:01.000 --> 47:04.000]  Coast to coast, direct from Austin.
[47:04.000 --> 47:09.000]  You're listening to the Alex Jones Broadcasting Network.
[47:09.000 --> 47:35.000]  Let's get it.
[47:35.000 --> 47:50.000]  Let's get it.
[47:50.000 --> 48:16.000]  Let's get it.
[48:16.000 --> 48:42.000]  Let's get it.
[48:42.000 --> 49:11.000]  Let's get it.
[49:11.000 --> 49:37.000]  Let's get it.
[49:37.000 --> 50:03.000]  Let's get it.
[50:03.000 --> 50:25.000]  Let's get it.
[50:25.000 --> 50:51.000]  Let's get it.
[50:51.000 --> 51:17.000]  Let's get it.
[51:17.000 --> 51:43.000]  Let's get it.
[51:43.000 --> 52:09.000]  Let's get it.
[52:09.000 --> 52:35.000]  Let's get it.
[52:35.000 --> 53:01.000]  Let's get it.
[53:01.000 --> 53:27.000]  Let's get it.
[53:27.000 --> 53:53.000]  Let's get it.
[53:53.000 --> 54:19.000]  Let's get it.
[54:19.000 --> 54:45.000]  Let's get it.
[54:45.000 --> 55:11.000]  Let's get it.
[55:11.000 --> 55:37.000]  Let's get it.
[55:37.000 --> 56:03.000]  Let's get it.
[56:03.000 --> 56:29.000]  Let's get it.
[56:29.000 --> 56:55.000]  Let's get it.
[56:55.000 --> 57:21.000]  Let's get it.
[57:21.000 --> 57:47.000]  Let's get it.
[57:47.000 --> 58:13.000]  Let's get it.
[58:13.000 --> 58:39.000]  Let's get it.
[58:39.000 --> 59:05.000]  Let's get it.
[59:05.000 --> 59:31.000]  Let's get it.
[59:31.000 --> 59:51.000]  How much do you want? All you can get. I'm Alex Jones. I want all of you good guys to live to fight another day. Call 1-800-409-5633 or check it out on the web at eFoodsDirect.com. Again that number 1-800-409-5633.
[59:51.000 --> 1:00:01.000]  You're listening to the Alex Jones Broadcasting Network.
[1:00:21.000 --> 1:00:31.000]  Yes, ladies and gentlemen, we are live. Thank you for joining us on this 21st day of February 2010.
[1:00:31.000 --> 1:00:41.000]  And I'm going to go ahead and open the phones up. The toll free number to join us is 888-201-2244-888-2012244.
[1:00:41.000 --> 1:00:52.000]  And we'll get you up and on the air on the cybersecurity takeover on Obama claiming first that you couldn't defeat his government takeover of health care now that it's dead but that it's been reborn.
[1:00:52.000 --> 1:01:02.000]  I've got government sponsored terror, a new big development coming up that's been declassified. We're also going to get into Ron Paul winning the presidential straw poll at CPAC.
[1:01:02.000 --> 1:01:24.000]  Why that is so important and obviously we're going to get into Joe Stack and some new developments on that front as well. 888-201-2244 and we will get you up and on the air right now.
[1:01:24.000 --> 1:01:38.000]  I was just ranting and raving about the illegal aliens being above the law. I've got some more to say about that later but it just illustrates how this entire system is a double standard selectively enforced fraud.
[1:01:38.000 --> 1:01:45.000]  The government is a criminal enterprise. That's coming up.
[1:01:45.000 --> 1:01:59.000]  Some of the other news that we're going to be covering concern Iran and that dovetails of course with the fact that the majority of Republicans, I mean he won the straw poll at CPAC which is a big deal.
[1:01:59.000 --> 1:02:13.000]  Well, I thought they're pro war and they say if you're a conservative you're supposedly for war. Of course, that's a fraud. Also, Citigroup, one of the biggest banks out there warns customers that may refuse to allow withdrawals of your own cash for a week.
[1:02:13.000 --> 1:02:26.000]  And they're saying that the banks across the border are saying the federal government is saying that your money market which is considered just a standard savings account is not protected as well.
[1:02:26.000 --> 1:02:33.000]  I'm going to go ahead and go to a call right now. Let's talk to Dave in New York. Dave, you're on the air. Welcome.
[1:02:33.000 --> 1:02:54.000]  Hi, Alex. Hey, you're not a 9-11 truther. You are the 365 truther. For Friday, Joyce Riley had a quote from a newscast from your prior local Fox affiliate where he was interviewing somebody on scene, a spokesperson, and he asked how come more people weren't hurt.
[1:02:54.000 --> 1:03:08.000]  And he said, well, they hadn't shown up for work yet. And he goes, it's 10 o'clock in the morning. What do you mean they didn't show up for work yet? Oh, they work in shifts. So he didn't push it any further. And then Joyce goes, yeah, that's the ticket.
[1:03:08.000 --> 1:03:13.000]  Well, yeah, send us that video clip. What was the name of that video clip?
[1:03:13.000 --> 1:03:24.000]  Joyce Riley talked about it Friday morning. Guys go to YouTube and try to find it. Workers at IRS Building in Austin told them to go to work. That should pull it up.
[1:03:24.000 --> 1:03:35.000]  I know we have KXAN, the NBC, where they were saying that the emergency crews were there beforehand. And then I talked to a bunch of callers who were witnesses to the same thing.
[1:03:35.000 --> 1:03:43.000]  Sounds pretty suspicious now that Joe Stack's family is doubting suicide note was written by him, Associated Press.
[1:03:43.000 --> 1:03:50.000]  Yeah, and most state workers, I had never heard of shift work, but if it is, it would start usually at 7.30 or 8 o'clock in the morning, not at 10 o'clock in the morning.
[1:03:50.000 --> 1:03:57.000]  Well, exactly. In a shift like that, you'd have the first shift at about seven, because they do do this sometimes to miss traffic.
[1:03:57.000 --> 1:04:05.000]  The next would be at about 11, because they normally stagger it that way. 10 or 11. And the next one, they'd come in at about one.
[1:04:05.000 --> 1:04:11.000]  Because some of those places with audits and things, squeezing people around the clock, it wasn't auditing, Senator, do go to 6.00, 7.00 at night.
[1:04:11.000 --> 1:04:16.000]  But still, very, very suspicious. We will look into that. Anything else?
[1:04:16.000 --> 1:04:26.000]  Yeah, just that. I was thinking that you could make up for a t-shirt. I know you have plenty of stuff to deal with, but I'm a 3.65 truth, or help me tear the mask off.
[1:04:26.000 --> 1:04:32.000]  Yeah, that's a good term. I mean, look, look, Dave, I appreciate your call. That's all I do.
[1:04:32.000 --> 1:04:39.000]  I don't weigh, will this hurt me? Will this hurt my show? Will this be popular? I say, what's the truth?
[1:04:39.000 --> 1:04:48.000]  I was a controversial interview with Jim Traficant, but I looked at his case. He's right about what happened to him. He's right, so I have him on.
[1:04:48.000 --> 1:04:59.000]  We just try to tell the truth, but the chips fall where they may. We'll be right back in 60 seconds to continue the second hour of the Sunday edition, prisonplanet.tv.
[1:05:19.000 --> 1:05:25.000]  Get your family off the grid today by ordering your own Acola Blue Atmospheric Water Generator for your home or business.
[1:05:25.000 --> 1:05:30.000]  Their best seller, the Acola Blue 28, produces up to 7 gallons of water every day.
[1:05:30.000 --> 1:05:35.000]  The Acola Blue 28 is easy to use and economical. Generate your own pure water from the humidity in the air.
[1:05:35.000 --> 1:05:43.000]  This system is free of chemicals and uses a multi-stage filtration system, including reverse osmosis, carbon filters, and ultraviolet lights.
[1:05:43.000 --> 1:05:49.000]  Order now and claim your water independence today by calling Acola Blue at 1-800-691-6043.
[1:05:49.000 --> 1:06:17.000]  That's 1-800-691-6043 or visit Acola Blue on the web at www.ecoloblu.com today.
[1:06:20.000 --> 1:06:29.000]  I want to go to Mark, Leo, Jim, George, Patrick, Chris, and many others.
[1:06:29.000 --> 1:06:38.000]  The toll-free number to join us is 888-201-2244, but let me now blitzkrieg through some other important news first.
[1:06:38.000 --> 1:06:42.000]  I just wanted to finish up what I got to at the end of the last hour of the illegal aliens.
[1:06:42.000 --> 1:06:49.000]  Why is it important that 30 million illegals, and it's more than that? The media says 15, 16.
[1:06:49.000 --> 1:06:52.000]  The actual census shows it's more than that.
[1:06:52.000 --> 1:07:00.000]  If their criminals come up here from all over the world, if multiple governments, not just Mexico, are issuing their own IDs,
[1:07:00.000 --> 1:07:07.000]  that our own banks and 800-plus sanctuary cities accept, that they can then get fake welfare through that bankrupt society,
[1:07:07.000 --> 1:07:13.000]  if they're allowed to drunk drive, not have insurance, engage in crimes, and just be let go, even when they kill people.
[1:07:13.000 --> 1:07:17.000]  This is on record. It comes out here and there, but nothing's ever done about it.
[1:07:17.000 --> 1:07:22.000]  This is an illegal issue. I've had the awesome police chief in studio, and he said,
[1:07:22.000 --> 1:07:29.000]  well, if we aren't nice to these illegals and kind of leave them alone, then they won't report to us when crime happens.
[1:07:29.000 --> 1:07:34.000]  What type of twisted logic is that? Justice be done, may the heavens fall.
[1:07:34.000 --> 1:07:39.000]  He says he takes your blood without a warrant to stop drunk drivers.
[1:07:39.000 --> 1:07:44.000]  But then they let the drunk driving illegals go, and this is all over the country.
[1:07:44.000 --> 1:07:49.000]  This is not about that. The globalists want the illegals here to drive down wages and bankrupt the country,
[1:07:49.000 --> 1:07:55.000]  and as a political group to grow, that'll pull the lever for gun control and open borders and tyranny.
[1:07:55.000 --> 1:08:01.000]  Our military is predominantly made up of foreigners in many units now, and the police forces are hiring illegals.
[1:08:01.000 --> 1:08:07.000]  That's in the Associated Press. Many of the CPS workers in the U.S. and England are foreigners.
[1:08:07.000 --> 1:08:14.000]  They're just bringing in their foreign army. Like in the Revolutionary War, they brought in Hessian troops from Germany.
[1:08:14.000 --> 1:08:21.000]  It's illegal. The government can't selectively enforce laws and then throw the book at the milk cow, citizens.
[1:08:21.000 --> 1:08:29.000]  The truth is, citizens are seen as stupid dollar signs, because we are stupid and lazy and arrogant and only care about football.
[1:08:29.000 --> 1:08:35.000]  You better start caring about real issues. That's why you're losing your job. That's why you're going bankrupt.
[1:08:35.000 --> 1:08:43.000]  That's why you're 401Ks down by 40%, because you can't sit there sucking your thumb on the easy chair and not have criminals take over your life.
[1:08:43.000 --> 1:08:49.000]  It's called tyranny. Wake up and grow up to it.
[1:08:49.000 --> 1:08:56.000]  You know, they could have a policy, but it would still be illegal. They have to pass a law that, well, if illegals are illegals at their homes,
[1:08:56.000 --> 1:09:02.000]  that's how it started 20 years ago, and call for a robbery or a rape. We won't arrest you or call ICE.
[1:09:02.000 --> 1:09:09.000]  But then it grew out of that too. You can drunk drive. You can stab. You can kill. You can rob. You can murder.
[1:09:09.000 --> 1:09:14.000]  You can get fake welfare and welfare fraud. You can get free power and never pay the bill.
[1:09:14.000 --> 1:09:21.000]  You can get bank accounts with no ID, but citizens have got to have three or four forms. It's discrimination.
[1:09:21.000 --> 1:09:28.000]  And I'm against discrimination. You know, the media says, oh, we can't talk about the illegals.
[1:09:28.000 --> 1:09:37.000]  Mecha and La Raza are their big PR firms that the Fortune 500 funds. Mecha's motto means, and of course, La Raza's motto.
[1:09:37.000 --> 1:09:44.000]  La Raza means the race. For those inside the race, everything. For those outside the race, nothing. And listen, let's get something straight here.
[1:09:44.000 --> 1:09:50.000]  I don't care if you're black, white, Hispanic, Asian, as long as you're a constitutionalist and love freedom.
[1:09:50.000 --> 1:09:57.000]  Going out to the gun show yesterday. Half my fans are Hispanic and I know that. I love Hispanic people. They're great Americans.
[1:09:57.000 --> 1:10:05.000]  They're angry. They're the ones losing their jobs, just like everybody else who's Americans or getting their pay cut.
[1:10:05.000 --> 1:10:14.000]  You can't have illegals here that are above the law sucking everything dry. The country's collapsing.
[1:10:14.000 --> 1:10:23.000]  The Gallup poll, 79% of Hispanics want to shut down the borders and deport the illegals, but the media runs this hoax of, oh, you know, Hispanics,
[1:10:23.000 --> 1:10:27.000]  you can't be against open borders or Hispanics will vote against you. What?
[1:10:27.000 --> 1:10:33.000]  79% of Hispanic Americans who are citizens want to, because they know it's destroying their life.
[1:10:33.000 --> 1:10:37.000]  And it's lawless. It's discriminatory. Okay, I'm ranting.
[1:10:37.000 --> 1:10:43.000]  Coming up, I'm going to take a bunch of calls at the end of this segment in the next. And then I'm getting into Joe Stack, the kamikaze attack.
[1:10:43.000 --> 1:10:50.000]  And the new developments on that front. And then I've got a declassified State Department document, a new one that just came out last week.
[1:10:50.000 --> 1:10:55.000]  And I tell you, such a great reporter. We carry all this stuff.
[1:10:55.000 --> 1:11:04.000]  George Washington blog is what the site's called. Foreign relations 1961, 1963 volume X 11 American republics.
[1:11:04.000 --> 1:11:11.000]  This has declassified the plan to stage terror attacks.
[1:11:11.000 --> 1:11:16.000]  The point is, is this is before Operation Northwoods that Kennedy said no to. So we're going to go over that.
[1:11:16.000 --> 1:11:21.000]  Also, Ron Paul wins presidential stronghold at CPAC. Why this is so important.
[1:11:21.000 --> 1:11:27.000]  But right now, let's start jamming in some calls. All 20 of them.
[1:11:27.000 --> 1:11:31.000]  Okay, Roberto and Saudi Arabia, you're on the air. What's on your mind?
[1:11:31.000 --> 1:11:43.000]  Alex, I appreciate your show. I just want to let you know you have a small group of people here, Saudi Nationals, including some Americans that listen to your radio show.
[1:11:43.000 --> 1:11:49.000]  I take the podcast to work and keep up the good work. Thank you very much.
[1:11:49.000 --> 1:11:54.000]  Well, thank you. What are I mean, so the folks over in Saudi Arabia are listening.
[1:11:54.000 --> 1:12:03.000]  Oh, absolutely. I take my device in and they listen to your podcast that I get off the internet down here.
[1:12:03.000 --> 1:12:05.000]  What do they think of the show?
[1:12:05.000 --> 1:12:13.000]  They love it. They see a lot of the people here are real peaceful.
[1:12:13.000 --> 1:12:20.000]  I work with a bunch of Sunnis in the Air Force and they love your show.
[1:12:20.000 --> 1:12:28.000]  They understand what is happening and they're actually rooting for you and rooting for us.
[1:12:28.000 --> 1:12:30.000]  Well, God bless you. Anything else, Roberto?
[1:12:30.000 --> 1:12:37.000]  No, sir. Other than you're pretty much right about everything.
[1:12:37.000 --> 1:12:39.000]  Oh, from what you've seen over there.
[1:12:39.000 --> 1:12:41.000]  Absolutely. Absolutely.
[1:12:41.000 --> 1:12:43.000]  God bless you, sir.
[1:12:43.000 --> 1:12:50.000]  Well, the Saudis need to know that after the globalists are done using them to take down Iran, and this has even been proposed by the Pentagon.
[1:12:50.000 --> 1:12:56.000]  They plan to take down Saudi Arabia, using Muslim extremists within the country.
[1:12:56.000 --> 1:13:00.000]  So, I mean, that's who they use. That's who Al Qaeda is.
[1:13:00.000 --> 1:13:05.000]  And, you know, that's why we're the number one show.
[1:13:05.000 --> 1:13:09.000]  And I don't just say that, okay? I'm not into being number one. It's kind of scary.
[1:13:09.000 --> 1:13:13.000]  We are the number one radio show on the internet by heads and shoulders.
[1:13:13.000 --> 1:13:28.000]  I mean, number one, conservatively, conservatively, over a million and a half people a week just listen to the free podcast and the internet streams and the other big upload sites.
[1:13:28.000 --> 1:13:35.000]  That's us just checking the numbers at Alexa, at Shoutcast and a lot of other places to integrate the different feeds we've got.
[1:13:35.000 --> 1:13:39.000]  And now with the new free iPhone app, it's free and info wars.com free.
[1:13:39.000 --> 1:13:43.000]  It's five star rating with what over 200 ratings now.
[1:13:43.000 --> 1:13:46.000]  The other day I said it said 200 and something over 200.
