[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the information war continues.
[30:47.000 --> 30:51.000]  When you subscribe to the Trends Journal, you'll also receive Trends Alerts.
[30:51.000 --> 30:56.000]  Visit TrendsResearch.com today. That's TrendsResearch.com.
[30:56.000 --> 31:00.000]  Subscribe to the Trends Journal. This information is too important to wait.
[31:00.000 --> 31:05.000]  You may be arrested and your subject is to other police action.
[31:05.000 --> 31:10.000]  Tyranny is here. The grim future foretold in 1984 has become reality.
[31:10.000 --> 31:12.000]  It really says that the state is God.
[31:12.000 --> 31:17.000]  The United States is now recognized globally as one of the most impressive police states on Earth.
[31:17.000 --> 31:22.000]  This film conclusively proves the existence of a secret network of FEMA camps,
[31:22.000 --> 31:24.000]  now being expanded nationwide.
[31:24.000 --> 31:30.000]  This documentary exposes how the continuity of government program has established an old powerful shadow state.
[31:30.000 --> 31:34.000]  Police State 4 chronicles the sickening depths to which our republic has fallen.
[31:34.000 --> 31:38.000]  Prepare to enter the secretive world of emergency dictatorship,
[31:38.000 --> 31:44.000]  body scammers, sound cameras, citizen spies, staged terror and cameras on every street corner.
[31:44.000 --> 31:48.000]  It's only the beginning of the New World Order's hellish plan.
[31:48.000 --> 31:51.000]  The police state isn't coming. It's here.
[31:51.000 --> 32:10.000]  Secure your copy today at infowars.com or see it online in the highest quality at PrismPlanet.tv.
[32:22.000 --> 32:32.000]  Get a free, detailed catalog by calling 800-340-7091 or see them online at 5starsope.com or infowars.com.
[32:32.000 --> 32:36.000]  Let's talk to the owner of 5-star soap, Marty Schachter, and see what he has to say.
[32:36.000 --> 32:41.000]  As founder and owner for over 63 years, people keep asking me,
[32:41.000 --> 32:52.000]  How's business? I'm happy to say our business is going down the drain. Call us at 1-800-340-7091
[32:52.000 --> 33:11.000]  or visit our website 5starsope.com for buying a one to two month soap sampler. Thank you.
[33:23.000 --> 33:36.000]  It's really been hitting me in the last few weeks. Just how big an effect we're having worldwide and the establishment is freaked out.
[33:36.000 --> 33:42.000]  On any given day on YouTube, which is more than half of all videos being watched worldwide,
[33:42.000 --> 33:49.000]  millions and millions of people every day, most of them new, are watching my live simulcast of my radio show,
[33:49.000 --> 33:55.000]  are watching the 25 films I've made and the thousands of special video releases.
[33:55.000 --> 34:02.000]  Any video I put out now is getting half a million views in a week. You think the system can put up with that?
[34:02.000 --> 34:08.000]  That's the type of numbers Obama was getting when he was a candidate. He'd shoot a video and get a half million views.
[34:08.000 --> 34:13.000]  Now, we're going to put it on screen, here is White House YouTube channel.
[34:13.000 --> 34:22.000]  Look at those videos. 300 views, 12,000 views, 2,000 views.
[34:22.000 --> 34:27.000]  I mean, that's pathetic. Any video I put out is getting hundreds of thousands.
[34:27.000 --> 34:33.000]  I could sit here and put out unlimited videos. I could sit here and make 50 YouTube videos a day.
[34:33.000 --> 34:37.000]  And the White House YouTube channel, and they admit they ran a YouTube campaign.
[34:37.000 --> 34:44.000]  Now, that was a CNN headline, Obama's YouTube campaign. In fact, I remember a story last year that was that online video blogger
[34:44.000 --> 34:51.000]  who made a couple of videos where he was Thomas Paine dressed up talking about the police state and, you know, government being corrupt
[34:51.000 --> 34:55.000]  and the White House called him and said, we want to have a meeting with you. Please come to the White House.
[34:55.000 --> 35:00.000]  Then he went to the White House and wouldn't say what the meeting was about, but that Obama wanted him to stop.
[35:00.000 --> 35:06.000]  If the president's meeting with somebody who put out three or four videos that got 4 million views
[35:06.000 --> 35:11.000]  and I've got eight YouTube channels with over 200 million views on them,
[35:11.000 --> 35:15.000]  not counting everybody else ripping my videos and posting them everywhere.
[35:15.000 --> 35:20.000]  Hundreds of millions of views on YouTube. What do you think's going on here?
[35:20.000 --> 35:24.000]  We need to recognize the effect we've had.
[35:24.000 --> 35:29.000]  And we need to understand that the passcode for that director channel that posted my film in full that we work with,
[35:29.000 --> 35:35.000]  we have the passcode as well, was a giant long passcode that no computer was going to be able to figure out.
[35:35.000 --> 35:41.000]  Somebody hacked in and only YouTube and its parent company, Google, had that information.
[35:41.000 --> 35:43.000]  And I think they're the prime suspects and I'll say it right now.
[35:43.000 --> 35:48.000]  And by the way, Aaron Dice wrote an article in the early morning hours today that deals with all of this.
[35:48.000 --> 35:54.000]  Censorship alert Obama illegally, Obama deception illegally removed from YouTube.
[35:54.000 --> 35:59.000]  Again, the headline is censorship alert Obama deception illegally removed from YouTube.
[35:59.000 --> 36:03.000]  You can go to infowars.com and prismplanet.com and read it.
[36:03.000 --> 36:13.000]  And in that video and in that article, we linked to where we had a Google shopping cart about six months ago.
[36:13.000 --> 36:18.000]  And they said, you're not allowed to sell the Obama deception. It's critical of Obama.
[36:18.000 --> 36:21.000]  You're not allowed to sell an Obama Joker t-shirt.
[36:21.000 --> 36:27.000]  Remember that viral operation we ran that made it in hundreds of newspapers and TV stations, literally hundreds last year.
[36:27.000 --> 36:30.000]  Remember that? They said, you're not allowed to sell that.
[36:30.000 --> 36:38.000]  So we shut the cart down. We have the message from Google saying, you're not going to criticize Barack H. Obama.
[36:38.000 --> 36:44.000]  You're not as an American going to make a t-shirt with his image on it as a clown.
[36:44.000 --> 36:49.000]  You're not going to sell a video of him criticizing him.
[36:49.000 --> 36:55.000]  Now, listen, I made the film on the level playing field of ideas. I won the Super Bowl.
[36:55.000 --> 37:01.000]  I kicked their hind end. I sat up here and didn't visit with my children for months.
[37:01.000 --> 37:07.000]  I worked seven days a week to make this documentary and fly all over the country and spend hundreds of thousands of dollars to make it.
[37:07.000 --> 37:14.000]  And I gave it to you for free and I kicked their butt. And you kicked their butt by taking action with it.
[37:14.000 --> 37:18.000]  And these scumbags don't like it.
[37:18.000 --> 37:24.000]  Google tells me I can't sell a t-shirt with his stinking image on it.
[37:24.000 --> 37:27.000]  They tell me I can't sell this video and I put up with it.
[37:27.000 --> 37:30.000]  We wrote an article about it six months ago but left it at that.
[37:30.000 --> 37:35.000]  And now they won't even let me give it out for free when they put their stinking ads on it.
[37:35.000 --> 37:42.000]  And I know they're the ones that get it because they've censored me before and I'm sick of it.
[37:42.000 --> 37:46.000]  I have a t-shirt that's got a picture of Hitler, Stalin, and Mao.
[37:46.000 --> 37:50.000]  And it says mass murderers agree gun control works.
[37:50.000 --> 37:55.000]  It's anti-Hitler. It's anti-Mao. It's anti-Joe Stalin.
[37:55.000 --> 38:00.000]  What did eBay say a month ago? You can't sell that here.
[38:00.000 --> 38:03.000]  They said it's anti-racist. Same thing that Google said.
[38:03.000 --> 38:06.000]  They said anything racist or anti-racist isn't allowed.
[38:06.000 --> 38:09.000]  What in Hades does that mean?
[38:09.000 --> 38:18.000]  What did our veterans fight and die for 230 plus years ago at an every other war to defend if I don't have my free speech?
[38:18.000 --> 38:25.000]  The point is they're selective. They let Obama and the globalist and BP and all of them spew their propaganda on the web.
[38:25.000 --> 38:28.000]  But I can't put my films out.
[38:28.000 --> 38:35.000]  And they didn't even make up some hanky-pankies. Every time they file false complaints against me, I just file in federal court.
[38:35.000 --> 38:43.000]  You know behind the scenes I've had to file in federal court no fewer than eight times in the last year and a half to keep that stinking video up for you.
[38:43.000 --> 38:49.000]  You know I've had to go in there and file against false copyright claims and tell people put up or shut up. Let's go to court.
[38:49.000 --> 38:55.000]  I've had to file in federal court so you can see what Barack Obama really is.
[38:55.000 --> 38:59.000]  I am busting my butt here to bring you this information and I'm not complaining.
[38:59.000 --> 39:02.000]  My family and my children in this country are worth it.
[39:02.000 --> 39:08.000]  I'm not going to be a slave to a bunch of authoritarians and this is authoritarian tyranny that this country is going into.
[39:08.000 --> 39:15.000]  And I know you understand that and you're upset out there as listeners so I'm going to beg you on my knees for all of our future.
[39:15.000 --> 39:24.000]  We caught them inside the interface deleting videos one after the other and they weren't able to get downfall the republic in that director's account.
[39:24.000 --> 39:26.000]  Two million views.
[39:26.000 --> 39:32.000]  I want you because that's basically part two to the Obama deception and quite frankly is even more powerful film though this is the mega viral.
[39:32.000 --> 39:35.000]  I want you to get that video.
[39:35.000 --> 39:38.000]  I mean here's the homework if you choose to take this mission.
[39:38.000 --> 39:42.000]  Search into the term over and over again Obama deception censored.
[39:42.000 --> 40:00.000]  Search the term info wars dot com and search the term full of the republic full of the republic because what happened is when our when we became the number one trend Friday and Saturday over 20 newspapers and blogs who write about whatever the top trend is thinking they're going to get visitors all wrote about it and that
[40:00.000 --> 40:06.000]  panic the system when it got 100,000 views in less than 24 hours.
[40:06.000 --> 40:15.000]  I understand these trends it would have gotten a million in the next week probably two million the next week they know we hit the zeitgeist they know we caused a chain reaction and they went in.
[40:15.000 --> 40:29.000]  And they shut this video down so you don't have access to it and so you don't have a right to see it they're going to decide what you get to see this is 21st century book burning and then I've got stacks of news right here in front of me.
[40:29.000 --> 40:35.000]  I mean here's one feds ignore due process First Amendment shut down thousands of blogs.
[40:35.000 --> 40:48.000]  73,000 blogs were shut down last week no judge, no jury, no nothing Vice President Biden and intellectual property enforcement coordinator Victoria Espinel.
[40:48.000 --> 41:03.000]  Gave an order. And they've got quotes here the DMC takedown actions were direct violation of the First Amendment under prior restraint, however explains law professor Wendy seltzer, because the DMC takedowns are privately mentioned their ISPs.
[41:03.000 --> 41:08.000]  They have not received constitutional scrutiny despite the high risk of error seltzer ads.
[41:08.000 --> 41:25.000]  So this is the White House now issuing 73,000 takedown orders this week mainly of blogs critical of Barack Hussein Obama.
[41:25.000 --> 41:30.000]  You know me I'm nonpartisan Bush was a tyrant but he was a puppet to the same corporate interest.
[41:30.000 --> 41:52.000]  But what's happened with Obama is he now has a 40% approval rating he is dropping like a shooting star and the system is panicking because their whole agenda of the government takeover of health care and the police state and all these new taxes and he's in the news today admitting in federal court that his health care plan is a tax on everybody and that you don't get free health care you got scammed folks.
[41:52.000 --> 41:57.000]  And they know they're in trouble and they're panicking they're going to lose the house and probably the Senate.
[41:57.000 --> 42:03.000]  But Biden's on the news today saying oh don't worry we're still going to win well what your electronic voting machines are going to save you.
[42:03.000 --> 42:10.000]  They are in panic mode right now and you better use the Internet while you still can because I've got the FCC.
[42:10.000 --> 42:12.000]  I've got the Federal Trade Commission.
[42:12.000 --> 42:20.000]  I've got no fewer than six White House Zars saying they want to shut down political dissent and they specifically list Alex Jones, Ron Paul.
[42:20.000 --> 42:27.000]  They specifically mention Lord Monkden people that criticize manmade global warming and say it's a fraud and nothing but attacks.
[42:27.000 --> 42:29.000]  They are desperate.
[42:29.000 --> 42:31.000]  They are scallywag crooks.
[42:31.000 --> 42:34.000]  They know that we are on to them and they're scared.
[42:34.000 --> 42:39.000]  I want to take your call specifically on the Obama deception and the attack on the Internet that's openly being announced.
[42:39.000 --> 42:47.000]  888-201-2244 888-201-2244 on this live Sunday edition 888-201-2244.
[42:47.000 --> 42:52.000]  We'll take a bunch of calls at the bottom of the next hour. I'm going to go through a bunch of other news on the economy.
[42:52.000 --> 42:58.000]  You name it, the oil spill, the police state, the Second Amendment, it's all coming up. Stay with us.
[42:58.000 --> 43:27.000]  We will defend the Republic till the end.
[43:28.000 --> 43:57.000]  Thank you.
[43:59.000 --> 44:04.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[44:04.000 --> 44:08.000]  Number one, new climate legislation could easily double or triple your electric bill.
[44:08.000 --> 44:14.000]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[44:14.000 --> 44:20.000]  It's true, total government control of electricity in the name of smart grid technology is coming.
[44:20.000 --> 44:24.000]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[44:24.000 --> 44:28.000]  And now, new socialist legislation is only compounding the problem.
[44:28.000 --> 44:31.000]  Number four, dangerous weather is always a threat to local grids.
[44:31.000 --> 44:35.000]  Every year, thousands of families lose their power from weather-related onages.
[44:35.000 --> 44:40.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[44:40.000 --> 44:45.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[44:45.000 --> 44:51.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[44:51.000 --> 45:00.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[45:00.000 --> 45:04.000]  Hi folks, it's time to play. Good food makes everything you do fun.
[45:04.000 --> 45:10.000]  On eFoodsDirect.com, you're going to find a summer outdoor special that gets you the most delicious, easy to fix,
[45:10.000 --> 45:15.000]  most portable, best food on the planet for your exciting fun in the sun.
[45:15.000 --> 45:20.000]  With each order of a three-month responder pack, you'll get a free grab-and-go accessory kit.
[45:20.000 --> 45:23.000]  With the backpacker's water purifier, stove, and carry bag,
[45:23.000 --> 45:28.000]  you'll also get a free camper's bakery pack with pancakes, biscuits, and cornbread muffins.
[45:28.000 --> 45:34.000]  All this delicious food can be easily prepared stovetop at home or in a pan over a campfire.
[45:34.000 --> 45:42.000]  Go to eFoodsDirect.com slash summer or call 800-409-5633 for information and ordering.
[45:42.000 --> 45:46.000]  Summer fun with food just doesn't get any better than this, folks.
[45:46.000 --> 45:54.000]  You need it. They've got it. Just get it. eFoodsDirect.com slash summer or 800-409-5633.
[45:54.000 --> 46:00.000]  eFoodsDirect.com slash summer or 800-409-5633.
[46:00.000 --> 46:05.000]  The question is, where should the American people draw their line in the sand?
[46:05.000 --> 46:08.000]  What have we got? A republic or a monarchy?
[46:08.000 --> 46:12.000]  A republic is based on a constitution which protects minority rights.
[46:12.000 --> 46:16.000]  Not democracy, not mob rule, two wolves and a sheep voting on what's for dinner.
[46:16.000 --> 46:22.000]  So they think they own our land, they think they own our water, children, our education, our money.
[46:22.000 --> 46:26.000]  We have to define who we are and what we will tolerate.
[46:26.000 --> 46:30.000]  Somebody's going to ask you what you did during the Patriot Uprising.
[46:30.000 --> 46:31.000]  You have been warned.
[46:31.000 --> 46:35.000]  We have the facts. We have the Constitution. We have the Bill of Rights. We have common law.
[46:35.000 --> 46:39.000]  Knowledge is power, ladies and gentlemen, and I'm so excited to be able to offer you.
[46:39.000 --> 46:42.000]  Don't tread on me. Rise the republic. Terrany is upon us.
[46:42.000 --> 46:46.000]  But liberty and the sleeping giant that is the American people is rising.
[46:46.000 --> 46:51.000]  A new tool in the info war. Don't tread on me. Order it at infowars.com
[46:51.000 --> 46:56.000]  or prisonplanet.com or call toll free 888-253-3139
[46:56.000 --> 47:10.000]  and support independent patriotic liberty films.
[47:26.000 --> 47:30.000]  We were fishing about two o'clock in the afternoon.
[47:30.000 --> 47:33.000]  I got the call that the Obama deception had been hacked and taken down off YouTube.
[47:33.000 --> 47:37.000]  The main video that had 6.5 million views.
[47:37.000 --> 47:42.000]  And I got in my car and I drove in and we shot the video and wrote the articles that are now up on the sites.
[47:42.000 --> 47:43.000]  And why did I do that?
[47:43.000 --> 47:47.000]  Because looking at my children, they have no future if we don't stop this tyranny.
[47:47.000 --> 47:52.000]  Every other nation has lived under bondage and under criminals and tyrants.
[47:52.000 --> 47:56.000]  This isn't a joke. Do you know the hell our ancestors went through?
[47:56.000 --> 47:59.000]  Do you know how hard societies have been?
[47:59.000 --> 48:03.000]  Do you know about the mass murder that's gone on in hundreds of other nations the last 200 years?
[48:03.000 --> 48:12.000]  If you want to find out and get an image of what tyranny looks like, go watch the movie with Vigo Mordenstin, The Road.
[48:12.000 --> 48:16.000]  Few films have shook me up like that one did and I actually had nightmares over it.
[48:16.000 --> 48:22.000]  Because I've studied so much history that I understand that's actually what happens many times in societies.
[48:22.000 --> 48:27.000]  And I understand how real this tyranny is, how wicked, how bonafide.
[48:27.000 --> 48:30.000]  This isn't some boss hog corruption we're facing.
[48:30.000 --> 48:34.000]  It's cute and funny. This is hardcore.
[48:34.000 --> 48:35.000]  And I'm not going to put up with it.
[48:35.000 --> 48:41.000]  I have seen that when we take action and stand up against evil, we can have victory.
[48:41.000 --> 48:46.000]  And I have seen the system do everything they can from keeping the truth from getting out to you.
[48:46.000 --> 48:48.000]  This country is going into a depression.
[48:48.000 --> 48:53.000]  The big offshore banks, we have their internal memos from the IMF and World Bank that were released in 2002,
[48:53.000 --> 48:58.000]  plan to bankrupt this country and others to bring us under full government collectivism and control.
[48:58.000 --> 49:03.000]  I will not be a domesticated animal. I will not go into bondage quietly.
[49:03.000 --> 49:10.000]  We can defeat these people. We're better than them, but we've got to take action and get focused and angry.
[49:10.000 --> 49:15.000]  I am begging everyone in case they have banned the search term, the Obama Deception,
[49:15.000 --> 49:17.000]  because we notice it's not even anywhere in the trends now.
[49:17.000 --> 49:22.000]  It's always in the top 20 or 30 or so, and it was number one earlier this week or late last week.
[49:22.000 --> 49:25.000]  We have all the screenshots of that up on my websites.
[49:25.000 --> 49:33.000]  I am begging all of you to go find links to the video while it's still up there on other sites and other versions
[49:33.000 --> 49:35.000]  and to send it out to everyone you know and say,
[49:35.000 --> 49:37.000]  Big Brother doesn't want you to see this.
[49:37.000 --> 49:40.000]  This is being censored. This is being removed from the web.
[49:40.000 --> 49:44.000]  Find out why. And when you see it, it's not even about Obama.
[49:44.000 --> 49:49.000]  It's about how he's a puppet and what the globalists are doing and what the globalist master plan is
[49:49.000 --> 49:51.000]  from their own quotes, their own documents.
[49:51.000 --> 49:55.000]  The system is scared of this because they're about to bring us into a depression.
[49:55.000 --> 49:59.000]  They're openly on the news talking about shutting the web down to quote protected.
[49:59.000 --> 50:03.000]  They're openly talking about taxing alternative media and talk radio.
[50:03.000 --> 50:07.000]  It's now not a rumor. They're really trying to push it because they're thugs.
[50:07.000 --> 50:10.000]  You didn't think they'd pass government socialist healthcare.
[50:10.000 --> 50:12.000]  You didn't think they continue torture.
[50:12.000 --> 50:16.000]  You didn't think they do all the things they're doing, but they're doing it.
[50:16.000 --> 50:20.000]  It's really happening.
[50:20.000 --> 50:24.000]  And there's all these cowards and domesticated sheep that say you're not supposed to get upset about liberty.
[50:24.000 --> 50:26.000]  You're not supposed to get upset about freedom.
[50:26.000 --> 50:30.000]  They sell you this idea of being passive and going quietly into the night.
[50:30.000 --> 50:34.000]  Well, I'm not going to do that. I've read the words of Alexander Schultz and Eatson.
[50:34.000 --> 50:36.000]  In fact, pull that quote up for me for later.
[50:36.000 --> 50:38.000]  It's oh how we burn in the camps. Alexander Schultz and Eatson.
[50:38.000 --> 50:39.000]  That'll bring it up.
[50:39.000 --> 50:45.000]  Oh, how we burn in the camps, the concentration camps later, wishing we'd stood up to the NKVD in Russia.
[50:45.000 --> 50:48.000]  Well, I'm not going to be like the German people that go along with tyranny.
[50:48.000 --> 50:50.000]  I'm not going to be like the poor Russian people.
[50:50.000 --> 50:54.000]  I'm not going to be like the people in Cuba or communist China.
[50:54.000 --> 50:56.000]  I'm an American. I'm red blooded.
[50:56.000 --> 51:03.000]  My ancestors defeated the greatest empire in history, the British Empire, fighting them at least 10 to 1.
[51:03.000 --> 51:07.000]  Your ancestors defeated the greatest empire that no one could defeat.
[51:07.000 --> 51:11.000]  Not the French, not the Spanish, no one, not the Dutch.
[51:11.000 --> 51:18.000]  We are together in history, ladies and gentlemen, and this is the second American Revolution against the globalist takeover.
[51:18.000 --> 51:22.000]  And we are going to fight it with the Info War and try to fix things peaceably.
[51:22.000 --> 51:26.000]  But number one, we've got to get the word out now about what's happening.
[51:26.000 --> 51:29.000]  The mainstream media is now admitting we're going into a depression.
[51:29.000 --> 51:32.000]  And let me tell you, the low-tech way.
[51:32.000 --> 51:37.000]  At the University of Phoenix, more than 30,000 copies of this were handed out in the last year.
[51:37.000 --> 51:40.000]  They shot YouTube videos of it happening and made the newspaper.
[51:40.000 --> 51:42.000]  Other universities, thousands of copies were handed out.
[51:42.000 --> 51:44.000]  Don't let them stop you. Go low-tech.
[51:44.000 --> 51:50.000]  Send out all the free links to it online, but also buy the high-quality DVD with the expanded extras
[51:50.000 --> 51:52.000]  and make copies of this.
[51:52.000 --> 51:55.000]  I mean, making 100 copies of this might cost you 50 bucks.
[51:55.000 --> 51:58.000]  And give it out to everybody you know.
[51:58.000 --> 51:59.000]  Air it on access television.
[51:59.000 --> 52:01.000]  Show it to your local church.
[52:01.000 --> 52:05.000]  Tell everybody you know the system doesn't want you to see the Obama deception.
[52:05.000 --> 52:09.000]  Now, this is the most viral film I've ever released, but this was part two.
[52:09.000 --> 52:12.000]  Fall of the Republic, the presidency of Barack H. Obama.
[52:12.000 --> 52:15.000]  This came out nine months ago, ten months ago.
[52:15.000 --> 52:19.000]  This film is even more powerful, and it's two hours, 24 minutes.
[52:19.000 --> 52:21.000]  This is a little less than two hours.
[52:21.000 --> 52:26.000]  This film, Fall of the Republic, is even more powerful than the Obama deception.
[52:26.000 --> 52:27.000]  It hasn't been as viral.
[52:27.000 --> 52:29.000]  It's only been seen about 12 million times for free online.
[52:29.000 --> 52:31.000]  Only 12 million.
[52:31.000 --> 52:33.000]  This film needs to be seen.
[52:33.000 --> 52:35.000]  It's still up on YouTube.
[52:35.000 --> 52:38.000]  You can still search engine, Fall of the Republic.
[52:38.000 --> 52:41.000]  And so, you're unstoppable if you take action.
[52:41.000 --> 52:43.000]  We can beat these people.
[52:43.000 --> 52:44.000]  They are scum.
[52:44.000 --> 52:45.000]  They are filth.
[52:45.000 --> 52:47.000]  They count on you feeling powerless and weak.
[52:47.000 --> 52:49.000]  They count on you not taking action.
[52:49.000 --> 52:52.000]  They count on you thinking you've got to save the world by yourself.
[52:52.000 --> 52:56.000]  No, you've just got to move forward and get the word out and say no, no, no.
[52:56.000 --> 52:58.000]  Here's a microcosm.
[52:58.000 --> 53:00.000]  Last week, I showed the Arizona Republic.
[53:00.000 --> 53:02.000]  In fact, guys, it's in my stack.
[53:02.000 --> 53:03.000]  Try to dig it out.
[53:03.000 --> 53:04.000]  I highlighted it.
[53:04.000 --> 53:07.000]  It'll be the Arizona Republic with me highlighting stuff.
[53:07.000 --> 53:16.000]  And it said that of millions, millions of photo, red light, highway speed cameras
[53:16.000 --> 53:19.000]  that only a few hundred people paid the tickets.
[53:19.000 --> 53:21.000]  Arizona's, they're wearing guns out in the open.
[53:21.000 --> 53:23.000]  They're saying no to tyranny.
[53:23.000 --> 53:25.000]  The police are getting on the people's sides.
[53:25.000 --> 53:27.000]  I've had a bunch of their sheriffs on, as you know.
[53:27.000 --> 53:28.000]  They are saying no.
[53:28.000 --> 53:30.000]  They are speaking out against the treason.
[53:30.000 --> 53:33.000]  And they just removed all the cameras in Arizona.
[53:33.000 --> 53:35.000]  The people said, we're not doing it anymore.
[53:35.000 --> 53:36.000]  We're not going along with this.
[53:36.000 --> 53:37.000]  We're done, bloodsuckers.
[53:37.000 --> 53:41.000]  You want to rest over a million illegal aliens a year coming through Arizona,
[53:41.000 --> 53:44.000]  burning down farms and ranches, killing people, killing cops.
[53:44.000 --> 53:46.000]  We're not going along with this anymore.
[53:46.000 --> 53:48.000]  We know this is just to raise revenue.
[53:48.000 --> 53:51.000]  The articles in the news said the people wouldn't pay it.
[53:51.000 --> 53:53.000]  They can't arrest all of us.
[53:53.000 --> 53:54.000]  It's over.
[53:54.000 --> 53:55.000]  It's over.
[53:55.000 --> 53:56.000]  We're done.
[53:56.000 --> 53:58.000]  We're done rolling over.
[53:58.000 --> 54:00.000]  We're done giving in.
[54:00.000 --> 54:03.000]  I've got a deal right now on infoworks.com.
[54:03.000 --> 54:04.000]  And you click on both the shopping carts.
[54:04.000 --> 54:05.000]  We've got two different shopping carts.
[54:05.000 --> 54:06.000]  Whatever your choice is.
[54:06.000 --> 54:09.000]  Or you can get four films for $19.95.
[54:09.000 --> 54:13.000]  I don't even make money on that because I put a free pocket constitution in every order.
[54:13.000 --> 54:18.000]  Okay, with the cost of the film or anything else, that comes out to less than $5 per film.
[54:18.000 --> 54:22.000]  If you get 10 films, it's $39.95.
[54:22.000 --> 54:24.000]  That's at $4 apiece.
[54:24.000 --> 54:28.000]  This is a high-quality DVD, beautiful cover, all the information on the back.
[54:28.000 --> 54:30.000]  You give your friends and family this.
[54:30.000 --> 54:31.000]  They'll watch it.
[54:31.000 --> 54:33.000]  This looks as good as any Hollywood cover.
[54:33.000 --> 54:36.000]  The lady that did the cover makes the covers for Hollywood DVD releases,
[54:36.000 --> 54:39.000]  some of the biggest films you've seen, Jenae Meadows.
[54:39.000 --> 54:40.000]  You give somebody this.
[54:40.000 --> 54:42.000]  This isn't just some link in their inbox.
[54:42.000 --> 54:44.000]  You give them this DVD.
[54:44.000 --> 54:46.000]  You get this DVD and you make copies.
[54:46.000 --> 54:49.000]  You go to the store and you buy blank DVDs and you burn it to this.
[54:49.000 --> 54:52.000]  Hey, even better, you go to prismplanet.tv.
[54:52.000 --> 54:54.000]  It's $0.15 a day to sign up.
[54:54.000 --> 54:55.000]  $5.95 a month that pays for a bandwidth.
[54:55.000 --> 54:58.000]  I'm offering it to you for free, but I'm saying if you want to support us and get a higher quality,
[54:58.000 --> 55:00.000]  we've got it in high res up there.
[55:00.000 --> 55:04.000]  You can download these and burn them to regular CDs that cost about $0.15 apiece
[55:04.000 --> 55:06.000]  that play on most new DVD players.
[55:06.000 --> 55:08.000]  We've got DivX and other versions up there.
[55:08.000 --> 55:12.000]  You can go to prismplanet.tv and get really aggressive
[55:12.000 --> 55:17.000]  and you can go buy maybe 200, 300 CDs and just sit there burning them,
[55:17.000 --> 55:19.000]  burning them, burning them, burning them, burning them
[55:19.000 --> 55:23.000]  and tell the New World Order you think we're going to be stopped by your censorship
[55:23.000 --> 55:24.000]  and your tyranny.
[55:24.000 --> 55:26.000]  You're dealing with the American people.
[55:26.000 --> 55:28.000]  You're not dealing with slaves somewhere else.
[55:28.000 --> 55:31.000]  You're dealing with the American people who may have become fat, dumb and happy
[55:31.000 --> 55:33.000]  and been mesmerized by your mind control,
[55:33.000 --> 55:36.000]  but the sleeping giant that is the Republic is awakening
[55:36.000 --> 55:40.000]  and the sleeping giant that is humanity worldwide is awakening
[55:40.000 --> 55:44.000]  and we know we can beat you because we have the spirit of victory and liberty
[55:44.000 --> 55:47.000]  beating in our breast.
[55:47.000 --> 55:49.000]  Nothing can stop you.
[55:49.000 --> 55:51.000]  And listen, you guys took the call.
[55:51.000 --> 55:53.000]  You took the call.
[55:53.000 --> 55:56.000]  What was it almost a year ago when I said,
[55:56.000 --> 55:59.000]  take the Obama poster of him as a joker.
[55:59.000 --> 56:03.000]  We've got to defile and bring down his image as a god down to a human
[56:03.000 --> 56:05.000]  and show that he's a thug.
[56:05.000 --> 56:08.000]  You put fascism or infowars.com on it,
[56:08.000 --> 56:11.000]  post it on telephone polls and everywhere else
[56:11.000 --> 56:13.000]  and the censors are going to come.
[56:13.000 --> 56:15.000]  They're going to let you hang up missing dog posters
[56:15.000 --> 56:18.000]  or swap meat posters or garage sale posters
[56:18.000 --> 56:24.000]  but they'll try to stop you from printing up just regular print size images of that
[56:24.000 --> 56:27.000]  and when they censor you, everybody will see the tyranny
[56:27.000 --> 56:28.000]  and then others will come out and do it.
[56:28.000 --> 56:31.000]  And in Florida and Texas, they tried to arrest people
[56:31.000 --> 56:33.000]  even though there wasn't a law in those areas
[56:33.000 --> 56:36.000]  and then in some towns, hundreds of more people came out
[56:36.000 --> 56:38.000]  and put up tens of thousands of posters
[56:38.000 --> 56:41.000]  and it was in hundreds of newspapers and hundreds of TV stations.
[56:41.000 --> 56:43.000]  It was in more than 50.
[56:43.000 --> 56:46.000]  It was all over almost every TV station in Texas it was happening.
[56:46.000 --> 56:48.000]  It was on Japanese TV.
[56:48.000 --> 56:49.000]  It was happening in Tokyo.
[56:49.000 --> 56:51.000]  It was happening in London.
[56:51.000 --> 56:53.000]  You print up an image of Obama as the joker
[56:53.000 --> 56:55.000]  and you say, Google Obama deception
[56:55.000 --> 57:01.000]  and you never stop and you let these Nazi blood sucking anti-American parasites
[57:01.000 --> 57:04.000]  that you want to make you and your family slaves know
[57:04.000 --> 57:07.000]  that we are standing up against them
[57:07.000 --> 57:10.000]  and we are red blooded and we are not slaves
