[00:00.000 --> 00:20.000]  Live from the InfoWars.com Studios, it's Alex Jones.
[47:01.000 --> 47:07.000]  This is what you're into.
[47:07.000 --> 47:15.000]  I mean, what the hell? And on tape they go, I kill my kids.
[47:15.000 --> 47:32.000]  Sweet David Knight's wife sat through the camera talking to her sweetly, you know, it's okay, some people want to adopt children, there's more people willing to adopt each other than kids that are aborted, did you know? Oh, shut up white filth. Your mother sucks, you know what in hell. I mean, her voice is like that. We've played the video.
[47:32.000 --> 47:42.000]  She goes, well no, I didn't adopt a white child, I adopted a girl from China. Oh, more white savior.
[47:42.000 --> 47:56.000]  Well, what a boy, but it's nice to be sweet to babies. I kill my kids. This is real. I kill them. I kill them. I kill them. I kill them. Wow.
[47:56.000 --> 48:08.000]  We're the what the, what freaking dimension is this little creature from? Because let me tell you folks, they aren't just picking up on this. There's something in these people.
[48:08.000 --> 48:13.000]  You're looking at a frickin' little green man, folks, and they hate our frickin' guts.
[48:13.000 --> 48:23.000]  Spiritual, whatever you want to call it, folks, these people aren't driving the frickin' car, you understand?
[48:23.000 --> 48:37.000]  I mean, I don't care where it is for 20 years, you're around communists or these people, they'll just suddenly go, eh, let's see who's got control. They're gonna kill you. You're like, what the, and it's like, they're demons, folks, and they know they are.
[48:37.000 --> 48:44.000]  So let's go ahead and play Obama saying,
[48:44.000 --> 49:04.000]  Fake news, this is the number one threat, it means people we don't agree with, and now they're trying to belly up, but oh, Trump's in, what are you gonna do? See, oh, and Lepin's about to get in, oh, and the Brexit, oh, oh, and Russia, see, the tides turning against them, Drudge got it right. I don't wanna kiss, I'm not kissing Drudge's ass.
[49:04.000 --> 49:15.000]  Drudge just has this way of crystallizing it when he said, globalist, meet to plot survival.
[49:15.000 --> 49:25.000]  But let me tell you, you go to the big box churches, they're just like, the end of the world's coming, just give up, you've lost everything, Christians don't, don't, don't go out in public, don't speak out, do what the government says.
[49:25.000 --> 49:37.000]  Okay, the Chinese are right, censorship, Alex Jones is evil, I'll just do what you say, okay, I mean, oh yeah, oh yeah.
[49:37.000 --> 49:46.000]  And they know they're betraying goodness, because I've gone to Methodist churches, I've gone to the Evangelicals, all of them, and you can see them, and they'll get up and just start going, well, thank you.
[49:46.000 --> 50:03.000]  This, this offering is gonna go to help the Bill and Melinda Gates Foundation with all their great work, and then like the woman preacher creeps off in the mail, preacher creeps back up, and it's all just like weird, and it's like these creepy people that lost after leadership but don't have any of it.
[50:03.000 --> 50:07.000]  Let's go out to break with Obama, here it is.
[50:07.000 --> 50:31.000]  Let me put it this way, I think if we have a strong, accurate, state-run medium, and responsible press, and we have a strong civic culture, and an engaged citizenry, then various attempts to meddle in our elections won't mean much.
[50:31.000 --> 50:38.000]  Yeah, it's the engaged citizenry that keeps your ass.
[50:38.000 --> 50:51.000]  It's generally we've got elections that aren't focused on issues, and are full of fake news and false information, distractions, and the issue's not gonna be what's happening from the outside, the issue's gonna be...
[50:51.000 --> 50:54.000]  They're not gonna be statues of this guy built on Mars.
[50:54.000 --> 50:58.000] ...from the inside. The good news is that's something that we have control over.
[50:58.000 --> 51:01.000]  We'll be back. Stay with us.
[51:28.000 --> 51:32.000]  Solarc is used every day to help offset your electric bill automatically.
[51:32.000 --> 51:37.000]  Visit PortableSolarLLC.com to learn how easily expandable the system is.
[51:37.000 --> 51:40.000]  Solarc is the most affordable and powerful solution on the market.
[51:40.000 --> 51:45.000]  The whole system even fits in the back of a pickup or SUV and can install in less than an hour.
[51:45.000 --> 51:51.000]  See for yourself why Solarc beats other off-grid systems at PortableSolarLLC.com.
[51:51.000 --> 51:53.000]  Don't wait for the government.
[51:53.000 --> 52:00.000]  Go to PortableSolarLLC.com to learn why Solarc is energy insurance for your family.
[52:00.000 --> 52:06.000]  Hello, everybody. My name is Charlie Sayles.
[52:06.000 --> 52:12.000]  I'm a Vietnam veteran, harmonica player, vocalist, and blues songwriter.
[52:12.000 --> 52:20.000]  Now I've been married, been homeless, every witch away, but right now I've hooked up in a great record company.
[52:20.000 --> 52:24.000]  Not just me. A lot of musicians. You're going to like this.
[52:24.000 --> 52:51.000]  This message is brought to you by FeetalRecords.com.
[52:55.000 --> 52:59.000]  Ships free at fullycookedbacon.com.
[52:59.000 --> 53:06.000]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[53:06.000 --> 53:10.000]  Since 2005, thousands have depended on Berkey purified water.
[53:10.000 --> 53:15.000]  The Berkey guy provides the lowest price filtration systems in every size
[53:15.000 --> 53:19.000]  for incredibly delicious water now and in an emergency.
[53:19.000 --> 53:29.000]  Get to goberkey.com or call 877-886-3653. 877-886-3653. Go Berkey.com.
[53:29.000 --> 53:34.000]  Are you prepared to bug out? Infidel Body Armor and an Army Ranger have produced a high speed DVD and book
[53:34.000 --> 53:38.000]  to show you how to drive in combat, patrol, and how to survive in combat.
[53:38.000 --> 53:44.000]  Skills you'll need when it hits the fan. Go to drivendvd.com. Drivendvd.com.
[53:44.000 --> 53:49.000]  Advertising your business with GCN is simple, effective, and more affordable than you might think.
[53:49.000 --> 53:53.000]  Visit advertise.gcnlive.com for more info.
[53:53.000 --> 54:02.000]  Take your business to the next level. That's advertise.gcnlive.com.
[54:02.000 --> 54:10.000]  In today's world, abortion supporters routinely attend pro-life rallies and attempt to bully activists.
[54:10.000 --> 54:15.000]  If you have a problem and need a smelly group of commie devil worshipers,
[54:15.000 --> 54:19.000]  maybe you can call the A-team.
[54:19.000 --> 54:23.000]  How many did I insult? I killed my kids.
[54:23.000 --> 54:26.000]  I killed my kids.
[54:26.000 --> 54:32.000]  What the f**k is this? It's a racist f**king male that doesn't stand for women's rights.
[54:32.000 --> 54:37.000]  Hey, we saw your Facebook with your communist hammer and sickle. That's pretty cool, man.
[54:37.000 --> 54:41.000]  Is that you on the Facebook?
[54:41.000 --> 54:44.000]  Is there a Facebook page of you with a hammer and sickle?
[54:44.000 --> 54:46.000]  I don't think so.
[54:46.000 --> 54:53.000]  I don't understand. I f**king love things.
[54:53.000 --> 54:55.000]  How do you get your abortion paid for?
[54:55.000 --> 54:56.000]  I pay for them.
[54:56.000 --> 54:58.000]  I thought you said three.
[54:58.000 --> 55:00.000]  Upwards of fifty.
[55:00.000 --> 55:01.000]  Really?
[55:01.000 --> 55:02.000]  Oh, yeah.
[55:02.000 --> 55:07.000]  F**k you, you piece of f**king s**t.
[55:07.000 --> 55:09.000]  Bunch of misogynist f**king s**t.
[55:09.000 --> 55:11.000]  Take your male privilege somewhere else.
[55:11.000 --> 55:12.000]  What's up, are you being aggressive?
[55:12.000 --> 55:13.000]  I'm being aggressive.
[55:13.000 --> 55:16.000]  Come on in, Oz! Get in, Oz!
[55:16.000 --> 55:17.000]  Wow!
[55:17.000 --> 55:18.000]  Watch out!
[55:18.000 --> 55:22.000]  These s**t-stink guys that attack outside.
[55:22.000 --> 55:30.000]  And then the Shedding Hill statement of the Capitol impromptu.
[55:30.000 --> 55:36.000]  From the front lines of the Information War, it's Alex Jones.
[55:36.000 --> 55:43.000]  Again, I don't come up with this stuff when the Secret Service says that Hillary and them are involved in devil worship,
[55:43.000 --> 55:45.000]  and you notice it comes out.
[55:45.000 --> 55:47.000]  You can't make this stuff up.
[55:47.000 --> 55:54.000]  I mean, look, you can't make up national television twice during pro-life bills about the past,
[55:54.000 --> 55:59.000]  and just women in, like, business attire to show up by the hundreds screaming,
[55:59.000 --> 56:04.000]  we want blood, we want dead babies, hell Satan, sticking their tongues out and flopping around.
[56:04.000 --> 56:06.000]  We have hours of this footage.
[56:06.000 --> 56:09.000]  We've got it on tape ourselves.
[56:09.000 --> 56:11.000]  And our reporters have said, are you part of a group?
[56:11.000 --> 56:17.000]  No, we just, we work here in the Capitol, we were down the street, we came, we came, it's like,
[56:17.000 --> 56:20.000]  there's like some broadcasting wavelength these people are on, man.
[56:20.000 --> 56:22.000]  It's really weird, okay?
[56:22.000 --> 56:23.000]  I don't understand at all.
[56:23.000 --> 56:26.000]  I'm just telling you, these people are tuned into some bad mojo, man.
[56:26.000 --> 56:28.000]  Bad stuff.
[56:28.000 --> 56:32.000]  That's why they want to screw everything over.
[56:32.000 --> 56:40.000]  And they're just turned over to it.
[56:40.000 --> 56:44.000]  I'm going to say this, and then I'm just going to leave it at this.
[56:44.000 --> 56:48.000]  We're really good at, I mean, I could say that, I don't say it arrogantly.
[56:48.000 --> 56:49.000]  I'm actually humble.
[56:49.000 --> 56:52.000]  I don't want to say how big we are, but I want to let you know the success we're having.
[56:52.000 --> 57:01.000]  We're really good at having 40 million viewers a week now on average a week.
[57:01.000 --> 57:02.000]  And listeners, 40 million.
[57:02.000 --> 57:04.000]  That's a very low number, 40 million.
[57:04.000 --> 57:07.000]  An election was like 80, something million just video views.
[57:07.000 --> 57:10.000]  Everything else is like a hundred and something million.
[57:10.000 --> 57:11.000]  It's just insane.
[57:11.000 --> 57:12.000]  Shows that big.
[57:12.000 --> 57:15.000]  It should be making like $10 million a day.
[57:15.000 --> 57:17.000]  But that's all the corporate system, folks.
[57:17.000 --> 57:20.000]  Like we're two and a half men, you know, makes $50 million an episode.
[57:20.000 --> 57:22.000]  And then, you know, it has 30 million viewers.
[57:22.000 --> 57:24.000]  It's like, well, but I put out a video.
[57:24.000 --> 57:25.000]  It's 30 million views.
[57:25.000 --> 57:28.000]  It doesn't, you know, we got $1,000 from YouTube or whatever.
[57:28.000 --> 57:29.000]  I'm not bitching.
[57:29.000 --> 57:32.000]  I just want to say, I appreciate your prayers.
[57:32.000 --> 57:34.000]  I appreciate your support.
[57:34.000 --> 57:38.000]  And we got really good products that everybody needs to buy.
[57:38.000 --> 57:40.000]  We're about to sell out of the Trump's My President shirt.
[57:40.000 --> 57:42.000]  That's at cost, $9.95.
[57:42.000 --> 57:43.000]  We should be included.
[57:43.000 --> 57:46.000]  We've got a Black Friday specials running throughout the week.
[57:46.000 --> 57:50.000]  A lot of new specials at infowarstore.com.
[57:50.000 --> 57:55.000]  And I just want to invite everybody to take advantage of that at infowarstore.com.
[57:55.000 --> 58:02.000]  We have the BioPCA, which is the hair, nails, and skin formula.
[58:02.000 --> 58:10.000]  It's already super low price, super high quality, but it's 25% off our ultimate new hair, skin, and nail formula.
[58:10.000 --> 58:12.000]  And obviously, if it's good for that, it's good for a lot of other things.
[58:12.000 --> 58:17.000]  This is one of the most observable products we've got where you can really see what it does for your body.
[58:17.000 --> 58:23.000]  And again, we could put it in some fancy bottle and sell it for $60, $70 and what's in it.
[58:23.000 --> 58:26.000]  This is one of those products where the industry rips everybody off.
[58:26.000 --> 58:28.000]  The ingredients don't cost a lot of money.
[58:28.000 --> 58:29.000]  They're high quality.
[58:29.000 --> 58:32.000]  Again, leading competitors have one ingredient.
[58:32.000 --> 58:37.000]  Ours is a whole bunch of lesser quality and lesser does for 40-something bucks.
[58:37.000 --> 58:41.000]  It's 1995 at infowarstore.com and forswive.com.
[58:41.000 --> 58:42.000]  Stay with us.
[58:42.000 --> 58:43.000]  Thank you for your support, folks.
[58:43.000 --> 58:44.000]  Visit GCN.
[58:44.000 --> 58:45.000]  Now look how we're under attack.
[58:45.000 --> 58:50.000]  Visit GCNLive.com today.
[58:50.000 --> 58:52.000]  Dr. Group, you developed Living Defense for us.
[58:52.000 --> 58:53.000]  It took you over a year to do it.
[58:53.000 --> 58:54.000]  Why is this so good?
[58:54.000 --> 58:59.000]  Because people are actually waking up to the problem that pretty much scares me the most.
[58:59.000 --> 59:05.000]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system.
[59:05.000 --> 59:13.000]  But right now, we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[59:13.000 --> 59:19.000]  Right now, with all the refugees spreading disease around, we have biological warfare going on everywhere.
[59:19.000 --> 59:21.000]  These are all parasites.
[59:21.000 --> 59:22.000]  Tell us about that all of a sudden.
[59:22.000 --> 59:23.000]  There's so many things that are in it.
[59:23.000 --> 59:24.000]  You have the neem in there.
[59:24.000 --> 59:27.000]  You have the organic clove bud, the organic wormwood.
[59:27.000 --> 59:31.000]  I recommend doing the parasite cleanse at least twice a year.
[59:31.000 --> 59:32.000]  All right.
[59:32.000 --> 59:34.000]  Well, I'm glad we've got some back in because I'm going back on it today.
[59:34.000 --> 59:35.000]  It just came back in yesterday.
[59:35.000 --> 59:37.000]  Living Defense, infowarstore.com.
[59:37.000 --> 59:38.000]  And folks, you can't lose.
[59:38.000 --> 59:40.000]  It's full of stuff that's great for your body, period.
[59:40.000 --> 59:44.000]  And you support the broadcast, infowarstore.com.
[59:44.000 --> 59:46.000]  Thank you, Dr. Group, from the Global Healing Center.
[59:46.000 --> 59:49.000]  Thank you so much for all your work, sir, on this great product.
[59:49.000 --> 59:54.000]  You're listening to the Alex Jones show.
[01:00:19.000 --> 01:00:24.000]  Rising up to the challenge.
[01:00:24.000 --> 01:00:29.000]  Only get stronger the longer you go.
[01:00:29.000 --> 01:00:34.000]  Rising up back on the street.
[01:00:34.000 --> 01:00:39.000]  Rising up back on the street.
[01:00:39.000 --> 01:00:44.000]  Rising up back on the street.
[01:00:44.000 --> 01:00:48.000]  Rising up back on the street.
[01:00:48.000 --> 01:00:51.000]  Rising up back on the street.
[01:00:51.000 --> 01:00:55.000]  Did my time, took my chances.
[01:00:55.000 --> 01:00:59.000]  Went the distance, now I'm back on my feet.
[01:00:59.000 --> 01:01:02.000]  Just a man and his will to survive.
[01:01:02.000 --> 01:01:04.000]  Nation states are back on their feet.
[01:01:04.000 --> 01:01:06.000]  So many times it happens.
[01:01:06.000 --> 01:01:08.000]  You see the big corporate hoax.
[01:01:08.000 --> 01:01:11.000]  You trade your passion for glory.
[01:01:11.000 --> 01:01:13.000]  You see their arrogance.
[01:01:13.000 --> 01:01:14.000]  Don't lose your grip.
[01:01:14.000 --> 01:01:17.000]  You see the people that have sold out to the false glory
[01:01:17.000 --> 01:01:20.000]  of the corporate system.
[01:01:20.000 --> 01:01:24.000]  To fool's gold.
[01:01:24.000 --> 01:01:27.000]  The reality is, destiny is laying before us,
[01:01:27.000 --> 01:01:32.000]  and it's about making the right decisions.
[01:01:32.000 --> 01:01:37.000]  Henry Kissinger, as I mentioned earlier, has come out and said that
[01:01:37.000 --> 01:01:41.000]  Trump doesn't stand for anything.
[01:01:41.000 --> 01:01:42.000]  And he doesn't owe anyone.
[01:01:42.000 --> 01:01:44.000]  He's truly independent.
[01:01:44.000 --> 01:01:49.000]  So they can now direct him.
[01:01:49.000 --> 01:01:53.000]  That's the consummate opportunist always recalibrating,
[01:01:53.000 --> 01:01:57.000]  always figuring out a new way to weevil around.
[01:01:57.000 --> 01:01:59.000]  No, Trump has the advisors,
[01:01:59.000 --> 01:02:02.000]  and Trump wants to have better trade deals
[01:02:02.000 --> 01:02:04.000]  and cut our taxes and make people prosperous.
[01:02:04.000 --> 01:02:06.000]  Know that the American system you've been trying to kill
[01:02:06.000 --> 01:02:11.000]  with globalism will out-compete you and will out-deliver you.
[01:02:11.000 --> 01:02:14.000]  And the plan is, as stated by Bannon and stated by myself,
[01:02:14.000 --> 01:02:17.000]  and stated by Trump and everybody else,
[01:02:17.000 --> 01:02:22.000]  is to restore 1776 worldwide.
[01:02:22.000 --> 01:02:27.000]  And it doesn't mean America is going to go put troops in your country,
[01:02:27.000 --> 01:02:32.000]  but the systems of the Magna Carta and the Great Enlightenment
[01:02:32.000 --> 01:02:37.000]  and the Renaissance in 1776 are going to be put out there,
[01:02:37.000 --> 01:02:42.000]  and the technology of liberty and free will is going to be laid bare
[01:02:42.000 --> 01:02:44.000]  on the battlefield for anyone that wishes to use it,
[01:02:44.000 --> 01:02:48.000]  and we're going to kick your ass.
[01:02:48.000 --> 01:02:50.000]  You come out and say, we're fake news.
[01:02:50.000 --> 01:02:53.000]  We go and show all the fake news you actually engaged in.
[01:02:53.000 --> 01:02:55.000]  I love when they say we're fake news.
[01:02:55.000 --> 01:02:58.000]  They don't show anything that was fake.
[01:02:58.000 --> 01:03:02.000]  Or they take stuff out of context.
[01:03:02.000 --> 01:03:03.000]  You see it everywhere.
[01:03:03.000 --> 01:03:05.000]  It's like in newspapers every day for years.
[01:03:05.000 --> 01:03:09.000]  Jones says that Obama sent a tornado to hit Oklahoma City.
[01:03:09.000 --> 01:03:12.000]  No such quote, no such video, just completely made up.
[01:03:12.000 --> 01:03:14.000]  A woman calls in and says, I think it was a weather weapon.
[01:03:14.000 --> 01:03:15.000]  What do you think?
[01:03:15.000 --> 01:03:16.000]  I said, they do have weather weapons.
[01:03:16.000 --> 01:03:18.000]  It's on the Weather Channel,
[01:03:18.000 --> 01:03:21.000]  but they're generally not controlled tornadoes.
[01:03:21.000 --> 01:03:24.000]  It's major fronts, and a lot of that's classified,
[01:03:24.000 --> 01:03:27.000]  but I don't think this was a weapon.
[01:03:27.000 --> 01:03:32.000]  That turns into Obama sent a tornado.
[01:03:32.000 --> 01:03:36.000]  But the strong men don't work because people actually hear
[01:03:36.000 --> 01:03:39.000]  what we say and what we stand for.
[01:03:39.000 --> 01:03:41.000]  And really, it's not a testament to how successful
[01:03:41.000 --> 01:03:42.000]  Info Awards is.
[01:03:42.000 --> 01:03:45.000]  It's a testament to how discredited and arrogant
[01:03:45.000 --> 01:03:47.000]  and brain dead the mainstream media is,
[01:03:47.000 --> 01:03:51.000]  who haven't learned anything from their defeat.
[01:03:51.000 --> 01:03:53.000]  What on November 8th?
[01:03:53.000 --> 01:03:58.000]  That's like, how many days ago was that?
[01:03:58.000 --> 01:04:01.000]  13 days ago, 14 days ago?
[01:04:01.000 --> 01:04:02.000]  Hard to believe.
[01:04:02.000 --> 01:04:05.000]  It's already that far back.
[01:04:05.000 --> 01:04:08.000]  We're going to come back after this with James Wesley Rawls,
[01:04:08.000 --> 01:04:11.000]  one of my favorite gas former Army Intelligence Officer,
[01:04:11.000 --> 01:04:14.000]  a humble guy, but he's been, over the years,
[01:04:14.000 --> 01:04:16.000]  highly recommended by a lot of folks.
[01:04:16.000 --> 01:04:22.000]  And he's going to come on and talk about this major victory
[01:04:22.000 --> 01:04:25.000]  and how he thinks they're going to counter-strike against it.
[01:04:25.000 --> 01:04:28.000]  But make no mistake, our providence was so great,
[01:04:28.000 --> 01:04:33.000]  we are being given one last chance.
[01:04:33.000 --> 01:04:35.000]  And at this point, we're so damn evil.
[01:04:35.000 --> 01:04:37.000]  I just, whatever happens, happens.
[01:04:37.000 --> 01:04:40.000]  I mean, you know, and I'm on up on some high horse.
[01:04:40.000 --> 01:04:41.000]  Let's get that straight.
[01:04:41.000 --> 01:04:43.000]  But, you know, I like to have a good time.
[01:04:43.000 --> 01:04:44.000]  I don't want to hurt anybody.
[01:04:44.000 --> 01:04:46.000]  And I'm guilty for the way I am.
[01:04:46.000 --> 01:04:48.000]  I cannot imagine being out to get people
[01:04:48.000 --> 01:04:51.000]  and out to hurt poor people and just disdaining everyone.
[01:04:51.000 --> 01:04:54.000]  Look, the globalists hate themselves,
[01:04:54.000 --> 01:04:56.000]  so they're projecting their hatred onto the world.
[01:04:56.000 --> 01:04:58.000]  That's the most important thing to know here.
[01:04:58.000 --> 01:05:00.000]  We'll be back.
[01:05:00.000 --> 01:05:02.000]  Isn't it nice to know that outgoing President Barack Obama
[01:05:02.000 --> 01:05:05.000]  will be using his platform as a private citizen
[01:05:05.000 --> 01:05:07.000]  to criticize Donald Trump?
[01:05:07.000 --> 01:05:09.000]  In a Sunday press conference in Lima, Peru,
[01:05:09.000 --> 01:05:11.000]  President Obama said that he may not follow
[01:05:11.000 --> 01:05:13.000]  President George Bush's example
[01:05:13.000 --> 01:05:15.000]  and not publicly criticize his successor.
[01:05:15.000 --> 01:05:18.000]  Instead, Obama took the opportunity to speak out
[01:05:18.000 --> 01:05:20.000]  against President-elect Trump,
[01:05:20.000 --> 01:05:24.000]  saying he will criticize him if he deems it necessary and helpful.
[01:05:24.000 --> 01:05:26.000]  He goes on to say,
[01:05:26.000 --> 01:05:28.000]  I want to be respectful of the office
[01:05:28.000 --> 01:05:30.000]  and give the President-elect an opportunity
[01:05:30.000 --> 01:05:32.000]  to put forward his platform and his arguments
[01:05:32.000 --> 01:05:34.000]  without somebody popping up every instance.
[01:05:34.000 --> 01:05:36.000]  He goes on to say, though,
[01:05:36.000 --> 01:05:38.000]  as an American citizen who cares deeply for our country,
[01:05:38.000 --> 01:05:40.000]  if there's an issue that has less to do with the specifics
[01:05:40.000 --> 01:05:42.000]  of some legislative proposal,
[01:05:42.000 --> 01:05:44.000]  but goes to the core questions about our values
[01:05:44.000 --> 01:05:46.000]  and our ideals, then I think it's necessary
[01:05:46.000 --> 01:05:48.000]  or helpful for me to defend those ideals.
[01:05:48.000 --> 01:05:50.000]  I will examine it when it comes.
[01:05:50.000 --> 01:05:52.000]  Oh, awesome.
[01:05:52.000 --> 01:05:54.000]  Let's get started.
[01:06:23.000 --> 01:06:26.000]  That's why I believe that all my listeners need to have
[01:06:26.000 --> 01:06:29.000]  a way to produce their own supply of backup electricity.
[01:06:29.000 --> 01:06:32.000]  Now, I've got the perfect power-solar generator system
[01:06:32.000 --> 01:06:34.000]  in my house.
[01:06:34.000 --> 01:06:36.000]  The Solutions from Science system.
[01:06:36.000 --> 01:06:38.000]  Simply put, this thing is amazing.
[01:06:38.000 --> 01:06:40.000]  Solutions from Science only makes the best equipment.
[01:06:40.000 --> 01:06:43.000]  Go to powergridchaos.com.
[01:06:43.000 --> 01:06:46.000]  That's powergridchaos.com to check it out.
[01:06:46.000 --> 01:06:49.000]  Now, if this is key, right now, get 70% off.
[01:06:49.000 --> 01:06:52.000]  They're top of the line, perfect power-solar generator.
[01:06:52.000 --> 01:06:54.000]  This is the one I use in my home.
[01:06:54.000 --> 01:07:20.000]  Go to powergridchaos.com and get 70% off.
[01:07:25.000 --> 01:07:27.000]  Deep cleanse doesn't hold back.
[01:07:27.000 --> 01:07:30.000]  Instead of buying five, six, or even seven different cleansing products,
[01:07:30.000 --> 01:07:33.000]  we use decades-old scientific research
[01:07:33.000 --> 01:07:36.000]  that puts together the Rolls Royce of all-in-one cleansing.
[01:07:36.000 --> 01:07:39.000]  Look, there's a reason deep cleanse is the only product on the market
[01:07:39.000 --> 01:07:43.000]  that uses our proprietary SpyJurex herbal processing technique.
[01:07:43.000 --> 01:07:46.000]  We use only the highest-quality organic herbs backed by serious research,
[01:07:46.000 --> 01:07:49.000]  and we still bring it to you at the best price out there.
[01:07:49.000 --> 01:07:52.000]  If you wish to find deep cleanse and experience the all-in-one cleansing,
[01:07:52.000 --> 01:07:54.000]  visit infowarslife.com.
[01:07:54.000 --> 01:07:59.000]  That's infowarslife.com, or call 888-253-3139.
[01:08:02.000 --> 01:08:05.000]  Crashing through the lies and disinformation,
[01:08:05.000 --> 01:08:10.000]  it's Alex Jones on the GCN Radio Network.
[01:08:18.000 --> 01:08:21.000]  I'm going to say something here.
[01:08:21.000 --> 01:08:23.000]  That is really important.
[01:08:23.000 --> 01:08:25.000]  And we say a lot of things that are important, obviously,
[01:08:25.000 --> 01:08:27.000]  but I really want to just note this.
[01:08:30.000 --> 01:08:35.000]  In the last two years, we have witnessed the complete weaponization of mainstream media
[01:08:35.000 --> 01:08:37.000]  and levels of deception and lies,
[01:08:37.000 --> 01:08:44.000]  unparalleled, the complete abandonment of any journalistic standards,
[01:08:44.000 --> 01:08:51.000]  incredible deceptions that I'm just, it's unbelievable.
[01:08:51.000 --> 01:08:54.000]  I mean, take Bloomberg two days ago, ran a headline,
[01:08:54.000 --> 01:08:57.000]  Donald Trump admits he ripped off 6,000 people,
[01:08:57.000 --> 01:08:58.000]  and they put a fake tweet.
[01:08:58.000 --> 01:09:00.000]  It wasn't even a shot of a tweet.
[01:09:00.000 --> 01:09:03.000]  They were too lazy to even Photoshop it.
[01:09:03.000 --> 01:09:05.000]  And they're just like Sumi, the Trump.
[01:09:05.000 --> 01:09:08.000]  Knowing the federal courts have ruled, they can just lie now.
[01:09:08.000 --> 01:09:11.000]  You can get a ruling, but you don't basically get any money.
[01:09:11.000 --> 01:09:16.000]  There's no unjust enrichment.
[01:09:16.000 --> 01:09:18.000]  It's like, wow, that's their answer.
[01:09:18.000 --> 01:09:23.000]  They're going to go total fake news, then say we're fake news.
[01:09:23.000 --> 01:09:26.000]  And the Communist Chinese, I keep going back to this.
[01:09:26.000 --> 01:09:28.000]  I've got hundreds of articles that are incredibly important,
[01:09:28.000 --> 01:09:31.000]  all these video clips, all this exciting stuff to cover.
[01:09:31.000 --> 01:09:34.000]  But I just, do you understand the Communist Chinese
[01:09:34.000 --> 01:09:39.000]  are the biggest mass murderers in history by double?
[01:09:39.000 --> 01:09:43.000]  No one else even killed half of what they did, their own people.
[01:09:43.000 --> 01:09:47.000]  And they were in every newspaper, including this weekend,
[01:09:47.000 --> 01:09:49.000]  I was at a neighbor's house,
[01:09:49.000 --> 01:09:50.000]  and they had the Austin, America statesman,
[01:09:50.000 --> 01:09:52.000]  and there it was on the front.
[01:09:52.000 --> 01:10:01.000]  China tells US to reign in hate.
[01:10:01.000 --> 01:10:04.000]  Again, this would be like a guy pulling up in a white creeper van
[01:10:04.000 --> 01:10:09.000]  would play an ice cream truck music with kids hanging off me hooks on the back
[01:10:09.000 --> 01:10:13.000]  and then telling you you shouldn't let your kids play with Nerf guns in the front yard.
[01:10:13.000 --> 01:10:18.000]  I mean, this is like Freddy Krueger on PCP showing up,
[01:10:18.000 --> 01:10:22.000]  the total evil censor of the web saying,
[01:10:22.000 --> 01:10:27.000]  your government better get its ass in line and shut down infowars.com
[01:10:27.000 --> 01:10:37.000]  and matdrudge.com because that's who they're listening.
[01:10:37.000 --> 01:10:42.000]  Now, Trump just wants us to have lower taxes and better trade deals.
[01:10:42.000 --> 01:10:45.000]  He knows, I knew this before he even announced it,
[01:10:45.000 --> 01:10:47.000]  that as you could tell, we're synced,
[01:10:47.000 --> 01:10:49.000]  that he would end up being at his Trump Tower half the time,
[01:10:49.000 --> 01:10:53.000]  just to shake up the whole deal and put the globalist off balance.
[01:10:53.000 --> 01:10:58.000]  The guy has his instincts that are unbelievable.
[01:10:58.000 --> 01:11:01.000]  And the left thinks, oh, he's suckered right-wingers, he's really a liberal.
[01:11:01.000 --> 01:11:04.000]  Well, he's a liberal in that he's socially tolerant,
[01:11:04.000 --> 01:11:09.000]  but the guy is Americana and this isn't some butt-kissing contest over Trump,
[01:11:09.000 --> 01:11:12.000]  but Lord works in mysterious ways.
[01:11:12.000 --> 01:11:17.000]  They are in full crisis mode right now.
[01:11:17.000 --> 01:11:21.000]  And again, he's given four speeches in the last week on the world stage,
[01:11:21.000 --> 01:11:25.000]  in Peru, he's given them in Germany, other areas, Greece, you name it,
[01:11:25.000 --> 01:11:28.000]  saying, oh, Trump won because there's fake news,
[01:11:28.000 --> 01:11:34.000]  we need a strong media system, central government, to counter it.
[01:11:34.000 --> 01:11:37.000]  So he's got 60 days, what, it's 59 days, 60 days,
[01:11:37.000 --> 01:11:40.000]  how many days till the inauguration?
[01:11:40.000 --> 01:11:42.000]  And they are just pulling out all the stops.
[01:11:42.000 --> 01:11:44.000]  So here's the deal, we've had major victories,
[01:11:44.000 --> 01:11:47.000]  but we're far from, you know, out of,
[01:11:47.000 --> 01:11:50.000]  it's like your baby gets into the, you know, third trimester,
[01:11:50.000 --> 01:11:52.000]  I mean, you're not gonna have a preemie, the baby could die.
[01:11:52.000 --> 01:11:54.000]  We're in the third trimester here,
[01:11:54.000 --> 01:11:58.000]  but Providence is moving,
[01:11:58.000 --> 01:12:02.000]  but the evil is also moving very, very quickly.
[01:12:02.000 --> 01:12:05.000]  But Le Pen is in the lead in France,
[01:12:05.000 --> 01:12:08.000]  the UK is pulling out of Briggs, it's sure they're blocking it,
[01:12:08.000 --> 01:12:10.000]  we knew they would, that only makes it that much clearer.
