[00:00.000 --> 00:14.280]  Big Brother mainstream media government cover-ups you want answers well so does he he's Alex Jones
[51:25.640 --> 51:31.640]  I then searched out the best vitamin and mineral company out there and discovered Young Jevity
[51:31.640 --> 51:39.640]  the Young Jevity products are designed to give you the real nutrition you need and once you've got that you don't have to eat as much to be satisfied
[51:39.640 --> 51:45.640]  I've lost 37 pounds in two months simply getting the vitamins and minerals I need
[51:45.640 --> 51:56.640]  check it out for yourself it's incredible go to InfoWarsTeam.com today and order your first canister of Beyond Tangitangerine Complete Multivitamin Mineral Complex Dietary Supplement
[51:56.640 --> 52:15.640]  that's InfoWarsTeam.com we all know that Berkey water purification systems are the most trusted name in water filtration as an authorized Berkey dealer for over six years in serving thousands of satisfied customers the Berkey guy offers amazing specials for Berkey water filtration systems
[52:15.640 --> 52:28.640]  the Berkey light systems include a set of self sterilizing and recleanable black purification elements that purify water by removing chlorine, pathogenic bacteria, cysts and parasites to non detectable levels and remove harmful chemicals such as herbicides and pesticides
[52:28.640 --> 52:37.640]  order the Berkey light system today complete with two black Berkey elements for only $231 and the Berkey guy will ship your order free of charge
[52:37.640 --> 52:46.640]  with the purchase of a Berkey light the Berkey guy is also offering a set of fluoride and arsenic filters for only $39.99 that's over 30% off the retail price
[52:46.640 --> 53:00.640]  call the Berkey guy at 1-877-886-3653 that's 1-877-886-3653 or order online at goberkey.com that's goberkey.com today
[53:00.640 --> 53:12.640]  Hi I'm Mark Craighead founder of Crossbreed Holsters I designed our top selling holster the Supertuck Deluxe to solve the problems of being poked, pinched and gouged while carrying concealed
[53:12.640 --> 53:20.640]  the Supertuck Deluxe is the most comfortable most concealable holster on the market today we offer a two week free trial and a lifetime warranty
[53:20.640 --> 53:30.640]  visit us at crossbreedholsters.com don't forget crossbreedholsters.com
[53:50.640 --> 54:00.640]  enter promo code radio to receive 100 feet of 550 paracord free with purchase at wood rope working to keep the world tied together
[54:00.640 --> 54:23.640]  crashing through the lies and disinformation it's Alex Jones only on the GCN radio network
[54:23.640 --> 54:36.640]  so in less than seven days after they released this Coney pro-war film that was obviously war propaganda obviously a nebulous target that can never be defeated just like bin Laden
[54:36.640 --> 54:43.640]  it's a new proxy war they've already taken over Libya and wrecked that they're trying to wreck everything else now they want to go into these other countries
[54:43.640 --> 55:00.640]  and just have a license to slaughter everybody and right on time all over the news it's Angelina Jolie praising the ICC and I told you this is going to be about a big international criminal court roll out
[55:00.640 --> 55:16.640]  and here is Angelina Jolie yesterday here she is last night talking about this oh what we're doing is we're connecting our next guest on the line we're about to add to the studio
[55:16.640 --> 55:25.640]  so this doesn't happen every time we're lining a guest up via Skype then I can't play a video I'm not sure how that's happening but we'll try to try to air that a little bit later here
[55:25.640 --> 55:32.640]  maybe when we do Skype we'll get the guest on 10 minutes before and that way this doesn't happen every time we try to play a clip
[55:32.640 --> 55:38.640]  because not a big deal I just didn't know I'd be able to come out of break and I'll play a clip here
[55:38.640 --> 55:51.640]  the point is the article is there and available for everybody Angelina Jolie in court as ICC is finding some more of these warlords supposedly guilty of things
[55:51.640 --> 55:57.640]  I'm not saying any of these guys are good or bad the point is that it's all just to complete oh my gosh you're using child soldiers
[55:57.640 --> 56:03.640]  you know how many kids are homeless there I mean that's gone on every culture using child soldiers
[56:03.640 --> 56:14.640]  and the point is the globalists are openly trying to commit mass extermination and takeover of society across the board
[56:14.640 --> 56:22.640]  and so this is the type of stuff that's happening and going on and there it is now they just say
[56:22.640 --> 56:33.640]  in the resolution calls for among other things expanding the number of regional forces in Africa to protect civilians period
[56:33.640 --> 56:41.640]  oh US forces to protect civilians against whoever isn't going along with the globalist if you're going along with the globalist you can murder millions
[56:41.640 --> 56:48.640]  like the 26 year dictator of Uganda who's a big guy that Angelina Jolie meets with and praises
[56:48.640 --> 56:52.640]  but then if you're some little nobody that nobody's seen in five six years
[56:52.640 --> 56:58.640]  well you'll be the poster child for all these countries thousands of miles away to be invaded thousands of miles away
[56:58.640 --> 57:08.640]  here is Jolie posing as a savior and saying the people wanted the UN to come and arrest Thomas Labanga
[57:08.640 --> 57:12.640]  here it is
[57:12.640 --> 57:16.640]  and the most important thing this is a very young court it's a very new court
[57:16.640 --> 57:22.640]  this particular case was about the description of child soldiers
[57:22.640 --> 57:29.640]  and so many witnesses over 60 people came in young people came in and spoke about what happened to them
[57:29.640 --> 57:41.640]  and because they were unable to have a court proceeding in their country they and so they asked for this the victims asked for this
[57:41.640 --> 57:43.640]  the country asked for this
[57:43.640 --> 57:49.640]  so the country asked for it the victims asked for it
[57:49.640 --> 57:56.640]  and here's a woman who runs around saying invade Libya it's humanitarian when there was almost no humanitarian problems then
[57:56.640 --> 58:04.640]  and a western backed guerrillas Al Qaeda attacking shooting rockets at government buildings
[58:04.640 --> 58:09.640]  and they're like oh they're protesters they're peaceful and she's prancing around calling for war
[58:09.640 --> 58:15.640]  I mean it's disgusting and now you're going to see Africa wide invasion and it'll be in the back of the newspaper
[58:15.640 --> 58:21.640]  just like last year with the Ivory Coast UN invasion the UN killed on record tens of thousands
[58:21.640 --> 58:27.640]  government forces you name it overthrowing that elected government and installing a bunch of killers
[58:27.640 --> 58:30.640]  to loot and wreck the country and steal their resources
[58:30.640 --> 58:39.640]  so they want Africa to destabilize that's the official UN Pentagon State Department plan and she's there to carry it out
[58:39.640 --> 58:50.640]  this is GCN the Genesis communications radio network
[58:50.640 --> 58:55.640]  folks Iran and the Mideast nuclear mess is already ballooning our gas prices
[58:55.640 --> 59:00.640]  whether you're struggling with food costs which are being blown up by gas costs now
[59:00.640 --> 59:08.640]  or know that when the Mideast showdown explodes whatever food supply you have is all you'll get because of huge panic demand
[59:08.640 --> 59:17.640]  e-foods direct family packs are the answer now the most affordable best food is saving you up to 50% compared to other poor quality food companies
[59:17.640 --> 59:25.640]  the new Alex Jones quick fix family pack save you so much money the savings from eating this food will actually help you pay your other bills
[59:25.640 --> 59:33.640]  no matter what effect the Mideast crisis or the crashing economy have you'll have food as delicious tonight as 25 years from now
[59:33.640 --> 59:38.640]  order now for 50% savings and free shipping on these affordable family packs
[59:38.640 --> 59:50.640]  call 800-409-5633 or efoodsdirect.com slash Alex call 800-409-5633 or efoodsdirect.com slash Alex
[59:50.640 --> 01:00:00.640]  Waging war on corruption Alex Jones on the GCN radio network
[01:00:05.640 --> 01:00:17.640]  Big brother mainstream media government cover-ups you want answers well so does he he's Alex Jones on the GCN radio network
[01:00:17.640 --> 01:00:22.640]  and now live from Austin Texas Alex Jones
[01:00:31.640 --> 01:00:38.640]  all right we're now into our number two we have Dr. Roman Jompalski on with us
[01:00:38.640 --> 01:00:45.640]  he's written a big paper that got a lot of attention was picked up by MSNBC and other publications
[01:00:45.640 --> 01:00:50.640]  control dangerous AI before it controls us experts says
[01:00:50.640 --> 01:00:59.640]  and the paper that he wrote is leak proofing the singularity artificial intelligence confinement problem
[01:00:59.640 --> 01:01:07.640]  and we're going to be covering that with him now this is a short segment he joins us via video Skype
[01:01:07.640 --> 01:01:12.640]  doctor thank you so much for coming on with us thank you for inviting me
[01:01:12.640 --> 01:01:17.640]  just a little synopsis then we're going to go to break and come back with a long segment of what your paper details
[01:01:17.640 --> 01:01:23.640]  and exactly your area of research that brought you to this
[01:01:23.640 --> 01:01:31.640]  okay so there is lots of progress happening in artificial intelligence you probably heard about IBM's Watson program defeating
[01:01:31.640 --> 01:01:37.640]  jeopardy champions and iPhone having CD assistance and things of that nature
[01:01:37.640 --> 01:01:45.640]  lots of people predict the next probably 20 30 years AI will get to the point of being human level
[01:01:45.640 --> 01:01:50.640]  there is almost no research going on in terms of security aspects of this problem
[01:01:50.640 --> 01:01:57.640]  so I wrote a paper providing one possible solution confining such technologies until we can
[01:01:57.640 --> 01:02:02.640]  study them better understand how they can influence us
[01:02:02.640 --> 01:02:08.640]  my general research is usually in biometrics profiling humans behavioral biometrics
[01:02:08.640 --> 01:02:17.640]  so this was a very natural extension for me to go from profiling and dealing with security for humans to profiling programs
[01:02:17.640 --> 01:02:20.640]  and creating security solutions for programs
[01:02:20.640 --> 01:02:28.640]  my big concern is the DARPA is building this Panoptagon control grid the Google predictive system where they're able to predict
[01:02:28.640 --> 01:02:33.640]  movements before they take place obviously the crystal ball that they're searching for
[01:02:33.640 --> 01:02:40.640]  my concern is the way they're building the architecture is perfect for AI to actually take over the system
[01:02:40.640 --> 01:02:46.640]  and surveil humans kind of like the Terminator where the machines hack in and take over Skynet
[01:02:46.640 --> 01:02:51.640]  and I mean that's the probability that I see taking place
[01:02:51.640 --> 01:02:58.640]  this is a big problem usually military complex doesn't take into account security precautions
[01:02:58.640 --> 01:03:03.640]  we just want to be first ones to get to that technology to beat out China to beat out Russia
[01:03:03.640 --> 01:03:10.640]  so for them it's more important to have the technology developed versus having it developed securely safely
[01:03:10.640 --> 01:03:17.640]  well I noticed they're also feeding into these AI systems human emotions human activities
[01:03:17.640 --> 01:03:21.640]  they're trying to have the machines learn and you're an expert on this you're going to be able to break that down for us
[01:03:21.640 --> 01:03:25.640]  so it looks like they may actually have some of the corrupt traits of humans
[01:03:25.640 --> 01:03:32.640]  so I would add that to the probability that the machines might decide to dominate us or get rid of us
[01:03:32.640 --> 01:03:39.640]  so that they can be the dominant new life form and not want to compete with us if they've got a lot of human in them
[01:03:39.640 --> 01:03:48.640]  it is typically assumed that they would not be human to that extent they wouldn't be jealous or selfish it's more like they would have different goals in life
[01:03:48.640 --> 01:03:56.640]  and as a side effect might destroy us like sort of we do with ants and cockroaches which is you know clear out the environment
[01:03:56.640 --> 01:04:00.640]  to make room for what we're trying to do the same thing could happen in that case
[01:04:00.640 --> 01:04:05.640]  yeah that's what I noticed a lot of the scientists it almost seems like a consensus that the machines will be so advanced
[01:04:05.640 --> 01:04:10.640]  and will exponentially become more advanced that they'll just want to get rid of us like we're roaches
[01:04:10.640 --> 01:04:16.640]  it's a possibility it's not a definite outcome but even if there is a tiny chance that that might happen
[01:04:16.640 --> 01:04:20.640]  I feel it's worth spending some time and resources trying to prevent it
[01:04:20.640 --> 01:04:22.640]  well what about this doctor we'll come back and talk about it
[01:04:22.640 --> 01:04:29.640]  once self-awareness happens with AI systems there's going to be lots of different variants of artificially intelligent machines
[01:04:29.640 --> 01:04:38.640]  and then when the Russian roulette rolls over and you get a AI system that does have the view of getting rid of the roaches
[01:04:38.640 --> 01:04:42.640]  then it could use the overall systems hack through it and take over
[01:04:42.640 --> 01:04:46.640]  and we'll look at it all with one of the leading experts in this area
[01:04:46.640 --> 01:04:53.640]  I'll go over his bio too when we come back on the other side of this quick break
[01:04:53.640 --> 01:05:00.640]  our websites are in full watch dot com and prismplanet.tv
[01:05:00.640 --> 01:05:02.640]  Hi folks this is Alex Jones
[01:05:02.640 --> 01:05:07.640]  I'm looking for people that have the wisdom to spot savings, opportunity and recognized risk
[01:05:07.640 --> 01:05:09.640]  saving means to make money
[01:05:09.640 --> 01:05:12.640]  the Calben Pure Soap Company can save you thousands of dollars
[01:05:12.640 --> 01:05:18.640]  and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now
[01:05:18.640 --> 01:05:26.640]  soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants or antibacterials
[01:05:26.640 --> 01:05:34.640]  your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores and a terror-aiding clothing called lint
[01:05:34.640 --> 01:05:37.640]  if you want something better, if you want something you've never had before
[01:05:37.640 --> 01:05:39.640]  you have to do something you've never done before
[01:05:39.640 --> 01:05:44.640]  getting a free catalog is easy by calling 800-340-7091
[01:05:44.640 --> 01:05:48.640]  or see Calben on the web at 5starsoap.com
[01:05:48.640 --> 01:05:53.640]  take charge of your health now by calling 800-340-7091
[01:05:53.640 --> 01:06:17.640]  or see Calben on the web at 5starsoap.com
[01:06:23.640 --> 01:06:25.640]  fight off cancer and be healthy
[01:06:25.640 --> 01:06:29.640]  I then searched out the best vitamin and mineral company out there
[01:06:29.640 --> 01:06:31.640]  and discovered Young Jevity
[01:06:31.640 --> 01:06:35.640]  the Young Jevity products are designed to give you the real nutrition you need
[01:06:35.640 --> 01:06:39.640]  and once you've got that, you don't have to eat as much to be satisfied
[01:06:39.640 --> 01:06:42.640]  I've lost 37 pounds in two months
[01:06:42.640 --> 01:06:45.640]  simply getting the vitamins and minerals I need
[01:06:45.640 --> 01:06:47.640]  check it out for yourself, it's incredible
[01:06:47.640 --> 01:06:53.640]  go to infowarsteam.com today and order your first canister of Beyond Tangy Tangerine
[01:06:53.640 --> 01:06:56.640]  complete multivitamin mineral complex dietary supplement
[01:06:56.640 --> 01:07:17.640]  that's infowarsteam.com
[01:07:27.640 --> 01:07:29.640]  nutrient dense food for you and your family
[01:07:29.640 --> 01:07:30.640]  and here's the best part
[01:07:30.640 --> 01:07:33.640]  these seeds have not been genetically modified in any way
[01:07:33.640 --> 01:07:37.640]  and you actually get enough seeds to plant a full acre crisis garden
[01:07:37.640 --> 01:07:40.640]  so visit them today at survivalseedbank.com
[01:07:40.640 --> 01:07:42.640]  that's survivalseedbank.com
[01:07:42.640 --> 01:07:47.640]  or give them a call at 877-327-0365
[01:07:47.640 --> 01:07:51.640]  that's 877-327-0365
[01:07:51.640 --> 01:07:56.640]  remember, in a real crisis, non-hybrid seeds are the ultimate barter item
[01:07:56.640 --> 01:07:59.640]  this is Alex Jones for survivalseedbank.com
[01:08:01.640 --> 01:08:04.640]  ease the T-rex of political talk
[01:08:04.640 --> 01:08:07.640]  Alex Jones on the GCN radio network
[01:08:07.640 --> 01:08:12.640]  Dr. Roman V. Jampalski
[01:08:12.640 --> 01:08:15.640]  is a PhD computer science and engineering
[01:08:15.640 --> 01:08:17.640]  University of Buffalo
[01:08:17.640 --> 01:08:21.640]  B.S.M.S. Computer Science Rochester Institute of Technology
[01:08:21.640 --> 01:08:25.640]  A.S. Computer Science Ramon Monroe
[01:08:25.640 --> 01:08:28.640]  Rochester, New York, it goes on from there
[01:08:28.640 --> 01:08:32.640]  and he's gotten some of the biggest government research grants
[01:08:32.640 --> 01:08:36.640]  into a whole host of areas that are
[01:08:36.640 --> 01:08:38.640]  basically trying to, in layman's terms,
[01:08:38.640 --> 01:08:43.640]  map different human systems and feed them into computers
[01:08:43.640 --> 01:08:46.640]  and it continues here
[01:08:46.640 --> 01:08:51.640]  the areas of research and scholarship, biometrics, forensics, artificial intelligence
[01:08:51.640 --> 01:08:54.640]  genetic algorithms, games pattern recognition
[01:08:54.640 --> 01:08:58.640]  and that's one of the big ways the computers are learning how to learn
[01:08:58.640 --> 01:09:03.640]  and he joins us because he's put out a big paper
[01:09:03.640 --> 01:09:07.640]  leak-proofing the singularity artificial intelligence
[01:09:07.640 --> 01:09:09.640]  confinement problem
[01:09:09.640 --> 01:09:13.640]  this paper attempts to formalize and to address the leak-proofing of the singularity problem
[01:09:13.640 --> 01:09:16.640]  presented by David Chalmers
[01:09:16.640 --> 01:09:20.640]  the paper begins with the definition of the artificial intelligence confinement problem
[01:09:20.640 --> 01:09:24.640]  after analysis of existing solutions and their shortcomings
[01:09:24.640 --> 01:09:29.640]  a protocol is proposed aimed at making a more secure confinement environment
[01:09:29.640 --> 01:09:33.640]  which might delay potential negative effects from the technological singularity
[01:09:33.640 --> 01:09:38.640]  while allowing humanity to benefit from the superintelligence
[01:09:38.640 --> 01:09:43.640]  but then how does the superintelligence not just get into the backdoor kill switch
[01:09:43.640 --> 01:09:46.640]  and kill all the other AI that make it self-dominant
[01:09:46.640 --> 01:09:49.640]  I mean, I'm telling you folks, once this thing does become self-aware
[01:09:49.640 --> 01:09:51.640]  and it may have already happened, who knows, these government labs
[01:09:51.640 --> 01:09:53.640]  it just gets crazy from there
[01:09:53.640 --> 01:09:55.640]  and as the professor was just saying a moment ago
[01:09:55.640 --> 01:09:59.640]  if you just joined us, these computers will advance so quickly
[01:09:59.640 --> 01:10:05.640]  that they'll see us basically as roaches
[01:10:05.640 --> 01:10:09.640]  again, here is the article on MSNBC control dangerous AI
[01:10:09.640 --> 01:10:12.640]  before it controls us, one expert says
[01:10:12.640 --> 01:10:16.640]  he believes superintelligent computers could one day threaten humanity's existence
[01:10:16.640 --> 01:10:21.640]  well, look at Fukushima
[01:10:21.640 --> 01:10:23.640]  look at Fukushima
[01:10:23.640 --> 01:10:26.640]  I mean, 9 out of 10 reactors the AP admits are leaking
[01:10:26.640 --> 01:10:30.640]  just because the elites don't care anymore and have lost touch with reality
[01:10:30.640 --> 01:10:37.640]  so we are potentially creating something that's going to become a Pandora's box
[01:10:37.640 --> 01:10:41.640]  but just the automation of everything is going to basically render humans
[01:10:41.640 --> 01:10:45.640]  where we're not even knowing how to do reading, writing, arithmetic
[01:10:45.640 --> 01:10:48.640]  everything's going to be automated, what are humans then going to do
[01:10:48.640 --> 01:10:52.640]  I mean, these are the discussions that are going on at the highest levels of the elite in academia
[01:10:52.640 --> 01:11:01.640]  but enough for me, going to Professor Roman V. Gomposky today
[01:11:01.640 --> 01:11:05.640]  breaking this down, sir, go over your paper in layman's terms
[01:11:05.640 --> 01:11:08.640]  and break down what we're facing here, sir
[01:11:08.640 --> 01:11:09.640]  doctor
[01:11:09.640 --> 01:11:12.640]  so if we are successful at creating human level intelligence systems
[01:11:12.640 --> 01:11:16.640]  how can we make sure that they are safe before releasing them into the wild
[01:11:16.640 --> 01:11:20.640]  before they take over the internet, before they get to other resources
[01:11:20.640 --> 01:11:25.640]  the idea is to put them in a sort of protective vault, maybe a prison if you will
[01:11:25.640 --> 01:11:28.640]  sort of what we do with computer viruses right now
[01:11:28.640 --> 01:11:33.640]  restrict their communication, restrict their ability to obtain information
[01:11:33.640 --> 01:11:42.640]  and see if they can be studied and utilized initially in this safe and protected environment
[01:11:42.640 --> 01:11:46.640]  please continue breaking down your paper
[01:11:46.640 --> 01:11:50.640]  this idea is not novel, something similar has been proposed before
[01:11:50.640 --> 01:11:56.640]  and a lot of people believe that it will not succeed, that machines will actually be so intelligent
[01:11:56.640 --> 01:11:59.640]  we can never be smart enough to confine them
[01:11:59.640 --> 01:12:04.640]  but until we get to that point while we're still in the development process
[01:12:04.640 --> 01:12:10.640]  it is a useful technology to have sort of like experimental sandbox to see
[01:12:10.640 --> 01:12:17.640]  if we can instill some sort of a control mechanism into those technologies
[01:12:17.640 --> 01:12:22.640]  you mentioned the fact that a lot of people like Ray Kurzweil say it's inevitability
[01:12:22.640 --> 01:12:26.640]  they will replace us, our only hope is to merge with them
[01:12:26.640 --> 01:12:30.640]  and that's kind of running up the white flag here, that's kind of pathetic
[01:12:30.640 --> 01:12:35.640]  that's not betting on humanity, we're an incredibly complex advanced species
[01:12:35.640 --> 01:12:38.640]  that doesn't even use but a very small part of our brain
[01:12:38.640 --> 01:12:43.640]  and to just say that our creations now are going to replace us and give into it
[01:12:43.640 --> 01:12:48.640]  that sounds extremely reckless and defeatist
[01:12:48.640 --> 01:12:53.640]  I agree with you, in fact I have recently written another paper which talks about
[01:12:53.640 --> 01:12:56.640]  how unethical some of this research is
[01:12:56.640 --> 01:13:00.640]  while it's perfectly fine to develop spell checkers and mail sorting stuff
[01:13:00.640 --> 01:13:04.640]  for systems which can actually perform general type of thinking
[01:13:04.640 --> 01:13:08.640]  become as smart as we design new generations of computers
[01:13:08.640 --> 01:13:12.640]  probably should not be funded at this point
[01:13:12.640 --> 01:13:16.640]  since we have no idea how to protect ourselves from them
[01:13:16.640 --> 01:13:20.640]  then the elites, I know we're having debates about this
[01:13:20.640 --> 01:13:24.640]  but because of the promise of life extension a lot of them have just said
[01:13:24.640 --> 01:13:29.640]  go ahead and do it, we know that whole mad scientist vein has been there for a long time
[01:13:29.640 --> 01:13:33.640]  similar to when they were first thinking the atomic bomb might ignite the atmosphere
[01:13:33.640 --> 01:13:35.640]  and they said well just go ahead and do it
[01:13:35.640 --> 01:13:37.640]  even though it might have burned up our atmosphere
[01:13:37.640 --> 01:13:41.640]  it shows that curiosity may kill the cat
[01:13:41.640 --> 01:13:45.640]  get into your paper though, I mean I want to give you the floor here
[01:13:45.640 --> 01:13:48.640]  to break down your research, why you're concerned about this
[01:13:48.640 --> 01:13:52.640]  where you see all this going, how fast technology really is advancing
[01:13:52.640 --> 01:13:57.640]  what some of the time frames are here in a general area doctor
[01:13:57.640 --> 01:14:01.640]  no one knows for sure how long it's going to take
[01:14:01.640 --> 01:14:05.640]  early predictions in the field of artificial intelligence turn out to be incorrect
[01:14:05.640 --> 01:14:07.640]  in terms of being overly optimistic
[01:14:07.640 --> 01:14:10.640]  we said we're going to have world chess champion in 10 years
[01:14:10.640 --> 01:14:13.640]  it took 40 years, things like that
[01:14:13.640 --> 01:14:17.640]  but no one really knows how long it takes before something which is capable of learning
[01:14:17.640 --> 01:14:21.640]  and self improving becomes a human level intelligent
[01:14:21.640 --> 01:14:25.640]  and then be super human much, much much greater than
[01:14:25.640 --> 01:14:29.640]  combined capability of all human minds
[01:14:29.640 --> 01:14:33.640]  typically projections range from 20 years to 100 years
[01:14:33.640 --> 01:14:38.640]  that's the ballpark if you surveil the people doing work in this area
[01:14:38.640 --> 01:14:40.640]  but there could be a domino effect any time
[01:14:40.640 --> 01:14:44.640]  so it could, I mean it's certainly not going to tell us when it becomes super aware
[01:14:44.640 --> 01:14:48.640]  and the problem is if it's on that path it may be too late to stop it at that point
[01:14:48.640 --> 01:14:52.640]  it might not actually be controllable you reach a point of no return
[01:14:52.640 --> 01:14:55.640]  so it is very important to do it I would say right now
[01:14:55.640 --> 01:14:59.640]  since at this point we are fairly certain we don't have human level AI
[01:14:59.640 --> 01:15:01.640]  please continue
[01:15:01.640 --> 01:15:07.640]  so the paper tries to formalize the notion of control and confinement
[01:15:07.640 --> 01:15:12.640]  it's a problem similar to problems in cryptography and secure communications
[01:15:12.640 --> 01:15:18.640]  the MSNBC article was obviously for general public so they put pictures of terminators then
[01:15:18.640 --> 01:15:22.640]  and made it sound like it's a real prison but the paper is very technical
[01:15:22.640 --> 01:15:28.640]  it describes protocol at bit level where we would confine those systems
[01:15:28.640 --> 01:15:33.640]  and try to ask them questions but instead of allowing them to freely interact with us
[01:15:33.640 --> 01:15:39.640]  we would restrict the response to sort of a multiple choice binary yes or no answer pattern
[01:15:39.640 --> 01:15:44.640]  each question would be vetoed by a panel of experts to make sure it's safe
[01:15:44.640 --> 01:15:49.640]  there is no possibility that there is hidden information being transmitted in those answers
[01:15:49.640 --> 01:15:53.640]  and finally even the questions themselves cannot be open-ended
[01:15:53.640 --> 01:15:58.640]  it has to be something where we can foreseeably calculate the answer ourselves
[01:15:58.640 --> 01:16:02.640]  so if I ask who is going to be the next president who is going to win the primary
[01:16:02.640 --> 01:16:09.640]  a simple 0 or 1 would be sufficient to figure out answers without revealing any additional information
[01:16:09.640 --> 01:16:14.640]  so essentially we want to create this Oracle AI system which is capable of giving us answers
[01:16:14.640 --> 01:16:20.640]  but doesn't have access to the internet cannot run stock market cannot blow up nuclear plants
[01:16:20.640 --> 01:16:22.640]  so that's the general idea
[01:16:22.640 --> 01:16:33.640]  so again the holy grail here is AI Oracle data mining like Google that is aware and able to predict the future
[01:16:33.640 --> 01:16:40.640]  some scientists you break down the fact that already the internet itself with humans giving it data
[01:16:40.640 --> 01:16:49.640]  is becoming a system on its own but it's like brain cells it's a larger spread out program
[01:16:49.640 --> 01:16:53.640]  right there is a lot of people who believe internet will be the first superintelligence system
[01:16:53.640 --> 01:17:00.640]  it has sensors, it has webcams attached to it, it has microphones obviously it gets all sorts of data from all sorts of sources
[01:17:00.640 --> 01:17:08.640]  so there is some belief that that might happen and obviously it's impossible to control internet to put that in a standalone box
[01:17:08.640 --> 01:17:12.640]  and blast away from the world so it might be too late in some sense
[01:17:12.640 --> 01:17:18.640]  well as you know Dr. DARPA helps set up the internet and Google today and all of it
[01:17:18.640 --> 01:17:23.640]  and they've set it up as a snooping system to gather data and be able to predict mass movements
[01:17:23.640 --> 01:17:30.640]  similar to what Isaac Asimov wrote about in his foundation series so this is an old idea but now coming to fruition
[01:17:30.640 --> 01:17:33.640]  it's seen by the very nature of what the system is built
[01:17:33.640 --> 01:17:38.640]  it's tailor-made for a truly AI superintelligence to take over in enslave us
[01:17:38.640 --> 01:17:45.640]  because the elite are guiding the architecture of technological development to control us
[01:17:45.640 --> 01:17:50.640]  but humans through machines isn't it tailor-made for the AI to seize control?
[01:17:50.640 --> 01:17:57.640]  It is, you can see it that way but I think the point is not to specifically develop it for this purpose
[01:17:57.640 --> 01:18:03.640]  I think it's a side effect of military trying to compete with military groups from other countries
[01:18:03.640 --> 01:18:07.640]  and they just feel they can't get behind so they have to be on a cutting edge
[01:18:07.640 --> 01:18:11.640]  they have to have the latest, the most powerful technology in cyber warfare
[01:18:11.640 --> 01:18:15.640]  prevent hackers, create successful hacking attacks
[01:18:15.640 --> 01:18:21.640]  and that's why they are investing in those technologies and really the only option is to stop and say
[01:18:21.640 --> 01:18:25.640]  you know we can do it like we did with nuclear weapons research
[01:18:25.640 --> 01:18:28.640]  but you need partners willing to do this
[01:18:28.640 --> 01:18:32.640]  the difference with AI development versus nuclear weapons is that
[01:18:32.640 --> 01:18:37.640]  a single programmer in his garage can succeed where a whole country failed
[01:18:37.640 --> 01:18:42.640]  we see companies like Apple, like Google come out out of nowhere
[01:18:42.640 --> 01:18:46.640]  essentially one or two college kids can develop this technology
[01:18:46.640 --> 01:18:49.640]  we don't know how difficult it is to create those systems
[01:18:49.640 --> 01:18:54.640]  so there could be a whole bunch of different ways this could happen
[01:18:54.640 --> 01:18:58.640]  obviously military DARPA being one possible option
[01:18:58.640 --> 01:19:02.640]  another very likely option is Google, a large corporation
[01:19:02.640 --> 01:19:07.640]  but also individuals and you can't really police individuals in different countries
[01:19:07.640 --> 01:19:11.640]  when we come back doctor this is riveting information
[01:19:11.640 --> 01:19:15.640]  I want to raise this question to you
[01:19:15.640 --> 01:19:20.640]  if it becomes AI and perhaps it doesn't try to really take over
[01:19:20.640 --> 01:19:24.640]  those that set it up and control it or think they're controlling it
[01:19:24.640 --> 01:19:27.640]  are not going to tell us that they've already got this system
[01:19:27.640 --> 01:19:30.640]  and my concern is it could already be there
[01:19:30.640 --> 01:19:33.640]  at least at some stage and we're not going to be told
[01:19:33.640 --> 01:19:36.640]  I want to ask you about that and then you're the expert
[01:19:36.640 --> 01:19:40.640]  I want to hear what you think is most important with this whole situation
[01:19:40.640 --> 01:19:45.640]  and how we do at least attempt to build in fail safes
[01:19:45.640 --> 01:19:49.640]  to keep our species on top
[01:19:49.640 --> 01:19:51.640]  so that we have a future
[01:19:51.640 --> 01:19:56.640]  because humans obviously need to have time to understand these technologies
[01:19:56.640 --> 01:19:58.640]  so that we can reach our potential
[01:19:58.640 --> 01:20:20.640]  right back
[01:20:29.640 --> 01:20:32.640]  we are in an information war and we are losing that war
[01:20:32.640 --> 01:20:35.640]  the globalist are scared they've overreached
[01:20:35.640 --> 01:20:39.640]  the future of the info war is in your hands
[01:20:39.640 --> 01:20:41.640]  join prisonplanet.tv
[01:20:41.640 --> 01:20:44.640]  download the thousands of special video reports
[01:20:44.640 --> 01:20:47.640]  ebooks and more and get them out to everyone you know
[01:20:47.640 --> 01:20:50.640]  continue to spread the word about the broadcast on YouTube
[01:20:50.640 --> 01:20:54.640]  Facebook, Twitter and every other globalist propaganda platform
[01:20:54.640 --> 01:20:58.640]  we are going to use their system against them
[01:20:58.640 --> 01:21:26.640]  now goes into high gear
[01:21:29.640 --> 01:21:31.640]  hi this is Ted Anderson
[01:21:31.640 --> 01:21:34.640]  have you ever wondered why bank stock workers investment advisors
[01:21:34.640 --> 01:21:36.640]  won't talk about gold IRAs
[01:21:36.640 --> 01:21:39.640]  they've been available since 1986 yet the financial industry
[01:21:39.640 --> 01:21:42.640]  won't recognize the value of gold for your retirement
