[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones, coming to you live from the front lines of the Info War.
[40:28.000 --> 40:32.000]  and more citizens are going to die with scared cops shooting them.
[40:32.000 --> 40:38.000]  They pulled a guy over and he was white in a car, not a truck, and they shot him.
[40:38.000 --> 40:45.000]  They said, okay, you can go and then as he drove off, they shot him. They shot up his vehicle. Just craziness.
[40:45.000 --> 40:53.000]  Just absolute mania because they're trained and they watch these cop shows and terror shows all day
[40:53.000 --> 40:58.000]  and that al-Qaeda is hiding under every chair and right wingers are hiding everywhere.
[40:58.000 --> 41:03.000]  So you're going to go out now and start fights with people.
[41:03.000 --> 41:07.000]  You know, I've talked about how I get sick of bike riders on the hiking bike trail.
[41:07.000 --> 41:10.000]  When there's a 10 foot wide trail, they'll come over in your area and say, get out of their way.
[41:10.000 --> 41:16.000]  Most of them are very nice, but I was out hiking while I was running up a hill with my buddy the other day, Richard.
[41:16.000 --> 41:21.000]  I'm going to tell the story to bring it all together to admit I do this too.
[41:21.000 --> 41:27.000]  And these bike riders come down the big 15 foot wide hill and they're on their side. I'm on mine.
[41:27.000 --> 41:35.000]  And the guys kind of get a little bit close to me and one guy goes, hey, get out of the way, Alex.
[41:35.000 --> 41:39.000]  And I turned around to the guy and I said, what did you say?
[41:39.000 --> 41:42.000]  And he goes, I'm talking to this guy.
[41:42.000 --> 41:47.000]  And Richard goes, yeah, no, no, he was saying, get out of my way or get off the brakes.
[41:47.000 --> 41:52.000]  I'd missed that part. The guy's named Alex up there. It's like David or John.
[41:52.000 --> 41:57.000]  But here I am. I'm not taking crap off anybody. Okay.
[41:57.000 --> 42:01.000]  And that wasn't intended for me. And I wasn't looking for a fight. I just can't help it.
[42:01.000 --> 42:03.000]  I turned around and said, what did you say to me?
[42:03.000 --> 42:07.000]  And I just got to learn to not go off half cocked. Well, it's the same system.
[42:07.000 --> 42:11.000]  The police are out there just looking for terrorists everywhere.
[42:11.000 --> 42:16.000]  And you're going to make the people that pushing us around, getting on our face.
[42:16.000 --> 42:18.000]  And look, the military in the Pentagon knows this.
[42:18.000 --> 42:23.000]  When they're actually trying to take over an area, they kiss everyone's butt, treat them with great respect,
[42:23.000 --> 42:28.000]  give them all sorts of cash, free stuff, because you want the hearts and minds.
[42:28.000 --> 42:32.000]  When you look at what the globalists are doing, and it's not just me looking at what they're doing.
[42:32.000 --> 42:37.000]  I've got all their white papers and reports. They say they're going to start a civil war in America
[42:37.000 --> 42:41.000]  where the right wing and libertarians have a shooting war with the police.
[42:41.000 --> 42:47.000]  Then they'll bring in the UN, the communist and I for after we've all killed each other.
[42:47.000 --> 42:51.000]  I've got an idea. Let's not play this game.
[42:51.000 --> 43:20.000]  How's that sound? Let's figure out the scam. Let's figure out how this really works and let's go around it.
[43:22.000 --> 43:26.000]  SimplySafe is independent and off the grid. It runs on battery power.
[43:26.000 --> 43:29.000]  So even if the grid goes down, you're protected.
[43:29.000 --> 43:36.000]  It's completely customizable so you can use it in your home, business, boat, trailer, storage unit or shed.
[43:36.000 --> 43:38.000]  Get SimplySafe.com.
[43:38.000 --> 43:43.000]  SimplySafe is also ridiculously easy to install yourself in under 20 minutes.
[43:43.000 --> 43:46.000]  So there's no need to let a stranger into your home.
[43:46.000 --> 43:50.000]  If you move or need to relocate, you can take the system with you wherever you go.
[43:50.000 --> 43:57.000]  You aren't always at home, but SimplySafe will stand guard protecting your property 24 hours a day, 7 days a week.
[43:57.000 --> 44:21.000]  Again, that's Get SimplySafe.com.
[44:27.000 --> 44:31.000]  I've managed to get my eFoods just in time to be able to help my sister and my niece.
[44:31.000 --> 44:35.000]  Bottom line, it's better to be prepared 10 years too early than one day too late.
[44:35.000 --> 44:37.000]  Feed Common Sense's warning and do what I've done.
[44:37.000 --> 44:43.000]  Call 800-409-5633 today or go to eFoodsDirect.com forward slash Alex.
[44:43.000 --> 44:46.000]  They have the best tasting long term storeable food on the planet.
[44:46.000 --> 44:53.000]  Call 800-409-5633 and ask about the Alex Jones special or go to eFoodsDirect.com forward slash Alex.
[44:53.000 --> 45:00.000]  Get self-sufficient today call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[45:00.000 --> 45:10.000]  If you want an American company with American products made by Americans, here is the Calben Soap Company.
[45:10.000 --> 45:14.000]  Alex and his staff have used these pure soap products for years.
[45:14.000 --> 45:21.000]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[45:21.000 --> 45:29.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[45:29.000 --> 45:35.000]  Buy the one to two month sample package and enjoy soaps that are twice as good as what you're using now.
[45:35.000 --> 45:40.000]  Or save big with a one to two year supply of soaps for all your cleaning needs.
[45:40.000 --> 45:42.000]  This is an amazing deal.
[45:42.000 --> 45:47.000]  You can save thousands of dollars and you will love the way real soap makes you feel.
[45:47.000 --> 45:55.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[46:17.000 --> 46:23.000]  Supernatural antifungal solution that can be used inside the body as well as on the skin.
[46:23.000 --> 46:32.000]  Supernatural silver is unique and superior to colloidal and ionic silvers using a patented technology that is highly effective against coals,
[46:32.000 --> 46:37.000]  flus, infections, food poisoning and yeast in addition to many other pathogens.
[46:37.000 --> 46:46.000]  Supernatural silver is scientifically supported, extremely safe and is the number one choice of thousands of people for immune system support.
[46:46.000 --> 46:49.000]  How Supernatural Silver could change your life.
[46:49.000 --> 46:55.000]  Go to SupernaturalSilver.com and use the promo code HEALTHY for 20% off.
[46:55.000 --> 47:17.000]  SupernaturalSilver.com and like us on Facebook.
[47:25.000 --> 47:30.000]  CCN Radio Network.
[47:30.000 --> 47:34.000]  Coming up in the next hour that's only about 14 minutes away or so.
[47:34.000 --> 47:40.000]  We're going to start talking to the family members of servicemen and women that have committed suicide,
[47:40.000 --> 47:48.000]  an unprecedented epidemic, 7 times what it was at the end of the Vietnam era, the previous record for suicides.
[47:48.000 --> 47:58.000]  Focus in on this and humanize these heroes the media wants to ignore, they want to use their heroics to try to sell the globalist tyranny agenda
[47:58.000 --> 48:00.000]  but actually dehumanize the individual.
[48:00.000 --> 48:02.000]  So here's the toll free number.
[48:02.000 --> 48:06.000]  I know it's hard to talk about but we'd like to hear from you.
[48:06.000 --> 48:11.000]  The toll free number to join us is 877-789-ALEX.
[48:11.000 --> 48:15.000]  That's 877-789-2539.
[48:15.000 --> 48:21.000]  We have a different number here on the Sunday show than the weekday show because Genesis takes our calls and routes them through.
[48:21.000 --> 48:28.000]  On the weekday show we're doing an all produced here in Austin, Texas on Sundays, 4-6pm central.
[48:28.000 --> 48:30.000]  877-789-ALEX.
[48:30.000 --> 48:40.000]  877-789-2539 and we'd like to hear you talk about what happened and why you think it happened in the next hour.
[48:40.000 --> 48:45.000]  Okay, so that said, you've got the slow militarization of police.
[48:45.000 --> 48:53.000]  It actually started with Daryl Gates and the CIA, that's been declassified, wanting to militarize police back in the 60s, 70s and 80s.
[48:53.000 --> 48:55.000]  It started in LA as the model.
[48:55.000 --> 48:59.000]  They had shows like SWAT and pretty soon every department wanted to be paramilitary.
[48:59.000 --> 49:03.000]  And the military trained to kill people and break things and fight an enemy.
[49:03.000 --> 49:06.000]  So if you have a domestic military, who do they fight?
[49:06.000 --> 49:08.000]  Well, that's the enemy.
[49:08.000 --> 49:17.000]  And the mainline army and marines have resisted this mission because they constitutionally have had it handed down that that's illegal.
[49:17.000 --> 49:23.000]  The country started over troops on the streets and gun confiscation in 1776.
[49:23.000 --> 49:27.000]  So what they're doing is just finding cops that'll do it.
[49:27.000 --> 49:37.000]  And a lot of these guys that are really true soldiers and are tough, you know, the tougher somebody is, the meaner somebody is, the nicer they are,
[49:37.000 --> 49:39.000]  and the more they're not looking for trouble.
[49:39.000 --> 49:43.000]  And the more they're also intelligence tends to go with the package.
[49:43.000 --> 49:48.000]  And so your real warriors don't want to go around dominating men, women and children.
[49:48.000 --> 49:55.000]  So they find the swollen, roid head, tough guy, they'll always have that gleam in their eye, that big smile.
[49:55.000 --> 49:57.000]  They think they're rock stars.
[49:57.000 --> 50:03.000]  This is a bunch of dress up time, like three year old girls dressing up like princesses or boys dressing up like Spider-Man.
[50:03.000 --> 50:09.000]  You know, and that's fine when you're five years old or three years old. You're supposed to give that up when you get older.
[50:09.000 --> 50:14.000]  And I see so many of these cops that you'll get in your face or start fights with people.
[50:14.000 --> 50:18.000]  You've seen the videos online where somebody's done nothing wrong and they attack them.
[50:18.000 --> 50:23.000]  There's a story up at drudgerport.com on the right hand side, down towards the bottom now.
[50:23.000 --> 50:27.000]  That's an infowars.com report where before this thing in California started.
[50:27.000 --> 50:36.000]  San Bernardino, these people are out there mile off the road in the mountains hiking and a police helicopter flies around in circles and lands.
[50:36.000 --> 50:39.000]  And it's like, why are you videotaping me? I'm going to search you without a warrant.
[50:39.000 --> 50:42.000]  Turned out they had no reason. It was just pure harassment.
[50:42.000 --> 50:47.000]  And that town and county is going bankrupt, but they've got a whole bunch of helicopters.
[50:47.000 --> 50:55.000]  And it's just that attitude of if you're going to be in a uniform and be packing heat, you better respect it.
[50:55.000 --> 50:59.000]  But see, government is kind of ganged up now to not respect that.
[50:59.000 --> 51:06.000]  Well, you're not going to be respected like our Mexican police respected, our North Korean police respected.
[51:06.000 --> 51:09.000]  No, they're not.
[51:09.000 --> 51:13.000]  In Spain, they don't respect the police anymore. They were respectable in times past.
[51:13.000 --> 51:16.000]  More and more in Germany, they're not respected because they act like a bunch of thugs.
[51:16.000 --> 51:18.000]  In Russia, they're not respected.
[51:18.000 --> 51:24.000]  In fact, most places, everybody knows the police are crooks in uniforms.
[51:24.000 --> 51:31.000]  And, you know, if you're a good cop in those departments, you're out of the force or you're a joke.
[51:31.000 --> 51:37.000]  You're compartmentalized and they laugh at you because you won't take the hookers and the money and all the rest of it.
[51:37.000 --> 51:44.000]  And believe me, folks, just in my life, the things I've run into in Dallas and Los Angeles and New York,
[51:44.000 --> 51:48.000]  the parties I've been at, the things I've seen, and I'm sure you've seen it too.
[51:48.000 --> 51:52.000]  I mean, it's the police delivering the drugs to the party.
[51:52.000 --> 51:55.000]  It's the police running the hookers.
[51:55.000 --> 51:58.000]  And again, I'm at places that aren't even, you know, party places.
[51:58.000 --> 52:01.000]  And I'm like, I'm getting out of here and I've run into this throughout my life.
[52:01.000 --> 52:05.000]  Stop being naive. Government is dangerous.
[52:05.000 --> 52:10.000]  You better keep it small. You better keep it under control or it will eat your lunch.
[52:10.000 --> 52:13.000]  You keep it on a leash or it'll put you on one.
[52:13.000 --> 52:15.000]  That's an Alex Jones quote right there.
[52:15.000 --> 52:20.000]  You keep government on a short leash or it's going to put you on one.
[52:20.000 --> 52:24.000]  They're officials. They're authorities. They fly on Air Force ones.
[52:24.000 --> 52:28.000]  They've got the red carpet. They're kings. Government is kings.
[52:28.000 --> 52:34.000]  And through that above the law power, everyone that works for the government is now a lord.
[52:34.000 --> 52:38.000]  Well, my forebearers fought against that and I'm not going along with it.
[52:38.000 --> 52:44.000]  But news flashed all the tough guys that are training for the Civil War and it's not Al-Qaeda pop-up targets now.
[52:44.000 --> 52:48.000]  It's guys with John Deere hats that actually have these, you know, good old boys you're practicing killing.
[52:48.000 --> 52:52.000]  Let me tell you, you better hope the global of civil war doesn't start.
[52:52.000 --> 52:58.000]  You're scared to death. They've got patrol cops off the streets on motorcycles or foot
[52:58.000 --> 53:03.000]  because a one guy in Southern California, a state of 38 million people,
[53:03.000 --> 53:08.000]  20 something million of them in Southern California, you start a fight with 160 million gun owners.
[53:08.000 --> 53:15.000]  You let the global social engineer start this, the Bolshevik collectivist.
[53:15.000 --> 53:20.000]  You let them get you into this while they sit back. Do you have any idea what's going to happen?
[53:20.000 --> 53:27.000]  If one percent of that one point, if one percent of that 160 million fight back and just go out
[53:27.000 --> 53:34.000]  and go after one person and then disappear and never seen again, that's 1.6 million combatants.
[53:34.000 --> 53:39.000]  Can you do the math? That's as many police there are in this country.
[53:39.000 --> 53:46.000]  Oh, but that's part of the globalist plan. They plan to have patriots engage in a knife in the long knives.
[53:46.000 --> 53:49.000]  You don't know what that is. Look it up against you.
[53:49.000 --> 53:54.000]  That was Hitler's purge of the military and police that had helped him come to power,
[53:54.000 --> 53:58.000]  but still did it because they were scared of him or were intimidated into it.
[53:58.000 --> 54:03.000]  And then Hitler had several other purges and so did Fidel Castro, so did Hugo Chavez,
[54:03.000 --> 54:11.000]  so did Stalin, so did Lenin, so did Mao, so did Pol Pot, so did the leader of the North,
[54:11.000 --> 54:18.000]  Vietnamese, Ho Chi Minh. See, I know history. That's why I'm so freaked out right now.
[54:18.000 --> 54:24.000]  I know history and I know there's a global corporate crime syndicate that's bought off all major governments
[54:24.000 --> 54:29.000]  and mopping up the few little governments they didn't control, playing us off against each other,
[54:29.000 --> 54:34.000]  and they want the patriots and the police and the military to kill each other.
[54:34.000 --> 54:38.000]  And every preparation they've made is for this and homeland security is for this.
[54:38.000 --> 54:42.000]  And now the TV shows are about how this is coming.
[54:42.000 --> 54:48.000]  The dramas show that your wife, your husband, your neighbor, your schoolteacher, your boss
[54:48.000 --> 54:53.000]  is now being caught, guys that wear Gadsden flag shirts, guys that talk about George Washington,
[54:53.000 --> 54:56.000]  guys that talk about the Second Amendment, guys that talk about the New World Order.
[54:56.000 --> 55:00.000]  Oh, they're really al-Qaeda. Now, if you're informed, that's ridiculous.
[55:00.000 --> 55:06.000]  But you see, it doesn't matter. They're targeting Joe Dumbo's six-pack out there.
[55:06.000 --> 55:13.000]  Sally Shocker mom, who doesn't know her head from a hole in the ground.
[55:13.000 --> 55:19.000]  Now, again, when we start the next hour, we're going to take about 45 minutes of people that have lost family members
[55:19.000 --> 55:24.000]  to suicide in the military. I know it's hard to talk about, but we need to humanize this situation.
[55:24.000 --> 55:29.000]  We need to focus on this epidemic that's coming up in the next hour.
[55:29.000 --> 55:35.000]  For most of the next hour, I will spend the last segment on some of the most important info.
[55:35.000 --> 55:41.000]  But let me just give you that number, 877-789-ALEX, 877-789-2539.
[55:41.000 --> 55:49.000]  For families that have lost people to suicide, or if you're in the military and you've lost a friend,
[55:49.000 --> 55:54.000]  I should add that. I meant to add that at the start of the broadcast.
[55:54.000 --> 55:59.000]  If you had a buddy who committed suicide, what led to that? What do you think caused that?
[55:59.000 --> 56:01.000]  Why is it epidemic? We should be talking about this.
[56:01.000 --> 56:06.000]  Like, why is breast cancer epidemic? Almost 3,000 percentage points what it was in the 50s.
[56:06.000 --> 56:10.000]  Here in the United States, we lead the world. Why is breast cancer epidemic?
[56:10.000 --> 56:13.000]  I know why. It's estrogen mimickers and the plastics and the food.
[56:13.000 --> 56:15.000]  The studies are out there, but it's never on the news.
[56:15.000 --> 56:19.000]  That's why girls are having babies at 8 years old and going to puberty at 3 years old now.
[56:19.000 --> 56:24.000]  Puberty average was 14 years old and back in the 50s, now it's about 10.
[56:24.000 --> 56:29.000]  3-year-olds are going into puberty now. Don't believe me. Just type it into a search engine.
[56:29.000 --> 56:33.000]  8-year-olds are having babies. 7-year-olds are having babies.
[56:33.000 --> 56:38.000]  Women are hyperfeminized. The plastics make the men become feminized.
[56:38.000 --> 56:44.000]  I mean, I know the reason, but see, should it be find a cure to breast cancer or find out why it's happening?
[56:44.000 --> 56:49.000]  If you had like 1,000 people at agony hacked up with machetes, you want to know who's doing this?
[56:49.000 --> 56:53.000]  Let's find a cure to machete hacks. You know, it's the same thing.
[56:53.000 --> 56:59.000]  So we're going to be talking about that, but I'll get into after we take about 45 minutes of calls on this all important subject.
[56:59.000 --> 57:03.000]  We're going to get into the video that's now up at infowars.com.
[57:03.000 --> 57:05.000]  Because the globalists admit they're planning this.
[57:05.000 --> 57:08.000]  World Banker makes stunning confession.
[57:08.000 --> 57:14.000]  James Lufthanson, former top globalist World Bank president, Bilderberg Group member,
[57:14.000 --> 57:17.000]  just bragging how they're going to make the West poor.
[57:17.000 --> 57:19.000]  Once they've done that, it's game over.
[57:19.000 --> 57:25.000]  Once you're living in a dirt floor deal with two hours of electricity a day and your kids basically on the edge of starvation,
[57:25.000 --> 57:27.000]  you're not going to be so uppity anymore.
[57:27.000 --> 57:30.000]  You see, the global mega rich don't want free market.
[57:30.000 --> 57:36.000]  They don't want wealth. They're going to try to drown to the free market and make us all poor and I don't like it.
[57:36.000 --> 57:40.000]  And I believe you need to know about the real war going on.
[57:40.000 --> 57:43.000]  Those of you who want to act like you're real men, the real fight's happening right now.
[57:43.000 --> 57:46.000]  Second hour's coming up. Tell your friends and family to tune in right now.
[57:46.000 --> 58:08.000]  However you're listening.
[58:16.000 --> 58:20.000]  Now the continuity of government program has established an old powerful shadow state.
[58:20.000 --> 58:24.000]  Police State 4 chronicles the sickening depths to which our republic has fallen.
[58:24.000 --> 58:29.000]  Prepare to enter the secretive world of emergency dictatorship.
[58:29.000 --> 58:35.000]  Body scammers, sound cameras, citizen spies, staged terror and cameras on every street corner.
[58:35.000 --> 58:38.000]  It's only the beginning of the New World Order's hellish plan.
[58:38.000 --> 58:41.000]  The police state isn't coming. It's here.
[58:41.000 --> 58:49.000]  Secure your copy today at infowars.com or see it online in the highest quality at prismplanet.tv.
[59:11.000 --> 59:20.000]  It is the only one that does it and out of the gates.
[59:20.000 --> 59:24.000]  We have it discounted at 10% off with promo code water.
[59:24.000 --> 59:31.000]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines,
[59:31.000 --> 59:39.000]  ammonia and chlorine, hydrofluorosilic acid, the most common form of fluoride not covered by other fluoride filter brands,
[59:39.000 --> 59:46.000]  sodium hexafluorosilicate. Get your pro purer with a new pro one filter today at infowarsstore.com
[59:46.000 --> 59:51.000]  or by calling 888-253-3139.
[59:51.000 --> 59:59.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[59:59.000 --> 01:00:09.000]  From his Central Texas Command Center deep behind enemy lines, the information war continues.
[01:00:09.000 --> 01:00:17.000]  It's Alex Jones and the GCN Radio Network.
[01:00:17.000 --> 01:00:27.000]  The reported shooter of the police has put out a new statement. We'll see if that's for real.
[01:00:27.000 --> 01:00:32.000]  But again, it could be staged as well. My gut says it's real just by looking at the way there's the establishments
[01:00:32.000 --> 01:00:36.000]  responding how it was floated out there. You can disagree with me if you want.
[01:00:36.000 --> 01:00:43.000]  But accused killer, cheered by the left, we are all Chris Dorner. These people are so sick.
[01:00:43.000 --> 01:00:49.000]  A pro gun control guy. See, I haven't even seized on that to demonize the gun grabbers.
[01:00:49.000 --> 01:00:58.000]  Just truly disgusting. Absolutely, truly, truly disgusting.
[01:00:58.000 --> 01:01:03.000]  So we're going to be breaking some of that down.
[01:01:03.000 --> 01:01:08.000]  Now here's the deal. I can open the phones up to Australia and have 15 people calling from Australia.
[01:01:08.000 --> 01:01:12.000]  And I can open the phones up to police and have 15 police call in.
[01:01:12.000 --> 01:01:18.000]  And that was something I was thinking about having the police call any of their take on this Dorner.
[01:01:18.000 --> 01:01:27.000]  Look at this headline CBS News support growing for former LA officer accused of killing spree. Good God.
[01:01:27.000 --> 01:01:32.000]  Yeah, and they're like, oh, we're going to open the case for you while you were fired.
[01:01:32.000 --> 01:01:37.000]  It's such political correctness. You know, like, well, if it's like Django, you're killing evil white people.
[01:01:37.000 --> 01:01:42.000]  You know, that's okay. Man, I tell you, this is sick. See, that's how that's when you really know they're spinning it
[01:01:42.000 --> 01:01:48.000]  and they weren't behind it is when they're like saying it's now a good thing. I'm just kidding you imagine.
[01:01:48.000 --> 01:01:53.000]  Anyways, we haven't gotten but one call from someone who says they lost a family member from suicide in the military.
[01:01:53.000 --> 01:02:01.000]  And I know this is an epidemic 22 people a day. I know it's hard to talk about if you've lost a buddy in the military to suicide
[01:02:01.000 --> 01:02:07.000]  or you knew people well that did. We'd like to hear from you because it's important.
[01:02:07.000 --> 01:02:17.000]  It hasn't been given the focus it needs 877789 Alex 877789 Alex 877789 2539.
[01:02:17.000 --> 01:02:22.000]  That's the Sunday phone number call. But Chris, you're coming up the next segment. Let's get to John in Colorado
[01:02:22.000 --> 01:02:29.000]  and then Kathy J and Jeffrey first. John, you're on the air. Go ahead.
[01:02:29.000 --> 01:02:36.000]  Alrighty, we're going to take that caller that phone system down. Let's talk to Kathy in Oregon. Kathy, you're on the air.
[01:02:36.000 --> 01:02:41.000]  Alex, you know, I would say if you don't stand for something you would fall for anything.
[01:02:41.000 --> 01:02:47.000]  And, you know, I've been listening to your show here for the past week or so and you've been talking about this guy in California
[01:02:47.000 --> 01:02:54.000]  to say wall officer or former officer. And, you know, it's just so hard to believe anything the media says, you know, and
[01:02:54.000 --> 01:03:02.000]  I don't know where is this guy, you know, and they weren't ready for it. They didn't have the jump. It doesn't fit what would help them.
[01:03:02.000 --> 01:03:06.000]  You understand? Again, I've studied him so long, but I mean, do you disagree?
[01:03:06.000 --> 01:03:12.000]  Well, here's the thing. I mean, these guys, the government, they're so diabolical. They could just, you know, say that he's Obama on
[01:03:12.000 --> 01:03:21.000]  Pierce Morgan Lover to make it look like they're not involved. And, you know, whatever the thing they're trying to use this whole
[01:03:21.000 --> 01:03:30.000]  whatever they're trying to use this for, whatever purpose, you know, it could be staged, you know, for the California gun grab.
[01:03:30.000 --> 01:03:36.000]  I mean, just steep. Well, absolutely. They are trying to ban and make you turn in all the semi-autos right now.
[01:03:36.000 --> 01:03:43.000]  But, but, but I mean, here's the deal. There's 315 million people and growing. There are going to be real people that go out and
[01:03:43.000 --> 01:03:49.000]  shoot people. And we're going to have good guys take out a bad guy with guns. Just because there's a bad guy doesn't mean we all
[01:03:49.000 --> 01:03:55.000]  give our guns up. We have to point that out just to somebody stab somebody to death. We don't turn our knives in.
[01:03:55.000 --> 01:04:04.000]  I know the M.O. of the narcissistic government types that think they're Rambo. I've talked a lot about it. And, and they would put out
[01:04:04.000 --> 01:04:10.000]  a manifesto that would be pro-gun and they were going to stage this. I know them. They target the lowest common denominator.
[01:04:10.000 --> 01:04:22.000]  This is exactly what I would expect out of a authoritarian libtard, as they're known. This is exactly the type of stuff that would be real.
[01:04:22.000 --> 01:04:29.000]  I mean, I'm just saying, I read it. It reads like it's real. I mean, there's so many little essences that go into a statement like that.
[01:04:29.000 --> 01:04:37.000]  It's my gut. And it's just the facts. You know, I think Al Gore won the 2000 election. I hate Al Gore. But the evidence was he won.
[01:04:37.000 --> 01:04:43.000]  Mitt Romney won this election. There was election fraud. Evidence is that. Doesn't mean I like Mitt Romney. It's just a fact.
[01:04:43.000 --> 01:04:53.000]  I believe this from the evidence we've got is real. Now, he could be some military mental patient, mind control, who went off the rails.
[01:04:53.000 --> 01:05:14.000]  That could be it, too.
[01:05:24.000 --> 01:05:29.000]  You've got to life-straw so you can turn fetid water into safe water anywhere you go.
[01:05:29.000 --> 01:05:34.000]  The K-Tour Hand Crank Generator to charge up key equipment during power outages or out in the field.
[01:05:34.000 --> 01:05:37.000]  Strategic Relocation Third Edition by Joel Scousen.
[01:05:37.000 --> 01:05:40.000]  When Disaster Strikes by Matthew Stein.
[01:05:40.000 --> 01:05:45.000]  TheraSafe used by Homeland Security to protect yourself during any radiological event.
[01:05:45.000 --> 01:05:47.000]  Hand Crank Shortwave AMFM Radios.
[01:05:47.000 --> 01:05:55.000]  Everything that we've researched and found to be the best is available at InfowarsShop.com and your purchase makes our Infowars possible.
[01:05:55.000 --> 01:06:21.000]  We're getting prepared. Are you InfowarsShop.com?
[01:06:25.000 --> 01:06:37.000]  Monday through Friday, 11 a.m. to 2 p.m., syndicated transmission, Infowars.com, XM-166, over 150 AMFM affiliates, but also Sundays, 4 to 6 p.m. Central, live.
[01:06:37.000 --> 01:06:41.000]  We are live right now, ladies and gentlemen.
[01:06:41.000 --> 01:06:47.000]  By the way, the Sunday show's not on XM yet, and I've not ever really lobbied them, but I think we're going to lobby them next week.
[01:06:47.000 --> 01:07:06.000]  So call XM of your subscribers. Tell them you want the Sunday show on XM as well. If you're listening on an AM or FM station, whether it's 590 AM right now, or Bakersfield, California, or LA, California, or wherever it is, be sure and spread the word about the broadcast.
[01:07:06.000 --> 01:07:08.000]  And thank them for carrying the show.
[01:07:08.000 --> 01:07:24.000]  Finishing up, I'm seeing comments on InfowarsShop.com and the articles. Why isn't Alex talking about the alleged reported person behind the killing spree in California, the former LAPD cop, Christopher Doerner, and his gun control love?
[01:07:24.000 --> 01:07:31.000]  Yes, the manifesto loves Obama, says the citizen should have all their guns taken. You can go read the quotes.
[01:07:31.000 --> 01:07:39.000]  And he's reportedly issued a new statement. We're vetting that right now.
[01:07:39.000 --> 01:07:49.000]  But all I know is CBS News is saying support growing for former LA officer accused of killing spree.
[01:07:49.000 --> 01:08:04.000]  I mean, if that isn't sick, if that isn't sick, they're now coming out and the head of the LAPD, the chief has said they're going to reopen his firing case. I mean, this is just sickening.
[01:08:04.000 --> 01:08:10.000]  I mean, this is sickening whether the guy did it or not. The fact you're like, oh, yes, more portal, sweet C cake.
[01:08:10.000 --> 01:08:19.000]  I mean, this is crazy. Can you imagine if a tea party or a conservative, a libertarian, a gun owner, I don't care what color they were, came out and did this. It would be the end of the world.
[01:08:19.000 --> 01:08:30.000]  I mean, as gun owners, we were told it was our fault. It was our fault Sandy Hook happened when statistically mass shootings are 88 people a year and about half of those are gang bangers killing each other.
[01:08:30.000 --> 01:08:43.000]  You got about 42 people a year dying in real mass shootings out of 315 million. I mean, violent crimes is 1991 has dropped 49% FBI.gov real statistics.
[01:08:43.000 --> 01:08:50.000]  You never hear that on the news. It's all how gun owners are killing the children. We got a right to be gun free.
[01:08:50.000 --> 01:09:04.000]  Except for the predator drones you're using in California. And they're saying this is the first time ever drones have been used against someone. No, they're not daily mail meet the North Dakota family of anti government separatists busted by cops using a predator drone after stealing six cows,
[01:09:04.000 --> 01:09:13.000]  which they had and the cows kept breaking into their properties. So by common law, they took them for the cost. They've had our cows taken before the third or fourth time they break into somebody's property.
[01:09:13.000 --> 01:09:22.000]  Nothing you can do. It's not very neighborly, but nothing you can do. You know, the last thing we need to do is demonize the American people for stuff like this.
[01:09:22.000 --> 01:09:34.000]  So let's get that straight. But yes, yes, this this this guy's manifestos are are just how much he loves Biden and how cool he is and our only law enforcement.
[01:09:34.000 --> 01:09:41.000]  The new royalty can have guns. I mean, on and on and on and I for want him sick of it.
[01:09:41.000 --> 01:09:48.000]  Okay, look, I got loaded phone lines here, but only a couple of them are people who lost family to suicide.
[01:09:48.000 --> 01:09:54.000]  And so we're going to go through those calls and then get to other people that are calling in or saying we lost family from being on serotonry.
[01:09:54.000 --> 01:10:02.000]  I'll take inhibitors the Prozac family of drugs. But let me just before I go to your calls here briefly give you a couple of headlines here.
[01:10:02.000 --> 01:10:15.000]  This is Forbes suicide rate among vets and active duty military jumps now to 22 a day. Almost once an hour every 65 minutes to be precise in military veteran commit suicide.
[01:10:15.000 --> 01:10:20.000]  And that's a new investigation by the Department of Veterans Affairs. Yeah, it's actually far worse than that.
[01:10:20.000 --> 01:10:28.000]  This is roughly seven fold the height of suicides in 1975 at the end of the Vietnam War when people felt depressed.
[01:10:28.000 --> 01:10:35.000]  Amazing. Now, again, it doesn't get the attention it deserves. Suicide. Now America's leading cause of death by injury.
[01:10:35.000 --> 01:10:42.000]  New study shows that's Huffington Post and ABC News. Who knew the leading cause of death is suicide?
[01:10:42.000 --> 01:10:47.000]  Unnatural death. Yeah, the AR 15 isn't even the top 500.
[01:10:47.000 --> 01:10:53.000]  But if you watch Pierce Morgan, you think it was the bathtub skill 27,000 a year.
[01:10:53.000 --> 01:11:02.000]  You're going to ban those look at this deadly. We should do a skit where we like talk about an assault tub and like I guess shoot a bathtub.
[01:11:02.000 --> 01:11:06.000]  Then is it so evil? Let's do it. Let's go buy a bathtub at a shooting range.
