[00:00.000 --> 00:02.000]  We've got it.
[30:00.460 --> 30:04.780]  I've been telling you about e-foods direct for a while now. Here are my top 10 reasons
[30:04.780 --> 30:09.300]  to stock up on food from e-foods direct. Number 10, the food I get from e-foods direct
[30:09.300 --> 30:14.220]  tastes great. Number 9, the e-foods meals are easy to prepare. Eight, e-foods direct
[30:14.220 --> 30:18.420]  delivers the food right to my front door. Seven, most of these meals cost less than
[30:18.420 --> 30:23.820]  two dollars. Six, with their large variety, I can eat it every day. Five, I always have
[30:23.820 --> 30:28.820]  access to high quality and delicious food. Number four, e-foods products don't spoil
[30:28.820 --> 30:33.940]  so I never waste any food. Three, e-foods uses only safe, healthy ingredients. Number
[30:33.940 --> 30:39.460]  two, I have my own food supply and don't depend on the grocery store. And the number one reason
[30:39.460 --> 30:44.820]  I promote e-foods direct is they build special offers just for my listeners. Folks, don't
[30:44.820 --> 30:52.180]  wait, get prepared now. We all need to be self-sufficient. Call e-foods direct at 800-409-5633 and ask
[30:52.180 --> 30:58.420]  for the Alex Jones special. Call e-foods direct at 800-409-5633 or e-foods direct.com
[30:58.420 --> 31:05.180]  forward slash Alex. When you're out on the road, the last place you want to be is on
[31:05.180 --> 31:12.180]  the road. But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[31:12.180 --> 31:21.500]  There's a place down in Tennessee where they make blue diamond gusset jeans. They soak
[31:21.500 --> 31:30.740]  right in every stitch. Guarantee you love the way they fit. They put a diamond gusset
[31:30.740 --> 31:39.220]  in the crotch where you need it most. Blue diamond gussets got it. Others don't. We
[31:39.220 --> 31:45.980]  turned jeans inside out. Diamond gusset jeans. Made in the USA with unparalleled quality.
[31:45.980 --> 31:50.540]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you can
[31:50.540 --> 31:57.540]  ride all day with confidence. Order yours at gusset.com. Diamond gusset jeans got it.
[31:57.540 --> 32:05.300]  Others don't. You may be arrested and or subject to other police action. Terany is here. The
[32:05.300 --> 32:11.580]  grim future foretold in 1984 has become reality. It really says that the state is God. The
[32:11.580 --> 32:16.420]  United States is now recognized globally as one of the most oppressive police states on
[32:16.420 --> 32:22.140]  Earth. This film conclusively proves the existence of a secret network of FEMA cams now being
[32:22.140 --> 32:27.260]  expanded nationwide. This documentary exposes how the continuity of government program has
[32:27.260 --> 32:32.180]  established an old powerful shadow state. Police state 4 chronicles the sickening depths
[32:32.180 --> 32:38.540]  to which our republic has fallen. Prepare to enter the secret of world of emergency dictatorship.
[32:38.540 --> 32:44.340]  Body scammers, sound cameras, citizen spies, stage terror and cameras on every street corner.
[32:44.340 --> 32:49.900]  It's only the beginning of the new world order's hellish plan. The police state isn't coming.
[32:49.900 --> 32:56.580]  It's here. Secure your copy today at infowars.com or see it online in the highest quality at
[32:56.580 --> 33:18.780]  www.prisonplanet.tv.
[33:18.780 --> 33:27.380]  Okay, let me just finish up with Japan that signed on to the same globalist program. They
[33:27.380 --> 33:29.340]  drink the sodium fluoride, they take all the vaccines and they warm up their microwave
[33:29.340 --> 33:34.300]  dinners in the little, uh, between all eight line packaging, their soft drinks, their juice
[33:34.300 --> 33:41.780]  boxes. This is CBS News. Studies show young males are apathetic about dating and disinterested
[33:41.780 --> 33:49.500]  in sex. One college student says, I'm not the guy. In fact, for people watching on prisonplanet.tv,
[33:49.500 --> 33:53.020]  not listening on the radio, show people the photo of these guys. These are not men. These
[33:53.020 --> 33:58.980]  are, these are, these are gilded asexual drones that the UN said they would create when Julian
[33:58.980 --> 34:03.740]  Huxley set this program up. He was the first director general of UNESCO. You may have heard
[34:03.740 --> 34:07.500]  of his brother's book, Brave New World, who he went public about. And so this is actually
[34:07.500 --> 34:14.260]  the plan to make you all asexual drones. Look at them, asexual drones. I mean, they don't
[34:14.260 --> 34:18.660]  even want to have sex with anything. This is what they've been turned into. That's what
[34:18.660 --> 34:24.340]  the globalists want. Continuing here, one college student says, it's not that guys don't
[34:24.340 --> 34:30.900]  like women, but it's just easier and more fun to hang out with other guys. Another says,
[34:30.900 --> 34:38.220]  if you want a date, you have to ask the guy out for yourself. That's what a girl says.
[34:38.220 --> 34:44.900]  Once a male chauvinist paradise, Japan is suddenly the home of assertive women. Oh yeah,
[34:44.900 --> 34:48.500]  under Hitler, it was first you get the women, then you've got the children, so follow the
[34:48.500 --> 34:55.580]  men. Once a male chauvinist paradise, Japan is suddenly the home of assertive women and
[34:55.580 --> 35:02.380]  so-called grass feeder men. Sensitive, even asexual creatures, overshadowed by their
[35:02.380 --> 35:08.100]  female peers. I can't tell you about all the documents we've shown you here on air where
[35:08.100 --> 35:12.940]  they said they do this, and they are trying to jack the food, the water, the most, the
[35:12.940 --> 35:18.780]  toilet paper, as bisphenol a mixed in with it. It's kind of like aspartame. We start
[35:18.780 --> 35:23.340]  exposing it in the last few decades. So most people stop drinking it in soft drinks. So
[35:23.340 --> 35:28.700]  they just put it in now over 10,000 products. It's in all the sugar gums. It's in most
[35:28.700 --> 35:32.780]  the chocolates. You think, well, this is sugar chocolate. Read the label. Read the label
[35:32.780 --> 35:39.860]  of the juicy fruit, the big red, the winter green. Read it. Read it. The candy mince,
[35:39.860 --> 35:45.100]  the bread, the TV dinners. You think you're eating a TV dinner with a Salisbury steak and
[35:45.100 --> 35:50.980]  some potatoes? It's got aspartame in it. Highly addictive breakdown of what alcohol, because
[35:50.980 --> 35:57.420]  you know why? What alcohol is hellishly addictive? You think regular alcohol is addictive? What
[35:57.420 --> 36:03.340]  alcohol is addictive? There's probably nothing more addictive than arsenic. You know, there's
[36:03.340 --> 36:09.620]  big problems going back hundreds of years with arsenic addicts. But I digress with
[36:09.620 --> 36:15.620]  science here. The point is, is that these food additives are really drugs, many of them.
[36:15.620 --> 36:20.060]  You know, this all predates even regulation, but they're all grandfathered. Did you know
[36:20.060 --> 36:24.740]  that all the major fast food chains, you can pull this up, pull it up. Chicken McNuggets
[36:24.740 --> 36:29.620]  has, people won't believe it. Chicken McNuggets, it'll be CNN AP Reuters from like five years
[36:29.620 --> 36:35.460]  ago. Chicken McNuggets has silicone in it. Now, now, now, now, now you think some silicone
[36:35.460 --> 36:40.020]  in a woman's breast breaking out is bad and it gives them cancer, leukemia, all this stuff
[36:40.020 --> 36:45.700]  proven just a little bit leaking. But hey, why not eat it? Why wonder why the kidney
[36:45.700 --> 36:51.940]  failure is happening? Why even wonder? I mean, remember in China three years ago, they killed,
[36:51.940 --> 36:58.540]  they executed a bunch of top factory owners because they were putting between all A in
[36:58.540 --> 37:02.300]  the milk products and in the cheeses because it could fool the testing they were putting
[37:02.300 --> 37:09.340]  in to get around fake milk, powdered milk. Now, there it is. All McNuggets not created
[37:09.340 --> 37:15.340]  equal and it's a CNN article, as you can see there about the silicone, but it sure makes
[37:15.340 --> 37:21.820]  them fluffy and puff up and have that special taste. See, poisons are addictive, but I'm
[37:21.820 --> 37:28.700]  digressing if the government says it's okay. I mean, they care about you and I'm the extremist.
[37:28.700 --> 37:35.220]  I should be a good dad pull over get a big old fried chicken from any of these big chains
[37:35.220 --> 37:39.780]  and I should just take my son and put the ball game on and go, here you go, son, you'll
[37:39.780 --> 37:48.660]  be lucky if you don't have, you know, kidney failure. They also contain dimethyl polysiloxine,
[37:48.660 --> 37:55.860]  an anti foaming agent, also used in silly putty. That's another one. And they've got
[37:55.860 --> 38:01.980]  the silicone, the pull that back up. It's a small memorable reading. I just want to give
[38:01.980 --> 38:09.500]  this a CNN, but can they tell you they don't remove it. That is the tertiary by the hydrone
[38:09.500 --> 38:15.180]  quinoneon. Is that correct? Did I get that right? I mean, come on, you know, I'm an
[38:15.180 --> 38:20.820]  extremist, you know, I'm a weirdo. Again, I talk to people on the street or I sometimes
[38:20.820 --> 38:25.700]  have, I get drug out to some family dinner with some friends or something and they're
[38:25.700 --> 38:30.580]  like, I like your show, but do you really believe all this stuff you say? Gee, I'm the
[38:30.580 --> 38:35.420]  only show I know that everything I say, I document. I mean, everything I've been saying
[38:35.420 --> 38:40.300]  here from the Rockefeller Foundation and sterilants and vaccines and cancer viruses
[38:40.300 --> 38:45.940]  and vaccines, I put it on screen. I mean, I could say right now, United States has the
[38:45.940 --> 38:51.660]  highest cancer rate in the world up on average over 2000% depending on the type. You could
[38:51.660 --> 38:55.900]  type that into a search engine to get World Health Organization reports. They never ask
[38:55.900 --> 39:01.180]  why it's skyrocketing. They just ask, give us more money. We'll find a cure. Oh, really?
[39:01.180 --> 39:07.860]  To the vaccines where you add on average more than 40 cancer viruses per major vaccine
[39:07.860 --> 39:15.060]  tested and your body fights it off and fights it off and finally gives up and you die. You
[39:15.060 --> 39:18.900]  wonder why everybody's getting allergies. I got family that's lived in Austin their entire
[39:18.900 --> 39:23.300]  life, never had allergies. They've got them now. All the big studies show it's linked
[39:23.300 --> 39:28.580]  to your body already so overwhelmed with all the additives and all the crud that it just
[39:28.580 --> 39:32.700]  starts fighting everything. And you better be glad you got allergies because you know
[39:32.700 --> 39:40.060]  what that means? It means your body is fighting hard because when you stop having them, your
[39:40.060 --> 39:45.980]  body's not going to fight that cancer either. You know, most people get cancer every week.
[39:45.980 --> 39:50.540]  Most people under 30, you can look this up, get cancer every week. People who are above
[39:50.540 --> 39:54.420]  60 on average are getting cancer every day but fighting it off. You can pull those numbers
[39:54.420 --> 40:01.660]  up. Those are general breakdowns. It varies from study to study. But you're not told
[40:01.660 --> 40:06.100]  all that, are you? You're told, take these antibiotics that are linked to cancer because
[40:06.100 --> 40:11.100]  they shut down your immune system. Take all these shots. Everything's going to be great.
[40:11.100 --> 40:19.140]  And then as breast cancer is up several thousand percentile, we never talk about finding a
[40:19.140 --> 40:27.220]  cause where it's always find the cure. I mean that'd be like if I fell off a cliff, a hundred
[40:27.220 --> 40:31.980]  foot cliff and broke both my legs and they came and said, now as soon as we mend your
[40:31.980 --> 40:36.060]  legs and put them in cast and they heal in six weeks, we want you to jump right back
[40:36.060 --> 40:42.420]  off that cliff again because we're finding a cure to your broken legs. How about don't
[40:42.420 --> 40:46.420]  jump off a cliff? Yeah, here's the Daily Mail. Two fizzy drinks a week can raise your chances
[40:46.420 --> 40:51.780]  of getting pancreatic cancer by 87 percent. That's a big study. And then they send these
[40:51.780 --> 40:59.300]  studies. We don't know why. Of course, it turns out the ones with the aspartame it's
[40:59.300 --> 41:05.500]  even higher. I'll tell you why. I was telling you about this phenol A and all the rest of
[41:05.500 --> 41:10.300]  it. But remember melamine three years ago? They executed the people in China that did
[41:10.300 --> 41:15.500]  it. Thousand sick, hundreds dying. But over here they got pediatric wards full of little
[41:15.500 --> 41:20.580]  kids having a failure, but they just don't even test. It's just, well, we don't test
[41:20.580 --> 41:26.260]  why it's happening. We're just gonna, we're just gonna put your baby on dialysis now or
[41:26.260 --> 41:33.420]  try to get him some kidney replacements because our own FDA, the Loving FDA came out with
[41:33.420 --> 41:40.220]  about a year into that three years ago. Type in headline FDA some melamine, not bad or
[41:40.220 --> 41:47.980]  type in this Washington Post, another one. 90 percent of major corn syrup brands have
[41:47.980 --> 41:56.460]  high levels of lead and mercury in them. How about that? How about that one? You could
[41:56.460 --> 42:01.220]  type that in and look at it. And then they never ask in the article why. I went and did
[42:01.220 --> 42:09.380]  some research and found out why. I went and did some research and found out why. Maybe
[42:09.380 --> 42:13.600]  I shouldn't tell you. Maybe I should have you go look it up. Would you like me to tell
[42:13.600 --> 42:20.300]  you why? Or do you even care? Are you listening to this radio show? And do you hear? I understand.
[42:20.300 --> 42:27.220]  I'm a weirdo. Again, I go out to eat with people who aren't listeners sometimes or at
[42:27.220 --> 42:32.420]  events or church or whatever. And they say, do you really believe all this? I mean, I,
[42:32.420 --> 42:38.940]  you know, wow, you're, it's really weird that you know all this. It's weird. See, I should
[42:38.940 --> 42:47.420]  be at a sports bar right now sticking my chest out, acting tough in a real, you know, shallow
[42:47.420 --> 42:52.940]  way with people that aren't my friends and who don't care about me. And again, I should
[42:52.940 --> 43:00.420]  have my kids there having to meet MSG so they're brain damaged. That's what a man does.
[43:00.420 --> 43:05.260]  A little over a year ago, I began to do a lot of research into why, even though I had
[43:05.260 --> 43:10.180]  a pretty good size meal that I was still starving. And my research led me to a well-known fact
[43:10.180 --> 43:14.380]  that most of the soils that we grow our crops on here in the United States and across the
[43:14.380 --> 43:19.780]  industrialized world are almost completely depleted of almost all of the key minerals
[43:19.780 --> 43:24.820]  and trace elements that our bodies need to rebuild themselves, fight off cancer, and
[43:24.820 --> 43:30.740]  be healthy. I then searched out the best vitamin and mineral company out there and discovered
[43:30.740 --> 43:35.380]  Young Jevity. The Young Jevity products are designed to give you the real nutrition you
[43:35.380 --> 43:40.020]  need. And once you've got that, you don't have to eat as much to be satisfied. I've
[43:40.020 --> 43:46.480]  lost 37 pounds in two months simply getting the vitamins and minerals I need. Check it
[43:46.480 --> 43:51.540]  out for yourself. It's incredible. Go to info wars team.com today and order your first
[43:51.540 --> 43:57.740]  canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[43:57.740 --> 44:02.880]  It's info wars team.com. This is Alex Jones with five good reasons you should consider
[44:02.880 --> 44:07.620]  buying a solar power generator. Number one, new climate legislation could easily double
[44:07.620 --> 44:11.980]  or triple your electric bill. Number two, our new energy czar wants to control how
[44:11.980 --> 44:16.700]  much power your electric company allows you to have. It's true. Total government control
[44:16.700 --> 44:22.020]  of electricity in the name of smart grid technology is coming. Number three, in some areas of
[44:22.020 --> 44:27.060]  the country, the power grid is dangerously overloaded. And now new socialist legislation
[44:27.060 --> 44:31.500]  is only compounding the problem. Number four, dangerous weather is always a threat to local
[44:31.500 --> 44:36.140]  grids. Every year, thousands of families lose their power from weather related onages. Number
[44:36.140 --> 44:41.140]  five, a solar power generator provides powerful backup insurance and peace of mind. Folks,
[44:41.140 --> 44:44.740]  I really believe in the solar power generators offered by Solutions from Science, one of
[44:44.740 --> 44:51.940]  my oldest sponsors. You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[44:51.940 --> 44:58.940]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[44:58.940 --> 45:05.780]  Hi, folks. This is Alex Jones. I'm looking for people that have the wisdom to spot savings,
[45:05.780 --> 45:11.140]  opportunity, and recognized risk. Saving means to make money. The Calben Pure Soap Company
[45:11.140 --> 45:15.500]  can save you thousands of dollars and give you good old fashioned real soaps that are
[45:15.500 --> 45:20.540]  triple concentrated and twice as good as what you're using now. Soaps made from vegetable
[45:20.540 --> 45:26.860]  and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials. Your
[45:26.860 --> 45:32.500]  risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and a
[45:32.500 --> 45:36.780]  terrorizing clothing called lint. If you want something better, if you want something you've
[45:36.780 --> 45:40.420]  never had before, you've had to do something you've never done before. Getting a free
[45:40.420 --> 45:48.260]  catalog is easy by calling 800-340-7091 or see Calben on the web at 5starsoap.com. Take
[45:48.260 --> 46:00.900]  charge of your health now by calling 800-340-7091 or see Calben on the web at 5starsoap.com.
[46:00.900 --> 46:05.860]  Hundreds of nations have fallen to tyranny in the last century alone. This is our last
[46:05.860 --> 46:11.380]  chance to not relive history. As we're finishing off this agenda, they'll be pulling the rug
[46:11.380 --> 46:17.580]  from underneath Americans at home. I have tremendous influence on our president in Congress,
[46:17.580 --> 46:22.820]  and they really are calling the shots. I think it's incumbent upon all of us as American
[46:22.820 --> 46:28.060]  citizens to pay attention. For the Republic identifies the enemies of our nation, the
[46:28.060 --> 46:33.700]  criminal offshore cartel held bent on destroying sovereignty, and on its ashes constructing
[46:33.700 --> 46:38.340]  world government. Tim Geithner, Bernanke, and arsonists, they're asking for more matches,
[46:38.340 --> 46:42.180]  and the Congress is saying, who do we make the checkout to? Today it seems like nobody
[46:42.180 --> 46:58.220]  does care, and right now in Washington, D.C., we have seen a fall of the Republic.
[30:25.120 --> 47:29.620]  live from Austin, Texas, broadcasting world-wide, it's Alex Jones.
[47:29.620 --> 47:38.100]  Alright, look, I tend to get in here, do all this preparation for hours at home, an hour
[47:38.100 --> 47:42.100]  before airtime here in the office, and they never even cover anything I've got in front
[47:42.100 --> 47:48.740]  of me. And there's got to be, like, I don't know, 15 or more mainstream news articles
[47:48.740 --> 47:53.500]  demonizing us, which I love, just the last 24 hours, and I haven't even mentioned any
[47:53.500 --> 47:57.620]  of those, because it really shows we're hurting them bad. The more demonization the better,
[47:57.620 --> 48:01.100]  the more attacks the better, the more enjoyable it is, because it means I'm hurting these
[48:01.100 --> 48:06.620]  globalists. They did find one of the articles, it's Seattle Post Intelligence, sir, not
[48:06.620 --> 48:15.940]  Washington Post, and a big study that came out in 2009, study Mercury found in high fructose
[48:15.940 --> 48:21.860]  corn syrup, researchers reported finding Mercury in nearly 50% of tested samples of
[48:21.860 --> 48:26.380]  commercial high fructose corn syrup, a separate study by a nonprofit group found Mercury in
[48:26.380 --> 48:37.500]  nearly a third of 55 popular brand name foods and drinks, where HFCS is the first and second
[48:37.500 --> 48:43.460]  ingredient. Folks, they are authorized by the criminal government to do this, and here's
[48:43.460 --> 48:49.700]  the deal, this is done on purpose. Remember, five years ago when Bayer Pharmaceutical finally
[48:49.700 --> 48:55.420]  got convicted in France and Australia, not here in the US, Bayer that funded the Nazis
[48:55.420 --> 49:00.500]  thing, yeah, that was part of the experiments, all of it, eugenicists, the big drug companies,
[49:00.500 --> 49:05.620]  almost all scientists globally, 100 years ago were eugenicists, they believed in master
[49:05.620 --> 49:10.700]  race reducing population. They found in all the major drug companies that are out there,
[49:10.700 --> 49:16.020]  that's why they're still the same, but it came out in court, and you can look this up,
[49:16.020 --> 49:23.140]  just type in Bayer knew factor eight had HIV hepatitis for 10 years and shipped it out
[49:23.140 --> 49:28.060]  to everybody knowing it was a death sentence, and they didn't just do that, they didn't
[49:28.060 --> 49:35.660]  just know for 10 years and not care, they're eugenicists, they believe this was good for
[49:35.660 --> 49:40.740]  the hemophiliacs to die, you can pull up the newscast on it, you can pull up the minutes
[49:40.740 --> 49:45.420]  of their executives laughing about it, and you're like, but that doesn't sound human,
[49:45.420 --> 49:53.660]  they're not a globalist, they think of you as dumb animals, they get off on it, I mean
[49:53.660 --> 49:58.660]  are they right, are they right, I mean is this what people deserve, is this what people
[49:58.660 --> 50:05.100]  want, is this who you really are, I mean I'm here telling you that most products that
[50:05.100 --> 50:12.620]  are processed have melamine, and have bisphene all A, and have aspartame, and have fluoride,
[50:12.620 --> 50:17.700]  and thousands of studies together, their own documents, and then I find the documents
[50:17.700 --> 50:23.820]  where they admit they're doing it on purpose, and I have to then sit there and watch the
[50:23.820 --> 50:34.260]  perpetrators on the news as philanthropists, giving money to GMO our food and force vaccinations,
[50:34.260 --> 50:41.660]  there it is hemophiliac suits as Bayer products cause HIV hepatitis C, that's from 2003, it's
[50:41.660 --> 50:46.260]  been, they've since won those cases and people have been to prison for it, it's out of the
[50:46.260 --> 50:51.900]  sun times, I doubt that link will still work for 2003, but good job finding that old article.
[50:51.900 --> 50:57.340]  Yeah, we were just digging around there and found a tape from 1999 on my radio show where
[50:57.340 --> 51:06.220]  I had the doctor on who worked in the Arkansas prisons, and they were, the jail guards were
[51:06.220 --> 51:13.700]  told by the state, sell drugs to all your inmates because we'll take blood from them
[51:13.700 --> 51:17.420]  every two, three days, doesn't matter if they're like scarecrow zombies, they want their cocaine
[51:17.420 --> 51:21.980]  and methamphetamine, and it doesn't, and this all came out in the news, it doesn't matter
[51:21.980 --> 51:27.660]  if they've all got HIV and hepatitis, the company in Canada was buying the blood out
[51:27.660 --> 51:31.220]  of Arkansas and all their prisons, Clinton was getting part of the money, it's called
[51:31.220 --> 51:36.340]  the Arkansas blood scandal, you can pull it up, and a week after I interviewed that doctor,
[51:36.340 --> 51:42.700]  they fire bombed his clinic, the same night they robbed the hemophiliac society in Canada
[51:42.700 --> 51:46.540]  to try to get the computers, but it didn't help them, but it didn't matter, they didn't
[51:46.540 --> 51:52.700]  get in trouble, I mean, I guess in France they put some people in jail, some executives,
[51:52.700 --> 51:59.380]  but that was just a small part of it, and just imagine, yeah, we'll buy as much blood
[51:59.380 --> 52:06.220]  as you got, where you got? Well, we got a bunch of people with HIV and AIDS and hepatitis
[52:06.220 --> 52:11.420]  and tuberculosis and everything else you want, give us all the blood we can get, and then
[52:11.420 --> 52:15.740]  I interviewed the guy and he gets fire bombed, in fact, just type in for folks, we'll show
[52:15.740 --> 52:20.140]  them, and listeners on radio can do this if you're not watching at prisonplanet.tv, just
[52:20.140 --> 52:24.940]  type in Arkansas blood scandal, and that'll give folks a place to start, and people are
[52:24.940 --> 52:30.180]  like, well, then why don't they just kill you? Most common question, I say it almost
[52:30.180 --> 52:34.700]  every show, because if they kill me, it underlines everything I say, it highlights it, it puts
[52:34.700 --> 52:42.660]  20 exclamation points behind it. Also, I'm under such incredible surveillance by multi-agencies,
[52:42.660 --> 52:47.620]  and I've been sent letters from the Army, leaked, that Ron Paul and myself have Army
[52:47.620 --> 52:58.700]  intelligence watching us, and going over all of that, you know, there it was that we have
[52:58.700 --> 53:03.540]  rallies and stuff, they have plain clothes Army there watching us, saying, don't let
[53:03.540 --> 53:09.140]  them know you're an Army, they may kill you, yes, I might kill you, they say, how ridiculous.
[53:09.140 --> 53:13.100]  Of course, I shouldn't be sarcastic and go, oh, yes, we might kill you. Now, look at this
[53:13.100 --> 53:18.700]  Daily Mail article, it was also in L.A. Times, Muslim businesswoman becomes terrorist suspect
[53:18.700 --> 53:24.340]  after he tech staff, he's going to blow away the competition, and we'll show folks a document
[53:24.340 --> 53:31.260]  cam here of this, this guy runs a major telecommunications company in Quebec, and they were going to
[53:31.260 --> 53:35.860]  a trade show, and he said, I want to blow away the competition with our products, and
[53:35.860 --> 53:40.860]  they raided his house, said he was a terrorist, arrested him, indefinitely detained him, and
[53:40.860 --> 53:47.580]  told his wife he is a terrorist, but wait, it gets better. Two young Brits, as you know,
[53:47.580 --> 53:56.980]  last week, a guy and his girlfriend, that's probably his crime right there, he likes blondes,
[53:56.980 --> 54:00.660]  two British friends were detained at Los Angeles airport, after Department of Homeland Security
[54:00.660 --> 54:05.260]  misinterpreted several statements on their Twitter, and one message was, we're going
[54:05.260 --> 54:10.580]  to party, paint the town red, yeah, burn it down, you know, that kind of statement, it
[54:10.580 --> 54:15.540]  was, yeah, we're going to party, yeah, we're going to destroy L.A., awesome, man, I'm going
[54:15.540 --> 54:21.140]  to visit this and that, I mean, the system knows that it was a figure of speech, but
[54:21.140 --> 54:28.460]  it's about the mindlessness of it, oh, a five-year-old was arrested today for running at recess,
[54:28.460 --> 54:32.220]  people won't believe that, show them this, because I thought it was just the kid arrested
[54:32.220 --> 54:37.140]  for touching the other kid's leg in tag and being sexually charged with sexual assault,
[54:37.140 --> 54:44.380]  then I found AP town hall, I found just scores of list of all over the nation, five-year-olds,
[54:44.380 --> 54:49.260]  seven-year-olds are arrested and charged under juvenile court, the parents don't know their
[54:49.260 --> 54:53.300]  rights, wave their kids' rights, and that's their life's over, they're in the system,
[54:53.300 --> 55:00.300]  for jogging at recess, type in running now illegal at recess, I thought you just got
[55:00.300 --> 55:05.780]  in trouble, no, no, no, you go to jail.
[55:05.780 --> 55:12.300]  So this is the new system, now, I know the holy sacrament of bunch of steroid heads running
[55:12.300 --> 55:18.540]  around fighting with each other on the field, true manliness, true manliness, not protecting
[55:18.540 --> 55:24.180]  your kids from all this, but the true manliness is about to happen in 30 minutes, and all
[55:24.180 --> 55:30.820]  the propaganda and the terrible music and just all of the cheap cultural death that's
[55:30.820 --> 55:36.180]  destroying our culture is coming up in the good wholesome football game, and all the
[55:36.180 --> 55:41.140]  people, you know, there are 200 pounds overweight, there's the town hall article by George Will
[55:41.140 --> 55:48.900]  where it says, arresting five-year-olds, running at recess, Washington, called to a
[55:48.900 --> 55:53.740]  Florida school that could not cope, police led the disorderly student away in handcuffs,
[55:53.740 --> 56:04.660]  all 40 pounds of the five-year-old, the crime, running at recess, anyways, imagine all of
[56:04.660 --> 56:09.860]  the people drinking the poison, 200 pounds overweight, starving for nutrients, eating
[56:09.860 --> 56:17.180]  all the calories, but devoid of nutrients, the self-propelled stomachs, rolling into
[56:17.180 --> 56:23.340]  the TSA facility, everyone gets a genital grove, small children taught to be molested,
[56:23.340 --> 56:29.980]  psychologists to put it on record, TSA, feds out of jurisdiction, big Jumbotron screens
[56:29.980 --> 56:37.180]  with Janet Napolitano, oh, you did find Arkansas Times contaminated, blah, we'll just put that
[56:37.180 --> 56:42.660]  up then, better late than never, bloody awful how money and politics contaminated Arkansas's
[56:42.660 --> 56:48.460]  prison plasma program was always corrupt, an open vampire system, I'm sorry, let me
[56:48.460 --> 56:54.740]  continue here, TSA is now popping up at checkpoints all over the country, oh, you will not escape
[56:54.740 --> 56:58.820]  pedophiles grabbing your genitals and your children's genitals, but here it is, TSA trains
[56:58.820 --> 57:04.460]  Super Bowl hot dog sellers to spot terrorists, Viper search team to be out in force before
[57:04.460 --> 57:10.060]  Sunday's big game, Drudge picked that up Friday, and Fox News does this all the time now, they
[57:10.060 --> 57:16.580]  took our article, left our name on it, published it, and put on the headline, TSA deploys wiener
[57:16.580 --> 57:25.060]  watchers at Super Bowl, and again, little control freaks spying on everyone, they're
[57:25.060 --> 57:29.700]  teaching us not to trust each other, but trust the big jumbo screen of Homeland Security
[57:29.700 --> 57:35.220]  head who openly ordered the underwear bomber to be put on the plane, that's on record,
[57:35.220 --> 57:39.180]  I mean the government runs the terrorists, it's the foreign banks that have hijacked
[57:39.180 --> 57:44.100]  America and the TV shows all of it selling you a terror threat that doesn't exist, honey
[57:44.100 --> 57:50.860]  bees are far more deadly than terrorists, we'll be right back.
[57:50.860 --> 57:55.180]  I've been telling you about E-Foods Direct for a while now, here are my top 10 reasons
[57:55.180 --> 58:00.020]  to stock up on food from E-Foods Direct, number 10, the food I get from E-Foods Direct tastes
[58:00.020 --> 58:05.060]  great, number 9, the E-Foods Meals are easy to prepare, 8, E-Foods Direct delivers the
[58:05.060 --> 58:10.900]  food right to my front door, 7, most of these meals cost less than $2, 6, with their large
[58:10.900 --> 58:16.100]  variety I can eat it every day, 5, I always have access to high quality and delicious
[58:16.100 --> 58:22.100]  food, number 4, E-Foods products don't spoil, so I never waste any food, 3, E-Foods uses
[58:22.100 --> 58:27.380]  only safe healthy ingredients, number 2, I have my own food supply and don't depend
[58:27.380 --> 58:32.860]  on the grocery store, and the number 1 reason I promote E-Foods Direct is they build special
[58:32.860 --> 58:37.660]  offers just for my listeners, folks don't wait, get prepared now, we all need to be
[58:37.660 --> 58:44.260]  self-sufficient, call E-Foods Direct at 800-409-5633 and ask for the Alex Jones special, call
[58:44.260 --> 58:51.420]  E-Foods Direct at 800-409-5633 or E-FoodsDirect.com forward slash Alex.
[58:51.420 --> 58:56.180]  Hi folks, this is Alex Jones, I'm looking for people that have the wisdom to spot savings,
[58:56.180 --> 59:01.500]  opportunity and recognize risk, saving means to make money, the Calben Pure Soap Company
[59:01.500 --> 59:05.820]  can save you thousands of dollars and give you good old fashioned real soaps that are
[59:05.820 --> 59:10.860]  triple concentrated and twice as good as what you're using now, soaps made from vegetable
[59:10.860 --> 59:17.180]  and coconut oils that contain no useless dyes, perfumes, deodorants or antibacterials, your
[59:17.180 --> 59:23.440]  risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores and deteriorating
[59:23.440 --> 59:27.340]  clothing called lint, if you want something better, if you want something you've never
[59:27.340 --> 59:31.300]  had before, you have to do something you've never done before, getting a free catalog
[59:31.300 --> 59:39.140]  is easy by calling 800-340-7091 or see Calben on the web at 5starsoap.com, take charge of
[59:39.140 --> 01:00:05.900]  your health now by calling 800-340-7091 or see Calben on the web at 5starsoap.com.
[01:00:05.900 --> 01:00:25.060]  Okay, the incredible moment, the great alignment of the planets is going to happen in 30 minutes,
