[00:00:01.000 --> 00:00:16.000]  Intro
[00:31:41.060 --> 00:31:42.060]  The use of
[00:31:42.060 --> 00:31:43.060]  Military force
[00:31:43.060 --> 00:31:44.060]  Remember
[00:31:44.060 --> 00:31:45.060]  The president
[00:31:45.060 --> 00:31:46.060]  Doesn't just
[00:31:46.060 --> 00:31:47.060]  Have the power
[00:31:47.060 --> 00:31:48.060]  They have
[00:31:48.060 --> 00:31:49.060]  This war
[00:31:49.060 --> 00:31:50.060]  Powers act
[00:31:50.060 --> 00:31:51.060]  But even
[00:31:51.060 --> 00:31:52.060]  The war
[00:31:52.060 --> 00:31:53.060]  Powers act
[00:31:53.060 --> 00:31:54.060]  Which I think
[00:31:54.060 --> 00:31:55.060]  Is quite
[00:31:55.060 --> 00:31:56.060]  Frankly
[00:31:56.060 --> 00:31:57.060]  Unconstitutional
[00:31:57.060 --> 00:31:58.060]  In the war
[00:31:58.060 --> 00:31:59.060]  Powers act
[00:31:59.060 --> 00:32:00.060]  You've got
[00:32:00.060 --> 00:32:01.060]  To go get
[00:32:01.060 --> 00:32:02.060]  A resolution
[00:32:02.060 --> 00:32:03.060]  We've been
[00:32:03.060 --> 00:32:04.060]  Dealing off
[00:32:04.060 --> 00:32:06.060]  The
[00:32:06.060 --> 00:32:07.060]  Century
[00:32:07.060 --> 00:32:08.060]  From the
[00:32:08.060 --> 00:32:09.060]  Church
[00:32:09.060 --> 00:32:10.060]  Committee
[00:32:10.060 --> 00:32:11.060]  I think
[00:32:11.060 --> 00:32:12.060]  Tim
[00:32:12.060 --> 00:32:13.060]  Cast
[00:32:13.060 --> 00:32:14.060]  The other
[00:32:14.060 --> 00:32:15.060]  Night
[00:32:15.060 --> 00:32:16.060]  Talking about
[00:32:16.060 --> 00:32:17.060]  When the
[00:32:17.060 --> 00:32:18.060]  Country
[00:32:18.060 --> 00:32:19.060]  Changed
[00:32:19.060 --> 00:32:20.060]  About the
[00:32:20.060 --> 00:32:21.060]  Assassination
[00:32:21.060 --> 00:32:22.060]  Of president
[00:32:22.060 --> 00:32:23.060]  Kennedy
[00:32:23.060 --> 00:32:24.060]  Those types
[00:32:24.060 --> 00:32:25.060]  Of elements
[00:32:25.060 --> 00:32:26.060]  That went
[00:32:26.060 --> 00:32:27.060]  To the
[00:32:27.060 --> 00:32:28.060]  Church
[00:32:28.060 --> 00:32:29.060]  Committee
[00:32:29.060 --> 00:32:30.060]  Made sure
[00:32:30.060 --> 00:32:31.060]  That even
[00:32:31.060 --> 00:32:32.060]  Special
[00:32:32.060 --> 00:32:33.060]  Operators
[00:32:33.060 --> 00:32:34.060]  That go
[00:32:34.060 --> 00:32:35.060]  Back to
[00:32:35.060 --> 00:32:36.060]  What's
[00:32:36.060 --> 00:32:37.060]  Called the
[00:32:37.060 --> 00:32:38.060]  Gang of
[00:32:38.060 --> 00:32:39.060]  Eight
[00:32:39.060 --> 00:32:40.060]  The
[00:32:40.060 --> 00:32:41.060]  Heads
[00:32:41.060 --> 00:32:42.060]  And the
[00:32:42.060 --> 00:32:43.060]  Ranking
[00:32:43.060 --> 00:32:44.060]  Members
[00:32:44.060 --> 00:32:45.060]  Of the
[00:32:45.060 --> 00:32:46.060]  Various
[00:32:46.060 --> 00:32:47.060]  Parties
[00:32:47.060 --> 00:32:48.060]  In the
[00:32:48.060 --> 00:32:49.060]  House
[00:32:49.060 --> 00:32:50.060]  And the
[00:32:50.060 --> 00:32:51.060]  Senate
[00:32:51.060 --> 00:32:52.060]  To
[00:32:52.060 --> 00:32:53.060]  Essentially
[00:32:53.060 --> 00:32:54.060]  Get
[00:32:54.060 --> 00:32:55.060]  Approval
[00:32:55.060 --> 00:32:56.060]  Or at
[00:32:56.060 --> 00:32:57.060]  Least
[00:32:57.060 --> 00:32:58.060]  Get
[00:32:58.060 --> 00:32:59.060]  Sign-Off
[00:32:59.060 --> 00:33:00.060]  To Make
[00:33:00.060 --> 00:33:01.060]  The Case
[00:33:01.060 --> 00:33:02.060]  Of What
[00:33:03.060 --> 00:33:04.060]  Trump
[00:33:04.060 --> 00:33:05.060]  Thought
[00:33:05.060 --> 00:33:06.060]  And for
[00:33:06.060 --> 00:33:07.060]  The People
[00:33:07.060 --> 00:33:08.060]  That
[00:33:08.060 --> 00:33:09.060]  Could
[00:33:09.060 --> 00:33:10.060]  Do
[00:33:10.060 --> 00:33:11.060]  This
[00:33:11.060 --> 00:33:12.060]  White
[00:33:12.060 --> 00:33:13.060]  Hat
[00:33:13.060 --> 00:33:14.060]  Versus
[00:33:14.060 --> 00:33:15.060]  Black
[00:33:15.060 --> 00:33:16.060]  Hat
[00:33:16.060 --> 00:33:17.060]  There
[00:33:17.060 --> 00:33:18.060]  Are
[00:33:18.060 --> 00:33:19.060]  Not
[00:33:19.060 --> 00:33:20.060]  Many
[00:33:20.060 --> 00:33:21.060]  White
[00:33:21.060 --> 00:33:22.060]  Hats
[00:33:22.060 --> 00:33:23.060]  Or I
[00:33:23.060 --> 00:33:24.060]  Say
[00:33:24.060 --> 00:33:25.060]  People
[00:33:25.060 --> 00:33:26.060]  That Are
[00:33:26.060 --> 00:33:27.060]  Really
[00:33:27.060 --> 00:33:28.060]  Populous
[00:33:28.060 --> 00:33:29.060]  And Nationalist
[00:33:29.060 --> 00:33:30.060]  That Put
[00:33:30.060 --> 00:33:31.060]  America
[00:33:31.060 --> 00:33:32.060]  Into
[00:33:32.060 --> 00:33:33.060]  A
[00:33:33.060 --> 00:33:34.060]  Contest
[00:33:34.060 --> 00:33:35.060]  And
[00:33:35.060 --> 00:33:36.060]  All
[00:33:36.060 --> 00:33:37.060]  These
[00:33:37.060 --> 00:33:38.060]  People
[00:33:38.060 --> 00:33:39.060]  Said
[00:33:39.060 --> 00:33:40.060]  There
[00:33:40.060 --> 00:33:41.060]  Was A
[00:33:41.060 --> 00:33:42.060]  Big
[00:33:42.060 --> 00:33:43.060]  Battle
[00:33:43.060 --> 00:33:44.060]  Between
[00:33:44.060 --> 00:33:45.060]  White
[00:33:45.060 --> 00:33:46.060]  Hats
[00:33:46.060 --> 00:33:47.060]  And
[00:33:47.060 --> 00:33:48.060]  Black
[00:33:48.060 --> 00:33:49.060]  Hats
[00:33:49.060 --> 00:33:50.060]  And
[00:33:50.060 --> 00:33:51.060]  Trump
[00:33:51.060 --> 00:33:52.060]  Struggles
[00:33:52.060 --> 00:33:53.060]  This
[00:33:53.060 --> 00:33:54.060]  Every
[00:33:54.060 --> 00:33:55.060]  Day
[00:33:55.060 --> 00:33:56.060]  Why
[00:33:56.060 --> 00:33:57.060]  Would
[00:33:57.060 --> 00:33:58.060]  You Have
[00:33:58.060 --> 00:33:59.060]  All
[00:33:59.060 --> 00:34:00.060]  These
[00:34:00.060 --> 00:34:01.060]  People
[00:34:01.060 --> 00:34:02.060]  Say
[00:34:02.060 --> 00:34:03.060]  There
[00:34:03.060 --> 00:34:04.060]  Was
[00:34:04.060 --> 00:34:05.060]  A
[00:34:05.060 --> 00:34:06.060]  Big
[00:34:06.060 --> 00:34:07.060]  Battle
[00:34:07.060 --> 00:34:08.060]  Between
[00:34:08.060 --> 00:34:09.060]  White
[00:34:09.060 --> 00:34:10.060]  Hats
[00:34:10.060 --> 00:34:11.060]  And
[00:34:11.060 --> 00:34:12.060]  Black
[00:34:12.060 --> 00:34:13.060]  Hats
[00:34:13.060 --> 00:34:14.060]  And
[00:34:14.060 --> 00:34:15.060]  Trump
[00:34:15.060 --> 00:34:16.060]  Struggles
[00:34:16.060 --> 00:34:17.060]  This
[00:34:17.060 --> 00:34:18.060]  Every
[00:34:18.060 --> 00:34:19.060]  Day
[00:34:19.060 --> 00:34:20.060]  Why
[00:34:20.060 --> 00:34:21.060]  Would
[00:34:21.060 --> 00:34:22.060]  You Have
[00:34:22.060 --> 00:34:23.060]  All
[00:34:23.060 --> 00:34:24.060]  These
[00:34:24.060 --> 00:34:25.060]  People
[00:34:25.060 --> 00:34:26.060]  Say
[00:34:26.060 --> 00:34:27.060]  There
[00:34:27.060 --> 00:34:28.060]  Was
[00:34:28.060 --> 00:34:29.060]  A
[00:34:29.060 --> 00:34:30.060]  Big
[00:34:30.060 --> 00:34:31.060]  Battle
[00:34:31.060 --> 00:34:32.060]  Between
[00:34:32.060 --> 00:34:33.060]  White
[00:34:33.060 --> 00:34:34.060]  Hats
[00:34:34.060 --> 00:34:35.060]  And
[00:34:35.060 --> 00:34:36.060]  Black
[00:34:36.060 --> 00:34:37.060]  Hats
[00:34:37.060 --> 00:34:38.060]  And
[00:34:38.060 --> 00:34:39.060]  Trump
[00:34:39.060 --> 00:34:40.060]  Struggles
[00:34:40.060 --> 00:34:41.060]  This
[00:34:41.060 --> 00:34:42.060]  Every
[00:34:42.060 --> 00:34:43.060]  Day
[00:34:43.060 --> 00:34:44.060]  Why
[00:34:44.060 --> 00:34:45.060]  Would
[00:34:45.060 --> 00:34:46.060]  You Have
[00:34:46.060 --> 00:34:47.060]  All
[00:34:47.060 --> 00:34:48.060]  These
[00:34:48.060 --> 00:34:49.060]  People
[00:34:49.060 --> 00:34:50.060]  Say
[00:34:50.060 --> 00:34:51.060]  There
[00:34:51.060 --> 00:34:52.060]  Was
[00:34:52.060 --> 00:34:53.060]  A
[00:34:53.060 --> 00:34:54.060]  Big
[00:34:54.060 --> 00:34:55.060]  Battle
[00:34:55.060 --> 00:34:56.060]  Between
[00:34:56.060 --> 00:34:57.060]  White
[00:34:57.060 --> 00:34:58.060]  Hats
[00:34:58.060 --> 00:34:59.060]  And
[00:34:59.060 --> 00:35:00.060]  Black
[00:35:00.060 --> 00:35:01.060]  Hats
[00:35:01.060 --> 00:35:02.060]  And
[00:35:02.060 --> 00:35:03.060]  Black
[00:35:03.060 --> 00:35:04.060]  Hats
[00:35:04.060 --> 00:35:05.060]  And
[00:35:05.060 --> 00:35:06.060]  Trump
[00:35:06.060 --> 00:35:07.060]  Struggles
[00:35:07.060 --> 00:35:08.060]  This
[00:35:08.060 --> 00:35:09.060]  Every
[00:35:09.060 --> 00:35:10.060]  Day
[00:35:10.060 --> 00:35:11.060]  Why
[00:35:11.060 --> 00:35:12.060]  Would
[00:35:12.060 --> 00:35:13.060]  You Have
[00:35:13.060 --> 00:35:14.060]  All
[00:35:14.060 --> 00:35:15.060]  These
[00:35:15.060 --> 00:35:16.060]  People
[00:35:16.060 --> 00:35:17.060]  Say
[00:35:17.060 --> 00:35:18.060]  There
[00:35:18.060 --> 00:35:19.060]  Was
[00:35:19.060 --> 00:35:20.060]  A
[00:35:20.060 --> 00:35:21.060]  Big
[00:35:21.060 --> 00:35:22.060]  Battle
[00:35:22.060 --> 00:35:23.060]  Between
[00:35:23.060 --> 00:35:24.060]  White
[00:35:24.060 --> 00:35:25.060]  Hats
[00:35:25.060 --> 00:35:26.060]  And
[00:35:26.060 --> 00:35:27.060]  Black
[00:35:27.060 --> 00:35:28.060]  Hats
[00:35:28.060 --> 00:35:29.060]  And
[00:35:29.060 --> 00:35:30.060]  Black
[00:35:30.060 --> 00:35:31.060]  Hats
[00:35:31.060 --> 00:35:32.060]  And
[00:35:32.060 --> 00:35:33.060]  Trump
[00:35:33.060 --> 00:35:34.060]  Struggles
[00:35:34.060 --> 00:35:35.060]  This
[00:35:35.060 --> 00:35:36.060]  Every
[00:35:36.060 --> 00:35:37.060]  Day
[00:35:37.060 --> 00:35:38.060]  Why
[00:35:38.060 --> 00:35:39.060]  Would
[00:35:39.060 --> 00:35:40.060]  You Have
[00:35:40.060 --> 00:35:41.060]  All
[00:35:41.060 --> 00:35:42.060]  These
[00:35:42.060 --> 00:35:43.060]  People
[00:35:43.060 --> 00:35:44.060]  Say
[00:35:44.060 --> 00:35:45.060]  There
[00:35:45.060 --> 00:35:46.060]  Was
[00:35:46.060 --> 00:35:47.060]  A
[00:35:47.060 --> 00:35:48.060]  Big
[00:35:48.060 --> 00:35:49.060]  Battle
[00:35:49.060 --> 00:35:50.060]  Between
[00:35:50.060 --> 00:35:51.060]  White
[00:35:51.060 --> 00:35:52.060]  Hats
[00:35:52.060 --> 00:35:53.060]  And
[00:35:53.060 --> 00:35:54.060]  Black
[00:35:54.060 --> 00:35:55.060]  Hats
[00:35:55.060 --> 00:35:56.060]  And
[00:35:56.060 --> 00:35:57.060]  Trump
[00:35:57.060 --> 00:35:58.060]  Struggles
[00:35:58.060 --> 00:35:59.060]  This
[00:35:59.060 --> 00:36:00.060]  Every
[00:36:00.060 --> 00:36:01.060]  Day
[00:36:01.060 --> 00:36:02.060]  Why
[00:36:02.060 --> 00:36:03.060]  Would
[00:36:03.060 --> 00:36:04.060]  You Have
[00:36:04.060 --> 00:36:05.060]  All
[00:36:05.060 --> 00:36:06.060]  These
[00:36:06.060 --> 00:36:07.060]  People
[00:36:07.060 --> 00:36:08.060]  Say
[00:36:08.060 --> 00:36:09.060]  There
[00:36:09.060 --> 00:36:10.060]  Was
[00:36:10.060 --> 00:36:11.060]  A
[00:36:11.060 --> 00:36:12.060]  Big
[00:36:12.060 --> 00:36:13.060]  Battle
[00:36:13.060 --> 00:36:14.060]  Between
[00:36:14.060 --> 00:36:15.060]  White
[00:36:15.060 --> 00:36:16.060]  Hats
[00:36:16.060 --> 00:36:17.060]  And
[00:36:17.060 --> 00:36:18.060]  Black
[00:36:18.060 --> 00:36:19.060]  Hats
[00:36:19.060 --> 00:36:20.060]  And
[00:36:20.060 --> 00:36:21.060]  Black
[00:36:21.060 --> 00:36:22.060]  Hats
[00:36:22.060 --> 00:36:23.060]  And
[00:36:23.060 --> 00:36:24.060]  Black
[00:36:24.060 --> 00:36:25.060]  Hats
[00:36:25.060 --> 00:36:26.060]  And
[00:36:26.060 --> 00:36:27.060]  Trump
[00:36:27.060 --> 00:36:28.060]  Struggles
[00:36:28.060 --> 00:36:29.060]  This
[00:36:29.060 --> 00:36:30.060]  Every
[00:36:30.060 --> 00:36:31.060]  Day
[00:36:31.060 --> 00:36:32.060]  Why
[00:36:32.060 --> 00:36:33.060]  Would
[00:36:33.060 --> 00:36:34.060]  You Have
[00:36:34.060 --> 00:36:35.060]  All
[00:36:35.060 --> 00:36:36.060]  These
[00:36:36.060 --> 00:36:37.060]  People
[00:36:37.060 --> 00:36:38.060]  Say
[00:36:38.060 --> 00:36:39.060]  There
[00:36:39.060 --> 00:36:40.060]  Was
[00:36:40.060 --> 00:36:41.060]  A
[00:36:41.060 --> 00:36:42.060]  Big
[00:36:42.060 --> 00:36:43.060]  Battle
[00:36:43.060 --> 00:36:44.060]  Between
[00:36:44.060 --> 00:36:45.060]  White
[00:36:45.060 --> 00:36:46.060]  Hats
[00:36:46.060 --> 00:36:47.060]  And
[00:36:47.060 --> 00:36:48.060]  Black
[00:36:48.060 --> 00:36:49.060]  Hats
[00:36:49.060 --> 00:36:50.060]  And
[00:36:50.060 --> 00:36:51.060]  Black
[00:36:51.060 --> 00:36:52.060]  Hats
[00:36:52.060 --> 00:36:53.060]  And
[00:36:53.060 --> 00:36:54.060]  Trump
[00:36:54.060 --> 00:36:55.060]  Struggles
[00:36:55.060 --> 00:36:56.060]  This
[00:36:56.060 --> 00:36:57.060]  Every
[00:36:57.060 --> 00:36:58.060]  Day
[00:36:58.060 --> 00:36:59.060]  Why
[00:36:59.060 --> 00:37:00.060]  Would
[00:37:00.060 --> 00:37:01.060]  You Have
[00:37:01.060 --> 00:37:02.060]  All
[00:37:02.060 --> 00:37:03.060]  These
[00:37:03.060 --> 00:37:04.060]  People
[00:37:04.060 --> 00:37:05.060]  Say
[00:37:05.060 --> 00:37:06.060]  There
[00:37:06.060 --> 00:37:07.060]  Was
[00:37:07.060 --> 00:37:08.060]  A
[00:37:08.060 --> 00:37:09.060]  Big
[00:37:09.060 --> 00:37:10.060]  Battle
[00:37:10.060 --> 00:37:11.060]  Between
[00:37:11.060 --> 00:37:12.060]  White
[00:37:12.060 --> 00:37:13.060]  Hats
[00:37:13.060 --> 00:37:14.060]  And
[00:37:14.060 --> 00:37:15.060]  Black
[00:37:15.060 --> 00:37:16.060]  Hats
[00:37:16.060 --> 00:37:17.060]  And
[00:37:17.060 --> 00:37:18.060]  Black
[00:37:18.060 --> 00:37:19.060]  Hats
[00:37:19.060 --> 00:37:20.060]  And
[00:37:20.060 --> 00:37:21.060]  Black
[00:37:21.060 --> 00:37:22.060]  Hats
[00:37:22.060 --> 00:37:23.060]  And
[00:37:23.060 --> 00:37:24.060]  Trump
[00:37:24.060 --> 00:37:25.060]  Struggles
[00:37:25.060 --> 00:37:26.060]  This
[00:37:26.060 --> 00:37:27.060]  Every
[00:37:27.060 --> 00:37:28.060]  Day
[00:37:28.060 --> 00:37:29.060]  Why
[00:37:29.060 --> 00:37:30.060]  Would
[00:37:30.060 --> 00:37:31.060]  You Have
[00:37:31.060 --> 00:37:32.060]  All
[00:37:32.060 --> 00:37:33.060]  These
[00:37:33.060 --> 00:37:34.060]  People
[00:37:34.060 --> 00:37:35.060]  Say
[00:37:35.060 --> 00:37:36.060]  There
[00:37:36.060 --> 00:37:37.060]  Was
[00:37:37.060 --> 00:37:38.060]  A
[00:37:38.060 --> 00:37:39.060]  Big
[00:37:39.060 --> 00:37:40.060]  Battle
[00:37:40.060 --> 00:37:41.060]  Between
[00:37:41.060 --> 00:37:42.060]  White
[00:37:42.060 --> 00:37:43.060]  Hats
[00:37:43.060 --> 00:37:44.060]  And
[00:37:44.060 --> 00:37:45.060]  Black
[00:37:45.060 --> 00:37:46.060]  Hats
[00:37:46.060 --> 00:37:47.060]  And
[00:37:47.060 --> 00:37:48.060]  Black
[00:37:48.060 --> 00:37:49.060]  Hats
[00:37:49.060 --> 00:37:50.060]  And
[00:37:50.060 --> 00:37:51.060]  Black
[00:37:51.060 --> 00:37:52.060]  Hats
[00:37:52.060 --> 00:37:53.060]  Why
[00:37:53.060 --> 00:37:54.060]  Would
[00:37:54.060 --> 00:37:55.060]  You Have
[00:37:55.060 --> 00:37:56.060]  All
[00:37:56.060 --> 00:37:57.060]  These
[00:37:57.060 --> 00:37:58.060]  People
[00:37:58.060 --> 00:37:59.060]  Say
[00:37:59.060 --> 00:38:00.060]  There
[00:38:00.060 --> 00:38:01.060]  Was
[00:38:01.060 --> 00:38:02.060]  A
[00:38:02.060 --> 00:38:03.060]  Big
[00:38:03.060 --> 00:38:04.060]  Battle
[00:38:04.060 --> 00:38:05.060]  Between
[00:38:05.060 --> 00:38:06.060]  White
[00:38:06.060 --> 00:38:07.060]  Hats
[00:38:07.060 --> 00:38:08.060]  And
[00:38:08.060 --> 00:38:09.060]  Black
[00:38:09.060 --> 00:38:10.060]  Hats
[00:38:10.060 --> 00:38:11.060]  And
[00:38:11.060 --> 00:38:12.060]  Black
[00:38:12.060 --> 00:38:13.060]  Hats
[00:38:13.060 --> 00:38:14.060]  And
[00:38:14.060 --> 00:38:15.060]  Black
[00:38:15.060 --> 00:38:16.060]  Hats
[00:38:16.060 --> 00:38:17.060]  And
[00:38:17.060 --> 00:38:18.060]  Black
[00:38:18.060 --> 00:38:19.060]  Hats
[00:38:19.060 --> 00:38:20.060]  And
[00:38:20.060 --> 00:38:21.060]  Black
[00:38:21.060 --> 00:38:22.060]  And
[00:38:22.060 --> 00:38:23.060]  Black
[00:38:23.060 --> 00:38:24.060]  Hats
[00:38:24.060 --> 00:38:25.060]  And
[00:38:25.060 --> 00:38:26.060]  Black
[00:38:26.060 --> 00:38:27.060]  Hats
[00:38:27.060 --> 00:38:28.060]  And
[00:38:28.060 --> 00:38:29.060]  Black
[00:38:29.060 --> 00:38:30.060]  Hats
[00:38:30.060 --> 00:38:31.060]  And
[00:38:31.060 --> 00:38:32.060]  Black
[00:38:32.060 --> 00:38:33.060]  Hats
[00:38:33.060 --> 00:38:34.060]  And
[00:38:34.060 --> 00:38:35.060]  Black
[00:38:35.060 --> 00:38:36.060]  Hats
[00:38:36.060 --> 00:38:37.060]  And
[00:38:37.060 --> 00:38:38.060]  Black
[00:38:38.060 --> 00:38:39.060]  Hats
[00:38:39.060 --> 00:38:40.060]  And
[00:38:40.060 --> 00:38:41.060]  Black
[00:38:41.060 --> 00:38:42.060]  Hats
[00:38:42.060 --> 00:38:43.060]  And
[00:38:43.060 --> 00:38:44.060]  Black
[00:38:44.060 --> 00:38:45.060]  Hats
[00:38:45.060 --> 00:38:46.060]  And
[00:38:46.060 --> 00:38:47.060]  Black
[00:38:47.060 --> 00:38:48.060]  Hats
[00:38:48.060 --> 00:38:49.060]  And
[00:38:49.060 --> 00:38:50.060]  Black
[00:38:50.060 --> 00:38:51.060]  Hats
[00:38:51.060 --> 00:38:52.060]  And
[00:38:52.060 --> 00:38:53.060]  Black
[00:38:53.060 --> 00:38:54.060]  Hats
[00:38:54.060 --> 00:38:55.060]  And
[00:38:55.060 --> 00:38:56.060]  Black
[00:38:56.060 --> 00:38:57.060]  Hats
[00:38:57.060 --> 00:38:58.060]  And
[00:38:58.060 --> 00:38:59.060]  Black
[00:38:59.060 --> 00:39:00.060]  Hats
[00:39:00.060 --> 00:39:01.060]  And
[00:39:01.060 --> 00:39:02.060]  Black
[00:39:02.060 --> 00:39:03.060]  Hats
[00:39:03.060 --> 00:39:04.060]  And
[00:39:04.060 --> 00:39:05.060]  Black
[00:39:05.060 --> 00:39:06.060]  Hats
[00:39:06.060 --> 00:39:07.060]  And
[00:39:07.060 --> 00:39:08.060]  Black
[00:39:08.060 --> 00:39:09.060]  Hats
[00:39:09.060 --> 00:39:10.060]  And
[00:39:10.060 --> 00:39:11.060]  Black
[00:39:11.060 --> 00:39:12.060]  Hats
[00:39:12.060 --> 00:39:13.060]  And
[00:39:13.060 --> 00:39:14.060]  Black
[00:39:14.060 --> 00:39:15.060]  Hats
[00:39:15.060 --> 00:39:16.060]  And
[00:39:16.060 --> 00:39:17.060]  Black
[00:39:17.060 --> 00:39:18.060]  Hats
[00:39:18.060 --> 00:39:19.060]  And
[00:39:19.160 --> 00:39:20.160]  Black
[00:39:20.160 --> 00:39:21.160]  Hats
[00:39:21.160 --> 00:39:22.160]  And
[00:39:22.160 --> 00:39:23.160]  Black
[00:39:23.160 --> 00:39:24.160]  Hats
[00:39:24.160 --> 00:39:25.160]  And
[00:39:25.160 --> 00:39:26.160]  Black
[00:39:26.160 --> 00:39:27.160]  Hats
[00:39:27.160 --> 00:39:28.160]  And
[00:39:28.160 --> 00:39:29.160]  Black
[00:39:29.160 --> 00:39:30.160]  Hats
[00:39:30.160 --> 00:39:31.160]  And
[00:39:31.160 --> 00:39:32.060]  Black
[00:39:32.060 --> 00:39:33.060]  Hats
[00:39:33.060 --> 00:39:34.060]  And
[00:39:34.060 --> 00:39:35.060]  Black
[00:39:35.060 --> 00:39:36.060]  Hats
[00:39:36.060 --> 00:39:37.060]  And
[00:39:37.060 --> 00:39:38.060]  Black
[00:39:38.060 --> 00:39:39.060]  Hats
[00:39:39.060 --> 00:39:40.060]  And
[00:39:40.060 --> 00:39:41.060]  Black
[00:39:42.060 --> 00:39:43.060]  Hats
[00:39:43.060 --> 00:39:44.060]  And
[00:39:44.060 --> 00:39:45.060]  And
[00:39:46.060 --> 00:39:47.060]  Black
[00:39:47.060 --> 00:39:48.060]  Hats
[00:39:48.060 --> 00:39:49.060]  And
[00:39:49.060 --> 00:39:50.060]  Black
[00:39:50.060 --> 00:39:51.060]  Hats
[00:39:51.060 --> 00:39:52.060]  And
[00:39:52.060 --> 00:39:53.060]  Black
[00:39:53.060 --> 00:39:54.060]  Hats
[00:39:54.060 --> 00:39:55.060]  And
[00:39:55.060 --> 00:39:56.060]  Black
[00:39:56.060 --> 00:39:57.060]  Hats
[00:39:57.060 --> 00:39:58.060]  And
[00:39:58.060 --> 00:39:59.060]  Black
[00:39:59.060 --> 00:40:00.060]  Hats
[00:40:00.060 --> 00:40:01.060]  And
[00:40:03.060 --> 00:40:04.060]  Black
[00:40:04.060 --> 00:40:05.060]  Hats
[00:40:05.060 --> 00:40:06.060]  And
[00:40:07.060 --> 00:40:08.060]  Black
[00:40:09.060 --> 00:40:10.060]  Hats
[00:40:10.060 --> 00:40:11.060]  And
[00:40:11.060 --> 00:40:12.060]  Black
[00:40:12.060 --> 00:40:13.060]  Hats
[00:40:14.060 --> 00:40:15.060]  And
[00:40:16.060 --> 00:40:17.060]  Black
[00:40:17.060 --> 00:40:18.060]  Hats
[00:40:18.060 --> 00:40:19.060]  And
[00:40:19.060 --> 00:40:20.060]  Black
[00:40:20.060 --> 00:40:21.060]  Hats
[00:40:21.060 --> 00:40:22.060]  And
[00:40:22.060 --> 00:40:23.060]  Black
[00:40:23.060 --> 00:40:24.060]  Hats
[00:40:24.060 --> 00:40:25.060]  And
[00:40:25.060 --> 00:40:26.060]  Black
[00:40:26.060 --> 00:40:27.060]  Hats
[00:40:27.060 --> 00:40:28.060]  And
[00:40:28.060 --> 00:40:29.060]  Black
[00:40:29.060 --> 00:40:30.060]  Hats
[00:40:30.060 --> 00:40:31.060]  And
[00:40:31.060 --> 00:40:32.060]  Black
[00:40:32.060 --> 00:40:33.060]  Hats
[00:40:33.060 --> 00:40:34.060]  And
[00:40:34.060 --> 00:40:35.060]  Black
[00:40:35.060 --> 00:40:36.060]  Hats
[00:40:36.060 --> 00:40:37.060]  And
[00:40:37.060 --> 00:40:38.060]  Black
[00:40:38.060 --> 00:40:39.060]  Hats
[00:40:40.060 --> 00:40:41.060]  And
[00:40:41.060 --> 00:40:42.060]  Black
[00:40:42.060 --> 00:40:43.060]  Hats
[00:40:43.060 --> 00:40:45.060]  And
[00:40:45.060 --> 00:40:46.060]  Black
[00:40:46.060 --> 00:40:49.060]  Hats
[00:40:49.060 --> 00:40:50.060]  And
[00:40:50.060 --> 00:40:51.060]  Black
[00:40:51.060 --> 00:40:52.060]  Hats
[00:40:52.060 --> 00:40:53.060]  And
[00:40:53.060 --> 00:40:54.060]  Black
[00:40:54.060 --> 00:40:55.060]  Hats
[00:40:55.060 --> 00:40:56.060]  And
[00:40:56.060 --> 00:40:57.060]  Black
[00:40:57.060 --> 00:40:58.060]  Hats
[00:40:58.060 --> 00:40:59.060]  And
[00:40:59.060 --> 00:41:00.060]  Black
[00:41:00.060 --> 00:41:01.060]  Hats
[00:41:01.060 --> 00:41:02.060]  And
[00:41:02.060 --> 00:41:03.060]  Black
[00:41:03.060 --> 00:41:04.060]  Hats
[00:41:04.060 --> 00:41:05.060]  And
[00:41:05.060 --> 00:41:06.060]  Black
[00:41:06.060 --> 00:41:07.060]  Hats
[00:41:07.060 --> 00:41:08.060]  And
[00:41:08.060 --> 00:41:09.060]  Black
[00:41:09.060 --> 00:41:10.060]  Hats
[00:41:10.060 --> 00:41:11.060]  And
[00:41:11.060 --> 00:41:12.060]  Black
[00:41:12.060 --> 00:41:13.060]  Hats
[00:41:13.060 --> 00:41:14.060]  And
[00:41:14.060 --> 00:41:15.060]  Black
[00:41:15.060 --> 00:41:16.060]  Hats
[00:41:16.060 --> 00:41:17.060]  And
[00:41:17.060 --> 00:41:18.060]  Black
[00:41:18.060 --> 00:41:19.060]  Hats
[00:41:19.060 --> 00:41:20.060]  And
[00:41:20.060 --> 00:41:21.060]  Black
[00:41:21.060 --> 00:41:22.060]  Hats
[00:41:22.060 --> 00:41:23.060]  And
[00:41:23.060 --> 00:41:24.060]  Black
[00:41:24.060 --> 00:41:25.060]  Hats
[00:41:25.060 --> 00:41:26.060]  And
[00:41:26.060 --> 00:41:27.060]  Black
[00:41:27.060 --> 00:41:28.060]  Hats
[00:41:28.060 --> 00:41:29.060]  And
[00:41:29.060 --> 00:41:30.060]  Black
[00:41:30.060 --> 00:41:31.060]  Hats
[00:41:31.060 --> 00:41:32.060]  And
[00:41:32.060 --> 00:41:33.060]  Black
[00:41:33.060 --> 00:41:34.060]  Hats
[00:41:34.060 --> 00:41:35.060]  And
