whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:36:20.000 --> 00:36:28.000]   He's like tonight, sexual predators online going after women and using the Internet to hurt them, stalk them and do terrible things to them.
[00:36:28.000 --> 00:36:33.000]   Coming up, we look at these extremists and they cut to me going, I'm sick of it.
[00:36:33.000 --> 00:36:38.000]   And then they artificially turn my face red with a big image of my face.
[00:36:38.000 --> 00:36:42.000]   And that rant had nothing to do with women. They don't show the whole rant.
[00:36:42.000 --> 00:36:47.000]   They just act like I'm a sex predator when he's the guy that's got to settle sex cases out of court.
[00:36:47.000 --> 00:36:55.000]   I mean, that's what makes it that much more uncool. It's so uncool.
[00:36:55.000 --> 00:37:03.000]   To think your audience is so dumb that you just pull some parlor trick like that.
[00:37:03.000 --> 00:37:09.000]   It's like going, you're going to die someday and then cutting to an image of somebody as if they're responsible.
[00:37:09.000 --> 00:37:18.000]   Alex Jones is deeply racist and he also is very pleased with the Boston bombing and influence the bombers.
[00:37:18.000 --> 00:37:23.000]   And then they show no proof on MSNBC. And, you know, I've got stacks of news.
[00:37:23.000 --> 00:37:27.000]   The reason I just went back into that whole rant is coming up later. I didn't cover this today.
[00:37:27.000 --> 00:37:32.000]   I've got to cover this today, I guess probably in the next hour or so.
[00:37:32.000 --> 00:37:38.000]   It is a 60 page report. That's probably part of why I didn't get into it much yesterday.
[00:37:38.000 --> 00:37:43.000]   I mean, it took me an hour the night before just to read parts of it.
[00:37:43.000 --> 00:37:50.000]   To scan over it, conspiracy theorists originating on the extreme right have invaded American political life.
[00:37:50.000 --> 00:37:54.000]   And that's not good for democracy. And guess who's front and center in the report?
[00:37:54.000 --> 00:37:59.000]   Who needs to be shut down? Who's a demon? Who's a horrible person? Alex Jones.
[00:37:59.000 --> 00:38:07.000]   And when you've got Mark Potok that basically commands the propaganda of the FBI, the ATF, the federal marshals
[00:38:07.000 --> 00:38:17.000]   and every big police department. It's creepy to know that every police officer who's basically a sergeant and above
[00:38:17.000 --> 00:38:26.000]   is being brainwashed by these people. That I want to kill them and that I'm behind the Boston bombing
[00:38:26.000 --> 00:38:32.000]   and that I'm a racist and with no proof. But you know what? I love it.
[00:38:32.000 --> 00:38:39.000]   Because most police themselves have been demonized and have had what other people do projected on them.
[00:38:39.000 --> 00:38:45.000]   And so they understand exactly what Mark Potok and MSNBC and Bill O'Reilly are doing.
[00:38:45.000 --> 00:38:50.000]   And Bill O'Reilly comes out like, oh, we need to boycott Quentin Tarantino because he's anti-police.
[00:38:50.000 --> 00:39:00.000]   But then that doesn't make up for all the other things that Bill O'Reilly has done.
[00:39:00.000 --> 00:39:05.000]   He's kind of this guy that acts like he's a conservative, but he's only does that on the surface.
[00:39:05.000 --> 00:39:10.000]   When it comes to things that really are conservative, like not having a police state, not having globalism,
[00:39:10.000 --> 00:39:20.000]   not having CISPA, not having TPP, he's silent. And I'm going to get more into that later because it's a complex issue.
[00:39:20.000 --> 00:39:26.000]   There are new videos pretty much every day of police officers involved in what appears to be excessive force.
[00:39:28.000 --> 00:39:37.000]   People that are on power trips, engaging in bizarre activity. Cops are constantly getting busted because there's 3 million of them committing weird crimes.
[00:39:37.000 --> 00:39:48.000]   That's what's going on as well in the general public. So that's a sampling that reflects criminal activity, mental illness, power trips that is in this sick society.
[00:39:48.000 --> 00:39:55.000]   And you can go look up these numbers for yourself. Gun crime is down 51 percent conservatively.
[00:39:55.000 --> 00:39:59.000]   Some numbers are 60 plus percent. We've had Professor Lott on.
[00:39:59.000 --> 00:40:08.000]   And overall, police killings of the public are down from the 70s and 80s. They're down.
[00:40:08.000 --> 00:40:19.000]   The police kill less people today when the country has a good 40 million people more in it than it did 25, 30 years ago.
[00:40:19.000 --> 00:40:26.000]   Now, does that mean there aren't out of control crazy police out there? No, there aren't. They're out there. I ran into a couple of them this weekend.
[00:40:26.000 --> 00:40:33.000]   They knew who I was. I was sitting there on the side of the river. They said, come here, get out of those hot springs.
[00:40:33.000 --> 00:40:39.000]   Come here, smiling and laughing like they had just found Santa Claus or something. And I said, you know who I am, don't you?
[00:40:39.000 --> 00:40:41.000]   Yeah, we know who you are, Alex. Get over here.
[00:40:42.000 --> 00:40:51.000]   Because they were clearly leftist that wanted to henpeck me and thought they were going to have me basically urinate all over myself when they boss me around.
[00:40:51.000 --> 00:40:55.000]   And no, they moved on to easier targets and took some other people to jail, not me.
[00:40:55.000 --> 00:41:07.000]   Because I let them know. I said, listen, just get ready to get sued because I'm not going to sit here and have you engage in this discriminatory activity against me because you don't like me.
[00:41:08.000 --> 00:41:17.000]   They've got it all on their little video recorders that they had on hanging around their necks like good little slaves.
[00:41:17.000 --> 00:41:25.000]   And so now the FBI boss has come out and said citizens' videos of police are to blame for spike in violent crime.
[00:41:27.000 --> 00:41:40.000]   Well, no, it is the fact that criminal and bizarre activity is being caught on film. And then the police departments unilaterally for the last five, six years were defending it or were not disciplining the police officers.
[00:41:40.000 --> 00:41:48.000]   Now, they've probably gone too far the other direction and are firing police in cases that I don't think they should be fired.
[00:41:48.000 --> 00:41:53.000]   Now they're indicting police in some cases when they shouldn't be indicted.
[00:41:54.000 --> 00:42:03.000]   They are indicting a lot of police that need to be indicted. So the truth is I've actually seen a lot of reform taking place, but that's not the reason I'm, quote, defending the police.
[00:42:03.000 --> 00:42:08.000]   Justice gun crime is down, but the perception is it's way up.
[00:42:08.000 --> 00:42:22.000]   Police brutality is not up. Police shooting people is not up. It's actually up the last few years from a decade ago, but not from if you look back 25 years.
[00:42:23.000 --> 00:42:27.000]   It's been steadily going down. There's been some bumps up on the way down, just like any graph.
[00:42:27.000 --> 00:42:32.000]   But it's just not true. It's just not reality.
[00:42:32.000 --> 00:42:38.000]   There is less crime. There is less police brutality. There is less police killings.
[00:42:38.000 --> 00:42:48.000]   Does that mean there aren't horrible cases where eight police officers beat a mentally ill man to death, sitting on him saying don't resist and obviously getting off on it?
[00:42:48.000 --> 00:42:51.000]   And then the two cops that did it didn't even get in trouble?
[00:42:53.000 --> 00:43:03.000]   Truly sickening. But you cannot judge a group of people or organizations by what individuals do.
[00:43:03.000 --> 00:43:10.000]   That's what collectivism is, where somebody commits a crime with a gun, so now all gun owners are to blame.
[00:43:10.000 --> 00:43:14.000]   This is what totalitarians do.
[00:43:15.000 --> 00:43:26.000]   When they fought back against the Russians in occupied Poland in 1942, when they divided Poland with the Nazis, let's not forget that Russia was working with the Nazis.
[00:43:26.000 --> 00:43:30.000]   Just as bad, probably worse in some cases at that point.
[00:43:30.000 --> 00:43:43.000]   And if you were in the Polish resistance and you shot an NKVD or type political officer, they would kill hundreds of people in and around where the killing happened.
[00:43:44.000 --> 00:43:48.000]   The Nazis did the same thing. You shot a German soldier, they'd kill ten townspeople.
[00:43:48.000 --> 00:43:52.000]   You killed an SS officer, they'd kill a thousand in some cases.
[00:43:52.000 --> 00:43:58.000]   This is how totalitarians operate. It's how they act.
[00:43:58.000 --> 00:44:05.000]   They say 2% of Americans owned slaves 170 years ago, 150 years ago.
[00:44:06.000 --> 00:44:13.000]   And so all white people are to blame for it and have a communal guilt that they're supposed to obsess over.
[00:44:13.000 --> 00:44:23.000]   Well that's like saying all black people have guilt because Africans had slavery going on as well and helped sell their brethren into slavery.
[00:44:23.000 --> 00:44:30.000]   I mean that's ridiculous to say black people in Africa are to blame for slavery today because their ancestors did it.
[00:44:32.000 --> 00:44:37.000]   But this is the mental illness of collectivism.
[00:44:37.000 --> 00:44:41.000]   And I've said it over and over again and I'm going to the debate information.
[00:44:41.000 --> 00:44:51.000]   The reason at this point I'm fighting the NSA spying, I'm fighting the armored vehicles for the patriots that they administer war.
[00:44:51.000 --> 00:44:55.000]   I'm exposing sheriffs that are under the control of the SPLC.
[00:44:55.000 --> 00:44:58.000]   We even got the FBI to stop using their information a few years ago.
[00:44:59.000 --> 00:45:02.000]   And all they've done is the patriot movement did because it's such fraud and they've been sued so many times.
[00:45:02.000 --> 00:45:05.000]   It is made up garbage. So we're having victories.
[00:45:05.000 --> 00:45:20.000]   But there is an attempt to start a civil war of destabilization in this country and not have the focus of public's anger go after the mainstream media, globalist corporations with our dollars by not supporting them.
[00:45:20.000 --> 00:45:23.000]   They don't want us to peacefully fix things.
[00:45:24.000 --> 00:45:29.000]   They don't want us to do it with our dollars and with our mouths and with our feet.
[00:45:29.000 --> 00:45:33.000]   Walking away from the system, not supporting it, withdrawing our consent.
[00:45:33.000 --> 00:45:41.000]   A peaceful, non-violent, cognitive resistance speaking out.
[00:45:41.000 --> 00:45:44.000]   Civil disobedience.
[00:45:46.000 --> 00:45:55.000]   No, they want to brand demonstrating, they want to brand protest as burning buildings and killing random innocent people, white people and police.
[00:45:55.000 --> 00:46:00.000]   And it's directly out of the White House and I know I put this message out a thousand times.
[00:46:00.000 --> 00:46:07.000]   It's just that this is being pushed now and the FBI boss is acting like cameras filming police cause this.
[00:46:07.000 --> 00:46:10.000]   Well this is part of the technology and in a way that's true.
[00:46:11.000 --> 00:46:22.000]   Yes, if this stuff wasn't being caught on tape, the police wouldn't feel like they were under siege and they would still be defending people that misbehaved and they'd still be lying about what bad cops do.
[00:46:22.000 --> 00:46:35.000]   Instead of protecting their fraternal order and protecting their peace officer role, they were selling it out with a bunch of propaganda and PR.
[00:46:35.000 --> 00:46:39.000]   And it doesn't fly when big brother can go both ways.
[00:46:39.000 --> 00:46:59.000]   But it's not the fault of the cameras and police, especially in the north and in areas also in the northern Midwest like Illinois, do get laws passed to call it wiretapping to videotape in public and do persecute the press.
[00:46:59.000 --> 00:47:02.000]   And it's despicable and it's wrong.
[00:47:03.000 --> 00:47:15.000]   Whether Obama does it to whistleblowers or the press or whether a Chicago police officer does it, it is shameful, it is un-American, it is despicable.
[00:47:15.000 --> 00:47:20.000]   But most importantly, it's not going to work.
[00:47:20.000 --> 00:47:26.000]   You're not going to stop the signal. You're not going to stop the reality from coming out.
[00:47:27.000 --> 00:47:35.000]   There's a lot of verses in the Bible about no lie, no crime, no evil deed will stay covered up forever. It will wash up on the shore.
[00:47:35.000 --> 00:47:40.000]   Whatever is hidden the deepest in your heart will end up coming out someday.
[00:47:40.000 --> 00:47:47.000]   And that goes for the police, it goes for the general public. The answer is reforming the police locally, not globally.
[00:47:47.000 --> 00:47:52.000]   The answer is police realizing what's happening and that's my final point on this subject.
[00:47:53.000 --> 00:48:03.000]   The most awake group against the New World Order in this country from my personal experience and it's what every prominent guest concurs with is the military.
[00:48:03.000 --> 00:48:11.000]   Because they've been given the training and the brainwashing to demonize gun owners, veterans and patriots and to demonize the founding documents of this country.
[00:48:11.000 --> 00:48:17.000]   It backfired, it totally woke up the military. I mean just huge backfire.
[00:48:18.000 --> 00:48:27.000]   This wasn't a bunch of brainwashed 18 year olds in college being told George Washington is bad, white people are bad, guns are bad, the police are all racist and want to kill you.
[00:48:27.000 --> 00:48:40.000]   This is military veterans, people that have served 5, 6, 7, 8, 9 tours being called in by SPLC trained people to be told George Washington is bad and the free speech is bad and your enemy is the constitutionalist.
[00:48:41.000 --> 00:48:50.000]   And they go out and have drills where they practice mowing down old black, white, Hispanic people. I've been there. I've had Marines tell me about it, I've shown up and videotaped it.
[00:48:50.000 --> 00:48:56.000]   I made films, the police tape films where they practice mowing down rural people wearing John Deere caps.
[00:48:56.000 --> 00:48:59.000]   Now do you think that woke the troops up? You bet it did.
[00:48:59.000 --> 00:49:07.000]   They ran their re-education camp garbage that they do at these schools on the military, it didn't work.
[00:49:08.000 --> 00:49:17.000]   Next is the police. The police made jokes about the new world order for decades, they believe the SPLC garbage to a great extent, then it all came true.
[00:49:17.000 --> 00:49:23.000]   The last 6, 7 years the police woke up. They're now one of the most awake groups after military.
[00:49:23.000 --> 00:49:33.000]   This is in the entire country. Military and police, why do you think they want to start a civil war with them to get us all killing each other?
[00:49:34.000 --> 00:49:39.000]   Patriots, the police and the military are the natural enemies of the globalist totalitarian takeover.
[00:49:39.000 --> 00:49:50.000]   And it's the only main resistance there is, is the liberty, patriot, Tea Party movement and in government it's patriot legislators of every race, color and creed.
[00:49:50.000 --> 00:49:57.000]   It's patriot police chiefs and sheriffs and county commissioners and then it's military officers.
[00:49:58.000 --> 00:50:04.000]   Most of the current brass is completely freaked out that hasn't been called and hasn't been purged.
[00:50:04.000 --> 00:50:14.000]   I got a message just the other day from a group of high level generals that are all recently called or retired saying keep it up, you're 100% dead on.
[00:50:14.000 --> 00:50:18.000]   And adding we can't believe you've got this much information or that you're still alive.
[00:50:18.000 --> 00:50:22.000]   You've got to understand folks, what you're hearing is the truth.
[00:50:23.000 --> 00:50:28.000]   An enemy foreign group has come in and is trying to get a civil war going to make us kill each other.
[00:50:28.000 --> 00:50:32.000]   There are certainly problems in governments, we've all got beefs with each other.
[00:50:32.000 --> 00:50:36.000]   But the point is it all needs to stop now.
[00:50:36.000 --> 00:50:48.000]   We need to focus on TPP, we need to focus on the open borders, we need to focus on the dollar being devalued, we need to focus on the move to take our guns, we need to focus on our power plants being turned off, we need to focus on our jobs being shipped overseas.
[00:50:49.000 --> 00:50:53.000]   We need to focus on buying American, we need to focus on repenting and finding a real church in your area.
[00:50:53.000 --> 00:50:59.000]   We need to focus on getting healthy and reaching out to others in the info war, in the true resistance.
[00:50:59.000 --> 00:51:07.000]   Communist China freely allows the sale of bulletproof armor plates while our US politicians argue from banning Americans from owning body armor.
[00:51:07.000 --> 00:51:09.000]   Does that sound right to you?
[00:51:09.000 --> 00:51:15.000]   Arm your American body at infidelbodyarmor.com. Infidel Body Armor just won't quit.
[00:51:16.000 --> 00:51:23.000]   ACN brought to you by LeSic, the highest quality smokeless cigarettes, e-liquids, e-cig refills, car chargers and starter kits.
[00:51:23.000 --> 00:51:29.000]   Kick some ash with LeSic. Call 870-525-1440 or visit lesic.com.
[00:51:29.000 --> 00:51:38.000]   Silver has always been nature's very own antibiotic and only one system allows you to produce an endless supply of nano-sized silver solutions right from the convenience of your home.
[00:51:39.000 --> 00:51:47.000]   Silver Lungs. With the addition of our unique lung delivery system, respiratory infections are targeted directly, where traditional oral administration simply cannot reach.
[00:51:47.000 --> 00:51:53.000]   This pioneering method also preserves the original particle sizes and delivers your silver solution directly into the bloodstream.
[00:51:53.000 --> 00:51:59.000]   See the Silver Lungs generator and lung delivery system at silverlungs.com. That's silverlungs.com.
[00:51:59.000 --> 00:52:03.000]   As if chlorine in our water weren't bad enough, now they're adding ammonia?
[00:52:03.000 --> 00:52:08.000]   It's true. Some municipalities are now adding ammonia plus chlorine to your water supply.
[00:52:08.000 --> 00:52:15.000]   It's a disinfectant called chloramine. But with a trusted Big Berkey water filter, you can keep chloramine out of your water.
[00:52:15.000 --> 00:52:28.000]   New NSF EPA certified lab tests show EPA Berkey water filters remove chloramines, pharmaceuticals, BPA, pesticides, bacteria and viruses, all forms of fluoride and much more.
[00:52:28.000 --> 00:52:32.000]   Big Berkey water filters are the original and most trusted on the market.
[00:52:33.000 --> 00:52:39.000]   They're the standard in water purification and our filters last for years at less than 2 cents per gallon.
[00:52:39.000 --> 00:52:43.000]   Big Berkey. The one that's powerful enough to purify stagnant pond water.
[00:52:43.000 --> 00:52:54.000]   Get your Big Berkey today. Call 1-877-99-BERKEY or click bigberkeywaterfilters.com. That's 1-877-99-BERKEY.
[00:52:54.000 --> 00:52:58.000]   Big Berkey water filters. For the love of clean water.
[00:52:59.000 --> 00:53:08.000]   A lot of people's lives and bodies are out of balance. AlkaVision Plasma pH Drops optimize pH level and get rid of harmful waste and acid.
[00:53:08.000 --> 00:53:12.000]   Just a few drops in water restores vibrance and energy and gets you back in balance.
[00:53:12.000 --> 00:53:18.000]   Now order 2 bottles and get $10 off your order. Sign up for monthly auto shipping and save 25%.
[00:53:18.000 --> 00:53:28.000]   Call 800-518-7615 or visit alkavision.com. Alkalize your body. Supercharge your health at alkavision.com.
[00:53:28.000 --> 00:53:34.000]   So you've got to take a state construction license exam or certification. Can't decide on what books or what chapters to study?
[00:53:34.000 --> 00:53:38.000]   Discover right now how you can eliminate unnecessary books and wasted study time.
[00:53:38.000 --> 00:53:46.000]   At ContractorExam.com our study materials zero in on state required test topics in an effective multiple choice format.
[00:53:46.000 --> 00:53:54.000]   So whether you're a plumber, electrician, general contractor or other construction related trade, ContractorExam.com will help get you prepared.
[00:53:55.000 --> 00:53:58.000]   Visit us at www.contractorexam.com today.
[00:54:00.000 --> 00:54:05.000]   [Music]
[00:54:05.000 --> 00:54:14.000]   I was a highway man. Along the coach roads I did ride. With sword and pistol by my side.
[00:54:14.000 --> 00:54:26.000]   Many a young maid lost her baubles. Many a soldier shed his life blood on my blade.
[00:54:26.000 --> 00:54:30.000]   Well the energy department came out a few months ago and said sunlight's bad for the earth.
[00:54:31.000 --> 00:54:38.000]   And now energy department says that they're going to smash pumpkins for causing climate change.
[00:54:38.000 --> 00:54:45.000]   That's right they want to cut down forests as well because they create carbon dioxide.
[00:54:45.000 --> 00:54:52.000]   And now they say they want to smash 1.3 billion pounds of pumpkins produced because they're bad.
[00:54:52.000 --> 00:54:56.000]   There you go folks. Everything is evil.
[00:54:57.000 --> 00:55:02.000]   University tells students making kissing sounds sexual harassment. This is just today.
[00:55:02.000 --> 00:55:05.000]   Sleeping comfortably while white now racist scientists claim.
[00:55:05.000 --> 00:55:10.000]   Beef and all other forms of meat evil carcinogens.
[00:55:10.000 --> 00:55:14.000]   Oh they're going to keep us all safe don't you worry.
[00:55:14.000 --> 00:55:18.000]   I'm going to start the whole debate coverage next hour and take your calls.
[00:55:18.000 --> 00:55:20.000]   Do you agree with me or do you disagree?
[00:55:21.000 --> 00:55:30.000]   This is a major sea change moment where the horror media the enemy media the collaborator occupation system propaganda arm.
[00:55:30.000 --> 00:55:35.000]   I mean that's what it is. Sector just nastily attacking the candidates.
[00:55:35.000 --> 00:55:39.000]   And as bad as some of the candidates are it made them look like angels.
[00:55:39.000 --> 00:55:44.000]   Don't you get it media whores your jokes your frauds.
[00:55:44.000 --> 00:55:47.000]   Again here's the headline I'm gonna play this next hour as well.
[00:55:48.000 --> 00:55:51.000]   Oh a blimp what the government isn't telling you a Joe Biggs report.
[00:55:51.000 --> 00:55:56.000]   I remember before 9/11 there were DARPA announcements but they weren't in the news.
[00:55:56.000 --> 00:56:06.000]   They were gonna launch all these blimps at 100,000 feet to surveil everything basically a stingray on steroids spying on you with cameras ground penetrating radar.
[00:56:06.000 --> 00:56:12.000]   You name it. They've got them all over the country now they're crashing all the time.
[00:56:12.000 --> 00:56:15.000]   And when they crash they tell the public flying saucers.
[00:56:16.000 --> 00:56:18.000]   Remember the ABC News when they've got a huge one propellers on it.
[00:56:18.000 --> 00:56:22.000]   And they go it's not a surveillance blimp conspiracy theorists think.
[00:56:22.000 --> 00:56:26.000]   No it's just obviously a blimp a five year old to tell it must be aliens.
[00:56:26.000 --> 00:56:29.000]   See how they work. It's aliens. It's not a blimp.
[00:56:29.000 --> 00:56:31.000]   And I go no it's a blimp.
[00:56:31.000 --> 00:56:35.000]   And they go thank you crazy man. I've had nightline here.
[00:56:35.000 --> 00:56:38.000]   And they look at me and they said so you think there's big blimps.
[00:56:39.000 --> 00:56:47.000]   I mean this is I bet you think two plus two equals four.
[00:56:47.000 --> 00:56:53.000]   I mean that's all they've got is hoping you don't call them on their BS.
[00:56:53.000 --> 00:57:01.000]   I'm going to stop right now. I've only covered a fraction of the news but it's all coming up.
[00:57:01.000 --> 00:57:04.000]   There's so much military news as well.
[00:57:05.000 --> 00:57:09.000]   The good news is people are waking up. So let's just try to stop a civil war.
[00:57:09.000 --> 00:57:11.000]   Let's try to stop a war with the Russians.
[00:57:11.000 --> 00:57:15.000]   Let's just try to not let them turn our power plants off and repeal Obamacare.
[00:57:15.000 --> 00:57:17.000]   We won't have a total depression.
[00:57:17.000 --> 00:57:20.000]   They're engineering the selective depression. You understand that.
[00:57:20.000 --> 00:57:27.000]   Wayne Madsen is coming up too. We sent him out to the big secret airbase.
[00:57:27.000 --> 00:57:29.000]   And people have been killed over this.
[00:57:29.000 --> 00:57:32.000]   And there's no way to hype it like I should.
[00:57:33.000 --> 00:57:42.000]   You can see information the articles up on Infowars.com linking the big CIA jet graveyard out in Arizona.
[00:57:42.000 --> 00:57:44.000]   He's been out there for four days with our crew.
[00:57:44.000 --> 00:57:48.000]   And we didn't announce it till after tying it to 9/11.
[00:57:48.000 --> 00:57:51.000]   So pretty big investigation.
[00:57:51.000 --> 00:57:54.000]   There's been murders involved with folks investigating this.
[00:57:54.000 --> 00:57:56.000]   So it's pretty dangerous. That's coming up in the third hour.
[00:57:57.000 --> 00:58:02.000]   Briefly, Infowars.com. We're running a bunch of specials right now.
[00:58:02.000 --> 00:58:08.000]   Some of them end obviously on October 31st like free shipping on the storable foods and 10% off.
[00:58:08.000 --> 00:58:14.000]   Free shipping on the water filters and 10% off on the new Alexa Pure systems that are so powerful.
[00:58:14.000 --> 00:58:19.000]   And also the biggest special ever on the liver cleanse.
[00:58:19.000 --> 00:58:23.000]   And that's the liver cleanse pack, the oxy powder and the liver shield.
[00:58:24.000 --> 00:58:27.000]   25% off at Infowarslife.com.
[00:58:27.000 --> 00:58:30.000]   And that's going to end next week because we're going to sell out.
[00:58:30.000 --> 00:58:34.000]   And we've got to hold some of it back because we're not getting more until next year.
[00:58:34.000 --> 00:58:40.000]   So if you want it, want to do the liver cleanse, Infowarslife.com or 888-253-3139.
[00:58:40.000 --> 00:58:42.000]   Second hour coming up.
[00:58:42.000 --> 00:58:46.000]   Visit GCNlive.com today.
[00:58:46.000 --> 00:58:53.000]   You can feel it in the air. Jack Frost is near.
[00:58:53.000 --> 00:58:57.000]   Seasons are changing and it's time to start reinforcing your body's natural defenses.
[00:58:57.000 --> 00:59:05.000]   To help you get started, we're giving you 15% off the highly rated Ancient Defense Herbal Immunity Formula at Infowarslife.com.
[00:59:05.000 --> 00:59:09.000]   That's 15% off the already low $19.95 price.
[00:59:09.000 --> 00:59:16.000]   By using our proprietary processing technique, Ancient Defense combines the power of ancient wisdom and modern science
[00:59:16.000 --> 00:59:20.000]   with a hand-selected blend of more than 14 different herbs and extracts
[00:59:21.000 --> 00:59:24.000]   such as anise, anise, elderberry, ginger root, peppermint leaf, and many others.
[00:59:24.000 --> 00:59:30.000]   It's easy to see why I take Ancient Defense during the fall and winter season and also give it to my children.
[00:59:30.000 --> 00:59:34.000]   Again, Ancient Defense at Infowarslife.com is already very affordable.
[00:59:34.000 --> 00:59:39.000]   But for a limited time, you get an additional 15% off when you visit Infowarslife.com
[00:59:39.000 --> 00:59:42.000]   and start aiding your body in its natural defense.
[00:59:42.000 --> 00:59:48.000]   Visit Infowarslife.com or call toll free 888-253-3139.
[00:59:48.000 --> 00:59:50.000]   Ancient Defense.
[00:59:52.000 --> 00:59:55.000]   You're listening to The Alex Jones Show.
[00:59:55.000 --> 01:00:07.000]   Big Brother.
[01:00:07.000 --> 01:00:08.000]   Mainstream media.
[01:00:08.000 --> 01:00:10.000]   Government cover-ups.
[01:00:10.000 --> 01:00:12.000]   You want answers?
[01:00:12.000 --> 01:00:13.000]   Well, so does he.
[01:00:13.000 --> 01:00:17.000]   He's Alex Jones on the GCN Radio Network.
[01:00:18.000 --> 01:00:22.000]   And now, live from Austin, Texas, Alex Jones.
[01:00:22.000 --> 01:00:29.000]   Alright, here's what's going to happen in this second hour.
[01:00:29.000 --> 01:00:33.000]   I'm going to open the phones up for your take on the debate last night.
[01:00:33.000 --> 01:00:37.000]   Hannity, who I disagree with sometimes, I agree with,
[01:00:37.000 --> 01:00:41.000]   says this debate will go down in history as a really bad night for the media.
[01:00:41.000 --> 01:00:44.000]   Because now the candidates are following Trump's lead
[01:00:45.000 --> 01:00:50.000]   and not groveling and soiling themselves when some arrogant nobody teleprompter reader
[01:00:50.000 --> 01:00:53.000]   goes, "Let me ask you, this question did."
[01:00:53.000 --> 01:00:57.000]   I mean, I couldn't believe these moderators.
[01:00:57.000 --> 01:01:02.000]   I mean, they came off like arrogant Muppets in a caricature from a Muppet movie.
[01:01:02.000 --> 01:01:05.000]   "So, what you going to do about this, huh?
[01:01:05.000 --> 01:01:08.000]   What do you got to say about this person?"
[01:01:08.000 --> 01:01:12.000]   And they're targeting their audience,
[01:01:13.000 --> 01:01:15.000]   who they think are a bunch of junior high level people where,
[01:01:15.000 --> 01:01:18.000]   remember the Jeb Bush plant?
[01:01:18.000 --> 01:01:21.000]   The so-called pro-lifer that gets up and goes,
[01:01:21.000 --> 01:01:24.000]   "How dare you want to tell them what to do with their uterus?
[01:01:24.000 --> 01:01:26.000]   How dare you! You claim it for women?
[01:01:26.000 --> 01:01:29.000]   You make me sick with Wonder Woman hands on hips.
[01:01:29.000 --> 01:01:31.000]   I've got a problem."
[01:01:31.000 --> 01:01:35.000]   And Trump didn't grovel to her, so it blew up in their face,
[01:01:35.000 --> 01:01:37.000]   and of course it was staged.
[01:01:37.000 --> 01:01:40.000]   Well, it's all just the same grandstanding.
[01:01:41.000 --> 01:01:43.000]   Total grandstanding.
[01:01:43.000 --> 01:01:46.000]   And that's what the police need to know when you SWAT team Amish
[01:01:46.000 --> 01:01:48.000]   because they're selling milk to their neighbors
[01:01:48.000 --> 01:01:50.000]   in a year-long sting set up,
[01:01:50.000 --> 01:01:52.000]   and you put your arms on your hips figuratively
[01:01:52.000 --> 01:01:55.000]   and have a SWAT team in a helicopter and go, go, go, go, go,
[01:01:55.000 --> 01:01:58.000]   slam them down on the ground so you can show the jury,
[01:01:58.000 --> 01:02:00.000]   who by the way, found against you,
[01:02:00.000 --> 01:02:02.000]   that see how scary they are?
[01:02:02.000 --> 01:02:05.000]   People go, "They're not scary. You SWAT teamed them
[01:02:05.000 --> 01:02:07.000]   to make it look like they were bad."
[01:02:08.000 --> 01:02:13.000]   See, once confidence is lost in the establishment,
[01:02:13.000 --> 01:02:16.000]   it's over. It's over.
[01:02:16.000 --> 01:02:20.000]   Then coming up, the article is on Infowars.com,
[01:02:20.000 --> 01:02:24.000]   it's part of a three-year investigation of Wayne Madsen.
[01:02:24.000 --> 01:02:26.000]   I asked him, I said, "Where do you want to go first?
[01:02:26.000 --> 01:02:28.000]   I want you to cover election 2016."
[01:02:28.000 --> 01:02:31.000]   He said, "Fine, but what I want to do first is,
[01:02:32.000 --> 01:02:37.000]   formally with the NSA, I want to go cover the
[01:02:37.000 --> 01:02:42.000]   military aircraft graveyard.
[01:02:42.000 --> 01:02:44.000]   There's also private aircraft out there as well.
[01:02:44.000 --> 01:02:46.000]   Down in Arizona that's so secretive,
[01:02:46.000 --> 01:02:48.000]   it has a bunch of weird airlines, covert airlines
[01:02:48.000 --> 01:02:50.000]   connected to the CIA coming out of it.
[01:02:50.000 --> 01:02:56.000]   We know a former CIA pilot, commercial pilot and author
[01:02:56.000 --> 01:02:58.000]   lived out there and was investigating
[01:02:58.000 --> 01:03:00.000]   and had a new book coming out and then of course
[01:03:01.000 --> 01:03:03.000]   killed himself and his family if you believe that.
[01:03:03.000 --> 01:03:06.000]   Well, Madsen's talked to neighbors and others
[01:03:06.000 --> 01:03:08.000]   and he's been back out there.
[01:03:08.000 --> 01:03:10.000]   This is his second time he was out there with our crew.
[01:03:10.000 --> 01:03:12.000]   He's going to be joining us.
[01:03:12.000 --> 01:03:14.000]   He now works with Infowars, for Infowars
[01:03:14.000 --> 01:03:17.000]   as a roving correspondent.
[01:03:17.000 --> 01:03:20.000]   9/11 CIA likely built remote-controlled commercial jets
[01:03:20.000 --> 01:03:22.000]   in aircraft boneyard.
[01:03:22.000 --> 01:03:24.000]   This would explain how 9/11 hijackers
[01:03:24.000 --> 01:03:27.000]   were able to fly commercial jets with little experience.
[01:03:28.000 --> 01:03:30.000]   This is just the first of a bunch of reports
[01:03:30.000 --> 01:03:32.000]   he's putting out.
