[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[37:32.000 --> 37:43.000]  Not individual. It's all in there. And the Washington Post is like, well, there's not too much gun control. It's overblown. Oh, yeah.
[37:43.000 --> 37:51.000]  And Hillary was set to sign that Friday. They've kicked the can down the road. It could be within two weeks, but they've got to do it within six months.
[37:51.000 --> 37:58.000]  The word is they'll do it after the election, sign the treaty, and they don't care if the Senate doesn't ratify. Obama is shutting down power plants everywhere.
[37:58.000 --> 38:05.000]  That's in the news, even though Congress didn't pass the law. That's in the news today. We're going to be going over it.
[38:05.000 --> 38:10.000]  Record number of coal-fired generators to be shut down in 2012.
[38:10.000 --> 38:17.000]  Well, yeah, the head of the energy department said, quote, we're going to shut down massive numbers, but only Obama's people get the waiver.
[38:17.000 --> 38:23.000]  And let me give you the really bad news, folks, because I don't just jump right into it. I want to give you the history in the backstory here.
[38:23.000 --> 38:32.000]  The UN Treaty is still going forward. They've introduced legislation. I'll give you the subsection here in a moment in the Cyber Security Act that turns over the internet,
[38:32.000 --> 38:45.000]  allows open spying without warrants, internet IDs, internet taxation, total control. And by the way, they're going to charge you just to be on the web and track you with all of it.
[38:45.000 --> 38:56.000]  Here is CBS Local out of New York. Retailers ready to force consumers to pay swipe fee for using plastic.
[38:56.000 --> 39:05.000]  You hear that? Just like Bank of America wants to charge you 5% when you use your own debit card.
[39:05.000 --> 39:11.000]  That's the problem with cashless. They track everything, and then they – that's the plan under this.
[39:11.000 --> 39:17.000]  Well, that's what they're going to do with the new internet ID that's built into all the new browsers, built into the new operating systems.
[39:17.000 --> 39:28.000]  It's here. It's happening. That's what's in all these global acts. That's what's in ACTA and SOPA and all of it, where if you've got an ISP with 100 customers or more,
[39:28.000 --> 39:37.000]  you've got to put government spy hubs in your system where they control everything just like radio stations have had to do since 96 with an EAS takeover switch.
[39:37.000 --> 39:45.000]  Now, cell phones have them breaking in with presidential forced announcements.
[39:45.000 --> 39:51.000]  Now, continuing here, ladies and gentlemen, here's the bad news.
[39:51.000 --> 39:58.000]  They know they're criminal. They know foreign six banks took over the country through fraud.
[39:58.000 --> 40:05.000]  They know they signed us onto their debt. They know they're all inches from going to prison because they know when you politically wake up,
[40:05.000 --> 40:11.000]  next you're going to take back the counties, the cities, the states. Most police are good men and women. Most are military good men and women.
[40:11.000 --> 40:16.000]  Most judges aren't even evil. They just politically don't have the courage to not stand up.
[40:16.000 --> 40:23.000]  I've talked to some high level judges, not just retired, federal and state and a lot of retired ones.
[40:23.000 --> 40:30.000]  As the moral courage intensifies, more people will step out of the shadows and they're going to have a swarming effect on them.
[40:30.000 --> 40:38.000]  So it's in the news. They're readying 30,000 armed drones against us, which will be robot and autonomous and it won't matter if the troops say no.
[40:38.000 --> 40:48.000]  So they're readying all sorts of, this is in the news now, they're readying Homeland Brigade and trying to get you all ready for it and getting ready for gun confiscation
[40:48.000 --> 40:59.000]  and bills where you're ordered to turn in all guns that are semi-auto with 10 round mags, guns that it can accept above 10 round mags.
[40:59.000 --> 41:07.000]  I told you last week, look for that to be reintroduced because they tried it last year. This time it looks like they've almost got the votes.
[41:07.000 --> 41:16.000]  Now, oh, but wait, the Republicans are going to save us, aren't they? Here's the really bad news. Again, you got to know the problem if you're going to beat it.
[41:16.000 --> 41:22.000]  Scalia opens door for gun control. We have the video clip. It's Fox News. It's up at infoawards.com.
[41:22.000 --> 41:26.000]  Drudge Report has it as their top story right under our story.
[41:26.000 --> 41:33.000]  And he came out and said, well, we did put in there that you've got a right to own guns, but that can be restricted.
[41:33.000 --> 41:39.000]  The type and place. And there you go.
[41:39.000 --> 41:47.000]  There you go, ladies and gentlemen, you can read the quote.
[41:47.000 --> 41:59.000]  The majority opinion in the landmark 2008 case of District of Columbia versus Heller stated the extent of gun ownership will have to be decided in the future.
[41:59.000 --> 42:05.000]  And he said that you couldn't really have a horrible weapon just to scare people.
[42:05.000 --> 42:15.000]  Really? I mean, that's not in the Constitution Bill of Rights. It's supposed to, the founders all said, Thomas Jefferson, when the government fears the people, there is liberty.
[42:15.000 --> 42:20.000]  When the people fear the government, there is tyranny. I mean, that's what the black uniforms are supposed to scare us.
[42:20.000 --> 42:26.000]  All the TSA is supposed to scare us. See, you're scared. Oh, but it's not just Scalia.
[42:26.000 --> 42:30.000]  Bill Kristol says ban all semi-autos. Fox News, we have the video clip.
[42:30.000 --> 42:35.000]  Bill Kristol, Democrats being foolish, not pushing tougher gun laws. Republicans would support it.
[42:35.000 --> 42:41.000]  Oh, oh, Rupert Murdoch supports a ban on all semi-autos.
[42:41.000 --> 42:49.000]  He tweeted to say it's okay to be hunting, but that you don't need something that's semi-auto.
[42:49.000 --> 42:56.000]  Oh, oh, oh. And Mitt Romney has supported assault weapons bans.
[42:56.000 --> 43:00.000]  Well, they ride back. Stay with us. They're coming after us.
[43:00.000 --> 43:04.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[43:04.000 --> 43:08.000]  Number one, new climate legislation could easily double or triple your electric bill.
[43:08.000 --> 43:14.000]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[43:14.000 --> 43:20.000]  It's true. Total government control of electricity in the name of smart grid technology is coming.
[43:20.000 --> 43:24.000]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[43:24.000 --> 43:28.000]  And now, new socialist legislation is only compounding the problem.
[43:28.000 --> 43:32.000]  Number four, dangerous weather is always a threat to local grids.
[43:32.000 --> 43:35.000]  Every year, thousands of families lose their power from weather-related onages.
[43:35.000 --> 43:40.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[43:40.000 --> 43:45.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[43:45.000 --> 43:51.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[43:51.000 --> 43:59.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[44:01.000 --> 44:05.000]  Hi, folks. This is Alex Jones. I want to tell you about the Silver Lungs Generator.
[44:05.000 --> 44:11.000]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream
[44:11.000 --> 44:14.000]  by breathing the solution through the lungs.
[44:14.000 --> 44:18.000]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[44:18.000 --> 44:25.000]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions
[44:25.000 --> 44:30.000]  and also delivers the silver nanoparticles instantly into the bloodstream
[44:30.000 --> 44:34.000]  with continued legislation threatening the sale of nano-silver products.
[44:34.000 --> 44:39.000]  You can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[44:39.000 --> 44:45.000]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[44:45.000 --> 44:52.000]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[44:52.000 --> 45:05.000]  That's www.silverlungs.com.
[45:22.000 --> 45:32.000]  This is the Silver Lungs Generator.
[45:52.000 --> 46:06.000]  Hi, this is Alex Jones. Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[46:06.000 --> 46:11.000]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[46:11.000 --> 46:17.000]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible that could even happen again.
[46:17.000 --> 46:22.000]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[46:22.000 --> 46:29.000]  They call it a survival seed bank, and it can produce an endless supply of nutrient dense food for you and your family.
[46:29.000 --> 46:33.000]  And here's the best part, these seeds have not been genetically modified in any way,
[46:33.000 --> 46:37.000]  and you actually get enough seeds to plant a full acre crisis garden.
[46:37.000 --> 46:40.000]  So visit them today at www.survivalseedbank.com.
[46:40.000 --> 46:47.000]  Or give them a call at 877-327-0365.
[46:47.000 --> 46:51.000]  That's 877-327-0365.
[46:51.000 --> 46:56.000]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[46:56.000 --> 47:10.000]  This is Alex Jones for survivalseedbank.com.
[47:26.000 --> 47:33.000]  The funny thing about the Second Amendment is you'll only need to use it when you need to use it.
[47:33.000 --> 47:35.000]  You'll only think about it when things get tough.
[47:35.000 --> 47:42.000]  When a foreign, corporate, or military interest comes and takes over and wants to convert you to slavery, they're going to come after it.
[47:42.000 --> 47:48.000]  It's very, very simple.
[47:48.000 --> 47:55.000]  I crank this up right here.
[47:55.000 --> 47:58.000]  You better stand.
[47:58.000 --> 48:01.000]  The bugle sounds. The charge begins.
[48:01.000 --> 48:06.000]  But on this battlefield, no one wins.
[48:06.000 --> 48:12.000]  That is a perfect intro right there. I didn't even mean for that to happen.
[48:12.000 --> 48:15.000]  Free men and women are armed. Slaves are disarmed.
[48:15.000 --> 48:20.000]  And if you want to live under a horrible, globalist, national health service system,
[48:20.000 --> 48:25.000]  turn your guns in and enjoy the slums that then pour out of it like Chicago and New York.
[48:25.000 --> 48:32.000]  But here's the big issue. Government is arming itself all over the world to the teeth against the people.
[48:32.000 --> 48:36.000]  The kleptocratic criminal nature is getting more intense.
[48:36.000 --> 48:50.000]  Charity is going to seed. It's waxing. And there, you know, 40-something billion to build 30,000 drones and mount them with shotguns and tear gas.
[48:50.000 --> 48:57.000]  Homeland security is buying riot gear everywhere, building armored bunkers, telling police get ready for civil war.
[48:57.000 --> 49:02.000]  And acting like they didn't engineer the economic collapse they know that's coming.
[49:02.000 --> 49:08.000]  This is the big takeover. And then right on time, they have a mass shooting.
[49:08.000 --> 49:11.000]  It's as funny as the $3 bill, and they want our guns.
[49:11.000 --> 49:21.000]  And outcomes, Bill Crystal outcomes, all these Fox News people outcomes, Scalia.
[49:21.000 --> 49:27.000]  And they say, hey, we need to, you know what, we can, there's going to be some challenges.
[49:27.000 --> 49:29.000]  Get ready and we can restrict your guns.
[49:29.000 --> 49:37.000]  You've got a right to turn your guns in. The Second Amendment means you've got a right to have a flintlock.
[49:37.000 --> 49:43.000]  And that's what we played the clubs earlier in the week. That's what, I mean, perfect image.
[49:43.000 --> 49:47.000]  You've got this red coat, this foreigner. And again, the British people are great people.
[49:47.000 --> 49:49.000]  That's where my ancestors, a lot of them come from.
[49:49.000 --> 49:58.000]  But you've got this globalist person, you know, this from Europe, from England, Piers Morgan on there saying we should turn our guns in.
[49:58.000 --> 50:02.000]  Bloomberg saying police should stand down. Good, stand down.
[50:02.000 --> 50:05.000]  The cities where there's no guns will burn in days.
[50:05.000 --> 50:08.000]  Places where there are guns will have law and order.
[50:08.000 --> 50:14.000]  Fix our problems, Bloomberg. Let your giant criminal mass that votes for you burn your city down.
[50:14.000 --> 50:18.000]  Maybe you'll get out and loot some yourself being a little globalist.
[50:18.000 --> 50:22.000]  I call your bluff scumbag. I pointed out it's illegal.
[50:22.000 --> 50:28.000]  And it came out, of course, later that it was illegal to tell police to strike, telling air traffic controllers to strike.
[50:28.000 --> 50:34.000]  But he's a globalist. That's what he is. He wants to tell you what to eat and drink and wear and do.
[50:34.000 --> 50:39.000]  They want to run your life. They want the monopoly of force. They don't like America.
[50:39.000 --> 50:42.000]  If you don't like people with guns, get out of the country.
[50:42.000 --> 50:46.000]  And they're always, let's ban these semi-auto. Let's, let's, that's most guns.
[50:46.000 --> 50:50.000]  Let's ban these assault rifles. Most people don't use assault rifles, folks.
[50:50.000 --> 50:53.000]  They use shotguns or handguns.
[50:53.000 --> 50:57.000]  And so what? That's what a criminal does.
[50:57.000 --> 51:03.000]  Homeland Security last week put out a public service announcement on YouTube of how to deal with a theater attack.
[51:03.000 --> 51:08.000]  It said run. It said freeze. It said hide. We wrote an article about it.
[51:08.000 --> 51:17.000]  But nowhere did it say have a gun. It said maybe use an improvised weapon, you know, guy grabbing at a, at a fire extinguisher.
[51:17.000 --> 51:23.000]  Yes. Yes. Let's, let's have that. All these horror movies where the one killer with a knife is killing dozens of people.
[51:23.000 --> 51:34.000]  Nobody's got a gun. That doesn't fly in places where we haven't been castrated and turned into little minions of the total state.
[51:34.000 --> 51:39.000]  So let me go over it. Democrat senators offer gun control amendment for cyber security bill.
[51:39.000 --> 51:45.000]  And it bans. They call it reasonable measures.
[51:45.000 --> 51:50.000]  Large capacity feeding devices. And they call that anything over 10 rounds.
[51:50.000 --> 51:59.000]  The way the bill reads, I have the full text right here. It bans all shimmy auto that are bottom loading.
[51:59.000 --> 52:04.000]  Or any other feeding device. And it openly says any clips over 10 rounds banned.
[52:04.000 --> 52:14.000]  And it says possession or possess large capacity feeding devices such as gun magazines, belts, feed strips and drums are more than 10 rounds.
[52:14.000 --> 52:21.000]  Banned, banned. I'm going to say that again. Possession. We don't just mean they banned the importation.
[52:21.000 --> 52:26.000]  You can't buy it anymore. Banned, banned, banned, banned, banned.
[52:26.000 --> 52:32.000]  Say it again. Oh, oh, but all week. Oh, there's no gun control. We're not bringing legislation forward.
[52:32.000 --> 52:38.000]  Oh, Obama's not going to sign the NDAA to secretly arrest us and basically set up martial law.
[52:38.000 --> 52:43.000]  Then turns out he demanded it be wrote. Then when there was opposition, he said, don't worry, I'll veto it to kill opposition.
[52:43.000 --> 52:50.000]  Then he signed it the 31st of last year. New Year's Eve. It's all deception, ladies and gentlemen.
[52:50.000 --> 52:57.000]  I know their tricks. So when they start coming out and saying we've won the Second Amendment, yeah, we've won in the hearts and minds.
[52:57.000 --> 53:02.000]  These people don't care about our hearts and minds. I mean, they do care. They want to grind them in.
[53:02.000 --> 53:10.000]  They know we're waking up to them. They're going to stage all sorts of stuff.
[53:10.000 --> 53:13.000]  They're going to pull out the stops. You better be ready because it's on.
[53:13.000 --> 53:19.000]  They can't implode us and bring us into a total global depression like Greece and Spain and other areas and consolidate everything
[53:19.000 --> 53:24.000]  as they brag they're going to do if we're standing in their way. They've got to get our guns.
[53:24.000 --> 53:31.000]  And so now suddenly they've got all these top Republicans, Bill Crystal, Rupert Murdoch.
[53:31.000 --> 53:36.000]  I mean, they're everywhere going, it's reasonable to ban anything semi-auto. You don't need that for hunting.
[53:36.000 --> 53:45.000]  The same talking point. They're showing their colors because folks, they're all going to jail.
[53:45.000 --> 53:51.000]  The globalists, if they don't get our guns and bring in martial law, they're going to all go to jail.
[53:51.000 --> 53:58.000]  These guys all make Bernie Madoff and Ken Lay look like perfect, valovictorian choir boys, literally.
[53:58.000 --> 54:07.000]  I mean, I had a guest on a reporter on investigative journalist on just Friday breaking down how it was the law firm of the attorney general
[54:07.000 --> 54:15.000]  that helped get rid of Glass-Steagall and set up mirrors so they could take houses they've never even had the deed to and that were paid for.
[54:15.000 --> 54:21.000]  The same folks that ship guns into Mexico to blame the Second Amendment. There's nothing they won't do.
[54:21.000 --> 54:28.000]  We've got real criminals in control. And again, Mitt Romney's bought and paid for by the same people.
[54:28.000 --> 54:32.000]  So you're going to see the Republican leadership line up now because the tipping point's here.
[54:32.000 --> 54:38.000]  America, the sleeping giant is getting up and is starting to fully wake up and get angry.
[54:38.000 --> 54:43.000]  See, the sleeping giant was, first we had to get the giant awake, then we had to get coffee in him, get him up,
[54:43.000 --> 54:48.000]  and now I'm sitting there going, hey, hey, hey, yeah, yeah, you see that?
[54:48.000 --> 54:57.000]  Now, what are you going to do? And I need to hear it's a clobbered time in the Info War or it's going to be a physical war for our own survival.
[54:57.000 --> 55:05.000]  You better decide what side you're on, folks. I'm going to take you out with Larry Pratt of Governors of America Friday on Info Wars Nightly News.
[55:05.000 --> 55:12.000]  The full interview is up at infowars.com. Here he is talking about the government staging the shooting in Colorado.
[55:12.000 --> 55:13.000]  Here it is.
[55:13.000 --> 55:20.000]  A week later in the aftermath, what is the intel you've got on this shooting in Colorado? Am I wrong for being suspicious?
[55:20.000 --> 55:28.000]  I don't think you're wrong. I would have disagreed with you before Fast and Furious because I never, in my wildest fears,
[55:28.000 --> 55:38.000]  would have thought that our government would actually premeditatedly kill some 400 Mexicans that have been murdered and a couple of our U.S. agents.
[55:38.000 --> 55:52.000]  So after we caught them planning premeditatedly for a program that would get people murdered, one of the whistleblowers submitted a report on weekly briefings at ATF.
[55:52.000 --> 56:01.000]  And when the head of the ATF at the time would be given the increase in body counts in Mexico, he would say things like, good, the program is working.
[56:01.000 --> 56:09.000]  Well, so this was no mistake. This was not a sting operation gone bad. This was premeditated murder.
[56:09.000 --> 56:18.000]  Well, if our government would do that, then even though I think the evil of the human heart is sufficient to account for somebody that wants to go and shoot people at random,
[56:18.000 --> 56:25.000]  we've had, since we've been keeping records in this country, this has happened every few years since the 1870s.
[56:25.000 --> 56:31.000]  20, 30 people being murdered at a time, by the way, long before semi-automatics were available to people.
[56:31.000 --> 56:42.000]  So this is what human beings are capable of. And now we have to admit that maybe this is something that our government is capable of,
[56:42.000 --> 56:48.000]  because this is only 12 people murdered. They were good for 400 in Fast and Furious.
[56:48.000 --> 56:58.000]  All right. Well said. Well said, Larry Prepp. And remember, this so-called government, the criminal shadow military industrial complex that Eisenhower warned us about,
[56:58.000 --> 57:12.000]  not the military, the complex, the foreign complex, the banking complex, they have killed thousands of U.S. troops and over 4,000 foster children in just one radiological program.
[57:12.000 --> 57:18.000]  Go look at the Department of Energy about the secret nuclear testing program, radiological programs.
[57:18.000 --> 57:23.000]  They've killed thousands of U.S. children in vaccine trials, knowing it would kill them.
[57:23.000 --> 57:30.000]  Look up lethal nerve gas tests on U.S. soldiers. Tens of thousands sprayed, hundreds died we know of.
[57:30.000 --> 57:37.000]  So we have a so-called government that will murder our own troops and children to test things on them.
[57:37.000 --> 57:42.000]  They're testing cadres of doctors. They're not even testing to see if Sarin will kill you.
[57:42.000 --> 58:08.000]  They're creating an army of pure evil. We'll be right back.
[58:12.000 --> 58:15.000]  30-day supply of e-foods, quick fix, easy to store food.
[58:15.000 --> 58:20.000]  For example, purchase a one-year supply and get five Patriot packs, which is five months of food free.
[58:20.000 --> 58:24.000]  Use the extra food for everyday use and save hundreds off your grocery bill.
[58:24.000 --> 58:29.000]  Give your free Patriot pack as a gift to a friend or relative, or simply add more food to your long-term supply for free.
[58:29.000 --> 58:36.000]  Call 800-409-5633 or at e-foodsdirect.com-slash-alex and get your free Patriot pack with purchase.
[58:36.000 --> 58:42.000]  Standing by, call 800-409-5633 or at e-foodsdirect.com-slash-alex.
[58:42.000 --> 58:45.000]  E-foods is so affordable, the more you store and eat, the more you save.
[58:45.000 --> 59:14.000]  E-foodsdirect.com-slash-alex or call 800-409-5633 right now.
[59:16.000 --> 59:23.000]  The survival seed vault from mypatriotsupply.com includes detailed planting and seed-saving instructions and ships same day.
[59:23.000 --> 59:26.000]  Plus, all orders over $49 ship-free.
[59:26.000 --> 59:30.000]  Mypatriotsupply.com is American-owned by patriots like you.
[59:30.000 --> 59:32.000]  Passionate about freedom and preparedness.
[59:32.000 --> 59:44.000]  Call now 866-2290-927 or discover more emergency preparedness items when you order at mypatriotsupply.com.
[59:44.000 --> 59:50.000]  Choose the original. Choose the survival seed vault at mypatriotsupply.com.
[59:50.000 --> 59:54.000]  Coast to coast, direct from Austin.
[59:54.000 --> 01:00:00.000]  You're listening to the Alex Jones Broadcasting Network.
[01:00:00.000 --> 01:00:08.000]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:08.000 --> 01:00:15.000]  It's Alex Jones and the GCN Radio Network.
[01:00:15.000 --> 01:00:21.000]  All right, I'm going to give the number out right now.
[01:00:21.000 --> 01:00:25.000]  And I want to get your take on all these Republicans. That's what we're taking calls on.
[01:00:25.000 --> 01:00:31.000]  We don't screen your calls, but occasionally I say this is the topic.
[01:00:31.000 --> 01:00:37.000]  And so I don't want to talk about Nibiru. I don't want to talk about Easter bunnies right now.
[01:00:37.000 --> 01:00:45.000]  I want to talk about the fact that they've introduced legislation, a bill that's very close to passing, the Cyber Security Act,
[01:00:45.000 --> 01:00:48.000]  because I've read the bill. The media isn't even analyzing this right.
[01:00:48.000 --> 01:00:53.000]  It says it bans all 10-round mags and above. No, no. It bans guns that can take them.
[01:00:53.000 --> 01:00:57.000]  And I've read the comment period on this last year when they tried it again,
[01:00:57.000 --> 01:01:06.000]  where they said, you know, they're going to ban most shotguns that could take any type of feed, any type of, you know, multiple round cartridge.
[01:01:06.000 --> 01:01:14.000]  I mean, it's on. And by the way, they haven't killed the U.N. tree either.
[01:01:14.000 --> 01:01:24.000]  Let me give you the number. 877-789-Alex, 877-789-2539, 877-789-2539.
[01:01:24.000 --> 01:01:31.000]  But Republicans are coming out of the woodwork saying,
[01:01:31.000 --> 01:01:36.000]  hey, we're not going to oppose you if you want to ban semi-autos. That's completely reasonable.
[01:01:36.000 --> 01:01:41.000]  Folks, they're not just talking about banning more manufacturer.
[01:01:41.000 --> 01:01:47.000]  And then we always do it with lead. No, no. They're like, skip all those. We're just going to ban your semi-auto.
[01:01:47.000 --> 01:01:52.000]  Australia did that. And then said, now we're going to register the single shot, sort of taking those.
[01:01:52.000 --> 01:01:57.000]  I mean, ladies and gentlemen, we're in deep trouble.
[01:01:57.000 --> 01:02:02.000]  And I've told you the whole Homeland Security rollout is for martial law on the streets, checkpoints everywhere.
[01:02:02.000 --> 01:02:05.000]  That's being announced. And they are going to send cops and military.
[01:02:05.000 --> 01:02:08.000]  If they think they can get away with it, try to take our guns.
[01:02:08.000 --> 01:02:12.000]  And again, let me just tell the police and military the plan here.
[01:02:12.000 --> 01:02:17.000]  This is meant to cause a civil war.
[01:02:17.000 --> 01:02:20.000]  That's why they're telling you the last five, six years and accelerating.
[01:02:20.000 --> 01:02:24.000]  You will soon be at war with the veterans. They are going to attack you.
[01:02:24.000 --> 01:02:28.000]  Every police department's been told you will be attacked by veterans.
[01:02:28.000 --> 01:02:31.000]  They will attack. Well, you bet they're going to attack you.
[01:02:31.000 --> 01:02:34.000]  They're not going to wait in their house for you to come get their guns.
[01:02:34.000 --> 01:02:41.000]  Once it starts, if you're part of a department or you're part of a military group that is anywhere trying to take guns,
[01:02:41.000 --> 01:02:44.000]  people, you're going to be able to sneak up on the first few groups.
[01:02:44.000 --> 01:02:47.000]  It doesn't matter how much communications you clamp down.
[01:02:47.000 --> 01:02:53.000]  The word is going to get out and people are going to start pulling triggers when they see you.
[01:02:53.000 --> 01:02:55.000]  Okay, and they're going to be waiting for you.
[01:02:55.000 --> 01:02:57.000]  They're not going to be dead enders in their houses.
[01:02:57.000 --> 01:02:59.000]  And I don't want that to happen.
[01:02:59.000 --> 01:03:04.000]  I don't have some macho impetus to, oh yeah, the civil war will soon start.
[01:03:04.000 --> 01:03:07.000]  We'll show you no, no, no, no, no.
[01:03:07.000 --> 01:03:13.000]  On this battlefield, no one wins except the offshore bankers laughing.
[01:03:13.000 --> 01:03:15.000]  And by the way, don't think they won't launch all this.
[01:03:15.000 --> 01:03:18.000]  Folks, they're getting ready to start war with Iran and Syria.
[01:03:18.000 --> 01:03:19.000]  Physical war.
[01:03:19.000 --> 01:03:21.000]  Russia's threatening to retaliate.
[01:03:21.000 --> 01:03:24.000]  Russian ships keep getting stopped trying to go to Syria.
[01:03:24.000 --> 01:03:27.000]  They've now got them escorted by missile cruisers,
[01:03:27.000 --> 01:03:30.000]  and they say they're going to attack the ships if they get messed with.
[01:03:30.000 --> 01:03:32.000]  I mean, this is all down to the wire.
[01:03:32.000 --> 01:03:36.000]  And the global bankers, they know we'll get patriotic and rally around the country
[01:03:36.000 --> 01:03:38.000]  if they get us in a big war.
[01:03:38.000 --> 01:03:43.000]  And they hate us so much they're willing to get into fight with the Ruskies or the Iranians
[01:03:43.000 --> 01:03:48.000]  just so they can stage terror attacks here and say the Russians did it and take our rights.
[01:03:48.000 --> 01:03:51.000]  And say anybody that didn't want to turn their guns in is with the Russians.
[01:03:51.000 --> 01:03:54.000]  And if you don't think they're, folks, I've got their whole plan down.
[01:03:54.000 --> 01:03:57.000]  It's so dastardly, it makes my head spin.
[01:03:57.000 --> 01:03:59.000]  It makes me want to throw up.
[01:03:59.000 --> 01:04:02.000]  Every time I look at my innocent children, I look at everybody else who's innocent.
[01:04:02.000 --> 01:04:04.000]  I just, I look at adults who are innocent.
[01:04:04.000 --> 01:04:09.000]  And I'm like, they have no idea this wonderful society all we've built, all the good.
[01:04:09.000 --> 01:04:11.000]  There's a lot of good left in America.
[01:04:11.000 --> 01:04:15.000]  It's all about to go in the fire, just like Russia or China.
[01:04:15.000 --> 01:04:18.000]  Folks, we're about to get hammered hard.
[01:04:18.000 --> 01:04:21.000]  If you think they care that there's going to be hundreds of thousands,
[01:04:21.000 --> 01:04:24.000]  and I mean hundreds of thousands of dead cops if this goes through.
[01:04:24.000 --> 01:04:25.000]  They love that.
[01:04:25.000 --> 01:04:27.000]  They want to bring in I-4 troops.
[01:04:27.000 --> 01:04:29.000]  It's why they've been training forever to bring in foreign troops.
[01:04:29.000 --> 01:04:31.000]  And don't say you weren't warned.
[01:04:31.000 --> 01:04:36.000]  I'm risking my life here to try to save American lives, police, military, you name it.
[01:04:36.000 --> 01:04:37.000]  This is not a game.
[01:04:37.000 --> 01:04:40.000]  And you know why you got chills right now, police officers listening?
[01:04:40.000 --> 01:04:41.000]  I know you do.
[01:04:41.000 --> 01:04:42.000]  Because I got them too.
[01:04:42.000 --> 01:04:46.000]  Because you know truth when you hear it, and you know survival when you hear it.
[01:04:46.000 --> 01:04:51.000]  We cannot be this stupid so these people can have their way.
[01:04:51.000 --> 01:04:55.000]  Ah, our country's been infiltrated.
[01:04:55.000 --> 01:04:57.000]  Wake up, defend it.
[01:04:57.000 --> 01:04:59.000]  It's sophisticated, but we can beat it.
[01:04:59.000 --> 01:05:02.000]  Alex Jones here with a very important announcement for truth seekers.
[01:05:02.000 --> 01:05:05.000]  We've carried a lot of amazing films and books over the years
[01:05:05.000 --> 01:05:08.000]  on the online video bookstore at infowords.com.
[01:05:08.000 --> 01:05:15.000]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[01:05:15.000 --> 01:05:20.000]  And that's Dreams From My Real Father by Joel Gilbert, available at infowords.com.
[01:05:20.000 --> 01:05:24.000]  This film exposes the fraud that Obama is like nothing I've seen.
[01:05:24.000 --> 01:05:28.000]  If you want to know who Obama's real daddy is, this is the film for you.
[01:05:28.000 --> 01:05:33.000]  Don't forget, your purchase supports our broadcast and our growing media network.
[01:05:33.000 --> 01:05:38.000]  You'll also find it at infowordshop.com. None dare call a conspiracy by Gary Allen,
[01:05:38.000 --> 01:05:39.000]  the book that woke me up.
[01:05:39.000 --> 01:05:44.000]  We're also carrying behind the green mask, You In Agenda 21 by Rosa Corey.
[01:05:44.000 --> 01:05:47.000]  This book is coffin nails to the globalist takeover.
[01:05:47.000 --> 01:05:51.000]  The Greater Good, the most professional and up-to-date film I've ever seen
[01:05:51.000 --> 01:05:54.000]  exposing the scourge that is vaccines.
[01:05:54.000 --> 01:06:03.000]  These titles and a lot more are all available at infowordshop.com.
[01:06:24.000 --> 01:06:36.000]  I want to go to a bunch of calls because then I've got to do a review of the Olympic opening ceremony.
[01:06:36.000 --> 01:06:44.000]  That was subliminal messages, pyramids, women and men kissing.
[01:06:44.000 --> 01:06:46.000]  And we had to turn it off.
[01:06:46.000 --> 01:06:50.000]  I mean, I cannot let my four-year-old watch that.
[01:06:50.000 --> 01:06:52.000]  And so I'm calling for a boycott of the Olympics.
[01:06:52.000 --> 01:06:55.000]  I don't need to hear how great social health care is.
[01:06:55.000 --> 01:06:57.000]  I don't need to see women kissing.
[01:06:57.000 --> 01:07:03.000]  I just want my children to chase butterflies outside.
[01:07:03.000 --> 01:07:07.000]  And you know, when they grow up and get out of high school, whatever,
[01:07:07.000 --> 01:07:11.000]  I want them to go and bring me some grandkids, get married and have a good life.
[01:07:11.000 --> 01:07:15.000]  I don't want them screwed up by your culture.
[01:07:15.000 --> 01:07:25.000]  Very offensive, and again, folks, I am a media person, shelf-taught, 19 years, 17 years on air.
