[00:00.000 --> 00:18.400]  Infowars, tomorrow's news, today.
[41:00.800 --> 41:03.600]  And now it's all out in the open.
[41:03.600 --> 41:15.360]  But don't worry, Wikipedia has come out and said it doesn't exist.
[41:15.360 --> 41:19.200]  And Twitter has come out and said, oh, you're seeing New World Order.
[41:19.200 --> 41:20.200]  She doesn't mean that.
[41:20.200 --> 41:21.200]  She just means a new system.
[41:21.200 --> 41:24.520]  Yeah, well, you're locked in your house and you got to have an app to leave your house
[41:24.520 --> 41:27.440]  and you're going to be put in a camp if you don't take these deadly shots that don't work
[41:27.440 --> 41:28.440]  in her poisonous.
[41:28.440 --> 41:32.280]  I mean, just everything we said, because that was the plan, that's an operation lockstep
[41:32.280 --> 41:35.120]  and all their other damn documents before lockstep came out.
[41:35.120 --> 41:37.640]  I'm in a film called in game that has it all.
[41:37.640 --> 41:41.480]  And yes, the way the Internet's censoring everything, everybody should get a hard copy
[41:41.480 --> 41:42.480]  of it for 995.
[41:42.480 --> 41:44.680]  We got them in stock right now and it supports the broadcast.
[41:44.680 --> 41:46.280]  It's got a bunch of extras.
[41:46.280 --> 41:50.600]  The film is more important than when I made it 14 years ago.
[41:50.600 --> 41:55.520]  It's an infowarstore.com made right here in America, printed in Chicago, ready to ship
[41:55.520 --> 41:58.000]  to you right now in the blueprint for global enslavement.
[41:58.000 --> 42:02.400]  Get it, make copies and share it because it's all happened.
[42:02.400 --> 42:03.400]  And let's go.
[42:03.400 --> 42:10.000]  By the way, each one gets 10 free bumper stickers like vaccineskillinfowars.com, COVID-19 is
[42:10.000 --> 42:13.200]  a hoax and I'm talking about the whole system, not the virus itself.
[42:13.200 --> 42:18.040]  Arrest Bill Gates, arrest Fauci, legalized freedom, Alex Jones was right.
[42:18.040 --> 42:19.040]  Freedom lives.
[42:19.040 --> 42:27.760]  And there's even more stickers get thrown in there, 100% reviews on the film, 4.9 infowarstore.com
[42:27.760 --> 42:32.240]  and vitamin mineral fusion is going to sell out by Monday or Tuesday.
[42:32.240 --> 42:36.960]  But despite that, I'm keeping it on sale at 33% off.
[42:36.960 --> 42:41.000]  So get it, all the vitamins, all the central minerals, a bunch of key amino acids that
[42:41.000 --> 42:45.280]  taste great, fruit punch, all natural, great for adults, great for children, really important
[42:45.280 --> 42:48.920]  for old folks, vitamin mineral fusion, selling out infowarstore.com.
[42:48.920 --> 42:49.920]  Please keep us on air.
[42:49.920 --> 42:51.320]  Our work is absolutely critical.
[42:51.320 --> 43:00.160]  It is through our five senses that we are kept fascinated and hypnotized by the lies
[43:00.160 --> 43:01.160]  we are told.
[43:01.160 --> 43:06.560]  And the only way to see through this illusion is with our higher senses, which is why fluoridated
[43:06.560 --> 43:08.800]  water is a big problem.
[43:08.800 --> 43:13.560]  Consuming too much fluoride forms phosphate crystals around the pineal gland and shuts
[43:13.560 --> 43:18.760]  down its natural functions, natural functions which have been known for millennia.
[43:18.760 --> 43:21.480]  The Hindu chakras align with the endocrine system.
[43:21.480 --> 43:25.200]  The chakra aligned with the pineal gland is the third eye.
[43:25.200 --> 43:30.080]  Also described as the seat of the soul, the pineal gland is what connects us to higher
[43:30.080 --> 43:35.440]  levels of consciousness and otherwise unseen dimensions of reality.
[43:35.440 --> 43:40.120]  Fluoride free water is essential to keeping our pineal gland healthy.
[43:40.120 --> 43:45.440]  Our water filtration systems with the proper filters will keep your drinking water fluoride
[43:45.440 --> 43:49.200]  free and the propure shower head will seal the deal.
[43:49.200 --> 43:54.640]  Get them both today for yourself or a friend at infowarstore.com.
[43:54.640 --> 43:59.440]  I've been fighting as hard as I can for almost 28 years against the globalist.
[43:59.440 --> 44:01.480]  I wanted to stop their agenda.
[44:01.480 --> 44:07.160]  I wanted to wake up the world and stop them dead in their tracks before they went operational.
[44:07.160 --> 44:08.160]  But we failed.
[44:08.160 --> 44:09.560]  Yes, a lot of people are awake.
[44:09.560 --> 44:11.800]  Yes, we're not getting caught flat footed.
[44:11.800 --> 44:17.760]  But they are going ahead with their full operational deindustrialization, great reset.
[44:17.760 --> 44:22.040]  And that's why it's more important than ever that all viewers and all listeners tell everybody
[44:22.040 --> 44:26.640]  they know about the show because people are ready to wake up and ready to hear the truth.
[44:26.640 --> 44:29.520]  So we've got an information warfare of the enemy and trying to stop their agenda.
[44:29.520 --> 44:31.640]  But we've also got to get personally prepared.
[44:31.640 --> 44:34.480]  And one of the number one things to do is high quality, storeable food.
[44:34.480 --> 44:39.440]  We've got the best food, ready to ship at very affordable prices at infowarstore.com.
[44:39.440 --> 44:43.480]  So whether it's a month or a six month or a year supply or specialty diets, it's ready
[44:43.480 --> 44:44.880]  to ship right now.
[44:44.880 --> 44:49.960]  Lock your orders in before food prices go up and before there are long lines and waits.
[44:49.960 --> 44:52.240]  Because believe me, serious times are coming.
[44:52.240 --> 44:57.720]  Get ready at infowarstore.com.
[44:57.720 --> 45:00.560]  This headline is not a joke.
[45:00.560 --> 45:05.120]  This is America in September of 2020.
[45:05.120 --> 45:12.240]  T.C. Court sends man to jail for watching conspiracy theory videos online.
[45:12.240 --> 45:20.920]  Yes, it says the police did a spot check for quote compliance at his home and found him
[45:20.920 --> 45:30.080]  in his garage watching rumble social media site, which they say is a conspiracy site.
[45:30.080 --> 45:35.200]  Also he admitted to watching Mike Lindell's three day cyber symposium.
[45:35.200 --> 45:37.640]  Yes, it was part of the conditions of his bail.
[45:37.640 --> 45:43.160]  The judge said he could not look at any videos questioning the election.
[45:43.160 --> 45:44.160]  No joke.
[45:44.160 --> 45:47.720]  And so they sent the stars into his house and caught him doing it.
[45:47.720 --> 45:50.840]  So now he's going into solitary confinement.
[45:50.840 --> 45:51.920]  Communism has come to America.
[45:51.920 --> 45:55.520]  The republic has fallen.
[45:55.520 --> 45:57.960]  The world is awakening.
[45:57.960 --> 46:01.480]  The world is beginning to understand the globalist paradigm.
[46:01.480 --> 46:06.800]  They are discovering the globalist, the elites, the manipulation, the CFR, the trilateral
[46:06.800 --> 46:12.760]  commission, the Bilderberg group, the Bohemian Grove, the club of Rome.
[46:12.760 --> 46:17.920]  And so even though it seems like the globalists are winning, the truth is they've had to
[46:17.920 --> 46:22.520]  come out in the open to attack human freedom because they're actually losing.
[46:22.520 --> 46:25.640]  We have forced them out in the open.
[46:25.640 --> 46:29.840]  So as bad as these times are, and a lot of negative things are about to happen, realize
[46:29.840 --> 46:31.480]  humanity is winning.
[46:31.480 --> 46:36.600]  You've got to trust in the plan of God and trust in the plan of God's justice.
[46:36.600 --> 46:38.040]  That is invincible.
[46:38.040 --> 46:41.360]  That is ethereal, timeless, and unstoppable.
[46:41.360 --> 46:46.240]  So don't trust in man, trust in God, to lead God and direct your soul, and then take action
[46:46.240 --> 46:50.160]  against the globalists and realize you've got my commitment from Alex Jones and my crew
[46:50.160 --> 46:51.160]  to you.
[46:51.160 --> 46:58.360]  We will never back down from the globalist and we will never surrender.
[46:58.360 --> 47:10.320]  You're listening to the Alex Jones Show.
[47:10.320 --> 47:14.880]  The way trauma-based mind control works is you apply the pressure and say give up your
[47:14.880 --> 47:18.680]  rights and release part of the pressure, but then squeeze down even harder and say now
[47:18.680 --> 47:21.360]  give up even more rights.
[47:21.360 --> 47:25.120]  By the time you've done it about 10 times, the people will blow their own heads off of
[47:25.120 --> 47:27.120]  order to do so.
[47:27.120 --> 47:29.400]  This is total enslavement.
[47:29.400 --> 47:31.520]  You are the resistance.
[47:31.520 --> 47:32.520]  Prepare yourselves.
[47:32.520 --> 47:36.520]  On the lines of the Information War, it's Alex Jones.
[47:36.520 --> 47:49.440]  What we are looking at is good and evil, right and wrong.
[47:49.440 --> 47:50.440]  A new world order.
[47:50.440 --> 47:51.440]  A new world order.
[47:51.440 --> 48:04.120]  The ministry led a year of Bush senior making that speech in 1990, came out with his song.
[48:04.120 --> 48:10.280]  So now let's hear from George Bush Sr. from the grave with Rockefeller protege in his
[48:10.280 --> 48:11.280]  own words.
[48:11.280 --> 48:15.720]  Then we'll hear from Aussie public health chief says COVID contact tracing is part of
[48:15.720 --> 48:18.000]  the new world order.
[48:18.000 --> 48:24.160]  That's Dr. Kerry Chant, who looks like a psychotic daemon, but her actions are psychotic.
[48:24.160 --> 48:26.720]  But don't worry Wikipedia in the New York Times says it doesn't exist.
[48:26.720 --> 48:31.120]  You know, it's a conspiracy of a world government medical tyranny using viruses to take control
[48:31.120 --> 48:32.720]  and total surveillance.
[48:32.720 --> 48:37.840]  And then she's saying we're going to lock you in your houses in another club and the
[48:37.840 --> 48:41.640]  leaders are saying that same things about to be announced basically by Biden.
[48:41.640 --> 48:43.160]  It's already been done in Europe.
[48:43.160 --> 48:48.240]  But don't worry Twitter and Facebook are putting alerts up when you share her video saying
[48:48.240 --> 48:51.160]  this is not the new world order that Alex Jones talks about.
[48:51.160 --> 48:52.960]  No, no, she just means a new system.
[48:52.960 --> 48:56.720]  Oh, we're your total slave.
[48:56.720 --> 49:04.080]  So let's go ahead and play Bush Sr. and her and then lightfoot saying you must pledge
[49:04.080 --> 49:06.560]  allegiance to the new world order.
[49:06.560 --> 49:07.560]  She gets a haircut.
[49:07.560 --> 49:08.560]  You don't.
[49:08.560 --> 49:09.560]  She lives in a nice house.
[49:09.560 --> 49:11.000]  You don't.
[49:11.000 --> 49:12.080]  You get starved to death.
[49:12.080 --> 49:13.080]  She doesn't.
[49:13.080 --> 49:14.160]  Walmart stays open.
[49:14.160 --> 49:15.640]  You're small five and dime shots.
[49:15.640 --> 49:16.640]  She outworks.
[49:16.640 --> 49:19.080]  Here it is of its founders.
[49:19.080 --> 49:25.120]  We have before us the opportunity to forge for ourselves and for future generations a
[49:25.120 --> 49:31.640]  new world order, a world where the rule of law, not the law of the jungle, governs the
[49:31.640 --> 49:34.280]  conduct of nations.
[49:34.280 --> 49:40.520]  When we are successful and we will be, we have a real chance at this new world order
[49:40.520 --> 49:46.520]  in order in which a credible United Nations can use its peacekeeping role to fulfill the
[49:46.520 --> 49:49.480]  promise and vision of the U.N.'s founders.
[49:49.480 --> 49:55.840]  We'll expo just like we put back in place, especially with reopening and people going
[49:55.840 --> 50:00.080]  back to potting stuff because our exposure sites still, will they be put back in place
[50:00.080 --> 50:04.120]  to be enlisted once we are reopening because they're not at the moment?
[50:04.120 --> 50:09.080]  We will be looking at what contact tracing looks like in the new world order.
[50:09.080 --> 50:13.520]  And yes, it will be clubs and clubs and other things if we have a positive case there.
[50:13.520 --> 50:17.120]  Our response may be differently, different if we know that people are fully vaccinated.
[50:17.120 --> 50:23.480]  So we're working through a number of those issues, but we will have to reflect and learn.
[50:23.480 --> 50:25.800]  Because otherwise, it doesn't work.
[50:25.800 --> 50:30.200]  So you got to eliminate that compliance and you make a mandate.
[50:30.200 --> 50:35.120]  And then you do training, particularly in the city, called the licensing departments,
[50:35.120 --> 50:42.360]  whether it's zoning, buildings, housing will be impacted by the planning certainly.
[50:42.360 --> 50:48.840]  And you pick the people to run those agencies and the deputies that are pledging allegiance
[50:48.840 --> 50:52.160]  to the new world order and good governance.
[50:52.160 --> 50:54.680]  And then I think you have.
[50:54.680 --> 51:03.520]  Pledging allegiance to the new world order, the Rockefeller Rothschild dream.
[51:03.520 --> 51:08.560]  And once the new world order is in place, they inject you with vaccines that remove
[51:08.560 --> 51:13.720]  your immune system, they're not injected, and then they kill you with the next weapon.
[51:13.720 --> 51:14.720]  Which Bill Gates said last year.
[51:14.720 --> 51:16.880]  He said, oh, this is just a test.
[51:16.880 --> 51:21.200]  Terrorists are about to release the real weapon, which is the mutants, which is the Merrick
[51:21.200 --> 51:23.080]  effect.
[51:23.080 --> 51:25.360]  Look up Merrick's disease.
[51:25.360 --> 51:31.440]  Similar systems are seen in mammals and they are developing Merrick's in you and your family.
[51:31.440 --> 51:38.520]  There's Alexander Soros taking over for daddy with George Soros and Pelosi, all looking
[51:38.520 --> 51:45.480]  like the ghouls that they most certainly are.
[51:45.480 --> 51:46.480]  God help us.
[51:46.480 --> 51:49.000]  They are attacking us viciously.
[51:49.000 --> 51:50.880]  Much of Aleister Crowleyites on record.
[51:50.880 --> 51:52.880]  Look it up.
[51:52.880 --> 51:53.880]  So there you go.
[51:53.880 --> 51:55.520]  The new world order is here.
[51:55.520 --> 51:56.520]  It's officially announced.
[51:56.520 --> 52:01.640]  I've got more clips of them saying a new world order.
[52:01.640 --> 52:04.080]  They're not allowing, quote, zero COVID cases.
[52:04.080 --> 52:07.160]  They said they will lock down all of New Zealand forever if there's ever one case.
[52:07.160 --> 52:12.360]  Well, that's impossible because you have pools where these coronaviruses can get, which
[52:12.360 --> 52:14.360]  is birds, pigs, everything else.
[52:14.360 --> 52:20.480]  So it's an excuse just to have martial law whenever, however you want.
[52:20.480 --> 52:24.440]  And Melissa Tate put out a tweet said, when you've been telling people for ages, the
[52:24.440 --> 52:27.760]  engineer in global crisis to enforce martial law and create a worldwide police state.
[52:27.760 --> 52:33.160]  And this person responded, socialist XXX saying, are you really looking at Alex Jones, the
[52:33.160 --> 52:38.400]  man who is a legal case, so that all his shows were comedy and in no way real?
[52:38.400 --> 52:42.920]  And have he some kind of intellectual God, you have sunk into a new level of grift and
[52:42.920 --> 52:43.920]  idiocy.
[52:43.920 --> 52:45.920]  Nice.
[52:45.920 --> 52:48.000]  You know what goes on with all these fake legal cases?
[52:48.000 --> 52:51.520]  Democratic Party runs against me.
[52:51.520 --> 52:55.240]  The judges have said, we're not going to let you have a jury trial on the facts because
[52:55.240 --> 52:57.120]  stuff they said the news is all made up.
[52:57.120 --> 53:01.320]  We're just going to default you as soon as we've acted like we've gone through enough
[53:01.320 --> 53:07.480]  court with you so that you go to a trial with a jury just to decide that you are guilty.
[53:07.480 --> 53:09.760]  They just decide how much money you pay people.
[53:09.760 --> 53:10.760]  Death penalty stuff.
[53:10.760 --> 53:11.760]  Well, here's the good news.
[53:11.760 --> 53:13.600]  I don't care about money.
[53:13.600 --> 53:18.080]  And I can be on air anytime I want, whenever I want, despite all the stuff you've done,
[53:18.080 --> 53:23.160]  and you've only made us bigger and people, people listen more by what you've done.
[53:23.160 --> 53:25.320]  So I just leave it all in God's hands.
[53:25.320 --> 53:28.880]  No weapon formed against us shall prosper.
[53:28.880 --> 53:34.400]  But that's why it's so important to fund this operation, to keep it stronger than ever.
[53:34.400 --> 53:41.120]  And just know this, a lot of stuff is going on where you can be absolutely assured with
[53:41.120 --> 53:47.360]  a lot of great people that are going to keep us on air regardless into the future until
[53:47.360 --> 53:49.440]  they indict me criminally or kill me.
[53:49.440 --> 53:50.440]  And that's in God's hands.
[53:50.440 --> 53:51.440]  I don't want to die.
[53:51.440 --> 53:55.360]  I'll never commit suicide, but it's all happening.
[53:55.360 --> 53:56.360]  We're right about everything.
[53:56.360 --> 54:00.160]  We were going off their own documents, and now it's here, and so our credibility has
[54:00.160 --> 54:04.480]  already hit stratospheric folk hero levels.
[54:04.480 --> 54:06.240]  And I'm not on the power front about that.
[54:06.240 --> 54:07.480]  I'm very humble about that.
[54:07.480 --> 54:09.040]  I know the incredible danger I'm in.
[54:09.040 --> 54:12.360]  I'm walking a tightrope here, but it's all in God's hands.
[54:12.360 --> 54:18.200]  But we're going to go to levels not seen really ever in modern history because we have the
[54:18.200 --> 54:20.800]  internet and technology and everybody knows what I said.
[54:20.800 --> 54:22.280]  They know what I did.
[54:22.280 --> 54:24.960]  And the persecution just adds rocket fuel.
[54:24.960 --> 54:28.280]  And God is really the Holy Spirit has touched my heart and said, listen, you've said a lot
[54:28.280 --> 54:30.000]  of prayers over the years, including on air.
[54:30.000 --> 54:35.640]  You've all heard me 20 years ago, 25 years ago, a year ago, that God, I know it's going
[54:35.640 --> 54:40.600]  to be rough and I know it's going to be tough, but raise me up against the enemy and please
[54:40.600 --> 54:42.080]  give me discernment and please protect me.
[54:42.080 --> 54:46.520]  I know I'm a wicked dumb fool and only you can empower me.
[54:46.520 --> 54:48.360]  And so I'm an open vessel.
[54:48.360 --> 54:52.640]  Please come into me and give me the will and the strength and the discernment I'd be able
[54:52.640 --> 54:53.920]  to take these folks on.
[54:53.920 --> 55:00.760]  Because I am an imperfect vessel, a cracked vessel, we all are, but it's happened.
[55:00.760 --> 55:05.240]  I mean, I can't, the problem is I look at one thing and basically see thousands of things
[55:05.240 --> 55:06.920]  just like you do or millions.
[55:06.920 --> 55:11.400]  And I have such deep knowledge of all this now that it's hard with words to even articulate
[55:11.400 --> 55:16.280]  it because just every thought is like millions of pages of data.
[55:16.280 --> 55:17.280]  But you see it now.
[55:17.280 --> 55:18.280]  You understand it now as well.
[55:18.280 --> 55:22.880]  And we're going to be given even greater discernment as the enemy comes against us and it's going
[55:22.880 --> 55:27.640]  to cause a metamorphosis in humanity, not the metamorphosis, the Satanist think, not
[55:27.640 --> 55:32.440]  the metamorphosis of them becoming gods, but, but their persecution of us is like heating
[55:32.440 --> 55:38.520]  up metal in a furnace and separating the gold, you know, the platinum from the crap from
[55:38.520 --> 55:41.640]  the clay, the wheat from the shaft.
[55:41.640 --> 55:44.960]  So this, this, this is a greatly foretold time.
[55:44.960 --> 55:45.960]  This is a magical time.
[55:45.960 --> 55:46.960]  This is an amazing time.
[55:46.960 --> 55:51.160]  And it's a time to run under the wings of Jesus.
[55:51.160 --> 55:55.520]  It is the time to run under the wings of God because death is always there.
[55:55.520 --> 55:57.400]  That's why we have this as symbolism.
[55:57.400 --> 55:58.400]  Death is always there.
[55:58.400 --> 56:03.920]  The threat of death is always there like that dagger, the sword, but Christ and the greater
[56:03.920 --> 56:09.680]  dimensions and all of eternity and the greatness of time and space is transcendent and flies
[56:09.680 --> 56:12.040]  on the wings of angels.
[56:12.040 --> 56:16.480]  And so yes, death is there and humans have a clock and we have a time that we operate
[56:16.480 --> 56:20.720]  by, but there is something greater above the clock, something greater above the sword,
[56:20.720 --> 56:25.800]  something greater above our mere bodies that are but vessels to hold our spirits.
[56:25.800 --> 56:28.160]  And this is all a great test that we transcend.
[56:28.160 --> 56:30.480]  That's what the symbolism of that is.
[56:30.480 --> 56:32.360]  That's my art.
[56:32.360 --> 56:37.680]  That's what I stand for, accepting death of the body, accepting the sword to be thrust
[56:37.680 --> 56:43.320]  into you and knowing that in that there is the transcendence to go to the next level.
[56:43.320 --> 56:44.960]  That's my dream.
[56:44.960 --> 56:46.440]  That's the globalist nightmare.
[56:46.440 --> 56:47.440]  All right.
[56:47.440 --> 56:50.920]  We've already had a lot of it, but I wanted to get Roger Stone on.
[56:50.920 --> 56:53.760]  He came out two weeks ago in several articles and said, Trump must run.
[56:53.760 --> 56:55.360]  He's been talking a lot to Trump.
[56:55.360 --> 56:58.520]  He doesn't get into that on air, but you know, I'm going to leave it at that.
[56:58.520 --> 57:03.320]  But they talk almost every day and they talk at length and I'm going to leave it at that
[57:03.320 --> 57:08.880]  and they hang out quite a bit because Roger lives by him and Rogers live there for decades.
[57:08.880 --> 57:14.560]  But he's got the inside baseball and I can tell you Trump was really planning not to
[57:14.560 --> 57:16.600]  run, but they messed with him too much.
[57:16.600 --> 57:18.640]  And so he looks like he's really planning to.
[57:18.640 --> 57:19.640]  This isn't a game.
[57:19.640 --> 57:20.640]  It isn't a joke.
[57:20.640 --> 57:21.640]  You've now seen that in the news.
[57:21.640 --> 57:25.320]  So Roger told me this a week ago and I saw it in the news, probably a few days ago.
[57:25.320 --> 57:27.680]  Other confidants saying, no, he really intends to run.
[57:27.680 --> 57:28.680]  This is pretty big news.
[57:28.680 --> 57:29.680]  We'll get into that.
[57:29.680 --> 57:31.080]  And then we'll get into all this other stuff.
[57:31.080 --> 57:32.840]  I mean, I've got such preparation here.
[57:32.840 --> 57:34.600]  What's in the Fauci documents?
[57:34.600 --> 57:36.320]  Senators calling for his arrest and so much more.
[57:36.320 --> 57:42.800]  Don't forget, vitamin mineral fusion is selling out by Monday and still 33% off, get it.
[57:42.800 --> 57:47.360]  Just a week ago, we got a new shipment of vitamin mineral fusion back in stock and it
[57:47.360 --> 57:52.360]  was only half of the order we wanted to get, but because we won't cut corners on the quality
[57:52.360 --> 57:55.720]  of what goes into it, the factory can only get limited supplies.
[57:55.720 --> 57:57.880]  So again, it was half the order we wanted.
[57:57.880 --> 58:01.280]  But despite that, I'm still offering it for 33% off.
[58:01.280 --> 58:03.360]  So everybody on the fence will get it.
[58:03.360 --> 58:06.840]  It's critical for your immune system and your whole body, all the essential vitamins, all
[58:06.840 --> 58:10.880]  the essential minerals and a bunch of key amino acids at infowarstore.com.
[58:10.880 --> 58:16.240]  So while supplies last until it runs out, we're selling it for 33% off and it'll be
[58:16.240 --> 58:18.120]  months till more comes in.
[58:18.120 --> 58:22.760]  So get yours today at infowarstore.com because it's not just a great product.
[58:22.760 --> 58:24.880]  We need those funds to keep operating as well.
[58:24.880 --> 58:26.320]  We're all in a catch-22.
[58:26.320 --> 58:31.000]  But we have another great product, hair and beard formula, that's really a great multivitamin
[58:31.000 --> 58:34.760]  mineral system that's one of the best multivitamin mineral systems out there.
[58:34.760 --> 58:36.760]  It's just called hair and beard.
[58:36.760 --> 58:38.520]  So get that as well for your immune system.
[58:38.520 --> 58:43.680]  It's great for women, great for children, but it's designed for men, infowarstore.com.
[58:43.680 --> 58:50.560]  In late August, infowar saw an explosion of orders because our audience understands that
[58:50.560 --> 58:56.760]  the globalists are destabilizing the planet by design and are attempting to cause an economic
[58:56.760 --> 58:59.880]  and financial collapse worldwide.
[58:59.880 --> 59:03.160]  Now ladies and gentlemen, storable food has always been something that's important to
[59:03.160 --> 59:04.160]  have.
[59:04.160 --> 59:08.440]  It's a check box that everybody needs to have, taking care of, right along with water filtration,
[59:08.440 --> 59:10.720]  health defense, and a relationship with God.
[59:10.720 --> 59:14.160]  But now more than ever, you need to get your storable food orders in.
[59:14.160 --> 59:17.480]  Now, we're ready to ship to you within 24 hours of your order.
[59:17.480 --> 59:18.480]  It's high quality.
[59:18.480 --> 59:23.200]  It's very, very low cost at infowarstore.com because in the future, you're going to see
[59:23.200 --> 59:27.520]  more food supply shortages and you're going to see food supply price increases that are
[59:27.520 --> 59:28.840]  already taking place.
[59:28.840 --> 59:35.120]  So lock in your storable food now at a lower price and fund the infowar at infowarstore.com.
[59:35.120 --> 59:39.000]  That's how you fight the great reset is by being self-sufficient and not under their
[59:39.000 --> 59:40.000]  control.
[59:40.000 --> 59:45.960]  So get prepared now at infowarstore.com.
[59:45.960 --> 59:59.800]  You're listening to the Alex Jones show.
[59:59.800 --> 1:00:05.000]  I'm going to be taping a bunch of interviews tomorrow and Saturday and let's put a time
[1:00:05.000 --> 1:00:06.000]  on it.
[1:00:06.000 --> 1:00:10.560]  5 p.m. Central, 6 p.m. Eastern will air, it looks like it's going to be like a four-hour
[1:00:10.560 --> 1:00:16.480]  special report on 9-11, on the new 9-11 of the release virus, and the mutants, a bunch
[1:00:16.480 --> 1:00:19.280]  of doctors, a bunch of experts, a bunch of huge guests.
[1:00:19.280 --> 1:00:20.600]  I'll just leave it at that.
[1:00:20.600 --> 1:00:24.760]  Dr. Zelinko is joining us on the Friday show tomorrow, but we just are going to be working
[1:00:24.760 --> 1:00:31.280]  really hard on Friday and Saturday for you, and I'll be back Sunday as well, 4-6 p.m.
[1:00:31.280 --> 1:00:36.360]  live on 6-9 p.m., because every day we're on air is precious, every minute we can talk
[1:00:36.360 --> 1:00:40.800]  to you is precious, and remember, you're so awesome supporting us, supporting yourself,
[1:00:40.800 --> 1:00:44.520]  your own future, running this together, and spreading the word absolutely overrides the
[1:00:44.520 --> 1:00:47.080]  enemy, absolutely devastates them.
[1:00:47.080 --> 1:00:49.920]  So more important than even listening to this broadcast, because you're already awake,
[1:00:49.920 --> 1:00:54.640]  a lot of you know more than I do, is spreading the word, whether it's on the back of cards,
[1:00:54.640 --> 1:00:58.720]  freeworldnews.tv, hey, here's the forbidden information, or whether you spray-play it
[1:00:58.720 --> 1:01:03.520]  on the side of your barn, or whether you climb up and spray-play it on some vaccine
[1:01:03.520 --> 1:01:04.520]  side.
[1:01:04.520 --> 1:01:05.520]  Don't do that, I'm joking.
[1:01:05.520 --> 1:01:10.560]  We're in a war, folks, civil disobedience, take action now, like Greg Reese is doing.
[1:01:10.560 --> 1:01:13.960]  Greg Reese has done another great report, find it at the Greg Reese section, there on the
[1:01:13.960 --> 1:01:18.640]  left-hand side, click it at band.video, and it's very, very important what Greg has to
[1:01:18.640 --> 1:01:23.360]  say here, never forget how they lied to us.
[1:01:23.360 --> 1:01:27.680]  Never forget how they lied to us, went up last night, got a quarter million-plus views
[1:01:27.680 --> 1:01:31.920]  that needs to have 10 million views, and you guys are doing a great job sharing the videos
[1:01:31.920 --> 1:01:35.120]  and the articles, I think Greg's got some of the best work on the site, so please share
[1:01:35.120 --> 1:01:36.120]  it.
[1:01:36.120 --> 1:01:46.320]  Here's the report, we'll come back with Roger Stone.
[1:01:46.320 --> 1:01:52.960]  As we near the 20th anniversary of 9-11, never forget how thousands were killed and
[1:01:52.960 --> 1:01:57.000]  we were sold a lie from day one.
[1:01:57.000 --> 1:02:02.920]  If you still believe the story that Osama bin Laden directed 19 terrorists to hijack
[1:02:02.920 --> 1:02:09.480]  airplanes and destroy skyscrapers specifically designed to absorb airplane collisions, then
[1:02:09.480 --> 1:02:14.720]  I recommend you start with architects and engineers of 9-11 truth.
[1:02:14.720 --> 1:02:21.240]  But for those of us who can see past the lies, let us never accept them again.
[1:02:21.240 --> 1:02:26.840]  Never forget how we were sold the whole story before the sun ever set that day.
[1:02:26.840 --> 1:02:32.880]  And never forget what followed, Homeland Security, the Patriot Act, the destruction
[1:02:32.880 --> 1:02:37.840]  of nations, and the weaponization of civilian refugees.
[1:02:37.840 --> 1:02:43.680]  As the nation is preparing for the memorial of 9-11, never forget how the CIA and their
[1:02:43.680 --> 1:02:47.400]  media spin the lies.
[1:02:47.400 --> 1:02:52.600]  Despite the recent catastrophe in Afghanistan, the stories we are told through the mainstream
[1:02:52.600 --> 1:03:00.080]  media are either that the president is incompetent or that it was a huge success.
[1:03:00.080 --> 1:03:02.240]  But what else are they showing us?
[1:03:02.240 --> 1:03:08.080]  We were shown pictures of the Taliban trolling Joe Biden with ice cream cones, reminiscent
[1:03:08.080 --> 1:03:13.560]  of the popular use of memes in conservative American politics.
[1:03:13.560 --> 1:03:19.560]  Then we were shown how the Taliban is critical of American social media censorship, just
[1:03:19.560 --> 1:03:23.160]  as American conservatives are.
[1:03:23.160 --> 1:03:28.680]  Call me suspicious, but it almost seems as if they are creating the appearance of an
[1:03:28.680 --> 1:03:34.440]  alliance between Islamic terrorists and American patriots.
[1:03:34.440 --> 1:03:37.480]  We have witnessed the power of brainwashing.
[1:03:37.480 --> 1:03:41.280]  Many will simply believe whatever they are told to believe.
[1:03:41.280 --> 1:03:47.920]  MSNBC compares American Christians to the Taliban, and we have seen the recent public
[1:03:47.920 --> 1:03:55.080]  warning made by Homeland Security ahead of the 20th anniversary of 9-11 that describes
[1:03:55.080 --> 1:03:59.960]  American Christian conservatives as a terror threat.
[1:03:59.960 --> 1:04:06.640]  While our borders are being flooded, we are being told that terrorists are coming in disguised
[1:04:06.640 --> 1:04:09.000]  as refugees.
[1:04:09.000 --> 1:04:15.400]  Like millions of others, I hope and pray to live through the 20th anniversary of 9-11
[1:04:15.400 --> 1:04:17.600]  without incident.
[1:04:17.600 --> 1:04:23.560]  But a story is being laid out, and the story seems to be leading to another major false
[1:04:23.560 --> 1:04:29.500]  flag event wherein American patriots are framed.
[1:04:29.500 --> 1:04:32.720]  Never forget the lives sacrificed.
[1:04:32.720 --> 1:04:35.400]  Never forget those responsible.
[1:04:35.400 --> 1:04:38.720]  And never forget the way they lie.
[1:04:38.720 --> 1:04:53.120]  For Infowars.com, this is Greg Rees.
[1:04:53.120 --> 1:05:00.040]  There is very little contemporary study in the world of the planet's ruling class.
