[00:00.000 --> 00:29.640]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[41:00.640 --> 41:12.640]  Congress has been part of all of this, just like they've been part of the NSA spying. And it turned out they would tell the NSA, don't breathe us. We don't want to know.
[41:12.640 --> 41:27.640]  They're just shelling out as fast as they can, wanting to not be involved in the felonies. So here's another one. NSA phone snooping cannot be challenged in court. The feds say, Hitler said he was above the law.
[41:27.640 --> 41:37.640]  So did Richard Nixon. Bill Clinton said he was above the law. This is the essence of tyrants. They say they are sovereign, not the law, not the general people.
[41:37.640 --> 41:50.640]  The National Security Agency headquarters has now responded to lawsuits telling a federal judge that wholesale vacuum of all phone data in the United States is a public interest and they decide it.
[41:50.640 --> 41:58.640]  Of course, our law, our constitution, common sense says it'll be used by special interest to corner markets to manipulate markets to shut down competition.
[41:58.640 --> 42:03.640]  And it comes out they're not spying on terrorist. The globalists run most of the terrorist.
[42:03.640 --> 42:15.640]  That's on record now. See, told you that for years now it's on record because the cutting edge of this is that they don't just spy on us. All this data ends up coming out in the open.
[42:15.640 --> 42:25.640]  So see, they're now saying they're above the law. Now let's look at the next article here. Move over NSA. Here comes the Obamacare Big Brother database.
[42:25.640 --> 42:47.640]  And this is a story from Rare.us breaking down all the subsections and the GOA report going on to say that this basically was a cover to legalize all the different federal agencies spying without warrants and to allow them to share it unlimited.
[42:47.640 --> 42:59.640]  But again, a law that's unconstitutional, Marbury versus Madison, is no and void. We're going to come back and talk about how we get our social contract back straight ahead.
[43:17.640 --> 43:37.640]  You're getting soap products twice as good as what you're using now. This is an amazing deal and you will love the way real soap makes your skin feel.
[43:37.640 --> 43:59.640]  Call 1-800-340-7091 or visit www.5starsoap.com. Alex and his staff have used these earth friendly pure soaps for years. See them on the web www.5starsoap.com or call 1-800-340-7091 for a catalog.
[43:59.640 --> 44:09.640]  Protecting your home with a security system is a must, but when it comes to protecting your family, your home and belongings, there's no need to sign a long term contract.
[44:09.640 --> 44:19.640]  Listen, there is some real scum in the alarm business cashing in by locking you into long punishing contracts, not with simply safe home security. They're the good guys.
[44:19.640 --> 44:30.640]  You can trust simply safe to protect your family. Simply safe was created by a Harvard Business School engineer and it's revolutionary. You'll get 24 hour protection for just $14.99 a month.
[44:30.640 --> 44:38.640]  There are no hidden fees and no contracts. You'll save thousands, plus you're protected by their 100% money back guarantee.
[44:38.640 --> 44:51.640]  Protect yourself against home invasions and break-ins. Order your Simply Safe system now and receive a wireless keychain remote, a $25 gift, free. So don't waste your time dealing with scum.
[44:51.640 --> 44:59.640]  Visit GetSimplySafe.com. GetSimplySafe.com. GetSimplySafe.com.
[44:59.640 --> 45:11.640]  You may be arrested and or subject to other police action.
[45:11.640 --> 45:29.640]  The United States is now recognized globally as one of the most oppressive police states on earth. This film conclusively proves the existence of a secret network of FEMA camps now being expanded nationwide. This documentary exposes how the continuity of government program has established an old powerful shadow state.
[45:29.640 --> 45:44.640]  Police State 4 chronicles the sickening depths to which our republic has fallen. Prepare to enter the secret of world of emergency dictatorship, body scammers, sound cameras, citizen spies, stage terror and cameras on every street corner.
[45:44.640 --> 45:59.640]  It's only the beginning of the new world order's hellish plan. The police state isn't coming. It's here. Secure your copy today at infowars.com or see it online in the highest quality at prismplanet.tv.
[46:14.640 --> 46:32.640]  You may receive a $190.00 Patriot Pack, free. For example, purchase a six month supply and get three Patriot Packs, free. The Patriot Pack is a 24 day supply of e-foods, quick fix, easy to store food, plus stove, fuel and cook pot. All in an easy to carry bucket.
[46:32.640 --> 46:51.640]  The Patriot Packs are the ideal grab and go emergency kit for your car or to have by the back door. Perfect for your cabin or camping trip this summer or even simply to add more food to your supply, free. Call 800-409-5633 or go to efoodsdirect.com slash alex and get your free Patriot Pack with purchase.
[46:51.640 --> 46:59.640]  Call 800-409-5633 or efoodsdirect.com slash alex and remember free shipping every day.
[46:59.640 --> 47:09.640]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[47:29.640 --> 47:44.640]  I am a crawling insect, an ugly, misforn little creature who has no purpose here, no meaning. I am a human being. Words, Mr. Wordsworth, that have no substance and no dimension, like air, like a wind.
[47:44.640 --> 47:56.640]  I don't care. I tell you I don't care. I'm a human being. I exist. And if I speak one for a loud, that thought lives, even after I'm shoveled in my grave.
[47:56.640 --> 48:08.640]  Illusions, Mr. Wordsworth. That's right. The state is God. That you inject into your veins to make you think you have a strength when you have no strength at all. You didn't build anything.
[48:08.640 --> 48:14.640]  A spittly limb to the grease. The state has no use for your life. The state is God.
[48:14.640 --> 48:20.640]  Resistance to tyrants is obedience to God. It's Alex Jones.
[48:20.640 --> 48:30.640]  It's for me. The government is God. Government built it all. I guess it did build Nazi Germany and Soviet Russia and every other big nightmare.
[48:30.640 --> 48:40.640]  It gives power to psychopaths to get away with unbelievable evil. So the NSA for decades has been spying on everything the American people do.
[48:40.640 --> 48:45.640]  It's targeting the press, the Congress for blackmail. Everything we've told you has now come out.
[48:45.640 --> 48:51.640]  Of course, because it had come out before, ladies and gentlemen, there just wasn't an internet for people to learn about it.
[48:51.640 --> 49:01.640]  It was in scholarly books and it was in trade publications. But now the Daily Caller is reporting. The DrudgeReport.com has it linked up there.
[49:01.640 --> 49:26.640]  DrudgeReport.com. IRS lawyer says scandal was overseen by DC. Names, names. Oh, really? Oh, the pro-life groups and the churches and the libertarian and conservative groups being harassed by the IRS and then none of the socialist groups or communist groups or the tyrannical fake liberal groups, none of them were audited.
[49:26.640 --> 49:39.640]  Gee, it was ordered from on top. You mean they lied to me? Oh, Fast and Furious wasn't meant to get our guns? And then the memos came out it was? Oh, you mean they lied to me?
[49:39.640 --> 49:58.640]  Do I lie to you, baby? Did I say something that wasn't true? I'm telling you, honey, would I lie to you? I don't know. Bill Clinton said, I did not have sex with that woman. How dare you? How dare you?
[49:58.640 --> 50:17.640]  We don't have drones watching you. Turns out they do. We're not buying billions of bullets. Okay, we are, but Jones is a kook covering it. So we bought 7,000 armored vehicles and we're training the military to take on gun owners in their own training manuals. That's not big news. How dare you be upset by it, Jones?
[50:17.640 --> 50:33.640]  And here it is. Oh, it's all in the subsections and the government accounting office report. It's all public now. Oh my goodness, that they tagged blank checks on there to basically overthrow the entire bill of rights in Obamacare.
[50:33.640 --> 50:50.640]  Well, yeah, that's like the Amnesty Bill. People go, what does it do? Whatever they want. It's got national IDs in it. It's got internal checkpoints in it. They say it's one thing. It's a power grab. That's the nature of governments throughout history.
[50:50.640 --> 51:08.640]  We had a bill of rights in Constitution, Declaration of Independence checks and balances for a reason because if you don't bind down government, it will rape you financially. It will rape you societally. It will rape you culturally and it will finally rape you in your life.
[51:08.640 --> 51:21.640]  It's preposterous that this Alec Jones person is warning of a government takeover. It only happens in every other case in history and we're only following the exact A to Z program. It's insane.
[51:21.640 --> 51:29.640]  Next, he'll say if you jump off a thousand foot cliff without a parachute, you'll die. It's crazy.
[51:29.640 --> 51:45.640]  And now in a national survey, World Net Daily reports six in 10 physicians said they're likely many doctors will retire earlier than planned in the next one to three years. Well, that's the plan, bankrupt the country.
[51:45.640 --> 51:54.640]  Bring in private profit but government run healthcare where they can charge you more and give you less. It's the globalist model.
[51:54.640 --> 52:11.640]  All right, so that's some of what I was going to be getting to, but I mentioned this earlier and I'm going to show this article to you now and we're going to play some video and audio of this put out by the ACLU.
[52:11.640 --> 52:28.640]  But the headline on info wars.com is watch. This is your future ordering a pizza in 2015 and it was put out by the ACLU predicting 2015. How about 1985 1986? How about back to the future?
[52:28.640 --> 52:43.640]  See, see, that's the thing when I'm trying to get through to here. This is a engineered globalist technocratic plan. Just Google. Bankers call themselves technocrats. Bankers declare world government. You'll get financial times of London, Der Spiegel.
[52:43.640 --> 52:54.640]  You'll get Davos videos all announcing how they're going to do this. And let me tell you, it isn't good for you. And you're like, Oh, that's that guy's opinion. This is not my opinion.
[52:54.640 --> 53:10.640]  It is not my opinion that most vaccines have weaponized cancer viruses added to them. Just look it up. It's not my opinion that government is debating whether putting a nanotech virus in the vaccines that will attack your brain and make you basically be a
[53:10.640 --> 53:27.640]  emotionalist and then their game over they've won. This might as well be a foreign alien species running things. I'm not saying that technically, but I mean, it might as you're in a science fiction movie people. Okay, you can say the power to destroy a thing is the power to totally control it.
[53:27.640 --> 53:34.640]  And yeah, the new world order is arrogant folks because they already checkmated us a long time ago.
[53:34.640 --> 53:43.640]  Oh, I just said it. Yes, I hope that members of the establishment realize how insane this is. They're not going to get away with it because it'll come back on them.
[53:43.640 --> 53:50.640]  They can't beat humanity and not bring themselves down even if they think we're all a bunch of garbage. You're getting the deep truths here.
[53:50.640 --> 54:06.640]  And we've already lost on this current program. If there's not a giant, if there's not a giant awakening at a grassroots level, that just a convulsion. If we stay quietly on the incremental path, it's over.
[54:06.640 --> 54:21.640]  Now, now look, watch this is your future ordering a pizza 2015 under the NSA grid with thousands of private companies having all your private data, all of it shared. They're the ones that run the government folks. This new order is a private corporate fascist government.
[54:21.640 --> 54:31.640]  That's anti free market. How do you control markets is the founder of the Rockefeller said with government. He said competition is a sin. Use the state to shut down competition.
[54:31.640 --> 54:41.640]  That's why they the nanny state tells you to be a wimp. You do not be armed while they armed to the teeth. This is a cold blooded takeover. Now here's just just so we can go back.
[54:41.640 --> 54:56.640]  Here's USA Today, Missouri tracks scoff laws via pizza delivery databases. And they say when you call to order a pizza to any of the big three national companies that runs through a database and with the police and they get 25% or more.
[54:56.640 --> 55:12.640]  One company got $2 million in that year 2003. This was in 2004. They reported just off of the money. Now, did anybody tell you when you call this is happening? See, here's here's ACLU telling you that this is coming.
[55:12.640 --> 55:16.640]  Folks, this isn't coming. See, this none of this is my opinion.
[55:16.640 --> 55:29.640]  If something's my opinion, I will tell you it's my opinion. Let's go to a short clip. So you got to come to that realization. You're not allowed. You can have your own opinion, but not your own facts. Okay, I know what I'm talking about.
[55:29.640 --> 55:36.640]  Notice the crazy world I talked about is now all coming true. It was already true. It isn't coming true.
[55:36.640 --> 55:43.640]  I won't even tell you all the stuff I know because you can't handle the truth.
[55:43.640 --> 55:50.640]  Let's go ahead now and let's go to the short clip from the ACLU. Here it is. This is a simulated call.
[55:50.640 --> 55:53.640]  It's a little scary to have 30 minutes or it's free. This is Mary. May I take your order?
[55:53.640 --> 55:56.640]  Hi, Mary. Yes, I'd like to order.
[55:56.640 --> 55:57.640]  Is this Mr. Kelly?
[55:57.640 --> 55:58.640]  Yes.
[55:58.640 --> 56:06.640]  Thank you for calling again, sir. I share your national identification number as 6102049998-45-54610. Is that correct?
[56:06.640 --> 56:07.640]  Yes.
[56:07.640 --> 56:12.640]  Thank you, Mr. Kelly. I see you live at 736 Montrose Corporate. You're calling from your cell phone. Are you at home?
[56:12.640 --> 56:14.640]  I'm just leaving work, but I'm...
[56:14.640 --> 56:17.640]  Oh, we can deliver to Bob's Auto Supply. That's at 175 Lincoln Avenue, yes?
[56:17.640 --> 56:21.640]  No, I'm on my way home. How do you know all this stuff?
[56:21.640 --> 56:23.640]  We just got wired into the system, sir.
[56:23.640 --> 56:27.640]  Oh, well, I'd like to order a couple of your double meat special pizzas.
[56:27.640 --> 56:30.640]  Sure thing. There'll be a new $20 charge for those, sir.
[56:30.640 --> 56:31.640]  What do you mean?
[56:31.640 --> 56:36.640]  Sir, the system shows me that your medical records indicate that you have high blood pressure and extremely high cholesterol.
[56:36.640 --> 56:42.640]  Luckily, we have a new agreement with your national health care provider that allows us to sell you double meat pies as long as you agree to waive all future claims of liability.
[56:42.640 --> 56:43.640]  What?
[56:43.640 --> 56:48.640]  Do you agree, sir? You can sign the form when we deliver, but there is a charge for processing. The total is $67 even.
[56:48.640 --> 56:49.640]  $67?
[56:49.640 --> 56:55.640]  Well, that includes the delivery surcharge of $15 to cover the added risk to our driver of traveling through an orange zone.
[56:55.640 --> 56:56.640]  I live in an orange zone?
[56:56.640 --> 57:00.640]  Now you do. Looks like there was another robbery on Montrose yesterday.
[57:00.640 --> 57:06.640]  Hmm. You could say $48 if you ordered our special spread submarine combo and picked it up yourself.
[57:06.640 --> 57:08.640]  Comes with TOFA sticks. Those are very tasty.
[57:08.640 --> 57:09.640]  That's enough.
[57:09.640 --> 57:10.640]  That's enough.
[57:10.640 --> 57:11.640]  Double meat.
[57:11.640 --> 57:14.640]  Full video up on infowars.com. Folks, look at this article right here.
[57:14.640 --> 57:18.640]  IRS lawyers say scandal was overseen by DC names names.
[57:18.640 --> 57:24.640]  See, there's how they use a big government control grid to persecute people and for social engineering.
[57:24.640 --> 57:28.640]  Same thing with the NSA. They're not angels. They've never been angels.
[57:28.640 --> 57:35.640]  You create a government that is super powerful. It will destroy your life. It will destroy the country.
[57:35.640 --> 57:38.640]  It will be taken over by criminal special interest.
[57:38.640 --> 57:44.640]  But this one was already built by criminal special interest who have infested our entire system.
[57:44.640 --> 57:59.640]  Second hour coming up. Tell your Princeton family to tune in now.
[57:59.640 --> 58:07.640]  Billions of dollars have been spent privately and publicly looking at how to tap into your psyche.
[58:07.640 --> 58:16.640]  From compulsory state education to the Hollywood media brainwashing machine, we are kept in perpetual bondage to the ideas that shape our actions.
[58:16.640 --> 58:23.640]  When somebody obscures that feedback loop between you observing and testing it out and verifying it, they can take total control of your awareness.
[58:23.640 --> 58:26.640]  All of this is happening so fast, you need to be ahead of the game.
[58:26.640 --> 58:33.640]  How to engineer the opinion of the American people so that they would not only endorse but demand a war.
[58:33.640 --> 58:38.640]  Out of another one, another plane to stay.
[59:03.640 --> 59:08.640]  The silver based products are the 32 ounce nano silver solutions.
[59:08.640 --> 59:14.640]  Our two ounce nano silver nasal applicators as well as our all natural silver soaps.
[59:14.640 --> 59:18.640]  Just released is our 100% natural silver gel.
[59:18.640 --> 59:25.640]  Our new silver gel is not based on synthetic gelling agents which quickly evaporate and leave the silver at the surface.
[59:25.640 --> 59:32.640]  But rather we have formulated our silver gel using the natural skin nourishing chemistry of aloe vera.
[59:32.640 --> 59:37.640]  We penetrate and nourish the skin while delivering the silver more effectively.
[59:37.640 --> 59:46.640]  Visit www.silverlongs.com and click on our store page to find what silver based products are best for you.
[59:46.640 --> 1:00:02.640]  Visit www.silverlongs.com
[1:00:16.640 --> 1:00:29.640]  www.silverlongs.com
[1:00:29.640 --> 1:00:35.640]  Ladies and gentlemen, thank you so much for joining us on this Sunday edition.
[1:00:35.640 --> 1:00:43.640]  In the last hour I got into the fact that there is a technocratic elite run by the old robber barons the last 100 years.
[1:00:43.640 --> 1:00:51.640]  They have basically taken over the world economy and are mopping up a few sovereign nation states right now.
[1:00:51.640 --> 1:01:02.640]  And who are busy really trying to colonize the individual, trying to go in and take over the mind of the individual.
[1:01:02.640 --> 1:01:08.640]  That is the main goal that is taking place.
[1:01:08.640 --> 1:01:17.640]  And it is up to us to become aware of this and realize that this engineering is going on if we are ever going to turn things around.
[1:01:17.640 --> 1:01:21.640]  And I look at the general public. There is a lot of virtue left out there.
[1:01:21.640 --> 1:01:26.640]  But more and more people are self-centered. They are angry.
[1:01:26.640 --> 1:01:34.640]  They hate crowds of other people. They don't get that it is crowds of other people that have allowed there to be markets.
[1:01:34.640 --> 1:01:41.640]  That have allowed there to be diversity in products. That have allowed there to be this complex, amazing system we live in.
[1:01:41.640 --> 1:01:48.640]  And it creates the illusion, because humans are so compact in cities, kind of like reefs in the ocean.
[1:01:48.640 --> 1:01:54.640]  Most of the life is around the reefs, that we think everything has been overdeveloped.
[1:01:54.640 --> 1:02:01.640]  Development is generally not the trouble. It is disruptive technologies like GMO and the pharmacological crops
[1:02:01.640 --> 1:02:10.640]  and leaking nuclear reactors in my research view that cause the real threat, not necessarily more buildings and things.
[1:02:10.640 --> 1:02:16.640]  You can just put greenery up on top of the buildings. You can come out with cleaner technologies.
[1:02:16.640 --> 1:02:18.640]  And there is a lot of lip service paid to that.
[1:02:18.640 --> 1:02:25.640]  But it is the establishment themselves in kind of a genetic race to find the fountain of youth
[1:02:25.640 --> 1:02:35.640]  in kind of a genetic race to find the latest weapons systems as the globalists kind of compete with each other.
[1:02:35.640 --> 1:02:45.640]  They always argue that global government is being pushed, that global government is being expanded to stop nuclear war
[1:02:45.640 --> 1:02:48.640]  and stop proliferation of disruptive technologies.
[1:02:48.640 --> 1:02:57.640]  But then they'll block an energy system that endangers their monopoly while leaving old toxic systems in place.
[1:02:57.640 --> 1:03:04.640]  While meanwhile they put out really disruptive technologies, I would say BT corn linked in major studies to killing the honeybees.
[1:03:04.640 --> 1:03:10.640]  I would call that disruptive or pharmacological crops jumping into other crops and causing all sorts of problems.
[1:03:10.640 --> 1:03:22.640]  I would call that a disruptive technology. So they label environmentalism as pay Al Gore and the UN and the Club of Rome to breathe,
[1:03:22.640 --> 1:03:24.640]  pay a carbon indulgence.
[1:03:24.640 --> 1:03:35.640]  But when trees basically need that carbon dioxide to live, that's part of the life cycle.
[1:03:35.640 --> 1:03:40.640]  So this is the type of issue, ladies and gentlemen, that we're talking about.
[1:03:40.640 --> 1:03:54.640]  This is the type of thing we need to think about is not just go off labels, but actually go off what things really stand for.
[1:03:54.640 --> 1:04:03.640]  That's what we are shooting for in this society is to actually have a culture.
[1:04:03.640 --> 1:04:10.640]  We're having our original cultures are common sense overwritten by a plastic fake corporate culture.
[1:04:10.640 --> 1:04:18.640]  Just as the corporate technocrats already took over most governments, they're now overriding the individual.
[1:04:18.640 --> 1:04:22.640]  And that's really my big message here that I'm begging you to look into.
[1:04:22.640 --> 1:04:25.640]  And the establishment says, hey, the general public doesn't want to be helped.
[1:04:25.640 --> 1:04:27.640]  They want to be done. Just look at them.
[1:04:27.640 --> 1:04:34.640]  But I know historically that if you give people the opportunity to be enlightened and be greater, they will actually go for it.
[1:04:34.640 --> 1:04:39.640]  But see, that creates competition for the globalist and they don't want that.
[1:04:39.640 --> 1:04:48.640]  All right, we will be right back with Pastor James David Manning to get his take on the whole diversion with the Trayvon Martin situation.
[1:04:48.640 --> 1:04:52.640]  And then when he leaves us at the bottom of the hour, we'll get into a bunch of other news.
[1:04:52.640 --> 1:04:57.640]  Inside Google HQ, their grand plan, turn you into brain shipped cyborg.
[1:04:57.640 --> 1:04:59.640]  I didn't say that, they said it.
[1:04:59.640 --> 1:05:04.640]  Now is the perfect time to spring clean your body with supernatural silver.
[1:05:04.640 --> 1:05:09.640]  A non-toxic disinfectant for the body that can be used internally or externally.
[1:05:09.640 --> 1:05:15.640]  It helps the immune system by killing the bacteria, viruses and mold that cause disease.
[1:05:15.640 --> 1:05:19.640]  This helps to reduce the workload of your already overworked immune system
[1:05:19.640 --> 1:05:23.640]  and allows the immune system to refocus its energy and recharge.
[1:05:23.640 --> 1:05:27.640]  Supernatural silver can help combat over 300 different conditions
[1:05:27.640 --> 1:05:33.640]  and it has the ability to kill over 143 types of bacteria, viruses, mold and yeast.
[1:05:33.640 --> 1:05:38.640]  Supernatural silver's patented technology includes advanced scientific research
[1:05:38.640 --> 1:05:46.640]  with over 180 scientific studies conducted at independent universities, hospitals, research institutions and nursing homes
[1:05:46.640 --> 1:05:52.640]  To see how supernatural silver can change your life, go to SupernaturalSilver.com
[1:05:52.640 --> 1:06:17.640]  Use the promo code Silver2013 for 20% off and like us on Facebook.
[1:06:17.640 --> 1:06:26.640]  Bloomberg Financial reported three years ago that in the first two years of the International Banker bailout
[1:06:26.640 --> 1:06:35.640]  US taxpayers had to shell out $27 plus trillion in different types of payments.
[1:06:35.640 --> 1:06:42.640]  It was not just the first $886 billion, that was an open Federal Reserve window
[1:06:42.640 --> 1:06:48.640]  and then there was the monetization of debt, all totaled, they haven't released the numbers the last three years
[1:06:48.640 --> 1:06:55.640]  but I've seen news articles estimating that over $50 trillion worldwide has been shelled out
[1:06:55.640 --> 1:07:01.640]  to private banks, media, MSNBC got some of the money, major corporations got the money
[1:07:01.640 --> 1:07:06.640]  and when Congress is asked over and over again by the media they say we don't know
[1:07:06.640 --> 1:07:13.640]  who handed over their responsibility, their power over the purse to the Treasury and the private Federal Reserve
[1:07:13.640 --> 1:07:22.640]  and I was just watching C-SPAN a few weeks ago, we played Clubs on Air, they said who are you giving the $85 billion a month in QE32
[1:07:22.640 --> 1:07:27.640]  because that devalues the currency worldwide and they said we're not at liberty to tell you
[1:07:27.640 --> 1:07:32.640]  kind of like Congress was just told by the NSA Wired Magazine is reporting
[1:07:32.640 --> 1:07:40.640]  we're allowed to spy without warrants, first they lied and said they weren't, it's for your own good
[1:07:40.640 --> 1:07:45.640]  and again I think kidnappers ought to try that with kids in their front yard, it's for your own good, come get in the white van
[1:07:45.640 --> 1:07:50.640]  I mean this is famous last words, Nixon should have gotten three or four terms then
[1:07:50.640 --> 1:07:55.640]  he said well the President commits a crime, it's not a crime, this is the essence of tyranny
[1:07:55.640 --> 1:08:00.640]  we've been down this road over and over again, I wish people were demonstrating nationwide over that
[1:08:00.640 --> 1:08:05.640]  I wish people were demonstrating over the Harvard 20 plus year study that was released last year
[1:08:05.640 --> 1:08:11.640]  showing a 20 point IQ reduction on average of someone drinking fluoride the first ten years of life
[1:08:11.640 --> 1:08:16.640]  at the level put in tap water and a seven fold increase in bone cancer, I'll stop there
[1:08:16.640 --> 1:08:21.640]  hundreds of things it does to you, just type in Harvard study fluoride, you'll get Reuters
[1:08:21.640 --> 1:08:27.640]  I think we should be protesting about that, I think we should be protesting about Chicago where this weekend so far
[1:08:27.640 --> 1:08:33.640]  sixteen people shot, what does it say, six of them dead? I'll dig it out of my stack here
[1:08:33.640 --> 1:08:38.640]  I'm going for memory, here let me pull it up, six dead seventeen wounded, I'm sorry
[1:08:38.640 --> 1:08:46.640]  I said sixteen wounded six dead, it's six dead seventeen wounded Chicago Sun Times, boom
[1:08:46.640 --> 1:08:51.640]  and ninety four percent of it, Justice Department's own numbers from 1976 to 2011
[1:08:51.640 --> 1:08:54.640]  that's the latest numbers we have, it's black on black crime
[1:08:54.640 --> 1:08:57.640]  and I've got a stack of news here ladies and gentlemen
[1:08:57.640 --> 1:09:02.640]  we're all over the country from Chicago to Miami to New York to LA
[1:09:02.640 --> 1:09:05.640]  white people are being attacked and having their heads beat in
[1:09:05.640 --> 1:09:12.640]  and being robbed and being shot in Florida and killed for a free Zimmerman sticker
[1:09:12.640 --> 1:09:16.640]  now we're going to get to what Charles Barkley had to say about this coming up in the next segment
[1:09:16.640 --> 1:09:18.640]  but I appreciate this man joining us to talk about this
[1:09:18.640 --> 1:09:21.640]  everyone knows that I'm here trying to bring everybody together
[1:09:21.640 --> 1:09:26.640]  everyone that listens to this show knows I stand up against tribalism and racism
[1:09:26.640 --> 1:09:28.640]  it's a tool of social engineering and control
[1:09:28.640 --> 1:09:33.640]  but just like Charles Barkley said, he said a lot of black people are racist too
[1:09:33.640 --> 1:09:37.640]  the difference is the media says it's okay
[1:09:37.640 --> 1:09:40.640]  just like when they used to say it was okay to beat up gay people
[1:09:40.640 --> 1:09:43.640]  and folks would go out to gay bars and beat up people
[1:09:43.640 --> 1:09:47.640]  because well they deserve to have their teeth knocked out and robbed because they're gay
[1:09:47.640 --> 1:09:52.640]  so now being white is wrong and we deserve to be beat up and I am sick of it
[1:09:52.640 --> 1:09:54.640]  I'm sick of being called a cracker
[1:09:54.640 --> 1:09:59.640]  I'm sick of MSNBC and all their white hosts engaging in the worst race-baiting
[1:09:59.640 --> 1:10:02.640]  the Klan were a bunch of race-baiters folks
[1:10:02.640 --> 1:10:05.640]  that's all this is and it's being played from the other end
[1:10:05.640 --> 1:10:09.640]  now Pastor James David Manning has tens of millions of YouTube views
[1:10:09.640 --> 1:10:12.640]  he has a big church in Harlem
[1:10:12.640 --> 1:10:17.640]  speaking out against dependency and big government and the thug culture of gangsterism
[1:10:17.640 --> 1:10:22.640]  and MTV pushes and he feeds hundreds of children a day with the lunch program
[1:10:22.640 --> 1:10:25.640]  and breakfast program there
[1:10:25.640 --> 1:10:30.640]  and he is one of the only preachers prominently in that area standing up for people
[1:10:30.640 --> 1:10:33.640]  and that's why I wanted to get him on because this is what I want
[1:10:33.640 --> 1:10:36.640]  I believe a rising tide raises all ships
[1:10:36.640 --> 1:10:40.640]  and if we don't have freedom
[1:10:40.640 --> 1:10:42.640]  for everybody, nobody has freedom
[1:10:42.640 --> 1:10:44.640]  and the Romans use divide and conquer
[1:10:44.640 --> 1:10:46.640]  I believe that's what this is
[1:10:46.640 --> 1:10:48.640]  we've got about six minutes until we go to break
[1:10:48.640 --> 1:10:50.640]  then another segment with Pastor Manning
[1:10:50.640 --> 1:10:52.640]  Pastor Manning, you've heard my rant on this
[1:10:52.640 --> 1:10:57.640]  but I wish people were protesting for America and our Republic to be restored
[1:10:57.640 --> 1:10:58.640]  Pastor Manning
[1:10:58.640 --> 1:11:00.640]  Well, I think you left out seeing it
[1:11:00.640 --> 1:11:05.640]  I think they're big on promoting this Trayvon Martin issue
[1:11:05.640 --> 1:11:07.640]  George Zimmerman verdict
[1:11:07.640 --> 1:11:12.640]  they have been advocating for a guilty verdict for Zimmerman
[1:11:12.640 --> 1:11:14.640]  really what they want to do is to lynch him
[1:11:14.640 --> 1:11:18.640]  I think they thought that perhaps they could get greater ratings if they did so
[1:11:18.640 --> 1:11:20.640]  but certainly MSNBC and others
[1:11:20.640 --> 1:11:23.640]  but Alex, there's a major problem in America
[1:11:23.640 --> 1:11:27.640]  we could talk about the protesting against what's happening with NSA
[1:11:27.640 --> 1:11:28.640]  and our government
[1:11:28.640 --> 1:11:32.640]  but with black people it's simply that black people don't have honor
[1:11:32.640 --> 1:11:36.640]  and that's a major issue that no one wants to talk about
[1:11:36.640 --> 1:11:39.640]  I mean, you could talk about all the race-baters
[1:11:39.640 --> 1:11:41.640]  and all the social programs
[1:11:41.640 --> 1:11:43.640]  and everything else that's been done to try to advance
[1:11:43.640 --> 1:11:45.640]  to lift the boats of black people in America
[1:11:45.640 --> 1:11:47.640]  it hasn't worked, Alex
[1:11:47.640 --> 1:11:48.640]  it has not worked
[1:11:48.640 --> 1:11:52.640]  we're at a worse point now than we've been in the history of this nation
[1:11:52.640 --> 1:11:56.640]  and it's because there is a psychological, spiritual, social problem
[1:11:56.640 --> 1:11:58.640]  happening in the mindset of black people
[1:11:58.640 --> 1:12:00.640]  and it needs to be talked about
[1:12:00.640 --> 1:12:03.640]  but it's not discussed in American politics today
[1:12:03.640 --> 1:12:07.640]  well, I know that there's this victim ideology that's pumped out there
[1:12:07.640 --> 1:12:11.640]  by the social engineers who've used the social engineering
[1:12:11.640 --> 1:12:13.640]  into collectivism of the black community
[1:12:13.640 --> 1:12:15.640]  as the model for all the other communities
[1:12:15.640 --> 1:12:17.640]  I mean, I see this being done across the board
[1:12:17.640 --> 1:12:20.640]  America is dying culturally
[1:12:20.640 --> 1:12:21.640]  Yeah, it is
[1:12:21.640 --> 1:12:23.640]  but it isn't a victimization, that's the problem
[1:12:23.640 --> 1:12:28.640]  and I understand that many people use that to advance their own causes
[1:12:28.640 --> 1:12:29.640]  but there is a...
[1:12:29.640 --> 1:12:32.640]  No, but I mean a mindset of almost like people expecting they can't succeed
[1:12:32.640 --> 1:12:34.640]  because MSNBC told them that
[1:12:34.640 --> 1:12:35.640]  Well, that's true
[1:12:35.640 --> 1:12:36.640]  that is true
[1:12:36.640 --> 1:12:39.640]  and perhaps that goes back to my initial point
[1:12:39.640 --> 1:12:42.640]  premise is that you would believe that you can't succeed
[1:12:42.640 --> 1:12:45.640]  and you would believe MSNBC and others
[1:12:45.640 --> 1:12:47.640]  if you are without honor and integrity
[1:12:47.640 --> 1:12:50.640]  you would allow yourself to be manipulated by those
[1:12:50.640 --> 1:12:52.640]  because you have no honor to fight back against it
[1:12:52.640 --> 1:12:55.640]  so I can agree that's a possibility
[1:12:55.640 --> 1:12:57.640]  but the bottom line and the bottom premise here
[1:12:57.640 --> 1:13:01.640]  is that black people are suffering from a social disorder
[1:13:01.640 --> 1:13:02.640]  and it needs to be talked about
