[00:00.000 --> 00:10.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[42:44.000 --> 42:47.000]  But as long as they're the same color as us, that's fine.
[42:47.000 --> 42:52.000]  I'd love somebody that tried to promote freedom. I would care if they had green skin.
[42:52.000 --> 42:56.000]  Yeah, I'm an extremist though. I don't look at skin color. That's what makes me a racist.
[42:56.000 --> 43:00.000]  We'll be right back with the big news on the NSA.
[43:00.000 --> 43:07.000]  Strategic relocation is a systematic way to think strategically in the future about how do I safeguard?
[43:07.000 --> 43:10.000]  Renowned author and expert Joel Scowzen.
[43:10.000 --> 43:14.000]  The U.S. isn't building huge underground bases and bunkers because of some terrorist threat.
[43:14.000 --> 43:19.000]  They know that a massive nuclear attack is coming. They want that attack to come.
[43:19.000 --> 43:25.000]  Joel Scowzen is renowned as one of the world's foremost experts in strategic relocation and the securing of your home.
[43:25.000 --> 43:33.000]  What I tell people is that you do have time. We talk about natural disasters, the health environment, we talk about pollution, the water quality.
[43:33.000 --> 43:41.000]  My personal experience about being in every one of these states, most people won't even be ready and won't be able to get out of town because there'll be absolute panic.
[43:41.000 --> 43:47.000]  There is no preparedness without strategy. This Christmas, give the gift of preparedness.
[43:47.000 --> 43:52.000]  Strategic relocation film with Joel Scowzen and Alex Jones.
[43:52.000 --> 44:00.000]  Available only at infowarshop.com or by calling 888-253-3139.
[44:00.000 --> 44:05.000]  Alex Jones here, and I want to tell you about a longtime friend of the show, MyPatriot Supply.
[44:05.000 --> 44:14.000]  As you might remember, this is the company that stood up to the DHS and exposed FEMA's secret plan to begin hoarding emergency survival food.
[44:14.000 --> 44:22.000]  It has always been my belief that it's key to stand behind companies who share the same values as their fellow patriots.
[44:22.000 --> 44:30.000]  MyPatriot Supply brings us their exclusive Patriot Pantry brand, along with many other fine preparedness products.
[44:30.000 --> 44:38.000]  I personally store and use their high quality products. It tastes great and it's easy to store for up to 25 years.
[44:38.000 --> 44:45.000]  For a limited time, you can save $50 instantly on a 4-week supply of food, along with other special offers.
[44:45.000 --> 44:52.000]  Visit MyPatriotSupply.com forward slash Alex today, with the New World Order making rapid advances on every front.
[44:52.000 --> 44:59.000]  It is essential to prepare with MyPatriot Supply today.
[44:59.000 --> 45:04.000]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[45:04.000 --> 45:12.000]  Why do we have the highest cancer rates on the planet, the highest rates of diabetes, autism, and every other major disease?
[45:12.000 --> 45:20.000]  It all comes down to one thing. We are what we eat. Our food is devoid of nutrition and processed with poisons and additives.
[45:20.000 --> 45:27.000]  Our water is filled with toxic poisons and big pharma runoff. All of this has been engineered by design.
[45:27.000 --> 45:33.000]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[45:33.000 --> 45:44.000]  To learn more, visit InfowarsHealth.com. The site is literally packed with audio and video featuring top health professionals who don't bow down to big pharma.
[45:44.000 --> 45:52.000]  The fight against the New World Order starts with you and you can't stand against the machine of your sick, tired, and obese when you visit InfowarsHealth.com.
[45:52.000 --> 45:59.000]  Be sure and check out the catalog with nearly 400 life-changing products and get free shipping when you sign up for auto-ship.
[45:59.000 --> 46:09.000]  Introducing Pro 1. All of your filtration in one system, portable on the go. No more do you have two or three filters to just reduce sodium fluoride.
[46:09.000 --> 46:15.000]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilic acid.
[46:15.000 --> 46:26.000]  Advanced manufacturing technology combines silver impregnated white ceramic with new aqua medics, advanced media, a removal of fluoride and other heavy metals, all in one filter element.
[46:26.000 --> 46:33.000]  It is the only one that does it and out of the gates. We have it discounted at 10% off with promo code water.
[46:33.000 --> 46:44.000]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia, and chlorine, hydrofluorosilic acid,
[46:44.000 --> 46:50.000]  the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[46:50.000 --> 46:59.000]  Get your Pro Pure with a new Pro 1 filter today at infowarstore.com or by calling 888-253-3139.
[47:21.000 --> 47:30.000]  Only now do folks figure out that that intro that we've been airing for 16 years or more since my show was syndicated is not a joke or is not a game.
[47:30.000 --> 47:38.000]  I've recognized the authoritarian creep for a long time and now it's not a creep, it is a mad dash to the finish line.
[47:38.000 --> 47:53.000]  We are becoming a corrupt system and the establishment is at war with all the checks and balances because that is barriers to them literally usurping you and your family
[47:53.000 --> 48:00.000]  and converting you to absolute chattel serfs. That's a fancy way of saying slaves.
[48:00.000 --> 48:06.000]  And you have to understand that this is how tyrannies work. They only progress and get worse.
[48:06.000 --> 48:13.000]  So the system that we're fighting is a progressive movement. It progresses like brain cancer.
[48:13.000 --> 48:19.000]  It progresses like the worst malignant tumors.
[48:19.000 --> 48:27.000]  And it tells you that it's doing a great job and going to help you and each stage as the country gets sicker, the answer is more and more.
[48:27.000 --> 48:31.000]  But remember, they've always said we don't want your guns, that's outrageous.
[48:31.000 --> 48:39.000]  Remember the quotes and the videos and the bills they've introduced and the cities they control, New York, Chicago, D.C., total gun bans.
[48:39.000 --> 48:47.000]  And they go, no, no one wants your guns. Just let us ban some of them and register the rest and then as soon as they register them, they take them.
[48:47.000 --> 48:57.000]  They've done this all over the world and then the crime rates explode because you have criminal government that wants to disarm you.
[48:57.000 --> 49:02.000]  And they've taken the guns everywhere else. Why can't we be like Switzerland, the one or two countries with guns?
[49:02.000 --> 49:05.000]  Oh, they want them because they care about the children.
[49:05.000 --> 49:13.000]  Oh, but 60 plus percent drop in children being shot, 51 percent drop in overall crime using guns, just departments own numbers.
[49:13.000 --> 49:15.000]  People say, well, why do you believe those numbers but they're other numbers?
[49:15.000 --> 49:21.000]  These are some of the oldest statistics around. For about 90 years, the FBI's gathered statistics from local government.
[49:21.000 --> 49:34.000]  They've been found by major universities to be amongst the most accurate statistics, murders, stabbings, assaults, rapes, very accurate numbers, very accurate.
[49:34.000 --> 49:40.000]  And so the reported number of crimes using guns has gone way down.
[49:40.000 --> 49:47.000]  No one debates that, by the way. They just don't want you to talk about those numbers, but they say, but what about the children?
[49:47.000 --> 49:54.000]  Well, a Democrat who was a Satanist tried to get a gun five times illegally and then went to Sandy Hook and then everybody stood down.
[49:54.000 --> 49:57.000]  And now they've really covered up what really went on. It's very suspicious.
[49:57.000 --> 50:01.000]  And then all these other shooters are like devil worshiping Democrats.
[50:01.000 --> 50:05.000]  We should be profiling anybody. It's devil worshiping Democrats.
[50:05.000 --> 50:08.000]  Hi, I'm a devil worshiping Democrat. I want to buy a semi-automatic rifle.
[50:08.000 --> 50:13.000]  No, I'm not selling to you. I have a right to not sell. You're a devil worshiping Democrat. I'm not.
[50:13.000 --> 50:23.000]  I mean, literally, video game devil worshipers. There's some new devil worshipers who've been arrested who said they wanted to go out, a husband and wife and just pick somebody up.
[50:23.000 --> 50:29.000]  He used his wife to do it and then they stabbed him in the car just because they wanted to kill somebody reportedly.
[50:29.000 --> 50:38.000]  Should we ban knives because some Satanist? Oh, baby, it's so sexy. I couldn't imagine to my wife, oh, baby, I want you to go pick somebody up and I'm going to stab them.
[50:38.000 --> 50:46.000]  Oh, baby, yeah. I mean, that's the reason I got guns is for people like that.
[50:46.000 --> 50:55.000]  Unbelievable. I got to give up my weapons when I've never committed a crime because there's a bunch of fruit kick Satanist out there.
[50:55.000 --> 51:01.000]  I got an idea. I'll keep my guns. And by the way, it's a bunch of Satanists who want our guns.
[51:01.000 --> 51:06.000]  All of you chicken neck Satanists can go straight to where you came from and we all know where that is.
[51:06.000 --> 51:15.000]  Scumbags, they all want our guns. So we roll over there, a bunch of wolves. They want us to be sheep. Wake up.
[51:15.000 --> 51:20.000]  They've stolen every other basic liberty, our future, our heritage, our culture, our rights.
[51:20.000 --> 51:25.000]  And Obama got secretly recorded in that private meeting with billionaires and people.
[51:25.000 --> 51:35.000]  He said, I'll get their guns, the bitter clingers. They cling to their Bibles and their guns and they are like, they hate us because of their criminal energy.
[51:35.000 --> 51:41.000]  They're criminal instinct. They are criminal enemies. Period.
[51:41.000 --> 51:48.000]  They're a gang of scum. They're not liberals that want to give you something free. Fools. Fools.
[51:48.000 --> 51:56.000]  I'm talking to Obama supporters out there. By the way, the wolf in sheep's clothing is the Fabian Socialist symbol and that is their model.
[51:56.000 --> 52:01.000]  Obama is an admitted Fabian Socialist. You might want to find out what that is.
[52:01.000 --> 52:06.000]  It's kind of like reading Mein Kampf. Hitler did everything he said he'd do. Why did you people read it?
[52:06.000 --> 52:15.000]  By the way, when I go over to family's houses and they got the football on like last night, watching Baylor destroy UT and I'm sitting there watching about an hour of it and I started watching it.
[52:15.000 --> 52:21.000]  You know, I played football. I've played football with anybody, but my mother's like, why are you offended in making fun of this?
[52:21.000 --> 52:26.000]  She's just a game. We all went to UT. A lot of your family went to Baylor, blah, blah, blah.
[52:26.000 --> 52:43.000]  And I said, you realize they're literally setting up a dictatorship right now. And I see this as a symptom of people only caring about football and knowing all the players' names and all the facts, but not knowing about what dictatorship is or our cold power plants being shut off.
[52:43.000 --> 52:50.000]  And she's like, I know. I know about all that stuff and I'm concerned, but we're just having some fun right now. And I'm like, I understand.
[52:50.000 --> 53:04.000]  But if I get a little nauseous watching this and watching everyone take it so seriously and all the men jump up and down and the women excited over their team winning, I wish people were that excited about free market or about the Second Amendment.
[53:04.000 --> 53:16.000]  We have an army of evil being created against us. We're going down the classical road of collapse and almost every man I know who even knows about politics goes, hey, how about them Dallas Cowboys?
[53:16.000 --> 53:20.000]  And I'm like, I don't watch it. I don't want to know about it.
[53:20.000 --> 53:27.000]  Well, that would sound very fun. What isn't fun is losing everything we've got and being slaves. Okay.
[53:27.000 --> 53:39.000]  I mean, I take it real personal. When Violence Policy Center and Handgun Control Incorporated officially say their goal is the total abolition of the Second Amendment and the confiscation of all our guns.
[53:39.000 --> 53:48.000]  And then they get on the news and say, we don't want that. We're your friends. And the average person that doesn't own guns says, hey, keep stroking your guns. You'll be fine without them.
[53:48.000 --> 53:58.000]  Don't you get it, moron? Moron gun control people, when they take the guns, idiots, they take everything else dumbasses.
[53:58.000 --> 54:09.000]  And I'm sorry to have to talk to you like that, but you better get it through your skull, moron. It is the canary in the coal mine.
[54:09.000 --> 54:13.000]  We are at red level emergency. They are setting up classical tyranny.
[54:13.000 --> 54:21.000]  Look at this everywhere. New York City, New York State, even the few concealed carry holders they had in New York are being told anything that can hold more than five rounds.
[54:21.000 --> 54:30.000]  Turn it in and we're going to arrest you. And here's the letter that people in New York State are getting. And they're even interpreting this if a gun could take a clip that has more than five.
[54:30.000 --> 54:39.000]  You got to turn it in. Okay. And then you look at the image of the police chief and people that are doing this. They just radiate thug criminals.
[54:39.000 --> 54:45.000]  I mean, you just look at them and they could be in good fellows right now. Look at this guy.
[54:45.000 --> 54:53.000]  I have seen at least 10 colonels and lieutenant colonels the last year in West Point put out policy papers.
[54:53.000 --> 54:58.000]  This is who teaches the new officer corps of the U.S. Army.
[54:58.000 --> 55:04.000]  Can you imagine George Washington's who fought a war mainly over the right self defense knew about this? I mean, I know what he'd say about this guy.
[55:04.000 --> 55:09.000]  I know what George Washington would say. I know.
[55:09.000 --> 55:15.000]  And you know what he'd say. And then he'd follow out with action right after he said it.
[55:15.000 --> 55:21.000]  You know what George Washington would do. He would go after this guy. I'm just telling you what our founder would do. Okay.
[55:21.000 --> 55:27.000]  You don't like it. Go to the hundred and ninety other countries where they don't have guns, idiots. Leave my country alone.
[55:27.000 --> 55:34.000]  I'm sick of you idiots who think the system is your friend because you're so gullible and dumb and come from families of weak scum
[55:34.000 --> 55:41.000]  who live off of real Americans that work hard and fight hard and real. We're sick of all you. We're sick of pulling the wagon.
[55:41.000 --> 55:53.000]  All your fat butts sit in the back talking trash about us because you're so stupid and you wear your mantle of Ignoramusville as a shield.
[55:53.000 --> 55:58.000]  Colonel Robert Bateman. Look at this guy. Look at him.
[55:58.000 --> 56:06.000]  He openly writes in Esquire, we will pry your guns from your cold down hands. We will ban everything but smoothbore black powder for hunting.
[56:06.000 --> 56:12.000]  Only the state is allowed to have guns. Go read this creature's quotes, ladies and gentlemen.
[56:12.000 --> 56:16.000]  Go read it. And by the way, he's a Homeland Security advisor.
[56:16.000 --> 56:22.000]  And by the way, it's like that Black Panther leader. It turns out is over procurement of weapons, the billions of rounds of ammo.
[56:22.000 --> 56:31.000]  It's been out for three months that he says they're going to kill all whites through Homeland Security and he's like a Ku Klux Klan black guy times 50.
[56:31.000 --> 56:36.000]  And they're going to let him keep his job saying they're preparing for race war. This is all part of the division.
[56:36.000 --> 56:40.000]  You've got crazy people calling for race war and killing all whites.
[56:40.000 --> 56:44.000]  There it is, DHA's employee behind website promoting race war on paid leave.
[56:44.000 --> 56:51.000]  Finally, after total freak out. I mean, listen, if I was promoting killing all black people, I should be arrested.
[56:51.000 --> 56:55.000]  That's not free speech to say we're going to kill an entire group of people.
[56:55.000 --> 56:59.000]  I mean, it's a subversion plan, ladies and gentlemen.
[56:59.000 --> 57:03.000]  Then you got this Colonel Bateman. Go read his quotes and he's in Small Wars Journal.
[57:03.000 --> 57:08.000]  The same one that had another Colonel say the main enemy is the Tea Party and gun owners.
[57:08.000 --> 57:17.000]  And this is who gets promoted. They come out and say this because they fire the other officers and literally put these globalist agents in place.
[57:17.000 --> 57:22.000]  And are we going to sit here and let them do this? Plus, here's the good news. I'll end this hour with this.
[57:22.000 --> 57:28.000]  Congress now has a 6% approval rating. No governments ever had a 6% approval rating.
[57:28.000 --> 57:32.000]  So the good news is even the sheep will know we have a bunch of traders in charge.
[57:32.000 --> 57:37.000]  This government's illegitimate run by foreign banks that are looting us like a giant bank robbery.
[57:37.000 --> 57:42.000]  Denying it is what allows it to happen to all the men out there.
[57:42.000 --> 57:45.000]  If you don't get involved now, you're going to lose everything and you know it.
[57:45.000 --> 57:49.000]  Now is the time to stand up. We'll be back second hour.
[58:15.000 --> 58:20.000]  You've got the life straw so you can turn fetted water into safe water anywhere you go.
[58:20.000 --> 58:25.000]  The K-Tour Hand Crank Generator to charge up key equipment during power outages or out in the field.
[58:25.000 --> 58:29.000]  Strategic Relocation Third Edition by Joel Scalzen.
[58:29.000 --> 58:31.000]  When Disaster Strikes by Matthew Stein.
[58:31.000 --> 58:36.000]  TheraSafe used by Homeland Security to protect yourself during any radiological event.
[58:36.000 --> 58:39.000]  Hand Crank Shortwave AMFM Radios.
[58:39.000 --> 58:46.000]  Everything that we've researched and found to be the best is available at infowarshop.com and your purchase makes our info war possible.
[58:46.000 --> 58:50.000]  We're getting prepared. Are you infowarshop.com?
[58:50.000 --> 58:57.000]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine,
[58:57.000 --> 59:01.000]  a practice now banned in nations around the world.
[59:01.000 --> 59:03.000]  Guess what else is in the halogen family?
[59:03.000 --> 59:04.000]  Fluoride.
[59:04.000 --> 59:09.000]  Well, my name is Paulman Alex Jones here. In 1924, the federal government did the right thing
[59:09.000 --> 59:12.000]  and encouraged salt producers to add iodine.
[59:12.000 --> 59:17.000]  It's the good halogen on the periodic table and the results are on record.
[59:17.000 --> 59:23.000]  Reports documented a 15-point IQ increase in areas that had previously been deficient in iodine.
[59:23.000 --> 59:25.000]  Bottom line, iodine is important.
[59:25.000 --> 59:32.000]  Unbound, clean, in a glycerin base, nascent iodine was the answer for myself and my family.
[59:32.000 --> 59:37.000]  You'll find Survival Shield nascent iodine exclusively at infowarslife.com.
[59:37.000 --> 59:42.000]  Infowars Life Survival Shield nascent iodine isn't just for emergencies.
[59:42.000 --> 01:00:02.000]  I take it every day that infowarslife.com or call toll-free 888-253-3139.
[01:00:12.000 --> 01:00:28.000]  All right, folks. I'd love to hear from callers all over the world.
[01:00:28.000 --> 01:00:33.000]  I'd love to hear from folks that lived in South Africa under Mandela to give us your take
[01:00:33.000 --> 01:00:38.000]  whether you loved him or hated him. We had some mixed calls on the Friday show.
[01:00:38.000 --> 01:00:42.000]  Some folks that didn't like Mandela but also didn't like apartheid.
[01:00:42.000 --> 01:00:44.000]  That's really what it is, trade one evil out for another.
[01:00:44.000 --> 01:00:46.000]  We're going to be talking about that.
[01:00:46.000 --> 01:00:49.000]  Your take on this mainlining of, okay, we are going to take your guns.
[01:00:49.000 --> 01:00:51.000]  We're going to have a war with you.
[01:00:51.000 --> 01:00:54.000]  And you're the enemy, you, the American people that believe in American ideals.
[01:00:54.000 --> 01:00:57.000]  I mean, these are obviously the enemy.
[01:00:57.000 --> 01:01:02.000]  And they're obviously trying to elicit some type of war which we don't want to happen.
[01:01:02.000 --> 01:01:05.000]  We're beginning to win the intellectual battle.
[01:01:05.000 --> 01:01:10.000]  6% approval of Congress. We've got to reach out to other people every day to wake them up.
[01:01:10.000 --> 01:01:13.000]  I'd love to hear from folks on any issue you want to raise.
[01:01:13.000 --> 01:01:15.000]  Just please have a good telephone.
[01:01:15.000 --> 01:01:20.000]  And we don't screen your calls, but that still doesn't mean that my crew I've instructed,
[01:01:20.000 --> 01:01:25.000]  if the phone sounds bad, we're not going to put you on air.
[01:01:25.000 --> 01:01:28.000]  Okay, I'm really trying to double down on that.
[01:01:28.000 --> 01:01:31.000]  His phone quality just degrades as everybody knows worse and worse.
[01:01:31.000 --> 01:01:35.000]  Landline and cell phone, the quality just goes down in this modern age.
[01:01:35.000 --> 01:01:38.000]  877-789-ALEX, I'd love to hear from you.
[01:01:38.000 --> 01:01:46.000]  877-789-ALEX, that is the number to join us and dial your country code and that number if you're living overseas.
[01:01:46.000 --> 01:01:54.000]  877-789-2539, 877-789-2539er.
[01:01:54.000 --> 01:01:58.000]  I haven't gotten into the NSA news yet and I've just got to do it.
[01:01:58.000 --> 01:02:03.000]  And I promise the last three big segments will take nothing but calls,
[01:02:03.000 --> 01:02:05.000]  but when we come back, because this is a short segment,
[01:02:05.000 --> 01:02:08.000]  I'm going to get into the NSA news, tie it in with a police state news,
[01:02:08.000 --> 01:02:10.000]  and then some really big Fukushima news,
[01:02:10.000 --> 01:02:14.000]  and then we'll go to your phone calls for the balance of the transmission.
[01:02:14.000 --> 01:02:18.000]  But again, the number to join us is 877-789-2539.
[01:02:18.000 --> 01:02:21.000]  I say that over and over again when I want foreign callers,
[01:02:21.000 --> 01:02:25.000]  because I know you may have never called, need to write that number down.
[01:02:25.000 --> 01:02:28.000]  But it is first-time callers. I do first-time callers about half the time
[01:02:28.000 --> 01:02:31.000]  because people never have a chance to get in.
[01:02:31.000 --> 01:02:34.000]  But I promise this week, on the weekday show,
[01:02:34.000 --> 01:02:40.000]  we'll have some days where we have free-for-all, as it's called.
[01:02:40.000 --> 01:02:42.000]  Now, I've gotten into some of the news so far,
[01:02:42.000 --> 01:02:49.000]  but man, I went into a controlled rage earlier just looking at this Colonel Robert Bateman.
[01:02:49.000 --> 01:02:51.000]  I mean, just what a piece of garbage.
[01:02:51.000 --> 01:02:58.000]  Man, go to another country, just openly laughing, openly prodding, openly nudging,
[01:02:58.000 --> 01:03:02.000]  openly saying we're going to get your guns, you don't deserve them.
[01:03:02.000 --> 01:03:04.000]  You don't deserve guns for self-defense.
[01:03:04.000 --> 01:03:06.000]  I mean, it's just purely...
[01:03:06.000 --> 01:03:10.000]  And look at him, he's got all these little low-level groups he's in,
[01:03:10.000 --> 01:03:13.000]  all these stupid medals on him about how great he is,
[01:03:13.000 --> 01:03:15.000]  and now he's a member of the...
[01:03:15.000 --> 01:03:18.000]  I mean, you know this guy would have been a red coat in the Revolutionary War.
[01:03:18.000 --> 01:03:20.000]  At least that's my opinion and view of a smile like that.
[01:03:20.000 --> 01:03:26.000]  And they need to be countered, but I wouldn't even counter-arguing with him.
[01:03:26.000 --> 01:03:31.000]  I would use this snake's admissions and other snake's admissions of their absolute war
[01:03:31.000 --> 01:03:35.000]  on the American way of life and basic liberty as a way to warn others.
[01:03:35.000 --> 01:03:38.000]  I would go to city councils everywhere, they're televised,
[01:03:38.000 --> 01:03:42.000]  and I would read the different generals and colonels saying they're going to take our guns,
[01:03:42.000 --> 01:03:45.000]  and then the other generals, like the former head of Special Forces,
[01:03:45.000 --> 01:03:48.000]  General Boykin saying there is a plan to confiscate our guns.
[01:03:48.000 --> 01:03:50.000]  Show real patriots who've been in...
[01:03:50.000 --> 01:03:54.000]  Seem more combat than you can imagine versus this supply clerk.
[01:03:54.000 --> 01:04:01.000]  It's always supply clerks who literally sit around dreaming of their takeover
[01:04:01.000 --> 01:04:04.000]  and reportedly threatening bloggers going,
[01:04:04.000 --> 01:04:08.000]  I'm sorry for what's going to have to happen to you now for disagreeing with me.
[01:04:08.000 --> 01:04:13.000]  And oh, I know there's conflict coming, and we hope to not have to kill you.
[01:04:13.000 --> 01:04:16.000]  Hopefully we'll take your guns when you die of natural causes.
[01:04:16.000 --> 01:04:23.000]  Total creepville, and you just look at the smile of cozying up to the power structure.
[01:04:23.000 --> 01:04:25.000]  I mean, this is just...
[01:04:25.000 --> 01:04:26.000]  And don't worry.
[01:04:26.000 --> 01:04:30.000]  Listen, if you say you're going to kill all the white people,
[01:04:30.000 --> 01:04:34.000]  you get the head to Homeland Security job buying the machine gun bullets,
[01:04:34.000 --> 01:04:38.000]  like that black racist, black panther leader.
[01:04:38.000 --> 01:04:41.000]  And if you're a colonel and say you want war with the Tea Party,
[01:04:41.000 --> 01:04:43.000]  like his other compatriots at West Point,
[01:04:43.000 --> 01:04:46.000]  I mean, they have the professor at A&M that teaches the military,
[01:04:46.000 --> 01:04:49.000]  saying there's no bill of rights for getting rid of all of it.
[01:04:49.000 --> 01:04:51.000]  She just says it's outdated. We're getting rid of it.
[01:04:51.000 --> 01:04:53.000]  I mean, these people are coming.
[01:04:53.000 --> 01:04:57.000]  They're on a power trip, and they want war with us, ladies and gentlemen.
[01:04:57.000 --> 01:04:59.000]  I say we give them info or up front.
[01:04:59.000 --> 01:05:03.000]  A little over a year ago, I began to do a lot of research into why,
[01:05:03.000 --> 01:05:06.000]  even if I had a pretty good sized meal, that I was still starving.
[01:05:06.000 --> 01:05:11.000]  And my research led me to a well-known fact that most of the soils that we grow our crops on
[01:05:11.000 --> 01:05:14.000]  here in the United States and across the industrialized world
[01:05:14.000 --> 01:05:19.000]  are almost completely depleted of almost all of the key minerals and trace elements
[01:05:19.000 --> 01:05:24.000]  that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[01:05:24.000 --> 01:05:28.000]  I then searched out the best vitamin and mineral company out there
[01:05:28.000 --> 01:05:30.000]  and discovered Young Jevity.
[01:05:30.000 --> 01:05:34.000]  The Young Jevity products are designed to give you the real nutrition you need,
[01:05:34.000 --> 01:05:38.000]  and once you've got that, you don't have to eat as much to be satisfied.
[01:05:38.000 --> 01:05:45.000]  I've lost 37 pounds in two months, simply getting the vitamins and minerals I need.
[01:05:45.000 --> 01:05:47.000]  Check it out for yourself. It's incredible.
[01:05:47.000 --> 01:05:51.000]  Go to infowarsteam.com today and order your first canister
[01:05:51.000 --> 01:05:56.000]  of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[01:05:56.000 --> 01:06:13.000]  That's infowarsteam.com.
[01:06:13.000 --> 01:06:24.000]  Live from the infowars.com studios, it's Alex Jones.
[01:06:24.000 --> 01:06:27.000]  Welcome back. No matter where you're listening in the world, we'd love to hear from you.
[01:06:27.000 --> 01:06:32.000]  The total frame number is 877-789-2539.
[01:06:32.000 --> 01:06:34.000]  877-789-Alex.
[01:06:34.000 --> 01:06:40.000]  And we are live on this Sunday worldwide broadcast.
[01:06:40.000 --> 01:06:45.000]  What does the star-spangled banner stand for?
[01:06:45.000 --> 01:06:48.000]  What does the American flag symbolize?
[01:06:48.000 --> 01:06:53.000]  Private property rights, the family, gun ownership, the right to self-defense,
[01:06:53.000 --> 01:07:06.000]  state's rights, having a government and a system that serves the people not special interest.
[01:07:06.000 --> 01:07:09.000]  Your calls are coming up in the next segment.
[01:07:09.000 --> 01:07:13.000]  Let me now finish up with the police state news that I was getting into.
[01:07:13.000 --> 01:07:22.000]  So, all over the country, they're using gun purchase lists that federal law bars them using
[01:07:22.000 --> 01:07:27.000]  to have the police departments under federal control send threatening unconstitutional
[01:07:27.000 --> 01:07:33.000]  extortion letters saying turn in your guns even if the gun can accept a magazine that
[01:07:33.000 --> 01:07:35.000]  can carry more than 10 rounds.
[01:07:35.000 --> 01:07:38.000]  That's their interpretation of the widely written law.
[01:07:38.000 --> 01:07:42.000]  In this case of New York state, it's five rounds.
[01:07:42.000 --> 01:07:45.000]  And they're saying, we're going to SWAT team you, we're going to arrest you.
[01:07:45.000 --> 01:07:48.000]  So, that's what's going on, ladies and gentlemen.
[01:07:48.000 --> 01:07:53.000]  If you're a TV viewer at prisonplanet.tv, you can see the actual letter from the police
[01:07:53.000 --> 01:07:55.000]  departments that's going out.
[01:07:55.000 --> 01:07:57.000]  And under federal grants, they're doing this.
[01:07:57.000 --> 01:08:03.000]  And the Army War College, West Point, Texas A&M, just go to infowars.com.
[01:08:03.000 --> 01:08:05.000]  We have links to it, are all promoting now.
[01:08:05.000 --> 01:08:13.000]  There is no Bill of Rights, no Constitution, no First Amendment, no Second Amendment, nothing, nothing.
[01:08:13.000 --> 01:08:18.000]  And they're just mainlining the whole deal.
[01:08:18.000 --> 01:08:20.000]  And then here's the London Guardian.
[01:08:20.000 --> 01:08:26.000]  Bill Bratton seeks good community relations to make stop and frisk work.
[01:08:26.000 --> 01:08:30.000]  Over a million people a year are stopped without warrants and searched.
[01:08:30.000 --> 01:08:34.000]  I've been searched in New York without warrants.
[01:08:34.000 --> 01:08:39.000]  Or without even probable cause or reasonable concerns, not like, you know, you're acting
[01:08:39.000 --> 01:08:44.000]  suspicious, you've got a bulge or something.
[01:08:44.000 --> 01:08:48.000]  And they are saying that Bill Bratton's record in Los Angeles, if any guy in New York will
[01:08:48.000 --> 01:08:52.000]  see little dramatic reduction in the police tactic of stop and frisk but improve targeting
[01:08:52.000 --> 01:08:55.000]  community relations will soothe resentment.
[01:08:55.000 --> 01:08:56.000]  That's right.
[01:08:56.000 --> 01:09:00.000]  He will use lubrication.
[01:09:00.000 --> 01:09:04.000]  You know, I heard if you put lubrication on the edge of a guillotine, imagine you could
[01:09:04.000 --> 01:09:09.000]  just get KY jelly and put along the blade, they should have done this in the French Revolution,
[01:09:09.000 --> 01:09:14.000]  along that blade, actually they did lubricate the blade when they would get dulled to chop
[01:09:14.000 --> 01:09:16.000]  necks off better.
[01:09:16.000 --> 01:09:20.000]  But the point is, if you just lube the blade up, then you can put your baby in there and
[01:09:20.000 --> 01:09:22.000]  let the government chop it in half.
[01:09:22.000 --> 01:09:27.000]  And then it would make it okay as long as you made it, you know, not as painful.
[01:09:27.000 --> 01:09:29.000]  Like a lethal injection.
[01:09:29.000 --> 01:09:31.000]  So kill the Constitution softly.
[01:09:31.000 --> 01:09:35.000]  A soft kill, kind of like the fluoride in the GMOs are called soft kill.
[01:09:35.000 --> 01:09:39.000]  Oh, it's not a Brad Pitt movie called that coined the term killing you softly.
[01:09:39.000 --> 01:09:45.000]  I know it's a good movie, though.
[01:09:45.000 --> 01:09:49.000]  Even, of course, it attacks Jefferson at the end and it's pure BS, but it doesn't even
[01:09:49.000 --> 01:09:51.000]  matter, ladies and gentlemen.
[01:09:51.000 --> 01:09:57.000]  It doesn't even matter that you think laying down new listeners is the way to be transported
[01:09:57.000 --> 01:10:01.000]  to Valhalla to be transported to heaven.
[01:10:01.000 --> 01:10:02.000]  Well, you're going to find out.
[01:10:02.000 --> 01:10:07.000]  Let's shift gears now to the police state stack or from the police state stack to the
[01:10:07.000 --> 01:10:08.000]  NSA stack.
[01:10:08.000 --> 01:10:09.000]  This is just what came out today.
[01:10:09.000 --> 01:10:12.000]  It's up on infowars.com.
[01:10:12.000 --> 01:10:15.000]  Here is the Hill again, Patriot Act author.
[01:10:15.000 --> 01:10:18.000]  Obama's intel czar should be prosecuted.
