[00:00.000 --> 00:08.800]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[28:01.160 --> 28:07.160]  And so magically, Christmas Day, I heard on the radio about the underwear bomber.
[28:07.160 --> 28:10.160]  And then I talked to eyewitnesses. They didn't hear an explosion.
[28:10.160 --> 28:12.160]  They saw another man on board the flight.
[28:12.160 --> 28:17.160]  They saw a man lead the underwear bomber onto the flight in Amsterdam.
[28:17.160 --> 28:20.160]  They had body scanners in Amsterdam.
[28:20.160 --> 28:22.160]  He bypassed security.
[28:22.160 --> 28:26.160]  The underwear bomber's father said he was training in Yemen.
[28:26.160 --> 28:30.160]  But he wasn't put on the watch list on and on and on.
[28:30.160 --> 28:36.160]  And you talk about letting this happen or how convenient that this came along.
[28:36.160 --> 28:40.160]  Even Rush Limbaugh now admits there's a global government forming.
[28:40.160 --> 28:46.160]  And he admits that the government wants to wreck society so that we all become dependent on them.
[28:46.160 --> 29:00.160]  When the people eat, the leaders they will have to follow. And all their lies and their alibis they will have to swallow.
[29:00.160 --> 29:05.160]  One major world crisis away from having a totalitarian type of system.
[29:05.160 --> 29:08.160]  The main event is the wholesale destruction of the world.
[29:08.160 --> 29:13.160]  The push for every nation on the globe to identify and number all of its citizens.
[29:13.160 --> 29:18.160]  Friends, I hope that you will order Shadow Government from Infowars.com.
[29:18.160 --> 29:23.160]  We also have some specials for you. Some of our other films have Price When You Order Shadow Government.
[29:23.160 --> 29:26.160]  A new level in production quality and information.
[29:26.160 --> 29:34.160]  It exposes how a casual society surveillance beast grid of total control is being put into place.
[29:34.160 --> 29:37.160]  This film needs to be seen. Everybody needs to get it.
[29:37.160 --> 29:43.160]  So order yours today, show it to your friends, your family, your church, your neighbors, your boss, your employees.
[29:43.160 --> 29:49.160]  Shadow Government, ladies and gentlemen, get your copy at Infowars.com today. Shadow Government.
[29:49.160 --> 29:51.160]  It gives big brother a black eye.
[29:51.160 --> 30:08.160]  Available at Infowars.com or by calling toll-free 888-253-3139.
[30:21.160 --> 30:26.160]  Can you buy it without proper identification? Will there be any food? Will it make your children sick?
[30:26.160 --> 30:31.160]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[30:31.160 --> 30:35.160]  You wipe out all these problems if you have a good food supply.
[30:35.160 --> 30:41.160]  Food is your ammunition to fight for your freedom and your life. How much will you need? We don't know.
[30:41.160 --> 30:44.160]  How much do you want? All you can get. I'm Alex Jones.
[30:44.160 --> 30:55.160]  I want all of you good guys to live to fight another day. Call 1-800-409-5633 or check it out on the web at eFoodsDirect.com.
[30:55.160 --> 31:21.160]  Again, that number, 1-800-409-5633.
[31:21.160 --> 31:28.160]  At HomeGain.com, you can compare realtors anonymously, receive customized proposals, see consumer reviews, then select the best realtor for you.
[31:28.160 --> 31:34.160]  Go to HomeGain.com and get an instant home value estimate. You comparable homes and check out street views.
[31:34.160 --> 31:44.160]  HomeGain.com has an A-plus rating with a better business bureau and contains a wealth of information, like their home improvement tool that helps you determine which home improvements to make to increase your home's value.
[31:44.160 --> 31:51.160]  See the top 12 home improvements right now at HomeGain.com. That's H-O-M-E-G-A-I-N.com.
[31:51.160 --> 32:15.160]  This is Alex Jones and I want to tell you about the Acola Blue Atmospheric Water Generator that produces pure drinking water right from the humidity in the air.
[32:15.160 --> 32:25.160]  With Acola Blue, you'll know what's in your cup. Clean, great tasting water without all the pollutants. Get your family off the grid today by ordering your own Acola Blue Atmospheric Water Generator for your home or business.
[32:25.160 --> 32:36.160]  Their best seller, the Acola Blue 28, produces up to 7 gallons of water every day. The Acola Blue 28 is easy to use and economical. Generate your own pure water from the humidity in the air.
[32:36.160 --> 32:50.160]  This system is free of chemicals and uses a multi-stage filtration system, including reverse osmosis, carbon filters, and ultraviolet lights. Order now and claim your water independence today by calling Acola Blue at 1-800-691-6043.
[32:50.160 --> 33:10.160]  That's 1-800-691-6043 or visit Acola Blue on the web at www.ecoloblu.com today.
[33:10.160 --> 33:27.160]  On the airplanes, if the airlines were responsible, there is technology available now that every individual could be issued something no bigger than a cell phone and it would be your identification badge.
[33:27.160 --> 33:42.160]  The airline can have that registered, so they say, oh, I know, your little gadget there belongs to Ron Paul, so I want you to put your fingerprint on it. You put your fingerprint on it and they get the recording. They have no record of your fingerprint, no records kept.
[33:42.160 --> 33:51.160]  The government doesn't know anything about it, but I'm a frequent flyer, but I have my passport. I have a card, which I have voluntarily gotten.
[33:51.160 --> 34:04.160]  It's a corporate passport. Only I can turn that ID badge on, and that technology is available. That at least would take care of 90%. Even if you didn't fly a whole lot, you could get three screens for this.
[34:04.160 --> 34:10.160]  That's what I would do if I was running the airlines. I wouldn't say, oh, anybody, come on. I'd be very careful.
[34:10.160 --> 34:22.160]  But Congressman, we know what's really happening. Take Austin, Texas. $150 million spent on capital metro that 1% of the city rides at a cost of over $35 per ride. The person pays two.
[34:22.160 --> 34:31.160]  And $70 million is spent on Austin roads. So more than double the money is spent because the government gets to control the buses.
[34:31.160 --> 34:43.160]  Then what all the rest of the people are using cars, they only get half of the money or less of their own tax money. And it's the same thing with big government.
[34:43.160 --> 34:54.160]  Big government with revolving doors with Homeland Security people. They're all making money as consultants. They recommend the body scanners and the surveillance, and then they make money off of it. It's criminal.
[34:54.160 --> 35:03.160]  There's no doubt about it. When I heard that thing about Chernoff, it's hard to believe that somebody was interviewing him like, oh, by the way, I know you run this.
[35:03.160 --> 35:13.160]  And how did you guys know that this was so important? It was like, he was really smart. He figured this out. It wasn't like, is there a conflict of interest?
[35:13.160 --> 35:16.160]  And that question never even came up when he was being interviewed.
[35:16.160 --> 35:24.160]  Well, that's like in Congress, whenever Paulson had the Treasury, they'd say, well, you got tens of millions of dollars of your own bailout money. He'd say, I gave myself a waiver.
[35:24.160 --> 35:27.160]  Yeah, it made it legal, huh?
[35:27.160 --> 35:31.160]  I mean, can I give myself a waiver, Congressman, to rob banks?
[35:31.160 --> 35:38.160]  You know, they gave that, I can't remember which company it was, but they were bankrupt and we bailed them out and all. And they still had a tax problem.
[35:38.160 --> 35:47.160]  So they just wrote the taxes off, you know, hundreds of millions of dollars. No, oh, okay, those last three years taxes, you had a lot of trouble. So you don't have to pay those taxes.
[35:47.160 --> 35:58.160]  Can you imagine if you had a tax problem and you had difficulty with the IRS? Well, we know you had trouble. So you don't have to pay those back taxes.
[35:58.160 --> 36:01.160]  But that's the way the system works, unfortunately.
[36:01.160 --> 36:13.160]  Dr. Ron Paul, Congressman Ron Paul, joining us, got about eight minutes left here. Sir, I saw a Bloomberg report where Goldman Sachs is arming its employees literally against the public with pitchforks.
[36:13.160 --> 36:26.160]  In Washington, are they starting to get the same sense that Wall Street is, that the people are recognizing their criminal activity, passing unconstitutional bills without even reading it?
[36:26.160 --> 36:35.160]  Because it seems that Washington's only getting more criminal. They don't seem to care. Or is it more like rats running off the sinking ship with the loot?
[36:35.160 --> 36:44.160]  Well, there's some of that. I work on the assumption that Washington is usually about 10, 15 years behind what the people are thinking.
[36:44.160 --> 36:59.160]  I don't think a person like Nancy Pelosi is aware of what the people are really thinking. You know, if she heard about the Tea Party movement, I mean, she writes that off. That's one or two percent of the population and they're all nuts.
[36:59.160 --> 37:09.160]  And she just totally dismisses it. So that's where generally Washington is. I just don't think that they're quite aware of what's happening with the grassroots.
[37:09.160 --> 37:18.160]  And I think that's where the real changes are occurring. And of course, I'm always hopeful that there's real changes with the young people.
[37:18.160 --> 37:24.160]  So that's why I keep talking to myself so that I'm always hopeful.
[37:24.160 --> 37:39.160]  Speaking of hopefulness, Iceland, it looks like may say no, we're not going to pay off private debt. England is listing all Icelanders basically as terrorists. They can grab and hold the money that's in British banks.
[37:39.160 --> 37:49.160]  Goldman Sachs has been caught engineering that crisis. That's come out in the news. I mean, shouldn't we just tell these private banks we're not going to give you any more bailout money?
[37:49.160 --> 37:58.160]  Well, we should have never given it in the first place. We shouldn't give any more. Besides, pretty soon it will be worthless and won't matter much.
[37:58.160 --> 38:07.160]  So the more you give away, create money out there, the more you give away. You may temporarily help some of their friends, but it's just more of the same thing.
[38:07.160 --> 38:11.160]  That's how we got in this trouble and that's how they're going to keep it going.
[38:11.160 --> 38:20.160]  A lot of economists are saying we could have total depression within the next year, the real economy over 20% unemployment, all the numbers that I know you're well aware of are really bad.
[38:20.160 --> 38:31.160]  Well, the mainstream media says this is a great economy because the big banks are making money off the bailout. The dollars continuing its slide went up for a little bit, but still overall it's going down.
[38:31.160 --> 38:34.160]  Where do you see us in two years, Congressman?
[38:34.160 --> 38:43.160]  I think we're going to be much poorer as a nation. I think unemployment rates are going to stay very high. I think by two years it will be acknowledged that there was no recovery.
[38:43.160 --> 38:55.160]  I thought there were some very good articles and I commented on one this past week about Paul Krugman. He analyzed the past 10 years. He had a good analysis. We're all worse off.
[38:55.160 --> 39:10.160]  Real income has not gone up and investments have not gone up. He did say that you'd be even Stephen on your stocks from 10 years ago, but you're actually lower if you take into account the inflation, you're down about 20%.
[39:10.160 --> 39:28.160]  Of course, he said what we needed was more spending and more regulations and that would have solved all that problem. I think it started 10 years ago. I think we started slipping into the recession, depression. I think there's no signs that we have reversed things.
[39:28.160 --> 39:41.160]  They talk themselves into thinking that things are improving. When the dot-com bubble burst, they didn't allow the correction to occur, so they created a housing bubble. They started feeling better, but it didn't solve the problem.
[39:41.160 --> 39:44.160]  A lot of people don't have houses.
[39:44.160 --> 39:47.160]  But you don't believe gold is a bubble?
[39:47.160 --> 39:59.160]  No, I don't believe that.
[39:59.160 --> 40:17.160]  The real bubble, I think, is in the bond market because the price of bonds are so good because the interest rates are so low, but that's just being held together. I think this is what the Fed does in collusion with other central banks as they prop that market up.
[40:17.160 --> 40:20.160]  The market will rule.
[40:20.160 --> 40:25.160]  I'm sorry, so if gold meant inflation, what would it be like? $2,500 an ounce?
[40:25.160 --> 40:39.160]  It would be a lot higher. I don't think the market has been allowed to adjust to that yet. That's the other thing that an audit might reveal is how much they're involved in the gold market.
[40:39.160 --> 40:59.160]  Governments have always been involved in gold, even when they had gold 1,000 years ago. The Kings would dilute the metal or clip the coins and do different things. In 71, we dumped gold to try to keep gold at $35 an ounce, and that was a joke.
[40:59.160 --> 41:01.160]  Absolutely.
[41:01.160 --> 41:17.160]  They're in a different way now, but they're working very hard. They know that a high price of gold is a vote against paper, and they can't allow the people to question the paper money because their kingdom is finished when the people question it.
[41:17.160 --> 41:31.160]  They're only beginning to question it. If anything, gold is a long way from a bubble. The real bubble is in the size of the currency market and the value of the dollars artificially high, and the bonds are artificially high.
[41:31.160 --> 41:42.160]  Congressman, I totally agree with you. In the last minute and a half, we've got left. Home schoolers in California, they ruled a couple years ago that homeschooling is a privilege, that the state owns their children, that got overturned.
[41:42.160 --> 41:55.160]  CBS News reports, these people moved to the town, didn't register their kids. It was a civil matter. But the CPS said, yeah, but that's child endangerment, and so they were arrested through color of law.
[41:55.160 --> 42:07.160]  And the school is on television saying they deserve to go to jail. I mean, this is slavery in my view. I mean, if we can't raise our children and be left alone by the state, we might as well be the Soviet Union.
[42:07.160 --> 42:18.160]  This is tyranny, but unfortunately, we sold that out a long time ago when we decided the federal government was involved in education, always for these good reasons.
[42:18.160 --> 42:30.160]  So once we allowed the government to take charge of it, there's been some up and downs. They tried to really stop homeschooling in the early 80s, and there was some court fights, and we won those.
[42:30.160 --> 42:38.160]  But no, they will never give up on that. They never give up on control of money. They will never give up on the control of the education of the young children.
[42:38.160 --> 42:44.160]  Just think of how they brainwash young children on global warming and some of this radical environmentalism.
[42:44.160 --> 42:56.160]  So that's a big fight, but hopefully it'll backfire on them and it'll just wake the people up because there's sure a lot of homeschoolers around these days, and they're very strong on the Constitution.
[42:56.160 --> 43:00.160]  They've learned the Constitution which they would never have learned in the public schools.
[43:00.160 --> 43:04.160]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[43:04.160 --> 43:09.160]  Number one, new climate legislation could easily double or triple your electric bill.
[43:09.160 --> 43:15.160]  Number two, our new energy czar wants to control how much power your electric company allows you to have. It's true.
[43:15.160 --> 43:20.160]  Total government control of electricity in the name of smart grid technology is coming.
[43:20.160 --> 43:29.160]  Number three, in some areas of the country, the power grid is dangerously overloaded, and now new socialist legislation is only compounding the problem.
[43:29.160 --> 43:32.160]  Number four, dangerous weather is always a threat to local grids.
[43:32.160 --> 43:36.160]  Every year, thousands of families lose their power from weather-related onages.
[43:36.160 --> 43:41.160]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[43:41.160 --> 43:46.160]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[43:46.160 --> 43:52.160]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[43:52.160 --> 44:00.160]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[44:00.160 --> 44:04.160]  Hello, this is Alex Jones with some important questions.
[44:04.160 --> 44:09.160]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[44:09.160 --> 44:11.160]  My answer would be all I can get.
[44:11.160 --> 44:16.160]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[44:16.160 --> 44:21.160]  How much do you want? When do you want it? Now or after the battle starts, when will you need it?
[44:21.160 --> 44:26.160]  Can you buy it without proper identification? Will there be any food? Will it make your children sick?
[44:26.160 --> 44:31.160]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[44:31.160 --> 44:35.160]  You wipe out all these problems if you have a good food supply.
[44:35.160 --> 44:39.160]  Food is your ammunition to fight for your freedom and your life.
[44:39.160 --> 44:41.160]  How much will you need? We don't know.
[44:41.160 --> 44:43.160]  How much do you want? All you can get.
[44:43.160 --> 44:47.160]  I'm Alex Jones. I want all of you good guys to live to fight another day.
[44:47.160 --> 44:55.160]  Call 1-800-409-5633 or check it out on the web at eFoodsDirect.com.
[44:55.160 --> 44:59.160]  Again, that number, 1-800-409-5633.
[44:59.160 --> 45:07.160]  This is Alex Jones and I want to tell you about the Acola Blue Atmospheric Water Generator that produces pure drinking water right from the humidity in the air.
[45:07.160 --> 45:13.160]  This isn't science fiction, it's very real. I know because I use one every day in my own home and it's available right now to you.
[45:13.160 --> 45:17.160]  Because you know exactly where your water comes from with Acola Blue, you'll know what's in your cup.
[45:17.160 --> 45:20.160]  Clean, great tasting water without all the pollutants.
[45:20.160 --> 45:26.160]  Get your family off the grid today by ordering your own Acola Blue Atmospheric Water Generator for your home or business.
[45:26.160 --> 45:31.160]  Their best seller, the Acola Blue 28, produces up to 7 gallons of water every day.
[45:31.160 --> 45:36.160]  The Acola Blue 28 is easy to use and economical. Generate your own pure water from the humidity in the air.
[45:36.160 --> 45:43.160]  This system is free of chemicals and uses a multi-stage filtration system including reverse osmosis, carbon filters and ultraviolet lights.
[45:43.160 --> 45:50.160]  Order now and claim your water independence today by calling Acola Blue at 1-800-691-6043.
[45:50.160 --> 45:59.160]  That's 1-800-691-6043 or visit Acola Blue on the web at www.ecoloblu.com today.
[45:59.160 --> 46:04.160]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[46:04.160 --> 46:08.160]  Number one, new climate legislation could easily double or triple your electric bill.
[46:08.160 --> 46:14.160]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[46:14.160 --> 46:19.160]  It's true, total government control of electricity in the name of smart grid technology is coming.
[46:19.160 --> 46:24.160]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[46:24.160 --> 46:28.160]  And now, new socialist legislation is only compounding the problem.
[46:28.160 --> 46:31.160]  Number four, dangerous weather is always a threat to local grids.
[46:31.160 --> 46:35.160]  Every year, thousands of families lose their power from weather-related onages.
[46:35.160 --> 46:40.160]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[46:40.160 --> 46:45.160]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[46:45.160 --> 46:49.160]  You can get more information at www.mysolarbackup.com.
[46:49.160 --> 46:51.160]  That's mysolarbackup.com.
[46:51.160 --> 47:01.160]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[47:01.160 --> 47:05.160]  Coast to coast, direct from Austin.
[47:05.160 --> 47:11.160]  You're listening to the Alex Jones Broadcasting Network.
[47:11.160 --> 47:18.160]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[47:18.160 --> 47:23.160]  It's Alex Jones and the GCN Radio Network.
[47:23.160 --> 47:29.160]  Deborah Medina is our guest, ladies and gentlemen. She's been in the first big Republican debate.
[47:29.160 --> 47:32.160]  Hands down, won it. Many newspapers are saying that.
[47:32.160 --> 47:39.160]  The grassroots that I've been monitoring is conclusively saying that they want to know more about Deborah Medina.
[47:39.160 --> 47:44.160]  But the first big issue, we have an article to infowars.com.
[47:44.160 --> 47:51.160]  The governor candidate, Deborah Medina, excluded from televised debate, the next key debate coming up January 29th,
[47:51.160 --> 47:56.160]  right before the key primary, right before voters really make their decision,
[47:56.160 --> 48:02.160]  and with your incredible showing last night and your poll numbers going up even higher, they need to put you in there.
[48:02.160 --> 48:07.160]  But I've read that Beelow, the big globalist corporation that owns a lot of the TV stations and Dallas Morning News,
[48:07.160 --> 48:15.160]  they're saying not only do you have to have 15%, you've got to be able in the past to have held a comparable political position.
[48:15.160 --> 48:21.160]  So you should have been a U.S. Senator or a Texas governor or a Lieutenant governor to be able to be on the same stage.
[48:21.160 --> 48:26.160]  By that yardstick, only super-high-powered politicians can be in debates.
[48:26.160 --> 48:31.160]  I mean, they're really, as they see the Revolution of Awakening back to the Constitution happening,
[48:31.160 --> 48:35.160]  they are bringing out a new standard that no one can get over.
[48:35.160 --> 48:40.160]  You can't just be a mayor. You can't be a state representative and be in a debate now for governor.
[48:40.160 --> 48:44.160]  You have to have been a former governor or U.S. Senator.
[48:44.160 --> 48:49.160]  This is clearly discriminatory. People need to boycott Beelow if they don't change this.
[48:49.160 --> 48:55.160]  Dump the Dallas Morning News. They need to look at their past policies because they're doing a quasi-public thing.
[48:55.160 --> 48:59.160]  They're acting like it's a public debate, but really, they're skewing it.
[48:59.160 --> 49:06.160]  Or people need to boycott this debate and call for other real debates. Debra Medina running for governor here in Texas.
[49:06.160 --> 49:09.160]  Give us your breakdown on this.
[49:09.160 --> 49:14.160]  Well, I think we've talked about this political royal class in America,
[49:14.160 --> 49:24.160]  and this is more evidence that at least the political establishment and those that support them seem to have an agenda to further that.
[49:24.160 --> 49:29.160]  I hope that we'll use the free market to put pressure on Beelow.
[49:29.160 --> 49:37.160]  I know that there are supporters out there talking with their advertisers and clearly making it known to them that they want this debate to happen in Texas.
[49:37.160 --> 49:46.160]  They want all three candidates to be heard from, and we need another opportunity to see all three of us on stage and allow the voter to make a choice in the next election.
[49:46.160 --> 49:56.160]  So people can help us out by calling Beelow and letting them know about that, but also by calling their advertisers and their customer base and letting them know.
[49:56.160 --> 50:07.160]  And then help us out by visiting MedinaForTexas.com and driving dollars our way so that we can buy the media and get the message out between now and March 2.
[50:07.160 --> 50:17.160]  Well, Deborah, I mean, looking at this, it's so outrageous to read the policy, the new policy of Beelow, that you have to have 15% in the polls.
[50:17.160 --> 50:29.160]  And on top of it, you have to, and before it was 15% in the polls in the final debate between Republicans and Democrats and third parties.
[50:29.160 --> 50:36.160]  And that was at the national level, and they only brought that policy in the last eight years, more restrictive than what was there previously.
[50:36.160 --> 50:45.160]  So now in a primary debate, say, not only do you have to have 15%, you've got to hold comparable public status.
[50:45.160 --> 50:50.160]  So you would have had to be a governor from another state or a U.S. senator to be able to be on that stage.
[50:50.160 --> 50:54.160]  That is an impossible hurdle. That on its face is fraud.
[50:54.160 --> 50:59.160]  I mean, this is, they must be scared to death of the grassroots.
[50:59.160 --> 51:05.160]  And now they might just come right out and ban third parties or ban candidates from higher office if you weren't already in higher office.
[51:05.160 --> 51:11.160]  I mean, how will people get into higher office if you have to first be in the highest level of executive office?
[51:11.160 --> 51:13.160]  I mean, this is outrageous.
[51:13.160 --> 51:16.160]  Well, and it's just totally ignoring even the candidacy.
[51:16.160 --> 51:22.160]  You know, the rest of the media all over Texas and certainly the grassroots is abuzz with what happened in that debate last night.
[51:22.160 --> 51:32.160]  And yet when you read the Dallas Morning News and their report of the debate, they kind of leave Deborah Medina out almost as though I wasn't on stage.
[51:32.160 --> 51:43.160]  It's like, were you even at the same debate as the rest of Texas was watching because to read their reports, they don't address the Deborah Medina factor at all.
[51:43.160 --> 51:47.160]  And I guess clearly that's where the establishment would like to see.
[51:47.160 --> 51:49.160]  They don't want people rising up.
[51:49.160 --> 52:00.160]  They want us to be worker bees serving that political class, but not out here producing on our own and being independent and enjoying the liberty that our founders, you know,
[52:00.160 --> 52:04.160]  put into that Constitution.
[52:04.160 --> 52:12.160]  I mean, they set this nation up so that we can enjoy that freedom and prosperity that's God given life, liberty, property.
[52:12.160 --> 52:14.160]  That's not yours to give.
[52:14.160 --> 52:16.160]  It was given to us by the Creator.
[52:16.160 --> 52:19.160]  It's yours to protect and preserve.
[52:19.160 --> 52:24.160]  And the Constitution gives us the way, gives us the blueprint by which to do that.
[52:24.160 --> 52:32.160]  We've got just exactly what our founders knew we were going to have this abuse by a tyrannical power, political power.
[52:32.160 --> 52:35.160]  And we really are creating a royal class in America.
[52:35.160 --> 52:45.160]  Well, Perry's one talking point was that you and Kay Bailey Hutchinson hate Texas and are saying Texas is bad when you're trying to save what Texas is.
[52:45.160 --> 52:53.160]  It's Perry that masquerades as a conservative and Kay Bailey Hutchinson is even worse if that's possible from Washington.
[52:53.160 --> 53:01.160]  And they have brought in conservatively a $400 billion looting deal to grab 8000 miles of existing roads and put toll roads on them.
[53:01.160 --> 53:05.160]  They're both involved after their eyeballs in it, though they now try to deny that it's on record.
[53:05.160 --> 53:12.160]  They are they are Texas has passed all these new districts for taxing all every few months.
[53:12.160 --> 53:17.160]  A new bureaucrat shows up and tells me about some new tax that my little office has to pay.
[53:17.160 --> 53:22.160]  We are turning into California or New York or Illinois or something.
[53:22.160 --> 53:27.160]  Texas does have people flooding to it because it's not as bad as other states, but not for long.
[53:27.160 --> 53:32.160]  I mean, you're trying to save Texas as a haven of low taxes and low regulation.
[53:32.160 --> 53:40.160]  And we know what Kay Bailey and you know, Mr. Hairspray pretty hair, you know, twinkle toes, Perry is going to do.
[53:40.160 --> 53:47.160]  And for him to try to spin it that that that you're bad mouthing Texas, it's just more fraud from this guy.
[53:47.160 --> 53:54.160]  The sales taxes keep going up. The other the property taxes keep going up even as housing prices go down.
[53:54.160 --> 53:57.160]  Can you speak to what you would do as governor to the tax system?
[53:57.160 --> 54:04.160]  Well, we've got to eliminate property tax and eliminate. We didn't have it before and built this country eliminated.
[54:04.160 --> 54:07.160]  It's a it's a tax on your property. It's rent.
[54:07.160 --> 54:12.160]  You don't really own your property. The founders said if you have a property tax, we've got to eliminate property tax.
[54:12.160 --> 54:19.160]  We've got to recognize that we do need some essential government services. There are some things that cities and counties in the state government need to do.
[54:19.160 --> 54:21.160]  And clearly they need funds for that.
[54:21.160 --> 54:30.160]  But the best way to raise that money, the the taxing method that causes the least drag on a free and prosperous economy is a sales tax.
[54:30.160 --> 54:39.160]  We need to broaden the base of our sales tax, raise the probably raise the rate of tax unless we decide to also tax property at the time of the sale,
[54:39.160 --> 54:46.160]  in which case we can actually lower the rate. But that's the thing that's going to generate the most economic activity.
[54:46.160 --> 54:54.160]  Spread the weight of the government burden, I guess, over over all citizens, not unfairly stacking on property owners.
[54:54.160 --> 54:59.160]  We've got to do that. But I think that the governor, you know, he'd like to paint this really rosy picture.
[54:59.160 --> 55:04.160]  I guess as a registered nurse, my job wasn't to look at how healthy I would like for you to be,
[55:04.160 --> 55:09.160]  but to deal with the reality of what your clinical conditions and signs are.
[55:09.160 --> 55:14.160]  And the reality of the economic condition here in Texas isn't near as rosy as he'd like to paint it.
[55:14.160 --> 55:21.160]  I certainly am not about tearing Texas down. I'm about being, you know, a realist and looking at objectively where we are,
[55:21.160 --> 55:28.160]  figuring out what's hindering us and getting us on the path to that freedom and prosperity that we ought to be enjoying.
[55:28.160 --> 55:35.160]  Harry was selling jobs in the public sector and boasting about employment numbers going up.
[55:35.160 --> 55:41.160]  That is a bold-faced lie. You are creating more of a burden on the private sector.
[55:41.160 --> 55:47.160]  We've added 156,000 jobs in the public sector in the last four years.
[55:47.160 --> 55:53.160]  He's boasting about adding 142,000 to the Texas economy in the last four years.
[55:53.160 --> 55:58.160]  But all of those have been in the public sector. We've lost 14,000 jobs in the private sector.
[55:58.160 --> 56:00.160]  That's not job growth.
[56:00.160 --> 56:06.160]  Absolutely. So for those that don't understand, Texas is becoming like Massachusetts or New York,
[56:06.160 --> 56:09.160]  and Perry is saying, and his doublespeak, that's a great thing.
[56:09.160 --> 56:16.160]  Deborah Medina is saying, no, go back the way Texas was. Make Texas great again.
[56:16.160 --> 56:21.160]  They're trying to raise the Texas gas tax. They're trying to do everything right now.
[56:21.160 --> 56:27.160]  We have got to block this. The economy is imploding in this state, not as bad as other states,
[56:27.160 --> 56:32.160]  because we haven't had the blight of big government as much as other states.
[56:32.160 --> 56:37.160]  That's why people are running to Texas right now, running away from big government.
[56:37.160 --> 56:40.160]  Deborah, I want to play a clip of you.
[56:40.160 --> 56:44.160]  Alex, let me jump in. Not as bad as other states because they overtaxed us a few years ago.
[56:44.160 --> 56:50.160]  Remember, he built up that rainy day fund at $20 billion because he was overtaxing Texans.
[56:50.160 --> 56:54.160]  Anybody that's got sitting on that kind of profit can weather a storm.
[56:54.160 --> 56:58.160]  That's why Texas is weathering the storm, because the governor and the legislature
[56:58.160 --> 57:02.160]  allowed those taxes to be overcollected in prior years.
[57:02.160 --> 57:06.160]  I think you and I read the Texas Consolidated Annual Financial Report.
[57:06.160 --> 57:09.160]  I'm not sure either Kay or Rick have ever looked at that.
[57:09.160 --> 57:15.160]  You can't be an executive and not know what the financial condition of your organization is.
[57:15.160 --> 57:21.160]  Texans deserve an accurate, honest annual financial report from our CEO.
[57:21.160 --> 57:24.160]  That's the governor, and he's failed to do that time and time again.
[57:24.160 --> 57:28.160]  And he got upset when you brought that up, because no one, ten years ago,
[57:28.160 --> 57:31.160]  when I first started exposing this with Walter Bury and I made a film about it,
[57:31.160 --> 57:35.160]  no one knew about these. That's the real set of books, not the budget.
[57:35.160 --> 57:40.160]  The budget is the fake thing they push, and then, boy, you broke a big taboo.
[57:40.160 --> 57:45.160]  He got upset when you mentioned that little secret name.
[58:10.160 --> 58:13.160]  The Silver Lungs Generator infuses the respiratory system
[58:13.160 --> 58:16.160]  with your self-produced nano-silver solutions
[58:16.160 --> 58:21.160]  and also delivers the silver nanoparticles instantly into the bloodstream.
[58:21.160 --> 58:25.160]  With continued legislation threatening the sale of nano-silver products,
[58:25.160 --> 58:30.160]  you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[58:30.160 --> 58:34.160]  Very easy to follow, step-by-step instructions are provided,
[58:34.160 --> 58:36.160]  making production fast and simple.
[58:36.160 --> 58:40.160]  Go to www.silverlungs.com today
[58:40.160 --> 58:44.160]  and learn more about the breakthrough technology of the Silver Lungs Generator.
[58:44.160 --> 58:47.160]  That's www.silverlungs.com
[58:51.160 --> 58:55.160]  Hundreds of nations have fallen to tyranny in the last century alone.
[58:55.160 --> 58:59.160]  This is our last chance to not relive history.
[58:59.160 --> 59:01.160]  As we're finishing off this agenda,
[59:01.160 --> 59:04.160]  we'll be pulling the rug from underneath the Americans at home.
[59:04.160 --> 59:08.160]  We have turned a tremendous influence on our president in Congress,
[59:08.160 --> 59:10.160]  and they really are calling the shots.
[59:10.160 --> 59:15.160]  I think it's incumbent upon all of us as American citizens to pay attention.
[59:15.160 --> 59:18.160]  Full of the Republic identifies the enemies of our nation,
[59:18.160 --> 59:23.160]  the criminal offshore cartel held bent on destroying sovereignty
[59:23.160 --> 59:25.160]  and on its ashes constructing world government.
